-0.0016589+0.00077077i,-0.0012044+0.00035745i,-0.00067937+0.0011381i,0.00013536+0.00058002i,0.00048491+0.0011534i,0.00051934+0.0016293i,0.0012105+0.0007429i,0.0015898+0.0010336i,0.0016975+0.0010961i,0.0015548+0.00017683i,0.00096349-0.00064512i,-0.00034249-0.0006797i,-0.00064322-0.00079033i,-7.0142e-05-0.00081973i,6.7137e-06-0.00078747i,-0.00071942-0.00078056i,-0.00031296-0.00030583i,0.00017333+0.00054631i,-7.3162e-05+0.00063091i,-0.00017776-0.00016831i,-9.2404e-05-0.00040931i,-0.00012557-0.00067963i,-0.00050579-0.00063481i
-0.002429-0.0049684i,-0.0018665-0.021479i,0.015282-0.057086i,0.049703-0.082148i,0.063575-0.059179i,0.035465-0.022305i,0.0053244-0.014609i,-0.0037916-0.019379i,-0.0037882-0.017317i,-0.0022532-0.0095154i,-0.0034861-0.0028033i,-0.0075453+0.00094403i,-0.010271+0.00091648i,-0.010691-0.0032317i,-0.010985-0.0070293i,-0.011243-0.0069144i,-0.010257-0.0035341i,-0.0082664-0.00082088i,-0.0059753-0.00060459i,-0.0031513-0.00034789i,-0.00023422+0.00064915i,0.00097331+0.00083664i,0.00076115+0.00033542i
0.0038923+0.0042591i,0.0061928+0.015885i,-0.0042736+0.042106i,-0.035151+0.062739i,-0.057004+0.047704i,-0.040745+0.01885i,-0.016251+0.0099257i,-0.0063394+0.012604i,-0.0025143+0.012458i,-0.0016935+0.0060418i,0.00014773-0.0012227i,0.0042698-0.0053804i,0.0070007-0.0051944i,0.010116-0.00056801i,0.014602+0.0035674i,0.015433+0.003194i,0.010793+0.00069552i,0.0056335-0.00093854i,0.0031245-0.0011569i,0.0022025-0.0015233i,0.0014577-0.0029219i,0.00040981-0.0030974i,0.00019408-0.0017967i
-0.0042603+0.0020773i,-0.0090223-0.0042461i,-0.0068753-0.021812i,0.011279-0.042542i,0.029355-0.040228i,0.02033-0.021804i,0.00070929-0.015805i,-0.0073681-0.016621i,-0.0055213-0.013264i,-0.0015014-0.0075465i,0.00043333-0.001467i,0.0014689+0.0033394i,-0.00105+0.0031749i,-0.0085705-0.0015609i,-0.013821-0.004968i,-0.013473-0.0020415i,-0.0088917+0.0036556i,-0.0032534+0.0052207i,-0.00099461+0.0045166i,-0.00090286+0.0042603i,-0.00038558+0.0033782i,0.00014081+0.0018343i,5.1529e-05+0.0011041i
0.003507-0.0040444i,0.012181+0.0019884i,0.022527+0.023089i,0.020159+0.049467i,0.0022188+0.045552i,-0.0045793+0.017893i,0.0033074+0.0033945i,0.00857+0.0016529i,0.0071572+0.0017658i,0.0019831+0.00041063i,-0.001355-0.0029006i,-0.0016047-0.0056816i,0.0016719-0.0064513i,0.008548-0.0043152i,0.014357-0.0023862i,0.014756-0.0040503i,0.010772-0.0070145i,0.0058106-0.007628i,0.0024135-0.00648i,-0.00023864-0.0051141i,-0.0024424-0.0039826i,-0.0030701-0.0026889i,-0.0020003-0.0018485i
-0.0011207+0.001889i,-0.0053463-0.0050293i,-0.011346-0.026566i,-0.0091778-0.055406i,0.0045324-0.058731i,0.0089228-0.033833i,0.0021955-0.016961i,-0.0036378-0.013752i,-0.0056372-0.010002i,-0.0018696-0.0048185i,0.0021032-0.00092239i,0.0036427+0.0028946i,0.002215+0.0047803i,-0.0055601+0.004851i,-0.013535+0.0068532i,-0.014311+0.0094695i,-0.0093574+0.0084023i,-0.0041919+0.0060066i,-0.0018765+0.005254i,-0.00042564+0.0048854i,0.0016389+0.0043484i,0.0029695+0.0034156i,0.0022612+0.0028364i
0.00053172-0.0013241i,0.004527+0.0014654i,0.010966+0.0095014i,0.01132+0.024593i,0.0011866+0.031066i,-0.0018879+0.019926i,0.0049841+0.0078687i,0.0080053+0.0029923i,0.0067263+0.0028788i,0.0034296+0.0035937i,-0.0012804+0.0034079i,-0.0047586+0.0035965i,-0.0020388+0.0027679i,0.0060049-0.000954i,0.011722-0.0059042i,0.010788-0.0086367i,0.0059349-0.007242i,0.001774-0.0041396i,-0.00029552-0.0021322i,-0.0019378-0.0016248i,-0.0028004-0.001296i,-0.0025585-0.0010563i,-0.0019016-0.00092942i
0.00098182+0.00049061i,-0.0046909+0.0016687i,-0.016246-0.0031814i,-0.024631-0.015531i,-0.015468-0.022329i,-0.0025627-0.015102i,-0.0009789-0.0065451i,-0.002841-0.0024107i,-0.0030689-0.00081413i,-0.0009945-0.00085393i,0.0011364-0.0010751i,0.0032293-0.00082641i,0.0018656+0.00076997i,-0.0041525+0.0045201i,-0.0087318+0.0081473i,-0.0073928+0.0098438i,-0.0025263+0.0091936i,0.00048405+0.006475i,0.002036+0.0032988i,0.0034035+0.0004717i,0.0039811-0.0010051i,0.0037993-0.00052119i,0.003081+8.8842e-05i
0.00050703-7.2245e-05i,0.0076762+0.0012718i,0.023018+0.0069356i,0.036342+0.018122i,0.029695+0.024696i,0.01398+0.016337i,0.0083385+0.0055153i,0.0074921-0.00039485i,0.0040933-0.003205i,-0.00038766-0.0011561i,-0.0026358+0.0025901i,-0.0023022+0.0042133i,0.00090532+0.0022995i,0.0050804-0.004243i,0.006608-0.011323i,0.0039286-0.012343i,0.00061506-0.0086496i,-0.0011186-0.005556i,-0.002799-0.004795i,-0.0040783-0.0035016i,-0.0043347-0.0018488i,-0.0039074-0.0012287i,-0.0033383-0.00081471i
-0.0022204-0.00026212i,-0.0032795+0.00055316i,-0.0074946-0.003i,-0.012696-0.015623i,-0.011058-0.025555i,-0.0055686-0.0197i,-0.0046037-0.010191i,-0.005117-0.0065271i,-0.0058966-0.0049014i,-0.0059727-0.0034585i,-0.0045097-0.0046349i,-0.0043422-0.0062045i,-0.0069857-0.0034837i,-0.0099058+0.0035699i,-0.0096968+0.0094572i,-0.0055979+0.0095017i,-0.0016637+0.0058639i,-0.0010052+0.0036033i,-0.0009453+0.0017193i,-4.1751e-05-0.0005199i,-0.00015024-0.0014817i,0.00060706-0.00089728i,0.0019959+0.00015958i
0.00027226-0.0011081i,0.0021471-0.0047514i,0.0085332-0.0086854i,0.015608-0.00748i,0.013909-3.521e-05i,0.0074151+0.0049565i,0.0054418+0.0035845i,0.0052443-0.00049366i,0.003665-0.0024952i,0.00060377-0.0020795i,-0.00050918-0.00044627i,0.0015502+0.0017043i,0.0041593-0.00035616i,0.0058029-0.0069465i,0.0052231-0.011297i,0.0032461-0.0098365i,0.0011791-0.0052397i,-0.00033184-0.0017539i,-0.0013029+0.0012043i,-0.0020551+0.0041345i,-0.0019276+0.0042133i,-0.0015019+0.0021305i,-0.0021518+0.00034788i
0.0007417+0.00029792i,-0.00054353+0.0035977i,-0.0077083+0.0091118i,-0.019269+0.0097769i,-0.02125+0.0033248i,-0.0097394+0.00075716i,0.00060296+0.0028903i,0.0038975+0.0037119i,0.003612+0.002486i,0.0022024-0.00018592i,-0.0012242-0.0015098i,-0.0054656-0.00035349i,-0.0067641+0.0033102i,-0.0052605+0.0077986i,-0.0025843+0.010535i,-0.00044532+0.0084834i,-5.3231e-05+0.0046077i,0.00016073+0.0022285i,0.0014184+0.00041575i,0.0013116-0.0013518i,0.0011369-0.0029201i,0.0019291-0.0028341i,0.0025269-0.0013153i
0.0016101-0.0040281i,0.0031403-0.0040654i,0.0092131-0.0038509i,0.019062-0.0019629i,0.023396+0.0019108i,0.017041+0.0040784i,0.0097181+0.0031462i,0.0073664+0.00065746i,0.0061463-0.0018059i,0.0041268-0.002099i,0.0043912-0.00075773i,0.0064638-0.0019444i,0.0071439-0.0072282i,0.0045801-0.012444i,0.0015802-0.014131i,0.00073909-0.01124i,0.0015581-0.0071639i,0.0017478-0.0042221i,0.0012387-0.0023191i,0.0013735-0.0011866i,0.00095381-0.0011244i,-0.00091781-0.00076645i,-0.0023361-1.0828e-05i
0.0053461-0.0043989i,0.0053991-0.0029385i,0.0032994-0.0017904i,-0.0025274-0.00010186i,-0.0090435-0.00077652i,-0.009718-0.00067847i,-0.0059386+0.0021886i,-0.0021351+0.0043751i,-0.00071494+0.0038417i,-0.00066022+0.0022062i,-0.0018872+0.0025378i,-0.0036524+0.0046739i,-0.0027214+0.008512i,-0.00020152+0.013379i,0.0014916+0.015874i,0.0016297+0.012839i,0.00032162+0.0072523i,-0.00078648+0.0029363i,-0.0014118-0.00028419i,-0.0024934-0.001793i,-0.0040832-0.0022493i,-0.003888-0.0025414i,-0.0011277-0.0017395i
-0.00084539+0.0025895i,7.6762e-05+0.00058442i,0.0036474-0.0073011i,0.0087157-0.016481i,0.010984-0.014172i,0.0050289-0.0056042i,-0.0029826-0.0012349i,-0.0065865+0.00053084i,-0.0052157+0.00086145i,-0.0015827+0.0008573i,0.00025442-0.00083793i,-0.00078636-0.0053146i,-0.0032013-0.010623i,-0.0051108-0.013695i,-0.0047616-0.013381i,-0.0010659-0.010591i,0.0016954-0.0058696i,0.00070899-0.0023157i,-0.00073873+0.00011482i,-0.0004208+0.0022854i,0.00058002+0.0029789i,2.2849e-05+0.0026588i,-0.0010938+0.0018861i
0.00047942+0.0036633i,-0.001374+0.0056316i,-0.0038961+0.0069714i,-0.0098977+0.0076491i,-0.01446+0.0057166i,-0.011606+0.0022905i,-0.0076879+0.0013407i,-0.0067409+0.00255i,-0.0062492+0.0035242i,-0.0045284+0.0032032i,-0.0025464+0.0027261i,0.00024045+0.0049015i,0.0050323+0.0087441i,0.0088872+0.010744i,0.0093481+0.01015i,0.0065976+0.0086042i,0.002827+0.0066404i,0.0013123+0.0048211i,0.0016176+0.0034936i,0.0012159+0.0023439i,0.0007744+0.0012902i,0.0011329-0.00019397i,0.0016588-0.0012669i
-0.0004837+0.000294i,0.0027774+0.00016562i,0.006539-0.00035073i,0.0081761-0.0014469i,0.0092153-0.0014581i,0.0065238-0.0020377i,0.0011834-0.0055496i,-0.0023229-0.0085139i,-0.0026255-0.0075413i,-0.0019268-0.003559i,-0.0015648-0.00099109i,-0.0016559-0.0025975i,-0.0046432-0.0058035i,-0.0085831-0.0080406i,-0.010027-0.0094105i,-0.0072272-0.0093956i,-0.0031311-0.0070701i,-0.0016771-0.0045008i,-0.00082306-0.0028967i,0.0014128-0.0023042i,0.0019109-0.0028037i,-0.00030674-0.0027703i,-0.00099029-0.0016621i
-0.0010448+0.00035478i,0.0027352+0.0019666i,0.0080335+0.0048781i,0.01115+0.0070451i,0.0079676+0.0031853i,0.0034928-0.0039585i,0.0016838-0.0081319i,0.0015407-0.010094i,0.00014816-0.0091639i,-0.001335-0.0060908i,-3.0318e-05-0.0029291i,0.003806+0.00015944i,0.0084914+0.0020336i,0.012078+0.0024816i,0.01136+0.0043294i,0.0070206+0.0060091i,0.0040436+0.0042166i,0.0028634+0.00079528i,0.0012256-0.0014341i,-0.00017932-0.0016434i,-0.0017546-0.0017579i,-0.0025726-0.0023347i,-0.0011314-0.0021651i
-0.00088432-0.002689i,-0.0012957-0.0037008i,-0.00038725-0.0082217i,0.0014489-0.014334i,0.0020569-0.015769i,0.0009808-0.011187i,0.00081331-0.0065583i,0.0014944-0.005849i,0.00088975-0.0058835i,-0.0001684-0.0045687i,-0.002144-0.0025437i,-0.0048078-0.000303i,-0.0080755+0.0016566i,-0.011873+0.002201i,-0.012222+0.00064712i,-0.0097028-0.0016686i,-0.0069438-0.0030135i,-0.0042576-0.0018422i,-0.0028501+0.00041916i,-0.0021093+0.00083584i,-0.0013163+0.00062853i,-0.00098191+0.00083757i,-0.00037313+0.0013491i
0.00014813+2.5263e-05i,0.0022872+0.00060977i,0.0022255+0.0020625i,0.00080842+0.0029604i,0.00010661+0.0029835i,0.002172+0.0022994i,0.0063218+0.0012643i,0.0080279+0.00074893i,0.0052102+0.00097531i,0.0015284+9.0327e-05i,-0.00016288-0.00085571i,-0.00025728-0.00054326i,0.00206-0.0017044i,0.0068774-0.0041429i,0.0095907-0.0041988i,0.0082675-0.0023209i,0.0062194-0.00071356i,0.0043027-0.00021465i,0.0023545-0.00046743i,0.0011175+0.0004113i,0.0015334+0.00071063i,0.0016043-0.00025239i,0.0008362-0.00042274i
0.00027626-0.00079706i,-0.0016655+0.00093681i,-0.0044081+0.0010013i,-0.0057618+0.00031039i,-0.003295-0.00028608i,0.0013615+0.00073768i,0.0055153+0.0019336i,0.0068755+0.0021654i,0.005421+0.00096668i,0.0028593-0.00022361i,0.00038251+0.00033846i,-0.001324+0.0028632i,-0.0032035+0.0062388i,-0.006103+0.0081619i,-0.0079848+0.0066508i,-0.006904+0.003004i,-0.0042003+0.00082082i,-0.0017742+0.0012414i,0.00013257+0.0017062i,0.0013459+0.0012006i,0.0017477+0.00062433i,0.0017768-0.00053152i,0.0014375-0.0017714i
-2.2356e-05-0.0019527i,0.0028412-0.0014931i,0.0079585+0.00054693i,0.01098+0.0038231i,0.010373+0.004826i,0.0079712+0.0020068i,0.0059694-1.568e-05i,0.0037446+0.0002019i,0.0013889+0.0011152i,0.00044176+0.00066211i,-0.00028389-0.00089819i,-0.0012684-0.0029227i,-0.00096218-0.0058217i,0.0011843-0.0090739i,0.0034833-0.0095625i,0.0044376-0.0065196i,0.0034981-0.0028013i,0.001569-0.0018197i,0.00028484-0.0018585i,-0.00033095-0.0015792i,-0.00070703-0.0015338i,-0.0011062-0.0016842i,-0.0014117-0.0017399i
0.00098575-0.00095004i,0.0019066-0.0026152i,0.0027007-0.005393i,0.0027278-0.0094436i,0.0030877-0.011133i,0.0010505-0.0077818i,-0.0023979-0.002189i,-0.0039731+0.00080328i,-0.0044205+0.00086587i,-0.0027169+8.8619e-05i,6.9105e-05-0.0012394i,0.00068461-0.00098884i,0.0012508+0.0019017i,0.0013628+0.0051039i,-0.00033884+0.0069965i,-0.0017882+0.0063208i,-0.0019225+0.0040814i,-0.001186+0.0025013i,-0.00023403+0.0016169i,2.8682e-06+0.0015043i,1.2561e-06+0.0022332i,0.00073495+0.0028509i,0.0011292+0.0021953i
-0.00058729+0.00084008i,0.00070702+0.0013727i,0.0033294-0.00038865i,0.0032374-0.0031276i,0.00052549-0.0035968i,-0.0012434-0.00098263i,-0.00080176+0.0016403i,-0.0017146+0.0019906i,-0.0024659+0.0023206i,-0.00095064+0.0019622i,-0.00040302+0.00069437i,-0.0028035-0.00039998i,-0.0052116-0.0025862i,-0.0038778-0.0055082i,-0.0014161-0.0072034i,4.2968e-05-0.0061849i,0.00042475-0.0037083i,-0.0010968-0.0019575i,-0.0027863-0.0013188i,-0.0029226-0.00084886i,-0.0020678-0.00010659i,-0.0012432+8.9275e-05i,-0.00057116+0.00066349i
0.0014129+0.00048145i,0.0010435+0.0010539i,-0.00029247+0.0020508i,-0.0030766+0.0020254i,-0.0036275+0.0015936i,-0.00080614+0.0021608i,0.0021256+0.0024545i,0.0036557+0.00090445i,0.0031675-0.0011005i,0.0011887-0.0018107i,0.00053454-0.0009736i,0.0019498-0.00051337i,0.0038916-0.00071221i,0.0056674+0.0003398i,0.0055304+0.0032524i,0.0030019+0.0042535i,0.0013517+0.0026402i,0.00069709+0.001314i,0.0010173+0.00029682i,0.0017891-0.00074059i,0.0019499-0.00135i,0.001715-0.0017769i,0.00070404-0.002246i
0.0011181-0.00078181i,0.0019403-0.00018963i,0.0044096+0.0012947i,0.0068863+0.0035041i,0.0073807+0.0040181i,0.0057769+0.0026672i,0.0046612+0.00090556i,0.0036527-0.0017134i,0.001528-0.0038364i,-0.00013225-0.0023547i,0.00025451+0.00055725i,0.00089122+0.0030811i,-0.00047157+0.0042812i,-0.0032392+0.0030806i,-0.0040073+0.00038889i,-0.0030939-0.00055665i,-0.0017849+0.00011344i,-0.00052649-0.00032673i,-0.00037278-0.00087029i,-0.0012468-0.00064712i,-0.0023484-0.00076497i,-0.0022788-0.00091984i,-0.001608-0.00074332i
-0.0017197-0.0030808i,-0.00076037-0.00054193i,0.0005657+0.0014148i,0.0033013+0.00023245i,0.0043612-0.0030068i,0.0020925-0.0040479i,-0.0012219-0.0031829i,-0.0018744-0.0026527i,-0.0017076-0.0015836i,-0.002034+8.6508e-05i,-0.0022324+0.00050796i,-0.0014709-0.0011101i,0.00016676-0.0029772i,0.0021341-0.0026993i,0.0025458-0.00016389i,0.0021579+0.001565i,0.0021877+0.0013482i,0.0016824+0.0010731i,-0.00019601-1.2176e-05i,-0.0016243-0.00086651i,-0.00096499-0.00069761i,-0.0010549-0.00064102i,-0.0016532-7.4867e-05i
0.0028028+0.00092829i,0.0026786-0.0014853i,0.00265-0.0061197i,0.0018639-0.010135i,0.00010529-0.0097973i,-0.0027161-0.0055561i,-0.0049865-0.0013863i,-0.0051831+0.0009321i,-0.0036795+0.002524i,-0.0023318+0.0018336i,-0.0017235+0.00026789i,-0.00081374+0.0018989i,-0.00020818+0.0048017i,-0.0022826+0.0058184i,-0.0047685+0.0033677i,-0.0044189+0.0010459i,-0.0018514+1.6724e-05i,0.00060913-0.00099221i,0.00086249-0.00040137i,0.00047789+0.00083279i,0.00065164+0.0018533i,0.00050232+0.0019442i,0.00057133-0.00016767i
0.00056863+0.001549i,0.0023148+0.0019209i,0.00091021+0.0028119i,-0.0035969+0.0022851i,-0.0060537+0.00064743i,-0.004864-0.00065526i,-0.0023346-0.00014518i,-0.0011983+0.00011152i,-0.000615-0.0010296i,-0.0011687-0.0016071i,-0.0034304-0.0013666i,-0.0049458-0.0014929i,-0.0047587-0.0022945i,-0.0024346-0.0024249i,0.00016156-0.0018202i,-0.00037483-0.0021232i,-0.0014844-0.001603i,-0.0012064-9.1532e-05i,-4.0751e-05-0.00045976i,0.0012927-0.0010131i,0.0014881-0.0017913i,0.00079309-0.0022309i,0.00012555-0.0017934i
-0.00018498+0.0034849i,0.00090748+0.0034971i,0.002865+0.0039917i,0.0059009+0.0032128i,0.0067299+0.0020686i,0.0048138+0.00032284i,0.0028139-0.0032033i,0.0019929-0.005004i,0.0012273-0.0042549i,0.00065341-0.0038933i,0.00054327-0.0044774i,0.00061221-0.003969i,0.0016801-0.0017247i,0.00073386-0.00058095i,-0.0019188-0.00071616i,-0.0011605-0.00052061i,0.00056385-0.00013268i,-7.9223e-05+0.00039222i,-0.0011865+0.001269i,-0.0012265+0.0015351i,-0.0011744+0.0017575i,-0.00099155+0.0016202i,9.2262e-06+0.00037828i
-0.0028252-0.0015873i,-0.00044023+0.00018316i,0.0031079-0.00013731i,0.0063473-0.0015295i,0.0062195-0.0029355i,0.0043466-0.0051161i,0.0036333-0.008136i,0.0032336-0.01009i,0.0015024-0.0082638i,-0.00030663-0.0045259i,-0.00016686-0.0016675i,-0.00079587+0.00050086i,-0.0025017+0.00074613i,-0.0020952-0.00060695i,-0.00020919-0.0016521i,0.00064136-0.0019946i,6.4752e-05-0.0010977i,-0.00043135+0.00050244i,-0.001305+0.00094106i,-0.0018194+0.000755i,-0.0017107+0.0010274i,-0.0020583+0.0010355i,-0.0019074+0.0014981i
1.7666e-05-8.8539e-05i,0.00098634+0.00037871i,0.0016639-0.00039271i,0.0026511-0.0039425i,0.0032393-0.0060252i,0.0027494-0.0047941i,0.0028445-0.0029347i,0.001827-0.0019148i,-2.1533e-05-0.0010503i,0.00022057-0.001273i,0.0016142-0.0027964i,0.0027632-0.0034265i,0.0031948-0.0035489i,0.0033062-0.0029069i,0.0026674-0.001463i,0.0025909-0.0017166i,0.0030904-0.0024469i,0.0026529-0.0027043i,0.0013613-0.0015804i,0.00088027+0.00070162i,0.0016247+0.0016509i,0.0018131+0.0011996i,0.0013487-0.00017602i
0.00086112-0.00068818i,0.0016565+7.951e-05i,0.001981-0.00035794i,0.00057089-0.0012117i,-0.0012773-0.001571i,-0.00017444-0.00019981i,0.0034442+0.0023678i,0.0065904+0.00399i,0.0067903+0.0035936i,0.0049735+0.0020874i,0.0025427+0.0017392i,0.0013069+0.0038943i,0.00030848+0.0042711i,-0.00041305+0.0018506i,-0.00015587+0.0003744i,-0.00078298+6.3628e-06i,-0.0014261-0.00012771i,-0.0016246+0.00033497i,-0.0013272+5.9222e-05i,0.00039265-0.00039857i,0.00083338-0.00017683i,0.00024198-2.4773e-06i,0.00058562+2.5461e-05i
0.0012967-0.00065022i,0.0020899+0.00030009i,0.0033574-2.8459e-05i,0.0014527-0.00045838i,0.00054831+0.00054509i,0.0022354+0.0032766i,0.0043261+0.0046178i,0.0051503+0.0045345i,0.003628+0.0031849i,0.0007773+0.001408i,-0.0011392-0.00092197i,-0.0014668-0.0036368i,-0.00087062-0.0045455i,-0.00011627-0.0040523i,0.00076684-0.0028079i,0.0010824-0.0013645i,0.0011143-0.0013308i,0.0015641-0.0014719i,0.0010251-0.00091265i,-0.00014664-0.0010597i,-0.0010266-0.0019085i,-0.0010603-0.0024504i,-0.0011869-0.0027702i
0.00020565+0.0014113i,0.0010971+0.0016398i,0.0029887+0.0027602i,0.0045866+0.002165i,0.0049433+0.00045551i,0.0038962-0.00029869i,0.0019161+0.00016529i,6.0667e-05+0.00041486i,-0.0015462+0.00056095i,-0.0014903+0.0013056i,-0.00044751+0.002046i,0.00017479+0.0024314i,0.00094878+0.0021849i,0.0013864+0.0022585i,0.00096846+0.0016712i,-0.00019019+0.0016723i,-0.0010545+0.0023429i,-0.0014679+0.0021881i,-0.001192+0.0020494i,-0.00073777+0.0011697i,-0.0011953+0.00036521i,-0.0015906+0.00085866i,-0.0010181+0.0017575i
-0.0013605-0.00021047i,0.0009187+0.00010952i,0.0032535-0.0012643i,0.0051167-0.0020573i,0.0051403-0.0019925i,0.0020701-0.0010363i,-0.0018736-0.00033321i,-0.0056589-0.00016209i,-0.0070844+0.00021507i,-0.0056328+0.00041977i,-0.004088+0.00030076i,-0.0039033+7.0946e-05i,-0.0036602-0.00085923i,-0.001945-0.0017978i,-0.00065995-0.0014977i,-0.00013963-0.0014621i,0.00068786-0.0019925i,0.0022863-0.0024502i,0.0026845-0.0019806i,0.0011052+3.3368e-05i,-0.00015899+0.0011478i,-0.00050855+0.00081036i,-0.00076431-5.3888e-05i
0.0014868-0.00054607i,0.00097787-0.00096738i,0.002025-0.0029992i,0.0015001-0.0050795i,-0.00047265-0.0056839i,-0.0015394-0.0028884i,-0.0024984+0.00026737i,-0.0037856+0.00052553i,-0.0039836-0.00051422i,-0.0025413-0.0016661i,-0.00063082-0.0019759i,0.00098055-0.001387i,0.0023592-0.0006175i,0.0026231+0.00010444i,0.001806+0.0010591i,0.00033675+0.00075628i,-0.0015049+0.0001192i,-0.0024812+0.0012059i,-0.0014412+0.0018552i,0.000333+0.0012781i,0.0019759+0.00028803i,0.0017962-0.00021386i,0.0009949+0.00013055i
0.002565+0.0016291i,0.0029277+0.0018783i,0.0027089+0.0021181i,0.0011506+0.0020085i,-0.00068499+0.0013511i,-0.0012997+0.00068114i,-0.00077668-0.0002531i,0.00017575-0.0026711i,0.0014209-0.0039307i,0.0015755-0.0040503i,-0.00030859-0.0039517i,-0.0018922-0.0021978i,-0.0026023-0.00029027i,-0.0034556+0.00017578i,-0.0035512+5.8142e-05i,-0.0030449-0.00036466i,-0.0011824-0.0019363i,0.0007181-0.0030867i,0.00046881-0.0029064i,-0.00059005-0.0021016i,-0.0015462-0.00093614i,-0.0020527-0.001571i,-0.0019754-0.0025801i
0.0012202-0.0022675i,0.0022731-0.0021501i,0.0037338-0.0017483i,0.0047067-0.00014921i,0.0040318+0.00087548i,0.0031882+0.00016049i,0.0027852-0.0023229i,0.0033799-0.0062303i,0.0023613-0.0077468i,3.1439e-05-0.0056439i,0.00010721-0.0033305i,0.0013536-0.0028262i,0.0021219-0.0028412i,0.0025091-0.0018326i,0.0024397-0.00038066i,0.0010642+0.00012296i,-0.0010343+0.00061272i,-0.0021771+0.0018967i,-0.0015855+0.0028654i,-0.00073117+0.002087i,-0.00021079+0.0003524i,-0.00027648-0.00044769i,0.00053378+0.00022012i
0.00029867+0.0020667i,0.001923+0.0022925i,0.0035116+0.0024895i,0.0052301+0.00083743i,0.0060811-0.00088245i,0.0042078-0.0019075i,0.0023233-0.0034845i,0.0021635-0.0043743i,0.0017576-0.0035858i,0.00097612-0.0014799i,0.00030635+8.8191e-05i,-0.00032845+0.0017316i,-0.00060539+0.0036958i,-0.00058045+0.0039054i,-0.00040626+0.0021146i,0.00079255+0.00062249i,0.0027637-0.00043673i,0.0030701-0.0017773i,0.0012601-0.0018717i,-0.0002874-0.00052413i,-0.0012752+0.00070875i,-0.0021018-2.7727e-05i,-0.0023673-0.0013355i
0.00046545+0.0023832i,0.0012801+0.0022617i,0.001932-0.00056415i,0.0002254-0.0044791i,-0.0023122-0.0067716i,-0.0031425-0.0060903i,-0.0011225-0.0035023i,0.0017033-7.6031e-05i,0.0027641+0.002005i,0.0019089+0.0013656i,-9.5422e-05-6.2079e-05i,-0.0012027-0.00072298i,-0.0017742-0.001307i,-0.0011342-0.0021283i,0.00027537-0.0021557i,-6.8422e-05-0.0018783i,-0.001092-0.00040381i,-0.001231+0.0014588i,-0.00049305+0.001718i,0.00064979+0.0016048i,0.0016685+0.00088902i,0.0016859-0.00026617i,0.0016322-0.00019329i
0.0046717+0.0015595i,0.0041862+0.0014075i,0.0042918+0.00038706i,0.0046375-0.00052101i,0.0038301-0.00048892i,0.0013675+0.00013875i,0.0011402+0.001404i,0.0029268+0.0037454i,0.0041091+0.0043032i,0.0032637+0.0014901i,0.0020801-0.00015865i,0.00094699+0.0015183i,0.00038265+0.002434i,-0.00014788+0.0016349i,-0.0011373+0.00090171i,-0.00010189-0.00039274i,0.0022581-0.0020317i,0.0019635-0.0039096i,0.00013087-0.0035693i,-0.00042386-0.0015399i,-0.00026643-0.00089073i,-0.00070387-0.00052696i,-0.0020743-0.0003187i
-0.00074169+0.0023834i,0.00072235+0.00054534i,0.0015589-0.0010436i,0.002459-0.0026725i,0.0018776-0.0040735i,0.00098895-0.0035774i,0.0013506-0.0013144i,0.0012806-0.00015608i,0.00092172+0.00011847i,0.00063763-0.0011569i,-0.00017388-0.0026547i,-0.0017469-0.0025731i,-0.0043259-0.0019884i,-0.0046419-0.00329i,-0.0032025-0.0030964i,-0.0035987-0.00045246i,-0.0036961+0.0029424i,-0.0024233+0.0048024i,-0.0012203+0.0030796i,-0.00060944+0.00097278i,-0.00011403-0.00048211i,0.00044806-0.0009062i,0.0010768-0.001154i
-0.00098673+0.0023142i,0.00089091+0.0029788i,0.0030909+0.0026116i,0.0042363+0.0013046i,0.0044269+0.00078358i,0.0039749+0.00062837i,0.0028924-0.00044411i,0.00034044-0.0013029i,-0.002706-0.0011689i,-0.0032313-0.0010994i,-0.0018403-0.0013751i,0.0002986-0.0012909i,0.0017487-0.0016338i,0.001822-0.0017132i,0.0014334-0.0014551i,0.0027671-0.0013773i,0.0032891-0.0028723i,0.0012239-0.0043373i,-0.00089776-0.0031785i,-0.001842-0.0010042i,-0.0024286+0.00041378i,-0.0018012+0.00098492i,-0.00094833+0.00058627i
-0.0019052-0.00023897i,-0.00031729+0.00046453i,0.0016425+0.00019539i,0.0018554-0.0014512i,0.0011387-0.0025813i,0.00055922-0.0023405i,-0.00018264-0.0021898i,-0.00060944-0.0017589i,-0.0016944-0.00033368i,-0.0013523+0.00091852i,-0.00071958+0.0018842i,-0.0013368+0.0018807i,-0.0017357+0.0016027i,-0.0012556+0.0013069i,-0.00076857+0.00057851i,-0.0013946+0.0011512i,-0.0011493+0.0032645i,-0.00012041+0.0041362i,0.00063171+0.0024761i,0.0010747+0.00078226i,0.00097553-0.00037202i,0.0013477-0.0010536i,0.0018559-0.00076312i
