-0.001314-0.00024794i,-0.00098128-0.0016207i,-0.0014251-0.0024388i,-0.001933-0.00098608i,-0.0026953+0.00015283i,-0.0021568+0.00051124i,-0.00030307+0.0014951i,0.0008886+0.0023106i,0.0010811+0.0021246i,0.00023636+0.00099912i,-8.7312e-05-0.00073349i,-0.0002981-0.0010657i,-0.00019872-0.00053504i,0.00041382-0.0003546i,0.00013869-2.0478e-05i,-0.00051594+0.00054372i,-0.00060914-9.5276e-05i,6.7697e-05-0.00060727i,0.00032103+8.9026e-05i,-0.00039388-4.4586e-05i,-0.00089425-0.00014464i,-0.00059148-0.00014648i,0.00013603-0.00039727i
0.00067192+0.00038221i,0.0011064+4.8591e-06i,0.0024744-0.00025869i,0.0022635-0.0013538i,0.00032393-0.002278i,-0.00070542-0.0014939i,-0.00054087-0.00019316i,-0.0002254+0.00080394i,0.00028184+0.0013406i,0.0008329+0.00096834i,7.8632e-05+0.00033215i,-0.0002901+0.00022676i,0.00087699+0.00017463i,0.0005904+0.00042385i,-0.00021696+0.00072869i,-0.00049666+0.00085251i,-0.00040397+0.0011346i,-0.00011067+0.0011477i,-7.7052e-06+0.00059365i,-0.00040557-0.000234i,-0.001045-0.00042545i,0.00024998+0.0006284i,0.0010286+0.0013477i
-0.001618+0.0012159i,-0.0014787+0.0021951i,-0.0011773+0.0016919i,-0.0004159+0.00068647i,-7.2851e-05+0.0010392i,0.00028343+0.00097906i,0.00039004+0.00042129i,-0.00023214+0.00044288i,-0.00017791+0.00058315i,0.00071023+0.00081741i,0.00031474+0.00013099i,0.00039869+0.00032378i,0.0010366+0.00061554i,0.0011192-5.2319e-05i,0.00057244-0.00019334i,-2.0488e-05-3.4471e-05i,-0.00037476-0.00083031i,-0.00071071-0.00072733i,-0.00020699-0.00021817i,0.00072884+0.0003634i,0.0005735+0.00038888i,0.00026488-0.0003666i,0.00026491-7.6209e-05i
0.0003188+4.826e-05i,0.00054809+0.00032408i,0.00073716+0.0013526i,1.9325e-05+0.00041246i,-0.00061991-0.00079868i,-4.0378e-05-0.00069259i,0.00037156-0.00038802i,0.00037888+0.00026541i,5.6352e-05+0.00074799i,-0.00010848+0.00080896i,0.00045258+0.0004561i,0.00063965+7.4938e-05i,0.00068022-0.00010845i,0.00088567+0.00010438i,0.00039905+0.0002005i,-0.00023623-0.00031314i,-6.0657e-05-3.9299e-05i,5.1519e-05+0.00040422i,-0.00018236+0.00062921i,-0.00036823+0.00083131i,-0.00022782+0.00033238i,-6.4398e-06+0.0001137i,-0.00044572+0.00044587i
-0.0012127-0.0002986i,-0.00077645+0.001034i,-0.00083868+0.0017574i,-0.0011757+0.00058643i,-0.00087499-0.0001009i,-0.00031333+0.00026935i,0.00023684+0.00044112i,-8.2013e-05+0.00072261i,-0.00034238+0.00097616i,0.00017137+0.00083069i,0.00052938+0.0010136i,3.1485e-05+0.0013057i,-0.0005541+0.0008469i,-0.001429+0.00035796i,-0.0017174-1.4258e-05i,-0.00098065-0.00032849i,-0.00015573-0.00074551i,0.00079604-0.0010977i,0.0014421-0.0011881i,0.00080556-0.00074374i,-0.0001623-0.00045332i,-0.0005666-0.00028163i,-0.00043061+0.00017566i
-0.00018139+0.003364i,-0.00040484+0.0032366i,0.00056189+0.0018905i,0.00064634+0.00051868i,-7.2064e-05-0.00032986i,0.00054187-0.00083302i,0.001095-0.00034271i,0.00024564+0.00078299i,-0.00087189+0.0013452i,-0.00047327+0.0009564i,0.00088247+0.00029046i,0.00074556-0.00068751i,-0.00011727-0.00057662i,-0.00031434-6.4001e-05i,-0.00081249-0.00031446i,-0.00033041-0.00045023i,0.00047058+0.00017846i,-9.09e-05+0.00061174i,-0.00030424-8.276e-05i,-4.2517e-05-0.00073348i,0.00039742-3.5421e-05i,0.00020053+0.00059651i,-0.00012855+9.0672e-06i
0.0014614-0.0011709i,0.00075757-0.0016196i,-1.4501e-05-0.0016838i,-0.00073062-0.00054534i,-0.0021345+0.00026534i,-0.0017527+0.00024575i,-0.00068914+0.00035585i,-2.6102e-05+0.00075351i,-0.00011673+0.00087575i,-0.0013417+0.00038616i,-0.0011825+0.00023306i,-0.00024023+0.00074148i,0.00084948+0.00095182i,0.001397+0.00077449i,0.0011985+0.00030012i,0.0011889+0.0005348i,0.00068512+0.00047768i,0.0003694-0.00029927i,0.0010765-0.00031084i,0.00082436-0.00034797i,-0.00018494-0.0002278i,-0.00059606+2.9865e-06i,-0.00045064-0.00034095i
-0.0012646-0.00032568i,0.0010514-0.0015988i,0.0020704-0.00080895i,0.0013065-0.00027572i,0.00048435-0.00098989i,0.00040669-0.00068481i,0.00032745-8.5096e-05i,0.00017074-0.00018887i,-2.658e-05+0.00086256i,0.00019982+0.0011264i,0.0005017+0.00080364i,0.00024866+0.00024802i,0.00056334-0.00036272i,0.00036644-0.00048823i,-0.00024615-0.00064099i,-0.0010949-0.00012383i,-0.0011597-0.00025607i,-0.00042258-0.00064518i,-0.00050367-0.00013999i,-0.00059618-7.1941e-05i,-0.00020446-0.00077579i,-5.6449e-05-0.00068292i,-0.00053439+2.8553e-05i
0.00053401+0.0004254i,0.0011584+0.0010123i,0.0016685+0.00045571i,0.0010598-0.00051024i,0.00074022-0.0022457i,0.00069939-0.0022379i,-0.00024633-0.00093059i,-0.00051028+0.0004714i,0.00017442+0.0015374i,0.00087132+0.00096499i,0.00048835+0.00057434i,-0.00020633+0.0006879i,-0.00038382+0.00031834i,-0.00029237+0.00022212i,0.00048458+0.00037018i,0.00045039+8.9704e-05i,-0.00013087-0.0006258i,-0.00017781-0.0009899i,0.00020915-0.00061695i,0.00030217-0.00012971i,-0.00057866-0.0003367i,-0.00094959-0.00083446i,-0.00034781-0.0006529i
-0.0023696+0.00054274i,-0.0017915-0.00031987i,-0.0024371+5.2788e-05i,-0.0023866-0.00043292i,-0.0013073-0.00060883i,-0.0013406-0.00041432i,-0.00064214-0.0002791i,0.00030127+0.00012259i,0.00013632+0.00043188i,-0.0002105+0.00065741i,-0.00041967-0.0002095i,-0.00015756-0.00049818i,9.7039e-05-0.00058918i,3.0553e-05-0.00083i,-0.00023886-0.0009474i,7.2835e-05-0.00099682i,0.00046335-0.00043415i,0.0004339+0.00035644i,-0.0001113+0.00065111i,-0.00082719+0.00062473i,-0.00099671+0.00022246i,-0.00057495-0.00028952i,-3.4478e-05-3.9692e-06i
-5.9155e-05+0.0016223i,0.00061104+0.0017734i,0.0019954+0.0014494i,0.0016655+0.0016803i,0.00069401+0.0010182i,0.00065559-1.9478e-06i,-0.00019574-0.00017164i,-0.00012116+0.00017663i,-0.00013653+0.0012581i,-0.00019434+0.0013543i,0.00056083+0.00051274i,0.00068817+8.6335e-05i,0.00033244+8.9444e-05i,-0.00062709+0.00021603i,-0.00084382+0.00045785i,-0.00099885+0.00027907i,-0.00080409-0.00029566i,-0.00053649-0.00029785i,-0.0007308-0.000386i,-0.0005162-0.00065459i,-0.00065049+9.3298e-05i,-0.001277+5.7696e-05i,-0.00080533-0.00032252i
0.0011549+0.0012096i,0.0015511+0.00036144i,0.0018304-0.0010912i,0.0016731-0.0025219i,0.00049122-0.0028202i,-0.0012524-0.0018389i,-0.00068865-0.00039007i,0.00076464+0.00062413i,0.0013207+0.00097201i,0.00078018+0.00057324i,0.00021272-0.00025416i,-0.00022019-0.00083549i,0.00063774-0.00020558i,0.0016325+9.5916e-05i,0.00093625-0.00035345i,1.8468e-05+7.8531e-05i,8.9122e-06+0.00079846i,-0.00033557+0.00047908i,-0.00083046-0.00013956i,-0.00045963-9.3738e-06i,-0.00075435+0.0001799i,-0.0010046-0.00027743i,-0.00024434+0.00027626i
-0.00051252-0.001308i,0.0001395-0.0011855i,0.00036887-0.0013369i,-0.0005046-0.00098198i,-0.0016473+0.00034777i,-0.001693+0.00049634i,-0.0015915+0.00031931i,-0.0015893+0.00059378i,-0.0007406+0.0012385i,-0.0004618+0.0014043i,-0.00015804+0.00048398i,0.00017613-1.9528e-05i,-0.00046653+0.00039365i,-0.00058064+0.00030373i,0.00045301-0.00016345i,0.0010156-0.00022296i,0.00086659-0.00069118i,0.00073932-0.0010805i,0.0010089-0.00085334i,0.00071624-0.00034887i,0.00016272-6.5779e-05i,-0.00028212+0.00012354i,-3.7452e-05+0.00015517i
-0.0013985+0.00011581i,-0.00041959+0.00013937i,0.00028562+0.0012191i,0.00030487+0.0012955i,-0.00068432+0.00091195i,-0.00072218+0.00038881i,-0.00016299+6.3913e-05i,0.00019627+0.00064797i,-0.00012989+0.0011383i,9.4294e-05+0.0013911i,0.00035859+0.0009264i,-0.00034864-0.00010868i,-0.00087122-0.00016252i,-0.00084788-0.00023395i,-0.00035022+2.1772e-05i,0.00027102+0.00048716i,0.00016654+0.00035389i,-0.00039061+0.00037106i,-2.3201e-05+0.00047622i,0.00065219+0.00068401i,-2.0707e-05+0.00044416i,-0.0010471+5.9665e-05i,-0.00034983-0.00018791i
0.00093448-0.0014545i,0.00067049-0.001973i,0.00091932-0.0029731i,0.0001212-0.0030428i,-0.0019619-0.001881i,-0.0020777-0.00086974i,-0.0005343-0.00086528i,-0.00042941-0.00093533i,-0.00064284-0.00040645i,-0.00032744+0.00056368i,-0.00021968+0.001094i,-0.00017795+0.0012187i,-0.00042832+0.00082486i,-0.00040409+0.00030945i,-1.8856e-05+9.6549e-05i,0.00046297-0.00066156i,0.00056043-0.0014354i,0.00066248-0.0010231i,0.00060232-0.00040981i,0.00079232-0.00042162i,0.00088273-0.00074131i,0.00086615-0.00044853i,0.0011456-0.00025606i
0.0002445+0.0002982i,-8.7786e-05-0.00040368i,0.00013466-0.0011699i,0.00054305-0.0007197i,-0.00023968-0.00016888i,-0.0013853-0.00047188i,-0.0011-0.00070483i,-0.00023381-0.0002606i,-8.2652e-05+0.00013333i,7.6424e-05-0.00013566i,0.00028446+0.00024173i,0.00035377+0.00070276i,0.00099682+0.00011335i,0.0011135-0.00071025i,0.00048056-0.00081603i,0.00027906+6.0723e-05i,-0.00015736+0.00031352i,-0.00036928+0.00013618i,-7.5375e-06-0.00020361i,0.00042061+0.00030135i,-0.00027057+0.00042084i,-0.00076655-0.00035566i,-0.00040643-0.00029916i
-0.0014631-0.0009763i,-0.0017489-0.0013222i,-0.0017107-0.00090364i,-0.0012166-0.00081795i,-0.00027805-0.00031609i,-4.8233e-05+0.00094991i,-0.00068322+0.00078874i,-0.00025119+0.00055669i,0.00054159+0.00094339i,0.00014185+0.00071954i,-0.00021322+0.00020667i,-0.00013029-0.00084115i,-0.00010103-0.0012213i,0.00014503-0.00070476i,0.00072728-0.00062419i,0.00088344-0.00054794i,0.00078078-0.0010075i,0.00083824-0.00092757i,0.0006256-0.0006764i,0.00015113-0.0007175i,-0.00042648-0.00017471i,-0.00067686+0.0005211i,1.4474e-05+0.00058227i
-3.4882e-06-0.0004421i,-0.00014035-0.0012094i,-0.0006701-0.0010547i,-0.0020257-0.0012404i,-0.0025969-0.0010101i,-0.0019148+0.00042986i,-0.00095272+0.00028512i,-0.00086132-0.00011707i,-0.00040721+0.00046289i,0.00039439+0.00098097i,-2.8713e-05+0.00076938i,-0.00060396+0.00019332i,-0.00065804-0.00017393i,-0.00081941+0.00027132i,-0.00077986-4.3099e-05i,-0.0010315-0.00034202i,-0.0011413+0.00050709i,-0.00059349+0.00025396i,-0.00049122-9.6794e-05i,-0.00046967-0.00020932i,0.00022231-0.00031081i,0.00064181-0.00030401i,0.00075604+1.1696e-05i
0.00074746-9.9161e-05i,0.00013639-0.00016599i,-0.00024596-6.4507e-05i,6.4973e-05-0.00017394i,-0.00037044+0.00038796i,-0.00092314+5.3062e-05i,-0.0012747-0.00055016i,-0.00032148-0.00013571i,0.00079576+0.00029147i,0.00069334+0.001191i,0.00040201+0.0013202i,-6.768e-05+0.00038077i,-0.0002912+0.00016755i,-0.00032508+0.00075242i,-0.00048265+0.00066703i,-0.00048443+0.00094122i,0.00013796+0.0011061i,0.00028767+0.00047712i,4.2452e-05+0.00014451i,8.8219e-05+0.00051184i,-0.00010589+0.00058793i,-0.00043214-5.5768e-06i,0.00015727-0.00016922i
3.4977e-05+0.00060069i,0.00074056+0.00077288i,-0.0001313+8.2892e-05i,-0.00065295-0.0011993i,-0.00093911-0.0011188i,-0.0012268-0.00058896i,-0.00081782-7.9987e-05i,-0.00067988+0.00084693i,-0.00051704+0.00069078i,0.00032248+0.00058437i,0.00064601+0.00080923i,-0.00022026+0.0004762i,-0.00075048+9.8054e-05i,9.184e-05-0.00016577i,0.00064225-0.0003593i,-4.6783e-05-0.0005877i,0.00040378-0.00070004i,0.00077862-0.00024927i,-8.4822e-05-0.00022077i,-0.00063288+1.4472e-05i,-0.00088985-2.7597e-05i,-0.00025601-0.00024193i,0.00067143-0.00014028i
-0.0011561+0.00011938i,0.00034492+9.2293e-05i,0.0012873+0.00025915i,0.00064283-4.8668e-05i,6.3565e-05+3.8363e-05i,-0.00030535-0.00018942i,-0.00043448-0.00016076i,9.8572e-05+0.00043872i,0.00044967+0.0004292i,0.00095063+0.00069354i,0.0012741+0.00068072i,0.000432+0.00043985i,-0.00052016-4.7806e-05i,-0.00039143-0.000104i,0.00017663+0.00043569i,0.00027824+0.00032763i,-0.00058108+0.00038685i,-0.0010844+0.00011509i,-0.00037706+0.00011252i,0.00012015+0.00021712i,0.00022132-0.00025864i,0.00012625-0.00060084i,-8.0124e-05-0.00020662i
0.00086129+1.4664e-05i,-0.00015367-0.00042572i,-1.8601e-05-0.0012609i,-0.00073205-0.0018395i,-0.0013598-0.0021741i,-0.0014725-0.0013876i,-0.00048519-0.00087736i,0.0010148-0.0010542i,0.001035-0.00040813i,0.00022599+0.00049437i,-0.0002217+0.00036632i,-0.00034807-0.00041473i,-1.985e-05-0.00055208i,-0.00022142+0.00017508i,-9.6976e-05+0.0006104i,-0.00021518+0.00016939i,-0.00017236-0.00013752i,3.3106e-05+1.704e-05i,-0.00043387-0.00062954i,-3.7816e-05-0.00058165i,0.00080558-0.00025831i,0.00086839-0.00038846i,0.00030295+4.8988e-05i
-7.2928e-05+0.001102i,0.00073831+0.00013737i,0.00098937-0.00031502i,0.00012966-0.00058334i,-0.00048312-0.00075837i,-0.00066456-0.00072783i,-0.00046167-0.00023011i,3.6496e-05+0.00046941i,0.00089537+0.00055495i,0.00098372+0.00022095i,0.00075807+0.00023896i,0.00038844+0.00026183i,0.00010127-0.00044282i,0.0008641-0.00034853i,0.0011206+0.00054638i,0.00038868+0.00059286i,-0.00035768+0.00013841i,-0.00074594-2.6715e-05i,-0.00060218-0.00043739i,-9.2775e-05-0.0011064i,0.00021307-0.00058736i,-0.00061637-0.00026125i,-0.00077164-0.00021981i
0.0030928+0.00073981i,0.0024017+0.00061605i,0.0011404+5.1143e-05i,0.0010015-0.00065177i,0.00091356-0.00098247i,-0.00048174-0.00077106i,-0.0010269-0.00022809i,-0.00071411+0.0001073i,6.6888e-05+0.00021001i,0.00063929+0.00064175i,-0.00031207+0.00047096i,-0.0011636-0.0004217i,-0.0010374-0.00027663i,-0.00058892+6.6791e-05i,0.00017456-6.3603e-05i,0.00028005-1.898e-06i,-0.00019905-0.00012913i,-0.00012782-0.00027423i,0.00010421+2.6412e-05i,-0.0001738-9.062e-05i,-4.8316e-05-0.0010584i,-0.0002213-0.0013541i,-0.00014333-0.00018648i
-0.0010609-0.0024207i,-0.0015935-0.002397i,-0.0017906-0.002361i,-0.0021882-0.0015455i,-0.0030032-0.00053066i,-0.0023053-0.00010827i,2.469e-05+0.00062847i,0.00011214+0.0011874i,-0.00091194+0.00091648i,-0.0009374+0.0010107i,-0.00022006+0.00087107i,-0.0003453+0.00089352i,7.6738e-05+0.00022539i,0.00085481-0.00058837i,0.00057411+0.00020602i,0.00024171+0.00029331i,-0.00069332-6.8302e-06i,-0.00078292+7.7357e-05i,7.4363e-05+6.2631e-05i,-1.4784e-05+4.448e-05i,9.9384e-05+0.00023473i,0.00018784-5.327e-05i,-0.00033013-0.00071501i
3.5168e-05-0.00017681i,-0.00024449+0.00057325i,-0.0014814+0.00023977i,-0.0012779-0.0011488i,-0.0011945-0.0008288i,-0.0012136+1.9872e-05i,-0.00073382+0.00011124i,-0.00029451+0.00029392i,-0.00021806+0.00093127i,-0.00019181+0.0010911i,-6.6817e-05+0.00093471i,0.00073085+0.00030421i,0.0013438-0.00040941i,0.00015831-0.00095193i,-0.00020149-0.00027734i,0.00026394+0.00051306i,8.5908e-05+0.00032381i,-0.00074411-0.00012261i,-0.00056273-0.00047932i,0.00012686-0.00038423i,-0.00014056-0.00046722i,-7.3575e-05+0.00033626i,0.00048152+0.0010835i
0.00095107-0.00029707i,0.00073215-0.00053594i,0.00086644-0.00020094i,0.00056077+0.00023542i,0.00072637-0.00086252i,0.00046306-0.0010254i,-2.4447e-06-0.00028009i,-0.00032101+0.00023926i,0.00056163+0.00071644i,0.0014624+0.0007753i,0.00030716+0.00078532i,-0.00082635+0.0005644i,-0.00050159+0.00077481i,0.00038412+0.00052054i,0.0011969-3.1657e-05i,0.00086381-0.00045179i,-0.00051225-0.00058907i,-0.0010995-0.00014905i,-0.0006058-0.00058562i,0.00053951-0.00073946i,-6.0489e-05-0.000408i,-0.0010894-0.0001991i,-0.00056246-8.8804e-05i
-0.0013505-0.00058824i,-0.00031215-0.00052079i,-0.00031889+0.00033603i,-0.00077776+0.00076867i,-0.0011914+0.00064354i,-0.00055054+3.4702e-05i,0.00054768-0.0005341i,0.00032742+0.00016676i,-0.00021711+0.00089639i,0.00015913+0.00082211i,-0.00026533+0.00084581i,-0.00058334+0.00069466i,-0.00027505-2.2555e-06i,-0.00022641-0.00016148i,-1.9552e-05-0.00044415i,0.00049051-0.00097874i,0.00036323-0.0010123i,-0.00023896-0.00048339i,7.37e-05-2.2183e-05i,0.00035485-0.00030709i,0.00023307-0.00025818i,0.00061411+0.00044967i,0.0005992+0.0010488i
0.0003319+0.00023326i,0.0010007+0.0014488i,0.0016875+0.001482i,0.00042991+0.0010808i,-0.00093208+0.00096964i,-0.00077589+0.00098689i,0.00025509+0.0004476i,0.00029567+0.00013187i,-1.7459e-05+0.00067767i,-0.00021055+0.00041725i,-0.00032365-6.1966e-05i,0.00028372+0.00018207i,0.00019385+0.00077633i,-7.9702e-05+0.00096698i,-0.00016316+0.00053945i,-0.00088446-0.00022504i,-0.00068557-0.00069688i,0.00012378-0.00024309i,0.00049244-0.0003722i,0.00030656-0.00040606i,0.00011726+0.00030378i,-0.00025509+0.00049482i,-0.00050999-0.0001062i
2.3833e-05-0.00032856i,-0.00058052+0.00051466i,-0.00044886+0.00049212i,-0.00017394-0.0014531i,-0.00058055-0.0028026i,-0.0016555-0.0019754i,-0.0015013-0.00080162i,-0.00041662+0.00022108i,0.00034824+0.00099464i,0.00012588+0.0007394i,-0.00043458+0.00010407i,0.00016239+1.3816e-05i,0.00098541+0.00021522i,0.00096301+0.00082884i,-0.00012081+0.0011754i,-0.00088535+0.00029791i,-0.00033799-0.00035395i,-0.00066134-2.807e-05i,-0.0015413-0.00049811i,-0.00069084-0.0010525i,0.00016081-0.0012217i,-0.00052133-0.00040742i,-0.00086842+0.00081852i
-0.0015473+0.00080178i,-0.0013454-0.0001311i,-0.0021362+0.00040057i,-0.0019601+0.0013041i,-0.0011488+0.00067442i,-0.0010481+0.00017294i,-0.00048772+0.00086267i,-0.00034063+0.0014386i,-0.00033094+0.0011262i,7.9672e-06+0.00022939i,-0.00018238-0.0002533i,-2.9989e-05+0.00014582i,0.00012477-0.00024863i,-0.00018561-0.00078875i,-0.0005107-0.00032448i,-0.0008767-0.00046388i,-0.00063959-0.001121i,-0.00014483-0.00096806i,-0.0003223-0.00080645i,-0.00024532-0.00066407i,2.1391e-06-0.00030526i,-0.00021698-0.00030878i,-0.00051745-8.111e-05i
0.00021663+0.00010229i,0.00037174-0.00037798i,0.0005064-0.0013588i,1.641e-05-0.0024i,-0.00055943-0.001371i,-0.00046732-0.00021291i,0.00047906-2.5118e-05i,0.0011304+0.0003213i,0.0013555+0.0011049i,0.00063144+0.00078634i,-0.00039573+0.00037993i,-0.00077836+0.00018678i,0.00028946-0.00011013i,0.0015671-0.00043335i,0.0015464-0.00044836i,0.00096223+0.00015018i,0.00066483+0.00015027i,0.00055884-2.8576e-05i,0.00045104+1.7951e-05i,0.00047515+8.8916e-05i,0.00066973+0.0002707i,0.0007891-1.2999e-05i,5.7293e-05+0.00025964i
-0.00040467-0.00028514i,0.00011739-0.0007869i,5.7025e-05-0.0010264i,-0.00076612-0.00093214i,-0.0022739-0.0011599i,-0.001806-0.0013244i,-1.5546e-05-0.00013966i,0.00098201+0.00072993i,0.00069817+0.001591i,-0.0003935+0.0016374i,-0.0007826+0.00055233i,-8.9727e-05-9.098e-05i,0.00010016-0.00032047i,0.00015604-0.00066506i,0.00093069-0.00034811i,0.00062084+0.00052763i,-0.00037276+0.00021053i,-0.00048962-0.00013636i,-0.00079135-0.0004315i,-0.00081467-0.00099709i,0.00020048-0.00034846i,0.00069555+0.00036259i,0.00018204-2.3449e-05i
-0.00017447+0.00011993i,7.373e-05+0.0011411i,7.8547e-05+0.00073445i,0.00043186-0.00040131i,6.172e-05-0.0011381i,-0.00074239-0.0011677i,-0.00040527+3.9467e-05i,-0.00010371+0.000858i,6.8139e-05+0.00064911i,-0.00031668+0.0010007i,-0.00078986+0.00090043i,-0.00050713-0.0002433i,0.00052587-0.00089563i,0.00049257-0.00030636i,0.00024226-0.00021657i,0.0008318-0.00026758i,0.00048848+0.00022709i,0.00024841+9.651e-05i,-0.00012819-0.00042646i,-0.00089645-0.00062466i,-0.0010913-0.00031134i,-0.00081034+0.0002302i,-0.00055591+0.00094013i
0.00027646+0.00087024i,0.00097326+2.1406e-05i,0.00054286+5.2243e-05i,-0.0011958+0.00031481i,-0.001635-0.00091527i,-0.0010053-0.0017128i,-0.00086165-0.00047039i,-0.00041091+0.00072358i,0.00027498+0.0010534i,0.0005201+0.00085999i,0.00084587+0.00063327i,0.00022861+0.00030506i,-0.00043245+0.00013043i,-0.00016114-0.0003597i,-0.00013038-8.1847e-05i,-0.00086948+0.00094854i,-0.00080678+0.0014823i,-0.00026196+0.0014265i,-0.00065663+0.00088697i,0.00016051+0.00017106i,0.00053379-0.00034629i,0.0005635+0.00014762i,0.00080168+0.00094066i
-0.00030338+0.0010325i,0.0011204+0.001078i,0.001984+0.0010168i,0.0016141+0.00017445i,0.0010133+2.2598e-05i,-0.00017988+1.9832e-05i,-0.0006229+2.9237e-05i,-0.00034815+0.00035994i,-0.00016321+0.0010411i,-0.0003622+0.0017204i,-0.00036415+0.00051803i,-0.00017944-0.0005729i,-6.2133e-05-0.00031209i,0.00026912+7.2339e-05i,0.00075674+0.00067396i,0.0005512+0.00095874i,0.0002669+0.00051792i,0.00066311+0.00020221i,0.00060623+0.00010032i,0.00028948+0.00032231i,0.0001428+0.00068072i,6.2819e-05+7.5995e-05i,0.00037585-0.00067725i
0.00059552+0.00097538i,0.00087723+0.00043464i,0.00097159-9.0068e-05i,0.00056739-0.00088808i,-0.00014374-0.0020904i,-0.00059898-0.0018536i,-0.00049973-0.00017266i,-0.0006315+0.0006852i,-0.00073442+0.0011912i,-0.00030048+0.0013962i,-4.8176e-05+0.0015052i,-0.0005482+0.00064508i,-0.00073736+8.1433e-05i,-0.00015415+0.00038689i,0.00037793-0.0001843i,0.00041002-0.00022782i,0.0003711+0.00038691i,0.00030568-2.5299e-05i,-0.00016321-9.8453e-05i,-0.00025279+0.00041067i,-0.00040645+0.00062955i,-0.00041221-0.00028325i,-0.00017997-0.00066055i
0.00019443-0.0012195i,-0.00047201-0.0010702i,0.00023426-0.0010579i,-0.00053232-0.0013164i,-0.0021763-0.0010863i,-0.0019439-0.00025346i,-0.00037188-9.2787e-05i,0.00061707+0.00012933i,8.5194e-05+0.00056499i,4.1383e-05+0.00056933i,0.00063181+0.00068489i,0.00069712+0.00011131i,0.00052993-0.00022498i,0.0012329+0.00031979i,0.0010885-0.00017069i,-3.5224e-05-0.00068627i,3.5184e-05-8.1087e-05i,0.00053887-3.0739e-05i,0.00074337-0.00052582i,5.3078e-07-0.00031013i,-0.0006324+0.00035507i,-0.00021922+0.00011099i,-0.00034691-0.0004276i
-0.0004016+0.00026665i,0.00029446+0.00052897i,0.00090201-3.8697e-06i,0.0011345+0.00018134i,0.00051906+0.00067807i,-0.00072632+0.00076577i,-0.001364+0.0010252i,-0.00067717+0.0010639i,0.00052716+0.00092822i,0.00036642+0.00058817i,-0.00057974+0.00055763i,-0.001049+0.00021265i,-0.00055684-0.00064344i,0.00025341-0.0012594i,-0.00015429-0.0015244i,-0.00098822-0.0010282i,-0.0013186-0.00067176i,-0.00084381-0.00086694i,-0.00029234-0.00059816i,-1.0835e-05-0.00013845i,0.00062063+0.00014078i,0.00063155+2.7677e-05i,0.00053948-3.8032e-05i
0.00010582-0.0010098i,-0.00030627-0.0003274i,-0.00095051+0.00023186i,-0.00083669+0.00017359i,-0.00098981+0.00014558i,-0.00083127+0.00040439i,-6.9673e-05+0.00040047i,-0.00048923+0.00030595i,-0.0011307+0.00073748i,-0.0012718+0.00077773i,-0.00033424+0.00052525i,0.00066916+0.00060108i,0.00032963+0.0007704i,-0.00046879+0.00037709i,-0.00037663-0.00031608i,0.00021143+4.4742e-05i,0.00020698+0.00037949i,1.3605e-05+1.8685e-05i,-0.0006443-0.00016438i,-0.00086125-0.00013978i,-0.00031962-1.5102e-05i,-0.00040375+0.0006329i,-0.0003858+0.00081093i
-0.00071742-0.00050376i,-0.00030121-0.0013363i,0.00066458-0.0018625i,0.00034085-0.0017395i,0.00023213-0.0020248i,0.0011658-0.0011902i,0.0010348-0.00046427i,0.001006-0.00071884i,0.00096819-0.00017292i,0.00069577+0.00056508i,0.00039205+0.00056041i,-0.00016754+0.00053566i,-0.00029988+0.00032047i,0.00020745-4.3827e-05i,0.00066554-0.00038362i,0.00058302-0.00085632i,9.7315e-05-0.00080137i,0.00047062-0.00054328i,0.00062873-0.00059237i,2.2706e-05-0.00048855i,-0.0003884+0.0003422i,-0.00045478+0.00038982i,7.7155e-05+6e-05i
-0.00057184+0.00061971i,-0.0007727+0.0013872i,-0.00092809+0.0012725i,-0.00089867+0.0018182i,-0.0013829+0.00221i,-0.0013873+0.00068732i,-0.00080743+0.00018559i,-2.2502e-05+0.00058596i,0.00040871+8.4321e-05i,-5.8681e-06+0.00015155i,0.00029055+0.00062054i,0.00051074+0.00028248i,0.0001626+0.00068309i,0.00041903+0.0010338i,0.00044865+0.00056838i,9.4413e-05+0.0008944i,0.00037005+0.00096121i,0.00089127+0.00025561i,0.00038244+0.00028226i,-9.4641e-05+0.00039605i,0.00022502-2.7588e-05i,0.00045674-0.00036257i,-0.00030179-0.00011627i
-0.00013478-2.5947e-05i,-9.0513e-05+0.00019348i,3.8845e-06-0.00016209i,-0.00098472-0.0015977i,-0.0019415-0.0022892i,-0.0016244-0.0011145i,-0.0010725+0.00047126i,-0.0011056+0.0010734i,-0.00065268+0.00085857i,0.00041619+0.00026368i,0.00066731+0.00021359i,0.00047272+0.0005474i,0.0004392+0.0011982i,-5.1976e-05+0.0010198i,-0.00037833+0.00077029i,-0.00015504+0.00045218i,0.00027416-0.00023171i,0.00046997-0.00084788i,-3.206e-05-0.00034903i,-0.00057655-0.00035096i,-0.00048331-0.00072533i,-0.00048294-0.00084725i,-0.00019631-0.00065084i
