-0.001314-0.00024794i,-0.00098128-0.0016207i,-0.0014251-0.0024388i,-0.001933-0.00098608i,-0.0026953+0.00015283i,-0.0021568+0.00051124i,-0.00030307+0.0014951i,0.0008886+0.0023106i,0.0010811+0.0021246i,0.00023636+0.00099912i,-8.7312e-05-0.00073349i,-0.0002981-0.0010657i,-0.00019872-0.00053504i,0.00041382-0.0003546i,0.00013869-2.0478e-05i,-0.00051594+0.00054372i,-0.00060914-9.5276e-05i,6.7697e-05-0.00060727i,0.00032103+8.9026e-05i,-0.00039388-4.4586e-05i,-0.00089425-0.00014464i,-0.00059148-0.00014648i,0.00013603-0.00039727i
-0.20467+0.17578i,-0.38007+0.34337i,-0.41901+0.34263i,-0.28064+0.075767i,-0.17965-0.24618i,-0.15286-0.33169i,-0.061281-0.19576i,0.036479-0.098409i,0.03824-0.091817i,-0.0065143-0.078367i,-0.026324-0.051571i,-0.028276-0.04064i,-0.032041-0.028777i,-0.023526-0.0010729i,0.0020224+0.0032174i,0.019132-0.029981i,0.021009-0.044324i,0.023191-0.018711i,0.022184+0.0011573i,0.0045717-0.003528i,-0.020433-0.0046232i,-0.033453+0.010862i,-0.030273+0.025751i
-0.19359-0.20578i,-0.44477-0.44522i,-0.62035-0.54553i,-0.45775-0.3116i,-0.0029251+0.039373i,0.34348+0.18809i,0.30825+0.14871i,0.093475+0.087267i,-0.019778+0.064403i,-0.021664+0.04673i,-0.016205+0.039313i,-0.021156+0.054832i,-0.01595+0.064139i,-0.010503+0.043932i,-0.016458+0.019287i,-0.01576+0.0099781i,0.0019072-0.018382i,0.01109-0.063077i,0.00030484-0.073881i,-0.0087724-0.048875i,-0.0026054-0.026887i,0.007925-0.026318i,0.011529-0.029025i
0.26731-0.07675i,0.48232-0.17027i,0.47495-0.17469i,0.24177+0.0002818i,0.11143+0.2295i,0.12518+0.29541i,0.078412+0.18472i,-0.0053958+0.1055i,-0.015853+0.089922i,0.010664+0.039313i,0.016891-0.017574i,0.024836-0.03324i,0.037946-0.028871i,0.025344-0.013036i,0.004587+0.028162i,0.012069+0.092973i,0.037732+0.15125i,0.053736+0.16234i,0.061445+0.1177i,0.067613+0.052353i,0.062721+0.0027218i,0.041838-0.015374i,0.017227-0.0092274i
0.16501+0.26103i,0.51853+0.51259i,0.89872+0.55073i,0.80031+0.20482i,0.12331-0.22339i,-0.51467-0.37356i,-0.61526-0.2789i,-0.38142-0.17212i,-0.20559-0.12627i,-0.15952-0.067538i,-0.12947+0.0040082i,-0.090223+0.03853i,-0.066091+0.04515i,-0.030879+0.043598i,0.00060931+0.01576i,-0.0079733-0.024695i,-0.017292-0.030231i,0.0021517-0.0051624i,0.015514+0.017137i,0.0060022+0.027891i,-0.0054395+0.033343i,-0.0034014+0.030389i,0.0024252+0.017355i
-0.23959-0.048031i,-0.43325-0.0453i,-0.39689-0.050847i,-0.12318-0.17082i,0.034942-0.32215i,-0.0038973-0.28505i,-0.041967-0.096701i,-0.033545+0.010064i,-0.024684+0.0067667i,-0.01302+0.01163i,0.011957+0.028882i,0.018931+0.0294i,0.0034304+0.028201i,-0.0074943+0.010851i,-0.026671-0.026536i,-0.076527-0.051291i,-0.1487-0.05899i,-0.19857-0.050639i,-0.18313-0.018869i,-0.12324+0.020445i,-0.06321+0.047381i,-0.024585+0.052167i,-0.0093773+0.038968i
-0.15103-0.12878i,-0.5986-0.18433i,-1.168-0.023715i,-1.129+0.32313i,-0.28686+0.49241i,0.46289+0.32744i,0.56523+0.09519i,0.34388-0.0056249i,0.16068-0.020289i,0.076776-0.041583i,0.029981-0.07025i,-0.0041445-0.084688i,-0.023942-0.073527i,-0.017564-0.023382i,0.038166+0.020428i,0.10873+0.008624i,0.14551-0.021509i,0.13714-0.027813i,0.097358-0.025314i,0.055433-0.035415i,0.01957-0.050227i,0.0011214-0.048i,0.0056757-0.031203i
0.091104+0.054331i,0.21237-0.010098i,0.35091-0.12944i,0.37645-0.13643i,0.22911-0.01977i,0.049986+0.042668i,-0.057211+0.013607i,-0.096405-0.008659i,-0.082548+0.0088024i,-0.043361+0.014726i,-0.030242+0.0056235i,-0.035822+0.019922i,-0.026531+0.036892i,-0.0061299+0.025862i,0.0070871-0.00031308i,0.0083974-0.019183i,0.017079-0.038324i,0.038532-0.064866i,0.048984-0.071753i,0.040756-0.054032i,0.019181-0.026919i,-0.011821+0.01078i,-0.025502+0.041809i
0.15468-0.093881i,0.63718-0.31365i,1.2129-0.73963i,1.1637-1.105i,0.4014-1.0102i,-0.25069-0.53938i,-0.39295-0.14919i,-0.29919-0.0031805i,-0.18692+0.018414i,-0.10685+0.027054i,-0.045312+0.038152i,0.0058799+0.012301i,0.0089032-0.035532i,-0.036434-0.039449i,-0.074699+0.017523i,-0.060562+0.095607i,-0.022845+0.15403i,-0.0028464+0.16702i,0.0074668+0.13164i,0.022538+0.082984i,0.047679+0.042621i,0.06155+0.0047482i,0.04194-0.014832i
0.11095+0.16406i,0.10322+0.58165i,-0.048183+1.151i,-0.18347+1.3216i,-0.13767+0.91987i,-0.054875+0.43247i,-0.028525+0.16603i,-0.023977+0.030759i,-0.059901-0.029919i,-0.086322+0.0083471i,-0.052037+0.050228i,-0.031395+0.026775i,-0.0419+0.015388i,-0.012665+0.03071i,0.032526+0.018888i,0.036732-0.025129i,0.018223-0.077959i,-0.0012338-0.093351i,-0.022331-0.044939i,-0.034345+0.021111i,-0.036876+0.049006i,-0.046842+0.032805i,-0.061319+0.01342i
-0.30578+0.23206i,-0.76208+0.63265i,-1.046+1.1678i,-0.6795+1.3619i,-0.038897+0.93031i,0.23465+0.34333i,0.23271+0.07698i,0.22414+0.0030686i,0.19622-0.042557i,0.13234-0.079145i,0.054555-0.089072i,0.018926-0.037399i,0.039269-0.0014069i,0.027197-0.024505i,-0.025007-0.045947i,-0.074397-0.03189i,-0.11531+0.011815i,-0.1263+0.051587i,-0.097256+0.052362i,-0.057118+0.024824i,-0.026535+0.0076821i,-0.0027906+0.010684i,0.014379+0.0089909i
-0.14028-0.47087i,-0.25116-1.2446i,-0.34488-2.0637i,-0.35212-2.1175i,-0.22773-1.3503i,-0.10974-0.58547i,-0.15082-0.18881i,-0.21703+0.014127i,-0.18305+0.074149i,-0.12762+0.032085i,-0.09008-0.0032845i,-0.067882-0.032631i,-0.08189-0.040967i,-0.080445+0.0079206i,-0.017378+0.053162i,0.070344+0.042023i,0.13635+0.0053016i,0.14332-0.021511i,0.084662-0.038281i,0.0087488-0.046243i,-0.040738-0.041172i,-0.054487-0.028518i,-0.045776-0.019271i
0.43517-0.034747i,0.91414-0.16643i,1.0822-0.39017i,0.60904-0.45909i,0.028054-0.22587i,-0.14929-0.02728i,-0.18681-0.032586i,-0.24072+0.0020993i,-0.17769+0.097864i,-0.056256+0.13101i,0.023357+0.11383i,0.053226+0.07815i,0.055865+0.037193i,0.050989-0.0091771i,0.024262-0.039993i,-0.017476-0.026984i,-0.064072-0.004846i,-0.11141+0.0036232i,-0.1171+0.02373i,-0.065253+0.049762i,-0.0080273+0.052882i,0.013243+0.045641i,0.013242+0.050257i
-0.039235+0.6689i,0.11671+1.6106i,0.59013+2.4216i,1.0624+2.2161i,0.98717+1.2126i,0.58181+0.45254i,0.41657+0.12547i,0.36584-0.12478i,0.20413-0.27021i,0.038867-0.25373i,-0.035408-0.17454i,-0.017937-0.10639i,0.0079728-0.076422i,-3.9763e-05-0.031806i,0.0036591+0.026741i,0.030326+0.052345i,0.074046+0.050106i,0.10978+0.02244i,0.091469-0.020903i,0.033289-0.045265i,-0.013577-0.039976i,-0.042749-0.02441i,-0.054037-0.016734i
-0.41284-0.3092i,-0.96681-0.50672i,-1.3288-0.50515i,-1.0673-0.42022i,-0.56612-0.49195i,-0.37274-0.49535i,-0.3105-0.2551i,-0.16052-0.038972i,-0.053339+0.048383i,-0.010301+0.082714i,0.0030497+0.073874i,-0.00996+0.050458i,-0.01145+0.038813i,0.0037478+0.030328i,0.012333-0.0030713i,-0.01917-0.061602i,-0.069986-0.09908i,-0.079127-0.11055i,-0.058275-0.11704i,-0.051092-0.098077i,-0.043628-0.053171i,-0.023233-0.027439i,-0.013728-0.019597i
0.27536-0.23554i,0.32887-0.62139i,-0.023319-0.8171i,-0.48397-0.37111i,-0.43042+0.28842i,-0.11749+0.40121i,-0.13488+0.16699i,-0.28033+0.088948i,-0.24634+0.1028i,-0.15056+0.080273i,-0.087186+0.064113i,-0.037167+0.055241i,-0.012153+0.033313i,-0.032023+0.013902i,-0.059751+0.042053i,-0.029447+0.096782i,0.021711+0.10788i,0.0096761+0.092297i,-0.026774+0.088483i,-0.014347+0.069038i,0.015737+0.021351i,0.016497-0.013575i,-0.0021179-0.021193i
0.12074+0.33403i,0.52261+0.62347i,1.1358+0.61946i,1.3213+0.12039i,0.80798-0.37382i,0.25222-0.39046i,0.079912-0.19357i,0.034292-0.080693i,-0.030159-0.012286i,-0.052319+0.041403i,-0.029501+0.054023i,0.0081615+0.047883i,0.025458+0.044145i,0.015295+0.041528i,0.0018433+0.041927i,-0.0097977+0.048678i,-0.016107+0.048055i,0.010206+0.005852i,0.037721-0.081502i,0.017215-0.13367i,-0.021111-0.11183i,-0.049789-0.067752i,-0.067196-0.026975i
-0.27279-0.048312i,-0.51369+0.11502i,-0.57327+0.33487i,-0.40816+0.41491i,-0.22017+0.44187i,-0.047421+0.53716i,0.1679+0.48779i,0.25918+0.26273i,0.20317+0.079806i,0.14163-0.025067i,0.081712-0.073181i,0.03634-0.053008i,0.025514-0.0095029i,0.013598+0.024898i,-0.0053692+0.047601i,-0.0058951+0.068448i,0.01435+0.082126i,0.017123+0.061621i,-0.0058995+0.023139i,-0.010556+0.00036637i,0.018145-0.0081745i,0.039776-0.025764i,0.025371-0.053784i
0.24245+0.020086i,0.27058-0.059058i,0.015683-0.033978i,-0.26518+0.081525i,-0.37462-0.049637i,-0.50276-0.36269i,-0.57217-0.32073i,-0.32888-0.0020465i,0.01103+0.14625i,0.13189+0.12065i,0.074765+0.093435i,0.0069106+0.094931i,-0.012789+0.059148i,-0.05675-0.024616i,-0.15098-0.068243i,-0.24747-0.041652i,-0.28724+0.03004i,-0.19671+0.099503i,-0.034096+0.078425i,0.046249+0.0068031i,0.043019-0.0072972i,0.031957+0.0051663i,0.01579+0.0094869i
-0.0024142+0.10394i,0.14426+0.074359i,0.35702-0.11086i,0.39678-0.43259i,0.23217-0.62293i,0.23433-0.56361i,0.35693-0.46033i,0.2554-0.36229i,0.073841-0.17679i,0.031478-0.048442i,0.013983-0.046451i,-0.0092158-0.023328i,0.034295+0.012339i,0.072753-0.030153i,0.034609-0.10164i,-0.053363-0.14668i,-0.15126-0.1625i,-0.21964-0.13561i,-0.20994-0.062822i,-0.1385+0.00024563i,-0.084007+0.026508i,-0.054872+0.043556i,-0.015542+0.047883i
0.99389+8.1275i,3.8176+6.9965i,7.2976+5.7268i,7.9296+2.5097i,6.3586-0.85284i,3.6112-2.7617i,1.1371-2.1164i,0.19303-0.52822i,0.54044+0.31548i,1.0561+0.048815i,0.65535-0.64812i,-0.33738-0.96877i,-1.1553-0.85568i,-1.5445-0.43359i,-1.3849+0.096879i,-0.89633+0.43593i,-0.40863+0.43658i,-0.056906+0.21281i,0.1459-0.020774i,0.23197-0.18453i,0.2544-0.32666i,0.18839-0.35929i,0.10168-0.20924i
0.19198+0.072499i,0.38778+0.0049166i,0.52846-0.13972i,0.48801-0.33154i,0.24101-0.49871i,0.030842-0.52419i,0.040461-0.3656i,0.16506-0.17374i,0.23756-0.10774i,0.18209-0.10998i,0.093365-0.074204i,0.077424-0.025848i,0.090541-0.026705i,0.044625-0.061607i,-0.053194-0.065851i,-0.13409-0.017096i,-0.16283+0.03027i,-0.1478+0.035458i,-0.11685+0.022842i,-0.084593+0.019135i,-0.049852+0.030833i,-0.016592+0.045345i,0.015544+0.049377i
-0.20512+0.025776i,-0.25872+0.055121i,-0.19891-0.0076701i,-0.1958-0.15077i,-0.28231-0.090119i,-0.22177+0.14117i,-0.063467+0.16452i,-0.033203+0.034827i,-0.045015-0.0094492i,0.001865-0.039077i,0.020127-0.083891i,0.00037768-0.097427i,-0.021675-0.081516i,-0.024041-0.020925i,0.02139+0.046883i,0.095901+0.045536i,0.14104-0.007349i,0.12572-0.034775i,0.07065-0.029398i,0.0064949-0.020908i,-0.033931-0.010536i,-0.033076+0.0024534i,-0.012841+0.011535i
0.061412-0.021568i,0.024566+0.077009i,-0.020729+0.27707i,0.038862+0.44227i,0.1045+0.41495i,-0.032709+0.33086i,-0.13408+0.37104i,0.008142+0.35999i,0.12364+0.18208i,0.068956+0.041236i,-0.0096037+0.0081196i,-0.050655+0.0061645i,-0.052046+0.018218i,-0.025353+0.014434i,-0.0099204+0.0048102i,0.00051444+0.019498i,0.015192+0.022098i,0.017756+0.001237i,0.010414-0.0083239i,0.011185-0.00048925i,0.022074+0.0030391i,0.029953-0.0033881i,0.030422-0.0048033i
-0.040136+0.014657i,-0.08845-0.13084i,-0.17187-0.43229i,-0.26795-0.5536i,-0.25109-0.28452i,-0.012951+0.024456i,0.1947+0.06088i,0.15848-0.057596i,0.02761-0.12481i,-0.036907-0.11114i,-0.040245-0.066839i,-0.014579-0.028026i,0.026041-0.021044i,0.055356-0.037216i,0.053493-0.0455i,0.035263-0.038965i,0.028159-0.021658i,0.026402-0.014989i,0.0085891-0.021318i,-0.011443-0.018598i,-0.023117-0.0095713i,-0.03078+0.0030237i,-0.019265+0.017812i
-0.047201-0.20243i,-0.15355-0.29433i,-0.27531-0.15399i,-0.25143+0.16233i,-0.019161+0.27417i,0.15824+0.056364i,0.10888-0.20098i,0.026875-0.24515i,0.01823-0.12344i,0.050466+0.011643i,0.094576+0.060137i,0.083237+0.036227i,0.016424+0.0079614i,-0.033058-0.003544i,-0.041516+0.0042951i,-0.024519+0.032052i,-0.0067742+0.068093i,0.0023904+0.10774i,0.03124+0.12032i,0.059582+0.075671i,0.051679+0.014482i,0.03198-0.023405i,0.0045129-0.040997i
0.16539-0.027748i,0.28389-0.1738i,0.28376-0.39042i,0.19381-0.50878i,0.10635-0.47451i,0.001077-0.32637i,-0.066047-0.12047i,-0.013694+0.047211i,0.1092+0.074467i,0.16942-0.006373i,0.14767-0.05887i,0.12675-0.058558i,0.11099-0.047354i,0.061325-0.023485i,0.013366-0.00068103i,-3.0747e-05-0.00027883i,-0.0010153-0.0044552i,0.00095019+0.005625i,0.014507+0.0081133i,0.026536-0.010414i,0.01915-0.016945i,-0.0015606-0.0026476i,-0.014184+0.0080585i
-0.12516-0.018332i,-0.1932-0.046512i,-0.21676-0.12281i,-0.28177-0.13297i,-0.33928-0.00088848i,-0.27747+0.093944i,-0.16405+0.11082i,-0.099991+0.079579i,-0.088712+0.00081045i,-0.1161-0.065368i,-0.15863-0.087906i,-0.18091-0.072338i,-0.15611-0.034761i,-0.087815-0.013015i,-0.039416-0.02595i,-0.053526-0.03966i,-0.067362-0.030386i,-0.039164-0.037809i,-0.028393-0.059033i,-0.047753-0.053308i,-0.049228-0.034658i,-0.034852-0.02298i,-0.027881-0.014122i
0.12453+0.052804i,0.27564+0.24556i,0.50548+0.5043i,0.65032+0.56039i,0.53044+0.42506i,0.2946+0.28296i,0.17019+0.12659i,0.12316-0.0029929i,0.063716+0.0088539i,0.02791+0.09839i,0.02463+0.15713i,0.031578+0.16227i,0.040821+0.11328i,0.040339+0.050115i,0.030498+0.025557i,0.025732+0.033496i,0.01345+0.02224i,-0.018557-0.0038408i,-0.030365+0.0073852i,-0.004014+0.04466i,0.021957+0.063602i,0.035213+0.055099i,0.048668+0.030855i
-0.10661+0.20944i,-0.21863+0.3073i,-0.32898+0.23898i,-0.33055+0.0079894i,-0.2354-0.17815i,-0.1024-0.15637i,-0.037126-0.064586i,-0.057258+0.017998i,-0.041471+0.079723i,0.021668+0.062074i,0.064384+0.012107i,0.076898-0.004465i,0.062741-0.0038377i,0.031307-0.011234i,0.010244-0.022128i,0.010497-0.029081i,0.014829-0.026724i,0.0085862-0.019765i,-0.0017255-0.020584i,-0.0056757-0.024791i,-0.0049754-0.024422i,-0.014901-0.020983i,-0.028117-0.01789i
-0.046184-0.14994i,-0.030284-0.17509i,0.054532-0.016086i,0.18198+0.18997i,0.24279+0.15018i,0.1304-0.043213i,-0.018179-0.085486i,-0.046452-0.046963i,-0.016309-0.066331i,-0.018992-0.093086i,-0.030824-0.10894i,-0.025273-0.11338i,-0.011801-0.079327i,0.0013007-0.018454i,0.030191+0.017561i,0.062784-0.0018675i,0.069214-0.025557i,0.062016-0.010104i,0.055407+0.0077609i,0.042391-0.0046525i,0.022775-0.025385i,0.010059-0.029121i,0.0043779-0.019876i
0.15675+0.011645i,0.2434-0.073534i,0.12078-0.29425i,-0.21182-0.38579i,-0.43343-0.13208i,-0.3416+0.12483i,-0.10063+0.14191i,0.035388+0.10169i,0.053873+0.1104i,0.041097+0.10239i,0.0043688+0.071775i,-0.028705+0.044915i,-0.025638+0.014222i,-0.010413-0.0092099i,-0.021606-0.017783i,-0.06129-0.013939i,-0.085996-0.0039517i,-0.071409-0.004074i,-0.044887-0.00786i,-0.033016-0.0011197i,-0.032858+0.016293i,-0.023356+0.03295i,-0.0032081+0.036287i
-0.18084-0.012391i,-0.28625-0.022823i,-0.21628+0.018526i,-0.012847+0.057363i,0.082514+0.00086263i,0.041408-0.036697i,-0.033104+0.0096038i,-0.066953+0.026346i,-0.073168+0.0066749i,-0.052344+0.016918i,-0.018831+0.043879i,-0.025317+0.065205i,-0.047269+0.071378i,-0.05077+0.048864i,-0.046634+0.038823i,-0.021918+0.066395i,0.020188+0.081507i,0.040841+0.05832i,0.030846+0.030409i,0.020417+0.024046i,0.027973+0.022523i,0.035063+0.0030239i,0.027573-0.018087i
0.17902-0.12i,0.33936-0.18175i,0.43909-0.14847i,0.4193-0.06577i,0.34891-0.030733i,0.27429-0.08016i,0.18537-0.16123i,0.12403-0.1703i,0.11137-0.11411i,0.10469-0.070876i,0.097298-0.052883i,0.10407-0.043943i,0.098829-0.0442i,0.068252-0.03937i,0.048008-0.027103i,0.044653-0.035451i,0.01495-0.062379i,-0.031386-0.06472i,-0.041411-0.035131i,-0.015615-0.010399i,0.0049949-0.0046039i,0.0067411+0.0020517i,0.0053288+0.011645i
-0.10557+0.21226i,-0.26199+0.35095i,-0.47999+0.32742i,-0.62963+0.16133i,-0.62759+0.023063i,-0.51513+0.0062221i,-0.33155+0.079331i,-0.16111+0.12341i,-0.084345+0.084365i,-0.082129+0.047522i,-0.072347+0.029986i,-0.048264+0.0013204i,-0.035124-0.012133i,-0.0251-0.012805i,-0.018348-0.016633i,-0.01334-0.0090278i,0.0045193+0.015116i,0.026603+0.031404i,0.024671+0.022824i,-0.0061856+0.0052207i,-0.034353-0.0042417i,-0.035964-0.0061998i,-0.022346-0.0027188i
-0.020587-0.14724i,0.062989-0.22859i,0.28491-0.19105i,0.49999-0.088632i,0.52353-0.031415i,0.40102+0.037543i,0.27566+0.082619i,0.16225+0.052065i,0.080212+0.030917i,0.065749+0.023224i,0.049664-0.0031038i,0.0069798-0.0058537i,-0.00074647+0.015265i,0.014383+0.022536i,0.014504+0.0075598i,0.005427-0.02009i,0.0017774-0.04339i,0.012103-0.049784i,0.027595-0.047394i,0.033552-0.042261i,0.024704-0.030373i,0.0059655-0.021976i,-0.011121-0.021709i
0.12474+0.13443i,0.12642+0.2575i,-0.083881+0.3149i,-0.3448+0.32981i,-0.32873+0.36018i,-0.092881+0.25892i,0.057966+0.052172i,0.078702-0.044119i,0.075433-0.030485i,0.053706-0.030412i,0.016255-0.019195i,0.009714+0.013077i,0.015302+0.0081613i,0.0042348-0.0050114i,-0.0060278+0.02332i,0.0024214+0.066188i,0.01391+0.07569i,0.0026341+0.047965i,-0.028346+0.014172i,-0.046177-0.0036154i,-0.042367-0.00085132i,-0.02615+0.020604i,-5.2807e-05+0.038763i
-0.16233-0.058689i,-0.23261-0.1414i,-0.091516-0.23851i,0.14095-0.32111i,0.15928-0.37002i,0.0059342-0.33461i,-0.11976-0.21509i,-0.16374-0.11742i,-0.15905-0.073294i,-0.11587-0.042329i,-0.062887-0.034277i,-0.038146-0.037521i,-0.024655-0.022445i,-0.0038913-0.01217i,0.012058-0.029227i,0.010146-0.05086i,-0.00027941-0.043174i,0.0028943-0.0091149i,0.01896+0.017188i,0.023335+0.018129i,0.013584+0.0035039i,0.0053489-0.015395i,-0.0029299-0.028708i
0.14542-0.12118i,0.2249-0.20576i,0.14373-0.15709i,-0.014722+0.025281i,-0.051574+0.15849i,-0.028795+0.13641i,-0.042946+0.035629i,-0.029573-0.0084668i,0.020504-0.0062581i,0.044617+0.007364i,0.047957+0.017013i,0.035874-0.0020635i,0.0033599-0.026032i,-0.022219-0.032041i,-0.032079-0.029555i,-0.039492-0.012061i,-0.042481+0.014167i,-0.039133+0.026951i,-0.029411+0.030156i,-0.011833+0.031064i,0.007933+0.027218i,0.019526+0.019533i,0.016606+0.014104i
-0.1475+0.15799i,-0.2824+0.26563i,-0.36364+0.23375i,-0.34209+0.076375i,-0.31569-0.025592i,-0.28721+0.034441i,-0.15674+0.15596i,-0.022211+0.15965i,0.010826+0.075827i,-0.0043029+0.01857i,-0.017953-0.00013973i,-0.027522+0.010145i,-0.018322+0.032598i,-0.0059733+0.03547i,-0.014837+0.03063i,-0.018402+0.032272i,0.0031009+0.029835i,0.03487+0.02193i,0.054534+0.01437i,0.055532+0.01083i,0.047313+0.002488i,0.02474-0.014966i,-0.0046155-0.021431i
0.02504-0.17669i,0.088531-0.34002i,0.19467-0.42434i,0.269-0.35933i,0.3121-0.23755i,0.33866-0.1804i,0.27921-0.17118i,0.16587-0.11544i,0.098989-0.027883i,0.073679+0.0030775i,0.054621-0.0023138i,0.050323-0.0050182i,0.045184-0.0078096i,0.032306+0.0054585i,0.033988+0.021626i,0.034407+0.0098088i,0.0059882-0.017765i,-0.037041-0.038982i,-0.058591-0.044211i,-0.045633-0.034787i,-0.027516-0.015998i,-0.013409+0.010663i,0.0063494+0.028188i
0.090314+0.20351i,0.12706+0.42258i,0.070417+0.5649i,-0.060066+0.50009i,-0.18115+0.32723i,-0.25684+0.18647i,-0.2499+0.11989i,-0.15109+0.087053i,-0.060111+0.042399i,-0.043264+0.023692i,-0.04509+0.040068i,-0.025056+0.043719i,-0.0030856+0.023425i,0.011764+0.00032376i,0.024265-0.010185i,0.037398-0.008638i,0.048254-0.0034497i,0.046038+0.0052376i,0.026406+0.012093i,-0.00042039+0.0123i,-0.016594+0.0079379i,-0.01407-0.0020538i,-0.0063186-0.016544i
-0.094347-0.11371i,-0.1139-0.24771i,-0.0024524-0.37164i,0.14878-0.39562i,0.18871-0.30769i,0.17115-0.15762i,0.13893-0.053018i,0.051496-0.020346i,-0.016451+0.0044498i,0.0034276+0.015646i,0.0316-0.014236i,0.0076342-0.041742i,-0.021078-0.031603i,-0.022611-0.018963i,-0.027586-0.032895i,-0.053689-0.055534i,-0.086193-0.064983i,-0.097208-0.058075i,-0.075304-0.039309i,-0.043764-0.02066i,-0.02225-0.0048714i,-0.0069566+0.012741i,0.0089359+0.023806i
0.16567+0.04202i,0.27621+0.14979i,0.24916+0.33003i,0.10623+0.46258i,0.018962+0.42644i,0.012845+0.25994i,0.036798+0.090792i,0.083806-0.00096496i,0.11099-0.038548i,0.078443-0.04233i,0.037786-0.0098521i,0.033256+0.024557i,0.041025+0.020976i,0.027028-0.00014687i,0.0067297+0.0060594i,0.011191+0.037247i,0.033382+0.063044i,0.050427+0.068455i,0.049854+0.053423i,0.033326+0.028344i,0.012599+0.0026732i,-0.0052814-0.017615i,-0.013095-0.0285i
-0.15575+0.0070348i,-0.26881-0.034364i,-0.26784-0.17768i,-0.15717-0.31747i,-0.07491-0.29913i,-0.019042-0.17271i,0.042629-0.069454i,0.040013-0.036265i,-0.012586-0.03559i,-0.03603-0.03762i,-0.032657-0.042634i,-0.027794-0.03711i,-0.018493-0.016342i,-0.010096+0.001842i,-0.010226+0.004927i,-0.013411-0.009152i,-0.0091695-0.028847i,0.0032342-0.044093i,0.010258-0.051636i,0.0063701-0.039965i,0.0047512-0.016788i,0.0091463-0.0011162i,0.0083666+0.0026177i
0.081782-0.12973i,0.12274-0.22111i,0.068513-0.16328i,-0.0016522+0.052199i,0.052997+0.16912i,0.11154+0.080349i,0.067984-0.029695i,0.040661-0.03625i,0.059336+0.0024515i,0.052529+0.019331i,0.028039+0.024415i,0.024216+0.021715i,0.023817+0.00083117i,0.014797-0.0093619i,0.01994+0.003587i,0.038461+0.024461i,0.052975+0.041961i,0.051051+0.047148i,0.035071+0.039824i,0.024401+0.026756i,0.022988+0.011056i,0.017496-0.005603i,0.0012244-0.012034i
-0.067843+0.14012i,-0.10782+0.23463i,-0.10666+0.17274i,-0.1151-0.044204i,-0.20146-0.15263i,-0.25677-0.049491i,-0.20268+0.068936i,-0.13577+0.08481i,-0.095816+0.060579i,-0.049+0.039351i,-0.020014+0.013704i,-0.029755+0.0018924i,-0.0371+0.01492i,-0.02331+0.024599i,-0.0098619+0.015346i,-0.0058062-0.007428i,-0.0084397-0.035594i,-0.0068066-0.053501i,-0.0030841-0.050858i,-0.0058751-0.032146i,-0.0036053-0.0091682i,0.0029082+0.0090715i,0.0097592+0.023753i
-0.022791-0.14394i,-0.076894-0.2651i,-0.11534-0.23719i,-0.051939-0.042173i,0.096755+0.082624i,0.18317+0.033753i,0.12488-0.036966i,0.042408-0.022743i,0.031317+0.023005i,0.051799+0.028063i,0.051045+0.0026154i,0.029703-0.012212i,0.01491-0.012616i,0.013581-0.017081i,0.010789-0.022729i,0.00073583-0.0099196i,-0.017054+0.022484i,-0.037741+0.05618i,-0.037624+0.067777i,-0.019186+0.044899i,-0.01729+0.011609i,-0.02513-4.6305e-06i,-0.014614+0.0040352i
0.088866+0.18125i,0.21245+0.37466i,0.28598+0.4329i,0.16143+0.26289i,-0.10606+0.10021i,-0.2732+0.093359i,-0.23429+0.11631i,-0.1178+0.08284i,-0.036182+0.031424i,-0.00851+0.0067716i,-0.0072314+0.0083946i,-0.0040484+0.012832i,0.00011825+0.01026i,-0.0047951+0.0038498i,-0.012487-0.0025122i,-0.010141-0.014719i,-0.0013661-0.037512i,0.0047681-0.052481i,0.0021959-0.046594i,-0.0074166-0.022478i,-0.0088603+0.009457i,0.0010234+0.027415i,0.0048596+0.019376i
-0.12549-0.12023i,-0.27732-0.23965i,-0.37895-0.26156i,-0.25737-0.13802i,0.016013-0.042934i,0.17632-0.047556i,0.16897-0.031297i,0.10627+0.0053577i,0.036073+0.0042791i,-0.009168-0.0010016i,-0.0082777-0.00071724i,0.0051648-0.012774i,0.0040048-0.021166i,-0.0038208-0.018384i,-0.017762-0.013768i,-0.039896+0.00015524i,-0.053036+0.02691i,-0.045846+0.049999i,-0.019192+0.052161i,0.008496+0.030613i,0.015937+0.0017108i,0.0064982-0.018484i,-0.0063182-0.02447i
0.17239+0.089118i,0.38951+0.18555i,0.5184+0.2287i,0.36202+0.15923i,0.049001+0.084672i,-0.11401+0.080292i,-0.0672+0.052076i,0.017168-0.0048749i,0.038207-0.017946i,0.020889+0.0024075i,0.0029547+0.022497i,-0.0016593+0.035298i,0.0026092+0.035533i,0.0077874+0.036068i,0.022227+0.044794i,0.047657+0.036496i,0.06561+0.00015024i,0.061265-0.040855i,0.034549-0.056409i,0.010339-0.040681i,0.0091306-0.017683i,0.018886-0.0078212i,0.019814-0.0059985i
