0.0022586+0.00063179i,0.0028156-0.00080118i,0.0015656-0.0017763i,0.0012174-0.00068578i,0.0003628+0.00051098i,-0.0013648+0.00024389i,-0.0015466-0.00014175i,-0.00040298+0.00019335i,0.0010151-6.9812e-06i,0.0012572-0.00071684i,0.0008676-0.0012162i,0.00014252-0.0011497i,-0.00079746-0.00029318i,-0.00046681+7.0848e-05i,-0.00021039+0.00055369i,-0.00041668+0.00084423i,-0.00051675-0.0003569i,0.0001767-0.0010833i,0.0010181-0.00017007i,0.00025987+0.00094328i,0.00010207+0.0011356i,0.00032903+0.00077719i,0.00017469+0.00061449i
0.049535+0.10898i,0.020651-0.033434i,-0.0038709-0.084622i,0.014159-0.068858i,0.013878-0.046953i,-0.0047332-0.02216i,-0.0051821-0.0074492i,-0.0041702-0.0082327i,-0.0070697-0.0067436i,-0.0059894-0.0024845i,-0.0073792-2.0943e-05i,-0.011404+0.0013861i,-0.012258+0.0017001i,-0.0076285+0.0034423i,-0.0016871+0.005197i,0.00099732+0.0033417i,3.449e-05-0.00010644i,-0.0035572-0.0026271i,-0.0053905-0.0034849i,-0.0028034-0.0026904i,-0.0010446-0.0017142i,-0.0014859+5.6018e-05i,-0.0014118+0.0022005i
0.0060265-0.11164i,-0.011021+0.029429i,-0.011663+0.090737i,-0.030961+0.074109i,-0.027707+0.051785i,-0.0019217+0.030651i,0.0062462+0.014073i,0.0048705+0.011934i,0.0046745+0.012605i,0.0048751+0.010844i,0.007832+0.0081838i,0.010434+0.0044188i,0.010224+0.0025001i,0.0061286-0.00048691i,0.00079387-0.0040042i,-0.0034148-0.0032491i,-0.004114+0.00062605i,0.00027269+0.0016894i,0.0032983-7.984e-05i,0.0014674+9.3499e-05i,-0.00034375+0.0001129i,-0.00062449-0.0011161i,-0.00085868-0.0028946i
-0.069457+0.086226i,-0.011703-0.034892i,0.010246-0.09271i,0.034317-0.069778i,0.034746-0.04585i,0.010442-0.030153i,-0.00031509-0.016116i,-0.0025229-0.015652i,-0.0056762-0.015153i,-0.0058788-0.010108i,-0.0055373-0.0076924i,-0.0065409-0.0071444i,-0.0078112-0.0065605i,-0.0063403-0.002484i,-0.0019349+0.003523i,0.001566+0.0038029i,0.0017441-0.00062122i,-0.0015225-0.0041072i,-0.0059374-0.0038252i,-0.0052512-0.002534i,-0.0015563-0.002038i,4.6085e-05-0.00065377i,-0.00021523+0.0020409i
0.11002-0.049931i,0.015696+0.042949i,-0.031438+0.095341i,-0.055143+0.069815i,-0.048953+0.044741i,-0.018672+0.031694i,-0.0038758+0.018819i,-0.001036+0.015792i,0.0016073+0.015913i,0.0014153+0.012504i,0.0025761+0.0083983i,0.0047821+0.0050719i,0.0057708+0.0040981i,0.0051486+0.0011357i,0.002243-0.0035491i,-0.0014555-0.0048503i,-0.0012457-0.0017387i,0.0044385+0.0011744i,0.0098183+0.00058907i,0.008578+0.00023492i,0.0043299+0.0011067i,0.0019663+0.0011272i,0.00083682-0.00058634i
-0.11915-0.0062386i,-0.01395-0.062258i,0.046022-0.099311i,0.071269-0.069121i,0.063553-0.043469i,0.035141-0.031901i,0.018273-0.021966i,0.010286-0.021183i,0.0031254-0.019046i,0.0020251-0.01246i,0.001933-0.0087482i,0.00039327-0.0070812i,-0.00097073-0.0056266i,-0.0022275-0.0024665i,-0.0013244+0.0035213i,0.0015319+0.0064785i,0.0022084+0.0038781i,-0.0035591+0.00060575i,-0.0097144-0.00014405i,-0.0095551-0.0002759i,-0.0058765-0.0013154i,-0.0029215-0.002057i,-0.0016974-0.0016403i
0.11463+0.071976i,0.0085241+0.076067i,-0.069492+0.089662i,-0.096429+0.061882i,-0.076641+0.036218i,-0.040893+0.022746i,-0.021295+0.013034i,-0.013319+0.01297i,-0.0052692+0.015013i,-0.00077648+0.011762i,2.8511e-05+0.0066371i,2.957e-05+0.0029709i,0.0012392+0.0015297i,0.0024282-0.00025523i,0.00091781-0.0037819i,-0.0020526-0.0066858i,-0.0031031-0.0051381i,0.0018608-0.0015097i,0.0088699-0.00052108i,0.0092184-0.0010587i,0.004594-0.0012656i,0.00095988-0.0016843i,-0.00088023-0.0010692i
-0.0745-0.12396i,0.011429-0.087282i,0.092956-0.079917i,0.12217-0.050126i,0.097116-0.025412i,0.056352-0.012021i,0.034174-0.0052851i,0.022435-0.010668i,0.0096895-0.013597i,0.0051233-0.0074404i,0.0055465-0.0017861i,0.0034587+0.00011046i,0.0017847-0.00026504i,0.00037503+0.0002285i,-0.0019881+0.0038811i,-0.0006626+0.0073694i,0.0026412+0.0056665i,0.0001275+0.0011615i,-0.0069222-0.00089076i,-0.0087887-0.00047288i,-0.0047165-0.00043585i,0.00011392-0.00036092i,0.0025014-0.00045452i
0.0091707+0.16144i,-0.039379+0.086304i,-0.12167+0.053347i,-0.15329+0.029248i,-0.11091+0.01282i,-0.055598+0.001377i,-0.028002-0.0054205i,-0.017911+0.0023705i,-0.0065834+0.013248i,0.0010937+0.010285i,0.0019583+0.0013592i,0.0026015-0.0023245i,0.0030877-0.0019964i,0.0027363-0.0017049i,0.0025448-0.0036452i,0.00056999-0.0052023i,-0.00045332-0.0018494i,0.0039709+0.002258i,0.0091517+0.0028514i,0.0098954+0.0014598i,0.0050089+0.00017137i,-0.0020238+7.9854e-05i,-0.0058726+0.00049357i
0.062568-0.17493i,0.063976-0.07527i,0.13541-0.021506i,0.16727+0.00020803i,0.11968+0.010567i,0.060231+0.015776i,0.032663+0.015225i,0.021646+0.0013473i,0.0076911-0.01014i,-0.0019834-0.0050235i,-0.0038536+0.0039599i,-0.0038517+0.0068635i,-0.0028886+0.0065878i,-0.0027165+0.0057873i,-0.0036801+0.006627i,-0.0029553+0.008189i,-0.0030194+0.0055689i,-0.0074954-0.00016562i,-0.013509-0.0024384i,-0.014076-0.00065848i,-0.0097293+8.4204e-05i,-0.0035523-0.00048152i,0.0020782-0.0016407i
-0.13683+0.13306i,-0.094451+0.03535i,-0.14837-0.028569i,-0.18037-0.039967i,-0.1273-0.029917i,-0.055177-0.023873i,-0.022292-0.022809i,-0.014747-0.0083309i,-0.0057423+0.009573i,0.0038478+0.0098823i,0.0077172+6.1106e-05i,0.0093581-0.0053309i,0.009545-0.0060767i,0.0074595-0.0060398i,0.005984-0.0070795i,0.0037378-0.0087866i,0.0015402-0.0071911i,0.0045594-0.0028117i,0.010003-0.0017796i,0.00919-0.004312i,0.0037427-0.0063429i,-0.0014806-0.0061172i,-0.0054668-0.0037298i
0.20541-0.080732i,0.11635-0.0044328i,0.14469+0.065934i,0.17509+0.079073i,0.12436+0.055244i,0.051532+0.034098i,0.018688+0.025209i,0.012373+0.0079293i,0.003242-0.010409i,-0.006944-0.009433i,-0.01122-0.00035619i,-0.012855+0.0047486i,-0.011952+0.0068482i,-0.0094721+0.0071354i,-0.007793+0.0075263i,-0.0039342+0.0085415i,-0.00018398+0.0063867i,-0.0021015+0.0014438i,-0.0073592-0.0010001i,-0.0088331+0.00065373i,-0.0039532+0.0030598i,0.0015305+0.0052252i,0.0042649+0.0050524i
-0.2252-0.020227i,-0.11566-0.059479i,-0.1266-0.12262i,-0.16299-0.12606i,-0.12181-0.080093i,-0.043617-0.040709i,-0.0030347-0.025988i,0.00046037-0.0094546i,0.0019554+0.012074i,0.010692+0.017092i,0.01582+0.0080395i,0.015843+0.0001703i,0.014366-0.0025224i,0.012201-0.0026498i,0.010395-0.0028763i,0.0065761-0.0032143i,0.0013157-0.00092005i,0.0022534+0.0026531i,0.0083+0.0022167i,0.0092358-0.0024586i,0.0032237-0.0055558i,-0.0036521-0.0066661i,-0.0083953-0.0072394i
0.2408+0.11885i,0.11696+0.104i,0.10058+0.15441i,0.13419+0.16332i,0.10917+0.10271i,0.040537+0.045975i,0.0034897+0.023315i,-0.0010038+0.0044079i,-0.0041464-0.015426i,-0.011085-0.018467i,-0.015137-0.010928i,-0.01629-0.0045328i,-0.017047-0.00056269i,-0.016114+0.0017969i,-0.013096+0.002265i,-0.0086545+0.0023432i,-0.0051603+0.00070147i,-0.0065884-0.0029627i,-0.011899-0.00292i,-0.012787+0.00080855i,-0.0072311+0.0021528i,-0.00077006+0.0020133i,0.0042215+0.0027118i
-0.19659-0.22838i,-0.08095-0.16255i,-0.054806-0.18845i,-0.1014-0.1924i,-0.096237-0.11526i,-0.031485-0.041539i,0.0082937-0.014624i,0.0087243+0.0012129i,0.0036028+0.020649i,0.0084229+0.026485i,0.015354+0.017768i,0.016923+0.0080389i,0.016284+0.0029831i,0.013328+0.0010358i,0.0096999+0.00041981i,0.0063625-0.0011739i,0.0042378-0.0018413i,0.0067542-0.00093762i,0.012607-0.0018151i,0.014195-0.0048696i,0.010052-0.0072796i,0.0038828-0.0075277i,-0.0026334-0.0060367i
0.13043+0.31764i,0.037028+0.20781i,0.0051772+0.21116i,0.059894+0.21662i,0.081021+0.13228i,0.033884+0.045326i,-0.00041606+0.010152i,-0.0021828-0.0091274i,-0.0004486-0.025594i,-0.0048871-0.028608i,-0.010524-0.022095i,-0.013376-0.013563i,-0.014126-0.0072483i,-0.012138-0.0039712i,-0.0095796-0.0021081i,-0.0063853+0.00092903i,-0.0024564+0.0037612i,-0.0029295+0.0025659i,-0.0075414+0.0021025i,-0.0095997+0.0052291i,-0.0065183+0.0080055i,-0.0015198+0.0081155i,0.0024167+0.0066379i
-0.02843-0.38195i,0.029013-0.23276i,0.050643-0.2105i,-0.02208-0.21994i,-0.065902-0.13162i,-0.025521-0.036408i,0.0095088-0.0017889i,0.0082957+0.013862i,0.00059898+0.030539i,0.0018718+0.035252i,0.0094939+0.028239i,0.013389+0.018728i,0.012937+0.011112i,0.011418+0.0061239i,0.0073285+0.0028868i,0.00089107-0.00016681i,-0.0040034-0.0013699i,-0.0023687+0.00025734i,0.0038191+0.00058918i,0.0066001-0.0023727i,0.0037174-0.0058229i,-0.0026108-0.0074011i,-0.0067822-0.006998i
-0.073917+0.40645i,-0.09731+0.24101i,-0.10648+0.20331i,-0.018355+0.22108i,0.051566+0.14097i,0.031847+0.039726i,0.0049216-0.0020491i,0.0050316-0.020404i,0.0070075-0.033115i,0.0042249-0.033427i,-0.0018131-0.027651i,-0.006836-0.021003i,-0.0091472-0.013845i,-0.0090485-0.0068755i,-0.0062092-0.002715i,-0.0017867-0.0007732i,0.0011754-0.00089771i,-0.001279-0.0018731i,-0.0076594-0.0016702i,-0.010744-0.00020729i,-0.0065019+0.001946i,0.0011969+0.0036407i,0.0060725+0.0040447i
0.19141-0.38507i,0.16513-0.22487i,0.14845-0.17564i,0.047972-0.20007i,-0.0411-0.13202i,-0.030993-0.029583i,-0.0027425+0.01267i,-0.005461+0.02783i,-0.010219+0.040519i,-0.0060454+0.040545i,-1.266e-05+0.031135i,0.0051938+0.020243i,0.0069242+0.012291i,0.0046179+0.006022i,0.0010744+0.0013301i,-0.0014826-0.0011602i,-0.0018423-0.0021327i,0.0008589-0.0011689i,0.0047157-0.0011624i,0.0080381-0.0028268i,0.0071201-0.0044158i,0.0018468-0.0045281i,-0.0033671-0.0021417i
-0.2903+0.33994i,-0.22497+0.19492i,-0.18704+0.14402i,-0.081842+0.18468i,0.024004+0.14019i,0.03662+0.041699i,0.018309-0.0049972i,0.020704-0.022386i,0.020342-0.033973i,0.012369-0.030326i,0.0053666-0.02275i,-0.00030091-0.01595i,-0.003946-0.0092256i,-0.0044274-0.0034009i,-0.0022071+0.0022648i,0.00023215+0.0054294i,0.0011322+0.0048518i,0.00078248+0.0024923i,-0.00086115+0.0011285i,-0.0034824+0.0020399i,-0.0050573+0.0051305i,-0.0031781+0.0075747i,0.00061674+0.0060148i
0.3869-0.26479i,0.28042-0.1561i,0.20768-0.10803i,0.095102-0.15583i,-0.019668-0.13206i,-0.042418-0.037954i,-0.024959+0.0088728i,-0.029075+0.022246i,-0.029091+0.035302i,-0.015932+0.03461i,-0.0042928+0.022861i,0.0014036+0.011434i,0.0021859+0.0049569i,0.0025166+0.00076254i,0.0026782-0.0047442i,0.00064423-0.010031i,-0.0021788-0.010726i,-0.0036708-0.0080809i,-0.0028879-0.0067604i,-0.0011782-0.0080541i,-0.00057721-0.011634i,-0.0038174-0.012841i,-0.0088066-0.0084759i
-0.442+0.17792i,-0.30612+0.11219i,-0.21821+0.072289i,-0.11632+0.13012i,0.0041873+0.13484i,0.045822+0.052394i,0.034651+0.0011922i,0.034217-0.014688i,0.029261-0.026882i,0.015667-0.026648i,0.0071749-0.019426i,0.0016521-0.012037i,-0.0014305-0.006978i,-0.0045693-0.0022184i,-0.0072208+0.0048099i,-0.0039+0.010508i,0.00053614+0.010032i,0.0026014+0.0057856i,0.0038558+0.0028781i,0.0041653+0.0029414i,0.0045419+0.0052206i,0.0052706+0.0062198i,0.0077214+0.004626i
0.46765-0.076744i,0.31111-0.052636i,0.199-0.025817i,0.10655-0.090747i,-0.0036713-0.11865i,-0.047385-0.052031i,-0.035171-0.0094618i,-0.035344+0.00030168i,-0.034122+0.017548i,-0.018727+0.024981i,-0.0044899+0.018882i,0.0040583+0.0095604i,0.0061767+0.0022604i,0.0063749-0.0018608i,0.0073043-0.0048647i,0.0060812-0.0076463i,0.0042988-0.0088621i,0.0035768-0.007852i,0.0030999-0.0065368i,0.0034307-0.0062846i,0.0029655-0.0062198i,-0.00069347-0.0049525i,-0.0067543-0.002118i
-0.46914-0.016538i,-0.31211+0.0089548i,-0.19088-0.0035528i,-0.11158+0.064885i,-0.0091645+0.11596i,0.046819+0.067228i,0.044707+0.022579i,0.042998+0.0076726i,0.035975-0.0090226i,0.019292-0.015703i,0.0082784-0.013523i,0.0016401-0.0090884i,-0.00096553-0.0029488i,-0.0027058+0.0002939i,-0.006908+0.0016626i,-0.010086+0.0050047i,-0.0087642+0.0079467i,-0.0046309+0.010081i,-0.0026936+0.011679i,-0.0039851+0.011263i,-0.0067391+0.0089515i,-0.0070824+0.0064285i,-0.0025694+0.0041669i
0.4392+0.090303i,0.28362+0.023357i,0.14865+0.020394i,0.08191-0.04056i,0.0027236-0.099095i,-0.041971-0.061796i,-0.03133-0.021427i,-0.026117-0.013291i,-0.025719+0.0036802i,-0.013063+0.017094i,-0.001599+0.016422i,0.0050548+0.010081i,0.0056027+0.0035159i,0.00445+0.00030235i,0.0071679-0.00074778i,0.010127-0.002106i,0.0098489-0.0042063i,0.0058599-0.0075491i,0.0021904-0.010885i,0.0029017-0.014022i,0.0057856-0.016026i,0.0047078-0.014989i,-0.001832-0.011604i
-0.38676-0.14956i,-0.25636-0.056037i,-0.12504-0.033554i,-0.067323+0.026487i,-0.0031484+0.090204i,0.038071+0.069052i,0.030575+0.033802i,0.022552+0.023453i,0.018076+0.0063974i,0.0077511-0.0073321i,0.0017986-0.011101i,-0.00075731-0.0099987i,-0.0003044-0.0039994i,0.00061438-0.001284i,-0.0030639-0.0034769i,-0.0092783-0.0031833i,-0.012278+0.00043979i,-0.010147+0.0041002i,-0.0067677+0.0073792i,-0.0047511+0.010738i,-0.002885+0.011942i,0.00033403+0.0097351i,0.0036803+0.0065316i
0.33473+0.19531i,0.23273+0.07738i,0.096282+0.032805i,0.035685-0.018765i,-0.011131-0.075702i,-0.040084-0.060932i,-0.026717-0.027319i,-0.016082-0.018237i,-0.013466-0.0032664i,-0.0046385+0.011741i,0.001569+0.014998i,0.0035209+0.012044i,0.00029928+0.0038434i,-0.00312-0.00054432i,-0.0013321+0.0039657i,0.0042422+0.0066583i,0.0098581+0.0027836i,0.01196-0.0037379i,0.010031-0.0079494i,0.0074726-0.0072428i,0.0054399-0.0032488i,0.0018719+0.00017414i,-0.0031884+0.00021957i
-0.27499-0.21692i,-0.207-0.091158i,-0.078541-0.031537i,-0.016118+0.017693i,0.020096+0.070817i,0.040379+0.061055i,0.024413+0.027217i,0.0073776+0.014498i,0.00066517+0.0020122i,-0.003909-0.0075092i,-0.0009034-0.0092009i,0.002654-0.0081374i,0.0063341-0.0021728i,0.011466+0.001234i,0.01037-0.0039222i,0.0025511-0.0098766i,-0.0067402-0.0079547i,-0.012991-0.00058431i,-0.014379+0.0036045i,-0.014457+0.0011307i,-0.014649-0.0041551i,-0.012756-0.0079807i,-0.008924-0.0068495i
0.20719+0.21122i,0.16413+0.089052i,0.037992+0.021046i,-0.02625-0.016264i,-0.042444-0.057236i,-0.044066-0.050996i,-0.019472-0.020526i,0.00018885-0.010353i,0.0047247+0.00050146i,0.0083446+0.012315i,0.0064815+0.01461i,0.00085095+0.010587i,-0.0052368+0.0013453i,-0.013038-0.0036082i,-0.016298+0.0026137i,-0.011008+0.011061i,-0.0022969+0.013055i,0.0058097+0.0074149i,0.010432-0.00018745i,0.013021-0.0023326i,0.015474-0.0007331i,0.013853+0.00031041i,0.0073436-0.00079447i
-0.16833-0.20929i,-0.15318-0.083349i,-0.034806+0.0040856i,0.039504+0.042177i,0.054962+0.074782i,0.055202+0.063844i,0.03218+0.024839i,0.0067934+0.0057713i,-0.0050527-0.0062553i,-0.010286-0.014146i,-0.0060924-0.012096i,0.0031344-0.0056107i,0.011864+0.0058047i,0.019878+0.012321i,0.023269+0.0052835i,0.017017-0.007545i,0.0050232-0.015951i,-0.0054009-0.014553i,-0.0093288-0.007764i,-0.0086996-0.002818i,-0.00673-0.00097443i,-0.0038105-0.0015816i,-0.00012775-0.0021828i
0.13689+0.18979i,0.13109+0.062477i,0.011714-0.029987i,-0.069814-0.056655i,-0.07238-0.075193i,-0.057452-0.063375i,-0.032829-0.025282i,-0.006891-0.0020296i,0.0078087+0.014886i,0.017586+0.024752i,0.01652+0.01883i,0.0049016+0.0065064i,-0.0096371-0.0086065i,-0.021329-0.017657i,-0.026316-0.012611i,-0.022735-0.00034617i,-0.010437+0.0091341i,0.001867+0.010383i,0.0050669+0.0079642i,0.002172+0.0081257i,-0.0020758+0.0096316i,-0.0053999+0.0092148i,-0.0064473+0.0072749i
-0.12003-0.16313i,-0.12016-0.045283i,-0.00615+0.053854i,0.077309+0.080405i,0.079803+0.094285i,0.064241+0.08038i,0.04296+0.036542i,0.015627+0.0079747i,-0.0019157-0.0060337i,-0.0083668-0.012393i,-0.0070434-0.0090027i,-0.00036281+0.00091034i,0.010283+0.016065i,0.021171+0.026872i,0.026638+0.022531i,0.024458+0.0082429i,0.015272-0.0028706i,0.0033287-0.0072499i,-0.0041669-0.0082608i,-0.0048993-0.0108i,-0.0012704-0.0168i,0.00097378-0.020643i,-0.00027702-0.017317i
0.11233+0.14841i,0.11718+0.029235i,0.0022505-0.073097i,-0.089104-0.09243i,-0.086403-0.094497i,-0.05952-0.082928i,-0.041324-0.045573i,-0.023293-0.012517i,-0.0071699+0.013928i,0.0047217+0.028912i,0.0071495+0.024042i,0.0018949+0.0078323i,-0.0070586-0.013834i,-0.019226-0.028973i,-0.028077-0.025941i,-0.030172-0.011704i,-0.024337+0.0016317i,-0.012051+0.0073425i,-0.0019607+0.0076845i,0.0031079+0.007371i,0.004872+0.0099442i,0.0053691+0.011959i,0.0045586+0.007815i
-0.11088-0.12815i,-0.11324-0.01108i,-0.003043+0.093927i,0.084997+0.1101i,0.080195+0.10444i,0.053818+0.087902i,0.038719+0.044921i,0.017149+0.0074997i,-0.0035038-0.011059i,-0.012078-0.016906i,-0.0097986-0.015358i,-0.0040418-0.0055839i,0.0023853+0.015133i,0.011061+0.03288i,0.021931+0.03092i,0.029174+0.01443i,0.024867-0.0031006i,0.011594-0.012107i,0.00013037-0.010937i,-0.0040362-0.0045764i,-0.0035508+0.00040978i,-0.0014647+0.0010226i,-0.00022736+0.0012326i
0.09992+0.10492i,0.10075-0.0088316i,-0.0094465-0.11533i,-0.10003-0.12606i,-0.088486-0.10644i,-0.042408-0.090011i,-0.01907-0.059089i,-0.0083352-0.026123i,-0.0012115+0.00024555i,0.0031068+0.018136i,0.0055375+0.020686i,0.0046444+0.0077577i,-0.0020176-0.017607i,-0.012429-0.039663i,-0.021939-0.03853i,-0.026955-0.019726i,-0.022129-0.0025236i,-0.010066+0.0036944i,-0.0028028+0.0012405i,-0.0040843-0.0029243i,-0.0097446-0.0048531i,-0.013002-0.0034125i,-0.011085-0.00088295i
-0.089202-0.11801i,-0.10131+0.0013877i,0.00069513+0.12209i,0.091533+0.13696i,0.080089+0.1117i,0.042054+0.098401i,0.033156+0.068354i,0.022433+0.02727i,0.0026804+0.0025309i,-0.007902-0.0074829i,-0.0071972-0.010108i,-0.0012539-0.00062485i,0.0070241+0.023165i,0.014407+0.043584i,0.021096+0.042349i,0.024951+0.026192i,0.019533+0.010524i,0.0089216+0.0016063i,0.0036259-0.0032683i,0.0036137-0.0061287i,0.0060452-0.0070076i,0.0083442-0.0089736i,0.0057924-0.0085032i
0.097199+0.10336i,0.10744-0.0084949i,-0.00041732-0.1232i,-0.095949-0.12918i,-0.079257-0.091222i,-0.025017-0.072994i,-0.0084584-0.05178i,-0.0065996-0.02364i,-0.0011704-0.0055509i,-0.00044425+0.0034902i,-0.0046343+0.00707i,-0.0081921-0.00040284i,-0.011538-0.02003i,-0.01502-0.036237i,-0.019219-0.034513i,-0.022476-0.022364i,-0.018627-0.013097i,-0.009776-0.0089948i,-0.00096913-0.0050669i,0.0056959-0.00088457i,0.0076952+0.0023785i,0.0068442+0.0056494i,0.0062543+0.0055719i
-0.072515-0.085068i,-0.091569+0.013948i,-0.0029924+0.13021i,0.084386+0.1401i,0.069235+0.092985i,0.014569+0.071807i,0.0005081+0.053794i,0.00021125+0.021602i,-0.0081415+0.0023298i,-0.0054224-0.0038578i,0.006262-0.010449i,0.0094134-0.0066873i,0.0067162+0.013899i,0.0071481+0.032477i,0.011805+0.033211i,0.018268+0.021163i,0.017822+0.0094053i,0.0089566+0.0031451i,-0.00065943+0.0023152i,-0.0092752+0.0046624i,-0.014885+0.0071973i,-0.015877+0.0055265i,-0.013473+0.0030936i
0.063688+0.08704i,0.081554-0.010222i,-0.012149-0.13188i,-0.10708-0.13969i,-0.087119-0.079679i,-0.016046-0.052381i,0.0093204-0.044949i,0.0078621-0.023676i,0.013487-0.004776i,0.014393+0.0011714i,0.0044826+0.0044101i,-0.0014952-0.0013402i,-0.0019781-0.021777i,-0.0054155-0.035638i,-0.013331-0.029827i,-0.017796-0.013122i,-0.010242+0.0018651i,0.0046477+0.0052538i,0.013178-0.0013162i,0.013399-0.009978i,0.0096254-0.015745i,0.0045924-0.015279i,0.0011039-0.01015i
-0.062486-0.063356i,-0.071767+0.030665i,0.018356+0.15024i,0.10988+0.15027i,0.09148+0.076973i,0.022877+0.045812i,0.0042694+0.041713i,0.0066943+0.019922i,-0.0063313+0.0066794i,-0.009329+0.011197i,0.0021407+0.010421i,0.0091136+0.013573i,0.012116+0.03057i,0.014068+0.041153i,0.015462+0.032257i,0.013684+0.014648i,0.0019572+0.0020581i,-0.011854+0.00035246i,-0.014855+0.004656i,-0.011814+0.0062059i,-0.0080785+0.0052998i,-0.0037564+0.0034942i,-0.0016647+0.0014467i
0.066129+0.0247i,0.060367-0.053281i,-0.037147-0.16689i,-0.13324-0.15878i,-0.11247-0.070476i,-0.028043-0.029787i,0.0046123-0.031817i,-0.00035466-0.021322i,0.0055118-0.0092374i,0.0075158-0.010269i,-0.0022922-0.012353i,-0.010644-0.019608i,-0.018984-0.033804i,-0.025503-0.038583i,-0.026872-0.026372i,-0.023098-0.0073952i,-0.0095931+0.0043667i,0.0047083+0.0059578i,0.0098145+0.00486i,0.012751+0.0046316i,0.013875+0.0035402i,0.0099685+0.0031291i,0.0060498+0.002368i
-0.078785-0.019943i,-0.081326+0.055853i,0.0033373+0.1722i,0.10141+0.16897i,0.09511+0.077109i,0.024179+0.033343i,0.0014272+0.037168i,0.010125+0.023137i,-0.00050415+0.0074298i,-0.0067523+0.01057i,0.0069334+0.012251i,0.01717+0.015404i,0.022191+0.024936i,0.026417+0.025336i,0.025853+0.012615i,0.021027-0.0042103i,0.008468-0.015254i,-0.0072048-0.016728i,-0.019054-0.013725i,-0.028655-0.0094924i,-0.031854-0.0057303i,-0.028997-0.0033973i,-0.022704+0.00036788i
0.12422-0.0058533i,0.098842-0.084644i,0.0017222-0.19741i,-0.10455-0.18085i,-0.10875-0.072392i,-0.033207-0.013222i,0.0046789-0.015786i,0.00088359-0.010993i,0.0093606+0.0041779i,0.018549+0.0041023i,0.011655-0.00021169i,0.0054465-0.0087194i,-0.00089994-0.023827i,-0.011629-0.027704i,-0.020875-0.014138i,-0.023306+0.0079286i,-0.012043+0.026643i,0.0060715+0.02829i,0.019095+0.014619i,0.026315+0.0001806i,0.02854-0.0088288i,0.025124-0.012409i,0.01794-0.013077i
-0.15933+0.013511i,-0.11684+0.084638i,-0.024609+0.19042i,0.079344+0.18006i,0.096431+0.075096i,0.029711+0.012868i,-0.0094155+0.017677i,-0.006369+0.019503i,-0.013729+0.010055i,-0.022385+0.015178i,-0.015703+0.021435i,-0.0085399+0.027568i,0.00099608+0.040044i,0.017036+0.041104i,0.029594+0.021516i,0.028892-0.0082205i,0.010785-0.030558i,-0.0099528-0.030355i,-0.015913-0.016208i,-0.015971-0.0060711i,-0.017252-0.00080118i,-0.01505+0.0035515i,-0.010675+0.007475i
0.19162+0.011805i,0.12587-0.066474i,0.022919-0.1705i,-0.084099-0.16408i,-0.10639-0.070079i,-0.04123-0.014406i,0.0010491-0.023202i,-0.0048879-0.029001i,-0.005183-0.0145i,0.0053863-0.012958i,0.0058108-0.020484i,8.4467e-05-0.031695i,-0.013061-0.046501i,-0.032232-0.04446i,-0.045089-0.020658i,-0.042618+0.008647i,-0.022993+0.026656i,-0.0037468+0.02469i,0.0027925+0.015197i,0.0064901+0.010801i,0.012663+0.0066846i,0.013433-0.00060885i,0.0071862-0.0071066i
-0.23928-0.057525i,-0.16091+0.029513i,-0.059901+0.1328i,0.042939+0.14482i,0.091245+0.069778i,0.059662+0.0067873i,0.02327+0.00063933i,0.018513+0.0055999i,0.011374+0.00060737i,0.0034532+0.0064255i,0.0092483+0.013557i,0.017468+0.020396i,0.030646+0.031201i,0.046699+0.02797i,0.051328+0.0052998i,0.043722-0.021057i,0.026315-0.034134i,0.0083295-0.030044i,-0.0020999-0.022186i,-0.010626-0.020213i,-0.018229-0.017981i,-0.018141-0.011931i,-0.012891-0.0048501i
0.26144+0.089512i,0.17827-0.018723i,0.073349-0.12664i,-0.028248-0.14486i,-0.07769-0.070387i,-0.039913+0.0010367i,0.0048853+0.008909i,0.003835-0.0024874i,-0.0022581+0.0035607i,0.00061627+0.0079198i,-0.0003243+0.0076471i,-0.0016748+0.0016992i,-0.01209-0.011999i,-0.028813-0.015298i,-0.03781-0.00032622i,-0.036092+0.022578i,-0.02388+0.038352i,-0.00775+0.03394i,0.0059306+0.019604i,0.017762+0.012265i,0.025478+0.0079189i,0.024473+0.002034i,0.017657-0.0028111i
-0.23864-0.1596i,-0.16509-0.027684i,-0.070927+0.081996i,0.013066+0.11511i,0.061684+0.075199i,0.044129+0.027165i,0.014187+0.016489i,0.011984+0.015555i,0.0067839+0.0066008i,-0.0044733+0.005005i,-0.0098165+0.0055591i,-0.014783+0.012958i,-0.0053358+0.030972i,0.019278+0.034228i,0.03579+0.012437i,0.033803-0.020044i,0.015066-0.040974i,-0.006115-0.034415i,-0.013551-0.012831i,-0.014393-1.8101e-05i,-0.017319+0.0043036i,-0.017276+0.0079779i,-0.013323+0.011699i
