-0.004515+0.0020545i,-0.0033938+0.0013601i,-0.0025264+0.0011065i,-0.00078062+0.00091235i,0.00057142+0.0014787i,0.00067613+0.0020631i,3.8602e-05+0.0020043i,0.00042448+0.0015697i,0.00089078+0.00071635i,0.00064103-4.3868e-05i,0.00041311-0.00022053i,0.0002479-0.0003933i,6.8801e-05+0.00047036i,0.00022687+0.0010992i,0.00077021+0.00050294i,0.00088786+0.00073011i,0.00016401+0.0006637i,-0.00062653-0.00022376i,-0.00045041+0.00010016i,-0.0001276+0.001121i,-0.00014196+0.00070534i,-0.00027798+0.00033182i,-0.00094981+0.00079621i
-0.086871-0.18986i,-0.20459-0.11922i,-0.16272-0.091655i,-0.04499-0.13983i,0.0030202-0.17482i,0.0041612-0.13323i,0.020138-0.065872i,0.036851-0.040597i,0.02704-0.038972i,0.0032882-0.032365i,-0.015583-0.027943i,-0.024519-0.022653i,-0.014465-0.011123i,0.0083851-0.0067466i,0.020983-0.010456i,0.01713-0.012546i,0.0070248-0.012355i,-0.0032636-0.0044345i,-0.0051958+0.012464i,0.0015679+0.021517i,0.002095+0.01736i,-0.002071+0.012483i,0.00091558+0.0096388i
0.13611+0.28968i,0.10037+0.24163i,0.024806+0.12372i,-0.086206+0.05591i,-0.14206+0.068864i,-0.11079+0.082168i,-0.063294+0.051183i,-0.044957+0.018386i,-0.033808+0.0090125i,-0.017399+0.0082517i,-0.0036507+0.01345i,0.003828+0.015944i,-0.0014698+0.0049304i,-0.020411-0.0041303i,-0.036899+0.0027863i,-0.034557+0.018061i,-0.016559+0.027025i,0.0037607+0.018672i,0.010456-0.0022926i,0.0071711-0.010044i,0.011206-0.0023474i,0.015899-0.002025i,0.0060633-0.0064129i
-0.078148-0.13208i,-0.034302-0.21848i,0.027913-0.12184i,0.13236+0.016938i,0.20625+0.052278i,0.18824+0.025213i,0.12149+0.014201i,0.071798+0.015715i,0.04475+0.0070083i,0.020914-0.00575i,0.0038438-0.0094866i,0.00040107-0.0028855i,0.0048444+0.011152i,0.017737+0.022465i,0.030981+0.0165i,0.029702-0.00067904i,0.015689-0.013693i,-0.00094535-0.016451i,-0.010925-0.0071537i,-0.010667+0.0027042i,-0.0089395+0.0018394i,-0.007669+0.00061194i,0.0016676+0.0032678i
-0.17114+0.036514i,-0.10949+0.13722i,-0.063926+0.11538i,-0.066982+0.0041417i,-0.10377-0.078741i,-0.12615-0.080041i,-0.09919-0.056084i,-0.055994-0.048634i,-0.029439-0.044004i,-0.011764-0.029195i,-0.0016622-0.017576i,-0.0025056-0.017042i,-0.0039862-0.028479i,-0.010397-0.045557i,-0.021534-0.047658i,-0.022569-0.032317i,-0.013766-0.013465i,-0.002795+0.0043115i,0.008045+0.013115i,0.013359+0.0090907i,0.011303+0.0056151i,0.0080177+0.0043249i,0.0017841-0.0018604i
0.22657-0.085608i,0.16021-0.063342i,0.038809-0.048678i,-0.05336+0.027245i,-0.04578+0.12754i,-0.0026069+0.14286i,-0.0022723+0.10375i,-0.023465+0.071792i,-0.031095+0.053639i,-0.019776+0.037122i,0.0021866+0.022539i,0.015511+0.016493i,0.012872+0.022995i,0.0062479+0.033419i,0.0023184+0.033252i,-0.0038147+0.02679i,-0.0072222+0.022901i,-0.0014456+0.0099674i,0.0012656-0.0085885i,-0.0019984-0.011612i,-0.00095718-0.0076821i,-0.001699-0.0074606i,-0.0064284+0.00079611i
-0.15112+0.011412i,-0.25901-0.07143i,-0.18388-0.08148i,-0.046909-0.10535i,0.0045411-0.13308i,0.007742-0.10893i,0.023124-0.064477i,0.044679-0.040948i,0.050998-0.04048i,0.031271-0.03646i,0.0010482-0.01575i,-0.017208+0.0020977i,-0.01469+0.004575i,0.001084-0.0020918i,0.01308-0.0079342i,0.015865-0.010782i,0.0082522-0.014508i,-0.0094549-0.0069784i,-0.015438+0.014486i,-0.0028473+0.024804i,0.0068864+0.02026i,0.00992+0.015217i,0.014192+0.0042007i
0.033976+0.12912i,0.15774+0.094538i,0.12538+0.061184i,0.029122+0.067326i,-0.012045+0.077736i,-0.0040842+0.04826i,-0.013423+0.0016796i,-0.035979-0.010941i,-0.033687-0.00081322i,-0.016003+0.0019726i,0.0018858-0.0014151i,0.013956-0.010777i,0.0044816-0.021331i,-0.021904-0.019776i,-0.038831-0.0078324i,-0.035793+0.0062345i,-0.014909+0.017195i,0.013906+0.014534i,0.025217-0.0014354i,0.015141-0.0089422i,0.0064113-0.0058397i,0.0022599-0.0062147i,-0.008513-0.0046898i
0.00042347-0.19325i,0.032965-0.1648i,0.0305-0.10468i,0.059769-0.03148i,0.10335-0.0033739i,0.089088+0.0026986i,0.04912+0.015292i,0.016656+0.016447i,-0.00016976+0.015162i,0.0034013+0.0097296i,0.0023265-0.0010037i,-0.0020852+0.003478i,0.015045+0.014609i,0.041227+0.0090066i,0.048698-0.010477i,0.034549-0.027489i,0.0095127-0.032764i,-0.017229-0.02635i,-0.031157-0.012089i,-0.024968+0.0022386i,-0.013813+0.0085985i,-0.0058546+0.0095476i,0.0062571+0.0045725i
-0.16932+0.091572i,-0.24402+0.21915i,-0.16389+0.17556i,-0.12075+0.041323i,-0.13182+0.018811i,-0.090447+0.061559i,-0.01634+0.05084i,0.025091+0.0012372i,0.018351-0.033852i,-0.0045968-0.034627i,-0.011836-0.013189i,-0.010068+0.0038493i,-0.018343+0.0038202i,-0.033128+0.00072031i,-0.039736+0.0040286i,-0.033741+0.010904i,-0.022432+0.018815i,-0.0069173+0.028747i,0.010405+0.032627i,0.017631+0.022124i,0.015889+0.0092028i,0.012001+0.0044557i,0.0049736+0.0058195i
0.29307-0.11252i,0.22915-0.2864i,0.090809-0.25465i,0.020748-0.11318i,0.0080552-0.033563i,0.0017683-0.02782i,-0.019753-0.029006i,-0.038211-0.0071775i,-0.025089+0.027203i,0.0089075+0.041093i,0.030868+0.023919i,0.027966+0.003631i,0.018222+0.0083399i,0.017487+0.025066i,0.022974+0.030779i,0.026709+0.024866i,0.029252+0.0077614i,0.02666-0.023198i,0.011379-0.046619i,-0.0023202-0.041027i,-0.0049693-0.023149i,-0.0054745-0.011652i,-0.0047969-0.0021612i
-0.26648+0.15816i,-0.1753+0.12973i,-0.10946+0.083829i,-0.052675+0.066779i,-0.010443+0.04828i,-0.010139+0.048273i,-0.0087529+0.05199i,0.00075046+0.033159i,0.0018458-9.4058e-06i,-0.0055957-0.028455i,-0.025899-0.030938i,-0.036846-0.013992i,-0.026866-0.015276i,-0.018304-0.036041i,-0.022502-0.046749i,-0.030872-0.040964i,-0.039379-0.022863i,-0.043521+0.0089458i,-0.029632+0.038279i,-0.0053949+0.043295i,0.0086853+0.031509i,0.010835+0.01321i,0.0053711-0.0088717i
0.021022-0.10672i,0.078247+0.10471i,0.10791+0.15937i,0.061862+0.11571i,0.04371+0.090518i,0.063941+0.060984i,0.069297+0.038716i,0.063378+0.024379i,0.036497+0.0077326i,3.264e-05+0.012318i,-0.00035495+0.026728i,0.016708+0.024411i,0.011006+0.020811i,-0.0069143+0.02995i,-0.0091764+0.036857i,0.0076542+0.034586i,0.030076+0.02869i,0.048576+0.015302i,0.046097-0.0010663i,0.024771-0.0027558i,0.0094786+0.0053271i,0.0025898+0.012541i,0.00070206+0.022315i
0.19529-0.074899i,0.015301-0.17174i,-0.046814-0.15476i,-0.0056556-0.10498i,-0.0023998-0.057551i,-0.012891-0.020375i,-0.0033193-0.033357i,-0.013382-0.053236i,-0.021583-0.033461i,0.0072858-0.016697i,0.028306-0.026759i,0.019107-0.029415i,0.019363-0.016425i,0.039603-0.014778i,0.053386-0.025551i,0.044011-0.035224i,0.018778-0.038535i,-0.0090236-0.028405i,-0.018225-0.010135i,-0.0062774-0.0064178i,0.0020975-0.017158i,0.0044747-0.022891i,0.0067763-0.026408i
-0.33734+0.25796i,-0.26516+0.17094i,-0.19641+0.0018897i,-0.17762-0.11461i,-0.16315-0.10861i,-0.12387-0.04677i,-0.10054-0.018097i,-0.092495-0.019048i,-0.071271-0.017046i,-0.055368-0.0082418i,-0.048066+0.0064501i,-0.034548+0.01724i,-0.029644+0.01625i,-0.043196+0.013637i,-0.061659+0.018367i,-0.064276+0.028501i,-0.045403+0.03465i,-0.017409+0.024753i,0.00074832+0.0035895i,0.0024715-0.0055145i,0.0027138-0.002647i,0.0050414-0.0024043i,0.0062898-0.0026144i
0.25085-0.46191i,0.22597-0.4115i,0.041213-0.1506i,-0.075429+0.13981i,-0.056926+0.2408i,-0.013746+0.2213i,0.026084+0.20453i,0.063636+0.17318i,0.080806+0.11029i,0.06888+0.042036i,0.03867+0.0025352i,0.016695-0.0062608i,0.011413-0.006469i,0.014706-0.0067132i,0.020614-0.010072i,0.025468-0.013512i,0.027897-0.015381i,0.016264-0.010524i,-0.0043051+0.007502i,-0.0068265+0.025826i,0.0031242+0.029314i,0.0044272+0.023988i,0.0025556+0.017541i
0.022642+0.53733i,0.007928+0.61653i,0.092777+0.46617i,0.15325+0.2607i,0.17262+0.09609i,0.17845-0.046936i,0.1441-0.15114i,0.078745-0.17859i,0.013042-0.14032i,-0.027771-0.076333i,-0.027837-0.015474i,-0.0093298+0.011728i,-0.0072947+0.0011592i,-0.015669-0.0098713i,-0.016154-0.0095987i,-0.017633-0.00033638i,-0.020608+0.02294i,-0.0030193+0.043893i,0.029508+0.036741i,0.039714+0.011898i,0.025083-0.0023297i,0.0085884-0.0033768i,-0.0041936+0.001555i
-0.37856-0.21652i,-0.31157-0.27534i,-0.14077-0.28836i,-0.06714-0.31201i,-0.11677-0.26302i,-0.1813-0.14928i,-0.20201-0.071005i,-0.16668-0.031612i,-0.08378-0.0095684i,0.0028954-0.0046576i,0.047549-0.015949i,0.044654-0.023202i,0.029884-0.0045322i,0.027449+0.014827i,0.02866+0.0089114i,0.0258-0.01375i,0.023604-0.036124i,0.013083-0.052301i,-0.0042032-0.049629i,-0.0059666-0.030576i,0.0081482-0.016712i,0.023007-0.015354i,0.030816-0.018132i
0.37376-0.50225i,0.14398-0.60961i,-0.21705-0.45794i,-0.307-0.20565i,-0.17809-0.0021961i,-0.039523+0.15171i,0.058859+0.21486i,0.085252+0.1763i,0.063526+0.10011i,0.03808+0.0065984i,0.00088946-0.053743i,-0.022847-0.042977i,-0.013409-0.024816i,-0.0079328-0.035166i,-0.022184-0.041136i,-0.034839-0.030662i,-0.037364-0.019406i,-0.037012-0.0023072i,-0.029713+0.020778i,-0.015749+0.023548i,-0.017979+0.0033549i,-0.039842-0.018582i,-0.059528-0.027278i
-0.0055042+0.95016i,0.22472+0.89634i,0.25444+0.44229i,0.051057+0.1434i,-0.068441+0.085518i,-0.0096147-0.00076936i,0.012423-0.13321i,-0.040793-0.19023i,-0.080714-0.14345i,-0.089386-0.047359i,-0.064899+0.018168i,-0.026545+0.014754i,-0.0082243-0.0080007i,-0.011262+0.0035233i,-0.01459+0.03662i,-0.0038947+0.062702i,0.017581+0.071519i,0.036793+0.048723i,0.030224+0.0090263i,0.011068+0.0010416i,0.018835+0.020825i,0.041168+0.032684i,0.050195+0.035006i
-0.7121-0.90033i,-0.89664-0.62477i,-0.69925-0.1084i,-0.40701+0.14365i,-0.23427+0.19718i,-0.13496+0.24434i,-0.048383+0.25467i,0.028855+0.20746i,0.088449+0.10995i,0.10635+0.018798i,0.076704-0.0076087i,0.017529+0.0099012i,-0.023365+0.02531i,-0.016849+0.0035192i,-0.0016446-0.050407i,-0.01071-0.096058i,-0.028197-0.10238i,-0.033281-0.066047i,-0.017462-0.016947i,0.010428+0.010409i,0.037626+0.0095414i,0.053688-0.017339i,0.047595-0.052432i
1.008+0.33019i,0.84272+0.047677i,0.3983-0.15389i,0.18287-0.1486i,0.17031-0.080256i,0.19802-0.10712i,0.17245-0.19215i,0.084365-0.21136i,0.037142-0.11987i,0.056178-0.02937i,0.088818-0.0027641i,0.094464-0.015914i,0.058346-0.033173i,0.003394-0.023333i,-0.040275+0.0098474i,-0.054675+0.054458i,-0.037585+0.085305i,-0.0068879+0.081397i,0.019178+0.056314i,0.029801+0.022029i,0.0025097-0.0096059i,-0.048005-0.0086343i,-0.071752+0.014239i
-0.95101+0.4831i,-0.45113+0.25931i,0.088715-0.27019i,0.20524-0.56007i,0.021339-0.45742i,-0.16355-0.22732i,-0.22681-0.061536i,-0.18344+0.0021992i,-0.11666+0.014336i,-0.030167+0.021447i,0.031779-0.0012694i,0.017785-0.015673i,0.0098055+0.007568i,0.049085+0.01164i,0.08271-0.014128i,0.092969-0.042328i,0.092835-0.06468i,0.084856-0.091991i,0.058511-0.10511i,0.026867-0.072412i,0.031496-0.024599i,0.062887-0.014084i,0.072285-0.038072i
0.12995-1.5704i,-0.259-1.3295i,-0.42107-0.81256i,-0.41847-0.46067i,-0.3317-0.045777i,-0.046664+0.36357i,0.25737+0.33649i,0.28396+0.026863i,0.13159-0.14614i,0.030487-0.11979i,0.052377-0.04118i,0.10691-0.011338i,0.084724-0.014065i,0.023941-0.026585i,-0.035606-0.05763i,-0.10135-0.063764i,-0.13157-0.02168i,-0.10233+0.032052i,-0.029701+0.069816i,0.057051+0.087426i,0.10426+0.069003i,0.082858+0.027029i,0.028019+0.0059037i
1.4187+10.821i,4.0442+7.7866i,5.9477+5.2613i,5.7974+2.1386i,5.2107-0.11024i,3.8553-1.5973i,1.6103-1.4663i,0.2797-0.41433i,0.40849+0.29265i,1.1239+0.19265i,1.0107-0.5135i,0.082122-0.81422i,-0.42495-0.48317i,-0.37373-0.23645i,-0.28817-0.28614i,-0.27446-0.22352i,-0.12728+0.00047392i,0.074237+0.15076i,0.11009+0.21569i,0.068687+0.2616i,0.072275+0.22142i,0.085746+0.10683i,0.085523-0.022235i
-2.3039-0.1748i,-1.9053+0.27922i,-0.9241+0.53838i,-0.2362+0.47597i,0.0092439+0.28823i,0.11726+0.10015i,0.16815-0.075257i,0.13566-0.16073i,0.062934-0.15516i,0.012481-0.097398i,0.012232-0.037964i,0.028123-0.016004i,0.01828-0.0099579i,-0.0081685-0.0085429i,-0.033212-0.020251i,-0.063575-0.022895i,-0.079002-0.00021849i,-0.05883+0.030803i,-0.017294+0.036093i,0.030839+0.011186i,0.061612-0.021786i,0.056776-0.035546i,0.036806-0.018538i
1.7805-1.2392i,1.5131-1.1033i,1.0305-0.48679i,0.86276-0.03782i,0.69435-0.049811i,0.31606-0.13708i,0.040586-0.035533i,-0.00088717+0.091129i,0.017567+0.11104i,-0.0082186+0.10094i,-0.034956+0.1033i,-0.06035+0.076533i,-0.092102+0.058173i,-0.072805+0.078737i,-0.0028242+0.087085i,0.060461+0.065002i,0.078237+0.038488i,0.059168+0.017861i,0.028752+0.004529i,-0.0055787+0.0095892i,-0.020398+0.027837i,-0.0081393+0.026537i,0.003273+0.002905i
-0.03532+1.8392i,0.49544+1.6989i,1.0156+1.0435i,1.1099+0.47461i,0.76017+0.068904i,0.25341-0.17998i,-0.04798-0.16407i,-0.081711-0.050619i,-0.054761+0.01744i,-0.045979+0.081246i,-0.054295+0.12622i,-0.06131+0.13388i,-0.029441+0.10441i,0.0055468+0.064975i,0.01784+0.055031i,0.017384+0.053514i,0.011267+0.035747i,0.024943+0.012907i,0.046733-0.021032i,0.021692-0.057496i,-0.028106-0.04429i,-0.031768+0.0095971i,-0.0028818+0.030897i
-0.74846-1.0648i,-0.67116-0.63512i,-0.16459-0.017562i,0.23602+0.14999i,0.25176+0.054521i,0.16843+0.033109i,0.21418+0.04942i,0.28416+0.0039214i,0.21002-0.10237i,0.025391-0.12767i,-0.066906-0.047657i,-0.050874+0.0092393i,-0.049635+0.035993i,-0.061328+0.07548i,-0.056183+0.093535i,-0.043809+0.079544i,-0.028499+0.055537i,-0.022734+0.037947i,-0.034145+0.02716i,-0.044578+0.0083072i,-0.048763-0.012809i,-0.05458-0.017343i,-0.052973-0.0094741i
1.155+0.26781i,1.2359-0.17619i,0.94386-0.49194i,0.78846-0.56277i,0.61904-0.583i,0.25216-0.42597i,0.0099488-0.093441i,-0.02493+0.1225i,-0.020758+0.1984i,0.021052+0.22046i,0.071259+0.17287i,0.068144+0.093751i,0.050997+0.034716i,0.043114-0.00932i,0.024343-0.038272i,-0.002846-0.051831i,-0.02295-0.056112i,-0.024771-0.053078i,-0.0068012-0.052676i,0.0065407-0.053497i,0.0084608-0.045653i,0.020429-0.036128i,0.033356-0.035742i
-1.0223+0.33886i,-0.65232+0.74506i,-0.075005+0.65972i,0.1377+0.4602i,0.13347+0.38796i,0.091061+0.24744i,0.013428+0.09765i,0.0035156+0.03748i,-0.0049456-0.013193i,-0.07108-0.0035911i,-0.082103+0.051803i,-0.049487+0.0647i,-0.040808+0.06454i,-0.026764+0.074522i,0.0086465+0.073409i,0.037658+0.056775i,0.040484+0.034863i,0.026068+0.022384i,0.0083234+0.022373i,-0.011036+0.025529i,-0.023904+0.031284i,-0.021536+0.040718i,-0.0064685+0.043359i
0.73259-0.96133i,0.13986-1.0739i,-0.29889-0.6344i,-0.29359-0.30313i,-0.16454-0.25762i,-0.090079-0.17537i,-0.0077602-0.013061i,0.066648+0.078803i,0.07588+0.057281i,0.025253-0.006286i,-0.012743-0.039064i,-0.003529-0.056516i,0.016326-0.076924i,0.020408-0.073547i,0.014574-0.048689i,0.0093862-0.032146i,0.00073558-0.040151i,-0.020197-0.051861i,-0.038669-0.047796i,-0.042308-0.041981i,-0.037813-0.035655i,-0.029246-0.020004i,-0.019871-0.0046228i
0.10093+1.0819i,0.37095+0.80566i,0.2307+0.20739i,-0.066986-0.11974i,-0.14376-0.074789i,-0.025256+0.032198i,0.055543+0.020811i,0.0094702-0.033034i,-0.020873-0.024918i,0.034422-0.021315i,0.061359-0.041132i,0.05096-0.010352i,0.060432+0.027932i,0.050231+0.020139i,0.0087894+0.010317i,-0.013794+0.019727i,-0.0010629+0.026999i,0.028403+0.011907i,0.039996-0.020778i,0.026443-0.038198i,0.014125-0.039002i,0.0050817-0.040858i,-0.0063706-0.037761i
-0.49526-0.27681i,-0.54802-0.22157i,-0.41182-0.25303i,-0.30378-0.32463i,-0.27215-0.27099i,-0.23924-0.10119i,-0.15457+0.018566i,-0.06223+0.028886i,-0.021441+0.021382i,0.015293+0.039365i,0.053162+0.025207i,0.042356-0.004037i,0.017908+0.0059961i,0.022649+0.022022i,0.031745+0.010365i,0.022846-0.0083101i,9.0805e-05-0.012854i,-0.022878-0.0015823i,-0.026795+0.012803i,-0.015512+0.015446i,-0.0056055+0.010811i,0.0029415+0.0035842i,0.0051614-0.0058765i
-0.33329-0.34062i,-0.13687-0.32563i,0.14844-0.35361i,0.25651-0.46579i,0.12903-0.49715i,-0.036611-0.40946i,-0.086639-0.30164i,-0.060304-0.21542i,-0.039752-0.12252i,-0.024392-0.025448i,0.001857+0.034394i,0.011857+0.046246i,-0.00098776+0.028742i,-0.012476+0.0084305i,-0.0083373+0.00012016i,0.0016191-0.00025553i,0.0088359-0.000785i,0.013757-0.0088236i,0.011201-0.018741i,0.00063343-0.014918i,-0.0090712+0.0019255i,-0.0071419+0.020255i,0.0049976+0.028501i
1.1565-0.6314i,0.82984-0.45633i,0.42373-0.052284i,0.29671+0.21861i,0.31169+0.19686i,0.29706+0.062842i,0.23941-0.0014341i,0.17817+0.0093549i,0.1191+0.018439i,0.046661+0.014361i,-0.0075758+0.010877i,-0.016464-0.0031166i,0.0023357-0.014855i,0.018919-0.012313i,0.020928+0.0017511i,0.018789+0.016115i,0.014221+0.022245i,0.004053+0.024455i,-0.0025998+0.02628i,-0.0041818+0.020964i,-0.0041624+0.0094089i,-0.0074979+0.0020928i,-0.012187+0.0042062i
-0.1369+1.9088i,-0.0066643+1.3915i,0.033077+0.65225i,0.0045334+0.23138i,0.00074338+0.071409i,0.015466+0.032683i,0.026932+0.024095i,-0.002116+0.011148i,-0.041901+0.031532i,-0.027148+0.04937i,0.0007243+0.033168i,0.0058973+0.022604i,0.0057119+0.020554i,0.0077039+0.01127i,0.0062056-0.0019571i,-0.0057435-0.014205i,-0.019614-0.018463i,-0.017786-0.015199i,-0.0076084-0.016291i,-0.0078239-0.017332i,-0.011722-0.010461i,-0.0077041-0.0045119i,-0.0031392-0.0060164i
-1.5946-1.2012i,-1.114-0.71525i,-0.52342-0.23101i,-0.28739-0.0068806i,-0.20609+0.089135i,-0.1142+0.086841i,-0.041072+0.052581i,0.010432+0.014585i,0.0095778-0.047156i,-0.035834-0.062983i,-0.05016-0.039813i,-0.043089-0.033862i,-0.046367-0.026915i,-0.044678+4.7845e-05i,-0.025197+0.025427i,0.0063757+0.030627i,0.023713+0.018576i,0.011214+0.0085415i,-0.010265+0.010875i,-0.016033+0.016457i,-0.011355+0.017566i,-0.0093483+0.016011i,-0.0077385+0.012995i
1.5945-0.71598i,0.94544-0.53267i,0.35068-0.23828i,0.19032-0.15814i,0.12897-0.20679i,0.049049-0.16093i,0.016039-0.070566i,0.011665-0.0053497i,0.031281+0.031559i,0.055417+0.021941i,0.057467+0.0019917i,0.057857-0.0064188i,0.062538-0.025176i,0.051948-0.05001i,0.025301-0.055905i,0.00010466-0.038933i,-0.009711-0.01854i,-0.0063385-0.010892i,-0.00023656-0.017311i,-0.003134-0.02682i,-0.011184-0.026668i,-0.013246-0.01842i,-0.0098802-0.0074599i
0.032277+1.2666i,0.14946+0.80192i,0.086113+0.29039i,-0.063283+0.1749i,-0.08749+0.22385i,-0.056165+0.18122i,-0.058073+0.10248i,-0.07143+0.054131i,-0.077192+0.031797i,-0.069262+0.032764i,-0.051933+0.041821i,-0.030831+0.053743i,-0.012225+0.071165i,0.0011409+0.084199i,0.0095937+0.081385i,0.015539+0.062037i,0.016666+0.036741i,0.010831+0.015993i,0.004638+0.0083754i,0.0049584+0.0094709i,0.0082219+0.0074257i,0.0051665+0.0015135i,-0.003655-0.0030313i
-0.69359-0.091102i,-0.51617-0.018027i,-0.22555-0.0013774i,-0.050629-0.11819i,-0.01756-0.22985i,-0.020385-0.22583i,-0.0066873-0.17715i,0.016027-0.1376i,0.037078-0.090838i,0.042763-0.05298i,0.026015-0.040934i,-0.0022613-0.046531i,-0.026731-0.057294i,-0.038419-0.059626i,-0.035838-0.051285i,-0.028867-0.040887i,-0.024687-0.032282i,-0.020283-0.019801i,-0.013719-0.0047462i,-0.0084077+0.001427i,-0.0068395+0.0014089i,-0.00071903+0.0026997i,0.011876+0.0028142i
-0.27526-0.40843i,-0.073757-0.2269i,0.083853-0.10792i,0.072495-0.048742i,0.018631+0.028565i,0.03004+0.062005i,0.074815+0.050929i,0.081076+0.038069i,0.035202+0.032256i,0.0053198+0.034573i,0.020304+0.024028i,0.040589+0.0095002i,0.048545+0.009901i,0.044252+0.013806i,0.032028+0.016507i,0.027779+0.019424i,0.033888+0.018052i,0.032874+0.0067987i,0.012807-0.0091452i,-0.01115-0.011329i,-0.019949-0.0027943i,-0.020631+0.0030976i,-0.022138+0.0057508i
0.86084-0.64258i,0.37029-0.46108i,0.016944-0.10682i,0.011522+0.049996i,0.056659+0.0069831i,0.016991-0.0049505i,-0.028422+0.034069i,-0.029801+0.045488i,-0.00047341+0.020427i,0.012245-0.0047533i,-0.0003748-0.0018446i,-0.020225+0.012332i,-0.03071+0.024052i,-0.02069+0.025679i,-0.0052206+0.013777i,-0.0017622+0.0033166i,-0.0097197+0.0072433i,-0.010004+0.018383i,0.0098127+0.01311i,0.022885-0.012604i,0.014781-0.031248i,0.0066275-0.030782i,0.0071571-0.021221i
0.21154+1.4905i,0.37541+0.92674i,0.28227+0.23986i,0.07296-0.031991i,-0.02371-0.048042i,-0.035073-0.057485i,-0.028917-0.0587i,-0.012438-0.025675i,-0.0043051+0.020907i,0.00084671+0.052715i,0.011894+0.050439i,0.022246+0.02557i,0.015454-0.0010407i,-0.0037308-0.0085523i,-0.011321-0.00049302i,-0.0099512+0.0009246i,-0.009626-0.01032i,-0.013034-0.020401i,-0.015868-0.00962i,-0.0065071+0.013663i,0.0076756+0.023285i,0.0088285+0.019471i,-0.0026023+0.015661i
-1.2336-0.7235i,-0.94203-0.38167i,-0.41568-0.046128i,-0.077414+0.036769i,0.042233+0.025299i,0.072052+0.024399i,0.054206+0.026413i,0.02053+0.026008i,-0.007777+0.0064146i,-0.040176-0.020267i,-0.061955-0.027801i,-0.054094-0.02395i,-0.02541-0.022522i,-0.0014094-0.024992i,0.0072008-0.02438i,0.010396-0.019617i,0.011525-0.01469i,0.0058648-0.0038224i,-0.003213+0.0069627i,-0.012676+0.0091993i,-0.017308+0.0075126i,-0.010043+0.0033725i,0.0046235-0.0074463i
0.86258-0.17557i,0.6828-0.078774i,0.37587-0.0089071i,0.1617-0.012318i,0.022694-0.040173i,-0.037368-0.045575i,-0.033649-0.054099i,-0.034371-0.062584i,-0.019568-0.043568i,0.035429-0.025322i,0.076829-0.025966i,0.077048-0.0207i,0.056294-0.0064119i,0.032843+0.0033298i,0.014608+0.0085513i,0.0030347+0.012622i,0.00072353+0.012681i,0.0026268-0.00043878i,-0.0053223-0.019143i,-0.014778-0.023943i,-0.014504-0.015261i,-0.01071+0.0003086i,-0.0052238+0.017891i
-0.19297-0.022553i,-0.36212-0.085026i,-0.37747-0.0020108i,-0.24736+0.11404i,-0.10348+0.13642i,-0.037038+0.10407i,-0.0039837+0.076458i,0.033433+0.048361i,0.030252+0.027884i,-0.012748+0.040513i,-0.044461+0.060172i,-0.05513+0.058044i,-0.051115+0.050003i,-0.035427+0.046535i,-0.018596+0.040076i,-0.0045577+0.030392i,0.0020347+0.024127i,0.0077736+0.026796i,0.021124+0.023348i,0.027419+0.0077675i,0.019365-0.004148i,0.0083991-0.0093837i,-0.0020996-0.011667i
0.46494+0.52298i,0.58876+0.28431i,0.40464-0.064856i,0.1339-0.23505i,-0.0019671-0.2421i,-0.026545-0.18984i,-0.023721-0.11176i,-0.021095-0.042567i,-0.012499-0.0095797i,0.0033471-0.01888i,0.01454-0.043144i,0.020508-0.054872i,0.018963-0.05841i,0.010173-0.059082i,0.00044839-0.053194i,-0.011126-0.044506i,-0.019987-0.037686i,-0.023763-0.032025i,-0.02624-0.020148i,-0.023382-0.0027486i,-0.015698+0.0080663i,-0.0097064+0.0081508i,-0.0062694+0.0036941i
-1.0005-0.1865i,-0.80672+0.014782i,-0.31632+0.13676i,0.013124+0.12287i,0.10116+0.10497i,0.096228+0.090706i,0.05873+0.05928i,0.025517+0.038792i,0.0058832+0.021119i,-0.0089441+0.019028i,-0.0058176+0.030371i,0.0052806+0.031133i,0.014518+0.029952i,0.022708+0.034228i,0.02647+0.031945i,0.029142+0.018073i,0.02674+0.002988i,0.016104+0.0008313i,0.0068104+0.0047309i,0.00094428+0.0014493i,-0.004148-0.0016521i,-0.0036481+0.001269i,0.0017101+0.0031415i
0.81123-0.48471i,0.58184-0.38447i,0.22294-0.16577i,0.034072-0.056757i,-0.03355-0.066906i,-0.062224-0.077591i,-0.057531-0.072285i,-0.04733-0.064418i,-0.022725-0.039938i,0.0038573-0.022995i,0.005711-0.0086289i,0.00096341+0.0066749i,-0.0071885+0.0017159i,-0.019966-0.0115i,-0.025269-0.014121i,-0.022081-0.0052015i,-0.011727+0.0017014i,-0.0013663-0.006568i,-0.0023648-0.016998i,-0.0056506-0.015357i,-0.0049857-0.011862i,-0.0078852-0.0099304i,-0.010858-0.0022049i
-0.13141+0.53244i,-0.11592+0.36929i,-0.061783+0.18445i,-0.017757+0.14247i,0.0075087+0.1346i,0.021654+0.10382i,0.050094+0.075916i,0.065348+0.047656i,0.033775+0.028893i,-0.00098635+0.025454i,-0.017219+0.007928i,-0.023824-0.0075945i,-0.012848+0.00064026i,0.0022772+0.013342i,0.0086846+0.021302i,0.0096311+0.024721i,0.0073559+0.027364i,0.0071954+0.032417i,0.01267+0.028497i,0.014535+0.01432i,0.012438+0.0037171i,0.014291-0.00071603i,0.014776-0.0065853i
