-0.003863+0.0015827i,-0.0019902+0.0024449i,-0.0018136+0.0039949i,-0.0011839+0.0032872i,-0.00041252+0.0014877i,0.00023884+0.00051495i,0.00033625+0.00047901i,0.00089409+0.00095584i,0.0015172+0.0010625i,0.0017053+0.00051916i,0.0012697-0.00011605i,0.00045771-0.00092629i,0.00040908-0.00070439i,4.6978e-05-2.7539e-06i,-0.00054271+0.00010113i,-5.0743e-05+0.0002729i,-0.00032407-7.2657e-05i,-0.00049521-0.00023774i,-0.00040394+0.00014348i,-0.00022341+0.0008353i,0.00024366+0.0011622i,0.00054396+0.00064989i,-0.00011659+0.00017719i
-0.0012026-0.0013212i,-0.00064112-0.0012065i,-0.0016475-0.00052422i,-0.0024402+2.3105e-05i,-0.0018091+0.0001352i,-0.0011848-5.6147e-05i,-0.00067736-0.00019717i,-0.00068425+0.00014992i,-0.00069368-0.00034734i,-0.00061655-0.00041943i,-0.00029015+0.00047089i,-8.3444e-05+0.0015024i,-3.5707e-05+0.0013542i,-0.00049888+0.00038122i,-0.0013667+0.00018183i,-0.00067942+0.00065618i,-0.00019825+0.0011126i,7.8954e-06+0.00096122i,0.00043387+0.00058146i,0.00025113+0.00043746i,-0.00051005-0.00043112i,-0.00083661-0.00028521i,-0.00050908+9.1219e-05i
0.0018432+0.0013649i,0.0012336+0.00081169i,0.00091304+0.00062332i,-0.00022299+0.00054082i,-0.0017189-0.00023575i,-0.0024339-0.00060499i,-0.0027348-0.00043998i,-0.002169-0.00026451i,-0.001205-3.1119e-05i,0.00013402-0.00012719i,0.00039781-0.0011762i,-0.00025875-0.0016897i,-9.5759e-05+7.0434e-05i,0.00041322+0.0012569i,0.0011282+0.00053524i,0.0012519-0.0010095i,0.00091007-0.0014842i,0.0011888-0.00060632i,0.0011835-0.00028607i,0.00018351-0.00038156i,-0.00070049+0.00011869i,-0.00015377-1.6257e-05i,-0.00024536-0.00012175i
-0.00048075-0.001005i,-0.0013629-0.00036802i,-0.0019942+1.9788e-05i,-0.0010249-0.00037196i,-0.00032264+0.00010349i,-0.00052454+0.00098983i,0.0001724+0.0010585i,-0.00013262+0.00061989i,0.00010615+0.00023056i,0.00087945+0.000193i,0.0010069-0.00024943i,0.00011434-0.00064693i,-0.00022992+5.5511e-05i,0.00024715+0.0011508i,0.00024636+0.00077631i,0.00023915-5.4569e-05i,-2.7522e-07+0.00024331i,-0.00050782+0.00010718i,-0.00070128-0.00021664i,-0.00060876-0.00031613i,-1.7121e-05+0.00017415i,0.00024495+0.00063868i,0.00025+0.00022449i
0.00028619+0.001817i,0.0012236+0.00046883i,0.0015152-0.0018832i,7.8115e-05-0.0031173i,-0.00068088-0.0014585i,-0.00054401-0.00073713i,-0.00057525-0.0012265i,-9.1457e-05-0.001003i,0.00073197-0.000357i,0.0015126+1.4588e-05i,0.002591-0.00036731i,0.0016151-0.00078871i,0.00019259-0.00060963i,0.00019663+0.00052304i,0.00081129+0.001467i,0.00044276+0.0011519i,-0.00021976+0.0003i,-0.00033637-0.0001061i,-0.00081849+0.00017091i,-0.0010057+0.00046122i,-0.00047249+6.6612e-05i,-0.00018021-0.00014747i,-0.00083877-0.00014536i
-0.0036293-0.0012403i,-0.0034279+0.00096637i,-0.0030665+0.0029104i,-0.0018727+0.0025774i,-0.00043119+0.00164i,0.0014827-0.00035701i,0.0010853-0.0012577i,0.00011-0.00011885i,0.00052918+0.00033256i,0.00066069+0.00065357i,4.6596e-05+0.00055909i,0.00035218+0.00039378i,0.0010931+0.00036299i,0.00076053-0.00012353i,0.00030085+3.6612e-05i,9.5584e-05+0.00034648i,-0.00023884-0.0001341i,-0.00023109+2.2625e-06i,-0.00011535+0.00047736i,-0.0004801+0.00061065i,-0.0010299+0.00088539i,-0.00074653+0.00047378i,-0.00024875+0.00017471i
0.0011019+0.0015199i,0.0012045+0.0012951i,0.00034402+0.0007581i,1.559e-05+0.00043715i,-5.0594e-05-0.00026211i,-0.0011328-0.00084661i,-0.00088115-0.0003476i,0.00038251+0.00036937i,0.0010131+0.00021314i,0.0007141+0.00039286i,-1.7931e-05+0.00014839i,-0.00069562-0.00040107i,-0.0010812-0.00016231i,-0.00097558+0.00044424i,-0.00079795+0.00041063i,-0.0011413+9.0553e-05i,-0.0014485+0.00090246i,-0.0012866+0.0012073i,-0.00015051+0.00085255i,0.00063625+0.00080854i,0.00071873+0.00034686i,0.00049091+1.6542e-05i,0.00027478+4.3507e-05i
-0.00090871+0.0001605i,-0.0005234+0.001332i,7.2103e-05+0.0013113i,-3.8905e-07+0.00051202i,-0.00033595+0.00032921i,-0.00047168+0.00069121i,-0.0003054+4.0537e-05i,-0.00066312-0.00044293i,0.00012703+2.5582e-05i,0.0010856+0.00020793i,4.9622e-05-0.00047622i,-0.00094577-0.00080096i,-0.00051594-0.00074573i,-3.6374e-05-0.00057214i,0.00033907-0.00070007i,0.00035369-0.00054829i,0.00030826+0.00014148i,0.00019389+0.00061543i,0.00039381+0.00067466i,0.00016641+0.0002825i,-0.00023392-9.4661e-05i,-0.00030272+3.6929e-05i,-0.0005167-8.196e-06i
0.00057565-0.0019782i,7.1235e-06-0.0017182i,-0.0011453-0.0020248i,-0.0015893-0.0027217i,-0.0015782-0.0021457i,-0.0014989-0.0014301i,-0.0012486-0.00049282i,-0.00088604+0.00010864i,-0.00031676-0.00011333i,0.00061539-0.00050098i,0.0013499-0.0010315i,0.0015003-0.00033347i,0.00067097+0.00089483i,0.00056432+0.0012348i,0.0012023+0.0011963i,0.0013804+0.0013817i,0.0012461+0.0015966i,0.00071875+0.00099479i,8.1732e-05+0.00036799i,-0.00020238+0.00010108i,-3.5202e-05-0.00096058i,-0.00043674-0.00087978i,-0.00060243+0.00017324i
0.00014815+0.002796i,0.00074003+0.0027698i,0.0011974+0.0028892i,0.0010952+0.00056619i,0.00075865-0.0014475i,5.9434e-05-0.0014067i,-0.00083293-0.0011512i,-0.001197-0.00088673i,-0.00070151+0.00010808i,0.0001847+7.66e-06i,0.00037805-0.00076187i,0.000254-0.00083916i,0.00023172-8.535e-05i,0.00029143+0.00027174i,0.00043343+0.00065705i,0.00046937+8.3443e-05i,-0.00042221-0.00065476i,-0.00074481-0.00055685i,-0.00023219-0.00021402i,-5.831e-05+0.00026586i,-2.7796e-05+0.00034511i,0.00017706+0.00013351i,0.00043559+0.00037773i
0.00036781-0.0015199i,7.3712e-05-0.0015264i,-0.001214-0.00095957i,-0.0013653+0.00058521i,-0.00029868+0.0015065i,-3.2118e-05+0.00088273i,-0.00055169-0.00012619i,-0.00036346-0.00023725i,0.00049518+0.00029192i,0.0014865+0.00084456i,0.0013798+0.00090649i,0.00081971+0.0003397i,0.00061585+0.0004152i,-0.00015618-0.00030349i,-9.2714e-05-0.00015832i,0.0003658+0.00025246i,0.0002639+0.00035822i,0.00010053+0.00083078i,3.5473e-05+0.00036901i,0.00051656+0.00048588i,0.00064759+0.00081182i,-0.00017995+0.00032533i,-0.00012439-0.00022577i
0.00025828-0.00035027i,-6.43e-05-0.0007401i,-5.5602e-06-0.00056705i,0.00014307+0.00012054i,-0.00073351-0.00019076i,-0.0017073-0.00038134i,-0.001363-0.00054147i,-0.0003598-0.00082713i,0.00048107-0.00050566i,0.0010906-0.00040686i,0.00066768-9.0385e-05i,-0.00022226+0.00031004i,-0.00031646+0.00050951i,-0.00081337+0.00024508i,-0.0015013-0.00020531i,-0.0013554+0.00017156i,-0.00013677-2.9744e-05i,0.00071188-0.00017498i,0.00083048+8.052e-05i,0.00086127-0.00011803i,-0.00014946-0.00025329i,-5.0323e-05-0.00030827i,0.0007314+1.7106e-06i
-0.0016476-5.9058e-05i,-0.0022898-4.6568e-05i,-0.0024457+0.00049114i,-0.0035077+3.9738e-05i,-0.003007+0.00040639i,-0.0014507+0.00088352i,-0.00098463+0.00088233i,-0.00056481+0.00088338i,-6.551e-05+0.00096097i,0.00016778+0.00085462i,0.00036891+0.00033789i,0.00023623-0.00011976i,-0.00030383+7.861e-05i,-8.7356e-05+0.00012441i,0.00022391-0.00035307i,-0.00059391-3.9816e-05i,-0.00037859+0.00051198i,0.00053803+0.00070688i,0.00092551+0.00060729i,0.00037577+0.00030994i,-9.5977e-05+0.00013694i,0.00044496-2.6413e-05i,0.00095053-0.00023443i
-0.00084791-0.00059591i,0.00091676-0.00050069i,0.0013139+0.0012069i,0.00036845+0.0027763i,-0.00019933+0.0024741i,0.00055956+0.00047587i,0.0010441-0.00029349i,4.8717e-05+0.00028762i,-0.00081489+0.00090118i,-0.00044536+0.00084244i,0.00032342+0.00024204i,0.00057744-0.00021123i,0.00085947-0.00033112i,0.00090137-0.00054254i,-0.00018417-0.00050681i,-0.00046155-0.00097916i,-9.2258e-05-0.0003543i,-0.00073303+0.0007145i,-0.0013786+0.00066702i,-0.00054786+0.00053059i,0.00019932+0.00062415i,0.00052824+0.00036772i,0.00053069+0.00049379i
0.00042921+0.0011424i,-0.00027676+0.00087257i,-0.00016596+0.00073216i,-0.00028232+0.0006374i,9.1939e-05-0.0008321i,0.00027871-0.002028i,-0.00021838-0.0017865i,-0.00023783-0.0011533i,6.6086e-06-0.00051381i,0.00095771-9.0566e-05i,0.00098353-0.00014024i,-0.00013648+0.00059206i,-0.00049041+0.0012941i,-0.00074646+0.001117i,-0.00088236+0.0005829i,-0.00075408-0.00010006i,-0.00011277-0.00033798i,0.00031094-0.00035124i,7.5156e-05-0.00051491i,0.00050633-0.00026827i,0.00082026+0.00046957i,0.00026397+0.0007224i,-0.00057321+0.00021691i
-0.00097237-0.0021312i,-0.0012338-0.0015835i,-0.00011026-0.0014066i,-0.00029716-0.00054229i,-0.0015955+0.00039787i,-0.0016668+6.7463e-07i,-0.0016013-0.00089691i,-0.0019682-0.00052494i,-0.001398+0.0010116i,0.00020774+0.0015173i,0.00053739+0.00067907i,-0.00029503+0.00013679i,-0.000673+0.0010136i,-0.00035969+0.0015553i,-0.00011284+0.0013821i,3.4593e-05+0.0011315i,0.00041603+0.00094329i,0.00047852+0.0013266i,0.00020325+0.0014766i,-1.6286e-05+0.00050806i,1.9846e-05-0.00032403i,-3.7086e-05-0.00010847i,-7.0963e-05-9.8623e-05i
-0.0010368-0.00020826i,-0.00081636-0.00067167i,-0.00084163-0.0015373i,-0.00095406-0.00064719i,-0.0018684+0.0004377i,-0.0017055+0.0002355i,-0.00073388-0.0001908i,-2.7636e-05-0.00052242i,8.3944e-05-0.00033458i,-0.00039986+0.00028843i,-0.00041724+0.00050892i,0.00057773+0.00064925i,0.00099893+0.0011388i,0.00030761+0.00038062i,4.8483e-05+0.00042117i,-0.00020622+0.0008373i,-7.2592e-05+0.00073291i,9.7196e-05+0.0010006i,0.00014337+0.00032595i,-0.00022191-0.0004163i,-0.00066009-0.00022441i,-0.00021417-0.00034121i,0.00033141-0.00039856i
0.00025367-0.00036218i,-0.0001689-0.00065111i,-0.0015957-0.00067892i,-0.0027109-0.00056884i,-0.0022246-0.00022142i,-0.00098666+0.00018353i,-0.0005228-3.8111e-05i,-0.0004617-0.00041094i,-0.00013437-0.00015513i,0.0004827+0.00024737i,0.00032459-0.00059324i,0.00035913-0.00050261i,0.00068962+0.0010479i,0.00062769+0.00092533i,0.00042657+0.00039722i,-2.3214e-05+0.00081546i,-8.2312e-05+0.00089213i,-5.6667e-05+0.00053343i,0.00039694-5.5649e-05i,0.00048566-0.00070553i,9.5654e-05-0.00026807i,-0.00017769+0.00025109i,-0.00018892+0.00048966i
-7.2682e-05-0.0007118i,-0.00026979-0.00084343i,-0.0013566-0.00040586i,-0.0019209-6.9505e-06i,-0.00085457+0.00022972i,-0.00024485-0.00059319i,-0.00074027-0.00083242i,-0.00077014-9.1747e-05i,-0.00016761+0.00032899i,0.00021024+0.00047511i,0.00083451+0.00031663i,0.0010429-0.00017746i,0.00053924-0.00072542i,0.00029043-0.00077809i,-3.704e-05-2.166e-05i,-0.00049976+0.00021496i,-0.0005905+0.00037034i,-0.0005544+0.00085924i,-0.00038914+0.00079498i,2.7868e-05+0.000929i,3.2248e-05+0.0012109i,0.00011076+0.00052099i,0.00048193-0.00012202i
-0.0013117+0.00029625i,9.5712e-05+0.00034755i,0.0010808+0.00063657i,0.00032589-9.9513e-05i,0.00011269-0.0013967i,-0.00025491-0.0015127i,-0.0010707-0.00099699i,-0.00082476-0.00089184i,0.00051101-0.000521i,0.0013866+3.4585e-05i,0.00098638-0.00079677i,0.00050946-0.001001i,0.00056408-0.0004012i,0.00068807-0.0006202i,-0.00017916-5.2814e-05i,-0.0015658+0.00077915i,-0.0013363+0.00066878i,-0.0010387-0.00022283i,-0.00076215-0.00053784i,-0.00024676-0.00017499i,-0.00048956+2.6586e-05i,-3.9203e-05+0.00043801i,0.00020188+0.00088444i
6.4327e-05-0.00081334i,-0.00015603-0.00048859i,-0.00067123-0.00035833i,-0.0010101-0.00021122i,-0.00013098+0.00014512i,0.00062169-0.00080531i,0.00057768-0.0014656i,0.001128-7.2089e-05i,0.00097922+0.0003614i,0.001242-0.0002467i,0.0017474-5.6047e-05i,0.00077448+0.0004941i,-4.7365e-05+0.00098387i,0.00033005+0.0012648i,0.0001949+0.00049307i,-6.2029e-05+0.00025655i,0.00023323+0.00025075i,-0.00024005-0.00039746i,-0.00092787-0.00024258i,-0.00031298+0.00029022i,0.00081339+0.00055943i,0.0010389+0.00030167i,0.0008212+0.00010867i
0.0020435-0.00013465i,0.0004737-0.00080186i,0.00050998-0.00083643i,0.00050613-0.0010994i,-0.00058067-0.00065453i,-0.0012314+0.0004812i,-0.00087799+0.00039585i,-0.0013215-0.00045918i,-0.0014339-0.00027814i,-0.00017326-0.00044511i,0.00071439-0.00060207i,0.00034051-0.00015956i,-4.909e-05+0.00062562i,-0.00025726+0.00148i,-2.777e-05+0.0014504i,0.00014201+0.00065699i,4.1224e-05+0.00019935i,-0.00042311+0.00029258i,-0.00060437+0.00051357i,7.6444e-05+0.00042116i,-0.00010875+0.00036611i,-0.00022833+8.9139e-05i,0.00050559-0.00031264i
-0.00096226-0.00068229i,0.00015929-0.0014061i,-0.00043588-0.0020546i,-0.0013408-0.0013138i,-0.0014923-6.0566e-05i,-0.0012062-0.00059877i,-0.0012189-0.0011509i,-0.0015212+7.8473e-05i,-0.0009796+0.00056034i,0.00020447-1.4181e-05i,-0.0001688-0.00059721i,-0.00092788-0.00029101i,-0.00058058-0.00025135i,-0.00045482-0.00016667i,-0.00050324+0.00092546i,-0.00065245+0.001092i,-0.00061413+0.00093603i,-1.4792e-05+0.0010054i,-0.00043117+0.00092324i,-0.0011532+0.00057846i,-0.00086315+0.00055072i,-0.00084891+0.00059732i,-0.00043843+0.00035449i
-0.0018375-0.0035343i,-0.0021943-0.0023128i,-0.0025693-3.537e-05i,-0.0026196+0.0014402i,-0.0016526+0.0017552i,-0.00057138+0.0017065i,7.1963e-05+0.0012205i,0.00042783+0.0014712i,0.0004702+0.0013128i,0.00084075+0.00066983i,0.00073581+0.00024188i,0.00086783-6.9514e-06i,0.00090545+0.00022356i,0.00021002+0.00063559i,0.00042527+0.00055318i,-0.00026266+0.00014702i,-0.0010469+1.9911e-05i,-0.00081011-0.00026725i,-0.00035964-0.00039747i,-0.00026022+0.0001799i,-0.00067088+0.00033155i,-0.0008609+0.00015426i,-0.0002172+0.0001525i
-0.00023384+0.0030307i,0.00094636+0.0027217i,0.0011928+0.0023997i,0.0014413+0.0012377i,0.0021096-0.00030997i,0.0020196-0.0007717i,0.00099881-0.00049156i,0.00062622+1.5241e-05i,0.0005124+0.00035579i,0.001086+1.3491e-05i,0.0012211-0.00022374i,0.00050128+0.00041115i,-0.00010085-5.9913e-06i,-0.00015259-0.00036756i,-0.00058979+0.00033401i,-0.00069703+0.00047175i,-0.00088278+0.00051006i,-0.00084842+0.00022901i,-0.00059333+0.00012831i,-0.00019777+0.00054664i,0.00035429+0.00029645i,0.00066039+8.2012e-05i,0.0010511+0.000232i
0.0016269-0.00077606i,0.00081205-0.0011069i,-0.0014603-0.0010473i,-0.0021243-0.00010787i,-0.0015867+0.00079741i,-0.00064684+0.00078562i,0.00023518-0.00023559i,0.00047226-0.00069733i,-0.00027595-0.00026422i,-0.00010447+4.3703e-05i,0.00060711-0.00020401i,0.00053171-0.00044931i,-0.00035379-2.4749e-05i,-0.0010139-0.00056058i,-0.00043778-3.4384e-05i,0.00027499+0.0005639i,0.00022739+0.00044885i,7.9607e-05+0.00041736i,-4.5141e-05+0.00042233i,-2.2387e-05+0.0007021i,0.00018812+0.00062795i,-7.1556e-05+0.00013033i,4.484e-05+0.00024212i
-0.0016471-0.00024185i,-0.0022235-0.00065936i,-0.0023051-7.1244e-05i,-0.0018984+0.00050771i,-0.0015616+0.00049872i,-0.0020271-0.00040767i,-0.0018037-0.0013206i,-0.00066393-0.00073839i,-0.00027717+9.1564e-05i,0.00030076+0.00034049i,0.00088433+0.00022188i,0.00069293-0.00046503i,0.00044297-0.0004065i,0.0001714+0.00015626i,-0.00033566+0.00058357i,-0.00019763+0.0011344i,0.00047371+0.00084211i,0.00036744+0.00073976i,0.00031581+0.0010217i,0.00014662+0.00020703i,9.7877e-05+7.2243e-05i,8.7183e-05+0.00089396i,0.00063461+0.00099135i
0.00028346+0.00036847i,0.0010358+0.0011522i,0.0023252+0.000327i,0.0013246-0.00070615i,-0.00045536-0.0013764i,-0.00012496-0.001024i,-0.00030551-0.00082718i,-0.00050043-0.001077i,-2.9853e-05-0.00013842i,0.0012084+0.00053496i,0.0016164+0.00079086i,0.00020577+0.0011682i,-0.00068094+0.00081504i,-0.00096259+0.00035468i,-0.0014448+0.00025235i,-0.00081331+0.00036152i,-7.4585e-06+0.00025696i,-0.00039582+0.0003161i,-0.00050787+0.0001361i,-0.0003832-0.00054092i,-0.00055524-0.00075723i,7.8104e-05-0.00074203i,0.0010747-0.00099455i
-0.00096847+0.00016168i,-0.00038834-0.0005129i,0.00070188-0.00043121i,0.00094665+0.00012572i,0.0011832+0.00069077i,0.00033365+0.00039976i,-0.00058028-0.00016256i,-0.00040961-0.00027688i,0.00017716-0.0001976i,0.0018624+0.00034466i,0.0018597+0.0012274i,0.00036793+0.0010601i,5.0997e-05+0.00071949i,0.00022004+0.00046069i,-7.5195e-05+0.00024443i,-0.00032268+0.00040707i,-0.00035679+1.3556e-05i,9.3768e-05-0.00058389i,0.00040411-0.0008071i,0.00048605-0.0001438i,0.00055779-0.0001734i,0.0003435-0.00045579i,-4.8259e-05-0.0002936i
-4.8575e-05-0.0011492i,-3.3357e-05-0.0001882i,-0.00023686+0.00087258i,-0.0011747+0.00091916i,-0.00086754+0.00051109i,0.00019382+4.0159e-05i,-8.1074e-06-0.00038657i,-0.00045745+0.00039115i,0.00044891+0.001099i,0.001689+0.00031184i,0.0013468-0.001058i,0.00078904-0.0010466i,0.00038904-0.00057845i,-0.00022014-0.00037i,-0.00077211+0.00039343i,-0.00053125+0.00013447i,-0.00043313-2.5223e-05i,-0.0006051+0.00049913i,-0.0010637+0.00036286i,-0.0013609+0.00016398i,-0.00068481+0.00016666i,0.00018485-1.8736e-05i,0.00044437-0.00076997i
8.4676e-05-0.00087015i,-0.00045402-0.00042422i,-0.0020038-0.0003907i,-0.0019532-0.0004016i,-0.0012558+5.1025e-05i,-0.0011222-4.4597e-05i,-0.00076148-0.00025002i,-0.00041562-0.0004158i,0.00049063+8.7173e-05i,0.0017323+0.00092637i,0.0013459+0.00099001i,0.00071098+0.00082892i,0.00082775+0.00053498i,0.00029232-8.5924e-05i,-0.00047612-0.00021695i,-0.00061274-0.00016211i,-0.00061144+0.00028256i,-0.0010177+0.0010612i,-0.0011508+0.0014671i,-0.00037709+0.0012151i,-0.00035895+0.00010704i,-0.00024136-0.0011153i,0.0006049-0.00079546i
0.00065015-0.0017363i,-0.00083481-0.00065343i,-0.0010024-0.0018265i,-0.0011966-0.0015344i,-0.0015891-2.8419e-05i,-0.0016349-0.00010158i,-0.00078889-0.0012918i,-6.8908e-05-0.001036i,0.00038268+0.00025643i,0.0010057+0.00046592i,0.00037209+0.00042322i,-0.00040447+0.0010483i,0.00028939+0.0023789i,0.00043244+0.0022425i,0.00055683+0.00073657i,0.00096228+9.6243e-05i,0.00033754-9.8135e-05i,0.00010845+5.7616e-06i,0.00010115+0.00016869i,-0.00012117+0.00014847i,0.00017799+0.00046085i,0.00026582+0.00094245i,0.00013004+0.00093885i
0.00027413-0.0016177i,-0.0013444-0.0026837i,-0.0026567-0.0036455i,-0.0029294-0.0034935i,-0.003208-0.0025869i,-0.0029508-0.0014637i,-0.0021-0.00031977i,-0.0010295+0.00023703i,0.00014978+0.00048969i,0.0014473+0.00072609i,0.0011118+0.00014082i,6.3472e-05+0.00045687i,-0.00010753+0.001707i,9.2836e-05+0.00091588i,0.00033515-0.000157i,0.00080226-6.9372e-05i,0.00085793+0.00038853i,3.1541e-05+6.4276e-05i,-0.0005491-0.00059184i,-0.0007069-0.0007172i,-6.2798e-05-0.00081407i,0.00058703-0.00068065i,0.00050041-0.00065084i
-0.00018089-0.00018962i,-0.0005093-0.00052104i,-0.00078268-0.0011799i,-0.00081667-0.0010952i,-0.00060336+0.00019683i,-0.00048746+0.00033991i,-0.00038641-0.00026516i,-0.00012561-7.4132e-05i,-0.00038125+0.00070931i,0.00026555+0.0010131i,0.0010476+0.00062758i,0.000733+0.00068828i,0.00021844+0.00089544i,-1.0947e-06+0.00075481i,0.00011574+0.00079702i,3.8742e-05+0.001261i,-9.1256e-05+0.0014784i,0.00028884+0.0005608i,0.00019884-0.00026834i,3.1974e-05-0.00039538i,0.00011984+0.00013145i,0.00036036+0.00056643i,0.00062012-0.00024012i
7.3342e-05+0.0002251i,-0.00031984-0.0005816i,-0.00081162-0.00053342i,6.4071e-05-0.00043223i,8.6752e-05-0.00011667i,-0.00034721+0.00030028i,0.00024065-0.00035421i,0.00014085-0.00077917i,-0.00079397-0.00014279i,-0.00012114+0.00046141i,0.0011479-0.00025625i,0.00056566-0.00038348i,-0.00035273-3.0455e-06i,-0.00047778+0.00055886i,-0.00039696+0.00063162i,0.00011787+0.00012323i,0.00067435-0.00014696i,0.00031405+0.00014898i,-0.00046678-0.00017214i,-0.00063392-0.00075787i,-0.0005566-0.00060461i,-0.00044996-0.000493i,-0.00023941-0.00069348i
0.0006635+0.0023873i,0.00053735+0.0014026i,0.00030481+0.00067187i,0.00057757+0.00028611i,0.00039401+0.00020051i,-0.00026437-0.00025681i,-0.00018697-0.00051985i,-0.00055346+6.9721e-05i,-0.00015242+0.00052642i,0.0012602-0.0002688i,0.001158-0.0010518i,-3.6114e-05-0.0010317i,-0.00053531-0.00043371i,-0.00028679+0.00032422i,2.6296e-05+0.00034777i,2.8858e-06-0.00053294i,-0.00026535-0.00049557i,-0.00052898-3.3143e-05i,-0.00042964+6.1213e-05i,0.00033327+0.00022385i,0.00028687+0.0009933i,-0.00017049+0.0008316i,0.00057331-6.6633e-06i
-0.00080562-0.00021471i,-0.00092552-0.00042975i,-0.0017072-8.5644e-05i,-0.0015762+0.00026927i,-4.5166e-05+0.00078961i,0.00070939+0.00074572i,6.8323e-06+0.00093232i,-5.3728e-06+0.0012824i,6.7331e-07+0.00040482i,0.00064086-0.00026986i,0.0016134+0.00040639i,0.0011379+0.00088701i,0.00094026+0.00019727i,0.00083166-0.00016928i,0.00031348+5.4313e-05i,-7.8299e-06+7.4573e-05i,-0.0005669+0.00018732i,-0.00070546+0.00095384i,-0.00061407+0.0009996i,-0.00026104-4.0622e-05i,-0.00042989-0.00014418i,-0.00099819+0.00080903i,-0.00066484+0.0010389i
-0.00077591+0.0017474i,0.0013945+0.0018423i,0.0011273+0.0016974i,0.00079974+0.00036359i,0.00075581-5.2291e-06i,-0.00050884+0.00015261i,-0.00081987-0.00019502i,-0.00038933+2.3679e-05i,8.4147e-05+0.0001152i,0.0005659-0.00040102i,0.00041233-0.0006643i,0.00022283-0.00026256i,-0.00012767+0.00071506i,-0.00099069+0.0014377i,-0.0014989+0.00090656i,-0.00046065+0.00012299i,0.00094724-9.4702e-05i,0.00062403+0.00037992i,0.00040214+0.00055474i,0.00069869+2.6055e-05i,0.00038645-3.5145e-05i,-0.00048611-0.00025794i,-0.00036687-0.00041659i
-0.0010313+0.00062825i,-0.00097925+1.7431e-06i,-0.0015699-0.00034954i,-0.00025069-0.00037948i,0.0013777-0.00010532i,0.0016652-0.00032268i,0.00070866-0.00080284i,-0.00010211-0.00038031i,-0.00014364+0.00054914i,0.00036438+0.00055925i,0.00037282+0.00018827i,-0.00028451+0.00035561i,-0.00037361+2.4451e-05i,-0.00047621-0.00057088i,-0.00030432-0.00048889i,-8.0759e-05-0.00036957i,-0.00040344-0.00018252i,-0.00080706+8.1205e-05i,-0.00063746+0.00024136i,-0.00083546+0.00025165i,-0.0006351+0.00018362i,-0.00017122+0.00031396i,-0.0004275+0.00019889i
0.0032824+0.00036683i,0.0017921-0.00085122i,0.0018926-0.0017271i,0.0019455-0.002517i,-2.9177e-05-0.0024099i,-0.0015669-0.0015142i,-0.00096911-0.0010202i,-0.00015357-0.0010689i,0.00016343-0.00088594i,0.00043084-0.00066268i,0.00034468+5.3019e-05i,0.00052916+0.00055891i,0.0008358+0.00094638i,0.00012496+0.001307i,-0.00098029+0.00070654i,-0.00032638-3.4572e-05i,-1.2485e-05+0.0006604i,-0.00066439+0.00069687i,-0.0011223+6.7038e-05i,-0.0012486-0.0002863i,-0.0011418-0.00016292i,-0.00065744+7.3459e-05i,-6.9442e-05+0.00036318i
-0.00015758-0.0010416i,-0.00067965-0.00037493i,-0.0016223-0.00020437i,-0.0019724-0.0002251i,-0.0013936-0.00090872i,-0.00062635-0.00075264i,-0.00050261-0.00015202i,-0.00063449-0.00037806i,0.0001372-0.00018722i,0.000698+0.00026151i,0.00050091-0.00021558i,0.00048083-0.00037521i,0.0009639+0.00019113i,0.00079748+0.00063422i,-5.5907e-05+0.00037148i,-0.00012588+0.0006096i,-0.00049402+0.0010369i,-0.00070875+0.00039269i,-0.00071076+0.00045723i,-0.0008785+0.0005304i,-0.0012206+0.00016519i,-0.00085062+0.00034856i,-0.00070237+0.0003886i
-0.00048119-7.1325e-05i,-0.00040915-0.00026182i,-0.00015949-9.9005e-06i,6.7026e-05+9.5061e-05i,-0.00024538-0.00035355i,-0.0011719-0.00058783i,-0.0014488-0.00069654i,-0.0011054-0.00018347i,-0.00039652+0.00015867i,0.0011705-0.00058313i,0.0016408-0.00084471i,0.00021198+8.1071e-05i,-0.00060996+0.0009066i,-0.00061414+0.0002734i,-0.00031467-0.00012042i,0.00032697+0.00046465i,0.00091204+0.00085761i,0.0011786+0.0012137i,0.00079529+0.00066283i,0.00032998+5.6734e-05i,-0.00022685+0.00033545i,-0.0002373+0.00081997i,0.00040769+0.00081395i
-0.0015493+0.00098217i,-0.0003846+0.0018331i,0.00095901+0.0020186i,0.00039062+0.0013398i,-0.00084296-0.0002997i,-0.00047068-0.0012347i,-0.00056076-0.0010376i,-0.00048909-0.0010926i,0.00027583-0.00055148i,0.00039914+0.00087654i,0.00054438+0.0012264i,0.00096363+0.00087711i,0.00092621+0.00049561i,0.0008329+0.00024152i,0.00079092+0.00055889i,0.00030003+0.0008488i,0.00050027+0.00065876i,0.00064602+0.00031836i,0.00035363-0.00024879i,-0.0006379-0.00058194i,-0.0005336+6.7109e-05i,-0.00010398-0.00022271i,-0.00023259-0.00048597i
