-0.003863+0.0015827i,-0.0019902+0.0024449i,-0.0018136+0.0039949i,-0.0011839+0.0032872i,-0.00041252+0.0014877i,0.00023884+0.00051495i,0.00033625+0.00047901i,0.00089409+0.00095584i,0.0015172+0.0010625i,0.0017053+0.00051916i,0.0012697-0.00011605i,0.00045771-0.00092629i,0.00040908-0.00070439i,4.6978e-05-2.7539e-06i,-0.00054271+0.00010113i,-5.0743e-05+0.0002729i,-0.00032407-7.2657e-05i,-0.00049521-0.00023774i,-0.00040394+0.00014348i,-0.00022341+0.0008353i,0.00024366+0.0011622i,0.00054396+0.00064989i,-0.00011659+0.00017719i
-0.00025986-0.00070367i,-0.00093899-0.00076175i,-0.0012663-0.001247i,-0.0012662-0.00029047i,-0.00084978-0.0005907i,-0.00029084-0.0016809i,-0.00061989-0.0019927i,-0.00025395-0.0017441i,0.00073654-0.0010025i,0.00058043-0.00056998i,0.0001654-0.00053807i,0.00026021-0.00046162i,0.00053446+0.00026486i,1.9818e-06+0.0003508i,-0.00082141+6.4029e-05i,-0.00040514+0.00032031i,-0.00020835+0.00026167i,-0.00061897-7.322e-05i,-0.00065255+0.000382i,-0.00073548+0.0010365i,-0.00056186+0.0010484i,-0.00049862+8.8595e-05i,-0.00036454-8.5944e-05i
0.00036323+0.0011433i,0.00070717+0.0005775i,0.0021051-0.0008122i,0.0022608-0.0018094i,0.0014-0.0018828i,5.3427e-05-0.0016324i,-0.0013703-0.0011679i,-0.0014903-0.00011285i,-0.00050762+0.00089971i,0.0007116+0.00091084i,0.0012093+0.00012725i,0.00062395-0.00046984i,-0.00031233+6.0943e-05i,-3.5899e-05+0.00068537i,0.00036957+0.00045573i,-0.00034851+5.8273e-05i,-0.00074668-0.00022594i,-0.00042569-0.0010667i,-0.00023657-0.0010902i,0.00015927-0.00050095i,0.00060637-0.00048628i,0.0011018-0.0010135i,0.00081937-0.0012508i
-0.00015542-0.00084171i,-0.00096181-0.00048121i,-0.0021288-0.0017975i,-0.0029452-0.0021543i,-0.0032257-0.00071319i,-0.0024584-5.3099e-05i,-0.0011157-0.00099505i,-0.0003453-0.0011764i,-0.00071571+0.00023062i,-0.00049073+0.0007431i,4.0555e-05+0.0002772i,-0.00029859+0.00029229i,-7.9598e-06+0.00027737i,0.00056546+0.00015755i,0.00040406+0.00015531i,-1.7965e-05+1.0502e-05i,0.00020393+4.9131e-05i,0.0002161+0.00027532i,0.00012368-7.4089e-05i,0.00062994-0.00045286i,0.00036151+0.00022642i,-0.00015174+0.00042573i,0.00019777-0.00022929i
-0.0013553-0.002273i,-0.0015634-0.00051049i,-0.0029989+0.00090377i,-0.0036443+0.00204i,-0.002739+0.0018413i,-0.00042547+0.0013777i,0.00056069+0.0010912i,0.00028645+0.00063796i,0.00026758+1.9856e-05i,0.00037398+0.00011063i,0.00010297+0.0012372i,-0.00020041+0.0013618i,-0.00024364+0.00043314i,-5.3826e-05-4.2838e-05i,0.00047849-6.4162e-05i,0.00070467-0.00043301i,0.00066558-0.00037917i,0.00020677-7.3063e-05i,0.00041084-0.0003343i,0.00049864-3.2807e-05i,0.00018499+0.00057779i,-0.00031594+0.00050125i,-0.00091687-3.389e-05i
0.0013566+0.001628i,0.001057+0.00020217i,0.00068567-0.0010941i,0.00083853-0.0025399i,8.6466e-05-0.0030189i,-0.0011911-0.0023007i,-0.001297-0.0012215i,-0.00080491-0.00068045i,0.00039727+5.0448e-05i,0.0007975+0.00062506i,0.00049528-0.00013305i,0.0005239+0.00016992i,-0.00035363+0.00057728i,-0.0017711+0.00029098i,-0.0013698+0.0009841i,-0.00059869+0.0017818i,-0.00067901+0.0013045i,-0.00071633+0.00016042i,-6.674e-05+1.2916e-05i,0.00013515+0.0011259i,0.00047549+0.0011741i,0.0016303+0.00021706i,0.0014862-0.00061361i
-7.3753e-05-0.00089363i,0.00051057-0.0010857i,0.00025296-0.00089788i,-0.00096407-0.00077656i,-0.0019556-0.00045088i,-0.0013431-0.00075454i,-0.0008918-0.0012199i,-0.0011401-0.00064718i,-0.00022837+0.00013713i,0.00087537+0.000976i,0.00046105+0.0009717i,0.0007008+0.00032636i,0.0010744-6.8024e-05i,0.00070341+3.6392e-05i,0.0002587+0.00042757i,-0.00035868+0.00055571i,-0.0010164+0.0012204i,-0.00062991+0.0010535i,0.00032225-8.5621e-05i,0.00043394-4.7529e-05i,8.4838e-05+0.0010506i,-0.00014003+0.0012291i,-0.00044288+0.00046506i
0.0010831+0.00066421i,0.0010792-3.1097e-05i,0.0015489-0.00091248i,0.0010719-0.00087795i,0.00046813-0.0012166i,-0.00014651-0.0018501i,0.00052262-0.0012824i,0.0010619-0.00062139i,0.00059775-0.00071582i,2.6086e-05-0.00031379i,0.00032865+4.0973e-05i,0.00062609-0.00021991i,0.00029921-0.00017742i,0.00040207+2.0034e-05i,0.00052118-2.8861e-05i,-0.00014175-0.00013081i,0.00012871-0.00040238i,0.00067491-0.00047789i,0.000431-0.00033751i,0.00014659+2.7046e-05i,-7.5188e-05+0.00026875i,-0.00015251-0.00045651i,-0.00023694-0.0007185i
0.00021459+0.00041806i,0.00091999+0.00053579i,0.00078951+0.00012198i,0.00055345-0.00033241i,0.00019993-9.1794e-05i,-0.00043292+0.00020811i,-0.00069413-0.00036017i,9.9401e-05-0.00071006i,0.00058137-0.00012245i,0.00092434+0.00060714i,0.0018956+0.00063892i,0.0020096-0.00030926i,0.00089205-0.00065959i,-3.5109e-05+3.2965e-05i,-3.4925e-05+0.00024402i,-0.00030786-0.0002906i,0.0001974-0.0007333i,0.00048348-0.00099025i,0.00021932-0.00084173i,0.0003429-0.00071635i,-0.00029079-0.00060821i,-0.00077835+0.00010998i,0.00049367+9.2614e-05i
-0.00056951+0.00070933i,-8.2406e-05+0.0013734i,-0.0015414+0.0015315i,-0.0027741+0.0010463i,-0.0023655-6.5355e-05i,-0.0011619-0.00056951i,0.00013501-0.00066926i,0.00054384-0.0009105i,0.00085791-0.00039937i,0.0010577+9.5916e-05i,0.00086317+0.00021295i,0.00043524+0.00073539i,-3.6934e-05+0.00061949i,8.6092e-05+0.00013868i,0.00019887+0.00032839i,0.00010165+0.00038193i,-0.00016924+1.9515e-05i,4.6236e-05-2.9495e-05i,0.00036768+0.001126i,0.00029432+0.001193i,0.00055578+0.00093094i,0.00041944+0.0010346i,0.00023556-0.00010754i
-0.0015413-0.0012569i,-0.00087904-0.0009584i,-0.00051421-0.00062126i,-0.00020204-0.00031745i,-0.00035135+0.00030449i,-4.3659e-05+7.953e-05i,0.00047195-0.00053112i,0.00031622-0.00081276i,6.318e-05-0.00052873i,0.00023581-0.00048582i,0.00037868-0.00021742i,0.00022094+0.00019882i,-0.00022344+0.00035216i,-0.00024961+2.1052e-05i,0.00047239-0.00022687i,0.00036735+0.00094265i,-0.0005519+0.0017438i,-0.00037916+0.0015305i,2.1961e-05+0.0011959i,-0.00052577+0.00091314i,-0.000269+0.00018694i,-1.2626e-05-0.00012758i,-0.00050159-0.00020275i
-4.6354e-05+0.00097875i,0.00095913+0.0015997i,0.001447+0.00099332i,0.0011361-2.6269e-05i,0.00080072-0.00047688i,-0.0010524-0.00021335i,-0.0012544-0.00055089i,1.7351e-05-0.00047524i,0.0002349+0.00081394i,0.00096699+0.0016225i,0.0014493+0.000776i,0.00085503-0.00063242i,0.00046024-0.00077215i,-0.00086832+5.419e-05i,-0.0017202+0.00026019i,-0.001068+0.00091533i,-0.0010738+0.0011147i,-0.0011039+0.00039272i,-0.00061771+0.00021866i,-0.00042392+0.0003294i,-0.00036273+0.00031644i,2.9363e-05-9.2749e-05i,0.00046718+0.00027246i
-6.211e-05-0.0015148i,-0.00087953-0.0020134i,-0.0018282-0.0022559i,-0.0023505-0.0016298i,-0.0021105-0.0010369i,-0.0010216-0.00056552i,-0.0001588+6.5254e-05i,-0.00039613+0.00098461i,-0.00027112+0.00076064i,0.00035567+0.00019377i,0.00077378-0.00012886i,0.0006957+0.00010464i,0.00063431+0.00091461i,0.0011603+0.0013779i,0.0015928+0.00087538i,0.00092268+0.00055964i,3.8847e-05+0.00041385i,-0.00035356+1.8972e-05i,-0.00029783-2.4309e-05i,-0.00033145+7.2991e-05i,-0.00075566+8.0639e-05i,-0.00033116+0.00013137i,-5.5962e-05+0.0005516i
0.00058445+0.0014239i,0.00051656+8.5419e-05i,0.00032247-0.00026903i,-0.00053272-0.00021154i,-0.0014172-0.00029446i,-0.0015372-0.00077722i,-0.0011103-0.00052541i,-0.00051674+0.00026317i,0.0005178+0.0008781i,0.001626+0.0018578i,0.0018909+0.0017785i,0.00082509+0.00079475i,-0.00014437+0.00016334i,-0.00033917+0.000138i,-0.00029257+0.00020605i,-0.00055191+0.00043107i,-0.00060902+0.00018303i,-0.0007669-0.00046768i,-0.00080103-0.00045243i,-0.00040014+0.00031715i,-0.00024603+0.00059345i,-0.00039148-0.0001069i,-0.00038093-0.00079626i
0.001276+4.7349e-05i,0.0022349-4.2605e-05i,0.0029101-0.0012878i,0.0024726-0.0020481i,0.0014326-0.0014947i,-3.4427e-05-0.00067172i,-0.00054268-0.00042904i,-0.00052454-0.00076236i,-0.00089781-0.00035093i,-0.00018856+0.00036639i,0.00013819-9.7461e-05i,-0.00059702-5.4396e-05i,-0.00065818+0.00087403i,-0.00054163+0.0012218i,-0.00021495+0.0010827i,0.00026587+0.00060265i,0.00032889+0.00032999i,0.00054022+0.00034337i,0.00061099+0.00061544i,-9.034e-05+0.00033714i,-0.00064347-0.0003215i,-0.0011278-0.00020909i,-0.0012923-0.0002811i
0.003506-0.0017301i,0.0033245-0.0026929i,0.00071341-0.0040753i,-0.0019255-0.0034378i,-0.0029251-0.0023183i,-0.0026405-0.0018544i,-0.0018988-0.0010223i,-0.00048423-0.00010788i,0.0010807-0.00020956i,0.0014842-0.00046165i,0.00096244+0.00060964i,0.00057525+0.0012734i,0.00023512+0.0018303i,0.00045346+0.0023607i,0.00024543+0.0020459i,0.00016781+0.0016186i,0.00035192+0.0011749i,-0.00036199+0.00020116i,-0.0010154-0.00066129i,-3.4051e-05-0.0005805i,0.00059203-0.00035843i,-0.00025459-0.00033009i,-0.00073384-0.00010951i
0.00040452+0.0021607i,0.00057284+0.0014586i,0.00047428+0.0015983i,0.0012404+0.00068509i,0.0018466-0.0008233i,0.0015037-0.0012186i,0.00069417-0.00062943i,0.00059282-1.5972e-05i,0.00090354+0.0004745i,0.0011024+0.00022247i,0.00076408-3.1956e-05i,0.00022353+0.00059065i,-0.00021726+0.00028942i,-0.00029061-0.00018389i,-0.00045302+0.00039527i,-0.0009718+0.00077179i,-0.0010328+0.00039613i,-0.0010176-1.4914e-05i,-0.00092644+0.00015517i,-0.00050097+0.00049526i,-0.00014739+0.00019243i,0.00033976+4.2013e-05i,0.0010537+0.00083887i
-0.00081704+0.00084886i,0.00035643+0.00012177i,0.00085909+0.00019606i,0.00074232-0.00040596i,0.00059339-0.00055647i,-0.00016761-0.0014691i,-0.00045777-0.0017832i,-0.0004916-0.00051678i,-0.00059034+0.00032054i,-5.9986e-05+0.00057878i,0.0012105+0.00069342i,0.0012496+6.1218e-05i,0.00058145-0.00010903i,0.00012707+0.00011902i,-0.00034002+0.00020089i,-0.0010481+0.00028114i,-0.0010565+0.00015104i,-4.6169e-05+0.00012037i,0.00015374+0.00052983i,-0.00040911+0.00044186i,-0.00014759+0.0002705i,0.00033252+0.00080821i,-8.7838e-05+0.0005141i
0.00090243+0.0011916i,0.00073591+0.00022145i,-0.00082775-0.0008329i,-0.0015323-0.0014873i,-0.00068033-0.0015378i,-0.00051066-0.0010817i,-0.000803-0.00070195i,-0.00032158+7.3126e-05i,0.00032452+0.00064253i,0.00029999+0.00096877i,-0.00021445+0.0010879i,-0.00051902+0.0010803i,-0.00017227+0.00093904i,0.00075231+0.00049922i,0.0011838+0.0006458i,0.00074122+0.00073442i,-0.00055598+0.00054526i,-0.00090297+2.7371e-05i,-0.00087127+0.00023684i,-0.00083165-0.00018592i,2.3037e-05-0.00033621i,0.00096131+0.00065173i,0.00047115+0.00079606i
-0.0020391-0.00017902i,-0.00085372+7.1011e-05i,-0.0011403+0.00095747i,-0.0014264+0.0013126i,-0.00061274+0.00092731i,-0.00059571+0.00021727i,-0.00035046-0.00016177i,0.00027281-0.0003831i,0.00048895+0.00011039i,0.00053771+0.00021451i,0.00021253-8.5614e-05i,-0.00056214-0.00022266i,-0.00046963-0.00064563i,1.534e-06-0.00073503i,-0.00060986-0.00024735i,-0.0011258-7.3218e-06i,-0.0010218+0.00038284i,-0.0011592+9.7353e-05i,-0.00074103+0.00029559i,-0.00035026+0.00052168i,-0.00044242-6.1785e-05i,0.00013905-0.00054198i,0.00093093-0.00013487i
0.0007296+0.0023547i,0.00042367+0.0011796i,0.00081644+0.00058773i,0.00065819+9.7747e-05i,0.00025749-0.0015824i,-0.00028527-0.0021574i,-0.00042109-0.0012916i,0.00052179-0.0003652i,0.00097469+0.00032381i,0.0011167-7.6983e-05i,0.0011467-6.183e-05i,0.00070772+0.0001143i,0.00076559+9.3517e-05i,0.00015091-5.7864e-05i,-0.00077123+0.00015942i,-0.001071+0.0011473i,-0.0006334+0.0013272i,-0.00057361+0.00035525i,-0.00057266-0.00066926i,-0.00020812-0.00065272i,0.00013628-0.0001459i,0.00043328+0.00050057i,0.00010885+0.0010509i
0.00047893+0.00087252i,0.00039568-0.00034055i,0.00027748-0.00088163i,-0.00024609-0.001097i,0.00036318-0.00052681i,0.0016154-0.00011381i,0.0013705-0.00063647i,0.00026202-0.00096733i,-0.00041635-0.00038816i,0.00028024-0.00049742i,0.0010273-0.00016704i,0.00057208+0.00078185i,0.00026935+0.00026681i,-4.6888e-05-0.00035904i,-0.00015394-0.00023318i,-6.4534e-05-0.00011081i,-0.00050356+0.00024934i,-0.00023174+0.00031007i,7.0169e-05+3.1024e-05i,-6.2568e-05+0.00039203i,-0.00059711+0.00066906i,-0.00063669+0.00051938i,-0.00014069+0.00066228i
0.0011295-0.00018478i,0.0024727-0.00021957i,0.0012229-0.0001214i,-0.00026347-0.00060058i,-0.00065223-0.0011428i,-0.00028224-0.00093234i,-0.00038003-0.0010756i,-0.00071477-0.00063591i,-0.00035843+0.00035934i,0.00036269+0.0013283i,0.00040838+0.0012732i,0.0005201+0.00031597i,0.00039885-0.00017916i,-0.0002131-0.00027247i,-0.00053051-0.00030282i,-0.00061073+0.00017876i,-0.00054863+0.000694i,-0.00038348+0.00039551i,-0.00047845-8.3704e-05i,-0.00035017-0.00043607i,-0.00038966-0.00060448i,-0.00044352-0.0002381i,-0.00038628-6.6121e-05i
-0.0020418+0.00094745i,-0.0014773-4.8591e-05i,-0.0012656-0.00023779i,-0.0013819+0.0015444i,3.7417e-05+0.0015741i,0.001434-0.00048438i,0.0008862-0.0013051i,-0.00066404-0.0004438i,-0.00076338+0.00047965i,0.00031658+0.00047492i,0.00043856-1.5024e-05i,-0.00012766+0.00016459i,-0.00034822+0.00092265i,-0.0007338+0.00059437i,-0.0013447-0.00030046i,-0.00059715-0.00018135i,0.00062846+0.00052948i,0.00042856+0.00060617i,0.00021576+0.00054878i,0.0002564+0.0004565i,-5.1563e-05+0.00010977i,-0.00038549+0.00018527i,-0.00058109+0.00044532i
0.00091178-0.00032473i,0.000551-0.0019215i,0.0013551-0.0024353i,0.0010191-0.0015532i,0.00023565-0.00054578i,0.00022727-0.0005049i,-5.7181e-05-0.00070805i,0.00068604+0.00014101i,0.00089032+0.00028412i,0.00051693-0.00019743i,0.00081344+2.6471e-05i,0.00024425+0.00068907i,-0.00032947+0.0013631i,0.00021957+0.0017751i,0.0004164+0.0015071i,-0.00025759+0.00093726i,0.00020073+0.00038874i,0.00084533+0.00025105i,-8.9591e-05+1.1305e-05i,-0.0006802+5.4892e-05i,-0.00053128+0.00034094i,-1.6985e-05-3.5394e-06i,0.00046175+0.00024113i
-0.0010926+0.0022007i,-0.00010754+0.0020439i,0.00033947+0.0011576i,0.00044112+0.00033862i,0.00073318-0.0003793i,0.00041739-0.0018752i,-0.00015579-0.0018687i,-0.00042042-0.00099946i,0.000716-0.00030399i,0.0010754+0.00012494i,0.00076468-0.00033049i,0.00053167-0.00034508i,-0.000199+0.00047281i,-0.00042486+0.00015703i,0.00015147-0.00028205i,0.00053878+0.00017978i,0.0003789+0.00069236i,0.0003422+0.0001799i,0.00054275+0.00012309i,0.00020955+0.00043487i,0.00010432+0.00065993i,0.00011456+0.00027304i,0.00057009-0.00050947i
0.0026607-0.0029247i,0.001375-0.0039398i,-9.5428e-05-0.0041024i,-0.0016348-0.0034949i,-0.0022169-0.002314i,-0.0016486-0.0012577i,-0.0010282-0.00071293i,-0.00066203-2.9657e-05i,2.9507e-05+0.00048884i,0.00048743+0.00032596i,0.00038341+0.0001283i,-0.00095691+0.00024112i,-0.00077735+0.0010643i,0.00012945+0.0014943i,0.00049476+0.0010961i,0.00043503+0.00083442i,-0.00070345+0.00053457i,-0.00098946-0.0002871i,-0.00069796-0.00029088i,-0.00019079+0.00057634i,-0.00012637+0.00085315i,-0.00056068-3.8906e-05i,-0.00030882-0.00052573i
0.00011314-0.00054634i,9.119e-05-0.00029498i,-0.00058272-0.00051848i,-0.0017515-0.0011937i,-0.0019647-0.0011146i,-0.0012499-0.00041458i,-0.00091756-0.00034221i,-0.00052479-2.0164e-05i,-4.1858e-05+0.00026804i,0.00056572-3.2319e-05i,0.00057592-5.2272e-05i,0.00017061-0.0001596i,0.00033626-0.0001628i,-0.00015461+0.00018917i,-0.00093739+0.00071525i,-0.00095861+0.00078217i,1.0696e-06+0.00079485i,0.00042356+0.0007388i,0.00011658-4.9644e-05i,-0.00059668-0.00057579i,-0.001112-0.00058923i,-0.00037575-0.00044735i,0.00039779-0.00059001i
0.00047666-0.00065842i,-0.00015462-0.001288i,-0.0011403-0.0012396i,-0.001102-8.9139e-05i,-0.00054922+0.00017954i,-8.5332e-05-9.593e-05i,0.0007058+1.323e-05i,0.0013023+0.00012612i,0.0012587+0.00024759i,0.00058752-8.4487e-05i,0.00020346-0.00043258i,0.00036658-0.00014031i,0.00039947+0.00057111i,0.0007949+0.00057758i,0.0010294+0.00020331i,0.00018459-0.00034544i,-0.00025392-0.0002994i,-0.0005671+0.0004188i,-0.00064395+0.00042845i,-0.00011769+0.00021194i,0.00055818+0.00011379i,0.0011222+0.00032623i,0.00065332-0.0002713i
0.0010063+1.6544e-05i,0.00079591-0.0014902i,0.00038643-0.001295i,-0.00026151-0.0011268i,-0.00051965-0.001033i,-0.00057017-0.00061758i,-0.0010506+0.00033896i,-0.001432+0.0007938i,-0.00028537+0.00044357i,0.0013178+0.00061628i,0.0012407+0.0003533i,0.00079534-0.00061263i,0.00052087-0.00056937i,-0.00021572-0.00025112i,-0.0006135-0.00037893i,-0.00030501-0.00031169i,-0.00017102-0.00017552i,6.6113e-05+1.1088e-05i,0.00066353+0.00086331i,1.5771e-05+0.00095749i,6.2973e-05+0.00046623i,0.00015888+6.6122e-05i,0.00017582-0.00031975i
-0.00024981-0.00082636i,0.00083983-0.0018333i,0.00032024-0.002253i,0.00015427-0.0015543i,0.0006419-0.00075839i,0.00030375-0.00062976i,-0.00038686+0.0001737i,-0.00073434+0.00078462i,-7.2971e-05+0.00070685i,0.00049941+0.00091294i,0.00044528+0.00065056i,0.0009278-0.00032209i,0.0010243-0.0006245i,0.00075969-0.00032816i,0.00050419-9.5312e-05i,0.00017969+0.00016096i,0.00023688-0.00022059i,-0.00020075+0.00018297i,-0.00088702+6.7695e-05i,-0.00033803-0.00029228i,-0.00019739+0.00029754i,-0.00038759+0.00076139i,-0.00018241+8.8617e-05i
0.0035879-0.00062163i,0.0035806-0.0019525i,0.0016315-0.0019882i,-0.00017545-0.0014029i,0.00049373-0.0015439i,0.00083846-0.0013349i,4.6156e-05-1.1581e-06i,-0.00043914-6.0498e-05i,5.486e-05-0.00071033i,-5.4166e-05-0.00020725i,-2.4195e-05+0.00044312i,-0.00025189+0.00059503i,-0.00061869+0.00034245i,-0.00088613+4.0093e-05i,-0.00082756-0.0003748i,6.8666e-05-0.0007496i,0.00036009-0.00028415i,0.00016766+6.3069e-05i,0.00020737+0.00010306i,0.00024972+0.00030196i,-0.00027469-9.9454e-06i,-0.00014418-0.00040319i,0.0010197-0.00083674i
0.0010896+0.00091514i,-0.00018879+0.00053351i,-0.0003235+0.0006133i,-0.00070495+0.00042576i,-0.00068906-0.0010218i,-0.00028291-0.0015416i,-0.00016937-0.00083792i,0.00013083-0.00024533i,0.00056946-0.00013719i,0.00095007-0.00052493i,0.00078032-0.0007237i,8.4742e-06-0.0002094i,0.00017544-0.00021289i,0.0003588+6.5931e-05i,-0.00075361+0.00039291i,-0.0012577+0.00023015i,-0.0005824+0.00014159i,-0.00055563-9.0055e-05i,-0.00026631-0.00046183i,-1.9178e-05-7.0206e-05i,-0.00011684-0.00017768i,7.0167e-05-0.00029431i,-0.00073522-2.3363e-05i
0.00083744+0.00016409i,0.0013875-0.00079075i,0.00078736-0.00084074i,-0.00055873-0.00073507i,-0.0013232-0.00024993i,-0.0010415+0.00062812i,-0.00099874+0.00063233i,-0.00048481+0.00015973i,0.00076618-0.00037552i,0.0011792-0.00036221i,0.00031612-0.00018637i,-0.00039977-0.00021072i,-0.00058228+1.0959e-05i,-0.00047435+3.4091e-05i,-0.00022461+0.00041433i,-0.00047593+0.0010723i,-0.0010678+0.00062189i,-0.0011508+0.00041563i,-0.00053624+0.00015359i,6.1045e-05-0.00033446i,0.00055568-0.00043752i,0.0002518-0.0003215i,0.00026146-0.00030115i
0.00096935+0.0020311i,0.00087881+0.0015042i,-0.00019332-0.00018087i,0.00033715-0.0018441i,0.0015082-0.0023558i,0.00097614-0.002182i,0.00025027-0.0013914i,0.00075442-0.00011128i,0.00076455+0.00070243i,0.00067227+0.00037726i,0.00054282-0.00013298i,-0.00013666+4.6503e-05i,-0.00019623-0.00018785i,7.3229e-05-0.00030253i,0.00033355+0.00025141i,0.00019078+0.00072928i,0.00030879+0.00061568i,0.00070317-1.3165e-05i,3.0641e-06+6.5435e-05i,-0.00070099+0.00020213i,-0.0004715+0.00015937i,-0.00046734+0.0003647i,-0.0001342+0.00034631i
7.8692e-05-0.0010448i,-0.00025576-0.0008191i,-0.00056223-0.0011678i,-0.0012052-0.0013115i,-0.0013611-0.00095275i,-0.00050591+0.00033717i,0.00026457+0.00040548i,0.00013115+4.8032e-05i,4.1938e-05+0.00020637i,0.00089354-0.0001438i,0.0012758-0.00091931i,0.00017237-0.00070626i,-0.00035697+0.00036405i,0.00032951+0.00017447i,0.00050876-0.00050344i,0.00064278+0.00011873i,0.00040422+0.0010263i,0.00023758+0.00073421i,-0.00028905+0.00055193i,-0.00060115+0.00047784i,0.00029781+0.00022641i,0.00038527+0.00065946i,-0.00018924+0.00080596i
0.0010366+0.0014762i,0.00053073+0.00076769i,0.0003112+0.0010547i,0.00039618+0.00094821i,0.00031729+0.00019784i,-0.00045827-0.0019598i,-0.0011006-0.0023218i,-0.00045237-0.0010326i,0.00059232-0.00037818i,0.00087669+4.3266e-05i,0.00061973-0.00049943i,9.7533e-05-0.00090802i,-0.00030365-0.00025659i,-0.0005206-5.3794e-05i,0.00010908-0.00045925i,0.0004628+0.00010037i,8.1596e-05+0.0006126i,0.00033004+0.00059367i,0.00011526+0.00037239i,-9.0632e-05+0.00052293i,0.00018311+0.00059733i,0.00027575-0.00026583i,0.00072214-0.00089563i
-0.00228-0.00038037i,-0.0024487-0.00093877i,-0.0022778-0.00014933i,-0.0018167+0.00047634i,-0.0011548+0.0011124i,-0.00036517+0.0017087i,-0.00011113+0.00058529i,-0.00039081-0.00093147i,-0.00037026-0.0011969i,0.00031825-0.00039074i,0.000924+0.00020998i,0.00027217+0.00056539i,1.8476e-05+0.00085045i,0.00065659+0.0012883i,0.00082108+0.0015331i,0.00033706+0.0012847i,-0.00093436+0.00034014i,-0.0015128-0.00021038i,-0.0005284+1.1421e-05i,-2.1952e-05+0.00062577i,5.9224e-05+0.00079443i,8.6896e-05-0.00016884i,0.00023658-7.4364e-05i
0.00098459+0.0023241i,0.0021966+0.0023963i,0.0030656+0.0016411i,0.0010411+0.00038003i,-0.0002826-0.00032618i,-0.00033645-0.0014291i,-0.00039091-0.0017399i,-0.00022484-0.0011866i,0.00012164-0.00010195i,0.0010009+0.00030332i,0.0014251+3.9826e-05i,0.00069703-0.00072635i,-0.00054178-0.00095852i,-0.0013973+7.6654e-06i,-0.0012863+0.00060287i,-0.00046628+0.00019315i,4.5167e-05+2.7534e-06i,0.00031635-0.00014228i,-6.3168e-05-0.00045669i,-0.00021133-0.00080284i,-6.4854e-05-0.00033539i,-0.00044394+0.0004516i,-8.0826e-05+0.00037553i
-0.0031299-0.0025009i,-0.0028824-0.00078567i,-0.0025516+0.0017728i,-0.0023071+0.0028707i,-0.0015401+0.0022038i,-0.00031085+0.0015123i,1.435e-05+0.0004125i,0.0005005-0.00069616i,0.0012862-0.00016504i,0.0010551+0.0013787i,0.00041638+0.0013724i,-0.00021178+0.00043572i,-3.4455e-06+8.237e-05i,0.00029573-0.0005988i,0.00052816-0.00078297i,0.00091192-0.00037317i,0.00029601+0.00021952i,0.00028328+0.00052915i,0.00083554+0.00035188i,0.00056132+7.7463e-05i,0.00085198+0.00023946i,0.00077967+0.00052278i,3.5729e-06-2.7353e-05i
0.0015192-0.00035694i,0.002396-0.001387i,0.0023259-0.002905i,0.00020341-0.0029231i,-0.0015859-0.0017718i,-0.0018039-0.00072721i,-0.0012233+5.9689e-05i,-6.4113e-05+0.00019404i,0.00025427+0.00010527i,0.00019776+0.00058672i,-7.8342e-05+0.00022244i,-0.00025274-0.00021099i,-0.00029363+0.00044906i,-0.00066134+0.0011858i,-0.00022123+0.00092448i,0.00033034+0.00053741i,0.00023864+4.906e-05i,0.00028321-0.00026014i,-0.00049382-6.5196e-05i,-0.00085988+8.6771e-05i,-0.00012488+3.6432e-05i,0.00042704+0.00037602i,0.00012667+0.00015439i
-0.0032329+6.4835e-05i,-0.0037339+0.0010804i,-0.0041374+0.0019002i,-0.0028657+0.0015391i,-0.0014052+0.00085755i,5.8741e-06-9.9878e-05i,-0.00049761-0.00010918i,-0.0011957+9.3186e-05i,-0.00031857+0.00039737i,0.00016713+0.00058048i,0.00032799-2.3983e-05i,0.0006476-8.0314e-05i,1.1477e-05+0.0002624i,-0.00019644-1.286e-05i,-0.0003032+0.00035834i,-0.00068773+0.00083766i,-0.00047121+0.00048888i,-0.00012122+0.00012104i,0.00033795+0.00019635i,0.00065017+0.00090218i,0.00033587+0.00070957i,-0.0004277+0.00043193i,-0.00068246+0.00031012i
-0.00056151+0.00028881i,0.00073018+0.00026658i,0.0014242+0.00083898i,0.0010541+0.00050212i,0.00077503+0.00046782i,0.0007586+0.0009072i,-4.9402e-05+2.9691e-05i,-0.00085808-0.00056762i,-0.00055147-0.00020476i,0.00011733+0.00015866i,0.00079067+0.00046559i,0.00057274+0.00047306i,7.0484e-05+0.00022971i,-2.2466e-05+3.1591e-05i,-8.8009e-05-0.00043821i,4.5155e-05+0.00011233i,0.00022093+0.00089133i,-6.3027e-05+0.0010261i,0.00015259+0.00094591i,0.00064499+0.00015606i,0.0010043-9.6673e-05i,0.00049275-0.0001685i,0.00070711-0.00066365i
