-0.0016858-0.0015898i,-0.0008725-0.0014153i,-0.00076592-0.0014235i,-0.00047998-0.0016679i,-0.00081926-0.00161i,-0.0013279-0.0012021i,-0.0014618-0.00045239i,-0.0010326+0.00032624i,-0.00027907+7.6246e-05i,0.00057473+0.00039312i,0.00083025+0.00030399i,0.00078816-0.0005576i,0.00066987-0.0011213i,0.00071819-0.0015667i,0.0004996-0.0011573i,-0.00041889-0.0012406i,-0.00064506-0.0012812i,-0.00098308-0.0008607i,-0.00080556-0.00068604i,0.00012174-0.00085041i,0.0013525-0.0003265i,0.0014091+0.00050376i,0.00063959+0.00096422i
0.018004+0.082933i,0.088702+0.13792i,0.17581+0.086617i,0.16691-0.060497i,0.051665-0.1329i,-0.022098-0.076498i,-0.021258+0.0092427i,-0.027979+0.077004i,-0.03369+0.098568i,-0.028757+0.061303i,-0.03968+0.016196i,-0.061543-0.0003686i,-0.071238+0.0078701i,-0.046544+0.022699i,-4.9063e-05+0.019564i,0.025207+0.0016662i,0.011394-0.0073381i,-0.015896-0.0097096i,-0.032146-0.017166i,-0.037333-0.023322i,-0.034415-0.022936i,-0.026639-0.015455i,-0.01624-0.005474i
-0.085938-0.073664i,-0.16952-0.045625i,-0.15338+0.12764i,0.03095+0.35524i,0.22213+0.42152i,0.22576+0.29455i,0.073453+0.13861i,-0.040397+0.065159i,-0.036828+0.045574i,0.0018925+0.0098977i,0.004298-0.02295i,-0.013168-0.024003i,-0.028787-0.013505i,-0.030163+0.0021156i,-0.013876+0.019705i,0.0094224+0.022621i,0.039859+0.0098966i,0.068432-0.0072526i,0.070957-0.025444i,0.043093-0.041978i,0.0023251-0.041841i,-0.027261-0.02219i,-0.03491-0.0021287i
0.13173-0.00064896i,0.17331-0.031719i,0.02101-0.050073i,-0.22319+0.00021095i,-0.27935+0.031686i,-0.14211-0.043561i,-0.0060316-0.1263i,0.04811-0.12791i,0.026398-0.094347i,-0.022151-0.041632i,-0.0145+0.014257i,0.043371+0.026481i,0.075008+0.00059885i,0.046254-0.019353i,-0.0065074-0.013979i,-0.041218+0.0033508i,-0.0575+0.01538i,-0.063872+0.021445i,-0.050355+0.025548i,-0.01973+0.02333i,0.0036267+0.012665i,0.010097+0.0022351i,0.010615-0.002549i
-0.1265+0.099225i,-0.1646+0.14391i,-0.079629+0.0078534i,-0.01234-0.24061i,-0.09023-0.28773i,-0.1286-0.093768i,-0.03664+0.066196i,0.017297+0.076136i,-0.0079882+0.059646i,-0.016924+0.069327i,-0.0079731+0.051496i,-0.024083+0.0096459i,-0.030268-0.0068485i,0.0093453-0.0093422i,0.048332-0.035484i,0.048104-0.060209i,0.028198-0.048004i,0.0090449-0.021756i,-0.0046112-0.0053617i,-0.011137+0.0025761i,-0.011182+0.0037063i,-0.0063055+0.0031211i,0.0025323+0.0025814i
0.015077-0.19807i,0.03464-0.29837i,0.095373-0.19101i,0.21586+0.040388i,0.29949+0.1492i,0.23706+0.12665i,0.10182+0.035204i,0.021762-0.052914i,0.024552-0.056192i,0.07011-0.034185i,0.068619-0.039621i,0.027382-0.019112i,0.010024+0.019424i,0.0087974+0.029108i,0.0028273+0.019152i,-0.0055354+0.005878i,-0.0072077-0.013981i,0.00092961-0.029874i,0.010992-0.024838i,0.018015-0.0070742i,0.020421+0.0048323i,0.016637+0.0083727i,0.011732+0.0118i
0.1408+0.17411i,0.20877+0.29264i,0.11729+0.2828i,-0.045554+0.12995i,-0.08961-0.061659i,-0.062759-0.19127i,-0.050797-0.15375i,-0.014828-0.042086i,0.0065208-0.00060157i,-0.020689+0.024791i,-0.010891+0.062264i,0.031297+0.05248i,0.030174+0.010149i,-0.010096-0.0042526i,-0.022481+0.022666i,0.01537+0.042697i,0.045218+0.026908i,0.03466+0.00084144i,0.003559-0.0094762i,-0.013789+0.0040902i,0.0015132+0.017047i,0.017229+0.0032806i,0.01055-0.011697i
-0.24784-7.7684e-05i,-0.39706-0.030414i,-0.31754-0.11099i,-0.070149-0.18471i,0.089158-0.14536i,0.14387+0.0023586i,0.15225+0.14971i,0.11275+0.20215i,0.058051+0.15116i,0.0077429+0.062397i,-0.034019+0.0010936i,-0.055228-0.025074i,-0.041854-0.027565i,0.0051184-0.030449i,0.038421-0.04181i,0.04268-0.037095i,0.059135-0.016031i,0.08925+0.0007392i,0.095656-0.0017025i,0.058007-0.01734i,0.0086761-0.01966i,-0.0080009-0.008309i,-0.011516-0.0036726i
0.20689-0.19875i,0.37054-0.31199i,0.40207-0.19988i,0.26667+0.10073i,0.13684+0.28111i,0.087754+0.19762i,0.066185-0.0097178i,0.034592-0.10952i,0.024193-0.073301i,0.023979-0.045326i,-0.0006966-0.027039i,-0.0026895+0.032736i,0.025695+0.068634i,0.030556+0.054014i,0.0023855+0.031158i,-0.050714+0.032816i,-0.094885+0.064391i,-0.089399+0.092266i,-0.042887+0.080984i,-0.0023446+0.034471i,0.0063511-0.0075784i,0.0049502-0.015565i,0.0062664-0.012273i
0.012448+0.29974i,-0.02156+0.52642i,-0.12775+0.55362i,-0.24159+0.34207i,-0.30097+0.126i,-0.29559+0.054096i,-0.21779+0.073547i,-0.12173+0.065365i,-0.10098+0.03377i,-0.099986+0.060494i,-0.042484+0.090708i,0.0062707+0.056878i,0.002418+0.016451i,-0.0058726+0.017998i,0.014145+0.026127i,0.039429-0.0053883i,0.018697-0.042334i,-0.040521-0.02608i,-0.075423+0.020289i,-0.056423+0.043784i,-0.023189+0.039882i,-0.014858+0.036371i,-0.0033816+0.03848i
-0.23609-0.20062i,-0.40993-0.38606i,-0.40208-0.47815i,-0.16994-0.37384i,0.12389-0.18095i,0.34761-0.063593i,0.38814-0.088785i,0.24957-0.14824i,0.1106-0.13431i,0.045425-0.10311i,-0.015368-0.090386i,-0.065264-0.060605i,-0.056896-0.024339i,-0.019187-0.014001i,0.0011416-0.024535i,0.0069908-0.038882i,0.016683-0.058265i,0.024861-0.078591i,0.021797-0.079675i,0.012185-0.057526i,0.0011427-0.02851i,-0.0087411-0.0062498i,-0.010123+0.0085813i
0.30922-0.019202i,0.56644-0.020452i,0.67738+0.013486i,0.52323+0.017112i,0.26801-0.052835i,0.080027-0.14782i,-0.030898-0.16648i,-0.060512-0.086085i,-0.029824+0.011459i,0.0019652+0.039574i,0.014516+0.016766i,0.018258-0.0005609i,0.01537+0.0025504i,0.0080018+0.015296i,0.0058534+0.029547i,0.0075614+0.053232i,0.0061636+0.073033i,-0.0071919+0.053127i,-0.027401+0.013716i,-0.0306+0.0053751i,-0.0092021+0.013878i,0.0085142+0.0046945i,0.0077-0.0052193i
-0.18045+0.21701i,-0.32969+0.36777i,-0.418+0.33812i,-0.37602+0.098882i,-0.31339-0.10819i,-0.34852-0.052078i,-0.35696+0.18793i,-0.2462+0.31763i,-0.10911+0.26013i,-0.0016244+0.18387i,0.076499+0.11961i,0.081833+0.040829i,0.043153+0.0047592i,0.030897+0.010803i,0.039949+0.013864i,0.049071-0.0095689i,0.05898-0.044918i,0.068661-0.049968i,0.067409-0.02606i,0.037522-0.0090142i,-0.0026319-0.0020676i,-0.019919+9.9361e-05i,-0.024259-0.006791i
-0.028558-0.27118i,-0.08198-0.47232i,-0.13174-0.47867i,-0.12474-0.19407i,0.00055235+0.12655i,0.21826+0.19325i,0.34165+0.0035443i,0.25115-0.18448i,0.089019-0.20012i,-0.00032126-0.13053i,-0.034347-0.063371i,-0.039324-0.012058i,-0.046031+0.0087749i,-0.073581+0.011554i,-0.09353+0.01386i,-0.099874+0.02634i,-0.097415+0.046093i,-0.07529+0.050404i,-0.03226+0.028891i,0.0098719-0.0078857i,0.026288-0.037114i,0.022493-0.046002i,0.011346-0.038596i
0.18644+0.19696i,0.40567+0.36964i,0.61578+0.44441i,0.63214+0.29588i,0.40522+0.053163i,0.17922-0.096478i,0.14835-0.11963i,0.21256-0.079832i,0.19187-0.03116i,0.088512+0.010933i,0.014169+0.028043i,0.011274+0.015059i,0.046882-0.031986i,0.069101-0.085413i,0.063836-0.099695i,0.059142-0.078853i,0.058702-0.060945i,0.038402-0.058589i,-0.0063211-0.040964i,-0.034283+0.0024032i,-0.01708+0.029666i,0.013697+0.020807i,0.029906-0.0023177i
-0.22455-0.064755i,-0.41706-0.10417i,-0.50882-0.10734i,-0.3547-0.011498i,-0.073728+0.1494i,0.02683+0.25716i,-0.069436+0.28393i,-0.1367+0.22778i,-0.10329+0.10416i,-0.048808+0.019868i,-0.0035762+0.026599i,0.040875+0.067527i,0.076578+0.088036i,0.092745+0.061883i,0.082293+0.010417i,0.053799-0.038136i,0.03567-0.063526i,0.054704-0.054274i,0.090964-0.042283i,0.081548-0.042208i,0.029922-0.026303i,-0.0036052+0.0098627i,-0.0057446+0.04042i
0.16766-0.059107i,0.22722-0.10767i,0.12064-0.11855i,-0.028009-0.10743i,0.066615-0.22577i,0.30791-0.46351i,0.34863-0.56264i,0.19086-0.38252i,0.044871-0.084482i,-0.010658+0.094125i,-0.025806+0.11949i,-0.040525+0.094192i,-0.041668+0.087824i,-0.012501+0.10226i,0.038243+0.11106i,0.071859+0.10804i,0.067387+0.11381i,0.049515+0.13714i,0.037508+0.13523i,0.025254+0.085913i,0.0065932+0.03357i,-0.012978+0.005901i,-0.024548-0.015581i
-0.117+0.13528i,-0.08871+0.27831i,0.065295+0.34285i,0.14966+0.23683i,-0.06856+0.059146i,-0.29741+0.044356i,-0.18712+0.11245i,0.045503+0.06636i,0.13884-0.0069068i,0.09956-0.034661i,0.0037944-0.04877i,-0.064773-0.035126i,-0.066485-0.030471i,-0.041279-0.058247i,-0.026678-0.081896i,-0.029507-0.085331i,-0.040974-0.070803i,-0.058496-0.043722i,-0.065287+0.00066179i,-0.034099+0.031215i,0.0078936+0.017271i,0.027084+0.0058263i,0.050753+0.026434i
0.065118-0.21515i,0.059087-0.45736i,0.0060939-0.58662i,0.019435-0.37978i,0.30248+0.11605i,0.70417+0.41384i,0.71964+0.3023i,0.32574+0.16847i,-0.031664+0.2221i,-0.13658+0.29248i,-0.086462+0.28645i,-0.0073273+0.23025i,0.036918+0.18052i,0.061209+0.16087i,0.073098+0.144i,0.057454+0.12569i,0.040382+0.11496i,0.041549+0.10229i,0.038543+0.057669i,0.014618+0.0076903i,0.0016976+0.004725i,0.01341+0.020391i,0.014767+0.032247i
0.010529+0.22413i,-0.065958+0.4491i,-0.2184+0.5915i,-0.35783+0.57351i,-0.35705+0.49209i,-0.23474+0.48925i,-0.050345+0.50326i,0.073983+0.32937i,0.011802+0.03459i,-0.10546-0.15937i,-0.14242-0.22978i,-0.14407-0.21604i,-0.12883-0.14266i,-0.090166-0.060334i,-0.0396-0.0026031i,-0.0080983+0.0086738i,-0.051234+0.0045112i,-0.14062+0.030229i,-0.16319+0.06746i,-0.094712+0.0792i,-0.023194+0.066943i,-0.0036259+0.060977i,-0.011341+0.0585i
-0.087136-0.13509i,-0.0085042-0.19381i,0.3259-0.2014i,0.68143-0.3065i,0.59282-0.55199i,0.14889-0.56709i,-0.086614-0.29604i,-0.017692-0.12157i,0.064341-0.089772i,0.058199-0.033335i,0.023866+0.041836i,-0.003297+0.077062i,-0.012899+0.082746i,-0.015371+0.080965i,-0.029039+0.075508i,-0.025366+0.040364i,0.01642-0.04612i,0.059034-0.12749i,0.056455-0.14684i,0.0088905-0.11648i,-0.039671-0.068058i,-0.073229-0.038197i,-0.1029-0.029549i
0.16244-0.028418i,0.2385-0.088933i,0.078311-0.23305i,-0.22563-0.28824i,-0.36691-0.074052i,-0.1466+0.26993i,0.20189+0.37683i,0.28282+0.22724i,0.14078+0.12189i,0.077579+0.10338i,0.065287+0.013573i,-0.030541-0.075941i,-0.094426-0.074677i,-0.0623-0.065342i,-0.023424-0.075509i,-0.0002944-0.077369i,-0.02121-0.07809i,-0.10597-0.046164i,-0.13983+0.023127i,-0.063867+0.052818i,0.010307+0.0085422i,0.0065273-0.055468i,-0.023921-0.090951i
-0.70797+7.52i,2.0213+7.224i,5.2242+6.95i,6.5906+4.0008i,6.0986+0.12359i,3.5882-2.6159i,0.54981-2.1365i,-0.60185+0.043354i,0.15197+1.3652i,1.1495+1.0336i,1.0113-0.08519i,0.10185-0.75303i,-0.72184-0.74104i,-1.1958-0.27391i,-1.0755+0.26311i,-0.56374+0.45702i,-0.12319+0.28296i,0.029187-0.074712i,-0.10902-0.32996i,-0.31714-0.30925i,-0.38045-0.21974i,-0.32498-0.19976i,-0.20473-0.19646i
0.22382-0.2344i,0.56201-0.39188i,0.89342-0.4332i,1.0372-0.36135i,0.86588-0.31428i,0.5067-0.27378i,0.25669-0.26817i,0.13131-0.31136i,0.020068-0.26278i,-0.0078825-0.08733i,0.032743+0.036971i,0.033522+0.042238i,-0.008404+0.0052808i,-0.054239-0.031597i,-0.083324-0.045103i,-0.079119-0.036684i,-0.061174-0.049425i,-0.068781-0.080903i,-0.084681-0.08458i,-0.059033-0.06237i,-0.022807-0.051094i,-0.021925-0.059713i,-0.051243-0.068488i
-0.10682+0.24199i,-0.22032+0.33975i,-0.34607+0.074735i,-0.48674-0.46659i,-0.59176-0.7529i,-0.46854-0.59637i,-0.16611-0.34958i,0.050521-0.22163i,0.12993-0.15166i,0.15798-0.12155i,0.14508-0.12785i,0.084731-0.13305i,0.016575-0.12086i,-0.030947-0.091979i,-0.057141-0.064453i,-0.058673-0.062138i,-0.073322-0.076978i,-0.11364-0.075828i,-0.1215-0.047895i,-0.08494-0.013473i,-0.047172+0.022037i,-0.025976+0.047638i,-0.016328+0.037097i
-0.11601-0.20785i,-0.27411-0.31159i,-0.40796-0.05888i,-0.34212+0.41402i,-0.1131+0.54984i,-0.040306+0.23724i,-0.1533-0.033938i,-0.17609-0.064113i,-0.084569-0.046185i,-0.0093703-0.055923i,-0.00062828-0.049186i,-0.026105-0.00039723i,-0.038081+0.046503i,-0.051092+0.04312i,-0.080877+0.024935i,-0.10664+0.019519i,-0.10057+0.020171i,-0.062561+0.01834i,-0.023363+0.0017866i,-2.8959e-05-0.026598i,0.0077886-0.048068i,-0.00029507-0.058541i,-0.026865-0.050329i
0.28892+0.2001i,0.61488+0.33683i,0.88645+0.28109i,0.8171+0.017042i,0.38262-0.1273i,-0.046466-0.022981i,-0.14695+0.088276i,-0.025347+0.067611i,0.073699-0.02084i,0.10813-0.061164i,0.13468-0.076165i,0.12176-0.1149i,0.067404-0.11696i,0.024606-0.059113i,0.0075435-0.0011814i,0.0019642+0.025969i,-0.0083309+0.023754i,-0.029506+0.00038785i,-0.048011-0.011741i,-0.045412-0.0015966i,-0.024934+0.0028555i,-0.010194-0.0027928i,-0.0094262-0.00059971i
-0.33298-0.094931i,-0.60025-0.21935i,-0.62988-0.3719i,-0.3405-0.52215i,-0.036609-0.58211i,0.063923-0.45521i,0.035209-0.26577i,-0.015824-0.2022i,-0.043325-0.19902i,-0.024805-0.18035i,-0.013863-0.15865i,-0.035167-0.11596i,-0.042521-0.067049i,-0.028779-0.048505i,-0.016113-0.037458i,0.0088236-0.0052109i,0.046223+0.036289i,0.0724+0.05885i,0.071894+0.048689i,0.051118+0.019215i,0.023498-0.0075263i,-0.0031789-0.023826i,-0.023657-0.019785i
0.28804-0.093643i,0.45019-0.23397i,0.22963-0.3522i,-0.35757-0.28301i,-0.7435-0.054651i,-0.67186+0.074753i,-0.45028+0.037162i,-0.29925+0.017271i,-0.16593+0.055271i,-0.058452+0.067339i,-0.019263+0.058648i,-0.0082681+0.04769i,0.0029869+0.019869i,0.0021035-0.021444i,-0.012849-0.049615i,-0.027529-0.053943i,-0.037007-0.054697i,-0.049151-0.066152i,-0.060868-0.065102i,-0.054567-0.037986i,-0.042468-0.0093918i,-0.036668+0.013324i,-0.023406+0.02712i
-0.24636+0.25334i,-0.4614+0.56029i,-0.51066+0.78261i,-0.30824+0.73478i,-0.068508+0.46063i,0.035906+0.20415i,0.040951+0.11575i,0.032753+0.14082i,0.064979+0.12734i,0.10134+0.031433i,0.095281-0.045682i,0.066833-0.067494i,0.023619-0.074691i,-0.032268-0.0566i,-0.061553-0.016244i,-0.055639+0.012122i,-0.034373+0.029026i,-0.0061399+0.039095i,0.010029+0.033665i,-0.00092913+0.021672i,-0.014859+0.021534i,-0.0048217+0.027582i,0.01743+0.019134i
0.13869-0.28821i,0.32072-0.4876i,0.54961-0.40905i,0.67487-0.077158i,0.53473+0.11917i,0.19351+0.05964i,-0.045868-0.021614i,-0.041929-0.083032i,0.0038916-0.1686i,-0.041993-0.18812i,-0.095377-0.11864i,-0.10392-0.03009i,-0.081442+0.036219i,-0.043032+0.060274i,-0.011802+0.040775i,-0.0021415+0.0021494i,-0.011913-0.031354i,-0.026645-0.046942i,-0.031159-0.039221i,-0.012064-0.024964i,0.013353-0.02598i,0.016537-0.036732i,-0.00047259-0.035828i
0.053393+0.26564i,0.15381+0.3516i,0.20476+0.032996i,0.047804-0.5343i,-0.23566-0.65872i,-0.30643-0.3103i,-0.1565-0.097146i,-0.1058-0.11133i,-0.15851-0.089833i,-0.14266-0.011292i,-0.067966+0.027867i,0.0042195+0.016327i,0.032372-0.018579i,0.003715-0.032773i,-0.035629-0.005396i,-0.044944+0.036012i,-0.034863+0.064862i,-0.025047+0.07832i,-0.014538+0.068528i,-0.013608+0.038252i,-0.02453+0.020505i,-0.022038+0.02479i,-0.0065158+0.025953i
-0.23399-0.25177i,-0.58095-0.44151i,-0.95004-0.34278i,-0.94887+0.11071i,-0.44888+0.4386i,0.032494+0.36569i,0.098188+0.16159i,0.00017495+0.08597i,0.0044773+0.094325i,0.056026+0.066029i,0.059989+0.02321i,0.027942+0.0047513i,-0.0061625+0.0073718i,-0.021036+0.02332i,-0.010831+0.032188i,0.010836+0.031305i,0.041333+0.027192i,0.067583+0.011809i,0.06318-0.0030985i,0.040028+0.00015382i,0.032169+0.0094212i,0.036796+0.0023945i,0.035157-0.01133i
0.27986+0.18339i,0.56249+0.4158i,0.72881+0.58517i,0.59974+0.51051i,0.31111+0.22616i,0.095255-0.043034i,-0.013893-0.06993i,-0.023619+0.067276i,0.01887+0.10989i,0.015208+0.046374i,-0.0059558+0.00027019i,0.00023435-0.01555i,0.012431-0.012812i,0.022093+0.00067846i,0.027945+0.0024987i,0.026333-0.012576i,0.017204-0.03221i,0.005406-0.041729i,0.0027502-0.034083i,0.0041241-0.015059i,-0.001209+0.00055628i,-0.012119+0.0050807i,-0.02254+0.00047952i
-0.24903-0.040434i,-0.41978-0.07707i,-0.2879-0.088572i,0.13738-0.1248i,0.32187-0.19536i,0.12539-0.14341i,-0.011463-0.0022109i,0.027822+0.029137i,0.046702-0.019025i,0.022702-0.018623i,0.0096995+0.0061031i,-0.0005964+0.016268i,-0.00042934+0.01725i,0.0071836+0.0051243i,0.00018532-0.013968i,-0.019686-0.026987i,-0.033161-0.029685i,-0.033176-0.026897i,-0.032138-0.027025i,-0.030403-0.025346i,-0.017736-0.016588i,-0.0033674-0.0058338i,0.0025053+0.011069i
0.25532-0.09683i,0.50025-0.25191i,0.50369-0.45882i,0.13643-0.53185i,-0.23145-0.36473i,-0.32264-0.16021i,-0.21806-0.1123i,-0.075996-0.15666i,0.010163-0.15999i,0.036755-0.10634i,0.037664-0.051126i,0.032506-0.020724i,0.023141-0.014566i,0.012498-0.015992i,0.010607-0.0059486i,0.010378+0.0098041i,-0.005169+0.020654i,-0.028254+0.029871i,-0.032276+0.040733i,-0.011731+0.039236i,0.0056745+0.0199i,0.0070827+0.001603i,0.0075566-0.0087791i
-0.20402+0.14523i,-0.45962+0.28488i,-0.60256+0.3082i,-0.50861+0.15841i,-0.29403+0.056665i,-0.089293+0.10668i,0.0096279+0.14286i,-0.021314+0.09979i,-0.057048+0.046123i,-0.030826-0.0043538i,-0.00043701-0.041908i,0.013202-0.055211i,0.013486-0.055668i,0.0046078-0.049556i,-0.0072642-0.042904i,-0.011449-0.025203i,0.006515+0.00038736i,0.028624+0.0092147i,0.031786-0.00028528i,0.022263-0.014592i,0.0085264-0.020829i,0.00041683-0.017504i,-0.0016206-0.017761i
0.10786-0.18115i,0.17218-0.33138i,0.096191-0.2468i,-0.038915+0.1163i,-0.016504+0.32206i,0.071959+0.16562i,0.04496-0.027594i,-0.0070339-0.021381i,-0.0023681+0.042542i,-0.0014061+0.04696i,-0.026334+0.029075i,-0.056376+0.01916i,-0.069073+0.021783i,-0.060466+0.023801i,-0.043814+0.017825i,-0.029145+0.0083807i,-0.015702-0.0038784i,-0.002659-0.015925i,0.0040736-0.017566i,0.0050285-0.0079951i,0.0056499+0.00054896i,0.0052068+0.0013417i,0.001281+0.00082016i
-0.010494+0.20033i,0.061839+0.42756i,0.26901+0.44601i,0.44464+0.10894i,0.35634-0.24357i,0.12929-0.28502i,0.0069964-0.14032i,-0.025614-0.062938i,-0.046509-0.056116i,-0.048656-0.027444i,-0.013295+0.016352i,0.027478+0.030868i,0.04081+0.021265i,0.024755+0.0079586i,-0.0034301+0.0045757i,-0.013215+0.012149i,-0.0092126+0.01292i,-0.0067873+0.0038528i,-0.002111-0.0074211i,-0.0017718-0.016728i,-0.0094892-0.01675i,-0.015331-0.0085597i,-0.014482+0.00017108i
-0.044577-0.2004i,-0.14684-0.44809i,-0.30846-0.53876i,-0.41035-0.30495i,-0.3801+0.014054i,-0.27701+0.12722i,-0.1662+0.067564i,-0.065257-0.010221i,0.0055118-0.035426i,0.057222-0.031918i,0.071929-0.046493i,0.042718-0.053463i,0.012877-0.041539i,-0.0029447-0.024906i,-0.0033691-0.010254i,0.0051708-0.012935i,0.0041189-0.020228i,-0.0044029-0.01441i,-0.014872-0.0073367i,-0.023732-0.0025221i,-0.020305+0.00092907i,-0.012313-0.0028114i,-0.0097579-0.004675i
0.069353+0.174i,0.19732+0.38645i,0.32002+0.46925i,0.31807+0.27925i,0.21256+0.028411i,0.13901-0.060449i,0.11067-0.04878i,0.063324-0.020312i,0.026441-0.012427i,0.0014366-0.048587i,-0.027885-0.071994i,-0.03067-0.053737i,-0.011674-0.026199i,0.00063323-0.0078935i,0.0014961-0.0030749i,-0.0044467-0.0060287i,-0.010307-0.0065925i,-0.013024-0.0042478i,-0.014539+0.003781i,-0.011065+0.012233i,-0.0094586+0.015246i,-0.013698+0.018652i,-0.014048+0.017534i
-0.10388-0.12806i,-0.26522-0.29984i,-0.39749-0.3746i,-0.35244-0.23274i,-0.19797-0.042435i,-0.14157+0.016587i,-0.17358+0.025806i,-0.15168+0.066281i,-0.075104+0.08566i,-0.02265+0.067442i,-0.012452+0.059155i,-0.0077823+0.054974i,-0.0015635+0.028965i,-0.0036057+0.0015459i,-0.015864-0.0072119i,-0.032482+0.0044701i,-0.031202+0.017896i,-0.016231+0.014816i,-0.0036468+0.0062956i,0.0094773+0.008045i,0.024917+0.015655i,0.041484+0.017883i,0.049975+0.014777i
0.11294+0.10113i,0.28673+0.21393i,0.3961+0.25393i,0.29103+0.14058i,0.078123+0.0087675i,-0.03923-0.0097672i,-0.030584+0.039723i,0.024846+0.062258i,0.044958+0.033724i,0.023344+0.0091019i,0.014331-0.0014634i,0.0093846-0.014866i,-0.015289-0.013906i,-0.030394+0.0070262i,-0.012554+0.034801i,0.020634+0.047108i,0.029002+0.038981i,0.0088898+0.032044i,-0.0025995+0.02955i,0.0020617+0.014083i,0.005151-0.012479i,-0.0003805-0.031743i,-0.007816-0.039817i
-0.11383-0.052058i,-0.26282-0.11098i,-0.33707-0.12853i,-0.22718-0.048432i,-0.049861+0.079321i,0.054987+0.14062i,0.076199+0.07985i,0.050106-0.041858i,0.020544-0.1048i,0.0081803-0.089481i,0.0049045-0.054519i,0.0092683-0.034824i,0.016603-0.027304i,0.023173-0.026812i,0.023971-0.043752i,0.0089481-0.062346i,-0.0010261-0.051554i,0.017285-0.025586i,0.035157-0.018196i,0.021263-0.025141i,-0.0089786-0.020337i,-0.02688-0.0026841i,-0.027506+0.01466i
0.095271+0.020961i,0.20618+0.040808i,0.23009+0.068066i,0.11679+0.067467i,0.010301-0.019831i,-0.011405-0.14748i,-0.005813-0.18212i,-0.00097882-0.10874i,-0.0089393-0.038686i,-0.030918-0.0025211i,-0.039293+0.020649i,-0.037476+0.03009i,-0.03027+0.029876i,-0.024118+0.01994i,-0.032181+0.01769i,-0.034466+0.03015i,-0.019788+0.029517i,-0.0096736+0.010941i,-0.014924-0.0015276i,-0.022246+0.0030498i,-0.019737+0.014422i,-0.0097679+0.01503i,-0.0038338+0.0022253i
-0.070865+0.013937i,-0.13775+0.047488i,-0.091002+0.05997i,0.079191+0.016869i,0.16144-0.0015734i,0.082065+0.060504i,-0.013002+0.094518i,-0.062905+0.057007i,-0.06348+0.035175i,-0.012436+0.034726i,0.040371+0.024687i,0.066993+0.011445i,0.064718-0.0061166i,0.04182-0.020773i,0.022685-0.023826i,0.017877-0.018279i,0.025064-0.013676i,0.032187-0.023678i,0.028215-0.033882i,0.022713-0.02105i,0.026622-0.0012658i,0.030557+0.0083403i,0.025782+0.01355i
0.050951-0.040288i,0.093155-0.14112i,0.023183-0.25831i,-0.16191-0.27765i,-0.25054-0.21835i,-0.16598-0.19462i,-0.079353-0.16575i,-0.047146-0.086693i,-0.019708-0.029497i,0.0066591-0.01947i,0.013765-0.036106i,-0.012431-0.048253i,-0.043261-0.028651i,-0.053633+0.0031344i,-0.044093+0.024141i,-0.021947+0.020723i,-0.016116+0.0010107i,-0.034933-0.006908i,-0.048283+0.00047774i,-0.03536+0.005776i,-0.0063528-0.0019156i,0.012203-0.019281i,0.012271-0.028914i
-0.037873+0.049279i,-0.063054+0.17769i,0.0051962+0.32252i,0.13926+0.33137i,0.15094+0.23573i,0.034822+0.20513i,-0.024637+0.19419i,-0.0049123+0.12085i,0.025322+0.044656i,0.034991-0.014686i,0.008038-0.049007i,-0.014315-0.0446i,-0.011608-0.026714i,0.0024161-0.0060882i,0.02389-0.0040628i,0.02469-0.02204i,0.004672-0.02213i,-0.00067937-0.00077827i,0.006853+0.014292i,0.0034572+0.0087386i,-0.01717-0.0052368i,-0.039695-0.004816i,-0.043496+0.0075507i
0.033709-0.062719i,0.035338-0.21065i,-0.066831-0.36348i,-0.21266-0.32292i,-0.18722-0.15005i,-0.0346-0.078508i,0.0317-0.078739i,0.016677-0.042529i,-0.0046947-0.017791i,-0.040534-0.0057541i,-0.066243+0.031819i,-0.053554+0.064778i,-0.015126+0.065271i,0.013836+0.037771i,0.0013113+0.010537i,-0.031469+0.0088939i,-0.043828+0.018227i,-0.037502+0.018858i,-0.026601+0.016495i,-0.010897+0.017189i,0.0047412+0.019116i,0.020109+0.018241i,0.030054+0.012046i
-0.025337+0.068276i,-0.025972+0.23396i,0.062952+0.41025i,0.20303+0.36686i,0.20834+0.12885i,0.070046-0.017357i,-0.019567+0.020934i,-0.0056854+0.092285i,0.022814+0.10149i,0.031992+0.080387i,0.057834+0.070554i,0.093481+0.048148i,0.091015-0.0045167i,0.055849-0.044138i,0.030153-0.034641i,0.030778+0.0044351i,0.045817+0.030056i,0.053615+0.026998i,0.04887+0.012091i,0.035677-0.0034502i,0.016153-0.016829i,-0.0021977-0.024323i,-0.010056-0.02638i
0.020666-0.063448i,0.025301-0.22775i,-0.034139-0.42363i,-0.16868-0.42425i,-0.26113-0.20032i,-0.19423-0.020003i,-0.054573-0.026553i,0.020739-0.10151i,0.022256-0.11459i,0.021167-0.074571i,0.033154-0.071748i,0.011038-0.095653i,-0.029593-0.081006i,-0.050657-0.045757i,-0.049267-0.029822i,-0.031797-0.040612i,-0.016506-0.056062i,-0.0092189-0.056252i,-0.0066594-0.047405i,-0.008417-0.030832i,-0.0050051-0.0074015i,0.0028138+0.0095659i,0.0060236+0.015609i
