-0.0006175+0.0015214i,-0.00047425+0.0018746i,-0.00085476+0.0020259i,-0.0015342+0.0017718i,-0.0032+0.0011882i,-0.0038297+0.0019022i,-0.0025355+0.002584i,-0.00068132+0.0027315i,0.00048286+0.002172i,0.00098705+0.0011411i,0.001184+0.00062298i,0.0010354+0.00034463i,0.00092808-0.00012599i,0.00097491-0.00018208i,0.00031927-3.8602e-05i,-0.00034944-0.00046998i,-3.3005e-05-0.00069903i,0.00011355-4.9267e-05i,0.00034959+0.00042347i,3.4566e-07+0.00015639i,-0.00023546+0.00010808i,-0.00015163-0.00022687i,-0.00036471-0.00089567i
-0.13636-0.49024i,-0.40931-0.68895i,-0.62668-0.61175i,-0.59797-0.42303i,-0.46682-0.31432i,-0.39739-0.22713i,-0.3118-0.13337i,-0.19276-0.098105i,-0.11771-0.081689i,-0.08229-0.050671i,-0.066647-0.020082i,-0.051415+0.016689i,-0.0081241+0.034972i,0.022161+0.0033129i,-0.0011716-0.038624i,-0.035011-0.041546i,-0.034275-0.016008i,-0.010253+0.010602i,0.0093477+0.019268i,0.0057407+0.017146i,-0.010432+0.025393i,-0.012901+0.031544i,-0.0071598+0.02346i
0.33291+0.36581i,0.49257+0.42877i,0.40654+0.35043i,0.23937+0.29173i,0.19222+0.28034i,0.12942+0.27492i,0.029381+0.29863i,-0.0072293+0.2718i,-0.036299+0.19784i,-0.055217+0.18076i,-0.026149+0.16562i,-0.013407+0.11071i,-0.028764+0.069364i,-0.038461+0.060834i,-0.036767+0.073446i,-0.029618+0.070413i,-0.031802+0.037898i,-0.03836+0.0053284i,-0.034452-0.003653i,-0.013381+0.0014937i,0.012548-0.0025413i,0.019064-0.0089112i,0.012696-0.0071936i
-0.10112-0.15048i,0.036017-0.12944i,0.27803-0.038801i,0.30312+0.020263i,0.12895+0.02158i,0.083977-0.023775i,0.13758-0.086137i,0.12063-0.074642i,0.086697-0.016394i,0.084909-0.014767i,0.073779-0.060819i,0.038797-0.090506i,0.0030843-0.078563i,0.0010138-0.038858i,0.044785-0.010473i,0.091177-0.010312i,0.098103-0.019519i,0.07289-0.031664i,0.040877-0.044759i,0.017185-0.047304i,-0.0005195-0.045339i,-0.018128-0.038962i,-0.028777-0.022538i
0.33188-0.054811i,0.39757-0.21778i,0.24944-0.41502i,0.042527-0.52437i,-0.053707-0.5036i,-0.10175-0.40914i,-0.15683-0.28173i,-0.14344-0.1391i,-0.069069-0.038354i,-0.019972-0.0011524i,-0.010713+0.015577i,-0.0023074+0.023038i,0.0082712+0.015883i,-0.00042466+0.0033974i,-0.034811-0.012799i,-0.06944-0.018545i,-0.067609-0.0045573i,-0.037986+0.012006i,-0.013705+0.017286i,-0.0084038+0.020027i,-0.0059474+0.032038i,0.007845+0.041359i,0.018627+0.037698i
-0.4794+0.13956i,-0.7599+0.37713i,-0.79147+0.62972i,-0.53562+0.73887i,-0.26902+0.66424i,-0.20222+0.48958i,-0.20936+0.33221i,-0.15665+0.20342i,-0.092675+0.088153i,-0.075569+0.045593i,-0.053984+0.070711i,-0.0055579+0.087316i,0.020383+0.059839i,0.001869+0.027252i,-0.032319+0.025583i,-0.052179+0.036672i,-0.056073+0.040106i,-0.042359+0.042498i,-0.020242+0.042082i,-0.0031821+0.035891i,0.013852+0.029742i,0.024574+0.020906i,0.028024+0.0079381i
-0.039706-0.21133i,-0.22426-0.20946i,-0.31132-0.049538i,-0.18042+0.041242i,-0.013708-0.041259i,0.15635-0.094218i,0.325-0.086379i,0.31051-0.074415i,0.17933-0.0037255i,0.1221+0.031771i,0.080014-0.023063i,0.0052399-0.054648i,-0.027911-0.032317i,-0.0073655-0.017298i,0.031896-0.023252i,0.061433-0.014531i,0.073224+0.016i,0.073433+0.03437i,0.06722+0.023074i,0.048285-0.0034207i,0.015943-0.021925i,-0.0089088-0.028301i,-0.025639-0.03154i
-0.01741-0.047742i,0.15036-0.39505i,0.31579-0.80177i,0.33282-0.8391i,0.30356-0.58741i,0.21295-0.43468i,-0.018564-0.34185i,-0.16357-0.17127i,-0.14717-0.060249i,-0.13571-0.032754i,-0.13155-0.0022591i,-0.076424-0.00078937i,-0.027396-0.034597i,-0.015865-0.057043i,-0.020693-0.071649i,-0.036928-0.095781i,-0.055212-0.1083i,-0.063409-0.076799i,-0.051525-0.019767i,-0.026844+0.010807i,-0.01933+0.013141i,-0.018213+0.025051i,-0.00062518+0.038451i
0.42903+0.0079996i,0.83766+0.076808i,0.8467+0.014936i,0.29062-0.14629i,-0.21494-0.1146i,-0.30491+0.055516i,-0.25104+0.1152i,-0.21153+0.086034i,-0.13571+0.038635i,-0.041246+0.012491i,0.039899+0.027252i,0.0701+0.064171i,0.059198+0.10283i,0.057337+0.11528i,0.072771+0.1079i,0.094234+0.090965i,0.094593+0.056568i,0.060909+0.026786i,0.021572+0.024068i,0.0088076+0.031991i,0.016625+0.02244i,0.01001-0.00091271i,-0.0003986-0.0089407i
-0.34918+0.86234i,-0.5565+1.6287i,-0.35712+1.8818i,0.12521+1.2103i,0.22372+0.31679i,0.029233-0.010206i,0.058783+0.059208i,0.15182+0.11317i,0.097975+0.14402i,0.02631+0.16746i,-0.0094357+0.12897i,-0.04416+0.060453i,-0.075193+0.016185i,-0.085437+0.0072506i,-0.07931+0.0095639i,-0.066288+0.035922i,-0.035251+0.08682i,0.0065825+0.096557i,0.020304+0.050985i,0.00090496+0.012954i,-0.0092502+0.0089642i,0.004119+0.0045344i,0.002441-0.013013i
-0.65781-0.99705i,-1.3767-1.661i,-1.7005-1.5529i,-1.2255-0.71675i,-0.52755-0.23198i,-0.28017-0.28751i,-0.33214-0.27161i,-0.30604-0.14846i,-0.21256-0.081221i,-0.15128-0.048092i,-0.10887-0.021058i,-0.025302-0.016833i,0.06677-0.069397i,0.069134-0.12989i,0.0048716-0.14994i,-0.053225-0.15949i,-0.07881-0.16943i,-0.071874-0.15964i,-0.052826-0.13202i,-0.037002-0.10124i,-0.025757-0.074245i,-0.012126-0.042697i,0.010384-0.010036i
1.2099-0.11988i,2.1185-0.72976i,2.0374-1.4266i,0.91619-1.4022i,0.14217-0.62275i,0.17073+0.032381i,0.30516+0.15939i,0.30266+0.07943i,0.26231+0.023538i,0.24741+0.0047975i,0.22813-0.044014i,0.11723-0.048153i,0.017449+0.062856i,0.023465+0.15002i,0.068563+0.17055i,0.10584+0.18155i,0.11786+0.1802i,0.097331+0.15085i,0.069766+0.096487i,0.049052+0.048901i,0.034675+0.026218i,0.023235+0.014139i,0.012109+0.009682i
-0.47802+1.0577i,-0.39979+2.356i,0.22548+3.0002i,0.76067+2.2693i,0.60498+1.1788i,0.24173+0.57845i,0.11376+0.27944i,0.069148+0.15274i,0.071515+0.10173i,0.0422+0.042985i,-0.026452+0.05561i,-0.03428+0.062474i,-0.050213+0.015923i,-0.076982+0.0044185i,-0.069072-0.0066747i,-0.059748-0.033086i,-0.04057-0.018369i,0.0029903+0.020453i,0.040438+0.042455i,0.047182+0.038309i,0.039091+0.029645i,0.040327+0.031683i,0.039019+0.029688i
-0.48531-0.63915i,-1.375-0.93724i,-1.871-0.71018i,-1.3731-0.33886i,-0.68867-0.4343i,-0.5221-0.63218i,-0.49128-0.50093i,-0.34436-0.29255i,-0.21691-0.13888i,-0.12977-0.033956i,-0.093278+0.018276i,-0.053052+0.05771i,0.0088947+0.022656i,-0.0094339-0.042751i,-0.065357-0.034066i,-0.078893-0.0065101i,-0.066362-0.017693i,-0.042841-0.040974i,-0.025108-0.048447i,-0.022245-0.03735i,-0.022994-0.015374i,-0.020232+0.013051i,-0.01349+0.026569i
0.31579-0.21461i,0.74233-0.88i,0.6718-1.4786i,0.079262-1.1958i,-0.1869-0.37415i,-0.052311+0.062542i,-0.028061+0.1175i,-0.023867+0.18562i,0.033439+0.24741i,0.040219+0.24523i,0.04032+0.16826i,0.03+0.052581i,-0.0079224+0.01772i,-0.014302+0.055154i,0.037487+0.085614i,0.10195+0.096958i,0.12402+0.10407i,0.10375+0.087824i,0.065633+0.045116i,0.029218+0.014416i,0.00056519+0.0041295i,-0.022124+0.0049385i,-0.02694+0.01887i
0.0085685+0.1731i,0.18504+0.62371i,0.49101+0.84389i,0.59743+0.38958i,0.4137-0.27011i,0.19012-0.51426i,-0.017259-0.35837i,-0.24058-0.077863i,-0.34038+0.12771i,-0.26314+0.18991i,-0.12543+0.16012i,-0.06942+0.10875i,-0.061566+0.075638i,-0.02305+0.0061026i,-0.020928-0.088738i,-0.06302-0.11727i,-0.075621-0.069965i,-0.042835+0.015122i,0.017042+0.067383i,0.053701+0.04816i,0.050453+0.014472i,0.037736+0.00072081i,0.021646-0.015161i
-0.27106+0.27797i,-0.50332+0.40118i,-0.65429+0.29582i,-0.74956+0.0063009i,-0.95419-0.14598i,-1.0176-0.028295i,-0.71849+0.15475i,-0.33364+0.2876i,-0.082162+0.40579i,0.034401+0.44234i,0.032624+0.35464i,0.026169+0.24301i,0.032125+0.14405i,-0.04002+0.085686i,-0.13066+0.095648i,-0.15946+0.13457i,-0.14082+0.16926i,-0.084075+0.16969i,-0.019094+0.12622i,-0.0011842+0.077702i,-0.016204+0.062366i,-0.019177+0.068276i,-0.0097113+0.065063i
-0.28649-0.16397i,-0.49002-0.23752i,-0.50409-0.33557i,-0.31773-0.51799i,-0.1316-0.77239i,-0.085877-0.82414i,-0.13791-0.46816i,-0.18936+0.02538i,-0.15704+0.31278i,-0.024732+0.27869i,0.056546+0.067687i,0.040824-0.024863i,0.074088-0.024717i,0.10665-0.10299i,0.06528-0.17988i,0.015618-0.18371i,-0.03493-0.14583i,-0.072975-0.054263i,-0.055497+0.036117i,-0.01486+0.031923i,-0.01864-0.02585i,-0.056177-0.055723i,-0.062706-0.060958i
-1.4798+8.9682i,1.0571+9.0196i,4.8623+9.7837i,6.8554+6.9963i,6.4249+2.6846i,3.907-0.9735i,1.2134-1.7387i,0.20213-0.77597i,0.29673+0.2234i,0.96931+0.85405i,1.6707+0.64578i,1.8876-0.094612i,1.7195-0.68092i,1.2677-0.73981i,0.90898-0.49557i,0.71266-0.38391i,0.40767-0.40108i,0.13976-0.23102i,0.17119+0.096777i,0.40473+0.22739i,0.5923+0.053148i,0.59548-0.17819i,0.4526-0.25608i
-0.089124+0.19386i,-0.071058+0.38826i,-0.030652+0.38924i,-0.079742+0.2939i,-0.17516+0.30673i,-0.14679+0.31046i,-0.072956+0.15823i,-0.054407+0.0099808i,-0.0076948-0.046178i,0.038974-0.063924i,0.076275-0.05351i,0.11767-0.082192i,0.10906-0.13547i,0.074288-0.1203i,0.058646-0.060261i,0.04785-0.039574i,0.021339-0.068061i,-0.015504-0.078529i,-0.037386-0.044316i,-0.03231-0.011974i,-0.017864-0.0021322i,-0.0070224-0.0049159i,0.0064452-0.011648i
0.17096+0.0085815i,0.22359-0.11481i,0.15175-0.09889i,0.1796+0.19962i,0.44082+0.52478i,0.62754+0.63196i,0.59759+0.49042i,0.47147+0.15761i,0.33902-0.12657i,0.30701-0.22263i,0.29698-0.25288i,0.17372-0.25376i,0.058126-0.1668i,0.044469-0.077613i,0.039771-0.05143i,0.017541-0.039968i,0.010688-0.025353i,0.0077084-0.0098524i,0.0087347+0.0063652i,0.017052+0.020112i,0.022287+0.034795i,0.022904+0.031466i,0.020704+0.0018807i
0.1142+0.18043i,0.28104+0.34699i,0.36583+0.37888i,0.25928+0.18792i,0.050153-0.077864i,-0.052628-0.23846i,0.0036401-0.21218i,0.10142-0.11641i,0.11276-0.10027i,-0.006007-0.1367i,-0.12192-0.092047i,-0.12374+0.019558i,-0.078465+0.053581i,-0.10284+0.003577i,-0.17821-0.019455i,-0.21524+0.0045226i,-0.19091+0.015943i,-0.12463+0.0067338i,-0.052089+0.0017876i,-0.0060207-0.00038536i,0.010604-0.0079527i,0.0027435-0.011052i,-0.023958-0.0066661i
0.15321+0.044062i,0.11735-0.15347i,0.018335-0.38096i,-0.13874-0.47468i,-0.39299-0.3538i,-0.53827-0.073472i,-0.38229+0.11693i,-0.10348+0.11159i,0.048262+0.069419i,0.087238+0.082162i,0.093933+0.085656i,0.082211+0.064589i,0.062103+0.056007i,0.060619+0.066005i,0.093537+0.078084i,0.13162+0.075568i,0.12721+0.057233i,0.069928+0.030205i,0.0022622+0.013363i,-0.0312+0.011841i,-0.032059+0.0047798i,-0.020935-0.0096755i,-0.0002372-0.017581i
-0.02097-0.068227i,-0.052683-0.017689i,-0.16619+0.21508i,-0.16541+0.55054i,0.052515+0.6572i,0.20007+0.48096i,0.15554+0.26502i,0.061957+0.11273i,-0.0024926-0.01037i,-0.048515-0.079669i,-0.056088-0.092673i,-0.031305-0.11399i,-0.0075755-0.14399i,0.01265-0.14938i,0.016919-0.15181i,-0.013334-0.16818i,-0.049521-0.16782i,-0.058282-0.12342i,-0.045241-0.066181i,-0.033621-0.030028i,-0.036231-0.0039287i,-0.040714+0.018585i,-0.03007+0.027708i
0.20337-0.028174i,0.31654-0.045032i,0.38221-0.088592i,0.43762-0.086009i,0.51824-0.018448i,0.5207-0.034863i,0.39258-0.1423i,0.19928-0.24722i,0.042442-0.27608i,-0.0010306-0.24739i,0.015751-0.19732i,0.012756-0.11184i,0.010152-0.017388i,0.020254+0.030745i,0.0098471+0.057078i,0.0014564+0.087043i,0.012676+0.081906i,0.019245+0.035912i,0.013186-0.0055629i,0.011287-0.021308i,0.025157-0.028625i,0.032046-0.037087i,0.014686-0.032141i
0.0041677-0.030975i,0.081692-0.042745i,0.21434-0.060507i,0.23704-0.068051i,0.12827-0.0012707i,0.066078+0.051511i,0.020239+0.019163i,-0.032515-0.0028341i,-0.052961-0.019089i,-0.079896-0.043136i,-0.096996-0.031148i,-0.067834-0.018088i,-0.042258-0.020489i,-0.03685-0.011433i,-0.028911-0.0086452i,-0.028139-0.019815i,-0.037417-0.027382i,-0.041113-0.028753i,-0.030694-0.020606i,-0.021494-0.0087081i,-0.029035-0.0063883i,-0.037319-0.0085762i,-0.030857-0.009865i
0.10093-0.041443i,-0.033568-0.067834i,-0.29824+0.031914i,-0.40724+0.17248i,-0.27884+0.18826i,-0.098062+0.18255i,0.053953+0.18079i,0.13602+0.12527i,0.15663+0.076642i,0.16288+0.041804i,0.1176-0.0026245i,0.036979-0.0079824i,0.001021+0.014586i,-0.00018584+0.023453i,0.0030095+0.025342i,0.014839+0.02537i,0.029444+0.015983i,0.022397+0.0010681i,-0.0029606-0.0080103i,-0.0092588+0.0017626i,0.011359+0.021682i,0.028495+0.026251i,0.028524+0.019761i
-0.15953+0.035745i,-0.075295+0.058918i,0.11627+0.011046i,0.22183-0.026287i,0.18547-0.002542i,0.089402-0.026085i,0.010383-0.092367i,-0.037408-0.11994i,-0.055782-0.093782i,-0.060377-0.034622i,-0.038625+0.026506i,0.0022601+0.034419i,0.011814-0.0055259i,0.0021747-0.030627i,0.0018611-0.025764i,-0.0040764-0.015383i,-0.020789-0.00097052i,-0.02776+0.016124i,-0.020983+0.024642i,-0.010193+0.013823i,-0.0042151-0.011685i,-0.0076963-0.023059i,-0.01209-0.017718i
0.11016-0.17468i,0.021076-0.28095i,-0.12749-0.29986i,-0.19088-0.25749i,-0.15433-0.21075i,-0.11479-0.14517i,-0.099471-0.056057i,-0.070211-0.026683i,-0.05817-0.046261i,-0.048426-0.041672i,-0.0092775-0.024595i,0.024125-0.011665i,0.047765+0.02248i,0.082263+0.056853i,0.11301+0.05545i,0.12856+0.033355i,0.12477+0.0070908i,0.097315-0.014513i,0.062018-0.019919i,0.03184-0.012162i,0.010673-0.0034916i,0.00026892-0.0059248i,-0.0034082-0.0073029i
-0.047903+0.20389i,0.024975+0.32436i,0.13126+0.37633i,0.18037+0.34177i,0.13931+0.25398i,0.089485+0.18777i,0.095045+0.15826i,0.11872+0.1199i,0.09116+0.060126i,0.037943+0.024451i,0.01897+0.011762i,0.0080714+4.5721e-05i,-0.010718-0.01429i,-0.033585-0.037713i,-0.070805-0.059962i,-0.10369-0.072578i,-0.11028-0.080788i,-0.091139-0.069688i,-0.061159-0.041129i,-0.033384-0.01892i,-0.01453-0.0069803i,-0.0048685-0.00024955i,0.0029432-0.0016443i
0.088378-0.14149i,0.11384-0.19376i,0.12343-0.18461i,0.10463-0.13791i,0.063728-0.039684i,0.075782+0.078458i,0.11908+0.081953i,0.098681+0.012407i,0.071567-0.018497i,0.067573-0.055514i,0.030663-0.098153i,-0.0076746-0.098488i,-0.015901-0.076192i,-0.016682-0.045146i,-0.011196+0.004805i,0.0042483+0.054444i,0.014282+0.072835i,0.0096855+0.052644i,-0.0056629+0.022885i,-0.020376+0.015476i,-0.0215+0.021181i,-0.01154+0.019276i,-0.0046997+0.0060202i
-0.046062+0.17095i,-0.067746+0.19422i,-0.14408+0.14032i,-0.14934+0.15041i,0.035009+0.19367i,0.18169+0.091806i,0.12132-0.051147i,0.007557-0.086308i,-0.034694-0.07324i,-0.048385-0.050563i,-0.063923-0.010599i,-0.069272+0.018377i,-0.066049+0.020503i,-0.050826+0.0059342i,-0.024763-0.020148i,-0.0072369-0.046967i,-0.0033991-0.057856i,-0.0077546-0.049364i,-0.0096455-0.028892i,0.0045038-0.013476i,0.017638-0.013671i,0.011637-0.013938i,-0.00094486-0.00050545i
0.021803-0.19291i,-0.013761-0.2248i,-0.010292-0.12627i,0.0095536-0.060965i,-0.06293-0.12587i,-0.1574-0.14744i,-0.12999-0.08437i,-0.035822-0.059178i,0.0079776-0.064106i,0.010813-0.044377i,0.031179-0.0048961i,0.066703+0.024703i,0.083573+0.035848i,0.073624+0.039412i,0.045196+0.039078i,0.012783+0.041049i,-0.0041056+0.047393i,0.0041775+0.051126i,0.025426+0.03652i,0.027854+0.0054268i,0.0064144-0.019426i,-0.011791-0.024884i,-0.012058-0.017056i
0.10071+0.14182i,0.23013+0.098619i,0.28366-0.0487i,0.19707-0.097042i,0.076721+0.043397i,0.021241+0.18795i,0.015793+0.20482i,0.030446+0.13897i,0.041932+0.074332i,0.055434+0.044401i,0.064965+0.013478i,0.041616-0.020624i,0.0071058-0.018402i,0.0015872+0.0045755i,0.019646+0.018328i,0.041412+0.014058i,0.053945-0.0050564i,0.044512-0.024141i,0.014589-0.024083i,-0.010305-0.00095841i,-0.0087136+0.026934i,0.0072696+0.033078i,0.013753+0.013779i
-0.080377-0.1167i,-0.21591-0.058658i,-0.2901+0.069127i,-0.2361+0.11167i,-0.10561+0.055022i,0.030589+0.0069111i,0.095492+0.0065419i,0.064973+0.026139i,0.020068+0.022089i,0.0041111-0.01992i,-0.01256-0.046615i,-0.024013-0.037469i,-0.010944-0.030797i,0.0067001-0.038948i,0.0047191-0.051802i,-0.011187-0.059072i,-0.022358-0.056959i,-0.030668-0.040368i,-0.034623-0.0096738i,-0.0197+0.0097215i,0.0060099+0.008182i,0.019819+0.0014654i,0.01958+0.0040007i
0.11502+0.14613i,0.2547+0.15367i,0.34988+0.10575i,0.35161+0.056482i,0.27636-0.0085173i,0.14863-0.087838i,0.052758-0.13952i,0.030065-0.13647i,0.017514-0.091582i,-0.0097938-0.039372i,-0.024933-0.011232i,-0.023286-0.0079593i,-0.023075-0.01577i,-0.03531-0.01505i,-0.038464+0.0054914i,-0.025845+0.02758i,-0.017938+0.03104i,-0.012583+0.0156i,-0.0046769-0.0098508i,-0.0070343-0.028957i,-0.025461-0.035766i,-0.039708-0.032533i,-0.033934-0.024253i
-0.10249-0.16519i,-0.23409-0.2236i,-0.35957-0.22003i,-0.38649-0.1346i,-0.30014-0.0051052i,-0.18226+0.083679i,-0.1059+0.080815i,-0.075833+0.003745i,-0.064045-0.06123i,-0.063068-0.063175i,-0.053749-0.020432i,-0.02643+0.016256i,-0.00090652+0.025235i,0.01816+0.017416i,0.031776+0.0012183i,0.035166-0.012458i,0.027096-0.011217i,0.017086-0.0033144i,0.012226-0.0030096i,0.010312-0.0016603i,0.010261+0.010256i,0.0079444+0.023187i,0.0022936+0.02661i
0.14672+0.12482i,0.26708+0.16091i,0.3446+0.16313i,0.33171+0.15336i,0.26117+0.13136i,0.18351+0.093131i,0.12539+0.081923i,0.10908+0.087346i,0.10925+0.066947i,0.10779+0.042285i,0.10398+0.023134i,0.074677+0.0082971i,0.031421+0.015239i,0.0025186+0.03111i,-0.018823+0.036261i,-0.032315+0.035545i,-0.024924+0.0322i,-0.0069827+0.027362i,0.0077546+0.024972i,0.019249+0.015913i,0.028346-0.0053049i,0.030257-0.025426i,0.02333-0.034741i
-0.068284-0.11281i,-0.1019-0.1538i,-0.11061-0.15351i,-0.13527-0.13556i,-0.18019-0.080908i,-0.15661+0.01736i,-0.07395+0.055655i,-0.03563+0.039568i,-0.028183+0.020712i,-0.010985-0.018117i,-0.0059351-0.061715i,-0.011195-0.075947i,-0.0073653-0.06601i,0.0061914-0.049628i,0.016699-0.037358i,0.018602-0.033238i,0.01445-0.040156i,0.00017057-0.044788i,-0.019268-0.032673i,-0.031901-0.0071074i,-0.036065+0.019314i,-0.030989+0.031721i,-0.023517+0.030966i
0.054943+0.096286i,0.047844+0.12652i,-0.0044755+0.14254i,0.018668+0.16967i,0.14378+0.1456i,0.19712+0.041127i,0.12621-0.044121i,0.043173-0.064629i,0.0005628-0.042015i,-0.0092717-0.0033263i,-0.013089+0.025052i,-0.018712+0.041409i,-0.012127+0.041584i,-0.0056966+0.023429i,-0.0087618+0.0052784i,-0.014173-0.0074109i,-0.021674-0.015111i,-0.026899-0.012708i,-0.022671-0.0028087i,-0.0064401+0.0064205i,0.013853+0.0016857i,0.024075-0.011428i,0.024594-0.013373i
-0.068658-0.094081i,-0.09676-0.086534i,-0.033565-0.043528i,0.017916-0.074863i,-0.052964-0.15657i,-0.10642-0.16762i,-0.055366-0.11744i,0.008736-0.081716i,0.019524-0.075434i,-0.01566-0.06931i,-0.03346-0.036129i,-0.0031394-0.013511i,0.018449-0.027296i,0.009151-0.034389i,0.0023819-0.016037i,0.0030362+0.0096861i,0.0085192+0.027771i,0.02195+0.019967i,0.027397-0.010532i,0.0086362-0.034298i,-0.023396-0.035593i,-0.044025-0.021488i,-0.044035-0.009672i
0.11021+0.05654i,0.16567-0.025421i,0.081279-0.14584i,-0.043684-0.092953i,-0.033988+0.11047i,0.010517+0.21868i,0.016785+0.18503i,0.036625+0.092639i,0.043309+0.018607i,0.032998+0.0075472i,0.028575+0.0039946i,0.00068263-0.010594i,-0.028303+0.0081298i,-0.022928+0.039357i,0.0023712+0.052503i,0.034857+0.047403i,0.053285+0.030074i,0.040991+0.018681i,0.017091+0.021955i,0.011392+0.033097i,0.027677+0.037797i,0.04174+0.029851i,0.041184+0.016106i
-0.079976-0.026073i,-0.11202+0.088777i,-0.05342+0.24079i,0.041681+0.24261i,0.081278+0.12127i,0.10027+0.052865i,0.093063+0.042469i,0.02971+0.047207i,0.0032696+0.051128i,0.026519+0.012612i,0.021787-0.022046i,0.0054676-0.010044i,0.010857+0.0017031i,0.025222-0.0099252i,0.027287-0.035715i,0.0082325-0.057677i,-0.012631-0.056733i,-0.01772-0.033043i,-0.008609-0.0068559i,0.0030926-0.007948i,0.0039231-0.027832i,-0.0054652-0.034807i,-0.012903-0.024701i
0.12412+0.049567i,0.21288-0.047667i,0.22692-0.17471i,0.1655-0.20813i,0.073859-0.17641i,-0.024973-0.15929i,-0.094807-0.13844i,-0.082149-0.085122i,-0.040316-0.044538i,-0.018643-0.01932i,0.01043-0.0080224i,0.035437-0.017995i,0.035702-0.022681i,0.016696-0.018067i,-0.017717-0.013222i,-0.047422-0.0063018i,-0.055618-0.0071357i,-0.050923-0.015484i,-0.042782-0.017332i,-0.039473-0.0068484i,-0.039314+0.014476i,-0.02548+0.028604i,-0.0064311+0.02545i
-0.14471-0.078297i,-0.30236-0.022515i,-0.39248+0.10192i,-0.35282+0.18121i,-0.25546+0.18904i,-0.14582+0.19313i,-0.01999+0.17566i,0.049433+0.08666i,0.033252+0.0089188i,-0.0008727-0.003026i,-0.017866+0.014911i,-0.024237+0.023544i,-0.02677+0.01154i,-0.023117+0.0013964i,-0.011796+0.0076673i,-0.002136+0.020748i,0.0014751+0.027722i,0.0062897+0.02024i,0.012316+0.0064314i,0.018662+0.0050774i,0.02787+0.0064717i,0.026299-0.003778i,0.011358-0.013803i
0.16088+0.051989i,0.32057+0.012154i,0.42862-0.075815i,0.41493-0.11158i,0.35516-0.085096i,0.29658-0.097176i,0.21275-0.12155i,0.12676-0.092996i,0.072702-0.052211i,0.044158-0.033249i,0.030953-0.026396i,0.028614-0.019053i,0.025863-0.0078044i,0.017708+0.0019923i,0.014911+0.010363i,0.025644+0.014428i,0.039867+0.012038i,0.045461+0.0044303i,0.038498-0.0075864i,0.02349-0.021075i,0.0063948-0.028536i,-0.0058274-0.021588i,-0.0079525-0.0073891i
-0.093631-0.077966i,-0.19927-0.10841i,-0.31399-0.10981i,-0.37062-0.079427i,-0.34455-0.037345i,-0.27797+0.0075346i,-0.20191+0.041738i,-0.12158+0.048952i,-0.051204+0.022579i,-0.023359-0.018145i,-0.032154-0.040234i,-0.045504-0.043748i,-0.047965-0.037764i,-0.035855-0.019325i,-0.014997-0.00018681i,0.0018257+0.0026368i,0.0059775-0.0058397i,-0.0052621-0.0085757i,-0.020077+0.002011i,-0.021066+0.017053i,-0.0087477+0.023885i,0.0030532+0.01731i,0.0086113+0.0056386i
0.096126+0.1191i,0.18915+0.20557i,0.26749+0.27771i,0.31646+0.29035i,0.313+0.23665i,0.2386+0.17366i,0.13518+0.10683i,0.047441+0.035738i,-0.0015319+0.012715i,0.0024544+0.028948i,0.021615+0.033302i,0.024475+0.036355i,0.02978+0.045299i,0.041831+0.03305i,0.042486+0.0019463i,0.027249-0.025032i,0.0063438-0.035398i,-0.012142-0.023917i,-0.019456-0.0027435i,-0.012509+0.0019006i,-0.0068669-0.010078i,-0.0091679-0.013393i,-0.0083884-0.0050107i
-0.072911-0.097043i,-0.13067-0.16377i,-0.14244-0.22798i,-0.14406-0.26114i,-0.1538-0.22615i,-0.097301-0.15846i,-0.011095-0.11285i,0.028271-0.074894i,0.039758-0.045405i,0.034651-0.040828i,0.020694-0.027993i,0.018344-0.011478i,0.011569-0.016175i,-0.010712-0.02567i,-0.037629-0.023939i,-0.056485-0.010781i,-0.054754+0.0014527i,-0.035483+0.0018326i,-0.017798-0.0067805i,-0.017732-0.0080357i,-0.024927+0.0047285i,-0.018453+0.012436i,-0.00854+0.0076504i
0.044219+0.040724i,0.033318+0.049378i,-0.035445+0.089733i,-0.051765+0.17651i,0.014005+0.20704i,0.021572+0.15413i,-0.0017044+0.11242i,0.018161+0.068824i,0.0070281+0.012017i,-0.029713+0.0020219i,-0.029614+0.0099408i,-0.019364+0.0056907i,-0.013729+0.016035i,-0.0010756+0.034773i,0.014832+0.048467i,0.032787+0.052667i,0.046823+0.043302i,0.050831+0.022332i,0.045645+0.004366i,0.041405+0.0036693i,0.041041+0.0063766i,0.029557+0.0014791i,0.011446-0.0023919i
0.012193-0.058564i,0.068836-0.058452i,0.16347-0.059495i,0.16037-0.10787i,0.045658-0.11766i,0.0096282-0.046039i,0.053125-0.0062487i,0.045118-0.0040872i,0.028468+0.013885i,0.037292+0.0060752i,0.023291-0.016866i,0.0055041-0.023209i,0.0062935-0.034818i,0.0098462-0.046923i,0.011535-0.052334i,0.0092938-0.055638i,0.0027398-0.049199i,0.001-0.032621i,0.0046618-0.02151i,0.003193-0.026674i,-0.0052745-0.034186i,-0.0085024-0.028775i,-0.0034954-0.017756i
