-0.0006175+0.0015214i,-0.00047425+0.0018746i,-0.00085476+0.0020259i,-0.0015342+0.0017718i,-0.0032+0.0011882i,-0.0038297+0.0019022i,-0.0025355+0.002584i,-0.00068132+0.0027315i,0.00048286+0.002172i,0.00098705+0.0011411i,0.001184+0.00062298i,0.0010354+0.00034463i,0.00092808-0.00012599i,0.00097491-0.00018208i,0.00031927-3.8602e-05i,-0.00034944-0.00046998i,-3.3005e-05-0.00069903i,0.00011355-4.9267e-05i,0.00034959+0.00042347i,3.4566e-07+0.00015639i,-0.00023546+0.00010808i,-0.00015163-0.00022687i,-0.00036471-0.00089567i
0.003405+0.0014887i,0.0072541+0.00040418i,0.0080445-0.0014239i,0.0050418-0.0036889i,0.0022527-0.0046937i,0.0018349-0.0046172i,0.0018428-0.0032694i,0.0023369+0.00040059i,0.0035026+0.0046001i,0.0042154+0.0055531i,0.0036215+0.0028191i,0.00075827+0.001137i,-0.0023053+0.0018351i,-0.0037016+0.0032193i,-0.0038932+0.0038036i,-0.0028954+0.0032546i,-0.0017723+0.002475i,-0.0015341+0.0014838i,-0.00067123+0.00081082i,-0.00045973+0.00021844i,-0.0009494-0.000617i,-0.00044709-0.00073302i,-8.5288e-06+7.2291e-05i
-0.0010348+0.0011937i,0.0010862+0.0041868i,0.0031769+0.0049589i,0.00068927+0.0014114i,-0.0037028-0.0024014i,-0.0051925-0.003673i,-0.0032961-0.0046147i,-0.00083381-0.0034874i,0.0015971-0.00058937i,0.0029039+0.00056791i,0.0015476+0.0010968i,3.0984e-05+0.0021305i,-0.00048156+0.0017926i,-0.0015361+0.00032715i,-0.0022318+0.000972i,-0.00084982+0.0028711i,0.0010857+0.002589i,0.0020219+0.0018904i,0.0025032+0.0018051i,0.0021227+0.001251i,0.0012242+0.00062506i,0.00037126+0.00013111i,-0.00034815-0.00028541i
-0.0011644-0.00096274i,-0.0022183-0.00012005i,-0.0024657+8.2472e-05i,-0.0027327-0.0010576i,-0.0040502-0.0035669i,-0.0056931-0.0052205i,-0.0063704-0.0047895i,-0.0044252-0.0036701i,-0.0016972-0.0032155i,0.0003906-0.002952i,0.0011688-0.0016808i,0.0014599-0.00046967i,0.0019446-0.00044135i,0.0015955-0.0018437i,0.00065201-0.0024401i,0.00049338-0.0016284i,0.00058153-0.001213i,0.0013068-0.0015295i,0.0017366-0.0013167i,0.0012776-0.00079555i,0.0016695+0.00013323i,0.0016534+0.00077097i,0.0011147+0.00061538i
-0.0022024-0.00023732i,-0.00081143-0.0018784i,-0.0011124-0.0044008i,-0.0027846-0.0055444i,-0.0062255-0.0027123i,-0.0088589-0.00040448i,-0.0087408+0.00096302i,-0.0065176+0.0011991i,-0.0043996+0.00035388i,-0.003168-4.0109e-06i,-0.0010908+0.00034908i,0.001423-3.6193e-05i,0.0030732-0.00066736i,0.0033093-0.0010757i,0.002808-0.0018925i,0.0017686-0.0018794i,0.00084995-0.0012401i,0.00030015-0.00054117i,-0.00017496+5.3812e-08i,-0.00052397+0.00041185i,0.00011352+0.00032261i,0.00052336-0.00019677i,0.00041513-0.000575i
-0.0012736+0.0026678i,-0.0011976+0.001711i,-0.0017152+0.0015499i,-0.0034005+0.00096926i,-0.0038593+0.0019515i,-0.0034709+0.0043866i,-0.0028111+0.0071216i,-0.0017089+0.0072216i,-0.00090794+0.0056075i,-6.8545e-05+0.0045414i,0.00012408+0.0033822i,-0.00052865+0.00072702i,-0.0004635-0.00039937i,0.0016824+0.00045162i,0.0033604-0.00014i,0.0024588-0.00086252i,0.0011856-0.00020827i,0.0010223+0.00010294i,0.00082286-1.95e-05i,-0.00013811-4.882e-05i,-0.00015053+0.00041832i,-0.00010698+0.0007101i,0.00010214+0.00013471i
-0.004697+0.0033302i,-0.0075843+0.0069246i,-0.0098791+0.011941i,-0.0089564+0.010503i,-0.0052166+0.007094i,-0.0016291+0.0054829i,0.00034016+0.0053083i,0.001723+0.0068032i,0.0017489+0.0081174i,0.0015856+0.0084217i,0.0010535+0.006771i,-0.0004844+0.0041599i,-0.0013816+0.002561i,-0.00079026+0.0024806i,-0.00074518+0.0026209i,-0.00054416+0.0016442i,1.6766e-05+0.001037i,8.5575e-05+0.0010105i,0.00042036+0.00036492i,0.0004919-0.00039096i,-0.00018219-0.00039494i,-2.8925e-05+1.9494e-05i,0.00045391+0.00024299i
0.015088-0.0051073i,0.014983-0.0059811i,0.013717-0.015299i,0.004351-0.018559i,-0.0056458-0.016231i,-0.0093005-0.00745i,-0.0039038+0.00072171i,0.00098289+0.0027338i,0.0037625+0.0032486i,0.0053775+0.0016551i,0.0020377-0.0009015i,-0.0024827-0.00068986i,-0.0045978+0.0001353i,-0.0058375+0.0004392i,-0.0059252+0.0012961i,-0.0044185+0.00136i,-0.002664+0.00064463i,-0.00053194+0.00033332i,0.00054592-0.00053992i,-0.00073508-0.0019786i,-0.0022369-0.0025123i,-0.0020984-0.0016506i,-0.0016378-0.0012942i
0.003984-0.00038797i,0.0069166+0.0015638i,0.0083573+0.00045046i,0.0050126-0.0018603i,3.8312e-05-0.0042083i,-0.003318-0.0053885i,-0.0035021-0.0045905i,-0.0011935-0.0022017i,0.0015192-0.00011766i,0.0027455-0.00021297i,0.0019926-0.00029015i,0.0010188+0.0012049i,0.00011842+0.0020322i,-0.0012688+0.0021081i,-0.0023056+0.0017611i,-0.0023532+0.001692i,-0.0016815+0.0013243i,-0.00040005+0.00057474i,-4.1032e-05+0.00034019i,-0.00073127+3.5309e-05i,-0.00053761+0.00016421i,6.0475e-05+0.00051179i,-0.00078741+0.00039785i
0.0013941-0.00123i,0.0024743-0.003181i,0.0046126-0.0067852i,0.0030919-0.0095093i,-0.00183-0.010881i,-0.006414-0.0099893i,-0.0082538-0.0076035i,-0.0072188-0.0044827i,-0.0043297-0.0022157i,-0.0022352-0.002611i,-0.0015206-0.0019666i,-0.00029676-1.2668e-05i,0.0015473+0.00023435i,0.0027401+0.000485i,0.0027726+0.00041432i,0.0020087-0.0001945i,0.0012099+0.00011887i,0.0011483+0.0002234i,0.001801+0.00024931i,0.0021758+0.00077574i,0.0014134+0.0011062i,0.00070424+0.00075731i,0.00011283+0.0013773i
0.0010736-0.0027429i,-0.00069337-0.0058597i,-0.0015499-0.011575i,-0.0033089-0.011642i,-0.0065786-0.0072466i,-0.0087162-0.0030541i,-0.0088046+0.00019867i,-0.0065068+0.00096328i,-0.0034672+0.00012616i,-0.0021318-0.00026664i,-0.001312-0.00061119i,-0.00015325-0.0015016i,0.00051472-0.0018597i,0.0025739-0.001569i,0.0042424-0.0014773i,0.0028507-0.0019243i,0.0013376-0.00079741i,0.0018671+0.00057273i,0.0019994+0.0006035i,0.0018681+2.1868e-05i,0.0025441-0.00045436i,0.0023518+0.00019252i,0.0013819+0.0008083i
-0.0043151+0.0008454i,-0.0065638+0.0011105i,-0.0086197+0.00011221i,-0.0087956+0.00027209i,-0.0067283+0.00062366i,-0.0039902+0.0019948i,-0.0019775+0.0041036i,-0.00087092+0.0045949i,0.00023632+0.0044193i,0.00048335+0.0045913i,-0.00052931+0.0027756i,-0.0012603-0.00047847i,-0.00070076-0.0024485i,-0.00020517-0.0026102i,-0.00044964-0.0028106i,-0.00069582-0.0022595i,-0.0001495-0.00051367i,0.00050769-4.8516e-05i,0.00085569-0.00022064i,0.00070128-0.00048688i,0.00033763-0.0014411i,-0.00028364-0.0017108i,-0.00027108-0.0015031i
0.00047822+0.0026064i,-0.0016966+0.0047673i,-0.0028511+0.0053446i,-0.0042395+0.0025405i,-0.0040182-0.00035278i,-0.0018724-0.0011338i,0.0010983+0.00043709i,0.0025527+0.0032042i,0.0030742+0.0051017i,0.0036195+0.0058568i,0.0025029+0.0045918i,-0.0006188+0.002144i,-0.0033129+0.00047015i,-0.0045327+0.00089472i,-0.0052215+0.0016488i,-0.0045816+0.00202i,-0.0022257+0.0019028i,-0.00025399+0.00080372i,-0.0001594-0.00058626i,-0.001255-0.0012487i,-0.0028111-0.00057689i,-0.0028123+0.0001343i,-0.0018396-0.0002884i
0.00094826+0.0018972i,0.0013243+0.0048586i,0.00027517+0.0060406i,-0.0015103+0.0041205i,-0.0035187+0.00019054i,-0.0043345-0.0018789i,-0.0030767-0.0017245i,-0.00039798+0.0012336i,0.001614+0.0044421i,0.0033791+0.0047587i,0.003549+0.0033825i,0.0015622+0.0025837i,-0.00012514+0.0032973i,-0.0012109+0.0038671i,-0.0017615+0.0035724i,-0.0011092+0.0030325i,1.8125e-06+0.0021923i,-0.00019558+0.00074182i,-0.00065527-0.00068054i,-0.00056691-0.00062891i,-0.00098301+0.00056231i,-0.0011918+0.0011496i,-0.0010514+0.0010953i
0.0032206+0.0014022i,0.0048701+0.0034854i,0.0072051+0.0035358i,0.0052697+0.00090944i,0.0010012-0.0033973i,-0.0026221-0.005041i,-0.0053247-0.0036062i,-0.0056794-0.0015687i,-0.0037609+6.2839e-05i,-0.00066939+0.00048363i,0.0014715+0.00061125i,0.0015898+0.0024393i,0.0018883+0.0038353i,0.002716+0.0026756i,0.0023321+0.0012971i,0.0011335+0.000993i,-0.00056141+0.00068802i,-0.00089529+0.00046808i,-0.00050001+0.00080094i,-0.00064441+0.00062148i,-0.00019493+0.00013133i,0.00047195-0.00039471i,0.00057313-0.00048798i
-0.0029639-0.00023269i,-0.0010192-0.00095891i,0.0026688-0.0018432i,0.0032344-0.0039267i,-0.00050297-0.0055426i,-0.0045878-0.0050914i,-0.0079422-0.0034599i,-0.0082956-0.0014392i,-0.0064721-0.00015617i,-0.0051042+0.00046628i,-0.0033431+0.00092886i,0.00016758+0.00085895i,0.0035663+0.0006863i,0.0039193+3.8469e-05i,0.0028667-0.00080897i,0.0012371-0.0010335i,0.0007178+0.00046879i,0.0020116+0.001749i,0.0021464+0.0022685i,0.0010948+0.0028714i,0.00038117+0.0020034i,-0.00015047+0.00077347i,-0.00038223+0.00022326i
0.0015654-0.00083148i,0.0014526-0.0054597i,0.0019219-0.01268i,0.00030201-0.014198i,-0.0031606-0.010117i,-0.0054371-0.0046988i,-0.0061238-0.0011337i,-0.0044172+0.00092818i,-0.0016821+0.0023127i,-0.0012563+0.0026922i,-0.0017067+0.0017793i,-0.001466+0.00030507i,-0.00065561-0.0010673i,-0.00045003-0.0016824i,-0.00021138-0.0013296i,0.00054954-0.00052346i,0.00047479+0.00052312i,0.0015011+0.00094418i,0.0033791+0.0014245i,0.0037431+0.001263i,0.0023993+0.00042357i,0.00092953+0.00034403i,-2.3975e-05+0.00054919i
-0.0045994+0.0016123i,-0.0078983+0.00079251i,-0.0094728-0.0019401i,-0.0073437-0.0037219i,-0.0049694-0.0027072i,-0.0039161-0.0012061i,-0.0011469+0.00044418i,0.0027172+0.0025036i,0.0042678+0.0039465i,0.0035243+0.0041387i,0.002438+0.0023417i,0.00060659-0.00026949i,-0.0030934-0.0018966i,-0.0049568-0.0023862i,-0.0034253-0.0022715i,-0.0015126-0.0014403i,-0.0010711-0.00080557i,-0.00092687-0.0009127i,0.0005917-0.0015266i,0.000643-0.0021311i,0.0001137-0.002455i,0.0013505-0.0011514i,0.0011412+0.00048869i
-0.001443+0.0010972i,-0.0054052+0.004832i,-0.0085644+0.0065918i,-0.0096099+0.004624i,-0.0078136+9.3524e-05i,-0.004287-0.0021999i,-0.00037788-0.001621i,0.0021442+0.00085892i,0.003887+0.0030812i,0.0053182+0.0025125i,0.0046036+0.00050395i,0.0016448-7.8136e-05i,-0.001845+0.00098326i,-0.0037399+0.0013832i,-0.0030187+0.0020225i,-0.0016629+0.0015308i,-0.00073945+0.00023501i,-0.00045541-0.00065204i,-0.00091703-0.00060644i,-0.0020165-0.00011064i,-0.0028902+0.00060377i,-0.0027678+0.00084454i,-0.0015784+0.00023152i
0.00071638+0.0038791i,0.001091+0.0097796i,0.00084071+0.013716i,-0.00073138+0.011026i,-0.0025471+0.0047823i,-0.0036478+0.00033993i,-0.0031437+0.00019482i,-0.00226+0.0019835i,-0.00054199+0.0020491i,0.00178+0.00059283i,0.0017533-0.00013781i,0.0011244+0.000847i,0.0015606+0.0034025i,0.0022032+0.0041103i,0.0016136+0.0024625i,-0.00017972+0.0019763i,-0.00078088+0.0019399i,-0.00062379+0.00078455i,-0.00089111-0.00020489i,-0.00092978+0.00026149i,-0.00084967+0.0014148i,-0.00033538+0.0016534i,-0.00048206+0.0012948i
0.0034757+0.0048187i,0.0072247+0.0069163i,0.010838+0.0085286i,0.0095181+0.0061762i,0.0035557+0.00016273i,-0.0024863-0.002307i,-0.0063383-0.001319i,-0.0077152+0.00055949i,-0.0070058+0.0019696i,-0.0050163+0.0018398i,-0.0032437+0.0020157i,-0.0009087+0.00227i,0.0039802+0.0021605i,0.006321+0.0018938i,0.0038778+0.0011916i,0.0018945+0.0010567i,0.0018524+0.0015618i,0.002115+0.00080586i,0.0013415-0.00030515i,0.00011056-0.0011133i,-0.00042876-0.0018162i,0.00041015-0.0015375i,0.0019595-0.0003358i
0.00018416-0.0016311i,0.0037306-0.0043772i,0.0075054-0.0081952i,0.0061453-0.010546i,0.00013732-0.0090693i,-0.0047617-0.0048026i,-0.0071206-0.00090741i,-0.0071462+0.0021437i,-0.0065767+0.004051i,-0.0059613+0.0049874i,-0.0041342+0.0053823i,-0.0013772+0.0038841i,0.0009571+0.00022458i,0.0018831-0.0034195i,0.0014501-0.0034171i,0.00055483-0.0013044i,0.00015419+0.00077256i,0.00095273+0.0011988i,0.0015846+0.0010592i,3.2104e-05-2.5781e-05i,-0.0013274-0.0027006i,-0.0011567-0.0031123i,-0.00054216-0.0021939i
-0.0014984-0.0018318i,-0.0022499-0.0075449i,-0.0030201-0.013888i,-0.0035491-0.016467i,-0.003008-0.012497i,-0.0027872-0.0066849i,-0.0026539-0.0022607i,-0.0011731+0.0015485i,-0.00031409+0.0043272i,-0.0005156+0.0053436i,0.00012533+0.0040662i,0.00018136+0.0019714i,-0.0019776-4.7275e-05i,-0.0048102-0.001935i,-0.0054934-0.0021246i,-0.0035427-0.00087939i,-0.0012678-0.00010246i,0.00051433+0.00058949i,0.001561+0.0018187i,0.0012973+0.0027742i,0.00055503+0.0022365i,-0.00012601+0.00082804i,-0.00041783+0.00040223i
-0.0036302+0.0034314i,-0.0069851+0.0011662i,-0.0093917-0.002518i,-0.009629-0.005259i,-0.0078502-0.0060325i,-0.0043459-0.0060868i,-0.001053-0.0049073i,0.0011748-0.0020061i,0.0038993+0.00067247i,0.005109+0.0013854i,0.0040004+0.00071187i,0.0016709-0.00012207i,-0.0023144+0.00071292i,-0.0050944+0.0021752i,-0.0049218+0.0020402i,-0.00266+0.00068513i,0.00011232+0.00017118i,0.0012932+0.00030303i,0.0019022+0.00059504i,0.0027232+0.0015328i,0.0035054+0.0020525i,0.0031947+0.0020428i,0.0015335+0.0014571i
-0.0025983+0.0021222i,-0.0068807+0.0051753i,-0.011181+0.0076787i,-0.012027+0.0053516i,-0.0082501+0.00076621i,-0.0057475-0.0019158i,-0.0040783-0.0037102i,0.00030841-0.0031194i,0.0049384-0.0012169i,0.0064249-0.00048522i,0.0044303-0.00096795i,0.001472-0.00035029i,0.00067098+0.0023503i,0.0016856+0.0039465i,0.0013835+0.0029132i,0.00066143+0.00099614i,5.933e-05-0.00023575i,-0.00080432-0.00076902i,-0.0007438-0.0017303i,-5.2394e-05-0.0020703i,9.8604e-05-0.0017464i,0.00015896-0.0017428i,0.00035266-0.0010654i
-0.00050038+0.0028352i,0.0002163+0.010031i,0.00070973+0.016437i,-0.00052902+0.015038i,-0.0030404+0.0084214i,-0.0046213+0.0037941i,-0.0045693+0.0018868i,-0.0026749+0.0015607i,3.1162e-05+0.001482i,0.0014789+0.00039054i,0.0012128+0.00049483i,0.00089573+0.0017065i,0.0022765+0.0010984i,0.0047267+0.00017793i,0.0052874-0.0003954i,0.0029493-4.7446e-05i,0.0014521+0.00093403i,0.0016883+0.00096055i,0.00042742-0.00022546i,-0.0022811-0.0021754i,-0.0037512-0.002025i,-0.0037246-0.00039504i,-0.0023848+0.0002047i
0.002968+0.0040303i,0.0071755+0.006928i,0.011249+0.0091979i,0.010266+0.0071074i,0.0037179+0.0027169i,-0.0012375+0.0025902i,-0.0030705+0.0057184i,-0.0032645+0.0067417i,-0.0040538+0.006234i,-0.0035534+0.0046472i,-0.00077329+0.003883i,0.0016724+0.0035091i,0.0027208+0.0011192i,0.0027035-0.0018344i,0.0017728-0.0023498i,0.00072059-0.00052156i,0.0011235+0.000767i,0.0019544+0.00083556i,0.0014601+0.00065612i,0.00018483+0.0015661i,-0.00078601+0.0025186i,2.4847e-05+0.0030869i,0.0019735+0.002522i
-0.0010197+0.00040028i,0.0024018-0.0020735i,0.0069417-0.0065121i,0.0064882-0.0092693i,0.0021131-0.0080361i,-0.0010875-0.0030496i,-0.0035285+0.0023181i,-0.004696+0.0056712i,-0.004093+0.0063869i,-0.0040849+0.0057814i,-0.0034802+0.0051238i,-0.0010815+0.0032177i,-0.00018983+0.00095175i,-0.0029205-0.00013435i,-0.004439-9.5514e-05i,-0.0031023+0.00086447i,-0.0010695+0.0012843i,2.0579e-05+0.0011919i,0.00084918+0.001884i,0.0018251+0.0013277i,0.0021087+0.00014887i,0.0022143-0.00045476i,0.0024396-0.0015593i
-0.0001366-0.0040442i,-0.0022816-0.0093218i,-0.0035795-0.016777i,-0.0047267-0.020943i,-0.0054447-0.016865i,-0.0061043-0.011682i,-0.0065458-0.0079951i,-0.0054964-0.0030254i,-0.0044106+0.0013617i,-0.0035771+0.0032562i,-0.003219+0.0024837i,-0.0034686+0.0014208i,-0.0031982+0.0014396i,-0.002541+0.0022124i,-0.0021839+0.0023693i,-0.0012277+0.0010495i,-0.001007+5.6877e-05i,-0.00090108+0.00010506i,9.4149e-05+0.00076679i,-0.00048471+0.00067016i,-0.0016521-0.00093895i,-0.0018947-0.0025196i,-0.001824-0.0026588i
-0.0081809-8.1587e-05i,-0.01241-0.002526i,-0.016295-0.0065707i,-0.015286-0.0090765i,-0.011058-0.0080302i,-0.0088189-0.0082248i,-0.0073598-0.010085i,-0.0045202-0.008452i,-0.0013688-0.0035336i,0.00068365+0.00051992i,0.00034324+0.0019007i,-0.0015339+0.0019673i,-0.0020965+0.0019506i,-0.0011101+0.0018254i,-0.00026024+0.00079498i,0.00038343-0.0013094i,0.00014675-0.0015351i,-0.001381+9.3366e-06i,-0.0019376+0.00085292i,-0.00091197+0.0012393i,-0.00045382+0.0022029i,-0.0010943+0.0026076i,-0.0013207+0.0022973i
-0.0029239+0.0043788i,-0.0060313+0.0075945i,-0.0091329+0.011468i,-0.0095189+0.011162i,-0.0077639+0.0054991i,-0.0063062-0.00041792i,-0.0046088-0.003687i,-0.0017569-0.0028267i,0.0021608-8.0197e-05i,0.0055467+0.001343i,0.0059549+0.0014574i,0.003748+0.00088046i,0.0012915+0.00030983i,0.00044175-0.00050702i,0.00033857-0.0022375i,-0.0004664-0.0027893i,-0.00083096-0.0021578i,0.00036063-0.0018115i,0.0020944-0.001665i,0.0034904-0.0021487i,0.0035433-0.0011654i,0.0028194+0.00082616i,0.0027948+0.00097778i
-0.0019515+0.004838i,-0.00018357+0.012326i,0.0018291+0.018947i,0.0020503+0.018763i,0.00014506+0.011324i,-0.0011495+0.006682i,-0.00032945+0.0082582i,0.0019907+0.0086773i,0.0037701+0.0062409i,0.0047291+0.0037175i,0.0049187+0.0023334i,0.0040357+0.00085328i,0.0029719-0.00048848i,0.0017235-0.00045306i,0.00078+0.00052785i,0.00046196+0.002096i,-0.0001556+0.0024624i,0.00030669+0.00044447i,0.0011241-0.0016154i,0.00085472-0.0029204i,0.00054306-0.0033614i,0.00048306-0.0021882i,0.0012876-0.0008221i
0.0039626+0.0013311i,0.0062417+0.0061023i,0.0091475+0.0072104i,0.0078879+0.0054233i,0.0032299+0.0032096i,-0.00030343+0.0053749i,-0.00016765+0.010491i,0.0013211+0.012165i,0.0010101+0.0089277i,-0.00060944+0.0044857i,-0.0010945+0.0011786i,0.00045511-0.00011146i,0.0017244+5.162e-05i,0.0018061+0.00037625i,0.001235+0.001566i,0.00060195+0.0034586i,0.0012066+0.0049597i,0.0017242+0.0040518i,0.00071589+0.0020921i,-0.001243+0.0012784i,-0.002886+0.0018738i,-0.002329+0.0027357i,-0.00069209+0.0027544i
0.00047296+0.0012743i,0.0042932-1.5447e-05i,0.00767-0.0048368i,0.0070157-0.010456i,0.0041755-0.0099801i,0.0018907-0.0035464i,0.00037466+0.001601i,-0.0017737+0.0034547i,-0.0045093+0.0022467i,-0.005586+0.0020043i,-0.0048585+0.0032007i,-0.0030284+0.0026839i,-0.00057952+0.0012979i,0.0002984+0.00044268i,-0.00025401+0.00027392i,7.2043e-05+0.00056644i,0.0016647+0.0019007i,0.002577+0.0039825i,0.0012827+0.0041936i,-0.00011773+0.0038895i,0.00047207+0.0038592i,0.0019138+0.0022511i,0.0022414+0.0013048i
-0.0023411-0.0030462i,-0.0029919-0.0084037i,-0.0056748-0.016988i,-0.0088063-0.020473i,-0.010176-0.017643i,-0.0085727-0.01376i,-0.008196-0.010945i,-0.0085713-0.0081695i,-0.0060282-0.0040665i,-0.0035853+0.0009499i,-0.0025898+0.0042248i,-0.0021512+0.0042952i,-0.0023259+0.0029755i,-0.0023376+0.0008792i,-0.0021404-0.00065241i,-0.0022368-0.0014963i,-0.0018606-0.0028284i,-0.00066666-0.0025387i,0.0002759-0.00090339i,0.0010428-0.00040698i,0.0012073-0.0018673i,0.0013077-0.003661i,-6.4453e-05-0.0040951i
-0.0019165-0.00057635i,-0.0067928-0.0067039i,-0.010529-0.011376i,-0.012268-0.012322i,-0.0116-0.010991i,-0.011472-0.01143i,-0.011855-0.012822i,-0.0096909-0.0093662i,-0.0048397-0.0026742i,0.00071036+0.0018971i,0.0021999+0.0030943i,0.00036865+0.0028785i,-0.0011303+0.0026711i,-0.0015718+0.0018422i,-0.0008154+0.00043169i,-0.00053071-0.0016344i,-0.0020488-0.0030355i,-0.0032508-0.0029652i,-0.002207-0.0025546i,-0.0010504-0.0026666i,-0.0014992-0.0025152i,-0.0024852-0.0017837i,-0.0032784-0.0022085i
-0.0061653+0.0027761i,-0.010954+0.0047546i,-0.013555+0.0082147i,-0.012484+0.01004i,-0.011309+0.006518i,-0.012095+0.00093794i,-0.011097-0.0015278i,-0.006718+0.0020265i,-0.0027367+0.0075659i,0.00077671+0.0072799i,0.0034904+0.0030724i,0.0029176+0.0013902i,0.00084048+0.0024709i,0.00079973+0.0023296i,0.0018356+0.0010311i,0.0015554-9.2761e-05i,0.00084444-0.00032801i,0.00083535-0.00051446i,0.00034149-0.00049586i,0.00040433+0.00049695i,0.0010256+0.0028455i,0.00085669+0.0051627i,0.00054929+0.0051942i
-0.0020441+0.0043533i,-0.0024092+0.011883i,-0.0022111+0.019463i,-0.0016526+0.019724i,-0.001512+0.013601i,-0.0028104+0.01048i,-0.002603+0.011569i,0.00021027+0.012525i,0.002374+0.011241i,0.0020804+0.0075976i,0.0011539+0.002539i,0.0011677-0.00077493i,0.0014752-0.0012361i,0.0016059-0.00056631i,0.0011638+1.0672e-05i,0.00056231+0.00080728i,0.0013857+0.002152i,0.0032804+0.0021156i,0.0035473+0.0013987i,0.0032795+0.0004833i,0.0034457+3.7379e-05i,0.0038491+0.00098169i,0.00508+0.0020424i
-0.0040335+0.004934i,0.00056502+0.01324i,0.0064804+0.018836i,0.0094626+0.014602i,0.0086732+0.0076536i,0.0093654+0.0074802i,0.01112+0.010069i,0.010301+0.0084258i,0.0062995+0.003621i,0.0015624+0.0022025i,-0.00067821+0.0020625i,-0.00025513+0.00011612i,0.0003503-0.0018543i,-0.00081061-0.0022106i,-0.0029027-0.0004184i,-0.0023023+0.0019238i,0.00089957+0.0034494i,0.0023476+0.0034557i,0.0010608+0.0018751i,-0.00098724-0.00025118i,-0.002594-0.0014981i,-0.0017302-0.0017808i,0.00065395-0.0018835i
0.0055207+0.00078824i,0.0097242-0.0027225i,0.015116-0.011405i,0.014839-0.018238i,0.010007-0.016571i,0.0079399-0.010172i,0.0083761-0.0055032i,0.0071252-0.0045045i,0.0045678-0.00521i,0.0016938-0.0038224i,-0.00013528-0.00037307i,-0.00038016+0.001067i,-0.0013836+0.00079271i,-0.0025666+0.00203i,-0.0025188+0.0026952i,-0.0012293+0.0024262i,-0.00040467+0.0026213i,-0.00098664+0.0027442i,-0.0016049+0.0026418i,-0.002478+0.0022435i,-0.0030356+0.0028886i,-0.0017572+0.0023342i,-0.00090202+0.0001975i
-0.00024737-0.003907i,-0.0012149-0.010053i,-0.0036825-0.019819i,-0.0065386-0.025203i,-0.0063431-0.021881i,-0.0059847-0.016041i,-0.0059748-0.011152i,-0.0044541-0.0057009i,-0.0021596-0.0011279i,-0.000324+0.0022397i,0.00025415+0.0053922i,4.3304e-06+0.0072485i,0.00096703+0.0076276i,0.0026331+0.0058909i,0.0031199+0.0025713i,0.0024499-4.3364e-05i,0.0011779-0.0010395i,0.00055959-0.00039275i,0.0012919+0.00087396i,0.0025698+0.0011822i,0.0027741+0.0006204i,0.0021161-0.00010502i,0.0014038-0.00042802i
-0.0008803-0.0019315i,-0.0063934-0.0077535i,-0.011877-0.012666i,-0.018128-0.013092i,-0.022769-0.011478i,-0.024918-0.011672i,-0.02412-0.0088447i,-0.018664+0.00023188i,-0.009144+0.0075715i,-0.00066043+0.0077245i,0.0028045+0.0048363i,0.0033449+0.0037924i,0.004372+0.0032653i,0.0055976-7.6427e-05i,0.0049093-0.0036111i,0.0023272-0.0047771i,-0.00012796-0.0046538i,0.00072807-0.0042781i,0.003118-0.0037079i,0.003123-0.0036207i,0.0018218-0.0040201i,-0.00014617-0.003363i,-0.0020845-0.0025959i
-0.0035194+0.0012557i,-0.0085046+0.0034335i,-0.013006+0.009497i,-0.017099+0.015097i,-0.020331+0.013541i,-0.024878+0.0069155i,-0.025634+0.0054018i,-0.018674+0.0091065i,-0.0098745+0.010238i,-0.0036175+0.0065533i,0.00080076+0.00077799i,0.0022839-0.0024017i,0.0010435-0.0038895i,-0.00072538-0.0053924i,-0.002244-0.0039674i,-0.0020267-0.00084312i,-0.0004392-2.5463e-05i,0.00068383-0.0017078i,0.00038262-0.0028374i,-0.00097677-0.0020298i,-0.0020328+0.00046628i,-0.0023125+0.0026016i,-0.0018466+0.0033374i
-0.00048873+0.0040099i,-7.8525e-05+0.010997i,0.0022599+0.018456i,0.0038237+0.018435i,0.0021996+0.012759i,-0.0010035+0.010352i,-0.00077866+0.0083949i,-6.9123e-05+0.005072i,-0.0024246+0.0027247i,-0.0042056+0.00010852i,-0.0034664-0.003863i,-0.0033002-0.0064728i,-0.0063536-0.0059646i,-0.008749-0.0024309i,-0.0072073+0.0018507i,-0.0034226+0.0033659i,-9.4018e-05+0.0030478i,0.00069965+0.002481i,-0.00020667+0.0027998i,-0.00056809+0.0031617i,0.00030582+0.0027629i,0.0012504+0.0026738i,0.002907+0.0023557i
-0.00039487+0.0045279i,0.0021522+0.0091298i,0.0084332+0.0076245i,0.014588-0.001202i,0.017734-0.006835i,0.021487-0.0034397i,0.023152-0.00070148i,0.016745-0.0042562i,0.0059517-0.0067128i,-0.0015242-0.0034349i,-0.004065-2.4483e-06i,-0.0046057-0.00015353i,-0.0046578+0.00069143i,-0.003566+0.00369i,-0.0020932+0.0047273i,-0.0019371+0.0031867i,-0.0016548+0.0028823i,-0.00066594+0.0045613i,0.00035101+0.0050999i,0.00061376+0.0023945i,0.0006595-0.0023913i,0.0018499-0.004081i,0.0027064-0.0037307i
