-0.00097623+0.00010842i,0.0004634-0.0011907i,0.00017743-0.0017488i,-0.0012563-0.001166i,-0.002016+0.00024901i,-0.0020633+0.0014919i,-0.0013777+0.001622i,-8.9612e-05+0.0011354i,0.00084137+0.0005444i,0.0013493-0.00025014i,0.0010204-0.00056667i,-0.00010621-0.00014212i,-0.00057606-6.6352e-05i,-0.00068854+7.1803e-06i,-0.00063495+0.00051206i,-0.00075777+0.00012086i,-0.00043742-0.00012644i,-3.6581e-05+0.00051538i,2.1607e-05+0.00053236i,-0.00051086-0.00016057i,-0.00083814-0.00045699i,-0.00014204-0.00054771i,0.00053372-0.00040053i
-0.03083-0.02569i,-0.14231+0.057092i,-0.24805+0.30013i,-0.24377+0.52393i,-0.18672+0.46426i,-0.15995+0.23615i,-0.14227+0.10753i,-0.10193+0.079492i,-0.062156+0.063129i,-0.031316+0.044877i,-0.01038+0.025687i,-0.0027764+0.018146i,0.0084967+0.018194i,0.016529+0.0055641i,0.010048-0.0083735i,0.00024279-0.011923i,-0.0071454-0.0084508i,-0.0077654+0.0020926i,-0.0011039+0.011468i,0.0042846+0.011865i,0.0067147+0.0078615i,0.0068994+0.0061102i,0.0041524+0.005066i
-0.20453+0.058571i,-0.38231+0.095207i,-0.3615+0.12383i,-0.024726+0.13623i,0.29997+0.097225i,0.3332+0.024288i,0.22646-0.015892i,0.13499-0.03083i,0.07948-0.037816i,0.043355-0.031847i,0.0094834-0.0068873i,-0.0044445+0.023973i,0.00028859+0.029286i,0.0012627+0.019818i,-0.0037815+0.0089693i,-0.014819-0.0041384i,-0.023476-0.0097706i,-0.016324-0.006856i,-0.00061221-0.0064075i,0.0059631-0.0098036i,0.0034302-0.0080864i,0.00051856-0.0014446i,0.0037317+0.0014045i
-0.056283+0.076356i,-0.066404+0.0071902i,-0.075236-0.2538i,-0.17407-0.53791i,-0.2831-0.52766i,-0.25265-0.28535i,-0.14387-0.11833i,-0.08494-0.083509i,-0.086839-0.058591i,-0.077477-0.020093i,-0.048875-0.013153i,-0.040403-0.024287i,-0.038152-0.01778i,-0.019388-0.010737i,-0.0016772-0.015719i,0.0079945-0.018728i,0.011974-0.021566i,0.0038336-0.025447i,-0.0093669-0.022468i,-0.013659-0.015478i,-0.013105-0.0096997i,-0.012659-0.0056177i,-0.0065493-0.0028656i
0.071107-0.1985i,0.16246-0.37965i,0.051809-0.3863i,-0.26962-0.094776i,-0.38576+0.25078i,-0.17297+0.35654i,0.013076+0.24712i,0.052728+0.15266i,0.075927+0.11448i,0.086928+0.058926i,0.061823-0.0013756i,0.030285-0.038438i,0.0067565-0.046123i,-0.0098158-0.03048i,-0.010387-0.01269i,0.0079061-0.0070257i,0.026726-0.007742i,0.027928-0.0061225i,0.019732-0.0012781i,0.01585+0.0019819i,0.011865-0.0040159i,0.0040502-0.011799i,-0.0041459-0.007109i
0.051393-0.18851i,0.085885-0.12643i,0.19996+0.09959i,0.38146+0.27409i,0.41167+0.1912i,0.20359-0.013069i,0.016017-0.069595i,0.0054201-0.046734i,0.032814-0.070161i,0.016987-0.069752i,0.018224-0.026733i,0.034858+0.00067129i,0.032814+0.0097852i,0.023211+0.01912i,0.017008+0.026501i,0.0096942+0.03039i,0.001352+0.031213i,0.0029451+0.025091i,0.008637+0.012152i,0.0077234+0.002207i,0.011173-0.0012332i,0.015991-0.0026543i,0.0073168-0.00039548i
0.12327+0.25422i,0.13956+0.4277i,0.21631+0.35507i,0.27388-0.039583i,0.1089-0.32034i,-0.10237-0.20785i,-0.12029-0.029821i,-0.089035+0.0021558i,-0.099752+0.015486i,-0.081212+0.044005i,-0.049255+0.057109i,-0.020879+0.066901i,0.0066541+0.051967i,0.011838+0.013635i,-0.0047169-0.0094436i,-0.023458-0.0049648i,-0.031812+0.0069089i,-0.027927+0.012215i,-0.01848+0.012596i,-0.011938+0.010007i,-0.0084347+0.0086846i,-0.0028807+0.0068687i,-0.00052525-0.0032267i
-0.10118+0.29294i,-0.15935+0.29177i,-0.29785+0.099531i,-0.4757-0.085091i,-0.451-0.11877i,-0.20498-0.10459i,-0.022996-0.11961i,0.011735-0.082024i,0.02749-0.022353i,0.027339-0.021933i,-0.010408-0.029179i,-0.039152-0.019596i,-0.049545-0.010766i,-0.047916-0.0061437i,-0.037075-0.016062i,-0.023087-0.029849i,-0.0048045-0.038233i,0.0059903-0.039122i,0.0069286-0.030187i,0.0061429-0.023158i,0.00026342-0.017629i,-0.0057536-0.012402i,-0.0031944-0.015384i
-0.35324-0.33516i,-0.4944-0.50049i,-0.47941-0.39193i,-0.274-0.026922i,0.0014314+0.19825i,0.12189+0.13265i,0.096013+0.04365i,0.075989+0.013796i,0.062881-0.021531i,0.042022-0.041702i,0.027264-0.056896i,0.0020492-0.065542i,-0.0088693-0.041076i,0.01204-0.012259i,0.034142-0.0098153i,0.035716-0.019648i,0.026394-0.021474i,0.013483-0.017074i,0.00095812-0.012219i,-0.00067928-0.010293i,0.0031892-0.01379i,0.0060355-0.014262i,0.010561-0.010078i
0.11948-0.5378i,0.12084-0.67226i,0.1964-0.492i,0.39714-0.25888i,0.46934-0.20391i,0.31245-0.15381i,0.14673-0.034892i,0.084022+0.018702i,0.05998+0.01617i,0.056627+0.014709i,0.056354+0.0064676i,0.052529-0.0044773i,0.049029-0.024287i,0.029647-0.033361i,0.013267-0.013221i,0.0073344+0.014047i,0.0019868+0.035065i,0.0022072+0.04101i,0.0058708+0.031451i,0.0085373+0.021886i,0.013867+0.01604i,0.021539+0.014126i,0.024543+0.020325i
0.71717+0.26981i,1.053+0.35995i,0.98739+0.252i,0.5328+0.067497i,0.072764+0.054677i,-0.11565+0.15512i,-0.083064+0.16537i,-0.028526+0.10188i,-0.014711+0.07029i,-0.0073928+0.075101i,0.011784+0.074464i,0.027266+0.061519i,0.017372+0.045446i,-0.011115+0.02618i,-0.030612+0.012966i,-0.0265+0.0025464i,-0.016663-0.010675i,-0.0067453-0.021445i,0.0042106-0.027454i,0.0056258-0.021779i,0.0032267-0.0066381i,0.00095112+0.0049326i,-0.0058995+0.0089369i
-0.014514+0.73269i,0.075516+0.84963i,0.07528+0.57432i,-0.07595+0.28143i,-0.11478+0.2353i,0.035129+0.19305i,0.099257+0.056316i,0.044434-0.00064533i,0.0046324+0.021601i,0.0041298+0.029443i,0.0079064+0.012812i,-0.0021061+0.00044742i,-0.0034648+0.0033125i,0.0089619-0.0056487i,0.010462-0.031023i,0.0037288-0.047711i,0.0015029-0.047218i,0.0003651-0.030676i,0.00097414-0.012679i,0.00024276-0.00866i,-0.0090499-0.010608i,-0.021368-0.0078173i,-0.029132-0.0075572i
-0.99427-0.043011i,-1.4168+0.086607i,-1.376+0.24041i,-0.94363+0.21421i,-0.53885+0.007154i,-0.33673-0.10788i,-0.18999-0.030592i,-0.053515+0.039881i,-0.00029506+0.0014903i,-0.020442-0.04321i,-0.040947-0.040173i,-0.047385-0.024571i,-0.035037-0.013083i,0.0061587-0.010714i,0.03996-0.017003i,0.043557-0.0093852i,0.038376+0.011821i,0.028064+0.026844i,0.016108+0.033843i,0.013603+0.027269i,0.014078+0.0098029i,0.017076-0.0084517i,0.021605-0.025893i
-0.019975-0.87242i,-0.13367-0.98565i,-0.088503-0.64181i,0.10963-0.24164i,0.12908-0.039865i,-0.053954+0.1333i,-0.11366+0.25894i,-0.03887+0.19817i,-0.0068549+0.08379i,-0.0095463+0.058831i,0.012056+0.067992i,0.039598+0.045342i,0.038657+0.020851i,0.021765+0.024992i,0.016942+0.037761i,0.01626+0.042859i,0.0032071+0.041867i,-0.012784+0.027213i,-0.022634+0.0061894i,-0.022847+0.00049809i,-0.010188+0.0010106i,0.004262+0.0013788i,0.018358+0.0071215i
1.0113-0.14611i,1.3624-0.55082i,1.255-0.87924i,0.85861-0.84424i,0.49778-0.61369i,0.22165-0.45105i,-0.015617-0.30843i,-0.11304-0.14622i,-0.070716-0.036794i,-0.0040301-0.0027336i,0.029384-0.012437i,0.030268-0.021926i,0.015247-0.012337i,-0.0060863+0.0071865i,-0.019755+0.019687i,-0.021836+0.0057251i,-0.025142-0.022944i,-0.021719-0.037943i,-0.012652-0.037204i,-0.014298-0.024954i,-0.018381-0.0036899i,-0.012921+0.016316i,-0.00069619+0.029277i
-0.010843+0.93254i,0.15057+1.1114i,0.11341+0.87082i,-0.11887+0.53814i,-0.23424+0.32021i,-0.18587+0.12505i,-0.13071-0.033621i,-0.071117-0.044985i,-0.0085006-0.009636i,0.0014236-0.014844i,-0.023475-0.0045671i,-0.025714+0.030055i,-0.0077746+0.028607i,-0.0033535-0.007923i,-0.012641-0.033032i,-0.018896-0.038759i,-0.014686-0.0376i,-0.0017009-0.026398i,0.017601-0.014927i,0.028606-0.018704i,0.02292-0.026356i,0.010348-0.026484i,-0.0075403-0.021544i
-0.85762+0.23829i,-1.0235+0.80839i,-0.71361+1.1355i,-0.23426+0.87039i,0.090597+0.36739i,0.26367+0.0039652i,0.33403-0.15809i,0.27444-0.18713i,0.15594-0.14857i,0.061088-0.079801i,0.024331-0.017434i,0.0064277+0.00017895i,-0.016746+0.0019393i,-0.017508+0.0052169i,-0.012507+0.0020385i,0.0018951+0.01602i,0.036891+0.035823i,0.051029+0.036891i,0.036657+0.03232i,0.023523+0.026694i,0.017702+0.013712i,0.015682+0.0020258i,0.015698-0.0061739i
-0.085743-0.87601i,-0.41372-1.162i,-0.485-0.98247i,-0.22121-0.55159i,-0.048079-0.18999i,-0.078776+0.095389i,-0.079635+0.28334i,-0.022675+0.27799i,-0.00015116+0.17681i,0.006732+0.0999i,4.3146e-05+0.029476i,-0.039437-0.021561i,-0.063499-0.013306i,-0.040784+0.016061i,-0.0059473+0.010813i,-0.0034828-0.019243i,-0.025936-0.032371i,-0.041223-0.025121i,-0.043981-0.011798i,-0.038687+0.0058645i,-0.028091+0.022046i,-0.012703+0.031492i,0.0097598+0.032789i
0.35485-0.19832i,0.29413-0.70576i,0.020634-0.8865i,-0.12205-0.53644i,-0.045401-0.16776i,0.030265+0.0081143i,0.056051+0.12521i,0.090346+0.13748i,0.080305+0.073408i,0.058353+0.032237i,0.063708+0.0097687i,0.072446-0.011831i,0.055682-0.032202i,0.018661-0.04109i,0.0019133-0.04635i,-0.0071359-0.051579i,-0.026123-0.029814i,-0.024759+0.003492i,-0.010942+0.0082302i,-0.014087-0.0002604i,-0.021885+0.0026654i,-0.022642+0.010669i,-0.01894+0.021664i
0.063031+0.39041i,0.51542+0.72137i,0.73508+0.81447i,0.44574+0.60766i,0.0067618+0.34268i,-0.33124+0.1494i,-0.47771+0.057356i,-0.37873+0.056952i,-0.1843+0.048169i,-0.069823+0.036846i,-0.0061167+0.05117i,0.050291+0.042929i,0.071042+0.0003758i,0.062425-0.031788i,0.067191-0.02553i,0.1025-0.020566i,0.11974-0.045364i,0.088856-0.060869i,0.049924-0.049074i,0.02936-0.042218i,0.01242-0.053293i,-0.0092373-0.061476i,-0.027859-0.047977i
0.22038-0.19833i,0.20989-0.057242i,0.089176+0.042917i,-0.09796-0.044525i,-0.26949-0.19649i,-0.34777-0.30399i,-0.32948-0.26407i,-0.20382-0.098804i,-0.059452+0.0070673i,-0.018649+0.041757i,-0.027132+0.070047i,-0.027714+0.072683i,-0.013504+0.069507i,0.021998+0.068624i,0.04975+0.061598i,0.052702+0.056776i,0.035132+0.03626i,0.0053591+0.0068948i,-0.0078125-0.0047987i,0.0070854-0.0021317i,0.030173+0.0028136i,0.04677+0.0025091i,0.045846-0.012098i
-0.067126+0.14855i,-0.60401+0.053474i,-0.96009-0.055593i,-0.62107-0.12045i,0.036247-0.37395i,0.39479-0.70994i,0.41074-0.72201i,0.3048-0.48213i,0.16669-0.28202i,0.024654-0.1726i,-0.071384-0.10115i,-0.11113-0.042587i,-0.11885-0.00497i,-0.12191+0.014501i,-0.12181+0.046632i,-0.090949+0.091668i,-0.022797+0.10838i,0.040124+0.080971i,0.051103+0.045753i,0.025877+0.035269i,0.011207+0.039434i,0.018109+0.031909i,0.033913+0.015605i
-0.33936+0.25573i,-0.089245+0.26341i,0.27324+0.20415i,0.39956+0.2471i,0.35916+0.39634i,0.37381+0.44925i,0.35664+0.26011i,0.2075+0.061025i,0.07706+0.038753i,0.080088+0.038459i,0.096695-0.0296i,0.072808-0.074502i,0.055919-0.067414i,0.042078-0.049795i,0.010035-0.053271i,-0.035831-0.070907i,-0.066592-0.069251i,-0.059295-0.046628i,-0.029331-0.029932i,-0.0073804-0.023848i,-0.0019645-0.013329i,-0.0021991+0.0058417i,0.0028335+0.020918i
-0.018212-0.47559i,0.183-0.50458i,0.35237-0.47125i,0.18895-0.46686i,-0.13353-0.4896i,-0.38087-0.46981i,-0.47616-0.22114i,-0.3181+0.081574i,-0.10667+0.13724i,-0.06331+0.10508i,-0.04961+0.14422i,0.01102+0.14926i,0.051447+0.084755i,0.055748-0.0043945i,0.038458-0.066898i,0.022696-0.06724i,0.014618-0.025159i,0.012913+0.021776i,0.013832+0.042778i,0.0099542+0.042272i,0.013843+0.036493i,0.026531+0.02229i,0.023771+0.0036639i
0.17669-0.059022i,-0.20837+0.042236i,-0.62595+0.3652i,-0.4945+0.55191i,0.03743+0.35427i,0.44432-0.027842i,0.49775-0.29824i,0.29987-0.28426i,0.12936-0.11123i,0.05039-0.052132i,-0.048554-0.070435i,-0.12473-0.024774i,-0.11582+0.057606i,-0.047778+0.11596i,0.027531+0.12828i,0.06182+0.10185i,0.057194+0.051561i,0.040994+0.0026762i,0.031099-0.01906i,0.018871-0.020473i,-0.0070515-0.012657i,-0.028522+0.0023275i,-0.025134+0.018293i
-1.0341+7.0836i,1.0246+6.7144i,3.7807+5.5329i,4.7912+2.179i,3.9077-1.2128i,1.5707-2.8999i,-0.55159-2.0816i,-1.117-0.39631i,-0.24156+0.47879i,0.79931+0.043602i,0.85533-0.8009i,0.27598-1.2954i,-0.50167-1.7994i,-1.3847-2.3698i,-1.6588-2.3558i,-1.06-1.4452i,-0.3508-0.44558i,-0.25227+0.047978i,-0.60368+0.32905i,-0.619+0.61338i,-0.10375+0.69614i,0.43919+0.40178i,0.53646-0.078807i
-0.22661-0.6546i,-0.36532-0.97662i,-0.52524-0.91668i,-0.61042-0.41789i,-0.54087+0.099838i,-0.38251+0.3566i,-0.16934+0.41581i,0.0093971+0.33165i,0.06877+0.18923i,0.077544+0.084362i,0.074731+0.0018228i,0.033723-0.049057i,-0.0017242-0.058511i,0.012957-0.064034i,0.071527-0.085114i,0.1269-0.11848i,0.1266-0.13545i,0.080127-0.11726i,0.024837-0.080004i,-0.0095145-0.044643i,-0.0083912-0.022554i,0.009525-0.02196i,0.022013-0.032662i
0.43139+0.42877i,0.5971+0.83063i,0.66133+1.0121i,0.61309+0.65081i,0.37353+0.010189i,0.033202-0.42521i,-0.1792-0.48081i,-0.15996-0.29343i,-0.049185-0.1369i,-0.045204-0.075618i,-0.077334-0.0021797i,-0.045568+0.038148i,-0.024885+0.018539i,-0.036361-0.0046849i,-0.052118-0.027772i,-0.056886-0.031926i,-0.029729-0.011639i,0.0099227-0.0094838i,0.032962-0.029993i,0.036792-0.03442i,0.032638-0.015051i,0.028923+0.0050764i,0.026857+0.0055797i
-0.16166+0.42041i,-0.19045+0.24552i,-0.18901-0.099231i,-0.25929-0.14555i,-0.36562+0.23647i,-0.32738+0.62926i,-0.11859+0.64463i,0.045069+0.34505i,0.040019+0.080173i,0.0099283+0.015902i,0.037755+0.012893i,0.05124-0.014754i,0.030896-0.032281i,0.010935-0.032969i,0.013173-0.029669i,0.03264-0.021979i,0.045729-0.015206i,0.039652-0.012704i,0.021125-0.0047281i,0.006993-0.0027185i,-0.007077-0.018908i,-0.025886-0.029234i,-0.03008-0.015806i
-0.47607-0.42137i,-0.62975-0.36337i,-0.57047-0.1131i,-0.31505+0.098517i,-0.046687+0.10387i,0.018111+0.06676i,-0.048257+0.10276i,-0.097721+0.10124i,-0.10173+0.045642i,-0.075948+0.018225i,-0.0406+0.015177i,-0.028437+0.017939i,-0.027477+0.023175i,-0.024813+0.012033i,-0.024948-0.00099714i,-0.022839-0.013355i,-0.033472-0.03147i,-0.053776-0.032639i,-0.054298-0.018479i,-0.045007-0.014497i,-0.047806-0.016398i,-0.053512-0.010724i,-0.056718-0.0061174i
0.69158-0.15989i,0.97161-0.2268i,0.95298-0.28514i,0.57783-0.30272i,0.1749-0.20513i,0.039691-0.052979i,0.068574+0.022313i,0.065362+0.034798i,0.030873+0.045495i,0.022243+0.021697i,0.026013-0.032114i,0.028465-0.063859i,0.031837-0.059849i,0.032249-0.045241i,0.025807-0.036032i,0.021238-0.021194i,0.030716+0.00426i,0.036439+0.0099857i,0.020064-0.0020039i,0.012601+0.0065515i,0.03178+0.023788i,0.047832+0.021646i,0.042546+0.012118i
-0.48749+0.40517i,-0.95073+0.52978i,-1.1653+0.55589i,-0.82549+0.5001i,-0.23293+0.31926i,0.12248+0.016913i,0.16536-0.19842i,0.10551-0.21051i,0.066063-0.11083i,0.038231-0.030521i,0.010691+0.028496i,0.0043858+0.066826i,-0.0054702+0.0599i,-0.030567+0.043704i,-0.04718+0.025212i,-0.059666+0.0040271i,-0.067589-0.00054353i,-0.045272+0.010886i,-0.0034935+0.01973i,0.012968+0.0060653i,-0.0016696-0.015529i,-0.019633-0.020918i,-0.02267-0.013637i
-0.11963-0.41866i,0.10461-0.53536i,0.42404-0.58947i,0.3784-0.62695i,-0.093512-0.54128i,-0.51392-0.24237i,-0.53987+0.049631i,-0.30946+0.096724i,-0.13538-0.0038925i,-0.064894-0.017962i,-0.00063149+0.025817i,0.044749+0.018026i,0.046762-0.0083984i,0.027204-0.0031072i,0.010575+0.031417i,0.010443+0.053559i,0.01088+0.035376i,-0.003773+0.0027878i,-0.022907-0.015749i,-0.03124-0.011283i,-0.021048+0.0034788i,-0.0016778+0.0047986i,0.0032688-0.0023417i
0.60019-0.12336i,0.61158-0.34005i,0.28464-0.38054i,0.0035818-0.10732i,0.08657+0.2241i,0.33409+0.30185i,0.36188+0.13425i,0.16264+0.016438i,0.0081371+0.034616i,-0.024412+0.031991i,-0.043349-0.013632i,-0.057234-0.022515i,-0.033685-0.0015431i,0.0017012+0.010216i,0.029382+0.0022224i,0.036769-0.012875i,0.030395-0.012983i,0.02797-0.0032788i,0.027895+0.0018496i,0.029463+0.005374i,0.025841+0.010446i,0.015255+0.0095302i,0.012226-0.00097156i
-0.26086+0.75302i,-0.223+1.2316i,-0.047695+1.3246i,0.12315+0.81618i,0.12452+0.065164i,-0.037193-0.40983i,-0.15954-0.43608i,-0.13832-0.21654i,-0.027011-0.046068i,0.031763-0.0030665i,0.028657+0.028221i,0.039252+0.064158i,0.042423+0.04977i,0.014492+0.016654i,-0.014481+0.0072595i,-0.02464+0.014011i,-0.027097+0.020135i,-0.026727+0.023511i,-0.021975+0.026772i,-0.019508+0.020285i,-0.022351+0.004113i,-0.028559-0.0013347i,-0.031188+0.0063022i
-0.39257-0.74908i,-0.58804-1.1057i,-0.60709-1.1325i,-0.48437-0.70593i,-0.36523-0.13975i,-0.28941+0.24738i,-0.14464+0.39061i,0.027599+0.26907i,0.065899+0.07715i,0.032513-0.0035572i,0.012492-0.031805i,-0.0073572-0.039856i,-0.0082664-0.01768i,0.0018216+0.0091164i,0.0010344+0.027433i,-0.0048318+0.023041i,-0.0087658+0.0032765i,-0.0018854-0.0035436i,0.013614+0.00050848i,0.025801+0.0057809i,0.030916+0.012527i,0.033652+0.014706i,0.030065+0.010631i
0.63331+0.28392i,0.86664+0.48957i,0.90504+0.59339i,0.78309+0.41598i,0.59935+0.090713i,0.4372-0.17752i,0.23184-0.33299i,0.0078345-0.30379i,-0.089876-0.14679i,-0.070298-0.025272i,-0.031379+0.020434i,-0.010075+0.029404i,-0.0018346+0.037133i,0.0086972+0.043022i,0.013694+0.039407i,0.0094503+0.040744i,0.0075327+0.038133i,-0.0013604+0.013083i,-0.022243-0.020485i,-0.036664-0.031646i,-0.032803-0.023622i,-0.02459-0.019213i,-0.015802-0.017915i
-0.34271+0.27175i,-0.41622+0.19458i,-0.41893-0.046166i,-0.3952-0.19782i,-0.3532-0.13615i,-0.27895+0.018659i,-0.18476+0.11436i,-0.094857+0.12234i,-0.040654+0.094244i,0.0032567+0.073004i,0.038859+0.053542i,0.03631+0.026881i,0.011017-0.011137i,-0.014428-0.040275i,-0.016495-0.040833i,0.0039468-0.038873i,0.0098704-0.037611i,0.0084209-0.0053723i,0.024482+0.034289i,0.033941+0.037507i,0.020117+0.018487i,0.0050423+0.0068146i,-0.0042537+0.0080872i
-0.20396-0.49881i,-0.39988-0.55459i,-0.5059-0.37504i,-0.36366-0.14131i,-0.049334-0.056264i,0.16804-0.073371i,0.19376-0.06064i,0.13114-0.010822i,0.080529+0.0099847i,0.028106-0.010789i,-0.02574-0.020561i,-0.043424-0.0082281i,-0.035+0.018713i,-0.02218+0.046787i,-0.025061+0.053175i,-0.043564+0.051343i,-0.044277+0.044952i,-0.035723+0.015072i,-0.041108-0.012843i,-0.042223-0.01472i,-0.027865-0.0030857i,-0.0069079+0.0091646i,0.0083578+0.013195i
0.58114+0.18843i,0.89364+0.10299i,0.9145-0.010831i,0.61644+0.022917i,0.2695+0.11815i,0.036943+0.094626i,-0.066586+0.0061626i,-0.05366-0.044296i,-0.023311-0.059142i,-0.024382-0.035579i,-0.0026827-0.0068294i,0.028974-0.01558i,0.025432-0.031129i,0.0064434-0.023358i,0.00148-0.0028836i,0.010472+0.0068625i,0.013841+0.0056023i,0.0090809+0.010175i,0.010312+0.013719i,0.015633+0.010109i,0.01285+0.0042701i,-0.001528-0.0034126i,-0.014431-0.0084895i
-0.66292+0.32738i,-0.89429+0.68528i,-0.72496+0.83442i,-0.27962+0.57569i,0.03298+0.2045i,0.11557+0.022399i,0.10599-0.010679i,0.048111-0.029529i,-0.021954-0.034586i,-0.047544-0.015549i,-0.04332+0.015998i,-0.029488+0.046567i,-0.010093+0.044259i,-0.0014684+0.015888i,-0.0065468-0.0025042i,-0.0089079+0.0011187i,-0.0027457+0.004173i,0.006247-0.0037573i,0.0083387-0.01023i,0.00012896-0.014069i,-0.006822-0.017953i,-0.0066897-0.020212i,-0.0050556-0.019567i
0.32283-0.6115i,0.40467-0.9338i,0.37034-0.94935i,0.22081-0.63773i,0.025345-0.24639i,-0.066226+0.019531i,-0.048093+0.10749i,-0.0078293+0.095861i,0.028718+0.064214i,0.060405+0.022179i,0.0602-0.028609i,0.031386-0.059856i,0.012806-0.056889i,0.014723-0.035868i,0.01888-0.022848i,0.0062594-0.025082i,-0.015289-0.021916i,-0.024536-0.007689i,-0.019717+0.0059371i,-0.005886+0.017794i,0.0087401+0.027438i,0.017068+0.031714i,0.022919+0.031555i
0.20458+0.54939i,0.30217+0.67081i,0.20338+0.57777i,0.023496+0.40076i,0.0040503+0.24777i,0.10526+0.09793i,0.11831-0.045509i,0.032317-0.080424i,-0.014563-0.028135i,-0.023192+0.0075668i,-0.044505+0.030425i,-0.040352+0.056118i,-0.016963+0.054168i,-0.011003+0.038457i,-0.012072+0.033516i,-0.0077504+0.032735i,0.0029142+0.029634i,0.012134+0.019894i,0.013247+0.0018254i,0.0064842-0.018064i,-0.0057637-0.02847i,-0.017453-0.02743i,-0.029042-0.023043i
-0.48359-0.20378i,-0.64979-0.13481i,-0.6255-0.0064202i,-0.51182+0.049654i,-0.4249+0.042288i,-0.37191+0.067908i,-0.26216+0.12643i,-0.11051+0.12409i,-0.027679+0.057602i,-0.012231+0.010745i,0.0043603-0.0053527i,0.019155-0.017116i,0.01777-0.018062i,0.0079916-0.010262i,-0.0025216-0.0011076i,-0.0015756+0.0012062i,0.0026876-0.010205i,-0.0016727-0.01727i,-0.0053742-0.0047608i,0.0016403+0.011582i,0.01643+0.01158i,0.02773+0.0034896i,0.031498+0.0022698i
0.40052-0.28475i,0.34398-0.51748i,0.12772-0.54117i,0.049971-0.29482i,0.16494-0.048647i,0.26011+0.030847i,0.21971+0.012769i,0.11291-0.025229i,0.041352-0.022729i,0.034197-0.0031595i,0.03558-0.0031461i,0.0093039-0.00053197i,-0.020339+0.011107i,-0.028898+0.017164i,-0.020114+0.010978i,-0.016667+0.0041197i,-0.019236+0.0098107i,-0.012494+0.016366i,-0.0067427+0.010182i,-0.013277+0.0036254i,-0.022739+0.0093075i,-0.027992+0.013114i,-0.030415+0.0074627i
-0.15345+0.59772i,0.074749+0.85609i,0.36505+0.70538i,0.33463+0.23043i,0.0050966-0.10703i,-0.23428-0.14752i,-0.22642-0.078379i,-0.1299-0.032555i,-0.0837-0.01907i,-0.070553-0.0072704i,-0.044893-0.012095i,-0.018474-0.033642i,0.003311-0.041101i,0.018635-0.030562i,0.018011-0.011443i,0.013243+0.0042006i,0.0089067+0.010291i,0.0060111+0.010187i,0.0072234+0.0053528i,0.007958-0.0020324i,0.011024-0.0099524i,0.016282-0.013348i,0.021708-0.0078223i
-0.22665-0.58229i,-0.53731-0.74506i,-0.65644-0.60156i,-0.40111-0.33684i,-0.072233-0.16748i,0.048272-0.069516i,0.032089-0.0062892i,0.012501+0.0082813i,0.023269-0.0041151i,0.032317-0.01831i,0.015045+0.0029084i,0.0062177+0.040199i,0.0056727+0.040271i,-0.0091024+0.021914i,-0.021574+0.011497i,-0.021296+0.0078621i,-0.010849+0.0061485i,-0.0018452+0.0028147i,-0.0016618+0.0038563i,-0.00032775+0.009874i,0.0027624+0.014274i,0.0047916+0.014452i,0.0039975+0.0076665i
0.58237+0.34969i,0.97212+0.294i,1.0055+0.033181i,0.60737-0.13826i,0.18978-0.12079i,0.017486-0.063799i,-0.0040348-0.042987i,0.00044175-0.028049i,-0.015084+0.0021085i,-0.021893+0.032664i,-0.0093619+0.017697i,-0.013469-0.017451i,-0.021298-0.017131i,-0.013247-0.0033249i,-0.0029186+0.0013558i,-0.0011762-0.0033563i,-0.014218-0.01437i,-0.026206-0.018475i,-0.020679-0.015958i,-0.013789-0.012024i,-0.017713-0.0086241i,-0.025542-0.0072812i,-0.028263-0.0056996i
-0.61865-0.060728i,-0.88438+0.14561i,-0.7668+0.43541i,-0.35752+0.49285i,-0.041244+0.28925i,0.036954+0.082385i,0.012397-0.021692i,-0.0051479-0.056428i,0.015956-0.074418i,0.029724-0.089176i,0.029497-0.06345i,0.041786-0.027214i,0.039382-0.019137i,0.022925-0.013321i,0.013194-2.8563e-05i,0.01171+0.013352i,0.018413+0.024513i,0.0249+0.03017i,0.025794+0.025404i,0.026108+0.0092867i,0.028573-0.00084622i,0.030287+0.0022198i,0.024339+0.0068322i
0.48552-0.22746i,0.56625-0.44034i,0.34204-0.51298i,0.097683-0.34069i,0.065596-0.14928i,0.073773-0.10708i,0.018608-0.067735i,-0.010272+0.010245i,-0.009117+0.063285i,0.0019087+0.087299i,0.0080545+0.072034i,-0.0028037+0.041993i,-0.00093188+0.021622i,0.004708+0.0029942i,-0.0055927-0.0094743i,-0.019826-0.015476i,-0.02725-0.016861i,-0.025045-0.012714i,-0.021597-0.0057114i,-0.022662+0.005505i,-0.023082+0.010224i,-0.01906+0.0040411i,-0.0072184+0.001263i
-0.31421+0.39123i,-0.31821+0.60279i,-0.095808+0.57012i,0.06965+0.33865i,0.031295+0.19241i,-0.010473+0.191i,0.031301+0.15429i,0.058682+0.05251i,0.033965-0.023763i,-0.0069535-0.044699i,-0.02127-0.028743i,-0.0067162-0.011666i,0.00092297+0.0012024i,0.0013333+0.017229i,0.0079637+0.023604i,0.017249+0.018433i,0.019962+0.0069386i,0.011057-0.0011942i,0.0040434-0.0011318i,0.0059554-0.0062409i,0.0041131-0.016697i,-0.0046247-0.021209i,-0.016575-0.018223i
