-0.00097623+0.00010842i,0.0004634-0.0011907i,0.00017743-0.0017488i,-0.0012563-0.001166i,-0.002016+0.00024901i,-0.0020633+0.0014919i,-0.0013777+0.001622i,-8.9612e-05+0.0011354i,0.00084137+0.0005444i,0.0013493-0.00025014i,0.0010204-0.00056667i,-0.00010621-0.00014212i,-0.00057606-6.6352e-05i,-0.00068854+7.1803e-06i,-0.00063495+0.00051206i,-0.00075777+0.00012086i,-0.00043742-0.00012644i,-3.6581e-05+0.00051538i,2.1607e-05+0.00053236i,-0.00051086-0.00016057i,-0.00083814-0.00045699i,-0.00014204-0.00054771i,0.00053372-0.00040053i
0.0060542+0.0064193i,0.017062+0.0014785i,0.041159-0.0082186i,0.06226-0.018333i,0.062624-0.018012i,0.042957-0.0060194i,0.0274+0.011914i,0.026423+0.022235i,0.023474+0.014555i,0.012496+0.0046458i,0.00087951+0.0046251i,-0.0052821+0.0094474i,-0.0024981+0.012996i,0.0043587+0.013225i,0.0061442+0.010661i,0.0054726+0.0072994i,0.0064479+0.0030283i,0.0061909+0.00090031i,0.0049172+0.00441i,0.0036244+0.0067176i,0.00080548+0.0041784i,-0.0020811+0.0026348i,-0.001817+0.0033198i
-0.0033721-0.0036444i,0.0076031+9.8276e-05i,0.034362+0.006057i,0.067911+0.0066698i,0.077181+0.0021604i,0.054129+0.0069617i,0.026669+0.016579i,0.011321+0.014597i,0.0036343+0.0056656i,-0.00094852+0.0016144i,-0.0053985+0.0043068i,-0.0077081+0.011914i,-0.0022897+0.019011i,0.0064128+0.019948i,0.010049+0.014744i,0.0094039+0.008087i,0.006909+0.0053641i,0.0048591+0.0072087i,0.0016066+0.010402i,-0.00091795+0.0091421i,0.0010474+0.0041755i,0.0029146+0.0010071i,0.0025298+0.00073204i
0.0076057+0.0040843i,0.01486+0.0090761i,0.025414+0.020294i,0.035606+0.026838i,0.036437+0.015714i,0.017158-0.0076833i,-0.0099912-0.016373i,-0.02138-0.0073452i,-0.019794-0.00052732i,-0.015089-0.0014211i,-0.010841-0.0043057i,-0.0084771-0.0032737i,-0.0086561+0.00019888i,-0.012122+0.0016156i,-0.011338+0.0010115i,-0.0058509-0.00017626i,-0.0010207+0.0013042i,0.0010173+0.003963i,-0.0016991+0.0041079i,-0.0041097+0.0024087i,-0.0019779-0.00069181i,-0.00012117-0.0041645i,-0.001855-0.0045974i
0.0017166+0.0024152i,0.0031938+0.011453i,0.0019858+0.036906i,-0.00042856+0.068249i,-0.010214+0.071391i,-0.026828+0.037852i,-0.041425+0.001987i,-0.041439-0.0043427i,-0.02402+0.0044745i,-0.0091409+0.0042957i,-0.0062645-0.0054213i,-0.0096114-0.014133i,-0.016941-0.01385i,-0.02264-0.0071671i,-0.020404-0.0011813i,-0.013564+0.0017269i,-0.0097332+0.0023856i,-0.010405+0.0017498i,-0.011728-0.00086789i,-0.010881-0.0025951i,-0.0065882-0.0011197i,-0.0024736+0.00056151i,-0.0016409-0.00063296i
-0.0013566-0.0032418i,-0.0071867+0.0052534i,-0.014948+0.023379i,-0.0099841+0.051179i,0.014469+0.062842i,0.029625+0.041903i,0.021266+0.015221i,0.013366+0.00056644i,0.011396-0.0077148i,0.009856-0.01008i,0.0068712-0.0094015i,0.0011694-0.0094191i,-0.0027579-0.0079904i,-0.0032474-0.0073491i,-0.0027472-0.0059046i,-0.0032002-0.00071079i,-0.0049821+0.0031932i,-0.0073849+0.0026007i,-0.0068489-0.00072266i,-0.0032318-0.0034308i,-0.0004414-0.0018699i,0.0018602+0.0012486i,0.0029581+0.001685i
0.0032885+0.0074613i,-0.0023918+0.006739i,-0.016966+0.0066304i,-0.034926+0.004233i,-0.032105-0.00028417i,0.0020748-0.0083534i,0.032329-0.017679i,0.029384-0.019957i,0.011947-0.018576i,0.0033117-0.015384i,0.006762-0.0092884i,0.012632-0.0064445i,0.015637-0.0091981i,0.014939-0.014476i,0.0086351-0.01604i,0.0031936-0.01162i,0.0019509-0.0082044i,0.0026645-0.0095339i,0.003536-0.01193i,0.0033988-0.010393i,0.0023564-0.0040847i,0.002251+0.00087504i,0.0048854+0.0010349i
-0.0040266-0.0051822i,-0.013049-0.0081849i,-0.038556-0.011331i,-0.067589-0.00086388i,-0.065152+0.023773i,-0.02882+0.040871i,0.0064224+0.033722i,0.018053+0.014503i,0.011759+0.0067845i,0.0046462+0.008491i,0.0067951+0.0072637i,0.012737+0.0049232i,0.015132+0.002097i,0.014937-0.0015533i,0.010531-0.0048496i,0.0035894-0.007799i,0.00051224-0.010265i,0.0023737-0.011901i,0.0049336-0.010418i,0.0054473-0.0065577i,0.0033993-0.0029661i,0.00035996-0.00066612i,-0.00019836+0.00090897i
0.0021857-0.0096453i,-0.004484-0.016532i,-0.018191-0.026744i,-0.035413-0.027347i,-0.039552-0.0073246i,-0.022447+0.013725i,-0.0082726+0.019557i,-0.0051432+0.018235i,0.0036544+0.010886i,0.008225+0.003829i,0.00402+0.0073126i,0.0020331+0.011877i,0.0018926+0.014084i,0.0041357+0.016911i,0.0067956+0.014046i,0.0037587+0.0056664i,0.00067525-6.2557e-05i,0.0033831-0.00059123i,0.0065795+0.0020176i,0.0067553+0.0042263i,0.0031965+0.002421i,-0.0036802+0.00099292i,-0.0071229+0.0032752i
0.0068028+0.0014419i,0.011733-0.0060538i,0.014732-0.022951i,0.0070674-0.037856i,-0.016747-0.031485i,-0.049685-0.00091057i,-0.061209+0.024584i,-0.042014+0.025302i,-0.018752+0.012853i,-0.0079792+0.0033652i,-0.0071297+0.002853i,-0.008507+0.0081935i,-0.0094657+0.012813i,-0.0068762+0.013987i,-0.00047712+0.0099743i,0.0040511+0.0055645i,0.0060247+0.0065603i,0.0074614+0.010421i,0.0077964+0.011113i,0.0065973+0.0077782i,0.0037102+0.004928i,0.00069462+0.0034221i,-0.0017953+0.001937i
0.0026567-0.002353i,0.0075535-0.011357i,0.016209-0.037589i,0.016545-0.065892i,0.0050518-0.064763i,-0.0054207-0.038449i,-0.0082133-0.01541i,-0.0070216-0.0049262i,-0.0046356-0.00078388i,-0.0044757-0.0004859i,-0.0084307+0.00057035i,-0.012968+0.00201i,-0.016133-0.00033924i,-0.017148-0.0019143i,-0.012421+0.0001371i,-0.0039122+0.00041584i,0.0012082-0.00049204i,0.0019842+0.00061583i,0.0020425+0.0019903i,0.00097636+0.0012019i,-0.00060231-0.001938i,-0.0012238-0.0051067i,-0.0024878-0.0069246i
0.0036654-0.01012i,0.006738-0.01704i,0.011128-0.021614i,0.0038579-0.026266i,-0.020634-0.041856i,-0.031387-0.06131i,-0.018022-0.069488i,-0.0081613-0.056736i,-0.0057203-0.025492i,-0.0016765-0.0033966i,-0.0020678-0.0031037i,-0.005161-0.006602i,-0.0055691-0.0064369i,-0.0068437-0.0035354i,-0.0073632+0.0017292i,-0.0057655+0.0025442i,-0.0082078-0.0004762i,-0.012575-0.0014123i,-0.012263-0.00035651i,-0.0094493+0.0011521i,-0.0064048+0.0024789i,-0.0035108+0.0022341i,-0.00086756-0.00075492i
0.0055087+0.0055669i,0.017366+0.012597i,0.033133+0.025905i,0.045868+0.041201i,0.049529+0.04887i,0.036819+0.038464i,0.021552+0.015041i,0.015824-0.0024101i,0.013775-0.0068634i,0.011613-0.0064952i,0.0095822-0.0072992i,0.0081994-0.0097889i,0.010348-0.012697i,0.011291-0.013455i,0.006574-0.0088055i,0.0029007-0.0028479i,0.00074842-0.00069098i,-0.0036203+4.0461e-06i,-0.0043475+0.0022381i,-0.00075043+0.0046418i,0.002796+0.003865i,0.0058391+0.00068194i,0.0078464-0.0011891i
0.0037664-0.002662i,0.0069537+7.5528e-06i,0.019009+0.0014306i,0.039339-0.01033i,0.056137-0.032736i,0.065333-0.032057i,0.063073-0.0052689i,0.045054+0.0061786i,0.014568-0.0013496i,-0.0041696-0.0032287i,-0.0038024-0.0013179i,0.0025433-0.0021212i,0.0075549-0.0046559i,0.0071284-0.007999i,0.0017975-0.0083017i,0.00047616-0.0066312i,0.0048985-0.0082497i,0.0082056-0.010258i,0.0079231-0.0075091i,0.0046689-0.0036443i,0.00079771-0.002472i,-0.0013139-0.00047797i,-0.00063677+0.0034182i
0.0035032+0.0013684i,0.00037529+0.0016151i,-0.013568-0.00019335i,-0.035811-0.0039081i,-0.051188-0.0052764i,-0.047882+0.0064862i,-0.018559+0.024304i,0.013188+0.02949i,0.017191+0.022248i,0.0044546+0.017714i,-0.00015021+0.015404i,-0.00067241+0.014528i,-0.003023+0.019683i,-0.0031193+0.019949i,-0.0037301+0.011499i,-0.0042083+0.0041714i,-0.00058576-0.00033475i,0.002828-0.0032584i,0.0019346-0.0028047i,-0.0023675-0.0015155i,-0.0046206+0.00052463i,-0.0026976+0.0044383i,-0.0015758+0.0076066i
-0.0059028+0.0095969i,-0.011192+0.0075952i,-0.014451+0.0018542i,-0.0092287+0.002115i,0.0042979+0.018137i,0.012514+0.022409i,0.0014732+0.014745i,-0.0056081+0.0098989i,0.0065821+0.0019776i,0.015397-0.0060578i,0.00759-0.003929i,0.00087843+0.0051118i,0.0011848+0.010419i,0.0021871+0.0077543i,0.0017675+0.0026707i,0.0012954+0.0029182i,0.0028082+0.006811i,0.0030289+0.0085563i,-0.00059858+0.0070313i,-0.0046224+0.0040533i,-0.0051372+0.00035212i,-0.0039708-0.0026186i,-0.0052222-0.0033337i
-0.004239-0.0087676i,-0.0014442-0.016998i,0.005268-0.018636i,0.01635-0.014724i,0.01172-0.024967i,-0.022126-0.035277i,-0.05515-0.02105i,-0.054382+0.0076041i,-0.031968+0.013384i,-0.019334-0.00058078i,-0.013857-0.0069629i,-0.0097082-0.0080349i,-0.0089962-0.01198i,-0.007732-0.013152i,-0.0032152-0.010077i,0.00052198-0.0061738i,0.00026015-0.0014482i,-0.0018979+0.0020995i,-0.0038252+0.0024121i,-0.004901+0.00042717i,-0.0056313-0.0014874i,-0.0073181-0.0034381i,-0.0084227-0.0056117i
0.0089257-0.0059067i,0.02563-0.010423i,0.053885-0.01897i,0.075373-0.018055i,0.071617+0.0063076i,0.045189+0.030141i,0.017847+0.038425i,0.0076697+0.034142i,0.0065394+0.026803i,0.0056018+0.018839i,2.1163e-05+0.006731i,-0.0074381-0.0049116i,-0.011781-0.010488i,-0.010946-0.0097314i,-0.0068418-0.0085611i,-0.0048973-0.0096845i,-0.0065371-0.0088734i,-0.0064688-0.0062736i,-0.0040903-0.0052124i,-0.001294-0.0065227i,0.0013817-0.0082748i,0.0030317-0.008358i,0.0034449-0.007907i
0.0088363+0.012731i,0.024266+0.018787i,0.038213+0.026452i,0.036757+0.017402i,0.025049-0.019406i,0.033832-0.050705i,0.04167-0.057668i,0.019255-0.043904i,1.2337e-05-0.019642i,0.002725-0.0045636i,0.0093692-0.0037262i,0.0077431-0.0063731i,0.0065002-0.0063444i,0.0063868-0.0059612i,0.0020482-0.0056347i,-0.0014595-0.0046525i,-0.0014736-0.0047196i,4.6772e-05-0.0067835i,0.0010098-0.0094546i,0.0014858-0.0087736i,0.0035382-0.0062139i,0.0068534-0.0052612i,0.009921-0.0048516i
0.0045918+0.0041183i,0.0033177+0.023579i,-0.012154+0.062125i,-0.039974+0.10856i,-0.053679+0.12407i,-0.060713+0.077991i,-0.056621+0.01922i,-0.037127-0.0030098i,-0.017353-0.00036167i,-0.0042593+0.0011242i,-0.001209+0.00078065i,0.0037124+0.0059846i,0.011552+0.0086274i,0.011344+0.0045304i,0.0068863+0.0024902i,0.0083334+0.0033924i,0.012989+0.001249i,0.012141-0.0029592i,0.0078789-0.0046426i,0.0060709-0.0032769i,0.0082329-0.0016953i,0.01112-0.0010378i,0.01111+0.00033796i
-0.00013584+0.0083503i,-0.017571+0.018663i,-0.03055+0.041914i,-0.0091983+0.053238i,0.036927+0.036374i,0.063964+0.014203i,0.040938-0.00036407i,0.0086007-0.0087102i,-0.0053188-0.014154i,-0.012801-0.01068i,-0.0080209+0.0015912i,0.0030427+0.0094469i,0.0069531+0.010467i,0.0052658+0.0082651i,0.0043894+0.0046085i,0.0061806+0.0014752i,0.0076706+0.0015547i,0.0084037+0.004947i,0.008879+0.0064683i,0.0079412+0.0044736i,0.006414+0.0034731i,0.003126+0.0058653i,-0.0021547+0.010102i
-0.013274+0.0087285i,-0.031384+0.0019167i,-0.076159-0.016443i,-0.12359-0.040102i,-0.13104-0.068827i,-0.10512-0.075686i,-0.058478-0.040696i,-0.019029-0.0045476i,-0.0071312+0.011914i,-0.0052981+0.015943i,-0.002445+0.0083082i,-0.0039351-0.0028416i,-0.0090939-0.0054131i,-0.0065671-0.002616i,-0.002903-0.0022869i,-0.0055284+0.0015181i,-0.007553+0.009832i,-0.0045868+0.012917i,0.0015209+0.0094479i,0.003558+0.0071649i,0.00038601+0.0094712i,-0.0019076+0.012757i,-0.0037193+0.01416i
0.0013134-0.01252i,-0.0089508-0.043317i,-0.026656-0.083953i,-0.047154-0.077391i,-0.043323+0.014113i,0.0067126+0.088826i,0.051288+0.069732i,0.054198+0.020821i,0.038409-0.0047682i,0.023699-0.012798i,0.0047162-0.014438i,-0.017258-0.0089863i,-0.024949-0.00010805i,-0.017294+0.0019265i,-0.0098407-0.0010541i,-0.0080457-0.0011224i,-0.0081906+0.00065314i,-0.0080909+0.0010822i,-0.0067993+0.001511i,-0.0043487+0.0025794i,-0.0019088+0.0023419i,-0.0033873-0.00059803i,-0.0086452-0.0060327i
0.013212-0.0081447i,0.024665-0.04357i,0.023088-0.092044i,0.017513-0.12598i,0.042537-0.1351i,0.068994-0.10748i,0.049636-0.060058i,0.0038633-0.022987i,-0.023424-0.0082541i,-0.026419-0.0097472i,-0.017823-0.0047696i,-0.0044864+0.0040938i,0.00049821+0.0062399i,-0.0032273+0.007174i,-0.0058552+0.0040927i,-0.0061307-0.0069289i,-0.0093515-0.01682i,-0.012538-0.015136i,-0.0099597-0.0062335i,-0.004864-0.001979i,-0.0047227-0.0026157i,-0.0084695-0.0050611i,-0.0086157-0.010146i
0.0014411+0.0084989i,0.027289+0.0088069i,0.062577-0.0050421i,0.053521-0.020116i,-0.018366+0.0011525i,-0.085856+0.037383i,-0.085442+0.058602i,-0.036463+0.056706i,-0.00075968+0.03899i,0.006611+0.026106i,0.012611+0.015638i,0.022187-2.7624e-05i,0.02141-0.011254i,0.012247-0.0098619i,0.0075944-0.0045163i,0.0079818-0.0053031i,0.0073992-0.0085218i,0.004806-0.0089467i,0.0023257-0.0057847i,0.0014214-0.0020893i,0.001445-0.0014315i,0.0039172-0.0040173i,0.0093426-0.0089671i
0.021589+0.009794i,0.054272+0.01514i,0.11454+0.013775i,0.16825-0.010663i,0.15157-0.033505i,0.079343-0.014334i,0.014956+0.0016339i,-0.014368-0.018655i,-0.01144-0.036528i,0.0037218-0.033252i,0.0089679-0.021424i,0.0031173-0.016673i,-0.0067722-0.01821i,-0.011723-0.015901i,-0.0054177-0.0094121i,0.0086142-0.0027146i,0.020984-0.00017215i,0.023143-0.0012424i,0.015682-0.0022874i,0.0080946-0.002302i,0.0048201-0.0017342i,0.0047719-0.0013037i,0.0079985+0.0019832i
0.010121+0.010286i,0.02316+0.017795i,0.030994+0.012141i,0.014955-0.009203i,-0.030524-0.034776i,-0.077052-0.059108i,-0.080118-0.057769i,-0.054851-0.0255i,-0.030197+0.001037i,-0.018011+0.0041978i,-0.020395+0.0021468i,-0.023713+0.010492i,-0.02052+0.015121i,-0.016571+0.0083563i,-0.01159+0.0026958i,-0.0046549+0.0044i,0.0028983+0.008089i,0.0052784+0.0067261i,0.0027575+0.0040165i,0.00136+0.0045756i,0.0019259+0.0052851i,0.004905+0.0078458i,0.0087573+0.012547i
-0.018382-0.0033366i,-0.035437+0.0057544i,-0.030307+0.045361i,0.012434+0.096693i,0.073412+0.11238i,0.1125+0.074523i,0.10387+0.0099822i,0.081011-0.030746i,0.06083-0.031905i,0.034266-0.015439i,0.0097043+0.0047867i,0.0047769+0.016985i,0.014856+0.011532i,0.017842+0.00012252i,0.0063307-0.0020587i,-0.0072288+0.0053795i,-0.013474+0.014476i,-0.011763+0.016759i,-0.0067594+0.012787i,-0.0029431+0.0077788i,-0.0020492+0.0040539i,-0.0047283+0.0029662i,-0.010835+0.0049514i
0.0055467+0.005558i,0.0026923+0.01987i,-0.0091573+0.0571i,-0.010302+0.07333i,0.013533-0.0012867i,0.043155-0.091833i,0.054046-0.093552i,0.03166-0.049493i,0.00094694-0.019584i,-0.0070399-0.0041886i,0.0040398-0.0052433i,0.0095072-0.015532i,0.0075658-0.020415i,0.0048184-0.018083i,-0.00017607-0.012284i,-0.0062546-0.007673i,-0.011112-0.0046407i,-0.011609-0.0014331i,-0.008311-0.00011887i,-0.0067513+0.00061335i,-0.0088185+0.0019847i,-0.013191+0.0031385i,-0.017556+0.0034863i
0.018902+0.0080208i,0.036088+0.025139i,0.03548+0.046993i,0.002928+0.085449i,-0.045049+0.15907i,-0.072052+0.20658i,-0.034767+0.18817i,0.030028+0.13058i,0.048794+0.0693i,0.030515+0.025911i,0.0081061+0.00060434i,-0.0079167-0.006504i,-0.012242+0.0023417i,-0.0076248+0.0086682i,-0.0025795+0.0030293i,-0.0013628-0.0081648i,-0.0041771-0.016354i,-0.0068945-0.015711i,-0.0067066-0.0085842i,-0.0043342-0.0028382i,-0.001797-0.0027639i,0.00045053-0.0079083i,0.0010454-0.016458i
-0.0014041-0.012571i,-0.023622-0.036714i,-0.06745-0.074346i,-0.077395-0.11286i,-0.0092672-0.1062i,0.061254-0.031592i,0.04867+0.029485i,0.0061439+0.030927i,-0.0092186+0.0042617i,-0.013139-0.0091509i,-0.01098+0.00081338i,-0.002653+0.012943i,0.0058931+0.016378i,0.013354+0.013031i,0.014205+0.0046214i,0.013781-0.0030408i,0.015857-0.0080964i,0.01391-0.0080907i,0.0084531-0.0047103i,0.0039208-0.006106i,0.0014532-0.010885i,0.0017755-0.015472i,0.0059699-0.018927i
-0.027315+0.0008609i,-0.078231-0.010835i,-0.16079-0.04263i,-0.2519-0.054014i,-0.3051-0.043866i,-0.29759-0.0467i,-0.2334-0.014863i,-0.137+0.045085i,-0.049183+0.062715i,-0.0052251+0.03791i,0.0025069+0.012976i,0.0021995+0.0010417i,0.00073606-0.003845i,-0.0022782-0.0053457i,-0.001978-0.0025316i,0.0038607+0.0022704i,0.011726+0.0037754i,0.012222-5.4218e-05i,0.0058931-0.0056889i,0.00071858-0.006958i,-0.00045345-0.0028848i,0.0049439+0.0018043i,0.015507+0.004122i
-0.0093898+0.0021737i,0.0017978-0.022879i,0.07411-0.055201i,0.18416-0.035604i,0.21989+0.036922i,0.16521+0.049158i,0.077252-0.020372i,0.018855-0.058795i,0.014514-0.047032i,0.018993-0.03355i,0.0054481-0.020512i,-0.0079133-0.0061089i,-0.01206+0.00042067i,-0.011812+0.0015777i,-0.0094949+0.00293i,-0.0068872+0.0073723i,-0.0043862+0.013289i,-0.0025477+0.013343i,-0.002136+0.0072775i,-9.9095e-05+0.0042231i,0.0050233+0.0049964i,0.010236+0.0082114i,0.013055+0.014436i
0.037859-0.043214i,0.12135-0.10679i,0.21526-0.19364i,0.23414-0.28388i,0.16771-0.35768i,0.080492-0.3512i,0.011629-0.25503i,-0.043156-0.13368i,-0.065871-0.032191i,-0.043911+0.016164i,-0.013664+0.014554i,-0.0007677+0.0029408i,0.003222-0.0017893i,0.0041732-0.0027097i,-0.00055515-0.0035588i,-0.0093312-0.0024625i,-0.014653+0.0015554i,-0.010904+0.0040808i,-0.0019478+0.0047306i,0.0030688+0.0043609i,0.0024337+0.0037399i,-0.0018743+0.0071872i,-0.0066084+0.014645i
0.036079-0.033158i,0.097747-0.024756i,0.14716+0.042098i,0.079713+0.14522i,-0.046851+0.22084i,-0.056462+0.22727i,0.036984+0.15603i,0.090481+0.067674i,0.074531+0.028782i,0.048064+0.021429i,0.028478+0.007516i,0.010515-0.004066i,0.0033455-0.003935i,0.0035254-0.00074311i,0.003237+0.00036882i,-0.0003634-0.0028185i,-0.0057408-0.0067978i,-0.0058528-0.0067501i,-0.00048647-0.0040194i,0.0007997-0.0017268i,-0.0034295+0.00034311i,-0.009597+0.001189i,-0.016769+0.00080153i
0.0031526+0.058714i,0.005094+0.18158i,0.021515+0.34831i,0.082535+0.41002i,0.17435+0.2932i,0.21699+0.14698i,0.1758+0.067575i,0.09228+0.0063581i,0.011259-0.039165i,-0.027555-0.039061i,-0.021061-0.020013i,-0.0069088-0.0076439i,-0.00055284+0.0023675i,0.007198+0.0065358i,0.015457-0.00097029i,0.018578-0.012165i,0.015799-0.017305i,0.010464-0.013533i,0.003578-0.0080406i,-0.0045852-0.0062812i,-0.0089962-0.0058354i,-0.01004-0.0065976i,-0.010388-0.007354i
-0.002687+0.07249i,-0.054572+0.18568i,-0.15938+0.27458i,-0.22267+0.24139i,-0.20915+0.14037i,-0.18944+0.086736i,-0.13901+0.11227i,-0.054861+0.1365i,-0.0079584+0.10405i,-0.0082464+0.060512i,-0.010296+0.032632i,-0.0039159+0.013686i,-0.00045557+0.002233i,-0.0011327-0.0055788i,-0.0029853-0.0082083i,-0.0015838-0.005231i,0.0029923-0.0017324i,0.0041418+0.00064401i,-3.1809e-05+0.003617i,-0.0020874+0.0042232i,0.00032979+0.00099932i,0.004528-0.0036115i,0.0089245-0.0083672i
-0.049215-0.035301i,-0.16913-0.096269i,-0.3245-0.16571i,-0.34681-0.18351i,-0.18047-0.12444i,-0.027038-0.05739i,-0.0083662-0.029243i,-0.0053207-0.021881i,0.029389-0.031478i,0.038961-0.031276i,0.028634-0.0076634i,0.018949+0.00026703i,0.0014863-0.006886i,-0.011276-0.0015621i,-0.011183+0.012495i,-0.0058958+0.023867i,-0.0016715+0.027359i,-0.00086845+0.02119i,0.0013003+0.012201i,0.0055406+0.0034625i,0.0072311-0.0022607i,0.0063647-0.0039887i,0.006275-0.0026531i
-0.086748-0.097413i,-0.20021-0.26759i,-0.32585-0.44654i,-0.39082-0.45896i,-0.36961-0.34487i,-0.28957-0.25307i,-0.22262-0.16748i,-0.18282-0.064013i,-0.12006+0.001552i,-0.050025+0.0075678i,-0.0091397-0.0079006i,0.004595-0.011058i,0.0088702-0.0030545i,0.011836+0.0042814i,0.01136+0.0025327i,0.0045115-0.0049696i,-0.0059387-0.0086007i,-0.012384-0.0069407i,-0.01216-0.0036948i,-0.009059-0.0016138i,-0.0063779+0.0014106i,-0.0038776+0.0072273i,-0.00034743+0.012243i
0.03111-0.044116i,0.11408-0.15201i,0.22888-0.28186i,0.27677-0.23698i,0.22938+0.02272i,0.17859+0.19364i,0.14439+0.14143i,0.098661+0.058902i,0.059168+0.037229i,0.025783+0.021035i,-0.0062296+0.011349i,-0.0048322+0.015513i,0.012262+0.0091373i,0.0085358-0.0050648i,-0.005858-0.016776i,-0.018322-0.024916i,-0.022779-0.025759i,-0.017746-0.021841i,-0.010593-0.015895i,-0.0064748-0.0062219i,-0.0057487+0.002068i,-0.0051194+0.0049956i,-0.0050917+0.0049686i
0.17404-0.02432i,0.41618-0.062344i,0.63078-0.1345i,0.61935-0.25584i,0.44336-0.34049i,0.2919-0.28242i,0.17864-0.18174i,0.063023-0.12453i,-0.022082-0.070462i,-0.043974-0.0062553i,-0.01924+0.033618i,0.0034925+0.034618i,0.0027637+0.022235i,-0.0029843+0.012701i,0.00089503+0.0071798i,0.012312+0.0024758i,0.019745-0.0064974i,0.016211-0.013366i,0.0085607-0.012948i,0.0019005-0.009697i,-0.0039242-0.0078433i,-0.008233-0.0058717i,-0.01013-0.0044432i
0.08011+0.0091955i,0.19968+0.095722i,0.28499+0.2391i,0.16679+0.30267i,-0.097499+0.25023i,-0.25021+0.20589i,-0.18366+0.18918i,-0.059678+0.13925i,-0.0029149+0.081366i,0.014531+0.041082i,0.0059182+0.013603i,-0.014683+0.012207i,-0.01796+0.017041i,-0.0076126+0.0073308i,0.0081258-0.0037108i,0.022868-0.0075155i,0.02754-0.006062i,0.021605-0.001659i,0.012151+0.0028373i,0.0051882+0.0023713i,0.00018189-0.0024381i,-0.0018023-0.0054208i,-0.00086013-0.0081408i
-0.070036+0.11583i,-0.1422+0.29476i,-0.11556+0.46098i,0.080742+0.44123i,0.24842+0.26667i,0.22109+0.11262i,0.11599+0.035515i,0.062798-0.019431i,0.041094-0.075189i,-0.00058272-0.095848i,-0.040104-0.064099i,-0.045015-0.024204i,-0.031077-0.011045i,-0.018609-0.0098599i,-0.013738-0.0031997i,-0.013631+0.0071311i,-0.0099583+0.014801i,-0.0026433+0.013443i,0.0018172+0.0054978i,0.0013173-0.0006226i,-0.00018837-0.0034205i,-0.0016064-0.0029806i,0.00018234+0.00050066i
-0.032004+0.10571i,-0.15929+0.18079i,-0.34249+0.14346i,-0.41109-0.042955i,-0.33883-0.22697i,-0.27885-0.25948i,-0.24281-0.14237i,-0.17396-0.011194i,-0.1026+0.039261i,-0.055196+0.028022i,-0.028264-0.00075305i,-0.014455-0.018857i,-0.007008-0.01978i,-0.0044744-0.011535i,-0.0048787-0.0018365i,-0.0081181+0.0051005i,-0.011072+0.0075631i,-0.010306+0.0038274i,-0.0076807-0.0005352i,-0.0037265-0.0024083i,-0.0010713-0.0035493i,3.3671e-05-5.6894e-05i,0.0042672+0.0056812i
0.023538-0.10025i,-0.027383-0.25018i,-0.16866-0.29725i,-0.26647-0.086793i,-0.17034+0.17942i,0.011257+0.21669i,0.074753+0.10841i,0.0618+0.057347i,0.077835+0.050696i,0.087669+0.018711i,0.062818-0.012675i,0.034673-0.018034i,0.020323-0.009391i,0.013007-0.0030601i,0.0077498-0.00596i,0.004009-0.013076i,0.0029762-0.015965i,0.0032384-0.010889i,0.0037922-0.0049365i,0.0034238-0.0032618i,0.0018974-0.0041286i,-0.0027422-0.0073503i,-0.0098629-0.0081368i
-0.011922-0.12236i,0.044259-0.28131i,0.20136-0.38107i,0.36309-0.30653i,0.38012-0.19745i,0.24264-0.18335i,0.065175-0.17413i,-0.036568-0.12951i,-0.066229-0.079392i,-0.050158-0.0285i,-0.016222-0.0020435i,-0.0043842+0.0064867i,-0.0029793+0.012066i,0.0010171+0.0056222i,0.0011169-0.0029601i,0.004426-0.0090637i,0.0064088-0.014971i,0.0013845-0.011991i,-0.0023384-0.002148i,-0.0012361+0.0033429i,-0.0007884+0.0017871i,-0.0042913-0.0010214i,-0.0090273+0.00091056i
0.061067+0.11597i,0.21136+0.16048i,0.38843+0.066705i,0.37619-0.11735i,0.14427-0.13367i,-0.024845+0.030927i,-0.014095+0.10589i,0.0083431+0.067493i,0.00022439+0.051215i,0.0062132+0.046755i,0.0035224+0.028058i,-0.0053217+0.016394i,-0.0079911+0.0038736i,-0.012924-0.0079725i,-0.014785-0.0049471i,-0.0082801+0.0035956i,0.001408+0.0075882i,0.0045281+0.004551i,0.0027139-0.00070583i,0.0016785-0.0039703i,0.0018829-0.0058674i,0.004524-0.0071692i,0.0065936-0.0085447i
0.13046+0.14541i,0.27234+0.3109i,0.27711+0.38314i,0.08688+0.26492i,-0.040643+0.092524i,-0.0021509-0.025076i,0.041143-0.08975i,0.037526-0.089949i,0.030412-0.072633i,0.012204-0.063017i,0.0021709-0.043051i,0.0055973-0.035201i,-0.0010649-0.02907i,-0.0058339-0.012979i,-0.002832-0.0037748i,0.00098267+0.0060803i,0.0076412+0.014931i,0.010392+0.0075744i,0.0022288-0.0055375i,-0.0055247-0.0095347i,-0.0041534-0.0075596i,0.00031885-0.0083006i,-0.00052596-0.011974i
