-0.0028233-0.00038215i,-0.0019677-0.0010202i,-0.0029241-2.048e-05i,-0.0019558+0.00051945i,3.5949e-05+0.00087681i,0.00062437+0.0015316i,0.00075245+0.001375i,0.0005152+0.00099491i,5.6488e-05-8.8893e-05i,0.00022933-0.00035267i,0.00041573+4.8538e-06i,0.00051738+0.00031758i,0.0011095+0.00037592i,0.0010598-0.00028015i,0.00050909-0.0006696i,0.0001933-0.00083283i,9.9438e-05-0.00030608i,0.00020003+0.00046671i,7.5569e-05+0.00035762i,1.9014e-05+6.2338e-05i,-0.00043888+3.831e-05i,-0.00054287+0.00010784i,-3.2459e-05+0.00063419i
0.0018806+0.00639i,0.01576+0.023621i,0.056652+0.051523i,0.11979+0.054414i,0.14312+0.0082371i,0.096049-0.045453i,0.0561-0.071824i,0.050751-0.089508i,0.02022-0.093637i,-0.019057-0.066177i,-0.023999-0.034179i,-0.02277-0.013387i,-0.030469+0.0069333i,-0.027685+0.021874i,-0.01216+0.022996i,0.0051917+0.013588i,0.014549+0.0033078i,0.01354-6.0205e-05i,0.0087356+0.00077391i,0.0069141+0.00049734i,0.0064471-0.00099398i,0.0051526-0.00084154i,0.0043247-0.0031818i
-0.0058866-0.00096039i,-0.027241-0.010166i,-0.080562-0.016522i,-0.14471+0.0062417i,-0.14804+0.050296i,-0.084623+0.068997i,-0.045772+0.065848i,-0.044652+0.080755i,-0.013003+0.090873i,0.026181+0.065726i,0.028054+0.035367i,0.022495+0.013235i,0.025321-0.010575i,0.018855-0.026357i,0.0024351-0.02462i,-0.011057-0.010019i,-0.015263+0.0029347i,-0.01238+0.0046005i,-0.0068673+0.0013383i,-0.0024742+0.001246i,-0.00015588+0.00061843i,9.4038e-05-0.0016172i,-0.0012429+0.00091609i
0.0080805+0.002506i,0.031152-0.0014778i,0.085838-0.023863i,0.13866-0.076704i,0.12639-0.11542i,0.062978-0.090323i,0.03812-0.054778i,0.039189-0.067814i,0.0022193-0.080075i,-0.033584-0.055214i,-0.031811-0.028421i,-0.022885-0.0074525i,-0.018293+0.017014i,-0.0078724+0.029942i,0.0056702+0.022571i,0.012953+0.0035657i,0.012498-0.010402i,0.0088666-0.012315i,0.0039248-0.0090383i,-0.00076264-0.0070429i,-0.0034584-0.0045773i,-0.0036868-0.001441i,-0.0037823-0.0025207i
-0.0012182+0.0036339i,-0.022386+0.016498i,-0.062168+0.059214i,-0.092316+0.12905i,-0.070668+0.15591i,-0.031642+0.09788i,-0.03711+0.043883i,-0.043049+0.056741i,-0.00056278+0.068565i,0.035627+0.044667i,0.031977+0.021417i,0.018661+0.0026725i,0.0064847-0.018354i,-0.0068612-0.027097i,-0.015829-0.01708i,-0.01494+0.0020739i,-0.0094561+0.014616i,-0.006137+0.013886i,-0.0029125+0.0073285i,0.00045199+0.0030363i,0.0020068+0.0004207i,0.0016216-0.00098326i,0.0031838+0.0020052i
0.00046917-0.0032435i,0.012529-0.026018i,0.031511-0.088154i,0.029785-0.16704i,0.0014088-0.17455i,-0.0040158-0.089596i,0.036047-0.028843i,0.047479-0.045193i,-0.0011963-0.055189i,-0.036821-0.030921i,-0.03205-0.012543i,-0.016662+0.0011111i,-0.0012701+0.016827i,0.012386+0.020419i,0.016577+0.0088119i,0.0094721-0.0076474i,0.0012969-0.017145i,-0.00027781-0.015727i,-0.00019988-0.0085765i,-0.0026165-0.0011881i,-0.0022393+0.0043847i,0.00091685+0.0058299i,-0.00022485+0.0036549i
0.0022807+0.0041048i,0.0046023+0.030582i,0.015108+0.093802i,0.047107+0.16342i,0.072604+0.15726i,0.035127+0.068414i,-0.041151+0.017725i,-0.056096+0.038876i,-0.0039186+0.045661i,0.029688+0.02269i,0.024986+0.0060199i,0.0096938-0.0042006i,-0.0080275-0.012067i,-0.020309-0.010732i,-0.018798-0.0010452i,-0.0061888+0.0095083i,0.0053181+0.014471i,0.0078603+0.013158i,0.0067695+0.0070934i,0.0063236-0.0012094i,0.0030869-0.0071592i,-0.00086899-0.007353i,0.001182-0.0054836i
-0.0074534-0.0050658i,-0.021116-0.027056i,-0.059534-0.078753i,-0.11989-0.12889i,-0.13919-0.10812i,-0.059809-0.031827i,0.04627-0.0063659i,0.062739-0.03389i,0.0087667-0.034775i,-0.023197-0.012278i,-0.018946+0.00072589i,-0.0045621+0.0069036i,0.01037+0.0076239i,0.017937+0.0014214i,0.013554-0.006363i,-0.0011161-0.011646i,-0.01217-0.013193i,-0.01254-0.011718i,-0.008972-0.0075109i,-0.0050566+0.00064357i,0.0012203+0.0059476i,0.0061458+0.0043805i,0.0036701+0.003188i
0.0042495+0.0037285i,0.025128+0.017061i,0.082719+0.047238i,0.16083+0.067124i,0.17097+0.038732i,0.063425-0.0091749i,-0.057875-0.0010128i,-0.071572+0.036186i,-0.016413+0.033672i,0.012617+0.011842i,0.0087721+0.00060956i,-0.002237-0.0037739i,-0.012696-0.0016066i,-0.016606+0.0054047i,-0.010248+0.0093108i,0.0030046+0.0081819i,0.012853+0.0064793i,0.013816+0.0068718i,0.010155+0.003919i,0.0025203-0.002785i,-0.0082843-0.0043053i,-0.013129+0.0003718i,-0.0097102+0.0015227i
-0.0069912+0.0030915i,-0.031541-0.00024361i,-0.09505-0.0051865i,-0.17457+0.0070567i,-0.17317+0.042427i,-0.050559+0.053716i,0.069159+0.0061199i,0.075171-0.037174i,0.021851-0.027973i,-0.0042592-0.0089707i,-0.0011373-0.0019788i,0.0070054-0.00052304i,0.011235-0.0066505i,0.0094654-0.013365i,0.0029234-0.013172i,-0.0073273-0.0065203i,-0.014867-0.00087201i,-0.015298+0.00095741i,-0.010919+0.0034165i,-0.0026224+0.006175i,0.0076635+0.0030187i,0.011109-0.0027294i,0.0077686-0.0022744i
0.0032672+0.0017538i,0.029085-0.0059537i,0.090995-0.029264i,0.15935-0.078873i,0.14301-0.11788i,0.019511-0.089884i,-0.084805-0.0071681i,-0.081903+0.041613i,-0.03+0.031078i,-0.0032365+0.015387i,-0.0039064+0.008659i,-0.0086655+0.0057777i,-0.0085993+0.009939i,-0.003536+0.013387i,0.0022116+0.011123i,0.0083469+0.0036242i,0.013962-0.0030769i,0.015851-0.0050321i,0.011801-0.0058567i,0.0018149-0.0040194i,-0.0069451+0.0040814i,-0.0067556+0.010611i,-0.0034472+0.0090892i
0.0029417+0.0033441i,-0.015196+0.019708i,-0.059794+0.063276i,-0.10565+0.13315i,-0.079146+0.1672i,0.026907+0.10816i,0.1014+0.0026707i,0.081925-0.046613i,0.030738-0.03292i,0.0047295-0.019282i,0.0032847-0.015137i,0.0058479-0.011159i,4.4216e-05-0.011483i,-0.0069467-0.011269i,-0.0099201-0.0069855i,-0.012247-8.529e-05i,-0.013011+0.0060781i,-0.011605+0.0079671i,-0.0065891+0.0075544i,0.0011745+0.0026877i,0.0043249-0.0086023i,0.00065355-0.014561i,-0.0014623-0.011234i
0.0023554-0.0063896i,0.0093733-0.030644i,0.028852-0.091665i,0.037644-0.17463i,-0.0060917-0.19936i,-0.08691-0.11196i,-0.12213+0.0081266i,-0.088079+0.052094i,-0.037259+0.036371i,-0.0086441+0.025342i,-0.0057069+0.021207i,-0.0079637+0.016351i,-0.00090482+0.01309i,0.0081519+0.0075926i,0.012137+0.0011082i,0.011243-0.00552i,0.0085542-0.010248i,0.0051175-0.012252i,-0.00012722-0.011646i,-0.0045895-0.0039111i,-0.0030352+0.0086351i,0.0026812+0.013039i,0.0035631+0.0085735i
0.0065426+0.0012986i,0.0084799+0.023966i,0.013215+0.084257i,0.035388+0.16585i,0.087182+0.18374i,0.13778+0.091253i,0.1355-0.02271i,0.08618-0.057207i,0.034987-0.038542i,0.005422-0.027495i,-0.00067079-0.023394i,-0.00057996-0.0182i,-0.006717-0.011696i,-0.013028-0.0017974i,-0.013587+0.0051196i,-0.010419+0.0099338i,-0.0065354+0.013347i,-0.0012023+0.013463i,0.0042741+0.0098163i,0.0035489-0.00013473i,-0.00536-0.010132i,-0.012534-0.010418i,-0.010947-0.0045267i
-0.0044815-0.0053173i,-0.016599-0.023399i,-0.047852-0.075748i,-0.10454-0.14227i,-0.1648-0.14511i,-0.18393-0.051436i,-0.14735+0.046459i,-0.08959+0.065981i,-0.0389+0.043434i,-0.0054936+0.030754i,0.003334+0.025837i,0.0035758+0.019972i,0.0092019+0.010058i,0.012867-0.0018327i,0.011418-0.0081208i,0.0072802-0.011008i,0.0021521-0.012821i,-0.0030529-0.011774i,-0.0067284-0.0062887i,-0.002845+0.0037155i,0.0078789+0.010547i,0.014656+0.0074247i,0.011017+0.0010565i
0.0022392-0.0035261i,0.018636+0.0073173i,0.064162+0.040766i,0.14274+0.082631i,0.2081+0.073685i,0.20799-0.0050682i,0.15106-0.074867i,0.087388-0.076195i,0.034984-0.048026i,-0.00084221-0.031524i,-0.0094489-0.023965i,-0.0082527-0.017084i,-0.0099045-0.0055845i,-0.0087636+0.0070742i,-0.0053066+0.012622i,-0.0016561+0.012896i,0.003056+0.010959i,0.0070809+0.0059733i,0.0074961-0.0009865i,-0.00020719-0.0059575i,-0.012784-0.0041081i,-0.016255+0.0028604i,-0.0091656+0.0073257i
-0.0028999+0.0017114i,-0.022546-0.0010875i,-0.077708-0.013356i,-0.16682-0.022158i,-0.23074+0.0061136i,-0.2141+0.069486i,-0.14605+0.10723i,-0.084306+0.088176i,-0.035307+0.053585i,0.00033381+0.033243i,0.011408+0.022069i,0.011092+0.014686i,0.010533+0.0044036i,0.0060147-0.0069177i,0.0004213-0.012537i,-0.0028135-0.012915i,-0.0057354-0.010003i,-0.0073807-0.0042578i,-0.0053422+0.0022735i,0.0045548+0.0044464i,0.015827-0.0023222i,0.015458-0.010764i,0.0064186-0.011531i
-0.00056509-0.0043928i,0.016753-0.0091445i,0.070158-0.019416i,0.15692-0.045247i,0.2165-0.09082i,0.19576-0.13492i,0.13069-0.13895i,0.075939-0.10166i,0.029425-0.059623i,-0.0061648-0.032037i,-0.015282-0.017535i,-0.012872-0.010375i,-0.010145-0.0015727i,-0.0024504+0.0074823i,0.0037989+0.010968i,0.0059631+0.01043i,0.0078782+0.0064033i,0.0069767-0.00026323i,0.0010919-0.0059025i,-0.0081751-0.0031378i,-0.014799+0.008236i,-0.010739+0.015602i,-0.0016222+0.012851i
-0.0030013+0.0040291i,-0.016899+0.016247i,-0.059611+0.04696i,-0.12844+0.10116i,-0.17415+0.16192i,-0.15451+0.19082i,-0.10467+0.16713i,-0.06582+0.11343i,-0.027402+0.064903i,0.0050414+0.033731i,0.014575+0.017222i,0.013658+0.0084463i,0.0097989+0.00087027i,0.00151-0.0047019i,-0.0057153-0.0067534i,-0.0082153-0.0060324i,-0.0070546-0.0026652i,-0.0030733+0.0028018i,0.0032648+0.0053881i,0.0097566-0.00069523i,0.010005-0.013304i,0.0027489-0.018956i,-0.0047405-0.013624i
-0.0018505-0.0041599i,0.0043801-0.019749i,0.030965-0.06398i,0.075736-0.13958i,0.10519-0.21114i,0.096017-0.2289i,0.070019-0.18771i,0.047214-0.12472i,0.015742-0.069002i,-0.010365-0.030844i,-0.014979-0.011181i,-0.013324-0.0027452i,-0.0094763+0.0020405i,-0.00089197+0.0037805i,0.0058915+0.0029683i,0.0081171+0.00121i,0.0069735-0.0013332i,0.0021157-0.0039871i,-0.0047809-0.0036477i,-0.008238+0.0055915i,-0.0037868+0.01875i,0.0039062+0.02069i,0.0072678+0.011586i
0.00022416+0.0037789i,0.0014969+0.019911i,-0.0043305+0.068258i,-0.018798+0.15219i,-0.029809+0.23061i,-0.028208+0.24604i,-0.027382+0.19826i,-0.026638+0.13141i,-0.0080927+0.072949i,0.010785+0.032394i,0.01254+0.012269i,0.011068+0.0035885i,0.0084242-0.0018327i,0.0019081-0.0022368i,-0.0041151-0.00037893i,-0.006609-0.00028549i,-0.0039493+0.00047962i,0.0022712+0.0023061i,0.0073287-8.9226e-05i,0.0061556-0.010208i,-0.0032984-0.019543i,-0.012753-0.017013i,-0.013804-0.0069341i
-0.00053349-0.00039086i,-0.0069528-0.012888i,-0.01849-0.059101i,-0.03467-0.14409i,-0.045412-0.2232i,-0.040366-0.23985i,-0.015979-0.19658i,0.0016223-0.13404i,-0.0070476-0.074295i,-0.016038-0.030922i,-0.012092-0.0099568i,-0.010117-0.0015523i,-0.0096447+0.0028139i,-0.0058605+0.0024657i,-0.0012499-0.00032515i,0.00099482-0.0016885i,4.9961e-05-0.0015746i,-0.0036444-0.00055383i,-0.0068844+0.0037917i,-0.0016575+0.012018i,0.011401+0.016755i,0.01837+0.012054i,0.015328+0.0035261i
0.0035338-0.0025228i,0.013436+0.0049086i,0.037503+0.038262i,0.078084+0.1093i,0.10891+0.18583i,0.099218+0.21204i,0.056474+0.18351i,0.02178+0.12975i,0.017491+0.071662i,0.018021+0.030015i,0.010246+0.010721i,0.0074695+0.001726i,0.0068812-0.0035647i,0.0040233-0.0040702i,0.0015653-0.0020187i,-0.0004267-0.00064361i,-0.00026973-0.00065115i,0.0022832-0.0031944i,0.0017501-0.0082344i,-0.0075201-0.013035i,-0.020167-0.01167i,-0.023307-0.0047118i,-0.016464+0.00082297i
-0.0037527+0.00025041i,-0.015569-0.003884i,-0.050292-0.025131i,-0.11013-0.074776i,-0.15905-0.1351i,-0.14954-0.1662i,-0.093409-0.15602i,-0.04683-0.11693i,-0.031751-0.065342i,-0.023263-0.026511i,-0.010964-0.0091867i,-0.007295-0.00022567i,-0.0078033+0.0056311i,-0.0054018+0.0061533i,-0.0032047+0.0044849i,-0.0022466+0.0020092i,-0.0016517+0.0010608i,-0.0014138+0.0034268i,0.0015012+0.0067845i,0.011411+0.0066234i,0.02234+0.00097799i,0.022308-0.0044032i,0.013485-0.0054096i
0.00032785+0.00037903i,0.01314-0.0013686i,0.053112+0.0047655i,0.12305+0.028498i,0.18326+0.072477i,0.1802+0.11218i,0.12136+0.1231i,0.06579+0.10035i,0.040561+0.05853i,0.025814+0.025871i,0.012576+0.010743i,0.008408+0.00093558i,0.0070753-0.0063949i,0.0039057-0.0097665i,0.0014688-0.009559i,-0.00024212-0.0059051i,-0.00047171-0.0035852i,-0.00026415-0.0049839i,-0.004315-0.0062732i,-0.012907-0.0020742i,-0.02041+0.0070196i,-0.019028+0.012476i,-0.011653+0.010834i
-0.0027507+0.00094951i,-0.013005+0.0080576i,-0.048013+0.016905i,-0.11694+0.01525i,-0.18443-0.010169i,-0.1911-0.051984i,-0.1376-0.082602i,-0.081751-0.07819i,-0.051725-0.046369i,-0.031555-0.020184i,-0.015504-0.0085186i,-0.0081845+0.0013411i,-0.0054314+0.0091071i,-0.0028652+0.011298i,-0.00054765+0.0096216i,0.0013949+0.0063921i,0.0021174+0.0045167i,0.0024928+0.0058714i,0.005545+0.0052039i,0.010738-0.003618i,0.013941-0.014483i,0.011844-0.017479i,0.0064827-0.013615i
0.0026981-0.0047445i,0.0076888-0.013572i,0.03392-0.033486i,0.094441-0.05436i,0.16283-0.048574i,0.18113-0.0041642i,0.14075+0.043619i,0.090459+0.053901i,0.056704+0.033224i,0.031298+0.01546i,0.014025+0.0073695i,0.0058424-0.001081i,0.0012612-0.0081229i,-0.0019463-0.010979i,-0.0035689-0.0099219i,-0.004048-0.0062292i,-0.0034921-0.0038266i,-0.0037478-0.0033703i,-0.0064185-0.00059248i,-0.0085187+0.0094785i,-0.0074107+0.019672i,-0.0042215+0.020555i,-0.0011322+0.014919i
0.0016248+0.0032344i,0.00035663+0.010682i,-0.015891+0.035235i,-0.064374+0.071286i,-0.1289+0.085946i,-0.15858+0.050942i,-0.1343-0.0045292i,-0.092867-0.026863i,-0.060871-0.016816i,-0.035632-0.0079588i,-0.016645-0.0052844i,-0.0066067+0.0021509i,-0.00087568+0.0088308i,0.0035328+0.0099728i,0.0057618+0.0080927i,0.0055898+0.0045275i,0.005045+0.0017824i,0.0054003+0.00082308i,0.006083-0.0032398i,0.0039323-0.012582i,-0.0012123-0.019977i,-0.0040054-0.020127i,-0.0036521-0.014682i
-0.0025879-0.004886i,-0.0030296-0.012443i,0.0010348-0.039466i,0.029834-0.085461i,0.084145-0.11482i,0.12376-0.086942i,0.11718-0.028186i,0.085748+0.0027119i,0.056925+0.0038975i,0.033352+0.0041963i,0.015473+0.0047469i,0.0049503-0.0017346i,-0.001448-0.0080815i,-0.0059519-0.0092123i,-0.0083066-0.0066349i,-0.0071479-0.0029338i,-0.0046674-0.0010902i,-0.0046486+1.0432e-05i,-0.0043217+0.0043726i,0.0015979+0.011119i,0.0095312+0.015444i,0.011287+0.015838i,0.0079107+0.012599i
0.00025917-0.0018251i,0.0036474+0.0048339i,0.0055507+0.03036i,-0.0057601+0.080785i,-0.043475+0.12328i,-0.084339+0.10992i,-0.092691+0.054598i,-0.075361+0.019013i,-0.054025+0.011808i,-0.033951+0.0062251i,-0.01742+0.0022484i,-0.0058169+0.0054688i,0.0024514+0.0083806i,0.0078536+0.0061825i,0.0093936+0.0032809i,0.0067448+0.0010953i,0.0045164-0.00084866i,0.0044827-0.0026554i,0.0013943-0.0060491i,-0.0076977-0.0087063i,-0.015972-0.0090556i,-0.016404-0.0082149i,-0.012688-0.005225i
-0.00093317-0.0023109i,-0.0066662-0.0059132i,-0.018383-0.026538i,-0.024404-0.072994i,-0.0022778-0.12018i,0.041241-0.11642i,0.065025-0.068599i,0.058831-0.034749i,0.043929-0.022442i,0.029138-0.010467i,0.015229-0.0031169i,0.003351-0.0044803i,-0.0052943-0.0051214i,-0.010533-0.0023613i,-0.010465+0.00070918i,-0.0061859+0.0018736i,-0.0030892+0.0022505i,-0.0023172+0.0040973i,0.00066677+0.0057012i,0.0082267+0.0045229i,0.015042+0.0022995i,0.015104+0.0020277i,0.011161+0.0010828i
0.0017295+0.00067315i,0.0089815+0.00050355i,0.026224+0.013309i,0.043205+0.051014i,0.034793+0.099232i,-0.0049122+0.1095i,-0.038022+0.075326i,-0.042257+0.045486i,-0.034826+0.032774i,-0.025471+0.018849i,-0.014627+0.0086001i,-0.0041477+0.0057113i,0.0044672+0.0029152i,0.0085538-0.00068027i,0.0076818-0.0031816i,0.0038719-0.0041385i,0.00091423-0.0047687i,-9.8477e-06-0.005474i,-0.0033926-0.0048749i,-0.0095902+0.00019536i,-0.01358+0.0055773i,-0.013762+0.0055747i,-0.01114+0.0037193i
-0.0042008-0.00024721i,-0.0092203+0.0025312i,-0.027517-0.0035579i,-0.053053-0.030633i,-0.05921-0.073504i,-0.026332-0.09209i,0.011899-0.07081i,0.021968-0.049089i,0.019864-0.03761i,0.017777-0.021172i,0.011363-0.0085681i,0.0016733-0.0051441i,-0.0045754-0.0024891i,-0.0066099+0.0012573i,-0.006324+0.0028106i,-0.0037821+0.0025703i,-3.0192e-05+0.0028946i,0.0033722+0.0035924i,0.0057638+0.0010851i,0.0064663-0.00607i,0.0065003-0.011765i,0.0072172-0.010423i,0.0066035-0.0071851i
6.762e-06-0.0024886i,0.0032974-0.0050947i,0.019887-0.0054163i,0.050717+0.010323i,0.069467+0.046888i,0.04701+0.073642i,0.0099472+0.064392i,-0.0062872+0.046983i,-0.010637+0.037575i,-0.012634+0.023947i,-0.0090548+0.012129i,-0.001593+0.0065585i,0.0038454+0.0015114i,0.005062-0.0027385i,0.0044992-0.0047017i,0.0020089-0.0041113i,-0.0018197-0.0028557i,-0.005035-0.0021052i,-0.0061214+0.0012479i,-0.0035529+0.0079231i,-0.0013203+0.013252i,-0.0022238+0.012691i,-0.002839+0.0096874i
0.0031919+0.0039853i,0.00078972+0.0059271i,-0.011807+0.0093911i,-0.042923+0.0043139i,-0.071429-0.021655i,-0.060616-0.048855i,-0.027885-0.049249i,-0.012003-0.040561i,-0.0046619-0.035698i,0.0032081-0.023769i,0.003885-0.011876i,-0.001296-0.0058354i,-0.0058897-0.0010545i,-0.0062416+0.0029951i,-0.003953+0.0050908i,-0.0015363+0.0037901i,0.0011952+0.0009706i,0.0043074-0.0012621i,0.0033477-0.0045268i,-0.002461-0.0085581i,-0.0061108-0.011195i,-0.0033679-0.010847i,-0.001082-0.0087772i
-0.00084438-0.00095846i,0.00054079-0.0055241i,0.011018-0.013805i,0.036861-0.019571i,0.066636-0.0051426i,0.065375+0.02245i,0.037697+0.032488i,0.021246+0.030837i,0.012291+0.030291i,0.0012267+0.022215i,-0.001799+0.011868i,0.0008948+0.0056327i,0.0019874+0.00116i,0.0019138-0.0024565i,0.0011659-0.0038929i,-0.00081213-0.0033687i,-0.0027576-0.00092395i,-0.0035242+0.0030341i,-0.00013701+0.0058103i,0.0072095+0.005882i,0.011085+0.0055815i,0.00808+0.0067257i,0.004403+0.0065273i
-0.00067009-0.0027893i,-0.00078874+0.0006001i,-0.0093798+0.011327i,-0.030605+0.023464i,-0.058812+0.020606i,-0.063308-0.0014535i,-0.042135-0.017173i,-0.028982-0.020384i,-0.021136-0.022507i,-0.0092576-0.017921i,-0.0035378-0.0098661i,-0.0035906-0.0037358i,-0.0030118+0.0017582i,-0.0017044+0.0047181i,-0.00027788+0.0048658i,0.0013389+0.0025953i,0.00122-0.0017618i,0.0006009-0.0055252i,-0.0024968-0.0048681i,-0.0095385-0.00057217i,-0.012729+0.0007384i,-0.0092297-0.0011824i,-0.0057146-0.0019686i
-0.0031976-0.0031276i,-0.0054828-0.0062092i,-0.0057644-0.01593i,0.0088652-0.029589i,0.038377-0.031935i,0.052848-0.013478i,0.04068+0.0031337i,0.030627+0.0091115i,0.022915+0.014933i,0.010185+0.014591i,0.0042814+0.0088916i,0.0044213+0.0034333i,0.0037447-0.0012581i,0.0015095-0.004187i,-0.00096729-0.004251i,-0.0021261-0.0025166i,-0.00052748+0.0010847i,0.002338+0.0038701i,0.0056333+0.00075491i,0.0084417-0.0053374i,0.0088882-0.0076004i,0.006816-0.0043166i,0.0044996-0.0011021i
0.0037471-0.0015016i,0.0066154-0.00025416i,0.0081023+0.0072083i,-0.0012156+0.023381i,-0.025829+0.035951i,-0.04241+0.026205i,-0.036436+0.0095094i,-0.031117+0.0016972i,-0.026802-0.0065141i,-0.015029-0.0098012i,-0.0072872-0.0056289i,-0.0047508-0.00064322i,-0.0023239+0.0032804i,0.00056239+0.0046489i,0.0025285+0.0036264i,0.0022733+0.0012236i,-0.00056473-0.00227i,-0.0033327-0.0038869i,-0.0042294+0.00040171i,-0.0046259+0.0085361i,-0.004619+0.012121i,-0.0039456+0.0078309i,-0.00218+0.0030496i
-0.0034221+0.0010631i,-0.0050217+0.0014955i,-0.0084702-0.0044929i,-0.006228-0.021686i,0.0095233-0.038706i,0.026945-0.034376i,0.027663-0.018997i,0.025792-0.010813i,0.023649-0.0020173i,0.013605+0.004298i,0.0061902+0.0033733i,0.0038664+0.00051349i,0.0018674-0.00098829i,-0.00065515-0.0020557i,-0.0017736-0.002173i,-0.0013241-0.00063473i,0.00065612+0.00073272i,0.0025778-0.00040957i,0.0015647-0.0056118i,-0.0016327-0.011291i,-0.0032318-0.012275i,-0.0019653-0.0080671i,-0.0012003-0.0032306i
0.0046378-0.00079254i,0.0057965-0.0014805i,0.010497+0.0019541i,0.011563+0.015156i,0.0011857+0.032788i,-0.014215+0.035988i,-0.018226+0.025569i,-0.020046+0.017659i,-0.021964+0.0082111i,-0.014225-0.00015494i,-0.007486-0.00055849i,-0.0053655+0.0015139i,-0.0022598+0.0022251i,0.001061+0.0018196i,0.0029771+0.000982i,0.0013876-0.00040245i,-0.0020895-0.00058602i,-0.0021937+0.0011006i,0.0019299+0.0044131i,0.0072853+0.0077226i,0.0096441+0.0088245i,0.0060231+0.0063208i,0.0016178+0.0015412i
0.0022525+0.0023642i,-0.00048997+0.0014619i,-0.0053478-0.0024747i,-0.012713-0.014946i,-0.010795-0.032889i,0.001433-0.03689i,0.0079049-0.026569i,0.01172-0.02081i,0.015545-0.013883i,0.010993-0.004598i,0.0053871-0.0021857i,0.002553-0.0025123i,0.00044084-0.0022893i,-0.0018526-0.001769i,-0.0027541-0.00041122i,-0.0017395+0.00079879i,2.3704e-05+0.00013489i,0.00031621-0.0016443i,-0.0051113-0.0026164i,-0.013031-0.0029468i,-0.015236-0.0035633i,-0.010615-0.0027385i,-0.005146-0.00047636i
-0.0030614-0.0018139i,-0.0012522-0.003089i,0.0039166-0.0032049i,0.012333+0.0053375i,0.01652+0.023105i,0.0087461+0.032144i,0.00047968+0.026492i,-0.0060623+0.022557i,-0.01262+0.016904i,-0.010104+0.0078631i,-0.0048782+0.0043824i,-0.0019624+0.0034232i,0.00098005+0.00099884i,0.0027261-0.00055416i,0.002911-0.00072282i,0.0014479-0.00076982i,-0.00047827+8.299e-05i,0.00041404+0.00084206i,0.005891-0.00082242i,0.011958-0.0040278i,0.013796-0.0051083i,0.0098936-0.0037322i,0.0040043-0.0028932i
0.00016941-0.00095046i,-0.0008785+0.00035336i,-0.0056353+0.0006078i,-0.014351-0.0043899i,-0.021251-0.017234i,-0.015622-0.025539i,-0.0068057-0.023406i,-0.0017221-0.022044i,0.00355-0.017262i,0.0037793-0.0070294i,0.0013578-0.0015877i,0.00057374-0.00094196i,-0.00012794+0.00016395i,-0.0011644+0.0017009i,-0.00069095+0.0019619i,0.00035544+0.0019664i,0.00021671+8.9925e-05i,-0.0011564-0.00036019i,-0.0047293+0.0045396i,-0.0084007+0.010506i,-0.010381+0.012068i,-0.0082539+0.0090867i,-0.0028361+0.0051686i
-6.7415e-05-0.0017596i,-0.00016645-0.0040617i,0.0024066-0.0063886i,0.011133-0.0039402i,0.019224+0.0070636i,0.016764+0.018033i,0.010434+0.019617i,0.0059641+0.019968i,-0.0010944+0.017392i,-0.0045932+0.0088388i,-0.0028503+0.0036549i,-0.0014825+0.0030331i,-0.00071612+0.0013997i,-0.00015245-0.00077287i,-0.0010517-0.0017472i,-0.0024436-0.0011381i,-0.0018675+0.00033696i,0.00057318-0.0011529i,0.0019231-0.0075054i,0.0025636-0.014457i,0.0033852-0.01639i,0.0024345-0.011961i,-0.00058256-0.0060086i
-0.00082013+0.0026026i,0.00023302+0.0027728i,-0.00097022+0.0040493i,-0.0070293+0.0039136i,-0.017341-0.0024217i,-0.019673-0.012101i,-0.014228-0.014803i,-0.010607-0.015951i,-0.0050092-0.014777i,6.8391e-05-0.0079149i,0.00061219-0.0033458i,-0.00053952-0.0027391i,-0.0016324-0.0011655i,-0.0019087+0.00059058i,-0.0004131+0.00028696i,0.0013123-0.0012289i,0.00038868-0.0015668i,0.00011431+0.0014282i,0.0025741+0.0072301i,0.0043547+0.01215i,0.0041432+0.013904i,0.0032949+0.011799i,0.0030448+0.0074486i
0.0007921-0.00054341i,0.0016082-0.00080401i,0.0039215-0.0040785i,0.0084958-0.0081654i,0.016763-0.0049494i,0.019407+0.0039072i,0.015115+0.0077308i,0.012215+0.010123i,0.0058461+0.012094i,-0.00015317+0.007561i,-0.00029269+0.0030114i,0.00057879+0.0012312i,0.00026149-0.00067376i,-0.00028462-0.001399i,-0.00056862-0.0005985i,-0.0014367+0.00019607i,-0.0014256+0.00044134i,-0.0020593-0.0015394i,-0.0055548-0.0055503i,-0.0089985-0.0093031i,-0.0095217-0.011521i,-0.0075971-0.0095569i,-0.0057112-0.0050454i
-0.0008154-0.0010725i,-0.00040132-0.00080091i,-0.0018637+0.0023252i,-0.0065858+0.0064849i,-0.015097+0.0060424i,-0.018896+0.0003949i,-0.015896-0.003239i,-0.01428-0.0074094i,-0.010327-0.010427i,-0.0045204-0.0066706i,-0.0020778-0.0025156i,-0.0011804-0.0012396i,-0.00035835-0.00030496i,0.00014376+0.001063i,0.00070546+0.0010014i,0.00056881-0.00059895i,0.00051851-0.0014473i,0.0023149-0.00096262i,0.0068239+0.00050681i,0.011269+0.0028782i,0.01224+0.0055234i,0.0096828+0.0054709i,0.0067257+0.0027356i
