-0.001999+0.00099645i,-0.00049474-0.00075586i,-0.00051182-0.0017579i,-0.00065311-0.0013787i,-0.00095441+0.00019511i,-0.0010394+0.0021882i,0.0001511+0.0025503i,0.0016075+0.0012238i,0.0019941+0.00030994i,0.002066+0.00016115i,0.0011387-0.00042109i,-9.3879e-05-0.00072108i,-0.00077803-0.0002252i,-0.0010779-0.00045873i,-0.00052473-0.00037991i,0.00013461-0.00010108i,-2e-05-0.00016542i,3.5491e-05-0.00034943i,-5.5995e-05-5.5916e-05i,1.8656e-05+0.00058354i,0.00056817+0.0004337i,0.00036678+0.00027782i,-0.00022119-0.00034702i
-0.0015461+0.0011803i,-0.00090585+0.0014258i,-8.8507e-05+0.0012557i,0.00087965+0.00069198i,0.0019972+0.00075143i,0.0024806+0.00087308i,0.0017406+0.0010713i,0.00091337+0.0011427i,0.00058234+0.0001878i,0.00027378-0.0001022i,-0.00030058-0.00021224i,-0.00035929-0.00072765i,3.1312e-06-0.00088731i,-0.00012852-0.00082183i,-0.00035664-0.00027993i,-0.0011403+0.00028403i,-0.0016116+0.00067686i,-0.00076371+0.000183i,-0.0004748-0.00046717i,-2.4882e-05-0.00012327i,0.00068388+0.00072481i,0.0009593+0.0012499i,0.00067935+0.00035718i
-0.00076755-0.0012659i,-0.00048235-0.0009465i,-0.001609-0.0011901i,-0.0027376-0.0010129i,-0.001733+0.00041818i,0.0012169+0.0011482i,0.0023193-0.00030502i,0.0016242-0.0013663i,0.0010106-0.00087655i,0.00039524-0.00012676i,-0.00037954-0.00058216i,-0.00037233-0.0012033i,-0.00063206-0.0010031i,-0.00062563-0.00096256i,-8.727e-05-0.0011835i,-0.00031646-0.0004656i,-0.00078487-4.2884e-05i,-0.0003784-0.00018318i,5.3702e-05+0.00056112i,3.146e-05+0.00050035i,0.00050767-0.00020376i,0.0004812-0.00032799i,0.00056178-0.0002869i
-0.0010466+0.00083613i,-0.00056365-0.0010902i,-0.00079462-0.0026062i,-0.00038845-0.002173i,0.00061392-0.00062675i,0.001272+0.00036869i,0.0018891+0.00021498i,0.0016472-0.00040077i,0.0011183-0.00067549i,0.00057338-0.00018791i,-4.4076e-05-6.5573e-05i,-0.00072214-0.00073634i,-0.0010647-0.00082451i,-0.00070681+5.7237e-05i,-0.00018785+0.0002605i,0.0004139-0.00012749i,0.0010533-8.5311e-05i,0.00055149-0.00016518i,0.00041334+0.00011125i,0.00064486+0.00017106i,0.00031575-0.00017437i,9.5592e-05-0.00024084i,-0.0001111-0.00035838i
0.0015913-0.00051561i,0.0021815-0.0012138i,0.0016624-0.0022223i,-0.00037997-0.0020499i,-0.00072945-0.00067575i,0.00060794+0.000687i,0.0016711+0.0012275i,0.002361+0.00042129i,0.0022946-0.0010425i,0.0009909-0.0011069i,7.616e-05-0.00074993i,0.0002722-0.00040125i,0.00084535+6.47e-05i,0.00075934+0.00013719i,-1.254e-05+0.0001583i,-0.00024567+0.00046258i,-0.0004926+0.00081521i,-8.1458e-05+0.00083215i,0.00072042+0.00087251i,0.00077881+0.00049966i,0.00075962-0.00025719i,0.00044939-0.00049419i,-0.00010963-0.00022036i
-0.00095223+0.00084084i,-0.0010022+0.00013073i,-0.00052222-0.00034488i,-0.0004459-0.00027085i,-0.00071445+0.00038803i,9.6478e-05+0.0008457i,0.0017851+0.00028757i,0.0022256-0.00013295i,0.0013112-0.00011189i,0.00039107-0.00049739i,0.00013642-0.00043499i,0.00022386-2.3368e-05i,-6.766e-05-0.00058893i,-0.0005156-0.00056745i,-0.00079262+9.0528e-05i,-0.00086189-4.5071e-05i,-0.00095742-0.0001701i,-0.00017106-0.00033341i,0.0011682-0.00056003i,0.0010414-0.00025144i,-0.00015756+0.00044096i,-0.00090886+0.00063752i,-0.0010902+0.0002249i
-0.00022736-0.0012562i,-0.0007875-0.0017162i,-0.0019365-0.0019354i,-0.0023849-0.0019736i,-0.0014083-0.00022397i,0.00059927+0.0014676i,0.0016505+0.0010038i,0.0012764+0.00026652i,0.0011241+8.9327e-06i,0.0013133-0.000325i,0.0006598+0.00039718i,-0.000475+0.00086932i,-0.00044583+0.00036225i,3.9229e-05-0.00047784i,0.00012817-0.00094299i,0.00020327-0.00020609i,-0.0010159+0.00010986i,-0.0013891+6.1358e-05i,-0.00049027+0.00054054i,-0.00024482+0.00065443i,-0.00077576+0.00022207i,-0.0004897+0.00036693i,-0.00028965+0.0008225i
-0.0011376+0.0010676i,-0.0010974+0.0016832i,-0.00068541+0.0007787i,-5.581e-05-0.00071769i,0.00016464-0.00099996i,0.00057572-0.00094176i,0.00081241-0.00096117i,0.00070461-0.00058595i,0.00018743+0.00045782i,-0.00019133+0.00058576i,-0.00038222-4.0977e-05i,-0.00042287-5.6982e-05i,-0.00037157-0.00014458i,-5.7095e-05+0.00034775i,-0.00025361+0.00056177i,-0.00072539-0.00013797i,-0.00041918-0.00050408i,-0.00014949+0.00014365i,-9.8744e-05-0.00018942i,-0.00030897-0.00086689i,-6.139e-05-0.00029385i,0.00041278+0.0002743i,0.00079665+0.00049922i
-0.0013176-0.00069229i,-0.0010038-0.00043413i,-0.00032456-0.0013598i,-0.00064611-0.00078974i,-0.00077286+0.00056864i,0.00019119+0.001011i,0.00066241+4.7651e-05i,0.00082624-0.0010636i,0.0003463-0.00018903i,-0.00043664+0.00030303i,-0.001187-0.00023159i,-0.0010194-0.00017803i,-0.00050205+0.00020659i,-0.00021097+0.00026058i,4.558e-05+0.00068912i,0.00014735+0.0013878i,-0.00014182+0.0012922i,-0.00031151+0.00097076i,-0.00012062+0.0001022i,0.00019664-0.00014605i,0.00012741-0.00064733i,0.00023078-0.00046525i,0.00042426+0.00013204i
-0.00032922-0.00075432i,0.00027595-0.0012084i,0.00067634-0.0012403i,0.00017197-0.00089456i,-0.00092527-7.9896e-05i,0.00050211+0.00094249i,0.0016439+0.00083168i,0.0014189-0.00079806i,0.00074309-0.0017221i,0.00048287-0.0011723i,0.0003004-0.00037732i,-0.0001887-0.00045481i,-0.00011606-0.00074978i,0.00016858-0.00059264i,-0.00012199+0.00013546i,-0.00056753+0.0007974i,-0.00056813+0.00044677i,-0.00041529-0.00072658i,-0.00035232-0.00060446i,-0.00050394-0.00041463i,-0.00019297-0.00023496i,-0.00052944+0.00033113i,-0.0011709+0.0007095i
0.00067208-7.4802e-06i,0.00017244-5.025e-05i,-0.00018804-0.00082742i,-0.0008823-0.0024162i,-0.0011699-0.0016999i,-0.00037181-0.00019638i,0.00072215-0.00062813i,0.001014-0.00076515i,0.00074463-0.00034474i,0.00064388-0.00078717i,0.00056208-0.00092952i,0.00026259-6.1711e-05i,0.00011743+0.00095553i,-0.00013462+0.00062583i,-0.00048055-0.0001719i,-0.00022632+0.00012492i,-6.2169e-06+0.0014299i,9.338e-05+0.0012825i,9.625e-05-0.00027873i,-4.2787e-05-0.00027315i,-0.00050099+0.00079349i,-0.00061494+0.000411i,0.00028917-0.00015597i
0.00017468-0.000838i,-0.00096083-0.0016421i,-0.0011296-0.0023768i,-0.0011671-0.0025014i,-0.0011129-0.0011949i,0.00034091+0.00022751i,0.0010716+0.0008077i,0.0010702-0.00045867i,0.0013218-0.001236i,0.001117-0.00094246i,0.0002041-0.00022643i,-0.00082938+7.6946e-05i,-0.00028054-4.3247e-05i,0.00049929-0.00021174i,0.00019049+0.00017076i,0.00021362+0.00036854i,0.00045959-5.0738e-05i,0.00062556+0.00027916i,0.00097701+0.00058345i,0.0010483-7.7911e-05i,0.00086172-0.00056333i,0.00043723-0.00040317i,0.00010686-7.7371e-05i
0.00016877+0.00097441i,0.00041227+0.00093575i,0.00068248-0.00045994i,-8.8516e-05-0.00097685i,-0.0010198-0.00013563i,-0.00077869-5.0228e-05i,0.00069416-0.00062944i,0.0014244-0.00058039i,0.001096-0.00048236i,0.00056523-0.00052114i,0.00015591-0.00064716i,-0.00044179-0.00093246i,-0.00064427-0.00044291i,-0.00089182+0.00057568i,-0.0007835+0.00025127i,0.00021244-0.00025353i,0.00071248-0.00023463i,0.00016456+1.792e-05i,-0.00044751-0.00082656i,-0.00077246-0.001311i,-0.0010932-0.00057111i,-0.00040889-0.0004269i,0.0005173+8.3371e-05i
-0.00019383+0.00017141i,-0.0007827+0.00045223i,-0.0012561-0.00083217i,-0.0012245-0.0023144i,-0.00076669-0.0018171i,0.00063594-0.0005341i,0.001073+0.00024829i,0.00088753+0.00091442i,0.00072881+0.00094207i,0.00041387-0.00039733i,0.00017378-0.0014996i,0.00010708-0.001333i,0.00050081-0.00089289i,0.00023489-0.00053393i,-0.00042288-0.00023796i,-0.00010139-8.4656e-06i,-0.00019306+0.00020264i,0.00024406+0.00032709i,0.00051408+0.0010209i,0.0002+0.00048685i,0.00043127-0.0001535i,0.00021728-0.00048684i,-0.0002268-0.0007382i
-0.00047793+0.00045325i,-0.00071268-0.00082572i,-0.0020238-0.0023181i,-0.0017003-0.0024189i,-0.00039755-0.0013644i,0.00026088-3.1204e-05i,0.00091476+0.00022475i,0.00083306+0.00017873i,-1.6909e-05-7.1983e-05i,-0.00031057-0.00063733i,-0.00040644-7.066e-05i,-0.00054988+0.00051175i,-0.00067185+0.00021924i,-0.00073954-0.00038222i,-0.00044561-0.00046754i,4.4775e-05-0.00012296i,3.1769e-05-9.3561e-05i,0.00043686-0.00033125i,0.0010988-0.00072448i,0.00083499-0.00075717i,0.00026853-0.00084563i,-0.00040856-0.00066002i,-0.00051404-0.00018129i
-0.0030717-0.00026112i,-0.003537+0.00071906i,-0.0032644+0.0016669i,-0.0022977+0.0010514i,-0.00015262+0.00024306i,0.00095586+5.3675e-07i,0.000689-0.0006796i,0.0013016-0.0011904i,0.0011834-0.0013928i,0.00081313-0.0011399i,0.0012399+1.0292e-05i,0.0010616+0.00025386i,0.0012278-0.00044489i,0.00070678-0.00015736i,0.0002575+0.00012761i,0.0007832-0.0002433i,0.0011764-0.00081326i,0.0009659-0.00049189i,0.00025669+0.00029791i,-4.4563e-05-0.00022066i,-0.00015547-0.00014845i,-0.00015075+0.00066531i,0.00055065+0.00058499i
-0.00068341-0.0012369i,-0.0022979-0.00083361i,-0.0026155-0.00077853i,-0.0016615-0.00097104i,-0.00081458+6.2175e-05i,0.00053027+0.0016874i,0.0014158+0.0013619i,0.0010308+0.00083533i,0.00020806+0.00098096i,-0.00022455+0.00054395i,-0.00056025+0.00010219i,-0.00049986-7.2339e-05i,0.00011164+0.00026597i,0.0001508-5.4383e-05i,0.00040326-0.00062906i,0.00010839-0.00013977i,-0.00069353+9.3019e-05i,-0.00036241+0.00016097i,-0.00041412+6.6285e-06i,-0.00017448-0.00039321i,-0.00034358-0.00083736i,-0.00087268-0.00088577i,-0.00033922-0.00054225i
0.00087055-0.00013899i,0.0014479-0.0012854i,0.00041363-0.0029799i,-0.00019221-0.0034553i,-6.8119e-05-0.0018828i,0.0002171+0.0010308i,-0.00012977+0.0012953i,0.0001879+6.6499e-05i,0.0019988+2.4056e-05i,0.0017678-0.00016582i,0.00071852-0.00015866i,8.8422e-05-0.00015394i,7.2265e-05+0.00034825i,2.9394e-06+0.00080897i,-0.00036356+0.0010381i,-0.00076786+0.00071953i,-0.0008371+1.1833e-05i,-0.00044385-4.9618e-06i,-0.00040887-0.00024389i,-0.00065278-0.0003102i,-0.00050382+0.00010382i,-0.00033253+0.00020152i,9.6128e-05+0.00016192i
-0.0013823+0.0021197i,-0.00044033+0.0016877i,-2.2971e-05+0.0015861i,0.00015931+0.0012932i,0.00023442+0.0011799i,0.00058089-5.765e-05i,0.00083186-0.0010245i,0.00050817-0.00063872i,0.00019102+0.00010646i,8.8487e-06-1.9163e-05i,-0.00027861-7.5401e-05i,-0.0012369-8.3499e-06i,-0.0019446-0.00037061i,-0.0011981-0.00077i,-0.00086445-0.00074121i,-0.00071065-0.00039004i,-0.00066191+0.00018675i,6.3563e-05-5.4984e-05i,0.00079446+9.0318e-05i,0.00052282+0.00029953i,0.00021209-0.00054207i,0.00043915-0.0006801i,0.00040701+0.00083456i
0.00093911-0.0018433i,-0.00062462-0.0032428i,-0.00076589-0.0058273i,-0.0015059-0.0057744i,-0.0021665-0.0028421i,-0.0012853+0.00034676i,-0.00018276+0.00077634i,0.00028576-0.00078792i,0.00061735-0.00088406i,-0.00016218-9.9768e-05i,-0.00052594+0.00030198i,-0.00023257+0.00081877i,0.00064076+0.00017098i,0.00092637+0.00033071i,0.00018533+0.00037243i,-4.4422e-05-9.2764e-05i,-0.00025342-0.00015622i,-0.00043121-8.3293e-05i,-0.0001438+5.2123e-05i,-0.00017484-0.00063244i,-0.00022464-0.0010946i,0.00027163-9.8513e-05i,0.00038898+0.00041565i
-0.0016024+0.002248i,-0.0011949+0.0024899i,-0.00084079+0.0013866i,-0.00050031+0.00010325i,0.0011478-0.00013671i,0.0021326-6.0449e-05i,0.0019852+9.2939e-05i,0.0012108+0.00054306i,0.00067617+0.00018096i,0.00077114-0.00089701i,0.00019527-0.00070569i,-0.00037489+0.00022419i,0.00032154-0.00016606i,0.00093445-0.0003899i,-0.00027079+5.0447e-06i,-0.0014026+6.9129e-05i,-0.00077366+0.00013287i,0.00064504+7.8978e-05i,0.0010841+9.2849e-05i,0.00035579-0.00020371i,-0.00032305-0.00033301i,-0.00019474+0.00053741i,0.0005358+0.00081443i
0.00098563-0.00091058i,-8.3743e-05-0.0022747i,-0.00089595-0.0037044i,-0.0011752-0.0039113i,-0.0010869-0.0013975i,-0.00055777+0.00055165i,0.00017319+0.00025501i,0.00086367-4.8866e-06i,0.00089587-0.00050744i,0.00096992-0.0014227i,0.00090231-0.0012278i,0.00014701-0.00067333i,-0.00015794-6.4362e-05i,-0.0001921+0.00024021i,-6.0506e-05+0.000813i,6.4388e-05+0.00084622i,-0.00026006-0.00039595i,-0.00022464-0.00046357i,-0.00017313+0.00025608i,-0.00044207+0.00029787i,-0.00043975-0.00024291i,-9.8154e-05-0.00015717i,4.0362e-05+0.00087519i
-0.00053953+0.00091489i,-0.00017945+0.00020408i,0.00032278-0.00043759i,0.0003144-0.0003909i,9.5608e-05-0.00050344i,-0.00012426-0.0007862i,0.00031233-0.00085169i,0.0012047-0.0010801i,0.0012769-0.00094677i,0.00093998-0.00021011i,0.00080742-2.517e-05i,-9.5405e-05+0.00013539i,-0.0005925+0.00034488i,6.9963e-05-2.555e-05i,0.00035953-0.00030363i,0.00045386-4.122e-05i,0.00093205+0.00062282i,0.00020334+0.00067234i,-0.00037994-4.5149e-05i,0.00013251-0.00024755i,0.00015578+0.00025899i,0.00020129+0.00014355i,0.00033104+9.4125e-05i
-0.0010246-0.0015426i,-0.002325-0.0011588i,-0.0026763-0.0014397i,-0.0024128-0.0018174i,-0.00088118-0.0012536i,0.00020056+0.00069552i,0.0008064+0.00080884i,0.0013817-4.0175e-05i,0.00095472-0.00031506i,-1.1118e-05-0.00025492i,0.00038239+0.00013568i,0.00065991+0.00065194i,-0.00021063+0.00037441i,-0.00032357+0.00038319i,-0.00045414-4.7894e-05i,-0.0003458-0.00054117i,1.3219e-05-0.00070902i,0.00017541+5.7255e-05i,0.00032389+0.00062669i,0.00035468+0.00066241i,0.00017319+0.00041136i,1.1589e-05+5.545e-05i,7.4056e-05+0.00017433i
0.0012109-0.001399i,0.00088087-0.00045854i,0.0014264-2.2653e-05i,0.0002127+0.00022957i,-0.001249+0.00070984i,-0.00087357+0.00098086i,0.00083586+0.00019981i,0.0017791+0.0001121i,0.0015014+0.00040271i,0.0006607-9.0507e-05i,9.5852e-05-0.00034893i,0.00011108-0.00025698i,0.00019057-0.00018655i,5.7339e-05+0.0002734i,-1.0373e-05+3.3662e-05i,4.628e-05-0.00020086i,5.2006e-05+5.3197e-05i,4.3937e-05+0.00034899i,0.00015893+1.6591e-05i,0.00034879-0.00094684i,0.0005039-0.0010222i,0.00044899-0.00054006i,0.00015511+0.00011412i
-0.00092111-0.00072531i,-0.0017075-0.0017807i,-0.0012766-0.0032531i,-0.0015408-0.0022317i,-0.0019239-0.00029764i,-0.0011827+0.0011899i,-0.00011976+0.00085829i,0.00082708-0.00054546i,0.00041929-0.00041408i,-0.00024971-5.1794e-05i,-0.00033115+0.00031942i,-0.00073632-1.8731e-05i,-0.00022062-0.00071268i,0.00028758-0.00019238i,0.00017137-9.5799e-06i,-0.00049417-0.00026748i,-0.00087926-0.00017971i,-0.00062656+8.4054e-05i,-0.00063759+0.00016571i,-0.00036176-0.0002144i,-0.00018768+2.8015e-05i,-0.00012335+0.00041758i,-0.00023895+0.00033958i
-0.0008876-0.0026139i,-0.0015246-0.0031227i,-0.0027709-0.0034128i,-0.0029685-0.0015294i,-0.0023902+0.00063136i,-0.00061037+0.0014001i,0.00085046+0.00073978i,0.00093897+0.00027905i,0.00045619-0.00022004i,-0.00040131+0.00010805i,-0.0007555+0.00044209i,5.874e-06+0.00045533i,0.0002835+0.00023854i,-9.7241e-05-0.00052415i,0.00012276-0.00067835i,0.00039797-0.00010258i,0.00017227+0.00058058i,7.4148e-05+0.00043092i,8.9727e-06-3.0983e-05i,-0.00044542-0.0002549i,5.5696e-05+0.00011292i,0.00023024+0.00067238i,-0.0009036+0.00030548i
-0.0013487+0.0002126i,-0.00091948-0.0010512i,-0.00083948-0.0020016i,-0.00071059-0.0021262i,-0.00012293-0.00092967i,0.00072866-0.00071608i,0.0010175-0.00064254i,0.00039796-0.00058022i,-0.00037359-7.9888e-05i,-0.00099256+0.00036301i,-0.00093814+3.3711e-05i,-0.00054366-0.00056862i,-4.7548e-05-0.00076242i,4.321e-05+0.00015025i,-0.00038225+0.00087012i,-0.00019965+0.00012675i,-0.00025248-0.00017321i,9.9231e-05-0.00019815i,0.0002421-0.00039735i,9.5162e-05-0.00057538i,0.00059513-0.0013322i,0.00091517-0.0012385i,0.00056273-0.00011506i
0.00092313+0.00024342i,-0.00057068+0.00050505i,-0.0012481-0.00044519i,-0.00072664-0.0015401i,-0.00037966-0.0013946i,-5.6019e-05-0.00019983i,0.00043141+0.00016963i,0.00045577-0.00011851i,0.00052327+9.845e-06i,0.00059479-0.00036772i,0.00082122-0.0010537i,0.00084327-0.0011469i,0.00024929-0.0001935i,-6.7799e-05+0.00032532i,0.00050866-1.8879e-05i,0.00039101+0.00017174i,-0.00025924+1.4096e-05i,-1.4575e-05-0.00035589i,0.00018316-0.0002813i,0.00016451-0.00066689i,0.00081079-0.00094802i,0.00066434-0.001012i,0.00039569-0.00085887i
0.00048879+0.0016718i,0.00095203+0.00052179i,0.0022023-0.0012404i,0.0022705-0.0019289i,0.00084712-0.0012015i,-0.00011765-0.00045147i,0.00022119+0.00076997i,0.00065022+0.00065173i,0.00066911-0.00054002i,0.00059682-0.0012245i,0.0003336-0.0016155i,-0.00030639-0.0014598i,-0.00069878-0.00027353i,-0.0011323+0.00024688i,-0.0006923+5.3269e-05i,-0.00024739-3.5116e-05i,-0.00064217-0.0002976i,-0.00085774-0.000117i,-0.0010695+0.00029906i,-0.00047262-0.00014902i,0.00012201-0.00024058i,-0.00022179+0.0011428i,5.5574e-05+0.0014045i
-0.001671+0.0018959i,-0.00066751+0.0013223i,0.00013411+0.00096213i,0.00023988-0.00024401i,-0.00059637-0.00050973i,-0.00059675+0.00010829i,0.00037752+0.00047073i,0.0017125+0.00092549i,0.002653+0.00098862i,0.0018502+0.00018372i,0.0015101-0.00011888i,0.00086173+0.00049199i,-0.00031508+0.00022433i,-0.00037136+3.2624e-05i,-0.0005168+0.00020922i,-0.00069838-3.0227e-05i,-0.0002431-0.00010483i,0.00063696-0.00030191i,0.0016948-0.00063568i,0.0013991-0.00048887i,0.00072832+0.00019428i,0.00016897-1.9396e-07i,-0.00034916-0.0003827i
-0.0016405+0.00045247i,-0.0015373+0.00020824i,-0.00099333-0.00070137i,0.00023036-0.0014918i,0.0011765-0.0009435i,0.0016104+0.00010903i,0.0014714+8.3786e-05i,0.00087409-0.00061139i,0.00044073-0.00030044i,0.00024332+0.00060935i,0.00056869+0.00031249i,0.00033835-0.00081i,-0.00053844-0.0011841i,-0.00044303-0.00042457i,-0.00023198+3.0253e-05i,0.00011492-0.00014211i,0.00055189-0.00043781i,0.00030503-0.00067321i,-0.00014195-0.00046724i,3.4384e-05+0.00020351i,1.3783e-05+0.00072981i,-5.2866e-05+0.00062037i,-0.00056796+0.00019271i
0.00013081-0.00013931i,0.00072513-0.0005303i,0.00098547-0.0016081i,0.00075925-0.0022407i,-0.00013189-0.0015103i,-3.0992e-05-0.00046749i,0.00056786-0.00026468i,0.00083343+0.00010443i,0.0011849+2.9991e-05i,0.0011198-0.0010643i,0.00024417-0.0012111i,-0.00068411-0.00021885i,-0.00081152+0.00014286i,-0.00070536-0.00010404i,-0.00063035-0.00045228i,-0.00038219-0.0004158i,-0.00015564-0.00026738i,3.2495e-05-0.00083718i,0.00072432-0.00072832i,0.00058312-0.00033168i,1.3501e-07-0.00028872i,0.00012439+0.00020354i,0.00060081-0.0001117i
-0.0015851-0.00022579i,-0.00029772+0.00077381i,-0.00025578+0.0008316i,-0.0013004+0.00017891i,-0.00052411-0.00014588i,0.0015071+0.00047321i,0.0019015+0.0010637i,0.0013366+0.00038019i,0.0010687-0.00054044i,0.0004549-0.00089185i,0.00026823-0.00035804i,0.00067547-0.00061504i,0.00011551-0.0015536i,-0.00025347-0.0011136i,0.00032419-0.00075607i,-0.00016892-0.00081577i,-0.00078783-0.00084114i,-0.00039286-0.00018854i,-0.00033731+0.00082987i,-0.0004362+0.0005553i,-0.00045662+6.5284e-05i,-7.8018e-05-0.00011883i,0.00048184-0.00027458i
-0.00052599+0.0004329i,-0.0011309-0.00062795i,-0.0014252-0.0014251i,-0.001091-0.0015472i,-0.00093739-0.0013699i,-0.00038509-0.0012861i,0.00059394-0.0014259i,0.00060603-0.0012564i,-0.00026036-0.0010471i,0.00020273-0.000814i,0.00038659+0.0001038i,0.00040327-1.7109e-05i,0.0011845-0.00020618i,0.00083855+0.00030861i,0.00033162-0.00026592i,0.00053687-0.00044063i,0.0002712-1.1713e-05i,-0.00026681+0.00016679i,-0.00051434-0.00023455i,-0.00010141-0.0003213i,0.00034682+0.00055697i,0.00040511+0.00064163i,0.00088171+0.00036798i
0.00066747-0.00084379i,0.00013228-0.00033998i,-0.00041276+0.00014698i,0.00013075+0.00037909i,0.00038091+0.00072182i,0.00034882+0.00053942i,0.00059528+0.00041179i,0.0010881+0.00040559i,0.0014636+0.00023343i,0.00072602-0.00050884i,-0.00011482-0.0010132i,-0.00026901-0.00043123i,-0.00074094+0.00013558i,-0.00071645-7.8211e-06i,-0.00072944+3.3194e-05i,-0.0012268+0.00063862i,-0.0014296+0.00041692i,-0.001211-0.000368i,-0.0001474-0.0005293i,0.00028135-0.00056269i,-8.8935e-05-0.00041748i,-2.0264e-06-2.813e-05i,9.1586e-05+2.6109e-05i
0.0012041-0.00188i,-2.249e-05-0.0020633i,0.00023541-0.0028061i,-0.00015988-0.0031303i,-0.0011122-0.0019762i,-0.00015843-0.00027925i,0.00076269+0.00064588i,0.00091963+0.00023744i,0.00088511-0.00037512i,0.00018392-0.00033688i,-0.00053103-0.00011803i,-0.00077185+0.00026194i,-0.00022723+0.00034939i,5.099e-05-1.5777e-05i,-0.00041271-2.9196e-05i,-0.00077078+0.00012291i,-0.00020845+3.8369e-06i,0.00049252+0.00013892i,0.0002763+7.1965e-05i,-0.00022247-0.00019024i,-0.00045666-0.00019263i,-0.0003875+6.5528e-05i,-0.00011401+0.00036825i
-0.0012907-0.0012865i,-0.0010605-0.0012967i,-0.00095655+3.3671e-05i,-0.0011259+0.00062907i,-0.00085835-0.00012487i,0.00094419-0.00033048i,0.0016915+0.00030882i,0.00073165+0.00049636i,0.00028173+0.00049836i,0.00014575+0.00045083i,1.4355e-05+0.0010265i,5.7326e-05+0.0011115i,-8.2007e-05+0.00019891i,-3.5625e-05-0.0002852i,-0.00033174-0.00025832i,-0.00045597+0.00049889i,0.00041346+0.00073182i,0.00019972+0.00012552i,-0.00022641-0.00040461i,0.00015328-0.00014703i,0.0008646+0.00050185i,0.00069198+0.00041103i,-0.00021892-0.0004563i
-0.0014464-0.00089146i,-0.00053638-0.0010301i,-0.00068439-0.0017838i,-0.0012821-0.0012135i,-0.001002+0.00095696i,-0.00015291+0.0020626i,0.00053016+0.0015618i,0.00026839+0.00071131i,-0.00051459+0.00020676i,-0.00068215+0.00027733i,-0.00052961+0.00026788i,-0.00021062+0.00034757i,-0.00036451+0.00012116i,-0.00039086-0.00060061i,-0.0003368-0.00084696i,-0.00046315-0.00032651i,0.00040472+0.00029858i,0.0008013+0.00072227i,0.00046029+0.00042312i,0.00035224+0.00015495i,0.00040756+0.00030852i,0.00013397+0.0013047i,2.9493e-05+0.0018177i
-0.00038631-0.0002672i,1.1977e-05+5.5527e-05i,-0.00057889+0.00058636i,-0.00070313+7.6449e-05i,0.00039664-0.00060574i,0.001216-0.00055639i,0.0015891-0.00031109i,0.0010121+7.1239e-05i,0.0006448-0.00033352i,0.00060259-0.00022198i,6.4955e-05+0.00062181i,-0.00033858+0.00037211i,-0.00050584-0.00030223i,-1.4353e-05-1.7288e-05i,-0.00018945-0.0001813i,-0.00055297-0.00012471i,-0.00024304-2.0898e-05i,8.0715e-05+3.8699e-06i,-0.00020293+0.00033648i,-0.00011519+0.00060201i,-2.1851e-05+0.00063997i,0.00048455+0.00071329i,0.0011071+0.00026103i
0.0015587-0.0012341i,0.00051617-0.0025217i,-0.00020049-0.0033038i,-0.00071794-0.0030806i,-0.0013613-0.0021591i,-0.00096074+6.3985e-05i,0.0008364+0.00045513i,0.0016811-0.00023427i,0.00058548-0.00016522i,7.5068e-05+0.00027602i,0.00016308+0.00015746i,1.1092e-05+0.00034063i,-0.00042916+0.0007155i,-0.00050899-5.2199e-05i,-2.4847e-05-0.0002494i,0.00026115+0.0010032i,-0.00030552+0.0010732i,-0.00025999+8.0046e-06i,0.00052482-0.00019951i,0.0006334+0.00030605i,0.00040458+0.00018214i,0.00011091+6.0813e-07i,-0.00054726-0.00011999i
-0.0013803+0.00191i,-0.00016754+0.0014129i,0.00035686+0.0013359i,-9.2334e-05+0.00021158i,-3.421e-05+0.000123i,-0.00028306+0.00049624i,-4.2038e-05-3.2908e-05i,0.00032864+2.4002e-05i,0.00077872+0.00036461i,0.00095578+0.00032637i,0.0012101+0.00071858i,0.0010923+0.00086105i,0.00030942+3.5118e-05i,3.7363e-05-0.0001336i,-0.00029657-0.00011547i,-0.00038926-1.5316e-05i,0.00056773+0.00040477i,0.0010447+0.00019231i,0.00044304-0.00020095i,0.00032762-0.00044278i,0.00054217+9.0967e-05i,0.00096853+0.00035302i,0.00077659+0.00023603i
-0.00051168+0.0025144i,0.00037787+0.00058127i,0.001376-0.00026388i,0.0018589-0.00043773i,0.0013256-0.00081718i,0.00066862-0.00069719i,0.0006792+0.00041199i,0.0010912+0.0011348i,0.0013681+0.0011645i,0.0010034+0.00070267i,0.00064556+0.00051375i,6.1739e-05+0.00044354i,-0.00093428-0.00044482i,-0.00074605-0.00073858i,-0.00073053-0.00011592i,-0.0009933+0.0007707i,-0.0004732+0.0006768i,-0.00039838+0.00014537i,-0.00075516+0.00015606i,-0.0001792+0.00035577i,0.00088224-0.0001119i,0.00073064-0.00089102i,-0.00012825-0.00089134i
