-0.001999+0.00099645i,-0.00049474-0.00075586i,-0.00051182-0.0017579i,-0.00065311-0.0013787i,-0.00095441+0.00019511i,-0.0010394+0.0021882i,0.0001511+0.0025503i,0.0016075+0.0012238i,0.0019941+0.00030994i,0.002066+0.00016115i,0.0011387-0.00042109i,-9.3879e-05-0.00072108i,-0.00077803-0.0002252i,-0.0010779-0.00045873i,-0.00052473-0.00037991i,0.00013461-0.00010108i,-2e-05-0.00016542i,3.5491e-05-0.00034943i,-5.5995e-05-5.5916e-05i,1.8656e-05+0.00058354i,0.00056817+0.0004337i,0.00036678+0.00027782i,-0.00022119-0.00034702i
0.0069303-0.0032531i,0.014352+0.00054042i,0.029193+0.018829i,0.044228+0.055923i,0.046477+0.085248i,0.041281+0.079591i,0.038045+0.061724i,0.03452+0.054081i,0.03469+0.044212i,0.034081+0.023898i,0.024284+0.0071332i,0.013164+0.0033481i,0.0084128+0.0045186i,0.0067772+0.002672i,0.0041239-0.001102i,0.0015455-0.0028514i,0.00049395-0.0017861i,0.00065909+4.7826e-05i,0.0011731+0.00074983i,0.0015014+0.0012557i,0.0011915+0.00087748i,0.00061261-0.00063712i,0.00032383-0.0026633i
0.0011829-0.0021266i,0.007839-0.0070715i,0.033184-0.018999i,0.075059-0.036855i,0.099335-0.044271i,0.080584-0.038752i,0.05252-0.031135i,0.045966-0.025337i,0.041508-0.029444i,0.020494-0.032957i,0.00054746-0.022134i,-0.005928-0.0079646i,-0.0062466-0.0017297i,-0.00579+0.00057139i,-0.0037135+0.0036587i,0.00040416+0.006576i,0.0042553+0.0067177i,0.0060162+0.0039405i,0.0048722+0.0012082i,0.0033528+0.0002601i,0.0023551-0.0007105i,0.001021-0.0017877i,-0.00025916-0.0016227i
-0.0019383-0.0019361i,-0.0064021-0.0093441i,-0.016732-0.03433i,-0.029181-0.078954i,-0.032592-0.10984i,-0.034163-0.092816i,-0.036864-0.058227i,-0.032955-0.044043i,-0.032776-0.036109i,-0.032446-0.017269i,-0.022756-0.001206i,-0.012661+0.0014421i,-0.010374+3.4644e-06i,-0.0083064+0.0034693i,-0.0016582+0.0075321i,0.0041093+0.0090996i,0.0056809+0.0083663i,0.0050782+0.0053621i,0.0030994+0.0028524i,0.0011553+0.0026021i,0.001058+0.0034537i,0.00076983+0.0046552i,0.00033283+0.0050918i
0.0037188+0.00019934i,-0.0042866+0.005709i,-0.031831+0.017309i,-0.082642+0.027979i,-0.1202+0.024405i,-0.10417+0.016949i,-0.067725+0.014897i,-0.054296+0.017687i,-0.042775+0.028479i,-0.017038+0.031032i,0.0020586+0.017246i,0.0038608+0.0048751i,0.0015125+0.0024492i,0.0021791+0.0020082i,0.003144+0.0002588i,0.0025879-0.0012985i,7.2014e-05+0.00028574i,-0.0022291+0.0036619i,-0.00074228+0.0044757i,0.0010603+0.0036641i,0.0012336+0.0028717i,0.0014875+0.0020552i,0.0012113+0.0010772i
6.8682e-05+0.00086655i,0.0056854+0.011997i,0.015146+0.044411i,0.022897+0.097031i,0.020514+0.1319i,0.013287+0.10874i,0.0086983+0.063123i,0.011573+0.044173i,0.022883+0.035585i,0.029565+0.015763i,0.021126-0.002373i,0.011156-0.0061345i,0.0090495-0.0051611i,0.0069886-0.0066952i,0.00064825-0.0077717i,-0.0067221-0.0072371i,-0.010876-0.0052201i,-0.0094039-0.0025962i,-0.0049262-0.0018821i,-0.0032695-0.0033213i,-0.0043781-0.0048153i,-0.0045053-0.0056679i,-0.0034659-0.0056551i
-0.00052635-0.0029354i,0.012137-0.0079381i,0.047164-0.015213i,0.10727-0.020675i,0.14866-0.011812i,0.13182+0.0045296i,0.092179+0.010959i,0.069587+0.0013115i,0.051125-0.01781i,0.02262-0.025394i,0.0031079-0.014327i,0.00207-0.0047013i,0.002562-0.0050648i,-0.0015-0.0059532i,-0.004492-0.0047157i,-0.0059675-0.0035249i,-0.0069781-0.0036764i,-0.0064422-0.004718i,-0.0040036-0.0044834i,-0.0022896-0.0027652i,-0.0020159-0.000186i,-0.0021784+0.0016668i,-0.0013038+0.00092422i
-0.0032197-0.00042272i,-0.0051219-0.013376i,-0.0073737-0.051809i,-0.0046806-0.11637i,0.0060286-0.15526i,0.018787-0.12733i,0.027336-0.076242i,0.024949-0.054884i,0.0035905-0.04623i,-0.013503-0.020976i,-0.0082439+0.00091823i,-0.00034782+0.0021167i,-0.0034129-0.0015127i,-0.005806-0.00013339i,-0.0025765+0.0002184i,0.0012848-0.0016408i,0.0024451-0.0026532i,0.00018877-0.0032213i,-0.0011036-0.0017678i,0.0018351+0.00051086i,0.0058291+0.00034515i,0.0083816+0.00011791i,0.0076298+0.00080757i
-0.003869-0.0024452i,-0.015067+0.0025915i,-0.053412+0.0071729i,-0.11952+0.0053592i,-0.16956-0.0089675i,-0.1576-0.017369i,-0.11114-0.014694i,-0.081841-0.0058768i,-0.059536+0.012889i,-0.026409+0.021697i,-0.0041108+0.01146i,-0.00246+0.0018134i,-0.0028976+0.0024501i,0.0011938+0.0031216i,0.004671+4.0069e-05i,0.006454-0.0028427i,0.0073432-0.0039373i,0.0058356-0.0015971i,0.0021439+0.001709i,-0.00070773+0.0026765i,-0.0019532+0.0009915i,-0.0017357-0.0013394i,6.7341e-05-0.0019545i
0.0047777+0.002122i,0.0086014+0.017997i,0.013312+0.061283i,0.0086773+0.13073i,-0.014401+0.17495i,-0.043052+0.151i,-0.061456+0.10544i,-0.054434+0.089202i,-0.022873+0.074246i,0.00016417+0.037242i,-0.0023252+0.0073819i,-0.0077503+0.003359i,-0.0011651+0.0053491i,0.0048657+0.0019644i,0.0055503-0.00063008i,0.0049052-0.0002032i,0.0044643+0.0020619i,0.0039022+0.0032807i,0.0023698+0.002952i,-1.0153e-05+0.0043675i,-0.00162+0.0076561i,-0.0023854+0.0077737i,-0.0029951+0.0047977i
0.0043252-0.001022i,0.021012-0.0031193i,0.069597+0.00027678i,0.14591+0.0088552i,0.19221+0.01704i,0.16213+0.02306i,0.10414+0.028844i,0.072433+0.025923i,0.053629+0.0095616i,0.024886-0.003889i,0.0016111+0.00015948i,-0.00064573+0.0079433i,0.0026517+0.0061745i,0.0018765+0.0030731i,0.0016809+0.0035656i,0.0023257+0.0039422i,0.0027849+0.0037281i,0.0034093+0.0040977i,0.0030466+0.0027378i,0.001914-1.6765e-05i,0.0014044-0.0012902i,0.00077574-0.0018553i,-0.00054817-0.0020435i
-0.0047223-0.0036725i,-0.0034064-0.017644i,0.0026552-0.063674i,0.015607-0.13783i,0.031531-0.18264i,0.041928-0.16197i,0.048245-0.12151i,0.044032-0.10093i,0.019493-0.07946i,0.0024215-0.038038i,0.0088512-0.0060034i,0.014388-0.001593i,0.0064049-0.0028291i,-0.0016846+0.0027163i,-0.0030829+0.005499i,-0.0027599+0.0023426i,-0.0031475-0.0014721i,-0.0033874-0.0039308i,-0.0025652-0.0065595i,-0.0027199-0.0077742i,-0.0057269-0.0061895i,-0.0078261-0.004017i,-0.0054984-0.0024434i
-0.0016491+0.00064287i,-0.017445+0.00036696i,-0.06621-0.00564i,-0.14411-0.017148i,-0.18863-0.024482i,-0.15135-0.016687i,-0.083712-0.01456i,-0.052277-0.024402i,-0.041968-0.017584i,-0.017126-0.0044971i,0.006422-0.0084965i,0.0073214-0.016707i,-0.0012622-0.013103i,-0.003495-0.0052134i,-0.0031316-0.00021101i,-0.0041072+0.0032248i,-0.0048728+0.0047714i,-0.0055798+0.0041581i,-0.0051023+0.001972i,-0.0016502+0.00024716i,0.0032614+0.0024377i,0.006483+0.006143i,0.0074505+0.0054144i
0.0049771+0.0054057i,0.0027467+0.021651i,-0.0077958+0.071348i,-0.023765+0.14728i,-0.029999+0.18991i,-0.012906+0.15681i,0.0016884+0.10177i,0.00093536+0.080894i,0.0072136+0.06454i,0.0089839+0.02735i,-0.0045611-0.0020192i,-0.013024-0.0070399i,-0.0086892-0.0062331i,-0.0044611-0.0085442i,-0.0044769-0.0082591i,-0.0033253-0.0041361i,0.00011117+0.0005628i,0.0019807+0.0041884i,0.0034251+0.0055939i,0.0056109+0.0024619i,0.0064093-0.0034842i,0.0059401-0.0079443i,0.0041225-0.0083165i
0.0063669-0.0010117i,0.027467+0.0012523i,0.082978+0.012248i,0.16039+0.026421i,0.18909+0.023317i,0.12701+0.005513i,0.049521+0.0056616i,0.028982+0.018995i,0.03112+0.015489i,0.012885+0.0060777i,-0.0081473+0.010059i,-0.0086804+0.015169i,-0.0009952+0.0093604i,0.0013782+0.00035574i,0.00044997-0.0045866i,-0.00034828-0.0072838i,-0.00010705-0.0095983i,0.0010907-0.0087522i,0.0007916-0.0037291i,-0.0019798+0.00033898i,-0.0066159+0.001655i,-0.010198+0.0017858i,-0.009879+0.001649i
-0.0022165-0.0048249i,0.006797-0.022676i,0.029071-0.076372i,0.051462-0.15503i,0.038787-0.18343i,-0.0098216-0.12047i,-0.04178-0.040267i,-0.035521-0.015581i,-0.021841-0.017197i,-0.010927-0.0050569i,0.0030667+0.0086628i,0.011245+0.0094635i,0.01024+0.0052348i,0.0079973+0.0030361i,0.0069683+0.00066455i,0.0041326-0.00094347i,-0.00013715-0.001239i,-0.002989-0.0019133i,-0.0034917-0.00071106i,-0.0009715+0.002337i,0.0023083+0.0053758i,0.0029841+0.007839i,0.001395+0.0071795i
-0.003707-0.0012598i,-0.020268-0.0086421i,-0.069111-0.03136i,-0.14249-0.05821i,-0.17621-0.052655i,-0.12114-0.010904i,-0.03873+0.012959i,-0.011062+0.0028782i,-0.016462-0.0012862i,-0.0050946+0.0019356i,0.009107-0.0065548i,0.0056228-0.012025i,-0.0013236-0.0054698i,-0.00022641+0.0017183i,0.0028369+0.0035823i,0.0032131+0.0033994i,0.0022869+0.0041308i,0.00057659+0.0044817i,-0.0015855+0.0024681i,-0.0028441-0.00073727i,-0.0029055-0.0042272i,-0.00099139-0.0068416i,0.0027246-0.007544i
-0.00018292-0.0024721i,-0.0093711+0.017963i,-0.037194+0.072457i,-0.066551+0.14884i,-0.055061+0.17135i,-0.0034546+0.09659i,0.029833+0.0029808i,0.021579-0.020358i,0.009446-0.0028674i,0.0059669+0.00068725i,-0.0024303-0.0034239i,-0.0077419-0.0014567i,-0.0053175+0.002061i,-0.0023128+0.0039341i,0.0010216+0.0040763i,0.0044224+0.00029654i,0.0046084-0.0035694i,0.0019378-0.0050311i,-0.0017086-0.0042862i,-0.0034256+3.9132e-05i,-0.0022356+0.0059904i,-0.00031462+0.0079142i,0.0017227+0.0047432i
0.0063143-0.0015257i,0.025253+0.012167i,0.076558+0.050214i,0.153+0.090321i,0.18419+0.080582i,0.12256+0.030936i,0.030578+0.0064246i,-0.0014194+0.01342i,0.0066584+0.011978i,0.0034162+0.0070298i,5.2969e-05+0.011877i,0.0048858+0.010816i,0.0083148+0.0021695i,0.0075303-0.0025118i,0.004074-0.0014195i,0.0013967+0.0010251i,0.0017963+0.0017308i,0.0026879+0.0023842i,0.0047334+0.0042596i,0.0081831+0.0040118i,0.011112+0.00095845i,0.010115-0.00080865i,0.0054208-0.00069131i
0.003234-0.0036661i,0.022192-0.018722i,0.064198-0.065897i,0.10751-0.13378i,0.10537-0.15874i,0.059153-0.092204i,0.028334+0.0019133i,0.023284+0.024154i,0.014989+0.0039501i,0.0071322-0.00093112i,0.0082661-0.00064729i,0.0084458-0.0053006i,0.0051403-0.0080701i,0.0014973-0.0090082i,-0.0017684-0.0073355i,-0.0023418-0.0020039i,-5.7969e-05+0.0014806i,0.0033388+0.0013923i,0.006247-0.0012893i,0.0029034-0.0053591i,-0.0071638-0.0090786i,-0.015362-0.0090227i,-0.016336-0.0044866i
-0.0057156-0.0017501i,-0.018445-0.021225i,-0.05893-0.066939i,-0.13125-0.11798i,-0.18254-0.11568i,-0.14823-0.070022i,-0.063069-0.050351i,-0.020306-0.047062i,-0.016413-0.031176i,-0.011211-0.017421i,-0.0093021-0.014376i,-0.012227-0.0093063i,-0.012017-0.0021657i,-0.0091739+0.00059535i,-0.0054343+0.00088126i,-0.0020135+0.00090278i,-0.00036137-0.00012073i,-0.0017055-0.001627i,-0.005116-0.0028688i,-0.0072768-0.0017695i,-0.0052841+0.0041431i,-0.0010493+0.0099858i,0.0016248+0.010132i
-0.008683+0.00259i,-0.027429+0.016783i,-0.07851+0.054057i,-0.13471+0.11546i,-0.1368+0.15657i,-0.10156+0.13059i,-0.079572+0.065991i,-0.057684+0.02863i,-0.027163+0.020937i,-0.0095885+0.011372i,-0.0088922+0.0071059i,-0.0078373+0.0088912i,-0.0046352+0.008747i,-0.003011+0.0079496i,0.00038619+0.005014i,0.0021779+0.0011098i,7.7631e-05+0.00058609i,-0.0016437+0.0032801i,-0.0014603+0.0041833i,0.00058018+0.0015752i,0.0058131-0.0027662i,0.01165-0.0066862i,0.012167-0.0086014i
0.0046341+0.0022555i,0.017431+0.027262i,0.053876+0.084061i,0.11856+0.1386i,0.1717+0.12924i,0.17804+0.084389i,0.13357+0.070707i,0.083151+0.067923i,0.054746+0.041744i,0.03137+0.015357i,0.018236+0.0050632i,0.014357-0.00012708i,0.010925-0.0026627i,0.0089807-0.0031006i,0.0051623-0.0057975i,-0.0019765-0.0082412i,-0.0066397-0.0082902i,-0.0070235-0.0067025i,-0.0041036-0.0027516i,-0.0017436+0.0015107i,-0.0042316+0.0020214i,-0.0084897-0.00067398i,-0.0086266-0.003903i
0.0088745+0.00045807i,0.037408-0.0056893i,0.10064-0.027413i,0.16303-0.077426i,0.15967-0.13583i,0.09844-0.15479i,0.059573-0.11612i,0.043319-0.069363i,0.018104-0.037156i,0.0055946-0.014654i,0.0058926-0.010656i,0.0056866-0.01174i,0.0074086-0.010101i,0.0058372-0.0089164i,-0.00024793-0.004508i,-0.0025338+6.5427e-05i,-0.0025531-5.154e-05i,-0.0028144-0.0012428i,-0.00091622+0.0013499i,0.0048356+0.006187i,0.011115+0.0074959i,0.012496+0.0073124i,0.0083126+0.0083799i
-0.0019886-0.0046015i,-0.0016817-0.033941i,-0.0092647-0.096612i,-0.051135-0.15437i,-0.13466-0.12731i,-0.1987-0.042555i,-0.18987-0.00651i,-0.14176-0.0048041i,-0.087205+0.0082206i,-0.039484+0.01737i,-0.01483+0.015345i,-0.0057668+0.0093838i,-0.0028028+0.0026289i,-0.0028173+0.0003955i,0.00069532+0.0038733i,0.005435+0.0064246i,0.0089834+0.0077484i,0.011742+0.0090368i,0.01102+0.0064158i,0.007496+0.00013774i,0.0023128-0.0072165i,-0.0028703-0.010862i,-0.0033059-0.0081285i
-0.0082569-0.00030591i,-0.031992-0.0053202i,-0.090747-0.0087118i,-0.14439+0.015107i,-0.11073+0.075283i,-0.032098+0.13093i,-0.00033074+0.13551i,0.0062088+0.095364i,0.012975+0.051712i,0.014397+0.026415i,0.013181+0.016636i,0.0072921+0.011177i,-0.0035951+0.0097516i,-0.0058071+0.0093618i,0.00086086+0.0021031i,0.0042246-0.0048218i,0.00084334-0.0072053i,-0.0035722-0.0074307i,-0.0067659-0.0065111i,-0.011072-0.003533i,-0.016193+0.0040647i,-0.01731+0.0085971i,-0.012709+0.0061053i
0.0011165+0.0058021i,-0.0047017+0.034795i,-0.0087827+0.098696i,0.012129+0.14301i,0.067025+0.074711i,0.14089-0.055626i,0.16724-0.11073i,0.12347-0.087609i,0.067554-0.058877i,0.026872-0.041165i,0.0066155-0.026998i,-0.0018455-0.012679i,-0.0028823+0.0019056i,0.0012345+0.0048318i,-0.00011753-0.0011648i,-0.0027307-0.0042612i,-0.0028874-0.0035253i,-0.0046164-0.0032364i,-0.006381-0.0021548i,-0.0034447+0.00027555i,0.0078453+0.001387i,0.016362+0.0021896i,0.012828+0.002624i
0.012609+0.0014368i,0.041229+0.017654i,0.10167+0.049332i,0.14781+0.064387i,0.094611+0.026742i,-0.039194-0.039058i,-0.10277-0.062553i,-0.068972-0.041342i,-0.036565-0.022848i,-0.029159-0.013271i,-0.023839-0.0058139i,-0.010914-0.0028657i,0.003373-0.007556i,0.0050159-0.0099996i,-0.00034306-0.0032843i,-0.0010445+0.0032781i,0.0024829+0.0035945i,0.0077094+0.00038834i,0.01135-0.003417i,0.0088147-0.0065882i,-0.00048079-0.0082808i,-0.0073091-0.0076494i,-0.0064824-0.0065449i
0.0029547-0.0061604i,0.019283-0.03204i,0.054889-0.082999i,0.078607-0.11373i,0.049722-0.026666i,0.0025293+0.14502i,-0.011635+0.21399i,-0.0066474+0.15305i,-0.00023853+0.084741i,0.007209+0.047755i,0.0090585+0.025176i,0.0068382+0.0072739i,0.00019828-0.0071314i,-0.0048732-0.008963i,-0.0014497-0.0033912i,0.0010883-0.0030553i,-0.00077189-0.0051134i,-0.0016482-0.0058033i,-0.0028721-0.0043895i,-0.0052279+0.001908i,-0.0061157+0.0091158i,-0.0053295+0.010676i,-0.0018677+0.0046i
-0.0082028-0.0046099i,-0.032579-0.031005i,-0.089098-0.086272i,-0.13272-0.13311i,-0.064312-0.13398i,0.075526-0.10966i,0.12375-0.08582i,0.071659-0.053237i,0.030496-0.02181i,0.024185-0.013029i,0.016753-0.014353i,0.004285-0.0083717i,-0.0030367+0.0032322i,-0.0028607+0.0087586i,0.0010129+0.0035807i,0.0017287-0.0014345i,-0.00040552+0.003264i,-0.0029733+0.0099816i,-0.0037987+0.011738i,0.0021923+0.0060477i,0.010933-0.0056827i,0.014722-0.012234i,0.011852-0.0082636i
-0.0064658+0.0024944i,-0.030466+0.020137i,-0.085075+0.061243i,-0.15174+0.086505i,-0.1986+0.014125i,-0.20491-0.12398i,-0.18008-0.16993i,-0.12886-0.10286i,-0.068492-0.038207i,-0.034339-0.015454i,-0.019611-0.0059614i,-0.0080236+0.001684i,0.0023186+0.0053652i,0.0067963+0.0031415i,0.0028079+0.0015545i,-0.0007222+0.0041643i,-0.00065199+0.0051278i,0.0021266+0.0041676i,0.0039797+0.0019137i,-0.00061881+0.00084624i,-0.0085234+0.0028076i,-0.013541+0.004127i,-0.013217+0.0033184i
0.0057637+0.0034935i,0.026969+0.034319i,0.073344+0.10198i,0.11906+0.18176i,0.090344+0.23356i,-0.0082215+0.25067i,-0.043034+0.22033i,0.0057329+0.1373i,0.02632+0.059947i,0.013992+0.033926i,0.013312+0.022743i,0.014855+0.0032446i,0.0098951-0.010241i,0.0037932-0.011048i,0.0018177-0.0035054i,0.0044264+0.0011362i,0.0014052-0.0014064i,-0.0059332-0.0046708i,-0.0081775-0.0024646i,-0.0036699+0.0040572i,0.0043919+0.0083343i,0.0077115+0.0068033i,0.0029531+0.0039485i
0.0057536-0.002757i,0.040135-0.011957i,0.12402-0.043557i,0.23031-0.093213i,0.29835-0.090369i,0.32097-0.013269i,0.28956+0.025768i,0.18996-0.012255i,0.084778-0.031782i,0.037653-0.018243i,0.022313-0.014129i,0.0077967-0.01379i,-0.0027269-0.0091407i,-0.0063149-0.006092i,-0.0051619-0.0065238i,-0.0024663-0.0079861i,0.002547-0.005224i,0.0089028-4.4561e-05i,0.013016-0.00021729i,0.012583-0.0070005i,0.0086134-0.017419i,0.0050627-0.020766i,0.0040326-0.013789i
0.00025449-0.0057785i,0.0012405-0.036598i,-0.015485-0.10957i,-0.061863-0.20961i,-0.10788-0.29024i,-0.12463-0.31136i,-0.12659-0.237i,-0.11963-0.10288i,-0.082439-0.019011i,-0.048046-0.0063333i,-0.035719+0.0014942i,-0.020305+0.016153i,-0.0036879+0.018288i,0.0016506+0.010307i,-0.0041475-0.0011699i,-0.015603-0.0070994i,-0.018161-0.0076753i,-0.0091986-0.01045i,-0.0034755-0.010651i,-0.0076618-0.002679i,-0.015766+0.012718i,-0.014898+0.023555i,-0.0049419+0.01642i
-0.0085696+0.00081648i,-0.037757+0.0078489i,-0.10772+0.037458i,-0.20425+0.10305i,-0.28321+0.17682i,-0.30763+0.20153i,-0.25131+0.18322i,-0.13282+0.14956i,-0.040833+0.096777i,-0.012675+0.054164i,-0.0026479+0.035956i,0.0058769+0.022672i,0.0082515+0.012205i,0.011244+0.0063887i,0.012527+0.0047416i,0.012069+0.0083581i,0.0063085+0.01016i,-0.0078239+0.007232i,-0.017177+0.0081655i,-0.012686+0.013712i,0.0027734+0.012223i,0.014431+0.0029059i,0.012475-0.0014476i
-0.0081372+0.0076966i,-0.016316+0.042113i,-0.014993+0.12688i,0.047208+0.23478i,0.17444+0.28588i,0.26482+0.23971i,0.24051+0.11393i,0.14891-0.0064084i,0.075313-0.042618i,0.045578-0.031314i,0.026743-0.029877i,0.0039701-0.029563i,-0.006042-0.018934i,-0.0014108-0.0085464i,0.010121-0.0051361i,0.020548-0.011019i,0.023825-0.014144i,0.021672-0.0056961i,0.017411-0.0010803i,0.011531-0.0087187i,0.0022081-0.019727i,-0.0077274-0.022181i,-0.011348-0.011793i
0.0086679+0.0068611i,0.030253+0.011548i,0.086244-0.00027246i,0.15816-0.073462i,0.1889-0.20463i,0.15369-0.30022i,0.069221-0.27722i,-0.0090727-0.17467i,-0.033968-0.084327i,-0.026498-0.043243i,-0.022803-0.028611i,-0.020311-0.015868i,-0.016101-0.0086603i,-0.016713-0.0045551i,-0.019936+3.9935e-05i,-0.024547-0.0010562i,-0.027324-0.0073042i,-0.019224-0.012683i,-0.0065553-0.01251i,-0.0042031-0.007373i,-0.008769+0.0046643i,-0.010615+0.015738i,-0.010981+0.015345i
0.0095568-0.0073078i,0.030901-0.039756i,0.044987-0.11191i,-0.02021-0.19188i,-0.17784-0.19327i,-0.28585-0.077701i,-0.21453+0.061819i,-0.069147+0.11382i,-0.0024052+0.087666i,0.0014502+0.055275i,0.0087534+0.036069i,0.019203+0.01454i,0.012978-0.0012358i,0.00041828+0.00017923i,-0.002154+0.012175i,0.0044125+0.027275i,0.0071011+0.036888i,0.00132+0.03369i,-8.332e-05+0.023996i,0.008268+0.013112i,0.016557-0.00095131i,0.01737-0.012179i,0.012407-0.012562i
-0.0019381-0.0058019i,-0.0049147-0.022386i,-0.028087-0.040153i,-0.066593+0.0012225i,-0.05525+0.14008i,0.037977+0.25851i,0.13115+0.21959i,0.13841+0.095718i,0.091172+0.025787i,0.059483+0.0097625i,0.04287-0.0033955i,0.023528-0.012684i,0.011941-0.012114i,0.012101-0.013064i,0.014192-0.018386i,0.018949-0.02399i,0.029381-0.025212i,0.031463-0.017323i,0.023583-0.0065279i,0.015249-0.0028462i,0.0077082-0.0052196i,0.0037626-0.0051224i,0.0063287-0.0054218i
-0.0027801+0.0087284i,-0.015485+0.027613i,-0.022325+0.067622i,0.030807+0.091414i,0.14196+0.029713i,0.17681-0.093741i,0.061505-0.15562i,-0.056972-0.11156i,-0.06595-0.051744i,-0.037681-0.033276i,-0.03075-0.016319i,-0.023871+0.0071614i,-0.009785+0.013274i,-0.00080037+0.0043494i,-0.0060954-0.0084167i,-0.026924-0.015246i,-0.045231-0.018277i,-0.041985-0.019782i,-0.028606-0.012807i,-0.018336+0.0040233i,-0.0077648+0.021779i,-0.00048779+0.026021i,-0.00054842+0.015255i
-0.002097+0.0021011i,-0.0030242+0.029799i,0.013381+0.064723i,0.029837+0.043733i,-0.032813-0.054009i,-0.1719-0.11238i,-0.23442-0.037278i,-0.16546+0.049116i,-0.086262+0.0495i,-0.05599+0.035826i,-0.028676+0.037336i,-0.0026402+0.030338i,0.0057094+0.021965i,0.0055626+0.018036i,0.0047241+0.020147i,0.0088271+0.031289i,0.012949+0.04245i,0.0075641+0.039308i,-0.0028993+0.022577i,-0.0086599+0.0079621i,-0.0088034-0.0030939i,-0.0095852-0.011857i,-0.010464-0.0081486i
0.0070639-0.0075042i,0.023085-0.0086391i,0.050745-0.0059055i,0.048127+0.011865i,-0.0066115+0.070273i,-0.019489+0.14723i,0.059161+0.14277i,0.10559+0.0604i,0.067737+0.012849i,0.034694+0.012617i,0.022663-0.00034672i,0.0060196-0.016069i,-0.003372-0.013594i,-0.0047481-0.0055255i,0.0019748-0.0065733i,0.016621-0.025131i,0.027739-0.042336i,0.028357-0.037259i,0.019204-0.024166i,0.0036512-0.018223i,-0.010275-0.011618i,-0.010592-0.00077959i,-0.0010943+0.0037064i
9.8668e-06-0.0060579i,0.0075812-0.022057i,0.0068467-0.044726i,0.015152-0.036022i,0.088178+0.0021191i,0.19244-0.011845i,0.1932-0.08664i,0.099236-0.10627i,0.041868-0.057478i,0.027046-0.033579i,0.0057505-0.029283i,-0.0089488-0.014653i,-0.0097217-0.0068311i,-0.0063736-0.0053887i,-0.0064424-0.0036411i,-0.018709-0.0035556i,-0.037528-0.0051059i,-0.043291-0.0051482i,-0.027655+0.001379i,-0.0058468+0.0077279i,0.0081198+0.010706i,0.012768+0.011859i,0.007796+0.0092761i
-0.0048801-0.0056285i,-0.022427-0.012243i,-0.061415-0.026368i,-0.091713-0.043862i,-0.085862-0.070707i,-0.083912-0.08872i,-0.10476-0.051813i,-0.080399+0.005188i,-0.022252+0.0066552i,-0.00075504-0.01124i,0.0078387-0.0036064i,0.02441-0.0016199i,0.024864-0.0096137i,0.019362-0.0088786i,0.022811+0.0018446i,0.033278+0.025446i,0.045831+0.04786i,0.044897+0.047231i,0.030092+0.030282i,0.019316+0.012074i,0.013948-0.0037753i,0.0051826-0.012166i,-0.0014086-0.0088567i
-0.0028158+0.00067257i,-0.0094496+0.0071046i,-0.021231+0.013369i,-0.043839+0.016284i,-0.086887+0.034171i,-0.11984+0.084084i,-0.082628+0.12418i,-0.025319+0.092934i,-0.012348+0.041178i,-0.0036082+0.021568i,0.012309-0.00014808i,0.0065387-0.022169i,-0.0046283-0.02268i,-0.008745-0.016856i,-0.013017-0.017908i,-0.011588-0.029076i,-0.002688-0.045545i,0.0040299-0.048657i,0.002095-0.034965i,-0.0037334-0.01669i,-0.0079472-0.003723i,-0.0068451+0.00027739i,-0.0010551-0.0047683i
0.0074875-0.0044739i,0.029246+0.00090487i,0.083264+0.011384i,0.13259+0.015802i,0.12819+0.012943i,0.098884+0.0048994i,0.07154-0.012558i,0.033619-0.0081321i,0.0072339+0.020555i,-0.00042963+0.024519i,-0.018153+0.014212i,-0.033636+0.022901i,-0.027993+0.028843i,-0.019872+0.02468i,-0.022405+0.020819i,-0.041205+0.019355i,-0.06702+0.0241i,-0.070046+0.026152i,-0.046603+0.020635i,-0.021336+0.014284i,-0.0070677+0.010057i,-0.0053752+0.0053256i,-0.012181+0.0025781i
0.010353+0.0059686i,0.031014+0.013925i,0.065298+0.020924i,0.091213-0.0023259i,0.088475-0.062575i,0.054705-0.10495i,0.019795-0.09772i,0.018391-0.069398i,0.024081-0.044545i,0.0067731-0.017256i,-0.001531+0.014715i,0.013519+0.029907i,0.024985+0.023876i,0.02695+0.011292i,0.030102+0.0038284i,0.039118+0.0071519i,0.049546+0.01681i,0.049894+0.022929i,0.038013+0.016649i,0.021717+0.0027432i,0.012563-0.007217i,0.010704-0.0099929i,0.0089995-0.0067447i
-0.0050717+0.013791i,-0.015782+0.023617i,-0.043797+0.026632i,-0.083398+0.016077i,-0.11101+0.013026i,-0.10803+0.02668i,-0.078556+0.031998i,-0.054847+0.0099397i,-0.049956-0.0077396i,-0.033313+0.00067186i,-0.00078072-0.00059641i,0.01598-0.022173i,0.011757-0.034369i,0.0015574-0.03133i,-0.0040645-0.03287i,-0.0044577-0.047742i,-0.0045439-0.064199i,-0.0033873-0.06411i,-0.0016599-0.044528i,-0.004777-0.025026i,-0.0099802-0.014486i,-0.0050921-0.0071375i,0.0064586-0.0072191i
