0.001245+0.00067153i,0.0012904-0.0011018i,0.001263-0.0021942i,0.00011189-0.0023152i,-0.00056803-0.0014632i,-0.00084995-0.00017692i,-0.0010945+0.00068369i,-0.00050641+0.0015315i,-9.5383e-05+0.0010435i,0.00060648-0.00035142i,0.00046283-0.00074733i,-0.00074805-0.00055937i,-0.00095626-0.00043896i,-0.0006264-0.00067305i,-0.00083645+0.00012271i,-0.0009189+0.0010851i,-0.00049768+0.00049595i,-0.00065853+3.1062e-05i,-0.00046286-0.00038311i,8.3389e-05-0.00062539i,0.00099559+8.5303e-05i,0.0017367+2.6768e-05i,0.0012308-5.291e-05i
-0.0010727+0.0030331i,0.0019237+0.0056853i,0.010813+0.012862i,0.030316+0.022513i,0.056707+0.028172i,0.063162+0.034077i,0.046424+0.038824i,0.025852+0.027607i,0.010525+0.0083568i,0.0033645-0.0038728i,0.0020987-0.0095246i,-0.0003919-0.013072i,-0.0034797-0.011078i,-0.0034294-0.0065901i,-0.003063-0.0052216i,-0.0042467-0.0025028i,-0.0032174+0.0038515i,0.0029128+0.0091492i,0.0077769+0.0085982i,0.006492+0.0028441i,0.0041802-0.0031565i,0.0045328-0.0071658i,0.004111-0.0077522i
0.0028688-0.0016266i,0.0041099-0.0014913i,0.0083572-0.0022926i,0.010816-0.0078836i,0.0023661-0.016331i,-0.0025311-0.023959i,0.0031882-0.03001i,0.0051433-0.028705i,0.00040946-0.018527i,-0.0025769-0.0070452i,-0.0049252-0.0032602i,-0.0079745-0.0015297i,-0.0058414+0.00084279i,-0.0024048-0.0019347i,-0.0028431-0.0073484i,-0.0050094-0.0086827i,-0.0083979-0.0058762i,-0.0135-0.00061472i,-0.01419+0.0051758i,-0.0071243+0.0097529i,0.0013911+0.010783i,0.0050177+0.01035i,0.0054408+0.0093362i
-0.00010981-0.0018588i,0.0015371-0.0013717i,-0.0026991-0.0061064i,-0.016587-0.018065i,-0.033448-0.037556i,-0.045767-0.056377i,-0.038343-0.06025i,-0.0186-0.046466i,-0.007315-0.020416i,-0.0024481-0.0005119i,-0.0029464+0.0070707i,-0.0042339+0.010387i,-0.0016504+0.0074393i,-0.0019201+0.0014365i,-0.0036801+0.00035811i,-0.0011775-0.00074149i,0.0016206-0.0063246i,0.0012411-0.010586i,6.5289e-05-0.010389i,-0.0012339-0.0059484i,-0.0034916+0.0017538i,-0.0046776+0.0071618i,-0.002719+0.0063983i
0.0016551-0.0016664i,-0.0043072-0.0063426i,-0.011614-0.013931i,-0.021273-0.023501i,-0.030308-0.027848i,-0.023728-0.03004i,-0.012285-0.03085i,-0.0071882-0.017226i,-0.0007043-0.0016908i,0.0019382+0.0039114i,0.0012838+0.0079659i,0.0039755+0.010152i,0.0047596+0.0069983i,0.0025396+0.0067155i,0.0016317+0.0092779i,0.0014349+0.0090087i,0.0024829+0.007572i,0.0072954+0.0052811i,0.011316-1.3684e-05i,0.0097888-0.006387i,0.0039099-0.013629i,-0.00064182-0.017635i,-0.0024673-0.014995i
0.0013644+0.0017968i,-0.00069897+0.0037052i,-0.004678+0.0050546i,0.0011872+0.01182i,0.026961+0.023248i,0.037796+0.038209i,0.024014+0.053039i,0.014592+0.050138i,0.0097973+0.027718i,0.0040371+0.0087464i,0.0044301+0.0017429i,0.0069875-0.0025155i,0.0056188-0.0027825i,0.0071241+0.0014922i,0.012044+0.0023675i,0.012686+0.00067603i,0.0081861+0.00047203i,0.00042401+0.0021188i,-0.0044599+0.0051237i,-0.0011753+0.00775i,0.0037235+0.0095043i,0.0037385+0.010559i,0.0010608+0.010716i
0.0015634+0.0026858i,0.0031705+0.0046903i,0.016067+0.012966i,0.0347+0.021128i,0.041697+0.031708i,0.046876+0.056435i,0.049238+0.073741i,0.035732+0.056841i,0.017105+0.023321i,0.0047716+0.0029748i,0.00047328-0.0067275i,-0.0024648-0.011411i,-0.0039171-0.008348i,-4.7285e-05-0.0058103i,0.0041367-0.0066813i,0.0072026-0.005956i,0.0094679-0.0052425i,0.0079588-0.0081425i,0.0017629-0.010688i,-0.0062377-0.0070918i,-0.0089861+0.00090716i,-0.0057832+0.005472i,-0.0024851+0.0041119i
-0.00044976-1.1484e-05i,0.0071714+0.00081794i,0.013185+0.00076281i,0.010924+0.0032024i,-0.00039377+0.0058159i,-0.019378-0.0031322i,-0.02174-0.015285i,-0.010466-0.021442i,-0.0067024-0.017103i,-0.0056249-0.0094608i,-0.0088011-0.0067855i,-0.013199-0.0023624i,-0.011811+0.00088388i,-0.011233-0.00085162i,-0.014636-0.00060604i,-0.01545+0.0042048i,-0.011992+0.0084398i,-0.0053433+0.0090439i,0.0017855+0.0052167i,0.0046091-0.0022229i,0.004082-0.010467i,0.0026882-0.01513i,0.001274-0.013156i
0.0015743-0.00044655i,0.00021821-0.0083932i,0.0010631-0.017554i,-0.0058968-0.029961i,-0.033435-0.041026i,-0.055737-0.050035i,-0.057783-0.065932i,-0.049513-0.062141i,-0.02935-0.032354i,-0.010306-0.009712i,-0.0049127+0.0020923i,-0.0036576+0.011006i,-0.0010353+0.010688i,-0.0030365+0.0062934i,-0.0065457+0.0069245i,-0.0074544+0.0062109i,-0.0093754+0.0044942i,-0.01117+0.0069606i,-0.009559+0.012098i,-0.0037326+0.016505i,0.0037581+0.017833i,0.0065538+0.017425i,0.0057705+0.013879i
-0.0041562+0.0024064i,-0.010725+0.0025853i,-0.025058-0.0059045i,-0.029628-0.018155i,-0.0014669-0.031803i,0.016378-0.05605i,-0.0028052-0.059899i,-0.016942-0.030234i,-0.0090504-0.003161i,0.0007952+0.0031572i,0.0058802+0.0040886i,0.010803+0.0054409i,0.0099027+0.002684i,0.006381+0.0014255i,0.0069417+0.00020474i,0.0064371-0.0043894i,0.0056131-0.009582i,0.0042541-0.01207i,0.00037765-0.011512i,-0.0053879-0.0091185i,-0.011245-0.0041748i,-0.011943-0.001455i,-0.0068588-0.0042743i
-0.0010657+0.0020217i,-0.0031514+0.0073256i,-0.0027983+0.022384i,0.0024718+0.027519i,0.0072478+0.0063641i,0.021493+6.5541e-05i,0.035115+0.020855i,0.034431+0.033253i,0.021447+0.024873i,0.0068029+0.011952i,0.0043421+0.0025929i,0.0041712-0.0049735i,0.0021291-0.0050782i,0.0056803-0.0027026i,0.0092841-0.0050835i,0.0076452-0.0056762i,0.0046939-0.003446i,0.0051515-0.0028639i,0.0076403-0.0062899i,0.0090388-0.011838i,0.0086288-0.016391i,0.0049214-0.01649i,-4.3531e-05-0.010192i
0.00080202-0.0018079i,0.011982+0.0061537i,0.021603+0.020084i,0.02212+0.04527i,0.01981+0.081825i,0.022901+0.101i,0.038359+0.092563i,0.046502+0.060174i,0.028658+0.023706i,0.0093341+0.0088301i,0.0022817+0.00077624i,-0.0037404-0.0065705i,-0.0069931-0.0054344i,-0.0027929-0.0051001i,0.0019683-0.0062979i,0.0055206-0.0049876i,0.0066127-0.0028146i,0.001829+0.0011154i,-0.0040685+0.0081395i,-0.0022841+0.015833i,0.0061474+0.018275i,0.012249+0.016045i,0.011039+0.014263i
0.0024948-0.0036248i,0.0062694-0.012838i,0.017164-0.025351i,0.028585-0.032493i,0.019932-0.016385i,0.0095152+0.022753i,0.016819+0.032577i,0.015815+0.0026078i,0.0031655-0.01602i,-0.0037099-0.011072i,-0.0065511-0.002034i,-0.0081558+0.0025321i,-0.0065111+0.0017633i,-0.0065575+2.3673e-05i,-0.008934+0.0031184i,-0.0066003+0.0067259i,-0.0010868+0.003819i,0.0017467-0.0016786i,-0.0018821-0.0048208i,-0.010467-0.0041815i,-0.016922-0.0017964i,-0.017168-0.0018645i,-0.012711-0.003908i
0.00070489-0.0013776i,-0.008187-0.010461i,-0.026934-0.045574i,-0.046758-0.083505i,-0.045907-0.091254i,-0.043355-0.089519i,-0.052716-0.085851i,-0.052042-0.059204i,-0.032276-0.027006i,-0.014316-0.010793i,-0.0079046+0.00027425i,-0.00080901+0.010047i,0.003557+0.0099868i,0.00067255+0.0093329i,-0.0013841+0.01301i,-0.001897+0.016414i,-0.0026642+0.017193i,-0.0014632+0.012194i,0.003369+0.0033786i,0.0089442-0.0053816i,0.0084393-0.010799i,0.0031087-0.0082072i,-0.0013828-0.00031286i
-0.0043464+0.0044659i,-0.014721+0.0075299i,-0.027785+0.021643i,-0.03167+0.02308i,-0.02734-0.0152i,-0.032561-0.051085i,-0.0497-0.047835i,-0.04349-0.019557i,-0.017348+0.0019868i,-0.0030031+0.0033282i,0.0016734+0.0030184i,0.0069897+0.0031904i,0.0094968+0.0003585i,0.0099083-0.00090757i,0.0096486-0.004027i,0.0058548-0.0071285i,0.0013904-0.0036728i,0.0011+0.0043437i,0.0034305+0.011354i,0.005362+0.013821i,0.0082034+0.01505i,0.011156+0.014216i,0.011896+0.0077014i
0.0029805+0.001517i,0.015506+0.012382i,0.037159+0.033623i,0.055245+0.058168i,0.059794+0.058658i,0.052185+0.023646i,0.037566+0.0064598i,0.023664+0.017502i,0.016149+0.019482i,0.0090485+0.0097621i,0.0011983-0.0018185i,-0.0046024-0.0078436i,-0.0055756-0.0072034i,-0.0027025-0.0083203i,-0.0029293-0.011173i,-0.007756-0.012714i,-0.0085612-0.011878i,-0.0043515-0.011254i,-0.0032596-0.01131i,-0.0075257-0.0098715i,-0.01229-0.007412i,-0.014456-0.0060058i,-0.012907-0.0070365i
0.0073293-0.0040457i,0.02686-0.0049671i,0.065748+0.0064313i,0.093989+0.027512i,0.069418+0.04451i,0.032976+0.059961i,0.033362+0.058843i,0.03755+0.031797i,0.016634+0.0078356i,-0.00058054+0.0027979i,-0.0052528-0.0017003i,-0.010333-0.005398i,-0.011546-0.0014998i,-0.0079646+0.0020501i,-0.0062242+0.0056241i,-0.003077+0.0089478i,0.0013382+0.0068578i,0.0012402+0.0014605i,-0.0023798-0.0017785i,-0.0013231-0.002798i,0.0037016-0.0071609i,0.0039394-0.010293i,0.00095894-0.0026293i
0.0010019+0.0019974i,-0.003849-0.0044689i,-0.01712-0.030263i,-0.037008-0.048289i,-0.03177-0.012693i,0.00054506+0.044182i,0.028763+0.050729i,0.020416+0.016095i,-0.0015041-0.0026266i,-0.00273-0.00058589i,0.0034374-1.2128e-05i,0.0037253-8.124e-05i,0.002739+0.001457i,0.0024313+0.00099451i,0.0047859-9.9946e-05i,0.010266-0.0031795i,0.01128-0.0057573i,0.0062543-0.0016575i,0.0024501+0.0073399i,0.0022752+0.014819i,0.0029544+0.015318i,0.0041134+0.0084635i,0.0029183-0.0010213i
-0.0096477+0.0055885i,-0.04132+0.0057051i,-0.0989+0.0055588i,-0.14136-0.017236i,-0.11535-0.058643i,-0.053457-0.075326i,-0.027583-0.058778i,-0.018163-0.026611i,-0.0037388-0.005613i,0.002018-0.0022914i,0.0043463+0.001275i,0.0097817+0.0046149i,0.0098534+0.0023059i,0.0069352+0.0015631i,0.0068938-0.00047413i,0.0036027-0.0042878i,-0.0033338-0.00418i,-0.0069333-0.0026822i,-0.0045655-0.0048701i,-0.0028127-0.0077669i,-0.0045605-0.0026314i,-0.0056345+0.0067695i,-0.0049351+0.010093i
-0.0042987+0.0059641i,-0.012982+0.01711i,-0.037689+0.029941i,-0.067304+0.031295i,-0.081498-0.004343i,-0.087412-0.057729i,-0.077444-0.065231i,-0.039763-0.035333i,-0.0012591-0.012795i,0.0069806-0.0037995i,0.0017908+0.0040142i,0.00074813+0.0073197i,-0.00098036+0.0047795i,-0.0013902+0.0058232i,0.00010812+0.010987i,0.0006263+0.015179i,0.00060941+0.015798i,0.0013544+0.0098026i,0.00089178+0.00018226i,1.1115e-05-0.0060667i,0.002099-0.0086476i,0.0046778-0.0075848i,0.0077282-0.0035281i
0.0052238-0.0062615i,0.030503-0.017006i,0.095575-0.020175i,0.16872-0.0066744i,0.16495+0.019598i,0.092424+0.03138i,0.027786+0.018717i,0.00032461+0.0044157i,-0.0060217-0.006656i,-0.0052417-0.0096223i,-0.0056333-0.0060634i,-0.0075632-0.0050296i,-0.0084189-0.0052643i,-0.0088301-0.003675i,-0.0086526-0.0018009i,-0.0051947-0.0010382i,0.0039799-0.0019368i,0.013207-0.0045368i,0.014182-0.0042076i,0.0089992+0.00050491i,0.0032793+0.0029953i,-4.9149e-05-0.0014673i,-0.0021974-0.0084359i
0.0064285-0.010344i,0.036445-0.036701i,0.095044-0.090826i,0.15625-0.12855i,0.17602-0.096579i,0.14242-0.022651i,0.091798+0.023845i,0.033075+0.023887i,-0.012849+0.016564i,-0.02174+0.011469i,-0.01697+0.0004815i,-0.013811-0.0051818i,-0.0071164-0.0042364i,-0.0026915-0.005326i,-0.0051651-0.0045616i,-0.0086187+3.4867e-05i,-0.0085206+0.0022558i,-0.0047793+0.0024581i,-0.0010292+0.0028887i,-0.00063763+0.0038226i,-0.0030533+0.0058959i,-0.0055816+0.0090887i,-0.0050006+0.013035i
0.00065248+0.0032412i,-0.0086283+0.0031091i,-0.034581+0.0085704i,-0.080855+0.0060793i,-0.11162-0.0020069i,-0.079328+0.010468i,-0.022751+0.02464i,0.0059484+0.027087i,0.0067784+0.023988i,-0.00093679+0.01866i,-0.0027919+0.012668i,0.0023797+0.0086752i,0.0098+0.0055507i,0.013603+0.0021517i,0.014623-0.0008952i,0.013246-0.0018705i,0.0060872-0.00061824i,-0.0037644+0.0021848i,-0.010451+0.0066782i,-0.010812+0.0074323i,-0.0071487+0.002144i,-0.0055386-0.0041611i,-0.0055955-0.0052147i
-0.0032548+0.014369i,-0.022884+0.064342i,-0.085812+0.14657i,-0.1582+0.21643i,-0.16191+0.19415i,-0.10722+0.099007i,-0.050113+0.027166i,-0.0042624-0.0023294i,0.023618-0.0080366i,0.02903-0.0040019i,0.025603+0.0012847i,0.019839+0.0049636i,0.013188+0.0045453i,0.0090951-0.0016894i,0.0058254-0.012259i,0.00027123-0.022043i,-0.0045387-0.023177i,-0.0041179-0.016061i,0.0012625-0.011417i,0.0067466-0.010724i,0.010057-0.008423i,0.010585-0.0069676i,0.0062745-0.008364i
-0.0026128+0.007438i,-0.013668+0.031858i,-0.010629+0.077144i,0.01926+0.10067i,0.036645+0.055298i,0.020727-0.024091i,-0.010011-0.057996i,-0.015543-0.038078i,0.0044079-0.023992i,0.01066-0.023623i,0.0061427-0.014775i,0.0030662-0.0039348i,-0.0015802+0.00097081i,-0.0078619+0.00663i,-0.0089125+0.013608i,-0.0056491+0.016597i,-0.0031946+0.01644i,-0.00023298+0.013068i,0.003413+0.0072557i,0.005889+0.0029494i,0.006206+0.0040676i,0.0074927+0.010848i,0.010134+0.016133i
-0.0031389-0.012744i,0.004138-0.052938i,0.028865-0.13659i,0.06874-0.19933i,0.095296-0.16404i,0.065404-0.077834i,0.022829-0.024185i,-0.0013744-0.014315i,-0.021108-0.011024i,-0.027394-0.0051474i,-0.022707-0.0073408i,-0.019366-0.0075339i,-0.017227+0.00084168i,-0.011521+0.0095211i,-0.0001442+0.01522i,0.014165+0.01778i,0.02202+0.015225i,0.015491+0.0092809i,-2.5096e-05+0.0073076i,-0.012279+0.0094325i,-0.017009+0.0078666i,-0.017667+0.0016607i,-0.014651-0.0039536i
-0.0010327-0.023532i,-0.0050311-0.078361i,-0.011058-0.16983i,-0.020019-0.23581i,-0.011284-0.18498i,0.037191-0.055425i,0.059258+0.011514i,0.016704+0.014711i,-0.022962+0.018792i,-0.022541+0.019134i,-0.015877+0.0076508i,-0.015549-0.0030092i,-0.011907-0.0090468i,-0.004959-0.014098i,-0.0019717-0.018234i,-0.0038348-0.019903i,-0.0026178-0.019922i,0.00075361-0.019609i,0.0018916-0.019483i,0.0027731-0.016932i,0.0032355-0.011997i,0.0010292-0.010289i,-0.0019579-0.010735i
0.01025+0.0035286i,0.01887+0.015222i,-0.0055266+0.033663i,-0.075074+0.044501i,-0.12461+0.018787i,-0.10797-0.015771i,-0.054919-0.0054573i,-0.011306+0.017385i,0.0063816+0.020608i,0.0057571+0.019936i,0.0034248+0.022617i,0.0063877+0.018003i,0.0092117+0.0055052i,0.0086625-0.0021078i,0.0047787+0.00056246i,-0.0012748+0.0083521i,-0.0055996+0.013045i,-0.0059765+0.010587i,-0.001081+0.0059278i,0.0063266+0.0038444i,0.01258+0.0050866i,0.016443+0.010721i,0.015168+0.01817i
0.0088434+0.018742i,0.031389+0.081779i,0.079241+0.19845i,0.11457+0.29022i,0.061036+0.26571i,-0.030542+0.15941i,-0.048527+0.069639i,-0.00060598+0.017682i,0.028852-0.013957i,0.022896-0.015453i,0.019136-0.00014707i,0.023362+0.0087689i,0.021679+0.0080783i,0.011895+0.0052312i,0.0030001+0.00443i,4.1786e-05+0.0034914i,-0.0012316+0.0023135i,-0.0024977+0.0045624i,-0.0013498+0.009348i,-0.00077419+0.0092946i,-0.0050223+0.001337i,-0.01075-0.0083645i,-0.014163-0.01362i
-0.0035619+0.011787i,0.0095745+0.02831i,0.069142+0.040961i,0.19079+0.034373i,0.29317+0.01758i,0.24517+0.00012453i,0.10809-0.0172i,0.020694-0.022284i,0.0036607-0.016799i,0.011152-0.022229i,0.01021-0.030618i,0.0014803-0.024375i,-0.0034606-0.01171i,-0.0064624-0.0051893i,-0.0092302-0.0076067i,-0.013379-0.013246i,-0.01604-0.013342i,-0.0098237-0.0084659i,-0.0020198-0.0071011i,-0.0016125-0.0089399i,-0.0050993-0.0061994i,-0.0082094-0.00019542i,-0.0067812+0.0026847i
-0.012943-0.01264i,-0.048871-0.056651i,-0.099921-0.13739i,-0.14305-0.23525i,-0.13434-0.28031i,-0.062186-0.22832i,-0.017346-0.12648i,-0.019575-0.039147i,-0.023236+0.0012318i,-0.021168+0.002573i,-0.02386-0.0050748i,-0.024791-0.0065043i,-0.014923-0.0022014i,-7.832e-05+0.0044776i,0.011843+0.011415i,0.019324+0.015499i,0.021192+0.01773i,0.016291+0.01574i,0.0061477+0.0097242i,-0.0019311+0.0091642i,0.0021806+0.013036i,0.016676+0.013048i,0.027589+0.012688i
-0.00732-0.0044382i,-0.033562-0.017774i,-0.1343-0.015409i,-0.29011+0.045214i,-0.35916+0.12364i,-0.26158+0.13225i,-0.093433+0.077972i,-0.0073761+0.019864i,-0.0071501+0.0031724i,-0.017944+0.016926i,-0.015991+0.025447i,-0.0098951+0.018459i,-0.0049727+0.0088489i,-0.0023706+0.00088703i,-0.001737-0.0064812i,0.00060457-0.013228i,0.0043911-0.021183i,0.0034076-0.022968i,-4.2374e-05-0.015407i,-0.00061494-0.007719i,-0.0029681-0.0068694i,-0.013333-0.01148i,-0.025978-0.016254i
0.0053803+0.0010185i,0.016937+0.014562i,0.067884+0.063302i,0.15325+0.14013i,0.20206+0.19175i,0.17092+0.15799i,0.088935+0.078008i,0.030757+0.030197i,0.015243+0.009867i,0.011836+0.0043271i,0.011302+0.011369i,0.007538+0.012277i,-0.0034171+0.0058179i,-0.0097487-0.00088183i,-0.011154-0.0077769i,-0.013383-0.010073i,-0.010653-0.010091i,-0.0059431-0.011375i,-0.0032071-0.010095i,0.00040081-0.0075489i,0.0032271-0.0035242i,0.0034633+0.007465i,0.00063096+0.017546i
0.01148+0.0019013i,0.051675-0.0038565i,0.13008-0.050733i,0.2252-0.15758i,0.25618-0.25391i,0.15254-0.2206i,0.042167-0.089348i,0.027157-0.0019674i,0.036843+0.0091771i,0.023845-0.00052588i,0.012382-0.00091371i,0.012134+0.001704i,0.014112+0.0045523i,0.017088+0.012226i,0.02454+0.023222i,0.035269+0.034192i,0.041244+0.041457i,0.035708+0.038626i,0.023182+0.028314i,0.01363+0.01767i,0.010728+0.0042375i,0.013504-0.011972i,0.018418-0.021491i
0.0092774+0.0045688i,0.0064329+0.0023444i,-0.016279-0.029983i,-0.11257-0.092493i,-0.23484-0.10801i,-0.22471-0.056329i,-0.1164-0.017371i,-0.04066-0.0042374i,-0.0080341+0.0088576i,0.01102+0.00045653i,0.0088382-0.021502i,0.0006403-0.021134i,0.0012974-0.0091569i,-0.0025824-0.002286i,-0.0094135+0.00010547i,-0.019185-0.0026883i,-0.029787-0.0034787i,-0.028412+1.6883e-05i,-0.016491-0.00050969i,-0.0094623-0.0045098i,-0.01405-0.00014964i,-0.022344+0.01298i,-0.024189+0.018968i
-0.0035426+0.0072064i,-0.021279+0.027918i,-0.082249+0.074654i,-0.15203+0.15652i,-0.14651+0.19468i,-0.082705+0.13774i,-0.055154+0.056312i,-0.083168+0.024686i,-0.075866+0.03137i,-0.026552+0.016462i,-0.0068406-0.0075026i,-0.013744-0.0084511i,-0.014971-0.0029188i,-0.012948-0.0047004i,-0.015086-0.0074874i,-0.023349-0.0083253i,-0.034451-0.0081692i,-0.038862-0.0065946i,-0.03487-0.0034507i,-0.024237+0.002763i,-0.0057613+0.0088772i,0.015125+0.0095727i,0.027624+0.010275i
-0.011345-0.0060969i,-0.019599-0.0027547i,0.035538+0.019649i,0.16912+0.031328i,0.24681+0.0037995i,0.1921-0.033076i,0.099246-0.030289i,0.045148-0.02088i,-0.0052757-0.031371i,-0.045455-0.0060158i,-0.033605+0.027542i,-0.0053867+0.021511i,0.0086315+0.00018661i,0.014312-0.010637i,0.01696-0.0077038i,0.027066-0.0031087i,0.039095-0.0041933i,0.040183-0.0072489i,0.033859-0.0081105i,0.024955-0.00821i,0.0092156-0.016075i,-0.012529-0.031376i,-0.029549-0.03879i
0.0042588-0.014812i,0.015372-0.041766i,0.051948-0.088869i,0.14305-0.12652i,0.23035-0.11385i,0.19894-0.05876i,0.12627-0.045936i,0.093427-0.090862i,0.046287-0.099259i,-8.7526e-05-0.044426i,-0.0059686-0.0021966i,-1.1649e-05-0.00109i,-0.0060755-0.0058664i,-0.014587-0.0087323i,-0.019641-0.012672i,-0.022663-0.01347i,-0.020043-0.016905i,-0.011272-0.020598i,-0.0012153-0.017317i,0.0032343-0.0084816i,0.0036997+0.0079253i,0.0085885+0.030026i,0.014109+0.04126i
0.0090278+0.0048919i,0.0089814+0.0094564i,-0.035005+0.010677i,-0.14027+0.0083511i,-0.19803+0.0041295i,-0.13013-0.015486i,-0.068161-0.02933i,-0.039189-0.0057555i,0.018401+0.0065914i,0.04826-0.022014i,0.029875-0.030892i,0.008631-0.0085607i,-0.0019668+0.013507i,0.0017155+0.027098i,0.01492+0.02469i,0.022801+0.014316i,0.026709+0.010051i,0.022231+0.01186i,0.0072926+0.01797i,-0.00096994+0.021153i,0.0037694+0.012081i,0.013131-0.0044633i,0.019853-0.015956i
0.0045237+0.02i,-0.0051728+0.064612i,-0.10367+0.145i,-0.30913+0.24431i,-0.46639+0.2632i,-0.39951+0.19038i,-0.17423+0.13922i,0.0014443+0.12763i,0.068099+0.095221i,0.05708+0.034624i,0.02284-3.5586e-05i,0.01605+0.00085484i,0.025394+0.0018287i,0.024496+0.0018112i,0.015641+0.0060761i,0.011597+0.0082771i,0.014016+0.010653i,0.013838+0.010924i,0.0073428+0.0013997i,-0.0040806-0.012111i,-0.020845-0.015073i,-0.040906-0.0064963i,-0.05126+0.0034538i
-0.021119-0.0017932i,-0.019895-0.012855i,0.052515-0.017282i,0.18456-0.0085899i,0.23384+0.046025i,0.17039+0.098621i,0.09133+0.088541i,0.035148+0.064537i,0.0016563+0.064017i,-0.0017792+0.056747i,-0.0038559+0.029517i,-0.010369+0.013096i,-0.0063148+0.0050396i,-0.0073245-0.011859i,-0.021228-0.020416i,-0.044412-0.010774i,-0.068549+0.0024219i,-0.074826+0.0043129i,-0.0577-0.0020246i,-0.028245-0.0030306i,0.0039695-7.7704e-06i,0.031554-0.0031111i,0.042732-0.0051638i
-0.0028406-0.026596i,0.021563-0.11019i,0.12428-0.29509i,0.33074-0.55142i,0.50282-0.67689i,0.40787-0.52163i,0.13887-0.24966i,-0.047314-0.080066i,-0.10473-0.012608i,-0.074195+0.021817i,-0.024159+0.025665i,-0.016364+0.015716i,-0.019839+0.017751i,0.0022983+0.020005i,0.034425+0.013661i,0.059631-0.0025794i,0.068721-0.015492i,0.063436-0.01342i,0.053507-0.0010178i,0.042169+0.010644i,0.028327+0.0081673i,0.010351-0.0060478i,-0.0052201-0.01653i
0.010277+0.0071377i,0.0060097+0.019889i,-0.052529+0.031562i,-0.19289+0.0039675i,-0.30165-0.07296i,-0.25721-0.13425i,-0.13258-0.13884i,-0.060077-0.13019i,-0.065352-0.1071i,-0.074316-0.054139i,-0.043222-0.017824i,-0.0092386-0.023183i,-0.0077916-0.032413i,-0.025926-0.01484i,-0.029743+0.013653i,-0.0081252+0.023415i,0.016454+0.0092567i,0.027093-0.0051127i,0.021891-0.0080018i,0.00019029-0.0036551i,-0.020315+0.016353i,-0.016299+0.046181i,0.0014093+0.055958i
0.0027562+0.034039i,-0.011921+0.13763i,-0.089784+0.39867i,-0.20106+0.7706i,-0.2414+0.94473i,-0.16046+0.71049i,-0.070665+0.29313i,-0.0464+0.046416i,-0.011912-0.013278i,0.012467-0.034299i,-0.0046701-0.034329i,-0.018587-0.019773i,-0.026957-0.014166i,-0.036209-0.010105i,-0.042988-0.0061769i,-0.050412+0.0083315i,-0.054207+0.027562i,-0.055084+0.028571i,-0.050702+0.012641i,-0.035076-0.0074981i,-0.017512-0.027433i,-0.010607-0.042118i,-0.011713-0.042224i
-0.013617-0.0015536i,-0.014941-0.0070591i,0.076762-0.028391i,0.28011-0.048751i,0.42727-0.025761i,0.37113+0.017847i,0.20897+0.080345i,0.1293+0.12202i,0.1283+0.076871i,0.10371+0.011762i,0.058152+0.0026144i,0.037539+0.027356i,0.047011+0.036392i,0.062083+0.015333i,0.057595-0.014655i,0.036553-0.031977i,0.027824-0.031722i,0.033417-0.019962i,0.038747-0.0077792i,0.040004-0.0039087i,0.027388-0.0091715i,1.0382e-05-0.011342i,-0.022285-0.0042749i
0.010625-0.038402i,0.040931-0.1575i,0.096919-0.42059i,0.096448-0.76142i,-0.012223-0.90692i,-0.093985-0.66513i,-0.0050955-0.28344i,0.11806-0.099543i,0.098256-0.057874i,0.033742-0.011205i,0.023804+0.009359i,0.034241-0.00041149i,0.041655-0.01156i,0.028046-0.017083i,-0.0047869-0.0046241i,-0.032816+0.01629i,-0.050782+0.029829i,-0.052926+0.031621i,-0.040703+0.030756i,-0.026583+0.040819i,-0.0049593+0.051765i,0.025715+0.046537i,0.045313+0.030812i
0.023079+0.01414i,0.025161+0.048236i,-0.070196+0.095477i,-0.28037+0.15472i,-0.40047+0.18316i,-0.33238+0.12819i,-0.21659+0.0063998i,-0.1597-0.052921i,-0.11304-0.0046024i,-0.055532+0.030073i,-0.036342+0.015381i,-0.051075+0.0086936i,-0.057876+0.022511i,-0.033837+0.032126i,0.01304+0.016878i,0.047841-0.018002i,0.047938-0.044258i,0.02076-0.049159i,-0.0091299-0.04032i,-0.022009-0.029854i,-0.02437-0.025891i,-0.028063-0.024751i,-0.028105-0.020088i
-0.030477+0.037392i,-0.10458+0.13298i,-0.17793+0.35334i,-0.10683+0.60918i,0.10358+0.6703i,0.22582+0.46873i,0.12127+0.22953i,-0.020547+0.15127i,-0.030389+0.12671i,-0.00086763+0.065444i,0.0038149+0.026522i,0.00036128+0.008329i,-0.0154-0.0026259i,-0.024335-0.0045244i,-0.016033-0.0067871i,0.0024903-0.013615i,0.028861-0.030619i,0.055318-0.041961i,0.06676-0.040402i,0.051959-0.037445i,0.026557-0.025348i,0.011416-0.0062104i,0.003409+0.00070144i
-0.0038158-0.032614i,-0.0035428-0.073814i,0.043094-0.14538i,0.13896-0.19958i,0.1961-0.19378i,0.16997-0.14666i,0.12534-0.078475i,0.081228-0.051815i,0.010438-0.060879i,-0.037535-0.046732i,-0.030105-0.034187i,-0.0052051-0.051568i,0.0039553-0.073652i,-0.012647-0.059978i,-0.040916-9.0106e-05i,-0.054293+0.075i,-0.047777+0.12428i,-0.037629+0.12895i,-0.026761+0.10115i,-0.011055+0.066576i,0.0048934+0.037855i,0.01992+0.0163i,0.026113+0.0022309i
