-0.0020299+0.00058223i,-0.0017275+0.0010562i,-0.0022847+0.0017687i,-0.0024113+0.0020423i,-0.0014882+0.0026808i,0.00081742+0.0021974i,0.0019499+0.0010259i,0.0014062+0.00067893i,0.00087405+0.00066693i,0.0013771+0.00015682i,0.0011606-0.00060255i,0.00057934-0.0011324i,-0.00019485-0.0010018i,-0.00086201-0.00074528i,-0.00099224+0.0001153i,-0.0012832+0.00047787i,-0.0017683-5.0304e-05i,-0.0011009-0.00029216i,2.0292e-05-0.00029383i,0.00029979+3.0264e-05i,0.00069397+6.7339e-05i,0.00070603-0.00031099i,-0.00041148-0.00030714i
-0.0041897+0.037854i,-0.028701+0.086173i,-0.077864+0.14465i,-0.095075+0.17521i,-0.040791+0.15273i,0.0060258+0.096832i,0.012892+0.063223i,0.034069+0.056949i,0.051316+0.032494i,0.032767+0.0058648i,0.013976-0.0025616i,0.0048304-0.01586i,-0.0055365-0.029661i,-0.010333-0.029605i,-0.012735-0.019402i,-0.019183-0.0032427i,-0.027402+0.0074008i,-0.029822+0.0045895i,-0.019994-0.0020719i,-0.0092527-0.00011205i,-0.0034214+0.0091353i,0.0077447+0.011764i,0.017315+0.0038223i
0.039908-0.017898i,0.09015-0.018158i,0.15229+0.0083394i,0.17487+0.039597i,0.12948+0.038148i,0.069533+0.027444i,0.045348+0.010535i,0.029719-0.030008i,-0.0051871-0.045497i,-0.022938-0.018603i,-0.015761+0.0040676i,-0.0098204+0.017026i,0.0012009+0.029607i,0.017502+0.032278i,0.030007+0.029508i,0.042288+0.022659i,0.047597+0.017652i,0.038821+0.026201i,0.0222+0.03521i,0.013555+0.031829i,0.015604+0.019721i,0.010451+0.0082447i,-0.001246+0.0052514i
0.030628-0.030452i,0.084633-0.083474i,0.13022-0.14359i,0.11025-0.15908i,0.043119-0.12699i,-0.0031272-0.088857i,-0.023464-0.070876i,-0.044182-0.046186i,-0.04152-0.0037619i,-0.018205+0.017251i,-0.010145+0.016105i,-0.0085001+0.018212i,-0.0067472+0.01667i,-0.019578+0.0070915i,-0.034839-0.0031224i,-0.040956-0.012985i,-0.037226-0.020007i,-0.025476-0.024266i,-0.014909-0.022626i,-0.0090215-0.01883i,-0.0072569-0.019963i,-0.0085656-0.017427i,-0.010547-0.0094191i
-0.050309+0.018666i,-0.12533+0.024997i,-0.18393+0.0071193i,-0.16824-0.02894i,-0.11316-0.041167i,-0.073157-0.020418i,-0.046574+0.012617i,-0.0056662+0.026162i,0.029655+0.0050053i,0.02241-0.022394i,-0.0015976-0.027893i,-0.0060195-0.029874i,-0.0039786-0.041151i,-0.0041589-0.042928i,-0.0060365-0.031582i,-0.014612-0.012865i,-0.020795+0.0050168i,-0.015795+0.0061873i,-0.0067298-0.007638i,-0.0072963-0.013378i,-0.013252-0.0034394i,-0.0083909+0.0016547i,0.004958-0.0054622i
-0.048231+0.03407i,-0.11578+0.096342i,-0.16044+0.15264i,-0.11212+0.14784i,-0.0094925+0.095444i,0.049153+0.060799i,0.073997+0.050803i,0.0736+0.025394i,0.035578-0.0078974i,0.0012862-0.019496i,-0.0047277-0.017368i,-0.0038422-0.011311i,0.0018107+0.0037226i,0.019819+0.01726i,0.041977+0.018043i,0.056439+0.0058127i,0.057306-0.004553i,0.046892+0.0022958i,0.032801+0.016376i,0.02439+0.020357i,0.020456+0.016124i,0.010377+0.016314i,-0.00030331+0.019704i
0.05101-0.015127i,0.13308-0.018403i,0.21046+0.011268i,0.20436+0.046263i,0.13576+0.038999i,0.088283-0.0052787i,0.052139-0.047976i,0.003022-0.038387i,-0.02994+0.013726i,-0.019946+0.046544i,0.0033167+0.037427i,0.0057805+0.019187i,-0.0069651+0.012043i,-0.023813+0.009213i,-0.03953+0.0045496i,-0.044927-0.00056567i,-0.041156-0.0083875i,-0.033722-0.012602i,-0.021991-0.0065866i,-0.0093163-0.0064918i,-0.00060444-0.014698i,0.006311-0.014162i,0.0068302-0.0061973i
0.079369-0.034301i,0.17412-0.098691i,0.21662-0.16659i,0.12457-0.15304i,-0.0044457-0.067096i,-0.058273-0.0044875i,-0.06569+0.016016i,-0.052756+0.024936i,-0.015203+0.023651i,0.0077921+0.016374i,0.012318+0.014721i,0.018669+0.0070109i,0.014033-0.0055783i,0.0014362-0.0079781i,-0.0056925-0.00076776i,-0.010056+0.010789i,-0.013276+0.023257i,-0.012806+0.019598i,-0.011014-0.0012588i,-0.013644-0.012296i,-0.017813-0.0077995i,-0.014691-0.0087486i,-0.0054523-0.018624i
-0.061379-0.0051684i,-0.16403-0.026012i,-0.26259-0.048851i,-0.24702-0.047864i,-0.14362-0.012936i,-0.063429+0.040999i,-0.030491+0.083214i,-0.0058252+0.071439i,0.0003357+0.011954i,-0.016814-0.020448i,-0.021491-0.0096046i,-0.011071+0.003211i,-0.00079036+0.0086849i,0.012554+0.013395i,0.029125+0.012263i,0.042856+0.00021844i,0.047362-0.015911i,0.03646-0.019197i,0.018311-0.0072049i,0.0081055+0.0086064i,0.0065549+0.019049i,0.0017858+0.022781i,-0.0048428+0.023959i
-0.079819+0.030789i,-0.18075+0.091785i,-0.23923+0.15292i,-0.16325+0.14478i,-0.034147+0.064903i,0.0064307-0.011888i,-0.0041713-0.037702i,-0.0078496-0.040475i,-0.017648-0.028218i,-0.026132-0.010865i,-0.029045-0.0026302i,-0.030721+0.0028109i,-0.027936-0.00011677i,-0.027903-0.013619i,-0.036961-0.023879i,-0.048799-0.021705i,-0.052236-0.015035i,-0.042349-0.013076i,-0.025856-0.0095329i,-0.012401-0.0084215i,-0.0041217-0.01295i,0.0032875-0.012062i,0.0066059-0.0037414i
0.061611+0.013357i,0.16888+0.048795i,0.27787+0.089631i,0.2642+0.086737i,0.1276+0.045027i,0.016188+0.0071422i,-0.016246-0.037588i,-0.019565-0.057767i,-0.0077882-0.030672i,0.008711-0.0041384i,0.0096512+0.0012388i,0.0080514+0.0010786i,0.010016-0.00069729i,0.0091282+0.0017487i,0.0090846+0.0063813i,0.0074039+0.011344i,0.0049528+0.023126i,0.010464+0.030997i,0.015458+0.0205i,0.010452+0.002942i,0.0046321-0.0047424i,0.0042352-0.0085453i,0.0060535-0.01949i
0.077522+0.011141i,0.18624-0.019328i,0.2541-0.10402i,0.17016-0.16318i,0.038413-0.10458i,0.019818-0.013548i,0.048577+0.0060141i,0.022042-0.0029607i,-0.0052564+0.0043461i,0.0033915+0.0024383i,0.008451-0.011126i,0.0051405-0.014532i,0.0096798-0.0057872i,0.016895+0.0050511i,0.02303+0.013538i,0.03296+0.006334i,0.041151-0.012289i,0.038588-0.015457i,0.030702+0.00031278i,0.026027+0.012573i,0.020963+0.010075i,0.010952+0.0059157i,0.0029511+0.0075506i
-0.088069-0.028879i,-0.22049-0.078071i,-0.34899-0.11337i,-0.31274-0.10208i,-0.1228-0.084416i,0.039275-0.078008i,0.094851-0.044439i,0.091353-0.0020168i,0.059118+0.0064656i,0.027711-0.0058705i,0.014641-0.019932i,0.0053424-0.030067i,-0.0055351-0.035759i,-0.015981-0.038262i,-0.030386-0.038648i,-0.050055-0.033426i,-0.068323-0.023537i,-0.074143-0.015656i,-0.061655-0.014355i,-0.041962-0.018815i,-0.030984-0.017676i,-0.025194-0.0068181i,-0.017369+0.00692i
-0.065622-0.036388i,-0.16425-0.038048i,-0.22305+0.035823i,-0.14006+0.12984i,-0.006773+0.12059i,0.026792+0.056801i,0.018587+0.052826i,0.048172+0.050288i,0.052514+0.014538i,0.019245+0.007168i,0.010995+0.020432i,0.015769+0.020031i,0.0041044+0.017676i,-0.0070145+0.018062i,-0.00027748+0.015875i,0.013413+0.012554i,0.017547+0.010947i,0.010473+0.0017447i,-0.00404-0.015523i,-0.014007-0.017322i,-0.0078778-0.0026388i,0.0060027+0.0051645i,0.012255-0.0017379i
0.077809+0.018012i,0.22118+0.050174i,0.35858+0.083665i,0.34178+0.099143i,0.17866+0.11382i,0.02198+0.13021i,-0.053765+0.10384i,-0.07294+0.048569i,-0.070227+0.019151i,-0.061611+0.02492i,-0.046839+0.037646i,-0.02527+0.03687i,-0.0078647+0.027639i,-0.00063904+0.027178i,0.0078508+0.033465i,0.03082+0.027663i,0.060919+0.0051859i,0.077906-0.0093924i,0.079059-0.003356i,0.069482+0.0033826i,0.045755-0.0015792i,0.019591-0.008688i,0.0064295-0.010344i
0.061866+0.041294i,0.15899+0.047977i,0.22033-0.04643i,0.13095-0.17168i,-0.030184-0.15018i,-0.091065-0.041003i,-0.089636+0.0049429i,-0.094616+0.022297i,-0.062487+0.041334i,-0.02279+0.026435i,-0.014284+0.0082402i,-0.01035-0.0003735i,-0.0034692-0.012453i,-0.00031139-0.020419i,-0.011721-0.022958i,-0.035944-0.013114i,-0.050408+0.011453i,-0.044075+0.032186i,-0.026443+0.036249i,-0.016609+0.024852i,-0.017974+0.011904i,-0.018975+0.011365i,-0.014002+0.017455i
-0.067843+0.011251i,-0.19045+0.0045034i,-0.33202-0.004344i,-0.34681-0.011052i,-0.21712-0.035784i,-0.092988-0.068232i,-0.03899-0.052642i,-0.0094499-0.0083041i,0.0087587+0.00427i,0.013575-0.0011042i,0.018146-0.00096011i,0.018515-0.0003901i,0.0074095-0.00065384i,-0.0016424-0.0038468i,-0.00014894-0.0064713i,-0.0011421-0.0026118i,-0.0092923+0.001959i,-0.025544+0.0020402i,-0.047501+0.0022116i,-0.050118+0.010877i,-0.021812+0.016957i,0.011467+0.0051826i,0.021696-0.010965i
-0.059218-0.049901i,-0.11597-0.04365i,-0.12215+0.065292i,-0.023913+0.18744i,0.097255+0.13292i,0.14639-0.029281i,0.14669-0.12405i,0.11384-0.13843i,0.045037-0.10269i,5.64e-06-0.05529i,-0.015293-0.036226i,-0.026612-0.018526i,-0.016549+0.0036469i,0.0010755+0.0078231i,0.0053972+0.0019409i,0.0028266-0.0099333i,-0.0016198-0.024071i,0.0023035-0.032588i,0.01555-0.034702i,0.022789-0.03275i,0.012882-0.028133i,-0.0073966-0.019964i,-0.018643-0.010736i
0.072327+0.0090311i,0.21599+0.032077i,0.37181+0.049022i,0.39452+0.026534i,0.27437+0.007625i,0.14054+0.01803i,0.05842+0.010557i,0.014371-0.005257i,0.0029004+0.0068961i,0.010015+0.0083233i,0.0039572-0.011402i,-0.0048776-0.022087i,-0.0021168-0.02139i,-0.003168-0.01318i,-0.0070319-0.010088i,-0.011604-0.016589i,-0.020474-0.010047i,-0.022274+0.0067907i,-0.013189+0.0086922i,-0.007109-0.0026703i,-0.0089264-0.0053328i,-0.0075844+0.010949i,-6.0797e-05+0.027007i
-0.01036+0.09448i,-0.046087+0.15516i,-0.11063+0.10418i,-0.16147-0.0081873i,-0.16444+0.027615i,-0.13954+0.19453i,-0.11241+0.27967i,-0.08829+0.21334i,-0.059698+0.09657i,-0.036799+0.039419i,-0.0061751+0.040453i,0.023532+0.027502i,0.016723-0.0003052i,-0.0053782-0.0045993i,-0.0047894+0.0095091i,0.0148+0.014385i,0.03301+0.00026824i,0.034777-0.011606i,0.020401-0.0079745i,0.010027-0.0016895i,0.01411-0.0087004i,0.018179-0.029396i,0.010895-0.038577i
-0.15189-0.051984i,-0.37072-0.10856i,-0.58469-0.11404i,-0.57887-0.022584i,-0.35516+0.056988i,-0.11543+0.039226i,0.024338+0.018488i,0.073462+0.012161i,0.036459-0.014462i,-0.01775-0.015266i,-0.027225+0.00041666i,-0.02112+0.0067976i,-0.016861+0.011503i,-0.011757+0.0089564i,-0.019022+0.0099249i,-0.026991+0.022051i,-0.024165+0.024397i,-0.010408+0.012503i,0.010641-0.00057546i,0.017352-0.0071064i,0.00044556+0.00081764i,-0.018529+0.0142i,-0.022618+0.010764i
0.10791-0.15149i,0.24094-0.30916i,0.33601-0.35175i,0.29512-0.23679i,0.17159-0.19785i,0.062193-0.29748i,-0.013493-0.32518i,-0.023972-0.18851i,0.018486-0.043139i,0.035109-0.0041369i,0.013364-0.019521i,-0.010122-0.029394i,-0.022139-0.022263i,-0.021146-0.010331i,-0.0058382-0.013926i,0.0092085-0.026088i,0.012405-0.025395i,0.00081731-0.014842i,-0.016628-0.0041764i,-0.02178+0.0040823i,-0.0079443+0.011013i,0.017903+0.015185i,0.035728+0.0093374i
0.14676+0.090897i,0.39216+0.14246i,0.61768+0.080991i,0.58672-0.068594i,0.34107-0.10766i,0.12485-0.041557i,0.0021873-0.038596i,-0.060252-0.069412i,-0.046893-0.056886i,-0.0074047-0.029289i,0.010569-0.0067373i,0.024904-0.00059296i,0.030078-0.01543i,0.026492-0.02442i,0.028515-0.02579i,0.031434-0.033441i,0.03651-0.048082i,0.040211-0.056791i,0.031654-0.048328i,0.022882-0.035317i,0.020725-0.039284i,0.0092165-0.046819i,-0.0028407-0.030153i
-0.15692+0.10464i,-0.31484+0.25604i,-0.41069+0.33438i,-0.33656+0.27061i,-0.15263+0.23191i,0.035763+0.29575i,0.15752+0.29545i,0.12872+0.17654i,0.028659+0.089132i,-0.01163+0.065764i,-0.010712+0.053504i,-0.0042922+0.051137i,0.013277+0.048757i,0.018641+0.038912i,-0.0087894+0.040072i,-0.049947+0.064704i,-0.073024+0.10014i,-0.058059+0.11186i,-0.020393+0.083533i,-0.00029137+0.046229i,-0.0025802+0.03713i,0.00018984+0.04683i,0.008399+0.042025i
-0.065645-0.015325i,-0.19367+0.041087i,-0.31658+0.20091i,-0.2896+0.31253i,-0.17201+0.21868i,-0.11924+0.078047i,-0.085392+0.06807i,-0.022254+0.10214i,0.0040457+0.094825i,0.006411+0.066406i,0.0057755+0.02719i,-0.013397+0.0053135i,-0.035394+0.010694i,-0.044908+0.017685i,-0.034444+0.012114i,-0.012045-0.0062422i,-0.0020759-0.014637i,-0.0097474+0.0047968i,-0.018471+0.030318i,-0.014998+0.036118i,-0.0042593+0.024781i,0.0026036+0.0053811i,6.656e-06-0.011397i
0.05107-0.009297i,0.12641-0.05673i,0.20559-0.12069i,0.20423-0.15416i,0.081895-0.17791i,-0.076279-0.22018i,-0.13772-0.21653i,-0.080598-0.18692i,-0.033827-0.17834i,-0.047224-0.13357i,-0.039321-0.07079i,-0.012853-0.054481i,-0.0089833-0.059404i,-0.0086598-0.055465i,0.0066962-0.054467i,0.022184-0.075155i,0.020916-0.11114i,0.01047-0.12693i,-0.001581-0.10199i,-0.0090685-0.064633i,-0.019243-0.042061i,-0.044077-0.017038i,-0.052419+0.015189i
0.021667-0.12713i,0.065436-0.34657i,0.077403-0.5531i,0.031853-0.54471i,0.035723-0.33115i,0.11729-0.11863i,0.12799-0.029962i,0.058424+0.00039487i,0.0082319+0.018201i,-0.015304+0.01981i,-0.02298+0.019367i,-0.013692+0.0062213i,-0.0034154-0.011796i,0.0014816-0.0099484i,-0.0075798+0.012212i,-0.021285+0.048705i,-0.023138+0.07493i,-0.024107+0.066454i,-0.026672+0.032184i,-0.024801+0.0083756i,-0.010798+0.012059i,0.02467+0.016193i,0.047076+0.0054307i
0.032092+0.06285i,0.026858+0.16498i,-0.060112+0.24795i,-0.11019+0.2686i,0.025819+0.26306i,0.18736+0.20441i,0.1668+0.1113i,0.040243+0.090974i,-0.013498+0.10857i,0.003935+0.069898i,0.0087857+0.027351i,0.0095172+0.03372i,0.020481+0.042138i,0.020021+0.026954i,0.017831+0.0054964i,0.029723-0.012208i,0.053481-0.019618i,0.065123-0.018729i,0.049903-0.015448i,0.03217-0.011323i,0.024313-0.015042i,0.0078909-0.031754i,-0.0188-0.043869i
-0.14873+0.09332i,-0.30108+0.25498i,-0.2973+0.45605i,-0.1114+0.54164i,-0.027175+0.43393i,-0.085224+0.25845i,-0.069878+0.1164i,0.0028012-0.030462i,0.0066145-0.11624i,-0.014962-0.09765i,-0.009897-0.060462i,0.0064825-0.049072i,0.011026-0.04341i,0.0033608-0.030501i,-0.00041597-0.024821i,-0.011565-0.03493i,-0.038711-0.039899i,-0.037695-0.027139i,0.0010911-0.015867i,0.019924-0.021294i,-0.0023535-0.019112i,-0.027912+0.0071488i,-0.026654+0.024248i
0.11587-0.16429i,0.29448-0.42633i,0.40633-0.69307i,0.25521-0.74687i,-0.049159-0.54023i,-0.19642-0.21388i,-0.1132+0.027791i,0.026508+0.095501i,0.07676+0.059647i,0.04803+0.037039i,0.018349+0.030684i,-0.014012+0.0091854i,-0.048515-0.0002475i,-0.048976+0.01149i,-0.032387+0.033656i,-0.020485+0.061523i,-0.015316+0.081802i,-0.024106+0.079225i,-0.030453+0.05491i,-0.026489+0.025426i,-0.017774+0.0057076i,0.0027354-0.0033383i,0.023938-0.0099766i
0.11849+0.18421i,0.26405+0.34i,0.30617+0.29628i,0.16952+0.011296i,0.065556-0.19423i,0.079752-0.21687i,0.037944-0.15473i,-0.047376-0.011748i,-0.032795+0.099686i,0.015438+0.085726i,0.017323+0.060814i,0.017238+0.075837i,0.03229+0.072176i,0.043338+0.039874i,0.041593+0.013331i,0.037725-0.0039821i,0.04347-0.036152i,0.043045-0.065551i,0.017135-0.052022i,-0.0056053-0.014664i,-0.0040945-0.0059784i,-0.0081351-0.019241i,-0.014454-0.017036i
-0.26435-0.015255i,-0.5815+0.13423i,-0.6945+0.5356i,-0.36494+0.88629i,0.028393+0.75957i,0.099362+0.35843i,0.0028958+0.063034i,-0.060949-0.079742i,-0.067856-0.091325i,-0.028896-0.037661i,0.0093058-0.026475i,0.027791-0.055184i,0.026359-0.070013i,-0.0015156-0.039159i,-0.029584-0.003i,-0.048672+0.0035502i,-0.059406+0.0093691i,-0.037381+0.019472i,0.0087699+0.01332i,0.031913-0.0040855i,0.027009-0.0090909i,0.023037-0.0099278i,0.017817-0.022846i
0.20404-0.23259i,0.36155-0.51993i,0.37188-0.72564i,0.19725-0.59643i,0.046092-0.24999i,0.037612-0.0022231i,0.11343+0.073606i,0.15944+0.03828i,0.10194+0.008693i,0.027832+0.031864i,-0.018772+0.034718i,-0.069878+0.036179i,-0.08466+0.066908i,-0.057279+0.074065i,-0.035777+0.049838i,-0.026237+0.027801i,-0.0099166+0.028862i,0.0041963+0.042715i,0.0024921+0.030799i,0.0001464-0.0025846i,0.0073567-0.022469i,0.014161-0.019233i,0.011495-0.010183i
-0.043663+0.30466i,-0.032411+0.45346i,-0.020415+0.24949i,-0.0808-0.21817i,-0.12379-0.41045i,-0.041808-0.25344i,0.020297-0.07263i,-0.0091988+0.053252i,-0.030763+0.098661i,-0.040615+0.062443i,-0.041302+0.041858i,-0.022525+0.035158i,-0.02127+0.0075787i,-0.033477-0.033326i,-0.049707-0.066455i,-0.081881-0.071251i,-0.10954-0.064316i,-0.11005-0.052805i,-0.088645-0.026348i,-0.055005+0.0023598i,-0.017005+0.017059i,0.014103+0.021158i,0.032819+0.026141i
-0.24231-0.17398i,-0.51477-0.15707i,-0.6424+0.14955i,-0.43533+0.51705i,-0.15317+0.51395i,-0.076759+0.25243i,-0.11873+0.052183i,-0.14581-0.046212i,-0.16208-0.054117i,-0.14755+0.00042877i,-0.070272+0.0064024i,0.0077885-0.069478i,0.022502-0.12723i,0.0018052-0.096201i,0.007197-0.040399i,0.041155-0.040042i,0.048533-0.067339i,0.029284-0.064446i,0.027884-0.039825i,0.028031-0.019872i,0.0058268-0.0022861i,-0.016152+0.0034716i,-0.019787-0.01239i
0.37144-0.02673i,0.67991-0.13153i,0.73504-0.24178i,0.44726-0.19744i,0.16579-0.0085916i,0.13152+0.11685i,0.22918+0.09991i,0.25509+0.014034i,0.14742-0.059267i,0.017478-0.068581i,-0.048705-0.039511i,-0.055525-0.00045545i,-0.031431+0.029247i,0.001307+0.035004i,0.040671+0.010464i,0.079384-0.034003i,0.11294-0.06109i,0.11959-0.056224i,0.081708-0.043573i,0.029938-0.048426i,-0.010864-0.051042i,-0.025733-0.013461i,-0.014355+0.028535i
-0.20456+0.12616i,-0.29013+0.10663i,-0.25722-0.20366i,-0.22422-0.55308i,-0.24637-0.47206i,-0.25046-0.073855i,-0.23342+0.20303i,-0.20056+0.26829i,-0.14052+0.21507i,-0.092737+0.12852i,-0.040334+0.090467i,0.014871+0.062452i,0.0085615+0.025895i,-0.039676+0.0072069i,-0.092173+0.022386i,-0.13129+0.095071i,-0.14411+0.16545i,-0.13699+0.16469i,-0.099481+0.12143i,-0.032069+0.076949i,0.028465+0.034929i,0.059194-0.0089602i,0.063924-0.036396i
0.077492-0.31832i,0.061391-0.4615i,-0.024027-0.25944i,-0.16149+0.17752i,-0.28325+0.40685i,-0.29941+0.29194i,-0.21479+0.057301i,-0.11155-0.094312i,-0.017947-0.14243i,0.060832-0.16464i,0.06675-0.16911i,0.047018-0.13633i,0.051599-0.10975i,0.05346-0.08068i,0.072958-0.062927i,0.095388-0.10748i,0.079541-0.14754i,0.056608-0.11877i,0.063196-0.07163i,0.077822-0.053135i,0.061433-0.039285i,0.015519-0.011755i,-0.02392+0.0059415i
0.08824+0.39264i,0.2231+0.71948i,0.40736+0.82733i,0.58015+0.45935i,0.53965-0.13899i,0.32057-0.41066i,0.23442-0.28302i,0.27682-0.15821i,0.24105-0.16665i,0.1208-0.15905i,0.024426-0.085116i,-0.017562-0.0028446i,-0.036734+0.030337i,-0.053529+0.015778i,-0.057561-0.0077172i,-0.058513-0.022132i,-0.058316-0.034714i,-0.051094-0.053947i,-0.055626-0.056737i,-0.063702-0.032181i,-0.053691-0.0077131i,-0.026184+0.011647i,0.0087666+0.029108i
-0.22242-0.24026i,-0.4518-0.51932i,-0.54285-0.87166i,-0.46869-0.97467i,-0.33135-0.69169i,-0.23284-0.26228i,-0.21057+0.071988i,-0.19602+0.26777i,-0.13666+0.37394i,-0.042497+0.39642i,0.051517+0.31678i,0.10671+0.17276i,0.13682+0.056714i,0.15263+0.0045026i,0.14488-0.0018013i,0.13985-0.008655i,0.11386-0.035985i,0.0513-0.029766i,0.011861+0.016494i,0.016052+0.045644i,0.028654+0.036959i,0.028654+0.0080915i,0.018762-0.025449i
0.26046+0.0096234i,0.56293-0.017575i,0.61474-0.01151i,0.27994+0.090406i,-0.026229+0.18423i,-0.047623+0.10125i,-0.031645-0.092569i,-0.13196-0.18758i,-0.22685-0.16746i,-0.25066-0.1063i,-0.22131-0.028746i,-0.18371+0.041712i,-0.17849+0.090167i,-0.17996+0.10692i,-0.15758+0.10382i,-0.11353+0.12172i,-0.040543+0.14293i,0.02488+0.0931i,0.030275+0.0072821i,0.01385-0.01247i,0.017452+0.013748i,0.017499+0.027319i,0.0075707+0.030381i
-0.0091089+0.2679i,0.090763+0.61643i,0.38824+0.89511i,0.68822+0.65478i,0.54088+0.026271i,0.084506-0.27131i,-0.076638-0.10628i,0.061879+0.0074728i,0.10556-0.030768i,0.036754-0.021062i,0.029736-0.0040117i,0.073667-0.052698i,0.10188-0.11707i,0.10276-0.14238i,0.090282-0.12482i,0.061014-0.12317i,-0.0075009-0.15376i,-0.070335-0.13909i,-0.069139-0.069115i,-0.042131-0.017822i,-0.029639-0.00048704i,-0.015235-0.00069794i,0.0045008-0.013048i
0.083292-0.18485i,-0.09292-0.49839i,-0.3311-0.63147i,-0.36787-0.53638i,-0.18167-0.30238i,0.041966-0.10138i,0.1255-0.026285i,0.068099+0.0072221i,-0.013148+0.036649i,-0.072768+0.030229i,-0.10155+0.033376i,-0.078217+0.0611i,-0.039691+0.083233i,-0.019523+0.11169i,-0.0079143+0.11878i,0.0064349+0.093691i,0.029091+0.081294i,0.049285+0.066616i,0.035158+0.027965i,-0.015869-0.0070516i,-0.070006-0.012082i,-0.097962+0.0073638i,-0.081061+0.018155i
0.74774+8.2962i,3.4671+7.3771i,6.9388+6.0248i,7.6393+2.6446i,6.1353-0.76525i,3.3678-2.6467i,0.85594-1.9177i,-0.013974-0.30891i,0.43774+0.44602i,1.007+0.10749i,0.65221-0.61804i,-0.31604-0.95803i,-1.1379-0.86899i,-1.554-0.49333i,-1.4496+0.026246i,-1.0023+0.41597i,-0.51641+0.43423i,-0.14641+0.1437i,0.066208-0.15292i,0.14917-0.26704i,0.20003-0.29752i,0.20191-0.28375i,0.17784-0.15174i
0.30439-0.16123i,0.58366-0.36525i,0.90905-0.38027i,1.0535-0.31714i,0.83552-0.28389i,0.42632-0.19305i,0.12003-0.077756i,-0.010417-0.017332i,-0.064994-0.0064877i,-0.11436+0.0093327i,-0.098845+0.0477i,0.001383+0.047985i,0.081373+0.0067955i,0.090067+0.0027005i,0.07785+0.036462i,0.087013+0.04147i,0.095809+0.004248i,0.071725-0.027162i,0.034905-0.025554i,0.003096-0.018729i,-0.032405-0.013946i,-0.054965+0.0024823i,-0.050337+0.0099813i
-0.016258+0.20663i,0.0026243+0.30831i,-0.031408+0.15089i,-0.21817-0.24085i,-0.46855-0.39778i,-0.52388-0.19023i,-0.37151+0.054502i,-0.22502+0.12127i,-0.16178+0.086988i,-0.12225+0.071153i,-0.073517+0.067801i,-0.052096+0.0479i,-0.062062+0.047397i,-0.051805+0.055895i,-0.028676+0.04255i,-0.02751+0.028176i,-0.030718+0.023155i,-0.01709+0.0011224i,-0.01897-0.031314i,-0.051575-0.030443i,-0.068149+0.0078677i,-0.043908+0.0378i,-0.0091507+0.034553i
-0.13208-0.083544i,-0.27424+0.024122i,-0.26495+0.30415i,-0.0054223+0.51113i,0.31054+0.29385i,0.36737-0.088306i,0.19364-0.16778i,0.083805-0.062585i,0.0468-0.015343i,-0.00033065+0.0023052i,-0.0078959+0.0070098i,-0.001196-5.3673e-05i,0.0096453+0.0158i,0.051217+0.025093i,0.078067+0.018779i,0.069868+0.012975i,0.04191-0.00030855i,0.0065447-0.011125i,-0.012888-0.0019146i,-0.011911+0.024452i,0.0038646+0.035341i,0.012901+0.0091896i,-0.004456-0.022663i
0.14523+0.076656i,0.24665+0.050764i,0.22687-0.082166i,0.062558-0.26462i,-0.21064-0.32404i,-0.37473-0.16518i,-0.25663+0.02162i,-0.1309+0.082866i,-0.15922+0.12418i,-0.15912+0.1869i,-0.10781+0.18466i,-0.093354+0.14764i,-0.075962+0.12639i,-0.039702+0.090305i,-0.013404+0.033506i,-0.013271+0.00048342i,-0.0257+0.0071697i,-0.0225+0.015221i,-0.0092487+0.0076226i,0.0094075-0.0020361i,0.021003-0.020537i,0.006439-0.037318i,-0.020662-0.026221i
-0.20687-0.19344i,-0.46818-0.37407i,-0.64941-0.53624i,-0.62108-0.52932i,-0.38334-0.42423i,-0.12776-0.36561i,-0.027357-0.27032i,0.010263-0.12689i,0.065507-0.021914i,0.093678+0.039599i,0.11276+0.0583i,0.11897+0.03158i,0.091449+0.013175i,0.05843+0.014775i,0.021138+0.03082i,-0.0072683+0.066158i,-0.0154+0.084213i,-0.023126+0.065535i,-0.025823+0.037151i,-0.020396+0.015879i,-0.016336+0.0084573i,-0.0097537+0.0079738i,-0.0063729+0.0057659i
0.28652+0.067438i,0.63303+0.17144i,0.90888+0.2818i,0.79828+0.28112i,0.36004+0.22094i,0.027593+0.20276i,0.018079+0.16692i,0.11136+0.088296i,0.15209+0.039441i,0.18147-0.0043859i,0.15816-0.066717i,0.10423-0.065865i,0.097188-0.021175i,0.10102+0.0010098i,0.092013+0.0024049i,0.079403-0.015178i,0.049948-0.033572i,0.019491-0.028736i,0.0022257-0.01348i,-0.0099594+0.0056422i,-0.0097288+0.020522i,-0.0029317+0.014996i,-0.0042844-1.8747e-05i
-0.1796+0.094528i,-0.35349+0.15578i,-0.4748+0.11163i,-0.48677-0.078324i,-0.49727-0.25317i,-0.50762-0.24841i,-0.40352-0.11911i,-0.22095-0.017677i,-0.075697-0.0037463i,-0.021672-0.021825i,-0.028796-0.0081758i,-0.036463+0.015834i,-0.025525-0.0014825i,-0.009107-0.050723i,-0.012856-0.084597i,-0.049091-0.060684i,-0.070651+0.0057594i,-0.056734+0.048198i,-0.035253+0.045283i,-0.020223+0.028538i,-0.015611+0.019043i,-0.015454+0.022602i,-0.0091319+0.041443i
