6.8443e-05-0.001173i,-0.00057295-0.0013426i,-0.00065225-0.0016615i,-0.0020042-0.001377i,-0.0047148-0.0010147i,-0.005844+0.00047569i,-0.0045328+0.0019005i,-0.001875+0.0027113i,-0.00025697+0.0031044i,0.0001739+0.0025175i,0.00033822+0.00071474i,0.00043557-1.7367e-05i,0.00023014-0.00012674i,-0.0004758-0.00022555i,-0.00056683+0.00031113i,-0.00057305+0.00048021i,-0.0012166+2.6993e-06i,-0.00094618-0.00076579i,-7.9812e-05-0.00070536i,-0.00020558-0.00028042i,-0.00015163-0.0003492i,0.00080178+0.00026728i,0.00078146+0.0010912i
-0.0027907+0.001444i,-0.0033599+0.0036804i,-0.0050185+0.011385i,-0.0045546+0.021613i,-0.000862+0.022519i,0.0026756+0.012201i,0.0034078+0.0010002i,-0.00045999+0.0013493i,-0.00090731+0.0082124i,0.002539+0.0067601i,0.0026951+0.00065808i,-0.0001408-0.0011137i,-0.00049897+0.0018734i,0.0031096+0.0044926i,0.0068974+0.0030044i,0.0087494+2.2702e-05i,0.0082266-0.0036453i,0.0069512-0.0074523i,0.0053826-0.008158i,0.0029671-0.0063136i,0.00058198-0.0048309i,-0.00023623-0.0030922i,0.00063803-0.0013218i
-0.0003511+0.0022759i,-0.0016734-0.0011591i,-0.002397-0.0050657i,-0.00085511-0.012253i,0.0060624-0.014922i,0.014123-0.011851i,0.012952-0.0064018i,0.0051824-0.0016354i,-0.00093196-0.005143i,-0.0029324-0.010776i,-0.0028946-0.010815i,-0.0039084-0.0064262i,-0.0052771-0.0017273i,-0.0035869+0.0010022i,0.00017319+0.00086722i,0.001946+0.00099187i,0.0038293+0.0017448i,0.0056471+0.00082464i,0.0045688-0.0024744i,0.0018277-0.004923i,0.00028844-0.0041688i,-0.00088766-0.0015994i,-0.0023074+2.1057e-05i
0.0031284-0.0023638i,0.0043869-0.0041525i,0.0072345-0.011391i,0.0094169-0.023559i,0.009439-0.03096i,0.0014029-0.021784i,-0.0079282-0.0048675i,-0.0096044-0.0021805i,-0.0085092-0.0085657i,-0.0086149-0.008215i,-0.0065386-0.0031666i,-0.0032793-0.001242i,-0.0023904-0.0023628i,-0.0023786-0.0033924i,-0.0027222-0.0032815i,-0.0042008-0.0021626i,-0.0067857-0.0013934i,-0.0090334-0.0018308i,-0.0095986-0.0019219i,-0.0068661+0.00022422i,-0.0034416+0.0028547i,-0.0023862+0.0034162i,-0.0027988+0.0025202i
-0.00013681+0.0017457i,0.0023108+0.0053614i,0.0042815+0.0084877i,0.00066064+0.0038989i,-0.012919-0.0095657i,-0.027122-0.020797i,-0.030884-0.019595i,-0.023162-0.010806i,-0.01319-0.0013626i,-0.0092266+0.0067254i,-0.0070818+0.0091316i,-0.0025981+0.0050701i,0.00049696-0.00038047i,-0.0005683-0.0045201i,-0.002444-0.0066078i,-0.0016473-0.0067681i,0.0011976-0.0061951i,0.0020731-0.0025561i,0.00030885+0.0040713i,-0.0019193+0.0074752i,-0.0020392+0.0058593i,-0.00098503+0.0032007i,0.00054329+0.00019254i
-0.0027762-0.0027156i,-0.0041377-0.0013686i,-0.010413+0.0018393i,-0.020522+0.0078092i,-0.026195+0.010414i,-0.023165-0.00025639i,-0.013274-0.0080565i,-0.0049705-0.0024266i,-0.0025555+0.0056977i,-0.00021487+0.0085101i,0.0021174+0.0055256i,0.0033144+0.0022216i,0.0038702+0.0017963i,0.0033066+0.0022388i,0.0021356+0.0015451i,0.0010721+4.7512e-05i,-0.00084771-0.00021416i,-0.0028615+0.0011777i,-0.0017387+0.0015733i,0.0013748+0.00011903i,0.0023446-9.9485e-05i,0.002521+0.0015587i,0.0033031+0.0020817i
0.001632-0.0022154i,0.001361-0.0034186i,-0.00033652-0.0020203i,-0.00047537+0.0042712i,0.0030402+0.015059i,0.0096519+0.025411i,0.013533+0.024923i,0.0074004+0.018154i,0.0019132+0.011123i,0.0050439+0.0024228i,0.0080145-0.0037342i,0.0043507-0.0034783i,0.00023927+0.0017381i,0.0010984+0.0073693i,0.0019542+0.009839i,0.00035446+0.008351i,-0.00050128+0.0028904i,0.0018666-0.0041005i,0.0039124-0.0085485i,0.0034159-0.0082138i,0.002484-0.005759i,0.00098954-0.0029793i,-0.0019028+5.7897e-05i
-0.00097278+0.0005587i,-0.00030259+0.0013498i,0.0037716-0.00045051i,0.013458-0.0049912i,0.021482-0.0027954i,0.016147+0.0074316i,-0.00042721+0.015318i,-0.0096722+0.011361i,-0.0093424+0.0012818i,-0.006708-0.0039795i,-0.0035525-0.0029246i,-0.0033085-0.0024699i,-0.0038426-0.0025112i,-0.00069639-0.0014683i,0.0033465-0.00095i,0.0051982+0.0011997i,0.0071912+0.0061193i,0.0084353+0.0093198i,0.0053174+0.0068558i,0.0010999+0.0025228i,-0.00124-0.00018293i,-0.0012338-0.0019441i,-0.00090673-0.0028056i
-0.00076421-0.00017191i,-8.2378e-05+0.00077091i,0.0018413-0.0012474i,0.0043744-0.013657i,0.0029103-0.037519i,-0.0079781-0.050283i,-0.018162-0.040771i,-0.015789-0.025036i,-0.011128-0.0132i,-0.014103-0.0050169i,-0.014421+0.000214i,-0.0084382+7.0809e-05i,-0.0029305-0.0032731i,0.00014886-0.0066267i,0.0032963-0.0088433i,0.0045161-0.0092335i,0.0007831-0.0076057i,-0.005713-0.0047998i,-0.0078547-0.0015846i,-0.0048976+0.00079724i,-0.002271+0.0021143i,-0.00082031+0.0024237i,0.0010961+0.0013946i
0.0016058-0.0020126i,-0.00091172-0.0024198i,-0.0042683-0.0026088i,-0.01179-0.0081562i,-0.023925-0.021409i,-0.02288-0.035933i,-0.010173-0.038193i,-0.0013605-0.024183i,0.0010555-0.008984i,-0.0005638-0.0012692i,-0.0012708+0.0008458i,-0.00016619+0.0022054i,0.00078559+0.0030926i,-0.0015861+0.00087332i,-0.0060814-0.0025514i,-0.0074865-0.0062974i,-0.0030106-0.010371i,0.0042866-0.012095i,0.0069649-0.0090127i,0.0047826-0.0047434i,0.0011934-0.0019638i,-0.0012364+0.00069043i,-0.0011635+0.002441i
0.0017763-0.0024606i,0.00095485-0.0016934i,-0.0040985+0.001179i,-0.014662+0.011233i,-0.023381+0.029137i,-0.020455+0.040309i,-0.0090594+0.037879i,-0.0037773+0.026119i,-0.00073756+0.015822i,0.0085087+0.010646i,0.012784+0.0061424i,0.0087725+0.0036879i,0.0040813+0.0036558i,0.0016976+0.0029602i,-0.00017881+0.0011285i,-0.0030039+0.00044546i,-0.0047914+0.0024396i,-0.0054304+0.0057644i,-0.0059296+0.0067579i,-0.0049402+0.0041483i,-0.0036507+0.0017382i,-0.0032415+0.0012426i,-0.001974+0.00097429i
0.0014036+0.00017908i,0.0015145-0.00099416i,0.0036046-0.00027324i,0.0066288+0.0048149i,0.0026193+0.017153i,-0.010431+0.031901i,-0.021538+0.037125i,-0.022856+0.02973i,-0.01576+0.015675i,-0.0060758+0.0070102i,-0.00048091+0.004035i,0.00058046+0.00033071i,0.0004996-0.0014569i,0.0027797+0.00030305i,0.0071381+0.0037753i,0.0090818+0.0037691i,0.0061478+0.00047422i,0.00049059-0.0031407i,-0.0029725-0.003874i,-0.0022733-0.00039276i,0.00033698+0.0014593i,0.0014369-0.00040343i,0.00025895-0.0013708i
-0.0023618+0.00026722i,-0.0029182+0.00042894i,0.00051324-0.004135i,0.010143-0.014367i,0.021813-0.029399i,0.017859-0.042347i,-0.00055493-0.039641i,-0.0088716-0.023207i,-0.010374-0.013705i,-0.016445-0.012664i,-0.016916-0.0080155i,-0.0093669-0.003843i,-0.0052036-0.0035141i,-0.0049647-0.0026374i,-0.0038426-0.00068117i,-0.0013329+0.0021906i,0.0021382+0.0053698i,0.0061891+0.0063919i,0.0078486+0.0034804i,0.0066317-0.00048807i,0.0050723-0.0019894i,0.0047753-0.001992i,0.0040328-0.0023958i
0.0030152-0.00077444i,0.0026073-0.0016942i,0.00045933-0.0015268i,0.0015153-0.0081955i,0.010466-0.028521i,0.021137-0.043805i,0.024586-0.042335i,0.020338-0.031314i,0.010014-0.019133i,-0.00026295-0.011138i,-0.00238-0.0062955i,-0.00061235-0.0030321i,-0.00025242-0.0012742i,-0.0010888-0.0016671i,-0.0023206-0.0029371i,-0.0045325-0.0033111i,-0.0075507-0.0043477i,-0.0093366-0.0056116i,-0.0080035-0.0052503i,-0.0049961-0.0044757i,-0.0046994-0.0034474i,-0.0060272+0.00019361i,-0.0045949+0.0045072i
0.00083923-0.00077732i,-0.00044331+0.00093189i,-0.0026815+1.6913e-05i,-0.013-0.0033872i,-0.028443-0.0031491i,-0.028539+0.0068497i,-0.011337+0.017303i,0.0015289+0.014253i,0.0044933+0.0095004i,0.0082146+0.010527i,0.011951+0.007883i,0.0081854+0.0025679i,0.0037166+0.0017437i,0.0043063+0.00072828i,0.0055319-0.0039405i,0.0078425-0.0082407i,0.012132-0.010503i,0.013888-0.010721i,0.0090566-0.0057757i,0.0021629+0.00034505i,-0.0020924+0.0022584i,-0.0047685+0.00075753i,-0.0044057-0.00076407i
9.0545e-05-0.00069339i,0.0032151-0.0020748i,0.0033286-0.00011951i,-0.0062905+0.0055374i,-0.030774+0.0092201i,-0.05601+0.0091686i,-0.060627+0.012317i,-0.046485+0.015864i,-0.024661+0.014046i,-0.0062114+0.011666i,0.0017593+0.0076108i,0.0018677+0.0018892i,0.00032808-0.00061276i,0.0020167-0.00089837i,0.0034015-0.0028835i,0.0016312-0.0055358i,-0.0011226-0.0024677i,-0.0043257+0.0058798i,-0.0040883+0.010158i,0.00070352+0.0079773i,0.0050371+0.0050197i,0.0065526+0.0032164i,0.0049145+0.00045607i
0.00051506+0.0011527i,0.0027597+0.0022598i,0.0061921+0.0050484i,0.012123+0.0095467i,0.012183+0.010535i,-0.0014464-0.0022689i,-0.02195-0.017085i,-0.034027-0.014966i,-0.030002-0.0067159i,-0.021037-0.0072873i,-0.016896-0.0086987i,-0.011804-0.0052415i,-0.0046045-0.0013303i,-0.0016302+0.0027347i,-0.0029295+0.0085219i,-0.0055382+0.010204i,-0.0079635+0.0021403i,-0.0082518-0.0093089i,-0.0073141-0.014162i,-0.0066899-0.010972i,-0.0051493-0.0050417i,-0.0035592-0.0011943i,-0.0033991+0.00086916i
-0.0027371+0.002833i,-0.0055131+0.0011777i,-0.0058457-0.0043688i,0.0042514-0.011363i,0.029803-0.0094162i,0.052286-0.0013594i,0.048918-0.0015836i,0.027136-0.0038167i,0.0059934-0.0047693i,-0.0060421-0.0074917i,-0.0084132-0.0069931i,-0.0059197-0.003103i,-0.0036656-0.0016819i,-0.0030626-0.0018508i,-0.0029695+0.0015682i,-0.0008261+0.0090916i,0.0061918+0.015439i,0.014077+0.013667i,0.01315+0.0064402i,0.0050037+0.00078297i,-0.0012582-0.0010718i,-0.0022453-0.00059102i,-0.0011057+0.00020669i
0.00053224-8.4872e-05i,5.9204e-05-0.0051378i,0.0026099-0.011658i,0.0066824-0.026671i,0.01402-0.043703i,0.020803-0.032777i,0.025344+0.0037401i,0.030466+0.023859i,0.025303+0.017879i,0.013032+0.011404i,0.008542+0.01131i,0.0069238+0.0084017i,0.0014076+0.0033087i,-6.7282e-05-0.0016887i,0.0051206-0.0093179i,0.0085431-0.015875i,0.0029851-0.013697i,-0.0076647-0.0038521i,-0.010315+0.0046361i,-0.0024373+0.0056867i,0.003898+0.00242i,0.0038956+0.0010993i,0.0026788+0.0016406i
0.0060279-0.00070361i,0.0079148+0.0062887i,0.0054963+0.013484i,-0.011075+0.012215i,-0.043152-0.007789i,-0.067575-0.026788i,-0.061103-0.016378i,-0.030851+0.0034808i,-0.0011506+0.010042i,0.010367+0.011049i,0.010065+0.011385i,0.0068681+0.0069973i,0.0032954+0.0024702i,0.00059238+0.0010753i,-0.0019258-0.0023618i,-0.0032087-0.0096142i,0.00015958-0.017722i,0.005042-0.021408i,0.0057549-0.017938i,0.0038013-0.010369i,0.0022562-0.0054569i,0.001347-0.0055711i,-0.00058312-0.0057097i
-0.0015064+0.00081801i,-0.0068564+0.0032583i,-0.013295+0.01226i,-0.024211+0.029927i,-0.042259+0.043607i,-0.054972+0.025999i,-0.05348-0.014096i,-0.043231-0.034406i,-0.027461-0.025275i,-0.010439-0.011664i,-0.0021687-0.010183i,0.00061576-0.0098203i,0.0056064-0.0042697i,0.00784+0.00069619i,0.0041859+0.0044269i,-0.0019243+0.0092194i,-0.0046652+0.013557i,-0.0017615+0.014596i,0.00036756+0.011085i,-0.0018904+0.007715i,-0.0051925+0.0091159i,-0.0052094+0.010501i,-0.0017697+0.0082485i
-0.0035407-0.0061689i,-0.0019376-0.0127i,0.0033991-0.024503i,0.01509-0.026571i,0.031964-0.0067803i,0.04439+0.014823i,0.041657+0.0062291i,0.016679-0.01861i,-0.013299-0.025572i,-0.021355-0.019975i,-0.013371-0.01584i,-0.0068323-0.012014i,-0.0022337-0.00628i,0.0026909-0.00097877i,0.0070301+0.0034143i,0.01108+0.007028i,0.010184+0.0067474i,0.0016714+0.0011851i,-0.0071496-0.0020257i,-0.0092335-0.0015626i,-0.0069278-0.0015388i,-0.0058086-0.0004602i,-0.0062074+0.0012185i
0.0034946+0.0023839i,0.010408+0.0010311i,0.022018-0.0072348i,0.038968-0.031045i,0.056462-0.052139i,0.060207-0.040092i,0.041499-0.0023201i,0.017082+0.024743i,-0.00064+0.018042i,-0.011302+0.0045592i,-0.012317+0.0050307i,-0.009681+0.0053351i,-0.011294-5.5567e-05i,-0.014163-0.0053952i,-0.013539-0.0084354i,-0.0097347-0.0077388i,-0.0022928-0.0031703i,0.0062087+0.001329i,0.012199+0.00068932i,0.01374-0.0053808i,0.012008-0.011841i,0.0098049-0.014443i,0.0065813-0.012421i
-0.0040987+0.0060004i,-0.011429+0.012761i,-0.020142+0.019172i,-0.026491+0.013231i,-0.029813-0.014268i,-0.04297-0.034797i,-0.058133-0.012161i,-0.045567+0.023397i,-0.014154+0.032722i,0.0018655+0.024286i,0.00095102+0.019028i,-0.00073128+0.015314i,-0.00083277+0.009112i,-0.0014418+0.0041615i,-0.0018807-0.0012422i,-0.0067747-0.0084755i,-0.01546-0.011881i,-0.019097-0.0069586i,-0.014049+0.0030618i,-0.0064742+0.008399i,-0.0030997+0.0095227i,-0.002802+0.010972i,-0.001558+0.010434i
0.0007937-0.0035642i,-0.0034957-0.0086011i,-0.016413-0.0032554i,-0.042615+0.014141i,-0.070644+0.022664i,-0.073685+0.008679i,-0.05405-0.014124i,-0.029934-0.018908i,-0.0069379-0.0018418i,0.0081136+0.0097746i,0.011575+0.0035304i,0.0081174-0.0018895i,0.0082317+0.001442i,0.012188+0.0063167i,0.014775+0.009259i,0.018814+0.0088683i,0.022077+0.00069269i,0.016845-0.013124i,0.0046971-0.018776i,-0.0053078-0.01089i,-0.0075342-0.00012129i,-0.0055149+0.0055379i,-0.0038657+0.0053614i
0.0028214-0.0029382i,0.010121-0.001084i,0.019508-0.0030603i,0.01797-0.0023159i,0.0057264+0.0091847i,0.0077393+0.014971i,0.029583+0.0032496i,0.03626-0.01475i,0.014209-0.020761i,-0.0012276-0.015946i,0.0021114-0.013506i,0.0071593-0.013884i,0.0069077-0.011102i,0.0045021-0.0081462i,0.0025071-0.007357i,0.0013833-0.0054759i,0.0032012+0.0015941i,0.0077817+0.010107i,0.011592+0.009534i,0.012166+0.00040442i,0.0097333-0.0074741i,0.0073834-0.0085709i,0.004888-0.0058038i
-0.0049606+0.003476i,-0.0028004+0.0075538i,0.0097194+0.0054573i,0.034749-0.0072185i,0.048716-0.015729i,0.034661+0.00071463i,0.018975+0.02512i,0.0080675+0.024712i,-0.0063806+0.0016384i,-0.015963-0.01059i,-0.01271-0.0036071i,-0.0047652+0.0011114i,-0.002498-0.0014802i,-0.0043354-0.0040723i,-0.0076023-0.0048875i,-0.012612-0.0045911i,-0.016654-0.0037167i,-0.018599-0.002314i,-0.016916+0.00040886i,-0.012039+0.0014334i,-0.010351-0.0016647i,-0.011729-0.0051782i,-0.010941-0.0049197i
-0.0055979-0.0032478i,-0.011072-0.01141i,-0.010466-0.018228i,0.0033667-0.019386i,0.019607-0.017378i,0.011275-0.016749i,-0.027246-0.013058i,-0.045836-0.0039245i,-0.027522+0.0021091i,-0.0092812+0.0031899i,-0.0077501+0.0058575i,-0.009886+0.0094091i,-0.008498+0.0086675i,-0.0047412+0.0069253i,-0.00040074+0.0087774i,0.00076506+0.013124i,0.0013172+0.013498i,0.0035334+0.0062886i,0.0037764-0.0021002i,0.0019445-0.0013801i,0.002528+0.0053572i,0.0064439+0.0064952i,0.0079232+0.0023241i
0.0061615+0.0020855i,0.0090106+0.0045144i,-0.0041615+0.0080695i,-0.026711+0.0027483i,-0.020784-0.023118i,0.004626-0.050582i,0.0089704-0.061107i,-0.00057229-0.046423i,0.0019011-0.013276i,0.0082679+0.0036967i,0.0062031+0.00040918i,-0.00022356-0.0030823i,-0.0037991-0.0011096i,-0.0021352-0.00069688i,0.0045428-0.0052527i,0.012893-0.011948i,0.014129-0.016422i,0.0054116-0.01131i,-0.0010294-0.00049717i,0.0015429+0.0044382i,0.0057143+0.0053459i,0.0063929+0.008008i,0.0052984+0.0091089i
-0.0022974+0.0023121i,-0.013532+0.010053i,-0.027555+0.013957i,-0.044691+0.004814i,-0.065585-0.0098588i,-0.053136-0.015013i,-0.006315-0.0049725i,0.021108+0.008709i,0.011336+0.010266i,-0.0014958+0.003808i,0.001241-0.0048504i,0.0058604-0.01018i,0.0051896-0.0094657i,0.0010017-0.0087288i,-0.0048047-0.010961i,-0.0059233-0.012504i,0.00040486-0.015406i,0.0063132-0.019477i,0.0054178-0.019472i,0.00040266-0.015967i,-0.0064733-0.015435i,-0.012573-0.014199i,-0.013066-0.0088794i
-0.0034462-0.0049678i,-0.00013513-0.014115i,0.01626-0.018978i,0.024895-0.0064969i,-0.0096469+0.021153i,-0.06769+0.044662i,-0.084368+0.063769i,-0.061508+0.056926i,-0.040053+0.022527i,-0.025311+0.0027601i,-0.0097341+0.0043933i,0.0044903+0.0048759i,0.010223+0.0023762i,0.009053+0.004881i,0.0023047+0.0078218i,-0.010181+0.010418i,-0.0166+0.017705i,-0.0073097+0.022085i,0.0051652+0.01859i,0.0076182+0.013217i,0.004668+0.010567i,0.0021289+0.0077658i,0.0021949+0.00463i
0.010646-0.0046879i,0.028908-0.0014809i,0.051902+0.012162i,0.06804+0.02566i,0.066055+0.024532i,0.034067+0.014442i,-0.017722-0.006824i,-0.043421-0.022797i,-0.031776-0.019171i,-0.014755-0.0043734i,-0.0073985+0.0078933i,-0.004892+0.01061i,-0.0023634+0.0089072i,0.0031561+0.0079445i,0.013155+0.0084767i,0.021572+0.0083525i,0.015924+0.0065754i,-0.003517+0.0047761i,-0.018424+0.0043098i,-0.017755+0.0047184i,-0.0080671+0.005353i,-0.0008067+0.0058508i,2.8241e-05+0.0041322i
-0.0047943+0.013767i,-0.022299+0.026224i,-0.045543+0.02027i,-0.037654-0.01513i,0.029931-0.047038i,0.10034-0.068228i,0.1086-0.079879i,0.077639-0.059713i,0.046877-0.017115i,0.025044+0.004246i,0.0066298+0.00072834i,-0.0090782-0.0020904i,-0.015785-0.00035371i,-0.013852-0.0017223i,-0.0083915-0.0053311i,-0.0004684-0.0094022i,0.008529-0.014578i,0.012307-0.019566i,0.010637-0.022272i,0.0073214-0.021474i,0.0039743-0.018809i,0.0029019-0.014855i,0.0029213-0.011661i
-0.0096581-0.012059i,-0.026053-0.037688i,-0.045951-0.072195i,-0.057599-0.087036i,-0.054913-0.075903i,-0.028822-0.039454i,0.014521+0.013767i,0.036508+0.049794i,0.02739+0.044969i,0.012621+0.017392i,0.0079562-0.0037158i,0.0051848-0.011437i,-0.0005542-0.0087491i,-0.0047594-0.0030328i,-0.011078-0.00241i,-0.019555-0.0025841i,-0.019167+0.00092232i,-0.0064341+0.0074972i,0.0073423+0.014724i,0.0093312+0.017001i,0.0018375+0.015583i,-0.0033851+0.014402i,-0.0026237+0.012571i
0.018553-0.0032581i,0.048163-0.00011122i,0.080092+0.020069i,0.054462+0.043892i,-0.045062+0.048741i,-0.13514+0.049247i,-0.15317+0.062731i,-0.11437+0.051723i,-0.063923+0.012837i,-0.029272-0.0088356i,-0.0064694-0.0072559i,0.011285-0.0030744i,0.02051-0.0048237i,0.02046-0.0066095i,0.017327-0.0032791i,0.012977+0.004242i,0.0043652+0.0088555i,-0.0054002+0.0054961i,-0.012817-0.00052408i,-0.013018-0.0015049i,-0.007632-0.00076021i,-0.0051393-8.8816e-05i,-0.0063577+0.0011749i
0.0018294+0.017471i,-0.0041145+0.058273i,-0.018496+0.10669i,-0.02133+0.11845i,-0.011504+0.073609i,-0.026186+0.0024531i,-0.05488-0.060094i,-0.062077-0.088916i,-0.046109-0.07469i,-0.027528-0.036917i,-0.015974-0.0048996i,-0.0045504+0.0075973i,0.0072738+0.0057459i,0.013205-0.0014579i,0.015806-0.01002i,0.019568-0.018236i,0.019884-0.023158i,0.015052-0.022549i,0.010407-0.018437i,0.0083278-0.014515i,0.0076508-0.012563i,0.0056846-0.011141i,0.0028827-0.0074971i
-0.02237-0.010182i,-0.056306-0.038574i,-0.074304-0.080518i,-0.031948-0.10357i,0.053222-0.085505i,0.12391-0.062923i,0.14001-0.061427i,0.10471-0.047165i,0.049095-0.013161i,0.011209+0.012837i,-0.0031696+0.017287i,-0.014171+0.0091457i,-0.024188+0.0073819i,-0.024377+0.010545i,-0.0199+0.0077522i,-0.014824+0.0014236i,-0.0072718-0.0032006i,-0.0021941-0.00086643i,-0.0023852+0.006351i,-0.0067654+0.010121i,-0.011804+0.0094479i,-0.011482+0.0073111i,-0.0064484+0.0046795i
0.017287-0.016425i,0.056066-0.048973i,0.099627-0.092271i,0.10032-0.10844i,0.064085-0.068786i,0.044259+0.010882i,0.047208+0.084846i,0.042191+0.11386i,0.025326+0.093787i,0.011467+0.05172i,0.0069778+0.017887i,0.0013578-0.0011325i,-0.0087101-0.0066973i,-0.012896+0.0015013i,-0.010906+0.014646i,-0.011994+0.026648i,-0.014641+0.030565i,-0.013019+0.021722i,-0.0093+0.0083228i,-0.0045459+0.00070547i,-0.00010185+0.00031716i,0.0031718+0.0012378i,0.0034006-0.00072686i
0.009464+0.024647i,0.018873+0.070536i,0.019529+0.1258i,-0.0086956+0.12707i,-0.066806+0.064046i,-0.12628+0.010184i,-0.15624+0.0058231i,-0.13076+0.015331i,-0.068043+0.0064808i,-0.020732-0.012412i,-0.0018517-0.019391i,0.010243-0.011126i,0.019752-0.0069463i,0.020077-0.010973i,0.016056-0.013488i,0.012795-0.012462i,0.0095404-0.0082492i,0.0079644-0.0042411i,0.009234-0.002495i,0.0099526-0.0016865i,0.010151-0.00043043i,0.009445+0.0014408i,0.0076024+0.0025481i
-0.025353+0.0011488i,-0.075055+0.0074263i,-0.13463+0.016229i,-0.14729+0.02501i,-0.10538+0.0031673i,-0.069727-0.067071i,-0.057564-0.129i,-0.046374-0.13677i,-0.029074-0.1011i,-0.01048-0.056085i,-0.0023776-0.026052i,-0.00044816-0.0076468i,0.0053532+0.0022446i,0.0084428-0.0020531i,0.005658-0.015544i,0.0029066-0.029192i,0.0012447-0.034623i,-0.00064398-0.026032i,-0.0027677-0.010826i,-0.0042481-0.0017424i,-0.0064784-0.00042003i,-0.0094789+0.00073404i,-0.0095431+0.0032805i
0.0043436-0.023415i,0.022636-0.066969i,0.046983-0.10655i,0.062164-0.095091i,0.070871-0.037717i,0.091969+0.014071i,0.11102+0.027811i,0.09588+0.013813i,0.045718+8.1309e-05i,0.0046378+0.010388i,-0.0025958+0.019942i,-0.0028775+0.0075595i,-0.0094008+0.00059677i,-0.007895+0.0085331i,-0.00069545+0.014936i,0.0020662+0.017112i,0.0018644+0.012761i,0.0016869+0.0031536i,0.00069324-0.0040775i,0.0013571-0.0041108i,0.002073-0.001967i,7.0234e-05-0.0045984i,-0.0024667-0.0059101i
0.020747+0.017506i,0.061329+0.046255i,0.10715+0.058056i,0.11048+0.028292i,0.061284+0.0087854i,0.0018049+0.056147i,-0.023416+0.12534i,-0.013742+0.13739i,-0.0034632+0.097123i,-0.0061689+0.052845i,-0.0070487+0.027823i,-0.002977+0.012513i,-0.0048499+0.0024506i,-0.004634+0.0026705i,0.0019692+0.0081501i,0.0079424+0.016593i,0.012467+0.022657i,0.012634+0.018778i,0.0089421+0.0085956i,0.0041509-0.00026626i,0.00021251-0.0039124i,-0.00013397-0.0030135i,0.00042343-0.0033908i
-0.024163+0.014027i,-0.059497+0.027971i,-0.084676+0.042835i,-0.0639+0.028035i,-0.036107-0.029812i,-0.05049-0.088067i,-0.086402-0.09587i,-0.095849-0.046748i,-0.06015+0.0028958i,-0.020796+0.0011675i,-0.012438-0.015634i,-0.013228-0.0098129i,-0.0075609-0.0032033i,-0.0066663-0.0077984i,-0.0071379-0.013871i,-0.0046076-0.020628i,-0.0042886-0.021874i,-0.0063587-0.014781i,-0.0082747-0.0065142i,-0.0085015-0.0028685i,-0.0068176-0.00068079i,-0.0035489+0.0035455i,0.0008716+0.0051817i
0.0011076-0.026237i,-0.0020297-0.06006i,-0.0085061-0.080197i,-0.010781-0.048798i,0.018054-0.010013i,0.066523-0.03678i,0.078177-0.092488i,0.046479-0.10197i,0.012331-0.069647i,0.0047113-0.036394i,0.0069328-0.020822i,0.0027137-0.011178i,0.0028124-0.0011348i,0.0027682+0.0013405i,-0.0073299+0.0025743i,-0.017899+0.0039828i,-0.019173+0.0012166i,-0.012086-0.0019854i,-0.0046046-0.0016903i,-0.0014296+0.0042067i,0.00081941+0.011106i,0.0024181+0.012233i,0.0022956+0.010283i
0.020247+0.010729i,0.036711+0.029451i,0.027616+0.043836i,-0.019942+0.043284i,-0.056107+0.048089i,-0.037539+0.086078i,0.018651+0.10607i,0.061028+0.05525i,0.052499-0.0077989i,0.019079-0.0090287i,0.012699+0.015808i,0.02004+0.01288i,0.016877+0.0046976i,0.017522+0.0047693i,0.01955+0.0023634i,0.01616+0.0027288i,0.010571+0.004641i,0.0044185+0.0062534i,0.0038764+0.008122i,0.0054567+0.0047268i,0.0014322-0.0026711i,-0.0073188-0.0054983i,-0.01345-0.0030537i
-0.023945+0.0040027i,-0.054552+0.010007i,-0.070094-0.0078961i,-0.070562-0.055471i,-0.1068-0.085922i,-0.16387-0.067311i,-0.16843-0.01627i,-0.10979+0.018432i,-0.046083+0.016961i,-0.02043+0.010227i,-0.010124+0.012399i,0.0034999+0.0070412i,0.0049201-0.0035499i,0.0040428-0.0062169i,0.014404-0.010108i,0.025552-0.018725i,0.027857-0.02379i,0.016651-0.024075i,0.0013979-0.018732i,-0.0026746-0.013498i,0.0014728-0.011184i,0.0057198-0.0089737i,0.0071128-0.0085661i
0.0063615-0.02177i,0.035195-0.046523i,0.087967-0.053508i,0.14418-0.035692i,0.16106-0.043298i,0.10628-0.087357i,0.010897-0.10534i,-0.062908-0.055491i,-0.071245+0.0073614i,-0.031444+0.01309i,-0.0095333-0.011715i,-0.015151-0.016565i,-0.020653-0.010631i,-0.02598-0.0053275i,-0.028562+0.0028595i,-0.026187+0.0064992i,-0.01952+0.0034306i,-0.0060306-0.0013841i,0.0055731-0.0064408i,0.0076382-0.0042675i,0.0064693+0.004686i,0.010185+0.01057i,0.013035+0.011427i
