6.8443e-05-0.001173i,-0.00057295-0.0013426i,-0.00065225-0.0016615i,-0.0020042-0.001377i,-0.0047148-0.0010147i,-0.005844+0.00047569i,-0.0045328+0.0019005i,-0.001875+0.0027113i,-0.00025697+0.0031044i,0.0001739+0.0025175i,0.00033822+0.00071474i,0.00043557-1.7367e-05i,0.00023014-0.00012674i,-0.0004758-0.00022555i,-0.00056683+0.00031113i,-0.00057305+0.00048021i,-0.0012166+2.6993e-06i,-0.00094618-0.00076579i,-7.9812e-05-0.00070536i,-0.00020558-0.00028042i,-0.00015163-0.0003492i,0.00080178+0.00026728i,0.00078146+0.0010912i
0.018221+0.023216i,0.031615+0.064586i,0.039527+0.11893i,0.053623+0.147i,0.10566+0.13366i,0.16732+0.1013i,0.15841+0.065976i,0.081547+0.033578i,0.010015+0.01748i,-0.013346+0.0089344i,-0.011983-0.0053068i,-0.016396-0.01125i,-0.013259-0.0051189i,-0.00059678-0.0026026i,0.0014361+0.0018069i,-0.0033483+0.014454i,-0.0072815+0.024807i,-0.0069655+0.030728i,-0.003665+0.03126i,-0.0041989+0.024207i,-0.010111+0.011923i,-0.018523+0.002116i,-0.022709-0.00057443i
-0.027017+0.0026168i,-0.08393-0.011759i,-0.17057-0.054654i,-0.24092-0.085243i,-0.25013-0.065725i,-0.19863-0.019726i,-0.10365+0.019804i,-0.0082239+0.022146i,0.033866-0.010091i,0.013387-0.022229i,-0.0079478-0.0012025i,-0.00039174+0.016357i,0.010941+0.021121i,0.018594+0.016929i,0.02362+0.0015115i,0.023098-0.010461i,0.018051-0.011479i,0.0042189-0.010844i,-0.0091723-0.013028i,-0.012078-0.016003i,-0.0088267-0.016475i,-0.003981-0.01401i,0.0013226-0.012546i
0.011967-0.035164i,0.045695-0.08825i,0.090424-0.14363i,0.070653-0.16536i,-0.048724-0.14509i,-0.1555-0.10828i,-0.15126-0.073422i,-0.074284-0.036057i,-0.010554-0.0079338i,0.011362+0.0078426i,0.013763+0.018071i,0.012966+0.015832i,-0.00089825+0.0061166i,-0.017566+0.0024734i,-0.019453-0.0037146i,-0.015205-0.017887i,-0.0091439-0.030521i,0.0011831-0.036855i,0.012947-0.032102i,0.021176-0.017074i,0.022777-0.0010518i,0.022184+0.0077934i,0.019952+0.0080396i
0.020899+0.031481i,0.060442+0.10517i,0.11314+0.1926i,0.17587+0.21526i,0.22943+0.15877i,0.2137+0.096953i,0.12758+0.056284i,0.028995+0.022718i,-0.027468+0.017227i,-0.021078+0.021975i,0.0065637+0.0069127i,0.015388-0.014279i,0.014242-0.027173i,0.010647-0.025666i,0.0047814-0.0075676i,0.00078284+0.008906i,-0.00023015+0.014314i,-8.3973e-05+0.016991i,-0.0032934+0.022323i,-0.006705+0.024803i,-0.0084901+0.017808i,-0.013024+0.0073872i,-0.015195+0.0026672i
-0.049419+0.010732i,-0.13014+0.018424i,-0.20292+0.029702i,-0.15636+0.0317i,-0.0075291-0.00077892i,0.097111-0.043295i,0.080264-0.045077i,0.026267-0.025149i,-0.0014913-0.026484i,-0.014526-0.029775i,-0.012774-0.024231i,-0.0057293-0.014318i,0.0056174+0.0025569i,0.021353+0.0084445i,0.025886+0.0026119i,0.023133+0.0032627i,0.017396+0.008066i,0.0040779+0.0087583i,-0.008501+0.00090578i,-0.014736-0.011713i,-0.015897-0.016445i,-0.014297-0.010855i,-0.011164-0.0013366i
0.013441-0.043694i,0.046561-0.12455i,0.061551-0.2183i,-0.015913-0.2409i,-0.1476-0.19224i,-0.20154-0.16001i,-0.15206-0.13129i,-0.075209-0.075708i,-0.022934-0.029993i,-0.011123-0.0098675i,-0.022697-9.0165e-06i,-0.02868+0.005295i,-0.0316+0.0088936i,-0.030499+0.0067467i,-0.020569-0.0050693i,-0.012812-0.016491i,-0.0080057-0.020859i,0.0023906-0.019232i,0.015334-0.015959i,0.018712-0.011797i,0.012973-0.0050387i,0.0094374-0.000899i,0.0061588-0.002319i
0.043678+0.030692i,0.10381+0.093076i,0.14805+0.15507i,0.10092+0.15479i,-0.022956+0.13411i,-0.097742+0.15719i,-0.067295+0.1433i,-0.03155+0.082779i,-0.024704+0.047505i,-0.0084261+0.031499i,0.004845+0.015873i,0.0086325+0.0025131i,0.0066795-0.010438i,-0.0037766-0.0077943i,-0.011916+0.0067735i,-0.01447+0.011986i,-0.012856+0.0093606i,-0.009008+0.0075614i,-0.0079455+0.010843i,-0.0075006+0.016227i,-0.0029915+0.015771i,0.0018437+0.010867i,0.0045087+0.0039818i
-0.057375+0.021463i,-0.1497+0.043115i,-0.20829+0.051655i,-0.11944+0.039202i,0.054166+0.033193i,0.1256+0.043419i,0.075706+0.06065i,0.022867+0.054935i,-0.00016754+0.032829i,0.00023715+0.021367i,0.013204+0.010925i,0.014518+0.0028165i,0.012326+0.0042303i,0.014964+0.0047993i,0.015494+0.0067046i,0.017277+0.013044i,0.01637+0.011945i,0.0030984+0.0028229i,-0.012824-0.0010927i,-0.012597+0.00059607i,-0.003655+7.5162e-05i,-0.0019659+0.0036378i,-0.00036011+0.012008i
0.0098029-0.065492i,0.034891-0.15409i,0.059911-0.21918i,0.070507-0.20039i,0.07389-0.19747i,0.054153-0.24829i,0.0032444-0.22591i,-0.019135-0.12575i,-0.0077968-0.062295i,-0.016901-0.039945i,-0.023936-0.016047i,-0.013413-0.0050104i,-0.0050613-0.0039973i,0.0046987-0.006757i,0.010855-0.020301i,0.0058695-0.030813i,-0.00019934-0.027309i,0.0029966-0.017604i,0.010605-0.014089i,0.0089922-0.015242i,0.001091-0.011782i,-0.0012929-0.0091555i,-0.0021858-0.011708i
0.046487+0.044202i,0.10852+0.12396i,0.1322+0.20751i,0.043601+0.21169i,-0.089013+0.15844i,-0.12389+0.1099i,-0.071783+0.056805i,-0.026266+0.01068i,-0.002574-0.0090721i,0.0088807-0.01382i,0.0043458-0.0094163i,-0.00043163+0.00047833i,-0.0018302+0.0053658i,-0.0052471+0.0053516i,-0.0055308+0.0014665i,-0.0027357-0.0076433i,-0.0001872-0.014147i,0.0039045-0.012369i,0.0096077-0.0072267i,0.010996-0.0043469i,0.0087677-0.0034108i,0.0052295-0.0024004i,-0.00013107-0.0022292i
-0.061592+0.025156i,-0.1587+0.041522i,-0.23702+0.01957i,-0.19499-0.022436i,-0.078025+0.014256i,-0.0087978+0.11983i,0.018609+0.1556i,0.021899+0.097247i,-0.00033171+0.047146i,-0.0049524+0.032053i,0.003924+0.018085i,0.0029626+0.0019289i,-0.0010562-0.0080782i,-0.0025658-0.0040583i,0.0025108+0.011497i,0.012705+0.023037i,0.016926+0.025043i,0.0084882+0.018905i,-0.0075615+0.015377i,-0.013046+0.016376i,-0.0033713+0.011029i,0.0014971+0.0026858i,-0.0021282+0.00079075i
0.014619-0.06943i,0.061392-0.17999i,0.15863-0.27727i,0.24203-0.29243i,0.22407-0.28821i,0.13246-0.29155i,0.036244-0.21735i,-0.020257-0.09887i,-0.042851-0.029264i,-0.047178-0.0040625i,-0.028144+0.0036439i,-0.0080835+0.0045955i,0.0030985+0.0093714i,0.010945+0.0088041i,0.0048162-0.00031798i,-0.0086138-0.0049528i,-0.014672-0.0017844i,-0.014612+0.0023292i,-0.0099581-0.0006678i,-0.0099004-0.0069562i,-0.018144-0.0083591i,-0.018833-0.0061341i,-0.0098171-0.0085719i
0.06014+0.044216i,0.12582+0.1494i,0.13164+0.28347i,0.0082418+0.32991i,-0.14484+0.22527i,-0.19264+0.062697i,-0.15613-0.027513i,-0.10958-0.025673i,-0.062498+0.0029492i,-0.02119+0.016823i,-0.0015211+0.013361i,-0.0060424+0.0073199i,-0.019462+0.01019i,-0.02288+0.0065685i,-0.020248-0.0074395i,-0.017991-0.018002i,-0.013184-0.02364i,-0.0035134-0.025122i,0.0090885-0.019498i,0.014406-0.010253i,0.0075758+0.00067723i,-0.0036065+0.013379i,-0.0069591+0.023608i
-0.079322+0.030759i,-0.22543+0.047535i,-0.40261+0.031694i,-0.45033+0.024905i,-0.31523+0.12026i,-0.14279+0.24098i,-0.031339+0.21943i,0.0248+0.099128i,0.040456+0.01353i,0.036342-0.019127i,0.02561-0.031063i,0.022412-0.039856i,0.023126-0.048656i,0.016481-0.03865i,0.014466-0.013087i,0.018026+0.0048155i,0.022856+0.0093073i,0.022575+0.006039i,0.010649+0.0051167i,0.0028554+0.0099247i,0.0098771+0.0099524i,0.015758+0.0028332i,0.011883+0.00039907i
0.012732-0.089677i,0.080437-0.23973i,0.24091-0.40716i,0.4291-0.46995i,0.50172-0.41197i,0.40861-0.30343i,0.23513-0.17657i,0.11375-0.067351i,0.074014-0.024881i,0.045944-0.030206i,0.011451-0.017486i,0.0049153+0.013141i,0.020446+0.02944i,0.032558+0.029602i,0.031711+0.0217i,0.022589+0.013715i,0.0079259+0.011247i,-0.0059564+0.0148i,-0.006549+0.016151i,-0.00040317+0.0073824i,-0.00048299-0.0043728i,-0.00031354-0.01215i,0.0041099-0.02042i
0.073012+0.060007i,0.19018+0.19785i,0.30493+0.37175i,0.30424+0.38178i,0.16923+0.13185i,0.0011367-0.1352i,-0.099907-0.16706i,-0.11562-0.055375i,-0.10023+0.014497i,-0.089265+0.039856i,-0.064526+0.04929i,-0.047169+0.036492i,-0.050798+0.023091i,-0.045648+0.016206i,-0.025097+0.0052072i,-0.0076124-0.0076419i,-0.00073226-0.019257i,-7.9632e-05-0.028624i,-0.0021181-0.029765i,-0.0058406-0.02022i,-0.011575-0.0021659i,-0.01661+0.015581i,-0.016346+0.02141i
-0.084621+0.038325i,-0.28055+0.080437i,-0.57081+0.12468i,-0.78806+0.17347i,-0.79156+0.24218i,-0.59969+0.29092i,-0.33205+0.23706i,-0.1479+0.1028i,-0.092254+0.017489i,-0.06015+0.0061808i,-0.011177-0.0057436i,0.016279-0.029142i,0.016149-0.039136i,0.004105-0.038235i,-0.0076393-0.03016i,-0.0060364-0.019383i,0.010093-0.011966i,0.023686-0.010619i,0.019989-0.015846i,0.0062104-0.016628i,0.0030146-0.010604i,0.0080523-0.007713i,0.0038333-0.0025886i
0.0043867-0.10482i,0.04581-0.29677i,0.11487-0.53473i,0.14581-0.57775i,0.13714-0.3258i,0.16536-0.053728i,0.18254+0.0016699i,0.12406-0.047251i,0.065732-0.049924i,0.050005-0.03346i,0.031089-0.032832i,0.0024204-0.02209i,-0.0059798+0.0017472i,0.0102+0.014488i,0.021127+0.01175i,0.0095144+0.0077299i,-0.0097198+0.012037i,-0.021697+0.021988i,-0.017722+0.030505i,-0.00034684+0.023082i,0.010291-0.0010788i,0.0095669-0.019872i,0.0101-0.022819i
0.092296+0.053864i,0.26938+0.17573i,0.52377+0.32793i,0.73189+0.31135i,0.74208+0.055892i,0.50609-0.1891i,0.19935-0.19971i,0.039697-0.067822i,0.017249+0.0030812i,0.0048968+0.0098085i,-0.016006+0.024598i,-0.010796+0.028835i,0.00029456+0.014945i,-0.00089602+0.012351i,-0.0054401+0.012911i,-0.015741+0.0066108i,-0.028328+0.00022274i,-0.034246-0.0068812i,-0.034035-0.0087315i,-0.027904-0.00038168i,-0.024118+0.013151i,-0.026579+0.022765i,-0.021768+0.022232i
-0.10298+0.057754i,-0.30054+0.15376i,-0.53138+0.26246i,-0.59023+0.28401i,-0.46515+0.18071i,-0.34972+0.071688i,-0.27573+0.074183i,-0.15872+0.10545i,-0.054959+0.0808i,-0.012873+0.048085i,0.016211+0.038661i,0.035811+0.035161i,0.034146+0.024032i,0.020025-0.0046108i,0.0062337-0.030422i,0.012112-0.039752i,0.028939-0.043525i,0.037732-0.03915i,0.030652-0.027895i,0.011416-0.013734i,0.0017973-0.00010778i,0.0045036+0.0056609i,0.0011188+0.0069075i
-0.0012645-0.11864i,-0.0064977-0.34187i,-0.070339-0.60534i,-0.2303-0.63496i,-0.34169-0.36433i,-0.2295-0.06854i,-0.023715+0.016756i,0.044821-0.030297i,0.012069-0.041627i,0.0062161-0.025298i,0.019675-0.041075i,0.0092681-0.06285i,-0.010619-0.054684i,-0.01059-0.023773i,0.0066158+0.01294i,0.026249+0.040686i,0.041906+0.046619i,0.043405+0.036825i,0.034977+0.02675i,0.031955+0.012885i,0.031025-0.0050649i,0.028551-0.014696i,0.024307-0.014853i
0.12236+0.058247i,0.32484+0.17853i,0.56488+0.31199i,0.6297+0.28528i,0.47046+0.10043i,0.28595-0.058487i,0.15453-0.12648i,0.033628-0.11645i,-0.034979-0.068354i,-0.046572-0.037756i,-0.052436-0.023087i,-0.046293-0.0063113i,-0.020466+0.0063931i,-0.00043334+0.016067i,-0.0045026+0.017732i,-0.033186+0.014178i,-0.059798+0.021905i,-0.059677+0.027209i,-0.037306+0.016386i,-0.019164+0.0038805i,-0.0214+0.0028553i,-0.030714+0.0094644i,-0.026869+0.011915i
-0.12147+0.082897i,-0.33053+0.20748i,-0.52125+0.34136i,-0.43812+0.38114i,-0.18224+0.27051i,-0.11214+0.082524i,-0.1832+0.0075546i,-0.16474+0.032949i,-0.095536+0.02717i,-0.065702+0.006061i,-0.053971+0.012559i,-0.042696+0.029917i,-0.032083+0.038476i,-0.014647+0.021288i,0.012508-0.019443i,0.033303-0.06568i,0.030647-0.095182i,0.01493-0.091656i,-0.0011663-0.064834i,-0.014551-0.032301i,-0.015327-0.0073422i,-0.011212+0.0027964i,-0.014475+0.0032605i
-0.0044933-0.17535i,0.017641-0.45917i,0.041264-0.73306i,0.0016875-0.7106i,-0.070171-0.41345i,-0.072123-0.11235i,-0.021978+0.037597i,0.036324+0.055892i,0.065294+0.017264i,0.058187-0.0078981i,0.064462-0.011051i,0.072141-0.03513i,0.0401-0.064169i,-0.0031362-0.051194i,-0.019571+0.00067902i,-0.00076593+0.05098i,0.035494+0.06673i,0.055789+0.050062i,0.051313+0.023755i,0.040116+0.0035903i,0.035061-0.0084644i,0.036962-0.015658i,0.035813-0.013856i
0.15868+0.12135i,0.39052+0.32757i,0.58133+0.49198i,0.52135+0.37669i,0.29355+0.10786i,0.13619-0.02505i,0.087814-0.045192i,0.046522-0.044341i,0.0089057-0.0068344i,-0.00053852+0.036834i,-0.0065042+0.048177i,-0.006503+0.045988i,0.011171+0.036873i,0.023343+0.013463i,0.001492-0.012564i,-0.044856-0.017642i,-0.07675-0.00093381i,-0.083236+0.012838i,-0.067875+0.017271i,-0.03844+0.015901i,-0.022366+0.0064542i,-0.0203+0.0015741i,-0.013546+0.00063071i
-0.2245+0.059688i,-0.58032+0.12734i,-0.89527+0.18677i,-0.81806+0.20266i,-0.47825+0.13676i,-0.26771+0.02558i,-0.20454-0.0025796i,-0.14742+0.031273i,-0.093917+0.037571i,-0.059037+0.014929i,-0.04061-0.0070017i,-0.040411-0.0016409i,-0.029425+0.030543i,0.0086269+0.037355i,0.051018-0.0044631i,0.068927-0.062954i,0.058043-0.10214i,0.034204-0.10113i,0.0048568-0.06876i,-0.018906-0.029815i,-0.020873+0.0037333i,-0.01181+0.023122i,-0.0083263+0.02608i
0.1145-0.23404i,0.31504-0.58147i,0.49118-0.85314i,0.42121-0.73652i,0.20497-0.37564i,0.10431-0.12573i,0.077365-0.039101i,0.033699-0.0058683i,0.0010889+0.0037762i,-0.0016552+0.0032989i,0.020675-0.00067883i,0.033017-0.019408i,0.011674-0.034664i,-0.023815-0.017031i,-0.037968+0.032348i,-0.013823+0.079316i,0.022539+0.092829i,0.042907+0.07822i,0.045566+0.049036i,0.033181+0.019301i,0.016509+0.0033227i,0.0030478-0.0047983i,-0.010075-0.0054984i
0.11363+0.2692i,0.26928+0.69736i,0.41412+1.0428i,0.43123+0.87211i,0.31349+0.37425i,0.17374+0.054315i,0.10088-0.051608i,0.043839-0.10142i,-0.020285-0.10215i,-0.054561-0.059323i,-0.055098-0.025702i,-0.038261-0.024245i,-0.020384-0.033815i,-0.0090737-0.033107i,-0.018304-0.025439i,-0.044765-0.0066531i,-0.05467+0.020669i,-0.043488+0.032522i,-0.025403+0.024441i,-0.0074474+0.0073271i,-0.0013382-0.014209i,-0.0018302-0.02906i,0.0016745-0.036536i
-0.30339-0.11362i,-0.75183-0.30975i,-1.1338-0.47165i,-1.0273-0.38553i,-0.58749-0.17002i,-0.32195-0.073742i,-0.27841-0.038269i,-0.21539+0.017196i,-0.093599+0.041532i,0.0012923+0.018933i,0.033475+0.00010747i,0.032743+0.01957i,0.03484+0.047585i,0.048225+0.045983i,0.065944+0.0078881i,0.061563-0.050859i,0.029818-0.087372i,0.00084019-0.076664i,-0.0086667-0.039397i,-0.0042774-0.0079214i,-0.00044287+0.0091742i,0.001844+0.024857i,0.01385+0.035913i
0.3081-0.14659i,0.76796-0.37007i,1.1366-0.58441i,0.96194-0.58272i,0.46419-0.32823i,0.19005-0.035154i,0.14673+0.091152i,0.12462+0.10616i,0.092364+0.090267i,0.057083+0.06368i,0.022769+0.048583i,-0.00445+0.024088i,-0.030002-0.0075611i,-0.049847-0.010851i,-0.049644+0.017158i,-0.02052+0.039513i,0.006658+0.024097i,0.008331-0.010462i,0.00047405-0.023965i,-0.0003918-0.012371i,0.0039907-0.0031628i,-0.0054417-0.0079792i,-0.026507-0.0060096i
-0.11792+0.33117i,-0.28304+0.83658i,-0.36751+1.2817i,-0.20283+1.1526i,0.027763+0.55097i,0.1081+0.088379i,0.1246-0.024551i,0.12646-0.036847i,0.078902-0.067773i,0.0071654-0.074421i,-0.029362-0.06106i,-0.018315-0.049732i,0.0071769-0.046277i,0.021965-0.051152i,0.016139-0.054798i,0.0025695-0.02994i,0.022092+0.015666i,0.061522+0.034407i,0.06202+0.010748i,0.02149-0.013331i,-0.0078382-0.0042904i,0.00094625+0.010764i,0.012684+0.0036744i
-0.12911-0.30299i,-0.36546-0.75393i,-0.65071-1.0987i,-0.76406-0.95102i,-0.64688-0.56456i,-0.47423-0.3859i,-0.37366-0.32913i,-0.28624-0.21686i,-0.19932-0.099684i,-0.1121-0.025677i,-0.023573-0.0040576i,0.010066+0.0045093i,0.010418+0.034399i,0.026385+0.042545i,0.043549+0.013547i,0.038234-0.02635i,0.0019946-0.045035i,-0.040501-0.020125i,-0.047726+0.017677i,-0.024057+0.023238i,-0.010911+0.0077027i,-0.010823+0.01026i,0.0056215+0.024548i
0.26216+0.1106i,0.69956+0.24401i,1.1137+0.23732i,1.0455+0.028076i,0.56931-0.090121i,0.16102-0.022456i,-0.034854+0.0379i,-0.12786+0.056069i,-0.13608+0.066955i,-0.085386+0.070725i,-0.033111+0.063125i,-0.0050225+0.024826i,-0.012364-0.012002i,-0.023356-0.010983i,-0.02634+0.0060998i,-0.032857+0.015482i,-0.040766-0.00069295i,-0.050755-0.035593i,-0.047793-0.042518i,-0.016047-0.017685i,0.015327-0.010892i,0.0069283-0.030089i,-0.022056-0.04085i
-0.2164+0.088036i,-0.54674+0.2782i,-0.78789+0.58009i,-0.55876+0.7713i,-0.038053+0.66068i,0.24174+0.4034i,0.21264+0.18803i,0.11551+0.037177i,0.058145-0.042722i,0.021115-0.081244i,-0.027313-0.077228i,-0.046055-0.03213i,-0.026122-0.00084397i,-0.0059254+0.012161i,0.0095373+0.014743i,0.019587+0.010247i,0.038814+0.017444i,0.065385+0.019538i,0.057885+0.00063418i,0.011984-0.0085389i,-0.015782+0.014424i,0.0027167+0.034736i,0.018062+0.028088i
0.053921-0.16299i,0.12283-0.45414i,0.10959-0.77889i,-0.046248-0.84303i,-0.1906-0.65033i,-0.20935-0.41745i,-0.14578-0.17491i,-0.044479+0.019219i,0.016432+0.07099i,0.020285+0.066955i,0.045335+0.063811i,0.068364+0.038196i,0.046923+0.01239i,0.0012504-0.0039134i,-0.023049-0.0019516i,0.0038444+0.010028i,0.033042+0.0059306i,0.026704+0.0067021i,0.01555+0.017255i,0.016227+0.0069162i,0.0091497-0.017019i,-0.0094418-0.022115i,-0.014657-0.0063655i
0.075674+0.082614i,0.21564+0.23777i,0.40759+0.36896i,0.44516+0.27816i,0.20469+0.094002i,-0.070851+0.080151i,-0.17682+0.1168i,-0.19557+0.084185i,-0.17656+0.079091i,-0.11683+0.10393i,-0.067504+0.085752i,-0.051369+0.028453i,-0.0437-0.0097301i,-0.014024-0.01649i,0.0091918-0.030058i,-0.014313-0.0482i,-0.053412-0.048614i,-0.062292-0.04194i,-0.041184-0.033913i,-0.012754-0.024333i,0.0016717-0.024357i,-0.0048637-0.026129i,-0.012554-0.025864i
-0.080937+0.059843i,-0.26667+0.11789i,-0.51657+0.14666i,-0.6353+0.14637i,-0.52384+0.121i,-0.26972+0.051639i,0.02791+0.0017236i,0.2284-0.029706i,0.24011-0.080548i,0.15229-0.13304i,0.061253-0.16284i,-0.0030456-0.1257i,-0.0046645-0.054278i,0.022274-0.020733i,0.026086-0.016436i,0.012681-0.020363i,0.003423-0.024704i,0.0011238-0.021083i,-0.0097706-0.011216i,-0.026452+0.0091659i,-0.026456+0.037726i,-0.0094588+0.053217i,0.0062032+0.049633i
-0.023582-0.14889i,-0.013277-0.32777i,0.079874-0.43171i,0.21961-0.3648i,0.29669-0.30151i,0.1902-0.33937i,-0.10181-0.26381i,-0.29932-0.045904i,-0.26187+0.067658i,-0.15697+0.066554i,-0.056427+0.092079i,0.033587+0.10721i,0.059778+0.082607i,0.053739+0.05027i,0.053622+0.028909i,0.07023+0.035942i,0.10347+0.041406i,0.10227+0.027043i,0.058698+0.017217i,0.021743+0.010142i,0.0018403-0.0035773i,-0.015818-0.012836i,-0.027569-0.005143i
0.19417+0.11421i,0.42175+0.25519i,0.53769+0.33431i,0.41918+0.23774i,0.20396+0.074866i,0.056487-0.005667i,0.012376-0.096952i,-0.032522-0.20086i,-0.086392-0.16283i,-0.065957-0.036556i,-0.015903+0.0038638i,-0.021039-0.039229i,-0.057275-0.055194i,-0.058562-0.016214i,-0.026767+0.0077987i,-0.022321-0.018534i,-0.057017-0.045536i,-0.078922-0.047748i,-0.059523-0.045659i,-0.025629-0.042492i,-0.007702-0.031365i,-0.0028826-0.015168i,-0.00020698-0.011826i
-0.28508+0.042034i,-0.61843+0.064238i,-0.7712+0.033538i,-0.52859-0.095917i,-0.13828-0.23791i,0.14414-0.23812i,0.26023-0.084438i,0.26383+0.050442i,0.19343+0.051672i,0.078392-0.0070111i,0.0043865-0.018426i,0.0020278+0.0067169i,0.026811+0.010415i,0.037805-0.013233i,0.025523-0.03669i,0.021797-0.032283i,0.046918-0.0079527i,0.073049+0.018985i,0.068932+0.039724i,0.043321+0.044262i,0.026959+0.043572i,0.028234+0.038818i,0.025369+0.02857i
0.22226-0.21123i,0.48935-0.42683i,0.60028-0.5087i,0.36826-0.2915i,0.016255+0.023448i,-0.2381+0.10507i,-0.40921-0.0095976i,-0.50116-0.088158i,-0.48119-0.067995i,-0.3619-0.0028482i,-0.2185+0.040952i,-0.12818+0.050668i,-0.095408+0.058065i,-0.072305+0.064771i,-0.050344+0.069395i,-0.051511+0.078973i,-0.067393+0.077919i,-0.077782+0.038453i,-0.067287-0.0094173i,-0.040259-0.021232i,-0.026255-0.013671i,-0.028542-0.0068121i,-0.025-0.0095262i
-0.092409+0.31932i,-0.17636+0.67035i,-0.24131+0.80827i,-0.27424+0.44457i,-0.41593-0.085439i,-0.57587-0.23076i,-0.43089-0.021031i,-0.064228+0.11496i,0.17934+0.053229i,0.23821-0.034693i,0.22831-0.10562i,0.17727-0.17004i,0.10053-0.17807i,0.041782-0.14255i,0.02192-0.11454i,0.033282-0.11559i,0.040269-0.12658i,0.021355-0.10303i,-0.0044216-0.053622i,-0.015157-0.031356i,-0.0163-0.03279i,-0.018932-0.022151i,-0.012992+0.0011475i
-0.070349-0.33142i,-0.22153-0.72472i,-0.30919-0.88231i,-0.1412-0.50712i,0.31032-0.0041913i,0.67743+0.094307i,0.55464-0.077682i,0.12923-0.1063i,-0.16686-0.016566i,-0.26076+0.018343i,-0.25737+0.064001i,-0.17899+0.12625i,-0.072053+0.12822i,0.015024+0.086424i,0.057907+0.019465i,0.036641-0.044282i,0.0059024-0.074039i,0.016429-0.080657i,0.042101-0.061414i,0.050576-0.025744i,0.029256-0.0036019i,-0.011677-0.00079689i,-0.039988-0.0022713i
0.21154+0.22264i,0.48598+0.5197i,0.64759+0.5711i,0.34348+0.096908i,-0.39184-0.56098i,-1.0605-0.78756i,-1.1889-0.46011i,-0.80077-0.10607i,-0.34774-0.041969i,-0.099092-0.046792i,0.02014-0.036793i,0.034977-0.057018i,-0.013679-0.026743i,-0.011618+0.034577i,0.025166+0.071221i,0.073074+0.094637i,0.13379+0.074342i,0.13622+0.00093987i,0.041377-0.06562i,-0.058612-0.060032i,-0.06985-0.01013i,-0.034527+0.010611i,-0.024516+0.0085702i
-0.21536-0.090289i,-0.50046-0.21615i,-0.64168-0.29257i,-0.38141-0.22288i,0.091232-0.1391i,0.31935-0.16221i,0.14493-0.19563i,-0.1456-0.13947i,-0.23307-0.037252i,-0.15355+0.033653i,-0.034423+0.065519i,0.059179+0.030029i,0.05915-0.032967i,0.023131-0.043563i,0.022554-0.045943i,0.023176-0.081659i,0.0052472-0.0924i,-0.012549-0.041874i,0.0076695+0.004386i,0.043318-0.029479i,0.031575-0.081798i,0.010311-0.081394i,0.0094098-0.065568i
0.115+0.018126i,0.34223+0.02823i,0.48978+0.10965i,0.49344+0.10056i,0.4765-0.099087i,0.511-0.32054i,0.43695-0.4295i,0.18235-0.37129i,-0.096827-0.16578i,-0.18144-0.0025475i,-0.12521-0.020447i,-0.11508-0.096925i,-0.13741-0.083123i,-0.096216-0.018756i,-0.0011968+0.0026372i,0.083965-0.007526i,0.11991-0.0052999i,0.086457+0.0039089i,0.027878+0.024966i,0.0080886+0.062729i,0.010674+0.0957i,0.0086714+0.10659i,0.0052465+0.094139i
-0.30088+7.5093i,2.3025+7.0415i,5.4439+6.5907i,6.7432+3.6079i,6.2445+0.018628i,3.8311-2.3836i,0.84569-1.9708i,-0.49005-0.084475i,-0.025437+1.1683i,0.79472+0.96086i,0.60494-0.021032i,-0.25878-0.56765i,-0.98132-0.49209i,-1.3463-0.015085i,-1.1528+0.51354i,-0.63904+0.70511i,-0.2365+0.55736i,-0.12299+0.21985i,-0.25886-0.073629i,-0.40525-0.15126i,-0.39523-0.15355i,-0.27307-0.1599i,-0.10863-0.1617i
0.069171-0.10998i,0.25274-0.24847i,0.33601-0.40279i,0.13032-0.34122i,-0.222+0.11332i,-0.26867+0.72467i,0.01698+0.90783i,0.18549+0.57843i,0.11808+0.23261i,0.068965+0.10661i,0.069816+0.021615i,0.0070749-0.057338i,-0.061621-0.044966i,-0.076408+0.010857i,-0.064796+0.058088i,-0.034737+0.087623i,-0.014625+0.096015i,-0.02486+0.092434i,-0.027986+0.082471i,-0.0036147+0.062378i,0.028372+0.034042i,0.052073+0.010584i,0.060351+0.0068318i
-0.12881+0.0043141i,-0.40557+0.078325i,-0.72305+0.28087i,-0.67077+0.50614i,-0.14957+0.51083i,0.39846+0.31887i,0.61299+0.146i,0.52087+0.12066i,0.3441+0.19208i,0.2219+0.18724i,0.12103+0.092954i,0.030056+0.050127i,0.010524+0.050183i,0.017601+0.022933i,0.011106+0.0054984i,0.0069577+0.027991i,0.0012658+0.071722i,-0.006808+0.10106i,-0.0094517+0.075626i,-0.0066581+0.020047i,0.0056172-0.009245i,0.036062-0.012993i,0.058226-0.021727i
0.11372+0.11812i,0.35387+0.24837i,0.66893+0.38287i,0.70259+0.42439i,0.3534+0.3592i,0.032101+0.21948i,0.0405+0.059745i,0.18247-0.064331i,0.19474-0.055957i,0.11159+0.0067164i,0.01218+0.016787i,-0.05694+0.014831i,-0.067782+0.0031494i,-0.076806-0.027973i,-0.09753-0.038072i,-0.08568-0.028773i,-0.056149-0.014394i,-0.025983+0.018759i,0.0096579+0.052138i,0.026065+0.043885i,0.024802+0.012667i,0.033184-0.0054201i,0.046243-0.018615i
