6.6541e-05+3.996e-05i,-0.00037521-0.0012116i,-0.0016988-0.0017802i,-0.0019756-0.00084996i,-0.0014551-0.00026861i,-0.0010365+0.00054858i,-0.00081289+0.0011288i,0.00013385+0.0014234i,0.00068635+0.0014276i,0.00061934+0.00042911i,0.00039548-0.000401i,0.00034837-0.00056324i,-0.0003941-0.00044166i,-0.0011407-0.0007477i,-0.00076608-0.00049747i,-0.00024042-0.0001818i,7.5875e-05+8.0982e-05i,-3.077e-05+0.00038847i,0.00038084+0.00020741i,0.00067362-0.00011411i,0.00015315-0.000799i,0.00035037-0.00072345i,0.00049893-0.00046775i
-0.00039532-0.0093585i,-0.0022314-0.026107i,-0.02254-0.028924i,-0.072034+0.028423i,-0.12483+0.12178i,-0.14365+0.1497i,-0.11985+0.089965i,-0.075061+0.030755i,-0.035284+0.012558i,-0.010498+0.0053598i,0.00033587-0.0035925i,0.0024542-0.0058263i,-0.0028212-0.00073589i,-0.011378+0.0073669i,-0.012408+0.013599i,-0.0060526+0.013961i,-0.0005138+0.0082732i,0.0013939+0.00072907i,-0.00064075-0.003338i,-0.0049348-0.0018623i,-0.0077405+0.00096622i,-0.0067778+0.0021589i,-0.002387+0.0031107i
0.0011725+0.0044255i,0.00054496+0.016626i,0.019556+0.022196i,0.081856-0.011852i,0.16146-0.073704i,0.18695-0.086431i,0.13746-0.048158i,0.065439-0.024406i,0.01502-0.021149i,-0.007494-0.014584i,-0.010789-0.0056246i,-0.0056993-0.00079823i,0.003033+0.0012516i,0.011467+0.0017177i,0.013958-0.0006989i,0.0095415-0.003841i,0.00268-0.0035309i,0.00042947-0.00014206i,0.0026865+0.0012709i,0.004601+0.00025288i,0.0043655-7.0772e-05i,0.0035918+0.0003135i,0.0021024-0.00045742i
0.0027981-0.0068934i,0.0026408-0.014879i,-0.02127-0.019968i,-0.096024-0.0048993i,-0.19155+0.019444i,-0.20859+0.015516i,-0.13129-0.0025318i,-0.04673+0.0057841i,-0.0035653+0.019611i,0.011883+0.016182i,0.016977+0.0073831i,0.012997+0.0026571i,0.0029596+0.0033544i,-0.0049641+0.0045209i,-0.0081753+0.0043806i,-0.0071778+0.0075766i,-0.004578+0.0092718i,-0.0032202+0.0056105i,-0.0026002+0.0020884i,-0.0015838+0.0015244i,0.00091987+0.00082216i,0.0023441-3.5999e-05i,0.0027061+0.0016665i
-0.0065203+0.0088062i,-0.014088+0.032634i,-0.0012909+0.068076i,0.066459+0.091621i,0.15386+0.096597i,0.16306+0.1019i,0.092957+0.10065i,0.035737+0.067742i,0.015906+0.025173i,0.0023402+0.0049755i,-0.01159+0.0028616i,-0.016936+0.0055175i,-0.009963+0.0057842i,0.0022202+0.0024818i,0.0078804-0.0015949i,0.0052776-0.0050962i,0.0017325-0.0053317i,0.00046551-0.0010743i,0.00037996+0.0024644i,0.0016215+0.0016265i,0.0033474-0.00041291i,0.0029187-4.5529e-05i,0.0013457-0.0014663i
0.0035196-0.0048526i,0.011474-0.02292i,0.0066772-0.057042i,-0.039982-0.097628i,-0.10298-0.13186i,-0.10699-0.14538i,-0.055663-0.11602i,-0.021031-0.058611i,-0.011319-0.014928i,-0.0019488+0.0016023i,0.0066072+0.0036209i,0.0083927+0.001797i,0.0016581-0.0015967i,-0.006292-0.0044393i,-0.0083129-0.0047544i,-0.0054906-0.0029365i,-0.0017741-0.00072661i,-0.00034605-0.00065301i,-0.00085977-0.0024264i,-0.0014969-0.0031352i,-0.0006442-0.0038036i,-0.00058493-0.0041829i,-0.0029426-0.0013547i
-0.0026889+0.0042014i,-0.0081323+0.019294i,-0.0015521+0.05383i,0.037916+0.10423i,0.08299+0.14326i,0.065446+0.13365i,0.01284+0.069498i,-0.0037641+0.00068577i,-0.00033697-0.028199i,-0.0058435-0.027305i,-0.012843-0.020839i,-0.012336-0.014468i,-0.005357-0.0074834i,0.001116-0.0008869i,0.0029673+0.002155i,0.0013428+0.00028079i,-0.0011975-0.0012194i,-0.0019284+0.00040427i,-0.0012438+0.00083293i,-0.0038293-0.00098491i,-0.0083204-0.0013579i,-0.0082489+0.0013926i,-0.0041723+0.0028848i
0.0090095-0.003729i,0.025203-0.021455i,0.042035-0.061348i,0.033248-0.12385i,0.010741-0.17064i,0.024586-0.14964i,0.053246-0.084166i,0.041003-0.037306i,0.012406-0.017559i,0.005863-0.0059418i,0.014026+0.0022007i,0.019981+0.0042121i,0.015694+0.00046222i,0.0057334-0.0019674i,-0.00085766+0.00024908i,-0.0028028+0.004846i,-0.0022801+0.0073134i,-0.00028128+0.0055444i,-0.00029631+0.0028901i,-0.00080787+0.0020206i,0.0018909+0.0026261i,0.0046254+0.0016127i,0.0030159+0.0002073i
-0.0065469+0.0043832i,-0.025264+0.019387i,-0.056186+0.055347i,-0.07098+0.10952i,-0.065488+0.14588i,-0.062937+0.12085i,-0.051839+0.061375i,-0.021049+0.027719i,0.0015482+0.014605i,0.0024565+0.0024142i,-0.0043808-0.0062623i,-0.0080667-0.0081193i,-0.0058315-0.0030879i,-0.0013665+0.0026338i,-0.0009007+0.0029816i,-0.0028696+5.8009e-06i,-0.0024693-0.0025224i,-0.0014544-0.0026665i,-0.00067111-0.0011547i,-0.00050013-0.00094819i,-0.0023273-0.0012785i,-0.0034019+0.00044644i,-0.00013268+0.0018823i
0.0028361-0.0057543i,0.014594-0.016432i,0.038891-0.04526i,0.061377-0.08937i,0.064489-0.11047i,0.047959-0.065023i,0.013769+0.0084815i,-0.016598+0.040369i,-0.021117+0.03626i,-0.010158+0.02859i,-0.001499+0.026194i,0.00057641+0.02256i,-0.00065854+0.013187i,-0.00049496+0.0037254i,0.0013819-0.001089i,0.0033234-0.0006452i,0.0055905+0.0010014i,0.0065999+6.5942e-05i,0.0044907-0.0010675i,0.003387+0.0021098i,0.0057677+0.0052879i,0.0090549+0.0035931i,0.0083308-0.0013216i
-0.0043876+0.0018889i,-0.027724+0.0078735i,-0.071378+0.028047i,-0.11187+0.064477i,-0.11654+0.079303i,-0.085088+0.040312i,-0.043049-0.003265i,-0.014307-0.0043632i,-0.0021359+0.0066454i,-0.0012114+0.00060278i,-0.0067842-0.011241i,-0.012415-0.015778i,-0.012844-0.0094884i,-0.0070859-0.0015008i,-0.00064862-0.0012235i,0.0014132-0.0054941i,0.00042556-0.0078644i,-0.00027864-0.006416i,0.00045088-0.0044997i,0.0014785-0.0064841i,1.0236e-05-0.0094314i,-0.0044698-0.0071946i,-0.0066523-0.00079674i
0.0087569-0.0031325i,0.03403-0.0011445i,0.081946-0.00041779i,0.12739-0.010939i,0.12914-0.025587i,0.07971-0.022688i,0.023598-0.019037i,0.0013212-0.030902i,-0.0024391-0.033427i,-0.0047221-0.017612i,-0.0042953-0.0015052i,-0.0016361+0.0060724i,0.0016961+0.00686i,0.0027294+0.004743i,0.0020507+0.0045039i,0.0011398+0.0073209i,-0.0010176+0.0081812i,-0.0035966+0.0060173i,-0.0047753+0.0031328i,-0.0041814+0.0027918i,-0.0013864+0.0045144i,0.0023875+0.0033481i,0.0033665-0.00026185i
-0.0068243+0.0029243i,-0.024404+0.0051513i,-0.061913+0.0071207i,-0.098538+0.010936i,-0.093327+0.015212i,-0.034692+0.011484i,0.027673+0.0052485i,0.04427-0.0014392i,0.029051-0.010742i,0.013881-0.01619i,0.010317-0.017449i,0.011791-0.017143i,0.008122-0.01369i,0.0022017-0.0080895i,-0.0017885-0.0045443i,-0.0037432-0.0053909i,-0.0047677-0.0063066i,-0.00611-0.0022316i,-0.0052791+0.0015669i,-0.0029879-0.00030591i,-0.0021146-0.0048077i,-0.0038551-0.0056979i,-0.0064802-0.0016501i
0.0060314+0.0024788i,0.024105+0.006914i,0.064158+0.017531i,0.10667+0.022992i,0.10427+0.014053i,0.05128-0.0039943i,0.0059639-0.01808i,-0.00032036-0.020491i,0.0035391-0.015644i,-0.00072744-0.0063683i,-0.0038073+0.0034043i,-0.001324+0.009316i,0.0012252+0.009195i,-2.2387e-05+0.0047379i,-0.0034499+0.002074i,-0.0054303+0.0032464i,-0.0039404+0.0046396i,-0.00025552+0.0038765i,0.0005829+0.0015998i,-0.0029034+0.0020071i,-0.0055127+0.0056955i,-0.0025064+0.0072502i,0.0038369+0.004533i
-0.0080996-0.0044466i,-0.026424-0.015409i,-0.060318-0.042099i,-0.091053-0.063407i,-0.090943-0.046916i,-0.060493+0.0013921i,-0.038616+0.042296i,-0.034837+0.050596i,-0.024581+0.037119i,-0.008554+0.020135i,0.0006029+0.0074625i,0.0031299-0.00059313i,0.0029189-0.0051055i,0.00254-0.0069184i,0.0032383-0.0065803i,0.0040248-0.0059253i,0.0053787-0.0050812i,0.0063039-0.0036406i,0.0048655-0.0024173i,0.0041628-0.00097274i,0.0049051-0.00077894i,0.003424-0.0014723i,-0.00027613-0.00077578i
0.0005613+0.0039138i,0.017786+0.016253i,0.04348+0.042463i,0.065623+0.063221i,0.066783+0.046365i,0.043721-0.0057303i,0.018293-0.041208i,0.0042162-0.0314i,-0.0033186-0.0081569i,-0.0061731+0.0012795i,-0.0092329+0.00096117i,-0.013055+0.0016404i,-0.01173+0.005665i,-0.0074169+0.0066427i,-0.0039129+0.0044705i,-0.0022435+0.0044385i,-0.00029734+0.0055014i,0.0035564+0.0035775i,0.0049523-0.00066333i,0.0016816-0.00223i,-0.0010466-0.00051147i,-0.00015545+0.0022034i,0.0029107+0.0038949i
-0.0023793+0.00086475i,-0.014271-0.010229i,-0.034795-0.036107i,-0.053026-0.062566i,-0.055527-0.05553i,-0.050747-0.014461i,-0.046792+0.013298i,-0.03572+0.0091273i,-0.020069+0.00030457i,-0.0080795-0.0016874i,-0.0012787-0.0025548i,0.0010856-0.0031782i,0.0016338-0.0024276i,0.002661+0.00041933i,0.0039928+0.0035208i,0.0043544+0.0038647i,0.0017747+0.00162i,-0.0032405+0.00020419i,-0.0061507+0.00016957i,-0.0033066+0.00030071i,0.0026079-4.7591e-05i,0.0045239-0.0017134i,0.00058046-0.0036867i
0.0055215+0.0024184i,0.0082257+0.018842i,0.012894+0.054614i,0.019118+0.088341i,0.03208+0.077168i,0.059103+0.031999i,0.080984+0.0046868i,0.073011-0.00053857i,0.044709-0.0062532i,0.019462-0.010355i,0.0072841-0.0071928i,0.0019322-0.0017196i,-0.0030843+0.002342i,-0.005565+0.0031373i,-0.0065455+0.0015085i,-0.007344-0.00012387i,-0.0059852-0.00084836i,-0.0041599-0.00040516i,-0.0031347+2.7894e-05i,-0.0029111-0.0011565i,-0.0039472-0.004386i,-0.0044597-0.0048716i,-0.0017627-0.0018651i
-0.0066524-0.0032471i,-0.011132-0.015263i,-0.011061-0.041007i,-0.0064704-0.065531i,-0.015312-0.061204i,-0.043363-0.0334i,-0.056073-0.014526i,-0.035105-0.010674i,-0.010708-0.0084681i,-0.0022971-0.0033755i,0.00017792+0.0012276i,0.0039295+0.00080002i,0.0055952-0.0039463i,0.0042874-0.0048772i,0.002109-0.0017738i,0.00061533-1.0421e-05i,-0.0020262-0.00052959i,-0.004946-0.0008827i,-0.0055661+0.00011236i,-0.0047629+0.0011166i,-0.0026882+0.0028553i,-0.00092895+0.0034468i,-0.001208-8.2681e-05i
0.0044155+0.0030721i,0.0088594+0.016133i,0.0083818+0.042125i,0.0027002+0.068295i,0.0068921+0.071361i,0.028034+0.056871i,0.035147+0.046515i,0.018426+0.034848i,0.0049271+0.016781i,0.0013228+0.0040918i,0.00013553+0.00068046i,-0.0014221-7.9634e-05i,-0.0033671-0.0016283i,-0.0037493-0.0041727i,-0.0021274-0.0067986i,0.00061981-0.0076466i,0.0039148-0.0046878i,0.007108+0.00043947i,0.0086435+0.002453i,0.0067846-0.00038129i,0.0028816-0.0042043i,-0.00035832-0.0046889i,-0.0011696-0.0011304i
0.00077321-0.0053245i,0.0033612-0.015414i,0.01673-0.038083i,0.032628-0.062768i,0.023399-0.07295i,-0.013686-0.075357i,-0.036533-0.075981i,-0.033343-0.059741i,-0.026442-0.032446i,-0.019772-0.01372i,-0.013055-0.0068196i,-0.0067257-0.0024577i,0.00025475+0.0024159i,0.003741+0.0045496i,0.0037521+0.0053836i,0.0012259+0.0061437i,-0.0023406+0.0051561i,-0.003115+0.0016148i,-0.0030666-0.002145i,-0.0036788-0.0016744i,-0.0026992+0.0034624i,-0.00074002+0.0076967i,0.00049622+0.0059619i
0.00084029+0.0040059i,-0.0048553+0.012811i,-0.022026+0.028764i,-0.041631+0.042422i,-0.037518+0.048349i,-0.011768+0.056378i,0.0020878+0.05853i,-0.0010815+0.040168i,-0.0021033+0.017687i,0.0024854+0.0054868i,0.0045613+0.0017109i,0.0013714+0.0025377i,-0.0018518+0.0034748i,-0.00088216+0.0018553i,0.0016949-0.0015031i,0.0042334-0.0023141i,0.0061551-0.0011548i,0.0059404-7.3473e-05i,0.0049556+0.0013612i,0.004349+0.0015311i,0.0049573-0.0021323i,0.0058355-0.0056502i,0.0043189-0.0048414i
0.00034647-0.0027192i,0.0020472-0.010822i,0.014606-0.023751i,0.035184-0.034506i,0.042942-0.040794i,0.035096-0.048643i,0.03274-0.046269i,0.032156-0.026823i,0.02303-0.0087182i,0.011572-0.0032065i,0.004252-0.002716i,0.0021946-0.0010936i,0.0011917+0.0020622i,-0.0015508+0.004671i,-0.0060215+0.0049191i,-0.010591+0.0038176i,-0.012416+0.0024501i,-0.010326-0.00066159i,-0.0076168-0.003698i,-0.0074991-0.0024289i,-0.0091508+0.0022472i,-0.0078986+0.0059796i,-0.0039727+0.0054119i
0.00090044-0.00089656i,-0.007271+0.0028394i,-0.026487+0.0088496i,-0.050297+0.014191i,-0.057618+0.021784i,-0.049058+0.040294i,-0.042807+0.053071i,-0.030939+0.044624i,-0.011638+0.02853i,0.00011033+0.016263i,0.0020702+0.0095476i,0.00031496+0.0043119i,-0.0010752-0.0015613i,-0.00047212-0.0039763i,0.0026602-0.0026051i,0.0067427-0.0004697i,0.0089102+0.00167i,0.0078044+0.0037497i,0.0053287+0.0051033i,0.0058706+0.003774i,0.0081938-0.0011821i,0.00765-0.0056014i,0.003394-0.0057995i
-0.0021129-0.0062127i,0.00088048-0.0047015i,0.015151-0.00046482i,0.036581+0.0087359i,0.047227+0.0088254i,0.046397-0.0078045i,0.043723-0.018108i,0.030971-0.013461i,0.010774-0.0086432i,-0.0021271-0.0080014i,-0.0039652-0.0067712i,-0.00093884-0.0054426i,0.0001822-0.0046446i,-0.0016996-0.0037996i,-0.0042791-0.0026141i,-0.0058522-0.0023978i,-0.0066575-0.0039502i,-0.0064828-0.004481i,-0.0046025-0.0042049i,-0.004751-0.0038888i,-0.0081663-0.0021381i,-0.010236+0.00066853i,-0.0086225+0.0019832i
-0.0011509+0.0011334i,-0.00679+0.00617i,-0.019027+0.0079098i,-0.033381+0.00016867i,-0.04225-0.009535i,-0.047973-0.012571i,-0.050321-0.018527i,-0.039456-0.026115i,-0.02393-0.023439i,-0.014316-0.013278i,-0.0088902-0.0044993i,-0.0047676-0.00094279i,-0.00034034-0.00023203i,0.0041444+0.00065815i,0.0081062+0.0033111i,0.010186+0.0059555i,0.010172+0.0059548i,0.0073031+0.004495i,0.0039975+0.0037998i,0.0050919+0.0041108i,0.0095573+0.0035414i,0.012043+0.00044708i,0.010018-0.0027024i
0.0012386-0.0056404i,0.0049549-0.0042641i,0.015396+0.002866i,0.028391+0.016655i,0.0348+0.023916i,0.039695+0.017205i,0.043132+0.010343i,0.035305+0.0042918i,0.020179-0.0052033i,0.008096-0.0099354i,0.0032649-0.0080171i,0.0016523-0.0027384i,-0.0011145+0.002036i,-0.0031292+0.001819i,-0.0040869-0.0028049i,-0.0061405-0.006828i,-0.0075233-0.0083269i,-0.0067111-0.0084648i,-0.0041566-0.0076138i,-0.0043577-0.0068864i,-0.0080595-0.0051542i,-0.0099263-0.001358i,-0.0074597+0.0015668i
-0.0013496+1.9602e-05i,-0.0063596-0.0023745i,-0.012703-0.012082i,-0.015304-0.028741i,-0.014773-0.036948i,-0.019432-0.031882i,-0.023034-0.023835i,-0.014742-0.014357i,-0.0030843-0.002889i,0.0020443+0.0037827i,0.0015573+0.0041053i,0.001386+0.0025569i,0.0024399+0.0021605i,0.0027907+0.002789i,0.0030761+0.0031173i,0.0021723+0.0036149i,0.0020318+0.0058259i,0.0033153+0.0062581i,0.0020898+0.0048433i,0.0013976+0.0057324i,0.0044696+0.0078826i,0.008188+0.0081114i,0.009019+0.005305i
0.0021855-0.0041098i,0.0028538-0.0026172i,0.0043153+0.0044047i,0.0046816+0.02005i,0.002095+0.032208i,0.0031227+0.037412i,0.0025105+0.042411i,-0.0032762+0.040712i,-0.0044582+0.029326i,-0.00059413+0.016106i,0.0017816+0.0062524i,0.0021514+0.000592i,0.00086413-0.0028898i,-0.00080857-0.0061073i,-0.0026603-0.0082203i,-0.0042723-0.0096991i,-0.0048476-0.0092554i,-0.0032874-0.0063584i,-0.00096493-0.0045355i,-0.0016119-0.0054102i,-0.0049336-0.0079783i,-0.0087787-0.009115i,-0.0098194-0.0064354i
-0.0019229+0.0022638i,-0.0034061+0.0024957i,-0.0052485-0.0038412i,-0.0031377-0.017436i,0.0015148-0.02645i,-0.00065187-0.027463i,-0.0063167-0.027525i,-0.0086611-0.02158i,-0.0095096-0.009164i,-0.0085962-0.00022799i,-0.0062984+0.0020295i,-0.0035227+0.0016582i,0.0001451+0.0013342i,0.0011724+0.0034474i,-6.6757e-05+0.0073386i,0.000383+0.010282i,0.0013213+0.011518i,0.00055817+0.0095627i,-0.00040471+0.0064887i,-0.00025044+0.0063835i,0.0014171+0.0079168i,0.0036047+0.0082517i,0.0036822+0.005602i
0.0015157+0.001564i,0.0007205+0.0054138i,-0.0036185+0.015034i,-0.012383+0.024149i,-0.018104+0.024316i,-0.014324+0.019279i,-0.0085138+0.015186i,-0.0057218+0.0079021i,-0.0024805-0.0021044i,-0.0004461-0.006644i,-0.0014424-0.0051398i,-0.002524-0.0031621i,-0.0028861-0.0030872i,-0.002448-0.002513i,-0.00048579-0.0009499i,0.002067-0.001004i,0.0040629-0.003253i,0.0034447-0.0048429i,0.0029798-0.0049396i,0.0036542-0.0058394i,0.002925-0.0095007i,0.00074647-0.011706i,-0.001905-0.0094853i
-0.0023208-0.00064985i,-0.0027228-0.0013635i,-0.00062986-0.0032576i,0.0093728-0.0077138i,0.020945-0.011809i,0.025064-0.015402i,0.027404-0.018014i,0.029835-0.016187i,0.023589-0.012643i,0.01063-0.010548i,0.0010106-0.0074197i,-0.0026797-0.0026335i,-0.0037644+0.0024417i,-0.0037205+0.0054268i,-0.0029209+0.0060563i,-0.0019577+0.0062528i,-0.0007304+0.0056106i,-0.00014554+0.0039766i,-0.00049636+0.0033961i,-0.0016352+0.0046453i,-0.0022138+0.0080799i,-0.0010124+0.01127i,0.0014215+0.0098517i
-0.00089831+0.0016029i,-0.00069903+0.0033526i,-0.0027768+0.007692i,-0.0097047+0.011443i,-0.015635+0.0087885i,-0.015813+0.0069546i,-0.013384+0.010204i,-0.0091113+0.010077i,-0.0026602+0.0059912i,0.002696+0.0025299i,0.0039267+0.00036094i,0.0030415-0.00068684i,0.0027745-0.0018147i,0.0029807-0.0042134i,0.0029455-0.0068885i,0.0019737-0.0087581i,0.0021831-0.0083001i,0.0033562-0.005362i,0.0033584-0.0031469i,0.0021105-0.0047777i,0.00221-0.0080199i,0.0022901-0.0088369i,0.0014629-0.0074311i
-0.00079445+0.00068098i,0.0021604+0.0011811i,0.0099687+0.0021578i,0.020552+0.0033275i,0.023969+0.0049458i,0.017585+0.003971i,0.0098475+0.0021545i,0.003539+0.0039484i,-0.0018558+0.0061199i,-0.0026521+0.0056345i,-0.00030252+0.0035607i,0.0014726+0.002504i,0.0020821+0.001649i,0.002778+0.00075856i,0.0015377+0.00019014i,-0.0011646-0.00089036i,-0.0040448-0.0018924i,-0.0056123-0.0027626i,-0.0054293-0.0025853i,-0.0063589+0.0008114i,-0.007027+0.0049448i,-0.006304+0.0071523i,-0.0045224+0.0071209i
-0.0012138+0.0021779i,-0.0013011+0.0034511i,-0.0041642+0.0028792i,-0.010105-0.0028501i,-0.014997-0.010187i,-0.018104-0.011948i,-0.023081-0.010698i,-0.024629-0.010775i,-0.018216-0.0075029i,-0.0097745-0.001175i,-0.003815+0.0014599i,-3.6239e-05+4.9526e-05i,0.0037075-0.0023168i,0.0049997-0.0025373i,0.0034351-0.0023194i,0.0019037-0.0026441i,4.6676e-05-0.0011843i,-0.00070642+0.00089i,0.0012121+0.00072436i,0.0034588-0.0014511i,0.005891-0.0041305i,0.0069599-0.0054421i,0.0042556-0.0053039i
-0.0026331-0.00045923i,-0.0033362+0.00072204i,-0.0017923+0.0019692i,0.0021995+0.0057808i,0.0044778+0.0098421i,0.0049939+0.0076312i,0.0061073+0.0040995i,0.0044482+0.003427i,0.00068154+0.00057367i,-0.0012923-0.0023352i,-0.0029964-0.0019815i,-0.0046209-0.00078733i,-0.0063711+0.00094927i,-0.0066638+0.0028012i,-0.0061479+0.0045076i,-0.006004+0.0056636i,-0.0052971+0.0044118i,-0.003188+0.0016915i,-0.0026555+0.00044989i,-0.0043241+0.00090727i,-0.0054294+0.00253i,-0.0057287+0.0037919i,-0.0042081+0.0040125i
-0.0019559-0.00037036i,-0.00197-0.00094327i,-0.0034141-0.0035922i,-0.0056521-0.007909i,-0.0044834-0.011357i,-0.001405-0.0093184i,-3.9024e-05-0.0056604i,0.0024652-0.0048069i,0.0050322-0.0046467i,0.0033709-0.0044161i,0.00037285-0.0037818i,-0.0020556-0.0025805i,-0.0029459-0.00094526i,-0.0028676+0.00058693i,-0.0021599+0.00080938i,-0.00088966+0.0011136i,0.0011357+0.0032962i,0.0026631+0.005186i,0.0032151+0.0051426i,0.0045276+0.0034734i,0.006875+0.00030896i,0.0077608-0.0016106i,0.0059073-0.0017077i
-0.001052+0.00030029i,-0.0019952+0.0019512i,-0.0020175+0.0069854i,0.00029488+0.013133i,0.00042689+0.015646i,0.00068131+0.014299i,0.0044404+0.015003i,0.0067394+0.015301i,0.005856+0.0088575i,0.0044044+0.0017013i,0.0027844-0.0004205i,0.0011495-0.00041749i,-0.00063164-0.00025519i,-0.0017431-2.2301e-06i,-0.0020701+0.00022159i,-0.0026427+0.00048181i,-0.0015491-0.00068117i,0.00048866-0.0018744i,-0.00046152-0.0024477i,-0.0039071-0.0031495i,-0.0062644-0.0032605i,-0.0066855-0.0018668i,-0.0053331-0.00071898i
-0.0021598+0.0028761i,-0.00064224+0.0023531i,-5.39e-05+0.0032527i,0.0018951+0.0012909i,0.0054465-0.0031485i,0.0057892-0.0048773i,0.0041693-0.0052803i,0.0050384-0.0053898i,0.0055192-0.0031467i,0.0034549-7.6156e-05i,0.0027647+0.0013852i,0.0035877+0.00037698i,0.0050038-0.00065455i,0.0057584-0.00029928i,0.0063051+0.00014786i,0.0059632-3.8392e-06i,0.0040195+0.0013711i,0.0021744+0.0026508i,0.0012486+0.0017354i,0.0024273+0.0004775i,0.004387+0.00060203i,0.0058145+0.0012128i,0.0054957+0.00062215i
0.00066782+0.0048894i,0.0021723+0.0056602i,0.0033628+0.0090577i,0.0023924+0.010305i,-0.0017016+0.0056981i,-0.0048023+0.00043976i,-0.0060224-0.00050006i,-0.0063179+0.0010574i,-0.0033505+0.0019973i,-0.00063272+0.0020487i,4.4628e-06+0.0011591i,0.00062472+0.00035547i,0.0007993-0.00013228i,2.0555e-05-3.2388e-05i,-0.00015913+0.0002664i,0.00084948-0.00098575i,0.0015522-0.0039049i,0.0015061-0.0064179i,0.00029782-0.0062724i,-0.0024608-0.0048775i,-0.0061612-0.0034137i,-0.0064889-0.001877i,-0.0036803-0.00054104i
7.0567e-05+0.0019792i,0.0013581+3.1413e-05i,0.0045949-0.0036899i,0.0089298-0.0064078i,0.0097729-0.006733i,0.0055214-0.0073398i,0.0011103-0.0084686i,-0.0012031-0.0065076i,-0.002439-0.0023749i,-0.0036385-0.0010224i,-0.0038801-0.0022301i,-0.0034163-0.00147i,-0.0034974+4.6211e-05i,-0.0029226+0.00046076i,-0.0010853+0.00018986i,8.7665e-05+0.0004649i,-0.0012288+0.0013407i,-0.0028909+0.001248i,-0.0025894+0.0014385i,-0.0006636+0.0032256i,0.0020183+0.0053285i,0.0036076+0.0055678i,0.0038595+0.0035834i
0.0020794+0.0026841i,0.00090667+0.0038213i,-0.0008349+0.0049359i,-0.0046095+0.0029839i,-0.0064166-0.0011745i,-0.0069812-0.0035657i,-0.0085989-0.0028858i,-0.0097997-0.0020726i,-0.0087551-0.0034056i,-0.0056219-0.0049572i,-0.0038612-0.0044657i,-0.0036654-0.0024956i,-0.0034527-0.00090593i,-0.0032303-0.00068711i,-0.00385-0.0021362i,-0.0038615-0.0030104i,-0.0029056-0.0025858i,-0.0017777-0.0019477i,-0.00047874-0.0012513i,-0.00071746-0.0019231i,-0.0022192-0.0039763i,-0.0032972-0.0050632i,-0.0030028-0.0037573i
0.00032612-0.00091257i,-4.9433e-05-0.00054758i,0.00057591+0.0010933i,0.0030117+0.0033396i,0.0045892+0.0043156i,0.0028782+0.0039425i,0.0021456+0.0027356i,0.0023404+0.00044032i,0.0010956-0.0035603i,9.6964e-05-0.0057115i,0.00065464-0.0038092i,0.0013301-0.0011953i,0.0007205+0.00078112i,-2.7905e-06+0.001233i,-0.0013619+0.00022456i,-0.0031895+0.00018778i,-0.0047441+0.0013818i,-0.0039903+0.0026098i,-0.0016487+0.0025252i,0.0003639+0.0032701i,0.0024732+0.0041356i,0.0037598+0.0029604i,0.002986+0.0010285i
-0.0016672+0.0028563i,-0.0016915+0.003552i,-0.0019496+0.0038326i,-0.0037182+0.002276i,-0.0037085-0.00069181i,-0.0013998-0.0013676i,0.00089093+0.0010301i,0.0045124+0.0013946i,0.0077833-0.00054879i,0.0069696+8.6311e-05i,0.0041424+0.0016104i,0.0021529+0.0016567i,0.0018132+0.0018018i,0.0012427+0.0022771i,7.5214e-05+0.0023908i,-0.00032575+0.0028792i,0.00055645+0.0034193i,0.0013865+0.0027701i,0.0011247+0.00071612i,0.00071579-0.0024611i,-0.00010918-0.0053992i,-0.00097459-0.006481i,-0.00017206-0.0046775i
0.0035333+0.0031668i,0.0052268+0.0024445i,0.0057708+0.0020617i,0.005421+0.0035261i,0.0035392+0.0047232i,0.00097319+0.0040144i,0.0011651+0.0051544i,0.0041734+0.0077059i,0.0063923+0.007282i,0.0042801+0.0037914i,0.00095101+0.0011428i,-0.00023288-0.0001941i,-0.00012948-0.0001365i,0.00017329+0.0017963i,0.00029947+0.0042536i,0.00066581+0.0056148i,0.00090562+0.0043642i,0.0011866+0.0020108i,0.0014212+0.0011632i,0.0009515+0.0026358i,5.4126e-05+0.0053842i,-0.0001575+0.0054632i,-6.6995e-05+0.002684i
-0.00045401+0.00049615i,-0.00073982+0.0016806i,-0.0016998+0.0024158i,-0.0022913+0.00016498i,4.6669e-05-0.0041907i,0.0010841-0.0051409i,-0.00046726-0.0028631i,-0.0023161+0.00053876i,-0.0025623+0.0039935i,-0.0027404+0.0041407i,-0.0035571+0.001451i,-0.0033271-0.00090264i,-0.002124-0.0016689i,-0.0011864-0.0012507i,0.00046151+0.00069806i,0.002581+0.0017457i,0.0034748+0.00037473i,0.003009-0.0019006i,0.00087181-0.0031617i,-0.00043119-0.0040019i,-0.00050212-0.0050987i,-0.00026287-0.0048289i,0.00053354-0.0025443i
