-0.00068778+0.00036722i,-0.00065564+0.00063596i,-0.0012813-7.4086e-05i,-0.0015594-0.00065991i,-0.0017341-0.00068802i,-0.0015033+0.0010716i,-0.0010138+0.0025077i,-0.00027499+0.0019745i,0.00048095+0.00079343i,0.00020333+0.00032571i,-0.0002202+0.00071278i,0.00020978+0.00072855i,0.00074232-0.00028197i,-0.00026756-0.0011889i,-0.00043233-0.0015683i,0.00030733-0.001385i,-1.3696e-05-0.00088609i,-8.1699e-05-0.00034509i,0.00085052+7.408e-05i,0.0007496-0.00027242i,6.4226e-05+0.00030827i,-2.839e-05+0.00058469i,9.88e-05+0.00049162i
0.0010397+0.025847i,-0.014237+0.067719i,-0.047726+0.10723i,-0.052111+0.09497i,0.032746+0.031156i,0.14369-0.026041i,0.16427-0.046789i,0.10453-0.038653i,0.038379-0.025991i,-0.0070418-0.025815i,-0.021278-0.013022i,-0.0075681+0.0082741i,-0.00047942+0.016488i,-0.0052681+0.021352i,-0.0004821+0.026245i,0.0099061+0.024253i,0.015923+0.017209i,0.018701+0.007458i,0.017118-0.00118i,0.011004-0.0039878i,0.0032703-0.0048061i,-0.0054138-0.0068262i,-0.011038-0.0076231i
0.0014557-0.026477i,0.018446-0.072256i,0.051264-0.11995i,0.057362-0.12845i,-0.018225-0.11054i,-0.12057-0.081252i,-0.13266-0.024661i,-0.055285+0.019473i,0.0075493+0.023872i,0.0177+0.027571i,0.014868+0.026396i,0.012483+0.0037818i,0.0080923-0.013739i,0.004039-0.017714i,-0.0023463-0.021672i,-0.0072952-0.022742i,-0.0079554-0.016657i,-0.0075747-0.0087942i,-0.0048002-0.0020239i,-0.00020084+0.0023948i,0.0012353+0.0041i,0.0024301+0.0068893i,0.0044063+0.0096971i
-0.0075011+0.018379i,-0.025525+0.054843i,-0.067749+0.091033i,-0.10081+0.10852i,-0.069398+0.13684i,0.013447+0.16083i,0.061912+0.11697i,0.039116+0.046645i,0.0056417+0.010043i,0.00076198-0.010114i,-0.00098117-0.016231i,-0.0052118-0.0026407i,-0.0048388+0.0073222i,-0.0065879+0.011672i,-0.009503+0.021611i,-0.0077172+0.029035i,-0.0017507+0.026426i,0.0036986+0.016457i,0.0035938+0.0036313i,-0.002288-0.0032886i,-0.0056411-0.0031472i,-0.0030812-0.0036122i,-0.0016317-0.0065686i
0.0086225-0.014921i,0.036128-0.033531i,0.087404-0.041042i,0.13734-0.029314i,0.1412-0.053339i,0.083213-0.12007i,-0.003097-0.13076i,-0.042975-0.073097i,-0.029711-0.020059i,-0.017999+0.010595i,-0.011993+0.019918i,-0.0030239+0.0083106i,0.0032939+0.0013334i,0.012034+0.0023187i,0.0218-0.0016662i,0.025781-0.0081825i,0.024334-0.012738i,0.016632-0.011165i,0.0082102-0.0039736i,0.0070646+0.0024537i,0.0073061+0.0050316i,0.004713+0.0058625i,0.0016074+0.0055524i
-0.010059+0.017019i,-0.040074+0.039045i,-0.086262+0.044495i,-0.12515+0.01682i,-0.14235+0.010514i,-0.12123+0.057866i,-0.053365+0.078653i,-0.0070432+0.034515i,-0.0066294-0.0059153i,0.0018381-0.015683i,0.014074-0.015861i,0.0065229-0.0052371i,-0.0021324+0.0051832i,-0.0045575+0.0023513i,-0.0081177-0.0032879i,-0.010927-0.0064069i,-0.010291-0.0087539i,-0.0044447-0.010464i,0.0016732-0.013027i,0.0025849-0.014739i,0.0028156-0.013152i,0.0040293-0.010372i,0.0039805-0.0064254i
0.010297-0.016035i,0.036228-0.03429i,0.077355-0.032531i,0.11907+0.014334i,0.16035+0.049503i,0.17742+0.021179i,0.13065-0.020205i,0.068716-0.01519i,0.037555+0.0052505i,0.011387+0.0052158i,-0.0053146+0.00065072i,0.0010253-0.0029398i,0.0056504-0.0055002i,0.0034259-0.0010295i,0.0052675+0.0023167i,0.0072678+0.00021414i,0.0049307-0.0014496i,3.1518e-05-0.0013882i,-0.0019845+0.002259i,-0.00017698+0.0076909i,-0.00074053+0.0074174i,-0.0037547+0.0035642i,-0.003551+0.00062285i
-0.011049+0.0049205i,-0.038424+0.0087353i,-0.068694-0.014664i,-0.082506-0.085497i,-0.09838-0.14627i,-0.11472-0.11302i,-0.07585-0.019567i,-0.010347+0.022921i,0.012217+0.0076337i,0.0087226-0.0020393i,0.0056228+0.0019699i,-0.0013871+0.0045616i,-0.0027052+0.0026281i,0.00013025-0.0035787i,-0.0057966-0.008077i,-0.01546-0.0058881i,-0.017548-0.0010571i,-0.01088+0.0030773i,-0.0026184+0.0034772i,0.0017104-0.00021261i,0.0033408-0.001126i,0.0037763+0.0012074i,0.0012937+0.0040051i
0.013357-0.0061346i,0.042175-0.0084209i,0.060824+0.017401i,0.034687+0.094964i,0.0040877+0.1774i,0.020389+0.17029i,0.033527+0.07551i,0.010821+0.012907i,-0.0062525+0.01469i,-0.0097606+0.015732i,-0.011784+0.0080804i,-0.0047852+0.0046659i,-0.001139+7.3451e-05i,-0.0040496+0.0022652i,-0.001731+0.012697i,0.004135+0.019985i,0.0062309+0.019959i,0.0018798+0.014506i,-0.0047432+0.010281i,-0.0094517+0.0093486i,-0.010719+0.0069927i,-0.0076125+0.0016551i,1.6258e-05-0.0022759i
-0.014134+0.0047858i,-0.039801+0.012364i,-0.048832+0.0052643i,0.0043241-0.041872i,0.071706-0.10995i,0.056205-0.13081i,-0.0092826-0.077398i,-0.032435-0.028381i,-0.019765-0.022524i,-0.0101-0.014091i,-0.0040004-0.00056769i,-0.0039937+0.0020594i,-0.003531+0.0056029i,0.00411+0.0053418i,0.0091517-0.0031756i,0.0098873-0.0096542i,0.012192-0.010463i,0.014487-0.0074659i,0.015319-0.0050862i,0.01612-0.0044946i,0.014533-0.00052416i,0.0103+0.0049335i,0.0023583+0.0044379i
0.0099789-0.0025255i,0.030207-0.0025159i,0.028042+0.0054438i,-0.036552+0.030417i,-0.11399+0.06853i,-0.10291+0.079244i,-0.02738+0.038463i,0.0070898+1.9853e-05i,-0.0038382+0.0023689i,-0.006643+0.011975i,0.0007986+0.0079215i,0.006442+0.0014752i,0.003284-0.0053436i,-0.0085659-0.0069259i,-0.014445-0.00062818i,-0.0095829+0.0027103i,-0.0038163-0.0018361i,-0.0011761-0.010553i,-0.0020184-0.016234i,-0.0055661-0.015322i,-0.0057649-0.01434i,-0.0018773-0.015121i,0.0024399-0.0099786i
-0.012792+0.0020252i,-0.030203-0.0043659i,-0.023399-0.0079908i,0.05907+0.0010335i,0.167+0.0029083i,0.16654-0.013034i,0.069376-0.011164i,0.015601+0.0049938i,0.022808+0.0011672i,0.02451-0.0099106i,0.014104-0.0090879i,0.0058327-0.0042471i,0.0030828+0.0034847i,0.008157+0.0087637i,0.013476+0.0032833i,0.011211-0.0045645i,0.0048625-0.0049242i,0.00048028+0.00084419i,5.0517e-06+0.0065766i,0.0023484+0.010381i,0.0015447+0.012534i,-0.0038438+0.01201i,-0.0073875+0.0062112i
0.0118+0.0010966i,0.034371+0.0056125i,0.045688-0.0069891i,-0.0087529-0.060506i,-0.10101-0.11258i,-0.11025-0.084284i,-0.027942-0.013183i,0.021196+0.019384i,0.0066583+0.018144i,-0.0099906+0.013436i,-0.010382+0.010908i,-0.0036188+0.0088426i,0.0048074-0.00099571i,0.0043224-0.012334i,-0.0044539-0.0119i,-0.010727-0.0038368i,-0.0088574+0.001302i,-0.0025048+0.001041i,0.0014244-0.0018414i,0.0017153-0.0039152i,0.0027314-0.0054093i,0.0057142-0.0057112i,0.0065103-0.0020092i
-0.010404-0.0045313i,-0.031741-0.011012i,-0.051587+0.0057966i,-0.035496+0.077318i,0.013671+0.15486i,0.034449+0.13526i,0.008863+0.04629i,-0.0061118-0.001271i,0.0085637-0.0058831i,0.017861-0.0076139i,0.012095-0.0069911i,0.0014353-0.0027785i,-0.0073586+0.0070454i,-0.0049263+0.016867i,0.0051312+0.016488i,0.011206+0.010915i,0.009364+0.0079083i,0.001923+0.008282i,-0.0038039+0.0098768i,-0.004461+0.0096136i,-0.005298+0.0082692i,-0.0074276+0.0074609i,-0.0054031+0.003748i
0.0068508+0.0068089i,0.023033+0.021859i,0.046132+0.018692i,0.058349-0.044025i,0.046236-0.12555i,0.024117-0.11477i,0.017457-0.034103i,0.013262-0.0010317i,-0.0078141-0.010545i,-0.02502-0.0088163i,-0.022282-0.0047228i,-0.012012-0.0074447i,-0.0019999-0.011305i,0.0018337-0.014888i,-0.0019957-0.012391i,-0.0054406-0.0059435i,-0.0013513-0.0026488i,0.0067176-0.0033848i,0.01056-0.0064917i,0.010547-0.008382i,0.011867-0.0060575i,0.014373-0.003512i,0.0098366-0.003166i
-0.005722-0.0079211i,-0.024296-0.025884i,-0.06248-0.030826i,-0.10785+0.027431i,-0.12083+0.11152i,-0.083049+0.10297i,-0.033927+0.016215i,-0.0086745-0.023457i,0.004386-0.0028669i,0.013903+0.013492i,0.015532+0.011806i,0.0084603+0.0047004i,-0.006901+0.0021933i,-0.016512+0.0090479i,-0.009402+0.013807i,0.0024974+0.0096051i,0.0056629+0.00070912i,0.0013276-0.007748i,-0.0042388-0.0098505i,-0.0080125-0.0072545i,-0.01016-0.0065641i,-0.010617-0.0064604i,-0.0075276-0.0019013i
0.004487+0.0093222i,0.020721+0.029994i,0.066281+0.051394i,0.14543+0.031553i,0.20235-0.021061i,0.15837-0.031257i,0.055763+0.0095585i,-0.0012471+0.030044i,-0.0097678+0.013671i,-0.011344-0.0017234i,-0.0096333-0.0023441i,0.00048786+0.0018019i,0.014342+0.00019029i,0.021456-0.0069743i,0.015213-0.012504i,0.0029986-0.014528i,-0.0037279-0.010697i,-0.0031244-0.0023434i,-0.00012491+0.0028401i,0.001176+0.0057084i,0.0020853+0.0094131i,0.0049799+0.010695i,0.0077825+0.0047381i
-0.0012747-0.0069542i,-0.0060939-0.032157i,-0.032877-0.071768i,-0.097687-0.094608i,-0.15294-0.081129i,-0.11546-0.056829i,-0.027739-0.037288i,0.0080639-0.011173i,0.0035997+0.012774i,0.0021275+0.019312i,0.0025327+0.019072i,0.0009424+0.01655i,-0.0044369+0.0080615i,-0.011054+0.0018319i,-0.010467+0.0017356i,-0.0041457+0.0024493i,-0.00093633+0.0024545i,-0.00024815+0.0015432i,0.0012989+0.0010225i,0.0023854+0.00010592i,0.00032992-0.0042487i,-0.0046374-0.0089132i,-0.0084426-0.0078666i
0.0016198+0.011003i,0.00063202+0.038438i,0.014489+0.089245i,0.067744+0.13553i,0.11977+0.13555i,0.092963+0.092408i,0.020674+0.044907i,-0.0047251+0.012653i,0.0062183-0.010504i,0.0080653-0.020976i,0.0033214-0.017966i,0.0015793-0.0095489i,0.0063381+0.0013747i,0.012332+0.0069419i,0.0085048+0.0040231i,0.0003182+0.0018285i,-0.0037016+0.0040606i,-0.0037839+0.0071635i,-0.0019627+0.0080283i,-0.00071144+0.0070744i,-0.00071469+0.0092424i,-0.00027211+0.011326i,0.0018214+0.007601i
0.00091819-0.0090105i,0.0074296-0.034087i,0.0088081-0.090527i,-0.021168-0.16171i,-0.062869-0.19081i,-0.047854-0.13651i,0.0090032-0.055155i,0.030743-0.019745i,0.013269-0.012047i,-0.00049948-0.0030596i,-0.0024705-0.0018428i,-0.0054272-0.0076284i,-0.012164-0.010919i,-0.016903-0.0073099i,-0.012552+0.0019905i,-0.00080664+0.010612i,0.0096346+0.011324i,0.013646+0.0050863i,0.011727-3.3152e-05i,0.0098511-0.0034451i,0.011668-0.0087161i,0.010189-0.012726i,0.0019686-0.0096146i
-0.0036276+0.0055554i,-0.021506+0.026692i,-0.050731+0.081034i,-0.064619+0.16279i,-0.049524+0.21212i,-0.037179+0.16178i,-0.030317+0.062054i,-0.010256+0.0105i,0.008215+0.0042937i,0.011316+0.0051914i,0.0093199+0.0019516i,0.0072154-0.0022919i,0.0041838+0.0010582i,0.0056781+0.0075954i,0.0098293+0.0061202i,0.0093945-0.0027637i,0.0056922-0.0094214i,0.002012-0.011048i,-0.0021692-0.010612i,-0.0063417-0.006759i,-0.0099469-0.00041584i,-0.008282+0.0061651i,0.00092097+0.0093843i
0.0073813-0.008136i,0.029812-0.023172i,0.078914-0.060693i,0.12732-0.11656i,0.13564-0.14395i,0.10147-0.09655i,0.051954-0.021945i,0.011912+0.0075625i,-0.0085675+0.0052711i,-0.011989+0.003863i,-0.0077721+0.0067998i,-0.0021934+0.0077954i,0.002638+0.0014299i,0.0045941-0.0065273i,0.0049555-0.0082884i,0.0044421-0.0064481i,0.0034471-0.0053189i,0.0033243-0.0041664i,0.0017837-0.0010758i,0.0016402+0.0017002i,0.0051905+0.00018731i,0.0086668-0.0045022i,0.006487-0.010365i
-0.0083104+0.0031718i,-0.031898+0.013331i,-0.085347+0.035622i,-0.14557+0.073938i,-0.16105+0.099072i,-0.11347+0.067097i,-0.054581+0.014814i,-0.028289+0.0053762i,-0.017906+0.017205i,-0.011937+0.015484i,-0.0097588+0.012022i,-0.0042882+0.012444i,0.00041334+0.011852i,0.0018541+0.0092433i,0.00093503+0.0031233i,-0.0025985-0.004062i,-0.0060192-0.0071599i,-0.0066895-0.0064322i,-0.0040632-0.004703i,-0.0031985-0.0038707i,-0.0080708-0.0028094i,-0.014463+0.00051554i,-0.014769+0.0057094i
0.0057962+0.0022156i,0.031041+0.0052219i,0.092741+0.010013i,0.1761+0.0014846i,0.21567-0.01622i,0.16682-0.015305i,0.079227-0.0025726i,0.030229-0.0050009i,0.017065-0.016258i,0.0093329-0.016656i,0.0039373-0.0085427i,0.0010336-0.001401i,2.979e-05+0.00059392i,-0.0020312-0.0025752i,-0.0064601-0.0019822i,-0.0081718+0.0051493i,-0.0060456+0.0099585i,-0.0039577+0.010226i,-0.0022676+0.0086837i,0.0018379+0.0074937i,0.0086127+0.0072266i,0.013419+0.0069769i,0.013158+0.0043123i
-0.0067111-7.3348e-05i,-0.029423-0.012333i,-0.082453-0.042868i,-0.15116-0.077868i,-0.17991-0.093102i,-0.12942-0.079576i,-0.04913-0.049095i,-0.0070872-0.022516i,-0.0026937-0.0084493i,-0.0056252-0.0044853i,-0.0043952-0.006434i,-0.00092969-0.0099425i,-0.00055215-0.0092704i,-0.00351-0.0027254i,-0.0047049+0.0036486i,-0.0026289+0.0070663i,0.00013588+0.0075536i,0.0016398+0.0059219i,0.0032121+0.0032393i,0.0037271-4.1841e-05i,0.0011302-0.0046363i,-0.0024801-0.0075397i,-0.0049153-0.0060821i
0.0085978+0.0019337i,0.024888+0.01494i,0.060246+0.054698i,0.10568+0.10952i,0.11998+0.1341i,0.081786+0.10915i,0.040527+0.062233i,0.032455+0.025943i,0.03166+0.0087683i,0.023225+0.0087753i,0.016291+0.010561i,0.0087487+0.0039464i,0.0018271-0.00099922i,0.0021847-0.00023459i,0.0051987+0.00074175i,0.0068235+0.00053561i,0.0078699-1.0145e-05i,0.0074276-0.00028903i,0.0037667-0.00083239i,0.0005362-0.00025651i,0.0013841+0.0030668i,0.0057823+0.0044103i,0.0095332+0.00041743i
-0.003537-0.0012336i,-0.011298-0.020206i,-0.028354-0.069927i,-0.053511-0.13551i,-0.066095-0.16263i,-0.050727-0.12251i,-0.0284-0.058131i,-0.023055-0.019506i,-0.023068-0.0062357i,-0.015648-0.0032582i,-0.0061076-0.0036341i,0.0008598-0.0019078i,0.0045451+0.00044053i,0.0045782+0.0028676i,0.0047879+0.0036921i,0.0058035+0.00012389i,0.0043457-0.0036721i,0.003179-0.0048775i,0.0034648-0.0045187i,0.0021646-0.0047531i,-0.0011358-0.0070857i,-0.0045121-0.010252i,-0.0091043-0.0098977i
0.0025857+0.0039402i,0.0033575+0.025379i,-0.0016639+0.080571i,-0.012031+0.15788i,-0.020408+0.19784i,-0.022121+0.15928i,-0.018924+0.089833i,-0.012768+0.05081i,-0.0042428+0.035753i,-0.0015033+0.024469i,-0.0056474+0.01758i,-0.0091887+0.014824i,-0.0089892+0.01158i,-0.0037108+0.006378i,0.0031572+0.0012399i,0.007079-0.0032666i,0.007981-0.0065102i,0.006501-0.0073697i,0.0035316-0.006989i,-0.00035214-0.0049986i,-0.0046273-1.7769e-05i,-0.0066839+0.0066958i,-0.0036916+0.012977i
-0.0053043-0.0064851i,-0.00036538-0.020945i,0.023842-0.059403i,0.06867-0.11153i,0.10464-0.13314i,0.10011-0.10604i,0.062312-0.067344i,0.025612-0.045539i,0.0075018-0.032522i,0.0033114-0.023799i,0.0022549-0.017435i,0.0025478-0.0073315i,0.0046325+0.00011869i,0.0023818+0.00021503i,-0.0042565-0.0024839i,-0.0096705-0.0031115i,-0.011709-0.0024265i,-0.011018-0.0025164i,-0.0075578-0.001996i,-0.0015078-0.00078714i,0.0040424-0.0014339i,0.00704-0.0033691i,0.0076513-0.0049436i
-0.0028185+0.0046642i,-0.013353+0.017403i,-0.044725+0.045425i,-0.090488+0.078723i,-0.11336+0.085786i,-0.088911+0.059072i,-0.043988+0.030389i,-0.014219+0.018311i,-0.0054691+0.012996i,-0.0071025+0.0086411i,-0.0086587+0.0047347i,-0.0075977-0.0019485i,-0.0067567-0.0073401i,-0.0054255-0.00749i,-0.0033184-0.0042334i,-0.0016972+0.00092346i,0.00027278+0.0056731i,0.0011712+0.0066113i,0.00049487+0.0059102i,0.00045275+0.004814i,-0.00053324+0.0036727i,-0.0015165+0.0030659i,0.000663+0.0021437i
0.0027525+0.0002006i,0.018814-0.0082632i,0.06373-0.021489i,0.12815-0.035671i,0.1641-0.039747i,0.14047-0.02959i,0.094603-0.018274i,0.064952-0.016697i,0.041507-0.017284i,0.021531-0.0098289i,0.016479-0.00082837i,0.016958+0.0013892i,0.012598-4.2437e-05i,0.0050205-0.00059647i,-0.0023015-0.00050049i,-0.0055152-0.00035591i,-0.0051096-0.00020718i,-0.0042063+0.00080782i,-0.0022671+0.0023152i,0.0014018+0.0035476i,0.0056722+0.0045014i,0.0075716+0.0017786i,0.0050125-0.0044085i
-6.4555e-05-0.00079702i,-0.015623-0.00081836i,-0.055972-0.0081011i,-0.1146-0.02689i,-0.15034-0.047695i,-0.1342-0.045933i,-0.091454-0.023304i,-0.05654-0.0053867i,-0.035479-3.7498e-05i,-0.023321+0.003111i,-0.015139+0.0046436i,-0.0076823+0.00075675i,-0.0028658-0.0034054i,-0.00040387-0.0016752i,0.0031256+0.0040324i,0.0075252+0.0074101i,0.0095043+0.0076282i,0.0078334+0.00615i,0.0051905+0.0033704i,0.0018669-0.000424i,-0.002473-0.0040387i,-0.0052005-0.0034286i,-0.0058968+0.0015405i
-0.0040481-0.0011067i,0.0072293+0.0064697i,0.033863+0.029529i,0.069905+0.068932i,0.084894+0.10086i,0.066758+0.09665i,0.038761+0.069546i,0.019605+0.047227i,0.011476+0.031139i,0.0098599+0.018877i,0.0070429+0.013654i,0.0017428+0.013618i,-0.00068213+0.014273i,5.5222e-05+0.011871i,0.00199+0.0052426i,0.004733-0.0021794i,0.006446-0.0055085i,0.0064609-0.0063283i,0.0054533-0.0071748i,0.0035417-0.0047599i,0.0016233-0.00058368i,0.00071329+0.00089254i,0.0015224-0.00032629i
-0.0030428+0.0006595i,-0.011858-0.006832i,-0.030457-0.030524i,-0.049916-0.069994i,-0.050932-0.096662i,-0.03751-0.089479i,-0.028109-0.065717i,-0.023657-0.041071i,-0.015936-0.019345i,-0.0076979-0.010986i,-0.006416-0.012778i,-0.0067445-0.011262i,-0.0039572-0.0059597i,-0.00050042-0.0011336i,0.0011511+0.0004711i,0.00068104-5.1939e-05i,0.00025302-0.00088335i,0.00055713-0.0029957i,-0.00039843-0.0044025i,-0.0018512-0.0052501i,-0.0018916-0.0066685i,-0.0017859-0.0052977i,-0.0024097-0.0029143i
-9.0117e-05-0.0019936i,0.0037041+0.010514i,0.011002+0.042222i,0.015301+0.092659i,0.012097+0.12658i,0.011169+0.11489i,0.014043+0.078805i,0.013034+0.046872i,0.0088627+0.024893i,0.0055857+0.012723i,0.003227+0.0068304i,-0.00021617+0.0043399i,-0.0020595+0.0034192i,-0.0019103+0.00042959i,-0.0020813-0.0040535i,-0.0021022-0.0047949i,-0.0021337-0.0027668i,-0.0018718-0.0010106i,-0.00023175+0.0014876i,0.0013321+0.0047315i,0.0022888+0.0052973i,0.0025655+0.002952i,0.0018867-0.00011355i
0.00033686-0.00038695i,0.001684-0.010381i,0.011994-0.035991i,0.036716-0.073946i,0.067365-0.095802i,0.079329-0.086949i,0.070637-0.065875i,0.054353-0.04799i,0.033015-0.033532i,0.013888-0.019835i,0.0077673-0.0099941i,0.010546-0.0085926i,0.010752-0.010258i,0.0063538-0.0088058i,0.00047169-0.0049114i,-0.0038905-0.0019732i,-0.0048709-0.0019091i,-0.0040319-0.0029615i,-0.0032146-0.0024828i,-0.001037-0.0017411i,0.00031576-0.0012178i,-0.00010212+0.0013651i,-0.00068289+0.004028i
-3.7779e-05+0.0038681i,-0.0026089+0.011541i,-0.014932+0.02931i,-0.040968+0.046691i,-0.065148+0.047279i,-0.068+0.036277i,-0.053987+0.02796i,-0.034252+0.017934i,-0.018961+0.0059851i,-0.012806+0.0047764i,-0.0085794+0.0098609i,-0.004582+0.0087174i,-0.0033718+0.0035228i,-0.0037915+0.00091822i,-0.0018666+0.00099128i,0.00072962+0.0028607i,0.00088113+0.0038434i,-0.00034491+0.0035272i,-0.00095515+0.0046142i,-0.00092512+0.0066977i,4.3281e-05+0.0070087i,0.0029086+0.0048213i,0.0058518+0.00163i
0.00072317-0.00044436i,0.0068028-0.0075477i,0.02474-0.019138i,0.0559-0.029806i,0.078272-0.029051i,0.071862-0.016749i,0.049217-0.0034359i,0.028275+0.0048538i,0.012663+0.0059458i,0.0035091+0.0047022i,0.0013908+0.0046874i,0.0033278+0.0051036i,0.0046221+0.0045595i,0.0034718+0.0036704i,0.0022774+0.0034499i,0.0031936+0.0025729i,0.0050168+0.00093041i,0.005288-0.00087233i,0.0050569-0.0038244i,0.0038446-0.0070535i,4.7326e-05-0.0075958i,-0.003935-0.0047998i,-0.0044621-0.0019164i
-5.4269e-07-0.0040923i,-0.010671-0.0001524i,-0.034407+0.00068241i,-0.069185-0.0043852i,-0.093506-0.014157i,-0.091701-0.019583i,-0.07507-0.019305i,-0.055272-0.013529i,-0.033659-0.0030401i,-0.016722+0.0023049i,-0.010482+0.0010557i,-0.011519+0.0006227i,-0.012139+0.0024349i,-0.0080015+0.0044325i,-0.0024353+0.0043623i,-0.00038383+0.0039102i,-0.0010799+0.0053276i,-0.0020062+0.0052119i,-0.0030691+0.0041185i,-0.004041+0.0040053i,-0.0019463+0.0039049i,0.0028747+0.0014592i,0.0050049-0.0022648i
-0.0015342-0.00043636i,0.0042641+0.0020327i,0.019622+0.013117i,0.041534+0.037833i,0.055266+0.063728i,0.052805+0.066983i,0.041536+0.053228i,0.024799+0.038527i,0.01107+0.024894i,0.0070024+0.01237i,0.0065156+0.0036939i,0.0045486+0.001605i,0.0022235+0.0036379i,0.0023596+0.0046558i,0.0033002+0.0027867i,0.0037122+0.0010031i,0.0049321+0.00062986i,0.0064644+0.00095459i,0.0075415-0.00028477i,0.0072861-0.0033153i,0.0036767-0.0069908i,-0.0034559-0.0081379i,-0.0082679-0.0061791i
-0.0013143+0.001002i,-0.0062806-0.0001819i,-0.013918-0.0081261i,-0.018486-0.026212i,-0.012619-0.044621i,0.00055949-0.050679i,0.014337-0.047235i,0.023192-0.036822i,0.02032-0.021285i,0.010837-0.010134i,0.005503-0.0072144i,0.0042733-0.0085734i,0.0020156-0.0093601i,-0.0008761-0.0072292i,-0.0011655-0.0048787i,0.00051702-0.0035224i,-0.00023614-0.0043803i,-0.00177-0.0051433i,-0.0032902-0.0028745i,-0.0046227+0.0011147i,-0.0026399+0.0064222i,0.0024528+0.0098198i,0.0057737+0.0092654i
5.9288e-05-0.00030543i,0.0035314+0.0028317i,0.011607+0.015847i,0.018416+0.038342i,0.015952+0.056198i,0.010656+0.056809i,0.0072482+0.045946i,0.0054494+0.02787i,0.0062437+0.0090076i,0.0054755+0.0024722i,0.0043415+0.0051706i,0.0060558+0.0055666i,0.0081025+0.0020617i,0.0075296-0.001628i,0.0047826-0.003048i,0.0016897-0.0038884i,0.00076689-0.0043735i,0.0017687-0.0030206i,0.0040876-0.00039318i,0.0069904-0.00041119i,0.0070118-0.0043132i,0.0022518-0.0071331i,-0.0017517-0.0062758i
0.00087674-0.0018662i,-0.00077096-0.0055979i,0.0018045-0.018888i,0.012592-0.040535i,0.026989-0.053926i,0.031374-0.048289i,0.027302-0.033034i,0.021341-0.017876i,0.010151-0.0090957i,-0.0009903-0.0042957i,-0.0039301+0.00015042i,-0.00069328+0.00095288i,0.0014296-0.0022813i,-0.00036706-0.0048609i,-0.0022523-0.0034602i,-0.001713-0.00090892i,-0.0013782-0.00083656i,-0.0023751-0.0027345i,-0.0037547-0.0032943i,-0.0049921-0.001439i,-0.0052+0.0039374i,-0.0031626+0.0097522i,0.0013428+0.010271i
0.00089667-0.00029197i,-0.0012274+0.0012416i,-0.0092208+0.0073842i,-0.024539+0.015632i,-0.042236+0.016081i,-0.051796+0.011477i,-0.051188+0.0066768i,-0.043829-0.00010716i,-0.030702-0.002244i,-0.017841+0.00024863i,-0.011432+0.0034333i,-0.0099854+0.0056732i,-0.008569+0.0070666i,-0.0054853+0.0082233i,-0.0025105+0.0075814i,-0.0020078+0.0056008i,-0.0031851+0.0051193i,-0.0039967+0.0060277i,-0.0020945+0.0054934i,0.0017876+0.0022878i,0.0053539-0.0041181i,0.0065142-0.010416i,0.004603-0.011154i
0.0021717-0.0002726i,0.0032076-0.0035835i,0.008213-0.0077784i,0.019501-0.0083968i,0.029372-0.0030035i,0.030041+0.0018553i,0.02427+0.0044158i,0.012998+0.0090606i,0.00042092+0.010007i,-0.0036523+0.0048043i,-0.0013277-0.00038882i,-0.0018882-0.001712i,-0.0041655-0.0010721i,-0.0045617+0.00045013i,-0.0028631+0.0025291i,-1.7766e-05+0.0043365i,0.0019142+0.0052755i,0.0041189+0.0035812i,0.0031948-0.00041154i,-0.0016745-0.0016764i,-0.0076255+0.0016781i,-0.010496+0.0055853i,-0.0081356+0.0056597i
0.0015515+0.00080876i,-0.0021399+0.0028639i,-0.011666+0.0048415i,-0.023347+0.0053997i,-0.029195+0.0026422i,-0.023732-0.003122i,-0.01171-0.009492i,0.0011769-0.010773i,0.0088972-0.0041419i,0.0087292+0.0016511i,0.004828+0.00068109i,0.00095866-0.0013794i,-0.00076512+0.00020786i,-0.00013398+0.0032526i,0.0011451+0.003152i,0.002068+2.7917e-06i,0.0015842-0.0015717i,0.0002594-0.0010122i,0.00061104+0.00059275i,0.0041529+0.0020431i,0.010584+0.001051i,0.01389-0.001871i,0.010579-0.0038781i
0.0019953+0.0027465i,0.004831+0.0025264i,0.014817+0.0052921i,0.029424+0.015054i,0.037248+0.027475i,0.03511+0.03046i,0.030157+0.028915i,0.023776+0.025214i,0.017689+0.015664i,0.013184+0.0070126i,0.010475+0.0036745i,0.010919+0.0026049i,0.011765+0.00058103i,0.0096179-0.0029034i,0.0061483-0.0049482i,0.0057813-0.0031457i,0.0081927-0.0014539i,0.0097837-0.0017594i,0.0081271-0.0020591i,0.0031587-0.0022053i,-0.004708-0.0021954i,-0.01048-0.0017801i,-0.0089461-0.0012041i
-0.00062766+0.00063084i,-0.0016193-0.00021638i,-0.0034454-0.0047515i,-0.0016062-0.014417i,0.0038535-0.023209i,0.007538-0.023516i,0.0098335-0.018235i,0.014101-0.01097i,0.012567-0.0040036i,0.0045296+0.00079626i,-0.00023285+0.0027045i,0.00032426+0.0020859i,0.0022745+0.00067319i,0.0026278+1.9072e-06i,0.0019373-0.0015192i,0.00079038-0.0037472i,-0.00092904-0.0060644i,-0.0019637-0.0073866i,-0.0024378-0.0047373i,-4.8549e-05+0.00021329i,0.0051826+0.0034734i,0.0084372+0.0047715i,0.0067345+0.0050203i
