-0.0023193+0.0011328i,-0.0014502-1.4128e-05i,-0.0013349-0.00062885i,-0.0017503-0.0010339i,-0.0019906-9.4185e-05i,-0.0017492+0.00077523i,-0.0009242+0.00098115i,-0.00044636+0.0009588i,0.0004632+0.0011443i,0.0014501+0.0014062i,0.0016813+0.00041884i,0.00071435-0.00024942i,-0.00035478-9.2177e-05i,0.00038593+0.00041124i,0.0011869+0.00053204i,0.00086161+0.00020286i,0.00049167-0.00014408i,0.00047227-0.00026743i,0.00023745+0.00036678i,0.0002522+0.0004888i,0.00064137+0.00011889i,0.00021333+0.00019394i,-0.00034085+0.00013262i
-0.0015869+0.00015422i,-0.0018254+0.0002349i,-0.0028841+0.00068742i,-0.0019144+0.0015369i,-0.00053343+0.0019705i,0.00023969+0.00076485i,0.00083503-0.00027216i,0.0013049-0.00015135i,0.00076225+0.00051551i,0.00020659+0.0007174i,8.9104e-05-0.00042597i,0.00065989-0.0003814i,0.0013199+0.00046063i,0.00059041+0.00089487i,-0.00010832+0.0014596i,5.7525e-05+0.0011843i,0.00067324+0.00064488i,0.00061755+0.00066178i,5.8336e-05+0.0004214i,-0.00077607-0.00016904i,-0.00099575-5.192e-05i,-0.00023406+7.1088e-05i,0.00038743+0.00019528i
-0.0030489-0.00029248i,-0.0029583-2.1725e-05i,-0.0023551+0.0014688i,-0.0016908+0.0017214i,-0.00079122+0.00061089i,-0.00047509-0.00047364i,-0.00056286-0.00072028i,-0.00020006-0.00014641i,-0.00015502+0.0005297i,-4.1538e-05+0.00056138i,0.00087782+0.0002614i,0.0011802+5.1278e-05i,0.0011897-0.00013707i,0.0009122+0.00057269i,0.00045638+0.00030415i,9.97e-05-0.00015825i,0.00052789+0.00013074i,0.00054465+0.00048534i,-0.00041432+0.00048729i,-0.00060618+0.00016297i,-9.8146e-05+0.00027527i,0.00049608-5.6182e-05i,0.00097775-0.00017371i
-0.00065584-0.00085312i,-0.00031675+0.000867i,-0.00044701+0.0017368i,4.0992e-05+0.0015902i,0.00073422+0.0016787i,0.0008685+0.0012085i,0.00011408+0.00090538i,-0.00014336+0.0007689i,5.534e-05+0.0011217i,0.00046048+0.00074728i,0.0010597+2.4835e-05i,0.0012298+0.00035878i,0.00071904+0.00069119i,0.00037276+0.00045927i,0.00045714+0.00032386i,-0.00015179+0.00019576i,-0.00013159-0.00019944i,0.00079062-0.00062226i,0.00028769-0.00032107i,-0.00047256-5.6303e-05i,-0.00070026+7.9004e-05i,-0.00034674-0.00018977i,-0.00034489+2.2791e-05i
-0.00050586-0.00070845i,-0.00048778-0.00031279i,-0.00096327-0.00011792i,-0.00042871-0.00056819i,-0.00035198-4.1274e-05i,-0.00081166+0.00054603i,-0.00046681+0.00081826i,-0.00055041+0.0011155i,-0.00026355+0.00083238i,0.00083022+0.0013303i,0.00072226+0.00093923i,0.00038606+0.00027201i,0.00045369+0.00035013i,0.0002316+7.6203e-05i,-0.0001487-0.00040152i,-0.00047736-0.00016779i,-0.0013798+0.000371i,-0.001287-0.0005297i,1.6689e-05-0.00076107i,0.00033281-0.00049514i,-0.00034674+7.6276e-05i,-8.2861e-05+0.00058975i,0.00080662+0.00075183i
0.00083926-0.00098139i,0.00093637+0.00027163i,0.00067093-0.0010092i,-3.4178e-05-0.0017288i,0.00021651-0.00053149i,0.00023453-2.6208e-05i,0.00039617-9.1399e-05i,1.2802e-05+0.00026643i,0.0002798+0.00030242i,0.00083502+0.00066546i,0.00051259+0.0010738i,0.00015553+0.0009571i,-0.00032885+0.00087038i,-0.00062983+0.00041862i,-1.7347e-05-0.00093114i,0.00019005-0.00068151i,-0.00038741+5.1256e-05i,-0.00014257-0.0002843i,0.00015003-0.00049488i,-0.00041834-2.1467e-05i,-0.0009752+0.00055725i,-0.00029423+0.00021154i,0.00064981+0.00011683i
0.00083-0.001261i,0.00028518-0.0017831i,6.8626e-05-0.0026721i,-0.00020565-0.0028371i,-0.0010304-0.0015517i,-0.0013547-0.00037752i,-0.00067683-8.1625e-05i,-9.0674e-05+0.00020653i,-0.00018001+0.00059739i,-0.00032849+0.00013635i,-0.00079104-0.00043317i,-0.0010097-0.00093719i,-0.00016691-0.00093303i,0.00062396-0.0002653i,0.00046223+0.00046332i,0.00025544+0.00057138i,0.00036418+0.00047389i,0.00091343+0.00050989i,0.0008946+0.00030162i,0.00059619+0.00029723i,0.00057884+0.00017711i,0.00085474-0.00028577i,0.0013467-0.001261i
0.00072851+0.00028857i,-0.00041747+0.00047511i,-0.00066169+0.00066047i,-0.00051115+0.00093169i,-0.00030052+0.00070787i,0.00037181+0.00015312i,0.00018195-0.00018425i,-0.00045364+0.00040271i,-0.00020849+0.00066425i,0.00026195+4.8246e-05i,0.00064165-0.00091278i,0.00086307-0.00088093i,0.00056768-8.2242e-05i,-0.00012838+0.00055366i,6.8005e-05+0.0012805i,0.00089398+0.00094801i,0.0010992+0.00032143i,0.00068795-7.2543e-05i,0.0001765+0.00021251i,-0.0006236+0.0010272i,-0.001043+0.00055558i,-0.00031939+0.00046254i,2.9285e-05+0.00090618i
0.00035833-0.0036662i,-0.00035572-0.0023165i,-0.0015951-0.0025962i,-0.0028002-0.002555i,-0.0024317-3.5399e-06i,-0.00026547+0.0015466i,0.0016589+0.0011324i,0.0019766+0.00054377i,0.0011029-2.1265e-05i,0.00020133+0.00044116i,-0.00023981+0.0012641i,0.00030225+0.0018031i,0.0010164+0.0014158i,0.00083925+0.00091062i,2.9048e-05+0.00065714i,1.3602e-05+0.00051062i,0.00036801+0.00074685i,0.00041829+0.00026845i,0.00051486-0.00023513i,4.2784e-05-0.0001574i,-4.5912e-05-9.9142e-05i,0.00049872+0.00042782i,0.00044756+0.00080437i
0.0016516+0.00040084i,0.0012607+0.00053477i,0.000683+0.0012554i,0.00069443+0.001539i,0.00016877+0.0014201i,-0.00021018+0.0010997i,-0.0004297+0.00013989i,-0.0006189-0.00035744i,-8.0688e-05-0.00017313i,-7.445e-05+0.00033385i,-0.00035423+0.0006194i,0.00012125+0.00039556i,-3.6797e-06+0.00076559i,-0.00038401+0.0013843i,-3.3881e-05+0.00075128i,0.00023754-0.00016102i,0.00031232+0.00030122i,-0.00016995+0.00035078i,-0.00034676+6.3317e-06i,-0.0001351+0.00060207i,0.00010643+0.00046315i,0.00027068+0.00034357i,0.00031609+0.00061418i
0.00042207-0.00024731i,-0.00048207+0.00039245i,-0.0015191-0.00018613i,-0.0016792-0.00091363i,-0.00043049-0.00034602i,0.00089795+0.00066621i,0.0011248+0.0010432i,0.00020339+0.0010467i,0.00015473+0.00064237i,0.00058506+0.00021717i,0.00058401+0.00049632i,-0.00035123+0.00060209i,-0.00093865+0.00013654i,-0.00028852-0.00021018i,0.00083221+0.00033741i,0.0014108+0.00093191i,0.0006865+0.00052945i,9.8868e-05-4.309e-05i,-0.00043009-0.00013244i,-0.00094381-0.00020588i,-0.00081391-0.00060018i,-0.00026301-0.0001348i,-3.8867e-05-0.00012434i
0.00011942-0.0013251i,0.00013384-0.001107i,9.9484e-05-0.0013194i,0.00052617-0.0016521i,0.00036607-0.0012048i,-0.00027308-0.00052169i,-0.00013508-0.00051496i,-0.00041917-0.00051973i,-0.00083105-0.00067093i,-5.8378e-05-0.00063586i,0.00040604-0.00027795i,0.00019678+0.00020982i,-3.4693e-05+0.00030386i,0.00068449-9.698e-05i,0.00074752-0.00017146i,6.1322e-05+0.00046668i,8.4827e-06+0.00056846i,-0.00024783+6.5802e-05i,-0.00036908+0.00026312i,-0.00031482+0.00020571i,0.00030552-0.00021949i,0.00076749+0.00013999i,0.00085513+4.1071e-05i
0.0016196-0.0001336i,0.00097848-0.00025163i,0.00030011+0.00032115i,0.00011389+0.00093658i,0.00019526+0.00071279i,0.0006718+0.00013452i,0.0011638-0.00012232i,0.00072778+1.7537e-05i,0.0002041-0.00034703i,-0.00014387-0.0014498i,-0.0011599-0.00096093i,-0.0010341+0.00026145i,-0.00060407+0.00014349i,-0.00077594-0.00032683i,-0.00058638-0.00014645i,0.0002664-1.1248e-05i,0.00074762-0.00056163i,0.00066993-0.00070132i,0.00027197-0.00083409i,-0.00025322-0.0010441i,-0.00038528-0.00087021i,7.1186e-05-0.0010023i,0.00061166-0.00081643i
-4.699e-05+6.4424e-05i,0.00052713+0.00022598i,0.00056715+0.0011447i,0.00036314+0.00062025i,0.00042104+0.00030523i,-6.545e-05-0.00018919i,-0.00045463-0.0010479i,-6.4248e-05-0.0011241i,0.00041382-0.00074162i,0.00046623+1.7369e-05i,0.00019036+0.00013309i,-0.00040277-0.00068337i,-9.6662e-05-0.0005111i,0.00032627+0.00035284i,0.00012098+0.00044357i,7.656e-05+0.00057255i,-0.00030942-8.1945e-05i,-0.00021449-0.0012234i,0.0001611-0.00099036i,-7.646e-05-0.00015913i,0.00061458+1.6539e-05i,0.0012464-0.00031735i,0.00062966-0.00060431i
-0.0011775-0.0010956i,-0.00226-0.0019169i,-0.003297-0.0017774i,-0.0022687+1.9766e-05i,-0.00037683+0.00089949i,-8.5815e-05+0.00024257i,-0.00076431+0.00049481i,-0.0007402+0.0012066i,-0.00014303+0.00098415i,-1.7405e-05+0.00061854i,8.4894e-05+0.00064793i,0.00041751+0.00039969i,0.0007438+8.3687e-05i,0.00036093+0.00046826i,0.00032623+0.00018965i,0.00076222-0.00038359i,0.0010036+0.00014364i,0.0010645+0.00032047i,0.00037293+0.00046702i,-8.4912e-05+0.00052615i,-4.7591e-05+7.9811e-05i,0.00011288+0.00046264i,0.00049053+0.00029555i
-0.0014814+0.0010286i,-0.0012065+0.0014736i,-7.801e-05+0.0014388i,0.00080911+0.0010238i,0.00066435+0.00061289i,0.00064408+0.0012584i,0.00042198+0.0012612i,0.00041285+0.00062236i,0.00058824+0.00029567i,0.00060016+7.2318e-05i,0.00064711+0.00051452i,0.000665+0.00049529i,0.00043541+0.00039757i,9.8456e-05+0.00021344i,0.00013881-0.00034356i,0.0011444+9.3141e-05i,0.0025365+0.0014133i,0.0023777+0.0013219i,0.0012086+0.00035606i,0.00051179-3.7298e-05i,0.00052083+0.00019822i,0.00028152+0.00062196i,7.2335e-05+0.00035296i
-0.0012063-0.00043563i,-0.0016566+0.0012393i,-0.0022271+0.0020351i,-0.0017035+0.002219i,-0.0010897+0.0014307i,0.00021203+0.00019366i,0.00093216-0.0001802i,0.00013143+0.00032147i,-7.2332e-05+0.00073415i,0.00016721+0.0005334i,0.00026011+0.00024751i,-0.00015071+5.1855e-05i,-0.00012335-0.00038025i,0.0006478-0.00024239i,0.00080713+0.00034911i,-8.2882e-06+0.00050832i,-0.00036635+0.00017397i,-0.00056395+2.2983e-05i,-0.00024939-0.00037937i,0.00047562-0.00041877i,0.00044498+0.00043754i,0.0006832+0.00079585i,0.00027499+0.00044593i
-0.002651+0.00072226i,-0.0022729+0.00030286i,-0.001266+0.00042732i,-0.00032903+0.0011009i,0.00023815+0.00071407i,0.00045068-0.00029656i,9.0615e-05-6.2244e-07i,1.7483e-05+0.0014045i,9.8582e-05+0.0017533i,-0.00012622+0.0012344i,0.00014447+0.00031305i,0.00052542-0.00023713i,0.00031088-0.00044023i,0.00030269-0.00041598i,0.00050344-0.00062789i,0.00043195-0.000406i,0.00054868-4.1847e-05i,0.00049996-1.1046e-05i,0.00035917-0.00015291i,0.00066397-9.2197e-05i,0.00048012+0.00033211i,-0.00012756+0.00067078i,2.9983e-06+0.00026438i
0.00055645+0.00015135i,0.00011088-0.00042238i,-0.00021277+8.0597e-05i,-0.00032003+0.0008496i,-2.6158e-05+0.0013274i,0.00020866+0.0011649i,-4.7366e-06+0.00035982i,0.00054363-0.00032062i,0.00083362-4.9577e-05i,0.00063638+0.0007029i,0.00042558+0.00028943i,2.2799e-05-0.0010316i,-0.00010939-0.00080857i,-0.00020994-0.00023957i,-0.00040242+0.00027324i,-0.00085808+0.00042004i,-0.0009342-0.00079003i,-0.00021111-0.00061462i,7.8313e-05+0.00034852i,0.00043883+0.00025063i,0.0010941+0.00034614i,0.0013516+0.00069879i,0.00063822+0.00074242i
3.5155e-06-0.00055464i,7.9816e-05-0.0005077i,0.00029974-0.00037948i,-6.2525e-05+6.6876e-05i,-0.00054321+4.5284e-05i,-0.00031673+0.00012657i,6.0632e-05+8.1063e-05i,0.00046216+5.9211e-05i,0.0012108+0.00052718i,0.0011129+0.00077485i,1.5845e-05+0.00038174i,-0.0012334+3.7507e-05i,-0.00067475-0.00024595i,0.00060464-4.7157e-05i,0.000347+0.00025972i,0.0005849+0.00056508i,0.00085774+0.0003695i,0.00032519+3.6948e-05i,0.00010645+0.00039421i,7.3563e-05+0.0010982i,-0.00021342+0.00090379i,-0.00098721+0.00010316i,-0.00011853-0.00037903i
-0.0025371+0.00036652i,-0.0011644+0.00018059i,-0.0013824+0.00083287i,-0.00098133+0.00069126i,0.00035035+1.9069e-05i,0.00085513-0.00091066i,0.00080956-0.0011674i,0.00010031-0.00092538i,-0.00058063-0.00032415i,-2.3743e-05+0.00013008i,0.0011052+0.00051903i,0.0013014+0.00014899i,0.00022319-0.00066282i,-0.00033308-0.00022116i,8.0197e-05+1.5452e-05i,3.9843e-05-8.1325e-05i,-1.2919e-06+0.00030686i,0.00039097+0.00027633i,0.00020716+0.00068773i,-0.00031148+0.00072444i,-0.00061719+0.00092989i,-0.00032381+0.00061337i,0.00060519+1.3578e-05i
0.00055513+0.00074237i,0.0007356+0.001067i,-0.00024482+0.0010704i,-0.00074797+0.00052204i,-0.0003443+0.00031647i,-0.00036415-0.00084222i,-0.00033581-0.0010819i,-0.00047081+2.6577e-05i,-0.00023987+0.00043687i,-5.3889e-05+0.0005573i,-0.00073096+0.00023195i,-0.0002559-0.00055121i,5.0472e-05-0.0004794i,-0.0005076+0.00055182i,-0.00068723+0.00068588i,-0.00046753+0.00015374i,0.00030769-0.00046774i,0.00068162-0.00022445i,-0.00038818+0.00031109i,-0.00052475-0.00023268i,0.00034664-7.2509e-05i,0.00067006-2.3504e-05i,0.001209-0.00048998i
-0.00069599-0.0017409i,-0.00049384-0.00091647i,-0.00073454+0.00018606i,-0.001353+0.00064864i,-0.0012465+0.00065177i,-0.0005873+0.00015256i,4.3283e-05-0.0002327i,0.00035784+0.00066531i,0.00092862+0.0011299i,0.0014487+0.00067271i,0.0013874+0.00090045i,0.0012061+0.00045975i,0.00053544-6.7651e-05i,0.00013814-0.00026088i,0.00056515-0.0005057i,0.00045705-0.00066496i,0.00022032-0.0011856i,0.00019627-0.00077025i,-0.00016123-0.00021504i,-0.00055334-0.00033472i,-0.0005534-0.00014138i,0.00030832-0.00013787i,0.00042773-0.00037499i
0.0013386-0.0018706i,4.8412e-06-0.0024275i,-0.00021886-0.0023122i,-0.00084375-0.0018385i,-0.0012854-0.00090367i,-0.0020336-4.8273e-05i,-0.0014513+1.6079e-05i,0.00014571+0.00069779i,-0.00010772+0.0015424i,-0.00062323+0.00088945i,-0.00058244+0.00068353i,-0.00045351+0.0013747i,-0.00085571+0.0012782i,-0.00074406+0.0010037i,0.00025258+0.00061535i,-5.0607e-05+0.00080077i,-0.00037094+0.00089702i,1.0269e-06+0.0001732i,4.7501e-05-0.00095728i,-0.00027168-0.00059163i,-0.00032249+0.00041218i,-0.00085208+0.00043584i,-0.0010081-5.6176e-05i
0.00064641+0.0014874i,0.00043707+0.0012441i,0.0015516+0.00096404i,0.0019935-0.00020639i,0.0011481-0.0010641i,0.00084824-0.00042716i,0.00087438-3.606e-05i,0.00053293-0.0006885i,0.00053315-0.0006503i,0.0010845-0.00026772i,0.00059232-0.00017202i,-0.00056478-0.00084962i,-0.00038528-0.00060532i,0.00016847+0.00020249i,0.00043708+0.00055593i,0.00050404+0.00058948i,0.00019683-0.00039364i,0.0003821-0.00084926i,0.00081982-0.00010558i,0.0007749+0.00092016i,0.00024311+0.00036546i,-6.8854e-05-9.8221e-05i,-0.00030853-0.00046506i
0.0021177+0.0016904i,0.0011277+0.0014559i,0.0021809+0.0011523i,0.0021208+0.00036265i,0.0004227-0.0015345i,-0.00027344-0.0024546i,0.00053767-0.0017513i,0.0010463-0.00012711i,0.001014+0.00031711i,0.00052778-0.00062693i,-0.00019945-0.00096116i,6.4744e-05-0.00045605i,0.00051748-5.0938e-05i,0.00016826+0.00025817i,0.00027922+0.00031498i,0.00029172+0.0005023i,-3.2629e-05+0.00078338i,0.00050164+0.00033608i,0.00049399+0.00015788i,0.00019549-6.2908e-05i,0.00058223-0.00035236i,-0.00016538-0.00038223i,-0.00079695-0.00019641i
-0.0015757-0.0011155i,-0.0020147-0.0016693i,-0.0018588-0.0015238i,-0.00107-0.00058907i,-0.00022357+0.00042226i,-0.00054544+0.00058653i,-0.0007248+0.00041232i,0.00011259-0.00041681i,0.00042152-0.00084097i,-0.00026117-0.00038282i,-0.00070326-0.00045395i,-0.00023204-0.0005183i,0.00057382-0.0010137i,0.00080169-0.00084174i,0.00051442-0.00056668i,-0.0001219-0.0010857i,-0.00035266-0.00081182i,-0.00022925+0.0002116i,-0.00061655+0.00062998i,-0.00072627+2.0876e-05i,-0.00050474+9.2032e-05i,-0.00021506+0.00032753i,0.00044897+0.00014998i
0.0015439-0.0023253i,0.00095524-0.0027367i,0.00042935-0.0034621i,-0.00083258-0.0025912i,-0.0012623-0.0008227i,-0.00054639+0.00040285i,-0.00016012+0.00077095i,0.00016209+0.00057804i,9.8785e-05+0.00042011i,-0.0004478+4.0356e-07i,-0.00059981-0.00037725i,-0.00031881-0.00047332i,0.00034572-0.00035054i,0.00045964+0.00013139i,0.00013324+0.00090074i,2.0248e-05+0.0011893i,-0.00027716+0.00083287i,-0.00041178+0.00082961i,8.1486e-05+0.00041186i,0.00030483-0.00048791i,0.00087035-0.00087361i,0.00091482-0.00038848i,0.00019157-0.00027198i
0.00052068-0.0030555i,0.00055209-0.0033837i,-0.0005262-0.0029789i,-0.0011836-0.0016359i,-0.00052569+0.00028141i,1.8585e-05+0.0012811i,0.00040473+0.00076397i,0.00021605+0.00063646i,-0.00029692+0.00068175i,-0.00030603+0.00048199i,0.00038199+0.00031709i,0.00039651+0.00032852i,-0.00038875+0.00036151i,0.0002806+0.00078976i,0.00082389+0.0013569i,0.00062368+0.00082129i,0.00085918+4.0889e-05i,0.00080898+0.00013948i,0.00014543+0.00047246i,1.3754e-05+0.00036504i,1.8075e-05-6.3344e-05i,-0.00033912+0.00011823i,-0.00026153+0.00035446i
0.0010323+0.0003584i,-0.0002136-0.00041386i,-0.00061993-0.00097735i,-0.00095647+8.2558e-05i,-0.00059805+0.0011313i,6.4275e-05+0.0011351i,-7.7997e-05+0.00024652i,-0.00076728+0.0006453i,-0.0012012+0.0015864i,-0.00039547+0.0012819i,-0.00026493+0.00096616i,-0.00064536+0.00084722i,-8.3569e-05+0.00043675i,0.00015626+0.00033354i,0.00047715-0.00015878i,0.00084178-0.00059841i,0.00058601-0.00011051i,-6.955e-05+0.00056872i,-0.00013975+0.00038696i,-0.00032444+0.00092739i,-0.00058991+0.0013895i,-0.00010021+0.0012722i,-0.00050961+0.0011682i
0.001218+0.00083044i,0.00074666+0.00035554i,0.0011496-0.00033625i,0.00040315-0.001113i,-0.00033625-0.001653i,-0.00026176-0.001473i,-0.00021227-0.00085549i,-1.0331e-05-0.0002999i,2.2437e-05+0.00020054i,0.00011582-7.5912e-05i,0.0002052-0.00028433i,-0.00046125-0.00013033i,-0.00085125-0.00010406i,-0.0010246+0.00037274i,-0.0011254+0.00027502i,-0.00049207-0.00023965i,9.3696e-05-0.00010663i,0.0003995-0.00050127i,0.00044348-0.00081142i,1.9115e-05-0.0003405i,-2.6998e-05-0.00060685i,-0.00038347-0.00084874i,-0.00044228-4.1805e-05i
-0.00064213+0.00087724i,-0.0009342+9.1871e-05i,-0.00021586+0.0016138i,-0.00015854+0.0017973i,-0.00071791+0.0016125i,0.00035933+0.0017824i,0.0013643+0.000907i,0.00097093+0.00068523i,-0.00028594+0.0013904i,-0.00045645+0.0013084i,6.6391e-05-0.00010973i,0.00052553-0.00080964i,0.0011404-0.0003901i,0.00060623+0.0006408i,-0.00047188+0.0010671i,-0.00030037+0.0007668i,-0.00013879+0.00040575i,0.00015401+8.022e-05i,0.00040656+0.00013452i,0.00014664-0.00029391i,-0.00013085-0.00042115i,-0.00018503+3.0264e-05i,0.0001408-0.00021554i
0.0014648-0.0026304i,-0.00014094-0.003657i,0.0010346-0.0015965i,0.0007166-0.00022846i,-0.00043298-0.00038201i,-0.00043408-0.0005466i,0.00036669+0.00029457i,0.00029151+0.0009354i,-0.00032723+0.0011399i,-0.00053318+0.00089943i,0.00015648+0.00085097i,0.00049916+0.0015761i,0.00032051+0.0013507i,-8.9995e-05+0.00067686i,3.1517e-05-0.00012623i,0.0013138-0.0005111i,0.0019475-0.00054596i,0.00091063-0.00077547i,-0.00010141-0.00040977i,-0.00035143+0.00038861i,0.00015973+0.0001029i,0.00066433-0.000318i,0.00045116-0.00026915i
-0.00052573-0.00018155i,0.00016148+0.0013245i,6.1276e-06-0.00068483i,-0.00066785-0.0015472i,-0.0015326+1.6072e-05i,-0.0011393+0.0004017i,-0.00063992-0.00049628i,-0.00086849-0.00081142i,-0.0014495-0.00048019i,-0.0002145-7.5192e-05i,0.00083771-0.00018455i,0.0008382-0.00054423i,0.00042195-0.00037285i,-0.00050481+0.0001014i,-0.00037308+0.00028783i,2.3584e-05+0.00032865i,0.00019141+0.00075622i,0.00060488+0.00049028i,8.7814e-06+3.8021e-05i,-0.00095394-0.00017865i,-0.00087564-0.00020548i,-0.00095007-9.2486e-05i,-0.00042397-0.00046192i
-0.00043237+5.6724e-05i,-0.00051937+0.00014316i,-0.0013018+0.00032417i,-0.00076069+0.0004534i,1.9603e-06+0.00059951i,0.00037981-0.00011644i,8.9316e-05-0.00066399i,-0.00026578-0.00037407i,0.00035754+0.00043435i,0.001331+0.00066754i,0.0013158+0.00053557i,0.00053679+0.00028716i,1.1728e-05-0.00036008i,0.00024033-0.00039896i,0.00011499-0.00047785i,-0.00049939-0.00072131i,-0.00079248-0.00024734i,-0.00049056+0.0002686i,-0.00050193+6.5233e-05i,-0.00097472+1.578e-05i,-0.00079021+0.00023991i,-0.00041045+8.9702e-05i,-0.00035364+7.2869e-05i
-0.00081246-0.0024735i,-0.00085601-0.0020477i,-0.0023644-0.00269i,-0.00289-0.0025012i,-0.0016126-0.00090237i,-0.00012897+0.00068557i,0.00086957+0.00022672i,0.0016708-0.00050453i,0.0016948+6.5347e-05i,0.00042625+0.00072303i,-0.00014965+0.00043222i,7.95e-05+0.00017738i,0.00014495-1.585e-05i,-0.00018632-0.0004353i,-0.00011861-0.00039893i,0.00013708-0.00030761i,0.00026835+0.00012848i,0.00030658+9.2403e-05i,0.00016388-0.00046473i,0.00014003-0.00010479i,-0.00023875+0.00087259i,-0.00047169+0.00077267i,-0.00038585+0.00031058i
0.0022141-0.0029452i,0.0018819-0.0030052i,0.00014852-0.0035348i,-0.0013707-0.0031547i,-0.0016783-0.0013145i,-0.0010841-0.00018832i,7.3545e-05-0.00050498i,0.00020304-0.00029475i,-0.00049995+0.00028511i,-0.00035599+0.00042979i,6.6598e-05+0.00019834i,0.00050935+0.00077984i,0.0006546+0.0015568i,0.00031913+0.0012521i,-0.000226+0.00073886i,-0.00042714+0.0004159i,-0.0004541+0.00029429i,-0.00020498-9.0065e-05i,0.00031056-0.0002229i,9.9561e-05-0.00020776i,6.8524e-05-0.00018144i,1.5663e-05+7.4727e-05i,8.5722e-05+0.00028641i
0.0016038+0.00010362i,0.0014054-6.2699e-05i,0.0018555-0.00061312i,0.0018836-0.0015192i,0.00074415-0.001429i,-0.00021458-0.00065114i,-0.00031233-0.00030531i,-0.00013906-0.00018652i,1.7369e-05-0.00035597i,0.00031385-0.00027153i,-9.756e-05-0.00023026i,-0.00099371-0.00024676i,-0.00058906+3.11e-05i,8.9547e-05+0.0011276i,8.294e-05+0.0015576i,8.6368e-05+0.00060077i,-0.00012711+0.00030824i,-0.00037978+0.00063181i,0.00012449+3.2558e-05i,0.00058012+4.5731e-05i,0.00031237+0.00072039i,0.00018981+0.0010406i,4.4978e-05+0.0012326i
-0.00098335+0.00064963i,-0.00093621+0.0010765i,-0.0010739+0.00090558i,-0.00077934+0.00096166i,-0.00081854+0.00082747i,-0.0006543+0.00034155i,-0.00032412+0.00022378i,-0.00097644+3.187e-05i,-0.0011379+0.00032265i,-0.00033258+0.00050296i,0.0002697+2.8673e-05i,1.7847e-05-0.0001119i,0.00016707-3.3817e-05i,4.9993e-05+0.00018188i,-0.00024336+0.00028047i,1.4748e-05-0.00079539i,0.00040433-0.00082292i,0.00066985+8.5776e-05i,0.00064272-0.00013071i,5.8382e-05-0.00043901i,-0.00071446-0.00030738i,-0.00022265+0.00030054i,0.00041406+0.00093178i
-0.0021872-0.0012145i,-0.0018561-0.00067655i,-0.0020812-0.00010898i,-0.0024019+0.0010847i,-0.0009368+0.0014218i,0.00050969+0.0012192i,0.00053176+0.0013423i,0.00012084+0.00065581i,0.00027195-0.00036536i,0.00063002+0.00015464i,0.00099436+0.00046435i,0.0011845+0.00055178i,0.00055682+0.00094328i,0.00011786+0.00042137i,0.00050293-0.00070527i,0.00079901-0.00060784i,0.00098868+0.0001842i,0.0008078+0.00047537i,0.0001169+0.00045029i,-0.0002289-9.8361e-05i,0.00016305-0.00043117i,0.00066744-7.2812e-06i,0.0011883+0.00017747i
-0.0019265+0.0015758i,-0.0012665+0.0013415i,-0.00074044+0.0018248i,-1.7588e-05+0.0027096i,2.6179e-05+0.0025549i,0.00052858+0.0011984i,0.00056505+3.8596e-05i,-0.00065898-0.00085095i,-0.0010102-0.00064032i,-0.00059507+0.00019295i,-0.00018025+0.00043615i,0.00067279+0.00043071i,0.0012117+0.00052303i,0.0015324+0.00063238i,0.00092309+0.0001513i,9.7307e-05-0.0001468i,0.00087666+0.00095433i,0.0014148+0.0011102i,0.00053358+0.00024405i,0.0002893+0.0002961i,-2.9696e-05+0.00018141i,-0.00029731-0.00063771i,0.00080357-0.0012073i
-0.00014943-0.00033949i,0.00034888-0.00051083i,0.00012743-0.00093256i,0.00024732-0.0013745i,0.00034003-0.00033715i,0.00015017+0.00047638i,-0.000168-0.0002446i,-0.00022835-0.00032178i,-3.5734e-05+0.00083334i,0.00060993+0.000938i,0.00083772-0.00014579i,0.00042344-0.00061422i,-3.4302e-05-8.1082e-05i,-1.3307e-05-0.00033534i,0.00068615-0.00069273i,0.00067213-2.531e-05i,-0.00018289+0.00016072i,-0.00021013-0.00024074i,0.00021957+3.322e-05i,0.00040557+5.6985e-05i,0.00024182-0.00077734i,0.00061221-0.00052581i,0.00085366+0.00017584i
0.0012961+0.0013265i,0.00074997+0.0011583i,0.0014928+0.00090334i,0.0016836+0.00059267i,0.00095832-9.6338e-05i,-5.4372e-05-0.0010282i,-0.00027542-0.00091055i,-6.6896e-05-0.00091196i,7.6146e-05-0.0011993i,0.00042521-0.00071328i,0.00083895-0.00054678i,0.00060735-0.00070943i,0.00020301+7.8151e-05i,-5.3716e-05+0.00067979i,0.00019906+0.00091418i,0.0010309+0.00064198i,0.0008424+0.00016393i,0.00021283-0.0005003i,0.00039233-0.00043447i,0.00056421+0.00015594i,0.00012076+7.6202e-05i,-0.00031535-0.00011108i,0.00016621+3.4035e-05i
