-0.0031375-0.00068439i,-0.002394-0.00064482i,-0.0024283-0.00088351i,-0.0023189-0.00095438i,-0.0014923+7.5299e-05i,-0.0011366+0.0014852i,-0.0011184+0.0028791i,-0.00029709+0.0035793i,0.0003817+0.0027232i,0.00056941+0.0012849i,0.00019783+0.00027712i,-0.00083807+0.000815i,-0.0013756+0.0010988i,3.2021e-05+0.00068466i,0.00053495+0.0001197i,0.00042612-0.00029905i,0.00031643-0.00014001i,-8.3016e-05+3.8417e-05i,-8.8494e-05+0.00050328i,-4.3868e-05+0.00071766i,0.00019547+0.00049407i,-0.00021554+0.0002774i,-0.00057805-0.00071877i
0.39308-0.64985i,0.35406-1.0523i,-0.042008-1.1035i,-0.42573-0.79168i,-0.43932-0.43917i,-0.23512-0.20348i,-0.056038-0.018093i,0.035927+0.11386i,0.070518+0.14602i,0.069637+0.07889i,0.03926-0.012039i,0.0076085-0.055252i,-0.0013575-0.049895i,0.013971-0.035711i,0.031505-0.042958i,0.025862-0.058365i,0.0029733-0.060933i,-0.024404-0.043233i,-0.043237-0.010025i,-0.033761+0.012934i,-0.015068+0.023593i,-0.0097001+0.042237i,-0.0053956+0.05494i
-0.15364+0.82417i,-0.04461+1.2383i,0.2735+1.1351i,0.47883+0.68675i,0.37226+0.34679i,0.16851+0.14919i,0.053308+0.045588i,0.041542+0.026875i,0.054326+0.022758i,0.03253+0.02533i,0.0053275+0.043852i,-0.00094513+0.055343i,0.0078099+0.045893i,0.011198+0.026614i,-0.0068083+0.024179i,-0.036341+0.045449i,-0.053672+0.081665i,-0.026314+0.10465i,0.030293+0.083982i,0.052422+0.034903i,0.038085-0.0042473i,0.025917-0.023867i,0.017399-0.035734i
-0.28612-0.90288i,-0.58144-1.286i,-0.73484-1.0635i,-0.60765-0.52354i,-0.36735-0.14511i,-0.18708+0.086391i,-0.048549+0.17499i,0.012597+0.084694i,0.0055931-0.0054908i,0.020314-0.021121i,0.025353-0.017334i,0.0019598+0.0089713i,-0.002767+0.029244i,-0.004242+0.010461i,-0.013051-0.013849i,-0.00037774-0.017495i,0.024437-0.016998i,0.029361-0.028071i,0.012357-0.044027i,-0.011321-0.046661i,-0.025852-0.026196i,-0.022489+0.0018175i,-0.0099134+0.016705i
0.70638+0.59999i,1.1003+0.74732i,1.01+0.51113i,0.59656+0.1783i,0.34837+0.0023378i,0.28479-0.12011i,0.1789-0.19855i,0.042977-0.1512i,-0.021523-0.059342i,-0.0072586-0.011967i,0.04378-0.013916i,0.078421-0.030682i,0.067215-0.031722i,0.021609-0.0083218i,-0.02533+0.027344i,-0.055449+0.04536i,-0.068927+0.04414i,-0.054521+0.042186i,-0.026655+0.030926i,-0.012054+0.012027i,-0.0015011+0.0046126i,0.014664-0.0012325i,0.019186-0.01088i
-0.74357-0.083097i,-1.0475+0.019856i,-0.84377+0.22009i,-0.4052+0.27138i,-0.24785+0.092931i,-0.30418-0.088465i,-0.27496-0.14577i,-0.14298-0.11815i,-0.042419-0.065575i,-0.04099-0.034946i,-0.077129-0.033352i,-0.085025-0.050222i,-0.07143-0.047392i,-0.034801-0.01293i,0.017515+0.01045i,0.058325+0.019207i,0.083533+0.023456i,0.081021+0.012506i,0.046562+0.0015727i,0.0060824+0.0097758i,-0.016729+0.026553i,-0.020853+0.033106i,-0.017832+0.027013i
0.5244-0.12283i,0.77076-0.24512i,0.66632-0.39362i,0.32023-0.44317i,0.068763-0.26301i,-0.028364+0.020143i,-0.047172+0.20823i,-0.03016+0.22162i,-0.032519+0.14235i,-0.041583+0.10785i,-0.027304+0.10918i,-0.0042452+0.088358i,0.020386+0.040584i,0.031416-0.01668i,0.0089275-0.053511i,-0.036213-0.060293i,-0.072027-0.042746i,-0.075273-0.010181i,-0.046772+0.019227i,-0.0070139+0.029921i,0.026193+0.019881i,0.038248+0.0027903i,0.026423-0.008548i
-0.39524+0.17687i,-0.61662+0.33033i,-0.55371+0.45312i,-0.27016+0.46661i,-0.034678+0.32417i,0.1098+0.12178i,0.18078-0.0029828i,0.14597-0.0099721i,0.093356+0.037087i,0.089072+0.033667i,0.073776-0.0019902i,0.032691-0.0092396i,-0.0083417-0.015809i,-0.050086-0.017337i,-0.065779+0.026218i,-0.033778+0.087132i,0.012488+0.11506i,0.046173+0.094717i,0.059566+0.042356i,0.045397-0.0062133i,0.011354-0.034753i,-0.024862-0.0401i,-0.041682-0.019329i
0.27049-0.24074i,0.48026-0.47586i,0.5187-0.62714i,0.35858-0.61414i,0.16662-0.46942i,0.022958-0.2804i,-0.057379-0.15958i,-0.070041-0.11632i,-0.039558-0.083315i,0.0043435-0.051256i,0.034117-0.035095i,0.039134-0.019619i,0.022977+0.00068968i,0.0069346+0.019851i,0.022786+0.026192i,0.058906+0.0025935i,0.07323-0.033435i,0.045086-0.052876i,-0.0033067-0.047778i,-0.020648-0.022145i,-0.0033697+0.0054061i,0.01572+0.017038i,0.028544+0.012962i
-0.12104+0.090906i,-0.26741+0.20349i,-0.39663+0.29135i,-0.40101+0.32354i,-0.27157+0.30233i,-0.082277+0.2049i,0.027275+0.078597i,0.025501+0.016825i,0.011313+0.0021751i,0.010446-0.026798i,0.0014025-0.059486i,-0.0040867-0.064455i,-0.0042592-0.037887i,-0.0030674-0.0055531i,0.0014017-0.00056344i,-0.0029554-0.023412i,-0.012191-0.046028i,-0.0063734-0.041727i,0.011168-0.021367i,0.014235-0.020546i,-0.0036834-0.03038i,-0.019237-0.021538i,-0.018329-0.0066243i
0.19856+0.10298i,0.35756+0.072244i,0.41084-0.0486i,0.32234-0.16593i,0.18407-0.21757i,0.051461-0.22762i,-0.036827-0.16744i,-0.033365-0.049633i,-0.013433+0.033639i,-0.038015+0.068356i,-0.063083+0.078431i,-0.058616+0.063171i,-0.028957+0.049301i,0.016732+0.043408i,0.043734+0.01423i,0.026882-0.014366i,-0.0081599-0.015766i,-0.026915-0.013254i,-0.031906-0.0124i,-0.036495+8.6858e-05i,-0.034238+0.021797i,-0.019041+0.031265i,-0.0056779+0.017389i
-0.44853-0.023843i,-0.70013+0.077471i,-0.69475+0.19686i,-0.4975+0.23844i,-0.35231+0.24655i,-0.26769+0.28954i,-0.16063+0.28835i,-0.068941+0.1968i,-0.027669+0.092564i,-0.027284+0.046546i,-0.029564+0.05568i,-0.013813+0.065915i,0.0067219+0.040064i,0.011855-0.0078648i,-0.014576-0.038413i,-0.046667-0.030097i,-0.055219+0.0022098i,-0.041846+0.035038i,-0.010241+0.045152i,0.017695+0.025952i,0.018298+0.0016325i,0.0034391-0.0038822i,-0.0077015+0.002702i
0.42668-0.18503i,0.59304-0.32906i,0.47701-0.31854i,0.26433-0.16332i,0.20566-0.086118i,0.20519-0.098407i,0.16156-0.06713i,0.098982-0.011602i,0.054093+0.030252i,0.069409+0.049234i,0.10357+0.028574i,0.09635+0.0061036i,0.063983-0.006415i,0.018323-0.013773i,-0.019238+0.010497i,-0.020617+0.050403i,0.00044291+0.072207i,0.020126+0.06251i,0.019948+0.028948i,0.0029424+0.010984i,-0.0020101+0.017944i,0.011395+0.018326i,0.019598+0.0052023i
-0.33326+0.24985i,-0.41253+0.43572i,-0.21927+0.42534i,0.0093698+0.23435i,0.012394+0.094045i,-0.070095+0.055636i,-0.069899+0.016252i,-0.022928-0.020594i,0.014267-0.038658i,0.0122-0.056046i,-0.0072114-0.059756i,-0.0015941-0.05032i,0.0036885-0.040591i,-0.0073065-0.02235i,-0.0081425+0.00139i,0.0081006+0.0058895i,0.02368-0.013002i,0.023868-0.025506i,0.015595-0.016276i,0.017047-0.0036771i,0.023468-0.0048328i,0.016606-0.010073i,0.0053012-0.005818i
0.35412-0.37391i,0.44012-0.61724i,0.24043-0.61596i,-0.041066-0.38162i,-0.10244-0.16951i,-0.027479-0.064542i,0.036931-0.001182i,0.078125-0.0016235i,0.069033-0.028281i,0.053368-0.016001i,0.050467-0.018958i,0.014799-0.042039i,-0.02376-0.030329i,-0.02981-0.0084703i,-0.025695-0.0059466i,-0.0331-0.0042682i,-0.041688+0.0053513i,-0.032884+0.012904i,-0.01775+0.013195i,-0.016196+0.0057803i,-0.022089+0.0017122i,-0.018123+0.0082638i,-0.0072471+0.0094398i
-0.16561+0.52534i,-0.14878+0.83699i,0.089922+0.7934i,0.32029+0.4398i,0.28413+0.1508i,0.16836+0.026753i,0.097554-0.052023i,-0.0069229-0.050404i,-0.071425+0.011263i,-0.080215+0.01748i,-0.095765-0.00032346i,-0.085206+0.0031129i,-0.046608+0.00079085i,-0.023412+0.0074499i,-0.008042+0.028583i,0.010431+0.039294i,0.013196+0.03295i,0.0043007+0.01461i,0.00069926-0.0061203i,0.00070928-0.01615i,-0.001468-0.016445i,-0.0058081-0.015685i,-0.013381-0.0084796i
-0.042605-0.45957i,-0.13863-0.79537i,-0.32912-0.85299i,-0.46685-0.60866i,-0.40421-0.35663i,-0.28668-0.22532i,-0.22039-0.12739i,-0.13014-0.045583i,-0.038591-0.0061929i,-0.0028157+0.021262i,0.0040133+0.050156i,0.0022287+0.063933i,0.00021034+0.056296i,0.018916+0.037734i,0.047431+0.013439i,0.056622-0.0080393i,0.045877-0.0060644i,0.028354+0.016758i,0.015285+0.032884i,0.0088811+0.028773i,0.0031793+0.015018i,-0.0010829+0.0041127i,0.00085207-0.0020918i
0.014622+0.32486i,0.073712+0.61442i,0.20274+0.7287i,0.30866+0.59431i,0.27639+0.41146i,0.17351+0.30092i,0.10564+0.21444i,0.054256+0.12873i,0.015932+0.069318i,0.0066935+0.024944i,0.0071075-0.0038745i,0.012931-0.0067775i,0.017404-0.0076511i,0.0030485-0.021146i,-0.017044-0.02986i,-0.020909-0.028836i,-0.0064815-0.030198i,0.014266-0.037746i,0.024958-0.044665i,0.019603-0.039103i,0.0088696-0.022898i,0.0016334-0.0093782i,-0.0057405-0.0026454i
0.030345-0.359i,-0.014308-0.67034i,-0.14113-0.78867i,-0.24731-0.63556i,-0.2116-0.42468i,-0.10576-0.28861i,-0.037428-0.19024i,0.0059441-0.11324i,0.035524-0.064445i,0.05062-0.030729i,0.060771-0.012421i,0.054396-0.0069771i,0.031639+0.0022423i,0.015456+0.012851i,0.0081911+0.013401i,-0.0038033+0.0040285i,-0.016699-0.0050479i,-0.023375-0.0017468i,-0.025238+0.011217i,-0.019444+0.020604i,-0.0088438+0.024225i,0.00040415+0.025877i,0.012066+0.024078i
0.040484+0.36644i,0.091448+0.67695i,0.15072+0.81055i,0.16814+0.68294i,0.10697+0.48156i,0.033638+0.34225i,0.017803+0.25317i,0.033454+0.18164i,0.028437+0.10452i,-0.00087053+0.046118i,-0.015564+0.0093278i,-0.014047-0.025312i,-0.017118-0.040072i,-0.029999-0.040885i,-0.053926-0.040553i,-0.072488-0.019737i,-0.0658+0.01031i,-0.033313+0.019197i,0.0010329+0.0034746i,0.012099-0.017049i,0.0072498-0.022729i,0.0071423-0.016153i,0.0066127-0.015441i
-0.0091413-0.26897i,-0.024452-0.51216i,-0.032946-0.61562i,-0.030783-0.52633i,-0.029856-0.38642i,-0.030774-0.27158i,-0.031058-0.19981i,-0.051705-0.16274i,-0.067088-0.098531i,-0.03619-0.027717i,-0.0022871-0.0010711i,0.0067949+0.0075437i,0.012155+0.01382i,0.0067907+0.02551i,-8.4965e-05+0.054037i,0.0087836+0.075417i,0.014198+0.073475i,-5.5128e-05+0.052429i,-0.020109+0.029872i,-0.029684+0.020577i,-0.027302+0.014486i,-0.021238+0.0039454i,-0.017489+0.0024245i
-0.058206+0.3236i,-0.058686+0.55877i,-0.040922+0.59199i,-0.026934+0.43083i,0.0036207+0.27876i,0.031401+0.16628i,0.013028+0.095243i,-0.0094519+0.10449i,-0.00039922+0.10286i,-0.012415+0.052064i,-0.039494+0.023018i,-0.037894+0.018399i,-0.02118+0.011186i,0.0040543+0.0075426i,0.039462+0.0038331i,0.063047-0.0079237i,0.065-0.012101i,0.053169-0.00098479i,0.039601+0.010166i,0.034601+0.010102i,0.031797+0.00066678i,0.019118-0.0078779i,0.0036136-0.013205i
-0.032667-0.39231i,-0.070027-0.63012i,-0.066117-0.6076i,-0.02163-0.39439i,-0.021934-0.26217i,-0.069728-0.19448i,-0.038321-0.11491i,0.044222-0.10429i,0.05819-0.10273i,0.05022-0.053575i,0.053069-0.023183i,0.038972-0.0088797i,0.029823+0.0023996i,0.02555-0.0056906i,0.0089888-0.016597i,-0.004574-0.018967i,-0.0065679-0.024239i,-0.0017893-0.030991i,0.0013456-0.028549i,-0.0043271-0.015289i,-0.013334+0.0040178i,-0.01509+0.020695i,-0.0064448+0.028683i
0.1109+0.31105i,0.19754+0.48661i,0.20294+0.41401i,0.11023+0.19232i,0.046252+0.13123i,0.091448+0.16303i,0.10015+0.12075i,0.035074+0.097252i,0.014427+0.098098i,0.019042+0.055486i,-0.00078528+0.019544i,-0.021568+0.0072006i,-0.032249+0.0036083i,-0.021486+0.014897i,0.0095096+0.018849i,0.02828+0.0026122i,0.023757-0.0085293i,0.012167-0.0028467i,0.0048995+0.0058393i,0.0048924+0.0050959i,0.012255+0.00099846i,0.019608-0.00056805i,0.020033-0.006633i
-0.095954-0.28009i,-0.21293-0.43588i,-0.28263-0.33536i,-0.2244-0.10107i,-0.14018-0.074476i,-0.13242-0.1539i,-0.12069-0.11237i,-0.058095-0.041805i,-0.021624-0.018291i,-0.013377+0.0070894i,0.0083811+0.018418i,0.027095+0.0064517i,0.028869-0.012049i,0.0073028-0.043822i,-0.035146-0.06858i,-0.068959-0.060657i,-0.070114-0.040175i,-0.043943-0.024928i,-0.012288-0.017407i,-0.0017655-0.016152i,-0.014619-0.013325i,-0.02377-0.0049503i,-0.021032+0.0051754i
0.1316+0.31561i,0.29416+0.49989i,0.39956+0.40216i,0.32913+0.13742i,0.16287+0.080835i,0.067672+0.16194i,0.032315+0.12522i,-0.0071974+0.052438i,-0.013129+0.035431i,-0.003147+0.02836i,-0.010479+0.027171i,-0.010158+0.027317i,-0.013168+0.016662i,-0.028589+0.02709i,-0.026646+0.062122i,-0.0059306+0.082789i,0.0018481+0.077694i,-0.0079821+0.056993i,-0.019449+0.031582i,-0.020996+0.015557i,-0.011137+0.0071608i,-0.00029338-0.0026774i,0.0024613-0.01097i
-0.20152-0.28257i,-0.42733-0.45291i,-0.58442-0.37711i,-0.5046-0.11525i,-0.252-0.027291i,-0.073619-0.094474i,-0.022828-0.087842i,-0.022967-0.055934i,-0.043899-0.053937i,-0.040859-0.045418i,-0.012676-0.039087i,0.0037728-0.027396i,0.013951-0.0063114i,0.023318-0.0077884i,0.022638-0.033492i,0.011612-0.051125i,0.0023945-0.043093i,0.004958-0.021104i,0.0164-0.00085526i,0.024856+0.0068428i,0.021205+0.0066657i,0.010147+0.0090882i,0.0021465+0.012976i
0.17104+0.22366i,0.40183+0.40147i,0.61122+0.37947i,0.58445+0.15984i,0.34123+0.047665i,0.1491+0.071509i,0.12211+0.062879i,0.14789+0.04829i,0.14106+0.045825i,0.087438+0.020774i,0.024794+0.0065959i,-0.0046941+0.0091368i,-0.012298+0.01115i,-0.021392+0.024591i,-0.030907+0.054388i,-0.028569+0.081414i,-0.013422+0.081557i,0.00044509+0.054793i,-0.0016858+0.0179i,-0.012139-0.0058499i,-0.0094932-0.0097033i,0.0045799-0.0091653i,0.011573-0.013146i
-0.12661-0.27825i,-0.34106-0.51621i,-0.56084-0.55831i,-0.58945-0.34416i,-0.4119-0.14406i,-0.23799-0.064633i,-0.17024-0.020093i,-0.14-0.03364i,-0.11508-0.06298i,-0.067116-0.046002i,-0.012913-0.044681i,-0.0062228-0.058891i,-0.012515-0.041354i,0.013647-0.018865i,0.052021-0.025951i,0.068769-0.048657i,0.057937-0.052918i,0.040284-0.032047i,0.028229-0.004568i,0.018059+0.012954i,0.0044411+0.01572i,-0.008962+0.013813i,-0.012336+0.014414i
0.17133+0.29058i,0.39388+0.55513i,0.60694+0.63514i,0.62303+0.42885i,0.43325+0.19357i,0.2535+0.085055i,0.1571+0.050625i,0.084347+0.094332i,0.057172+0.14229i,0.039528+0.10834i,0.00018705+0.069997i,-0.0080375+0.063088i,0.0047496+0.040145i,-0.012663+0.0098482i,-0.053472+0.0032028i,-0.075652+0.01613i,-0.060402+0.023909i,-0.029331+0.013058i,-0.0094715-0.0073631i,-0.0097053-0.02145i,-0.018033-0.02182i,-0.019764-0.012404i,-0.014919-0.0041918i
-0.14745-0.25251i,-0.33916-0.53249i,-0.52563-0.686i,-0.5637-0.56906i,-0.4571-0.37105i,-0.34982-0.25038i,-0.26778-0.17641i,-0.15847-0.15046i,-0.077849-0.14024i,-0.037106-0.080197i,0.0076386-0.031028i,0.02855-0.035943i,0.018884-0.041274i,0.023014-0.023255i,0.051177-0.0029684i,0.070766-0.001733i,0.05371-0.014164i,0.014865-0.018171i,-0.0090474-0.0053457i,-0.007199+0.015267i,0.0028766+0.026791i,0.0061519+0.025702i,0.0045948+0.020738i
0.096692+0.27269i,0.22377+0.56972i,0.3439+0.74859i,0.37168+0.66207i,0.33367+0.48161i,0.3053+0.34869i,0.25847+0.22162i,0.14405+0.13741i,0.050923+0.11312i,0.018905+0.072095i,-0.015685+0.040064i,-0.037591+0.057077i,-0.025372+0.062517i,-0.022019+0.028777i,-0.041547-0.0079862i,-0.058802-0.017872i,-0.053365-0.0056903i,-0.02827+0.0058617i,-0.0029372+0.0043172i,0.012475-0.0086617i,0.019537-0.021059i,0.022282-0.024138i,0.020474-0.022702i
-0.11204-0.27887i,-0.21804-0.58147i,-0.28251-0.75775i,-0.25832-0.6742i,-0.18754-0.52804i,-0.14542-0.43037i,-0.09741-0.28911i,-0.0005006-0.15608i,0.052108-0.099472i,0.036466-0.059532i,0.034725-0.029424i,0.044237-0.036937i,0.028618-0.041384i,0.013659-0.012778i,0.022166+0.026205i,0.037567+0.044548i,0.038032+0.035567i,0.021816+0.018583i,0.0043758+0.009934i,-0.0026641+0.01114i,-0.0014541+0.01182i,0.00056031+0.0032774i,-0.0029826-0.0069101i
0.10607+0.22794i,0.17915+0.49966i,0.18701+0.68493i,0.11483+0.64374i,0.017095+0.54559i,-0.023534+0.49771i,-0.014697+0.38141i,-0.030561+0.21354i,-0.04064+0.11215i,-0.020066+0.062576i,-0.019368+0.026947i,-0.037715+0.020512i,-0.033642+0.02542i,-0.016236+0.005883i,-0.012472-0.030845i,-0.0152-0.050121i,-0.0084398-0.038166i,0.0085546-0.013088i,0.020072-0.001649i,0.014317-0.010332i,-0.0005091-0.019354i,-0.012866-0.011926i,-0.013793+0.003025i
-0.0501-0.19849i,-0.069448-0.42693i,-0.02599-0.56833i,0.058871-0.51765i,0.12086-0.4285i,0.12124-0.38581i,0.056611-0.27354i,0.0053237-0.11132i,-0.00052642-0.027089i,0.0068276-0.0073195i,0.028896+0.0021777i,0.055668-0.0037957i,0.051402-0.017563i,0.01737-0.0086636i,-0.011114+0.02144i,-0.018469+0.038193i,-0.01753+0.027475i,-0.016112+0.0058741i,-0.016501-0.0059784i,-0.021244-0.00037449i,-0.026337+0.013182i,-0.023755+0.019204i,-0.015439+0.014152i
0.047595+0.20978i,0.061094+0.41512i,0.0048898+0.50384i,-0.097284+0.40295i,-0.18802+0.28853i,-0.22838+0.23446i,-0.16823+0.15239i,-0.062772+0.059453i,-0.007572+0.019314i,0.0016757+0.0078163i,-0.0076834-0.007997i,-0.018828-0.015179i,-0.013601-0.0090106i,0.0079246-0.0091949i,0.027593-0.023764i,0.028503-0.033161i,0.013598-0.021825i,-0.0011761-0.0019543i,-0.0038354+0.0091768i,0.0015764+0.0075767i,0.004087+0.0043797i,0.0018554+0.010417i,0.0027546+0.020152i
-0.06749-0.16716i,-0.078626-0.3281i,-0.0087508-0.38723i,0.10478-0.28864i,0.19623-0.19511i,0.23048-0.15852i,0.18017-0.11933i,0.07675-0.086031i,0.0011239-0.059604i,-0.016786-0.030011i,-0.012423-0.0039692i,-0.0074381+0.012186i,-0.0060035+0.012282i,-0.020877+0.0063019i,-0.04426+0.014555i,-0.053373+0.027429i,-0.044118+0.027466i,-0.026291+0.019214i,-0.010873+0.012009i,-0.0020066+0.010131i,0.0082124+0.0096348i,0.020496+0.00074472i,0.021495-0.016653i
0.033723+0.1202i,0.041433+0.22744i,-0.0054809+0.23282i,-0.088883+0.11567i,-0.15285+0.040842i,-0.14461+0.033198i,-0.06853+0.020326i,0.0032526+0.028288i,0.035841+0.045943i,0.030152+0.026585i,0.0035282-0.010758i,-0.015766-0.026904i,-0.017169-0.01551i,0.0013815+0.0073122i,0.032041+0.018505i,0.048404+0.015625i,0.042994+0.015169i,0.033929+0.017939i,0.029679+0.014085i,0.02605+0.0033725i,0.020438-0.0072719i,0.0076043-0.012911i,-0.0068456-0.0076917i
-0.030892-0.13658i,-0.05354-0.23677i,-0.044343-0.22316i,-0.0014937-0.097064i,0.044301-0.020134i,0.052684-0.0088909i,0.01935+0.0047382i,-0.0076019-0.014819i,-0.024652-0.046085i,-0.032188-0.023265i,-0.023438+0.0174i,-0.017976+0.029116i,-0.018639+0.016566i,-0.025283-0.0092274i,-0.044882-0.025202i,-0.053372-0.01998i,-0.033726-0.013142i,-0.0093593-0.015711i,-0.0011078-0.019077i,-0.0044921-0.015568i,-0.0079229-0.0075073i,-0.0029015-0.00059889i,0.0069642-0.0017834i
0.068724+0.1204i,0.11358+0.20148i,0.11422+0.1732i,0.051431+0.06165i,-0.030125+0.037502i,-0.058888+0.08055i,-0.042555+0.078626i,-0.03428+0.073252i,-0.01365+0.090587i,0.024789+0.067633i,0.045957+0.018701i,0.04857-0.0047971i,0.038971+0.0018849i,0.030055+0.026239i,0.039761+0.044281i,0.049141+0.039444i,0.038416+0.022419i,0.02064+0.0073677i,0.0092931-0.0019951i,0.0018584-0.0052579i,-0.0056157-0.0041269i,-0.012652-0.00042509i,-0.015885+0.0042357i
-0.066638-0.079828i,-0.13754-0.14169i,-0.18101-0.11527i,-0.13808-0.029861i,-0.028444-0.044471i,0.030117-0.12292i,0.011257-0.1151i,0.011985-0.060705i,0.024422-0.05564i,-0.0018882-0.048929i,-0.025524-0.0069767i,-0.022398+0.013691i,-0.010981-0.002249i,-0.00416-0.033728i,-0.010667-0.05742i,-0.020624-0.053634i,-0.022588-0.034517i,-0.022164-0.019281i,-0.022103-0.0092783i,-0.018617-0.0030025i,-0.012816+0.0010448i,-0.0037083+0.0053624i,0.0049924+0.0066833i
0.055257+0.085722i,0.13123+0.1634i,0.19334+0.16331i,0.1528+0.093823i,0.0054208+0.086164i,-0.10397+0.1336i,-0.087941+0.11443i,-0.045929+0.062775i,-0.02955+0.059412i,0.0040356+0.059224i,0.037308+0.029886i,0.044072+0.012768i,0.032683+0.018288i,0.016003+0.037577i,0.011202+0.056485i,0.015105+0.052624i,0.012197+0.037085i,0.0079433+0.027746i,0.0093933+0.022972i,0.011479+0.01551i,0.0095846+0.0038818i,0.0024457-0.0064023i,-0.0049845-0.007494i
-0.068995-0.10249i,-0.16132-0.19311i,-0.22629-0.19848i,-0.15655-0.11022i,0.047738-0.074218i,0.19554-0.10027i,0.1698-0.076918i,0.08718-0.030735i,0.045178-0.0348i,0.0059812-0.058959i,-0.040927-0.052473i,-0.056933-0.03404i,-0.037984-0.029673i,-0.014364-0.039653i,-0.0073451-0.050784i,-0.011097-0.045657i,-0.011101-0.026846i,-0.0054198-0.0097741i,0.00057148-0.0028678i,0.0032758-0.0041563i,0.00083797-0.003443i,-0.0023793+0.0027656i,-0.0031308+0.0056267i
0.093608+0.08864i,0.20736+0.18849i,0.29522+0.21485i,0.22078+0.11597i,-0.026653+0.020638i,-0.20751+0.010664i,-0.16121+0.014761i,-0.053234+0.00093114i,-0.022899+0.016649i,-0.0086104+0.05336i,0.026683+0.054576i,0.037969+0.032916i,0.019526+0.023057i,-0.005427+0.028086i,-0.020077+0.039267i,-0.016688+0.037965i,-0.006366+0.024179i,0.0034251+0.014197i,0.0075532+0.007972i,0.0034096+0.0045128i,-0.0010356+0.0060572i,0.00048111+0.0084088i,0.0052208+0.0078199i
-0.072686-0.088767i,-0.17227-0.20201i,-0.24795-0.26198i,-0.18992-0.16961i,0.010389-0.0012504i,0.17113+0.087428i,0.14565+0.073979i,0.05197+0.0271i,0.019043-0.014288i,0.014158-0.045908i,-0.0089075-0.060106i,-0.02569-0.054186i,-0.016814-0.039771i,0.0034494-0.032945i,0.015253-0.034487i,0.011883-0.030506i,0.0030274-0.019366i,-0.0039416-0.012644i,-0.0070986-0.010648i,-0.0056699-0.0072986i,-0.0011584-0.00055567i,0.0052894+0.0043567i,0.0089193+0.0025044i
0.069893+0.11313i,0.16611+0.24132i,0.24555+0.30088i,0.20253+0.1699i,0.032344-0.059354i,-0.11237-0.18386i,-0.10556-0.14531i,-0.030941-0.045049i,-0.0096235+0.024858i,-0.014954+0.061045i,0.0021611+0.075598i,0.016075+0.065039i,0.0060717+0.041562i,-0.011109+0.026426i,-0.01913+0.023387i,-0.014763+0.021513i,-0.0041807+0.017376i,0.0020413+0.012909i,0.0021273+0.0069053i,0.0013775+0.00077067i,0.003083-0.0046648i,0.0043747-0.0097821i,0.0016975-0.01031i
-0.078732-0.11418i,-0.17093-0.2631i,-0.24814-0.35041i,-0.23148-0.23409i,-0.12252+0.0018678i,-0.028608+0.14615i,-0.018066+0.11944i,-0.032309+0.029264i,-0.009557-0.017687i,0.021097-0.038919i,0.016619-0.056553i,0.0023333-0.053819i,0.0036494-0.035698i,0.012454-0.020572i,0.020018-0.012762i,0.016772-0.010134i,0.0045139-0.0089625i,-0.0046204-0.0058415i,-0.0072183-0.0017072i,-0.0059945-0.00084128i,-0.0045104-0.0037823i,-0.0053139-0.0079812i,-0.007861-0.0085009i
0.061465+0.1094i,0.12856+0.25848i,0.17617+0.35713i,0.16899+0.25947i,0.12649+0.036416i,0.092709-0.10772i,0.062869-0.10023i,0.013386-0.019776i,-0.020831+0.031189i,-0.027568+0.041531i,-0.023472+0.04955i,-0.015882+0.050719i,-0.013164+0.03613i,-0.020299+0.02445i,-0.026808+0.021218i,-0.021944+0.020632i,-0.0081583+0.021501i,0.0072744+0.019508i,0.016376+0.012353i,0.01541+0.004189i,0.0075557+0.00051042i,-0.0023116+0.0024728i,-0.0083189+0.0050477i
-0.050349-0.12093i,-0.10175-0.27946i,-0.14543-0.38893i,-0.16375-0.29896i,-0.15438-0.089933i,-0.12331+0.031368i,-0.073+0.027913i,-0.0081617-0.015429i,0.03332-0.03802i,0.041876-0.039103i,0.037831-0.041959i,0.030691-0.037357i,0.02651-0.019899i,0.027356-0.0086176i,0.025122-0.0074653i,0.015804-0.0099916i,0.0045846-0.012719i,-0.0039011-0.012418i,-0.0089432-0.0087749i,-0.012529-0.002507i,-0.012098+0.0066536i,-0.0050527+0.013918i,0.0030434+0.013498i
0.044928+0.12696i,0.0802+0.29724i,0.10162+0.42451i,0.10515+0.36191i,0.09931+0.19676i,0.087274+0.10182i,0.065142+0.07921i,0.022565+0.058814i,-0.016449+0.037291i,-0.033052+0.030653i,-0.033932+0.032105i,-0.024055+0.02589i,-0.014512+0.011613i,-0.016169+0.0020669i,-0.019885+0.002282i,-0.016027+0.0093266i,-0.0082344+0.017534i,0.0017444+0.020913i,0.01135+0.017446i,0.015783+0.011505i,0.016425+0.0070774i,0.01585+0.0053078i,0.014583+0.0030863i
