-0.0014143+0.0014839i,-0.0015728+0.00031942i,-0.0035227-0.00042989i,-0.0041706+5.1685e-07i,-0.0028495+0.0020787i,-0.00099134+0.0026862i,-0.00030935+0.0011167i,0.00034714+0.00064226i,0.0015138+0.00075953i,0.0020829-0.00028273i,0.00062205-0.00057276i,-0.00052978-0.00019614i,0.00031234-0.00033654i,0.00078737-0.00077779i,0.00042295-0.001034i,-0.00068335-0.00046986i,-0.00090781-4.9719e-05i,-0.00020082-0.00017245i,0.00015985-0.00042908i,0.00054666-0.00040751i,0.00097046-0.00048212i,0.00065297-0.00066245i,-0.00037297-0.00070487i
-0.088694+0.19964i,-0.093065+0.11508i,-0.077768-0.018438i,-0.097512-0.085239i,-0.096483-0.063936i,-0.056515-0.033412i,-0.038-0.022769i,-0.045055-0.0046117i,-0.042093+0.012799i,-0.02692+0.01424i,-0.013922+0.0089272i,-0.0041838+0.0046893i,0.0042003+0.0012237i,0.0069653-0.0034704i,0.0057599-0.0064815i,0.0051558-0.0046599i,0.0061046-0.0013331i,0.010128-0.00012238i,0.013567-0.0047054i,0.008754-0.010724i,0.00076614-0.010766i,-0.0013034-0.0099923i,-0.00028906-0.012941i
0.0028902-0.10781i,0.0062916-0.11201i,0.057183-0.0018752i,0.144+0.063319i,0.1486+0.042698i,0.081862+0.025393i,0.039402+0.019512i,0.031729-0.0011154i,0.02681-0.021244i,0.01113-0.023844i,-0.0080622-0.011696i,-0.020144-0.00072313i,-0.024484+0.0053838i,-0.021265+0.011807i,-0.01528+0.01565i,-0.011918+0.017169i,-0.0084571+0.018621i,-0.0046627+0.020314i,-0.00026123+0.021748i,0.0036258+0.019198i,0.0055817+0.011723i,0.0069888+0.0069066i,0.0082344+0.0060651i
-0.03914+0.16197i,0.0056086+0.11434i,-0.067221+0.030953i,-0.16344+0.023643i,-0.15362+0.038854i,-0.086959+0.0088737i,-0.051139-0.013213i,-0.040277+0.0017661i,-0.025232+0.018086i,-0.0080804+0.0085057i,-0.00040754-0.013051i,0.0030721-0.023688i,0.0080568-0.025976i,0.0072022-0.027599i,0.0010404-0.025885i,-0.0042711-0.02064i,-0.0084034-0.012905i,-0.0096023-0.0062232i,-0.0069428-0.0048825i,-0.0053652-0.0059504i,-0.0047059-0.0030337i,-0.0044401-0.00091384i,-0.0047092-0.0017238i
-0.13383-0.22642i,-0.095543-0.12603i,0.029028-0.046423i,0.1228-0.048569i,0.12485-0.046838i,0.088264-0.010608i,0.06424-0.0017179i,0.046286-0.025357i,0.028944-0.037732i,0.020642-0.026254i,0.019772-0.0095588i,0.018066+0.0041488i,0.013826+0.01573i,0.012579+0.021175i,0.012689+0.017747i,0.0095893+0.0091869i,0.0039524+0.0015096i,-0.0027973-0.00069678i,-0.0042788+0.0047187i,0.00053594+0.0087687i,0.0023579+0.0058314i,0.0024693+0.0044241i,0.0049776+0.0062427i
0.26448+0.035085i,0.17624+0.035361i,1.8777e-05+0.053283i,-0.12056+0.10576i,-0.12731+0.10586i,-0.089874+0.047949i,-0.055959+0.022038i,-0.027332+0.033006i,-0.011415+0.042365i,-0.0036764+0.037177i,0.00033711+0.023141i,0.00065073+0.010738i,0.0010495+0.00059963i,-0.00055851-0.0087767i,-0.0015629-0.012014i,0.00086977-0.011291i,0.0021054-0.012637i,-0.00049522-0.017047i,-0.0078742-0.021631i,-0.013007-0.015694i,-0.0091937-0.0044648i,-0.0058482+0.00022522i,-0.0077691+0.0022268i
-0.13896+0.088914i,-0.14297+0.074718i,-0.026641-0.010658i,0.058328-0.12258i,0.063124-0.13223i,0.055136-0.062026i,0.041535-0.025972i,0.013939-0.033348i,-0.010396-0.040925i,-0.019659-0.027538i,-0.012983-0.0056886i,-0.005483+0.00722i,-0.0025032+0.01527i,0.0035465+0.021836i,0.010267+0.023426i,0.014363+0.021024i,0.015332+0.015389i,0.015744+0.010016i,0.017877+0.0063851i,0.014071+0.001296i,0.0038551-0.0016294i,-0.0015323-0.001722i,-0.0011822-0.0030234i
0.13433-0.040201i,0.097471-0.10282i,-0.0012243-0.009513i,-0.037835+0.11743i,-0.03973+0.12291i,-0.055573+0.060635i,-0.04965+0.033521i,-0.015724+0.035538i,0.010603+0.031872i,0.010759+0.018315i,-0.0045062+0.0064726i,-0.015491-0.0015986i,-0.020163-0.0098998i,-0.025076-0.011817i,-0.027918-0.0062315i,-0.024204+0.0011525i,-0.015284+0.0068885i,-0.0085984+0.0073955i,-0.0079552+0.0044313i,-0.0060241+0.0010144i,-0.0003784-0.0033266i,-0.00013817-0.006407i,-0.003678-0.0043751i
-0.17186+0.17569i,-0.064779+0.16177i,0.013579+0.010961i,0.0096918-0.12849i,0.010455-0.13702i,0.039014-0.083431i,0.032477-0.056822i,-0.0012862-0.047644i,-0.018134-0.040234i,-0.016671-0.033986i,-0.010131-0.026027i,-0.0033755-0.017053i,0.0016657-0.0080189i,0.0059007-0.0028444i,0.0080275-0.0016849i,0.0061109-0.0013075i,0.0035407+0.0010303i,0.0072375+0.0041869i,0.016145+0.0031879i,0.017064-0.00025853i,0.009708-0.0003933i,0.0058541+0.00043957i,0.0045448-0.0031647i
-0.0042753-0.28151i,-0.036448-0.21583i,-0.039006-0.028918i,0.018763+0.12074i,0.036846+0.1269i,-0.0023038+0.074875i,-0.0094448+0.045135i,0.018061+0.030679i,0.038689+0.020615i,0.039213+0.0089263i,0.024865-0.00088037i,0.013438-0.0049746i,0.0065897-0.0089296i,-0.0043934-0.011345i,-0.014001-0.009153i,-0.016449-0.0053405i,-0.01484-0.0027674i,-0.015921+0.0016254i,-0.018522+0.0089537i,-0.014862+0.010948i,-0.0078227+0.0056534i,-0.0037515+0.0017451i,0.00135+0.0021766i
0.13035+0.18103i,0.14921+0.19394i,0.09806+0.045287i,-0.0082661-0.080512i,-0.03459-0.0854i,0.010916-0.058132i,0.016305-0.041443i,-0.013186-0.021805i,-0.028669-0.0028071i,-0.020973+0.0072838i,-0.0051374+0.0074565i,0.0063584+0.009105i,0.017089+0.013451i,0.025901+0.0078039i,0.027406-0.0050313i,0.022045-0.014127i,0.014328-0.017104i,0.0095635-0.01903i,0.0057961-0.020907i,0.0013342-0.015014i,0.00049733-0.0017632i,0.0039309+0.0058429i,0.0046679+0.0047946i
-0.11405-0.13535i,-0.21439-0.10033i,-0.1421+0.036181i,0.0011149+0.11278i,0.039269+0.097292i,0.0020782+0.071352i,-0.0014898+0.050072i,0.017124+0.022319i,0.020389+0.0043858i,0.013031+0.0026019i,0.0060399+0.0057154i,-0.00054872+0.0065253i,-0.0078843+0.0062845i,-0.0109+0.01025i,-0.0069264+0.015461i,0.00061233+0.017469i,0.0043845+0.014938i,0.0014188+0.013062i,-0.0033281+0.014855i,-0.0053506+0.011811i,-0.0079407+0.0047188i,-0.01024+0.0038114i,-0.0064194+0.0061023i
0.20281+0.16901i,0.24298+0.055196i,0.12122-0.065934i,-0.034375-0.089909i,-0.061449-0.057462i,-0.01651-0.044982i,-0.012922-0.033962i,-0.030794-0.012933i,-0.034673-0.00014011i,-0.026239+0.0053713i,-0.014086+0.0069021i,-0.0068065+0.0062756i,-0.00058912+0.0057916i,0.0061059+0.0024258i,0.0069343-0.0024199i,0.0033239-0.0047781i,0.00046479-0.0054483i,-0.00057347-0.0092835i,-0.0014117-0.017289i,-0.0011458-0.01928i,0.0016965-0.014207i,0.001581-0.011597i,-0.0037185-0.0079089i
-0.32863-0.024777i,-0.32096+0.047347i,-0.16481+0.12627i,0.0028102+0.1162i,0.036155+0.065773i,0.0026724+0.047687i,0.0030844+0.023827i,0.020433-0.010203i,0.024782-0.025079i,0.013959-0.022542i,-0.0005294-0.013556i,-0.0103-0.0085464i,-0.019462-0.0049996i,-0.02345+0.0064092i,-0.01725+0.017556i,-0.0066892+0.020779i,0.001046+0.019212i,0.0069001+0.019617i,0.015687+0.021105i,0.018351+0.014691i,0.0094459+0.0055994i,0.0016671+0.0023781i,0.00022199+0.00041257i
0.25746-0.16861i,0.28186-0.23268i,0.11787-0.23357i,-0.041808-0.14057i,-0.055985-0.062922i,-0.012738-0.049053i,-0.0033552-0.028328i,-0.0060653+0.0060346i,-0.0024269+0.018798i,0.00046081+0.010175i,0.0016835-0.00083007i,0.0049925-0.0064101i,0.0097584-0.011302i,0.0059214-0.017119i,-0.0064315-0.017775i,-0.016454-0.013095i,-0.018254-0.0081134i,-0.017985-0.0080831i,-0.0195-0.0089536i,-0.014766-0.005161i,-0.0038615-0.0039957i,0.0011731-0.0079457i,-0.00080759-0.0086422i
-0.14047+0.17221i,-0.14545+0.30384i,-0.020168+0.27841i,0.076579+0.141i,0.059606+0.056629i,0.018336+0.047423i,0.010266+0.02844i,0.010529+0.00020794i,0.0087347-0.0094929i,0.0054806-0.0082455i,-0.00010424-0.0040053i,-0.0029091+0.0012043i,-0.0033091+0.0054742i,-0.0013897+0.0088233i,0.0041222+0.0070766i,0.009952+0.0011521i,0.011426-0.0022426i,0.012956-0.00098395i,0.015454+0.0019572i,0.011214+0.0048862i,0.0052153+0.010285i,0.0069317+0.01326i,0.01047+0.0074904i
0.17521-0.2016i,0.091495-0.31861i,-0.048955-0.27804i,-0.11588-0.13696i,-0.074544-0.058546i,-0.024436-0.050104i,-0.012191-0.022675i,-0.011884+0.013469i,-0.012986+0.023552i,-0.009533+0.015486i,0.00071479+0.0034153i,0.0098351-0.0042313i,0.015077-0.009453i,0.011869-0.01469i,0.0027009-0.014317i,-0.0046309-0.0082144i,-0.009324-0.0034773i,-0.016195-0.0026304i,-0.02456-0.0015931i,-0.026456-0.00062866i,-0.02101-0.00083064i,-0.015448+0.00039845i,-0.010288+0.0030016i
-0.059151+0.38461i,0.024309+0.43274i,0.14025+0.31582i,0.16395+0.13224i,0.097077+0.048391i,0.038478+0.04535i,0.0087403+0.02187i,-0.010183-0.012734i,-0.01311-0.024369i,-0.0062492-0.017949i,-0.0023069-0.0039279i,-0.0029167+0.0098721i,-0.0033344+0.018752i,0.0035636+0.02i,0.012782+0.011238i,0.016226-0.001619i,0.015147-0.0093336i,0.016568-0.012338i,0.020138-0.015782i,0.017559-0.017009i,0.0099219-0.011829i,0.0047192-0.0052904i,0.0040406-0.0027667i
-0.19416-0.29327i,-0.24836-0.362i,-0.27172-0.23995i,-0.20542-0.067956i,-0.10474-0.013992i,-0.046849-0.033459i,-0.020286-0.030886i,-0.00048129-0.01261i,0.0090968-0.0028408i,0.0092771-0.0011401i,0.0060991-0.0035083i,0.0021784-0.0067312i,-0.0011553-0.009942i,-0.0044238-0.010068i,-0.0060285-0.0028966i,-0.0039815+0.0078163i,-0.0014593+0.013749i,-0.0030131+0.015098i,-0.0055977+0.015307i,-0.0043563+0.0097561i,-0.004481+0.00055018i,-0.0092667-0.0026319i,-0.012169+0.00092115i
0.143+0.13695i,0.27299+0.22748i,0.30392+0.16264i,0.22092+0.046576i,0.12005+0.016711i,0.065857+0.031049i,0.035934+0.017182i,0.01514-0.0041419i,0.010018-0.01017i,0.0088979-0.0050024i,0.0016902+0.0051094i,-0.0055335+0.013668i,-0.0048617+0.018257i,0.0012523+0.017479i,0.0033572+0.011061i,-8.8049e-05+0.003478i,-0.0023197-0.0017086i,0.0022293-0.0066082i,0.010063-0.01139i,0.014903-0.012452i,0.016631-0.011548i,0.014545-0.012334i,0.008676-0.013111i
-0.14829-0.24096i,-0.31143-0.22409i,-0.34946-0.099307i,-0.24616+0.023135i,-0.12744+0.033434i,-0.066515-0.0039757i,-0.026174-0.0055267i,0.0051233+0.0095389i,0.011865+0.017468i,0.0049244+0.014194i,-0.0026516-4.7875e-05i,-0.0086995-0.013763i,-0.013921-0.017963i,-0.017921-0.011441i,-0.015843-2.5553e-05i,-0.0077435+0.0082382i,0.00066805+0.011395i,0.0022427+0.015847i,-0.00077973+0.022292i,-0.0014578+0.024307i,-3.3962e-05+0.020706i,0.0018409+0.016157i,0.0013888+0.011291i
0.39332+0.1284i,0.4613+0.097273i,0.38922-0.0043505i,0.22213-0.07398i,0.10368-0.050743i,0.063182-0.004643i,0.033395+0.011177i,0.0022885+0.010008i,-0.013421+0.0048852i,-0.01309+0.0025425i,-0.0033369+0.0046748i,0.0074404+0.0064801i,0.013643+0.0058092i,0.013446+0.00248i,0.005787-0.001245i,-0.0045832-0.0026562i,-0.010902-0.0024111i,-0.011812-0.0056245i,-0.011353-0.010235i,-0.010028-0.0085223i,-0.0059669-0.0030767i,-0.0018397-0.0018531i,0.0003422-0.0057905i
-0.28886+0.13407i,-0.41455+0.11233i,-0.37577+0.12575i,-0.22667+0.12393i,-0.11642+0.074571i,-0.074339+0.024823i,-0.046511+0.007203i,-0.021605+0.004507i,-0.011722+0.0018289i,-0.012654-0.0026992i,-0.0143-0.0073184i,-0.013863-0.009383i,-0.014514-0.0074489i,-0.014357-0.0035469i,-0.0082307-0.0022708i,-0.00081535-0.0056489i,0.0022469-0.0087799i,0.0020094-0.0037363i,0.0012313+0.0052898i,-0.0016379+0.0094314i,-0.0051048+0.010609i,-0.0035462+0.011045i,0.0013206+0.010141i
0.15491-0.040218i,0.32144-0.13206i,0.31911-0.19216i,0.1863-0.18236i,0.086386-0.11091i,0.057327-0.047693i,0.031124-0.025818i,0.0029098-0.021204i,-0.0050075-0.022319i,0.00046335-0.020611i,0.0096126-0.010705i,0.018754-0.0031485i,0.022955-0.0032079i,0.020449-0.0066831i,0.012761-0.0071201i,0.0042994-0.0035809i,-0.0015522-0.0021153i,-0.0059238-0.0066108i,-0.0082728-0.014004i,-0.0078734-0.018546i,-0.0087487-0.017585i,-0.010717-0.012081i,-0.0091151-0.0063516i
-0.32431+0.1031i,-0.37459+0.23523i,-0.29408+0.28701i,-0.13891+0.23294i,-0.053467+0.13481i,-0.039606+0.064362i,-0.023507+0.025234i,0.00027775+0.0032056i,0.014596-0.0016543i,0.012728-0.00051746i,-0.00024161+0.0017012i,-0.010382+0.0087117i,-0.012018+0.013388i,-0.0070191+0.011264i,-6.4324e-05+0.0047987i,0.0042617-0.0029897i,0.004961-0.007514i,0.007159-0.0053742i,0.011428-0.00025411i,0.012522+0.0013048i,0.010397-0.00073876i,0.0069295-0.0022919i,0.0040074+0.00087153i
0.17707-0.35945i,0.2341-0.41006i,0.18629-0.36219i,0.083208-0.24174i,0.031182-0.1333i,0.028568-0.070885i,0.024736-0.037948i,0.011251-0.015535i,0.0031317-0.0024108i,0.0063716-0.00074712i,0.012412-0.0048448i,0.012282-0.0093299i,0.0088898-0.01058i,0.0057145-0.0066446i,0.0031024+0.0027212i,0.0044411+0.011974i,0.0083377+0.013266i,0.0060793+0.0060859i,-0.0010475-0.0020852i,-0.0040981-0.0057598i,-0.0017716-0.0060217i,-6.2386e-05-0.0051721i,-0.0014096-0.0030053i
0.050704+0.24i,-0.050399+0.37894i,-0.073217+0.38469i,-0.017716+0.2795i,0.014074+0.16027i,-0.00024116+0.087268i,-0.0048869+0.050756i,0.002091+0.027541i,0.0047386+0.017938i,0.0040252+0.018062i,5.9522e-05+0.018314i,-0.0019566+0.018579i,-0.001727+0.018853i,-0.0025894+0.017318i,-0.0049386+0.011936i,-0.0075194+0.0061615i,-0.0064187+0.0045904i,0.0012148+0.0064881i,0.011411+0.0082711i,0.016032+0.0088828i,0.013929+0.0084987i,0.0083395+0.0058866i,0.0039125+0.0026348i
0.043862-0.1768i,0.016198-0.35072i,-0.026021-0.37094i,-0.075319-0.2482i,-0.070752-0.12812i,-0.0322-0.072423i,-0.015119-0.040708i,-0.015524-0.014797i,-0.019003-0.0037961i,-0.017411-0.0030819i,-0.010536-0.005984i,-0.0078953-0.0098551i,-0.0093507-0.011127i,-0.0098371-0.0074145i,-0.0065371-0.00064605i,-0.00046505+0.003781i,0.0029242+0.0044306i,-0.0021542+0.0045029i,-0.011142+0.0037491i,-0.014944+0.0025255i,-0.013286+0.0017345i,-0.0077513+0.00060837i,-0.0032183-0.0018389i
0.052241+0.32398i,0.092235+0.40471i,0.109+0.36235i,0.10484+0.22024i,0.080287+0.11407i,0.047867+0.067282i,0.023339+0.038701i,0.011105+0.014397i,0.0059992-0.00045571i,0.0010491-0.00094444i,-0.0014325+0.0049238i,0.0023219+0.0084722i,0.0057576+0.0078837i,0.0040285+0.0038976i,-0.0027233-0.0034585i,-0.010891-0.0071788i,-0.014479-0.0042153i,-0.0076336-0.0016458i,0.0049572-0.0026698i,0.011497-0.0029114i,0.0092093-0.00025912i,0.0044568+0.0026322i,0.0018093+0.0036187i
-0.25236-0.16534i,-0.25335-0.28418i,-0.21062-0.28562i,-0.16258-0.18132i,-0.11377-0.086181i,-0.06366-0.048312i,-0.033499-0.033679i,-0.018852-0.019111i,-0.010263-0.011383i,-0.0076864-0.012586i,-0.010257-0.013779i,-0.014902-0.011271i,-0.015238-0.007867i,-0.0085123-0.0061005i,0.0015792-0.0060574i,0.0067035-0.0080605i,0.0048372-0.010704i,-0.0030058-0.0071589i,-0.012669+0.0013966i,-0.017346+0.0061159i,-0.015418+0.0030763i,-0.010084-0.0027354i,-0.0071951-0.0047708i
0.15128+0.028793i,0.24155+0.16141i,0.24169+0.20017i,0.19039+0.1185i,0.12508+0.041201i,0.072594+0.0232i,0.042459+0.01571i,0.024515+0.0029739i,0.018016-0.0040195i,0.01698-0.0048713i,0.015685-0.0049844i,0.016915-0.006557i,0.017423-0.007277i,0.012514-0.0055454i,0.003383-0.0024276i,-0.0028662+0.00081142i,-0.0015049+0.0033237i,0.0032999+7.8122e-05i,0.0078095-0.0084432i,0.010653-0.012779i,0.01124-0.0096994i,0.010469-0.0029644i,0.0085452+0.0012468i
-0.12922-0.099147i,-0.24358-0.1454i,-0.25938-0.14375i,-0.18583-0.065281i,-0.11561-0.010931i,-0.07629-0.0046647i,-0.048945-0.0038411i,-0.026421+0.0014424i,-0.010581+0.0047478i,-0.0023484+0.0024453i,7.1819e-05+0.00092608i,-0.00076516+0.0046722i,-0.0019016+0.0078857i,8.8321e-05+0.0060863i,0.0058436+0.0030176i,0.01107-5.6323e-05i,0.0097414-0.0042052i,0.0035312-0.0021786i,-0.0023834+0.0071518i,-0.0066197+0.013268i,-0.0087473+0.011289i,-0.0089242+0.005754i,-0.0077317+0.0022817i
0.24231+0.0094676i,0.30865+0.057097i,0.28131+0.077327i,0.18718+0.038207i,0.112-0.0071405i,0.067663-0.014877i,0.040835-0.0069855i,0.02237-0.0043457i,0.011672-0.0019063i,0.010635+0.0017849i,0.011919+0.0022568i,0.010636-0.0016732i,0.0080413-0.004456i,0.0037384-0.0018939i,-0.0023162+0.005162i,-0.0027162+0.012164i,0.0037526+0.012092i,0.0083453+0.0018038i,0.0078129-0.012907i,0.0063906-0.020771i,0.0059579-0.017449i,0.0070222-0.0092422i,0.0080451-0.0044416i
-0.14823+0.11766i,-0.26385+0.068763i,-0.27173+0.016949i,-0.18726+0.02772i,-0.099601+0.049856i,-0.054218+0.03624i,-0.034233+0.019276i,-0.020414+0.01299i,-0.012717+0.011458i,-0.010223+0.011297i,-0.0091658+0.013242i,-0.0073252+0.01824i,-0.0033499+0.019665i,0.00023491+0.01365i,0.0013739+0.0034787i,-0.00061205-0.0031915i,-0.003725-0.0029618i,-0.0025827+0.0033255i,0.0022774+0.013241i,0.0038429+0.018581i,-0.0012319+0.015774i,-0.0069944+0.0098994i,-0.0086188+0.0066326i
0.065255-0.061157i,0.18315-0.07735i,0.21742-0.050795i,0.14101-0.04639i,0.069294-0.049083i,0.046607-0.037241i,0.033327-0.026786i,0.015217-0.018867i,0.0031641-0.011552i,-0.0010487-0.006036i,-0.006147-0.0036954i,-0.012384-0.0059338i,-0.014106-0.0065659i,-0.010172-0.0018128i,-0.007189+0.0043256i,-0.0060709+0.0067239i,-0.0023148+0.0047888i,-0.00035465-0.0023922i,-0.0039503-0.013281i,-0.0072018-0.020145i,-0.0040079-0.020156i,0.0022825-0.017066i,0.0039613-0.012513i
-0.11981+0.072491i,-0.20256+0.10478i,-0.22119+0.094379i,-0.14511+0.073829i,-0.071596+0.068289i,-0.038528+0.054032i,-0.023634+0.032264i,-0.015219+0.014873i,-0.010991+0.004441i,-0.010365-0.00055473i,-0.0089076-0.0024633i,-0.003378-0.0012617i,0.00083781+0.00097263i,0.0010607-0.0011119i,-0.00021289-0.0079567i,-0.0026506-0.010975i,-0.0047815-0.0052523i,-0.0010386+0.0058256i,0.0084001+0.016324i,0.014647+0.020558i,0.01256+0.018481i,0.0059488+0.014527i,0.00047041+0.010992i
0.061784-0.1603i,0.14307-0.18754i,0.16445-0.15122i,0.10299-0.10293i,0.033609-0.078804i,0.0079504-0.056544i,0.005351-0.037239i,0.0056244-0.0263i,0.0056739-0.020444i,0.0051351-0.017801i,0.0020212-0.014457i,-0.0041488-0.011133i,-0.00796-0.0097364i,-0.0068875-0.0056722i,-0.0021074+0.0013166i,0.0029+0.0037314i,0.0026326+0.00023244i,-0.0043937-0.0040332i,-0.016102-0.0078169i,-0.022397-0.0098137i,-0.017007-0.0096522i,-0.0076205-0.0097568i,-0.0023622-0.0091987i
0.027169+0.10299i,-0.048654+0.17569i,-0.105+0.16509i,-0.071282+0.11239i,-0.018143+0.070451i,-0.005115+0.045743i,-0.0033072+0.031777i,0.0023574+0.019912i,0.0059565+0.010468i,0.0077295+0.0048306i,0.010423-0.00023939i,0.014912-0.0051174i,0.015662-0.0096792i,0.0093146-0.010033i,0.0024745-0.0074559i,2.3639e-05-0.006414i,-0.00017266-0.0052668i,0.0037022-0.001938i,0.013441+0.0019703i,0.02137+0.0055982i,0.019038+0.0094893i,0.012544+0.012496i,0.0095153+0.0097017i
-2.3196e-05-0.059278i,0.031491-0.13942i,0.06758-0.15547i,0.047219-0.1043i,0.013884-0.065728i,0.0029379-0.047255i,0.0015274-0.029154i,0.0029541-0.013619i,0.0056124-0.0044038i,0.0084133-0.00056098i,0.0084511+0.002431i,0.005396+0.0067223i,0.0042249+0.0080024i,0.0056876+0.006797i,0.0070585+0.0077958i,0.0073975+0.0078016i,0.004972+0.002171i,-0.0042258-0.0037536i,-0.018577-0.0034243i,-0.028456-0.00024961i,-0.027352-0.0004788i,-0.020256-0.0033791i,-0.012892-0.003619i
0.014412+0.10469i,-0.010039+0.16983i,-0.035005+0.17559i,-0.021052+0.12028i,0.014501+0.077394i,0.028173+0.051783i,0.020388+0.031514i,0.0082352+0.023263i,0.0020624+0.021347i,0.0015366+0.018163i,0.0019938+0.012021i,0.0018543+0.005162i,0.0024679+0.0027452i,0.0010176+0.0030178i,-0.0043287+0.002743i,-0.0063734+0.0026174i,-0.0014811+0.0015437i,0.0081726-0.0034883i,0.019032-0.012042i,0.024465-0.017807i,0.020686-0.015863i,0.013814-0.0082969i,0.010042-0.0029176i
-0.076144-0.055734i,-0.069473-0.1334i,-0.029362-0.14289i,-0.015344-0.087398i,-0.024911-0.035073i,-0.021795-0.01756i,-0.017935-0.015403i,-0.019412-0.011085i,-0.018001-0.0056092i,-0.013966-0.0017018i,-0.010068+0.003492i,-0.007661+0.010454i,-0.0053835+0.013621i,-0.0024702+0.0099627i,0.00043408+0.0046224i,0.0027697+0.0027586i,0.0034627+0.0034739i,0.0016425+0.005395i,-0.0048373+0.01096i,-0.012423+0.015572i,-0.014242+0.012258i,-0.012433+0.0054667i,-0.010381+0.0030438i
0.04515+0.019057i,0.073808+0.081557i,0.045455+0.11748i,0.018138+0.085018i,0.014807+0.044296i,0.012893+0.026496i,0.0084338+0.012118i,0.0027609-0.00057838i,-0.0024967-0.0061622i,-0.00579-0.005852i,-0.0077812-0.0037969i,-0.0090019-0.0034526i,-0.010306-0.0033i,-0.0098419-0.0011026i,-0.0088353-0.00039106i,-0.0088235-0.00027287i,-0.0060163+0.0024083i,0.0022283+0.00066204i,0.012409-0.0099475i,0.017494-0.020105i,0.016633-0.019815i,0.013511-0.013233i,0.0083517-0.0087256i
-0.040484-0.035348i,-0.066196-0.074403i,-0.063717-0.096982i,-0.04476-0.065373i,-0.043493-0.033292i,-0.040873-0.020105i,-0.025982-0.012612i,-0.012509-0.012399i,-0.0055846-0.014194i,-0.0031166-0.013247i,-0.0025409-0.010458i,-0.00081859-0.0078528i,0.00018446-0.0066016i,-0.00048388-0.0063753i,0.0010523-0.0065552i,0.0028397-0.005879i,0.00096291-0.0025393i,-0.0023582+0.0061692i,-0.0042809+0.020623i,-0.0033093+0.030831i,-0.0011286+0.02833i,-0.0010472+0.019142i,-0.0017526+0.011817i
0.065003+0.011584i,0.092744+0.057854i,0.073763+0.076282i,0.038798+0.048533i,0.028271+0.0086563i,0.02303-0.0045785i,0.018662-0.0023572i,0.018182-0.0023534i,0.016462-0.003829i,0.012705-0.004178i,0.0075151-0.0049003i,0.0036422-0.0063559i,0.0016868-0.0075252i,0.00087419-0.0054338i,0.00069719+5.0699e-05i,-0.00068319+0.0034449i,-0.0035068+0.0025466i,-0.00626-0.0015026i,-0.0083011-0.011038i,-0.0088418-0.020006i,-0.006791-0.018503i,-0.0021967-0.01237i,0.00021525-0.009473i
-0.048839+0.014505i,-0.1022-0.0034412i,-0.093831-0.037643i,-0.053542-0.034873i,-0.02502-0.013015i,-0.012243-0.0052884i,-0.0060816+0.00031902i,-4.1797e-05+0.0073893i,0.0046254+0.0094137i,0.006912+0.0057199i,0.0081411+0.0014074i,0.0090823+0.00020948i,0.0095891+0.00040225i,0.0070801+0.00057602i,0.0039863+0.00026845i,0.0037634-0.0020239i,0.003144-0.0051081i,0.00077022-0.0022271i,0.0026582+0.0096086i,0.0065742+0.019788i,0.0053021+0.019821i,0.0019721+0.015115i,0.0018694+0.0094495i
0.033021-0.010467i,0.059017-0.0092426i,0.065531+0.020434i,0.043353+0.027771i,0.034918+0.015618i,0.032213+0.0057173i,0.017819+0.00059372i,0.0046606+0.0018184i,-0.00016643+0.0048559i,-0.00018587+0.0066263i,0.00033188+0.0069937i,-0.00032874+0.0080596i,-0.00073414+0.0093202i,-0.00088203+0.0077695i,-0.00063486+0.0068438i,0.0011276+0.0075149i,0.0024093+0.0053453i,-7.9326e-05-0.0037079i,-0.0089264-0.016607i,-0.017512-0.024161i,-0.018032-0.02116i,-0.013099-0.013851i,-0.0074438-0.0081868i
-0.046478+0.015728i,-0.078867+0.0052075i,-0.079175-0.0040041i,-0.045451-0.002995i,-0.023895+0.013793i,-0.0133+0.017507i,-0.0088202+0.0082889i,-0.010267+0.0031311i,-0.0091768+0.0020215i,-0.0069115+0.0023114i,-0.0059498+0.0032156i,-0.0053662+0.0032682i,-0.0034267+0.002876i,-0.00096017+0.0020176i,-0.0020672-0.00054429i,-0.0035484-0.0037408i,-0.00065439-0.0057548i,0.0050777-0.0048276i,0.013673-2.6964e-05i,0.02085+0.004093i,0.018804+0.0045503i,0.010575+0.0049962i,0.0045488+0.0057318i
0.032984-0.045417i,0.069125-0.057553i,0.066949-0.025851i,0.037025+0.0025257i,0.011436+0.0042919i,0.0029213+0.0012305i,0.00066137-0.0036259i,-0.0030055-0.0078411i,-0.0065042-0.0074424i,-0.0073598-0.004645i,-0.0062658-0.00085083i,-0.0042919+0.0017854i,-0.0038673+0.00176i,-0.0037882-0.00039984i,-0.0016088-0.0015534i,0.00096113+0.0013492i,0.0026354+0.004801i,0.00084824+0.0036353i,-0.0071588-0.00084677i,-0.015121-0.0039426i,-0.01505-0.0047862i,-0.0103-0.0051342i,-0.0069115-0.0041999i
