-0.0014143+0.0014839i,-0.0015728+0.00031942i,-0.0035227-0.00042989i,-0.0041706+5.1685e-07i,-0.0028495+0.0020787i,-0.00099134+0.0026862i,-0.00030935+0.0011167i,0.00034714+0.00064226i,0.0015138+0.00075953i,0.0020829-0.00028273i,0.00062205-0.00057276i,-0.00052978-0.00019614i,0.00031234-0.00033654i,0.00078737-0.00077779i,0.00042295-0.001034i,-0.00068335-0.00046986i,-0.00090781-4.9719e-05i,-0.00020082-0.00017245i,0.00015985-0.00042908i,0.00054666-0.00040751i,0.00097046-0.00048212i,0.00065297-0.00066245i,-0.00037297-0.00070487i
0.0015172+0.0013448i,0.00050032-0.00075338i,0.00085782-0.0035911i,0.0009034-0.0037297i,0.00046452-0.0031301i,0.00060295-0.0019299i,0.00050867-0.00082714i,0.00041015-0.00064721i,0.00049768-0.00073746i,0.00035222-0.0006649i,0.00023988-0.00012715i,-0.00010047+0.00022457i,0.00010453+0.00049014i,0.00033362-5.5304e-05i,-0.00043188-0.0008089i,-0.0012023-0.00099104i,-0.0010705-0.00072403i,-0.00046252-0.00055786i,-0.00025937-0.0007755i,0.00074244-0.00075826i,0.0012954-0.00036441i,0.00065752+0.00026508i,-0.00027299+0.00055986i
0.0015652+0.00028611i,0.0010183+0.00019834i,0.00025399+0.0011304i,0.001264+0.001627i,0.0026569+0.0014331i,0.0017614+0.0010556i,0.00095445+0.00064458i,0.0013235+0.00062539i,0.0013001+0.00012066i,0.00057342+8.4098e-05i,0.00022217+4.1127e-06i,-0.00018087-5.565e-05i,-0.00059198+0.00024449i,0.000146+0.00021967i,0.00044679-3.7342e-05i,0.00064352-0.00034565i,0.00064474+9.8521e-05i,0.00044293+3.7264e-05i,0.00083469-0.00036941i,0.00052886-0.00064434i,-0.00038035-0.00060279i,-0.00064248+0.00016567i,-0.00091379+0.00042762i
-0.00087301+0.0024932i,0.00042377+0.0012278i,0.00055721+0.003193i,0.00068516+0.0057111i,0.0013881+0.0050762i,0.0018831+0.0012288i,0.0013638+5.7423e-05i,0.00024927+0.00057185i,4.9251e-05+0.00052802i,0.00051012-0.00012457i,0.00047673-0.00054387i,0.00036833+0.00013326i,0.00022123+0.00054215i,-0.00013961-0.00056755i,-0.00070467-0.00098691i,-0.00061653-0.00050287i,0.00030817+0.00074803i,0.00026436+0.001229i,-0.00032677+2.6018e-05i,-0.00020688-0.00044356i,7.5134e-05+0.000326i,-0.00027378+2.605e-05i,1.9992e-05-0.00068185i
-0.0023889+0.002535i,-0.0021325+0.0021036i,-0.0028133+0.0021586i,-0.0038462+0.0034265i,-0.0030683+0.0041558i,-0.00031427+0.0020386i,0.00072895+0.00014456i,-2.4442e-05-0.00029078i,0.00046708+6.5018e-06i,0.00011152+0.00029924i,-0.00043991+0.00079069i,-0.0004987+0.00062194i,-0.00057788-0.000562i,-0.00025804-0.00029469i,-0.00026445-0.00021807i,-0.00054387-0.00023812i,-0.0002597-0.00028205i,0.00080016-0.00029661i,0.00054161-9.156e-05i,-0.00041827-0.00043321i,-0.00098766-0.00090568i,-0.0010978-0.00032213i,-0.0007137+0.0011259i
3.1415e-05+0.0035951i,-0.00092919+0.0018447i,-0.0035002+0.00044548i,-0.0048742+0.00061833i,-0.0029537+0.0012442i,-0.00070622+0.00056314i,-4.3198e-05+0.0003425i,-0.00057144+0.00055131i,-0.00084712+0.00049783i,-0.00048081+0.00073974i,-5.6146e-05+0.00061682i,-0.00027113+0.00055948i,-0.00072912+0.0010683i,-0.00031292+0.001248i,-0.00024287+0.00053169i,-0.0007443-0.00023912i,-0.00091437-0.00059461i,-0.00057801+2.3653e-05i,-1.8782e-06-0.00036505i,-0.00037064-0.0010311i,-0.00011342-0.00076977i,2.3251e-05-0.0001769i,-0.00074762-0.00018142i
0.00016309-0.0025096i,-0.0016905-0.0020013i,-0.0033954-0.0026543i,-0.004636-0.00366i,-0.0042076-0.0024958i,-0.0027225-0.00036347i,-0.00069189+3.8782e-05i,0.00025586-0.0005095i,-0.00030033-0.00075568i,-0.00061018-0.00094451i,-0.00052781-0.00092601i,-0.00016782-0.00057623i,0.00057597-0.00060232i,0.00063699-0.00059687i,-0.00031809-0.00031629i,-0.00020135+0.00032633i,0.00027969+0.00072304i,0.0005855+0.00012209i,0.00018088-0.00030468i,-0.00030266-0.00010782i,-0.00018121-2.4987e-05i,0.00041765+0.00043547i,0.00044307+0.00042895i
0.0027129-0.00085591i,0.00080188-0.0015834i,-0.0011464-0.0030494i,-0.0026369-0.0036701i,-0.0023838-0.0031204i,-0.0014167-0.0012826i,-0.0012452+0.0002944i,-0.00088569+0.00026995i,-0.00018975-0.00013238i,0.0005469+6.4594e-05i,0.00063417+0.00012207i,2.5082e-05-0.0001922i,-0.00052191-0.00022114i,0.00029168-0.00053896i,0.00044029-0.00013262i,-7.6567e-05+0.0006782i,0.00023215+0.00052642i,0.00031214+1.8507e-05i,0.00080749-0.00013604i,0.00044002+0.00049972i,-0.00031797+0.00026611i,-0.00016021-0.00015606i,-3.5136e-05+0.00039304i
0.00064978+0.00027747i,0.00015164-0.00049639i,-0.00056478+0.00039171i,-0.00040126+0.00046098i,0.00068359-0.00047951i,0.0014102-0.00087894i,0.0010945-0.0013242i,0.00087244-0.0015819i,0.00044103-0.0013039i,-0.00035683-0.00054119i,-0.0003507-7.8359e-05i,7.71e-05-0.00042687i,-2.0032e-05-9.04e-05i,-0.00061939+0.00042299i,-0.0007021+3.8332e-05i,-0.00027099-0.0003502i,-0.00019157-0.00058659i,-0.00036501-0.00087855i,0.00023322-0.00073643i,0.00048483-0.00025119i,0.0005745-5.8623e-05i,0.00058672-0.00034404i,-0.00020871-0.0013213i
0.00092626+0.0016857i,0.00028855+0.0012428i,8.0954e-05+0.00052595i,0.00023553+0.00046177i,0.00095341+0.00072841i,0.0011843-0.00016198i,0.0008409-0.00068589i,0.00039933-0.0006521i,0.00039766-0.00042451i,0.00077949-0.0001502i,0.0010962+3.3917e-06i,0.0003044-0.0003527i,0.00024152-0.00037156i,0.00021016+0.00010042i,-0.00044669-5.1872e-05i,-0.00032232-0.00080126i,-0.00053981-0.00081353i,-0.00056492-0.00053656i,0.00040871-8.4289e-05i,0.0005022-6.3005e-05i,0.00051491-0.0010871i,0.0014447-0.0014559i,0.0013811-0.00076111i
0.0004684+0.0011607i,-0.00045876+0.0012643i,-0.0020307+0.0020193i,-0.0025664+0.0029143i,-0.0012684+0.0024307i,8.1423e-05+0.0012964i,-0.00028939+0.00038297i,3.0741e-05-0.00048795i,0.00081462-0.00030971i,0.00067087+0.00053277i,-0.0008623+0.00098504i,-0.0016406+0.0013686i,-0.00069268+0.00080151i,-0.00031325-2.2322e-05i,-0.00013058-0.0002383i,0.00013511+0.00023572i,9.8097e-05+0.00078564i,-0.00051224+1.7578e-05i,-0.0008017-4.8113e-05i,-0.00029144+0.00061792i,-0.00010851+0.00034322i,-0.00013669+0.0004222i,-0.00042779+0.00045252i
-0.00014781-0.0016123i,-0.0005909-0.002632i,-0.0026305-0.0018683i,-0.0047155+0.00048449i,-0.0037938+0.002538i,-0.0015234+0.0027279i,0.0006918+0.0012631i,0.0010649+0.00047168i,0.00088837+0.00075579i,0.00067059-0.00021875i,0.00026835-0.00061519i,-0.00027352+0.00052098i,-0.001027+0.00043772i,-0.00070402+0.00039098i,-6.8121e-05+0.00016957i,-0.00015071-0.00039656i,0.00019085-0.0007266i,-3.5961e-05-0.00091609i,-0.00084793-0.00062281i,-0.0006271-0.00010711i,-0.00026901+0.00035857i,-0.00026654+0.00035521i,0.00013386+0.00033899i
-0.00088471-0.0011753i,-0.0031261-0.00046803i,-0.0047656-0.00074661i,-0.0048189-0.00047339i,-0.0041611-0.00012856i,-0.0023379+0.00065579i,-0.0003349+0.00059787i,0.00029875-0.00098355i,-0.00057774-0.0018729i,-0.00056521-0.00239i,-0.0001978-0.0023714i,-0.00059274-0.00019173i,-0.00060493+0.0011007i,-0.00053504+0.0010247i,8.6254e-05+0.0013627i,0.00084884+0.0010972i,0.00082037-0.00038693i,0.00033774-0.0012586i,0.00050016-0.00068627i,0.00073549-8.3044e-05i,0.00052555+2.9268e-05i,0.00062877-0.0003237i,0.00057397-0.00065381i
-0.00012876+0.0001312i,-4.7816e-05-0.00037494i,-0.00093362-0.0012291i,-0.0026494-0.0019977i,-0.0029989-0.0018139i,-0.0021943-0.0011962i,-0.00059348-0.00061313i,0.0009458+0.00021424i,0.00049264+0.00011617i,-6.4543e-05-0.00075791i,0.0003907-0.0010727i,0.00069618-0.00078037i,0.00056458-0.00035569i,0.00013444+0.00011884i,-0.00024319-4.7189e-05i,-0.0008475-9.2551e-05i,-0.0011082+0.00038575i,-0.00050921+0.00061066i,-0.00022279+9.7441e-06i,-0.00018397-0.00012481i,-1.9365e-05-0.00010777i,5.7399e-05-0.00017913i,0.00058309+0.00049998i
0.0051945-0.0042153i,0.0020768-0.0050696i,-0.00098495-0.0067101i,-0.0027913-0.005119i,-0.0027701-0.0037476i,-0.002123-0.0018334i,-0.001526-7.1116e-05i,-0.00095844-0.0008057i,-0.00047726-0.0012983i,-3.1135e-06-0.0010652i,-0.00017749-0.00056572i,8.5373e-06+0.00074327i,0.00098178+0.0012603i,0.00066336+0.0010443i,9.4508e-05+0.0010324i,0.00046557+0.00030598i,0.0005044-0.00035677i,0.00062903-0.00082034i,0.0011555-0.00056171i,0.00069605+0.00033774i,0.00029837-0.00015832i,4.7093e-05-0.00090723i,-0.00016267-0.00048558i
-0.0038765+0.00032941i,-0.0026768+0.0011365i,-0.0014292+0.0037881i,-2.7822e-05+0.0038309i,0.0013356+0.0028165i,0.0026735+0.0015504i,0.0015637-0.00041097i,-3.9771e-05-0.0013683i,-0.00036442-0.00030246i,0.00015495+0.00085641i,0.0008071+0.00066395i,0.00085095-0.00050084i,0.00025714-0.0010838i,-0.00035067-0.0002876i,-0.00062936+0.0003264i,-0.00036537+0.00065739i,-0.00049038+0.00021327i,-0.00065966+0.00050406i,-0.00043066+0.00086291i,0.00019153-6.6461e-05i,0.00079363-0.00073057i,0.00088975-0.00052895i,0.00047634-0.00054313i
0.00058726+0.0010708i,-0.00098957-0.00043252i,-0.0026447+0.00044255i,-0.0020694+0.0013306i,0.00069362+0.0018695i,0.0014674+0.00073408i,0.00061793-0.0011631i,5.7258e-05-0.0014828i,-0.00020978-0.0011452i,-0.00047841-0.00054964i,8.2037e-05-0.00043737i,0.00084804+0.00039275i,0.000555+0.0014478i,7.3269e-05+0.00078065i,0.00013523-0.00042735i,0.00024153-0.00071504i,-0.0004465-4.4111e-07i,-0.00081677+0.00049499i,8.7172e-05+0.00038055i,0.00045307+0.00038282i,-4.3789e-05+0.00096984i,-0.0005002+0.00044316i,5.3722e-05-0.00039737i
0.00089094+0.00073862i,0.00013451-3.1637e-05i,-0.0010132-0.00031684i,-0.0025794+0.001093i,-0.0019796+0.0021484i,-0.001075+0.0010507i,-0.00074487-2.7233e-05i,9.6331e-06-0.0009222i,0.00023958-0.00087337i,0.00025689+0.00048515i,-0.00012865+0.0012489i,-0.00056438+0.0013007i,-0.00064083+0.00090915i,-0.0010002+0.00017639i,-0.0012042-0.00041278i,-0.00067106+3.3599e-05i,-0.00055301+0.00095336i,-2.8173e-05+0.00057074i,0.00029314-0.00010815i,-0.00046267+6.427e-05i,-0.00041706+0.00043854i,0.00032275+0.00052578i,0.00072256+0.00017186i
0.00070714+0.00237i,-0.00053288+0.0015844i,-0.0017755+0.00041794i,-0.0033392+0.00019188i,-0.0029665+0.00064078i,-0.00054405+0.00082001i,0.00042576+0.0011303i,0.00031341+0.00084889i,0.00094543+0.00027399i,0.0008909+0.00034313i,0.00043242+0.00026141i,0.00018577+7.1362e-05i,-0.00012744-0.0002277i,-0.00040285-0.00031316i,-0.00046627-0.00016343i,-0.00063942-0.00055803i,-0.00091524-0.00098869i,-0.00069535-0.00034424i,-0.00079684+0.00018688i,-0.00039211+2.5287e-05i,0.00057109+9.6006e-05i,-9.5538e-05+1.8988e-05i,-0.00050511-0.00017516i
-0.00014631-0.0014237i,-0.0012067-0.0016296i,-0.0025927-0.0022101i,-0.0038759-0.0019153i,-0.0039224-8.1963e-05i,-0.0027437+0.00090137i,-0.00051499+0.00057109i,0.00022577+0.00020705i,6.4291e-05-0.00024201i,-6.4813e-05-0.00091121i,-0.00055378-0.00094404i,-0.00026247+6.2302e-05i,0.00020899+0.0011929i,0.00016714+0.00067938i,-0.00026431-8.2032e-05i,-0.00088398+8.5045e-05i,-0.0007135+0.00044832i,-0.00024293+7.6908e-05i,0.00039429+0.00022852i,-0.00015937+0.00049003i,-0.00089853+0.00033038i,-0.00048885+0.00030782i,0.00017812+0.00021025i
-0.0017665+0.00059327i,-0.0025213+0.00068905i,-0.0029916-0.00013384i,-0.0027071-0.00098585i,-0.0012181-0.0011135i,0.00014389-0.00065192i,-0.00037491-0.00012561i,-0.00041601-0.00029845i,0.00038515-0.00063379i,0.00061909-0.00085626i,0.00052115-0.00087194i,-9.9515e-06-0.00048163i,-0.00028507-0.00048288i,-0.00030192+2.6165e-05i,-0.0012269+0.00018695i,-0.0010496+0.00061029i,-6.7228e-06+0.0010338i,-4.2376e-05-0.00013159i,-0.000888-0.00073654i,-0.0010675-0.00043374i,-0.00052617-0.00057609i,0.00029184+0.00016129i,-0.00020342+0.0010318i
-0.0028254+0.0018452i,-0.0020761+0.00022229i,-0.00046564-0.0010995i,0.0002486-0.001111i,0.00017064-0.00084549i,0.00069003-0.0010114i,0.00069932-0.00064193i,0.00036837-0.00041627i,0.00039171-0.00013274i,0.00064678+5.3898e-05i,0.0006902+0.00012649i,0.00056516+0.00046901i,0.0001974+0.00073035i,0.00010193+0.00082767i,0.00037715+0.00075373i,0.0002273+0.00040788i,0.00092091+0.00017558i,0.0013751-0.0003062i,0.00088528-0.00036637i,0.0006871-0.00032731i,0.00072797-8.4426e-05i,5.0585e-05+0.00037598i,-9.6004e-05+0.00017295i
0.001912+0.0019167i,0.0020762+0.0019247i,0.00071261+0.001564i,-0.00015807+0.0009778i,-6.6344e-05+0.0005292i,0.00014191-0.00037605i,-3.4949e-06-0.00081604i,-0.00014018-0.00092911i,-0.00016693-0.00116i,0.00041359-0.00033574i,0.00071256+0.00034199i,-0.00023215-0.00013757i,-0.0010949-0.000404i,-0.0007572+0.00036933i,-0.00039079+0.00067106i,-0.00043813+0.00044398i,-0.00024729+0.00073265i,-0.00023312+0.0011596i,0.00010537+0.00029877i,0.00031616-0.0010128i,-6.2013e-05-0.0010171i,-0.00031463+2.2611e-05i,-0.00035027+0.00048377i
0.002915-0.00089752i,0.0008131-0.0019142i,-0.0006228-0.0020957i,-0.0015956+0.0001339i,-0.0015833+0.0012556i,-0.0008213+0.0006425i,-0.00063316-4.6812e-05i,-0.00035344-0.0011715i,0.00037695-0.0018135i,0.0012525-0.00072616i,0.00052931+0.0001982i,-0.00028468+0.00044633i,-0.0001232+2.636e-05i,-1.9558e-05-0.00011861i,-0.00031141+0.00085399i,-0.00030711+0.0014009i,-0.00019166+0.0010893i,-0.0002262+0.00072811i,0.00039248+0.00051955i,0.00057695+0.00030276i,0.0010111-0.00020465i,0.00090173+0.00036125i,-0.00059792+0.00043833i
-0.00035443+0.0010114i,-0.00078136+0.0003782i,-0.0018721-0.00042678i,-0.0028861-0.00013891i,-0.0018315+0.0004564i,-0.00017331+0.0005869i,0.00037398+0.00025093i,0.00038269-0.00016104i,-5.5733e-05-0.00062172i,0.00038496-0.0012558i,0.0010882-0.0010521i,0.00087598-0.00039864i,-4.8144e-05-9.4918e-05i,-0.00062584-0.00034353i,-0.00079209-0.00048993i,-0.0004268-9.8458e-05i,3.6264e-05-5.1989e-05i,-2.9587e-05+0.00023901i,-0.00026828+0.00063784i,-0.00044427+0.00035919i,0.00027684+1.209e-05i,0.0012109-0.00052137i,0.001393-0.0011309i
0.00076762+0.0032463i,-0.00039948+0.00081097i,-0.00156-0.00054614i,-0.002115-0.00046878i,-0.0015043-0.00010468i,-0.00094811+0.00084852i,-0.00010984+0.00055394i,0.00028532+0.00040648i,-0.00044138+0.0010359i,-0.00084329+0.00081564i,-0.0007788-0.00020213i,-0.0011408-0.00050997i,-0.00098567-0.00051013i,-0.00011053+0.00065662i,0.00041154+0.001336i,0.00029989+0.00061405i,-4.6546e-05+0.00094402i,-0.00015931+0.00079055i,-0.0002021-0.00024587i,-0.00031559-0.00031925i,-0.00014198-0.00010709i,0.00032729-0.00058853i,0.00077594-0.0009245i
-0.00047805-0.00065493i,-0.00095999-0.00062934i,-0.0014884-0.0007242i,-0.002412-0.00031058i,-0.0027871+0.00021358i,-0.001855+0.00016547i,6.4599e-05-0.00017517i,0.00062276-0.00030555i,4.6088e-05-0.00031212i,-9.7061e-05-0.00035294i,-0.0002817-0.00065639i,-0.0007378-0.00072087i,-0.00049951-0.00062992i,-0.000675-0.00027891i,-0.00080064+0.0001129i,-0.00031518-0.00016967i,0.00016757-0.0005641i,-9.8432e-05-0.00054569i,-0.00019812-0.00047954i,-0.00036026+7.7424e-05i,-0.00077006+0.00027494i,-0.00054025-0.00023965i,0.00019405-0.00039836i
-0.0033221-0.00047208i,-0.005045-2.5994e-05i,-0.004884+0.0014369i,-0.0028996+0.0024873i,-0.00032061+0.0022688i,0.00034217+0.0017709i,-0.00082081+0.0008091i,-0.001329-0.00031423i,-0.00073976+0.0001383i,-0.00056614+0.00054755i,2.4444e-05-0.0003087i,0.0010999-0.00084607i,0.0012672-0.00050154i,0.00022944-3.274e-05i,0.00026586+0.00033359i,0.00054318+0.00033914i,-0.00068621+9.7739e-05i,-0.0007926-0.00010866i,-0.00035649-0.00048759i,-0.00072503-0.0007462i,-0.00073115-0.0010312i,-0.00029348-0.00059824i,-0.00015272+0.00026152i
-0.0014108-0.00075253i,-0.0012797+0.00061045i,-0.0020727+0.00078767i,-0.0019423+0.00040322i,-0.0015557+0.00010314i,-0.00095139-0.00054831i,-0.00012217-0.00093345i,-0.00043373-0.0012319i,-0.00037427-0.00083419i,0.00085837+0.00015896i,0.0014658+0.00023071i,0.00021982-0.00027855i,-0.00074649-0.00044967i,-0.00021483-0.00050495i,0.00045957-0.00058759i,0.00061586-0.00036392i,0.00016794+5.261e-05i,-0.00021782+0.00064778i,-0.00026028+0.0013409i,-0.00043544+0.00096727i,-0.00032069+5.6897e-05i,0.00018606-0.00035084i,-0.00019083-0.00039487i
0.00019272-0.00019123i,-0.00095368+0.00010408i,-0.0035403-0.00098515i,-0.0041152-0.00060501i,-0.0018696+0.00011287i,-0.00086574-7.7416e-05i,-0.00014625-0.0013647i,0.00058138-0.0014539i,0.00042749-0.00055756i,8.8388e-05-0.00049329i,-2.2788e-05-0.001137i,-0.0001948-0.00092426i,-0.00052026+0.00051059i,-0.00040085+0.0014997i,-0.00039733+0.0016775i,-0.00062163+0.0010611i,2.3375e-05+6.7274e-05i,0.0002571-8.2435e-06i,0.00038086-2.0171e-05i,0.00067393-0.00048842i,0.0012623-0.00037142i,0.0014533-0.00069363i,0.00074294-0.00088624i
0.00057513-0.0028732i,-0.00048448-0.0025078i,-0.002469-0.0022876i,-0.0032018-0.0015727i,-0.0021734-0.00014048i,-0.00078792+0.00020679i,0.00075465-0.00053535i,0.0013808-0.00070894i,0.000747-0.00052103i,0.00013005-0.00027274i,-9.4844e-05+4.4426e-05i,-0.0002274+5.2955e-05i,-0.00013694+0.00017501i,-4.0275e-05+0.00013778i,-0.00045693+0.0005368i,-0.00059627-8.8513e-05i,-0.00020512-0.00066473i,-0.00010575+4.786e-05i,0.00037388+0.00036317i,0.0010616+0.00040648i,0.0010807+0.00021198i,0.00056482-0.00017771i,-6.8802e-05+0.00047265i
0.0026809-0.00093342i,0.00096622-0.0011311i,0.0007339-0.0014572i,-0.00024056-0.0005291i,-0.0010165+0.00058245i,-0.00071723+0.00030862i,0.00016068+0.00022983i,0.00055439+0.00019845i,0.00047681-7.2495e-05i,0.0002026+0.00061158i,0.00032692+0.00039621i,0.00050108-0.00020456i,-0.0001384+0.00012858i,-0.00061033+0.00078045i,-0.00055769+0.00056354i,-0.00053405+0.00064988i,-0.00026006+0.00037304i,5.7299e-05-6.8922e-05i,-0.00062352-0.00036164i,-0.0011046-0.00048228i,-0.00017856-0.00040709i,0.0001584-0.0004293i,-0.00012473-0.00063604i
-0.00038819+0.0011289i,-0.00050513+0.0014789i,-0.0012564+0.0012319i,-0.0023015+0.0017359i,-0.0023451+0.0017771i,-0.0010765+0.00098254i,0.00022248+4.6976e-05i,0.00053515+1.7355e-05i,0.00054712+0.00025474i,0.00032833-9.2599e-05i,0.00015755-0.00011622i,-0.00064422-4.9543e-05i,-0.0013045+0.00017862i,-0.0010163+0.00028559i,-0.00079876-0.0002073i,-0.0001819-0.00035983i,0.00013342-0.00080766i,0.00017212-0.00086887i,0.00054903-0.00033439i,0.00033608-0.00031332i,0.00018267+0.00034352i,0.00034036+0.00093051i,-0.00023365+0.00011269i
-0.0013758+0.0031361i,-0.0015219+0.0023907i,-0.0014858+0.00082269i,-0.0018491+0.0014624i,-0.0021782+0.0022189i,-0.0012121+0.0016166i,5.2532e-05+0.0010151i,0.00014652+0.0007269i,4.1592e-06+0.00095621i,0.0002242+0.0012914i,0.00025698+0.0010779i,-0.00046684+0.00039632i,-0.00040454+7.088e-06i,0.00015356+6.8636e-06i,-8.7266e-05+1.3945e-05i,-0.0003248-0.00046754i,4.1217e-05-0.00075225i,-0.00016153-0.00034694i,-0.00018297+0.00065403i,-0.00018203+0.00061963i,-0.00036437-0.00047661i,-0.00018859-0.00085828i,-0.00070602-0.00029752i
-0.0049334+0.00076567i,-0.0046599+0.000722i,-0.0047557+0.0010867i,-0.0033234+0.0021164i,-0.0022318+0.0021124i,-0.001725+0.0015916i,-0.00099739+0.00089828i,-0.00065979+0.00021571i,-0.00050382+0.00026722i,0.0003479+0.00080899i,0.0010111+0.00066011i,-5.9015e-05+0.00043637i,-0.00092962+0.00050654i,-0.00049269+0.00095385i,0.0001145+0.0008383i,9.2727e-05+0.001069i,-1.7204e-05+0.0013295i,-0.00013672+0.00097098i,-0.00038144+0.00081911i,7.2397e-05+0.00068234i,0.00025273+0.0003402i,-0.00030038+0.00011903i,-0.00095354-0.00031735i
-0.00072375-0.0014668i,-0.00022005-0.0020735i,-0.0024687-0.0020782i,-0.0033374-0.0022228i,-0.0017633-0.0020275i,-0.00032171-0.0012203i,-0.00072478-0.00028329i,-0.00094614-0.0001422i,-0.00026475-0.00012112i,0.00018923-0.00065083i,-0.00039712-0.00040304i,-0.00091557+0.00022478i,-0.00057347+0.00047078i,0.00013425+0.00022008i,0.00096974-0.0002014i,0.0012572-0.00029113i,0.00084062-2.789e-06i,0.00055752+6.477e-05i,0.00075424-0.00065814i,0.00086647-0.0009745i,0.00062743-0.00044954i,0.00043272-0.00024657i,-0.00035512+0.00010082i
-2.2433e-05-0.0010709i,4.1628e-06-0.0017253i,-0.00067227-0.0018676i,-0.0010382-0.00095131i,8.0511e-05-0.00029501i,0.00038387-0.00092479i,-0.00037758-0.0012934i,-0.00048741-0.00051527i,1.5238e-05+0.00021481i,0.00019787+0.00031557i,-0.00041926-0.00029988i,-0.00097056-0.001184i,-0.00058074-0.00099493i,-9.6043e-05-0.0002523i,-0.00031611+2.9012e-05i,-0.00048317+0.00018035i,0.00011975-0.00016251i,0.00078214-0.0003876i,0.00071063-0.00029096i,0.0004435-0.00018148i,0.00050922-0.00026321i,0.00060703-0.00066842i,4.4403e-05-0.00049182i
0.0014015-0.00082046i,0.00054043-0.00050422i,-0.00048794-0.00097352i,-0.0016838-0.0010753i,-0.0010918-0.00041503i,-3.4861e-05-5.5419e-05i,5.1107e-06-0.00023516i,0.00058713-0.00091845i,0.00094973-0.00087511i,0.00035895-4.8577e-05i,-7.6759e-05+0.00054081i,-0.00017921+0.00018095i,0.00040268-7.8581e-05i,0.00096826-0.00059775i,0.00054316-0.0013084i,-0.00031699-0.00063038i,-3.9871e-05+0.00028763i,0.00065619+0.00083398i,0.00067267+0.0010291i,0.00050351+0.00015633i,0.00098687-0.00053914i,0.00043914-0.0008125i,-0.00032463-0.0010061i
0.0031991-0.00038157i,0.0030985-0.0020008i,0.0013476-0.0030763i,-0.0006026-0.0030879i,-0.00084488-0.0017019i,-0.0003548+7.8102e-05i,0.00072852-0.00012391i,0.0020506-0.00040278i,0.0017716-0.00036718i,0.00042402-0.0010143i,-1.68e-05-0.00083764i,-0.00050903-0.00017222i,-0.0010333+0.00025736i,-0.0010989+0.00017602i,-0.00095706+4.5853e-05i,-0.00077908+0.00089701i,3.0888e-05+0.0008289i,0.00058108+0.00063368i,0.00043957+0.0010542i,0.0004228+0.00097615i,0.00028565+0.0006344i,0.00010688-0.00013369i,0.00025093-0.00020994i
0.0010731+0.0019211i,0.0012434+0.0022769i,0.0017274+0.0023974i,0.0013299+0.0017666i,0.00092546+0.00094702i,0.0011021+0.00025994i,0.00077296-6.5829e-05i,0.0005055-2.2688e-09i,0.00057131+0.00029643i,0.00030953-0.00045389i,-0.00016136-0.0013516i,-0.00091941-0.00046258i,-0.00048212+0.00026906i,0.00036427-0.00012292i,0.00072508-0.00070755i,0.00044471-0.00089558i,0.00049161-0.00092344i,0.00022438-0.00026763i,-0.00011567-7.667e-05i,-0.00010415-0.00026977i,0.00017291+0.00019853i,0.00031571+0.00084548i,-1.6653e-05+0.00079003i
0.00063747+0.00037458i,-0.0017401+2.8638e-05i,-0.0019645-0.0002782i,-0.0025794-5.3771e-05i,-0.0024353+0.00030783i,-0.0014413+4.4508e-06i,-0.00097962-0.00022506i,-0.00066338+4.9728e-05i,0.00015213-9.6567e-05i,0.00017698-0.00024192i,-0.0012567-3.0346e-05i,-0.0013269+0.00036467i,-0.00048437+0.00036816i,0.00020179+3.4134e-05i,0.00026307-0.00043051i,0.00053601-0.000825i,0.00071046-0.00096351i,0.00015801-0.0009645i,-0.00035429-0.00015058i,0.00019899+0.00057841i,0.00056298+0.00026429i,0.00044409+0.00026416i,0.00085563-1.1052e-06i
-0.0014441+0.0003255i,-0.0016515+0.00057513i,-0.0014943+0.0014351i,-0.00063688+0.0013166i,-0.00053336+0.00037664i,-0.00091073-0.00056113i,-0.00092613-0.00054982i,-0.0010457-0.00036817i,-0.00014274-0.00062801i,0.0010513-0.00060965i,0.00058053-0.00014449i,-0.00054608-0.00019896i,-0.00047829-0.00042793i,3.1006e-05-0.00093242i,-0.00017757-0.00032169i,-0.00014543+0.00061499i,0.0001866+0.00023054i,0.00034502-5.3468e-05i,0.00074909+0.0004212i,0.0010555-7.5767e-05i,0.0011944-0.00090392i,0.00040267-0.0003118i,-0.00018935+6.324e-05i
-0.00055239+0.0026371i,-0.0023409+0.00067231i,-0.003933-0.00057245i,-0.004487-0.00043061i,-0.0028931-0.00078275i,-0.0011991-0.0010035i,-0.0010387-0.000718i,-0.0010906-0.00025886i,-0.00067793-0.00040529i,-0.00030581-0.00080704i,-0.00020106-0.00056707i,-0.00023154-0.00041764i,0.00013639-0.00046905i,0.00041761-0.00016241i,0.00021024-0.00021417i,0.0001384-9.0987e-05i,7.5777e-05+7.57e-05i,-0.00030381-0.00017852i,-0.00052154-0.00066219i,-0.00045944-0.00087186i,3.8302e-05-0.00011572i,0.00048172+0.00020541i,0.00027236-0.00040804i
