-0.0023213-0.0001816i,-0.0019121-0.0023235i,-0.0012736-0.001195i,-0.00031484+0.00087287i,-0.00012766+0.0019605i,0.00046586+0.0012471i,0.00069286+0.00046808i,0.0013146+0.0014126i,0.0021022+0.0021529i,0.0015076+0.0015165i,0.00092436-2.3536e-05i,0.00069527-0.0006827i,-0.00066595-0.00084919i,-0.00077795-0.0011913i,-0.00047336-0.0011256i,-0.00029058-0.00017289i,-2.6062e-06+0.00043621i,-7.5663e-05-0.00019285i,0.00020357-0.0008652i,0.00017127-0.00079029i,0.00018289-0.00030165i,0.00097821-0.00027051i,0.00047933-7.4386e-05i
0.001289-0.00072571i,0.0023086+0.0004179i,0.0013036+0.004764i,-0.0019708+0.011913i,-0.008135+0.017206i,-0.019457+0.018105i,-0.022534+0.01313i,-0.0073932+0.0080801i,0.0092071+0.0039499i,0.010171-0.0012668i,0.0023361-0.0014394i,-0.00043236+0.0024391i,-0.00028073+0.0049524i,-0.0040663+0.0061497i,-0.0096064+0.0057535i,-0.010297+0.005248i,-0.0056422+0.0083914i,-0.00095726+0.010079i,0.00081204+0.0079075i,0.0017157+0.0053587i,0.0028346+0.0036902i,0.0027686+0.0029485i,0.0030056+0.0020943i
0.00333-0.00094934i,0.0070066-0.0015234i,0.014514-0.0027512i,0.024105-0.0040005i,0.028575-0.0086599i,0.023796-0.010922i,0.011904-0.0051659i,0.0034305-0.00089968i,0.0054591-0.0013463i,0.007517-0.0039607i,0.0016952-0.0063393i,-0.0044881-0.0065076i,-0.0038846-0.0066902i,-0.00064649-0.0071483i,0.0014925-0.0056156i,8.5101e-06-0.0043931i,-0.0028225-0.0066525i,-0.0033718-0.0092668i,-0.0027164-0.0085501i,-0.0022385-0.0069546i,-0.0022308-0.0054288i,-0.0020951-0.0046045i,-0.0019991-0.0054125i
0.0010825+0.0020184i,0.0023092-0.00053061i,0.006005-0.0060367i,0.0075372-0.0082753i,0.0014152-0.00081375i,-0.0099886+0.0081023i,-0.012241+0.0071959i,-0.0070077+0.0036644i,-0.0045337+0.0042142i,-0.0022937+0.0047438i,-0.00047623+0.0033039i,-0.0013316+0.0034204i,-0.0012895+0.0049457i,-0.0021962+0.0054531i,-0.0036638+0.0064998i,-0.0019975+0.0083136i,0.0010124+0.0098347i,0.0039996+0.0092975i,0.0051885+0.0067317i,0.0034886+0.0059362i,0.0027384+0.006648i,0.0022922+0.0078679i,-2.0334e-05+0.0068862i
-0.0023014+0.00010074i,-0.0027249-0.0011798i,-0.001029-0.0038332i,0.0037401-0.010204i,0.013322-0.010648i,0.023769-0.0016377i,0.02607+0.0061084i,0.01948+0.0033699i,0.0084824-0.002619i,0.002605-0.0026935i,0.0027786-0.0028815i,0.0021459-0.0054507i,0.0015008-0.0070405i,0.0025762-0.0071835i,0.0041079-0.0049948i,0.0038188-0.003575i,-0.00058875-0.0060086i,-0.0038556-0.0076686i,-0.0039793-0.0065013i,-0.003833-0.0062439i,-0.0030085-0.0067344i,-0.0016098-0.0047119i,-0.0011321-0.00072813i
0.0023062-0.0014323i,0.0013291-0.0012008i,-0.0042864-0.0050297i,-0.014488-0.012729i,-0.026323-0.014395i,-0.027579-0.0094042i,-0.010666-0.0032876i,0.006006-0.00020816i,0.00599-0.0024662i,-0.00018908-0.0031362i,-0.0013882+0.00010254i,-0.00022496+0.0022835i,-0.0015811+0.0031152i,-0.0026571+0.0034822i,-0.0018426+0.0031609i,0.00065058+0.0035996i,0.0046841+0.005142i,0.0054202+0.0051119i,0.0024261+0.0038514i,8.882e-05+0.0036735i,-0.0011763+0.0040753i,-0.0018795+0.0039852i,-0.0010802+0.0028933i
-0.0019769-0.00044366i,-0.0038221+0.00049081i,-0.0083125+0.0032195i,-0.010855+0.0040232i,-0.0083648-0.00052451i,-0.0024994-0.0011681i,0.0028232+0.0024284i,0.0083242+5.4107e-06i,0.010798-0.0064941i,0.0062837-0.0084498i,0.0022702-0.0056556i,0.0032926-0.0043597i,0.0038234-0.0046003i,0.0025227-0.0037952i,0.00097103-0.0033078i,-0.0023525-0.0032842i,-0.006118-0.0046206i,-0.0079312-0.0049717i,-0.0064554-0.0039275i,-0.0030255-0.0056896i,-0.0014003-0.0078828i,-0.0013659-0.0072935i,-0.0014455-0.0061811i
0.0018506-0.003168i,0.0044713-0.0034874i,0.005396-0.0040797i,0.0002548-0.0046867i,-0.010606-0.0099556i,-0.016515-0.0152i,-0.011465-0.015834i,-0.0040367-0.013836i,0.0014715-0.012846i,0.0022482-0.012066i,-0.0011292-0.0075179i,-0.0037351-0.0015859i,-0.0046151+0.001339i,-0.0055695+0.0020537i,-0.0065327+0.0014241i,-0.004836+0.0013281i,0.0002162+0.002846i,0.0043681+0.0036041i,0.0048609+0.0021339i,0.0036189+0.0016307i,0.0022904+0.0026577i,0.0003881+0.0028121i,-0.0020142+0.0022661i
0.00010621+0.0016698i,0.0028527+0.0023749i,0.0058916+0.005495i,0.0084199+0.0089906i,0.0090107+0.012225i,0.0081031+0.013492i,0.0041809+0.0079705i,0.0029407-0.00072252i,0.007137-0.0049957i,0.0088563-0.0062044i,0.0063748-0.0062656i,0.0043155-0.0047877i,0.0030595-0.0036964i,0.00056685-0.0029349i,-0.0022145-0.0012407i,-0.0054993-0.00051537i,-0.0089495-0.0011982i,-0.0089475-0.001224i,-0.004887-0.0015127i,-0.00098426-0.0026506i,0.00070216-0.0035036i,0.0018812-0.0026886i,0.001457-0.0011081i
-0.0020755+0.00022595i,-0.00019083-0.00011054i,0.0039893-0.0016985i,0.010122-0.0039281i,0.012025-0.0039405i,0.0091305-0.0028386i,0.0092797-0.00037026i,0.011072+0.0015996i,0.0089987+0.00080253i,0.0056492+0.00015173i,0.0024652-0.00051104i,-0.002071-0.0011412i,-0.004521-0.0016334i,-0.0041481-0.002137i,-0.0024147-0.00098846i,0.00087269+0.0016835i,0.0046028+0.0033761i,0.0063906+0.0028452i,0.0048997+0.0013495i,0.0022726+0.002302i,0.00083677+0.0053636i,-0.00052958+0.0061375i,-0.0010589+0.003687i
-1.1522e-05-0.00045631i,-0.00072619-0.0016805i,-0.0010777-0.0059278i,0.00034712-0.0069975i,0.0024936+0.00016799i,0.00089591+0.012229i,0.0029486+0.018391i,0.0075965+0.016139i,0.0071269+0.011724i,0.0041822+0.0075297i,0.0024993+0.0045212i,0.001709+0.0026163i,0.0020232+0.0011362i,0.0023657+0.00056383i,0.00052075+0.0010189i,-0.0026032+0.0012008i,-0.0056394+0.001133i,-0.0083754+0.0010834i,-0.0081058+0.00092476i,-0.0053208-0.00042086i,-0.00291-0.001925i,-0.0011489-0.0015822i,-0.00046605-0.00042465i
0.0014494-0.00021268i,0.001346-0.0012398i,0.0012614-0.0062261i,-0.00086872-0.015348i,-0.0039866-0.021271i,-0.0036038-0.016817i,0.0020869-0.0050293i,0.0043553+0.001936i,-4.5806e-05+0.0015094i,-0.0036767+0.00038263i,-0.0034207-0.00070332i,-0.0025105-0.0022592i,-0.0019123-0.0023011i,-0.00022721-0.0020393i,0.00251-0.0023947i,0.004943-0.0022456i,0.0069999-0.0019407i,0.0080822-0.0027896i,0.0069151-0.003914i,0.0036537-0.0032033i,-0.00060785-0.0017723i,-0.0029137-0.0012151i,-0.0025366-0.00050853i
0.00037117+0.0012721i,-0.0011363+0.0013287i,-0.0047048+0.00033091i,-0.011226-0.0019152i,-0.016641-0.005378i,-0.016474-0.0064598i,-0.011615-0.00772i,-0.005571-0.0094833i,-0.0033515-0.0088789i,-0.0039797-0.0061436i,-0.0031633-0.0026311i,-0.0015262+0.0002159i,-0.0020199+0.0020505i,-0.0033064+0.0024697i,-0.004188+0.0018173i,-0.0056279+0.0012025i,-0.0070524+0.0015361i,-0.007508+0.0020189i,-0.0063404+0.00071965i,-0.0035533-0.0024723i,-0.00070259-0.0046033i,-3.7318e-06-0.0039943i,-0.0011022-0.0011984i
0.00075595-0.00022545i,0.0032465+0.0009223i,0.0058496+0.00076729i,0.0057578-0.0015926i,0.0023938-0.0056027i,0.0021679-0.007423i,0.0041628-0.0089317i,0.005254-0.014201i,0.0060297-0.018725i,0.0036049-0.016265i,0.00062509-0.010654i,0.00033649-0.007397i,-0.00030669-0.0063984i,-0.00029267-0.0053304i,0.0011048-0.0039972i,0.0014376-0.0033806i,0.0026499-0.0039185i,0.0055031-0.0047188i,0.0066636-0.0046573i,0.0044294-0.0030012i,0.001157-0.00075979i,-0.00071557-0.00060548i,-0.00026246-0.001362i
-0.00088704+0.00051157i,-0.00018793+0.0014873i,-0.0013791+0.0030821i,-0.0041746+0.0051333i,-0.0069079+0.0056506i,-0.0071626+0.0043516i,-0.0014123+0.0011185i,0.0075422-0.0042483i,0.012518-0.0081347i,0.011118-0.0092707i,0.0063065-0.0077608i,0.0021436-0.0041004i,-0.00046905-0.00097783i,-0.0034231+0.00048621i,-0.0060446+0.0016528i,-0.0069597+0.0027588i,-0.0068726+0.004637i,-0.0067542+0.0062314i,-0.0059424+0.0060498i,-0.0033849+0.0035621i,-0.00022718+0.0019967i,0.00064901+0.0019568i,-0.0013901+0.0019177i
0.0003807-0.0010394i,0.0010357-0.0019017i,0.0040386-0.0018436i,0.0091958-0.00042939i,0.011877+0.0024366i,0.0083681+0.0079962i,0.0066881+0.013367i,0.011269+0.012624i,0.015368+0.0067127i,0.013198+0.0011001i,0.008284-0.0021483i,0.0047439-0.0033284i,0.0033919-0.0032431i,0.0036784-0.003714i,0.0032203-0.0026967i,0.0020126-0.0013441i,0.0011303-0.0020786i,0.0012041-0.0039677i,0.0015968-0.0039519i,0.0012647-0.0016822i,0.00078269-0.00040672i,0.0010242-0.00046054i,0.00099509-0.0015988i
0.0025501+0.00017782i,0.0031451-0.0014541i,0.004284-0.0051561i,0.0027491-0.0083118i,-0.0014755-0.0084189i,-0.0050092-0.002001i,-0.0031077+0.0074843i,0.0013166+0.01335i,0.0013737+0.01277i,0.0005462+0.0088409i,0.00038256+0.0055723i,-0.00065543+0.0045705i,-0.0014523+0.0042809i,-0.0027541+0.0033674i,-0.0040299+0.0020825i,-0.0029699+0.001492i,-0.00068792+0.0027546i,-0.0010051+0.003876i,-0.0026964+0.0021529i,-0.0023424-0.00063415i,-0.00076959-0.00092998i,-0.00011318+0.0002055i,-0.00091547+0.0016001i
-0.0016253-0.0012632i,-0.0001335-0.00055099i,0.0014661-0.0017608i,0.0038408-0.0061357i,0.0035827-0.0071109i,0.0029915-0.003201i,0.0022269-0.00030139i,-5.1692e-05+0.00018932i,-0.0039726+0.0013447i,-0.006869+0.0029164i,-0.0047556+0.003272i,-0.0010504+0.0023472i,0.0024367+0.0010293i,0.0048847+0.00017567i,0.0054268-0.00096319i,0.0045792-0.0025762i,0.0019035-0.0045123i,0.0010374-0.0065979i,0.0022899-0.0066548i,0.0021577-0.0049575i,-8.3195e-05-0.0029836i,-0.0010674-0.0018142i,-0.00056017-0.0019957i
-0.0023974-0.0008701i,-0.0024734-0.00084615i,-0.0036664-0.0026632i,-0.0066488-0.0064165i,-0.0092253-0.0098975i,-0.0063162-0.011295i,7.8825e-05-0.011733i,0.001173-0.012843i,-0.0045369-0.013811i,-0.0091977-0.010438i,-0.0085409-0.0044678i,-0.0055716-0.00050458i,-0.0052464+0.0012937i,-0.0064237+0.0019889i,-0.0062854+0.0015719i,-0.0034996+0.0017522i,0.00048214+0.0035666i,0.00221+0.0043758i,0.001116+0.0034143i,-0.0002225+0.00098586i,-0.00026326-0.0003217i,-0.0010609+0.00028723i,-0.0027185+0.000832i
-0.00070162-0.00037139i,0.00014888-0.00087519i,8.2421e-05+0.00017001i,-0.00077608+2.707e-05i,-0.0022839-0.00058212i,-0.0017347-0.00039814i,0.0028327-0.0040792i,0.0080667-0.011228i,0.0081622-0.015661i,0.0042966-0.014448i,0.00099065-0.0095156i,0.00013579-0.0051043i,0.00098411-0.0029271i,0.0016983-0.0010974i,0.0016923+0.00067651i,-0.00056994+0.00082069i,-0.0031762-0.00093716i,-0.0036363-0.0031272i,-0.0014086-0.0038536i,0.00048456-0.0025045i,-6.3831e-05-0.0014096i,-0.00088409-0.00036071i,0.00015429+0.00020886i
0.00018289-0.00078744i,0.000152-0.00066994i,-0.00056207-0.00033682i,-0.0026074-0.00025217i,-0.0064531-0.0015832i,-0.006332-0.00011157i,0.0008134+0.002666i,0.0086282-0.00011924i,0.011937-0.0066102i,0.0092157-0.0094495i,0.0043945-0.0075093i,0.00046263-0.0052694i,-0.0037055-0.003783i,-0.0076978-0.001982i,-0.0081149+0.00052151i,-0.0046657+0.0030697i,-0.00037615+0.0048992i,0.0017859+0.0064001i,0.00071666+0.0050429i,0.00038521+0.0022925i,0.00080958+0.0019269i,-3.6819e-05+0.0019531i,-0.00061224+0.0016152i
-0.0021596-0.0015749i,0.00089823-0.0020035i,0.0028399-0.0012669i,0.0038551+0.00088095i,0.002181+0.0040955i,-0.0010444+0.0068643i,0.0001439+0.0089433i,0.0054304+0.0092718i,0.010429+0.0071316i,0.01179+0.0034086i,0.0093192+0.0003846i,0.0065837-0.00084475i,0.0049996-0.0021859i,0.0035151-0.0034754i,0.0014692-0.00211i,-0.0020727-0.00057707i,-0.0064804-0.0023083i,-0.007451-0.004319i,-0.0044907-0.0036288i,-0.0016542-0.0023453i,-0.00056712-0.0018864i,-4.8978e-05-0.0009691i,0.00029822+0.000161i
0.00043222+0.00097337i,0.0010442+0.0012943i,0.0034062+0.0011804i,0.0048771-0.00094403i,0.0025558-0.0011683i,0.00041307+0.0011972i,0.00093001+0.0041687i,0.0020136+0.0077097i,0.0026165+0.008679i,0.001908+0.0068752i,0.00086134+0.0033409i,0.0012165+0.00023108i,0.00054041-0.00070632i,-0.0022946-0.001041i,-0.0029638-0.00088622i,0.00026671+0.0004239i,0.0049056+0.0029445i,0.0061169+0.0047085i,0.0034741+0.002915i,0.0015024+0.00021271i,0.000614-0.0010544i,-0.00044311-0.0012896i,-0.0018041-0.00070541i
-0.0011719-0.0020459i,-0.0010208-0.0031914i,-0.001146-0.0039278i,-0.00054194-0.0055332i,0.00059471-0.0056509i,0.0016637-0.0039993i,0.0025831-0.0019812i,0.0023525-0.00013976i,-0.0012607+0.001291i,-0.0043766+0.002722i,-0.0033091+0.0028739i,-0.00039412+0.0022627i,0.0028586+0.0015968i,0.0059584+0.00018197i,0.0058874-0.0013152i,0.0018864-0.0022969i,-0.0030218-0.0036029i,-0.0050808-0.0051658i,-0.0034445-0.0048051i,-0.0013379-0.0038881i,-0.00086654-0.0035918i,-0.0012458-0.0019366i,-0.0013308-0.00065141i
0.0019814-0.0011329i,0.0014488-4.8224e-05i,0.0012891-0.0021742i,0.00016112-0.0060436i,-0.0023253-0.0085803i,-0.0021489-0.0067167i,0.0017917-0.0028122i,0.0038155-0.0041448i,0.00088744-0.0078352i,-0.0048669-0.0073903i,-0.0072169-0.0034766i,-0.0057638-0.00017357i,-0.0044214+0.0012768i,-0.0045995+0.0019185i,-0.0031416+0.0023732i,0.00047461+0.0030658i,0.0045692+0.0047028i,0.006995+0.005505i,0.0054509+0.0038195i,0.0027648+0.00173i,0.00094202+0.00063733i,-0.00010032-0.0002015i,-0.0012191-0.00072215i
-0.00094597-0.001422i,-0.0011216-0.0024589i,-0.0015893-0.0029182i,-0.0025282-0.003843i,-0.0044127-0.0054305i,-0.0030823-0.0045817i,0.0018054-0.0037091i,0.0052114-0.0064122i,0.0046913-0.0097957i,0.0025784-0.0089101i,-1.5429e-05-0.0051349i,-0.0023606-0.0018525i,-0.0029051-8.0315e-05i,-0.0017203+0.00041888i,-0.0015687+0.00093484i,-0.0040138+0.00087512i,-0.0075247-0.00074746i,-0.0083997-0.0029517i,-0.0052067-0.0029074i,-0.00193-0.0012754i,-0.00075303-0.00080285i,-0.0012871-0.00033523i,-0.0011402-7.1754e-05i
0.0032388+0.00086914i,0.0042944+0.0010696i,0.0053583+0.00018865i,0.0028645-0.00082444i,-0.0029431-0.0012689i,-0.0059114+0.0011682i,-0.0028318+0.0033592i,0.0036105-0.00026635i,0.0082255-0.0055559i,0.0079975-0.007616i,0.0046971-0.0069441i,0.00056585-0.0055893i,-0.0022559-0.0040421i,-0.0048876-0.0019411i,-0.0056017-9.8573e-05i,-0.0021193+0.00163i,0.0021248+0.00358i,0.004364+0.0044362i,0.0031833+0.0033844i,0.001366+0.0019458i,0.00096146+0.0015717i,0.0010427+0.001687i,0.00031114+0.0012647i
-0.00042597-0.00040135i,-3.9778e-05-0.00031069i,-0.00024949-0.00047385i,-0.00033283-0.0012595i,-0.0012614-0.00070291i,-0.0012766+0.00084862i,0.00118+0.0023801i,0.0057341+0.001923i,0.0099071+0.00092543i,0.0099403+0.00050559i,0.0068694-0.0011693i,0.0034923-0.0026985i,0.0013869-0.0033426i,0.0018022-0.0043906i,0.001709-0.0038161i,-0.0016196-0.0024988i,-0.0064855-0.0031756i,-0.0073614-0.0047693i,-0.0039611-0.0043402i,-0.0018027-0.0021582i,-0.0012681-0.0015489i,-0.00050257-0.0018382i,8.098e-05-0.00086521i
0.00014924+0.00013204i,0.00047681-0.00020459i,0.0011523-3.0427e-06i,0.0017673-4.7077e-05i,0.00063709+6.4537e-05i,-0.0020546+0.0021429i,-0.00022068+0.0044203i,0.0049975+0.0048004i,0.0065771+0.0031227i,0.0046161+0.0020073i,0.0027466+6.6749e-05i,0.0024461-0.0023078i,0.0027107-0.0031104i,0.0012756-0.0022228i,-0.00059614-0.00089889i,0.00032669+0.00031193i,0.003538+0.0018738i,0.0054732+0.0026255i,0.0043848+0.0019775i,0.0024781+0.0010228i,0.0011511+0.00053367i,0.00022915+0.00021595i,-0.00032992+0.00049547i
0.00038852-0.0010419i,0.0009924-0.0017428i,0.0011562-0.0032503i,0.00093198-0.0045371i,0.00023769-0.0046871i,-0.00024576-0.0033278i,0.0025683+0.00040939i,0.0048587+0.0030542i,0.0026075+0.0038925i,-0.00068204+0.0037914i,-0.0019137+0.0034488i,-0.00051097+0.0030833i,0.0013344+0.002012i,0.0023373+0.00088629i,0.0024127-0.00060996i,0.00063376-0.0022124i,-0.0025332-0.0030044i,-0.0042211-0.0032905i,-0.0030533-0.0026457i,-0.00098995-0.0025625i,-0.0003985-0.0035796i,-0.0013201-0.0036934i,-0.0017266-0.0020663i
0.0007223-0.00024877i,0.0030508-6.7357e-05i,0.0047631+7.7219e-05i,0.0047667-0.0019986i,0.0017408-0.0037677i,-0.0010315-0.0017853i,-0.00046652+0.00072976i,0.0015535+0.00070902i,0.0001975-0.0018938i,-0.0029545-0.003368i,-0.0042107-0.0011933i,-0.003064+0.0011352i,-0.0018852+0.0021034i,-0.002266+0.0021898i,-0.0028431+0.0018376i,-0.0013804+0.001506i,0.0023643+0.0014022i,0.0043574+0.0022278i,0.0025098+0.0023649i,0.00050672+0.0013219i,0.00051144+0.0010824i,0.00063481+0.0013412i,1.2239e-05+0.001282i
-0.001331+0.00063356i,-0.0021855+0.00069192i,-0.0024609+5.4956e-05i,-0.0011744-0.0035529i,-0.00054199-0.006053i,-0.00030058-0.0039526i,0.00035017-0.0010711i,0.0010229-0.0017778i,0.00080409-0.0048673i,-0.00013259-0.0053337i,-0.0018864-0.0025679i,-0.0031395+0.0006621i,-0.0037037+0.0022411i,-0.0028554+0.0021424i,-0.0010652+0.0013937i,-0.00078464+0.0015406i,-0.0021198+0.00094991i,-0.0029836-0.0006653i,-0.0024813-0.0012994i,-0.0019441-0.0018295i,-0.0010854-0.0024887i,5.7811e-05-0.0019655i,0.00055169-0.00089004i
0.0013502-0.0010211i,0.0013876-0.0012057i,0.0016514-0.0026771i,0.0008396-0.0042863i,-0.0024191-0.0049275i,-0.0043547-0.0029939i,-0.0017077-0.0019699i,0.0031948-0.0052033i,0.0058932-0.0088293i,0.0052566-0.0080997i,0.0028436-0.0054794i,0.00014316-0.0028762i,-0.0017524-0.00062049i,-0.0026889-0.00039515i,-0.0037293+8.406e-05i,-0.003915+0.001131i,-0.0018096+0.00055637i,0.00071979-0.0007282i,0.0010485-0.0011668i,0.0011535-0.00045467i,0.00077371+0.001007i,0.00017335+0.0020393i,0.00018488+0.0022771i
0.00094813+0.0018475i,-0.00071202+0.0015918i,-0.0014305+0.00033633i,-0.0019648-0.0024104i,-0.0029257-0.0034589i,-0.0031937-0.0020593i,-9.3166e-05-0.00036213i,0.0051502-0.0011431i,0.009558-0.002585i,0.0091539-0.0017363i,0.0051531-0.0016084i,0.0020573-0.0029167i,0.00020651-0.0034311i,-0.00042804-0.0025807i,-2.8482e-05-0.00054566i,-0.00047258+0.00079438i,-0.0020573+0.0013158i,-0.0028254+0.001205i,-0.0016409+6.1454e-05i,-0.00074193-0.0019526i,0.00041167-0.0038858i,0.0016466-0.0036394i,0.00096956-0.0024537i
-8.8309e-05+0.00023351i,0.0012621-0.00076813i,0.0026247-0.00076133i,0.0033413-0.00092061i,0.0024628-0.00085002i,0.00080857+0.00083843i,0.0020554+0.0025815i,0.0059775+0.0029916i,0.0079797+0.0020246i,0.0058534+0.00029005i,0.0032369-0.0015592i,0.0025411-0.002941i,0.0015243-0.0032621i,0.00015869-0.0026331i,-0.0012683-0.0015752i,-0.0019404-0.0013558i,-0.00082527-0.0016039i,0.000148-0.0013843i,0.00022964-0.0016047i,9.197e-05-0.00075007i,-0.001009+0.00049281i,-0.0024537+0.00033286i,-0.0024327-0.0001417i
-0.00028549+0.00096669i,0.0015738+0.0009014i,0.0020013-0.00024605i,0.0022878-0.0026646i,0.0021966-0.0029149i,0.0018364+0.00049236i,0.0029297+0.0035641i,0.0041919+0.0048229i,0.0030573+0.0037147i,0.0003963+0.0022972i,-0.00059081+0.0018718i,-0.00057977+0.00077822i,0.0004752-0.00056282i,0.0013657-0.00081572i,0.0017379-0.00013535i,0.0012141+0.00067219i,-2.3799e-05+0.0021416i,-0.0010417+0.0022223i,-0.00089123+0.00029963i,0.00054074-0.00098317i,0.0018354-0.0015849i,0.001294-0.0016561i,-0.00044026-0.0017943i
0.00084077+0.00075018i,0.0011859+0.00065715i,0.0028273-0.00058166i,0.0034463-0.0022342i,0.0016447-0.0030603i,-0.00093197-0.0014788i,-0.00058754+0.0012851i,0.00043286+0.0025264i,-0.00076858-1.5686e-05i,-0.0028432-0.0036567i,-0.0032693-0.003582i,-0.0019065-0.00052443i,-0.0011978+0.0012246i,-0.001668+0.0010698i,-0.0013909+0.00038135i,-0.00087686-0.00067125i,-0.00031275-0.002343i,0.00075823-0.0029509i,0.00029972-0.0019466i,-0.0010355-0.00047239i,-0.0021211+0.0006399i,-0.0020711+0.00073319i,-0.0013782+0.00067641i
-0.0007234-0.00043233i,-0.0017967-0.0019571i,-0.0022743-0.0043558i,-0.0023993-0.0068812i,-0.003278-0.0075417i,-0.0043693-0.0053134i,-0.0023063-0.002179i,0.00039038-0.0027281i,0.0005217-0.005652i,0.00015724-0.0055448i,-4.1114e-05-0.0026695i,-0.0005119+5.8144e-05i,-0.00048452+0.0008406i,-0.00044421+0.0015033i,-0.00017166+0.0021775i,0.00075173+0.0022116i,3.9555e-05+0.0027754i,-0.00063582+0.0033719i,-0.00055223+0.0023874i,0.00028535-0.00055528i,0.0017146-0.0013759i,0.0012263-0.00056039i,0.0002523-0.00018831i
0.003597-0.0017162i,0.0040816-0.001304i,0.0042451-0.0031844i,0.0028115-0.0054026i,-0.0010777-0.0065942i,-0.0035378-0.0038518i,-0.00031254-0.0010979i,0.0036405-0.0031703i,0.0056195-0.0059753i,0.0059579-0.0061834i,0.0034056-0.0052372i,0.0010045-0.0034863i,-0.00012524-0.00097874i,-0.0012147+0.00013137i,-0.0023927+0.00024287i,-0.0022592-0.0002911i,-0.001261-0.0016166i,-0.00029633-0.0031227i,-0.00043418-0.0031035i,-0.0015291-0.001298i,-0.0021181+0.00011407i,-0.0023841+0.00022833i,-0.0016775+0.00099509i
-0.0015757+0.0016875i,-0.0017685+0.0021529i,-0.0016967+0.0020904i,-0.0022187+0.00015102i,-0.0029763-0.0020854i,-0.0014248-0.0021456i,0.0021023-0.00048475i,0.0060147-0.0009399i,0.0081433-0.0020285i,0.0062105-0.00080222i,0.003108-4.3185e-05i,0.0014688-0.0009549i,0.00060674-0.0020313i,-0.00040314-0.0012091i,-0.0012703-2.7677e-05i,-0.0012336+0.0013035i,-0.0006653+0.0023556i,-0.00045416+0.0025749i,-0.00046095+0.0016839i,0.00015759+0.0002869i,0.00079315-8.5073e-06i,0.0010813-0.00017535i,0.00082733-0.00050741i
-0.00062536-0.00055205i,0.00094951-0.00087046i,0.0046392+0.00052922i,0.0073692+0.00065835i,0.0060582-0.00033173i,0.0039616-0.00034719i,0.0045851+0.0015558i,0.0067843+0.0016897i,0.0068934+0.0006413i,0.0038053+0.00047412i,0.0014015-1.6814e-05i,0.00068484-0.0011619i,0.0001383-0.0025869i,-0.0013192-0.0032563i,-0.002365-0.0032553i,-0.0017139-0.0027496i,-0.00038786-0.0022085i,0.00087981-0.0019106i,0.00081816-0.0011579i,-0.00048045-0.00044234i,-0.0012432-0.0002413i,-0.0011028-0.0003702i,-0.0012982-0.00023589i
0.00046904-0.00051041i,0.0002351+0.00041322i,0.00018519-1.4932e-05i,-0.0013774-0.002294i,-0.0040376-0.0024019i,-0.0043011+0.0011685i,-0.00062364+0.0041555i,0.0026832+0.0042071i,0.0018441+0.0018129i,-0.0010106-0.0006704i,-0.0020168-0.001518i,-0.00054718-0.0015456i,0.00021179-0.0019862i,-0.00020244-0.0010793i,-0.00069804+0.00048187i,-0.00092432+0.0014804i,-0.00051905+0.0023017i,-9.0129e-05+0.0027336i,0.000214+0.0026548i,0.001134+0.0021153i,0.001493+0.0010435i,0.0016966+2.5445e-05i,0.0013396-0.00075267i
-0.0010507-0.0016615i,-0.00060091-0.0020989i,-0.00092087-0.00090145i,-0.001047-0.00020043i,-0.0014696-0.0007383i,-0.0013118+0.00018032i,1.5528e-06+0.0013906i,0.0018823-0.00026842i,0.0023156-0.0034122i,0.00055758-0.0046321i,-0.00044851-0.0032168i,7.802e-05-0.00091539i,4.6559e-05-0.00044633i,0.0001083-0.0010116i,-0.00024143-0.0012817i,-0.0005532-0.0020126i,-0.00033712-0.0024998i,-0.00041995-0.0028373i,-0.00051072-0.0027715i,-0.0014585-0.0019642i,-0.0016068-0.0018614i,-0.00099974-0.0013084i,-0.00080421-0.00022212i
0.0011764+0.0011243i,0.0017251+0.00021372i,0.0024391-0.0015681i,0.0017821-0.0029251i,-0.0014717-0.0031672i,-0.0040477-0.0020585i,-0.0023458-0.00026926i,0.0016197-6.6602e-05i,0.0039245-0.0016408i,0.0026619-0.0027008i,0.00033237-0.0021069i,-0.0011044-0.00058037i,-0.0012254+0.00064363i,-0.00013014+0.001603i,0.00016991+0.0023773i,-0.00070429+0.0025518i,-0.0013335+0.0021972i,-0.0011759+0.0021474i,-0.00054025+0.001192i,-0.00014625+0.00051444i,-0.0003331+9.2547e-05i,-0.00028943+7.8712e-05i,-0.0003386+0.00021793i
0.00063469+0.00079387i,0.0022149-0.00081955i,0.0041492-0.0022332i,0.0039142-0.0051231i,0.0025061-0.0067161i,0.0012332-0.0044928i,0.0021135-0.0014204i,0.0048571-0.0013567i,0.0064454-0.0024076i,0.006204-0.001901i,0.0039337-0.00080477i,0.0011105-0.00019693i,3.3332e-05-0.00045651i,-0.00030548-0.00093304i,-0.00028352-0.00025383i,4.9343e-05-0.00025978i,6.7203e-05-0.0016505i,7.5956e-05-0.0033796i,-0.00026954-0.0037839i,-0.0013321-0.0031212i,-0.0014438-0.0022272i,-0.0013176-0.00074577i,-0.0015246+0.00038935i
