-0.0023213-0.0001816i,-0.0019121-0.0023235i,-0.0012736-0.001195i,-0.00031484+0.00087287i,-0.00012766+0.0019605i,0.00046586+0.0012471i,0.00069286+0.00046808i,0.0013146+0.0014126i,0.0021022+0.0021529i,0.0015076+0.0015165i,0.00092436-2.3536e-05i,0.00069527-0.0006827i,-0.00066595-0.00084919i,-0.00077795-0.0011913i,-0.00047336-0.0011256i,-0.00029058-0.00017289i,-2.6062e-06+0.00043621i,-7.5663e-05-0.00019285i,0.00020357-0.0008652i,0.00017127-0.00079029i,0.00018289-0.00030165i,0.00097821-0.00027051i,0.00047933-7.4386e-05i
0.00064946+0.00052187i,-0.00037864+0.0009849i,0.00023532+0.0016559i,0.0015627+0.00030355i,0.0015334-0.0015344i,0.00084579-0.0016571i,0.00050565-0.00057956i,0.00044527+0.00076164i,0.001193+0.00083408i,0.0017814-1.7762e-05i,0.0012339-0.00017866i,0.0007414+0.00031976i,0.00048586+0.00046381i,6.9651e-05-1.1956e-05i,3.8325e-05-0.00018439i,-0.00037826-0.00020891i,-0.00070824+1.2464e-06i,0.00034702+6.4785e-05i,0.00098791+3.6933e-05i,0.00083957+0.00020484i,0.00092882+4.0344e-05i,0.00050334-8.9153e-05i,-0.00026047+2.162e-05i
-0.00066046+0.00085041i,-0.00023289-0.00017131i,0.0018135-0.00051893i,0.0027938-0.0007154i,0.0019821-0.00055245i,0.00083715+0.00016927i,0.00083122+0.0010264i,0.0016962+0.0015748i,0.0023497+0.0011794i,0.001808+0.00104i,0.0011994+0.0011858i,0.00043017+0.00034423i,0.00027014-0.00084169i,0.0009596-0.00048817i,0.00021062+0.00051809i,6.4851e-05+0.00043354i,0.00020791-0.00022499i,-0.00014861-0.00010307i,-0.00013189+0.00046278i,-0.00022655+2.137e-05i,-0.00073965-0.00040444i,-0.00082536-0.0002761i,1.3555e-05-0.00026166i
0.00011261-0.00035687i,-0.0007089-0.00023148i,-0.00064992-0.00048284i,0.00031669-0.0013022i,0.0013352-0.0021876i,0.0011406-0.0011581i,0.00033396+0.00090978i,0.00067431+0.0010977i,0.0012418-2.6883e-05i,0.0016699+0.00017571i,0.0010246-0.00030381i,9.4008e-06-0.00073712i,-0.00043639-0.00088145i,-0.0002257-0.0015732i,0.00028065-0.00080436i,0.00041889-0.00051325i,0.00011518-0.0012756i,9.6165e-06-0.00059419i,0.00030394+0.00097869i,0.00048043+0.00078542i,0.00075293+0.00011475i,0.00052967+4.9265e-05i,-0.00070127-0.00042615i
-0.001988-0.0001916i,-0.0015364+0.000845i,-0.00047041-0.00023128i,0.00056247-0.0010841i,0.00074613-0.0014141i,0.00017346-0.0012886i,0.00018905+2.7919e-05i,0.00098902+0.001349i,0.0014762+0.0010074i,0.0016268-0.00013477i,0.0010768-0.00037678i,6.6638e-05+1.3415e-05i,-0.00035104-7.7536e-05i,-0.00011894-0.00094849i,0.00014181-0.0012869i,-0.00026461-0.00079142i,-0.00019279-0.00056794i,0.00088493-0.00038294i,0.0012487-0.00066283i,0.0007781-0.00056605i,0.00032788+0.00040364i,0.00031416+0.0003426i,0.000495-0.0001546i
0.001236+0.00036008i,0.00077715+0.00063817i,0.001989-0.00035194i,0.0025887-0.0012966i,0.0020965-0.0019517i,0.00096886-0.0012262i,0.00033278+6.6722e-05i,0.00087177+0.0013958i,0.0014939+0.0017658i,0.0010837+0.00075092i,0.00071361-0.00059797i,0.00089109-0.00090831i,0.00087289-0.00065003i,0.00038987-0.00021275i,-2.0378e-05+0.00035486i,0.00015966+0.00024616i,-0.00010498+0.00032661i,-0.00037233+0.00032258i,0.00019007-0.00015602i,0.00035566+5.7857e-05i,-0.00029207-0.00023575i,-0.00080262-0.000853i,-0.00079058-0.00058221i
0.00041959+0.0016488i,0.00049568+0.0026184i,0.0019827+0.002928i,0.0036137+0.0010681i,0.0023079-0.00096288i,-0.00022485-0.0017051i,-0.00026088+4.458e-05i,0.00088002+0.0014951i,0.0013586+0.001306i,0.0014485+0.00056146i,0.00092218+7.8566e-05i,0.00043276+0.00012399i,0.00026671+0.00010961i,-0.00011673+0.0003466i,-0.0005446+0.00031155i,-0.00072594+0.00017554i,-0.00077675-0.00010332i,-0.0007088-0.00043647i,-0.00017188-0.00043409i,-0.00017181+1.4577e-05i,-0.00030481+1.9267e-05i,-0.0001815-0.000182i,-0.00062898-2.9394e-05i
-1.3516e-05+0.00037983i,-0.00047314+0.00074406i,-0.00044001-0.00058706i,-0.00023213-0.0014025i,-0.00037003-0.0021786i,-0.00046304-0.0024389i,0.00036403-0.0013581i,0.0011272+2.3336e-05i,0.0015084+0.00029882i,0.0013024-7.5012e-05i,0.0010495-0.00014302i,0.0006321+0.00034326i,0.00022012-9.358e-05i,0.00048496-0.00075149i,0.00070057-0.00043977i,0.00098992-0.00012219i,0.00088005+0.00034833i,-0.00034399+0.00036683i,-0.00058141-0.00014778i,-0.00023168+3.0205e-05i,-0.00059993+5.1345e-06i,-0.0008024-0.00082288i,-0.00070136-0.00088763i
5.977e-05-6.857e-06i,0.00052002-0.0003273i,0.0017161-0.00050197i,0.0016607-0.00027823i,0.00096453-0.0007591i,0.00014377-0.00082875i,3.4244e-05+0.00035257i,0.00080571+0.0010297i,0.0012601+0.00054161i,0.00098984-4.6747e-05i,0.00032676-0.00039371i,-0.00020556-0.00050508i,0.00075103-0.00079165i,0.0016726-0.00057291i,0.00082791-0.00070393i,0.00021046-0.0017722i,0.00028614-0.0013129i,0.00038656-3.6579e-05i,0.00051648+0.0006073i,0.00038833+0.0005134i,-0.00020529-8.1637e-05i,-0.00056105+0.00012657i,-0.0008713+0.00026951i
0.0001005+0.00022071i,-0.00029131+0.0010256i,-0.00091487+0.00080636i,-0.00092784-0.00048062i,-0.00020369-0.0014247i,-8.8604e-05-0.00054473i,0.00021959+0.0010765i,0.0014897+0.00076642i,0.0020044+1.2778e-06i,0.0016331-0.00058924i,0.0012707-0.0006712i,0.00082802-0.00014036i,0.00066068-2.5503e-05i,-0.00010858-0.00023964i,-0.00087897-0.00078574i,-0.00028391-0.00028309i,0.00011889+0.00014592i,0.00027263-0.00019271i,0.00018098-8.3395e-05i,0.00015437+0.00027818i,1.0391e-05+0.00037452i,-1.5589e-05+5.7231e-05i,0.00038032+0.00018615i
0.0002279-1.2889e-05i,-0.00010491-0.00024497i,0.0010703-0.00024244i,0.0015793-0.0011749i,0.0011398-0.0018035i,0.00035444-0.001601i,-0.00036252+0.00020817i,0.00037626+0.0019427i,0.0014763+0.0012355i,0.0014339-5.1446e-05i,0.00030136-0.00041997i,0.0001065-0.00064626i,0.00055364-0.00034588i,0.00018114+0.00023565i,-0.00043689-0.00025494i,-0.00085489-0.00066458i,-0.0010745-0.0005053i,-0.00041839+0.00042103i,0.00016272+0.00055457i,0.00024444-0.0001785i,-0.00069943-0.00010823i,-0.00037855+0.00020332i,0.00061327+2.1438e-05i
0.0007859-0.00045321i,0.0010359-0.00054289i,0.0013147-0.00060726i,0.0016255-0.001105i,-2.2541e-05-0.0016595i,-0.0011695-0.0012762i,-0.00011445-0.00034895i,0.0013291+0.00040996i,0.0023322+0.00081682i,0.0019614+0.00027808i,0.001316-0.00025945i,0.00061789-0.00070154i,0.00053789-0.00082206i,-0.000268-0.00094886i,-0.0017276-0.00086558i,-0.0014539-0.00019524i,-0.00048428-0.00056222i,0.00020914-0.0012293i,0.000282-0.0011925i,-1.0511e-05-0.00079193i,-0.00065244-0.00041479i,-0.00095007-3.0676e-05i,-0.00031165-3.4571e-05i
-0.0012802-0.00055108i,-0.00073068-0.00058007i,-0.001848+0.00036162i,-0.0020489-7.7657e-05i,-0.00091196-0.001787i,-0.00082189-0.00079034i,-0.0013303+0.0016875i,0.00024149+0.0027429i,0.0020406+0.0018672i,0.0021276+0.0007166i,0.0010857+0.00015561i,0.00068335-0.00032082i,0.0005698-0.00076368i,0.00039495-0.0010872i,-9.9104e-05-0.0010462i,-0.00020699-0.0010424i,-0.00034123-0.00017926i,-0.00046601+0.00030003i,0.00024948-0.00011602i,0.00025032-0.00016268i,0.00034042+0.00065299i,0.0001968+0.00048003i,-0.00062315-0.00045923i
0.0017323+0.00028116i,0.00046475+0.0015716i,0.0019435+0.0010602i,0.0027607+0.00018535i,0.001206-0.00092601i,-0.00095369-0.0014001i,-0.0008078-7.3725e-06i,0.00083407+0.0015324i,0.0020102+0.00038735i,0.0015086-0.0010662i,0.00047075-0.0014526i,0.00020446-0.00096825i,-0.00018846+1.3459e-05i,3.551e-05+3.1121e-07i,0.00053613-0.00012097i,5.1473e-05-3.8975e-05i,-0.00031572-6.8475e-05i,-0.00033489+0.00037071i,-0.00040832+0.00088612i,-0.00039131+0.00096188i,-0.00017617+0.00086745i,1.3462e-05+0.00063472i,-3.2944e-05-0.00020021i
0.00023076-0.00071505i,-0.00041093-0.00025247i,-0.00030965+0.00030869i,0.00069975-0.00060615i,0.00059217-0.002189i,2.2704e-05-0.0019929i,0.00022942-0.00072047i,0.00065131+0.00025071i,0.0011475+0.00056454i,0.0011686+0.00078955i,0.00028946+0.00084594i,0.00016421+0.00022033i,0.00038682-0.00050821i,-0.00014162-0.001072i,-0.00041818-0.00081187i,-0.00057417+0.00054667i,-0.00083532+0.00078981i,-0.00089454-2.633e-05i,-0.00012067-0.00041252i,0.00036471+0.00032897i,3.9157e-05+0.00082867i,-0.00037794+0.00016971i,-0.00031099-0.00042473i
-9.1966e-06-0.00012488i,-0.00037543+0.0002381i,7.9494e-05-0.00013858i,0.0013363-0.00089097i,0.00082814-0.00099988i,-4.657e-06-0.00038944i,0.00040611+0.00087235i,0.0010931+0.0007539i,0.001047+0.00074653i,0.00095012+0.0010745i,0.00059845+0.00044744i,-0.00031823-0.00028706i,-0.00078642-0.00054546i,-0.0005547-0.00066687i,-0.00014757-9.0693e-05i,8.2838e-06+0.00073285i,4.5694e-05+0.001022i,-0.00031665+0.0007853i,-0.0001527-4.7554e-05i,0.00029679-0.00034146i,0.00075103-0.00082949i,0.00079662-0.00068764i,0.0008886-0.00032844i
-0.00076975-0.0001072i,5.1564e-05-0.0001453i,0.001358-0.0013713i,0.0003988-0.001455i,-0.00087975-0.00075678i,-0.0010369-0.0010243i,-0.00028271-0.00066265i,0.00065371+0.00067059i,0.0013326+0.0010805i,0.001033-9.8158e-05i,0.000322-0.00071675i,0.00044522-0.00013718i,0.00063532+8.2388e-05i,0.00030388+0.0001916i,-7.2024e-05+0.0005381i,0.0001202+0.00055619i,-0.00039013+0.00049253i,-0.00096263-0.00035369i,-0.00081583-0.00087857i,-0.00035725-0.00084514i,-8.816e-05-0.00067918i,-0.00068535-0.00049294i,-0.00091664-0.00020269i
-0.00055219+0.00081584i,-0.00075214+0.001342i,0.0012661+0.0019507i,0.0034045+0.001576i,0.0026759+0.00019019i,0.00082316-0.00023766i,0.00072909+0.00073361i,0.00078718+0.0018989i,0.00067019+0.0013516i,0.00079562+0.00043185i,0.00077503+7.2468e-05i,0.00083834+0.00030976i,0.00042385+0.00053817i,-0.00094554-0.00023224i,-0.0018259-0.00084528i,-0.0008123-0.00040744i,0.00032561-0.00010305i,0.00089664+0.00011514i,0.0012498+0.00043133i,0.00042587+0.00066581i,5.7982e-05+6.4873e-05i,0.00020144-0.00079836i,0.00035479-0.00056252i
0.00039498+0.00010245i,-0.0010334-0.0004392i,-0.00079551-0.0018028i,0.00023571-0.0016549i,0.00037517-0.0015707i,-0.00044961-0.00043206i,-0.0013356+0.0004869i,-0.00019396+0.00013962i,0.0019854-0.00023077i,0.0017511-0.00026882i,0.0011242-0.00032685i,0.00073724-0.00018536i,0.00013884-0.00044668i,-0.00046509-0.00062459i,-0.00057408-0.00060323i,0.00014334+8.8556e-05i,0.00045338+0.0013101i,-0.00015547+0.0012665i,-0.00049665-0.00078516i,3.0371e-05-0.0020301i,0.00025447-0.0014129i,0.00028115-9.4703e-05i,-6.3383e-05+0.00057092i
0.00055847+0.00043928i,0.0011088+0.00041122i,0.0024347-0.00013092i,0.0026706-0.00043556i,0.0014493-0.00054101i,0.0002064-0.00034078i,-4.5512e-05+0.00062256i,0.0013165+0.0012418i,0.001937+0.00055229i,0.0013393-0.00044306i,0.00099556-0.00033803i,0.00057992-2.5188e-05i,0.0003381-0.000106i,2.8186e-05-0.00035262i,-0.00014539-0.00016639i,-0.00027907-0.00032103i,-0.00057409-0.00010773i,0.00011253+6.6453e-05i,0.00044273+0.00013969i,9.9351e-05+0.00057796i,0.00045354+0.00019939i,0.00063761-0.00024222i,-0.00045647-0.00063979i
-0.00024783-0.00072555i,-0.00080294-0.00025115i,-0.00099859+0.00040586i,-0.00012872+0.00018118i,0.00040385+5.7634e-06i,-0.00014663+0.00079676i,4.9944e-06+0.0017072i,0.00078187+0.0016857i,0.0012364+0.00012354i,0.0011568-0.00021804i,0.00080082+0.00032645i,0.00073876+0.00049371i,0.00034911+0.00015026i,0.00024732-0.00061466i,-0.00045545-0.0011199i,-0.0010866-0.0014298i,-0.00014467-0.0013254i,0.000259-0.00021212i,-0.00028377+0.00091022i,-0.00023544+0.0013199i,-2.3327e-06+0.0010683i,0.00018558+0.00025423i,0.00048728-0.00039208i
-0.00011471-0.00035388i,0.0001158-0.00048455i,0.000882-0.00044309i,0.0014285-0.00027842i,0.00088796-0.00097648i,0.00067866-0.0011804i,0.00052374+0.00083767i,0.00049881+0.0017366i,0.00085418+0.00057312i,0.00060628-0.00021421i,0.00061112-0.00021388i,0.00089511+0.00028462i,8.1056e-05-0.00023878i,-0.00035663-0.0012163i,-0.00018653-0.0012059i,-0.00016334-0.00075624i,-6.4203e-05-0.00029434i,0.00048857-0.00021879i,0.0005986+0.00011453i,-0.00057868+0.00017019i,-0.00077398-0.00033599i,-0.00030295-0.00094555i,-0.00029949-0.0017205i
-0.00052002-9.362e-05i,-0.00048953+0.00011077i,0.00076699+0.00058617i,0.0018807-8.5945e-06i,0.001702-0.0015292i,0.00036557-0.0010086i,5.3726e-05+0.00087771i,0.0015183+0.0016832i,0.0020458+0.0014704i,0.0013192+0.00016093i,0.00077278-0.00061139i,0.0004162-0.00026112i,-0.00057374+0.00057678i,-0.0013256+0.00067731i,-0.00077-0.00078007i,-8.9928e-05-0.0015272i,-0.00030307-0.0007925i,-0.00021057-0.00015485i,2.9357e-05+0.00017117i,2.3396e-05-9.0363e-05i,0.00027434-0.0010973i,-0.00011691-0.00047171i,-0.00031633+7.9771e-05i
-0.00018139-0.00075486i,-0.00058987-0.0012571i,1.3844e-05-0.0011804i,0.00054417-0.0012455i,0.00035989-0.0017841i,0.00024629-0.0014986i,0.00032929-0.00032525i,0.00046657+0.00081061i,0.0013129+0.0009493i,0.00092422+0.00041698i,-3.7625e-05-0.00010518i,2.751e-05-0.00016126i,-0.00024423+0.00010227i,-0.0011907+6.3421e-06i,-0.0012293+6.4086e-06i,-0.00035408-0.00030297i,7.1255e-05-0.00061317i,0.0001755-0.00032695i,0.00028712-0.00012743i,-0.00011706+6.4022e-05i,-0.00018463+0.00045176i,0.0003163-1.2772e-05i,-0.00010119-0.000449i
-0.0012935-0.0010254i,-5.1235e-05-0.00096543i,-0.0001968+0.00024378i,0.00028257+0.00048758i,0.00091326+0.00063091i,0.00049767+0.00026612i,0.00062684+0.00045711i,0.0014395+0.0017856i,0.0013035+0.0020516i,0.001462+0.0010857i,0.0013006+0.00048988i,0.00030604-3.3603e-05i,0.00047992-0.00066832i,0.00082567-0.00075921i,0.00016761-0.00020315i,-0.00086765+0.00030809i,-0.00028479+0.00082795i,-5.8036e-05+0.0010056i,-0.00054782+0.00076795i,-7.4133e-05-0.00026353i,0.00033489-0.00083743i,0.00029424-1.1413e-05i,6.6734e-05+0.00031292i
0.00093831+0.0016224i,0.00065046+0.0019166i,0.0023394+0.0015976i,0.0029382-0.00021416i,0.0017242-0.001276i,-1.877e-05-0.001101i,-0.00078298+7.9977e-05i,6.5248e-05+0.0011119i,0.0013667+0.0011219i,0.0019294+0.00057343i,0.0016908-0.00028013i,0.00070403-0.0013267i,0.0001438-0.0010047i,7.0399e-05-2.142e-05i,0.00021742+0.00042571i,0.00047357+0.00027165i,0.00072916-0.00029602i,0.00052954-0.0001513i,-0.0001027-7.2411e-06i,-9.3655e-05+0.00041302i,0.00034045+0.00078865i,0.00040762+0.00040133i,-0.00024881-7.89e-05i
3.7394e-05+0.00024122i,-0.0010814+0.00027073i,-0.0019113+0.00057249i,-0.00078241+0.00083486i,5.1891e-05-3.9298e-05i,-0.00060617-0.0014051i,-0.00095048-0.0013094i,0.00028251-0.00032807i,0.0025958-0.00022726i,0.0028889-0.00022496i,0.0012352-0.00023556i,0.00014628-0.00014551i,-3.7727e-05-1.1896e-05i,-1.0064e-05-0.00040183i,0.00029009-0.001424i,0.0003453-0.0012375i,0.00032709-0.00058042i,0.00021828-0.00095391i,-0.00043797-0.00073898i,-0.00076733-0.00035457i,-0.0004139-4.3186e-05i,-0.00050109-8.8333e-05i,-0.00042896-0.000322i
-0.0011533-0.001183i,-0.0009038-0.0019205i,0.0010583-0.0022486i,0.0020724-0.0016635i,0.001573-0.0011198i,8.0982e-05-0.0011975i,-0.00025992+0.00025326i,0.0009422+0.0013709i,0.0020336-3.4404e-05i,0.0016086-0.00079778i,0.00052775-0.00070872i,-0.00046454-0.00068192i,-0.00091713-0.00072101i,-0.00044409-0.00069734i,-0.00020602-0.00057831i,-0.00073004-0.00062675i,-0.00088639-0.00052484i,-0.00036283-5.467e-05i,0.00014398-0.00026954i,0.000403-0.0010302i,8.7913e-05-0.001491i,-0.00035041-0.0012086i,-0.00011538+0.00012889i
0.0020625-0.00014225i,0.0019829+0.001236i,0.0021132+0.00065109i,0.001748-0.00045057i,0.00042595-0.0015596i,-0.00068063-0.0015315i,-0.00012762+0.00033142i,0.0013379+0.0014948i,0.0024077+0.001401i,0.0020361+0.00032595i,0.00097714-0.00066948i,0.0010739-0.00076658i,0.00070078-0.00019923i,-0.00025646+0.00020805i,-0.00014713-4.0732e-05i,-2.6824e-05-9.6368e-05i,-0.0001578-1.7659e-05i,-0.00065323-0.00018699i,-0.00092537-0.00040874i,-0.00029218-7.043e-05i,0.00013423+0.00018841i,0.00066105-0.00036368i,0.00051088-0.00043312i
0.00019014+0.0007672i,-0.0010669+0.00081492i,-0.00048937+0.001132i,0.00062515+0.0012983i,1.8774e-05-0.00039732i,4.037e-05+3.6043e-05i,0.00057379+0.0016089i,0.0010335+0.0017731i,0.0015421+0.0011737i,0.0014886+0.00026824i,0.00092608+0.00016807i,0.00092904-5.5738e-05i,0.0011531-0.00056231i,0.00053799-0.00085528i,9.3872e-05-0.00030181i,2.5949e-05+8.8601e-05i,-0.00036021-0.00020255i,-0.00023509+0.00012347i,0.00025923+0.00040941i,-3.9034e-05-0.0003015i,-2.5676e-05-0.0010784i,0.00079207-0.0012324i,0.00096344-0.0016181i
-0.001065-0.00050624i,-0.0010409-0.00092488i,-0.00019929-0.00056366i,0.0010003-0.00037891i,0.0011363-0.00041181i,4.8167e-05+1.8813e-05i,-9.259e-05+0.00029672i,0.00090669+0.0001797i,0.0013677+0.00061927i,0.0012496+0.00076052i,0.001033+0.00014025i,0.0010687-0.00028952i,0.00078795-8.4216e-05i,0.00052369+0.00016146i,-1.5614e-05+2.009e-05i,-0.0010793-0.00035244i,-0.00052893-0.00038117i,0.00039194+3.5241e-06i,0.00022823-4.8678e-05i,0.0002555-0.0001783i,0.00013985+0.00018706i,-0.00028796+5.5171e-05i,0.00053975-9.6819e-05i
0.0018699+0.00021346i,0.0020125-1.2225e-05i,0.0016544-0.0010186i,0.0017345-0.0016048i,0.0015805-0.0022761i,0.00078189-0.0017137i,0.00024876+0.00032235i,0.00090916+0.0012469i,0.0022628+0.001055i,0.0024254+0.00093914i,0.001786+0.0011156i,0.0012852+0.0007678i,0.00096234+1.4871e-05i,-0.00014155-0.00054974i,-0.00063722-0.0014432i,0.00016406-0.0017166i,0.00041981-0.00087645i,0.00042123+0.00036214i,0.00042398+0.00062803i,0.00032754-0.00013648i,0.00092675-0.00054199i,0.0012969-0.00016312i,0.00060752-0.000432i
-0.00041109+0.001927i,0.00028435+0.0017857i,0.0019274+0.0013408i,0.0019552+0.00030425i,0.0010129-0.00076314i,-0.00026832-0.0010125i,-0.0013927-0.00018241i,-0.00054189+0.0014312i,0.0010454+0.0017788i,0.0015132+0.00040025i,0.00048737-0.00063772i,-0.00040488-0.0010218i,-4.3583e-05-0.0014329i,0.00041737-0.00097542i,7.1368e-05-0.00039012i,-0.00052691-0.00055593i,-0.0008366-6.1835e-05i,-0.00082605-9.115e-05i,-1.0938e-05+0.00020554i,0.00091303+0.00059667i,0.00049655-0.00028626i,-0.00036476-0.00055342i,-0.00037483-0.00016624i
0.00075818-0.00015522i,0.000903-0.0010023i,0.00090396+0.00013625i,0.0016152+0.00062838i,0.0020527+0.00018226i,0.0008144-0.00082149i,-0.00060067-0.00027915i,-5.193e-06+0.00098118i,0.0013323+0.00096923i,0.0017105+0.00042494i,0.001384+0.00044213i,0.0007954+0.00034217i,0.00075277-0.00026648i,0.00094619-0.00041363i,-2.7905e-05-7.3495e-05i,-0.00059497+0.00033168i,4.4365e-05-8.7786e-05i,-0.00041654+9.4002e-05i,-0.00073612+0.00039285i,0.00043153+0.00026587i,0.00030063+0.00022505i,-0.00018092+0.00018442i,-0.00015019+6.1154e-05i
0.00082657+0.00073637i,0.00043076+0.00039746i,0.0010875+0.00016005i,0.001173-0.00035646i,0.00058744-0.0013654i,2.7553e-05-0.0014443i,0.00039153+2.2434e-05i,0.00072487+0.0013327i,0.0012652+0.0015907i,0.0014808+0.00085674i,0.00070663-0.00025321i,0.00049674-0.00049046i,0.00039318-0.00036975i,0.00073474-0.00035919i,0.001295+0.00013757i,0.00064706+0.00064624i,-9.0471e-05+0.00053034i,-0.0002174+0.00042426i,-0.00010601+0.00042438i,-0.00051948+0.00020752i,-0.00097795-0.00059727i,-0.0012535-0.00027519i,-0.0010469+0.00057911i
-6.5872e-06+0.00078269i,-0.0012919-0.00021674i,-0.00050041-0.0012079i,-0.00037664-0.0011044i,-0.0012321-0.001345i,-0.0017144-0.0017576i,-0.0014524-0.00078425i,0.00015918+0.00030372i,0.0017434+0.00020204i,0.0020907+6.6953e-05i,0.0017281-0.00039129i,0.0010153-0.00037547i,0.00070915+0.00029049i,0.00062391+0.00039667i,0.00039316+0.00015399i,0.0001845+0.00045273i,-0.00084987+0.0006645i,-0.0018583+0.00068963i,-0.0011624+0.00082555i,0.00014912+0.00067699i,0.00047389+0.00069951i,-0.0001932+0.00079473i,-0.00035999+0.00026302i
0.0013079+0.0014254i,0.0013464+0.0014821i,0.0020816+0.0012317i,0.0031065+0.00084994i,0.0027992-0.0003273i,0.0009771-0.00043551i,-0.00011845+0.00051149i,0.0012829+0.00071429i,0.0025567+0.00069026i,0.0021773+0.00047086i,0.0010188-0.00051356i,0.00074389-0.00044951i,0.00025121+0.00037143i,-0.00045598+0.00078673i,4.9324e-05+0.00034098i,0.00010329-0.00033072i,-0.00019379-0.0005492i,-0.00013186-0.00033007i,-1.9296e-06-0.0003337i,-0.0002251-0.00015991i,-0.00019234-0.00034836i,-0.00048905-0.00078142i,-0.0003887-0.00078152i
-0.0010023+0.0021256i,-0.0014524+0.0031578i,-0.0011067+0.0032156i,0.00065027+0.0018009i,0.0013429-0.00039073i,0.00033409-0.0010521i,0.00012828+0.00028504i,0.001355+0.0017865i,0.0017326+0.0016035i,0.0016091+0.00048182i,0.0020677-0.00024501i,0.0012506-0.0003339i,-0.00015643-0.00079647i,7.0848e-05-0.00076238i,0.00018586-0.00039941i,-2.6006e-05-0.00027038i,-0.00051944-0.00025861i,-0.00087256-0.00047523i,-0.00056987-0.00036384i,-0.00036017-3.7528e-05i,-0.00050472-0.0003456i,-0.00029787-0.00066317i,-0.00040917-0.00054897i
0.00017391-0.0012809i,-0.00053704-0.0022046i,-0.00060792-0.0023815i,5.2219e-05-0.0020078i,0.00066631-0.0014453i,0.00097015-0.00014679i,0.00046777+0.00058028i,7e-06+0.00088005i,0.000637+0.00061965i,0.001252-5.9566e-05i,0.00083642-0.00079784i,0.00044578-0.00079884i,0.00014564-0.00087082i,-0.00011475-0.001044i,0.00032702-0.00038143i,0.00051553+0.00015584i,0.00075651-0.00024036i,0.00046443-0.0004755i,0.00025742-7.8274e-05i,5.3521e-05+0.00035798i,-0.0002557+4.4337e-05i,-0.00044606-1.5196e-05i,0.00018482+0.00039271i
-0.00093511+8.7501e-05i,0.00024981+5.5691e-05i,0.00055603+0.0016459i,0.00064516+0.0029787i,0.00059501+0.0020786i,3.261e-07+0.00020553i,8.9326e-05+0.00052918i,0.0014041+0.0018565i,0.0020407+0.0020046i,0.0015788+0.0011886i,0.00091476+0.00075666i,-6.3232e-05+0.0003457i,-0.00016225-0.00026676i,0.00011415-0.00071316i,-0.00031339-0.0009178i,-0.00038701-0.00057935i,0.00030456-0.0003298i,0.001044+0.00021814i,0.0015218+0.00031758i,0.00094227-0.00051522i,0.00041915-0.00012637i,0.00046826-0.00018747i,7.489e-05-0.00013464i
-0.0018659+0.00088579i,-0.001711+0.00077121i,-0.00093964+0.00053112i,0.00066279+0.00044312i,0.0017014-0.00084385i,0.0011582-0.00060808i,0.0002039+0.0017521i,0.00078585+0.0021748i,0.00082027+0.0011629i,0.00074637+0.00058336i,0.0004119+0.000431i,-0.00048655+0.00029193i,-0.0011894+0.00027627i,-0.00091172-0.00053885i,-0.00062919-0.00053633i,-0.00051377-0.0003035i,0.00035888-0.00038732i,0.00022374-0.00019031i,0.00016927-0.00020228i,0.00043626-7.0285e-05i,-0.00018928-0.00016475i,-0.00028471-0.00039903i,-0.00045327-0.00075817i
-0.0013427-0.00085234i,0.00039331+0.00025781i,0.0011524+3.6322e-05i,0.00025137-0.000849i,-0.00036934-0.00059238i,0.00021284+0.00039513i,6.9496e-05+0.00026487i,0.00088849+0.00034008i,0.0018738+0.00088453i,0.0016484+5.1385e-06i,0.00058299-0.00073643i,-0.00038736-0.0003449i,-0.00067337+0.00020742i,-0.00053883-0.00026157i,-0.0013242-0.0009165i,-0.0016107-0.00063122i,-0.00093055-0.00042445i,-9.7255e-05-0.00063881i,0.00066105-0.00048038i,0.00011218-7.2571e-05i,-0.00054666+0.00053008i,-0.00022933+0.00046673i,0.00011944+0.00011473i
0.00077895-0.00018415i,0.00074259+0.00037732i,0.00027466-3.6121e-06i,7.7312e-05-6.2288e-05i,-0.00049886+0.00032089i,-0.00069455-0.00052364i,0.00018183-0.00090289i,0.0012018+0.00071664i,0.0016556+0.0017995i,0.0016495+0.00067715i,0.0012053+0.00021607i,0.0008806+0.0007874i,0.00056962+0.00070033i,0.00029292+0.00041468i,0.00023352-0.00036023i,0.00026186-0.00064062i,0.00025059-0.00029072i,0.00017314+0.00045086i,6.4715e-05+0.00025392i,0.00036939-0.00044075i,0.0004625-5.4966e-05i,-0.00060382+0.0011025i,-0.0008942-5.9909e-05i
-0.00030353+2.58e-05i,0.00011004-0.00064617i,0.00043753+0.0006218i,0.001851+0.0015753i,0.00236+0.00037823i,0.0016319-0.00056629i,0.00069482+0.00051607i,-4.523e-05+0.0012748i,0.0004991+0.00091324i,0.0010321+9.4395e-05i,0.0013617+0.00015185i,0.00094786+6.9466e-05i,4.341e-05-0.00079473i,-0.00056567-0.0015469i,-0.00081542-0.0011452i,-0.00063579-0.00056958i,-0.00057066-0.0012396i,-0.00039485-0.0011584i,7.7288e-05+0.00017953i,-6.9851e-06+0.00033407i,-0.00029461-0.00028498i,-2.3378e-06-0.00019608i,-0.000107+0.0001498i
