-0.0028514-0.0012952i,-0.0016985-0.0020478i,-0.0019276-0.00031754i,-0.002207+0.0012293i,-0.00097492+0.0018395i,0.00057942+0.0010333i,0.00057836+0.00017502i,-0.00027334+0.00012973i,-0.00017188+2.8682e-05i,0.001051-0.00010033i,0.0017204-0.00017755i,0.0014514-0.00017668i,0.00083093+0.00062802i,0.00039422+0.00054549i,0.00092299-0.00068088i,0.0011928-0.0008569i,0.00034436+6.4533e-05i,0.00058727+0.00052227i,0.00062532-0.00046344i,-0.000312-0.00066016i,-0.00098841+8.1354e-05i,-0.00082222+0.00026351i,0.00028454+1.0478e-05i
-0.00048281-0.00044391i,0.00059193-0.00053184i,0.0015994-0.0012359i,0.00078236-0.0017606i,-0.0016215-0.0019221i,-0.0029082-0.0012457i,-0.0025422-0.00059886i,-0.0011785-0.0008111i,-0.00043296-0.00047053i,-0.00020318-0.00015277i,-8.176e-06+6.8733e-05i,3.1733e-05+2.2874e-05i,-2.4745e-05-0.00028174i,-0.00059312+0.00055122i,-0.00084725+0.00064834i,-0.00052402+0.00014787i,-5.7856e-05-6.3053e-05i,0.00011245-0.00043668i,0.00032267-0.0002658i,0.00012288+0.00037721i,-0.00028039-0.00019328i,-0.0005095-0.00042317i,-0.00063532-2.0829e-05i
-0.0022785+0.00081248i,-0.002824+0.002024i,-0.0038095+0.0022177i,-0.0026161+0.0010625i,-0.0012442-0.00048855i,-0.00054173-0.0025552i,-0.00024733-0.0032071i,-0.00076301-0.0015292i,-0.00077662-4.7714e-05i,-0.00031569+0.00065734i,0.00012684+0.00038158i,0.00054931+0.00016142i,9.7252e-05-0.00056499i,0.00047307-0.00097022i,0.0014106-0.0004953i,0.0015697-7.1947e-05i,0.00086343+0.00026726i,-0.00047468-0.00011144i,-0.00093806-0.0011555i,-0.00056045-0.001036i,-0.00043889-0.00048274i,-0.00039521-0.0004154i,7.3682e-05-8.4105e-05i
-0.0012976+0.00092351i,-0.00011726+0.0016327i,0.00097294+0.001331i,0.00026548+0.00089341i,-0.00070056+0.00020615i,-0.00019708-0.00035037i,0.0001102-0.00048821i,-0.00061846-0.00017425i,-0.00064658-2.5374e-05i,-0.00063359-4.6845e-05i,-0.00062571+0.00013606i,5.4996e-05+4.2659e-05i,0.00063827-0.00030615i,0.00081742-0.00068936i,0.00019159-0.00044924i,0.00011894+0.00050623i,0.00045407+0.00074085i,0.00010188+0.00013931i,2.122e-05+0.00028377i,-0.00012886+0.00014842i,-0.00083449+0.00024044i,-0.00096249+0.00099207i,-0.00071789+0.0008564i
0.0016452-0.00022004i,0.00083482-6.9815e-05i,0.0015679-0.00084397i,0.0012564-0.0021534i,-0.00063741-0.0025288i,-0.0019169-0.0017048i,-0.001233-0.00039084i,-0.00047277+0.00027273i,0.00021623-0.00068057i,0.00031255-0.00026473i,-0.00025474+0.00086562i,-0.0012256+0.001099i,-0.001265-0.00011145i,-0.00059-0.00056628i,0.00025097-0.00031539i,0.0012147-0.00013862i,0.00089026+0.00027099i,5.0459e-05+0.00045248i,0.00023984+0.00068915i,0.00029173+0.00052557i,0.00024499-0.00011964i,-2.2417e-05-0.00037504i,-9.7506e-05-0.00022314i
0.00028073+0.0020446i,-0.00073228+0.0015576i,-0.0010708+0.0011078i,-0.00052688+0.0012724i,-8.4593e-05+0.00061385i,-0.00051267-0.00028269i,-0.0008876-0.00039512i,-0.00072903+0.00063286i,-0.00013144+0.00075647i,0.0001479-0.00029028i,8.4195e-05+2.0448e-05i,-5.5987e-05+0.00048739i,-6.7559e-05+0.0001061i,0.00011162+0.00056622i,0.00028999+0.0010993i,0.00058465+0.0008946i,0.00050351+0.00011986i,0.00047773+0.00017796i,0.00030482+0.001006i,-0.00010597+0.0010228i,-0.00030599+0.00057821i,0.00042008+0.00023164i,0.00048+6.7004e-06i
-0.0012981+0.0011672i,-0.0013286+0.0013885i,-0.0012096+0.00013295i,-0.00071384-0.00088017i,-0.00062873-0.0017474i,-0.00034703-0.0017518i,-0.00036862-0.0010917i,-0.00095059-0.0011986i,-0.00066012-0.0011668i,0.00039158-0.0004198i,0.00061054+0.00050585i,0.00051339+0.00016247i,0.0003769-2.1059e-05i,-1.9239e-05+0.00076183i,7.899e-05+0.00096606i,0.00025844+0.00065546i,-0.00011397-1.5577e-05i,-7.7929e-06-0.00043259i,0.00073508-0.00021677i,0.00042616+0.00025003i,-0.00043733+0.00040895i,-0.00028369+6.0624e-05i,0.00016652+0.00020004i
0.0018879-0.0024018i,0.0017785-0.0023473i,0.00063898-0.0020338i,-0.00046085-0.0011868i,-0.0018281-0.00089979i,-0.0025721-0.0014952i,-0.002202-0.00065931i,-0.0015729+0.00046793i,-0.00064187+3.1813e-05i,-0.000513-0.00045354i,-0.0006764+5.7147e-05i,-0.00025297+0.00081621i,0.00024591+0.0011086i,0.00044077+0.0015347i,-8.9631e-06+0.0017105i,-0.00050068+0.0011301i,-0.00098192+0.0004837i,-0.0010772-0.00024851i,-0.00026901+5.4315e-05i,0.00029128+0.00043531i,-0.00055717+0.0002241i,-0.0013314-0.00066143i,-0.00087801-0.000107i
-0.0015466+0.0010603i,-0.00086639+0.00072835i,0.00047903+0.00051974i,0.00080685+0.0003805i,-0.00025988+0.00053737i,-0.0013658-0.00013591i,-0.0017496-0.00045462i,-0.0010502+0.00011709i,0.00038717+0.00061826i,0.00012546+0.00031907i,-0.0006283-0.00026701i,-0.00058917-0.00025256i,-1.9274e-05+0.00022072i,0.00063905+0.00055694i,0.00038611+0.00052998i,-0.00028864+0.00024877i,-0.00038468-0.00022885i,-0.00019846-0.00035031i,-0.00020409-0.0004676i,-0.00053598-0.00092598i,-0.00033876-0.0012736i,1.0612e-05-0.00076168i,-0.00010934-0.00016678i
-0.0011071-0.00063302i,-0.0014778+0.00032324i,-0.001177+0.00022883i,-0.00065542-4.332e-05i,-0.0006659+0.00066864i,-0.0005563+0.00073586i,-0.00035934-0.0001022i,-0.00067139-0.00064164i,-0.00038457-0.00034884i,-0.00036909+0.00034273i,-0.00034544+0.001234i,0.0005787+0.0011078i,0.00070366+0.00044134i,0.00075616+0.00072654i,0.00091061+0.0012725i,0.00056708+0.0005485i,9.9134e-05+0.00027693i,-0.00069323+0.0010013i,-0.00088513+0.00074665i,-0.0001014-9.703e-05i,0.00023456-0.00056017i,9.3861e-05-0.00064169i,0.0001921-0.00023162i
0.00021257+0.00045801i,0.00065217-0.0011865i,0.00023362-0.0020947i,-0.00050206-0.0018018i,-0.0019926-0.0020532i,-0.0038013-0.0017742i,-0.0031102-0.00071796i,-0.0010723+0.00025812i,0.00010214-0.00062516i,-0.00010408-0.00052686i,-0.00065629+0.00099686i,-0.00083807+0.0014985i,-0.00047395+0.0015142i,0.00021208+0.0011724i,0.00065854+0.00030357i,0.00042779-7.9822e-05i,-0.00011224-0.00040635i,-7.183e-05-0.00043946i,0.00047086-0.000191i,0.00103-0.0010042i,0.00090769-0.00085316i,-5.4542e-05+0.00042473i,-0.0006537+0.00036774i
-0.0011625+0.00017981i,-0.0013686+0.0012636i,-0.0013217+0.0015889i,-0.00063965+0.0010797i,-0.00080177+0.0011991i,-0.00095303+8.9408e-05i,-0.001378-0.00092069i,-0.001342-0.00046213i,-0.00066457+0.00036013i,-0.00031889+0.00051506i,-7.0693e-05-0.00050638i,0.00061293-0.00072661i,0.00084743+0.0002725i,0.0010456+0.00080003i,0.0018403+0.00078577i,0.0014323+0.00078826i,0.00010856+0.00011894i,-0.00015488-0.00028276i,0.00056185-0.00029585i,0.0010907-0.00047509i,0.00088338-0.00010133i,0.00068652+0.00031791i,0.00029067+0.00058492i
0.0025607-0.0025554i,0.00061369-0.0044751i,-0.00083233-0.0057205i,-0.001225-0.0039159i,-0.0023409-0.0024699i,-0.0024033-0.0015211i,-0.0017097-0.00020044i,-0.00052762+2.4423e-05i,-7.4808e-05-0.00069756i,-0.00057196-0.001249i,-0.00025765-0.00088859i,8.3665e-05+0.00010443i,0.00028923+0.00073222i,9.932e-05+0.0022346i,-0.00034202+0.0036548i,-0.00036879+0.0028297i,7.8214e-05+0.00026196i,0.00041733-5.3821e-05i,0.00028392+0.00089875i,0.00026669+0.00016048i,0.00042009-0.00099044i,0.00025659-0.00082427i,-0.00079618+0.00024403i
0.0019301-0.0048727i,-0.00098262-0.0056112i,-0.0045336-0.0070948i,-0.0058789-0.0055194i,-0.0058698-0.0023035i,-0.0051765+0.0013549i,-0.0023067+0.0017519i,-0.00016106+0.0005528i,3.443e-06-0.00034701i,-0.0013019-0.00015258i,-0.0022255+3.3889e-05i,-0.001821+0.00089493i,-0.00050535+0.002731i,0.00045947+0.004075i,0.00034961+0.004017i,4.0855e-05+0.0025088i,9.4742e-05+0.00068875i,0.00059306-0.00074005i,0.0012224-0.0012497i,0.0014155-0.0007634i,0.00077066-0.00057089i,0.00066797-0.00038126i,-6.3712e-06+0.00051738i
-0.0026039+0.0039608i,-0.00017771+0.0044163i,0.002718+0.0050322i,0.0036395+0.0034046i,0.0038518+0.0003245i,0.0014491-0.0024617i,-0.001344-0.0028263i,-0.0016778-0.0012422i,-0.00036978+0.00037601i,0.0010302+6.0198e-06i,0.0009648-0.00076526i,0.00038967-0.0012338i,-0.00032937-0.0013625i,-0.00029472-0.0019935i,0.00011585-0.00208i,9.4844e-06-0.00097412i,-8.9758e-05-0.0001219i,-0.00048763-0.00010515i,-0.00081593-0.00030474i,-0.00041001-1.123e-05i,-0.00035184+0.00077326i,-0.00027981+0.00060464i,6.9729e-05-0.00027622i
-0.0025641+0.00098702i,-0.0017659+0.00090298i,-0.0013097+0.00090525i,-0.00050611+0.00060766i,0.00042942-3.0643e-05i,0.00093908-0.0010894i,-6.8201e-05-0.0012062i,-0.0010468-0.00043487i,-0.0010425+0.00099948i,-0.00067599+0.001206i,-0.00025889-0.00019156i,9.2184e-06-0.0011004i,0.00057549-0.0012081i,0.00043856-0.0016126i,-6.0052e-05-0.0021803i,-0.00045103-0.0013728i,-0.00030925+0.00014719i,-0.00045014+6.7774e-05i,-0.00068724-0.00060444i,-0.00027136-3.7152e-05i,-0.00021312+0.00033123i,-9.796e-05+0.00043008i,-0.00010652+0.00067813i
-0.0005959+0.0015284i,-0.00032445+0.0021229i,9.6837e-05+0.0017671i,-4.3509e-05+0.00067747i,-0.00016673+0.00011967i,-0.00045821+0.0002115i,-0.0010927+0.00017935i,-0.00088076+8.3683e-05i,-0.000617+0.00056764i,-0.00056938+0.00093124i,-0.00014244+0.00049605i,-0.00017549+0.00071123i,-0.00040304+0.0010942i,6.2733e-05+0.00093786i,0.00040426+0.00051972i,0.00039456-0.00036253i,-0.00051688-0.00059989i,-0.00079501-0.00071775i,0.00015485-0.0011114i,0.00073343-0.0010116i,0.00056124-0.00045649i,0.00024388-0.00024459i,0.00039324-0.0004505i
-0.0018198+0.00069862i,-0.00082877+0.0010239i,2.2322e-05+0.001765i,0.00025899+0.00070183i,0.0012208-0.00032732i,0.0011477-0.00053386i,0.00060463-0.0006578i,0.00014099-0.00075805i,9.9469e-05-2.4365e-05i,0.00043599+0.00023927i,0.00068462-0.00033948i,0.00030326-0.0004353i,-0.00026552-0.00065084i,2.9867e-05-0.0010299i,0.00061927-0.00060912i,-3.4692e-06+3.2848e-05i,-0.0004152-2.231e-05i,6.7773e-05-0.00021558i,-2.9637e-05-0.00030653i,-9.2835e-05-0.00033982i,0.00013932+0.00029769i,0.00026838+0.0011342i,0.00046007+0.00035293i
-0.00011542+0.0013316i,0.00057244+0.0011722i,0.00094274+0.0010482i,0.0012661+0.00060145i,0.0013843-0.00080116i,0.00030075-0.0032566i,-0.0011875-0.00356i,-0.0013331-0.0012729i,-0.00083035+0.00030665i,6.5217e-05+0.00064197i,0.00043481+0.00032271i,-0.00034782+0.00043515i,-0.00050502+0.00038371i,0.00019641-0.00013155i,0.00025669-0.00034735i,0.00047452-0.00023071i,0.00097516+0.00033228i,0.00062079+0.00066857i,0.00013113+0.00024219i,-0.00015879+1.9957e-05i,-0.00028653+0.00043878i,-7.5158e-05+0.00098218i,0.00015476+0.00045164i
-0.0021444+0.0032931i,-0.0016836+0.0034385i,-0.00057021+0.002625i,-0.0001651+0.0016672i,-0.00027181+0.00033656i,-0.00054797-4.6937e-05i,-0.0015764+0.00029783i,-0.0014346+0.0010707i,-0.0010023+0.0017146i,-0.0012214+0.00056672i,-0.00017559+4.7397e-05i,0.0014048+0.00017521i,0.0012689-0.00045483i,1.8067e-06-0.00049427i,9.3858e-05-0.00033233i,0.00069501-0.00037169i,0.0012011-0.00017512i,0.00083319-0.00038792i,-0.00054389-0.0009983i,-0.00089151-0.0004522i,-0.00044897+0.0008763i,-0.00050573+0.0011589i,-0.00057897+0.00061698i
-0.00018216+0.0012041i,0.0017992+0.0020708i,0.0025988+0.0036359i,0.0019737+0.0022589i,0.00090811+0.00054204i,0.00062187-0.00014825i,0.00037487-0.00070527i,-0.00018961-0.00055906i,-0.00014454-0.00042907i,9.5784e-05-0.00065921i,0.00073794-0.00073378i,0.0015501-0.00070456i,0.001621-0.00043125i,0.00070833+0.00025991i,0.0003626+0.0004455i,-9.7022e-05+0.00030713i,-0.00041288-0.00015349i,9.7495e-05+1.6791e-05i,0.00045797+2.9582e-05i,8.5833e-05-0.00026187i,1.1783e-05+0.00028087i,0.00036593+0.00027842i,6.8732e-05-0.00038037i
-0.00024843-0.00091675i,-0.0026894-0.00035926i,-0.0032959+0.00063928i,-0.002011+0.0004846i,-0.00073202-0.00039637i,0.00035068-0.0016072i,0.00095633-0.0019869i,0.00080095-0.0011188i,0.00053346-0.00037647i,0.00030246+0.00012092i,0.00015704+0.00050033i,0.0009275+0.00071512i,0.001231+0.00085273i,0.00075146+0.0018636i,-0.00012946+0.0023337i,-0.00018326+0.0013063i,0.00093148-0.00032789i,0.0010282-0.00073408i,0.0002829+8.1151e-06i,-0.00039131+0.00027587i,-0.00015419+0.00047021i,0.00055258+0.00021736i,0.00065217+0.00034913i
-0.0018922+0.00069436i,-0.0021438+0.0010419i,-0.0013809+0.00092989i,-0.00061463+0.00053667i,-0.00036153+0.00024696i,-0.00056379-0.0006304i,-0.00067508-0.00058163i,-0.00049399-0.00034385i,0.00038381+0.0003592i,-0.00011261+0.0010495i,-0.00082507+0.00029659i,-0.0001936-0.00040073i,0.00058281-0.00019785i,0.00057966-5.6684e-05i,0.00019143-0.00010651i,0.00033171+0.00062227i,0.00025228+0.00053672i,-0.00010584-0.00093755i,0.00027975-0.00090067i,-7.8981e-05-0.00035797i,-0.00074821-5.2088e-05i,-0.00022713+0.00058438i,-0.00047581+0.00054479i
0.0010884-0.00023567i,0.0010156+0.00018862i,0.0013906-0.00021313i,0.0017782-0.0011606i,0.0012034-0.00093084i,-0.00016092-5.8037e-05i,-0.00089543-0.00022233i,-0.00053778+0.00021338i,-5.7793e-05+0.00030435i,-0.00029069+6.3674e-05i,-0.00019864+0.00043357i,0.00051335+0.00060982i,0.00030909+0.00046308i,9.651e-06-0.00021143i,-0.00018484-0.00032802i,-0.00048197-0.00029026i,-0.00055094-0.0007132i,-0.00025469-0.0011112i,-0.00021532-0.00099473i,4.8354e-05-0.00071856i,0.00013096+0.00012763i,-0.00050264+0.00083178i,-0.00074321+0.00030171i
-0.0009924-0.00023543i,-0.0013958+0.00090413i,-0.0013905-0.0001644i,-0.0010616-0.0014067i,-0.0010831-0.00080452i,-0.0012839-0.00074891i,-0.00099478-0.00090897i,-0.00056933-0.00024525i,-0.00062757+1.159e-06i,-0.00038798-0.0003402i,-0.00047583-8.0232e-05i,-0.00052557+3.3116e-05i,-9.1612e-05+0.00053455i,0.0003657+0.00094494i,0.00050297+0.0010716i,0.00010786+0.00076862i,0.00032298+0.00074394i,0.00033525+0.00099769i,0.00010873+0.00074589i,-0.00024699+0.00017649i,-0.00054567+0.00055481i,-0.00060606+0.0004977i,-0.00014206-0.00017347i
-0.0012074+0.0017957i,-0.00022027+0.003131i,0.00057969+0.0041408i,0.001398+0.0027188i,0.0012685+0.00029675i,0.00062481-0.0016427i,-0.00054587-0.0016435i,-0.001057-0.00030259i,0.00031983+0.00085799i,0.0010397+0.00044673i,0.00016939-0.00014946i,-0.00010108-6.3784e-05i,0.00059416+8.7821e-05i,0.00038672-0.00013217i,0.00016794-0.00046865i,-3.5965e-05-0.00073973i,4.7758e-05-0.0004771i,0.00042484-0.00014878i,0.00026555-0.00019447i,-2.2067e-05+0.00027383i,-2.3634e-05+0.00051593i,0.00018014-0.00015281i,0.00095146-0.00048138i
-0.00018324+0.0011789i,0.00069039-7.6547e-05i,0.00037351-0.0010463i,-0.00043039-0.0006278i,0.0001854+0.00014702i,0.00022824-0.0006096i,-0.0010458-0.0012292i,-0.00091342-0.00057962i,-0.00098219+0.00029135i,-0.0011119+0.00054883i,-0.00033259+0.00023303i,-0.00040733+0.00042341i,-0.0012294+0.00098663i,-0.00047222+0.00089994i,0.00058662+0.00050713i,0.00076229+0.00077313i,0.00038602+0.00033302i,0.00029874-0.00021305i,0.00052456+0.00014815i,0.00071687-0.00041662i,0.00067005-0.0004174i,0.0002748+0.00020652i,-6.3656e-05+1.1205e-05i
4.9341e-05-0.00017058i,0.00047742-3.7108e-05i,0.0008954+0.00038462i,0.00065366+0.00051629i,-0.00049175-0.00056382i,-0.0010167-0.0017779i,-0.0012254-0.001177i,-0.00068132+6.8752e-06i,0.00059432+0.00046593i,0.00031438-8.3126e-05i,-0.00068274-0.00096338i,-0.00010511-0.0005552i,0.00031386+0.0011023i,-6.0256e-05+0.0019771i,-0.00018151+0.00092332i,-0.00043137+0.00043233i,-0.00060389+0.00052797i,-0.00055831-4.589e-05i,-0.00017848-0.00026158i,0.00042079-0.00015465i,0.00036348-0.00015i,0.00067716+6.0073e-05i,0.00075184-0.00023999i
-0.0022356+0.0017589i,-0.0015209+0.002128i,-0.0004739+0.002652i,0.00080516+0.0017358i,0.001124+0.00051899i,0.00085046-0.0004569i,0.00040652-0.0010102i,-0.00067177-0.00096233i,-0.0010108-0.00041054i,-0.00078989+0.00040511i,-0.00034888+0.00093049i,0.00054186+0.0010909i,0.00041473+0.00049951i,0.00028086-0.00013406i,0.00082597+5.7697e-06i,0.00059707-0.00012603i,-0.00032578+0.00012506i,-0.00012242+0.00017999i,0.00023456-0.00012707i,-0.00054388-0.00055019i,-0.00099088-0.0005664i,-0.0007353+0.00040739i,6.8473e-05+0.00068486i
-0.0014434-0.00066018i,-0.0011283+0.0006835i,-0.0007204+0.00083068i,-0.00051241+0.00050424i,-0.00069182+0.00028442i,-0.0010874-0.0013451i,-0.0012855-0.0019562i,-0.001236-0.00033148i,-0.0011028-0.00036499i,-0.00083889-0.0011911i,-0.00048186-0.0010397i,5.9377e-05-0.00020556i,-4.3924e-05+1.5162e-05i,-0.00055536-8.6435e-05i,-0.00056519-6.7364e-05i,8.2464e-05-0.00031591i,0.00051891-0.00051931i,0.00012194+5.4647e-05i,-0.00034887-0.00040451i,-0.00020482-0.0012846i,-9.8072e-05-0.00068424i,-0.00012466-0.00018546i,0.00013619-0.00017628i
-0.0011938+0.00040449i,-0.0021366+0.001158i,-0.0030317+0.00087628i,-0.0021986+0.00052035i,-0.00025206+0.00076142i,-0.00028113+0.00040358i,-0.0015531+0.00029232i,-0.0015464-0.00020975i,-0.00099299-0.00050958i,-0.0011682-0.00020672i,-0.0014374-0.00028846i,-0.00099765-0.00010523i,0.00030007+0.00015807i,0.0013733+0.00023051i,0.0012176+6.8074e-05i,0.00059477-0.00055494i,0.00057915-0.00010922i,0.00092272+0.0001868i,0.00062146-0.00025017i,0.00010662-8.4048e-05i,-0.0005844+5.7014e-06i,-0.00060307-0.00023766i,-8.1749e-05-0.00016195i
0.0002912+0.00098057i,-0.00019023+0.0003813i,-0.00021337+8.7849e-05i,-0.00010931+8.8261e-05i,8.8519e-05+2.795e-05i,-0.00012443-0.00039988i,-0.00048423-0.0012094i,0.00027232-0.00096991i,0.00090428-8.6809e-05i,0.00057736+0.00023774i,0.00069861+0.00028549i,0.001124+0.00070101i,0.0010297+0.00066359i,0.00096166+0.00045079i,0.00059266+0.00034319i,0.0003068+0.00050865i,0.00012215+0.00087103i,0.00020404+0.00077879i,0.00025799+0.00038169i,-7.642e-05+0.00016506i,-0.00048698-0.00023704i,-0.00094233-0.00089538i,-0.001161-0.00081543i
0.00078038+0.00065528i,0.00047546+0.0011775i,0.00046908-4.9519e-06i,0.00082225-0.0011708i,0.00039845-0.0016777i,-0.00036754-0.0012889i,-0.00094459-0.00010419i,-0.0003307+0.00028007i,0.00026639+0.00019266i,-0.00016169-3.1308e-05i,-5.5088e-05-0.00056761i,-0.00051392-0.0012066i,-0.0013281-0.0013759i,-0.00171-0.00043397i,-0.0015562+0.00056495i,-0.0006109+0.00061108i,-0.00016374+0.00023418i,-0.0005995-0.00037696i,-0.00041603-0.00037197i,7.4258e-05+4.6411e-05i,0.00036034+0.00035077i,0.00066858+0.00033296i,0.0010033+0.00027306i
-0.00036257-0.0008045i,-0.0008917-0.00085582i,-0.00039828-0.00070471i,0.00012403-0.00061436i,-0.00093969-0.0014111i,-0.0019337-0.0021175i,-0.0015335-0.0013998i,-0.0010196-0.00020631i,-0.00067882+0.00046581i,-0.00025351+0.00039695i,0.00022001+0.00020663i,-6.0902e-05+0.00028138i,-0.00042329+0.00040022i,-0.00082553+0.00024992i,-0.00055829+0.00016412i,0.00069611+0.00067332i,0.001059+0.00077974i,0.00033021+0.00063178i,-0.00046273+0.00021276i,-0.00052398+6.4965e-05i,-3.0397e-05-0.00015314i,0.00037863-0.00044102i,0.00020975-0.00021041i
-0.0028189+0.0028293i,-0.0010819+0.0033564i,-0.000357+0.0039087i,-0.00017579+0.0030964i,0.0010313+0.0010548i,0.0015807-0.0014291i,0.0008075-0.002009i,-0.00073516-0.00048049i,-0.0005129+0.0011942i,0.00056597+0.001507i,0.00072877+0.00058792i,0.00057692-0.00034961i,0.0004691-0.00054028i,0.00040319-3.4647e-05i,0.00081532+0.00045661i,0.00083615+0.00059096i,-7.9667e-05-6.5404e-05i,1.5368e-05-0.0008475i,-0.00013323-0.00073486i,-0.00091251-0.00086271i,-0.00026719-0.00050194i,0.00023066+2.5306e-05i,0.00016207-3.0645e-05i
-0.00035712-0.0018345i,-0.00071968-0.0024894i,-0.00071153-0.0023101i,-0.0010964-0.0019887i,-0.0013861-0.001857i,-0.00096421-0.0017763i,-0.0005213-0.0011498i,-0.00099595-0.00041018i,-0.0011865-0.00072388i,-0.00070682-0.00058146i,-9.1028e-05+0.0001813i,0.00031721-1.7031e-05i,0.00077316-0.00048194i,0.00084096-0.00029811i,9.7779e-05-8.0433e-05i,-0.00047034-0.00014675i,0.00011631-0.00026044i,-0.00021199-0.00031167i,-0.0010795-0.00044328i,-0.00059961-0.0006312i,2.4591e-05+0.00023258i,1.2455e-05-6.4442e-05i,-0.00013301-0.0012287i
-6.6008e-05+0.001218i,-9.7522e-05+0.0032004i,-0.00037931+0.0032121i,-0.00017285+0.0018912i,-0.0010911+0.00068527i,-0.0022972+0.00016948i,-0.0015228+9.8943e-05i,0.00069546-0.00023601i,0.001315-0.00016513i,0.00043643+0.00043045i,-0.00015453+0.00036021i,-0.00081757-0.0002515i,-0.00097754-0.00029068i,-0.00046779+0.00075735i,0.0001433+0.0010325i,0.00067362+0.00025211i,0.0005066-0.00026885i,-1.6157e-05-0.000612i,0.00035715-0.0010859i,0.00053225-0.00060855i,1.1615e-05-0.00045267i,0.00043519-0.0010659i,0.00089668-0.00058077i
-0.0012479+0.0009203i,8.9417e-05+0.00020631i,0.0015701-0.00072262i,0.0019147-0.0007739i,0.00084514-0.0010694i,-0.00045798-0.0022738i,-0.0015735-0.0024148i,-0.0013557-0.0011943i,-0.00062347-0.00010854i,1.1707e-05+2.668e-05i,9.9712e-05-0.00024997i,0.00017848-5.8027e-05i,0.00031309-0.00052186i,0.00062661-0.00086468i,0.00055627-0.000295i,-0.00029177-0.0003774i,-0.00039712-0.00054248i,0.00020783+6.7094e-06i,0.00011354+0.00037609i,-0.00017565+0.00050023i,-0.00016096+7.8579e-05i,0.00050092-9.333e-06i,0.00060219+0.00057879i
-4.7325e-05-0.00050933i,-0.00070054+0.00037299i,-0.0010231+0.0008679i,-0.00076231+0.0012973i,-0.00061782+0.00081544i,-0.0002276-0.00056266i,8.8231e-05-0.0014137i,-0.00024937-0.0010268i,-0.00084956+0.00014138i,-0.0012057+0.0006621i,-0.00048166+0.0011053i,0.00026413+0.0011788i,-7.2031e-06-5.0356e-06i,6.5073e-05-0.00072834i,0.00045784-0.0004365i,0.00026495-0.00042238i,0.00016912-0.00045073i,3.8377e-05-0.0012679i,-8.4163e-06-0.0018338i,-4.5102e-05-0.0010739i,-5.941e-05+0.00032337i,0.00014257+0.001212i,0.00017193+0.00059499i
-0.0017072-0.0013268i,-0.0012169-0.00043227i,-0.00034989-0.00052033i,-0.00022693-0.00045889i,-0.00085137+0.00038103i,-0.0016174+0.00014433i,-0.0012475-0.00063761i,-0.00040505-0.00038614i,-0.00017346-0.00012616i,0.00025294+6.2886e-05i,0.00064885+0.00045185i,0.00074162+0.00049687i,0.00087009-0.00014686i,0.00093197+0.00011622i,1.5756e-05+0.00080122i,-0.00080162+0.00042724i,-0.00043978+0.00028906i,-0.0003405-0.00017497i,-0.00049988-0.00054577i,-6.9906e-05-0.00082509i,0.00054597-0.0011421i,-4.3329e-06-0.00077581i,-0.0001878-0.00020459i
-0.0018927+0.00099807i,-0.0021733+0.0011839i,-0.0017504+0.0013989i,7.974e-05+0.0013655i,0.0009414+8.8814e-05i,0.00087465-0.0019045i,-5.4565e-05-0.0017845i,0.00014121-1.1507e-05i,0.00097658+0.00094169i,0.00019155+0.00052632i,-0.00054981+0.00024633i,-0.00063391+0.00012708i,-0.0007171-0.00069616i,-0.00061024-0.0015235i,-0.00024576-0.00044802i,-7.8319e-05-0.00016883i,-0.00030186-0.0011427i,-0.00056408-0.00058017i,-0.00051822+0.00025621i,-0.00055085+0.00033955i,-5.3364e-05+0.00038635i,-5.157e-05+0.00011328i,-0.00094655-0.00049418i
-0.0027927-0.00080726i,-0.00086833-0.00020319i,1.3661e-05+0.00052348i,-0.00013272+0.00034355i,0.00023454+0.00020875i,0.00030627-0.00046698i,-5.3892e-05-0.00049538i,-0.00024916+0.00030136i,-0.00067183+0.0004246i,-0.00014211-0.00057224i,0.00065644-2.3934e-05i,0.001029+8.187e-05i,0.00097362-0.00026326i,0.00044729+0.00059129i,0.00034192+0.0005637i,0.00030068+0.00024941i,-0.00015383+0.00036252i,-0.00043791-0.00042008i,-0.00039843-0.00032615i,0.00014681+0.00021052i,0.00027332+0.00080785i,0.00011843+0.00061199i,0.00045284-5.3757e-05i
0.00032616+0.0013254i,0.00028826+0.0011847i,-0.00078265+0.001683i,-0.00025395+0.0014725i,0.00038148-7.3392e-05i,-4.134e-05-0.0010976i,-0.00036453-0.0011374i,-0.00076149-0.00044897i,-0.00084995+2.8747e-05i,-0.00039505+0.00012431i,-2.9687e-05+0.00066796i,0.00011996+0.0010363i,-0.00026983+0.00042934i,-0.0004535+0.00015852i,-0.0004425+7.281e-05i,-0.00026368+0.00028793i,-6.6484e-05-9.0434e-05i,-0.00022809-0.00045806i,-0.00054411-0.00020024i,-0.00058141+0.00014968i,-0.00031833-7.9125e-05i,-0.00022363-6.6527e-05i,-0.00019879+0.00035596i
