0.0013368+5.1005e-05i,0.0025055-0.0019643i,0.0019819-0.0034385i,4.844e-05-0.0028223i,-0.0020376-0.00063539i,-0.0022483+0.0014353i,-0.00068538+0.0021568i,0.00063422+0.0018604i,0.0012188+0.0010294i,0.00046534-0.00044638i,-0.00050332-0.0013996i,-0.00077454-0.0015006i,-0.00095789+5.743e-05i,-0.0012801+0.0011179i,-0.0012765+0.0010348i,-0.00047302+0.00056719i,-0.00010851+0.00012274i,-7.087e-06+0.00018462i,0.00032633+5.3296e-05i,0.0001762+3.9374e-05i,0.0003756-1.0066e-05i,0.00036309-0.00064006i,-0.00067127-7.8521e-05i
0.0031165+0.031541i,0.0040313+0.070436i,0.011479+0.12033i,0.0099842+0.1566i,-0.018588+0.1642i,-0.021968+0.14197i,0.0087993+0.088736i,-0.0066225+0.015571i,-0.06358-0.019141i,-0.078019+0.0017508i,-0.044544+0.020292i,-0.018346+0.014398i,-0.0091039+0.0037154i,-0.0013539-0.0028824i,0.0032886-0.0034928i,0.0047531-0.0018764i,0.0058669-0.0026748i,0.0054072-0.0054i,-0.00033756-0.0047486i,-0.0077099+0.0016224i,-0.0064467+0.0070434i,-0.0016538+0.0028094i,-0.0043164-0.010369i
0.050813-0.0040677i,0.11718+0.0065277i,0.16539+0.049786i,0.18494+0.086296i,0.21087+0.076349i,0.19062+0.060995i,0.11087+0.075882i,0.073804+0.11068i,0.083376+0.10705i,0.069792+0.06055i,0.034147+0.024377i,0.011857+0.0078788i,0.0021759-0.0042091i,-0.0087972-0.010578i,-0.016274-0.0076944i,-0.0145-0.0018746i,-0.0058546+0.001176i,0.0033122+0.0013811i,0.0064967-0.00061517i,0.00422-0.0027602i,0.00079596-0.0056456i,-0.0026145-0.010698i,-0.004592-0.017173i
-0.023396-0.020531i,-0.046196-0.030425i,-0.088994-0.052409i,-0.16232-0.10987i,-0.23768-0.1763i,-0.26134-0.16336i,-0.20262-0.079395i,-0.1049-0.055852i,-0.052046-0.085533i,-0.042238-0.073724i,-0.024221-0.040183i,-0.0055519-0.025135i,0.0002185-0.012284i,0.0025068+0.0051903i,0.0033631+0.016386i,0.0032048+0.020045i,0.0045034+0.019949i,0.0052891+0.016025i,0.0024062+0.0071809i,-0.0039988-0.0025599i,-0.008343-0.0054226i,-0.0034957-0.0028237i,0.01076-0.0027364i
-0.054877+0.051631i,-0.13706+0.091681i,-0.20896+0.10413i,-0.20739+0.11425i,-0.16344+0.18694i,-0.12513+0.23675i,-0.1014+0.18435i,-0.098065+0.13418i,-0.070102+0.12516i,-0.013702+0.084743i,0.0056488+0.028392i,0.002561+0.011619i,0.014148+0.01033i,0.021529-0.0031572i,0.012768-0.014925i,0.00079679-0.016921i,-0.0077241-0.011495i,-0.0085955-0.0036247i,-0.0030043-0.00068305i,0.0013114-0.0016461i,0.0039135-0.0026389i,0.0075818-0.0013577i,0.013292+0.0030117i
0.024059+0.026062i,0.040417+0.025126i,0.03623-0.048064i,0.063491-0.17501i,0.1452-0.2548i,0.17247-0.24113i,0.11874-0.17705i,0.075648-0.11626i,0.063297-0.088371i,0.034477-0.069428i,0.0088513-0.02676i,0.010908+0.0075302i,0.010585+0.01059i,-0.0032675+0.004294i,-0.015436+0.00067063i,-0.020325-0.00085292i,-0.020069-0.00082591i,-0.017084-0.0028762i,-0.012882-0.006422i,-0.0066169-0.0084165i,-0.0025806-0.0067819i,-0.0022017+0.00032003i,-0.0027362+0.011609i
0.0099141-0.089991i,0.036543-0.1935i,0.088964-0.25899i,0.077836-0.20703i,-0.036331-0.099427i,-0.10355-0.049793i,-0.078873-0.052591i,-0.074726-0.053373i,-0.098814-0.0061273i,-0.071079+0.050173i,-0.02407+0.045568i,-0.019658+0.018676i,-0.026324+0.017978i,-0.012275+0.021418i,0.0060159+0.014161i,0.014971+0.0035916i,0.013925-0.0058572i,0.0060385-0.010017i,-0.00072537-0.0056451i,-0.00080516+0.0013259i,0.0030272+0.0017622i,0.0025797-0.0012141i,-0.0065548-0.00090815i
-0.047281-0.019799i,-0.01399-0.06737i,0.15484-0.096947i,0.38735-0.066029i,0.45844-0.018511i,0.33282+0.0036009i,0.18824+0.005336i,0.12528+0.0027623i,0.11162-0.005866i,0.082913-0.02359i,0.026746-0.029565i,-0.013749-0.018068i,-0.021941-0.011829i,-0.017021-0.010599i,-0.009128-0.0079241i,-0.0031354-0.0082407i,-0.00031173-0.0080927i,0.0019042-0.0064603i,0.0034265-0.005418i,0.002551-0.0049291i,0.00066716-0.0043658i,-0.0013802-0.0031191i,-0.0053221-0.0038777i
0.06823+0.084841i,0.17255+0.19231i,0.25707+0.21791i,0.19398+0.064702i,0.016816-0.11265i,-0.10188-0.12099i,-0.088221-0.043881i,-0.054465-0.045569i,-0.087932-0.076045i,-0.11021-0.049655i,-0.068095-0.018183i,-0.020753-0.018085i,-0.0048115-0.017224i,-0.0043917-0.0082753i,-0.0052213+0.0034024i,-0.00017113+0.013082i,0.0086606+0.013422i,0.014207+0.0064458i,0.010525-0.0029962i,0.00016575-0.0050454i,-0.003347+0.0021868i,0.0024046+0.0064872i,0.0069797+0.00059024i
0.10366+0.013535i,0.18898+0.11173i,0.19315+0.35397i,0.086063+0.5901i,0.0075188+0.6018i,0.032632+0.42667i,0.057717+0.23185i,0.051371+0.1292i,0.058286+0.095748i,0.066196+0.053876i,0.048715+0.0046493i,0.02904-0.014544i,0.027328-0.012483i,0.023095-0.010866i,0.01068-0.0075886i,0.0047442-0.0026409i,0.0054903+0.0010181i,0.0079988+0.00047971i,0.0099101-0.0054564i,0.007981-0.011161i,0.0036014-0.01071i,-0.00060275-0.0070061i,-0.0015278-0.0046594i
-0.10946+0.0054859i,-0.21477+0.097168i,-0.22833+0.25922i,-0.026024+0.33392i,0.20217+0.17772i,0.18841-0.038179i,0.071143-0.081444i,0.051237-0.059245i,0.05425-0.099527i,0.014752-0.113i,-0.0054019-0.068527i,-0.0040453-0.027946i,-0.008564-0.0070718i,-0.0082565+0.0037629i,-0.0066658+0.0058954i,-0.01233+0.0084207i,-0.016034+0.015963i,-0.011767+0.021076i,-0.00072649+0.01714i,0.0062305+0.0034961i,0.00069447-0.0072834i,-0.0055938-0.0054417i,-0.0026025+0.0015405i
-0.12059+0.10849i,-0.3193+0.20847i,-0.50163+0.19478i,-0.50662+0.047588i,-0.3782-0.023747i,-0.24413+0.031721i,-0.13099+0.07096i,-0.069627+0.073362i,-0.051328+0.098137i,-0.014982+0.10499i,0.014745+0.066472i,0.010948+0.040961i,0.002502+0.041297i,0.0010539+0.032309i,-0.0028284+0.014704i,-0.010084+0.0053874i,-0.015094+0.0058408i,-0.010932+0.0093445i,-0.001234+0.011898i,0.0068726+0.013431i,0.011958+0.010631i,0.011407+0.0062027i,0.008151+0.0060394i
0.039925-0.02135i,-0.0018473-0.12617i,-0.20518-0.22805i,-0.39677-0.17058i,-0.29678-0.023762i,-0.056212+0.011308i,0.011599-0.036847i,-0.0055014-0.026943i,0.038973-0.013879i,0.061386-0.032045i,0.041781-0.022994i,0.026268-0.010034i,0.0082394-0.0083479i,-0.003766+0.0011496i,-0.0022786+0.0034791i,-0.0029429-0.0098866i,-0.0084038-0.021502i,-0.014055-0.019806i,-0.013441-0.010356i,-0.0051718-0.0030167i,0.0030344-0.00066888i,0.004262-0.0017771i,-0.0016794-0.0014869i
-0.02698-0.2068i,-0.049969-0.44019i,-0.067803-0.55885i,-0.092678-0.36231i,-0.12168-0.082671i,-0.12169-0.0085067i,-0.09467-0.022274i,-0.075547-0.025489i,-0.088898-0.022969i,-0.084107-0.0012057i,-0.049294-0.0020861i,-0.046686-0.021159i,-0.056427-0.017397i,-0.037246-0.0073507i,-0.0090671-0.0059517i,0.005976-0.0098283i,0.0070997-0.011209i,0.0025023-0.0074205i,-0.0045622-0.0038161i,-0.010915+0.00012494i,-0.011562+0.0050645i,-0.011095+0.0049998i,-0.015733+0.00081174i
-0.015797+0.0017331i,0.061414-0.039125i,0.2733-0.14203i,0.44829-0.22196i,0.38787-0.13191i,0.24038+0.020655i,0.15728+0.027533i,0.093785-0.017677i,0.06253-0.0093798i,0.056461-0.0085642i,0.025502-0.020656i,0.0028745-0.025465i,-0.0062118-0.038973i,-0.020698-0.033625i,-0.021688-0.0054718i,-0.0052486+0.013225i,0.010432+0.017507i,0.016437+0.014104i,0.01451+0.0061829i,0.0093041-2.1445e-05i,0.0062818+0.00071508i,0.0070225+0.0031462i,0.010483+0.0013162i
0.17115+0.15859i,0.42666+0.27545i,0.57896+0.18542i,0.37295-0.13315i,0.043145-0.33403i,-0.058952-0.23421i,-0.012243-0.094404i,-0.012159-0.057078i,-0.044403-0.032515i,-0.041464+0.004355i,0.0081618+0.018457i,0.061802-0.0076306i,0.069917-0.0338i,0.042723-0.028017i,0.014348-0.0091337i,0.00084534+0.0024492i,-0.0022734+0.0038835i,-0.0026107+0.0007586i,0.00025656-0.0026316i,0.0041644-0.0068409i,0.0054108-0.010138i,0.006292-0.0098772i,0.0092254-0.011792i
0.033072+0.0031859i,0.055522+0.10506i,0.02065+0.35453i,-0.10898+0.60023i,-0.22634+0.59268i,-0.17802+0.3594i,-0.04794+0.127i,0.015363+0.020263i,0.036516+0.015386i,0.060298+0.029037i,0.06678+0.023995i,0.061181+0.025525i,0.063565+0.029149i,0.052429+0.0096003i,0.020076-0.010623i,-0.0080843-0.010586i,-0.020937-0.0026236i,-0.021675+0.0064202i,-0.012919+0.012512i,-0.0052118+0.011487i,-0.0061014+0.012151i,-0.010282+0.017145i,-0.013234+0.017373i
-0.19394+0.015748i,-0.37914+0.18456i,-0.33225+0.46361i,0.11067+0.55173i,0.477+0.32552i,0.37191+0.097937i,0.15544+0.045985i,0.092009-0.0011772i,0.03752-0.080161i,-0.033298-0.082226i,-0.055952-0.021863i,-0.052893+0.038172i,-0.04661+0.071454i,-0.029854+0.070072i,-0.010379+0.044157i,-0.001556+0.01963i,-0.00053452+0.0081846i,-0.0012144+0.003446i,-0.0018141+0.0025493i,0.00024844+0.0043048i,0.0043885+0.0042973i,0.0054889+0.0034042i,0.0060805+0.0063528i
-0.043361+0.095978i,-0.1619+0.14153i,-0.32008-0.0099389i,-0.42466-0.36319i,-0.40751-0.55033i,-0.26062-0.33985i,-0.056249-0.045246i,0.049308+0.059049i,0.027289+0.083474i,0.0005542+0.10022i,-0.0064175+0.075259i,-0.025241+0.037362i,-0.040744+0.014779i,-0.035624+0.0055135i,-0.016192+0.0031649i,-0.006631-0.0027198i,-0.0087835-0.010164i,-0.01088-0.015147i,-0.015533-0.015708i,-0.016067-0.011526i,-0.0113-0.011353i,-0.0095567-0.013705i,-0.0054276-0.0124i
-0.0040922-0.049772i,-0.10168-0.246i,-0.40944-0.37434i,-0.7724-0.11456i,-0.78194+0.29398i,-0.45545+0.35403i,-0.20865+0.1728i,-0.1096+0.070264i,-0.022003+0.026818i,0.021265-0.020463i,0.015556-0.040797i,0.0032451-0.054153i,-0.015573-0.06648i,-0.029079-0.05227i,-0.028582-0.025769i,-0.018169-0.011569i,-0.0055216-0.0074311i,0.0040195-0.003542i,0.0094772-0.0028128i,0.0079856-0.0013386i,0.0055836+0.0059212i,0.0067862+0.0089242i,0.0035487+0.0058322i
-0.11019-0.20044i,-0.13479-0.34992i,-0.0056255-0.35171i,0.30853-0.15925i,0.55575+0.0096856i,0.46249+0.011898i,0.19363-0.0097231i,0.041035+0.011653i,-0.016948-0.0017294i,-0.056262-0.022401i,-0.054736-0.022812i,-0.023642-0.016753i,0.014034-0.0019586i,0.032531+0.0055484i,0.023661+0.0020036i,0.012935-0.0032213i,0.0078512-0.007009i,0.0065485-0.0012313i,0.012505+0.0035931i,0.017841-0.002416i,0.015917-0.0066645i,0.0092242-0.0039903i,-0.00012701+0.002066i
0.15748-0.049592i,0.35916-0.039528i,0.55415-0.19932i,0.49178-0.58928i,0.16013-0.80006i,-0.073159-0.57013i,-0.043933-0.25695i,0.020693-0.13338i,0.017361-0.079471i,0.017099-0.030126i,0.029515-0.0093557i,0.035573-0.010081i,0.026258-0.019592i,0.0082337-0.02329i,-0.0041842-0.015874i,-0.0088964-0.00027435i,-0.010525+0.013119i,-0.015753+0.014358i,-0.019088+0.011023i,-0.018325+0.0084064i,-0.020236+0.0086438i,-0.016834+0.014847i,-0.0070797+0.015818i
0.17096+0.2431i,0.31325+0.33345i,0.35477+0.28028i,0.12705+0.22835i,-0.20379+0.34725i,-0.26125+0.4587i,-0.12919+0.36787i,-0.076341+0.21106i,-0.057745+0.12948i,-0.00039918+0.084177i,0.04366+0.044967i,0.04334+0.018891i,0.0078482+0.010817i,-0.020763+0.01597i,-0.01761+0.013426i,-0.0032873+0.0019131i,0.0018732-0.0073231i,-0.00050912-0.013493i,-0.0041611-0.014296i,-0.0018465-0.0041859i,0.0043614+0.0016171i,-0.00036718-0.0043917i,-0.011283-0.008498i
-0.35897+0.1166i,-0.54122+0.21478i,-0.44417+0.3602i,-0.023805+0.40044i,0.3438+0.1803i,0.32383-0.062698i,0.12444-0.11075i,0.044445-0.07817i,0.035243-0.071938i,0.0079635-0.057942i,-0.012044-0.01493i,0.0068405+0.026888i,0.044273+0.031399i,0.055686+0.011399i,0.038294-0.00081327i,0.012257-0.006598i,-0.0068407-0.010379i,-0.0083634-0.0082472i,0.002854-0.0080523i,0.009667-0.014804i,0.0075632-0.019817i,0.0013351-0.01908i,-0.0053982-0.01556i
-0.16664-0.385i,-0.29954-0.37683i,-0.34744-0.097035i,-0.28446+0.050071i,-0.24214-0.12591i,-0.26191-0.25681i,-0.19756-0.18557i,-0.09084-0.11928i,-0.06742-0.095635i,-0.083398-0.054043i,-0.089279-0.011609i,-0.08159+0.016673i,-0.058502+0.020379i,-0.036192+0.0098836i,-0.024741+0.0040672i,-0.014443+0.0084159i,0.00092232+0.011608i,0.0087284+0.009586i,0.0044756+0.014932i,-0.001307+0.021605i,0.0021703+0.022586i,0.017532+0.01518i,0.027911-0.00063211i
0.5055-0.21758i,0.63929-0.4039i,0.42445-0.42262i,0.12904-0.11899i,0.099725+0.28493i,0.22538+0.41933i,0.26808+0.3058i,0.22189+0.18882i,0.1723+0.12531i,0.13792+0.070816i,0.08936+0.019264i,0.027822-0.0040288i,-0.013581+0.0036822i,-0.027382+0.01544i,-0.021745+0.017768i,-0.006968+0.0079419i,0.0016467-0.0067319i,-0.0019578-0.01436i,-0.010461-0.013163i,-0.0093376-0.0086275i,-0.0054646-0.0020646i,-0.0086367+0.012352i,-0.0082749+0.028044i
0.057667+0.5221i,0.057909+0.54012i,-0.019481+0.14269i,-0.072319-0.27549i,-0.037608-0.37337i,-0.038189-0.25832i,-0.11253-0.10032i,-0.14011-0.014528i,-0.12078-0.0052319i,-0.077551+0.0005079i,-0.014055-0.012283i,0.015618-0.0504i,0.012651-0.068542i,0.0098387-0.060588i,0.0093723-0.040476i,0.0044842-0.015529i,-0.0036309+0.0126i,-0.0015592+0.023135i,0.0036653+0.0030491i,-0.0024202-0.014786i,-0.014177-0.014133i,-0.020757-0.0052204i,-0.017161+0.0017583i
-0.54398+0.12136i,-0.58996+0.26636i,-0.3254+0.28312i,-0.17818+0.10561i,-0.31187-0.074488i,-0.39307-0.12644i,-0.31816-0.1249i,-0.2222-0.083502i,-0.13343-0.023545i,-0.080962-0.0025275i,-0.068436+0.0074675i,-0.034248+0.025717i,0.016323+0.025473i,0.033803+0.0092909i,0.012851-0.0024444i,-0.013112-0.0058264i,-0.02448-0.007602i,-0.016752-0.0060601i,0.006344+0.00050418i,0.024745+0.0029205i,0.028439-0.0037029i,0.018974-0.017516i,-0.0040597-0.026831i
0.052721-0.74652i,0.053088-0.95853i,0.14365-0.65348i,0.33726-0.12869i,0.49464+0.14246i,0.50215+0.10302i,0.39186-0.030251i,0.26883-0.094203i,0.18527-0.10645i,0.11842-0.10428i,0.069447-0.069415i,0.046288-0.024688i,0.023755+0.005853i,0.0059668+0.023712i,0.0012369+0.015201i,-0.0038844-0.012283i,-0.014316-0.035427i,-0.024553-0.033182i,-0.02236-0.0064114i,-0.010737+0.00977i,0.0014019+0.011105i,0.015658+0.017067i,0.027175+0.022521i
0.6303-0.0072754i,0.73446-0.14354i,0.42871-0.2323i,0.12083-0.18171i,0.11987-0.06286i,0.22731+0.082212i,0.29305+0.17077i,0.24708+0.13279i,0.12246+0.10263i,0.083171+0.10055i,0.078391+0.041423i,0.019904+0.0065835i,-0.024971+0.027145i,-0.031561+0.033215i,-0.0085326+0.020667i,0.03138+0.0048246i,0.056606-0.0029885i,0.048135-0.0011076i,0.013076+0.0023105i,-0.0099064+0.0098861i,-0.014766+0.016601i,-0.022427+0.017557i,-0.02859+0.0093735i
0.027117+0.71099i,0.2502+0.9634i,0.35684+0.73612i,0.083345+0.3189i,-0.29881+0.21011i,-0.37691+0.31193i,-0.26026+0.31299i,-0.19355+0.22386i,-0.16728+0.15943i,-0.11315+0.12839i,-0.050857+0.095709i,-0.013059+0.048902i,0.0034084+0.0010132i,0.012568-0.022735i,0.016747-0.010591i,0.012804+0.01884i,0.0012479+0.038515i,-0.0055142+0.030822i,-0.0037741+0.0024472i,-0.0037198-0.02166i,-0.0082398-0.032609i,-0.016861-0.034667i,-0.023439-0.030255i
-0.38932-0.044196i,-0.43874+0.10229i,-0.24212+0.20975i,-0.041557+0.16022i,-0.079961+0.087202i,-0.26549+0.11439i,-0.34452+0.18522i,-0.2406+0.19443i,-0.12334+0.10535i,-0.096883+0.032682i,-0.065216+0.01073i,-0.018662-0.020862i,-0.0058892-0.034435i,-0.008037-0.017564i,-0.021395+0.0033288i,-0.039332+0.020856i,-0.048191+0.023616i,-0.045021+0.015102i,-0.024393+0.0080818i,-0.0024299+0.003684i,0.012063+0.00020453i,0.027065-0.0078385i,0.041684-0.015016i
-0.0046336-0.33525i,-0.31458-0.45296i,-0.54794-0.3559i,-0.38307-0.22544i,-0.11784-0.27038i,-0.095729-0.32982i,-0.14497-0.24851i,-0.084459-0.18002i,-0.0051624-0.17456i,0.027-0.13986i,0.040733-0.067521i,0.051175-0.0038124i,0.046387+0.026797i,0.024712+0.040214i,0.015259+0.039213i,0.021228+0.00723i,0.02322-0.034975i,0.021648-0.04935i,0.019191-0.029541i,0.019936-0.0059946i,0.022142+0.0089262i,0.023501+0.031536i,0.027119+0.056113i
0.11888+0.18114i,0.31448+0.095187i,0.41034-0.093405i,0.29118-0.18734i,0.11693-0.23557i,0.013683-0.37141i,-0.10098-0.45933i,-0.21896-0.33163i,-0.21061-0.11189i,-0.10857+0.0039158i,-0.041136+0.039163i,-0.011098+0.07113i,0.016476+0.070664i,0.024481+0.028167i,0.016436+0.006949i,0.020946+0.022438i,0.032046+0.034543i,0.026941+0.025299i,0.0064366+0.0089721i,-0.011362+0.0029394i,-0.021089+0.000429i,-0.035196-0.0062784i,-0.056406-0.0018591i
-0.075676-0.12154i,0.14571-0.17104i,0.46241-0.20897i,0.57222-0.16051i,0.58309+0.048098i,0.70374+0.23909i,0.71248+0.19576i,0.51664+0.095317i,0.32785+0.073637i,0.19665+0.039678i,0.070168-0.0040709i,-0.024974-0.017156i,-0.061653-0.0037407i,-0.064037+0.012899i,-0.076375+0.016951i,-0.09552+0.027021i,-0.087762+0.039306i,-0.061842+0.039069i,-0.039992+0.029675i,-0.025722+0.01719i,-0.010576+0.0066148i,0.0027013-0.0061195i,-0.0025579-0.021941i
0.16427-0.077804i,-0.048124+0.06897i,-0.48219+0.31419i,-0.72748+0.47259i,-0.64012+0.49873i,-0.40348+0.50063i,-0.079061+0.41424i,0.094902+0.16848i,0.023735-0.00076041i,-0.032872-0.013354i,-0.024908-0.039837i,-0.049649-0.062955i,-0.062111-0.028382i,-0.040072-0.0089269i,-0.036812-0.036233i,-0.06756-0.07i,-0.088793-0.063925i,-0.067549-0.034089i,-0.027886-0.020554i,-0.0038111-0.023295i,0.0011764-0.025565i,0.0022878-0.020486i,0.003882-0.018521i
0.1987+0.34804i,0.41147+0.36641i,0.5615+0.11639i,0.42981-0.15654i,0.096349-0.22569i,-0.23095-0.14252i,-0.44452+0.011553i,-0.42124+0.16877i,-0.233+0.22504i,-0.067938+0.18341i,0.026927+0.13488i,0.072962+0.093187i,0.062588+0.048141i,0.024729+0.019381i,0.023236-0.0028846i,0.050765-0.037972i,0.054813-0.069731i,0.025393-0.07515i,-0.013612-0.053428i,-0.0347-0.023017i,-0.034881-0.0045676i,-0.030798+0.0082085i,-0.0203+0.020389i
-0.33883-0.08939i,-0.18709-0.13378i,0.18685-0.28895i,0.37426-0.37591i,0.27025-0.15362i,0.1624+0.17172i,0.1342+0.2934i,0.10118+0.21019i,0.061198+0.071391i,0.038868-0.010912i,0.063039-0.047335i,0.073021-0.08339i,0.044748-0.071966i,0.053892-0.0086842i,0.093366+0.042081i,0.1113+0.050578i,0.081953+0.033035i,0.038408+0.024154i,0.031024+0.015763i,0.040201-0.0058409i,0.042241-0.024327i,0.043783-0.027206i,0.040817-0.014773i
-0.13811+0.038936i,-0.43653+0.50006i,-0.50544+1.0616i,-0.22022+0.98736i,-0.11554+0.39284i,-0.27589+0.13805i,-0.19606+0.19271i,-0.0057939+0.10574i,-0.0040777+0.012513i,-0.046767+0.038706i,-0.053887+0.066621i,-0.049876+0.065302i,-0.029844+0.03606i,-0.028227-0.0029148i,-0.038686-0.0072961i,-0.028213+0.016718i,0.0062762+0.029307i,0.032556+0.0081934i,0.02254-0.015667i,0.0052333-0.012511i,0.004114-0.00092944i,-0.0009928+0.0050282i,-0.013107+0.008686i
0.1011-0.27335i,0.099708-0.73187i,-0.10205-0.9328i,-0.26841-0.5158i,-0.17513-0.022323i,-0.021799+0.017597i,-0.068775-0.098587i,-0.1426-0.058559i,-0.079492+0.0070126i,-0.0097039-0.023489i,-0.021726-0.03759i,-0.034484+0.031912i,0.0060822+0.081769i,0.029297+0.047918i,-0.0015475-0.014448i,-0.031343-0.050242i,-0.043395-0.061004i,-0.059342-0.044546i,-0.061111-0.0096392i,-0.04461-0.0016128i,-0.042386-0.01765i,-0.047324-0.02244i,-0.039039-0.015783i
-1.0567+6.516i,0.77004+5.7382i,3.0632+4.4651i,3.7574+1.4733i,3.0643-1.4797i,1.0965-2.9688i,-0.78859-2.122i,-1.2584-0.45654i,-0.41988+0.45242i,0.62898+0.087717i,0.74877-0.77205i,0.1661-1.2753i,-0.61493-1.7341i,-1.4918-2.2848i,-1.7699-2.2497i,-1.1411-1.3275i,-0.39034-0.37289i,-0.27386+0.048414i,-0.61926+0.27732i,-0.62519+0.54743i,-0.092403+0.63784i,0.46127+0.3447i,0.55037-0.12984i
0.45418-0.030529i,0.78601+0.14874i,1.0192+0.42842i,0.98916+0.41582i,0.79133+0.18595i,0.66453-0.061099i,0.4566-0.31906i,0.12379-0.30679i,0.032237-0.065059i,0.1027+0.012776i,0.067304+0.0024829i,0.039212+0.051168i,0.053526+0.052765i,0.031345+0.011102i,0.0059807-0.023156i,-0.0092961-0.047509i,-0.027616-0.050021i,-0.042816-0.02705i,-0.050204+0.0043641i,-0.053381+0.022275i,-0.052433+0.030795i,-0.03241+0.035771i,0.0017615+0.031702i
-0.040758+0.096799i,-0.16768-0.36085i,-0.49824-1.0065i,-0.70456-1.1508i,-0.62789-0.78945i,-0.50639-0.40214i,-0.40147-0.04217i,-0.17854+0.17741i,0.0045785+0.14839i,0.017188+0.067063i,0.0055281+0.042342i,0.037659+0.016084i,0.060801-0.027992i,0.047043-0.046141i,0.014478-0.013622i,-0.003679+0.030393i,-0.01129+0.056978i,-0.0091299+0.067941i,0.0044816+0.054346i,0.0054568+0.035519i,-0.0086675+0.031722i,-0.023726+0.02779i,-0.034617+0.020374i
-0.22296+0.16488i,-0.22829+0.45483i,-0.017601+0.76919i,0.24065+0.76642i,0.40849+0.31256i,0.46778-0.33322i,0.32771-0.74079i,0.10197-0.67114i,0.0074025-0.38962i,-0.045344-0.1902i,-0.1135-0.037494i,-0.091727+0.065741i,-0.025884+0.063915i,-0.0071097+0.038991i,-0.02632+0.041528i,-0.053634+0.05228i,-0.048941+0.053452i,-0.01032+0.034747i,0.020681+0.017067i,0.030991+0.010392i,0.035884-0.0059779i,0.038766-0.035663i,0.032558-0.055115i
0.19949-0.18145i,0.47769-0.22632i,0.70061-0.28492i,0.58301-0.39054i,0.13321-0.48423i,-0.37057-0.47904i,-0.65694-0.26659i,-0.54346+0.030336i,-0.24583+0.13167i,-0.097085+0.092413i,-0.050251+0.091551i,0.0018015+0.084549i,0.025401+0.040967i,0.027575+0.012106i,0.036125-0.0028174i,0.037396-0.019014i,0.017456-0.025059i,0.0046323-0.010204i,0.01248-3.2135e-05i,0.0013173-0.0012118i,-0.027963+0.011116i,-0.032775+0.027976i,-0.0080751+0.023769i
-0.23587+0.38207i,-0.66637+0.6806i,-1.001+0.89727i,-0.78961+0.9119i,-0.22357+0.75825i,0.21213+0.60078i,0.47259+0.43419i,0.51392+0.18102i,0.32942+0.015664i,0.17462-0.0018621i,0.10735-0.018706i,0.040625-0.040686i,-0.018122-0.023303i,-0.035281+0.011712i,-0.011156+0.032547i,0.020625+0.026895i,0.03741+0.0089745i,0.027902-0.0022164i,0.0052339+0.0049629i,0.0049847+0.013827i,0.013471+0.004978i,-0.0022335-0.0036978i,-0.023162+0.0048918i
-0.11986-0.26879i,0.075566-0.49001i,0.46687-0.68085i,0.63413-0.72453i,0.47858-0.62127i,0.27701-0.54103i,0.06978-0.5228i,-0.10977-0.39735i,-0.14455-0.21237i,-0.095974-0.079921i,-0.041037-0.003635i,0.0048748+0.018092i,0.034117+0.011674i,0.037152-0.0010939i,0.0024595-0.00788i,-0.032192+0.00019926i,-0.030832+0.0053186i,-0.0075253+0.0044558i,0.01305+0.0020526i,0.01214+0.0037873i,0.00075571+0.020475i,0.00039617+0.036081i,0.00423+0.036429i
-0.026184-0.19035i,-0.35051-0.041772i,-0.68134+0.29416i,-0.67536+0.45654i,-0.43317+0.33i,-0.24085+0.18268i,-0.12107+0.15059i,-0.031226+0.14597i,0.040033+0.13401i,0.074895+0.08595i,0.046209+0.032727i,0.00037935+0.029149i,-0.020725+0.037048i,-0.024036+0.033481i,-0.012733+0.022666i,0.00086352-0.0002757i,0.0032423-0.015422i,-0.0011766-0.012063i,-0.0069333-0.0033254i,-0.0042308+0.0041351i,0.004147+0.0074897i,0.0042755+0.01076i,-0.0015877+0.012467i
0.23076+0.20302i,0.39154+0.058593i,0.39388-0.12849i,0.24801-0.095166i,0.1537+0.043839i,0.14806+0.066117i,0.1346+0.021329i,0.10048+0.0037123i,0.049103-0.0019095i,-0.005859+0.0018762i,-0.026052+0.00091371i,-0.029114-0.021495i,-0.03389-0.029221i,-0.026448-0.012806i,-0.0085083+0.0023782i,0.011092+0.009684i,0.020974+0.009756i,0.017685+0.0061552i,0.0085587+0.00099738i,-0.0018938-0.0056308i,-0.00050631-0.014108i,0.013018-0.029087i,0.019114-0.03728i
-0.18228-0.22089i,-0.24982-0.35789i,-0.22957-0.39956i,-0.085949-0.32708i,0.11075-0.24196i,0.17884-0.20404i,0.10317-0.15686i,0.028006-0.089086i,-0.0026085-0.028309i,-0.0074433+0.012074i,-0.019155+0.023595i,-0.038996+0.03097i,-0.030855+0.032366i,-0.0098664+0.011036i,-0.0027866-0.011561i,-0.0021108-0.017636i,0.0019175-0.016365i,0.0019817-0.017188i,-0.0044988-0.012481i,-0.0084685-0.0062122i,-0.008058-0.0058019i,-0.0076881-0.0085777i,-0.007832-0.013057i
