0.0013368+5.1005e-05i,0.0025055-0.0019643i,0.0019819-0.0034385i,4.844e-05-0.0028223i,-0.0020376-0.00063539i,-0.0022483+0.0014353i,-0.00068538+0.0021568i,0.00063422+0.0018604i,0.0012188+0.0010294i,0.00046534-0.00044638i,-0.00050332-0.0013996i,-0.00077454-0.0015006i,-0.00095789+5.743e-05i,-0.0012801+0.0011179i,-0.0012765+0.0010348i,-0.00047302+0.00056719i,-0.00010851+0.00012274i,-7.087e-06+0.00018462i,0.00032633+5.3296e-05i,0.0001762+3.9374e-05i,0.0003756-1.0066e-05i,0.00036309-0.00064006i,-0.00067127-7.8521e-05i
0.0011259-0.00010362i,0.0031274-0.00021065i,0.0053366-0.00092022i,0.0066865-0.0041802i,0.0035348-0.0063085i,-0.0025887-0.0045618i,-0.0051789-0.0036839i,-0.0048745-0.0034407i,-0.0048892-0.00085405i,-0.003297+0.0025039i,-0.0005719+0.0041023i,-0.00060354+0.002564i,-0.0018442+0.0012457i,-0.0030452+0.0014433i,-0.0015983+0.0020415i,0.0028003+0.0012725i,0.0058275-3.4179e-05i,0.0062737-0.00077701i,0.0055342-0.0008785i,0.0050155-0.0008908i,0.002925-0.0013266i,0.0006861-0.0023062i,0.00032219-0.0023007i
0.00077913+0.0029311i,0.0027092+0.0045374i,0.0085301+0.0022758i,0.014967-0.0030584i,0.014812-0.0040851i,0.0063979+0.0047511i,-0.0017989+0.017631i,-0.00075285+0.022746i,0.0054354+0.018342i,0.0073874+0.010796i,0.0057881+0.0042727i,-2.6735e-05+0.0010475i,-0.0085458+0.0010344i,-0.012588+0.002758i,-0.010896+0.0028788i,-0.008246+0.0013024i,-0.0059493+0.001683i,-0.0014946+0.0034782i,0.0031339+0.0039182i,0.0053856+0.0030544i,0.0055953+0.00051722i,0.0047729-0.0026139i,0.0035499-0.0040567i
-0.0012662-0.0032321i,-0.00020817-0.0020008i,0.0065374-0.0014641i,0.014038-0.0030797i,0.014094-0.0032112i,0.010889+0.0032213i,0.012878+0.013638i,0.016127+0.016858i,0.014168+0.0088708i,0.0081737+0.00093036i,0.0026412-0.00088949i,-0.0021673-0.00066662i,-0.0049527-0.00037136i,-0.0052859+0.00070663i,-0.0046223+0.0021524i,-0.0043253+0.0050115i,-0.0034541+0.0079516i,-0.00044505+0.0078507i,0.0015178+0.0063897i,0.0014918+0.0047166i,0.0009072+0.0025212i,0.00034895+0.00026521i,0.00024287-0.0017949i
0.00042283+0.0020884i,0.0025485+0.0038454i,0.0065369+0.0074881i,0.010463+0.009071i,0.010467+0.0074126i,0.0067046+0.0035816i,0.004249-0.0010327i,0.0022342-0.0037728i,-0.0014593-0.0015291i,-0.0023789+0.0022604i,-0.00011631+0.002501i,0.0024826-0.00012379i,0.003731-0.0052668i,0.0033608-0.0094311i,0.0023649-0.0081779i,0.0018299-0.0048859i,0.0020166-0.0034706i,0.00031558-0.0011229i,-0.0023986+0.0034565i,-0.0031696+0.0062825i,-0.0017712+0.0057309i,0.00047444+0.0049426i,0.0020836+0.0033758i
-0.0023497+0.0059629i,-7.6921e-05+0.0093796i,0.0064283+0.017252i,0.014149+0.024369i,0.015953+0.022588i,0.0094249+0.01192i,-0.0023526+0.0017873i,-0.011143-0.00028187i,-0.0096812+0.0033847i,-0.0014384+0.0051246i,0.0045392+0.0027476i,0.0066897-0.0010081i,0.0069792-0.0070162i,0.005669-0.011089i,0.003478-0.010204i,0.0002442-0.0085189i,-0.0036272-0.0067184i,-0.0067819-0.0031722i,-0.0072908+0.0013181i,-0.0059112+0.0038434i,-0.0026377+0.0034002i,0.0013728+0.002824i,0.0033591+0.0027503i
-0.00053548+0.0023762i,0.00074781+0.0078815i,0.0028769+0.014966i,0.0068536+0.02043i,0.0076948+0.018435i,0.00068084+0.011112i,-0.0085648+0.0029754i,-0.014193-0.0019153i,-0.01342-0.0014569i,-0.0079281-0.00078134i,-0.0024172-0.0011596i,0.0022305-7.0783e-05i,0.0071076+0.0017757i,0.0095581+0.0035108i,0.0088797+0.003242i,0.0037412+0.0020664i,-0.0009837+0.0022048i,-0.0025028+0.0022015i,-0.0048518+0.00061269i,-0.0062063-0.00077957i,-0.0043899-0.0012794i,-0.0015356-0.0011419i,6.9116e-05-0.00080422i
0.002031+0.0020838i,-0.0010746+0.0059266i,-0.0052534+0.011749i,-0.011091+0.019088i,-0.012951+0.021816i,-0.0076669+0.018641i,-0.0047452+0.01437i,-0.0087706+0.010134i,-0.011005+0.0084404i,-0.0087992+0.0088011i,-0.005819+0.0072928i,-0.0029298+0.0073842i,0.0016925+0.010245i,0.0074328+0.011437i,0.0089256+0.0094583i,0.0067263+0.0059135i,0.0049322+0.0031971i,0.0025396+0.000344i,-0.0013977-0.0036653i,-0.0042326-0.0059369i,-0.0050735-0.0049879i,-0.0047593-0.0021965i,-0.0036161+0.00097305i
-0.002806+0.00078964i,-0.0058308+0.0048123i,-0.01292+0.01119i,-0.021407+0.018358i,-0.020189+0.020618i,-0.0072506+0.011651i,0.0080497-0.0028988i,0.012963-0.010129i,0.0087892-0.0080091i,0.0050287-0.0029729i,0.0017568+0.0023563i,-0.0025402+0.0074504i,-0.0054491+0.011i,-0.0043827+0.01212i,-0.0019229+0.010145i,0.00033119+0.0054591i,0.00094255+0.00088476i,-0.00062252-0.0025665i,-0.0020256-0.0052893i,-0.002086-0.005411i,-0.0018111-0.001915i,-0.0011487+0.0014482i,-0.0013621+0.002752i
-0.002822+6.3401e-05i,-0.0051433+0.0033878i,-0.013193+0.0066391i,-0.021658+0.0085851i,-0.021601+0.011347i,-0.014528+0.009727i,-0.0075561-0.0017875i,-0.0041837-0.015469i,-0.0066195-0.018358i,-0.0081946-0.011118i,-0.0051578-0.0031173i,-0.0043651+0.0021193i,-0.0080489+0.0075228i,-0.010558+0.012107i,-0.0099108+0.012495i,-0.0076257+0.0090114i,-0.0051447+0.0044907i,-0.0028197+0.00094387i,-0.0003702-0.0025075i,0.0022082-0.0041282i,0.0037158-0.002954i,0.003618-0.0019261i,0.0018198-0.0016566i
-0.0027217+0.0013167i,-0.0073257+0.0014763i,-0.016193-0.0027335i,-0.027717-0.0085891i,-0.031566-0.0061567i,-0.01919+0.0061628i,-0.0048751+0.011463i,-0.0027338+0.0031934i,-0.0071408-0.0032294i,-0.0088257-0.0011261i,-0.0065291-0.0010484i,-0.0062692-0.0055292i,-0.009163-0.0082557i,-0.010559-0.0058071i,-0.0091077-0.00042656i,-0.0053474+0.0040584i,-0.00095496+0.004545i,0.0014027+0.00043728i,0.0036549-0.0038261i,0.0055241-0.0053931i,0.003758-0.0044193i,0.00014556-0.0027904i,-0.0015706-0.0022711i
-0.0045061+0.0042409i,-0.0074033+0.00076497i,-0.013893-0.0082662i,-0.023959-0.017974i,-0.02781-0.016764i,-0.019628-0.0047062i,-0.004636+0.0033308i,0.0043621+0.0018588i,0.0017341-0.00053799i,-0.00081125-0.00097715i,-0.0024382-0.0040319i,-0.007181-0.010469i,-0.012172-0.016179i,-0.014005-0.018145i,-0.011925-0.014398i,-0.00705-0.0083431i,-0.0029016-0.0046796i,-0.0020129-0.0047371i,-0.00081176-0.0045632i,0.00060651-0.001879i,0.00025492+0.001082i,-0.00038812+0.0030561i,-0.00032271+0.0028281i
-0.0023919-0.00078608i,-0.0027866-0.0039806i,-0.0033404-0.012444i,-0.0064506-0.024613i,-0.010974-0.027594i,-0.0096692-0.017292i,0.00089274-0.0081776i,0.01202-0.0039707i,0.015493-0.0043865i,0.0098936-0.0078747i,0.0027895-0.0076735i,0.0015531-0.0049291i,0.0015619-0.0054695i,-0.0016259-0.0081127i,-0.0055525-0.009782i,-0.0081793-0.0078519i,-0.0071896-0.0035172i,-0.0023002-0.00041701i,0.0013696+0.001044i,0.0028461+0.0024314i,0.0035559+0.0026217i,0.0035592+0.0013409i,0.0035673+0.0008397i
-0.00097476-0.0012571i,0.0021062-0.0067413i,0.0063091-0.019276i,0.0087084-0.034932i,0.0021708-0.040952i,-0.011148-0.03212i,-0.011683-0.022484i,0.00061613-0.021594i,0.0051559-0.022528i,-0.00044413-0.017872i,6.9535e-05-0.0090297i,0.010396-0.0040957i,0.016689-0.0057537i,0.015493-0.0070123i,0.010771-0.0046946i,0.0043332-0.0013739i,0.0021654+0.0007561i,0.005275-0.00060971i,0.0088782-0.0021529i,0.0082249-0.00057169i,0.0033471+0.00049393i,-0.0006894+0.0004169i,-0.0013624+0.0012839i
-0.0022899-0.0011844i,0.0026746-0.0041304i,0.012289-0.015741i,0.019077-0.030808i,0.010533-0.031712i,-0.0046166-0.011345i,-0.0124+0.010498i,-0.012936+0.017884i,-0.01004+0.015753i,-0.0049666+0.012196i,0.0018632+0.0070915i,0.0077264+0.0016743i,0.011565-0.00095392i,0.014307-0.0018357i,0.014325-0.0030681i,0.0094623-0.0036027i,0.0038478-0.0038243i,0.0025844-0.0034445i,0.0030091-0.0009453i,0.0013944+0.0021485i,-0.00034005+0.0041341i,-0.0012261+0.003715i,-0.0017253+0.0021308i
-0.0026876+4.7301e-06i,0.0043758+0.0026112i,0.018503+0.0018308i,0.033095-0.0032143i,0.037223-0.0072795i,0.035808-0.0001472i,0.04024+0.015643i,0.039102+0.025061i,0.031366+0.021976i,0.024376+0.010555i,0.013892+0.0026154i,0.0046604+0.0053946i,0.0032222+0.0098238i,0.0052765+0.0096986i,0.0042656+0.0073861i,0.00084423+0.0037424i,-0.0013639+0.002609i,-0.00043322+0.0055223i,0.00065364+0.0093376i,-0.00096771+0.0098619i,-0.0023446+0.0067577i,-0.0024999+0.0029996i,-0.0028225+0.00075429i
0.0008791+0.0024524i,0.008655+0.0066027i,0.026778+0.011406i,0.049408+0.0087473i,0.055671-0.003448i,0.040034-0.017453i,0.02099-0.022303i,0.0092288-0.016786i,0.0019342-0.0099249i,-0.0025094-0.0069079i,-0.004593-0.0021071i,-0.0045165+0.0077669i,-0.0019107+0.014501i,-0.00086727+0.015231i,-0.0010123+0.012836i,0.0010972+0.0079879i,0.0036747+0.00482i,0.0048032+0.0058744i,0.0026725+0.0089487i,-0.0008051+0.0087826i,-0.002062+0.0055373i,-0.0016813+0.0024764i,-0.0026037+9.0744e-05i
0.0023535+0.0048022i,0.0072541+0.0093905i,0.020875+0.016818i,0.035143+0.017413i,0.032187+0.0066021i,0.0074395+0.0010363i,-0.021273+0.0058311i,-0.035245+0.009444i,-0.029888+0.011695i,-0.015594+0.011588i,-0.0072526+0.0067382i,-0.0065947+0.0034859i,-0.0082727+0.0052135i,-0.0092235+0.0070445i,-0.0073738+0.0045772i,-0.0041908+0.00077179i,-0.0035838-0.00054667i,-0.0054072+0.00086446i,-0.0079054+0.0021227i,-0.01012+0.00039237i,-0.0091815-0.001024i,-0.0048028-0.0013152i,-0.0010969-0.0032253i
0.0035938+0.00024176i,0.00092569+0.0095646i,-0.00048058+0.023789i,0.0012723+0.03552i,-0.0013014+0.036271i,-0.015059+0.030147i,-0.031119+0.026283i,-0.035806+0.02171i,-0.029612+0.013436i,-0.017185+0.0072698i,-0.008087+0.0015231i,-0.010763-0.0038431i,-0.015815-0.003587i,-0.016203-0.0008298i,-0.014877+4.8151e-05i,-0.011632+0.0017819i,-0.0090463+0.0056626i,-0.01084+0.0071119i,-0.01465+0.0037263i,-0.014484-1.4385e-05i,-0.0094009-0.00038548i,-0.0042409+0.00064416i,-0.00084295-0.00044812i
-0.00033552+0.002034i,-0.0041418+0.0097651i,-0.0063281+0.027244i,-0.0054072+0.047754i,-0.0015614+0.053255i,0.0029051+0.042042i,0.0066975+0.02424i,0.0065922+0.0089555i,0.0018377+0.0020923i,2.9185e-05+0.00089427i,0.001322-0.0029329i,-0.0013695-0.0076837i,-0.0065315-0.007283i,-0.0088853-0.0042472i,-0.0073209-0.0022602i,-0.0023499-0.00029047i,0.00037064+0.00064611i,-0.0026095-0.00047265i,-0.005384-0.003172i,-0.0039183-0.0055723i,-5.6256e-05-0.0048724i,0.0021903-0.0028044i,0.0029482-0.0010462i
-0.0050542-0.0001952i,-0.007191+0.00527i,-0.009831+0.01552i,-0.0045103+0.024174i,0.014996+0.019652i,0.032796-0.00932i,0.03616-0.049708i,0.028334-0.071153i,0.013535-0.06115i,0.0039824-0.034749i,0.0059214-0.018729i,0.0080221-0.015784i,0.0073521-0.014425i,0.0088137-0.013512i,0.0099437-0.012079i,0.0070994-0.010064i,0.0011299-0.010943i,-0.0025245-0.013703i,-0.00054997-0.015803i,0.0012976-0.015485i,-0.00026013-0.010415i,-0.0015364-0.0037443i,-0.00094085+0.00051029i
-0.0010206-0.0003808i,-0.0072548+0.00033875i,-0.019004-0.00088045i,-0.02887-0.0060004i,-0.027236-0.016068i,-0.016499-0.028993i,-0.015444-0.039074i,-0.024274-0.035745i,-0.02674-0.021714i,-0.017993-0.0086246i,-0.0036245-0.0035772i,0.0078012-0.0069435i,0.011838-0.01118i,0.011-0.013543i,0.007281-0.013764i,0.0022203-0.0092209i,-0.0022582-0.0048392i,-0.0027899-0.0066927i,0.001565-0.010554i,0.0047405-0.0094614i,0.003664-0.0045507i,0.0019251-0.00013328i,0.0016333+0.002713i
-0.0032197+0.0060628i,-0.0074556+0.010243i,-0.020688+0.013791i,-0.039315+0.020645i,-0.041278+0.031704i,-0.017435+0.042444i,0.016967+0.050177i,0.038563+0.046839i,0.038645+0.030087i,0.026404+0.015522i,0.016426+0.011166i,0.014346+0.0085854i,0.012505+0.0036107i,0.0077992+0.0021006i,0.0046074+0.0057982i,0.0030603+0.0081005i,0.0043186+0.0053784i,0.0080945+0.0016717i,0.011426+0.00076449i,0.011643+0.0013291i,0.0075877-0.00010726i,0.0017386-0.0025504i,-0.0029777-0.0028828i
0.00089881+0.0025835i,-0.001802+0.0022109i,0.0026384+0.0018417i,0.010411+0.0082874i,0.016896+0.027605i,0.0278+0.044287i,0.041185+0.038952i,0.045753+0.016925i,0.032425-0.0053375i,0.01248-0.011032i,0.0061823+0.00042032i,0.0084708+0.011295i,0.0076039+0.018202i,0.0084931+0.022857i,0.011244+0.020209i,0.01057+0.011739i,0.0091539+0.0039838i,0.0095747+0.001424i,0.01145+0.0031129i,0.010668+0.0054123i,0.0052317+0.00373i,-0.00068183+0.0024297i,-0.0036783+0.0040393i
0.0021119+0.00059622i,0.00011457-0.0046406i,-0.0047301-0.01689i,-0.0088492-0.031498i,-0.0093621-0.031088i,-0.010073-0.0035763i,-0.012769+0.021405i,-0.016014+0.022781i,-0.01338+0.017008i,-0.0093261+0.011513i,-0.0085547+0.0067571i,-0.0065591+0.0098636i,-0.00216+0.01698i,0.0016226+0.018557i,0.000914+0.012291i,-0.0023319+0.0048442i,-0.0031994+0.0036698i,-0.0011336+0.0065193i,0.00020659+0.009203i,0.0011938+0.009193i,0.0034183+0.0051552i,0.0049264+0.00018428i,0.0041688-0.0033421i
-0.0054237+2.0195e-05i,-0.011096+0.0019611i,-0.022635-0.0032896i,-0.040156-0.0072814i,-0.052615+0.001471i,-0.052693+0.010042i,-0.050479+0.012005i,-0.044699+0.012298i,-0.027118+0.0093338i,-0.01105+0.0035957i,-0.010921+0.0029632i,-0.013531+0.0047574i,-0.014421+0.0020739i,-0.01919+0.0027848i,-0.018877+0.0086004i,-0.011823+0.010293i,-0.0056566+0.0090084i,-0.0033635+0.0092723i,-0.0040172+0.010333i,-0.0019745+0.0095598i,0.00069177+0.005352i,-0.00037989-0.00071063i,-0.0035556-0.0040195i
-0.0038319-0.00044238i,-0.0041522+0.003505i,-0.002074+0.011699i,0.00066897+0.020253i,-0.0080677+0.016903i,-0.021721+0.0066452i,-0.027662-0.0020097i,-0.025163+0.0022391i,-0.013124+0.010707i,-0.0010567+0.0089558i,0.00083917+0.0037905i,-0.0050255+0.00052132i,-0.015357-0.0027054i,-0.021282-0.0026211i,-0.015118+0.0015247i,-0.0051877+0.0023713i,-0.0029484+0.00075327i,-0.0059913+0.001648i,-0.0062699+0.0036939i,-0.0036437+0.0047159i,-0.0010311+0.0041556i,0.00079002+0.0032475i,0.0014509+0.0026765i
-0.00053026+0.0035257i,0.0043768-0.0014968i,0.014584-0.016403i,0.02436-0.032308i,0.026551-0.034269i,0.017636-0.038401i,0.016489-0.056115i,0.021774-0.070912i,0.017403-0.05809i,0.011997-0.034194i,0.0081426-0.022342i,0.0048712-0.016253i,0.0043975-0.012585i,0.0011218-0.012965i,-0.0052704-0.012692i,-0.0076561-0.0079712i,-0.006798-0.00411i,-0.007112-0.0031835i,-0.0085596-0.002462i,-0.0085758-0.0011898i,-0.0060425+0.00038908i,-0.0012437+0.00013081i,0.0030463-0.002593i
-0.0021809-6.2634e-06i,-0.0043245-0.0078105i,-0.0051038-0.022621i,-0.011949-0.042372i,-0.021808-0.048624i,-0.013855-0.036897i,-0.0059899-0.033174i,-0.021793-0.033133i,-0.036056-0.018249i,-0.028431-0.00096545i,-0.014261+0.0014881i,-0.0043271-0.0051155i,0.0042324-0.01425i,0.0050498-0.020607i,-0.0023469-0.014641i,-0.0046932-0.003153i,-0.0016846-2.451e-06i,-0.0017901-0.0029889i,-0.0054902-0.0026947i,-0.0077237+0.0022153i,-0.005437+0.0063151i,-0.0012211+0.0050786i,0.00044352+0.00041222i
0.0022433+0.00051209i,0.0045174+0.0073169i,-0.0047956+0.017651i,-0.024242+0.034428i,-0.026906+0.048508i,-0.00075213+0.064071i,0.045845+0.078905i,0.073889+0.06683i,0.061623+0.042618i,0.035986+0.02831i,0.017954+0.020756i,0.0090044+0.016208i,0.0086697+0.014059i,0.011078+0.011169i,0.0096644+0.0057056i,0.0057949+0.0017361i,0.002062-0.00035789i,-0.00023609-0.0018554i,-0.0010063-0.0019225i,-0.0010334-0.0030269i,-0.0015955-0.0034808i,-0.0017458-0.001591i,-0.00065741+0.00093556i
-0.00058242+0.0010592i,0.0070215+0.0063914i,0.033601+0.0098321i,0.064186+0.011854i,0.06938+0.025668i,0.067699+0.035842i,0.072852+0.021815i,0.066891-0.0056852i,0.039393-0.028887i,0.011705-0.028787i,0.0033995-0.013944i,0.0044119+0.00059376i,0.0090662+0.013414i,0.015917+0.015213i,0.012737+0.004749i,0.00066101-0.00087713i,-0.0042746+0.0028371i,-0.00076496+0.0048821i,0.00086926-3.8862e-05i,-0.001839-0.0048287i,-0.0049711-0.0041869i,-0.0047669+0.00036759i,-0.00080632+0.0052488i
-0.0019488-0.0031641i,0.0029402-0.0095665i,0.0038918-0.033216i,-0.0010157-0.077567i,-0.013761-0.11429i,-0.045396-0.086123i,-0.062597-0.018805i,-0.046679+0.020199i,-0.027057+0.025936i,-0.019202+0.013218i,-0.017664-0.00055303i,-0.01705-0.0037532i,-0.015497+0.00063785i,-0.013404+0.0042286i,-0.01171+0.0044246i,-0.0088291+0.0035906i,-0.0045284+0.0030515i,-0.002274+0.00011428i,-0.0020932-0.0045023i,-0.002981-0.0059544i,-0.0027484-0.0034074i,0.00081063-0.00037577i,0.0027532+0.0019168i
-0.0029059+0.0060368i,-0.0090852+0.011721i,-0.026799+0.0081336i,-0.066724+0.00064907i,-0.11369+0.013883i,-0.13041+0.028941i,-0.11185+0.03402i,-0.068969+0.033071i,-0.022935+0.018243i,-0.0017948+0.0022057i,-0.0035709-0.0025483i,-0.010149-0.0012217i,-0.019055+8.4462e-05i,-0.02317+0.0061407i,-0.014432+0.010287i,-0.0043646+0.0027758i,-0.0041823-0.005551i,-0.0086427-0.0061765i,-0.0093265-0.0034881i,-0.0046362-0.0023341i,-0.0011116-0.0024288i,-0.0029847-0.001732i,-0.0082388-0.0011556i
-0.00014822+0.0073732i,0.0095628+0.013403i,0.043679+0.033042i,0.096948+0.054549i,0.11963+0.055151i,0.082827+0.050372i,0.02479+0.05121i,-0.012674+0.053186i,-0.01647+0.047929i,0.0004723+0.026183i,0.013248+0.0028788i,0.01104-0.010838i,0.0013963-0.015843i,-0.0039508-0.015179i,-0.0031188-0.013778i,-0.0043867-0.012296i,-0.0081266-0.007857i,-0.0073679-0.0029694i,-0.0018288-0.0013417i,0.0034478-0.0017685i,0.0038587-0.0021978i,-0.0011533-0.00077308i,-0.0059591+0.0012978i
0.0033094+0.0036562i,0.020578+0.001894i,0.062817-0.026151i,0.11441-0.078952i,0.13554-0.11562i,0.11251-0.12325i,0.081345-0.10488i,0.062295-0.073641i,0.044222-0.043588i,0.03009-0.022725i,0.018494-0.018013i,0.0095051-0.01722i,0.0074528-0.019544i,0.0028703-0.02231i,-0.005692-0.014307i,-0.0055991-0.0030924i,0.0018716-0.00039951i,0.0075948-0.0042982i,0.0077695-0.0076097i,0.0037286-0.0072491i,1.5313e-05-0.0046781i,-0.0015024-0.0038804i,-0.00066075-0.0070055i
-0.0015976-0.0063153i,-0.0035614-0.0047169i,-0.00014777+0.0052679i,-0.0094178+0.012227i,-0.0447-0.0054615i,-0.061602-0.027378i,-0.059286-0.052763i,-0.07638-0.069653i,-0.088207-0.045915i,-0.061654-0.0069648i,-0.024055+0.0092669i,-0.0039333+0.0099949i,0.0079452+0.0078647i,0.015062+0.0021621i,0.015663+0.00046044i,0.016536-0.0004367i,0.014803-0.0052227i,0.010228-0.0080875i,0.0071477-0.0069403i,0.0045493-0.0016677i,0.0032146+0.0015058i,0.0030432-0.0018864i,0.0037729-0.0079779i
-0.0034192+0.0042372i,-0.00024225+0.033136i,0.0013181+0.09889i,0.0067865+0.17683i,0.01732+0.19592i,0.0060653+0.14393i,-0.011664+0.094687i,-0.0038991+0.07906i,0.011038+0.066502i,0.015743+0.045986i,0.014366+0.027291i,0.013753+0.017966i,0.018165+0.014701i,0.020863+0.0080353i,0.014821-0.002259i,0.0039788-0.0079182i,-0.0029801-0.0052814i,-0.0023111+0.00069726i,0.00046797+0.0031478i,0.0028322+0.0013024i,0.0042476-0.0025641i,0.0042295-0.0054676i,0.004927-0.0041684i
0.00098822+0.011035i,0.0070221+0.044398i,0.026802+0.097535i,0.060413+0.13389i,0.070994+0.12292i,0.055413+0.080622i,0.045666+0.033985i,0.04353-0.021883i,0.022172-0.060658i,-0.0058793-0.04737i,-0.008006-0.020626i,-0.002229-0.011612i,-0.0016161-0.0024709i,0.0017674+0.0072604i,0.0017823+0.011216i,-0.0013895+0.014378i,-0.0011204+0.015501i,0.0017217+0.013818i,0.0030036+0.0090706i,7.7341e-05+0.003279i,-0.0027331+0.0028328i,-4.3683e-05+0.0060362i,0.0057322+0.010279i
0.0018044+0.0038439i,-0.01218+0.0079565i,-0.047688+0.0078834i,-0.073994-0.0093902i,-0.047097-0.041458i,-0.0076661-0.050821i,0.0039498-0.02988i,-0.0021714+0.00027494i,-0.011193+0.017246i,-0.011984+0.015717i,-0.010937+0.0059798i,-0.017404+0.00051544i,-0.024702+0.0071717i,-0.019491+0.017651i,-0.0048406+0.018123i,0.004679+0.0095629i,0.0034765+0.0034734i,-6.8686e-05+0.0024769i,0.0018761+0.0011607i,0.0059381+0.0004522i,0.0080066+0.0021328i,0.0085696+0.0046137i,0.005146+0.0082405i
-0.022256+0.0017381i,-0.067922+0.00064224i,-0.15211-0.005927i,-0.2383-0.0050366i,-0.24541-0.0051741i,-0.15118-0.029137i,-0.041748-0.052075i,0.020661-0.058872i,0.038967-0.058009i,0.023838-0.044797i,0.0071102-0.019543i,0.0041316-0.00096451i,0.0019869+0.0059276i,-0.0020672+0.0069775i,-0.0050657+0.0037821i,-0.0072082-0.00070809i,-0.0072156-0.002636i,-0.0063112-0.0028813i,-0.0044124-0.0021565i,-0.001111-0.0016567i,0.00057597-0.0020339i,-0.002709-0.00061839i,-0.0097429+0.0016971i
-0.013507+0.0015165i,-0.0386+0.0038263i,-0.065386+0.025641i,-0.063318+0.080439i,-0.03009+0.13095i,-0.0032395+0.11759i,-0.019406+0.063852i,-0.058475+0.038454i,-0.069708+0.036644i,-0.04336+0.029862i,-0.0097525+0.017465i,0.0084434-9.3634e-07i,0.006954-0.015852i,-0.0024868-0.018958i,-0.0081124-0.011313i,-0.0065144-0.0031937i,-0.0024806-0.0036128i,-0.0019778-0.0059409i,-0.001367-0.0012917i,0.0010862+0.0055298i,-0.00067914+0.010102i,-0.0063953+0.0097625i,-0.01303+0.0034687i
0.010766-0.0067633i,0.031359-0.032021i,0.052073-0.095435i,0.068951-0.16881i,0.090198-0.17775i,0.090773-0.098525i,0.07678-0.0002746i,0.081386+0.048136i,0.087201+0.043389i,0.063267+0.017738i,0.02733+0.0016778i,0.0072649-0.0030911i,-0.0012547-0.0052907i,-0.008297-0.0016948i,-0.0093123+0.0039928i,-0.0048025+0.0035889i,-0.00091078+0.00090716i,0.0011331+0.00064754i,0.0017142+0.002187i,0.0019446+0.0040314i,0.00079602+0.0038021i,-0.0014024+0.00010633i,-0.0013321-0.0073838i
-0.0040374-0.0191i,-0.00133-0.053427i,-0.020149-0.109i,-0.10033-0.14925i,-0.19116-0.11752i,-0.18251-0.036491i,-0.1054-0.0076726i,-0.065017-0.04456i,-0.065729-0.066285i,-0.055108-0.044976i,-0.030378-0.016678i,-0.010722-0.0042309i,0.0020208+0.00065764i,0.012375+0.0040897i,0.014027+0.0030422i,0.0093404+0.0018605i,0.0099599+0.0045936i,0.012735+0.0059013i,0.0081724+0.0053378i,-0.00022079+0.0067404i,-0.003525+0.00596i,-0.00085282+0.00031797i,0.0070954-0.0079042i
-0.0083319+0.0092518i,-0.010125+0.017527i,-0.0072273+0.030624i,0.015242+0.057176i,0.048323+0.089263i,0.055565+0.091717i,0.026958+0.057901i,-0.0097394+0.046463i,-0.012252+0.060877i,0.004796+0.044965i,0.0048325+0.015063i,0.00087731+0.0061295i,0.0052974+0.0027125i,0.0042529-0.0053515i,-0.001178-0.010197i,-0.0052191-0.0087559i,-0.0064779-0.0040079i,-0.0060289+0.00032391i,-0.0054169+0.0027366i,-0.0032471+0.0025382i,-0.0015573+0.00074097i,0.00128-0.0010833i,0.0082308-0.00037893i
0.018614+0.031422i,0.041078+0.060542i,0.079339+0.043904i,0.11425-0.053274i,0.099571-0.15781i,0.036824-0.20054i,-0.0033788-0.18142i,0.0054615-0.14727i,0.016378-0.12322i,0.0071256-0.08484i,0.0029397-0.036488i,0.0091705-0.0093927i,0.0046786-5.8674e-06i,-0.0058828+0.0069341i,-0.0089861+0.0096756i,-0.0077636+0.0099641i,-0.0077055+0.011944i,-0.010482+0.012094i,-0.013071+0.010056i,-0.013914+0.0065403i,-0.010489+0.0028905i,-0.004103+0.0034935i,0.00048237+0.010454i
0.0064341-0.016338i,0.022566-0.033987i,0.0521-0.050613i,0.059635-0.055989i,0.013564-0.037623i,-0.032458+0.0040091i,-0.034483+0.021066i,-0.041359+0.01702i,-0.053843+0.038304i,-0.026651+0.051762i,0.0058977+0.026972i,0.0059768+0.0056931i,-0.0017709+0.0054353i,-0.0002512+0.0071569i,0.0034686+0.0046657i,0.004074+0.00047136i,1.6436e-05-0.0023884i,-0.0029425-0.0026549i,-0.0020297-0.0007954i,0.00011074+0.0025379i,0.0013657+0.003355i,-0.00047814+0.0032933i,-0.0062582+0.0082278i
-0.0349-0.015497i,-0.06098-0.03617i,-0.053044-0.054562i,0.0016684-0.047375i,0.067158-0.030236i,0.11539-0.016068i,0.15086+0.0007565i,0.16866-0.0011129i,0.14895-0.023591i,0.093291-0.036249i,0.03368-0.023772i,0.0031692-0.0043767i,-0.0033226+0.0019611i,-0.0068381+0.0033941i,-0.0077004+0.0065642i,-0.0067004+0.0052037i,-0.0067254-0.0018561i,-0.0082156-0.0094067i,-0.0086754-0.012564i,-0.0055786-0.010278i,-0.0042786-0.0051998i,-0.0067724-0.00060856i,-0.012838+0.0020574i
