0.00015936-0.00026264i,-0.00076111-0.0010707i,-0.0009283-0.0012361i,-0.00051666-0.001226i,-0.0011741-0.0015986i,-0.0017383-0.0001995i,-0.0011278+0.0013459i,-0.00043049+0.0016879i,0.00065256+0.00055847i,0.0011872-0.000296i,0.00084252-0.00080762i,0.00019692-0.0011514i,-8.0943e-05-0.0011755i,-0.00045843-0.0007281i,-0.00077854+0.00021744i,-0.00091268+0.00077253i,-0.00077154+0.00042092i,-0.00048212+0.00025235i,-0.00084673+0.00015412i,-0.0011208+0.00013049i,-7.5663e-05-7.1859e-05i,0.00055777-4.4094e-05i,-0.00047529+0.00012518i
-0.00045502-0.00097904i,-0.00086683+8.8115e-05i,-0.0009623+0.00059126i,-0.00023165+0.00038597i,0.00025741-0.00068685i,-0.00050784-0.0015818i,-0.0010254-0.00052289i,-0.00081689+0.00067696i,-0.00022462+0.00047606i,-0.00025964+7.2465e-05i,-0.00057593+5.0933e-05i,-0.00055436+0.00042996i,1.8953e-05+0.00055273i,0.00038933+0.00069944i,0.00019587+0.00081485i,-0.00017923+0.00047991i,0.00048015-8.7335e-05i,0.0006314+0.00027554i,-0.00057103+0.00087915i,-0.0010197+0.00010856i,-0.00013195-0.00054754i,0.00049538+8.6597e-05i,0.00044591+0.0002477i
0.00026703+0.0011036i,-0.00057297+0.0013164i,-0.00034868+0.0014034i,0.00042421+0.001498i,0.00011957+0.00087611i,0.00011654-0.0008131i,0.00018077-0.00068221i,4.0038e-05-0.0002101i,-0.00054102+0.00016711i,-0.00086107+0.00077231i,-0.00048533+0.00081058i,-0.00037899+0.00066822i,-0.00086867+0.0002107i,-0.00070329-0.00081004i,-0.00037597-0.00087519i,-0.00079741-0.0001433i,-0.00090154-2.1655e-06i,-0.00020949+0.00046605i,0.00048528+0.00079574i,0.00012192+0.00080275i,-0.00028699+0.00016032i,-0.00026885-0.001029i,-0.00040445-0.0014842i
0.0017197+0.0011002i,0.0015275+6.8968e-05i,0.0021834-0.0011704i,0.0015276-0.0023168i,0.00017683-0.003824i,-0.00062409-0.0030545i,-0.00087482-0.00028451i,-0.00044528+0.00079263i,-0.00029962-0.00010457i,-0.00072738-0.00059344i,-0.0011788-2.6838e-05i,-0.00069479+0.00032521i,-1.1674e-05+0.00064853i,-3.6447e-06+0.0010431i,-0.00023226+0.0011144i,-0.00072914+0.00045872i,-0.00065281-0.00023454i,0.00011781-0.00073364i,-8.7215e-05-0.00086814i,-0.00053788-0.0011591i,-0.00025408-0.00048657i,-0.00048995-0.00011163i,-0.000969-0.00011602i
-0.00013579-0.0013221i,-0.0010985-0.0019209i,-0.00092106-0.00062359i,-0.00012783-9.9718e-05i,0.00050866-0.00057548i,-0.00024563+0.00017338i,-3.5502e-05+0.00088065i,0.00056413+0.0004092i,4.5065e-05-0.00014178i,-0.00033335-0.00040275i,7.7201e-05-0.00017769i,-0.00031867+0.00052113i,0.00017991+0.000402i,9.8677e-05+5.3618e-05i,-0.00059911-0.00010687i,0.00026842+0.00041324i,0.00049196+0.00040936i,0.000621-0.00024715i,0.00084595+9.3935e-05i,2.9039e-05+0.00029829i,-0.00029063-9.8548e-05i,0.00027772-0.000312i,-0.00015308-0.00019812i
0.00042165+0.001058i,-0.00072111+0.00081496i,-0.00015338+0.0010382i,0.00020399-0.00015533i,8.7527e-05-0.0020689i,4.6049e-05-0.0021912i,0.00013602-0.0018554i,0.00057922-0.0013752i,0.0013825-0.0010089i,0.00066416-0.00085362i,-0.00040866-8.2151e-05i,-0.00072182+0.00040338i,-0.00036027+0.00018592i,0.00031981-0.00012607i,-0.00038772-0.0004881i,-0.00086787-0.00027495i,-0.00034355+0.00070925i,-0.00016969+0.00098189i,-0.00075631+0.00084937i,-0.0013752+0.00066021i,-0.0013232+0.00026169i,-0.00026914-7.0697e-05i,0.00062598-0.00064182i
-0.0011477+0.0018098i,-0.00073676+0.0026297i,-0.00055018+0.0032211i,-0.00025855+0.00297i,-0.00015027+0.0023945i,-0.00072722+0.0023143i,-0.0010887+0.0052121i,0.00059268+0.00872i,0.0041535+0.0091409i,0.0062018+0.0069022i,0.0061048+0.0030775i,0.0052376-0.00066302i,0.0039192-0.0022743i,0.0016419-0.0022521i,-0.00018802-0.0021822i,-0.00022142-0.001726i,-0.0002741-0.00034063i,-0.00036728+0.00069487i,0.00027254+0.0014079i,0.00031868+0.00099286i,0.00018206+0.00011793i,-0.00020943-0.00026628i,0.00026522-0.00053917i
0.00095291-0.0014322i,0.00094586-0.0012157i,6.7654e-05-0.0017217i,-0.00013817-0.0014126i,-0.00039814-0.00085164i,0.00023686-0.00010933i,0.00011058+0.0012101i,-0.00090343+0.0010018i,-0.0005487+0.00043291i,0.00017278-0.00011656i,-0.00034078-0.00012789i,-0.00096402-7.3008e-05i,-0.00064987-0.00032098i,-0.00013303-0.00017407i,0.00011344+4.7571e-05i,0.00021961-0.00017556i,0.00010527+2.7024e-05i,-0.00043492+0.00073494i,-0.00068458+0.0010304i,-0.00047643+0.00080855i,-0.00020789+0.00043624i,1.2453e-05+0.00034609i,-0.00015353+0.00050053i
-0.0021418-0.00030819i,-0.0022731+0.0010102i,-0.0019988+0.0024506i,-0.0013201+0.0020473i,-9.8163e-05+0.00063011i,0.00078971-0.00052094i,0.00061223-0.000263i,0.00049043+0.00077992i,0.00027998+0.00034693i,-0.00068568+0.00037556i,-0.0007322+0.00073138i,-4.5543e-05+0.00053157i,0.00040831-6.839e-05i,0.0010998+0.00011961i,0.00081141+0.00068763i,-0.00029715+0.00063557i,-0.00097666+0.00073214i,-0.0009361+0.0010499i,-0.00021865+0.00090098i,-0.0001774+0.00053288i,5.8794e-07+0.0001539i,0.00014425-0.00035881i,-0.00010576-0.0003388i
-0.00032925+0.00052966i,0.00058432-0.00012648i,0.0020816-0.00046267i,0.0012575-0.0004614i,0.00063464-0.0015652i,0.00031498-0.0011153i,0.00034097+0.00041691i,0.00063245+0.00079456i,0.00086534+0.00032241i,5.8511e-05+0.00012274i,-0.00066254+0.00045509i,-0.00076967-0.00014323i,-0.00055452-0.00022393i,-7.8308e-05+0.00060703i,-0.00034914+0.00032622i,-0.00067154-0.00059262i,-0.00042424-0.00045689i,-0.00044372+0.00047655i,-0.00067209+0.0010684i,-0.00028471+0.00069077i,0.00057542+5.8634e-05i,0.00043991-8.0932e-05i,-0.00049492+0.00025665i
-2.1599e-05-0.00020074i,-0.00015872-0.00042185i,-4.0164e-05-0.0011654i,0.00073144-0.0022015i,0.00095368-0.0021882i,1.2943e-05-0.0010827i,-0.00036751-0.0003708i,0.000202-0.00017617i,0.00045808-6.6004e-05i,0.00024393+0.00024166i,0.00026625+0.0010584i,0.00036185+0.0011834i,0.00021941+0.00026774i,0.0001227+0.00013334i,-0.00029005+0.00016965i,-0.00038536+0.00080382i,-0.00042702+0.0014578i,-0.00055133+0.00062466i,-0.00016521+0.00013894i,-0.00019017+0.00019492i,-0.00051588+0.00014212i,-0.00051481+0.00073969i,-0.0010707+0.00075591i
-0.00085499+0.00054981i,-0.0001991+0.00044821i,-0.0006781+0.00046096i,-0.00082537+0.00028181i,-0.0003438-0.00021058i,1.8041e-05+4.9981e-05i,-6.1091e-05+0.00039147i,-0.00039849+0.0001734i,-0.00030977-4.6204e-05i,-0.00034231-0.00016623i,-0.00049378-0.00077423i,-0.00025398-0.0010936i,-0.00046755-0.0011014i,-0.0010674-0.00089703i,-0.0010254-0.00023972i,-0.00085365+0.00027929i,6.791e-05-1.0908e-05i,0.00074589+0.00018248i,0.00035679+2.0931e-05i,0.00030915-0.00066362i,-0.00028756-0.00051354i,-0.00072299-0.00019828i,-0.00048164+0.00029971i
0.0006704+0.00069868i,0.0011316-0.00012143i,0.0024929-0.00044234i,0.002226-0.00080864i,0.00032704-0.0015737i,-0.00076976-0.0017694i,-0.0003624-0.00067115i,0.00041132+7.9784e-05i,0.00045724-7.97e-05i,8.7467e-05+1.4374e-05i,-0.00050742-3.3965e-05i,-0.00041166-0.00053123i,-0.00039502-0.00033299i,8.2808e-05-0.00023405i,0.00020045-0.00024768i,-0.0002822+0.00012557i,-0.00031717+0.00039687i,-0.00040495+0.00031296i,-0.00084111+0.0005394i,-0.0013262+0.00058491i,-0.0019995+0.00035938i,-0.0017991-0.0002991i,-0.00057681-0.00053224i
-0.0015393+0.00093601i,-0.00078366+0.0014745i,-0.00012321+0.001921i,-0.00013422+0.00090553i,0.00016235-0.0011181i,-6.9959e-05-0.0014013i,-0.0010333-8.4535e-05i,-0.0010972+0.00091399i,-0.00063242+0.00074406i,-0.00052701+0.00041283i,-0.0004558+0.00010402i,-0.00064647-0.00033071i,-0.00058168+0.00015609i,-0.00053473+0.00043651i,-0.00031134+4.8617e-05i,0.00045879-8.1879e-05i,0.00053185+0.00039329i,0.00026112+0.00027991i,-0.00029611-0.00023939i,-0.00087654+0.00013959i,-0.00063824-0.00011133i,-0.00017536-0.00084117i,-0.00040418-0.00036509i
0.001936+0.00098102i,0.002093-0.00051209i,0.00084172-0.0012922i,-0.00069875-0.001773i,-0.0003854-0.0022786i,-0.00021765-0.0016908i,-0.00010278-0.001108i,0.00012561-0.0006887i,0.00024768-0.00044655i,0.00065758-0.00010633i,0.00063962+0.00027346i,-0.00027135-3.2401e-05i,-0.00053354+0.00050965i,-2.0727e-07+0.0010406i,1.9144e-05+0.00078564i,0.00015693-1.5513e-05i,0.00087788-1.0079e-06i,0.00051337+0.00035239i,-0.00064349+0.0006948i,-0.00029123+0.0010416i,0.00095938+0.0003606i,0.001204-0.00044381i,0.0010137-7.7694e-05i
0.0009192+0.00052071i,0.0013752-0.0002475i,0.0007746+0.00021821i,0.00054656+0.00088906i,0.00094561-0.00095157i,0.001055-0.0018614i,0.0010271-0.00076165i,0.0010152-0.00059465i,0.00034258+1.5682e-05i,0.00026234+0.00046075i,0.00053538+0.00045557i,2.7673e-05+0.0007118i,-0.00036009+0.00052549i,-0.00041144+0.00037914i,-0.000361+0.00028569i,-6.3975e-05-0.0005401i,-9.1516e-05-0.00028517i,-8.3877e-05+0.00016738i,7.4039e-06+7.8235e-05i,-0.00024344+0.00011857i,-0.00032326-6.278e-05i,-0.00022704+8.7731e-05i,-0.00097723+0.00049248i
-0.00029436+0.00066864i,0.00015779-0.00092838i,0.00057727-0.0003842i,0.00034715-1.1881e-06i,-0.00057524-0.0006764i,-0.0008316-0.0012181i,-0.00065106-0.00038485i,-0.0002555+6.1756e-05i,-0.00022578-8.9106e-05i,-0.00010406-0.0002425i,7.3212e-05-0.00012897i,-0.00037308+9.9036e-05i,-0.00059612+0.0003536i,-0.00055045+0.00087657i,-0.00058504+0.00095419i,-0.00015176+0.00074724i,5.1159e-05+0.00020997i,-1.5687e-05-0.00047703i,-0.00015686-0.00080501i,7.9117e-07-0.0011933i,0.00031882-0.0014512i,0.00050731-0.00067847i,0.00069987-0.00020165i
0.00029234-0.00061445i,0.001755-0.00062255i,0.0015912-0.00077189i,-1.3525e-05-0.00169i,-0.00048761-0.0021317i,-9.621e-05-0.0020864i,0.0002026-0.0011668i,0.00045962+0.00019054i,-0.00025621+0.00041838i,-0.0013244+0.00013952i,-0.0018618+0.00085458i,-0.0012383+0.0014879i,-0.00053135+0.00092193i,-0.00026567+2.8891e-05i,0.00071434-0.00029541i,0.0014162+0.00072627i,0.0012692+0.00081033i,-1.8051e-05-0.00038398i,-0.00039945-0.00082722i,-3.1352e-05-0.00021745i,-0.0003304-0.00032796i,0.00026873-0.00051249i,0.00027277-0.00041464i
-0.0018952+4.3659e-05i,-0.0012656-0.00080757i,-0.00043989-5.978e-05i,-0.00026025+0.00072491i,0.00044654+5.2357e-05i,0.0010831-0.00067336i,0.00095169-0.00045779i,0.00046724-0.00021258i,0.00011095+0.00014057i,-0.00044785+0.0010508i,0.00039693+0.00080159i,0.0010532-0.00038284i,0.00078282-0.0010081i,9.0026e-05-0.00082596i,-0.00067476-1.4419e-05i,-0.0010085+0.00018019i,-0.0010289+5.5377e-05i,-0.0011404+0.0005854i,-0.00090122+0.00036274i,-0.00024544-0.00050951i,0.00049943-0.0010656i,0.00046964-0.00049563i,1.4597e-05+0.00018082i
-0.0010528+0.0018668i,-0.00075334+0.0018607i,-0.00010861+0.0018287i,0.0003119+0.00064106i,0.00072047-0.0017226i,0.0010893-0.0019406i,0.00026862-0.00045837i,-0.00082285+0.00040873i,-0.00079983+0.00058612i,0.00011062+0.00034911i,0.00021452-0.00035361i,-0.00045362-0.00059395i,-0.00022151-9.8007e-05i,0.00017125+5.7886e-05i,0.00021346-0.00030093i,0.00085329-0.00014865i,0.0010487+0.00019393i,0.00057645+0.00053052i,5.7658e-05+6.5586e-05i,-2.8716e-05-0.00021136i,-0.00090373+0.00013988i,-0.001251+0.00039522i,-0.00046432+0.00055341i
-0.0018308-0.0020752i,-0.0018688-0.0019089i,-0.0017629-0.0020232i,-0.0010354-0.0018249i,-0.00063635-0.00075455i,-0.00034007-0.00010349i,0.00032612+0.00042042i,0.00058745+0.00060541i,0.0001056+0.00047111i,-0.00031325+0.0006802i,-0.00055388+5.5175e-05i,-0.00051543-0.00064229i,-0.0002271-0.00044775i,-0.00012817-0.00031659i,-0.00020878-0.00023971i,0.00013108-0.00011817i,0.00026128+0.00096652i,-0.00033675+0.0015389i,5.3354e-05+0.0010641i,0.00073912+0.00032395i,0.00065615+0.00045615i,-0.00014724+0.00063137i,-0.00077287+0.0003447i
0.00046272+0.00041238i,-8.7811e-05+0.00027545i,-0.00019695+0.00040928i,-0.00066676+0.00019798i,-0.0010377-0.00020634i,-0.00010751-0.00070371i,0.00063748-0.00049569i,0.00056232+0.00042949i,0.00058503+9.7545e-05i,0.00064358+0.00023314i,0.00049985+0.00055093i,0.00058485-0.00050854i,0.00030174-0.00025321i,9.6949e-05+0.00027481i,-6.5722e-05+3.2796e-06i,-0.00035943-0.00023441i,-0.0002675-0.00025205i,-0.00063515+0.00076816i,-0.001082+0.0012291i,-0.00068981+0.0011393i,1.7335e-05+0.0016605i,6.1161e-05+0.0015559i,-9.0651e-06+0.00097087i
0.0011323-0.001596i,-0.00030252-0.002293i,-1.3686e-05-0.0028775i,-0.00045166-0.002251i,-0.0013403-0.0011044i,-0.00061861-8.5818e-05i,0.0005014+0.00028504i,0.001313+0.00025869i,0.00066886+0.0002841i,-0.0011577-0.00019413i,-0.00081161-0.0001873i,-2.1015e-05-0.0001216i,-0.00020294-0.0001311i,-6.9235e-05-0.00028019i,0.00017087-0.00071257i,0.00058101-0.00039655i,0.0013195+5.4302e-05i,0.00094216+0.00020434i,0.00024639+0.0004038i,0.00045744+0.00052532i,0.0004202+0.00035829i,-0.00011236+0.00013241i,-0.00042894+0.0003499i
-7.1694e-05-0.00065542i,-5.2194e-05-0.00076271i,-0.00013877+0.00028343i,-0.00062965+0.0011815i,-0.0010506+0.00054579i,-0.00058698+0.00048579i,-0.00078368+0.00073051i,-0.0012604+0.00025775i,-0.00085189-5.6325e-05i,-0.00055984+0.00073544i,-0.00052748+0.00055633i,7.4731e-05+0.00033842i,0.00040511+0.0007846i,5.5887e-05-0.00023164i,0.0004788-0.00040196i,0.00095596+0.00090969i,0.00047585+0.0012401i,-0.00025965+0.00032255i,1.4242e-06+4.2498e-06i,0.00033142+0.00024094i,0.00026523+0.00057792i,-6.276e-06+0.00054512i,0.00022667-0.00045821i
0.00017469+0.00021055i,0.00059995+3.069e-05i,0.00028248-0.00027214i,-0.00052342-0.0011972i,-0.0004682-0.0015342i,0.00016334-0.00063913i,0.00021957+0.00049367i,0.00054212+0.00086433i,0.00054201+0.0006181i,-0.0004749+0.00021547i,-0.00044721-0.00025659i,0.00013831-0.00071782i,-0.00040035-0.00050757i,-0.00049351-0.00050276i,0.00022878-0.00042152i,0.00035294-0.00016265i,0.00025787+0.00017826i,-0.00018435+0.00023832i,-0.00089123-6.0681e-05i,-0.0016545-0.00026487i,-0.0015355-0.00010601i,-0.00063418+8.4766e-05i,-0.00020432-1.782e-05i
0.00080049+0.00023806i,0.0012815+6.2635e-05i,0.00065171-0.00020483i,-0.00062352-0.00082572i,-0.00018784-0.0019875i,0.00089538-0.001825i,0.00028486-6.5159e-05i,-0.00029294+0.0013293i,-3.3565e-05+0.0009729i,-7.8468e-05+0.00044724i,0.00014664-6.941e-06i,-0.00037365-0.00022565i,-0.0014511+0.00042001i,-0.0010346+0.00081644i,0.00018374-6.0102e-05i,0.00096426-0.00043671i,0.00080624+0.00020064i,0.00025961+0.0004017i,-0.00048536-4.5966e-05i,-0.00062898-0.00025914i,-0.00026471-0.00033196i,7.7788e-05-0.00017297i,0.00040844+0.00014541i
0.00010622+0.0010131i,-0.00040985+0.00024407i,-0.00091233-0.00091455i,-0.00071776-0.0022126i,-0.00043333-0.0022265i,-0.00089794-0.0015438i,-0.0011768-0.00046374i,-0.00077469+0.00085932i,-0.00021773+0.0015349i,-9.8575e-05+0.0013297i,-0.00037387+0.00014654i,-0.0004353+5.0988e-05i,-0.00065678+0.0010074i,-0.00086581+0.0011558i,-0.00014286+0.00048316i,0.00029139+0.00020952i,-0.00011972+0.0009094i,-0.00062312+0.00072821i,0.00023458+2.0922e-05i,0.0014536-7.991e-07i,0.0014479+0.00034284i,0.0006902+0.00025915i,-2.7033e-05-0.00021707i
0.00067504-0.0022329i,-0.00083548-0.0022787i,-0.001602-0.0022051i,-0.0017994-0.0017243i,-0.001824-0.0018991i,-0.0011389-0.002415i,-0.00056012-0.0012684i,-4.7047e-06-0.00013342i,0.0010801-0.00055899i,0.0006081-0.00064554i,-1.4525e-05-0.0002578i,0.00024493+0.00055403i,0.00043104+0.00059151i,0.00076958+0.00026436i,0.00096973+0.00028852i,0.00072123+0.0002834i,0.00047334+0.00028064i,-0.00010631-5.4091e-05i,7.1863e-05-0.00024814i,0.00017421-2.7971e-06i,-2.1675e-05+0.00043351i,-0.00050934+0.00069425i,-0.0003905+0.00055741i
-0.00070462+0.0011767i,0.0017597+0.0016151i,0.0027781+0.001102i,0.0019684-0.00036317i,0.00095169-0.0016525i,0.00067994-0.002192i,3.0881e-05-0.0013963i,-3.0258e-05-0.00014218i,0.00073579+0.00059779i,0.00026276+0.00060062i,-0.00081982+0.00035787i,-0.00071305+1.7218e-05i,-0.00035889-6.2253e-05i,-0.00044452+0.00034515i,0.00012033+0.00012334i,0.0011202-6.8964e-05i,0.0009778+0.00042129i,2.8887e-05+0.00040953i,9.8186e-05-0.00010418i,0.00025654-0.00017969i,-2.7637e-05+0.00023558i,-0.00065318+0.00068599i,-0.00089558+0.0005537i
-1.1634e-05+0.0017746i,0.00065674+0.0024562i,0.0015653+0.0024618i,0.0018748+0.00075663i,0.00151-0.00047847i,0.0003331-0.0012229i,-0.00029786-0.00086611i,-0.00014349-5.5075e-05i,-0.00018729+0.0005695i,-0.00020039+0.00094639i,0.00019477+0.00028209i,0.00019086-0.00027041i,3.5208e-05+3.7894e-05i,0.00030714+3.4862e-05i,-6.1316e-05+0.00055215i,-0.0011418+0.00025266i,-0.0010976-0.00013254i,-0.00075865+0.0001954i,-0.00023063-0.00024771i,0.00030701-0.00055286i,0.00047958-0.00070293i,0.000731-0.00052679i,0.00067685-0.00039727i
-0.00028877+0.00063472i,-0.00064532+0.00065013i,0.00014035-0.00058555i,0.00074711-0.0018662i,0.00099351-0.0016908i,0.0010218-0.00060992i,0.00065607+0.00019106i,0.00017394+0.0011i,6.1996e-05+0.0011585i,-0.00014157+0.00077005i,-0.00057922+0.00042241i,-0.00057946+0.0001854i,-0.00041611+0.00060714i,0.00017261+0.00045931i,0.00010898-0.00036509i,-0.00026279-0.00029712i,-0.00024283+0.00014738i,-0.00052199+0.00060138i,-0.00036481+0.00051444i,-0.00022205+0.00036457i,0.00055261+0.00046628i,0.00087339-6.6818e-05i,0.00011511+9.2226e-06i
-0.00099531-0.0014466i,-0.001475-0.00047178i,-0.0022647+0.00076279i,-0.0020447+0.0011284i,-0.00079229+0.00095769i,0.00035289+0.00018851i,0.000708+0.0001553i,0.00022695+0.00075302i,-0.00074588+0.00072492i,-0.00079743+0.00028964i,8.4185e-05-0.00015457i,0.00025143-6.1594e-05i,-0.00027186-0.00022061i,-1.6845e-05-0.0006698i,0.00044063-0.00056333i,0.00033689-0.00019471i,0.00037216+0.00021785i,0.00032636+0.00022303i,-0.0007449+0.00028155i,-0.00090308+0.00035825i,0.00034066+0.00016659i,0.0012823+0.00011656i,0.00097282+4.132e-05i
-0.00059398+0.00016594i,-0.00019838-0.000423i,-0.00046731-0.00014982i,-0.00024731+0.00046896i,0.00041848-0.00033486i,0.00040684-0.0014861i,-0.00027927-0.0019712i,-0.00044054-0.0010825i,-0.00031676-0.00036823i,-0.00057007-5.9339e-05i,-0.00026897-0.00057337i,0.00013649-0.001444i,-0.00023102-0.0011424i,-1.4335e-05+0.00012286i,0.00058847+0.0011529i,0.00059825+0.00040051i,0.00096369-0.00031169i,0.00081666-0.0002126i,7.874e-05+0.00057659i,7.2487e-05-0.00016565i,0.00015036-0.0012922i,-9.6375e-05-0.001157i,0.00029662-0.00071713i
0.00056665+0.0012975i,0.00063127+0.0016517i,0.00055653+0.0015415i,-7.9173e-05+0.00089106i,-0.00034149-0.0012183i,-0.00017701-0.0023538i,-0.00017003-0.00093308i,-0.00078567+0.00026956i,-0.00066369+0.00058694i,0.000171+0.00067039i,-4.4951e-05-4.6536e-05i,-0.00033596-0.00048622i,-0.00043722+0.00034233i,-0.00062338+0.001025i,-0.00021609+0.00035338i,-2.9009e-05+0.0002866i,2.5658e-05+0.00070416i,0.00046902+0.0005007i,0.00044614+0.0001467i,-0.00016831+0.00016369i,-5.4921e-05+0.00072214i,0.00042749+0.00074997i,0.0010336+0.00059561i
-0.0014002+0.00029036i,-0.0010141+0.00056723i,-0.00031812+0.00094029i,0.00012509+0.0003102i,0.00096775-0.00064018i,0.00099692-0.0012476i,4.4379e-05-0.00074602i,5.3213e-06-0.00026873i,-1.1217e-05-0.00075887i,0.0001757-0.0003875i,0.00039807-0.00014576i,8.4648e-05-0.00011735i,-0.00029553+0.00032488i,-0.00032238-0.00051267i,-0.00044214-0.0012003i,-0.00044451-0.00059158i,-0.00051744+0.00014833i,-2.4991e-05+0.00047583i,0.00068492+0.00040655i,0.0005225-0.00018165i,0.00033117-0.00036369i,0.00043392+6.6693e-05i,0.00069896+8.5659e-05i
0.00025091-0.00032021i,-2.6871e-05+4.8006e-05i,-0.00084205-0.00038942i,-1.9121e-05-0.00035473i,0.00019264-0.00034358i,0.0005695-0.00032583i,0.0008315+0.00060792i,0.00050242+0.0012257i,-0.0002861+0.00069518i,-0.0010555+1.4843e-05i,-0.00055251-0.00042648i,-9.6265e-05-0.00081246i,-0.00047866-0.00049431i,-0.00026921-0.00014655i,0.00014129-5.9523e-05i,-0.00030146+0.00070703i,-0.00024704+0.00085064i,-6.703e-06-1.5844e-05i,-0.00052807-3.9333e-05i,-0.0010887+0.00044922i,-0.00037801+0.00044123i,0.00039739+0.00067285i,7.2742e-06+0.00050941i
-0.00081982+0.00098657i,-0.00098647+0.00071325i,4.2399e-05-0.00055844i,0.00060089-0.00067893i,-0.00013103-0.0005295i,-0.00026532-0.0007803i,-0.00024398-7.6374e-05i,-0.00017471+0.00051624i,0.00023497+0.0010085i,0.00043032+0.0008718i,0.00042284+0.00058085i,-0.00012139+0.00066034i,-0.00082965+0.00046536i,-0.00069745+0.00010291i,-0.0002702-0.0005085i,0.00023474-0.00079046i,0.00070738+0.00015745i,0.00066082+0.00092214i,-0.00022282+0.00080228i,-0.00038163+0.00073862i,0.00027169+0.0010729i,0.00035993+0.00090662i,-0.00011706+0.00022175i
0.0025831+7.1213e-05i,0.0013714-0.0003961i,0.00021378-0.00082155i,0.00029141-0.0018463i,7.7298e-05-0.0027566i,2.2751e-05-0.0016237i,0.00040313-0.00025481i,0.00012266+0.00036983i,0.00020263+0.00016359i,-0.00012928+0.00030493i,-0.00065126+0.00078666i,-0.0010701+6.9618e-05i,-0.00086998-0.00068328i,5.1451e-05-0.00052331i,0.0005262-0.00044236i,0.0006605-8.3291e-05i,0.000432+8.7441e-07i,-5.8359e-05+0.00059741i,-0.00020802+0.00073964i,-0.00013473+0.00014688i,-8.7172e-05+0.00025901i,-0.00051973+6.0111e-05i,-0.00056558-0.00042693i
-0.00058996+0.0015831i,-0.00089901-0.00055777i,-0.00013168-0.00040208i,-0.00021112-0.00056707i,-0.00078992-0.0014464i,-0.0010023-0.0015062i,-0.00070549-0.00047929i,-0.00022519+0.00016656i,0.00010545-0.00021806i,-7.1628e-05-0.0004933i,0.00025778-0.00066203i,0.00067728-0.00050074i,0.00044639-3.6295e-05i,-0.00013372+0.00070735i,-0.00037377+0.00042342i,-7.3865e-05-0.0001142i,-0.00014389+0.00020173i,-0.00056332+0.00043881i,-0.00052601-2.9736e-05i,-0.00033956-0.00045799i,-0.00057649-0.00028794i,-0.00080453+0.00011746i,-0.00063386-0.00059106i
0.00064985+0.00015638i,0.00087118+0.0004562i,0.0010721+0.00032688i,0.0011512-0.00010121i,0.0011125-0.0016271i,0.00053631-0.0021722i,0.00090099-0.00069044i,0.001125+5.0691e-05i,8.2758e-05-0.00010951i,-0.00020889-0.00023365i,-6.3597e-05+0.00031582i,-0.00036706-4.256e-05i,-0.0005551-0.00063944i,-0.00038164-0.00020169i,0.00014486+0.00041292i,0.00082748+0.0004574i,0.0012438+0.00028101i,0.00058061-0.00040971i,-0.00025678-0.00018074i,-0.00023866+0.0011074i,0.00021163+0.00055329i,0.00052948+0.00035904i,-4.0542e-05+0.00030921i
-0.001429+0.00041491i,8.7001e-05+0.0010255i,0.0008979+0.001147i,0.0003839+0.00074924i,0.00028274+0.00045821i,0.00040224-0.0002679i,0.00010236-0.00033641i,0.00013508+0.00071328i,5.3964e-05+0.00095326i,-0.00025478+0.00085504i,-0.00010515+0.00023055i,-6.6114e-05-0.00055042i,-0.00073635-0.00046544i,-0.00061095-0.00018563i,-0.00035856-7.4303e-05i,8.673e-05+0.00051749i,0.00056901+0.00065421i,5.0967e-05+2.6565e-05i,5.4162e-05-0.00039437i,0.00028556+0.00032242i,-5.2337e-05+2.7832e-05i,-0.00037221-0.0013726i,-0.00042434-0.0012312i
0.00034119+0.0011685i,0.00083612+0.00073142i,0.00092714+0.00017713i,0.00036802-0.00035128i,-0.00017065-0.0010643i,-0.00013159-0.0017817i,0.00017728-0.0013067i,0.0003126-0.00020438i,-0.00034904+0.00036239i,-0.0013363+0.0003732i,-0.00093108+0.00034819i,-0.0010265+6.4552e-05i,-0.00086449-0.00032958i,0.0007252-0.00081912i,0.0014711-0.00043799i,0.0010885+0.00034962i,0.00034211+0.00022181i,-0.00082269+0.00042224i,-0.0011811+0.00087796i,-0.00068439+0.00094721i,-0.00055625+0.0012777i,-0.0006698+0.001279i,-0.00045727+0.0012245i
-0.00050776+0.00055423i,0.00093825+0.00052708i,0.0022757+0.0010632i,0.0015839+0.00057663i,0.0011339-0.0013132i,0.0017447-0.0025785i,0.001254-0.00093578i,0.00040636+0.0004491i,0.00027431-2.2436e-05i,0.00081451-0.00024465i,0.0011446+0.00013056i,-0.00030843-2.1304e-05i,-0.00065465-0.00042946i,7.3089e-05+0.0001681i,1.9671e-05+0.00020443i,-0.00014155+0.00012751i,-0.00042522+0.00031536i,-0.00017061+0.00082664i,8.5542e-05+0.00093282i,0.00070548+0.00032959i,0.00074533+0.00047295i,0.0004911+0.00064624i,0.00068194-0.00029096i
