-0.001694+0.00029363i,-0.00073178+0.00028818i,-0.00077567+0.00059845i,-0.00066959+0.0011157i,-0.00031463+0.0016045i,2.4417e-05+0.00092574i,-0.00061136+0.0011377i,-0.00065347+0.001158i,0.00036996+0.00023411i,0.00092803-0.00045336i,0.0010878-0.00074725i,0.0010735-0.0012497i,0.00067935-0.0021144i,-1.1144e-05-0.0019608i,-0.00033249-0.00071373i,-0.00014718+0.00029661i,0.00016869+0.00096578i,0.00044742+0.0011883i,0.00021975+0.00073337i,-0.00042826+0.00034633i,-0.00045501+0.00053281i,-0.00023269+0.00040488i,0.00030579+8.6167e-05i
0.00067446+0.0010259i,0.0010675+0.0021554i,0.0022648+0.0026818i,0.0027155+0.002143i,0.0017635+0.00021203i,0.00085376-0.00036693i,0.00064249+0.00021078i,0.00088473-0.00058011i,0.0002211-0.00049747i,-0.00036827+7.5993e-05i,-0.00028263-0.00054301i,-0.00040022-0.0010086i,-0.00021389-0.00068171i,-0.00053414-0.00019072i,-0.00073419-0.00018221i,-0.000316+0.00012559i,-0.00015508+0.00033776i,-0.00058104+0.00019135i,-0.00091059+1.7387e-05i,-0.00042655+0.0004859i,-0.00014974+0.00070539i,-0.00090181-0.00015274i,-0.00096341-0.00025352i
0.00049486+0.00013128i,-1.2405e-05-5.069e-05i,-0.00065858-0.00027394i,-0.00098123-0.00091072i,-7.0152e-06-0.0010977i,0.00055468-0.00071552i,-2.5614e-05-0.00067795i,-0.00021928-0.00090995i,-0.0003407-0.00075504i,-9.3275e-05-0.00050352i,-2.6585e-05-0.00022018i,-0.00026439-5.2819e-05i,-0.0004502-0.00028787i,-0.00086128+7.8363e-05i,-0.0013353+0.00036046i,-0.0011276-6.4956e-05i,-0.00070032-0.00054679i,-0.0003653-0.00045594i,7.5353e-05-0.00029299i,-0.00055357-0.00022184i,-0.00094401-0.00046405i,-0.00066134+0.00017433i,-0.00023163+0.00088033i
0.00038958-0.00047971i,0.0020276+0.00057169i,0.0020741+8.3614e-05i,0.00066264-0.0011531i,-8.7065e-05-0.00086296i,0.00026414+9.1478e-05i,4.8485e-05+5.9199e-05i,-0.00043773+4.613e-05i,-0.00072951-0.00010866i,-0.0013181-0.0004446i,-0.0012894-0.00010808i,-0.0005243+0.00081678i,8.8164e-05+0.00054025i,6.7902e-05-0.00014109i,0.00015368-0.00013896i,0.00030126-8.5803e-05i,0.00026293+8.2999e-05i,0.00052562-0.00044726i,0.00056458-0.00052389i,1.5293e-05+0.00040062i,-0.0009999+0.00047996i,-0.0010732+4.2149e-05i,0.00015662+0.00025187i
-0.0018479+0.0015261i,-0.0011129+0.002165i,-0.00024514+0.0027777i,0.0009418+0.002834i,0.0020995+0.0013976i,0.0021886-0.00018135i,0.0014026-0.00021161i,0.00020989-0.00022728i,-0.00093983-0.00018984i,-0.00092547-0.00093137i,5.2456e-05-0.0017511i,0.00054538-0.00067082i,9.3962e-05-2.5321e-05i,-0.00010553-0.00072861i,-0.00033232-0.00062419i,-0.00098454-0.00038343i,-0.0013689-0.00034265i,-0.00081463-0.00043589i,-0.00017188-0.00069927i,6.3227e-05-0.0011953i,9.7205e-05-0.0010219i,-0.00036037+0.00045395i,-0.00040077+0.0012057i
-0.0033718-0.001532i,-0.0024652-2.6968e-06i,-0.00089013+0.0010568i,0.00079921+0.0013496i,0.0011656+0.0017857i,0.00081758+0.0017368i,0.00081524+0.00089042i,0.00017485-0.00029362i,-0.0010509-0.0013538i,-0.0011773-0.0009725i,-0.0015499-0.00015615i,-0.0014176+0.00043708i,-0.00077614+0.00077045i,-0.00064183+0.000173i,-0.00046706+0.00032803i,-0.00016525+0.001408i,-0.00054416+0.001481i,-0.0010418+0.0011036i,-0.00065834+0.0007778i,-0.00010551+0.00039791i,-0.00028447-0.00028317i,-0.00053655-0.00076252i,-0.00047089-0.0009911i
0.00055336+0.00027795i,0.0017633-0.001676i,0.002259-0.001835i,0.0013574-0.0010629i,0.00039892-0.0011469i,0.00046481+0.00010387i,0.0012276+0.00068432i,-0.00012497+4.6485e-05i,-0.00097581-0.0005245i,-9.8e-05-0.00038558i,-1.7777e-05-0.00017885i,-0.0011375-0.00055138i,-0.0011885-0.00052128i,0.00015729-0.00027573i,0.00044545+0.00054852i,-0.0007422+0.0002704i,-0.00077339-2.851e-05i,0.00016031-0.00042766i,0.00091364-0.00087173i,0.0010367-0.00044329i,0.0011794-0.00065475i,0.0010326-0.0013571i,0.00047783-0.00099967i
1.6593e-05+7.4531e-05i,0.0010637-0.00077122i,0.0018341-0.0008964i,0.0018624-0.0011993i,0.00089586-0.0017225i,-0.00046457-0.0016438i,-0.0002742-0.00041305i,0.00014962-6.4568e-05i,-5.7798e-05-0.0015188i,-0.00012516-0.0016661i,1.7189e-05-0.00088978i,0.00010396-0.00037729i,-0.00011773-0.00062797i,-0.00041493-0.0010667i,-0.00062005-0.00029283i,-0.00057665+0.00076545i,-0.0010492+0.0015833i,-0.0012341+0.0014977i,-0.00055951+0.00025486i,-4.3198e-05-0.00043299i,9.0386e-05-0.00029513i,-0.00036925+0.00020688i,-0.00077094+6.5422e-05i
0.0011274+0.0010777i,0.00062985+0.00014314i,0.0015057-0.00018472i,0.0021847+5.3337e-05i,0.0012992-0.00089098i,0.00033452-0.00065615i,6.9448e-05-0.00039015i,0.00048893-0.00079813i,0.00027894-0.00093492i,-0.00032525-0.00062185i,-0.00015598-0.00032422i,-0.00061503-0.00036008i,-0.00067902-0.00042765i,8.7753e-05-0.00033905i,0.00052525+0.00015168i,0.00023552+0.00049106i,0.00024462+0.00026167i,0.00051237-0.0001117i,-5.6398e-05-7.3125e-05i,-0.00023581+0.00022613i,-0.00035185+0.00022737i,-0.00076029+0.00011009i,-0.00048628+0.00075768i
0.0013272-3.2949e-05i,0.00049514-0.00019349i,0.0010315+0.00036603i,0.0016702-0.00044345i,0.0015014-0.00069839i,0.0007283+0.00076941i,0.00039773-0.00012491i,0.00037672-0.0014607i,-5.7072e-05-0.0011083i,0.00024956+0.00018895i,0.00069924+0.0010869i,8.9025e-05+0.0012519i,0.000182+0.0014424i,0.00034161+0.00065593i,0.00035164-0.0001181i,0.00056364-0.00035372i,0.00059111-0.00074017i,0.00017677-8.5516e-05i,-0.00035676-0.00028654i,-0.00087296-0.00020788i,-0.0011971+0.00036629i,-0.00091215-0.00085833i,-0.00024105-0.0012922i
-0.0017114+0.0010846i,-0.00015931+0.0012595i,0.0010679+0.0013363i,0.0015403+0.00022175i,0.0021069-0.00096315i,0.0016612-0.00088418i,0.00093796+1.0192e-05i,0.00041663+0.00058878i,-0.0003857+0.00059863i,-0.00043449+0.00097282i,9.6141e-05+0.0006187i,0.00037718-0.00030071i,0.00022511-0.00036053i,-0.00082537-0.00038416i,-0.0010384-0.0011377i,-0.00037953-0.00078762i,-0.00031785+0.00034251i,-0.00031102+0.00050077i,-0.00059501+0.00040658i,-0.00051634+7.4856e-05i,0.00027239+0.00032398i,0.00057741+0.00068407i,-0.00021012-5.3348e-05i
0.00025244+0.00134i,0.0018938+0.0021743i,0.003738+0.0027634i,0.0037041+0.0015076i,0.0029898+0.0003217i,0.0024111-3.1822e-06i,0.0019022-0.00047333i,0.0011844-0.00052034i,5.88e-05-0.00021835i,-0.00044233-0.000597i,-0.0005054-0.00059963i,-0.00060191-1.6448e-05i,-0.00057687-9.1013e-05i,-0.00095029+1.5744e-05i,-0.00057447+9.3412e-05i,-4.5475e-05+2.5664e-05i,-0.00024781-1.1229e-06i,-0.00050665-0.00054313i,-0.00090944-0.00061893i,-0.0009391-3.8915e-05i,-0.00057686-0.00019569i,-0.00029931-0.00049863i,-0.00038516-0.00048854i
-0.00089753-0.0010054i,-0.00072612-0.00017459i,-0.0006345+0.00082263i,-0.00084716+0.0008264i,-0.00096273+0.00058155i,-0.00029549+0.0012279i,0.00014986+0.00072435i,0.00034164-0.001089i,0.00045312-0.0017568i,0.00041734-0.001193i,0.00020945-0.00081978i,0.00051415-0.00059259i,0.00069914-0.00069726i,0.00029803-0.00064041i,-6.5052e-05-2.253e-05i,0.00031317+6.6194e-05i,0.00033609-0.00030288i,6.0262e-05+0.00036836i,-0.00047982+0.00097523i,-0.00098862+0.00060282i,-0.00033336+4.6581e-05i,8.7159e-05-0.00057255i,-0.00074868-0.00087087i
0.00037775+0.0016398i,0.0014328+2.9701e-05i,0.0026799-0.00018469i,0.0018372-2.4146e-05i,0.0015758+8.2798e-05i,0.0018624+0.00013113i,0.0010417-0.00017483i,0.00086034-0.00049952i,0.00060505-0.00094921i,0.00016126-0.0012212i,-9.8458e-05-0.0011374i,-0.00048583-0.0012197i,-0.0007117-0.0011959i,-0.00049795-0.00045485i,-4.1613e-05+0.0012257i,-0.00035483+0.0011507i,-0.00052536+0.001021i,-0.00031305+0.0017258i,-0.00027241+0.0013419i,-0.00075714+6.3352e-05i,-0.00035817-0.00018077i,0.00051464+0.00034706i,-2.4643e-05+0.00080406i
0.0010956-4.0654e-05i,0.0014397+0.00074411i,0.0029341+0.0010832i,0.0038955+0.0010754i,0.002111+0.00040765i,0.00041952-0.00042258i,-0.00035898-0.00058095i,-0.00031503-0.00030607i,-0.00021811-0.00013036i,-0.00088796-0.00033954i,-0.0012628-0.00039607i,-0.00055112+4.0863e-05i,-0.00053348+5.9992e-05i,-0.00078291+6.4394e-05i,-0.00071478+0.00067967i,-0.0003165+0.0011885i,-0.00035382+0.001035i,-5.8511e-05+0.00079335i,-0.00064325+9.0127e-05i,-0.0015141-0.0006606i,-0.00096929-0.00060673i,-0.00070853-0.0001801i,-0.00084124+0.00039851i
-0.0020775+0.00037219i,-0.0014743+0.00011899i,-0.00090893+6.7874e-05i,-0.00057002-0.00029805i,0.0001425-0.00022274i,0.0011246+0.00043759i,0.00066098+0.00063714i,-9.3388e-05+0.00046621i,-0.0003401+0.00057045i,-0.00010459+0.00015902i,-0.00025737-0.00034379i,6.8078e-06-0.00072511i,0.00057495-0.00093083i,0.00046038-0.00074058i,-0.00025298-0.00046269i,-0.00057478-0.00040559i,0.00020042+0.00014496i,0.00086705+0.00061902i,0.00051944+0.00035695i,-0.00011756+0.0001284i,2.4875e-05+8.3908e-05i,0.00048315+0.00045075i,0.00016051+0.00024979i
0.0007844+0.00083727i,0.002946-0.00033663i,0.0038797-0.0003416i,0.0031663-0.00016191i,0.0018808+6.9412e-05i,0.00087977+0.00057043i,0.0010439+0.0010534i,0.001017+0.0010443i,-8.9743e-05+0.00059479i,-0.0005573-5.9452e-05i,-0.0001604-0.00060651i,0.00048084-0.00099789i,0.00065585-0.00082074i,-0.00011526-4.0751e-05i,-1.3647e-05+0.00023683i,-0.00014545+0.00028047i,-0.00027487+0.00027443i,0.00031979-0.00011762i,8.8161e-05+0.00043714i,-0.00026397+0.00084988i,-0.00027534+0.00046361i,3.1748e-05+0.00046966i,0.00023867+0.00027979i
0.00036452+0.0023741i,0.001522+0.002924i,0.0032553+0.0029044i,0.0038564+0.00075985i,0.0029197-0.001812i,0.001717-0.001819i,0.0014081-0.00052323i,0.00094802-0.00014391i,-0.00028235-7.4405e-06i,-0.00070841-0.00047757i,-0.0005742-0.00076009i,-0.00082969-0.00012572i,-0.00047486+0.00064489i,-6.5348e-05+0.0012197i,-0.00089031+0.00068273i,-0.0010586-9.9451e-05i,-0.00066152-0.00063736i,-0.00086422-0.00021656i,-0.00034652+2.6704e-06i,0.00014482-0.00061302i,-0.00041767-3.5609e-05i,-0.00039703+0.00024317i,-0.00015528-0.00010058i
-0.0011769-0.00021251i,-0.00053227+0.00034292i,0.00020732+0.00073527i,0.00087053+0.00094001i,0.00073939+0.0011472i,-2.1247e-05+0.00040171i,-0.00011986-0.00034065i,-0.00018324-0.00074721i,-0.00058115-0.00029856i,-0.00054577+0.00018871i,-0.00099634-7.2251e-05i,-0.0011335-0.00024292i,-0.00065251-0.000492i,-8.2248e-05-0.00056332i,0.00044506-0.00087975i,0.00035348-0.0012857i,0.00043229-0.00069652i,0.00058917-0.00019178i,0.0001338-9.6438e-05i,-0.00039645-0.0001718i,-0.00033953-0.00062944i,0.0002533-0.00082116i,0.0003668-0.00060154i
0.00027347+0.00010561i,0.00075953+0.00013361i,0.0012284-0.00037105i,0.0012787-0.00031596i,0.0006529-0.0002107i,-0.00040562+7.0259e-05i,0.00013879+0.00050781i,0.000709+0.00042408i,6.1769e-05-0.00012017i,-0.00035679-0.00070271i,-0.00038239-0.0012222i,0.00026344-0.00069349i,0.00089025-0.00081092i,0.00099144-0.00086625i,0.00056296-0.00011488i,0.00059406+0.00015754i,0.00065968+0.00017969i,0.00049311-0.00015541i,0.00030004-0.00028009i,-1.8035e-05+0.00042956i,-4.3972e-05+0.00098594i,-3.3087e-05+1.5222e-05i,0.00045213-0.00091323i
-0.0010941-0.0017191i,-0.00091851-0.0013711i,-0.0010454-0.00039156i,-0.0010919-0.00015177i,-0.0012123+2.9877e-06i,-0.0014245+0.00010199i,-0.00085498-0.00020146i,-0.00017553-0.00058565i,0.00027446-0.00014753i,-0.0003177+0.00026937i,-0.00096023+0.00051515i,-0.00068749+0.00023149i,-0.00036509+0.00079256i,0.00035814+0.0012416i,0.00047922+0.00091758i,2.2723e-05+0.0009707i,0.0003532+0.00035234i,0.00033066-0.00099853i,-0.00024744-0.0013734i,-0.00035647-0.00053098i,-0.00011598-0.00025818i,-0.00018661-0.00033439i,0.00017297-6.6855e-05i
-8.077e-05+0.0012895i,0.00035735+0.0015536i,0.0016831+0.00090633i,0.0033611-0.00012892i,0.002767-0.00079923i,0.00074451+4.5408e-05i,0.00073081+0.00095727i,0.00066469+0.00075454i,-0.00071188+9.7002e-05i,-0.002069-0.00059466i,-0.0017579-0.00046857i,-0.00034291-5.2442e-05i,0.00030331-0.0001591i,-0.0002622+9.5915e-05i,-0.00070775-9.2789e-05i,-0.00050322-6.2914e-05i,-2.5085e-05+0.00049072i,0.00034998+0.00040336i,-0.00023509+5.8561e-05i,-0.0010569+2.176e-05i,-0.00077021-0.00027339i,-0.00082068-0.00015055i,-0.0009937+0.00020963i
-0.0021861+0.0009375i,-0.0012912+0.0012704i,-0.00050266+0.0014602i,0.00038496+0.0017446i,0.0012934+0.001327i,0.0015833+0.00050612i,0.0010537+0.00052906i,0.00039475+0.00014812i,-0.0009207-0.00036705i,-0.0015691-0.00055607i,-0.00032655-0.0010119i,0.00062437-0.00078295i,-0.00015043-0.0011056i,-0.00070422-0.0013877i,-4.2509e-05-0.00040055i,0.00024052+0.0010775i,0.0002846+0.0017465i,0.00013816+0.0013064i,-4.0146e-05+0.0010777i,0.00069026+0.0010001i,0.00082312+0.0006271i,0.00044016+0.00022815i,-2.4926e-05-9.1498e-05i
0.00071444-0.00062941i,0.0012519-0.0016292i,0.0025477-0.0030965i,0.0023021-0.0027277i,-3.6322e-05-0.0023959i,-0.0010635-0.0015778i,-0.00011786-0.00051224i,0.00082353-0.0010376i,0.00059445-0.0010651i,0.00033501-0.0004521i,-0.00055446+5.8239e-05i,-0.00099338+0.00013971i,-0.00014339-0.00037368i,-0.00020819-0.00052328i,-0.00066284+0.0003453i,-0.00081191+0.00051569i,-0.00060356+0.00015122i,-0.00050082+0.00029873i,-0.00041767-8.4829e-05i,-0.00013191+0.0003574i,-0.00025434+0.00050002i,-0.00043493-9.2092e-05i,-0.00013141-0.00042276i
0.0011696-0.0014024i,0.0016998-0.00044757i,0.0026374+0.00019509i,0.0020306-0.00060557i,0.00073154-0.0018548i,0.000322-0.0013492i,0.00045108-0.00034333i,1.846e-05-0.00011783i,-0.00061104-0.0003231i,-0.00067001-0.00072405i,-0.00064359-0.00046877i,-0.00081247+0.0003581i,-0.00078446+0.00034965i,-0.001063+0.00062049i,-0.00097534+0.00085331i,-0.0004454+0.00068604i,0.00010726+0.00044856i,0.00054398+0.00011633i,0.00037595-0.00035653i,-6.604e-05-0.00073986i,9.9066e-05-0.00042386i,0.00037826+0.00042155i,0.00021179+0.00035193i
0.00081537-0.00040667i,0.00074055-0.00077504i,0.0010285-0.0010167i,0.0014532-0.0005978i,0.0013739-0.0012392i,0.0014237-0.0014843i,0.0014768-0.0010871i,0.00088406-0.00089034i,0.00035987-0.00034828i,3.0439e-05-8.2834e-05i,-0.00042253-0.00053241i,-0.00044828+0.00011077i,-0.0008843+0.0012583i,-0.0004549+0.00049854i,0.00082353-0.00033836i,0.00077493+0.00037339i,0.0004143+0.00056279i,0.0007618+0.00029016i,0.00095233+0.00044259i,0.0004265-0.00014211i,-0.00011702-0.0010088i,-6.8571e-07-0.00051805i,0.000547-0.00017562i
0.00063411+0.00065148i,0.0010673+0.0018817i,0.0019441+0.0010544i,0.00099748+0.00090947i,-0.0012582+0.0010136i,-0.00088462+0.00082372i,-0.00020396+0.00060738i,-0.00053584-0.00015059i,-0.00049893-0.0010729i,0.00034201-0.0011888i,0.0002055-0.00068926i,0.00040473+0.00054934i,0.0007986+0.00069232i,0.0011487+5.1562e-05i,0.00079358-0.00015739i,0.00013445-0.00053427i,0.00080689-6.2474e-05i,0.00061465+0.00078453i,-0.00036661+0.00082359i,-0.00030649+0.00039114i,0.00026992+0.00025324i,0.0007015+0.00012191i,0.00087953-0.00032497i
0.001277-0.00013396i,0.00013856+0.00016026i,0.0010705-0.0018146i,0.0020056-0.002342i,0.0011496-0.0015013i,6.1551e-05-0.00062338i,-0.00011491+0.00017636i,0.00014511+9.31e-05i,-7.8624e-05-0.00028736i,-0.0012395-0.00019274i,-0.0023836+0.000401i,-0.0012473+0.00073153i,0.0005894-8.9426e-06i,0.00069904+0.00025591i,0.00022767+0.00073419i,0.00064359+0.00084636i,0.0010996+0.00067661i,0.00070615+8.1969e-05i,0.0001152+0.00010984i,-0.00037729+0.00058773i,-5.3084e-05+0.00021546i,4.6146e-05-0.00021289i,-0.0001975-0.00040181i
-0.00077119+0.00034013i,0.0007515+0.00035275i,0.0011619+0.00081973i,0.000956+0.0013877i,0.00083737+0.0013145i,0.0010622-0.00023495i,0.0012202-0.00079314i,-0.00013482-0.00011159i,-0.00078538-7.5482e-05i,-0.0001649-5.6895e-05i,0.00038589-8.8621e-07i,0.00028935-0.00073291i,0.00012001-0.0010509i,-0.00060769-0.0010466i,-0.00061601-0.00044509i,-0.00016423-0.00035904i,-0.0005754-0.00051841i,-0.0006858-0.00030829i,0.00047435-1.7402e-05i,0.00078743-0.00032093i,0.00015209-0.00053467i,0.00027725-5.1246e-05i,0.00038682+0.00060487i
-0.00076039-6.0218e-05i,-0.00035265-0.00030228i,0.00070676-0.00070725i,0.001286-2.0485e-05i,0.00064423+0.00014151i,-3.2094e-06-0.0004847i,0.00079803-0.00012839i,0.0014321-1.2424e-05i,0.00056094-0.00020337i,-6.1249e-05-0.00041456i,0.00025952-0.00078812i,0.00053675-0.00048737i,0.00013995-0.00027485i,-0.00071706-0.00068961i,-0.00057198-0.00053101i,-0.00022571-0.0005994i,-0.00059762-0.00080467i,-3.4789e-05-0.0003433i,0.00021531-0.00014459i,-0.00012285-0.00021825i,0.00011145-0.00023676i,0.0008603-2.6902e-05i,0.00033048+0.00041067i
0.0011225-0.00087788i,0.0018015-0.00053709i,0.0013241+6.698e-06i,0.0013325-5.5609e-05i,0.00076689+0.0003738i,-0.0002952+0.0001891i,0.0001912-0.00092159i,0.00087315-0.00089959i,0.00023946-0.00084418i,-0.00082973-0.00085753i,-0.0012537-0.00017785i,-0.00092856-0.00018247i,-0.00032736-0.00051426i,0.00048105-0.00073306i,0.0012421+0.00031606i,0.00089432+0.0011556i,0.00055993+0.00061888i,5.7629e-05+2.165e-05i,0.00074826+3.2369e-05i,0.0014572-6.9693e-05i,-0.00019315+3.1888e-05i,-0.00091094+0.00019057i,0.0004943-0.00015728i
0.00025189+0.0021413i,0.0013024+0.0022081i,0.0011331+0.0020813i,0.0020173+0.0018716i,0.003143+0.00043833i,0.0024069-0.0016436i,0.0011821-0.0011236i,-7.6191e-05+0.00033215i,-0.0014963+0.00019125i,-0.0019768-0.00036984i,-0.0010759-9.4657e-05i,0.00023506+8.1751e-05i,0.00041734-0.00047111i,-0.00063809-0.000653i,-0.0010521-0.00055378i,-0.0016853-0.0002428i,-0.0015022+0.00028633i,-0.00047789+0.00064253i,0.00039982+0.00044569i,0.00044622+8.0537e-05i,1.5749e-05-0.00039599i,-0.00040084-0.00052723i,-0.00095523+0.00045777i
0.0011662+0.00029312i,0.0019311+0.00043916i,0.0020559+0.00071393i,0.0019214-0.00012881i,0.0021677-0.00093441i,0.0011063-0.0015905i,0.00030921-0.0014445i,-1.2457e-05-0.0015137i,-0.00086299-0.0017279i,-0.001011-0.0013765i,-0.00096217-0.00097861i,-0.00050509+8.1296e-05i,-0.00022351+9.8978e-05i,-0.00051343-0.00044139i,0.00037476-0.0006062i,0.0011006-0.00084622i,0.00097614-0.00049753i,0.00090182-7.2339e-05i,0.00040942-0.00013687i,0.00017496-0.0001831i,0.00022361-0.00020709i,0.00010449-0.00076013i,-0.00055128-0.00022828i
0.0005588-0.0011617i,0.0013258-0.0010836i,-1.193e-05-0.0013746i,-0.00024047-0.0018253i,0.00034651-0.0017717i,-4.8796e-05-0.00056927i,0.00015477+0.00023209i,6.8269e-06+2.8069e-05i,-0.0010055-0.00044617i,-0.0012305-0.00042006i,-0.0013072-0.00012079i,-0.0015575+8.7069e-05i,-0.0013123-0.00031681i,-0.00045258-0.00048477i,-0.00014303-4.5453e-05i,-0.00044203+0.00042435i,-0.00053113-8.4846e-05i,-0.0011901-0.00086241i,-0.00109-0.00046224i,-0.0002906+0.00023933i,0.00011192+0.00067959i,0.00017379+0.0010299i,0.00044641+0.00073319i
-0.00038167+0.0010493i,0.00020356+0.00034805i,0.0015412+0.00069632i,0.0023353+0.00039664i,0.0020766+0.00024987i,0.00018813+0.00038503i,9.2745e-06-8.3278e-05i,0.0005771+6.7655e-05i,-6.6996e-05+0.0006987i,-0.00071181+0.0006101i,-0.00041702-0.00035815i,-0.000389-0.00061403i,-0.00048033-0.00079786i,5.2362e-05-1.1314e-05i,0.00068744+0.00086655i,0.00064659+0.00050927i,0.00028508-0.00031123i,0.00022986-0.00066356i,9.6538e-05-0.00061213i,-0.00025222-7.42e-05i,-0.00025069-7.3441e-06i,4.9178e-05-0.0005214i,-0.0006023-8.3033e-05i
-0.00065124-0.0026589i,-0.00098443-0.0025703i,-0.0010805-0.0022992i,-0.00077022-0.0014414i,-0.00012859-0.00038442i,1.8716e-05+0.00051571i,0.00038689+0.00018908i,0.00024976-0.0004311i,-0.00068094-0.00054535i,-0.0013102-0.00045871i,-0.00058146-0.00049707i,0.00059161-0.00030625i,0.00072677+0.00019608i,0.00025767+0.00024674i,-2.1649e-05+4.2513e-05i,0.00016507-0.00092676i,-8.4586e-05-0.0014022i,-0.00072245-0.0010943i,-0.00038498-0.00075009i,-0.00021992-0.00036448i,-0.00024243+4.9374e-05i,0.00031009+0.00056985i,0.00024414+0.00050004i
-0.0029009-0.00028986i,-0.0014371+0.001216i,-0.00091355+0.0027113i,0.00014311+0.0026918i,0.0015703+0.0019835i,0.0014221+0.0010339i,0.00076689-0.00013726i,0.00027569-0.00081245i,-8.4068e-05-0.00044806i,-0.00033637-0.00024634i,-0.00087453-3.0686e-05i,0.0001393-0.00037552i,0.001319-0.00086101i,0.00082693-0.00016791i,8.527e-05+0.0003828i,-9.4695e-05+0.00073205i,6.444e-05+0.00051851i,0.00036627+0.00064629i,0.00044152+0.0010707i,-1.2286e-05+0.00046646i,-8.4057e-05-0.00054545i,0.00064633-0.00054404i,0.00077223-0.00014227i
0.002778+0.00059686i,0.0021052+0.00029717i,0.0025617-2.312e-05i,0.0029023-0.00093506i,0.0017713-0.0014855i,-0.00017373-0.00071375i,-0.00032244-0.0001827i,0.00067549-0.00061881i,0.00075345-0.0011737i,0.00041029-0.0013875i,0.00031452-0.0010621i,0.00032131-0.00058502i,-0.00039219+0.00011632i,-0.0011721+0.00038159i,-0.00067035+0.00062033i,0.00033147+0.00024774i,0.00098758-9.4053e-05i,0.00081389-2.6782e-05i,0.00030825-0.00033408i,-0.00021534-0.00064164i,-0.00040025-0.00049089i,0.00046439-0.00010167i,0.00060116+0.00013692i
-0.000421-0.00087425i,-0.00033971+0.00037563i,-0.00019237+0.0017521i,0.00010088+0.0011877i,0.00088537-0.00038093i,0.0015106-0.00060331i,0.0012759+2.6979e-05i,0.00076767-5.9827e-05i,-7.3262e-05-0.0007771i,-0.00011539-0.0013329i,-1.9562e-06-0.00082728i,-0.00042987+0.00031967i,-5.1614e-05+0.0010169i,-0.00024341+0.00043573i,-0.00065472-0.00023779i,-0.00024286+8.782e-05i,-0.00015937+0.00031378i,0.00023457+0.00032608i,0.00055089+0.00023953i,0.00027609+0.00069801i,-0.00037285+0.00061i,-0.00045404-0.00020708i,0.00036207-0.00025455i
0.0033546-0.001292i,0.0031192-0.0019436i,0.0021872-0.0028114i,0.0005094-0.001873i,-0.0007645-0.0011738i,-0.00098238-0.00056739i,-0.00028604+0.00063832i,0.00033409+0.00012763i,0.00071473-0.0012237i,0.00070076-0.0011493i,-0.00011602-0.00060435i,-0.00064796-0.00022402i,-0.00029419-6.2191e-06i,5.3316e-06-0.0002444i,-0.00013445+0.00010315i,-0.00065172+0.00024713i,-0.00087972-0.00057717i,-0.0010051-0.0010599i,-0.00095465-0.0012812i,-0.00065965-0.00063169i,-0.0009982-0.00049644i,-0.0012415-0.00024079i,-0.00070669+0.00033509i
-2.3147e-05-0.0016012i,-0.00065842-0.00094553i,-0.00041003-0.00070956i,-0.00024155-0.00089464i,-0.0011355-0.00044035i,-0.0010789-0.0002031i,-0.00081674-0.00024625i,-0.00079484-0.00034752i,-0.0013551-0.00073682i,-0.0022146-0.00029868i,-0.0013739+0.00024382i,-0.00041323-3.579e-05i,-7.3647e-05-0.00020023i,0.00019513+0.00025414i,0.00024321+0.00081032i,0.00076413+0.00057779i,0.00079858-0.00018436i,0.00024844+2.5271e-05i,-0.00026278-0.00016923i,-0.00065646-0.00068394i,-0.00090453-0.00023176i,-0.00067187-0.00020645i,0.00040376-0.00022145i
4.9397e-05-0.00031084i,-7.3288e-05-0.00085547i,0.00032477-0.00064875i,0.00089098+0.00061909i,0.00013244+0.0012366i,-0.0002127+0.00071857i,0.00035555+0.00031542i,0.00033128+1.0823e-05i,-0.00014977-0.00016658i,-0.00087702+0.00013946i,-0.0012133+0.00051395i,-0.0012016+0.0010563i,-0.0003359+0.00060475i,0.00011878+0.00047385i,-0.00066895+0.00061138i,-0.00089015+0.00027237i,-0.00011707+0.00062354i,0.0002959+0.00079352i,0.00041782+0.00064435i,0.00016861+0.00052456i,2.2813e-05-5.31e-05i,-3.7185e-06-0.00015414i,3.2093e-05+0.00038573i
-0.0020315+0.00067808i,-0.00055387+0.001477i,0.00029349+0.0019261i,0.0013145+0.0012302i,0.001912+0.0010463i,0.0020777+0.00089467i,0.0021288+0.00016168i,0.0012425-0.00091188i,-3.7807e-05-0.0015263i,-0.00048778-0.00097415i,-0.00053002-5.4474e-05i,0.00032581+0.00044643i,0.00091547-0.00037272i,0.00067066-0.0013441i,0.00021674-0.0015667i,-0.00025306-0.00048637i,-0.0002791+0.00071572i,-0.0006074+0.00042186i,-3.8114e-05+9.7281e-05i,0.00018295+0.00053676i,-0.00040484+0.00058111i,-0.00029225-4.442e-05i,-0.00047047+0.00030257i
