-0.0022109-0.00042748i,-0.0016309-0.0012709i,-0.0023246-0.0010195i,-0.0039999+0.00014577i,-0.0045547+0.00097845i,-0.0025182+0.0013084i,-1.1808e-05+0.0012143i,0.00083115+0.0014786i,0.0010295+0.0012677i,0.0016144+0.000788i,0.0011935+0.00053079i,0.00017079+0.00027307i,-0.00034595+7.9185e-05i,-0.0010079-0.00061638i,-0.0006544-0.0013252i,3.1503e-05-0.00085941i,8.9212e-05-0.00030058i,-0.00032323-0.0002334i,-0.0017428+0.00012131i,-0.0016519+0.00022813i,-0.00013335-4.6942e-06i,0.00065306-0.00020628i,0.00037928-0.00043868i
0.04319-0.010774i,0.12309-0.0041108i,0.22343+0.034586i,0.25748+0.075148i,0.18683+0.052912i,0.082127-0.012287i,0.0079702-0.060832i,-0.032542-0.070266i,-0.052122-0.035769i,-0.056705+0.012558i,-0.051508+0.031373i,-0.037327+0.021565i,-0.025247+0.0066431i,-0.03493-0.00093283i,-0.056438+0.0081385i,-0.062602+0.02873i,-0.048542+0.040955i,-0.030941+0.033191i,-0.020193+0.014629i,-0.015755+0.0041688i,-0.014492+0.0037i,-0.01419+0.0068358i,-0.0091392+0.010085i
-0.034221+0.01497i,-0.10615+0.020907i,-0.20273-0.0011294i,-0.23865-0.036528i,-0.17387-0.031622i,-0.079047+0.018267i,-0.015998+0.065201i,0.017927+0.077614i,0.043221+0.047687i,0.058127-0.0010719i,0.053228-0.025612i,0.035319-0.020187i,0.026246-0.0059563i,0.039837-0.0035702i,0.060677-0.02112i,0.064114-0.0446i,0.048236-0.052212i,0.030575-0.035675i,0.020772-0.011889i,0.015984-0.00035237i,0.014374-0.00043326i,0.014655-0.0051352i,0.011141-0.01013i
0.019871-0.017874i,0.080909-0.032268i,0.16966-0.017909i,0.21196+0.020912i,0.16414+0.024242i,0.081496-0.021067i,0.026274-0.0667i,-0.00053363-0.08269i,-0.02569-0.059501i,-0.044081-0.012446i,-0.038217+0.017844i,-0.020238+0.015122i,-0.015311+0.00065745i,-0.032375+0.0022078i,-0.055668+0.023552i,-0.060891+0.045897i,-0.046567+0.049188i,-0.028714+0.030922i,-0.016601+0.0093994i,-0.010939+0.002i,-0.0089289+0.0046424i,-0.0089965+0.0094389i,-0.0068573+0.013739i
-0.020547+0.023554i,-0.067716+0.047545i,-0.14579+0.04802i,-0.18625+0.015751i,-0.14343+0.001032i,-0.075261+0.021936i,-0.038348+0.050842i,-0.018721+0.067887i,0.010282+0.055133i,0.034721+0.016509i,0.029291-0.013623i,0.012077-0.01456i,0.0096588-0.0049998i,0.025979-0.012915i,0.043573-0.036411i,0.044366-0.05475i,0.031647-0.052627i,0.018386-0.0317i,0.010956-0.0091835i,0.0095518-0.00029814i,0.012012-0.0039406i,0.013598-0.013258i,0.0087707-0.020528i
0.0068011-0.021409i,0.041945-0.046775i,0.10474-0.050944i,0.14699-0.018804i,0.12235+0.0044628i,0.070761-0.010842i,0.043976-0.038827i,0.033392-0.058426i,0.0068444-0.056539i,-0.021728-0.028155i,-0.018609+0.0027073i,-0.00030485+0.010278i,-0.00057004+0.0055137i,-0.019467+0.016495i,-0.036198+0.042887i,-0.036936+0.06149i,-0.028173+0.056063i,-0.021704+0.031001i,-0.016641+0.0072233i,-0.011543-0.0018704i,-0.010511+0.00044649i,-0.012384+0.010135i,-0.0080679+0.020078i
-0.003843+0.019898i,-0.026266+0.04478i,-0.077644+0.054853i,-0.11843+0.031058i,-0.10333+0.0090025i,-0.06326+0.010006i,-0.049086+0.020123i,-0.049371+0.037005i,-0.025388+0.046502i,0.0044569+0.032484i,0.0039879+0.0085852i,-0.0086788-0.0001883i,-0.0038189+0.0012002i,0.014131-0.012946i,0.028873-0.04033i,0.031485-0.057071i,0.025501-0.04821i,0.019646-0.022219i,0.01492-0.00030802i,0.0098723+0.006836i,0.0081147+0.0020679i,0.0074172-0.0097153i,0.00226-0.019837i
-0.0033356-0.013988i,0.0087458-0.034888i,0.048668-0.042527i,0.089102-0.021007i,0.080746+0.00054176i,0.052441+0.0054225i,0.050844+0.0039174i,0.059043-0.011487i,0.039944-0.033924i,0.012684-0.034803i,0.013174-0.014829i,0.022777-0.002659i,0.016553+0.00020873i,0.00047015+0.013942i,-0.011464+0.037299i,-0.01362+0.049649i,-0.012523+0.040619i,-0.013834+0.019446i,-0.014616+0.0022958i,-0.012008-0.0039878i,-0.010227+0.00097856i,-0.0057712+0.015183i,0.0039536+0.024782i
0.0055809+0.012262i,0.001656+0.027685i,-0.025892+0.034697i,-0.05987+0.018997i,-0.059786-0.0019819i,-0.040271-0.014719i,-0.045357-0.025222i,-0.061984-0.015965i,-0.046415+0.016435i,-0.019559+0.032719i,-0.019287+0.020497i,-0.027374+0.0092792i,-0.019009+0.0048747i,-0.0040638-0.011398i,0.0040631-0.036347i,0.0071202-0.048836i,0.011709-0.040853i,0.018095-0.021509i,0.019796-0.0034375i,0.016312+0.00492i,0.012941+0.0013884i,0.0074366-0.011796i,-0.002677-0.021822i
-0.0091154-0.0070596i,-0.011285-0.01485i,0.0086068-0.015306i,0.041591+0.00021866i,0.045887+0.013528i,0.029251+0.027461i,0.035658+0.04887i,0.057997+0.041573i,0.053159-0.0021115i,0.030702-0.033405i,0.027336-0.028127i,0.032254-0.015284i,0.024208-0.0094207i,0.010605+0.0043607i,0.0018134+0.025729i,-0.0044011+0.037672i,-0.012445+0.032059i,-0.019333+0.016307i,-0.019302+0.0041115i,-0.015043-0.00063268i,-0.010067+0.0018695i,-0.0020062+0.010215i,0.0080981+0.015963i
0.010309+0.005106i,0.0138+0.00498i,-0.0011201+0.0039524i,-0.028399-0.0049578i,-0.028445-0.018613i,-0.015047-0.041091i,-0.027533-0.071757i,-0.052441-0.070131i,-0.053488-0.021379i,-0.036753+0.021244i,-0.032916+0.023579i,-0.035635+0.013567i,-0.029094+0.0087625i,-0.019022-0.0021233i,-0.011812-0.01851i,-0.0043972-0.027986i,0.0065791-0.023694i,0.015695-0.013415i,0.018285-0.0065909i,0.017359-0.0034328i,0.011556-0.0058863i,-0.001914-0.013149i,-0.016254-0.017462i
-0.0047029+0.0030044i,-0.0061363+0.0093034i,0.0064078+0.018781i,0.026802+0.026948i,0.02415+0.032106i,0.003645+0.049654i,0.0081277+0.083738i,0.035661+0.087112i,0.046934+0.03561i,0.038403-0.015642i,0.033607-0.025344i,0.034152-0.01747i,0.029125-0.011829i,0.021656-0.0019906i,0.015926+0.013196i,0.0079231+0.024052i,-0.0054684+0.025127i,-0.016605+0.018928i,-0.017572+0.01232i,-0.012923+0.0069107i,-0.0072119+0.0051932i,0.0025216+0.0097012i,0.013118+0.013831i
0.005109-0.00467i,0.004221-0.015962i,-0.0087269-0.03015i,-0.026549-0.035248i,-0.016091-0.032703i,0.009603-0.054587i,0.0068779-0.098419i,-0.020612-0.10518i,-0.037579-0.053162i,-0.034459+0.0023779i,-0.029574+0.018737i,-0.029729+0.016099i,-0.027629+0.015647i,-0.023151+0.010241i,-0.016927-0.0030924i,-0.0069426-0.014947i,0.0056638-0.018187i,0.014416-0.015036i,0.013701-0.010331i,0.0088697-0.0059549i,0.0030038-0.0044931i,-0.0050264-0.0048923i,-0.011832-0.0062047i
0.001955+0.0081892i,0.0063006+0.02187i,0.023107+0.036673i,0.035177+0.040791i,0.011857+0.040275i,-0.022798+0.060768i,-0.025389+0.10374i,0.0023752+0.11394i,0.028679+0.063074i,0.033878+0.0066191i,0.029169-0.012794i,0.027986-0.014984i,0.028891-0.017489i,0.026741-0.01475i,0.020383-0.0048795i,0.0094143+0.0058496i,-0.0034525+0.012652i,-0.0097898+0.015244i,-0.0078458+0.014003i,-0.0040364+0.010284i,0.0016053+0.0065958i,0.0097509+0.0036743i,0.015631+0.0026912i
-0.0047075-0.0078798i,-0.014481-0.022476i,-0.032754-0.036789i,-0.039875-0.039877i,-0.0108-0.039422i,0.032046-0.063042i,0.042324-0.10802i,0.016709-0.1205i,-0.014289-0.076324i,-0.024953-0.022328i,-0.020724+0.0032961i,-0.02127+0.011278i,-0.024484+0.016712i,-0.023742+0.016704i,-0.019735+0.0084008i,-0.012062-0.0039383i,-0.0006275-0.013387i,0.0059407-0.015965i,0.0036044-0.012515i,-0.00068116-0.0063303i,-0.0042273-0.0015959i,-0.0086652-6.667e-05i,-0.011955-0.0027879i
0.004732+0.010492i,0.020832+0.025648i,0.045102+0.042442i,0.048623+0.044598i,0.0085215+0.040952i,-0.042707+0.062654i,-0.059159+0.10505i,-0.035823+0.11771i,0.0022663+0.078684i,0.01903+0.02911i,0.015268+0.0039777i,0.017123-0.0069828i,0.023704-0.017349i,0.023787-0.021841i,0.017761-0.014485i,0.0084608-3.8208e-06i,-0.0014229+0.010774i,-0.005272+0.013266i,-0.00040099+0.010252i,0.0057923+0.0048i,0.0083417-0.00095091i,0.0085608-0.0040488i,0.0074753-0.0020899i
-0.0084616-0.0038153i,-0.029143-0.015121i,-0.054203-0.025571i,-0.051452-0.027656i,-0.0031115-0.035115i,0.050275-0.062657i,0.068671-0.10057i,0.049009-0.11308i,0.01-0.084006i,-0.01157-0.043533i,-0.010656-0.016573i,-0.013716+0.0017961i,-0.022043+0.017271i,-0.022933+0.02417i,-0.017444+0.018455i,-0.0090069+0.0049128i,-0.0012936-0.0063476i,-5.1815e-05-0.009588i,-0.0045454-0.0069463i,-0.0082788-0.0013506i,-0.0089666+0.004689i,-0.00796+0.0071408i,-0.0074119+0.004432i
0.0083168+0.00059848i,0.033031+0.0084168i,0.060229+0.016699i,0.055185+0.022893i,0.005717+0.033641i,-0.051206+0.058143i,-0.076259+0.087001i,-0.06012+0.09678i,-0.018786+0.078234i,0.0048602+0.047441i,0.0031442+0.021359i,0.0079159+0.00081427i,0.018343-0.016126i,0.020384-0.024036i,0.016866-0.0189i,0.011-0.0057526i,0.0038814+0.0060834i,0.00019399+0.0096558i,0.0026287+0.0059276i,0.0068238-0.0015131i,0.0074378-0.0075624i,0.0059644-0.0079905i,0.0054638-0.0028145i
-0.01086+0.0013547i,-0.03595+0.001926i,-0.064266+0.0023099i,-0.056004-0.0013266i,-0.00048735-0.019706i,0.055264-0.049203i,0.07885-0.07257i,0.065745-0.081285i,0.027572-0.072775i,0.0043983-0.052161i,0.0034357-0.027604i,-0.0033078-0.0027682i,-0.014005+0.01845i,-0.01494+0.027453i,-0.010906+0.021916i,-0.0066415+0.0084904i,-0.0017987-0.0035479i,5.7757e-05-0.0061672i,-0.0034905-0.00011556i,-0.0066573+0.0075354i,-0.0053539+0.012252i,-0.0019032+0.011486i,0.00092621+0.0047076i
0.011331-0.0039791i,0.03469-0.0091384i,0.059434-0.016484i,0.047541-0.0096326i,-0.0043726+0.018072i,-0.052755+0.044185i,-0.076697+0.05587i,-0.068253+0.061281i,-0.030734+0.061819i,-0.0052137+0.049803i,-0.0029001+0.027332i,0.0031864+0.0018797i,0.012012-0.019736i,0.013648-0.028842i,0.009704-0.024549i,0.0046899-0.010943i,0.00070495+0.002787i,0.00061771+0.0070811i,0.0037454+0.0032242i,0.0065115-0.0041475i,0.0058939-0.010802i,0.0011788-0.011561i,-0.0016522-0.0068361i
-0.009418+0.0049828i,-0.031664+0.017252i,-0.053534+0.02989i,-0.041171+0.02409i,0.005768-0.0060346i,0.045198-0.033394i,0.065271-0.038774i,0.063191-0.042724i,0.032187-0.053151i,0.0077876-0.04989i,0.004774-0.029246i,-0.00032328-0.0015995i,-0.0075572+0.021243i,-0.0073696+0.029637i,-0.0049673+0.023751i,-0.0042489+0.0091622i,-0.0031649-0.0040048i,-0.0014519-0.0077597i,-0.00186-0.0025952i,-0.002669+0.0054249i,-0.0010353+0.010758i,0.0013159+0.010619i,0.0027051+0.0050752i
0.0068875-0.011042i,0.022861-0.028063i,0.038501-0.046156i,0.024515-0.036449i,-0.015798+0.0029901i,-0.041984+0.027443i,-0.055702+0.020184i,-0.056958+0.019853i,-0.032881+0.037062i,-0.012577+0.042513i,-0.007753+0.026853i,-0.00080209+0.0018442i,0.0042705-0.019855i,0.0027833-0.027373i,0.0010568-0.021116i,0.00064492-0.0064515i,5.9407e-05+0.006733i,-0.00077762+0.010314i,0.00031633+0.0054394i,0.0020569-0.002102i,0.00088023-0.0082405i,-0.0029057-0.010754i,-0.0059466-0.0075802i
-0.0045067+0.010243i,-0.016025+0.029684i,-0.022516+0.053909i,-0.0055066+0.045223i,0.0216+0.0018842i,0.029329-0.018941i,0.03623-0.0033138i,0.043218-0.00055734i,0.027876-0.023654i,0.010987-0.033838i,0.0065063-0.019986i,0.0027727+0.0029825i,0.0011911+0.022438i,0.0032148+0.028291i,0.0037974+0.020992i,0.001798+0.0061658i,-0.001003-0.0068021i,-0.0038965-0.0099365i,-0.0060732-0.0056432i,-0.0042503+0.00068826i,0.00041287+0.0072256i,0.0050992+0.01055i,0.0085953+0.0084196i
0.0049267-0.0077106i,0.010732-0.030768i,0.010549-0.056515i,-0.008661-0.044598i,-0.025039-0.00072115i,-0.017912+0.011235i,-0.018511-0.016462i,-0.029721-0.020639i,-0.02204+0.0077697i,-0.009734+0.02188i,-0.0059621+0.012626i,-0.003628-0.0055328i,-0.0047267-0.020637i,-0.0074063-0.024026i,-0.0057435-0.017163i,-0.00081239-0.0041803i,0.0032504+0.007811i,0.0047422+0.011674i,0.0057462+0.0084997i,0.0050017+0.002028i,0.0010646-0.005446i,-0.0042108-0.0097688i,-0.0075675-0.0083501i
0.001732+0.0078784i,0.0015118+0.030638i,0.011077+0.05703i,0.030729+0.044226i,0.032278-0.0014075i,0.0049094-0.0081023i,-0.0031541+0.028107i,0.012637+0.033737i,0.014915+0.001126i,0.0087169-0.016715i,0.0051914-0.0090178i,0.0040144+0.0076861i,0.0083145+0.020986i,0.013188+0.022053i,0.010601+0.013559i,0.0027222+0.00059883i,-0.0032149-0.010237i,-0.0062081-0.01199i,-0.0079394-0.0072461i,-0.007844-0.0013203i,-0.0035146+0.0057656i,0.0039578+0.010378i,0.010274+0.0083458i
0.00031711-0.0093456i,-0.0079917-0.031076i,-0.029677-0.054005i,-0.051272-0.035702i,-0.036578+0.0088681i,0.009883+0.0036942i,0.026262-0.044138i,0.0067503-0.051847i,-0.0044727-0.017955i,-0.0044481-0.00082316i,-0.0048168-0.0040818i,-0.0057008-0.012425i,-0.010754-0.019239i,-0.015143-0.016966i,-0.011449-0.0094583i,-0.0033657+0.0011071i,0.0037225+0.0091079i,0.0076863+0.010257i,0.01003+0.0076449i,0.01109+0.0016225i,0.0063106-0.0062076i,-0.0035383-0.010468i,-0.010828-0.0095515i
0.0020925+0.0090822i,0.017401+0.028789i,0.045634+0.046738i,0.065273+0.025278i,0.037834-0.015027i,-0.025924-0.0015953i,-0.050195+0.05177i,-0.025558+0.059164i,-0.0048491+0.02512i,0.0018019+0.0075136i,0.0031797+0.008447i,0.0058376+0.01418i,0.014531+0.016062i,0.01969+0.010372i,0.013876+0.0035018i,0.0025426-0.0031275i,-0.0064746-0.0072964i,-0.010079-0.0066057i,-0.011569-0.003027i,-0.011912+0.0029374i,-0.0069124+0.0096103i,0.0026443+0.012429i,0.010255+0.0089209i
-0.0084914-0.0032653i,-0.027845-0.018279i,-0.06041-0.028631i,-0.077635-0.0021289i,-0.03478+0.034821i,0.044547+0.0073133i,0.072321-0.057736i,0.042851-0.066954i,0.014444-0.033624i,0.0030546-0.017886i,-6.8398e-06-0.016926i,-0.0041534-0.017427i,-0.014118-0.015127i,-0.020134-0.0075638i,-0.014275-0.00082506i,-0.0026762+0.0046635i,0.0053129+0.0075452i,0.0091186+0.0061687i,0.011909+0.0028144i,0.013979-0.0032097i,0.01006-0.011492i,-0.0017264-0.014161i,-0.010699-0.0079823i
0.01107+0.003711i,0.034248+0.012296i,0.073113+0.013298i,0.088016-0.018469i,0.029943-0.047718i,-0.062712-0.0080567i,-0.094595+0.061426i,-0.060315+0.069443i,-0.02316+0.036685i,-0.0055965+0.022747i,0.0010477+0.021631i,0.0061702+0.01924i,0.015834+0.012408i,0.020285+0.0023638i,0.012671-0.0039011i,0.0018487-0.0061374i,-0.0050679-0.0052447i,-0.0081337-0.0013988i,-0.010435+0.0028442i,-0.01203+0.008617i,-0.0077675+0.015495i,0.0023718+0.016269i,0.010054+0.0087831i
-0.0088624-0.0031749i,-0.034012-0.005074i,-0.07619+0.0062038i,-0.088242+0.045703i,-0.022443+0.067188i,0.077732+0.012835i,0.11123-0.063574i,0.074499-0.072518i,0.033332-0.041935i,0.01036-0.030348i,0.0017504-0.026672i,-0.003276-0.019137i,-0.013181-0.0093794i,-0.0176+0.0015777i,-0.010704+0.0060802i,-0.0016681+0.0057743i,0.0034073+0.0044859i,0.0050651+0.0019336i,0.0069756-0.0022305i,0.010063-0.0095236i,0.0076378-0.018178i,-0.0013225-0.018196i,-0.0076726-0.0077169i
0.0070152-7.2168e-05i,0.033274-0.004233i,0.075542-0.022191i,0.083568-0.063413i,0.0095923-0.080948i,-0.096445-0.018142i,-0.12904+0.060498i,-0.087428+0.067683i,-0.041122+0.040256i,-0.01448+0.032223i,-0.0026151+0.029223i,0.0048086+0.021067i,0.014614+0.0093203i,0.017275-0.002882i,0.010793-0.0082779i,0.0031966-0.0077975i,-0.0011916-0.004703i,-0.0025779-0.00058601i,-0.0038573+0.0053607i,-0.0052076+0.014087i,-0.002261+0.02117i,0.0052804+0.017993i,0.0093531+0.0056978i
-0.0097524-0.00062706i,-0.034693+0.0089204i,-0.074076+0.038693i,-0.075967+0.090484i,0.0059946+0.10192i,0.11198+0.026527i,0.14051-0.056961i,0.096408-0.064795i,0.04751-0.041365i,0.018037-0.036392i,0.0039189-0.030624i,-0.0039058-0.019219i,-0.011738-0.0056815i,-0.013416+0.0065132i,-0.0084098+0.0096325i,-0.0036823+0.0073602i,-0.0018061+0.0046269i,-0.001594+0.0018289i,0.00025247-0.0027046i,0.00208-0.011402i,-0.00090168-0.02042i,-0.0080799-0.01827i,-0.010924-0.0057005i
0.0081621-0.0068643i,0.030715-0.022267i,0.06273-0.060735i,0.05632-0.11221i,-0.028337-0.11295i,-0.13086-0.030292i,-0.15409+0.051014i,-0.10519+0.056568i,-0.053638+0.035931i,-0.022377+0.034736i,-0.0060483+0.032588i,0.0031431+0.022048i,0.010706+0.0078284i,0.011985-0.0051445i,0.0076522-0.0092214i,0.004189-0.0076445i,0.0026846-0.0053269i,0.002168-0.0022409i,-0.00012435+0.0027637i,-0.0011999+0.012161i,0.0038597+0.02187i,0.010179+0.019013i,0.0087595+0.0057694i
-0.0071762+0.0055735i,-0.025073+0.02799i,-0.052525+0.077549i,-0.039636+0.13503i,0.04719+0.13188i,0.14359+0.040918i,0.15882-0.043885i,0.10849-0.049362i,0.058397-0.032471i,0.025224-0.033664i,0.006403-0.028968i,-0.0027519-0.017026i,-0.0084676-0.0043824i,-0.0087397+0.0065329i,-0.0050119+0.0096027i,-0.002818+0.0072249i,-0.0027209+0.0050656i,-0.0033397+0.0036059i,-0.0027127+0.00011467i,-0.0018288-0.0091802i,-0.0063458-0.018105i,-0.012111-0.014702i,-0.0091463-0.0040438i
0.0032125-0.0077256i,0.015756-0.031763i,0.032671-0.086305i,0.011462-0.14448i,-0.074326-0.1354i,-0.15949-0.044406i,-0.16506+0.03361i,-0.11146+0.038515i,-0.060355+0.025518i,-0.027528+0.028796i,-0.0079238+0.026436i,0.0015472+0.01718i,0.0069271+0.0061567i,0.006827-0.0046618i,0.0041086-0.0082566i,0.0034705-0.00694i,0.0032006-0.0065924i,0.001995-0.0055678i,0.00017155-0.0011193i,0.0031918+0.00795i,0.011624+0.016027i,0.016415+0.01335i,0.011145+0.0041517i
-0.0026456+0.0075557i,-0.010899+0.034452i,-0.018471+0.093802i,0.011457+0.15548i,0.094583+0.14603i,0.17006+0.051643i,0.16802-0.027584i,0.11247-0.032322i,0.063246-0.022408i,0.030107-0.027636i,0.0093028-0.024817i,-8.3882e-06-0.016543i,-0.0050845-0.0074072i,-0.0059258+0.0014913i,-0.0043322+0.0053364i,-0.0039303+0.0061899i,-0.0030617+0.0064505i,-0.000659+0.006051i,0.0016099+0.0032018i,-0.001787-0.0046483i,-0.011314-0.011587i,-0.017027-0.0093794i,-0.011491-0.0032949i
0.0010572-0.0096313i,0.0028871-0.037345i,-0.00011349-0.09735i,-0.039916-0.15708i,-0.12264-0.14614i,-0.18428-0.054767i,-0.16961+0.017274i,-0.11191+0.02012i,-0.063872+0.013685i,-0.030654+0.020702i,-0.0086196+0.019981i,0.0012017+0.01324i,0.0048381+0.0056028i,0.0052866-0.0019237i,0.004405-0.0050909i,0.0040776-0.0056836i,0.0020482-0.0063928i,-0.0012292-0.0062347i,-0.0029666-0.0032363i,0.0021341+0.0043217i,0.01363+0.0092752i,0.018955+0.0059131i,0.013001+0.00058399i
-0.0010939+0.0065687i,0.002156+0.034272i,0.01677+0.097527i,0.066705+0.15995i,0.1448+0.14679i,0.19225+0.05835i,0.16785-0.007329i,0.10866-0.011976i,0.062968-0.0095228i,0.031571-0.017484i,0.010411-0.016597i,0.0023021-0.011484i,-0.00058729-0.0056337i,-0.0017866+0.00022391i,-0.0018239+0.0022311i,-0.0027062+0.0036888i,-0.001227+0.0057334i,0.0028094+0.0061955i,0.0048627+0.0036528i,-0.0010588-0.0014442i,-0.01401-0.0034754i,-0.019617+0.00030847i,-0.01334+0.0028944i
-0.0031985-0.0071958i,-0.011428-0.032781i,-0.036819-0.090205i,-0.092909-0.14752i,-0.16487-0.13771i,-0.19985-0.058831i,-0.16609+0.00018578i,-0.10562+0.0025967i,-0.062763+0.0020278i,-0.031028+0.012789i,-0.0084626+0.013668i,-1.8321e-05+0.009662i,0.0023407+0.006286i,0.0035124+0.0025914i,0.0030656-0.00060246i,0.0021854-0.0041712i,-0.00025936-0.0059268i,-0.0043681-0.0047819i,-0.0065451-0.0015296i,0.00011556+0.002399i,0.014396+0.0017018i,0.020297-0.0028582i,0.014725-0.002859i
0.0041222+0.0039658i,0.016942+0.027916i,0.049921+0.082422i,0.1138+0.13765i,0.18524+0.12967i,0.20602+0.057828i,0.15931+0.0064046i,0.099603+0.003426i,0.061362+8.1663e-05i,0.030737-0.0096562i,0.0083403-0.009371i,0.0012725-0.0060174i,5.9373e-06-0.003898i,-0.00054788-0.0019289i,-0.0011201-0.00023154i,-0.0012326+0.0022822i,0.0011209+0.0039695i,0.0049518+0.002921i,0.0068483+0.0003221i,4.703e-05-0.0014486i,-0.013196+0.0013582i,-0.01912+0.0061872i,-0.015087+0.006188i
-0.0060006-0.0043349i,-0.023368-0.023421i,-0.066461-0.069866i,-0.13783-0.11817i,-0.20291-0.11187i,-0.21087-0.053885i,-0.15809-0.014798i,-0.095606-0.013673i,-0.056935-0.0089097i,-0.028958+0.0026907i,-0.0078589+0.0048049i,0.00029996+0.0053555i,0.0018379+0.0063423i,0.0030747+0.0052407i,0.0034053+0.0022834i,0.0020328-0.0010667i,-0.0017952-0.0026407i,-0.0071942-0.0010568i,-0.007782+0.0022385i,0.0015001+0.0027087i,0.013944-0.0028352i,0.017975-0.0092599i,0.014536-0.0092268i
0.0041174+0.0040282i,0.023903+0.020307i,0.07279+0.061112i,0.15102+0.10536i,0.21519+0.10285i,0.21262+0.052313i,0.15038+0.018143i,0.089193+0.017922i,0.054945+0.012146i,0.027571-0.00049235i,0.0076433-0.0027692i,0.0018728-0.0022387i,0.0001673-0.0034346i,-0.0019609-0.0041687i,-0.0030147-0.0026579i,-0.002318+0.00063472i,0.00046577+0.0013641i,0.0039857-0.00093161i,0.0045339-0.0035906i,-0.0022242-0.0020979i,-0.012769+0.0056575i,-0.016042+0.012228i,-0.013123+0.010828i
-0.0058315-0.0017462i,-0.026928-0.013678i,-0.080667-0.045009i,-0.16311-0.08047i,-0.22607-0.081394i,-0.21449-0.047039i,-0.14485-0.025753i,-0.083639-0.026262i,-0.050449-0.018614i,-0.025014-0.0063434i,-0.0069927-0.0016697i,-0.001339+0.0020331i,0.0005136+0.0053264i,0.0024966+0.0055517i,0.002179+0.003677i,-7.4966e-05-0.00035291i,-0.0023151-0.0016401i,-0.0051259+0.0014783i,-0.0049711+0.0053238i,0.0023894+0.0033211i,0.012303-0.0052976i,0.014791-0.011918i,0.012324-0.011837i
0.0047921+0.0012387i,0.026284+0.0087966i,0.081353+0.034704i,0.16669+0.0653i,0.22753+0.06877i,0.21221+0.043898i,0.1401+0.027948i,0.077255+0.027995i,0.046635+0.020702i,0.023416+0.0084471i,0.0053718+0.0033554i,0.0010076-0.00025887i,0.00040498-0.0040904i,-0.0013079-0.0054419i,-0.00065683-0.0046326i,0.00082821-0.00107i,0.002367+0.00097629i,0.0036067-0.0014226i,0.0021969-0.0038367i,-0.0040848+0.00035377i,-0.010665+0.0097083i,-0.01188+0.01476i,-0.010351+0.013123i
-0.0062558-0.000661i,-0.029714-0.0023589i,-0.08838-0.016189i,-0.17396-0.036781i,-0.23156-0.043655i,-0.20933-0.033232i,-0.13155-0.029877i,-0.070618-0.033736i,-0.042042-0.025593i,-0.020008-0.01294i,-0.0047011-0.0056833i,-0.001363-3.0622e-05i,-0.00080935+0.0043985i,0.0011878+0.0051722i,0.0011264+0.0030003i,-0.00056459+2.7419e-05i,-0.0019874-0.0012318i,-0.0019876+0.0015283i,0.00059939+0.005121i,0.0068616+0.0016496i,0.011772-0.0077733i,0.011421-0.013308i,0.010489-0.012542i
0.00068504-0.00338i,0.022386-0.0037751i,0.078969+0.0062206i,0.16678+0.023059i,0.22742+0.031623i,0.20393+0.030215i,0.12493+0.033285i,0.065715+0.036359i,0.039228+0.026361i,0.017319+0.014212i,0.003062+0.0089642i,0.0023083+0.0034098i,0.0025619-0.0024936i,-0.00025203-0.005522i,-0.00045626-0.0047928i,0.0010033-0.0012815i,0.0018798+0.00090647i,0.0014399-0.00094591i,-0.002117-0.0031229i,-0.0072163+0.0013292i,-0.0092133+0.0096437i,-0.0084742+0.013508i,-0.0071345+0.013372i
-0.0041061+0.0039616i,-0.024243+0.0082469i,-0.079829+0.010939i,-0.16595+0.0056413i,-0.2236-0.0061119i,-0.19921-0.019359i,-0.12101-0.032604i,-0.060812-0.038557i,-0.033949-0.030345i,-0.014106-0.01797i,-0.0014237-0.010198i,0.00010182-0.0029272i,-0.00011751+0.0030156i,0.0018+0.0052296i,0.001474+0.0052335i,-0.0012814+0.0028955i,-0.002563+0.00034227i,-0.0014191+0.0015244i,0.0031784+0.0031542i,0.0086619-0.001686i,0.010357-0.0096584i,0.0091525-0.012716i,0.0071911-0.012979i
0.0048212-0.0033425i,0.023838-0.0096694i,0.075419-0.016875i,0.1578-0.017125i,0.21588-0.0061161i,0.19068+0.012214i,0.11075+0.03115i,0.054033+0.03835i,0.031072+0.029781i,0.012645+0.018046i,0.0011787+0.010359i,0.0012057+0.0037747i,0.0014598-0.0020888i,-0.00034687-0.0058169i,0.00021992-0.0064814i,0.0021068-0.0045614i,0.0028023-0.0026881i,0.0010064-0.0032027i,-0.0038021-0.0022597i,-0.0078583+0.0049917i,-0.0092997+0.011936i,-0.0095902+0.012557i,-0.0086774+0.011179i
-0.0029193+0.0053885i,-0.019468+0.014199i,-0.067731+0.02877i,-0.14716+0.037478i,-0.20452+0.025685i,-0.18248-0.0045513i,-0.10737-0.032461i,-0.052295-0.04022i,-0.028259-0.033218i,-0.0097992-0.021559i,-1.7679e-05-0.011026i,-0.00083718-0.0030243i,-0.00086839+0.0033607i,0.00043124+0.0065755i,0.00025709+0.0064452i,-0.0015221+0.005187i,-0.0027792+0.0035244i,-0.00095749+0.0031734i,0.0035636+0.0018302i,0.0073033-0.0043206i,0.0081414-0.011358i,0.007732-0.01301i,0.0063758-0.012369i
