-0.0037329+0.00014124i,-0.0025951-3.0902e-05i,-0.003018+0.00064528i,-0.002763+0.0012532i,-0.0014229+0.0025366i,-0.00030908+0.0030649i,0.0003123+0.002401i,8.6407e-05+0.0019914i,8.586e-05+0.0019178i,0.00050848+0.0017059i,0.00046379+0.00076491i,0.00065507-0.00063442i,0.00094529-0.0010173i,3.4946e-05-0.00058862i,-0.00059826-0.0006678i,0.00041495-0.00030689i,0.00090893-0.00054793i,0.00086298-0.00081722i,0.0010905-0.00045807i,0.00066313-0.00014812i,0.00019531+0.00057092i,-0.00010605+0.001278i,-1.5053e-05+0.0012155i
-0.0014179-6.2659e-05i,-0.0077428-0.0027454i,-0.028383-0.010944i,-0.050744-0.021509i,-0.044356-0.02631i,-0.025396-0.013386i,-0.034656+0.0087712i,-0.060407+0.026037i,-0.058982+0.03071i,-0.034949+0.020017i,-0.017569+0.0093035i,-0.0077731+0.0062026i,-0.0034293+0.0043594i,-0.003609+0.0017235i,-0.00012507-0.0027802i,0.0080536-0.010128i,0.018306-0.017734i,0.025031-0.018168i,0.022866-0.011691i,0.015929-0.0059679i,0.011016-0.0030924i,0.0094518-0.0022396i,0.0090896-0.0019851i
0.001261-9.7972e-05i,0.00033414-0.0084653i,0.0054463-0.031238i,0.011145-0.063385i,0.017468-0.06569i,0.037912-0.024459i,0.072152+0.023735i,0.09823+0.049355i,0.096191+0.045657i,0.065826+0.026578i,0.028882+0.016162i,0.01004+0.016322i,0.0045093+0.012103i,-0.0041193+0.0067042i,-0.01097+0.0049578i,-0.015079+0.00071205i,-0.023618-0.00462i,-0.025116-0.0080538i,-0.015938-0.009006i,-0.0077882-0.0064081i,-0.0033895-0.0046935i,-0.0013258-0.0054601i,-0.00043863-0.0093127i
0.005482-0.0037644i,0.013032-0.0069338i,0.030655-0.014442i,0.053753-0.021121i,0.057762-0.026352i,0.029676-0.035731i,0.012469-0.059653i,0.024047-0.085938i,0.029996-0.088864i,0.018858-0.069345i,0.0057992-0.042141i,-0.0009038-0.018606i,-0.0027238-0.0060463i,-0.0026102-0.00065078i,-0.0012671+0.0059225i,0.0027766+0.01616i,0.0080221+0.027185i,0.0090788+0.031615i,0.006747+0.022082i,0.0036131+0.0087407i,0.0021512+0.006415i,0.0042039+0.010867i,0.0069986+0.012302i
-0.00082319+0.0028348i,0.0042773+0.0090153i,0.020002+0.02739i,0.039592+0.050925i,0.036329+0.059824i,0.0019616+0.047289i,-0.048719+0.038678i,-0.08655+0.040701i,-0.087948+0.036176i,-0.06396+0.020079i,-0.041329+0.0029494i,-0.028171-0.0011933i,-0.01682+0.00057704i,-0.0072985-0.0025364i,-0.00086446-0.0053073i,0.0078075-0.0065068i,0.016614-0.010101i,0.018124-0.011669i,0.010105-0.0082445i,0.00096921-0.0029066i,-0.0022757+0.00043548i,-0.00030121+0.0031236i,0.005379+0.0052764i
-0.0051946+0.0021985i,-0.0066637+0.0079891i,-0.01858+0.029657i,-0.029191+0.059432i,-0.014477+0.071323i,0.021683+0.061032i,0.051104+0.05876i,0.055623+0.072567i,0.039721+0.076482i,0.022775+0.065296i,0.015196+0.044843i,0.011451+0.019022i,0.0073352+0.0024322i,0.004783-0.0014529i,0.00044162+0.00066249i,-0.0079898+0.0043915i,-0.018714+0.0039454i,-0.028563+0.00091964i,-0.026857+0.0024925i,-0.01708+0.0042132i,-0.013162-0.00039592i,-0.017462-0.0049612i,-0.023575-0.0014033i
0.00093456-0.0017985i,-0.0085705-0.0020663i,-0.032741-0.006746i,-0.066089-0.011257i,-0.076331-0.0086507i,-0.046542-0.010271i,-0.012154-0.041875i,-0.0016426-0.079248i,-0.0029511-0.073155i,0.0074126-0.036962i,0.02222-0.016304i,0.01936-0.015149i,0.0085603-0.013069i,0.0061031-0.0073869i,0.0061869-0.0021572i,0.0042967+0.004781i,0.00445+0.015423i,0.011056+0.023223i,0.017955+0.018529i,0.017201+0.0069863i,0.013649+0.001357i,0.011437-2.6086e-05i,0.0075242-0.0010658i
0.00010015-0.0025453i,-0.0029527-0.0099741i,-0.011033-0.03199i,-0.025836-0.057643i,-0.048904-0.055278i,-0.077427-0.021952i,-0.099548+0.012128i,-0.10125+0.022677i,-0.078031+0.014403i,-0.047749-0.0007688i,-0.026923-0.011151i,-0.014364-0.0086375i,-0.0073215-0.0041935i,-0.0067326-0.0067266i,-0.010676-0.013621i,-0.013347-0.02093i,-0.0072018-0.028306i,0.0038818-0.034388i,0.0081054-0.032312i,0.0056727-0.022404i,0.0040103-0.01429i,0.0049357-0.012192i,0.0037353-0.015902i
-0.0017486+0.001239i,0.0049389-0.0036851i,0.024055-0.015123i,0.046305-0.036232i,0.043918-0.053718i,0.028795-0.042142i,0.046438+0.0011583i,0.086711+0.037174i,0.093003+0.03188i,0.05192+0.012165i,0.011816+0.011006i,0.0039255+0.013828i,0.0072115+0.010047i,0.0053128+0.0087974i,0.0028222+0.0077779i,-0.0046228+0.0049495i,-0.021877+0.004357i,-0.033896+0.003974i,-0.028445+0.0029396i,-0.018255+0.00098874i,-0.014724-0.00043455i,-0.014246+0.001495i,-0.013687+0.0036346i
0.0026409-0.0003708i,0.010653+0.0023777i,0.032324+0.011287i,0.0599+0.014198i,0.075856-0.012891i,0.070277-0.067897i,0.055599-0.11105i,0.048693-0.11754i,0.039629-0.096864i,0.024594-0.064381i,0.014315-0.033287i,0.0069548-0.012554i,0.0033439-0.0008984i,0.009115+0.0053952i,0.02033+0.0090725i,0.031092+0.012884i,0.03837+0.020135i,0.035578+0.028393i,0.024377+0.028201i,0.015167+0.02263i,0.014028+0.019857i,0.020415+0.017403i,0.02855+0.012473i
0.0021489+0.0014551i,0.0015634+0.010727i,-0.0032654+0.03232i,0.00099334+0.054745i,0.020139+0.05406i,0.020812+0.041971i,-0.032351+0.038994i,-0.094755+0.046533i,-0.097793+0.04858i,-0.060465+0.029427i,-0.034397+0.010316i,-0.022982+0.0086954i,-0.015901+0.0082138i,-0.012862+0.0036181i,-0.0078022-0.00015036i,0.0026731-0.0093961i,0.012305-0.026115i,0.016291-0.034266i,0.01068-0.023257i,0.003052-0.0087337i,-0.0013067-0.0037688i,-0.0065967-0.003608i,-0.0078925-0.00092466i
0.0012545+0.0053309i,-0.0093239+0.0080188i,-0.031963+0.010033i,-0.054412+0.021223i,-0.043873+0.057649i,-6.5269e-05+0.097884i,0.037811+0.11581i,0.045286+0.11093i,0.031028+0.0921i,0.016377+0.071304i,0.010265+0.047762i,0.006452+0.02034i,0.0004882+0.0024532i,-0.0055906+0.00074147i,-0.011862+0.010894i,-0.019027+0.023119i,-0.026089+0.028495i,-0.028655+0.023877i,-0.019212+0.013637i,-0.007178+0.0036741i,-0.0068403-0.0049481i,-0.014855-0.0071921i,-0.021649-0.0011053i
-0.0010898-0.0032854i,-0.005605-0.013999i,-0.01506-0.028507i,-0.032631-0.030663i,-0.051372-0.015536i,-0.048646-0.010003i,-0.013268-0.049702i,0.012636-0.095818i,0.013036-0.089964i,0.017958-0.056074i,0.020739-0.038168i,0.008175-0.032195i,-0.00089547-0.024432i,-0.0018117-0.016564i,-0.0029648-0.0073184i,0.0019924+0.0060042i,0.014582+0.020089i,0.025046+0.026305i,0.025213+0.015262i,0.016083-0.0010984i,0.010377-0.0037316i,0.014796-0.0034908i,0.018539-0.010269i
0.0021052-0.0088227i,0.010137-0.015351i,0.026271-0.035224i,0.028372-0.055157i,-0.0067797-0.055921i,-0.05899-0.050264i,-0.089552-0.040228i,-0.083668-0.023052i,-0.059224-0.018053i,-0.042588-0.027116i,-0.034996-0.02751i,-0.025258-0.012625i,-0.013765-0.0031627i,-0.010201-0.0094804i,-0.014343-0.021451i,-0.019-0.030869i,-0.021864-0.038344i,-0.02245-0.042775i,-0.022991-0.035122i,-0.023418-0.01766i,-0.019489-0.0039819i,-0.015532+0.0016706i,-0.013489+0.0030618i
0.0048111-0.0027419i,0.012921+0.00011919i,0.028675+0.0097923i,0.044826+0.002103i,0.047724-0.034453i,0.046907-0.032581i,0.062986+0.025713i,0.086389+0.06376i,0.082137+0.053035i,0.043424+0.038679i,0.013501+0.038152i,0.016609+0.029884i,0.024354+0.014388i,0.021181+0.0068054i,0.015161+0.0068104i,0.0018949+0.011121i,-0.01994+0.019713i,-0.034303+0.028639i,-0.026299+0.031696i,-0.0065319+0.024044i,0.0036659+0.01192i,0.0040445+0.0040456i,0.0033401+0.0023803i
-0.0016344+0.0027309i,-0.0069267+0.015263i,-0.01717+0.031103i,-0.020171+0.035286i,0.0027717+0.020676i,0.038116-0.009901i,0.051127-0.037993i,0.042148-0.050647i,0.029327-0.046565i,0.029978-0.028085i,0.038873-0.01474i,0.030267-0.013209i,0.013356-0.0061132i,0.013416+0.0050166i,0.024452+0.0081422i,0.033809+0.0038245i,0.043281+0.00023967i,0.04931+0.00037873i,0.041738+0.00045445i,0.02706-0.001507i,0.019048-0.0024373i,0.016486-0.0033784i,0.014914-0.0085553i
-0.0020377+0.0020917i,-0.01234+0.001239i,-0.030478+0.0076118i,-0.036391+0.022662i,-0.027889+0.033678i,-0.04522+0.034253i,-0.095786+0.024684i,-0.12815+0.02296i,-0.10754+0.028152i,-0.06447+0.014608i,-0.039859-0.004307i,-0.032376-0.002774i,-0.026511+0.0062695i,-0.019176+0.0073123i,-0.013303+0.00033269i,-0.01023-0.014769i,-0.0074898-0.034479i,-0.0063424-0.046611i,-0.0083777-0.03874i,-0.012048-0.020261i,-0.017924-0.0085331i,-0.024376+0.001206i,-0.024726+0.01326i
0.0011111+0.00061202i,0.0012763-0.010536i,0.0057465-0.03503i,0.015078-0.04197i,0.021273-0.004991i,0.016872+0.027221i,0.013271+0.039114i,0.019284+0.055424i,0.020016+0.058272i,-0.000258+0.049482i,-0.0192+0.044654i,-0.017215+0.032717i,-0.0099705+0.014814i,-0.0059228+0.0057521i,-0.0037376+0.01132i,-0.0030015+0.026697i,-0.0062324+0.04411i,-0.0077329+0.051738i,0.0011872+0.039351i,0.0099404+0.016771i,0.010626+0.0027575i,0.01073-0.0016738i,0.012156-0.0034994i
0.0074741-0.0012321i,0.017874-0.0097241i,0.041166-0.01839i,0.056808-0.029196i,0.05037-0.050905i,0.052025-0.074227i,0.073409-0.097022i,0.075535-0.11008i,0.050917-0.093781i,0.034595-0.06228i,0.028285-0.040045i,0.017341-0.02757i,0.0065653-0.019244i,-0.00023103-0.011091i,-0.00121-0.0018708i,0.010811+0.0052626i,0.030689+0.0074132i,0.039827+0.0029175i,0.027638-0.007185i,0.0087806-0.0096416i,0.0024501-0.0012063i,0.0065277+0.0010816i,0.0089134-0.0070813i
0.004045+0.0097685i,0.01207+0.022366i,0.013421+0.037162i,-0.0086993+0.041749i,-0.038546+0.029508i,-0.045894+0.0095911i,-0.048195-0.0018869i,-0.056542-0.0070022i,-0.048456-0.015383i,-0.029544-0.033474i,-0.017684-0.042023i,-0.01014-0.029864i,-0.0063066-0.01789i,-0.013678-0.012035i,-0.024756-0.0090315i,-0.035305-0.014479i,-0.04771-0.024949i,-0.05588-0.027837i,-0.050994-0.015227i,-0.03484+0.0020622i,-0.019534+0.0082852i,-0.013338+0.0075176i,-0.011769+0.0095331i
-0.0059957+0.0018175i,-0.018338+0.014148i,-0.04257+0.041806i,-0.063771+0.065401i,-0.065285+0.07819i,-0.047469+0.11248i,-0.020616+0.14784i,0.0050794+0.13305i,0.012703+0.093897i,0.0031785+0.073384i,0.00062181+0.05774i,0.011227+0.029546i,0.018665+0.005572i,0.019075-0.00114i,0.015158+0.0038648i,0.0038602+0.017764i,-0.0089862+0.038104i,-0.010064+0.054212i,0.0041575+0.049807i,0.018981+0.025237i,0.019688+0.00031749i,0.010937-0.012293i,0.0032604-0.015082i
-0.0041714-0.00014048i,-0.013952-0.0068315i,-0.026871-0.028489i,-0.020273-0.049604i,0.011575-0.046312i,0.033293-0.03588i,0.041944-0.03685i,0.046311-0.032419i,0.047092-0.019883i,0.053793-0.0067426i,0.051192-0.002188i,0.027478-0.00013275i,0.0097936+0.007772i,0.011705+0.0068314i,0.020296-0.0025057i,0.030566-0.012069i,0.04367-0.025309i,0.050482-0.035513i,0.037975-0.034585i,0.011391-0.025032i,-0.0098824-0.011326i,-0.017519+0.00082923i,-0.015404+0.0074924i
-0.0003867-0.0079188i,0.0049072-0.027372i,0.029313-0.064491i,0.067717-0.10947i,0.079691-0.14358i,0.034617-0.16172i,-0.025516-0.15339i,-0.042465-0.10903i,-0.029598-0.066336i,-0.023664-0.050869i,-0.028753-0.03313i,-0.029079-0.0035688i,-0.023199+0.011671i,-0.019008+0.0071689i,-0.017673-0.0066421i,-0.019546-0.02181i,-0.027428-0.02926i,-0.037388-0.027498i,-0.036804-0.016012i,-0.022816-0.00030587i,-0.0078273+0.0064821i,0.0018764+0.006155i,0.0093092+0.006694i
0.0050544-0.00069008i,0.023047-0.0029348i,0.046351-0.001914i,0.054619+0.0070604i,0.035669+0.014252i,0.0092292+0.015019i,-0.0052368+0.023528i,-0.012685+0.032421i,-0.024651+0.033816i,-0.042767+0.039699i,-0.040872+0.041671i,-0.016855+0.023295i,-0.0010516+0.00035122i,0.0020166-0.0058992i,0.0055021+0.0030301i,0.010588+0.019867i,0.014914+0.039589i,0.018474+0.052082i,0.022261+0.041797i,0.02423+0.015287i,0.025061-0.0022755i,0.026401-0.012184i,0.019498-0.022542i
0.0033654+0.0067933i,0.0063426+0.030204i,0.0033329+0.083383i,-0.02011+0.15233i,-0.04286+0.19294i,-0.012476+0.17608i,0.035255+0.12143i,0.037231+0.064802i,0.023625+0.033009i,0.033559+0.013061i,0.03914-0.014836i,0.02149-0.032513i,0.0051619-0.025368i,0.0030321-0.005075i,0.0047113+0.012472i,0.0073079+0.015049i,0.011862-0.0014678i,0.012638-0.027271i,-0.00060109-0.038489i,-0.018389-0.022194i,-0.02364+0.0025457i,-0.019903+0.016054i,-0.013811+0.018892i
-0.006465+0.00089518i,-0.022066+0.017415i,-0.062003+0.048424i,-0.098268+0.08197i,-0.094973+0.088853i,-0.069824+0.063728i,-0.054514+0.024083i,-0.043676-0.0016881i,-0.022516-0.013804i,-0.0072286-0.032657i,-0.0096603-0.037317i,-0.012626-0.01972i,-0.010232-0.004381i,-0.013408+0.0040873i,-0.021223+0.0078818i,-0.031813+0.0066461i,-0.046036+0.0081422i,-0.054746+0.015322i,-0.041693+0.021761i,-0.013359+0.019496i,0.0032166+0.0096326i,0.0031478+0.0030679i,0.0024065+0.0035324i
-0.0091563+0.00021359i,-0.02868-0.019424i,-0.04686-0.074753i,-0.044901-0.15939i,-0.023002-0.20254i,-0.020795-0.15891i,-0.037601-0.072663i,-0.031237-0.014886i,-0.023433+0.0046521i,-0.034188+0.026483i,-0.02865+0.050215i,-0.0010734+0.046895i,0.01459+0.023033i,0.014268-0.00049711i,0.01292-0.013983i,0.018989-0.011941i,0.034726+0.0035307i,0.057109+0.019576i,0.067603+0.017594i,0.051425-0.0025721i,0.02338-0.016713i,0.0039893-0.01475i,-0.0070008-0.0080212i
-0.0027193-0.0037596i,0.0079521-0.03746i,0.034024-0.10529i,0.069248-0.18925i,0.093713-0.2305i,0.097901-0.18497i,0.10321-0.097719i,0.098069-0.040704i,0.07069-0.020794i,0.055879-0.010373i,0.053263-0.0046924i,0.037756-0.0016417i,0.021366+0.002304i,0.016026+0.00031649i,0.014678-0.005729i,0.013834-0.015149i,0.011367-0.036511i,0.0025931-0.059966i,-0.01234-0.059482i,-0.025778-0.031634i,-0.029799-0.0037661i,-0.023116+0.0059711i,-0.011634+0.0047887i
0.0090065+0.00027227i,0.036948+0.011171i,0.089976+0.035777i,0.12491+0.079615i,0.099693+0.11231i,0.061992+0.073411i,0.049708-0.0057659i,0.039515-0.047976i,0.027169-0.050169i,0.01647-0.050287i,-0.0019247-0.050482i,-0.02201-0.037815i,-0.031097-0.022399i,-0.029014-0.01065i,-0.022482+0.0019036i,-0.021675+0.01462i,-0.031051+0.030773i,-0.044907+0.048882i,-0.044446+0.053997i,-0.019704+0.040221i,0.0069388+0.016036i,0.016816-0.0072821i,0.013022-0.022248i
0.0095923+0.0098203i,0.016361+0.049326i,0.023098+0.15141i,0.024564+0.28748i,0.0078367+0.34506i,-0.04181+0.27701i,-0.10148+0.15978i,-0.11778+0.080173i,-0.088613+0.054994i,-0.062184+0.048873i,-0.052382+0.033615i,-0.04071+0.011352i,-0.025743-0.0063284i,-0.014332-0.012756i,-0.0017619-0.009153i,0.015306+0.0010154i,0.035953+0.014381i,0.056409+0.025338i,0.058242+0.023385i,0.036186+0.010333i,0.015282+0.0032852i,0.0065036+0.0060923i,0.0017097+0.011297i
-0.0068641+0.00034131i,-0.039517+0.01712i,-0.099754+0.037807i,-0.14619+0.048494i,-0.12477+0.047984i,-0.066563+0.053869i,-0.040185+0.073831i,-0.034147+0.0868i,-0.0076782+0.070052i,0.025432+0.036519i,0.03792+0.015749i,0.032557+0.013062i,0.029685+0.017304i,0.028294+0.019651i,0.015624+0.018566i,-0.0045292+0.0095757i,-0.025924-0.012203i,-0.042259-0.036298i,-0.041624-0.041921i,-0.027408-0.022864i,-0.014016+0.00049953i,-0.0058458+0.01211i,0.0056573+0.012001i
-0.0064528-0.011917i,-0.037749-0.05657i,-0.097476-0.15824i,-0.15227-0.29035i,-0.14035-0.35986i,-0.058621-0.3046i,0.030037-0.19324i,0.06774-0.11469i,0.048235-0.07898i,0.020327-0.058155i,0.016575-0.034257i,0.028305-0.015147i,0.031605-0.0060226i,0.018227+0.0009238i,0.0013651+0.0020864i,-0.011993+0.0029002i,-0.021141+0.020292i,-0.022941+0.042274i,-0.012005+0.039929i,0.0051354+0.013827i,0.011189-0.0078489i,0.0072385-0.012128i,0.00097819-0.009926i
0.0095706-0.01514i,0.03422-0.05433i,0.074309-0.14215i,0.081051-0.2268i,0.027373-0.22457i,-0.020624-0.15383i,-0.014041-0.093111i,-0.006457-0.061381i,-0.025849-0.028308i,-0.042552+0.0065695i,-0.03725+0.018508i,-0.023401+0.0074867i,-0.018731-0.0057111i,-0.014793-0.01702i,-0.0031445-0.028379i,0.013974-0.035072i,0.03669-0.041891i,0.054727-0.048692i,0.044949-0.044791i,0.010612-0.029677i,-0.014754-0.010596i,-0.017364+0.0023987i,-0.013861+0.010913i
0.01924+0.0051814i,0.065518+0.032347i,0.16253+0.10494i,0.25766+0.19854i,0.24324+0.24588i,0.12753+0.22381i,0.032985+0.1758i,0.016708+0.12523i,0.032748+0.069419i,0.034378+0.027879i,0.011322+0.01059i,-0.020864+0.016907i,-0.033587+0.030232i,-0.022228+0.034997i,-0.0054953+0.037669i,-0.0013671+0.034301i,-0.019268+0.010973i,-0.046437-0.019394i,-0.05534-0.024744i,-0.036784-0.0065079i,-0.012161+0.0042195i,-0.002477-0.002575i,-0.0014818-0.013106i
-0.0015272+0.022324i,-0.0051756+0.082058i,0.00013842+0.20303i,0.044624+0.31452i,0.11093+0.2963i,0.11697+0.16693i,0.062992+0.057287i,0.027292+0.0036304i,0.02091-0.02941i,0.0062053-0.037365i,-0.0090266-0.015737i,-0.011992+0.0037813i,-0.013704+0.0086079i,-0.017171+0.013534i,-0.012032+0.025738i,0.0072645+0.038872i,0.030761+0.056748i,0.045359+0.076726i,0.046778+0.069875i,0.038306+0.033456i,0.023453+0.0051389i,0.0098955+0.0014301i,0.00059226+0.00513i
-0.014938-0.0047735i,-0.075193-0.012686i,-0.18439-0.029705i,-0.26977-0.057862i,-0.23054-0.098133i,-0.1161-0.13617i,-0.065353-0.14826i,-0.079455-0.10892i,-0.085466-0.037929i,-0.055103+0.0049248i,-0.0099603-0.00029028i,0.013802-0.02895i,0.011688-0.054159i,0.0014557-0.063846i,-0.0064638-0.062927i,-0.0056023-0.058153i,0.01269-0.048964i,0.041563-0.036212i,0.051336-0.024462i,0.028962-0.012378i,0.0025853-0.0017973i,-0.0066205+0.00089712i,-0.0042861+0.00089918i
-0.0052406-0.020686i,-0.020873-0.085994i,-0.080569-0.21863i,-0.17991-0.32432i,-0.22416-0.28005i,-0.15087-0.13386i,-0.044101-0.031266i,-0.0015241+0.012516i,0.017028+0.038211i,0.044439+0.020747i,0.043579-0.018895i,0.029204-0.033146i,0.030861-0.031355i,0.032606-0.026043i,0.012448-0.012844i,-0.027196+0.0081673i,-0.067751+0.028506i,-0.090245+0.032522i,-0.073036+0.025598i,-0.025404+0.018696i,0.0072727+0.0059436i,0.010459-0.012585i,0.0059813-0.028335i
0.016879-0.0075033i,0.068305-0.028157i,0.16509-0.072605i,0.22195-0.10022i,0.15726-0.04295i,0.069862+0.056586i,0.063592+0.092466i,0.081877+0.051746i,0.066787-0.0076435i,0.026328-0.031092i,-0.010108-0.01039i,-0.0091021+0.019908i,0.011869+0.03377i,0.017069+0.033088i,0.0098083+0.024211i,0.005059+0.019509i,0.006061+0.024094i,0.0058958+0.027392i,-0.0015416+0.019282i,-0.01203+0.0063558i,-0.014197+0.0081812i,-0.0027884+0.021282i,0.0085606+0.027962i
0.0092227+0.0077909i,0.054792+0.06394i,0.15602+0.17512i,0.27372+0.25726i,0.27641+0.20307i,0.12388+0.089673i,-0.017958+0.047069i,-0.044628+0.039378i,-0.039554+0.015941i,-0.042453+0.018439i,-0.022929+0.041429i,-0.0042225+0.047617i,-0.0048667+0.042263i,-0.0049969+0.0284i,0.004985-0.0019081i,0.012081-0.044436i,0.0063993-0.086116i,-0.0070476-0.10235i,-0.025452-0.077211i,-0.035686-0.033479i,-0.026146-0.0070852i,-0.0096687+0.00012452i,0.0011393+0.0049194i
-0.016088+0.018472i,-0.055668+0.074262i,-0.11534+0.17553i,-0.12877+0.22765i,-0.082982+0.13907i,-0.062988+0.011132i,-0.084862-0.01159i,-0.069436+0.025462i,-0.027777+0.039124i,-0.0061639+0.03365i,0.0030118+0.021453i,-0.0070466+0.013004i,-0.022118+0.019945i,-0.012148+0.034388i,0.010606+0.048032i,0.022306+0.053044i,0.015736+0.049249i,0.0058795+0.045889i,0.011927+0.036039i,0.025837+0.012382i,0.024834-0.0092402i,0.0077272-0.015137i,-0.0068191-0.0115i
-0.013773-0.011735i,-0.086233-0.059334i,-0.23387-0.14076i,-0.35691-0.17914i,-0.29619-0.1255i,-0.091206-0.065016i,0.054757-0.073645i,0.067523-0.090113i,0.033158-0.069696i,0.0096508-0.045838i,-0.012076-0.03808i,-0.030226-0.031214i,-0.035411-0.017216i,-0.032344+0.00057464i,-0.01696+0.021987i,0.020302+0.039788i,0.07124+0.045103i,0.10628+0.031716i,0.096793+0.0044847i,0.049783-0.0099563i,0.006354+0.0007472i,-0.010071+0.016663i,-0.010828+0.022504i
0.0080734-0.019937i,0.040077-0.10211i,0.08007-0.24351i,0.070594-0.32016i,0.045226-0.22182i,0.094301-0.093403i,0.14025-0.093202i,0.08353-0.11258i,0.025035-0.060351i,0.030598-0.024717i,0.033292-0.030429i,0.019206-0.044323i,0.0035764-0.06391i,-0.017362-0.07469i,-0.034928-0.066786i,-0.039666-0.052904i,-0.037072-0.043528i,-0.037287-0.035092i,-0.034159-0.018117i,-0.015501-0.0010457i,0.005081-0.0044377i,0.0069705-0.023887i,-0.0041881-0.033097i
0.032357+0.02222i,0.12215+0.058551i,0.28064+0.11242i,0.38664+0.11284i,0.29387+0.045562i,0.071946+0.00017068i,-0.076385+0.023821i,-0.083465+0.065315i,-0.03961+0.064421i,-0.016639+0.041905i,0.002205+0.030877i,0.030911+0.011793i,0.040489-0.020891i,0.018512-0.034445i,-0.018842-0.019115i,-0.057652+0.015887i,-0.083422+0.056739i,-0.079565+0.080369i,-0.042487+0.068984i,-0.0034985+0.031118i,0.010651+0.00323i,0.013702-0.0024412i,0.015934-0.0080597i
-0.013856+0.040679i,-0.041079+0.13276i,-0.050898+0.27879i,-0.010644+0.34649i,-0.0021112+0.24278i,-0.10338+0.13534i,-0.17272+0.16835i,-0.10748+0.18067i,-0.035648+0.095733i,-0.030182+0.031015i,-0.028299+0.020851i,-0.011+0.033886i,0.0097677+0.048877i,0.024774+0.036977i,0.018128+0.005707i,-0.00067432-0.014746i,-0.0099843-0.022609i,-0.0082278-0.028845i,-0.01477-0.029005i,-0.033719-0.0095922i,-0.038813+0.021192i,-0.019895+0.03718i,0.0017572+0.030372i
-0.029688-0.018002i,-0.11145-0.054357i,-0.24901-0.071812i,-0.33064-0.027345i,-0.2415+0.039544i,-0.04901+0.057757i,0.073808+0.026615i,0.08588-0.0075146i,0.058881-0.022969i,0.039802-0.027123i,0.018732-0.027241i,-0.01054-0.013115i,-0.015693+0.0074858i,0.013552+0.0083759i,0.046977-0.014644i,0.05479-0.050081i,0.034756-0.074444i,0.0031358-0.063652i,-0.015252-0.026046i,-0.0056226-0.00020951i,0.0063092-0.0056568i,-0.0040223-0.017879i,-0.016722-0.012512i
0.02943-0.02163i,0.049852-0.094807i,0.026888-0.23263i,-0.051516-0.31521i,-0.053082-0.24331i,0.062521-0.16163i,0.13021-0.19963i,0.065931-0.21653i,-0.013025-0.13173i,-0.036166-0.050043i,-0.037743-0.016421i,-0.028887-0.010211i,-0.018399-0.0085719i,-0.0077976+0.016083i,0.014449+0.04871i,0.038887+0.056062i,0.053293+0.047829i,0.059523+0.038805i,0.058295+0.020665i,0.043629-0.0032571i,0.019672-0.013705i,0.0049188-0.0077844i,0.0055768-0.0010202i
0.012147+0.0059418i,0.054005+0.0080345i,0.14918-0.033884i,0.21941-0.11532i,0.15685-0.14584i,0.026524-0.093542i,-0.047758-0.034133i,-0.060686-0.0048088i,-0.044015+0.0061427i,-0.016472+0.0048071i,0.0022645+0.00063663i,0.0061098+0.0014495i,-0.0016285+0.012863i,-0.0095552+0.031526i,-0.0059004+0.041898i,0.013067+0.04231i,0.03296+0.025559i,0.031896-0.0085422i,0.0066445-0.029177i,-0.01753-0.016188i,-0.014443+0.0071319i,0.0017537+0.0091821i,0.0075622-0.0008996i
0.0025097-0.0065239i,0.033024+0.026508i,0.11727+0.11364i,0.2059+0.18778i,0.16833+0.15399i,0.021342+0.10957i,-0.043192+0.15912i,0.025097+0.181i,0.092137+0.11248i,0.10302+0.043501i,0.091865+0.0063846i,0.062203-0.012889i,0.026101-0.020144i,-0.0025781-0.027896i,-0.023575-0.027595i,-0.031775-0.011935i,-0.029623+0.0049008i,-0.022134+0.016607i,-0.0061993+0.021933i,0.015588+0.011171i,0.029007-0.011587i,0.023585-0.022475i,0.0072016-0.013305i
0.019706+0.0097334i,0.0028474+0.078477i,-0.0523+0.21237i,-0.093386+0.31429i,-0.063593+0.25258i,-0.019143+0.089835i,-0.0079334-0.010751i,-0.001791-0.024798i,-0.008901-0.012074i,-0.036591+0.005639i,-0.045164+0.02098i,-0.023261+0.021954i,-0.0094641+0.0004509i,-0.032134-0.026437i,-0.073668-0.025295i,-0.10109+0.0012286i,-0.096384+0.029365i,-0.056488+0.042308i,-0.0093097+0.025175i,0.0032989-0.0011528i,-0.012562+0.0017241i,-0.016669+0.018804i,-0.0066023+0.013439i
-0.050342+0.0070689i,-0.15336-0.016187i,-0.32159-0.077121i,-0.40203-0.106i,-0.27627-0.056563i,-0.088265-0.037806i,-0.03778-0.08931i,-0.081442-0.091723i,-0.083096-0.049905i,-0.056057-0.030629i,-0.049587-0.0097725i,-0.049532+0.016004i,-0.042919+0.021751i,-0.023002+0.01078i,0.003305-0.010314i,0.010825-0.028397i,4.6289e-05-0.03054i,-0.016508-0.023011i,-0.033517-0.013117i,-0.040818+0.0017046i,-0.036186+0.012937i,-0.028295+0.01126i,-0.021257+0.0025499i
