-0.0009081+0.00037143i,-0.0010293+0.00015889i,-0.0021813+0.00071698i,-0.0018784+0.0012943i,-0.00065191+0.0013827i,0.00012727+0.00072876i,-0.00070436+5.4571e-05i,-0.0022982-7.9544e-05i,-0.0024266-0.00062205i,-0.001394-0.00067687i,7.1873e-05-0.00012606i,0.00057195-0.00060393i,0.00011381-0.001317i,-0.000144-0.000643i,0.00021227-7.3668e-05i,0.00060112+9.1514e-05i,5.9053e-05-0.00059217i,-6.4466e-05-0.0010249i,0.00035976-0.00026515i,-7.8601e-05+0.00031018i,-0.00044627+0.00035029i,8.4479e-05+0.00033194i,0.0013236+0.00019273i
0.017501-0.0030928i,0.060012+0.010655i,0.13748+0.061381i,0.19902+0.12635i,0.18562+0.15185i,0.11249+0.1318i,0.045661+0.097321i,0.0163+0.063832i,0.0085549+0.036015i,0.0028424+0.019607i,-0.003289+0.011871i,-0.0054773+0.0093879i,-0.0021491+0.0095457i,0.00065622+0.0078815i,-0.0015479+0.0027822i,-0.0047416-0.00081442i,-0.0049433-0.00087683i,-0.0032779-0.0014918i,-0.0028689-0.0017243i,-0.0020478-0.00014156i,-0.0011846+0.0021143i,-0.0017114+0.0023951i,-0.0023717+0.00029598i
-0.01016+0.0025646i,-0.048002-0.014602i,-0.11051-0.066968i,-0.1546-0.13654i,-0.13628-0.17146i,-0.079151-0.14963i,-0.037275-0.097467i,-0.019461-0.045771i,-0.0085429-0.011664i,-0.0014769-0.0006699i,0.0026619+0.00040698i,0.0071055+0.00024846i,0.0089954-0.0022808i,0.0073921-0.0029474i,0.0053539-0.00046168i,0.0034759+0.00026806i,0.0013548-0.001437i,0.00099145-0.0027457i,0.003396-0.0018794i,0.004154-0.0011857i,0.0038205-0.0024263i,0.0032214-0.002976i,0.0011438-0.0024983i
0.0098251-0.00086106i,0.042197+0.017444i,0.095095+0.07i,0.13498+0.13797i,0.12292+0.16634i,0.073148+0.13406i,0.032052+0.077483i,0.012124+0.036411i,0.0015681+0.019426i,-0.0039948+0.013071i,-0.005653+0.0086512i,-0.0051749+0.0082203i,-0.0018855+0.0093867i,0.00091674+0.0076409i,-9.1456e-05+0.0028945i,-0.0025194-8.6779e-05i,-0.0023627+0.0013198i,-0.00079582+0.0025006i,0.00032785+0.0021424i,0.0013855+0.0016493i,0.0017105+0.00014247i,-0.00049225-0.00054868i,-0.0022691+0.0016574i
-0.0061863-0.00085346i,-0.034556-0.017032i,-0.079587-0.0673i,-0.10853-0.13185i,-0.086469-0.15832i,-0.038734-0.13164i,-0.010081-0.083436i,-0.0035544-0.040605i,-0.00085972-0.014844i,0.0045461-0.0065583i,0.0075343-0.0061349i,0.0037541-0.0067176i,-0.00038312-0.0075723i,0.0014605-0.0085584i,0.0058624-0.0091675i,0.0078159-0.010251i,0.005405-0.0093033i,0.003227-0.0054259i,0.0026252-0.0022249i,0.00099901-0.0014614i,0.0011099-0.0018514i,0.0039424-0.001954i,0.0069754-0.0036167i
0.0050309+0.00584i,0.02845+0.026043i,0.066206+0.079618i,0.087246+0.14228i,0.064169+0.16103i,0.019268+0.12559i,-0.0085469+0.079159i,-0.012534+0.048491i,-0.0080825+0.03084i,-0.0024888+0.020586i,0.00094078+0.012388i,0.00063923+0.0053741i,-0.0010861+0.0023592i,-0.0028088+0.0023163i,-0.0045298+0.0036937i,-0.0043631+0.0056643i,-0.0017455+0.0060659i,-0.00029458+0.0056274i,0.00060828+0.0050689i,0.0028208+0.0038923i,0.0024916+0.0016299i,-0.00076832-0.00018981i,-0.0044851-8.8446e-05i
-0.0063662-0.0032088i,-0.026054-0.022431i,-0.051439-0.071386i,-0.058498-0.12874i,-0.035266-0.1469i,-0.010938-0.11389i,-0.0081778-0.06096i,-0.014382-0.020233i,-0.012435-0.0014423i,-0.0038759+0.0015282i,0.00058458-0.00021924i,0.00032873-0.0019746i,-0.00048696-0.0035744i,0.00055241-0.0051723i,0.0028804-0.0069051i,0.0030465-0.0088282i,0.0010644-0.0099102i,-0.0010403-0.0087222i,-0.002272-0.0069305i,-0.0029397-0.004473i,-0.0024637-0.0014788i,0.00049746+0.00017621i,0.0029969+0.0003067i
0.0070671+0.0057746i,0.023541+0.022988i,0.045549+0.067944i,0.050001+0.11768i,0.025763+0.1248i,-0.0049873+0.08749i,-0.021056+0.046582i,-0.021561+0.023419i,-0.016046+0.013428i,-0.011122+0.0099127i,-0.0050508+0.0077288i,0.0026898+0.0059909i,0.0067648+0.0062631i,0.0051735+0.008119i,0.00046545+0.0096843i,-0.0028257+0.011184i,-0.0020224+0.01126i,-0.00067983+0.0081108i,0.00019972+0.0041084i,0.0012261+0.0017208i,0.00049542-0.00068058i,-0.002649-0.0017811i,-0.0047511+0.00037883i
-0.0043217-0.0052531i,-0.017181-0.021001i,-0.031432-0.060213i,-0.025218-0.10558i,0.0043143-0.11811i,0.025727-0.091067i,0.022458-0.056074i,0.009422-0.03197i,0.0018616-0.019294i,-0.00086555-0.012819i,-0.0031601-0.0068169i,-0.0041724-0.0017638i,-0.0023034-0.00061352i,0.00051679-0.0020069i,0.0020207-0.0052786i,0.00098788-0.0089836i,-0.00096525-0.009859i,-0.0017252-0.0082467i,-0.0015712-0.0057451i,-0.0015532-0.0023664i,-0.00026437+0.00043931i,0.0033602+0.00091198i,0.0051581-0.0025875i
0.0050423+0.0022601i,0.013835+0.018552i,0.022604+0.056586i,0.017149+0.096782i,-0.0024847+0.1006i,-0.01423+0.068579i,-0.0070523+0.034282i,0.0067208+0.015363i,0.011706+0.0075334i,0.0089192+0.0042879i,0.0073023+0.002076i,0.0075078+0.0010556i,0.0069204+0.001717i,0.0047349+0.0030417i,0.0021337+0.0051531i,0.0016693+0.0074439i,0.0028123+0.0088522i,0.0032032+0.0081711i,0.0038858+0.0049755i,0.0053679+0.0017112i,0.0043776-0.001068i,0.00056853-0.0020378i,-0.0038609-0.00025502i
-0.0059853-0.0027848i,-0.011753-0.017906i,-0.013291-0.050053i,0.00041708-0.083628i,0.023101-0.085303i,0.030603-0.057693i,0.021262-0.026714i,0.01198-0.0037532i,0.010342+0.0071845i,0.011909+0.006094i,0.0077619+0.0010113i,-0.00022519-0.0017279i,-0.0045845-0.0033098i,-0.0043802-0.0063515i,-0.0023897-0.0098845i,-0.0014245-0.012337i,-0.0010094-0.011301i,-8.1846e-05-0.0077879i,0.0012096-0.0047233i,0.0016516-0.0017693i,0.001959+0.0010384i,0.003358+0.0015557i,0.0049681-1.793e-05i
0.0028865+0.0048829i,0.0056742+0.019263i,0.0062499+0.050272i,-0.0065738+0.078966i,-0.026859+0.072888i,-0.035426+0.04488i,-0.031863+0.028872i,-0.022028+0.027923i,-0.0097189+0.029175i,0.00091451+0.023738i,0.0068556+0.011777i,0.00844+0.0019326i,0.007642-0.0012505i,0.0061437-0.0005986i,0.0038068+0.001397i,0.0011153+0.0036191i,0.00025766+0.0049362i,0.00036376+0.0055353i,0.00097539+0.0034169i,0.00091404+0.00017163i,-0.00050687-0.0011852i,-0.0025107-0.0008625i,-0.0025152+0.00023787i
-0.0048431-0.0020399i,-0.0049554-0.016323i,0.0017949-0.040495i,0.021305-0.061608i,0.038736-0.059335i,0.03028-0.039828i,0.0040018-0.019484i,-0.016052-0.0031993i,-0.020175+0.0071846i,-0.013345+0.010844i,-0.0068866+0.0087789i,-0.0055241+0.0056741i,-0.0050492+0.0037887i,-0.0018626+0.00054972i,-0.00051017-0.0035837i,-0.0011765-0.0063591i,-0.0013636-0.008344i,-0.0012732-0.0068333i,-0.00016935-0.0025481i,0.00048219+0.00083958i,-8.6891e-05+0.0028705i,0.0008211+0.0020958i,0.0015032-0.0011135i
-0.00083594+0.0048173i,0.00087836+0.017693i,-0.0038883+0.041714i,-0.015774+0.057239i,-0.023746+0.044818i,-0.021257+0.019104i,-0.017195+0.0038625i,-0.016075+0.00036028i,-0.015502+0.0015986i,-0.012172+0.0028955i,-0.004196+0.002299i,0.0025604+0.00031406i,0.0051348+0.00042621i,0.0063762+0.0023568i,0.0055058+0.0047313i,0.0026964+0.0063183i,0.00017841+0.0063362i,-0.0011602+0.0051911i,-0.0010845+0.0014109i,-0.0015922-0.0024226i,-0.0025116-0.0031421i,-0.0031424-0.0023008i,-0.0043157-0.0010544i
-0.0021644-0.0076585i,-0.0016981-0.017975i,0.005713-0.034444i,0.022949-0.043724i,0.037123-0.034534i,0.033209-0.019978i,0.020238-0.013336i,0.0086736-0.011362i,0.00066496-0.010388i,-0.0041408-0.0077423i,-0.0065944-0.0027269i,-0.0058919+0.0022553i,-0.003381+0.0039978i,-0.0012475+0.003451i,0.00071518+0.00084745i,0.002094-0.0026096i,0.0025766-0.0045696i,0.0021806-0.0043072i,0.0027942-0.0019914i,0.0041252+0.00034388i,0.0037464+0.0017116i,0.0038683+0.0022206i,0.0047036+0.0014313i
0.0019442+0.001074i,0.0012616+0.013897i,-0.0079745+0.029738i,-0.022034+0.03772i,-0.027105+0.026579i,-0.017855+0.010954i,-0.0058341+0.0041535i,0.0033345+0.003541i,0.008391+0.0019183i,0.0075455-0.0022776i,0.0051873-0.0048492i,0.0038796-0.0052657i,0.003258-0.0054345i,0.002571-0.0038601i,0.0011553-0.0009831i,-0.00027034+0.0017441i,-0.00093123+0.0042255i,-0.00072478+0.0032551i,-0.00084779-0.00025919i,-0.0016114-0.0019139i,-0.0015492-0.0029789i,-0.00078975-0.0037845i,-0.00044053-0.0034727i
-0.00056966-0.00045381i,-0.001267-0.010084i,0.0073679-0.022243i,0.02377-0.026513i,0.029907-0.0174i,0.017268-0.0074098i,0.0031508+0.00038856i,-0.00024814+0.007839i,0.0049248+0.009883i,0.0084094+0.0070573i,0.0052058+0.0035793i,0.0014147+0.0025482i,-0.00012862+0.0031625i,-0.0009977+0.0014943i,-0.00056957-0.0017954i,0.00098071-0.0041781i,0.0018523-0.0043378i,0.0027178-0.0027374i,0.0050474-3.0503e-05i,0.0076485+0.0023156i,0.0075868+0.0025044i,0.0051612+0.0019341i,0.0030319+0.00071801i
0.0037244+0.00090941i,0.0031823+0.011635i,-0.0035774+0.022497i,-0.015038+0.02253i,-0.018649+0.0081113i,-0.014832-0.0018418i,-0.01227+0.001493i,-0.0097908+0.0083635i,-0.0043461+0.012319i,0.0029042+0.010573i,0.0058928+0.0046194i,0.0043468-0.00044323i,0.0030573-0.0035563i,0.0021389-0.0060421i,-8.5065e-06-0.0053543i,-0.0024565-0.0018482i,-0.0036868+0.0010509i,-0.0026603+0.0021263i,-0.0027341+0.0011758i,-0.0043212+0.00051031i,-0.0047646+5.3522e-06i,-0.0041643-0.0014382i,-0.0034569-0.00077792i
-0.0020038-0.0026949i,-0.0022528-0.011216i,0.0055077-0.019187i,0.018337-0.018289i,0.021321-0.010116i,0.011858-0.0065514i,-0.00063321-0.0054038i,-0.0094852+0.0005797i,-0.010055+0.0087858i,-0.0048744+0.012499i,2.521e-05+0.010404i,0.0022519+0.0079902i,0.00389+0.0078274i,0.0049341+0.0059538i,0.0034223+0.0017283i,0.001708-0.0032037i,0.0014274-0.0050122i,0.0017245-0.0028035i,0.0027659-0.00059111i,0.0037052+0.00033496i,0.0033652+0.00070993i,0.0023661+0.00089945i,0.0028901+0.0012052i
0.0025246+0.0011226i,0.0036604+0.007691i,-0.0031913+0.014854i,-0.012237+0.013539i,-0.010511+0.0034876i,-0.0020091-0.0031446i,0.00023369-0.0024547i,-0.0032336+0.0016474i,-0.0067938+0.0048478i,-0.0071389+0.0058607i,-0.0042676+0.0038519i,-0.0032236-0.0012271i,-0.0035423-0.0038036i,-0.0019188-0.0038784i,-0.00014867-0.002919i,-0.00010031-0.00026539i,-0.00048469+0.0017087i,-0.0013292+0.00096062i,-0.0033607-0.0007838i,-0.0054633-0.00084845i,-0.0056928-0.00076533i,-0.004526-0.00168i,-0.0028385-0.0028965i
-0.0052283+0.0007235i,-0.0051542-0.0012008i,0.0025898-0.0019972i,0.014469+0.00090357i,0.016426+0.0044329i,0.0094149+0.0030459i,0.0029766+0.00072333i,-0.0007705+0.0011032i,-0.003556+0.0023708i,-0.0047669+0.0031988i,-0.0019478+0.0033338i,0.0021091+0.0031898i,0.0050248+0.0044367i,0.0067469+0.0063522i,0.0061779+0.0046648i,0.003855+0.00030892i,0.0019514-0.0021353i,0.0019047-0.0019176i,0.0036736-0.0014187i,0.0057077-0.001683i,0.0062882-0.0010424i,0.0059782+0.00096382i,0.0044331+0.0012461i
0.00072089+0.00047626i,0.00040668+0.0012643i,-0.0032908+0.0035643i,-0.0073568+0.0022967i,-0.0038891-0.0015401i,-0.00021282-0.0022171i,-0.0028808+0.0011388i,-0.005769+0.0047431i,-0.0054234+0.0035093i,-0.0041164-0.00092877i,-0.0035799-0.0036009i,-0.0040151-0.0037847i,-0.0046164-0.0041395i,-0.0041322-0.0040382i,-0.001939-0.0023427i,-2.6647e-06+0.0010074i,0.00032441+0.0026891i,-0.00024688+0.0012266i,-0.0014087-0.00027328i,-0.0021332-5.6579e-06i,-0.0018112-0.00045054i,-0.0019962-0.0027222i,-0.0028362-0.0034263i
0.0015365-0.00069195i,0.0017822+0.0012229i,0.0043151+0.0017731i,0.0090478+0.004123i,0.0074089+0.0048718i,-0.00024446+0.00059916i,-0.0050835-0.0018177i,-0.0057528-0.0015498i,-0.002519-0.0012763i,0.0015824-0.0018309i,0.0037359-0.001632i,0.0056944+0.001483i,0.0070102+0.0044065i,0.0059367+0.0043274i,0.0033396+0.0014507i,0.00080031-0.002171i,-0.00067852-0.0027653i,-0.00022188-0.00077811i,0.0029466+0.00064703i,0.0061601-4.0202e-05i,0.006271-0.0011542i,0.0056364+0.00020364i,0.0053045+0.0021708i
0.00060482-0.0028566i,0.00061497-0.0028244i,-0.0014243-0.0035842i,-0.0026783-0.0060707i,0.0019559-0.0089297i,0.0031681-0.0088252i,-0.0028123-0.0063686i,-0.0059707-0.0018907i,-0.0023881+0.0014226i,0.0026489+0.0014976i,0.0021768+0.00072268i,-0.002485-8.8595e-05i,-0.0058364-0.002085i,-0.0066075-0.0040175i,-0.0051093-0.0041334i,-0.0018815-0.0020693i,0.00028596-0.00018284i,-0.00014236+0.00048906i,-0.0013991+0.0015556i,-0.0016861+0.002863i,-0.0022591+0.0021836i,-0.0035481-7.1358e-05i,-0.0045368-0.002411i
0.0027163+0.0010252i,0.0028699+0.0034211i,0.0055995+0.0029821i,0.007308+0.0034564i,0.0040839+0.0004515i,0.00035462-0.0049304i,0.00042565-0.0037707i,0.0012851+0.002295i,0.003898+0.0075575i,0.0075066+0.0084228i,0.0083787+0.0058847i,0.0073804+0.0037366i,0.006955+0.0038277i,0.0071344+0.0032779i,0.004786+0.0011152i,0.00029184-0.00070778i,-0.0019929-0.001131i,-0.0013368+0.00038945i,0.0009889+0.0013227i,0.0034629+0.0011714i,0.0034982+0.0014199i,0.0031578+0.0023959i,0.0044176+0.003034i
-0.0021546-0.00014357i,-0.0052718-0.0016393i,-0.0065089-0.0009641i,-0.0029517-0.0017498i,0.0038738-0.0024543i,0.006408+0.00021339i,0.0024911+0.0036423i,-0.0015164+0.0074487i,-0.0023252+0.011463i,-0.0015515+0.012161i,-0.00058713+0.0080784i,-0.001878+0.003377i,-0.0037423+0.00018815i,-0.0034688-0.0020388i,-0.0022911-0.0022394i,-0.0010116-0.00081829i,-0.00070943-0.00074091i,-0.0015163-0.00097411i,-0.0018471+0.00044751i,-0.0020035+0.0013475i,-0.0021286+0.00056352i,-0.0024324-0.0012396i,-0.0021536-0.0033577i
0.003372-0.00077908i,0.0051384+0.0015105i,0.0075518+0.0041615i,0.0073924+0.0067297i,0.0035326+0.0047538i,0.00022221+0.0005442i,-0.0023779+0.0026953i,-0.005892+0.0079991i,-0.0073638+0.0097574i,-0.0061881+0.0080133i,-0.0023241+0.0051788i,0.0019542+0.0028914i,0.0058216+0.0033729i,0.0082004+0.0043392i,0.0068683+0.0024898i,0.002893+0.00051817i,0.00025587-0.00063362i,0.00025619-0.00096141i,0.0014597-0.00098311i,0.0023133-0.00077186i,0.0030952-0.00084482i,0.0036668-0.00092449i,0.0042583+0.00038786i
-0.00083588+0.00052601i,-0.0027831-0.00052601i,-0.0033347-0.0012031i,0.00044862-0.0017159i,0.0062455-0.0011531i,0.0034068+0.00046179i,-0.0050025+0.0013014i,-0.010882+0.0014094i,-0.012849+0.0016072i,-0.011322+0.0013699i,-0.0079673+0.00080517i,-0.0051003+0.00046756i,-0.0032728+0.0001759i,-0.0016988+0.00015322i,-8.7942e-05-0.00013508i,0.00044407-0.0006619i,-1.8563e-05-0.00093254i,5.7425e-05-0.00086205i,6.3795e-05-0.00051744i,-0.0011127-0.00025583i,-0.0022686-0.00046189i,-0.0032917-0.0019369i,-0.003918-0.0041779i
-3.3459e-05+0.00018438i,0.0028397+0.00058144i,0.004706+0.0028625i,0.0028053+0.0039317i,0.00020023-0.00068099i,-0.00093877-0.0078384i,-0.0041068-0.008675i,-0.006801-0.0057248i,-0.0058806-0.0045395i,-0.0034593-0.0052957i,-0.00096969-0.0053452i,0.0010473-0.0030223i,0.0021933+0.00056986i,0.003055+0.0026523i,0.00339+0.001654i,0.0025096-9.2956e-05i,0.001722-0.00072001i,0.0016639-0.00049543i,0.0028011+0.00010566i,0.0038129+0.00021997i,0.00356+9.9466e-05i,0.002291+0.0010448i,0.00088344+0.0029345i
-0.0014776+0.0026591i,-0.0047476+0.0038379i,-0.0051388+0.0042177i,0.0003592+0.0022293i,0.0059747+0.00030464i,0.0037268-0.0010705i,-0.0019298-0.0020926i,-0.0027228-0.0011858i,0.0017903-0.00020866i,0.0059296-0.000498i,0.005473+4.066e-06i,0.0021429+0.00060371i,-0.0015925-0.00054616i,-0.0038073-0.0020367i,-0.0040106-0.0018816i,-0.0031153-0.00092345i,-0.0018704+0.00028235i,-0.0015514+0.0018072i,-0.0016653+0.0013821i,-0.0016706+0.00055886i,-0.0016954+0.00043302i,-0.0010678-0.00056136i,-0.00025119-0.0019069i
-0.0008423-0.0030291i,0.0011491-0.0030618i,0.0028376-0.0020752i,0.0040271-0.00026725i,0.0037687-0.0026808i,0.0043113-0.0059022i,0.0034565-0.0032226i,0.003184+0.002752i,0.0062359+0.0066005i,0.008273+0.005977i,0.0069668+0.0029113i,0.0045323+0.00077303i,0.0025485-0.00016739i,0.0013203-0.00071761i,0.00067219-3.1605e-05i,0.0010931-0.0008975i,0.0016066-0.0019681i,0.0016917-0.0014476i,0.0017175-0.00031609i,0.0014927+0.00057475i,0.0019442+0.0011915i,0.0013608+0.001929i,0.00053282+0.0018636i
0.0011054+0.0014036i,-0.00012453+0.0013262i,-0.00025361+0.00025363i,0.0016745-8.6272e-05i,0.0030941+0.00014033i,0.00079049+0.001713i,-0.0030849+0.0038369i,-0.0045309+0.0081369i,-0.0025569+0.012837i,0.0013343+0.014092i,0.0044986+0.010109i,0.0046234+0.0051197i,0.0032501+0.0012117i,0.0019315-0.0016725i,0.0011549-0.0015914i,-0.00025991+0.00016969i,-0.0022084+0.001046i,-0.0019785+0.0013398i,-0.0011302+0.00082204i,-0.0012276-0.00025301i,-0.00054445-8.5445e-05i,0.00085173-0.00058821i,0.0011551-0.0027187i
0.0006298-0.0022648i,0.0011184-0.00095564i,0.0014565+0.0011077i,0.0016141+0.0020996i,0.0026853+3.3583e-05i,0.0031078-0.0026743i,-0.0011599-0.0010057i,-0.0058087+0.0030834i,-0.0073008+0.0067718i,-0.0069274+0.0080251i,-0.0042621+0.0056255i,-0.0011301+0.0025069i,0.0019667+0.0026377i,0.003937+0.0029779i,0.0035463+0.00087986i,0.0022922-0.0019726i,0.0022428-0.0037885i,0.0019578-0.0040252i,0.0015986-0.0030414i,0.0019673-0.0013883i,0.0016627-0.00064821i,-5.2123e-05-0.00019678i,-0.0019636+0.0005107i
0.00015785+6.3734e-05i,0.00044579+0.0016851i,-5.9955e-05+0.0031764i,0.0016626+0.0039912i,0.0037571+0.0036504i,-7.4347e-05+0.0012485i,-0.0052462-0.0011775i,-0.008658-0.00090449i,-0.010807+0.00079973i,-0.0097267+0.0023485i,-0.0050279+0.0026314i,-0.0011876+0.0018495i,0.00049989+0.00090901i,0.0016518-0.00014089i,0.0011334-0.00018832i,-0.00056672+0.0015341i,-0.0016633+0.0024213i,-0.0016017+0.0023825i,-0.00041181+0.002202i,0.00026675+0.00085787i,0.00027205-0.00013752i,0.0012176-0.0006971i,0.0022426-0.0021088i
9.8682e-05+0.0018756i,-0.0015337+0.00034171i,-0.0010092+0.0014997i,0.00077714+0.0012504i,0.0024435-0.0020581i,0.0021314-0.0053573i,-0.0012344-0.004537i,-0.0036164-0.0012436i,-0.0038334-0.0020385i,-0.0039983-0.0045076i,-0.0043099-0.0044585i,-0.0042842-0.0023628i,-0.0029544+0.0018326i,-0.0013717+0.0031719i,-4.9396e-05-0.00012578i,0.00080924-0.0025838i,0.0015335-0.0040937i,0.0027906-0.0046447i,0.0036223-0.0024442i,0.003371-0.00010499i,0.0016789+0.00024043i,-0.00064269+0.000805i,-0.0021783+0.0017267i
0.0023154+0.00030495i,0.0018768+0.0013567i,0.00092672+0.0024394i,0.0020492+0.0024405i,0.003388+0.0013685i,0.0010923-0.000279i,-0.0024659-0.00041117i,-0.0018759+0.0016517i,0.0023415+0.0017634i,0.0050536-0.00082517i,0.0049149-0.0013929i,0.0033055-0.00040529i,0.0012945-0.00048243i,0.00026017-0.0012138i,0.00028667-0.00026648i,0.00094868+0.0023495i,0.0013067+0.0040324i,0.00063414+0.0039064i,8.1508e-05+0.0025525i,0.00057933+0.00066048i,0.0012498-0.00056891i,0.0023521-0.00084425i,0.0026983-0.0018961i
0.0001758-0.00024307i,-0.00042128-0.00071913i,0.0012431-0.0020681i,0.0028917-0.0026442i,0.0035319-0.0044116i,0.001867-0.0054952i,-0.0011785-0.0022445i,-0.0013181+0.0026624i,0.0029015+0.0052462i,0.0061636+0.0036818i,0.005036+0.00018062i,0.0023641-0.0014501i,0.00027047-0.00041396i,-0.00062306+0.00026264i,-0.000105-0.0016569i,5.7005e-05-0.0038347i,-0.00015776-0.0046627i,-0.00029562-0.0040017i,0.00074422-0.0020163i,0.0012587+0.00016904i,1.0621e-05+0.0011193i,-0.0010359+0.0012037i,-0.0020749+0.0019628i
0.00084309+0.0014783i,0.0026369+0.0022415i,0.0040133+0.003951i,0.0053269+0.0047332i,0.0063704+0.0032256i,0.0030237+0.00032947i,-0.0021187-0.0004742i,-0.0042891+0.0029447i,-0.001613+0.0088506i,0.0031631+0.010728i,0.0052823+0.0066849i,0.0051388+0.0016111i,0.0036659-0.0013775i,0.0024438-0.0020083i,0.0015877+0.00012594i,0.0017+0.0024533i,0.0014921+0.0027287i,0.00069405+0.0024126i,0.00025853+0.0020729i,6.1163e-05+0.00072537i,0.0013166-4.0479e-05i,0.0024689-0.00031541i,0.0023531-0.0016488i
-0.0018676+0.0015321i,-0.0024708+0.0031111i,-0.00063599+0.0028314i,0.0034147+0.00058733i,0.0045026-0.0033781i,0.0028683-0.0055347i,-0.00084602-0.0035002i,-0.0049671+0.0018738i,-0.0058896+0.0069032i,-0.0035608+0.0083807i,-0.00063189+0.006781i,0.0010174+0.0039956i,0.0021101+0.002123i,0.0027086+0.00096992i,0.0011813-0.0016567i,-0.00071404-0.004679i,-0.0010488-0.0052385i,-0.00047586-0.0041419i,-9.9696e-05-0.0027057i,-0.00026406-0.0015386i,-0.00044741-0.00064456i,-0.0010863-0.00026254i,-0.0012953+0.00066768i
0.0011873+0.0025467i,-0.00036078+0.0005771i,-0.0010358+0.00065799i,-0.00070339+0.0018873i,0.00098797+0.00084725i,-0.00035062-0.002091i,-0.0040737-0.0019262i,-0.0062855+0.0018002i,-0.0065851+0.0052184i,-0.0057733+0.0059488i,-0.003148+0.0042082i,-0.00017035+0.0018286i,0.0013457+0.0011432i,0.0021034+0.0011571i,0.0030235+0.0012659i,0.0037589+0.0016679i,0.0032827+0.002348i,0.0023135+0.0022114i,0.001952+0.0017637i,0.0026024+0.0016535i,0.0031808+0.00065909i,0.0031155-0.00098699i,0.0027923-0.002803i
-0.00081141-0.002299i,-0.0010051-0.00097426i,-0.00087913+0.00079698i,0.0015354+0.0031353i,0.0045757+0.0030779i,0.0045207+0.0012448i,0.00071179+0.00034285i,-0.0031432+0.0006549i,-0.0056489-0.00025711i,-0.0065483-0.0011623i,-0.0052+0.00060477i,-0.0032883+0.0027047i,-0.0018967+0.0035926i,-0.00077838+0.0032184i,-0.00024166-0.0002524i,-0.0012887-0.0029402i,-0.0023962-0.0033366i,-0.0019513-0.0027099i,-0.00074317-0.0018173i,-0.00053937-0.00085327i,-0.0014318+0.00017999i,-0.0011552+0.00085653i,-0.00055865+0.0014706i
-0.001403-0.00256i,-0.00077265-0.0035645i,-0.00099063-0.0018853i,0.00031801+0.00079113i,0.0023023+0.0015373i,0.0022685-0.0010986i,-0.0013149-0.0022186i,-0.0042096-0.00032893i,-0.0032069+0.00062968i,-0.0015175-4.2591e-05i,-0.00092275-0.0015403i,-0.0013858-0.00237i,-0.0015081-0.0015829i,-0.00089776+0.00014911i,0.00033077+0.0012016i,0.0019127+0.0015039i,0.001805+0.0016006i,0.0013612+0.0011208i,0.002107+0.00034713i,0.0028083-0.00019753i,0.0030027-0.00072166i,0.0028078-0.0018516i,0.0016444-0.0030486i
-0.0020314-3.4708e-05i,-0.00062319+0.0014983i,-0.00087759+0.002642i,0.0015112+0.0036585i,0.0049479+0.0022935i,0.0057191-0.00016265i,0.0021585-0.0012291i,-0.00082127-0.00031487i,0.00042491+0.0013503i,0.0035011+0.0013375i,0.0039506+0.0010133i,0.001442+0.0010814i,-0.00060323+0.0011442i,-0.00098291+0.00019467i,-0.00070194-0.0020626i,-0.00086149-0.0027772i,-0.0013429-0.0015039i,-0.0014858-0.00022201i,-0.0014221+0.00011543i,-0.00144-6.6793e-05i,-0.0016525+0.00030361i,-0.0012396+0.00066393i,0.00010707+0.0012568i
0.0032007+0.00059422i,0.0010905+2.2991e-05i,0.00053256-0.00084334i,4.2335e-05-0.0014234i,-0.0005057-0.002903i,-0.0018262-0.0043711i,-0.0031643-0.0023326i,-0.0021683+0.001969i,0.0013209+0.0048961i,0.0036681+0.0046252i,0.0030829+0.0012668i,0.00070614-0.002075i,0.00010864-0.003216i,0.0012018-0.0028524i,0.0017318-0.0017625i,0.0011935-0.00084149i,0.00048971-0.00058738i,0.00071564+0.00047412i,0.0014794+0.0013938i,0.0025478+0.00055727i,0.0027749-0.0001557i,0.0010778-0.00012697i,-0.00046454-0.0012347i
0.00010359+0.0012906i,0.0031245+0.0036987i,0.0045208+0.0041663i,0.0062454+0.0023551i,0.0073597+0.00012097i,0.0042038-0.0016192i,-0.00054073-0.0012385i,-0.0028339+0.0027364i,-0.0024513+0.0069724i,0.00047235+0.0081076i,0.0033446+0.0059086i,0.0047216+0.0026296i,0.0040664+0.00041124i,0.0025492-0.00059366i,0.0011612-0.00096162i,-9.3018e-05-0.00066869i,-0.0006152-0.00059079i,-0.00010131-0.00048444i,0.00045722+8.1551e-05i,0.00013492+0.00029514i,-0.00064395+0.00024927i,-0.00084604+0.00014974i,-0.00010434+5.3878e-05i
-0.0002033-0.00035158i,-0.0034324-0.00049113i,-0.0040521-0.00030393i,-0.0018765-0.00016657i,0.00074621-0.0021891i,0.0012339-0.0032882i,-0.001983+0.00032328i,-0.0043354+0.005879i,-0.0043349+0.0086666i,-0.0039362+0.008136i,-0.0029876+0.0059573i,-0.00097318+0.0028842i,0.0020054+9.7474e-05i,0.0035746-0.0011961i,0.0022482-0.001225i,-0.00049695-0.0009843i,-0.001057-0.0012595i,-0.00017925-0.00058906i,0.0011398+0.00027249i,0.0019911+0.00019194i,0.0015506-0.0003672i,0.00071459-0.0012414i,2.2457e-05-0.0016254i
