-0.00079493+0.0018565i,-0.00030407+0.0007104i,-0.0014532-0.00025028i,-0.0027184-0.00098602i,-0.0023788-4.0294e-05i,-0.0020264+0.0010068i,-0.0016081+0.0010444i,-0.00036055+0.001478i,0.00014732+0.00066567i,0.00021752-0.0007023i,0.0002672-0.00083351i,-0.00022083-0.00078066i,-0.00045828-6.2657e-05i,-0.00031061+0.00019925i,0.00036918-1.4148e-05i,0.0010218-0.00019912i,0.00067712-0.00042443i,-0.00038068+9.259e-05i,-0.00012827-0.00024651i,0.00022163-0.000326i,-0.00057498+0.00044586i,-0.00099962+2.222e-05i,-0.000142-0.00043088i
0.71551-0.20796i,0.65782-0.39709i,0.25749-0.36998i,-0.022037-0.20682i,-0.089629-0.13336i,-0.12185-0.085714i,-0.082924+0.0070859i,-0.0015767+0.03678i,0.019083+0.02281i,0.013582+0.024722i,0.0086094+0.014206i,-0.010022-0.0043153i,-0.025501-0.013626i,-0.030198-0.014416i,-0.025802-0.012634i,-0.021586-0.016596i,-0.028038-0.015037i,-0.035852+0.0025837i,-0.024678+0.028503i,0.00023622+0.037355i,0.011015+0.020893i,0.0039728+0.0026661i,-0.0024815-0.0025784i
-0.35542+0.75442i,-0.24661+0.84418i,-0.03826+0.57863i,0.054928+0.31517i,0.078704+0.20824i,0.090085+0.11156i,0.051961+0.022913i,0.017946-0.0015587i,0.0010046-0.0060093i,-0.024345-0.0029531i,-0.025805+0.0065795i,-0.0080327+0.0032225i,-0.0042159+0.0019663i,-0.012334+0.0094444i,-0.022608+0.016399i,-0.025435+0.021444i,-0.015794+0.018851i,-0.0057328+0.006282i,-0.0095483-0.0045796i,-0.013446-0.0039151i,-0.0024261-0.0039192i,0.0056246-0.012206i,0.00025983-0.016135i
-0.26496-0.60563i,-0.354-0.65627i,-0.31358-0.44032i,-0.22673-0.23989i,-0.18339-0.15887i,-0.14371-0.078851i,-0.063539+0.0017478i,-0.00098473+0.030859i,0.02202+0.021035i,0.025697-0.0025915i,0.016447-0.014392i,0.0088305-0.012116i,0.0020342-0.020893i,-0.013259-0.039673i,-0.021491-0.053298i,-0.020739-0.059437i,-0.024727-0.052269i,-0.030953-0.029487i,-0.028757-0.0063924i,-0.017709+0.0072748i,-0.005479+0.013963i,0.0015786+0.011224i,0.0014534+0.0034844i
0.25592+0.22313i,0.36018+0.25396i,0.31756+0.17371i,0.2267+0.10335i,0.17837+0.067369i,0.11561+0.02337i,0.032249+0.0080487i,-0.0051919+0.014697i,-0.012779+0.013616i,-0.016592+0.01575i,-0.015964+0.014735i,-0.018878+0.011789i,-0.011298+0.013609i,0.012085+0.0088532i,0.027302+0.004607i,0.036406+0.0094094i,0.048248+0.0033826i,0.04638-0.022083i,0.022097-0.041556i,-0.0034832-0.03511i,-0.0075399-0.016502i,0.0015358-0.0071854i,0.0038895-0.0071437i
-0.31202-0.31821i,-0.38587-0.29098i,-0.27798-0.16232i,-0.14617-0.099433i,-0.098685-0.08452i,-0.060302-0.04099i,-0.015951-0.018812i,-0.011894-0.022617i,-0.016661-0.017012i,-0.0045128-0.013402i,0.0082072-0.017583i,0.01191-0.022323i,0.0098137-0.021836i,0.009529-0.019088i,0.0072107-0.023646i,-0.004364-0.024435i,-0.013854-0.0081248i,-0.0042499+0.012458i,0.015596+0.015191i,0.017667+0.0062585i,0.0014623+0.0087607i,-0.0061581+0.017823i,-0.0013459+0.015675i
0.68627-0.0065709i,0.71884-0.030682i,0.47431+0.020217i,0.2903+0.095942i,0.23051+0.084067i,0.12386+0.024331i,0.022912+0.0095157i,0.0086997+0.0061802i,0.015334-0.0014215i,0.016014+0.0097545i,0.01963+0.018588i,0.017644+0.015421i,0.014968+0.017498i,0.021351+0.029542i,0.034914+0.040213i,0.043186+0.03833i,0.039544+0.02834i,0.026861+0.016827i,0.014123+0.010611i,0.008239+0.0023915i,0.0030415-0.01236i,-0.0042609-0.017753i,-0.0056475-0.012714i
-0.33518+0.57182i,-0.34038+0.58621i,-0.25523+0.32164i,-0.21074+0.1085i,-0.15538+0.065939i,-0.049858+0.031907i,0.012539-0.02465i,0.01792-0.035409i,0.0054699-0.019594i,-0.013211+0.00092133i,-0.020856+0.014377i,-0.020471+0.011433i,-0.026006+0.009475i,-0.034839+0.01542i,-0.043268+0.019476i,-0.048875+0.021179i,-0.045585+0.026002i,-0.028829+0.031781i,-0.0071634+0.03138i,0.0069872+0.024484i,0.010641+0.014124i,0.0029104+0.0069473i,-0.0054005+0.0091475i
-0.20715-0.35026i,-0.19528-0.33441i,-0.035852-0.15477i,0.11198-0.038571i,0.11484-0.016343i,0.051696+0.023978i,0.03479+0.049195i,0.036197+0.023462i,0.022182+0.00053199i,0.0091492-0.0035881i,0.0070209-0.0013002i,0.014685+0.00027659i,0.014794-0.0051972i,0.0034865-0.008118i,0.00055259-0.0068944i,0.0061972-0.0109i,0.0010082-0.020247i,-0.01771-0.022934i,-0.034098-0.013251i,-0.033155-0.0032672i,-0.019298-0.0047702i,-0.010356-0.013506i,-0.011166-0.016036i
0.066288+0.043067i,0.0347+0.046795i,-0.060883+0.038591i,-0.12319+0.061136i,-0.099924+0.067568i,-0.051005+0.01761i,-0.018219-0.0066683i,0.009766+0.011848i,0.017234+0.019164i,0.00019688+0.015637i,-0.013728+0.013374i,-0.023164+0.010681i,-0.031113+0.0062391i,-0.038977+4.2198e-05i,-0.048395+0.0013359i,-0.04758+0.0095878i,-0.029803+0.010627i,-0.0091234+0.00036137i,0.0014779-0.0094662i,0.0063075-0.0041043i,0.014839+0.010049i,0.02236+0.011298i,0.019495+0.00059304i
-0.049842-0.29446i,-0.047214-0.29652i,0.032465-0.16926i,0.099-0.092188i,0.08552-0.081291i,0.055934-0.030131i,0.040547+0.016998i,0.013763+0.015062i,-0.011741+0.0012434i,-0.017827-0.0095099i,-0.012469-0.016198i,-0.0010351-0.020421i,0.011603-0.0253i,0.020937-0.035126i,0.024028-0.048223i,0.020291-0.051855i,0.01335-0.04298i,0.0071646-0.028927i,0.0022763-0.018802i,-0.007359-0.016106i,-0.018644-0.014009i,-0.019602-0.0077882i,-0.012884-0.002537i
0.46506+0.077887i,0.44097+0.048395i,0.18043+0.065255i,0.011359+0.13377i,0.010226+0.13147i,-0.0044039+0.05977i,-0.025716+0.020582i,-0.0031707+0.0061274i,0.015805-0.0062095i,0.017582-0.0028557i,0.016565+0.0091264i,0.013341+0.020887i,0.01202+0.023666i,0.011021+0.017662i,0.0061957+0.015356i,0.0037302+0.020206i,0.0093385+0.025031i,0.016583+0.0191i,0.017396+0.0072974i,0.015411+0.0012757i,0.01327+0.0035234i,0.01053+0.0071161i,0.010512+0.0057517i
-0.12427+0.43155i,-0.053157+0.41679i,0.0049476+0.17727i,-0.03872-0.0024638i,-0.054686-0.0067225i,0.010831+0.019614i,0.03942+0.012251i,0.018499+0.01246i,0.0037567+0.013573i,-0.0048216+0.0026875i,-0.018459-0.0064781i,-0.028993-0.011278i,-0.025164-0.010473i,-0.0065621-0.0086608i,0.0088116-0.013878i,0.006867-0.02012i,-0.0045463-0.017535i,-0.012068-0.0050747i,-0.01111+0.0086583i,-0.0083633+0.013664i,-0.010966+0.0081224i,-0.015228+0.0037599i,-0.013649+0.0076238i
-0.28767-0.050465i,-0.29717+0.011748i,-0.16203+0.046153i,-0.03122+0.0047471i,-0.014961-0.022127i,-0.050368+0.010996i,-0.033382+0.037108i,0.0090966+0.015021i,0.021369-0.0076371i,0.021578-0.0070584i,0.024257-0.0090471i,0.021459-0.010435i,0.014206+0.0018465i,0.0088279+0.023547i,0.0085328+0.040256i,0.0083914+0.04156i,0.0047409+0.031759i,-0.00058573+0.019204i,-0.0033445+0.0094792i,0.002223+7.8091e-05i,0.010935-0.011485i,0.0091094-0.020007i,-0.0024708-0.01798i
-0.13202-0.14383i,-0.14451-0.13654i,-0.07625-0.079863i,-0.01404-0.019106i,-0.0042947+0.0053722i,-0.0088685-0.001869i,-0.016923+0.0071165i,-0.013875+0.035175i,-0.0017286+0.04464i,0.00049499+0.039522i,-0.0013444+0.030508i,-0.0088543+0.015482i,-0.021379+0.0031631i,-0.031178-0.0059075i,-0.036125-0.013021i,-0.033641-0.017659i,-0.026111-0.020662i,-0.019046-0.019881i,-0.017973-0.013589i,-0.020636+0.00042907i,-0.017064+0.012894i,-0.0079912+0.0133i,-0.0015656+0.0063068i
0.042942-0.31382i,0.0071006-0.29955i,0.019735-0.16595i,0.06605-0.11334i,0.05262-0.1414i,-0.0065957-0.11231i,-0.033927-0.05356i,-0.036973-0.028429i,-0.036973-0.015875i,-0.023666-0.0036457i,-0.00094367-0.0036554i,0.014275-0.017541i,0.012605-0.028621i,0.0045466-0.02241i,0.0030258-0.0094505i,0.007135-0.00205i,0.01206-0.00026232i,0.014003-0.0028488i,0.012873-0.0091257i,0.012642-0.016558i,0.013988-0.018556i,0.013517-0.016394i,0.0077694-0.014704i
0.4079-0.014278i,0.39892-0.053127i,0.24044+0.033856i,0.16471+0.17986i,0.1923+0.18599i,0.15887+0.0649i,0.073197-0.012964i,0.031869-0.019193i,0.018092-0.01388i,-0.0025214+0.00051336i,-0.01021+0.025576i,0.00042617+0.036206i,0.0094867+0.024516i,0.0035708+0.0039045i,-0.010208-0.0090284i,-0.015667-0.012412i,-0.011124-0.011476i,-0.0045376-0.0075566i,-0.00092335-0.00055999i,-0.0027772+0.011609i,-0.0049826+0.022837i,-0.0029574+0.024825i,0.0025406+0.017298i
0.077996+0.34639i,0.095608+0.33079i,-0.0051626+0.15788i,-0.14077+0.030526i,-0.14457+0.025883i,-0.044867+0.035169i,0.021397+0.0014968i,0.016623-0.02776i,-0.0055318-0.021758i,-0.015189-0.010292i,-0.023276-0.0090249i,-0.024914-0.0055518i,-0.011416-0.0012614i,0.0090113-0.0046378i,0.022412-0.010188i,0.024393-0.0062934i,0.023775+0.0063504i,0.022415+0.013001i,0.016306+0.0067466i,0.0061713-0.0080327i,-0.0061165-0.018639i,-0.014387-0.013862i,-0.013778-0.0018406i
-0.18619+0.15797i,-0.1562+0.18422i,-0.023523+0.14703i,0.098694+0.10375i,0.1261+0.094955i,0.096245+0.090283i,0.07794+0.071224i,0.077585+0.038925i,0.058617+0.0012484i,0.024923-0.016i,0.0063647-0.010509i,0.0035156+0.0016238i,0.0045109+0.011372i,0.0026561+0.014573i,-0.0038643+0.0115i,-0.014332+0.0077624i,-0.023622+0.0061081i,-0.024621+0.0053655i,-0.017526+0.0082194i,-0.0054298+0.015746i,0.0067006+0.017353i,0.0095286+0.0089632i,0.0027181-9.2891e-05i
-0.22773-0.012787i,-0.25926-0.0089917i,-0.27704-0.0086615i,-0.3243+0.013561i,-0.32451+0.059867i,-0.226+0.089509i,-0.10997+0.083762i,-0.043486+0.063488i,-0.013868+0.047679i,0.0023231+0.024651i,0.0017693-0.0058494i,-0.014958-0.021652i,-0.025534-0.013597i,-0.015116+0.0025129i,0.0035872+0.0074528i,0.013048+0.0020917i,0.01297-0.0035316i,0.010861-0.0043174i,0.0055886-0.0064056i,-0.0057617-0.013513i,-0.015826-0.017065i,-0.017258-0.013781i,-0.01316-0.0054461i
-0.10206-0.22697i,-0.067421-0.21215i,0.096982-0.18584i,0.23035-0.23467i,0.19354-0.26412i,0.080057-0.18439i,0.01495-0.071905i,-0.0009077-0.016777i,-0.0096847-0.0067987i,-0.0096593+0.0064912i,0.011921+0.017662i,0.028722+0.0091887i,0.019533-0.0022373i,-0.0023395+0.0010781i,-0.01759+0.0087428i,-0.022999+0.010147i,-0.024757+0.0087351i,-0.023026+0.0082187i,-0.012723+0.010883i,0.006175+0.014743i,0.020637+0.011736i,0.01971+0.0019237i,0.0079588-0.0082866i
0.17957-0.16612i,0.10146-0.15864i,-0.043499+0.0092445i,-0.10438+0.18036i,-0.07693+0.18338i,-0.063695+0.089321i,-0.064372+0.027295i,-0.04455+0.011395i,-0.017806+0.0059245i,-0.0083381-0.0022768i,-0.015188+0.00084166i,-0.016521+0.0093656i,-0.010679+0.003354i,-0.0082478-0.012031i,-0.0056583-0.0204i,0.0029798-0.021269i,0.012864-0.022216i,0.013328-0.023435i,0.00094896-0.021244i,-0.016331-0.014937i,-0.025241-0.0046059i,-0.019027+0.0025743i,-0.0049856+0.0039976i
0.16388+0.094591i,0.22714+0.038356i,0.22149-0.10815i,0.17836-0.23927i,0.14185-0.26395i,0.10681-0.19613i,0.067809-0.11264i,0.031984-0.06461i,0.0016124-0.035361i,-0.0092158-0.0066096i,0.00034372+0.0054397i,0.0077734+0.00065526i,0.0059028-0.0045274i,-0.00041784-0.0013794i,-0.007138+0.0082874i,-0.011886+0.016658i,-0.013803+0.02224i,-0.0097627+0.023068i,0.0013103+0.018066i,0.014466+0.0098382i,0.019898-0.0016395i,0.013969-0.0094178i,0.0040935-0.010002i
-0.005746+0.10403i,-0.041969+0.17547i,-0.037838+0.29046i,0.033219+0.38229i,0.10308+0.36411i,0.097083+0.24137i,0.055387+0.11708i,0.039163+0.048657i,0.034862+0.010842i,0.011201-0.010306i,-0.019087-0.0075888i,-0.026676+0.0061233i,-0.011963+0.0088264i,0.0018092-0.0056109i,0.0022501-0.023608i,-0.00087302-0.030778i,0.00028925-0.02909i,0.00097145-0.026645i,-0.0067826-0.020877i,-0.019144-0.0083546i,-0.022952+0.0029676i,-0.01663+0.0056612i,-0.005763+0.0047098i
0.0052197+0.081337i,0.018131-0.0070369i,-0.045882-0.14917i,-0.14002-0.21216i,-0.16439-0.17611i,-0.11026-0.10833i,-0.047644-0.047686i,-0.015066-0.01427i,-0.0039176+0.00039874i,0.01003+0.0018191i,0.022545-0.014135i,0.016785-0.02553i,0.0075295-0.017048i,0.0092943-0.0025009i,0.013805+0.0062889i,0.01155+0.011178i,0.0035457+0.015818i,0.0028455+0.017614i,0.012407+0.00941i,0.02013-0.0072341i,0.018944-0.018521i,0.01268-0.018038i,0.0032599-0.0089719i
-0.15312+0.058859i,-0.11973+0.15109i,0.016897+0.22356i,0.14382+0.23621i,0.17243+0.20584i,0.12466+0.14578i,0.060734+0.080233i,0.025478+0.043045i,0.01274+0.022183i,0.00014206+0.016869i,-0.0025693+0.025345i,0.0022083+0.023212i,-0.0021628+0.013414i,-0.0092065+0.0063322i,-0.010688-0.0038988i,-0.0092323-0.016495i,-0.0091113-0.024176i,-0.01092-0.020321i,-0.012988-0.0033089i,-0.0099854+0.016224i,-0.00074552+0.024265i,0.006238+0.018603i,0.0067185+0.0076959i
-0.0069609-0.12868i,-0.067384-0.19685i,-0.17172-0.19732i,-0.26306-0.14122i,-0.27188-0.09392i,-0.19161-0.063083i,-0.091354-0.039291i,-0.03748-0.025583i,-0.017312-0.01052i,-0.0014302-0.0037986i,0.0048094-0.010479i,0.0026438-0.013942i,0.0042813-0.0087659i,0.011987-0.0016342i,0.021293+0.0053682i,0.027956+0.011058i,0.029629+0.012759i,0.024197+0.010779i,0.015843+0.0022937i,0.0071205-0.010131i,-0.0024889-0.012392i,-0.0098095-0.0053343i,-0.013755+0.00079649i
0.019375+0.061072i,0.10214+0.10845i,0.20136+0.086659i,0.2456+0.018848i,0.22943-0.012839i,0.16827-0.0021937i,0.096621+0.0079744i,0.051105+0.005325i,0.0206-0.00071494i,-0.0033248+0.0088742i,-0.0064838+0.026979i,0.0015467+0.030296i,-0.00074055+0.022261i,-0.011237+0.017535i,-0.02015+0.016036i,-0.023809+0.012323i,-0.022938+0.0060693i,-0.02295+0.0025538i,-0.023548+0.0093333i,-0.015994+0.020078i,-0.0055983+0.019735i,-0.0013407+0.0096518i,0.0003486-0.0019584i
-0.066672-0.12407i,-0.16214-0.11889i,-0.21885-0.031966i,-0.21479+0.047981i,-0.19075+0.068621i,-0.14244+0.061548i,-0.067566+0.046803i,-0.016902+0.025092i,-0.002981+0.010859i,-0.0065553-0.0014989i,-0.017495-0.013607i,-0.022709-0.015094i,-0.018072-0.012395i,-0.011239-0.012332i,-0.0040571-0.011774i,0.0043756-0.0082594i,0.011935-0.0036494i,0.015063-0.0074752i,0.0085233-0.01993i,-0.0051604-0.027159i,-0.013136-0.022272i,-0.011349-0.013243i,-0.0060169-0.0058311i
0.15116+0.013666i,0.21883-0.011651i,0.21675-0.060381i,0.18197-0.11108i,0.14742-0.12723i,0.088391-0.093901i,0.030719-0.033844i,0.013635-0.00062569i,0.0088591-0.00062895i,0.0044679-6.3822e-05i,0.010267+0.0017966i,0.012481+0.00018778i,0.0060057+0.0012334i,-0.0024659+0.0040889i,-0.010473+0.0064247i,-0.017186+0.0087856i,-0.019766+0.010459i,-0.013983+0.010452i,-0.0022753+0.011057i,0.0095881+0.01004i,0.01393+0.0019542i,0.0096165-0.0075168i,0.0045845-0.011529i
-0.054782+0.043521i,-0.11635+0.078153i,-0.12098+0.11436i,-0.076355+0.14298i,-0.043952+0.13932i,-0.036572+0.089102i,-0.034401+0.036394i,-0.026151+0.017225i,-0.013684+0.011409i,-0.010552+0.0022653i,-0.013016-0.0022246i,-0.011989-0.0038134i,-0.010034-0.0084325i,-0.008619-0.016207i,-0.0060727-0.023485i,-0.0027344-0.024531i,0.0015882-0.020778i,0.00636-0.017457i,0.005666-0.016541i,-0.0018238-0.014473i,-0.003044-0.0063395i,0.0040097+0.0021285i,0.0077888+0.0071267i
0.11082-0.024235i,0.13709-0.089817i,0.10466-0.12024i,0.065028-0.11817i,0.049224-0.12477i,0.034187-0.11192i,0.014971-0.067932i,0.0074861-0.03439i,0.0059336-0.020965i,0.0070814-0.012327i,0.011565-0.0061346i,0.014103-0.0038727i,0.015274-0.0038051i,0.016674-0.0034292i,0.016708-0.00083518i,0.013164+0.0034292i,0.0063416+0.0089359i,0.0042763+0.016409i,0.0099712+0.021447i,0.015248+0.018644i,0.012508+0.011985i,0.0050936+0.0071908i,-0.00058835+0.0036038i
-0.059971+0.16026i,-0.047433+0.20604i,-0.017459+0.18295i,0.004841+0.15586i,0.026739+0.15726i,0.042345+0.12099i,0.033747+0.052735i,0.017526+0.019774i,0.010522+0.01519i,0.0041884+0.013454i,-0.0029394+0.012957i,-0.005904+0.011266i,-0.0060073+0.0081652i,-0.002109+0.0055326i,-0.00088207+0.0014008i,-0.0045405-0.0018134i,-0.0075267-0.0021436i,-0.01125-0.0004764i,-0.016852+0.00079003i,-0.020767+0.001555i,-0.017776+0.0035007i,-0.009669+0.003459i,-0.004132+0.0026341i
-0.084418-0.081296i,-0.097347-0.1088i,-0.069679-0.078386i,-0.045783-0.045611i,-0.04971-0.042155i,-0.036181-0.021444i,-0.00079487+0.0030737i,0.010305+0.00056607i,0.00087443-0.0032972i,-0.0037548-0.00074391i,-0.0029831-0.0013198i,0.0003719-0.0012468i,0.005146+0.00075588i,0.008462+0.0046658i,0.010376+0.0084692i,0.010341+0.0067676i,0.0068745+0.0026141i,0.0036136+0.0022236i,0.0058732+0.0022161i,0.0097994-0.00051056i,0.0042794-0.002872i,-0.0062904-0.0016888i,-0.0099682+0.001381i
0.0089875+0.033344i,0.041615+0.048429i,0.025404+0.042485i,0.0012199+0.038788i,0.010559+0.043685i,0.0061623+0.034643i,-0.0091671+0.022712i,-0.0064153+0.018435i,-0.0023108+0.01302i,-0.0037133+0.0084694i,-0.0039331+0.0038117i,-0.0050238-0.00014246i,-0.0090721+0.0022438i,-0.013864+0.0083358i,-0.015716+0.011009i,-0.013905+0.0084604i,-0.012965+0.0034687i,-0.016989-0.0020659i,-0.021676-0.0046448i,-0.020129-0.0048108i,-0.011479-0.0084602i,-0.0031631-0.014042i,-0.00095559-0.014579i
-0.070673-0.093021i,-0.096953-0.077931i,-0.058515-0.040988i,-0.021914-0.032853i,-0.04146-0.038868i,-0.048024-0.020632i,-0.020343-0.0021638i,-0.0070258-0.0042917i,-0.010272-0.0076572i,-0.0082738-0.0049914i,0.00039308-0.0025744i,0.0034202-0.003405i,-0.0017897-0.005543i,-0.0087352-0.007296i,-0.011382-0.0088311i,-0.0091217-0.0097231i,-0.0034051-0.012335i,0.0035666-0.015161i,0.010405-0.01347i,0.01781-0.0073132i,0.020742-0.00050198i,0.016946+0.0019661i,0.0089157+0.001347i
0.13259-0.028889i,0.15213-0.050436i,0.085863-0.042315i,0.042074-0.010448i,0.065808-0.0054832i,0.057519-0.025623i,0.020331-0.022249i,0.013791-0.0095392i,0.015696-0.011249i,0.0080653-0.010336i,0.0013014-0.0046322i,-0.0012889-0.0030413i,-0.0018028-0.0055637i,-0.0029307-0.008777i,-0.0045372-0.0076575i,-0.0026959-0.0032656i,0.0020689+0.0017743i,0.0044788+0.0037539i,-0.00030737+0.0053113i,-0.0084357+0.0095739i,-0.0090163+0.009549i,-0.0044393+0.0038328i,-0.0025942-0.001405i
-0.0151+0.0772i,-0.012165+0.11501i,0.033358+0.080646i,0.04892+0.025768i,0.022267+0.012135i,0.01547+0.0126i,0.019048+0.0024592i,0.011057+0.00077706i,0.0053296+0.0055682i,0.0043558+0.0072028i,0.0078778+0.0073613i,0.010949+0.0030927i,0.0085796-0.0032932i,0.0044831-0.0071803i,0.00036646-0.0095743i,-0.0033075-0.0085729i,-0.0035194-0.0057847i,0.001875-0.0054117i,0.0072485-0.0096015i,0.0072672-0.012031i,0.0060242-0.0049629i,0.0059673+0.0030142i,0.0056012+0.0032942i
0.031304-0.032808i,-0.0049819-0.042583i,-0.037916+0.014482i,-0.021758+0.067188i,0.0091841+0.063796i,0.010827+0.049405i,0.0073162+0.043492i,0.012213+0.028559i,0.010342+0.013566i,0.0011667+0.0086993i,-0.0080461+0.010206i,-0.0086165+0.01059i,-0.0009053+0.0044978i,0.0061352-0.0038609i,0.0091527-0.0092733i,0.0090704-0.0097755i,0.0073082-0.0046286i,0.005661+0.0040251i,0.0013713+0.011639i,-0.0071489+0.014715i,-0.014148+0.012474i,-0.014578+0.0083203i,-0.0093318+0.0049975i
-0.011605+0.12223i,0.020008+0.124i,0.0369+0.058805i,0.01177+0.011981i,-0.0081385+0.018601i,-0.0022183+0.015224i,-0.0036171+0.00025483i,-0.0085829+0.0026372i,-0.0075225+0.0070635i,-0.0068141+0.004082i,-0.0036331-0.00010003i,0.00093332-0.0010674i,0.0059634+0.0033515i,0.011157+0.0067466i,0.012101+0.0063631i,0.0070236+0.0065241i,-0.0013131+0.0082051i,-0.0066599+0.0074783i,-0.0038989-0.0013677i,0.0025773-0.014022i,0.0051964-0.019775i,0.0039482-0.017705i,0.0022821-0.011146i
-0.096072-0.081448i,-0.1633-0.073384i,-0.15372+0.0077393i,-0.08471+0.045173i,-0.051864+0.015941i,-0.049456+0.0086138i,-0.028593+0.01719i,-0.011491+0.006435i,-0.010178-0.0035445i,-0.011371-0.0034624i,-0.010684+0.0021086i,-0.009169+0.008563i,-0.0090969+0.011354i,-0.0068615+0.012151i,-0.0027258+0.010147i,-0.00080112+0.0038818i,-0.00040828-0.0030373i,-0.001026-0.0031288i,0.00019794+0.0064892i,0.0031964+0.015247i,0.0039366+0.014629i,0.0019618+0.0091749i,0.0002342+0.0060955i
0.095702+0.015417i,0.14755-0.056698i,0.09247-0.12195i,0.011389-0.10199i,-0.00053328-0.049189i,0.006177-0.035254i,-0.00386-0.024877i,-0.0015217-0.0071794i,0.0055265-0.0036147i,0.005078-0.0074595i,0.0016367-0.0132i,-0.0031341-0.014231i,-0.0051687-0.0079154i,-0.0039753+0.00013678i,-0.00086111+0.0061501i,0.0016826+0.006067i,-0.00018719+0.0025489i,-0.0064599-0.0023204i,-0.012658-0.0089353i,-0.013133-0.011387i,-0.0054818-0.0086973i,0.00053329-0.0055757i,-0.00043084-0.0029855i
-0.10267+0.0025903i,-0.10971+0.066654i,-0.043039+0.10327i,0.021924+0.06735i,0.027443+0.020741i,0.022975+0.01326i,0.026003+0.0084247i,0.017152-0.0030411i,0.0083626-0.0046778i,0.0055874+0.00021595i,0.0054951+0.0052288i,0.0030344+0.0047104i,-0.0067317+0.0029236i,-0.014979+0.004754i,-0.01729+0.0048327i,-0.015428+0.002513i,-0.0099777-0.0027412i,-0.0047775-0.0068391i,-0.0006834-0.0012416i,0.0028757+0.0094252i,0.0034716+0.015136i,0.0019966+0.01253i,-2.702e-05+0.0064822i
0.12181-0.059863i,0.14322-0.13919i,0.07317-0.16386i,0.010425-0.10448i,0.0069023-0.045413i,-0.0015952-0.027295i,-0.017058-0.0076893i,-0.0091383+0.0089431i,-0.0010752+0.010528i,-0.0010402+0.0090309i,-0.0014739+0.0027857i,6.6529e-05-0.0053725i,0.0019077-0.013942i,-0.0018352-0.018539i,-0.0052409-0.015511i,-0.0016112-0.010357i,0.0040786-0.0061728i,0.0075898-0.0063706i,0.0014378-0.012936i,-0.012042-0.017369i,-0.016942-0.014559i,-0.012157-0.009975i,-0.0073325-0.0056006i
-0.07026+0.14328i,-0.022963+0.25644i,0.068281+0.24501i,0.091572+0.14393i,0.055457+0.07904i,0.038386+0.052775i,0.027403+0.02003i,0.0072262+0.001145i,-0.0025389+0.00082968i,-0.0038642+0.0039228i,-0.00024037+0.007733i,0.0047962+0.0067212i,0.0048325+0.0040159i,0.0032409+0.0014153i,0.00074691-0.00084382i,-0.00089615+0.0020651i,0.0016024+0.0051922i,0.0078347+0.0027715i,0.016081-0.00089518i,0.019449-0.0040049i,0.013932-0.0045133i,0.005307-0.0029484i,7.8241e-05-0.002991i
-0.029345-0.146i,-0.11944-0.18879i,-0.16454-0.12442i,-0.11109-0.03669i,-0.050342-0.013107i,-0.034895-0.0114i,-0.017894-0.00055818i,0.0016657-0.00071759i,0.0023632-0.0063953i,-0.0047819-0.0063713i,-0.0084762-0.0037013i,-0.0060299-0.0019789i,-0.00032738-0.0056468i,0.0034972-0.012764i,0.0036163-0.016494i,-0.001213-0.012393i,-0.0047278-0.0026972i,-0.0023349+0.0063767i,-0.0021756+0.0090951i,-0.0041203+0.0060603i,-0.0023206-0.00049351i,0.00050329-0.0060966i,0.0016896-0.0069946i
0.067738+0.1129i,0.13685+0.15107i,0.15929+0.11164i,0.10286+0.0595i,0.050646+0.042421i,0.033946+0.024208i,0.017054+0.0039701i,0.0041408-0.00021297i,0.001138-0.0026292i,-0.0013279-0.0043695i,-0.00080578-0.00087568i,0.0021893+0.0052366i,0.0068788+0.012698i,0.012762+0.015062i,0.015401+0.01169i,0.011621+0.0070274i,0.0027243+0.0060909i,-0.0010799+0.0097851i,0.0075586+0.010173i,0.017874+0.0055443i,0.018432+0.002907i,0.012592+0.0027189i,0.0069656+0.0023797i
-0.1425-0.13493i,-0.26997-0.1443i,-0.29108-0.061964i,-0.192+0.0083018i,-0.10251+0.014628i,-0.056362+0.020129i,-0.011177+0.026775i,0.014841+0.014684i,0.016265+0.0048224i,0.0099807-0.00053958i,0.0013752-0.0039838i,-0.0059081-0.0046567i,-0.012839-0.0049371i,-0.01485-0.00032474i,-0.013349+0.0022432i,-0.015078-9.0849e-05i,-0.01576-0.00070557i,-0.016256+0.0026463i,-0.019945+0.011982i,-0.019966+0.020667i,-0.014003+0.018187i,-0.007952+0.009488i,-0.0040308+0.0033877i
0.23768+0.033582i,0.34512-0.049196i,0.29822-0.11777i,0.16368-0.097491i,0.083726-0.044295i,0.043529-0.024992i,0.0022016-0.0091504i,-0.0096937+0.0088297i,-0.0054665+0.010845i,-0.0030613+0.0083462i,0.0021172+0.0054606i,0.0061456+0.0031236i,0.0085429+0.003355i,0.0084693+0.0039448i,0.0086467+0.0018025i,0.0094559-0.0067187i,0.0028709-0.014958i,-0.007251-0.016076i,-0.011944-0.014368i,-0.010243-0.012203i,-0.005148-0.0065871i,4.4758e-05-8.7441e-05i,0.0022177+0.0026549i
