0.0030261+0.0010682i,0.0054778-0.001272i,0.0048496-0.0039023i,0.0010543-0.0039911i,-0.0023038-0.0020138i,-0.0024692+0.0015763i,-0.00055918+0.0036297i,-2.569e-05+0.0026824i,0.00065671+3.3642e-05i,0.0014623-0.0014021i,0.0012396-0.0014935i,0.00072605-0.0012337i,-9.277e-08-0.0005027i,-0.00035335-0.00060808i,0.00025454-0.00054343i,0.00087872-0.0002013i,0.00092409-0.00039024i,2.8177e-05+3.9188e-05i,-0.00044131+0.00036977i,-0.00045949-6.783e-05i,-0.00059489-0.000602i,-3.2845e-06-0.00030027i,0.000287-6.561e-05i
-0.00216-0.0013482i,-0.0021112-0.0019011i,-0.0013196-0.0004819i,-0.00046981+0.00084407i,0.0017189+0.00057353i,0.0033461-0.00032714i,0.0050943-0.0015316i,0.0078676-0.003581i,0.0077065-0.0060238i,0.0049182-0.0065164i,0.0027525-0.0045657i,0.0017317-0.0020757i,0.00015662-0.0012586i,-0.0020095-0.00063307i,-0.0022168-0.00015267i,-0.0017145-0.00095621i,-0.0024328-0.0023066i,-0.0033916-0.002645i,-0.0023126-0.0014817i,8.3027e-05-6.882e-05i,0.00095953+0.00081152i,0.00032322+0.0021447i,0.00079403+0.0026664i
0.00071867+4.0141e-05i,0.001171-0.00089369i,-0.0007322-0.0013344i,-0.0019605-0.0026938i,-0.00046355-0.0035087i,0.00056401-0.0033664i,0.0016964-0.0016091i,0.0023097+0.0016396i,0.0038172+0.0031868i,0.0056294+0.0015868i,0.0035679-0.00045737i,0.00047799-0.0010469i,-1.656e-05-0.0010398i,0.00042458-0.00095339i,0.00079646-0.00034025i,0.0016958+0.00063274i,0.0027014+0.0023526i,0.002539+0.0036331i,0.00081237+0.0029693i,-0.00013961+0.00097015i,0.0013719-0.0014244i,0.0033722-0.002446i,0.0023756-0.0018259i
-0.0053363+0.0034533i,-0.0047903+0.0038607i,-0.0010994+0.0048754i,0.0027435+0.0047591i,0.0054946+0.0027717i,0.0065366-0.0010728i,0.0027674-0.002235i,-0.0029252+0.0025385i,-0.0040978+0.0081784i,-0.0013072+0.0081448i,-0.00026524+0.0043847i,-0.0011795+0.0018i,-0.0011796+0.00049069i,-0.00056244-0.0018604i,-1.1205e-05-0.0037858i,-3.2962e-05-0.0036237i,0.00046054-0.0023934i,0.0015667-0.0012436i,0.0020224-0.000698i,0.0007216-0.00042896i,-0.00042512-0.00018472i,-0.00028945+0.00012525i,-0.00028949+0.00024383i
-0.0017404-0.0019728i,-0.0018449-0.0035161i,-0.0028493-0.0048053i,-0.0018918-0.005161i,0.0020586-0.0048251i,0.0057132-0.0067794i,0.0042478-0.0099848i,-0.0011222-0.0088814i,-0.0055359-0.0042138i,-0.0062035+0.00038522i,-0.0035342+0.0018207i,-0.0014741+0.00023783i,-0.00043433-6.426e-05i,0.0010615+0.00091855i,0.00066397+0.00098713i,-0.00073609+0.00066574i,-0.00049782+0.0020359i,0.001192+0.003815i,0.0025531+0.0029214i,0.0018578+0.00015147i,1.3764e-05-0.00091667i,-3.4501e-05-0.0006243i,0.00010154-0.0012385i
-0.0016821-0.00086819i,-0.0022064-0.00091505i,-0.0026774-0.0010198i,-0.0026501-0.00082639i,-0.0010213-0.0019545i,0.0018129-0.004297i,0.0034911-0.0051363i,0.0050271-0.0041682i,0.0045712-0.0042157i,0.0017684-0.0041742i,-4.0373e-05-0.002568i,0.0010097-0.0014978i,0.0013781-0.0020268i,-0.00015254-0.0027223i,-0.00028883-0.0037204i,0.00026334-0.0051822i,0.0013735-0.0059509i,0.0016369-0.0057514i,0.0010384-0.0038342i,0.00029688-0.0011949i,-0.00050082+0.00010414i,-0.0017956+0.00011745i,-0.002785+0.00071719i
-6.3031e-05-0.0011031i,-0.0013884-0.0027505i,-0.0031754-0.0039809i,-0.0018662-0.0038359i,0.0017148-0.0047148i,0.0033381-0.0056252i,0.0030863-0.0031501i,0.0058702-7.5765e-05i,0.0095926-0.00030982i,0.0094253-0.0025736i,0.005486-0.0027484i,0.0023516-0.0010636i,0.0010598-0.00017324i,0.00029826-0.00059446i,-0.0002815+0.00025763i,-0.0012337+0.0020383i,-0.0013828+0.0023881i,-0.0011584+0.0014472i,-0.00055075+0.00079986i,0.00014966+0.00055594i,0.00032131+0.00035363i,0.00034128+0.0005349i,-0.00018505+0.0004707i
-0.0011699-0.00056852i,-0.00092912-0.0013641i,-0.0012147-0.0012386i,-0.0014976-0.00063229i,-0.0014417-0.00081892i,-0.001109-0.0021834i,-0.0018002-0.0024125i,-0.0026838+0.00063753i,-0.00088918+0.0044258i,0.002611+0.0043805i,0.0029684+0.0018112i,0.00091206+0.00024606i,0.00059643+0.00017573i,0.0014929-0.0003829i,0.001414-0.0020328i,0.0018062-0.0025292i,0.0023515-0.002083i,0.0014311-0.0014204i,-8.0441e-05-0.00027647i,-0.0010051+0.00084344i,-0.00062186+0.0019143i,-0.00027444+0.0027594i,-0.0008581+0.0020839i
-0.00025625-0.00041937i,-0.00042536-8.1377e-05i,-0.0014857-0.00071894i,-0.0027898-0.00057137i,-0.0018973-0.00019798i,0.00053364-0.0024251i,0.00045582-0.0055623i,-0.0021765-0.0046907i,-0.0041889-0.00072715i,-0.0035177+0.0015106i,-0.0017429+0.00037764i,-0.0013619-0.0012856i,-0.0010655-0.00088812i,-0.00023743-0.00038928i,-0.0012165-0.00021467i,-0.0034468+0.00082081i,-0.00517+0.0032177i,-0.0043202+0.0051546i,-0.0013925+0.004607i,0.00053295+0.0015754i,0.0018195-0.00045405i,0.0027375+0.00021032i,0.0026971-2.5628e-05i
-0.0025331+0.00076103i,-0.0028302-0.00052391i,-0.0016477-0.0011465i,-0.00034862-0.0011659i,0.0024554-0.0014536i,0.0057593-0.0030934i,0.0061828-0.0048118i,0.0037061-0.0058545i,-9.2727e-05-0.0058668i,-0.0028228-0.0048261i,-0.0029924-0.0033145i,-0.001396-0.0025777i,6.0323e-05-0.002811i,0.0005195-0.0027894i,0.0013584-0.0027713i,0.0024902-0.0035004i,0.0030668-0.0037826i,0.0029121-0.001875i,0.002486+0.00021725i,0.0011452+0.00033598i,0.00016829-0.00047079i,-0.00020343-0.00072232i,-0.00018081-0.0010494i
0.0033174-0.00068762i,0.0027421-0.0015412i,0.00089408-0.0042484i,-0.0007759-0.0054239i,0.00087151-0.0044841i,0.0027992-0.0026422i,0.0034715-0.00070999i,0.0039649+0.00037568i,0.0052602-0.0003398i,0.00454-0.0019561i,0.001633-0.0024171i,0.00048825-0.0008326i,9.3738e-05+7.6066e-05i,-0.0012334-0.00058148i,-0.0016029-0.0014425i,-0.0015348-0.0013149i,-0.0011107-0.00076771i,0.00031793+7.6712e-05i,0.001544+4.5514e-05i,0.0016829-0.0008944i,0.00076958-0.0019224i,0.0003324-0.0021882i,0.0011416-0.0014769i
-0.0030036+0.0033294i,-0.0034445+0.0026168i,-0.0011165+0.0034833i,0.0019329+0.0011201i,0.0042884-0.0031541i,0.0041543-0.0055283i,0.00099751-0.0037706i,-0.00042859+0.00092358i,0.002177+0.0043945i,0.0051106+0.0045114i,0.0045843+0.0022835i,0.0023029+0.00048158i,0.0017478+0.00037687i,0.0019735+0.00065154i,0.0020755+0.00058417i,0.003409+0.0010982i,0.0046141+0.0014487i,0.0049195-0.000435i,0.0030837-0.0027222i,-5.4013e-05-0.0021612i,-0.0012916-0.00028111i,-0.00080499-0.00037325i,-0.00067932-0.001092i
-0.001393-0.0018405i,-0.00060486-0.0025567i,-0.00048458-0.0023713i,-0.001464-0.0020749i,-0.00062933-0.0026995i,0.001894-0.0055671i,0.0023918-0.0074768i,0.00017821-0.0051012i,-0.00098926-0.00031382i,-0.00026237+0.0019003i,0.00030908+0.0015091i,0.00012734+0.0011422i,-0.00061206+0.0011875i,-0.0012414+0.00058805i,-0.0016003-0.00078784i,-0.0029356-0.00074703i,-0.0045115+0.00054195i,-0.0038626+0.0022189i,-0.0017293+0.0025546i,0.00015573+0.0017752i,0.00074766+0.00093279i,0.00039803+0.00074676i,-0.00010017+0.00080769i
-0.00059845-0.00012952i,-0.0010588-0.00050834i,-0.0017087-0.00060144i,-0.00086055-0.0011893i,0.0018516-0.0025979i,0.003186-0.0047232i,0.0031836-0.0067006i,0.0026164-0.0063248i,0.001442-0.0048158i,-6.0387e-06-0.0039031i,-0.00030587-0.0028182i,-7.762e-05-0.0011904i,-0.00012227-0.0005377i,-0.00076955-0.0010017i,-0.0010161-0.00085883i,-0.00014716-0.00078521i,0.00048902-0.0010688i,0.00027206-0.00070763i,-3.8774e-05+0.000136i,2.5321e-05-0.00013816i,-0.00027576-0.00095043i,-0.0012723-0.00055344i,-0.0012731+0.00022587i
0.00086348-0.00091411i,0.00068525-0.0026427i,-0.00024164-0.0047256i,-0.00099759-0.0060174i,0.0004439-0.0058136i,0.0022776-0.0043057i,0.0028114-0.0028585i,0.0030453-0.0013822i,0.0028866-0.0013934i,0.0019181-0.0035831i,0.00069904-0.0040349i,0.00040079-0.0034968i,0.00077445-0.0035121i,0.00094272-0.0032823i,0.00070836-0.003348i,3.2138e-05-0.0032376i,-0.0015116-0.0022954i,-0.0022873-0.00081831i,-0.0019249+0.0011003i,-0.00013704+0.0018897i,0.0018679+0.0014128i,0.0019392+0.00069151i,0.00060424+0.00051271i
-0.00033663-0.00065456i,-0.00058905-0.0005224i,-0.00152-0.00078024i,-0.0016708-0.00067803i,-6.0244e-05-0.00075204i,0.00068141-0.0015678i,-0.0001594-0.00043438i,8.0773e-05+0.0009624i,0.0019801+0.0011042i,0.0026888+0.0013588i,0.0018168+0.00061146i,0.00047255-0.000973i,-0.00030388-0.00082153i,-1.6884e-05+0.00039907i,0.00062728+0.0018032i,0.0025261+0.0028328i,0.0044818+0.0025607i,0.0054511+0.001175i,0.0053248-0.00068088i,0.003362-0.00074748i,0.0017297-0.00013155i,0.0012516-0.00039008i,0.0016681-0.00035261i
0.0040612-0.00095753i,0.001921-0.0022373i,-0.00067894-0.0050544i,-0.0025075-0.0058473i,-0.0022381-0.0052734i,-0.0012841-0.0043079i,-0.00035758-0.0033595i,-0.00091031-0.0018018i,-0.0014464+0.00047988i,-0.00053739+0.0011705i,-0.0008112+0.00092994i,-0.0017961+0.0014094i,-0.0011983+0.0018946i,-0.00053556+0.0018935i,-0.00098553+0.00032041i,-0.0018623-0.0013601i,-0.0026188-0.0014906i,-0.0026212-0.00055736i,-0.002096+0.00052443i,-0.0014517+0.00072083i,-0.00058259+0.00072167i,0.00056508+0.00086988i,0.0011491+0.000919i
-0.0018272-0.00069438i,-0.0021849-0.0014462i,-0.0019035-0.0013013i,-0.0011861+0.00043346i,0.0013407+0.0011801i,0.0043047-0.0014703i,0.0054376-0.0058242i,0.004232-0.0054105i,0.002181-0.0019547i,0.00043262-0.00063119i,-0.00071677-0.00071222i,-0.0016103-0.0003841i,-0.0011959-0.00071597i,-0.00079322-0.0014649i,-0.0012621-0.00083926i,-0.0020201+0.00045033i,-0.0020935+0.00081728i,-0.00043184+0.00050059i,0.0019509-0.00032368i,0.0022431-0.0010167i,0.0015712-0.0009058i,0.0011664-0.0011555i,0.00082922-0.001028i
0.0012857-0.00080201i,0.0013362-0.0013449i,0.0010862-0.003394i,0.0014852-0.0037672i,0.0040399-0.0028574i,0.0062151-0.0034666i,0.0063072-0.0040041i,0.0051038-0.0025205i,0.0042346-0.0016197i,0.0038888-0.0020722i,0.0020617-0.0022331i,0.0013334-0.0015738i,0.0016734-0.00099522i,0.0013127-0.00093309i,0.00092498-0.0021672i,0.00050886-0.0042897i,-0.00054582-0.0050766i,-0.0013821-0.0040504i,-0.0010041-0.0017181i,-0.0005581-0.00022472i,-0.00088617-0.0001882i,-0.0012753-0.00020086i,-0.0012639-0.00031883i
-0.00035975-0.00069963i,-0.0019052-0.0017517i,-0.0035581-0.0025247i,-0.0039603-0.0036227i,-0.0017327-0.0053885i,9.257e-05-0.0063166i,-0.0011448-0.0052655i,-0.0011725-0.0023922i,0.00053198-5.8373e-05i,0.0017744+0.00041208i,0.0018448-0.00027196i,0.0018542-0.0010074i,0.0015371-0.00083001i,0.00044835-0.00043659i,-0.00026521-0.0001773i,-0.00045094+0.00016468i,0.00039647+0.0010385i,0.0024363+0.0027906i,0.003569+0.0024829i,0.0029993+0.00061699i,0.0014825-0.00020482i,0.0009507+4.8945e-05i,0.00063625+0.00083699i
0.0043984-0.0038475i,0.0046955-0.0048491i,0.0029771-0.0068766i,0.00054964-0.0077172i,-0.00017657-0.0068443i,-3.4047e-05-0.0052297i,-0.00058085-0.0036472i,-0.0015641-0.002911i,-0.0017792-0.0014735i,-0.001432-0.00039515i,-0.0013537-0.00062798i,-0.0010245-3.4456e-06i,-0.00010252+0.0016128i,-0.00036272+0.0024855i,-0.00041765+0.0021361i,0.00021374+0.00049316i,0.0001427-0.0011447i,-0.0003611-0.0017666i,0.00017179-0.0013565i,0.0010633-8.259e-05i,0.00048493+0.00034856i,0.00016588+0.00038312i,5.9298e-05+0.0011052i
-0.0025489-0.0006085i,-0.0032234-7.997e-05i,-0.0038958+0.00045842i,-0.0030285+0.00095679i,-0.0012721-0.00093126i,0.00054962-0.0039542i,0.0020162-0.0044749i,0.0017164-0.002847i,0.0010846-0.0016784i,-2.0778e-05-0.0015715i,-0.00068894-0.0015956i,-0.00075331-0.0018017i,-0.0010287-0.0020897i,-0.0015935-0.0025191i,-0.0012614-0.0019486i,-0.0012447+0.00017814i,-0.001152+0.0024506i,-3.5232e-05+0.0029114i,0.000681+0.0017579i,-8.4873e-05+0.00067808i,-7.0887e-05+0.0002312i,0.0011436+0.00042861i,0.0014532+0.00025825i
-0.0011161-0.00054387i,-0.0013076-0.0012125i,-0.0019358-0.0015028i,-0.0018039+0.00028959i,0.00080558+0.0012528i,0.003874-0.0013548i,0.0036024-0.0026751i,0.0025418-0.001091i,0.002479-3.3312e-05i,0.002248-0.00045932i,0.0013303-0.0019211i,-0.00011753-0.0016974i,-0.00021977-0.0012956i,0.0003215-0.00096956i,6.2767e-05-0.00094146i,0.00060866-0.0017815i,0.0016894-0.0022859i,0.0016093-0.0028078i,0.00087791-0.0025138i,0.00046277-0.0023085i,0.0006314-0.0017983i,0.00090992-0.0009765i,0.00072868-0.00046936i
-0.0035762-0.0023876i,-0.0042537-0.002179i,-0.0038067-0.0027873i,-0.0021812-0.0023444i,0.00088323-0.0017411i,0.0036309-0.0020691i,0.0038173-0.0018964i,0.0027539+5.1187e-05i,0.0019006+0.0023823i,0.0013701+0.0027734i,0.00094598+0.0014445i,0.0010471+0.00050475i,0.0016631+0.00041277i,0.0015606-0.00030046i,0.00046653-0.0016596i,-0.0008934-0.0020072i,-0.0015364-0.00052998i,-0.0011817+0.0013561i,-0.0002461+0.00235i,0.00046428+0.0023463i,0.00043494+0.0013235i,0.00026606-4.8305e-05i,0.00073989-0.00063141i
0.0038944-0.00092574i,0.0042787-0.0016745i,0.0025254-0.0026559i,0.0013072-0.0042235i,0.0019475-0.0043924i,0.0018877-0.0037834i,0.0011082-0.0030667i,0.00017676-0.0023388i,-0.00069834-0.00080975i,-0.000851+0.00068459i,-0.0007214+0.00067105i,-0.00052731-0.00013196i,-0.0010095-0.00086323i,-0.0013074-0.0003578i,-0.0012696+0.00069047i,-0.0013259+0.00035662i,-0.0003808-0.00046232i,0.0016634-0.00082254i,0.0028001-0.00075295i,0.0018445-0.00063328i,0.00018648-4.5326e-05i,-0.00085459+0.0001506i,-0.00070366-0.000295i
0.00076228-0.0018038i,0.00041-0.0020887i,-0.00028772-0.0042825i,-0.00031172-0.0045756i,0.00086053-0.0035341i,0.0021027-0.0046382i,0.0021287-0.0055725i,0.0015978-0.0044134i,0.00027926-0.0025157i,-0.00015746-0.0025568i,-1.7529e-05-0.0029017i,-0.00060378-0.0017877i,-0.00048594-0.0016354i,0.0004813-0.0013517i,0.00019571-0.00086234i,-0.00047171-0.0015975i,-0.0013181-0.0011229i,-0.0013969+0.00025314i,9.0633e-06+0.00089545i,-3.5155e-05+0.00049275i,-0.0010062-2.4562e-05i,-0.00062634+0.00028402i,-0.0011301+0.00038031i
0.0017419-0.0043057i,0.00082732-0.005348i,-0.0021925-0.005117i,-0.0057048-0.0026408i,-0.0052023-0.00060186i,-0.00097007-0.0014126i,0.0019002-0.0031672i,0.0018443-0.0027431i,0.0021539-0.0014428i,0.0024119-0.0015267i,0.0010796-0.0026242i,0.00018267-0.0022115i,0.0002492-0.00093005i,-0.00025473+0.00031289i,-0.00054365+0.0010872i,-0.00038767+0.00017301i,0.00051961-0.00043i,0.0013026-0.00038581i,0.0022336-0.00056637i,0.0022017-0.00073478i,0.00091694-0.00048992i,0.00060502+0.00035835i,0.0012392+0.00049373i
-8.5495e-05-0.0018369i,-0.00073763-0.0023472i,-0.0019982-0.0038389i,-0.0018712-0.0038844i,-1.4121e-05-0.0032978i,0.0020014-0.0035974i,0.0023695-0.003028i,0.0015289-0.00082385i,0.0017381+0.00067675i,0.0019292+0.00041901i,0.00099943-0.00053378i,0.00018146-0.00083067i,3.3106e-05-0.0006824i,0.00058056-0.00061413i,0.0014938-0.0007533i,0.0012772-0.00085015i,0.00079652-0.00010874i,8.4863e-05-0.00022881i,-0.00074924-0.00076479i,-0.00062909-0.00051198i,8.4894e-05-0.00056716i,0.0010848-0.00034791i,0.0015174+0.00038034i
0.002921+0.00035726i,0.0010929-0.00036021i,-0.00045546-0.0026744i,-0.00061457-0.004162i,-0.00032103-0.0042231i,-0.0012862-0.0042757i,-0.0020583-0.0039045i,-0.001785-0.0019643i,-0.0015694-0.00038156i,-0.0012467-0.00027434i,-0.00078356-0.00061411i,-0.00072845-0.00051442i,-0.00035992+0.00075i,-0.00048921+0.001055i,-0.001019-0.00012003i,-0.00084282-0.0012545i,-0.00058539-0.0016736i,0.00035564-0.00057791i,0.00095451+0.00032198i,0.00020279+0.00069872i,-0.00048222+0.000552i,-0.00053196-0.00012634i,-0.00011539-0.0012153i
-0.00082603-0.0026986i,-0.0019093-0.0029442i,-0.0023292-0.0016827i,-0.002089+0.00038567i,-0.00097564+0.0021874i,0.00095954+0.0010931i,0.0017974-0.00095488i,0.001195-0.0014325i,0.0002597-0.0009792i,2.877e-05-0.00039256i,4.2446e-05-7.6018e-05i,-0.00043467+0.00022344i,-0.00049123+6.2554e-05i,0.00037032-0.00086788i,0.0010658-0.0011518i,0.00057817+8.7954e-06i,-0.00065852+0.00017813i,-0.0013577+0.00031427i,-0.0015941+0.0012888i,-0.00098512+0.0010625i,-3.0245e-05+0.00067502i,0.00027738-0.00037142i,0.00034268-0.0010486i
0.00044454-0.0008121i,-0.00019023-0.0023048i,-0.0015353-0.0035412i,-0.0018277-0.0031441i,-0.00035788-0.002389i,0.002973-0.0032236i,0.0051591-0.0039761i,0.0043305-0.0028835i,0.0027974-0.0019839i,0.0016262-0.002182i,0.00046799-0.0018428i,0.00037952-0.00097158i,0.00032741-0.00036322i,-0.00082963-0.00076327i,-0.001763-0.0016297i,-0.0009383-0.0019635i,0.00053101-0.0011533i,0.0010384+0.00055295i,0.00086752+0.0009402i,0.00098376+0.0010057i,0.00054596+0.0013147i,-0.0003249+0.00098928i,-0.00032131+0.00049314i
-0.0019338-0.0034299i,-0.003042-0.0041372i,-0.0029232-0.0039354i,-0.00073237-0.0034488i,0.0019259-0.0026763i,0.0036238-0.0028051i,0.0038144-0.003621i,0.0025887-0.00263i,0.0016871-0.00037495i,0.001671+6.04e-05i,0.0013081-0.00099256i,0.00087517-0.0015992i,0.00066408-0.0012853i,0.00041103-6.4498e-05i,0.00029473+0.00011963i,-3.0249e-05+0.00019844i,8.3139e-05+0.0012093i,0.00033087+0.0013333i,0.00056462+0.00012554i,0.0015985-0.0002019i,0.0011253+0.0005205i,-0.00065174+0.000971i,-0.00019065+0.0016775i
0.0005139-0.00086719i,0.00075785-0.00035399i,3.7775e-05-0.0010535i,-0.0018547-0.0018399i,-0.0011946-0.0021221i,0.00058033-0.0030802i,0.00084727-0.0023869i,0.00055546-0.00085533i,0.00083277+4.8676e-05i,0.00065693+5.8475e-05i,-0.00039643-0.00064559i,-0.00087431-0.00099483i,-0.00030663-0.0011952i,7.8991e-05-0.0020063i,0.00016402-0.0026486i,0.00033167-0.0016913i,7.9877e-05-0.00021858i,0.00014023+0.00014799i,0.00015032+0.00026377i,-0.00042618-0.00044906i,-0.00046084-0.0011728i,0.00012595-0.00011123i,0.00068092+0.00046472i
0.0017711-0.00017563i,0.0011751-0.00082789i,0.0010505-0.0014829i,0.0013235-0.0015857i,0.0015609-0.0012822i,0.0020408-0.0017155i,0.0025109-0.0030274i,0.0021573-0.0026565i,0.0016575-0.0012162i,0.0016873-2.2764e-06i,0.0012535+5.7895e-05i,0.00030151+9.1313e-05i,0.00022961+0.00066824i,0.00036374+0.0011103i,0.00025273+0.0015957i,-0.00010142+0.00077342i,-0.0012407-0.00023163i,-0.0026039-0.000973i,-0.0017012-0.0017871i,-0.00021218-0.0014123i,0.00022709-0.00034757i,0.00061182+4.1325e-05i,0.00063812-0.00073655i
0.0015272-0.0014648i,0.0014473-0.0029898i,-0.0001338-0.0044962i,-0.0022402-0.0045657i,-0.0013439-0.0035448i,0.0014416-0.0029853i,0.0020305-0.0027441i,0.0012223-0.0024217i,0.00056232-0.0019815i,-0.00031722-0.0010831i,-0.0008669+1.2639e-05i,-0.00039019+0.00032021i,-0.00033425+0.00034941i,-0.00018588-0.00031764i,0.00093209-0.0014982i,0.001516-0.0019449i,0.0015882-0.0013873i,0.001156-0.00086429i,8.4253e-05-0.00059394i,0.00013377-9.0905e-05i,9.7652e-06-1.0949e-05i,0.00015582-0.00027032i,0.00033583+0.00030119i
0.0034415+0.0013401i,0.0028756-4.1375e-05i,0.00051998-0.0023393i,-0.00085965-0.0040257i,-0.00030341-0.0049185i,0.00035123-0.0041177i,0.0014727-0.002592i,0.0021985-0.001154i,0.0017839-0.00024473i,0.00072025-0.00043169i,-0.00030286-0.0012659i,-0.00023169-0.0012881i,0.00030415-0.00082615i,-0.00037336+2.8484e-05i,-0.001472+0.00031327i,-0.0020207+0.00015445i,-0.0019671+0.00030426i,-0.0010297+0.00055434i,0.00035835+0.00079833i,0.00079026+0.0011893i,0.0002132+0.0011337i,-0.00028484+0.00028738i,-8.8715e-05-0.00062911i
0.00015648+0.0026843i,0.0013615+0.0022406i,0.0028466+0.00058742i,0.0018254-0.0010203i,0.0017013-0.0026173i,0.0024636-0.0034836i,0.0012974-0.0026209i,0.00072286-0.0016242i,0.0012825-0.0017151i,0.001244-0.0015425i,0.0013273-0.0012936i,0.0012659-0.00064559i,0.0010457-0.00025656i,0.0008092-0.00085635i,0.00052946-0.00081869i,0.00081301+0.00051273i,0.0013477+0.0012164i,0.0017971+0.0017005i,0.0012882+0.0016262i,0.00017959+0.00096661i,-0.00068897-7.488e-05i,-0.00079927-0.00089257i,-0.00075937-0.00015634i
0.0017255-0.0011064i,0.0017834-0.00099529i,-0.0006729-0.00040257i,-0.0016115-0.0014285i,0.00045606-0.002537i,0.0019729-0.0033527i,0.0022032-0.0036852i,0.0017296-0.0019079i,0.0014475+0.00016957i,0.0023294+0.00032006i,0.0020115-0.0011264i,0.00073987-0.0014518i,-0.0001666+2.5465e-05i,-0.00022626+0.00050013i,-0.00071469+2.3111e-05i,-0.0024515-0.00021965i,-0.0022649-0.0003127i,-0.00018312-0.00076467i,0.00096253-0.00065048i,0.0007477-0.0002999i,0.0011062+0.0002631i,0.00055714+0.0007051i,-1.2109e-05+0.00037458i
1.0896e-05-0.00059151i,0.00069624-0.0025083i,0.00062592-0.0055226i,0.00035009-0.0065682i,0.0010562-0.0048952i,0.0024128-0.0042619i,0.0027037-0.0055669i,0.0018635-0.0030872i,0.0008137+0.00090915i,0.00062433+0.0018249i,0.00040987+9.127e-05i,-7.9587e-06-0.00038126i,-0.00039856+0.00064372i,0.00061794+0.00038537i,0.0018465-0.00081181i,0.0015353-0.00072291i,0.0011147+4.4093e-05i,0.00093981+0.00017141i,0.00097452-0.00061649i,0.00094968-0.0013836i,0.00064822-0.0011243i,0.00078026-0.0004458i,0.00051423-0.00057495i
-0.00075775+0.00056319i,-0.0010552-0.00070553i,-0.0002935-0.0012179i,0.0007437-0.0025414i,0.0028913-0.0030765i,0.0044068-0.0033904i,0.0039271-0.0041491i,0.0022943-0.0035276i,0.00018229-0.0024217i,-0.0010519-0.0014174i,-0.00060853-0.00057867i,-0.00083986-0.00038423i,-0.0015185-0.00066172i,-0.0015337-0.0007846i,-0.0015523-0.0011596i,-0.00082605-0.0020887i,0.0006113-0.0027264i,0.00042208-0.0022551i,-5.1168e-05-0.00085748i,6.81e-05+0.00050431i,-0.00021705+0.0010825i,-0.00063273+0.001111i,-0.00047421+0.00065178i
-5.2651e-05-0.0023875i,-0.00064191-0.0008773i,-0.0019002+1.5221e-05i,-0.0033851+5.626e-05i,-0.0027106-0.00067917i,-0.00037242-0.0019793i,0.00028219-0.0028062i,-0.0002171-0.0024869i,-0.00075996-0.0022246i,-0.00063901-0.0018272i,-0.00044151-0.0013887i,-0.00026705-0.0011549i,0.00038728-0.00089312i,0.00086547-0.000733i,0.00092997-0.00065318i,0.00043306+5.6719e-05i,0.00029159+0.00086412i,0.00012771+0.0008784i,-0.00062505+0.00071609i,-0.00081747+0.00049439i,-0.00022799-0.00010003i,0.00016173-0.00060098i,0.00042446-0.00032091i
3.1014e-05-0.0027533i,-0.0019277-0.0025851i,-0.0031463-0.0022223i,-0.001904-0.0004047i,0.00018616-0.00034788i,0.0014706-0.0018953i,0.0016077-0.0027687i,0.001373-0.0022649i,0.0022645-0.0010026i,0.0026043-0.00060375i,0.002345-0.00090995i,0.0013526-0.00024987i,0.00063482+0.00039282i,0.00026654-0.00029544i,-0.00043338-0.00058549i,-0.0013253-0.0010713i,-0.0010885-0.0019346i,-6.6042e-05-0.0013528i,0.00036479-0.00046607i,0.00013035-0.00031489i,-0.00026816-0.00016062i,-0.0010896-0.00032707i,-0.00092846-0.00051867i
0.0021597-0.0023854i,0.0033876-0.0044631i,0.0038403-0.0076089i,0.0023829-0.0074228i,0.0018874-0.0040241i,0.0036061-0.0019199i,0.0035305-0.002786i,0.0020368-0.0022079i,0.0013027+0.00068796i,0.0014931+0.0012599i,0.0011186+0.00016142i,0.00053328+0.0007174i,0.00049038+0.0019819i,0.00087745+0.0018963i,0.00098325+0.0010198i,-0.00015124+0.00052816i,-0.0012297-0.0001838i,-0.00095797+0.00028342i,7.209e-05-4.0447e-05i,0.0010488-0.00065864i,0.0012982-1.8069e-05i,0.00108-5.6846e-05i,0.00081224+2.403e-05i
0.0010002-0.00095668i,0.00092974-0.00085496i,-0.00084507-0.0022977i,-0.0017011-0.0025836i,-0.00037907-0.0019723i,0.0011249-0.0016007i,0.0022227-0.0017358i,0.0014759-0.0015694i,-0.00073643-0.00022819i,-0.0021131+0.00045354i,-0.0012014+0.00099119i,-8.9503e-05+0.00086533i,-0.00010789+0.0004568i,-5.9004e-05+0.00030897i,0.0010851-0.00052152i,0.0021756-0.0013266i,0.0023175-0.0018361i,0.0017827-0.0014142i,0.0011542+0.00029519i,0.00093512+0.0011092i,0.00054036+0.00050047i,0.00062482+8.2571e-05i,0.00057575+4.8303e-06i
