0.0030261+0.0010682i,0.0054778-0.001272i,0.0048496-0.0039023i,0.0010543-0.0039911i,-0.0023038-0.0020138i,-0.0024692+0.0015763i,-0.00055918+0.0036297i,-2.569e-05+0.0026824i,0.00065671+3.3642e-05i,0.0014623-0.0014021i,0.0012396-0.0014935i,0.00072605-0.0012337i,-9.277e-08-0.0005027i,-0.00035335-0.00060808i,0.00025454-0.00054343i,0.00087872-0.0002013i,0.00092409-0.00039024i,2.8177e-05+3.9188e-05i,-0.00044131+0.00036977i,-0.00045949-6.783e-05i,-0.00059489-0.000602i,-3.2845e-06-0.00030027i,0.000287-6.561e-05i
-0.00502-0.0098929i,-0.021406-0.015598i,-0.04694+0.0025939i,-0.035135+0.065565i,0.031281+0.12089i,0.062709+0.091148i,0.019637+0.017371i,-0.012462-0.012193i,-0.0042822-0.015424i,-0.007481-0.017595i,-0.018548-0.0025503i,-0.010352+0.012184i,0.0042438+0.012545i,0.014996+0.0077718i,0.019282+0.00029555i,0.013701-0.0052484i,0.004908-0.0032171i,0.00036915+0.00072919i,2.0934e-06+0.0016532i,0.0013163+0.0020355i,0.0026921+0.0014547i,0.0024695-0.0015364i,0.00027479-0.0034893i
0.0015313+0.0023635i,0.014194+0.0026648i,0.037785-0.025194i,0.047062-0.10563i,0.020114-0.18356i,-0.0048712-0.15534i,0.012304-0.062486i,0.02555-0.019587i,0.0090095-0.0081123i,0.0063788+0.0064461i,0.016308+0.0029174i,0.012333-0.0094709i,0.0028879-0.014111i,-0.0035283-0.013866i,-0.0076784-0.010023i,-0.0079623-0.0042985i,-0.0044902+0.00029926i,-0.0012725+0.00079109i,-0.0007175-0.0032226i,-0.0011619-0.0068733i,-0.002202-0.0036889i,-0.0016082+0.0023363i,0.001894+0.0046817i
-0.0055267-0.0040226i,-0.02872-0.0092337i,-0.087964+0.010924i,-0.1533+0.092124i,-0.15076+0.17963i,-0.089317+0.15286i,-0.049649+0.052151i,-0.029131+0.013968i,0.0061208+0.01449i,0.01852-0.0037913i,0.0012855-0.0090472i,-0.0056626+0.0021489i,-0.002379+0.0060544i,-0.00021695+0.0055192i,0.0027838+0.0038812i,0.0031926+6.9608e-05i,0.0027404-0.001227i,0.0023312+0.00081675i,-0.00053546+0.0060835i,-0.0027255+0.010443i,-0.00085903+0.0084118i,0.0018451+0.0026093i,0.0013095-0.0017879i
-0.001071+0.0011648i,0.020794+0.016331i,0.093077+0.030363i,0.20026-0.0066326i,0.24765-0.085085i,0.19357-0.10035i,0.11387-0.040221i,0.064852-0.0067814i,0.023926-0.009513i,0.0018071+0.003949i,0.010655+0.013203i,0.014921+0.0025846i,0.0071128-0.0064626i,-0.00041429-0.011835i,-0.0076959-0.01317i,-0.010329-0.0071419i,-0.0049578+0.00038908i,0.0033586+0.003279i,0.0089158+0.001872i,0.010096-0.0008273i,0.0065184-0.0027576i,0.00099866-0.0023659i,-0.0023992+0.00091971i
-0.00072771-0.005924i,-0.023186-0.025458i,-0.095476-0.055902i,-0.2123-0.054252i,-0.27909-0.012298i,-0.22553+0.00094884i,-0.13412-0.032139i,-0.088093-0.038551i,-0.053759-0.01332i,-0.020317-0.011211i,-0.01447-0.019956i,-0.019514-0.011756i,-0.017279+0.00023394i,-0.010968+0.0062932i,-0.0046308+0.0067743i,-0.00055737+0.0020893i,0.00016075-0.0042669i,-0.002531-0.0072179i,-0.0051751-0.0051209i,-0.0057845-0.0013186i,-0.0033325-0.00040105i,0.00020401-0.0022115i,0.0020515-0.003908i
-0.0063837+0.0060686i,0.013042+0.030709i,0.086888+0.083901i,0.21833+0.12431i,0.30391+0.10818i,0.24712+0.071685i,0.13847+0.062855i,0.085508+0.046849i,0.048429+0.010641i,0.0087755+0.001603i,0.0011464+0.012199i,0.0097167+0.0088007i,0.012246+0.0016528i,0.011567-0.00024388i,0.0083309-0.0029791i,0.0035282-0.0026673i,0.00031741+0.0013574i,0.0011806+0.0030091i,0.0057245+0.00060425i,0.0079768-0.0033955i,0.0039639-0.005462i,-0.0013959-0.0036734i,-0.0022954-4.3551e-05i
0.00030572-0.012079i,-0.011298-0.047665i,-0.062948-0.13323i,-0.16676-0.22953i,-0.24174-0.25154i,-0.20122-0.19516i,-0.11069-0.13592i,-0.066849-0.086103i,-0.042079-0.03015i,-0.0071605-0.0051679i,0.0044952-0.012616i,-0.0030949-0.013718i,-0.0048997-0.0066398i,-0.0036081-0.0021976i,-0.0032116+0.0012722i,-0.00060965+0.0021836i,0.0018471-0.00070216i,-0.00017505-0.0050393i,-0.0059149-0.0070095i,-0.0089081-0.0053231i,-0.0078449-0.0009654i,-0.0038799+0.0023795i,0.0010671+0.0013658i
-0.0039094+0.0079635i,-0.0065747+0.044163i,0.0072149+0.13899i,0.063364+0.26405i,0.11759+0.31616i,0.10098+0.25431i,0.047659+0.17136i,0.032501+0.12196i,0.034585+0.070045i,0.013478+0.027952i,-0.0033224+0.01993i,0.0019124+0.019521i,0.0086321+0.012486i,0.0076591+0.0058278i,0.0034482+0.00083059i,-0.0013458-0.00037442i,-0.0042925+0.0050224i,-0.0028425+0.012543i,0.0016178+0.015147i,0.0055949+0.012544i,0.0073459+0.0070752i,0.0052733+0.0015595i,0.00074803+0.00015653i
-3.4867e-05-0.011213i,0.0064053-0.05221i,0.011577-0.15099i,0.00056882-0.28377i,-0.01241-0.34322i,0.0046311-0.28017i,0.028043-0.19321i,0.016241-0.14033i,-0.0039227-0.081718i,0.0029308-0.030641i,0.010764-0.017536i,0.0021884-0.019281i,-0.0038917-0.01717i,-0.0034827-0.013398i,-0.0021692-0.0094311i,-0.00048421-0.0064228i,0.0012482-0.0049564i,0.0021344-0.0058944i,0.00040345-0.0073389i,-0.0024877-0.0043783i,-0.0031307+0.00033761i,-0.0020404+0.0016026i,-0.0014076+0.0003207i
-0.0041594+0.0045872i,-0.024837+0.040439i,-0.067568+0.13501i,-0.10625+0.27002i,-0.11069+0.33033i,-0.090291+0.2598i,-0.06963+0.16373i,-0.0418+0.11344i,-0.0091436+0.066455i,-0.0029072+0.019717i,-0.012185+0.0064499i,-0.010765+0.010727i,-0.0058101+0.010582i,-0.0034569+0.0069235i,-0.0012963+0.0023212i,-0.00059304-0.00095596i,-0.0012097-0.0011355i,-0.0017521+0.0023739i,-0.00011126+0.0070594i,0.0037058+0.006061i,0.006365+0.0013415i,0.0061728-0.0015422i,0.0034535-0.001059i
0.0045398-0.0034841i,0.032059-0.029818i,0.10409-0.10112i,0.19504-0.20526i,0.23481-0.25311i,0.19902-0.2002i,0.14232-0.12881i,0.091582-0.096828i,0.040455-0.065983i,0.015559-0.024749i,0.01645-0.007735i,0.014213-0.011345i,0.007721-0.012681i,0.0052845-0.010675i,0.0032719-0.0078447i,0.0024848-0.0039319i,0.0049234-0.0029503i,0.008293-0.0057089i,0.0088298-0.0096343i,0.0049264-0.012074i,-0.0013847-0.011663i,-0.0053107-0.0076512i,-0.0028891-0.0028279i
-0.0084955+0.0046505i,-0.042146+0.021105i,-0.12684+0.062678i,-0.23535+0.11974i,-0.28242+0.13167i,-0.23808+0.082069i,-0.17505+0.045281i,-0.12762+0.049606i,-0.072529+0.045286i,-0.029834+0.017425i,-0.016455+0.0010735i,-0.013119+0.0048831i,-0.0085723+0.010171i,-0.0056095+0.0080497i,-0.0057139+0.0020571i,-0.0060082-0.00052713i,-0.0055258+0.00040035i,-0.0066362+0.0014509i,-0.0074919+0.002683i,-0.0043754+0.0042289i,0.000154+0.0047606i,0.0025392+0.0042473i,0.002012+0.0028803i
0.0080386-0.00223i,0.044166-0.012091i,0.13459-0.032112i,0.24907-0.054512i,0.29265-0.049621i,0.23333-0.020974i,0.16058-0.009687i,0.11665-0.022047i,0.068598-0.027405i,0.027167-0.01382i,0.015344-0.0023831i,0.016083-0.0021071i,0.013338-0.0029677i,0.0075648-0.0010019i,0.0018029+0.0013355i,-0.000116+0.0027902i,0.0013143+0.0016685i,0.0045346+0.00032701i,0.006089-0.00032707i,0.0035491-0.0020344i,0.00032665-0.0029064i,-0.0011184-0.0019608i,-0.00089516-0.0017487i
-0.012137-0.00074331i,-0.051207-0.0077407i,-0.13882-0.023646i,-0.24663-0.046982i,-0.27721-0.074365i,-0.20477-0.08562i,-0.13165-0.067645i,-0.098244-0.030596i,-0.05781+0.0010022i,-0.01787+0.0050714i,-0.0094158-0.0037391i,-0.014735-0.0049846i,-0.012919-0.0028769i,-0.0084764-0.0034659i,-0.0051292-0.0044473i,-0.0032242-0.0055047i,-0.0038177-0.0049638i,-0.0058531-0.0021713i,-0.007623-0.00016101i,-0.0065837+0.0032511i,-0.0038509+0.0073532i,-0.001636+0.0079598i,-0.0011894+0.0041883i
0.010718-0.00014584i,0.040962+0.011799i,0.10847+0.05197i,0.18758+0.11627i,0.20124+0.16225i,0.14433+0.15187i,0.10325+0.10857i,0.094682+0.067091i,0.070042+0.031786i,0.031123+0.012319i,0.010791+0.0075807i,0.0091584+0.004016i,0.010682-0.000191i,0.0090007-0.0014513i,0.0047056-0.00060944i,0.0018513+0.00055077i,0.0019899+0.0012652i,0.0039202+0.0028376i,0.0063528+0.0036052i,0.0069378+0.0012734i,0.0053186-0.0026586i,0.0032666-0.0053934i,0.0014533-0.0044482i
-0.010415-0.0022257i,-0.037198-0.019956i,-0.089274-0.072627i,-0.13361-0.14663i,-0.11557-0.187i,-0.059991-0.16299i,-0.044122-0.11501i,-0.057241-0.077238i,-0.049528-0.041802i,-0.023839-0.017475i,-0.0086947-0.012936i,-0.0081295-0.013042i,-0.008643-0.0087242i,-0.0039686-0.0049079i,0.001292-0.0050082i,0.0020655-0.0053444i,0.00057181-0.0028366i,-0.00032417-0.0020217i,0.00021771-0.0038274i,0.00033637-0.0040349i,-0.0012554-0.0011279i,-0.0024685+0.0019204i,-0.0015554+0.0023853i
0.0057446+0.000359i,0.024298+0.022405i,0.054037+0.081531i,0.072856+0.16023i,0.047395+0.18961i,0.0066006+0.1419i,0.001338+0.088831i,0.019531+0.062357i,0.026536+0.034011i,0.017132+0.012215i,0.0096153+0.0098668i,0.0081913+0.012969i,0.0060949+0.01007i,0.0018443+0.0051199i,-0.0015575+0.0018428i,-0.0026364+0.0018324i,-0.0014006+0.0041246i,0.0011822+0.0043989i,0.0021098+0.0029104i,0.0022729+0.00085508i,0.0040121-0.00092338i,0.0043966-0.0014269i,0.0035563-0.0015176i
-0.0026909-0.0069403i,-0.012918-0.031299i,-0.018571-0.091413i,-0.0015918-0.16592i,0.042099-0.18512i,0.065468-0.13797i,0.044764-0.099938i,0.010726-0.085301i,-0.0088757-0.057078i,-0.0083447-0.024942i,-0.0023328-0.011396i,-0.0024925-0.0097938i,-0.0050537-0.0073648i,-0.0056982-0.0041617i,-0.0038682-0.0022429i,-0.0013312-0.0016717i,0.00052854-0.0024695i,0.0017582-0.0024825i,0.0023715-0.0021551i,0.0010384-0.0022114i,-0.0018477-0.0019062i,-0.0036397-0.0010618i,-0.0036716-0.00093912i
0.0025566+0.0048834i,0.0019074+0.026279i,-0.012959+0.071299i,-0.052465+0.11592i,-0.094787+0.10615i,-0.092129+0.058152i,-0.051932+0.042725i,-0.017927+0.054091i,0.0011964+0.047032i,0.0060624+0.024068i,-0.00060569+0.010733i,-0.0046438+0.0089256i,-0.0015253+0.0067644i,0.00046502+0.0024352i,-0.0015333-0.00046234i,-0.0027149-0.0013458i,-0.0019191-0.0023532i,-0.0031439-0.0025678i,-0.0048262-0.00039478i,-0.0035784+0.0016177i,-0.00064493+0.0018222i,0.0018827+0.00078258i,0.0026203-0.0010764i
-0.0042703-0.0071379i,0.00077587-0.028144i,0.021928-0.066933i,0.063625-0.094259i,0.095859-0.069023i,0.084039-0.021962i,0.051253-0.013522i,0.027958-0.027639i,0.012044-0.027338i,0.0036482-0.018979i,0.0040624-0.016368i,0.0061249-0.015232i,0.005412-0.010189i,0.0030437-0.0040782i,0.00077446-0.00035441i,0.001026+0.00059387i,0.0029868-0.0005793i,0.0043108-0.0007015i,0.0046999+0.0001984i,0.0029049-0.00059338i,-0.00014989-0.00094102i,-0.0026825-0.00071633i,-0.0032446-0.0014427i
0.0020402+0.0046258i,-0.0083237+0.019985i,-0.041417+0.04411i,-0.090309+0.053112i,-0.11054+0.021044i,-0.082044-0.015607i,-0.052042-0.00879i,-0.039306+0.017979i,-0.024022+0.027537i,-0.010015+0.019077i,-0.0053889+0.010027i,-0.0054697+0.007073i,-0.003453+0.0057777i,0.00070696+0.0029819i,0.0027014-0.00044097i,0.00061771-0.0013938i,-0.0030865-0.00027717i,-0.0037158-0.00037423i,-0.001884-0.0014999i,-0.00092365-0.0022584i,-0.00017829-0.0014842i,0.00092545+0.0011033i,0.00057156+0.0029356i
-4.1168e-06-0.0049434i,0.0094667-0.015337i,0.03845-0.024305i,0.077015-0.0084962i,0.085655+0.032145i,0.056414+0.043451i,0.0345+0.0098534i,0.032003-0.020983i,0.024784-0.027279i,0.012705-0.017484i,0.0074515-0.00557i,0.0066265-0.00071088i,0.0039588-0.0017441i,0.00095358-0.0031247i,-0.00051185-0.0028251i,-0.0015729-0.0020011i,-0.00094961+0.00057475i,0.00097858+0.0039472i,0.0030701+0.0045843i,0.0043562+0.0019203i,0.0035469-0.00093016i,0.0023324-0.0019626i,0.0013915-0.0015339i
-1.2302e-05+0.001355i,-0.010742+0.0068906i,-0.034941+0.0064986i,-0.054693-0.016265i,-0.036371-0.051125i,0.00079259-0.056638i,0.0076055-0.031083i,-0.0072881-0.0082099i,-0.014188+0.0019076i,-0.012713+0.003482i,-0.011441+0.0015917i,-0.010322+0.00027942i,-0.0064306+0.00065367i,-0.0021978+0.00045206i,0.00021571-0.00094108i,-0.0002449-0.0020683i,-0.00061947-0.0029792i,-0.00026639-0.0038992i,-0.0013973-0.0041917i,-0.0019335-0.0022807i,-0.00043526+0.00021097i,0.00017552+0.00050675i,6.7192e-05+0.00036384i
0.0021211-0.0030649i,0.011389-0.0072039i,0.030225-0.0020886i,0.043025+0.019331i,0.02285+0.039152i,-0.0067457+0.031322i,-0.0031174+0.012058i,0.017806+0.0030157i,0.026338-3.2431e-05i,0.02263-0.0022013i,0.015729-0.0028139i,0.009693-0.0018292i,0.004961-0.0020606i,5.5643e-05-0.0027306i,-0.004266-0.0027363i,-0.0035352-0.00089338i,0.00079024+0.0013239i,0.0019659+0.0022658i,0.00025803+0.0030255i,-0.00060259+0.0030036i,-0.00076197+0.0024724i,-0.00097014+0.00131i,-0.00043602-0.00016156i
-0.0014034-0.0028675i,-0.0096073-0.0052779i,-0.024428-0.019088i,-0.02438-0.043999i,0.0039496-0.056937i,0.024135-0.037177i,0.0066022-0.011746i,-0.018963-0.00060254i,-0.026273+0.0031369i,-0.018241+0.001399i,-0.0080855-0.0019111i,-0.0042569-0.0030244i,-0.0032001-0.0014559i,-0.00089411+0.0005257i,0.0011116+0.00085058i,0.0014532+7.7827e-05i,0.0014865-0.0018598i,0.0024114-0.0038963i,0.0029828-0.0039914i,0.0015269-0.003051i,-7.9347e-05-0.002264i,-0.00031372-0.001335i,-0.00098327-0.00026249i
0.002514-0.0020873i,0.0058034+6.6634e-05i,0.0053167+0.010175i,-0.0094658+0.026204i,-0.037791+0.025284i,-0.042772-3.6486e-05i,-0.018022-0.015416i,0.0021144-0.0095037i,0.0084295-0.0015244i,0.0066602+0.001169i,0.0029622+0.0026236i,0.00082003+0.0028945i,0.00063179+0.00082465i,0.00077003-0.0019857i,0.0003343-0.003497i,-0.0007343-0.0026687i,-0.0017575-0.00022891i,-0.0020157+0.00211i,8.1636e-05+0.0024892i,0.0021221+0.001313i,0.0017315+1.6516e-05i,0.00074233-0.00081646i,0.00033343-0.00061807i
-0.00025934-0.0006997i,-0.0049153-0.0050957i,-0.0083503-0.015034i,0.0031496-0.02149i,0.027272-0.007577i,0.033688+0.012499i,0.017124+0.0094247i,0.00059569-0.0058131i,-0.0057867-0.014508i,-0.0059346-0.015398i,-0.0047924-0.011373i,-0.0029561-0.0063181i,-0.00060124-0.00174i,0.00059925+0.0021047i,0.0011986+0.0031027i,0.0021356+0.00083465i,0.0025883-0.0014516i,0.002162-0.0016176i,0.0020694-0.0012868i,0.0029301-0.0014356i,0.0030163-0.0016619i,0.0027043-0.001138i,0.0022721-0.00017593i
0.00019609+0.00080343i,0.0016063+0.0037427i,-0.00057306+0.011914i,-0.012346+0.014965i,-0.022641-0.00094526i,-0.01204-0.020013i,0.0083244-0.013642i,0.019173+0.0040921i,0.02001+0.013678i,0.014134+0.012783i,0.0062302+0.007243i,0.002372+0.0041162i,0.0029404+0.001586i,0.0019379-0.0022771i,-0.0011647-0.0054558i,-0.003575-0.0043666i,-0.0043152-0.0011206i,-0.0030166+0.0012639i,-0.0016982+0.0017088i,-0.00171+0.0015608i,-0.0021341+0.0014712i,-0.0023193+0.0006192i,-0.0010412-0.00013681i
-0.00036701-0.0036485i,-0.0015403-0.0067116i,0.0027118-0.0083571i,0.017675-0.00079443i,0.027066+0.017603i,0.011832+0.024545i,-0.0082993+0.01117i,-0.013499-0.0011511i,-0.010405-0.0038876i,-0.0051028-0.0022362i,-0.00039892-0.0014123i,0.00012196-0.0019601i,-0.0005116-0.0015957i,-0.0005854-0.0011955i,-0.00065496-0.00012821i,-2.6633e-05+0.0014276i,0.0020978+0.00037412i,0.0027546-0.0013902i,0.0012061-0.0011206i,4.5912e-05-0.00097725i,7.8239e-05-0.00097587i,0.00067317-0.00030893i,0.00024617+0.0003658i
0.00084881+0.00039913i,-0.0011098-8.2773e-05i,-0.0048776-0.003261i,-0.01036-0.015868i,-0.0059328-0.036574i,0.0088593-0.041712i,0.013697-0.024984i,0.0062057-0.0067186i,-0.0026137+0.0015268i,-0.0066518+0.0022079i,-0.0044597+0.0010033i,-0.0021492-0.0013867i,-0.0012236-0.0026076i,0.00045057-0.0027974i,0.00142-0.0050392i,0.00013609-0.0059783i,-0.0014347-0.0038497i,-0.0010346-0.0011889i,-0.00010045+9.484e-06i,-0.0013599-0.00010885i,-0.0026171-0.00025433i,-0.0021346-0.00037932i,-0.0011934-0.0012726i
-0.0017868+0.0001233i,0.00021244-0.0015716i,0.003809-0.0020248i,0.0061349+0.0051754i,-0.0018895+0.015849i,-0.013217+0.0089825i,-0.011834-0.0099467i,-0.0030648-0.019498i,0.0055233-0.018334i,0.00854-0.012747i,0.005579-0.0078828i,0.0018247-0.0049744i,-0.00053743-0.0032487i,-0.001945-0.00039801i,-0.0016897+0.0033162i,-0.00040348+0.0050482i,0.0015971+0.0039333i,0.0028695+0.0010944i,0.0029901-0.00025929i,0.0031999-0.00046563i,0.0030712-0.00031488i,0.0016885-4.8545e-05i,0.00055286-0.0004421i
-0.0019888-0.0017822i,-0.0051555-0.0023594i,-0.010847-0.0056659i,-0.011211-0.014725i,0.0036585-0.021993i,0.018809-0.012907i,0.01758+0.0025071i,0.010181+0.010152i,0.0063776+0.011088i,0.0045185+0.0074045i,0.0021331+0.0029169i,0.0012579+0.0020034i,0.00207+0.0028075i,0.0024298+0.00045881i,0.0022316-0.0026574i,0.0011712-0.0042326i,-0.00046468-0.0027937i,-0.0018311+0.00044935i,-0.0015141+0.0018435i,-5.6186e-06+0.0012708i,-3.2594e-05+0.00033342i,-0.00025822-0.00057182i,-2.1446e-05-0.0012859i
0.0013469-0.00069835i,0.00075427-0.00035565i,-0.0027576+0.0026437i,-0.0088003+0.010067i,-0.018495+0.012919i,-0.021309+0.0026399i,-0.013743-0.0076897i,-0.0054616-0.0061059i,-0.0014589+0.0006487i,-0.00013402+0.0045812i,-0.00010064+0.0042978i,-0.00026242+0.0026873i,0.0008207+0.0014195i,-0.00013418+0.00036503i,-0.002688-6.8902e-06i,-0.0031939+0.0010028i,-0.0012332+0.0011787i,0.0008682-0.0001026i,0.0014826-0.0003178i,0.0017186+0.00071474i,0.0024513+0.0015567i,0.0012686+0.0012572i,-0.00061036+0.0011115i
-0.00080722-0.00046877i,-0.0012933-0.0016642i,-0.001791-0.0043499i,0.0032879-0.0072069i,0.016285-0.0029765i,0.019952+0.0045575i,0.0080045+0.0064203i,-0.0058584+0.0036903i,-0.012715-0.00033682i,-0.011162-0.0033174i,-0.0058405-0.0030312i,-0.0018949-0.0024269i,0.00011238-0.0015689i,0.0018873-0.0014908i,0.0032158-0.0029964i,0.0026678-0.004193i,0.0013743-0.003925i,-6.1347e-05-0.0024171i,-0.00080677-0.001697i,-0.00072674-0.0015834i,-0.00081916-0.0017695i,-0.00091635-0.0012918i,-4.2341e-05-0.0003801i
0.0014232-0.0036122i,0.00070852-0.0032504i,-0.0018196-0.0002239i,-0.0066105+0.0034101i,-0.010978-0.0023555i,-0.0054771-0.014868i,0.0054264-0.018396i,0.0098095-0.013342i,0.008867-0.009587i,0.0056868-0.007043i,0.0028605-0.0044265i,0.0018396-0.0032398i,0.0010397-0.0026251i,-0.0012006-0.0008594i,-0.0039253+0.00055681i,-0.0034119+0.00048492i,-0.0006378-0.00016793i,0.0020692-0.0015235i,0.0029485-0.002253i,0.0021765-0.0011587i,0.00080926+0.00011519i,-0.00016116+0.0004433i,-0.00059727+0.00043979i
0.00068652-7.629e-05i,-0.00043-0.0013765i,0.0013932-0.0054136i,0.0084639-0.0070926i,0.014156-0.0012194i,0.0095551+0.0045362i,0.0012926+0.0027853i,-0.00059993+0.0011226i,0.003307+0.0024982i,0.0070384+0.0026773i,0.0058826+0.0010968i,0.0017741+7.6252e-05i,0.00021705-0.0013816i,0.00097524-0.0022874i,0.0027169-0.0015599i,0.0034241-0.00070572i,0.0015233+0.00059276i,-0.00035449+0.0016985i,-0.0006011+0.0014182i,-0.0004913+0.00025641i,-0.00025897-0.00065438i,-0.00062033-0.00093118i,-0.00025315-0.00037702i
0.0011786-0.00017901i,0.00061846-0.00043661i,-0.0021891-0.00081862i,-0.0066806-0.005475i,-0.0060237-0.014791i,0.00036165-0.018843i,0.0048136-0.012888i,0.0060426-0.0030643i,0.0050725+0.0047283i,0.0031769+0.0062047i,0.00072289+0.0026842i,-0.00075443+0.00075985i,-0.00043921+0.0011466i,-0.00074902+0.00026594i,-0.0020332-0.0010824i,-0.0026765-0.0012885i,-0.0014839-0.00025915i,0.0001364+0.0011113i,0.001116+0.0019589i,0.0007727+0.00095223i,9.368e-05+0.00057935i,-0.00054006+0.00029102i,-0.00042227-0.00063419i
-0.0019049+0.0029235i,-0.00063657+0.0010348i,0.0011353-0.001469i,0.003453-0.0017902i,0.0025548+0.00066245i,-0.0033182+0.00024914i,-0.0074869-0.0033816i,-0.0076188-0.005526i,-0.0057737-0.0047494i,-0.0033689-0.0028565i,-0.0021794-0.0021532i,-0.002588-0.00157i,-0.0025738-2.2193e-07i,-0.001076+0.00064028i,0.00097466+0.00026313i,0.0015149-8.4075e-06i,0.00089664-0.00062118i,-3.9709e-05-0.00097809i,0.00013877-0.00020909i,0.001308+0.001462i,0.0014097+0.0018088i,0.00092167+0.00029047i,0.00010094-0.00042886i
-0.00090805-0.0032269i,-0.0031412-0.0035288i,-0.0066185-0.0025131i,-0.0077258-0.001885i,-0.0042596-0.0036576i,0.0017914-0.0043042i,0.0045393-0.0021234i,0.0034266-0.00053374i,0.0023397-0.001848i,0.0015477-0.0034421i,0.0011605-0.0026568i,0.0012475-0.0014375i,1.7629e-05-0.0014705i,-0.0021351-0.0023675i,-0.0027604-0.0024283i,-0.0010299-0.0019737i,0.0014059-0.0017463i,0.0028691-0.0021214i,0.0029248-0.0023497i,0.0014252-0.00091844i,-0.00010519+0.0012548i,-0.00063191+0.0019041i,-0.00019456+0.0016441i
-7.4501e-05+0.0018387i,-0.00029194+0.0011324i,0.00069201-0.0008097i,0.0017699-0.0001983i,0.00076276+0.0021692i,-0.00089518-0.0017041i,-0.00089883-0.0078856i,-0.00010225-0.0089768i,0.0012923-0.0064136i,0.0024855-0.0037478i,0.0018181-0.0022372i,0.0010525-0.0021727i,0.0016059-0.0022738i,0.0018409-0.001709i,0.0014848-0.0002034i,0.00092148+0.00097007i,7.7879e-06+0.00091535i,-0.00084683+0.00036863i,-0.00087628-4.7118e-05i,-2.9376e-05-0.00092382i,0.00062748-0.001087i,0.00082766-0.00027725i,0.0012932+0.00022071i
0.0013313-0.0012147i,0.00023124-0.00098855i,-0.0029339-0.0011116i,-0.0034872-0.0021091i,0.0026388-0.0021859i,0.0079361-0.0017905i,0.0066142-0.0015847i,0.002765-0.00033761i,-0.00011014+0.0020231i,-0.00056487+0.0021368i,-0.00043514+7.0759e-05i,-0.00035264-0.0011068i,0.00066162-0.0011174i,0.00087346-0.0012489i,0.0005019-0.0021855i,0.00039284-0.0024406i,0.0008565-0.00074876i,0.0019022+0.0012435i,0.0019948+0.0013995i,0.001496-0.00066833i,0.00024557-0.0021009i,-0.00082995-0.0012876i,0.00029706-0.00040207i
-0.0030951-0.00094556i,-0.0026402-0.00047493i,-0.00028134-0.00034113i,0.0029009-0.00022306i,0.0049121-0.0025975i,0.0060252-0.006807i,0.0068054-0.0080256i,0.0062516-0.005504i,0.004246-0.0016276i,0.0020534+0.00057928i,0.00064822-0.00039144i,-0.00021427-0.0020641i,-0.00066995-0.0019302i,-0.00085543-0.00014048i,-0.000351+0.00065384i,-7.764e-06+0.0001943i,-0.00070682-0.00031669i,-0.0024913+0.00012928i,-0.0024145+0.00097262i,-0.00022022+0.0012057i,0.0010358+0.0001817i,0.0020598-0.00071241i,0.002048-0.0011563i
-0.000912+0.00023568i,-0.0013858-0.00090044i,-0.0023436-0.0015328i,-0.0024226-0.002609i,0.00039068-0.0043791i,0.0019245-0.0048537i,-0.00038599-0.0028616i,-0.0021539+0.001732i,8.4409e-05+0.0050968i,0.0026371+0.0041098i,0.0015838+0.0013489i,-0.00086987+0.0006365i,-0.0017127+0.00054076i,-0.0015436-0.0011261i,-0.0011662-0.001991i,-0.00072227-0.0017732i,0.00082698-0.0011508i,0.0032168-0.0002592i,0.0032875+0.00030873i,0.0017268+0.0014703i,-0.00047665+0.001817i,-0.0021886+7.0635e-05i,-0.0022161-0.0006482i
-0.0026775-0.001697i,-0.0034081-0.0017358i,-0.0042335-0.0017729i,-0.0034617-0.001585i,-0.0011628-0.0029462i,0.0012687-0.0064882i,0.00087629-0.0071231i,-0.0005185-0.0026028i,7.8262e-05+0.0018549i,0.00037293+0.0025603i,-0.00019036+0.0014776i,0.00042823+8.4825e-05i,0.00095277-0.0011603i,0.00046656-0.0018697i,-0.00040674-0.0018017i,-0.0011889-0.0019226i,-0.0015393-0.0023517i,-0.0007595-0.0018794i,3.6607e-05-0.001377i,-0.00012921-0.00096155i,0.00039283+0.00096406i,0.0016004+0.0018522i,0.00086271+0.00068398i
-0.0015842-0.0020107i,-0.0028284-0.0036556i,-0.0047326-0.0043728i,-0.0060871-0.0045923i,-0.0044758-0.0032868i,-0.0012882-0.0037093i,-0.001575-0.0065383i,-0.0031654-0.0076176i,-0.0044783-0.0067614i,-0.0048133-0.0043926i,-0.0029804-0.001682i,-0.00075563-0.0014479i,0.00070099-0.0015825i,0.0017296-0.0006265i,0.0021235-0.00083663i,0.0021531-0.001123i,0.0020218-0.00022623i,0.0018449+0.00021923i,0.0017697+0.00052732i,0.001746+0.00040421i,0.00084249-0.00041716i,-0.001393-0.00030008i,-0.0025545+0.00065006i
