-0.0014521+0.0016945i,-0.0021766+0.0019562i,-0.0026755+0.0022569i,-0.0018445+0.0018508i,-0.0016772+0.0020262i,-0.0014439+0.0017169i,-0.00029442+0.0013429i,0.00090941+0.0015984i,0.001545+0.00058647i,0.0020451-0.00066982i,0.0013489-0.00061539i,0.00044215-0.00076814i,0.00038387-0.00087332i,0.0007433-0.00096372i,0.0004302-0.00083214i,-0.00013175-0.00071616i,-0.00010877-0.0011699i,-5.0464e-05-0.00086921i,0.00019555-0.00065742i,0.00022778-0.0013438i,5.6328e-05-0.0011101i,7.2285e-05+0.00018374i,-0.00030294+0.00035025i
-0.0012466-0.00018656i,-0.00080072+0.00070331i,0.00066062+0.0006578i,0.00080963+0.00021026i,0.00020234+5.5691e-05i,2.0244e-05+0.00036313i,-0.00060034-0.00026863i,-0.00085706-0.0011663i,-0.00021274-0.0010156i,0.00016806-0.00022088i,0.00085726+0.00056646i,0.00084075+0.00046128i,0.00040945-0.00087765i,0.00011447-0.0013905i,-8.1209e-05-0.0012314i,0.00012941-0.0010047i,0.00017558-0.0014656i,-3.3871e-06-0.0018522i,0.00028578-0.00083143i,0.00034492+0.00030297i,-0.00031366+0.0003778i,-0.00039164-0.00023785i,-0.00036143-0.00030601i
0.00082713-0.0012954i,-0.0003339-0.0024025i,-0.0023048-0.0031824i,-0.0026373-0.0025111i,-0.0019438-0.00043562i,-0.00066043+0.00077218i,-2.4852e-05+1.7171e-05i,-0.00081806-0.00042756i,-0.00063058-0.00018082i,0.0006256-0.00044047i,0.00071444-0.00019605i,0.00083741-0.00019025i,0.00093756-0.00024168i,0.00074754+0.0007902i,0.0005165+0.00064537i,-0.00031416-0.0003694i,-0.0011761+8.1154e-05i,-0.0010803+0.00017885i,-0.0011181-0.00015177i,-0.00093069-0.00083191i,-0.00022338-0.0007462i,1.9376e-05+8.5851e-05i,7.7476e-05+0.00074964i
-0.00025285+2.9601e-05i,9.5695e-05+0.00063239i,0.0003734+0.0015939i,7.5183e-06+0.0022189i,-0.00054894+0.0021113i,-0.00053507+0.00098797i,-0.00050248-0.00039095i,-0.00090139-0.00091922i,0.00011157-0.00063019i,0.0007607-0.00035285i,1.0574e-05-0.00025461i,-0.00015926-0.00042963i,-0.00020199-0.00091437i,3.8687e-06-0.00073198i,0.00026532+8.6551e-05i,7.6695e-05+0.0002794i,-0.00011952+0.00040629i,3.6873e-05+0.00018203i,7.785e-05-0.00041168i,2.035e-05-0.00043718i,-0.00011942-0.00092037i,-0.00018964-0.0011819i,-4.9064e-05-0.0005227i
0.0011804-0.00045268i,0.0011229-0.0014026i,0.0007163-0.0022408i,0.00066758-0.002065i,0.0012845-0.00065117i,0.0013052+9.9581e-05i,0.00034194-0.00063107i,-0.00067725-0.00088911i,-0.001017-0.00089495i,-0.00067356-0.0016932i,-0.000389-0.0005696i,0.00025214+0.00032923i,0.0011462-0.00011682i,0.00097695-0.00053546i,0.00065421-0.00065448i,0.00028379-4.3622e-05i,-0.0001212-0.00055202i,-0.00011722-0.00090092i,3.7847e-05-0.00059137i,-0.00015523+2.1601e-05i,-0.00040609+0.001277i,0.00022421+0.00074964i,0.00035479-0.00046613i
0.0014846+0.001115i,0.0015368+0.00025722i,0.0010275+0.0001776i,0.00028584+1.2117e-05i,0.00034161-0.00077681i,0.0012439-0.0012903i,0.0006097-0.00027126i,-0.0012929+0.0003667i,-0.0014746+0.000195i,-0.0007226-0.0013162i,-0.00022224-0.0018689i,-2.7395e-05-0.001073i,-5.4931e-05-0.00088707i,9.6933e-06-0.00081863i,9.6706e-05-0.00019782i,0.0002378+0.00021807i,-0.00032832+0.00087939i,-0.0010433+0.0010637i,-0.00082699+0.00070346i,-0.00032358+0.00054125i,0.00013859+1.5302e-05i,0.00029975-0.00067156i,0.00074479-0.00088613i
-8.7274e-05-0.0011762i,0.00058513-0.002201i,-0.00021853-0.00081561i,-0.00049783+0.00044419i,0.00030764+0.00048627i,0.0010839-1.1441e-05i,0.0011026-0.00024696i,0.00084434+0.00037866i,0.00028924+0.00026569i,-3.5384e-05-0.00028609i,-0.00044786-6.5775e-05i,-0.00015187+0.00058971i,0.00030361+0.00088674i,0.0002746+0.00044002i,0.00031245-0.00026205i,7.7738e-05-0.00037214i,-0.00052317-0.00031454i,-0.001258-0.00053507i,-0.0013697-0.00018666i,-0.00062331-0.0006362i,-0.0003269-0.0015031i,-9.2024e-05-0.0015048i,0.00021233-0.00080888i
0.0010343-0.0006748i,0.00079903-0.00060434i,0.00034821-0.00041339i,-0.00029711-0.00083364i,-0.00039185-0.00069272i,-0.00031067-0.00038646i,-0.00019412-0.00085928i,0.00018001-0.00037044i,-0.00025231-0.00025018i,-0.00016543-0.00072805i,-0.00026138-0.00090578i,-0.00036618-0.00088674i,3.397e-05-0.00060647i,0.00052889-0.00053107i,0.00080309-0.00049574i,0.00056964-0.00059506i,0.00027934-0.0011766i,0.00041982-0.0011856i,0.00027718-0.0007718i,6.3994e-05-0.0010058i,0.00013048-0.0011183i,-0.00044282-0.00094466i,-0.00063686-0.0002223i
0.00080782+0.00085034i,0.0017867-0.00090148i,0.0017733-0.0017352i,0.00031012-0.0010109i,-0.0010948-0.00051938i,-0.0013681-1.9898e-06i,-0.0017815+0.00026048i,-0.0019562-8.1513e-05i,-0.00053083-8.6757e-05i,0.00063964+0.00045581i,0.00023829+0.00065485i,0.00045081+0.00088471i,0.00090397+0.0010711i,0.00066388+0.00040424i,0.00036493+0.00049794i,-0.0003924+0.00042413i,-0.00070186-0.0006733i,-0.00067307-0.0015268i,-0.00066518-0.0018441i,-4.2942e-05-0.00048501i,0.00016834+0.00034599i,0.00012031-0.00017724i,0.00075244+0.00011969i
-0.0012273+0.00056491i,-0.00091857+0.00077246i,-0.0018538+0.00091508i,-0.0012939+0.0011081i,0.00040171+0.0014496i,0.00049427+0.00084171i,0.00019948+4.5985e-05i,-0.00010335-0.00044498i,0.00040908-0.00059417i,0.00081553-0.00040095i,3.3944e-06-0.000721i,-2.34e-07-0.00084598i,0.00056626-0.00049637i,0.00080451-0.00061945i,0.00065824-0.00049957i,9.2595e-05-0.00026593i,-0.00012653-0.00072432i,-5.8984e-06-0.00054858i,-0.00029343-0.00049723i,-0.00045152-0.00083635i,-0.00023153+6.7174e-05i,-0.00049801+0.00082006i,-0.00085234+0.00063391i
-0.0010784+0.0021376i,-0.00084506+0.0023181i,0.00055935+0.0027019i,0.0013592+0.0016125i,0.0017532+0.00092068i,0.0013876-0.00030253i,0.00034161-0.0014517i,-0.00030173-0.00050102i,0.00032081+6.0322e-05i,0.00036423-0.00044395i,-0.00020612-0.00060516i,-0.00049044+3.6111e-05i,-0.00017811-0.00035359i,0.00059383-0.00092638i,0.00031696-3.4118e-05i,-0.00068612-8.4083e-05i,-0.00040815-0.00019874i,0.00045145-0.00012002i,9.2691e-05+0.00011653i,0.00019618+0.00065834i,0.00035404+0.00051153i,0.00015846+0.00038904i,0.00017518+0.00014191i
-0.0011163+8.5476e-06i,-0.0015191+0.00026179i,-0.0020149+0.0017292i,-0.00192+0.002087i,-0.00042798+0.0021258i,0.00054778+0.0014472i,0.00022793+0.00019275i,-0.00052404-0.00017574i,-0.00029256-0.00065806i,0.00069454-0.00067818i,0.00074724-0.00044994i,0.00039885-0.00065023i,0.00018414-0.00075061i,0.00045901-0.00061184i,0.00079785-0.00071982i,0.00057736-0.00094379i,0.00030608-0.00018221i,0.0003039+0.00045478i,0.00037232+0.0003867i,0.00016235+0.00025896i,-0.00042447-0.00019436i,-0.00065094-0.00019039i,-0.0004749+0.00052003i
-2.9594e-05-0.0012704i,-0.00021368-4.7061e-05i,-0.00027841+0.00054634i,-0.00051795+0.00027064i,-0.0013194+0.00032206i,-0.00099+0.0003922i,7.1372e-05-0.000236i,0.00057163-0.00066075i,0.00045898-0.00056896i,0.00017312-0.00041024i,0.00020356-0.00037336i,0.00026076-0.00062145i,0.00018231-0.00043333i,2.7401e-05+0.00012232i,-0.00035262-0.00031709i,-0.00054109-0.0006306i,-0.00046183-0.0011423i,3.0288e-05-0.0017779i,0.00053456-0.0010791i,0.00070543-0.0003398i,0.00019981-0.00030708i,-0.00049516-0.00057981i,-0.00070426-0.00039467i
0.00028135-1.5691e-06i,0.00082936-0.0016977i,0.00045385-0.0024551i,-5.7037e-05-0.00089873i,-0.00071513+0.00082555i,-0.00061645+0.00059489i,-3.5339e-05+0.00026717i,0.00044903+0.00020188i,0.00044736+0.00035406i,-0.00011774+0.00041088i,-0.00035562+0.00010035i,0.00017951-0.00012728i,0.00066346+0.0001656i,0.00061669-0.00038512i,0.00075706-0.0010259i,0.00082908-0.00059813i,0.00084773+0.00018651i,4.3597e-05+0.00054406i,-0.00083412+0.00011412i,-0.0010652-0.00010794i,-3.4314e-05+5.8558e-05i,0.0002322+1.9517e-05i,-0.00054376-0.00017667i
0.0006487+0.00029576i,0.0010623+0.00010829i,2.4473e-05-0.00070181i,0.00033348-0.00085148i,0.00049956-0.00055827i,-0.00081376-0.00050955i,-0.00078044-0.00076452i,-0.00089091-0.00057447i,-0.0009888-0.0004266i,-0.00031242-0.00080602i,-0.00028619-0.00083748i,-4.8835e-05-0.00062514i,-0.00052178-0.00035894i,-0.00080503-0.00030045i,-0.00065408-0.00011841i,-5.5761e-05-0.00036002i,0.00045141-0.00033761i,0.00046802+5.627e-05i,4.0254e-05+0.00017422i,0.00032522+0.00014532i,0.00058179+0.00010896i,0.0004189+0.00015571i,0.00082985+0.00092128i
-0.001504-0.0010759i,-0.0017377-0.00035594i,-0.0013668+0.00033838i,-0.0011798+0.00063616i,-0.00061101+0.001438i,0.00026719+0.0015165i,0.00043279+0.00029968i,0.00017078-0.00082443i,-0.00028331-0.00088506i,-0.00024806-0.00045657i,0.00069278+2.4734e-05i,0.00096253+0.00031053i,0.00030202-0.00030948i,-0.0005291-0.00061851i,-0.00098523-0.00026867i,-0.00079568-0.00045507i,-0.00071287-0.0002548i,-0.0006658+0.00056814i,-0.00053781+0.00066233i,-0.00046623+0.00084923i,-0.00010741+0.00037289i,9.3786e-06-0.00034714i,0.00050087+0.00065074i
-0.00071711+0.0017134i,3.8735e-05+0.0031777i,0.00086686+0.0038422i,0.0012587+0.0028826i,0.0017352+0.0014312i,0.0024374+0.00046267i,0.0018023-0.00040379i,0.00054623-6.854e-05i,0.00024668+0.00050097i,0.00064166+0.00021865i,0.00045337+0.00010658i,2.7242e-05-0.00050386i,-0.00021648-0.00099091i,-0.00052594-0.00037654i,-0.00054375-0.00010178i,-0.00019902-0.00046935i,0.00033805-0.0005521i,6.0814e-05-0.00043547i,-0.00086238-0.00089014i,-0.00091199-0.00061716i,-0.00018508+0.00037792i,8.3493e-05+2.2243e-05i,-0.0002874-8.8648e-05i
0.00014906-0.00011573i,0.0001137+0.00075736i,0.00038623+0.00089279i,0.0008275+0.00054648i,0.00081503+0.00031626i,0.00036383-0.0006031i,-0.00025608-0.0013659i,-0.00083536-0.0011854i,-0.00043772+0.00011081i,4.9973e-05+0.00060879i,-0.00041842-0.0001222i,-0.0005239-0.00056361i,-0.00034681-0.0014306i,-4.4557e-05-0.0013833i,3.2802e-05-0.00029715i,-3.3322e-05+3.7491e-05i,-0.00047591-0.00018606i,-0.0014094-5.3382e-06i,-0.0014293+6.8749e-05i,-0.00097193-0.000281i,-0.00039565-7.8895e-06i,-0.00041727+0.00039888i,-0.00068135+0.00013281i
0.0021435+0.0017924i,0.0034069+0.00081495i,0.0046777-0.0001016i,0.0032751-0.00038984i,0.001788-0.0010083i,0.00063501-0.001465i,0.00020712-0.00073377i,0.00030669-0.00012381i,0.0005749-9.7276e-05i,0.00052197-0.00059671i,-0.00058272-0.00090518i,-0.0010323-0.00020807i,-0.00070328+0.00041081i,-0.00053031+0.00045561i,-0.0010521+0.00061021i,-0.00077541+0.00063726i,-0.00032665+0.00030358i,-0.00067699+0.00034278i,7.28e-06-0.00015051i,0.00084129+0.00010495i,0.00030302+0.00043791i,-0.00030706+0.0004688i,-0.00024428+0.0002539i
0.00050363+0.0012844i,0.00031593+0.0015465i,4.5042e-05+0.001408i,-0.00067443+0.001406i,-0.00047766+0.001132i,-2.3656e-05+0.00048185i,-0.00019998+0.00019439i,-0.00042092+8.5428e-05i,-0.0004232+0.00037588i,0.00012801+0.00011533i,0.00088211+2.5579e-05i,0.00081493+0.0003828i,0.00028275-9.6399e-05i,0.00029409-0.00057818i,0.00063807-0.00032661i,0.00089735-0.00046247i,0.00044497-0.00032672i,-4.0831e-05+9.8279e-05i,0.00026833+0.00061702i,0.00061104+0.00044852i,0.0007452-4.9773e-05i,0.00075478-0.00018562i,0.00031172-0.00046341i
0.00048265+0.00032372i,0.0013991+0.00068363i,0.00187+0.0016133i,0.0022761+0.0013214i,0.0028769+0.0013446i,0.0011968+0.00096107i,-0.00085343-0.00048558i,-0.0010333-0.0015552i,-0.00022773-0.00098236i,0.00053118-0.00013259i,0.00027127+0.00034028i,-0.00064424+0.00067617i,-0.00053031+0.00013345i,-0.00029667-0.00059464i,0.00012316-0.00066056i,-0.00027647-0.00034491i,-0.0011397+0.00016206i,-0.0011076+9.7143e-05i,-0.00060659-1.6343e-06i,-0.00045667+0.00055375i,-0.00040623+0.00031134i,0.00037041-0.00053316i,0.00038994+2.6799e-06i
0.00055754-0.00036353i,0.00060718-0.00097259i,0.00054603-0.0016348i,-3.8656e-05-0.0016917i,-0.00089475-0.0017425i,-0.00087789-0.00089319i,-0.00048787-4.3556e-05i,-0.0007911+0.00033965i,-0.00081105+0.00078595i,-0.00053885+0.00093337i,-0.00097018+0.00045558i,-0.0012792-0.0006429i,-0.00072884-0.00050735i,-0.00040839+0.00035582i,-0.00062752+0.00038313i,-0.00028569-0.00063852i,0.00040939-0.00056146i,0.00029141+0.00054764i,0.00047993+0.00041158i,0.00066182-0.00041531i,0.00038977-0.00046115i,-8.9829e-05-0.00025806i,0.00017095-0.000342i
-0.00012886-0.00095254i,-0.0001008-0.0016653i,-0.0015316-0.0011757i,-0.0012514-0.00046101i,-0.00027169-0.00020411i,-0.00011016-0.00022582i,0.00010472+0.00015103i,0.00028885+0.00011363i,0.00038561+0.00033782i,0.00061586+0.0008472i,0.00057354+0.00038378i,-0.00019916-0.00031481i,-0.00055262-0.00036313i,-0.00023669+7.3153e-06i,-0.00013389+0.00023873i,-0.00017206+0.00036628i,-0.00055207+0.00018374i,-0.001364-7.6355e-05i,-0.001053-2.6377e-06i,-0.00020966+0.00019077i,0.00036816+0.00030513i,-5.52e-06-0.00021708i,8.3173e-05+0.00034999i
0.00033522-0.00051175i,-5.1685e-05+0.00048742i,-0.00082372+0.0011277i,0.00042755+0.0011194i,0.0017237+0.0019821i,0.00083919+0.0019443i,0.00028814+0.00092682i,0.00042521+5.9896e-05i,0.00043691-0.00020033i,0.00060743-0.00079864i,0.00014727-0.00087014i,0.00025537-0.00081129i,0.0012123-0.00070116i,0.00080891-0.00020771i,0.00049018-0.00023807i,0.00015554-0.00027408i,-0.00064157-0.00023005i,-0.0011891-0.00045499i,-0.0012844-0.00025574i,-0.00089807+0.00038886i,-0.00040825+0.00051857i,0.00066159+6.5695e-05i,0.0010093-0.00026249i
0.00058724-0.0013151i,-0.00063934-0.00072589i,-0.0011475-0.00018984i,-0.00059095-4.3776e-05i,-0.00077054-0.00060472i,-0.00060244-0.00088116i,-0.00015749-0.0011164i,0.00012066-0.00055343i,0.00040868+0.0003533i,0.0004451-0.00024902i,-0.00017762-0.00084338i,-0.00051426-0.00063182i,-0.00066688-0.0004185i,-0.0011176+0.00039693i,-0.00091567+0.00026994i,-0.00030725-0.0004931i,0.00010628-0.00016611i,4.3178e-05-0.00069777i,-0.00037871-0.00012337i,-0.00015826+0.00061535i,0.00023565+0.00034248i,0.00016035+0.00032788i,-0.00011695+0.00013464i
0.0027756-0.0025418i,0.0012126-0.0023893i,0.0014758-0.003172i,0.00032686-0.002887i,-0.0017678-0.001654i,-0.0021222-0.0007237i,-0.0013082+0.00020875i,-0.00053358+0.00097886i,0.00026417+0.00076446i,0.00041248+5.3491e-05i,0.00019298-0.00020586i,-0.00017427+0.00027863i,-0.00014684+0.00044041i,-4.9174e-05+0.00040836i,-0.00052335+0.00045875i,2.7396e-06+0.00028886i,0.00011028+0.00015951i,-0.00035846+1.7408e-05i,-0.00059712-0.00011352i,-0.00055164-0.0003819i,-0.00052911-0.00062415i,-0.00074469-0.00051716i,-1.4719e-05-0.00079774i
-0.00070467+0.00054464i,-0.0010253+0.00095324i,-0.0010212+0.0019099i,0.00031436+0.0023105i,0.0014896+0.0024549i,0.0014804+0.0013303i,0.00075571+0.00014692i,0.00049971+0.0006816i,0.00054122+0.00069424i,-2.7552e-05-0.00023926i,0.00024786-0.00067575i,0.00026064-0.0011071i,-0.00019997-0.0010909i,-0.00031126-0.00040002i,-0.00019917-0.00017825i,-0.00018259+8.1775e-05i,-0.00071046+0.00038479i,-0.00035192-2.1371e-05i,0.00024491-0.00015078i,0.00052772+5.9548e-05i,0.00024741+6.1811e-05i,-0.0001018-0.0002165i,0.00020819-0.00012259i
0.0013679+0.0016218i,0.0016515+0.00021589i,0.0019967-0.00095904i,0.0013523-0.0012428i,-1.1819e-05-0.0013642i,-0.00022042-0.0018175i,0.0002729-0.0013763i,0.00012057-0.00088429i,9.8656e-06-0.0008561i,0.00042487-0.0006943i,0.0004572+0.0001713i,-0.00022979+0.00032954i,-0.00010704-9.1636e-05i,-0.0001271+0.00049429i,-0.00034471+0.00098585i,0.00043234+0.00030488i,0.00032116-0.00045683i,-0.00045962-0.00052851i,-0.00033065+0.00010448i,0.00038776+0.00078652i,0.000661+0.00040911i,0.00063291-6.8208e-05i,0.00016858-0.00058131i
-0.001298+0.00060643i,-0.0008984+0.0022402i,-0.00079073+0.0025313i,-0.00031479+0.0022223i,-0.00074414+0.0015546i,-0.00085186+0.00063208i,-0.00012562-0.00037533i,-0.00026414-0.00080005i,0.0001654-0.00051736i,0.00050246-0.00010675i,-0.00039147-0.00040877i,-0.0005349-0.00094445i,-0.00040083-0.00096348i,-0.00074455+8.0892e-06i,-0.00060733+0.00016358i,3.1879e-05-0.00040246i,-0.00042797+0.00012238i,-0.00083771+0.00042405i,-0.00058094-0.00017135i,-0.00027737-0.00069721i,5.0875e-05+0.00012679i,0.00039575+0.00041461i,0.00064848-0.00012393i
-0.00094113-0.0018148i,-0.001363-0.0019169i,-0.0013783-0.0011228i,-0.00082345+2.0309e-05i,-0.0012915+0.00055388i,-0.00084998+0.00046461i,0.00097301+0.00029552i,0.00099532+0.00013863i,7.5071e-05-0.00032704i,-0.00041468-0.00034171i,-5.9619e-05-0.00026702i,0.00056133+0.00010506i,0.00066208-0.00058464i,0.00035451-0.0011227i,-4.2796e-05-4.7502e-05i,0.00015749+0.00053066i,0.00046613+0.0007133i,0.00030524+0.00066118i,1.0039e-05+0.00048078i,-0.00037999+0.00033906i,-0.00052066+0.00057827i,-0.000324+0.00064413i,0.00027056+0.00039741i
0.00074817+0.00065939i,-0.00013366-0.00011404i,-7.0838e-05-0.00091075i,0.00051367-0.00052344i,0.00034383-0.00053839i,0.0003384-0.0011177i,0.00048639-0.0014637i,-0.00051991-0.0012172i,-0.0011957-0.00037064i,-0.00021408+0.00024786i,0.00075988+0.00041882i,0.00038616+0.00044699i,-0.00017786+0.0002183i,-9.2368e-05+0.00022959i,-6.2723e-05+0.00048999i,0.00023702+0.0003681i,0.00064471-0.00044982i,0.00010799-0.00099491i,9.9698e-05-0.00093939i,0.00038531-0.00035523i,0.00032758+0.0001561i,-0.00037044+0.00035609i,-0.00034952-0.00014921i
0.0015482-0.0010035i,0.00011168-0.00068294i,-0.00096781-0.0014783i,-0.0015544-0.0016984i,-0.0010794-0.00052737i,-0.00027294+0.00023829i,0.00018587+0.00010236i,0.00060578+0.0002395i,0.00074345+0.00015411i,0.00027879-0.000331i,0.00055709-0.00077474i,0.00094874-0.0010041i,0.00043815-0.0003201i,-0.00057222+0.00046145i,-0.00086799+0.00020906i,-0.00053816-0.0005677i,-0.0008687-0.00023631i,-0.0011898-4.0498e-05i,-0.0010941-0.0002343i,-0.00053978-0.00029727i,-0.00039897-0.00070223i,-0.00029521-0.0010398i,9.3697e-05-0.00086473i
-0.00063716-0.0024158i,-0.0015444-0.0019802i,-0.001797-0.0014971i,-0.0016365-8.2109e-05i,-0.0016421+0.0017751i,-0.00060121+0.0021039i,0.00052968+0.0012092i,0.00058112+9.9707e-05i,-3.9696e-05-0.00032775i,-0.00010205-0.00037025i,-0.0002256+0.00028264i,0.00028298+0.00074716i,0.0007748+0.00011617i,0.00062445-0.00015948i,0.00082594-3.0937e-05i,0.00064507-0.00053513i,0.00036361-0.00072932i,-3.6384e-05-0.00052086i,0.00027251-0.00036821i,0.00081659-0.00033778i,0.00091903-0.00068491i,0.00037774+0.00050273i,-0.00067362+0.0014379i
0.00062923+0.00096986i,1.1778e-05+0.0019544i,0.00049346+0.0020151i,-0.00025752+0.0014893i,-0.00047574+0.00082556i,0.00048911-0.00021974i,0.00049534-0.00010545i,-0.00037544+0.00044296i,-0.00068498+0.00028875i,-0.00061263+0.00012452i,-0.00063143+0.00053126i,-0.000933+0.00034416i,-0.00012454-0.00021494i,0.00037007-0.00016583i,-0.00038351+0.00015154i,-0.00087486-8.5239e-05i,-0.00010447-0.00054148i,0.00068498-0.00044849i,2.9721e-05+0.00028439i,0.00024133+0.00065833i,0.0012148+0.00067532i,0.00085675+0.00019463i,0.00041765-0.00058025i
2.0307e-06+0.00052242i,-0.00012071-0.00020661i,-0.00035161+0.0001078i,0.00053463-7.9879e-05i,0.00092872-0.00078324i,-0.00050255-0.0011095i,-0.00085309-0.0012045i,-0.00047325-0.00049939i,-0.00024788-0.00029565i,0.00028298-0.00060756i,-0.00018353-0.00010747i,-0.00078557-0.00015207i,-0.00046408-0.00060419i,0.0003861-0.00064655i,0.00024168+0.00014167i,-3.23e-05+0.00027638i,-0.00011-0.00042654i,-0.00072638-0.0010468i,-0.00048905-0.00043004i,-0.00025604-0.00025206i,-0.0003958-0.00081263i,-1.1469e-05-0.0010858i,0.00044732-0.00086605i
0.00014824-0.0014152i,-0.00013761-0.0013253i,-0.00076276-0.0014919i,-0.00093645-0.00068668i,-0.00024917-5.8441e-06i,0.00027221-0.00034042i,-0.00048401-0.0004459i,-0.00086291-0.00024877i,-0.00045286+0.00010404i,-0.00050753+0.00011257i,-0.00026704+6.5545e-05i,-0.00050097+0.00054105i,-0.00055573-0.00022941i,0.00037323-0.00075802i,7.8868e-05-0.00074693i,-0.00016342-0.00041378i,0.0001806+0.00051297i,0.00012641+0.00016077i,-9.5693e-05-0.00055891i,0.00039582-0.00042542i,0.0010781+0.00015285i,0.0012712+0.00041187i,0.00041178+6.0511e-05i
-0.00082612-0.00010938i,0.00030093+5.8459e-05i,0.00035869+0.0013506i,-0.00026957+0.0024077i,-0.00012449+0.001982i,0.00073531-3.3974e-05i,0.000568-0.00092659i,-0.00021488-0.00037413i,-0.00063679+0.00016118i,-0.00066312+0.00016087i,-0.0003653+0.00049114i,-9.7875e-05+0.00045648i,0.00020417-0.00012039i,0.0001022-3.2141e-05i,-0.00033888-0.00031308i,-0.00057936-0.0007035i,-0.00042758-0.00043675i,-0.0001552+0.00018912i,5.711e-06+0.00026012i,0.000179+7.8577e-05i,0.00086247-0.00038981i,0.00098054-0.00045485i,0.00011067-0.0002071i
-0.00092923+0.00094817i,-0.00070829+0.00053267i,-0.0005418+0.0011574i,9.144e-05+0.0018547i,0.00083486+0.00040466i,0.0009718-0.0010349i,0.00062957-0.00080171i,-0.00011743-6.9065e-05i,-0.00017381-1.0345e-05i,-0.0002953-5.6803e-05i,-0.00038493+7.6748e-05i,-0.0001635-0.00014916i,-0.00065576-0.0002603i,-0.00090432+0.00039736i,-0.00068646+0.00040095i,-0.0003043-0.0006032i,0.00011761-0.00040156i,-0.00022609+0.00022883i,-0.00030759-0.00031254i,0.00045858-0.00063276i,0.0001558-0.00034306i,-0.00044449-1.6077e-05i,-0.00018711+0.00012068i
-0.0020602-1.6404e-05i,-0.001596+0.00043313i,-0.00088066+9.6324e-06i,-0.00043371+0.00045967i,-0.0005927+0.001265i,-0.00017727+0.00049415i,0.00045752-0.00015511i,0.00023467-0.00045347i,-0.00043686-0.00013621i,0.00016187+0.00011956i,0.0008043-0.00072356i,0.00023713-0.0010023i,6.5724e-05-0.00052818i,0.00022692-0.00046661i,2.9215e-05-0.00011636i,-0.00031922-0.00025827i,-0.0002919-0.00024395i,-2.9591e-05-0.00025447i,-0.00012976-0.00072687i,-0.00064824-0.0011895i,-0.00043575-0.0011579i,-1.5907e-05-0.00023737i,-0.00090034+8.2741e-05i
-0.0010751-0.00049911i,-0.00038723+6.4352e-05i,-3.829e-05+0.00019945i,0.00050915+0.00075079i,0.00029453+0.00093849i,7.2985e-06+0.00038057i,9.631e-05+0.00046871i,-4.6252e-05+0.00045596i,-0.00042191+0.00023383i,0.0006444-0.00038651i,0.0018723-0.00041392i,0.0016224+0.00010004i,0.0010796-6.346e-05i,0.00052534-4.4127e-05i,4.6644e-05+0.00047485i,-3.4585e-05+0.00021476i,5.797e-05-0.0001113i,0.00032457+0.00024659i,0.00011297-0.00020879i,8.4275e-05-0.00043438i,-0.00022122-0.00030824i,-0.00037458-0.00034009i,-0.00041381-0.00017172i
-0.0012326+0.0016076i,-0.00021904+0.0016854i,0.00011794+0.0023125i,0.00038376+0.0025951i,0.00059503+0.001738i,0.00033307-0.00048139i,5.4183e-05-0.0010592i,-0.00054522-0.00027469i,-0.00075587+0.00073138i,-0.00032621+0.00075286i,0.00021037+0.0005731i,0.00033185+0.00045641i,0.00041573-7.8314e-05i,0.00034717-0.00066853i,-0.00020076-0.00074222i,-7.1161e-05-0.00042684i,0.00037525+0.00014604i,0.00014635+0.00093701i,3.05e-05+0.0006502i,0.00014942-0.00028765i,0.00037232-0.00053513i,0.00028682-2.4166e-05i,-0.00011398+0.00024019i
-0.0003376+0.001122i,0.00056553+0.00056958i,0.0008665+0.0019738i,0.00096092+0.0026325i,0.0012681+0.0016862i,0.0011561+0.00085768i,4.7132e-05-0.00025546i,-0.00074251-0.00087247i,-0.00078028-0.00092565i,-0.00012088-0.00054194i,0.00028098+0.0001613i,0.0003995-0.00010997i,0.00031877-0.00075902i,-0.00019877-0.0011887i,-0.00094816-0.0011691i,-0.0010493-0.00083133i,-0.0012991-0.00021999i,-0.0012641-0.0003484i,-0.00079773-0.00036062i,2.6255e-05+0.00034481i,0.00058257+0.00066309i,0.00046202+0.00056888i,-4.8316e-05+0.00073164i
0.00053179+0.0012437i,0.0012131+0.0013509i,0.001595+0.00095052i,0.00045534-0.00031132i,-0.00052242-0.00080703i,-0.00055546-0.00067135i,-0.00074589-0.00052895i,-0.00041749+0.00026572i,-0.00035629+0.0003659i,-7.0798e-05+0.00014641i,0.00019226+5.8723e-05i,-5.1881e-05-0.00013879i,8.0663e-05+0.00029667i,0.00050202+0.00088104i,0.00021254+0.0007705i,-0.00013894+0.00074662i,-0.00024864+0.00033951i,-0.00081028+0.0005416i,-0.0008027+0.00049613i,-0.00045829+0.00020042i,6.5486e-05+0.00073776i,-0.00029048+0.0010398i,-0.00072857+0.00069711i
