-0.0014521+0.0016945i,-0.0021766+0.0019562i,-0.0026755+0.0022569i,-0.0018445+0.0018508i,-0.0016772+0.0020262i,-0.0014439+0.0017169i,-0.00029442+0.0013429i,0.00090941+0.0015984i,0.001545+0.00058647i,0.0020451-0.00066982i,0.0013489-0.00061539i,0.00044215-0.00076814i,0.00038387-0.00087332i,0.0007433-0.00096372i,0.0004302-0.00083214i,-0.00013175-0.00071616i,-0.00010877-0.0011699i,-5.0464e-05-0.00086921i,0.00019555-0.00065742i,0.00022778-0.0013438i,5.6328e-05-0.0011101i,7.2285e-05+0.00018374i,-0.00030294+0.00035025i
-0.015189-0.00019821i,-0.017634-0.00095356i,0.0092379+0.0020565i,0.065345+0.00019019i,0.10578-0.021575i,0.11041-0.044885i,0.08399-0.027933i,0.05074+0.0076168i,0.034807+0.010462i,0.020235-0.0076436i,0.0029603-0.010155i,-0.00095663-0.0032905i,0.00081143-0.009126i,-0.0060609-0.014951i,-0.017726-0.0065182i,-0.024227+0.006713i,-0.018661+0.017689i,-0.0015585+0.022331i,0.011199+0.017085i,0.0091187+0.0079672i,-0.00029973+0.0038982i,-0.00759+0.0064718i,-0.010203+0.0077818i
0.015482+0.011047i,0.016476+0.026668i,-0.017136+0.032764i,-0.083353+0.020752i,-0.1304+0.010897i,-0.14038-0.0012116i,-0.12386-0.017873i,-0.088359-0.017879i,-0.057859-0.0079955i,-0.035029+0.00026105i,-0.011038+0.0014092i,0.0030645-0.0045839i,-0.0014778-0.0061844i,-0.0052329-0.0012826i,0.0064383+0.0011571i,0.017239-0.0024958i,0.012001-0.010734i,-0.0032956-0.018215i,-0.01095-0.016404i,-0.0047774-0.0082907i,0.0056986-0.0013807i,0.01496+0.0029231i,0.020628+0.0051541i
-0.0055314+0.021541i,-0.0012546+0.056542i,0.034988+0.1036i,0.085732+0.11754i,0.091702+0.091181i,0.050597+0.078878i,0.021711+0.07794i,0.019228+0.044123i,0.017327+0.0053563i,0.0062928-0.013798i,-0.018005-0.021217i,-0.040844-0.016938i,-0.038745-0.010108i,-0.026252-0.011661i,-0.02723-0.017289i,-0.032039-0.015089i,-0.026035-0.0067108i,-0.014136+0.00019394i,-0.0079548+0.0029526i,-0.010154+0.0032917i,-0.011169+0.0018497i,-0.0086753-0.0038478i,-0.0070149-0.011038i
0.0093939-0.002561i,0.010286-0.021603i,-0.0086274-0.056443i,-0.039209-0.09276i,-0.038044-0.11935i,0.00032058-0.14395i,0.025616-0.14611i,0.018793-0.10163i,0.0096175-0.049634i,0.0028709-0.016588i,0.0022649+0.0064878i,0.0089575+0.017549i,0.0097983+0.020505i,0.012079+0.021745i,0.0211+0.017843i,0.027481+0.008477i,0.025871-0.0028396i,0.016127-0.01388i,0.005369-0.01573i,0.00082876-0.0056728i,0.00047495+0.004672i,0.00015768+0.0085202i,-0.0017742+0.0086714i
0.00081931-0.01146i,0.017144-0.020206i,0.051449-0.013216i,0.068796+0.01698i,0.018877+0.055086i,-0.070925+0.085774i,-0.11103+0.10309i,-0.075534+0.094488i,-0.024568+0.066546i,0.0038624+0.040931i,0.014126+0.021316i,0.015348+0.0082018i,0.016081+0.001212i,0.011673-0.0059606i,-0.0030257-0.011937i,-0.01569-0.010661i,-0.017347-0.0032949i,-0.011608+0.0048149i,-0.0043104+0.0070208i,-0.0010618+0.0013992i,-0.0035456-0.0053527i,-0.0076113-0.0067207i,-0.0073621-0.0037099i
0.010917-0.015072i,0.020499-0.044401i,0.010739-0.08918i,0.00064077-0.10165i,0.063748-0.057808i,0.16906-0.012074i,0.18225-0.005629i,0.10095-0.0049884i,0.034256+0.00024507i,0.015314-0.0049698i,0.016234-0.0030461i,0.022387+0.0042115i,0.018895+0.0052463i,0.010181+0.012719i,0.012348+0.02659i,0.018507+0.032091i,0.014053+0.027005i,0.0028569+0.018363i,-0.0038518+0.0098633i,-0.0037882+0.0018171i,-0.0028598-0.0013261i,-0.0030021+0.0038327i,-0.0014426+0.0095425i
-0.007388+0.015041i,-0.019501+0.0399i,-0.017742+0.080018i,-0.0073161+0.085755i,-0.044621+0.020283i,-0.12266-0.048946i,-0.13921-0.057738i,-0.081409-0.044408i,-0.038038-0.03499i,-0.026353-0.023804i,-0.021405-0.026133i,-0.022954-0.035162i,-0.021502-0.033865i,-0.014591-0.02928i,-0.013774-0.029747i,-0.01913-0.028393i,-0.020587-0.018245i,-0.012754-0.0025347i,-0.0019549+0.0071137i,0.0055767+0.0057101i,0.010253-0.0016671i,0.012246-0.0090223i,0.0078131-0.013667i
-0.018127-0.0037379i,-0.044301-0.010264i,-0.08267-0.02793i,-0.094165-0.017834i,-0.036093+0.063291i,0.073889+0.1486i,0.1338+0.1289i,0.10029+0.047652i,0.045217+0.0016944i,0.014499-0.007974i,-0.0023256-0.0038671i,-0.010629+0.0061861i,-0.012664+0.01009i,-0.01101+0.010327i,-0.0027363+0.015018i,0.0088425+0.017776i,0.015309+0.013781i,0.015525+0.0050804i,0.011363-0.0022519i,0.0047946-0.0019623i,-6.5645e-05+0.0014057i,-0.0030861+0.0026955i,-0.0037007+0.0033613i
-0.0050089+0.0043586i,-0.0094318+0.021434i,4.4862e-05+0.054122i,0.027287+0.049642i,0.025321-0.056158i,-0.034994-0.18727i,-0.082628-0.18791i,-0.060431-0.090954i,-0.022137-0.025938i,-0.012989-0.0021882i,-0.0072605+0.0065408i,0.0029861+0.0016559i,0.0072414-0.004735i,0.0080809-0.01073i,0.0064336-0.022224i,0.0015021-0.030272i,0.0021177-0.028863i,0.0093825-0.020219i,0.013333-0.0086608i,0.010872+0.0018994i,0.0076983+0.007227i,0.0082961+0.0055991i,0.0088177+0.00061177i
0.012009+0.0044117i,0.042633-0.009982i,0.053065-0.040828i,0.0052124-0.046092i,-0.063949+0.037011i,-0.09126+0.1546i,-0.071229+0.17867i,-0.043702+0.12014i,-0.01824+0.064596i,0.0079236+0.028698i,0.016471+0.014237i,0.012662+0.018584i,0.0070098+0.020732i,-0.00045904+0.019193i,-0.0058837+0.022792i,-0.00612+0.02583i,-0.0053598+0.019015i,-0.0077582+0.0028861i,-0.0096048-0.010921i,-0.010461-0.014024i,-0.012093-0.0087789i,-0.012863-0.00091089i,-0.0096261+0.0047464i
0.009209+0.0061132i,0.021383+0.031617i,0.054262+0.076372i,0.11755+0.085524i,0.17979-0.0080481i,0.18061-0.13576i,0.10487-0.16082i,0.030162-0.090755i,0.0040985-0.031579i,-0.0064437-0.014249i,-0.012482-0.0078814i,-0.0078225-0.0068812i,-0.00078647-0.0070627i,0.0031553-0.004288i,0.0042016-0.0060405i,0.0018277-0.0086807i,-0.0030924-0.0063225i,-0.0083784+0.0016586i,-0.011438+0.010897i,-0.0079382+0.013563i,-0.00069951+0.00942i,0.0029043+0.0040644i,0.00099914-0.00059058i
0.0034911-0.0040908i,0.0033351-0.027691i,-0.010367-0.083207i,-0.066947-0.12637i,-0.15769-0.074683i,-0.1866+0.03924i,-0.11713+0.080949i,-0.043386+0.034673i,-0.011827-0.0035809i,0.0072642-0.0087002i,0.012484-0.012345i,0.00057762-0.011678i,-0.0080242-0.0050353i,-0.0082173-0.00056327i,-0.0070853+0.0046917i,-0.0063497+0.00948i,-0.0069275+0.0089346i,-0.0074683+0.003581i,-0.0050259-0.0043181i,-0.0010364-0.011572i,0.00017535-0.01468i,-0.0021797-0.011438i,-0.0044988-0.0039952i
-0.010259-0.0081987i,-0.036535-0.0075895i,-0.053276+0.024748i,-0.0038374+0.095096i,0.11999+0.13279i,0.21491+0.082684i,0.19262+0.014134i,0.11111-0.008821i,0.04443-0.0080362i,0.0010994-0.0046355i,-0.015424-0.0011781i,-0.011252-0.0023924i,-0.0038926-0.0037096i,0.0011129-0.0033813i,0.0048349-0.0044486i,0.0078631-0.0065898i,0.0093761-0.0039621i,0.0088782+0.0054327i,0.0051015+0.015097i,0.0011252+0.018909i,0.00019156+0.016774i,0.003273+0.0098839i,0.008199+0.0003917i
0.0066077-0.0064753i,0.019884-0.034512i,0.022555-0.093857i,-0.020284-0.16562i,-0.1083-0.18675i,-0.17787-0.12232i,-0.15098-0.031702i,-0.071088+0.0051101i,-0.022192+0.001529i,4.3068e-05+0.0057487i,0.015664+0.011147i,0.018703+0.007492i,0.012041+0.0024179i,0.0061963-0.0016951i,0.0022208-0.0034063i,-0.00097952-0.0037188i,0.00043193-0.0043904i,0.0070736-0.006719i,0.013088-0.010146i,0.012848-0.011864i,0.006434-0.0090165i,0.0023711-0.0042217i,0.0011909-0.00082868i
-0.0051361+0.01623i,-0.01476+0.050514i,-0.030497+0.12597i,-0.023439+0.21508i,0.029369+0.24105i,0.071878+0.17623i,0.049956+0.08426i,0.0058092+0.039288i,-0.012178+0.021725i,-0.018738-0.0038004i,-0.022655-0.014316i,-0.015139-0.0097847i,-0.0082616-0.0058985i,-0.0089754-0.0025421i,-0.011158-0.00070294i,-0.010967+0.00066243i,-0.0078767+0.0024581i,-0.0062318+0.002582i,-0.0086522+0.0032452i,-0.01107+0.0061347i,-0.0097241+0.0070744i,-0.0064239+0.0030857i,-0.0038565-0.00046669i
0.00068171+0.0027783i,0.013082+0.0020693i,0.046098-0.031881i,0.077971-0.12641i,0.052636-0.22631i,-0.014713-0.23047i,-0.051672-0.14569i,-0.037828-0.065441i,-0.0069815-0.021319i,0.013105+0.0016065i,0.017319+0.0093355i,0.012142+0.0098545i,0.009681+0.0075186i,0.010711+0.0037061i,0.010742+0.00055335i,0.0078851-0.0014767i,0.0036874-0.003436i,0.0014701-0.005123i,0.0035578-0.0061333i,0.0077735-0.0075396i,0.0077661-0.0081473i,0.0013735-0.0045556i,-0.0056503+0.002282i
-0.0093505+0.0058808i,-0.026442+0.018644i,-0.060756+0.056389i,-0.10001+0.12692i,-0.097749+0.1914i,-0.029953+0.16889i,0.02842+0.076319i,0.024347+0.015662i,0.0063756+0.0020579i,0.0030572-0.0097752i,-0.0034331-0.022713i,-0.0098926-0.022399i,-0.011091-0.015351i,-0.011789-0.0085094i,-0.011261-0.00046882i,-0.0081539+0.0062058i,-0.0053137+0.0099656i,-0.0046001+0.0086458i,-0.0057625+0.0047643i,-0.0080465+0.0034924i,-0.0086035+0.0040256i,-0.0056437+0.0029538i,0.00036867+0.00011162i
0.013052-0.013679i,0.045009-0.042939i,0.10442-0.09742i,0.16679-0.15265i,0.18708-0.16524i,0.13716-0.12213i,0.06893-0.0542i,0.041325-0.01407i,0.026933-0.0018368i,0.0065515+0.014666i,-0.0024809+0.027199i,-0.0038097+0.025525i,-0.0008686+0.021593i,0.0062474+0.017572i,0.011231+0.010539i,0.012564+0.0024769i,0.010135-0.0045662i,0.0064488-0.0064685i,0.0069647-0.0032622i,0.011508+0.0011411i,0.013377+0.0049052i,0.012233+0.0058726i,0.0084391+0.0017692i
0.0078066+0.00044182i,-0.0071842+0.0028889i,-0.064246+0.017294i,-0.15427+0.051613i,-0.20273+0.088729i,-0.15823+0.10691i,-0.070792+0.086463i,-0.026023+0.040844i,-0.018193+0.0046226i,-0.0089549-0.012371i,0.00075364-0.01622i,0.0042968-0.01486i,-0.001529-0.011813i,-0.010115-0.0082167i,-0.013968-0.0069874i,-0.013067-0.0050303i,-0.0091741-0.001357i,-0.0066395+0.0015114i,-0.006535+0.0022497i,-0.0087992-0.00052388i,-0.0092708-0.0032768i,-0.0055673-0.0050757i,-0.0017732-0.0043572i
-0.0043181-0.001379i,0.0052446+0.0016663i,0.045087+0.0087157i,0.12189+0.011092i,0.16711-0.0039112i,0.1102-0.019398i,0.010166-0.01244i,-0.026654+0.010111i,-0.016074+0.01519i,-0.014573+0.0052424i,-0.015005+0.003268i,-0.0071809+0.0047986i,0.00020313+0.0060557i,0.0053664+0.0059541i,0.0069975+0.0017131i,0.0043214-0.0043241i,0.0010139-0.0084084i,-0.0018361-0.0085645i,-0.0026124-0.005676i,-0.00058531-0.0024419i,0.00098756-0.0013216i,-0.00053784-0.0007166i,-0.0026829+0.0012519i
-0.01248+0.0071804i,-0.047162+0.0097665i,-0.10378+0.0075362i,-0.16324-0.012042i,-0.18331-0.041927i,-0.12995-0.052596i,-0.055695-0.043203i,-0.023542-0.032462i,-0.010115-0.018068i,0.0095461-0.0065364i,0.019849-0.0061318i,0.018867-0.0081573i,0.014517-0.01252i,0.0061317-0.016882i,-0.0019291-0.01294i,-0.0055599-0.003059i,-0.0054236+0.0067567i,-0.0027037+0.011936i,-0.0023996+0.0095546i,-0.004794+0.0025381i,-0.0054435-0.0038347i,-0.0047064-0.0059387i,-0.002285-0.0029257i
0.0065419-0.0055587i,0.030894-0.0051402i,0.078853+0.0063599i,0.13258+0.039648i,0.1543+0.069829i,0.12345+0.040136i,0.065792-0.014644i,0.025104-0.021455i,0.0075442-0.0049488i,-0.0027855-0.0031236i,-0.010554-0.00733i,-0.011811-0.0052907i,-0.0064412+0.0024117i,0.00081354+0.0087321i,0.0059881+0.010292i,0.0079717+0.0078218i,0.0083944+0.0034065i,0.0092378-0.00020206i,0.0096287-0.0015665i,0.0080586+0.0020892i,0.0052767+0.0079311i,0.0026336+0.0089043i,0.0015238+0.0028824i
0.0029186+0.0017819i,-0.0012882+0.0034951i,-0.018832-0.013338i,-0.047022-0.058091i,-0.054158-0.090311i,-0.023081-0.056031i,0.026433+0.00060792i,0.051287+0.0033665i,0.03546-0.010882i,0.01293+0.00053643i,0.0039469+0.012494i,0.0010447+0.011534i,-0.00036265+0.0048453i,-0.0027553-0.00095395i,-0.0062204-0.0013052i,-0.0069544+0.00298i,-0.0048401+0.0065732i,-0.0035309+0.0069877i,-0.0016874+0.0059314i,0.0014168+0.0037746i,0.0034881+0.001068i,0.0038521-0.00039278i,0.00098175-0.00063751i
0.0091323+0.0054638i,0.031528+0.012358i,0.057012+0.032018i,0.064921+0.070495i,0.042935+0.10303i,0.0095775+0.091303i,-0.011318+0.05323i,-0.016884+0.032129i,-0.0091802+0.016527i,-0.0024226-0.0060462i,-0.0020013-0.015911i,-0.0039185-0.011072i,-0.009973-0.0014001i,-0.011622+0.0064186i,-0.0050088+0.0038552i,0.0018577-0.0060367i,0.0047031-0.012961i,0.0043015-0.013989i,0.0045497-0.010509i,0.0048828-0.0047645i,0.00077633-0.00094159i,-0.0034171+0.0011514i,-0.0022983+0.0035741i
-0.011769-0.0049511i,-0.040587-0.01467i,-0.070191-0.035127i,-0.065366-0.065673i,-0.03381-0.086272i,-0.02633-0.058517i,-0.043362-0.0033406i,-0.036439+0.023707i,-0.014897+0.020972i,-0.0076663+0.01536i,-0.0072195+0.013352i,-0.0032172+0.0088209i,0.0022418+0.00089219i,0.0038752-0.0057427i,0.0013846-0.0066921i,-0.0036238-0.0040608i,-0.0078099-0.0014951i,-0.011384-0.00024423i,-0.012964-0.0011152i,-0.010146-0.0029417i,-0.0051809-0.0028564i,0.00014457+0.00010987i,0.0032779+0.0034231i
0.0041767-0.0042951i,0.014658-0.008366i,0.023397-0.0025129i,0.0073352+0.020232i,-0.028933+0.036184i,-0.038543+0.0041674i,-0.033521-0.044696i,-0.044249-0.047412i,-0.037011-0.018083i,-0.0070806-0.0048365i,0.010843-0.0069902i,0.011669-0.0062264i,0.0072266-0.002412i,0.0033166+0.0018278i,0.0025434+0.0026721i,0.0039039+3.4369e-05i,0.004658-0.00044696i,0.0053489+0.0017179i,0.0044695+0.0022925i,0.00013067+0.00037191i,-0.0026816-0.0029917i,-0.00056539-0.0058903i,0.0035845-0.0063694i
-0.0045878+0.002841i,-0.013087+0.0029935i,-0.020663-0.00027093i,-0.0038871-0.0066228i,0.041014-0.0087807i,0.061756-0.0074109i,0.045713-0.0060218i,0.028921-0.0058724i,0.012362-0.0059199i,-0.006049-0.0011252i,-0.013612+0.0025261i,-0.01073+0.0011286i,-0.0015196-0.00020556i,0.0052008-0.0019482i,0.0010436-0.0001633i,-0.0058838+0.004526i,-0.0079122+0.006331i,-0.0062065+0.0051014i,-0.0041563+0.0025i,-0.0037094+0.0021065i,-0.0030516+0.0054708i,-0.0014598+0.0068203i,-0.0024342+0.003348i
0.0096335+0.0050864i,0.025894+0.023146i,0.040203+0.041224i,0.029482+0.037375i,0.00048123+0.013098i,0.0040302+0.0005459i,0.043205+0.00046774i,0.057169-0.011854i,0.035211-0.020684i,0.014986-0.013353i,0.0084739-0.0037763i,0.0029217+0.00041559i,-0.0047136+0.0019432i,-0.007911+0.0030631i,-0.0038242+0.0027833i,0.0028496+0.0038774i,0.0073352+0.0052222i,0.0087643+0.004915i,0.0081284+0.0050909i,0.0067197+0.0044397i,0.0050894-0.00019128i,0.0014492-0.0064841i,-0.0029808-0.0078839i
-0.0037732+0.0008934i,-0.019207-0.005013i,-0.034581-0.0074655i,-0.029164+0.00424i,-0.0082349+0.029453i,-0.011905+0.055046i,-0.02596+0.067468i,-0.010794+0.060829i,0.010386+0.030562i,0.0063183+0.0009996i,-0.0046668-0.0086356i,-0.0056288-0.0090614i,-0.0034324-0.0069335i,-0.0013559-0.0046418i,-0.0017957-0.0054363i,-0.005044-0.0069488i,-0.0055858-0.0074687i,-0.0044415-0.0071307i,-0.0030512-0.0053306i,-0.0018395-0.0014743i,-0.0029659+0.0037257i,-0.0051051+0.0087203i,-0.0042131+0.011579i
0.0049173-0.00045198i,0.017357-0.0036227i,0.041391-0.0089609i,0.053117-0.029806i,0.032717-0.060772i,0.0050889-0.064725i,-0.01286-0.038529i,-0.020341-0.01305i,-0.013281+0.0016221i,0.00025653+0.0047168i,0.0063173+0.0015137i,0.0039274-0.00036513i,-0.00083227-0.0032328i,-0.0038131-0.0037305i,-0.00047939-0.0021198i,0.0051515-0.0011618i,0.0060982+0.0001457i,0.0024656+0.0012081i,-0.0005904+0.0012352i,0.0022024-0.00096301i,0.0083349-0.005164i,0.012507-0.0089292i,0.012979-0.0087359i
-0.001547-0.011083i,-0.011959-0.028199i,-0.033197-0.04614i,-0.056359-0.033976i,-0.064072+0.0048785i,-0.059452+0.0067635i,-0.063071-0.027484i,-0.064976-0.032702i,-0.043606-0.011165i,-0.01639-0.0014108i,-0.0023841-0.0032119i,0.005426-0.0026593i,0.011566+0.00040576i,0.012008+0.0019704i,0.0064638+0.000561i,-0.0002498-0.0042816i,-0.0039382-0.0083525i,-0.003962-0.0076029i,-0.0037306-0.0052341i,-0.0053393-0.0034473i,-0.0089457+0.00069232i,-0.01148+0.0065536i,-0.010158+0.0079649i
0.0090705+0.012684i,0.020979+0.029301i,0.043107+0.048472i,0.069717+0.042818i,0.09208+0.010088i,0.10031-0.01404i,0.08907-0.018i,0.057134-0.019733i,0.018868-0.015839i,0.00055333-0.0044036i,-0.0014557+0.0032043i,-0.0039025+0.0055526i,-0.0056026+0.0054443i,-0.0061334+0.0034909i,-0.0059234+0.0038549i,-0.0037055+0.0071025i,-0.0023866+0.0098216i,-0.00058916+0.010051i,0.0011765+0.0062807i,0.0017797+0.0015092i,0.00519-0.00075919i,0.0099407-0.0026296i,0.0089796-0.0056232i
-0.0066685-0.00010562i,-0.022587-0.0095858i,-0.056533-0.025396i,-0.09246-0.028885i,-0.10156-0.0086508i,-0.075927+0.013629i,-0.030777+0.021228i,0.0055357+0.017975i,0.015177+0.0095726i,0.0060418+0.0047619i,-0.0018698+0.004982i,-0.002731+0.0065752i,-0.0015942+0.0073823i,0.0010643+0.0058186i,0.0022818+0.0019215i,0.00079132-0.0010798i,0.00067293-0.0020403i,0.00016901-0.0017273i,-0.0009296-0.00021966i,-0.0032331+0.0002583i,-0.0086551-0.00058369i,-0.013703+0.00037296i,-0.013966+0.0038709i
0.00063621+0.005517i,0.0067543+0.023986i,0.027638+0.059255i,0.062953+0.086211i,0.087342+0.081686i,0.07067+0.075918i,0.035766+0.083114i,0.021516+0.070391i,0.018027+0.032475i,0.0086154+0.0036664i,-0.0013466-0.005029i,-0.0074419-0.0083735i,-0.010182-0.010034i,-0.009666-0.0086917i,-0.0070023-0.005078i,-0.0045167+0.0016493i,-0.002463+0.0070606i,-0.00024269+0.0068574i,0.0017954+0.0049466i,0.0036196+0.005356i,0.0067044+0.0067381i,0.011258+0.0051174i,0.014303+0.0010757i
0.0021526-0.010231i,0.0042501-0.032957i,0.0039745-0.073694i,-0.01755-0.11176i,-0.057541-0.12388i,-0.080497-0.11199i,-0.076683-0.086049i,-0.056357-0.050485i,-0.030077-0.019628i,-0.012717-0.0078475i,-0.0047483-0.007115i,0.0016265-0.0062624i,0.0054016-0.0043511i,0.0069916-0.001927i,0.0076538-0.0012308i,0.0068663-0.0041728i,0.0048262-0.0079655i,0.0019702-0.0084183i,-0.00033929-0.005419i,-0.00082558-0.0029087i,-0.0016294-0.004013i,-0.0057432-0.0065733i,-0.009212-0.0053739i
0.0052159+0.012812i,0.015203+0.032308i,0.027921+0.069496i,0.040756+0.10481i,0.050798+0.10868i,0.045267+0.070663i,0.019121+0.016901i,-0.005105-0.015917i,-0.0090382-0.018469i,0.0010856-0.010617i,0.010025-0.0070095i,0.01091-0.0059715i,0.0052472-0.0052648i,-0.0016576-0.0043988i,-0.004147-0.0019924i,-0.0032408-0.00022538i,-0.0027844+0.00046644i,-0.0025214+0.00064822i,-0.0017815+0.00044189i,-0.00043565+0.0013744i,0.0012943+0.0045355i,0.0015553+0.0081496i,0.0017225+0.0059866i
-0.004624-0.0083264i,-0.0048531-0.02519i,-0.0047508-0.06643i,-0.0023505-0.11451i,0.0068903-0.13254i,0.028685-0.11755i,0.048422-0.091962i,0.041114-0.061643i,0.017078-0.029302i,0.0021876-0.0074521i,-0.00092599+0.0024393i,-0.00081455+0.0083464i,0.0010443+0.010876i,0.0022884+0.0094629i,0.0020106+0.0064096i,0.0020259+0.0025691i,0.002127-0.00092357i,0.0014817-0.0030261i,0.0010393-0.0042148i,0.0016448-0.006648i,0.003208-0.0092022i,0.0026225-0.008972i,-0.0011055-0.0054327i
-0.0011548+0.0053413i,-0.015542+0.018837i,-0.042633+0.052291i,-0.064497+0.10082i,-0.060469+0.13598i,-0.041715+0.13954i,-0.020007+0.1178i,0.0006846+0.079844i,0.010928+0.041683i,0.0079015+0.019379i,-0.00056485+0.011366i,-0.0069143+0.0070549i,-0.0090952+0.001836i,-0.0079404-0.002425i,-0.0060316-0.0034341i,-0.0050509-0.00099758i,-0.005298+0.0028836i,-0.0044106+0.0053983i,-0.0017672+0.0039834i,-0.0030702-0.00019951i,-0.0074643-0.00072634i,-0.007022+0.0014801i,-0.0011522+0.0016473i
-0.0011909-0.0068661i,0.010477-0.023594i,0.034516-0.052529i,0.062662-0.082372i,0.069748-0.091283i,0.04837-0.062383i,0.019355-0.011543i,0.0020899+0.022638i,-0.0037539+0.022478i,-0.0077956+0.0060417i,-0.011388-0.0034694i,-0.0098999-0.0040148i,-0.0042704-0.0013559i,0.00085671+0.0015962i,0.0021758+0.0029277i,-0.00057278+0.0020146i,-0.0018523+0.0013981i,-0.0007035+0.0019239i,0.00084031+0.0025735i,0.0029022+0.00358i,0.0056842+0.0039324i,0.0080814+0.0024777i,0.0066983+0.0020142i
0.00073223+0.0047118i,-0.0096251+0.022304i,-0.035516+0.05289i,-0.074855+0.078068i,-0.10649+0.074691i,-0.11494+0.046351i,-0.10385+0.017405i,-0.073679+0.0047372i,-0.03743+0.0024097i,-0.014277-0.00033878i,-0.0036375-0.0031327i,0.0027497-0.0064295i,0.0052786-0.0096651i,0.0046671-0.010271i,0.00324-0.0094604i,0.0021616-0.0068469i,0.0016546-0.0042114i,0.0015489-0.0029724i,0.0011615-0.0020278i,-0.0020441-0.00081268i,-0.0081176+2.144e-05i,-0.011515+0.00021362i,-0.0081584-0.00053795i
0.0065836+0.003137i,0.026559+0.00088192i,0.067461-0.010644i,0.1133-0.027907i,0.13428-0.040326i,0.1224-0.053073i,0.08921-0.06308i,0.048998-0.058574i,0.019258-0.041763i,0.010101-0.024955i,0.011221-0.014084i,0.011102-0.0061303i,0.0078538+0.00034922i,0.0029321+0.0040911i,-0.0011341+0.0063953i,-0.00178+0.0057076i,0.00023953+0.0028799i,0.001088+0.00095082i,0.00078613+0.00068459i,0.0040519+0.0047453i,0.0099061+0.0090847i,0.011203+0.009475i,0.0052956+0.0087043i
-0.0080828+0.0016029i,-0.026993+0.003541i,-0.064593+0.0022258i,-0.10093-0.0011351i,-0.099646-0.0081538i,-0.060291-0.019132i,-0.015387-0.027963i,0.0097128-0.02841i,0.011965-0.016451i,0.00686-0.0020375i,0.003863+0.0040633i,0.0010951+0.0031519i,-0.0011901-0.00087758i,-0.0010382-0.0038332i,0.0016846-0.0024839i,0.0056713-7.9889e-07i,0.0071061-0.00025969i,0.0050885-0.0016335i,0.0018221-0.0033949i,-0.0014409-0.0078763i,-0.0050916-0.013124i,-0.0071689-0.015335i,-0.0050446-0.013006i
0.0075026-0.0062349i,0.025377-0.014299i,0.059234-0.016111i,0.093793+0.0014193i,0.10357+0.030896i,0.089067+0.056067i,0.069573+0.064313i,0.04661+0.050565i,0.025231+0.027617i,0.011593+0.012117i,0.0019456+0.0061101i,-0.0050064+0.0043724i,-0.0083399+0.0046049i,-0.0081387+0.0058648i,-0.0088179+0.0058654i,-0.010501+0.0047727i,-0.010336+0.0038913i,-0.0089023+0.0031941i,-0.0069247+0.0030236i,-0.003769+0.0044316i,0.0014527+0.0085463i,0.0054267+0.011456i,0.0045035+0.0086377i
-0.0027501+0.0021841i,-0.017674-0.0025851i,-0.046827-0.014761i,-0.077718-0.035533i,-0.091661-0.049633i,-0.092478-0.038142i,-0.086929-0.0094583i,-0.064738+0.014779i,-0.035463+0.019509i,-0.019626+0.0094625i,-0.015761+0.0013303i,-0.012854-0.0017906i,-0.0068484-0.0017053i,0.00086892-0.00084139i,0.0064258-0.0020922i,0.0075484-0.0036762i,0.0055797-0.0041448i,0.004424-0.0025876i,0.0046589-0.00090189i,0.0031147-0.0052862i,-0.00081575-0.01188i,-0.0034358-0.013507i,-0.00063274-0.010265i
0.0064086+0.003081i,0.017858+0.010683i,0.038192+0.032455i,0.05158+0.059209i,0.037638+0.069484i,0.0061481+0.053998i,-0.021167+0.032234i,-0.028573+0.018358i,-0.016858+0.0084789i,-0.0049719+0.00075596i,-0.00060912-0.0023363i,0.0013233-0.0014812i,0.0022882+0.00049402i,0.0010124+0.00091656i,-0.0032511-0.0018868i,-0.0080998-0.0052004i,-0.0096862-0.005904i,-0.0075025-0.0041561i,-0.0047995-0.0021463i,-0.0049195+0.0039589i,-0.0047658+0.01272i,-0.003273+0.018058i,-0.0037742+0.0165i
-0.0074919-0.0029245i,-0.023734-0.0062947i,-0.044857-0.024866i,-0.051079-0.05409i,-0.03095-0.073472i,-0.0057299-0.081927i,0.0054313-0.082253i,0.0064164-0.064801i,0.0012564-0.038231i,-0.0023746-0.020317i,0.00085084-0.010643i,0.0060857-0.0041269i,0.0076949-0.0018848i,0.0071135-0.0029359i,0.0077997-0.0024153i,0.0095912+7.8752e-05i,0.010463+0.0016354i,0.0095652+0.00167i,0.0075878+0.00049003i,0.0066975-0.0029964i,0.0061834-0.0087832i,0.0056199-0.012854i,0.0049391-0.010521i
0.0062052+0.0013126i,0.017959+0.0067695i,0.030557+0.025416i,0.033504+0.052384i,0.029622+0.063469i,0.035399+0.054427i,0.046532+0.037206i,0.043262+0.016095i,0.027075+0.0033879i,0.013836+0.0030778i,0.0076931+0.0045887i,0.0035577+0.0016902i,-0.00093981-0.0023548i,-0.005071-0.0036216i,-0.0090954-0.0025304i,-0.010809-0.00059457i,-0.0097621+0.00058318i,-0.0081565-7.6755e-05i,-0.0066482-0.0016124i,-0.005538-5.0135e-05i,-0.0052545+0.0061327i,-0.0054728+0.0098936i,-0.0058097+0.0071082i
