-0.0024373-0.00017136i,-0.0019525-0.0010025i,-0.0024867+0.00078649i,-0.0020772+0.0023691i,-0.0011026+0.0018085i,-0.00037489+0.0014376i,-0.0011112+0.0014768i,-0.00088606+0.0012137i,0.00065715+0.00064954i,0.0011495+5.2431e-05i,0.00065284-0.00074773i,0.00043376-0.0014392i,0.00010465-0.0011748i,0.00018779-0.00078376i,0.00049084-0.0003406i,-1.0717e-05-5.517e-05i,0.00015303+8.594e-05i,0.00041543-0.00042935i,0.00035497-0.0005157i,-0.00018023+0.0002845i,0.00010182+0.00058721i,0.00043481+0.00093254i,3.8988e-05+0.00075866i
-0.011031-0.013233i,-0.026741-0.023044i,-0.046337-0.028964i,-0.034209-0.014719i,0.029955-0.0014295i,0.08634-0.018054i,0.071876-0.037759i,0.027176-0.029795i,0.0040864-0.01217i,-0.0050183-0.006577i,-0.007798-0.0036384i,-0.0031338+0.0012735i,0.001955+0.0014761i,0.004736-0.003363i,0.0044576-0.0056117i,0.0020461-0.0022639i,0.0023422+0.0030198i,0.0049127+0.0064783i,0.0071758+0.0062499i,0.007813-0.00062596i,0.0021091-0.013891i,-0.0044536-0.021527i,-0.0030521-0.015359i
-0.0049639+0.0030293i,-0.014103+0.012327i,-0.024788+0.020384i,-0.019524+0.008944i,-0.0042515-0.025212i,0.0040904-0.05177i,0.0077689-0.045856i,0.013197-0.026832i,0.0088739-0.012091i,-0.0024201+0.0055591i,-0.0054167+0.015614i,-0.0022994+0.013376i,0.00098378+0.0071691i,0.00029587+0.0007112i,-0.0057498-0.0024905i,-0.01259-0.0036241i,-0.013107-0.0055145i,-0.0045766-0.010108i,0.0023225-0.015127i,0.0027871-0.012117i,0.0041717+0.00027964i,0.0074172+0.0096437i,0.0075515+0.0080833i
0.0047219+0.0068283i,0.017925+0.012398i,0.023378+0.015475i,0.004508+0.017881i,-0.027824+0.040506i,-0.035443+0.080293i,0.00049422+0.07908i,0.023517+0.029158i,0.014017-2.3001e-05i,0.016621+0.0046418i,0.0254+0.0047105i,0.021321-0.0028286i,0.01373-0.0065769i,0.0065085-0.0064777i,-0.00049818-0.0036639i,-0.0023028-0.0014017i,0.00027146-0.0023739i,0.00067124-0.001682i,0.00018381+0.0016121i,0.0046496+0.0013026i,0.012265-0.0054646i,0.016059-0.012698i,0.014091-0.011245i
0.008677-0.0075313i,0.022081-0.020139i,0.041846-0.034725i,0.042623-0.023337i,0.039795+0.033027i,0.065333+0.078304i,0.078831+0.054759i,0.04813+0.011199i,0.015548-0.0061148i,0.0093121-0.013747i,0.010611-0.019512i,0.008003-0.018696i,0.0054689-0.014169i,0.0050822-0.0083477i,0.0092432-0.0058665i,0.014468-0.0074532i,0.015269-0.0066887i,0.011799-0.0051907i,0.0046877-0.0058596i,-0.0077403-0.0047753i,-0.023766+0.0013223i,-0.032063+0.011292i,-0.028146+0.018285i
-0.0023847-0.011876i,-0.0051349-0.031167i,-0.0079604-0.055702i,-0.001218-0.06464i,0.011593-0.068175i,0.013607-0.073368i,0.0046516-0.056014i,0.0047602-0.023963i,0.0088496-0.0086571i,-0.00459-0.0090308i,-0.020973-0.0060587i,-0.019834+8.6804e-05i,-0.0096901+0.0050129i,-0.00074205+0.0088041i,0.0042051+0.01081i,0.004365+0.0080661i,-0.00069912-0.00036474i,-0.0066663-0.0048109i,-0.0076664-0.0030495i,-0.0010102-0.000407i,0.011769+0.003727i,0.020305+0.0048112i,0.016636+0.0017105i
-0.011317+0.009892i,-0.018057+0.012872i,-0.027835-0.0006735i,-0.04299-0.029981i,-0.079294-0.051473i,-0.1187-0.050437i,-0.1022-0.017396i,-0.033746+0.0082554i,0.0073137-0.00063319i,-0.0014402-0.0031843i,-0.0087695+0.0075549i,-0.001629+0.0096664i,0.0027182+0.0080268i,0.0042951+0.0074294i,0.0034398+0.0026892i,0.0017765-0.00057388i,0.0054561+0.0041828i,0.011475+0.0086436i,0.017573+0.0078064i,0.020324+0.0014037i,0.012594-0.011484i,-0.00045227-0.019253i,-0.0075675-0.017804i
0.0042288+0.0070788i,0.013016+0.018057i,0.021202+0.034989i,0.020985+0.035312i,0.0012879+0.026355i,-0.02404+0.043725i,-0.027938+0.057517i,-0.017557+0.036307i,-0.011271+0.0096841i,-0.00069107+0.00072034i,0.012459+0.0011765i,0.018006-0.00098086i,0.014468-0.0058079i,0.0059729-0.010138i,-0.0015149-0.015173i,-0.0042331-0.018356i,0.00028289-0.019099i,0.0092082-0.017517i,0.0079105-0.014665i,-0.0040969-0.0076342i,-0.010402+0.0076364i,-0.0049421+0.021469i,0.0022562+0.022376i
0.0085711-0.0054014i,0.032084-0.0045643i,0.060409-0.0039234i,0.079028-0.0072129i,0.091012-0.021279i,0.089542-0.035154i,0.053234-0.028021i,0.0064783-0.0019029i,-0.0088284+0.013425i,-0.0041882+0.0079962i,0.0010636+0.0057546i,0.0042465+0.010673i,0.0026176+0.009623i,-0.0017458+0.0068829i,-0.002259+0.011104i,0.0020404+0.020858i,0.0034818+0.024851i,-0.0026308+0.01512i,-0.0082022+0.0045237i,-0.0025111-0.0003086i,0.0064002-0.0093236i,0.0027597-0.01996i,-0.0066816-0.018497i
-0.0011742-0.0025313i,-0.0050873-0.014311i,0.012088-0.019832i,0.036597-0.023436i,0.03733-0.042114i,0.025651-0.065331i,0.018016-0.060118i,0.018418-0.028849i,0.018521-0.0028048i,0.0081969+0.0031097i,-0.0068767+0.0024112i,-0.012981+0.0043309i,-0.011947+0.0062097i,-0.010609+0.0081924i,-0.0025651+0.01213i,0.013272+0.014755i,0.026515+0.015203i,0.028394+0.015406i,0.021787+0.012932i,0.013311+0.0081807i,0.0017146+0.007801i,-0.0076455+0.012301i,-0.0078559+0.010723i
-0.0098304+0.014717i,-0.014455+0.026635i,-0.024972+0.036889i,-0.026265+0.051257i,-0.017037+0.066007i,-0.012005+0.053248i,-0.0028112+0.010814i,0.00083371-0.018934i,0.00088901-0.015084i,0.0065804-0.006958i,0.0038548-0.01167i,-0.0039333-0.013197i,-0.0045653-0.010329i,-0.002864-0.010671i,-0.0076515-0.01393i,-0.021053-0.017205i,-0.030772-0.015997i,-0.025975-0.0091015i,-0.017214+0.0019077i,-0.011535+0.01258i,-0.00044909+0.016338i,0.014735+0.0053469i,0.020574-0.010056i
0.0050556+0.0078194i,0.0078194+0.029479i,0.01507+0.050414i,0.023153+0.061908i,0.032932+0.074476i,0.036507+0.064998i,0.015226+0.025488i,-0.01602-0.0078149i,-0.022695-0.018952i,-0.0064998-0.019755i,0.0032317-0.012548i,0.0054418-0.0019463i,0.0088213+0.0015844i,0.013962+0.0021968i,0.017454+0.001088i,0.012378+0.0023446i,-0.00048344+0.013694i,-0.0083802+0.021715i,-0.0072511+0.014441i,-0.0057392-0.00034613i,-0.0094969-0.010419i,-0.01583-0.0095981i,-0.015713-0.0014401i
0.013202-0.013986i,0.02576-0.034394i,0.022447-0.032559i,0.011473-0.017822i,0.016668-0.034475i,0.025278-0.054038i,0.019681-0.046995i,0.0064096-0.03641i,-0.011235-0.0306i,-0.024489-0.015497i,-0.021725-0.0012033i,-0.01238+0.0029388i,-0.005064+0.0029266i,-0.0026679+2.9796e-05i,-0.0022964-0.0023771i,0.0050594-0.0066199i,0.018503-0.017271i,0.026718-0.02451i,0.0212-0.024179i,0.0079612-0.017725i,-0.00022404-0.0074007i,0.0041103+0.00032205i,0.010958+0.003169i
-0.019646-0.011688i,-0.042156-0.018096i,-0.065731-0.026858i,-0.079941-0.035857i,-0.083079-0.046995i,-0.069707-0.058129i,-0.031857-0.038116i,0.01006-0.013385i,0.015314-0.0047609i,-0.0018404+0.0039089i,-0.011062+0.0010061i,-0.019434-0.0095188i,-0.026623-0.011559i,-0.027512-0.0079765i,-0.032226+0.0007005i,-0.041993+0.014291i,-0.047565+0.02152i,-0.040799+0.014552i,-0.023889+0.0049516i,-0.010366+0.0033878i,-0.0055866+0.0042059i,-0.0086533+0.0015651i,-0.012244-0.0011942i
-0.016514+0.0193i,-0.048127+0.038954i,-0.072738+0.0702i,-0.063489+0.085754i,-0.045667+0.0847i,-0.02922+0.091987i,0.0015416+0.085759i,0.027041+0.049857i,0.028458+0.011531i,0.024628-0.0073511i,0.025335-0.014755i,0.02093-0.01738i,0.014271-0.013864i,0.016322-0.0050369i,0.029291-0.00090676i,0.042632-0.0045607i,0.04493-0.0004484i,0.03459+0.01279i,0.019158+0.015254i,0.006124+0.0036055i,0.0011122-0.0056129i,0.0060244-0.001412i,0.011838+0.0063846i
0.020936+0.026124i,0.051682+0.051272i,0.073121+0.052877i,0.07468+0.037222i,0.096284+0.038319i,0.11851+0.038661i,0.095243+0.015078i,0.042904-0.0079138i,0.0080166-0.01447i,-0.0031221-0.013001i,-0.0026099-0.0021939i,0.0045636+0.0079264i,0.0080664+0.0083995i,0.0048419+0.0059129i,0.0010908+1.1926e-05i,0.0021023-0.019051i,0.0056379-0.048357i,0.0070834-0.061401i,0.0052333-0.04635i,0.00094208-0.023764i,-0.0035627-0.010467i,-0.0060818-0.0091825i,-0.0077895-0.011821i
0.023717-0.031447i,0.047976-0.088462i,0.065302-0.14218i,0.043978-0.14919i,0.00075204-0.1244i,-0.015995-0.11195i,-0.02249-0.099354i,-0.011164-0.053724i,0.012002-0.011947i,0.0033672+0.0030615i,-0.018309+0.015738i,-0.021159+0.021873i,-0.018553+0.01418i,-0.024334+0.0063095i,-0.033318+0.012681i,-0.033913+0.038995i,-0.026665+0.063904i,-0.01963+0.060291i,-0.011179+0.038273i,-0.00020047+0.023498i,0.0095024+0.019326i,0.010154+0.020177i,0.0030073+0.022844i
-0.013293-0.040981i,-0.039633-0.1099i,-0.10252-0.16592i,-0.15907-0.13241i,-0.16838-0.039614i,-0.15635+0.027014i,-0.11331+0.047457i,-0.042601+0.036475i,0.0096878+0.0076647i,0.025336-0.013835i,0.024478-0.025625i,0.021397-0.034184i,0.019086-0.037602i,0.020709-0.043114i,0.022775-0.05031i,0.024079-0.050596i,0.028835-0.038515i,0.029702-0.015349i,0.022549+0.0036543i,0.01137+0.0034082i,-0.0035723-0.009859i,-0.011819-0.022876i,-0.007688-0.027812i
-0.034743+0.024953i,-0.084923+0.069667i,-0.11267+0.10741i,-0.074991+0.10544i,-0.0089467+0.086582i,0.037304+0.068615i,0.036305+0.050218i,-0.0024148+0.029641i,-0.030685+0.012639i,-0.019909-0.0069818i,-0.0032108-0.02336i,0.0014367-0.025192i,0.0048498-0.017346i,0.0099484-0.0036994i,0.011171+0.0047859i,-0.0092359-0.0018488i,-0.046752-0.015574i,-0.06515-0.020876i,-0.055678-0.013789i,-0.038505+0.00068124i,-0.02283+0.01735i,-0.011098+0.026974i,-0.0038141+0.020792i
0.023072+0.048027i,0.083339+0.10664i,0.16258+0.14899i,0.19349+0.096039i,0.14758-0.04004i,0.08766-0.1313i,0.056371-0.1302i,0.022945-0.074581i,-0.0028144-0.019521i,-0.019133+0.0064299i,-0.031597+0.024542i,-0.025863+0.044744i,-0.014391+0.05097i,-0.010016+0.050873i,0.00064762+0.05628i,0.027571+0.06675i,0.059016+0.071996i,0.063883+0.054825i,0.038782+0.021617i,0.016688-0.0030337i,0.014194-0.018586i,0.020998-0.027871i,0.025311-0.022372i
0.055249-0.025752i,0.16589-0.061461i,0.27888-0.11853i,0.25993-0.15119i,0.12874-0.1148i,0.032732-0.063225i,0.025619-0.051086i,0.047605-0.058468i,0.041689-0.047596i,0.023276-0.024747i,0.014391-0.014679i,0.0069179-0.019493i,-0.0016951-0.027324i,-0.0075459-0.041884i,-0.016046-0.063243i,-0.021833-0.077855i,-0.010059-0.086357i,0.010814-0.086314i,0.017344-0.073698i,0.0027777-0.052955i,-0.022601-0.02518i,-0.040635+0.0021181i,-0.040058+0.015481i
0.021013-0.048868i,0.013241-0.12474i,-0.015129-0.18117i,-0.024862-0.13622i,0.014885-0.01874i,0.076982+0.055979i,0.080765+0.044058i,0.023561+0.014334i,-0.0089429+0.0080134i,0.0079251-0.0008995i,0.024561-0.023687i,0.017356-0.039746i,0.0084952-0.038827i,0.011791-0.025024i,0.016569-0.0079267i,-0.00016407+0.0069427i,-0.037162+0.021181i,-0.05829+0.030338i,-0.041287+0.030774i,-0.0087886+0.026362i,0.02037+0.019493i,0.039927+0.0068812i,0.038016-0.003531i
-0.064626+0.031326i,-0.17135+0.093658i,-0.26109+0.16081i,-0.21777+0.18024i,-0.080301+0.12095i,-0.0076398+0.052745i,-0.011966+0.051554i,-0.015828+0.057599i,-0.010128+0.02812i,-0.010095+0.0082444i,-0.0048345+0.018847i,0.01252+0.031914i,0.026964+0.033448i,0.032402+0.038959i,0.047143+0.049371i,0.075806+0.039394i,0.095685+0.010573i,0.087859-0.010816i,0.054178-0.017268i,0.015042-0.018148i,-0.015388-0.02215i,-0.036302-0.0223i,-0.037713-0.015244i
-0.030323+0.051362i,-0.044578+0.16126i,-0.019194+0.30082i,0.012753+0.32337i,-0.0073206+0.21228i,-0.033755+0.12979i,0.0081857+0.10324i,0.059455+0.042434i,0.040319-0.023594i,-0.0039511-0.029975i,-0.017722-0.012903i,-0.015706-0.0061365i,-0.018318-0.0056096i,-0.035107-0.0093717i,-0.062127-0.010113i,-0.075744-0.0043801i,-0.065073-0.0030532i,-0.040793-0.0085754i,-0.020059-0.013054i,-0.0097266-0.0089562i,0.00043019+0.0080148i,0.018873+0.024909i,0.029639+0.028114i
0.07823-0.020279i,0.18025-0.016661i,0.23825+0.01159i,0.17132+0.048448i,0.04633+0.077305i,-0.0094807+0.082157i,0.01283+0.039422i,0.03633+0.0013721i,0.037313+0.0080295i,0.036541+0.013297i,0.027359-0.0008726i,0.010966-0.0075337i,0.0073014-0.0078118i,0.011736-0.013199i,0.011114-0.015965i,0.0061088+0.0049315i,0.0067164+0.047436i,0.019347+0.072216i,0.035416+0.056283i,0.042778+0.020834i,0.035828-0.01315i,0.013017-0.036825i,-0.008175-0.037723i
0.03436-0.0059649i,0.017935-0.056196i,-0.062074-0.13475i,-0.13916-0.13661i,-0.1407-0.050217i,-0.1293-0.014359i,-0.14572-0.026273i,-0.11841-0.01274i,-0.046966-0.0031873i,-0.0027289-0.0057186i,0.018291+0.0052986i,0.039854+0.010118i,0.049268+0.0027364i,0.054024-0.0010448i,0.060773-0.012143i,0.056217-0.042694i,0.038724-0.076612i,0.013617-0.081356i,-0.010115-0.049529i,-0.022353-0.01126i,-0.02286+0.01467i,-0.012484+0.033591i,0.00039269+0.040492i
-0.11572+0.012091i,-0.27798-0.012224i,-0.39564-0.038521i,-0.34143-0.044323i,-0.1851-0.055752i,-0.089557-0.06069i,-0.087764-0.020103i,-0.097462+0.010872i,-0.092819-0.011759i,-0.088615-0.03064i,-0.073613-0.018399i,-0.055849-0.0019736i,-0.052487+0.013503i,-0.054677+0.031343i,-0.051991+0.048869i,-0.042733+0.058588i,-0.031122+0.050581i,-0.017166+0.026243i,-0.0057372-0.0001683i,-0.0042041-0.011459i,-0.0041183-0.01341i,-0.0040661-0.024181i,-0.007763-0.033317i
-0.048846-0.071045i,-0.070969-0.10683i,-0.076303-0.10372i,-0.058169-0.095112i,-0.019181-0.13053i,0.016014-0.15467i,0.055813-0.11298i,0.088133-0.042025i,0.083923+0.0017426i,0.053534+0.0067258i,0.021762+0.0014167i,-0.0028441+0.004187i,-0.013418+0.010351i,-0.012689+0.0070913i,-0.010752-0.0023116i,0.0015585+0.0045453i,0.03368+0.021813i,0.059026+0.023859i,0.055431+0.0064533i,0.03343-0.010244i,0.010336-0.0053262i,-0.0040364+0.013242i,-0.010315+0.021705i
0.14649-0.016295i,0.2637-0.050644i,0.28971-0.12565i,0.16099-0.17311i,0.011104-0.11555i,-0.0057045-0.065577i,0.047666-0.10452i,0.067225-0.13203i,0.065852-0.096889i,0.066639-0.047335i,0.063274-0.021689i,0.053054-0.024817i,0.035434-0.040477i,0.023985-0.054171i,0.016576-0.068522i,-0.0052255-0.075495i,-0.032241-0.058502i,-0.034559-0.022076i,-0.0080923+0.011638i,0.016255+0.022982i,0.021629+0.0089112i,0.022816-0.013856i,0.023058-0.027002i
0.0091369+0.097543i,0.020726+0.11745i,0.003805+0.046709i,-0.015112-0.035183i,0.014825-0.066337i,0.073144-0.081452i,0.052151-0.09525i,-0.052901-0.069707i,-0.10878-0.021965i,-0.091634-0.0025877i,-0.065918+0.0038463i,-0.039686+0.010914i,-0.016217+0.0060529i,-0.0030625+0.0058459i,0.017276+0.018634i,0.037054+0.019685i,0.035731+0.0061323i,0.01917-0.0064319i,-0.00044525-0.01311i,-0.015579-0.011065i,-0.024385+0.003924i,-0.028117+0.024308i,-0.025842+0.031128i
-0.13398-0.057477i,-0.20287-0.077036i,-0.1359-0.05047i,0.023322-0.014509i,0.11795-0.028465i,0.091052-0.038888i,0.031823+0.03025i,0.040843+0.098018i,0.074687+0.078322i,0.057464+0.019251i,0.018663-0.0041768i,0.008016+0.0018446i,0.012711+0.0036074i,0.013755+0.012445i,0.017612+0.032328i,0.02374+0.040568i,0.023403+0.031346i,0.012964+0.019416i,-0.0041583+0.01948i,-0.011552+0.021089i,-0.0026739+0.005328i,0.011575-0.017597i,0.021274-0.026126i
0.11701-0.13752i,0.2495-0.20077i,0.36593-0.13389i,0.36816+0.020659i,0.26231+0.18933i,0.16727+0.32307i,0.15979+0.28035i,0.16292+0.094231i,0.1123-0.02355i,0.072024-0.02625i,0.062397-0.016977i,0.043112-0.024775i,0.016316-0.0205i,-0.0048357-0.0070178i,-0.02589+0.00012471i,-0.041618+0.0091563i,-0.037937+0.025018i,-0.017535+0.03547i,0.0041239+0.026692i,0.006911+0.0054047i,-0.013101-0.0021428i,-0.029665+0.0084651i,-0.027824+0.016574i
0.1467+0.16202i,0.25313+0.25086i,0.23316+0.18865i,0.081238+0.074284i,-0.029298+0.10151i,0.014196+0.13138i,0.072897+0.025076i,-0.00093232-0.06179i,-0.09119-0.026668i,-0.084971+0.017946i,-0.048965+0.021884i,-0.021391+0.030112i,0.0063563+0.029009i,0.0083258+0.0029401i,-0.01087-0.021601i,-0.021016-0.033254i,-0.017621-0.035226i,-0.014292-0.034682i,-0.022665-0.029362i,-0.022875-0.012793i,0.0042464-0.0026583i,0.033576-0.0029709i,0.038524+0.00044834i
-0.2155+0.14148i,-0.42208+0.23188i,-0.52462+0.22135i,-0.47757+0.081632i,-0.4133-0.12873i,-0.37261-0.27303i,-0.28543-0.2315i,-0.13855-0.10414i,-0.029257-0.053613i,-0.018457-0.044877i,-0.028348-0.014885i,-0.0014342+0.0023742i,0.028757-0.009631i,0.038853-0.020726i,0.044664-0.016001i,0.052624-0.0079415i,0.054008-0.0014035i,0.047204+0.00063414i,0.039017-0.0050507i,0.026586-0.014839i,-0.002854-0.020232i,-0.041808-0.013143i,-0.061779-0.0024278i
-0.079793-0.24772i,-0.12071-0.34416i,-0.092626-0.19706i,0.0082035+0.019293i,0.062685+0.023326i,-0.018784-0.022097i,-0.086813+0.031596i,-0.033361+0.030889i,0.017586-0.039533i,0.030724-0.051657i,0.044512-0.033232i,0.028663-0.029229i,-0.002113-0.009039i,-0.0080367+0.018134i,0.0062772+0.025658i,0.026414+0.014589i,0.044471-0.0025281i,0.052261-0.013461i,0.042109-0.023447i,0.017019-0.025819i,0.0052666-0.0075464i,0.019588+0.0036833i,0.027751-0.0043559i
0.33888-0.028819i,0.58882-0.03255i,0.63178-0.0053214i,0.465+0.050689i,0.33885+0.11194i,0.32133+0.11144i,0.28586+0.060761i,0.18622+0.049209i,0.090999+0.066921i,0.030888+0.052833i,-0.011544+0.030532i,-0.027629+0.036563i,-0.020632+0.043206i,-0.020433+0.02693i,-0.032221+0.012274i,-0.043465+0.016796i,-0.047148+0.030302i,-0.03504+0.039406i,-0.008424+0.038413i,0.011457+0.021454i,0.0092834-0.0051406i,-0.0042958-0.024609i,-0.0080527-0.038785i
-0.087278+0.348i,-0.171+0.54571i,-0.23978+0.44988i,-0.26741+0.13247i,-0.23973-0.070684i,-0.096449-0.11275i,0.057984-0.11669i,0.10527-0.10033i,0.099533-0.071306i,0.068868-0.044552i,0.026741-0.014475i,0.0032221+0.00035805i,-0.00014284-0.0072308i,0.01111-0.026585i,0.013378-0.046306i,0.0016163-0.028838i,0.00050271+0.022668i,0.011295+0.050725i,0.015053+0.038184i,0.006881+0.0195i,-0.0010535+0.015632i,0.0046579+0.023045i,0.020285+0.028294i
-0.40358-0.12146i,-0.7126-0.17197i,-0.80144-0.15094i,-0.56169-0.099323i,-0.24155-0.088849i,-0.097967-0.068124i,-0.089413-0.011516i,-0.10283+0.01552i,-0.094393+0.014455i,-0.049621+0.0077189i,-0.0060834-0.0073074i,0.0070275-0.011767i,0.0085557+0.0059933i,0.015795+0.030125i,0.026885+0.034799i,0.018468+0.0058278i,-0.016309-0.032439i,-0.045658-0.039806i,-0.040779-0.01717i,-0.012414-0.0037042i,0.0031628-0.014093i,-0.0043385-0.026515i,-0.010266-0.019775i
0.27758-0.32852i,0.43442-0.59402i,0.45668-0.63431i,0.36944-0.30442i,0.31209+0.14156i,0.26174+0.34789i,0.1444+0.29576i,0.056719+0.19769i,0.033269+0.14335i,0.018262+0.097451i,0.0053485+0.055065i,0.0035844+0.021004i,-0.007171-0.0034952i,-0.027969+0.0052122i,-0.022529+0.041404i,0.0037009+0.058879i,0.0050374+0.048346i,-0.013794+0.035465i,-0.020666+0.027109i,-0.015548+0.013509i,-0.011396+0.0029077i,-0.00718+0.01251i,-0.0014469+0.028184i
0.29951+0.26963i,0.62615+0.32911i,0.73947+0.1774i,0.42621+0.017969i,0.011923+0.072607i,-0.081122+0.16144i,0.040052+0.06855i,0.079437-0.081625i,0.029554-0.14177i,-0.021488-0.1139i,-0.044089-0.055645i,-0.036768-0.021389i,-0.020146-0.027374i,-0.010995-0.04882i,-0.02026-0.054844i,-0.021755-0.035795i,0.018856-0.013012i,0.05797-0.0051484i,0.054426-0.0012538i,0.039662+0.0069622i,0.029258+0.0086128i,0.015207+0.0061257i,0.0069897+0.0070792i
-0.33741+0.15956i,-0.50932+0.40603i,-0.46918+0.53587i,-0.34273+0.29774i,-0.37038-0.087911i,-0.44032-0.2256i,-0.34655-0.11822i,-0.1951-0.015006i,-0.12131+0.018199i,-0.06166+0.039446i,0.013342+0.033728i,0.053512+0.008804i,0.063084+0.0053023i,0.064602+0.0011645i,0.04077-0.031883i,-0.016492-0.064181i,-0.06812-0.0725i,-0.07229-0.072715i,-0.048124-0.067623i,-0.033838-0.044404i,-0.028328-0.014936i,-0.02031-0.00072421i,-0.017005-0.0034196i
-0.003128-0.21425i,-0.11459-0.19883i,-0.1485+0.040681i,0.054757+0.18355i,0.26216-0.0088256i,0.22122-0.1727i,0.12722-0.086682i,0.14325-0.0087668i,0.12552-0.041865i,0.029764-0.059478i,-0.026198-0.0356i,-0.021714-0.021224i,-0.016715-0.010485i,-0.020326+0.024067i,0.013071+0.052772i,0.081735+0.039154i,0.12047+0.016399i,0.10575+0.013921i,0.069113+0.012488i,0.037161-0.00090305i,0.015706-0.02918i,-0.0088844-0.05997i,-0.031553-0.059654i
0.21646+0.17811i,0.39927+0.16268i,0.4424+0.023596i,0.32098-0.041589i,0.22243+0.065588i,0.23452+0.14737i,0.23025+0.078624i,0.1487-0.0052124i,0.066183-0.019781i,0.021063+0.0021504i,0.0055736+0.036629i,0.014236+0.052018i,0.027075+0.024523i,0.024945-0.018192i,0.022709-0.014113i,0.047435+0.019603i,0.07225+0.0026844i,0.05414-0.042865i,0.013708-0.050106i,-0.0055203-0.028098i,0.0024777-0.0069677i,0.018645+0.0081521i,0.027698+0.013513i
-0.17614+0.091286i,-0.23252+0.14958i,-0.27551+0.10942i,-0.39335+0.090869i,-0.46467+0.24423i,-0.35739+0.35632i,-0.19878+0.26335i,-0.10322+0.14201i,-0.011716+0.05358i,0.047729-0.05021i,0.03097-0.098157i,0.018767-0.070201i,0.034227-0.030875i,0.031488-9.1832e-05i,-0.0017642+0.031233i,-0.041975+0.073881i,-0.048113+0.12085i,-0.015877+0.12708i,0.019879+0.088454i,0.037393+0.047368i,0.039181+0.017165i,0.034997-0.005998i,0.030967-0.019436i
0.0056717-0.18047i,-0.12606-0.21169i,-0.30419-0.12945i,-0.34385-0.077326i,-0.2824-0.13271i,-0.24811-0.12999i,-0.172-0.0041194i,-0.070598+0.075215i,-0.047074+0.065958i,-0.056932+0.0585i,-0.049201+0.054352i,-0.062257+0.059461i,-0.078363+0.083439i,-0.062414+0.079503i,-0.057818+0.03388i,-0.081671-0.0071399i,-0.075766-0.025212i,-0.02913-0.038829i,0.00088092-0.044772i,-0.0093583-0.028632i,-0.029973+0.013799i,-0.023845+0.059068i,0.00023984+0.068968i
0.051729+0.16227i,0.052048+0.13473i,0.021785-0.037289i,0.030022-0.17569i,0.083378-0.2457i,0.11414-0.33322i,0.11997-0.32446i,0.15407-0.23518i,0.18334-0.17774i,0.15593-0.13603i,0.12195-0.073324i,0.11813-0.037319i,0.095336-0.059779i,0.027751-0.088759i,-0.018732-0.06763i,-0.0030969-0.00032858i,0.022066+0.070129i,0.017494+0.1136i,0.0016716+0.11053i,-0.0060621+0.063141i,-0.0079059+0.0079006i,-0.010606-0.023104i,-0.011462-0.015715i
-0.17922-0.14045i,-0.028654-0.3148i,0.42304-0.48917i,0.72897-0.60126i,0.58825-0.6261i,0.29915-0.49755i,0.075794-0.27181i,-0.03378-0.10078i,-0.070445-0.042029i,-0.10089+0.0030722i,-0.077071+0.048118i,-0.014294-0.0034264i,0.025833-0.079114i,0.069923-0.089084i,0.098705-0.090713i,0.068443-0.11189i,0.01509-0.12089i,-0.027814-0.11555i,-0.059232-0.091509i,-0.070177-0.045732i,-0.061482-0.011567i,-0.046923+0.0016686i,-0.031314+0.0077484i
0.3429-0.095913i,0.58897+0.058771i,0.58357+0.41481i,0.35906+0.79122i,0.35543+1.0834i,0.58572+1.0975i,0.61954+0.67702i,0.33449+0.2551i,0.085158+0.11739i,0.018204+0.055614i,-0.023822+0.015338i,-0.035632+0.059736i,0.0059322+0.10508i,0.043684+0.10455i,0.074513+0.090985i,0.097258+0.061652i,0.097029+0.0070523i,0.071307-0.04664i,0.032509-0.062626i,0.0057612-0.048223i,0.00061194-0.034262i,0.0072923-0.020873i,0.018951-0.010625i
0.018556+0.50463i,-0.17744+0.93903i,-0.57716+1.1338i,-0.88966+0.90135i,-0.93907+0.4991i,-0.77561+0.21916i,-0.41437+0.071881i,-0.073489-0.029993i,0.057141-0.081007i,0.073143-0.10409i,0.047955-0.13902i,-0.0014458-0.13254i,-0.031942-0.077192i,-0.034141-0.019879i,-0.012015+0.0093186i,0.010916+0.0040733i,0.036275-0.0078798i,0.089972-0.037864i,0.12177-0.10235i,0.08141-0.13676i,0.020314-0.10095i,-0.0069994-0.051241i,-0.015831-0.024872i
-0.40986-0.25642i,-0.58636-0.76662i,-0.43634-1.4721i,-0.21923-1.732i,-0.30474-1.1835i,-0.35381-0.34882i,-0.13569+0.076297i,0.020839-0.0036954i,-0.0089946-0.14335i,-0.025088-0.093836i,0.020968-0.0074335i,0.045379+0.027098i,0.047096+0.029202i,0.032868+0.00085306i,-0.013475-0.0166i,-0.065144+0.0045289i,-0.10175+0.038254i,-0.11682+0.072526i,-0.088126+0.094626i,-0.038622+0.082857i,-0.013551+0.063523i,-0.0035443+0.066506i,0.005702+0.075021i
