-0.0034288-0.00090407i,-0.0040236-0.00051716i,-0.0034809+0.00099677i,-0.0011299+0.0018879i,-0.00046268+0.0015059i,-0.00072928+0.0010847i,-0.00094042+0.0011642i,-0.00056579+0.00088115i,-0.00035068+0.00051469i,-0.00013579+0.0006364i,0.00061721+0.00029258i,0.00086009-0.00087924i,0.00090699-0.0017315i,0.0014564-0.0021508i,0.002245-0.0010975i,0.0013204-7.8825e-05i,0.00059425-0.00038437i,0.00040247-0.0011575i,-3.678e-05-0.0016872i,-0.00072249-0.001549i,-0.00066962-0.0011737i,0.00021635-0.00071591i,0.00071418-0.0002683i
0.018724-0.00098493i,0.042926+0.019865i,0.052647+0.058474i,0.020258+0.075162i,-0.025797+0.053224i,-0.054784+0.040108i,-0.067267+0.046654i,-0.055137+0.04135i,-0.032657+0.019207i,-0.022386+0.0033077i,-0.016782+0.0017027i,-0.0079741+5.4597e-06i,-0.0032073-0.0027008i,0.00012531-0.00021156i,0.0056114+0.00087794i,0.0073136-0.0017328i,0.005546-0.0034286i,0.0046457-0.0039952i,0.0039137-0.0022424i,0.0017757+0.0024393i,-0.00043466+0.0064708i,-0.0020775+0.0075119i,-0.003179+0.0058875i
-0.016549-0.0080984i,-0.037751-0.025183i,-0.042439-0.053647i,-0.010778-0.061806i,0.029194-0.036517i,0.056527-0.022311i,0.071702-0.027025i,0.063515-0.027034i,0.040078-0.017873i,0.025927-0.007139i,0.019622-0.003609i,0.011575-0.00019571i,0.0082082+0.0043285i,0.0071592+0.0021849i,0.00062937-0.0010762i,-0.0050966-0.0014613i,-0.0061477-0.0026995i,-0.0072009-0.0066741i,-0.0060081-0.0090939i,-0.0026279-0.0079451i,-0.00059635-0.0068452i,0.00041591-0.0056595i,0.00076587-0.0035569i
0.016126+0.0015942i,0.030658+0.020073i,0.030893+0.049246i,0.0031307+0.060228i,-0.029005+0.042707i,-0.052045+0.031958i,-0.065202+0.032682i,-0.055659+0.027912i,-0.032093+0.015627i,-0.018071+0.003773i,-0.012529+0.00023616i,-0.0070466-0.0016754i,-0.0045667-0.0050653i,-0.0032682-0.0025225i,0.00061847+0.0033272i,0.0026756+0.0057765i,0.00055964+0.0068336i,-0.0024004+0.0072893i,-0.0036661+0.0055305i,-0.0028287+0.0032471i,-0.0020992+0.0020674i,-0.0013926+0.0018402i,-0.0015235+0.0023263i
-0.0083308-0.006575i,-0.022846-0.02212i,-0.027869-0.046929i,-0.010363-0.051547i,0.012771-0.028661i,0.035319-0.0068147i,0.055085+0.0013104i,0.052266+0.00034484i,0.032752+0.0011095i,0.019798+0.0057261i,0.015757+0.0064268i,0.009578+0.0041056i,0.004401+0.0045681i,0.0034957+0.0035964i,0.0018487-0.0012302i,0.00035638-0.0039818i,0.0014571-0.0035002i,0.0022266-0.0010131i,0.0019722+0.00030137i,0.0015732-0.0016846i,0.0008667-0.0036204i,0.0015685-0.0023402i,0.0035494-0.00030744i
0.0035519+0.0033608i,0.014881+0.016949i,0.018279+0.039979i,0.0019613+0.044856i,-0.020917+0.02609i,-0.043022+0.0081987i,-0.057705-0.0018218i,-0.049732-0.0049707i,-0.030264-0.0044419i,-0.018174-0.0056652i,-0.012941-0.0055357i,-0.006984-0.0053511i,-0.0040775-0.0067722i,-0.0056818-0.0044535i,-0.0034247+0.00066031i,0.00065116+0.0028425i,0.001366+0.0023506i,0.0018103+0.0023386i,0.001862+0.0030288i,-0.00059121+0.0024239i,-0.002386+0.00086023i,-0.0029096-0.0001728i,-0.0034737-0.0008531i
-0.007428-0.0023492i,-0.016739-0.016338i,-0.017197-0.038155i,0.00040899-0.044794i,0.021997-0.026922i,0.038872-0.0044133i,0.048308+0.010329i,0.043528+0.013385i,0.027997+0.0092584i,0.016001+0.0070275i,0.011937+0.0049537i,0.0075242+0.0015679i,0.0046984-4.2767e-05i,0.0064317-0.0020354i,0.0065363-0.0058485i,0.0046173-0.0072711i,0.0030597-0.0061146i,0.0020894-0.0057966i,0.0021827-0.0039394i,0.0023703+0.00074978i,0.002488+0.0030859i,0.003289+0.0022507i,0.0030465+0.00033322i
0.012356+0.0033995i,0.019458+0.01527i,0.016722+0.035253i,-0.0020546+0.042031i,-0.021521+0.026911i,-0.03501+0.0081396i,-0.039346-0.0048096i,-0.032111-0.008673i,-0.020449-0.0074444i,-0.013414-0.0075233i,-0.010835-0.0073793i,-0.0067516-0.0048931i,-0.0030856-0.0018248i,-0.0043569+0.00052064i,-0.008289+0.003228i,-0.0094484+0.0043482i,-0.0088263+0.0024928i,-0.0078652-9.8573e-05i,-0.0052252-0.0020273i,-0.0022629-0.0027834i,-0.00023719-0.0020794i,-0.00094377-0.0015275i,-0.0019401-0.00029714i
-0.00095437-0.0013397i,-0.0075585-0.014188i,-0.0046624-0.032477i,0.010159-0.036715i,0.022285-0.018725i,0.027821+0.0083307i,0.02837+0.027117i,0.023071+0.027558i,0.016939+0.018444i,0.013637+0.011711i,0.011367+0.0080003i,0.0066258+0.0033383i,0.0028766-0.00012866i,0.0040487-0.00091807i,0.0070487-0.0011268i,0.0084455+6.1135e-05i,0.0076904+0.0016583i,0.0053734+0.0020825i,0.0023557+0.0014109i,2.9407e-05+0.00091436i,-0.00045029+0.0005229i,-0.00040247+0.00046528i,-0.00054216-6.6271e-05i
0.0065661+0.0040974i,0.0097016+0.013531i,0.0031246+0.029118i,-0.016626+0.032086i,-0.033101+0.016769i,-0.038222-0.0027133i,-0.033927-0.014539i,-0.024187-0.016895i,-0.016076-0.013735i,-0.0095638-0.010783i,-0.0052699-0.010334i,-0.0037831-0.0069507i,-0.0043688-0.0019565i,-0.0077909+1.311e-05i,-0.010158+0.0007408i,-0.0090666+0.00099723i,-0.0063226+0.00036955i,-0.0028242+0.00084171i,9.2972e-05+0.0016319i,0.001367+0.00017767i,0.0019016-0.0012088i,0.0018153-0.0014686i,0.0017313-0.00070828i
-0.00183-0.0027368i,-0.0031647-0.012763i,0.0036606-0.028034i,0.020029-0.031217i,0.029799-0.013475i,0.026016+0.0095405i,0.019328+0.020495i,0.016159+0.017981i,0.012939+0.012326i,0.0092772+0.010949i,0.0075897+0.0087964i,0.0062368+0.0030173i,0.0050945-0.0009255i,0.0069704-0.00034382i,0.0099202+0.00084013i,0.0092756+0.00089304i,0.0060855+0.00088495i,0.003441+0.00058798i,3.1475e-06+0.00034605i,-0.0039087+0.00024001i,-0.0049146-0.00016528i,-0.0032438-0.00032149i,-0.0014337-7.8703e-05i
0.0074665-0.00017583i,0.0051334+0.0061661i,-0.0062938+0.016597i,-0.023632+0.018955i,-0.031004+0.0061141i,-0.024136-0.0081951i,-0.012211-0.0145i,-0.0030585-0.015698i,-0.00041882-0.014301i,-0.0021268-0.011375i,-0.0033703-0.0080013i,-0.0039786-0.0033278i,-0.0044646+0.0013665i,-0.0062157+0.0016769i,-0.0082475-0.0012902i,-0.0082034-0.0034899i,-0.0052892-0.0052545i,-0.0013224-0.0058044i,0.0022081-0.0041392i,0.004773-0.0019556i,0.0043791-0.0012057i,0.0014397-0.0016702i,-0.0013534-0.0012844i
0.0030467-0.0029i,0.0036588-0.011268i,0.012765-0.020744i,0.02676-0.015165i,0.029864+0.0051952i,0.020141+0.023234i,0.011401+0.02999i,0.0079462+0.027744i,0.0061808+0.020529i,0.0032834+0.013719i,0.001087+0.0098064i,0.0016094+0.0049716i,0.0039598+0.00040235i,0.0064901+0.0017053i,0.0074481+0.0054513i,0.0056054+0.006393i,0.0016524+0.0050454i,-0.0014403+0.0031667i,-0.0027513+0.0010377i,-0.0029307-0.00025954i,-0.0019301-0.00077784i,-0.00069526-0.0008917i,0.00049028-0.0013818i
0.002059-0.0030524i,-0.0028181+0.0026831i,-0.015454+0.0094012i,-0.03081+0.0075716i,-0.032844-0.0046921i,-0.021121-0.011936i,-0.011775-0.0098284i,-0.0076474-0.0082108i,-0.0030261-0.0087992i,0.00043601-0.0084561i,0.00028704-0.0059918i,-0.0024796-0.0023946i,-0.0048266-0.000521i,-0.0072154-0.0016527i,-0.0077036-0.0038829i,-0.0051188-0.0042792i,-0.0015548-0.0035833i,0.0011087-0.0017709i,0.0025497+0.0012206i,0.0030751+0.002131i,0.0019455+0.0018251i,9.0878e-05+0.001993i,-0.00052697+0.0023911i
0.0029561-0.0053563i,0.0065246-0.010413i,0.014749-0.012068i,0.021975-0.003036i,0.016405+0.012648i,0.0051662+0.0203i,-0.00086691+0.017189i,-0.004182+0.012462i,-0.0056319+0.010186i,-0.0036403+0.0076501i,-0.00010528+0.0038574i,0.0027258+0.00026925i,0.005212-0.00064706i,0.0066392+0.0019174i,0.0062396+0.0050219i,0.004693+0.0053054i,0.0019126+0.0036257i,0.00023267+0.0024391i,-0.00088257+0.00073403i,-0.0019563-0.0016619i,-0.0015355-0.0024572i,-0.00038146-0.0022199i,0.0010339-0.0022839i
-0.0001018-0.0026459i,-0.0062841-0.00017012i,-0.016987-0.00054927i,-0.025585-0.0097291i,-0.020077-0.018146i,-0.007832-0.016421i,0.00016356-0.013756i,0.0032303-0.014748i,0.0030194-0.013873i,0.0034331-0.0089967i,0.0040164-0.0045608i,0.0012292-0.0026369i,-0.0021917-0.00094797i,-0.0028279-0.00022356i,-0.0019633-0.0018503i,-0.0013232-0.0028121i,-0.00026407-0.0017751i,0.000802-0.00049792i,0.00038635+0.0012319i,-0.00017379+0.0028082i,-0.0017767+0.0028254i,-0.0034321+0.0016096i,-0.0033795+0.0010531i
0.0019979-0.0023907i,0.00585-0.0042537i,0.013982-0.0026333i,0.02046+0.0075291i,0.014157+0.018034i,0.0033366+0.019168i,0.0024955+0.015225i,0.0050165+0.010582i,0.001581+0.0050564i,-0.003495+0.002106i,-0.0039063+0.001371i,-0.0011191+0.00098107i,0.002026+0.00039175i,0.0033302+0.0015476i,0.0023975+0.0033911i,0.00017179+0.0020666i,-0.0013571-0.0012997i,-0.0014568-0.0039909i,-0.00035173-0.005044i,0.00067524-0.0045399i,0.00044188-0.0033396i,-0.00011782-0.0013313i,0.00038719+0.00061076i
0.00018288+0.0030317i,-0.00146+0.0040518i,-0.0071413+0.0011014i,-0.0096141-0.0092259i,-0.0034755-0.015271i,0.0012715-0.0090043i,0.0019296-0.00034352i,0.0066766+0.0019265i,0.01122+0.00044063i,0.009512-7.4313e-05i,0.0047717+0.0013238i,0.00056269+0.0016407i,-0.0024864+0.00021691i,-0.0027939-0.0023328i,-6.7942e-05-0.0038118i,0.0015267-0.0014155i,0.0016618+0.0015098i,0.00083728+0.0019817i,0.00011333+0.0013686i,-0.00050593+0.0014129i,-0.0014781+0.0015772i,-0.0019179+0.00071029i,-0.0021382-0.0012366i
2.0888e-05-0.0019638i,0.0024031-0.0030076i,0.0070092+0.0044824i,0.0085588+0.016629i,0.0012242+0.021511i,-0.0060387+0.017697i,-0.0074066+0.014938i,-0.0070294+0.014322i,-0.0050984+0.011111i,-0.0017021+0.0040741i,0.00074237-0.00247i,0.0021074-0.0041063i,0.0031552-0.0020891i,0.0024109+0.0003597i,9.3604e-05+0.0010975i,-0.00026176-8.3075e-05i,0.00070157-0.0019148i,0.00027775-0.0027152i,-0.00067194-0.0020045i,-0.00080324-0.00082355i,0.00051089+0.00085593i,0.0016126+0.00199i,0.0018482+0.0014668i
-0.00064592+7.2104e-05i,-0.0032642-0.001176i,-0.0079243-0.005457i,-0.009876-0.010326i,-0.0056479-0.0089664i,-0.0024583-0.0031317i,-0.0045904-0.0018481i,-0.0043986-0.0023799i,-0.0010687+0.00042269i,0.0014299+0.0037191i,0.0024794+0.0043845i,0.0021082+0.0029003i,0.00052753+0.0013545i,-6.1862e-05+0.00026611i,0.0012233+3.5659e-05i,0.0011493+0.00082097i,0.00036724+0.0023299i,-0.00024187+0.0023575i,-0.00092853+0.00066495i,-0.00083522-0.00032696i,-0.00058526-0.0020801i,-0.00062783-0.0037027i,-0.0016029-0.0031437i
0.0014143-0.0021133i,0.0017089-0.00077135i,0.0014461+0.0040941i,-0.0023825+0.010725i,-0.008611+0.012685i,-0.0077652+0.0083398i,-0.0040345+0.0035939i,-0.005046-0.00098011i,-0.0078076-0.0046706i,-0.0054379-0.0045037i,-0.00071645-0.0037635i,0.0011564-0.004041i,0.00093904-0.0025396i,0.00037421-0.001268i,-0.00015122-0.0019012i,-4.5326e-05-0.0026405i,0.00067747-0.002347i,0.0012176-0.001461i,0.0019107+0.00022281i,0.0012002+0.00038087i,-0.00030903-0.00024731i,-0.00066605+0.0008835i,-0.00022116+0.0013018i
0.00010964-0.00040846i,-0.00051215-0.0023458i,-0.0015301-0.0082658i,-0.00029453-0.015351i,0.0025187-0.01319i,0.0012958-0.0036082i,0.002948+0.00052744i,0.0072215-0.0011725i,0.0057495-0.0016125i,0.00084955+0.00090093i,-0.0024931+0.0038605i,-0.0030759+0.0046747i,-0.0018074+0.0027768i,-0.00074437+0.0014413i,-0.0012572+0.0015565i,-0.0025865+0.0020592i,-0.0036835+0.0022563i,-0.0037321+0.0011167i,-0.0027077-0.00032187i,-0.0015176-0.00072477i,-0.00082193-0.0011766i,-0.00079994-0.0017819i,-0.00072575-0.0016556i
-0.00058381-0.00048197i,0.00056264+0.0010468i,0.0022159+0.005339i,0.0010459+0.0070922i,-0.001415+0.0037269i,-0.00066088+0.0029287i,0.00077486+0.0067362i,0.0025817+0.0061485i,0.0045342+0.00064789i,0.004909-0.0040091i,0.0045638-0.0056741i,0.0034371-0.0055359i,0.0019697-0.0044624i,0.0012584-0.0044217i,0.001461-0.0043608i,0.002334-0.003762i,0.003561-0.0031704i,0.0032555-0.001358i,0.0023122+0.0007457i,0.00040649+0.0011628i,-0.0011896+0.0010449i,-0.00090749+0.0014672i,-0.00086417+0.0010026i
0.0020924-0.002259i,0.00064583-0.0038289i,0.0014107-0.0069572i,0.00531-0.0059545i,0.0068543+0.0012975i,0.0029495+0.0073504i,0.001079+0.0088781i,0.0021304+0.0097981i,0.0017644+0.0091271i,1.5977e-05+0.0054767i,-0.0014004+0.0023345i,-0.0016903+0.0021288i,-0.00025694+0.0039486i,0.0013561+0.0052737i,0.0019248+0.0048969i,0.00090502+0.0038639i,-0.00096836+0.0014009i,-0.00097364-0.00081396i,0.00086923-0.0017356i,0.0025695-0.0018106i,0.0033698-0.0010972i,0.0037944-0.0011714i,0.0027365-0.0019701i
0.0020695+5.9409e-05i,0.0026773+0.0022969i,0.0011132+0.0058423i,-0.0027607+0.008637i,-0.0037337+0.0081335i,-0.0022798+0.0070969i,-0.0036226+0.0061964i,-0.0046433+0.0031497i,-0.0025493-0.00030029i,0.0020205-0.0012608i,0.0064631-0.0017181i,0.0068375-0.0029044i,0.0039876-0.0025834i,0.0019562-0.0027756i,0.0020914-0.0034886i,0.0029138-0.002266i,0.0025505-0.00051428i,0.00072115+0.00059188i,-0.00091018+0.00095582i,-0.0016153-0.00034562i,-0.0019273-0.0020741i,-0.0019064-0.0018333i,-0.00070732-0.00034279i
-0.0011297-0.0029338i,-0.0029982-0.0032651i,-0.0047857-0.0020848i,-0.0039381+0.00013536i,-0.0036857+0.0040342i,-0.0054925+0.0054409i,-0.0045336+0.0031768i,-0.0023644+0.0011501i,-0.0032735+0.0012416i,-0.0043164+0.0015189i,-0.0040878+0.0015404i,-0.0038272+0.0022816i,-0.0023343+0.0023305i,-0.0018697+0.0022774i,-0.0028559+0.0022303i,-0.0026744+0.0015305i,-0.002206+0.00043999i,-0.0015423-0.00085134i,0.00038689-0.0014672i,0.0020326-0.0011354i,0.0021658-0.00076407i,0.0012493-0.00019383i,0.00091745+0.00011849i
-0.001223-0.0018432i,-0.0015994-0.0018902i,-0.0034125-0.00044845i,-0.0078289+7.5223e-05i,-0.0087302-0.0010138i,-0.0065466+0.00064854i,-0.0041315+0.0032875i,-0.00018737+0.0018178i,0.0033266-0.00046015i,0.0042577+0.00078352i,0.0043503+0.0018073i,0.0035322+0.00096734i,0.0021314-0.00064353i,0.0015002-0.0021296i,0.0016955-0.0023392i,0.0016843+2.9389e-06i,0.0014194+0.0023221i,0.00036388+0.002496i,-0.0011694+0.0012692i,-0.0030255-0.00079622i,-0.00315-0.002088i,-0.0016909-0.0016228i,0.00010041-0.00081526i
-0.0013655-4.9323e-05i,-0.0024253+0.00083651i,-0.0006961+0.00027377i,0.0023795-0.00025446i,0.0019008+0.00038696i,-0.00065123+6.8668e-05i,-0.00060559+0.00074148i,0.00076551+0.0024354i,-0.00078643+0.0032994i,-0.0031489+0.0021055i,-0.004084-0.00060761i,-0.0045462-0.0013166i,-0.0034312-2.7505e-05i,-0.0014731+0.0019131i,-0.0010333+0.0026945i,-0.00082628+0.0019006i,0.00013518+0.00075233i,0.0018104-0.00013939i,0.0028358+0.00082995i,0.0025995+0.0032134i,0.0012882+0.0043571i,0.00043352+0.0028685i,0.00045172+0.0010897i
0.0043128-0.0039499i,0.0054805-0.0057842i,0.0035034-0.006681i,-0.00026538-0.0060676i,-0.0013836-0.0038921i,-0.0010938+0.00075406i,-0.0015485+0.0024922i,-0.00040627+0.0013014i,0.00082712-0.00026602i,0.0011274-0.00020619i,0.0029669+0.00088485i,0.0048895+0.0011216i,0.0037873+0.00014516i,0.003028-0.00039081i,0.0037627-0.0001661i,0.0038548-0.00080929i,0.0025201-0.0012021i,0.0019215-0.0017394i,0.0016299-0.0016691i,0.0017443-0.0017584i,0.0022822-0.0028677i,0.001071-0.0026971i,-9.3074e-05-0.0020782i
-0.0030027-0.0026669i,-0.0029433-0.0010267i,-0.0011774+0.0029802i,0.0016009+0.0058947i,0.0026486+0.0061488i,0.0027018+0.003912i,0.002361+0.0019148i,0.00084056-2.4275e-05i,-0.00048212-0.0026539i,-0.00050558-0.0041798i,-0.00015846-0.0043801i,0.00040276-0.0040099i,0.00084081-0.0034046i,0.00072824-0.0017598i,0.0003158+2.7998e-05i,-0.0007563+0.00010219i,-0.0014662-0.00040805i,-0.00018272+9.8101e-05i,0.0008101+0.0004169i,2.846e-05+0.00075628i,-0.00076284+0.0014412i,-0.00041476+0.0018454i,-0.00015943+0.0017747i
-0.0015184-0.0016227i,-0.0035543-0.0023008i,-0.0047154-0.002071i,-0.003073-1.8606e-05i,-0.0025136+0.0026046i,-0.0026299+0.0063086i,0.00023282+0.006562i,0.0050381+0.003593i,0.0071012+0.0021126i,0.0058662+0.0022413i,0.0046592+0.0031784i,0.0040053+0.0037022i,0.002509+0.0026537i,0.0013684+0.00074919i,0.00095991-0.0012709i,-6.9859e-05-0.001607i,-0.00072476-0.0012885i,-0.0011906-0.0018614i,-0.0011036-0.0029109i,-0.00078079-0.0035136i,-0.00042205-0.0036351i,-0.00065255-0.002568i,-9.4896e-05-0.0011288i
-3.4475e-05+0.0038754i,0.00041929+0.0055421i,0.0012437+0.0060227i,-0.00011954+0.0056233i,-0.0026961+0.0038888i,-0.0036619+0.004743i,-0.0030768+0.0077016i,-0.001405+0.008281i,0.00050889+0.007638i,0.0017393+0.004914i,0.0014095+0.00038829i,-0.00026798-0.0024085i,-0.00092368-0.0027648i,-0.00051693-0.0017905i,-0.0016213-0.00075407i,-0.0014236+0.00041264i,-0.00046881+0.0019514i,-0.0016198+0.0033033i,-0.0025131+0.0032736i,-0.002393+0.0021267i,-0.0025966+0.001621i,-0.0013947+0.0013237i,-3.3667e-05+0.0006491i
0.0021922-0.0025925i,0.0024651-0.0048645i,0.0012385-0.0051418i,-0.0010364-0.003293i,-0.0030997+0.00037099i,-0.0056768+0.0036842i,-0.0073465+0.005146i,-0.0071557+0.0058489i,-0.0060082+0.0062457i,-0.0037026+0.0059988i,-0.00081973+0.0056434i,3.8152e-05+0.0053618i,-0.00051839+0.0038492i,0.00030621+0.0018134i,0.001434+7.0147e-05i,0.0016507-0.0010719i,0.002142-0.0013385i,0.0028665-0.00095639i,0.002903+0.00036851i,0.0023793+0.0007164i,0.0026472-0.0003723i,0.0026645-0.0008207i,0.0017283-0.00031434i
-0.00081308+0.0003481i,0.00091783+0.00084095i,0.0012381+0.00091714i,-0.00050914-0.00039683i,-0.0022116-0.0025001i,-0.0043282-0.0022137i,-0.0057169-0.0003482i,-0.0064481-0.0016974i,-0.0072611-0.0041753i,-0.0060956-0.0045977i,-0.0029986-0.004191i,-0.0010444-0.0051194i,-0.0004614-0.0049227i,-0.00037838-0.0023474i,-0.00067602-0.00011709i,-0.0010661+0.0012753i,-0.001405+0.0021382i,-0.0019513+0.0011295i,-0.0020782+0.00043847i,-0.0010258+9.3457e-05i,-0.00090704-0.00031349i,-0.0018595-0.00010848i,-0.00073941-0.00010473i
-0.0015946-0.0016409i,-0.0039825+0.0007248i,-0.004667+0.0023435i,-0.0019493+0.0019707i,-0.00029843+0.0023624i,0.0001162+0.00218i,0.0016872-6.866e-05i,0.0029452-0.0040976i,0.0035692-0.0074412i,0.0024129-0.006866i,0.0006217-0.0027164i,0.00067188+0.00066302i,0.001422+0.0016839i,0.0019241+0.0017634i,0.0034835+0.00085909i,0.0038641-0.00083924i,0.0023676-0.0024272i,0.0018564-0.0023413i,0.0024038-0.0022665i,0.0028604-0.0024202i,0.0021135-0.0017781i,0.00061081-0.0012346i,-0.00013813-0.000728i
0.0029357-4.9886e-05i,0.0033062-0.00064883i,0.0022932-0.0019829i,0.00099893-0.0014426i,0.00039651+0.00035607i,0.00029067+0.0023949i,0.0028579+0.0033106i,0.0071442+0.0019799i,0.0094629+0.00018524i,0.0085403-0.0017034i,0.0057412-0.0035549i,0.0037948-0.0041542i,0.0022668-0.0043117i,0.00073346-0.0027242i,-0.001597-0.0013875i,-0.003683-0.00037224i,-0.0039946+0.00077858i,-0.0043271+0.00013617i,-0.0047158-0.00099099i,-0.0043315-0.0012409i,-0.0032742-0.0005018i,-0.0015806-0.00019266i,-0.00024715-0.00025192i
-0.0022376-0.003601i,-0.00083948-0.0032363i,0.00064435-0.001371i,0.0004949+0.00076956i,0.00042966+0.0034546i,0.0011787+0.0056259i,0.0019229+0.0075342i,0.0029289+0.0098962i,0.003699+0.010455i,0.004377+0.0085405i,0.0038723+0.0061407i,0.0013163+0.0048685i,-0.00049379+0.0035715i,-0.00030133+0.0013869i,0.00098012+0.00033215i,0.0028025+0.00014425i,0.0026585-0.00045691i,0.0017537-3.4783e-05i,0.0020555+0.0016499i,0.0019022+0.0024266i,0.0012139+0.0017004i,0.00071144+0.00075071i,0.0004993+0.00024372i
-0.001049+0.00037131i,-0.0030225+5.5139e-05i,-0.004252-0.00033786i,-0.0041266+0.0012871i,-0.0041401+0.0034144i,-0.0040924+0.005635i,-0.0044246+0.0067775i,-0.0057894+0.0071933i,-0.0074778+0.0070251i,-0.0065246+0.0052258i,-0.0033792+0.0021309i,-0.00073484-0.0013764i,0.0004286-0.0027731i,0.00042335-0.0016913i,-0.0011192-5.6673e-05i,-0.0028455+0.0011704i,-0.0026666+0.0014238i,-0.0013463-0.00011901i,0.00014892-0.0017521i,0.00069089-0.0023437i,-9.592e-05-0.0028297i,-0.0013494-0.0025267i,-0.0011648-0.001689i
-0.002541+0.00016383i,-0.00085415+0.0022619i,0.00020802+0.0035364i,0.00060255+0.0036219i,0.00019757+0.0042405i,-0.00148+0.0046093i,-0.0036898+0.0034571i,-0.0061154-0.00026994i,-0.0081674-0.0038107i,-0.0076844-0.0032716i,-0.0042293-0.00042835i,-0.0002768+0.00064553i,0.0017665+0.0012098i,0.0024429+0.0012334i,0.0041899+0.00032998i,0.0051605+8.9568e-05i,0.0041602+0.00037926i,0.0026062+0.00056557i,0.0014066+0.00068245i,0.0014442+0.0009897i,0.00095261+0.00086101i,0.00042891+2.2681e-05i,0.00039119-0.00021551i
0.0015864-0.0028842i,-0.00053821-0.0032875i,-0.0036923-0.0039744i,-0.0040732-0.0025127i,-0.00324-0.00014108i,-0.0037792+0.001847i,-0.0028073+0.0012657i,-3.179e-05-0.0031516i,0.0024689-0.0077646i,0.0023282-0.008703i,0.0016196-0.0066293i,0.0018117-0.0046302i,0.0013806-0.0028328i,0.0010786-0.001484i,0.00045296-0.0011625i,-0.002166-0.0015023i,-0.0035304-0.0018106i,-0.0024831-0.0026018i,-0.0014138-0.0030753i,-0.00025614-0.0024656i,-0.00046804-0.0010394i,-0.00062122-0.00024427i,8.9196e-05-0.00020771i
-0.0042974-0.0012928i,-0.0026849-0.0011754i,-0.00085241+0.00053233i,-0.0010023+0.0014513i,-0.0025655+0.00147i,-0.0034525+0.0015775i,-0.0016374+0.002141i,0.0031489+0.0019511i,0.0078735+0.00088708i,0.0089708-0.00027734i,0.0064123+5.0106e-05i,0.0036889+0.0017648i,0.0016362+0.0027622i,0.0001955+0.0026048i,0.0012235+0.0016716i,0.0030003+0.0014051i,0.0026903+0.0015353i,0.00027309+0.0010352i,-0.0017879+0.0016917i,-0.0019176+0.0019594i,-0.00041618+0.00087361i,0.00026626+0.00044889i,-0.00021592+0.0002394i
0.00089268+0.00021344i,0.0010624+0.0013756i,0.0014605+0.00038531i,0.00096213-0.00027183i,0.0004711-3.6773e-05i,-0.00010121+0.0010755i,0.00033545+0.0038407i,0.0018454+0.0068419i,0.0029832+0.0081782i,0.0025756+0.0061749i,0.001852+0.0023841i,0.0010488-0.0015301i,0.00069368-0.0038063i,0.00026782-0.0033777i,-0.001308-0.0022191i,-0.0025672-0.0020346i,-0.0034046-0.0022002i,-0.0019939-0.0012598i,-0.00058127-0.00038735i,-0.00031315-0.00040289i,0.00040067-0.00036635i,0.00058872+0.00020675i,0.00039813-0.00047362i
-0.00057637-0.00017927i,-0.00096312-0.00050763i,-0.0013903-0.00088497i,-0.0011048-0.00054134i,-0.0012685+0.0012402i,-0.0021744+0.0034891i,-0.0032211+0.0042829i,-0.0042316+0.0043359i,-0.0051426+0.0045138i,-0.0041635+0.0047196i,-0.0012564+0.0040481i,0.0005149+0.003493i,0.00031185+0.002972i,-0.00080714+0.0015124i,-0.00026508+0.00098775i,0.0025723+0.0023507i,0.0037841+0.0029784i,0.0026426+0.0019697i,0.00067793+0.0012446i,-0.00039372+0.00087921i,-6.2921e-05+0.00037032i,0.00020667-0.00088841i,0.0002517-0.0013851i
0.0015516-0.0040606i,0.00039532-0.0030076i,-0.0010457-0.00082521i,-0.00038189+0.0022681i,-0.00032937+0.004167i,-0.00021549+0.0048795i,0.00051046+0.0048099i,-0.000955+0.0020425i,-0.0035773-0.0015367i,-0.0045744-0.00266i,-0.0028554-0.0031571i,-0.0013909-0.0042149i,-0.00087434-0.0039488i,0.00045639-0.0031492i,0.00057773-0.0022704i,-0.0012138-0.0021588i,-0.0020525-0.0023486i,-0.0010078-0.0014923i,0.00038469-0.001003i,0.0010855-0.00059075i,0.00065193-0.00092185i,-0.00016683-0.0011321i,-0.00065854-0.00037175i
0.0039363+0.0028728i,0.0033512+0.0022094i,0.002035+0.0019319i,0.00065455+0.0010308i,-0.0015796+0.0015224i,-0.0026772+0.004099i,-0.00032875+0.0044498i,0.0018103+0.0014942i,0.0019341-0.0031143i,0.0020579-0.0046651i,0.0023768-0.0020022i,0.0015886+0.0014717i,-9.2337e-05+0.0033971i,-0.00046457+0.0035378i,0.00054032+0.0025732i,0.0016118+0.0021431i,0.0013818+0.0020075i,0.0003052+0.0013267i,-0.00045354+0.00074649i,-0.0010449+0.00027534i,-0.00074099+5.1626e-05i,-0.00038126+0.00021816i,-0.00022931+0.00064511i
