1.5516e-05+0.00015135i,0.00017157-0.0014105i,0.00016987-0.0029039i,-0.00016188-0.0025202i,-0.00089011-0.0010464i,-0.0016084+0.00023433i,-0.0014372+0.00082202i,0.00022735+0.00075567i,0.0013918+0.00015725i,0.0012139+8.9239e-05i,0.00057535+0.00032278i,-0.0004006-0.00020056i,-0.00090828-0.00026219i,-0.0008261+0.00012873i,-0.00035483+0.00044975i,-0.00024947+0.00014066i,-0.00030296-0.00050868i,0.00033024-0.00085528i,0.00024753-0.00097136i,-0.00076943-0.0011498i,-0.0006012-0.0010034i,0.00023098-0.00062489i,0.0003219-0.00013571i
0.00074903-0.015242i,-0.0002839-0.058163i,0.0029016-0.12705i,0.0084545-0.1527i,0.034577-0.090035i,0.078871-0.0087488i,0.083065+0.030908i,0.041021+0.03173i,0.0081745+0.020174i,0.00047546+0.012814i,0.0093351+0.0063636i,0.020874-0.0044686i,0.019745-0.0074001i,0.020451-0.0010811i,0.029867-0.0025045i,0.03013-0.012096i,0.015891-0.014686i,-0.0050362-0.0087204i,-0.018467-0.0031682i,-0.018274-0.00069175i,-0.010589+0.00054027i,-0.00013842+0.0040488i,0.010203+0.0068976i
0.00055027-0.0073111i,-0.0018889+0.0045675i,-0.011319+0.032048i,-0.028776+0.028785i,-0.063506-0.043191i,-0.11967-0.11169i,-0.13164-0.088888i,-0.075785-0.021529i,-0.016525+0.010599i,0.0081048+0.0086454i,0.0061208-0.00015978i,-0.0057247-0.0020935i,-0.0096978-0.0015939i,-0.010564-0.0020422i,-0.015036+0.0014503i,-0.019233+0.0067471i,-0.017741+0.0097812i,-0.0072221+0.01075i,0.0016795+0.0089044i,0.0024617+0.0013857i,-0.0008704-0.007634i,-0.0052481-0.010154i,-0.0066081-0.006724i
0.02191-0.0092075i,0.043109-0.042163i,0.048534-0.085164i,0.025938-0.070665i,0.0172+0.029439i,0.046846+0.11691i,0.054162+0.088219i,0.0076212+0.021121i,-0.027077+0.010075i,-0.021405+0.015607i,-0.0095357+0.0095728i,-0.001608+0.0030496i,0.0012662-0.00022966i,0.0018251+0.0042182i,0.010744+0.0075853i,0.020749+0.0039327i,0.019206+0.0033296i,0.010241+0.0047919i,0.0029371+0.0036489i,-0.0043169+0.0030509i,-0.010485+0.0053793i,-0.010131+0.0083674i,-0.0052439+0.0074489i
-0.020673+0.021572i,-0.053076+0.058385i,-0.078792+0.10338i,-0.046335+0.081408i,0.029394-0.048319i,0.074557-0.17487i,0.064381-0.17163i,0.043034-0.080424i,0.033577-0.014206i,0.023706+0.005609i,0.010016+0.008755i,-0.0052062+0.0078015i,-0.0093984+0.0048259i,-0.0078217-0.0040389i,-0.016121-0.01132i,-0.025496-0.0075392i,-0.020028-0.0004188i,-0.0012573+0.0039521i,0.015732+0.00527i,0.022896+0.0037357i,0.023457+0.00057441i,0.017872-0.0065373i,0.0077913-0.015273i
0.00085192-0.007119i,0.0097681-0.024853i,0.017332-0.052068i,-0.026858-0.035971i,-0.12711+0.069564i,-0.17006+0.17856i,-0.10699+0.16592i,-0.036068+0.062619i,-0.021189-0.0099258i,-0.024084-0.017016i,-0.015548-0.0036973i,-0.0022086+0.0039674i,0.0026555+0.0053881i,0.0015468+0.0063773i,0.0063739+0.0092925i,0.014935+0.0095774i,0.015604+0.0050317i,0.0077229-0.0048722i,-0.00089099-0.013599i,-0.0085428-0.012002i,-0.013345-0.0043073i,-0.012499+0.0027434i,-0.0079961+0.0078435i
-0.017728+0.0034793i,-0.040763+0.019373i,-0.054058+0.057544i,0.0058694+0.085861i,0.13659+0.052856i,0.19585-0.012157i,0.12549-0.016793i,0.047056+0.020368i,0.020023+0.029137i,0.011584+0.016642i,0.0082044+0.0064625i,0.0035127-0.0036051i,-0.0025354-0.0068663i,-0.0030609-0.0054624i,-0.0046895-0.00795i,-0.01069-0.012382i,-0.011323-0.014398i,-0.0071564-0.0095871i,-0.0047102-0.0016574i,0.00045973+0.0027093i,0.0079131+0.0031319i,0.011559+0.0017369i,0.010352+0.0011745i
0.030841-0.0014217i,0.084566-0.011382i,0.12901-0.046603i,0.068874-0.10113i,-0.10647-0.12264i,-0.23534-0.078559i,-0.20023-0.025855i,-0.096327-0.021242i,-0.035344-0.03039i,-0.015804-0.022764i,-0.0059137-0.01425i,0.0041755-0.0075658i,0.0087524-0.0030291i,0.0037757+0.0011244i,0.0020234+0.010432i,0.0078515+0.01668i,0.0083532+0.014076i,0.0016605+0.0062065i,-0.0045635-6.4287e-05i,-0.0077116-0.0040277i,-0.0095694-0.0062779i,-0.01158-0.0053206i,-0.011212-0.00092483i
-0.014553+0.0057076i,-0.047564+0.020828i,-0.085971+0.055791i,-0.056538+0.11262i,0.06861+0.15515i,0.17547+0.13159i,0.15673+0.05925i,0.065844+0.024479i,0.007609+0.032681i,-0.0055974+0.033338i,-0.0094218+0.022692i,-0.011576+0.012643i,-0.0058858+0.0063602i,0.0014349+0.00057566i,0.0057473-0.0087706i,0.0068378-0.017107i,0.0038271-0.017027i,0.00041143-0.0078918i,-8.2335e-05+0.0025254i,0.0022607+0.0088979i,0.0062751+0.010935i,0.010045+0.0084396i,0.011137+0.0018775i
0.011997+0.0042639i,0.045862-0.0053434i,0.097262-0.043556i,0.10523-0.1306i,0.031002-0.22141i,-0.037084-0.22286i,-0.021593-0.14426i,0.022164-0.076308i,0.034693-0.040577i,0.025652-0.01586i,0.014825-0.00045091i,0.0073503+0.011675i,0.0048608+0.017142i,0.002944+0.012855i,-0.0026707+0.008772i,-0.010536+0.011233i,-0.014713+0.01426i,-0.010871+0.010304i,-0.0044298+0.0029238i,-0.0026425-0.0015263i,-0.0036269-0.0036265i,-0.0023541-0.0060694i,-0.0011576-0.010744i
-0.022458-0.017075i,-0.072033-0.037769i,-0.14782-0.035634i,-0.1912+0.044835i,-0.1425+0.17725i,-0.041288+0.23492i,0.014657+0.17937i,0.0045331+0.10123i,-0.015593+0.052061i,-0.018535+0.02417i,-0.015677+0.01005i,-0.012242+0.0011644i,-0.010958-0.0026828i,-0.0074558-0.00069798i,0.0010846-0.00091405i,0.0082912-0.0050222i,0.010755-0.0070802i,0.0084679-0.003397i,0.0043428+0.0005005i,0.0012302+0.0011442i,-0.0014926+0.0020763i,-0.00349+0.0054209i,-0.0042523+0.0090487i
0.025966+0.0068361i,0.07682+0.016957i,0.15083+0.022764i,0.20138-0.01444i,0.1806-0.092585i,0.095148-0.12881i,0.01662-0.080354i,0.0050667-0.017693i,0.024346+0.0077607i,0.028309+0.012387i,0.02525+0.012165i,0.02086+0.0099642i,0.013792+0.0039784i,0.0051423-0.00062526i,-0.0055501+0.00033173i,-0.01324+0.0034524i,-0.013601+0.0051642i,-0.0071438+0.0019763i,-0.0019748-0.0033445i,-0.0010705-0.0056913i,0.00019971-0.0057538i,0.0015677-0.00428i,0.002213-0.00089905i
-0.014691-0.0061322i,-0.058347-0.014782i,-0.13855-0.029902i,-0.2225-0.018919i,-0.24946+0.03319i,-0.20373+0.068266i,-0.13261+0.05065i,-0.084243+0.018565i,-0.055985-0.00023824i,-0.032946-0.0091117i,-0.01473-0.014577i,-0.0024546-0.0203i,0.0017014-0.021751i,0.0018-0.015689i,0.0065917-0.0057988i,0.016359+0.00059761i,0.021841+0.0012771i,0.016909+0.00052369i,0.0096971+0.0017578i,0.0064506+0.00086262i,0.0039229-0.0030451i,-0.00084529-0.0041967i,-0.0052714-0.00077891i
0.014254+0.020807i,0.04746+0.057905i,0.11259+0.11301i,0.19079+0.13261i,0.22459+0.072712i,0.17677-0.014188i,0.10162-0.05743i,0.057595-0.051451i,0.032279-0.02407i,0.012432-0.0005106i,-0.00049575+0.0086251i,-0.0093982+0.011192i,-0.0094+0.013663i,-0.0031398+0.011037i,-0.0015918+0.0021011i,-0.0069558-0.0043005i,-0.011167-0.0054889i,-0.0073846-0.0063638i,-0.00054374-0.0066082i,0.0024053-0.0028436i,0.0037076+0.0026492i,0.0079541+0.0042016i,0.01304+0.00022693i
-0.022846-0.019798i,-0.057093-0.06333i,-0.10074-0.13353i,-0.13877-0.18847i,-0.15239-0.17266i,-0.11019-0.09226i,-0.040287-0.028409i,-0.013202-0.026549i,-0.01957-0.03833i,-0.016441-0.030468i,-0.0082993-0.018488i,-0.0050996-0.01087i,-0.0038711-0.0057822i,-0.0032007-0.0016294i,-0.00077647+0.0013978i,0.0023045+0.0035167i,0.0020253+0.004901i,-0.0012453+0.0044299i,-0.0031995+0.00099825i,-0.0016007-0.0015925i,0.00020781-0.0020821i,0.0003082-0.003794i,-0.0026295-0.0081476i
0.027835+0.0096921i,0.063322+0.04028i,0.10003+0.10433i,0.11204+0.17118i,0.10193+0.18882i,0.086677+0.14392i,0.067425+0.08667i,0.043161+0.060898i,0.021796+0.050082i,0.0068226+0.036227i,-0.00095265+0.023861i,-0.0043622+0.017502i,-0.0073243+0.014898i,-0.0083564+0.012838i,-0.0074515+0.0081735i,-0.0078668+0.0012912i,-0.0083573-0.0033853i,-0.0066836-0.0055207i,-0.0052388-0.0059118i,-0.0061229-0.0033943i,-0.0069319+0.00081781i,-0.0055345+0.0056707i,-0.0022917+0.0091256i
-0.0091654-0.013613i,-0.017803-0.051241i,-0.022565-0.1282i,-0.020708-0.20338i,-0.022763-0.19989i,-0.03776-0.11265i,-0.048288-0.023805i,-0.035633+0.0089905i,-0.013482+0.0074842i,0.00013137+0.0060079i,0.0063793+0.010466i,0.013524+0.013952i,0.018243+0.0067639i,0.01364-0.0040617i,0.0066478-0.0056146i,0.0051365-0.0013603i,0.0029767+0.0029002i,-0.0041665+0.0045418i,-0.010837+0.0045195i,-0.010118+0.0029602i,-0.0048143-0.00085185i,-0.0020234-0.0037441i,-0.0028107-0.0027329i
0.0076931+0.02277i,0.0082303+0.067449i,-0.01469+0.13452i,-0.064879+0.18944i,-0.091493+0.18696i,-0.064722+0.11859i,-0.027836+0.047532i,-0.013258+0.030014i,-0.0057391+0.036839i,-0.0012121+0.027164i,-0.00079486+0.01068i,0.00027616+0.0012834i,0.0015756-0.00056066i,0.002293+0.0021325i,0.0022933+0.0036151i,0.0021345+0.0037353i,0.0044314+0.0030838i,0.00743+0.0020218i,0.0090897+0.0041173i,0.0073283+0.0063857i,0.0023242+0.0046762i,-0.0014079+0.0042478i,-0.00011832+0.0065186i
-0.014479-0.020885i,-0.026195-0.064615i,-0.0085676-0.11947i,0.053773-0.14707i,0.10308-0.1332i,0.078829-0.098977i,0.031174-0.067843i,0.020457-0.050094i,0.020366-0.039433i,0.010993-0.02543i,0.00019242-0.013061i,-0.0075664-0.006978i,-0.0053992-0.0034133i,0.0033892-0.0025344i,0.0074637-0.0035757i,0.0056646-0.0031051i,0.0016866-0.0013958i,-0.0015305-0.00038466i,-0.00058773-0.0016779i,0.001526-0.0025793i,0.002987-0.0019522i,0.005031-0.0037342i,0.0048993-0.0082649i
0.0092978+0.017073i,0.010244+0.046612i,-0.017312+0.086719i,-0.082242+0.098792i,-0.12415+0.071096i,-0.077077+0.043139i,-0.0029752+0.02403i,0.01279+0.0051413i,-0.0035349+0.00087954i,-0.0033294+0.0055337i,0.0097077+0.0020785i,0.012222-0.0065501i,-0.00047481-0.0085543i,-0.011186-0.0014122i,-0.012105+0.0045401i,-0.0094275+0.0049976i,-0.00358+0.0046313i,0.00485+0.0043618i,0.010852+0.0027486i,0.01112-0.00033864i,0.00878-0.0017033i,0.0055083-0.0013148i,0.0023042-0.0013771i
0.0033169-0.014363i,0.019274-0.040895i,0.060041-0.061763i,0.11968-0.04467i,0.14278-0.0039437i,0.095828+0.0093327i,0.035332+0.0049578i,0.013627+0.00087907i,0.010486-0.0096917i,0.0014247-0.011037i,-0.0071575-0.0045849i,-0.0095698-0.0015699i,-0.0064128+0.00013238i,-0.00043561-0.00017414i,0.0027966-0.0027227i,0.0017509-0.0062738i,-0.0025571-0.0088905i,-0.007495-0.010489i,-0.010097-0.014069i,-0.0089527-0.014583i,-0.0060054-0.011037i,-0.004499-0.0077316i,-0.0041253-0.0049893i
0.001491+0.026262i,-0.0076168+0.0626i,-0.032778+0.077374i,-0.077739+0.026765i,-0.11044-0.038003i,-0.09901-0.033131i,-0.061012+0.0020885i,-0.040168+0.0070225i,-0.038198+0.0069714i,-0.028671+0.016118i,-0.012437+0.023392i,-0.0011377+0.025295i,0.002079+0.01743i,-0.0020582+0.0059951i,-0.0054811+0.00096497i,-0.0026702+0.0018894i,0.0014412+0.0044879i,0.0021524+0.006645i,-0.00031127+0.0081971i,-0.0012514+0.0088779i,0.001388+0.0078397i,0.003419+0.0077454i,0.0041656+0.0093645i
-0.0019493-0.024821i,0.0073186-0.05886i,0.024446-0.076889i,0.045798-0.025961i,0.055895+0.046102i,0.038802+0.043369i,0.0070276+0.0052388i,-0.0049299+0.0043396i,0.0080314+0.012159i,0.010861-0.00055768i,-0.0022566-0.01327i,-0.0093969-0.012296i,-0.0024557-0.00385i,0.0087895+0.0023353i,0.012312+0.0023808i,0.0095772-0.0016491i,0.0051748-0.0074541i,-0.00055063-0.010604i,-0.0043189-0.0079937i,-0.0060642-0.0044986i,-0.0079663-0.0038788i,-0.0072001-0.0052403i,-0.0030854-0.0058603i
-0.0040391+0.013194i,-0.016266+0.035385i,-0.030312+0.038345i,-0.035149-0.015982i,-0.029128-0.079759i,-0.018534-0.066459i,0.0024027-0.016947i,0.015143+0.0017651i,0.0049126+0.005903i,-0.0019829+0.012068i,0.001759+0.015633i,0.0046377+0.013964i,0.0036954+0.007089i,-0.00096558+0.00082344i,-0.0050236+0.00023144i,-0.0062679+0.0034038i,-0.0043559+0.0081726i,-0.00076188+0.011383i,0.00029753+0.012613i,0.00029638+0.014249i,0.0010537+0.01618i,0.0013408+0.0154i,0.00068487+0.010324i
0.011016-0.02095i,0.029888-0.049481i,0.034562-0.062142i,0.0066214-0.010681i,-0.020588+0.069509i,0.00027598+0.084071i,0.0253+0.045415i,0.023539+0.026186i,0.025982+0.024087i,0.031854+0.012335i,0.030406-0.0026722i,0.023028-0.011567i,0.013138-0.010142i,0.006058-0.0013809i,0.0020915+0.0026004i,-0.00075723-0.00096791i,-0.0020032-0.0052135i,-0.00023439-0.0060623i,0.0023014-0.0063395i,0.0030734-0.0088091i,0.0024763-0.011935i,0.0017627-0.014482i,-0.00022639-0.012773i
-0.014521+0.024704i,-0.036764+0.062604i,-0.04736+0.09181i,-0.013695+0.060348i,0.028909-0.0058306i,0.021903-0.024562i,0.0021596+0.0027111i,0.0039906+0.0061986i,-0.003789-0.01154i,-0.018144-0.0058856i,-0.018459+0.011121i,-0.012976+0.015563i,-0.010422+0.0071392i,-0.0098792-0.0031643i,-0.0087931-0.0049871i,-0.0069109-0.00039327i,-0.0055199+0.004731i,-0.0028867+0.0069309i,0.00059751+0.0053642i,0.0021626+0.0037283i,0.0017013+0.0068755i,2.7371e-05+0.012125i,-0.00024997+0.013178i
0.010456-0.014642i,0.031171-0.044884i,0.039989-0.07358i,0.0018725-0.059654i,-0.052406-0.011508i,-0.05574+0.008638i,-0.034216-0.010491i,-0.028605-0.022393i,-0.020736-0.0089158i,-0.007581+0.0011195i,-0.0021892-0.00013872i,-0.00062244-0.0011517i,0.00031069+0.0013522i,0.0025363+0.0060774i,0.0057731+0.0062958i,0.0084035+0.0019629i,0.010096-0.00086791i,0.007114-0.0027209i,0.0016863-0.0044714i,0.00064339-0.0066479i,0.0039167-0.011681i,0.0080975-0.015102i,0.008869-0.012823i
-0.014556+0.01407i,-0.039881+0.037909i,-0.052759+0.071604i,-0.00965+0.077054i,0.052482+0.032761i,0.046848-0.016771i,0.0075036-0.026307i,-0.0034449-0.017676i,-0.0057111-0.019977i,-0.014623-0.020311i,-0.019386-0.014146i,-0.018494-0.0095149i,-0.012597-0.0056159i,-0.0051506-0.0037042i,-0.0015423-0.002061i,-0.00064036+0.00072037i,-0.00025138+0.0013652i,0.000376-0.00021544i,0.00099168-0.00038569i,-0.001165+0.0023544i,-0.0065276+0.0070252i,-0.0111+0.0094839i,-0.0099167+0.0075025i
0.020242-0.016598i,0.061124-0.041279i,0.098926-0.08083i,0.071053-0.10732i,-7.5763e-05-0.088814i,-0.017103-0.039296i,0.011772-0.014509i,0.014675-0.0085682i,0.00087772+0.0096994i,0.0044771+0.019983i,0.013804+0.012624i,0.015248+0.0058227i,0.01208+0.0055273i,0.0072333+0.007038i,0.0036722+0.0058172i,0.002399+0.0023371i,0.0010487-0.00066158i,-0.0027111-0.0021475i,-0.0070056-0.0025299i,-0.0055008-0.002797i,0.0017092-0.0039001i,0.007776-0.0054614i,0.0061624-0.0067289i
-0.017438+0.013883i,-0.055342+0.033674i,-0.10063+0.062176i,-0.093168+0.088957i,-0.034389+0.092793i,0.0035207+0.067076i,0.0044011+0.047434i,0.006515+0.039906i,0.015318+0.021965i,0.01357+0.007408i,0.0081543+0.0044428i,0.0055197+0.0011154i,0.0025205-0.0037289i,-0.0010439-0.0058712i,-0.0035334-0.0058075i,-0.0041738-0.0062959i,-0.0038659-0.0061055i,1.9718e-05-0.003252i,0.004411+5.3803e-05i,0.002487+0.002042i,-0.0050596+0.0023693i,-0.01014+0.0024441i,-0.0084886+0.0036746i
0.012028-0.011716i,0.048234-0.019409i,0.095057-0.042014i,0.095991-0.073345i,0.038207-0.072304i,-0.0047336-0.024049i,-0.0032775+0.017456i,0.0023163+0.021089i,-0.0044401+0.01575i,-0.0060354+0.01729i,-0.0020813+0.018882i,0.00076659+0.017849i,0.0020738+0.012265i,0.0019214+0.0069006i,0.0015417+0.0030659i,-0.00039367-0.00024122i,-0.0037657-0.00082634i,-0.0062256-0.0011672i,-0.0065289-0.0034419i,-0.0029772-0.00314i,0.0056192-0.00018702i,0.013376+0.0016282i,0.014054+0.0011085i
-0.019189+0.004542i,-0.066829+0.0013067i,-0.13571+0.0066211i,-0.16271+0.033818i,-0.11673+0.055736i,-0.060948+0.032507i,-0.041045-0.00012008i,-0.026568-0.0034826i,-0.0022846-0.0014867i,0.0052779-0.0078072i,-0.0022988-0.0096908i,-0.005076-0.0084712i,-0.0029739-0.0079821i,-0.00039892-0.0071066i,0.0017756-0.0050713i,0.0039033-0.00093089i,0.0053074+0.0034107i,0.0052769+0.0068034i,0.006081+0.0090949i,0.0050161+0.0074696i,-0.0021198+0.0012224i,-0.0077029-0.0044908i,-0.0051145-0.0048247i
0.018287+0.0012936i,0.067099+0.012628i,0.13536+0.028525i,0.16919+0.019808i,0.13454-0.014106i,0.071463-0.026624i,0.03349-0.019461i,0.014664-0.018067i,-0.0026639-0.015405i,-0.0093551-0.0073846i,-0.007516-0.0035367i,-0.0066322-0.0024964i,-0.0040811+0.0020127i,-0.0014656+0.0057837i,-0.0019327+0.0058817i,-0.0046442+0.0050856i,-0.0057509+0.0030849i,-0.0036557-0.0012175i,-0.0026264-0.0053123i,-0.0013048-0.0029527i,0.0029303+0.0052483i,0.0055217+0.0099683i,0.0037451+0.0067586i
-0.014076+0.0016231i,-0.050446-0.013648i,-0.10685-0.038356i,-0.13955-0.045879i,-0.10984-0.03043i,-0.042188-0.024568i,0.0034251-0.031081i,0.0099057-0.024343i,0.0050544-0.0082283i,0.0039585+0.00013823i,0.005141-0.00017369i,0.0056371-0.0029316i,0.0032611-0.0038686i,0.0012044-0.0035904i,0.00057257-0.0027241i,0.0012746-0.00043127i,0.0034856+0.0027664i,0.0033+0.0062779i,0.0024749+0.0065044i,0.002478+0.00067022i,0.0010189-0.00718i,-0.00020311-0.011612i,-0.00019855-0.0094578i
0.014031+0.01011i,0.04842+0.038903i,0.10395+0.083408i,0.14097+0.10244i,0.11797+0.081611i,0.058842+0.057918i,0.020436+0.045654i,0.0093231+0.024816i,-0.0021374+0.004582i,-0.0084998+0.0054798i,-0.003544+0.010485i,1.9321e-05+0.0081771i,-0.0021864+0.0058765i,-0.0059995+0.0040983i,-0.0075672+0.0023848i,-0.0062727-0.0010644i,-0.0040641-0.0063823i,-0.0013816-0.010406i,-0.00072923-0.010992i,-0.0029308-0.0072982i,-0.0039137+0.00059403i,-0.0040318+0.0067726i,-0.0036413+0.0059402i
-0.01295-0.012431i,-0.040975-0.051052i,-0.079876-0.11683i,-0.10528-0.15578i,-0.093326-0.1245i,-0.052704-0.062232i,-0.019605-0.018288i,-0.0084798+0.0019874i,-0.0029121+0.0097741i,0.0012667+0.00918i,0.00052151+0.0076017i,0.001428+0.0069484i,0.0032953+0.0032493i,0.0041467+0.00038612i,0.0055454+0.00050948i,0.0065529+0.0014168i,0.0050074+0.0012902i,0.0015448+0.001548i,-0.00044851+0.0030674i,0.0020065-0.00010408i,0.0060026-0.0075075i,0.0085096-0.011179i,0.0084681-0.0084075i
0.012395+0.011451i,0.03339+0.044859i,0.05321+0.10495i,0.052156+0.1451i,0.023263+0.12431i,-0.020075+0.071244i,-0.042037+0.032737i,-0.029205+0.016016i,-0.0079691+0.0071742i,-1.7107e-05+0.0016453i,-0.0020282+0.00023852i,-0.0041974+0.00019613i,-0.0036352-5.0261e-05i,-0.0021804+0.00064488i,-0.0010012+0.00071096i,0.00034792-0.0011815i,0.00156-0.0037592i,0.0013319-0.0053209i,-0.00089447-0.0043203i,-0.0048581+8.4112e-05i,-0.010411+0.0065539i,-0.014298+0.0096265i,-0.01335+0.0064312i
-0.0094329-0.014283i,-0.019345-0.048822i,-0.026847-0.11025i,-0.019779-0.15256i,0.0014604-0.13334i,0.023581-0.075738i,0.03012-0.03095i,0.018632-0.0094105i,0.0078147+0.0015798i,0.005389+0.0020426i,0.0030497-0.0022317i,0.00077489-0.0015741i,0.0034374+0.0022371i,0.0082068+0.0035573i,0.0084386+0.0027454i,0.0043032+0.0021633i,-0.00056082+0.0023719i,-0.0039032+0.0032833i,-0.0031244+0.0045905i,0.0028821+0.0051701i,0.010714+0.0036774i,0.015548+0.0015638i,0.013767+0.0010038i
0.003127+0.012296i,-0.00028079+0.049744i,-0.01892+0.11243i,-0.044643+0.15335i,-0.05469+0.12581i,-0.041304+0.059552i,-0.017086+0.013866i,0.00059058-0.00081906i,0.0036809-0.003275i,-0.0011876-0.0017483i,-0.0017835-0.00041237i,-0.00097951-0.0020959i,-0.0028144-0.0023495i,-0.0034107-0.0025895i,-0.0025791-0.0051243i,-0.0021542-0.0048771i,-0.0013177-0.002135i,0.0010809-0.0004208i,0.0016937-0.0022159i,-0.0038611-0.0042022i,-0.011049-0.0029796i,-0.0146-0.0021846i,-0.01282-0.0036019i
-0.0065625-0.01121i,0.0010197-0.03947i,0.031633-0.085417i,0.07257-0.1094i,0.090111-0.075378i,0.078839-0.014317i,0.055715+0.021026i,0.030029+0.019248i,0.0091044+0.0083246i,0.00087474+0.0064541i,0.0013377+0.00684i,0.0019245+0.0050312i,0.00078606+0.0023009i,-0.00047999+0.00082104i,-0.0012381+0.00086408i,-0.0029174-8.7127e-05i,-0.004349-0.00077574i,-0.0036011+0.0010948i,-0.0003026+0.0040142i,0.0062635+0.0043664i,0.014017+0.0038347i,0.017854+0.0049162i,0.014856+0.0053413i
0.0027118+0.0079562i,-0.0083442+0.030009i,-0.042588+0.062174i,-0.085037+0.074429i,-0.098335+0.04541i,-0.075214+0.0019421i,-0.042233-0.019627i,-0.020499-0.017368i,-0.011721-0.0088609i,-0.0086451-0.0018064i,-0.0052915+0.0035174i,-0.0015125+0.0040738i,-0.00085025-0.00017719i,-0.0029965-0.0041361i,-0.0038791-0.003688i,-0.001329+0.00024916i,0.0026701+0.0028072i,0.0045909+0.00090047i,0.003376-0.0024933i,-0.0014298-0.0063128i,-0.0079945-0.010457i,-0.011829-0.012668i,-0.0102-0.012058i
0.0035193-0.0023913i,0.028193-0.02037i,0.075996-0.043102i,0.1138-0.046289i,0.10163-0.017591i,0.051009+0.01546i,0.0063198+0.022508i,-0.011142+0.010926i,-0.0099334+0.0053856i,-0.0038855+0.0070988i,-0.00087836+0.0069217i,-0.0013219+0.0048708i,-0.00089592+0.0030208i,-0.00091194+0.0039743i,-0.0027281+0.0055025i,-0.0033293+0.003493i,-0.0030601-0.00079485i,-0.0030326-0.0025374i,-0.0026534+0.00022766i,-4.2933e-05+0.0059499i,0.0047863+0.012085i,0.0083331+0.015146i,0.007107+0.01343i
-0.0038396+0.0053293i,-0.027848+0.015817i,-0.073294+0.019863i,-0.11046+0.00022768i,-0.099795-0.035673i,-0.053518-0.056812i,-0.0138-0.050755i,-0.00072153-0.029169i,-0.0018672-0.011868i,-0.0032665-0.0060113i,-0.0028688-0.0041282i,-0.0013665-0.0021131i,0.00062689+0.00010075i,0.002035+0.0015803i,0.0032753+0.0017366i,0.004598+0.0030618i,0.0051405+0.0037607i,0.0043499+0.0006373i,0.0015888-0.0039361i,-0.0020462-0.0084595i,-0.0047843-0.012657i,-0.0053725-0.01475i,-0.0032717-0.012197i
0.0050584-0.0047228i,0.022246-0.011038i,0.055652-0.009494i,0.078062+0.013689i,0.058423+0.044543i,0.019446+0.056076i,-0.0019801+0.046034i,-0.001199+0.028081i,0.0046757+0.015248i,0.0048989+0.0085823i,0.0025696+0.0032445i,0.0013272-2.4388e-05i,0.0008846+0.00014411i,0.00082127+0.002046i,0.0023232+0.001287i,0.0027259-0.0033458i,0.00068437-0.0065531i,-0.0015003-0.005639i,-0.0024016-0.0022226i,-0.0024531+0.0037531i,-0.0026346+0.011382i,-0.0028203+0.015146i,-0.0026017+0.012636i
-0.010198+0.00030144i,-0.029377+0.0010013i,-0.060725-0.010893i,-0.074411-0.036055i,-0.044189-0.050271i,0.0032664-0.035706i,0.02733-0.0081674i,0.024893+0.0088073i,0.015854+0.0086755i,0.0091675+0.001861i,0.0046348-0.00078214i,0.0032615+0.00074802i,0.0030496+0.00023799i,0.0027455-0.0025523i,0.0040453-0.0027716i,0.0042826+9.5957e-05i,0.0025058+0.0024449i,0.0013362+0.0028467i,0.0026105+0.0010658i,0.0045015-0.0030673i,0.0056541-0.0085397i,0.0060504-0.012242i,0.0056241-0.01171i
0.010349+0.00074976i,0.026939+0.0057738i,0.048946+0.026139i,0.049547+0.05595i,0.015745+0.067511i,-0.021469+0.052588i,-0.032947+0.030117i,-0.022673+0.01491i,-0.011544+0.010137i,-0.0056909+0.0095518i,-0.0026624+0.0079735i,-0.0019384+0.0051702i,-0.0015807+0.0032115i,-0.0016152+0.001085i,-0.0023878-0.0016966i,-0.0032251-0.0052582i,-0.0040838-0.0068902i,-0.0048227-0.0040724i,-0.004866+0.00029894i,-0.0046928+0.0043152i,-0.0062351+0.0081918i,-0.0072888+0.0096174i,-0.0065119+0.0060113i
-0.0070697+0.00065234i,-0.018055-0.0033971i,-0.027424-0.021817i,-0.019113-0.046398i,0.0086189-0.05015i,0.029909-0.031597i,0.03037-0.014009i,0.01532-0.0097534i,0.00087435-0.0085305i,-0.0034645-0.0018616i,-0.0019755+0.0022904i,-0.00081842+0.00068584i,-0.0013188-0.0012349i,-0.001492-0.0023488i,-0.0021069-0.0021647i,-0.0037098+0.0015853i,-0.004038+0.0058022i,-0.0020507+0.0062619i,0.00088052+0.0025148i,0.0045379-0.0027151i,0.0094977-0.0062074i,0.012801-0.0058499i,0.011962-0.0022116i
0.0029711+0.0033053i,0.012552+0.0090718i,0.019819+0.024761i,0.0070853+0.03875i,-0.020216+0.029253i,-0.034786+0.00066466i,-0.027934-0.023328i,-0.015685-0.027693i,-0.012292-0.016443i,-0.011684-0.0034412i,-0.006565+0.0012414i,-0.001793-0.00039071i,-0.0015665-0.0016629i,-0.0027932-0.0012503i,-0.0033079-0.0006304i,-0.0032025-0.0016159i,-0.001585-0.0026856i,0.00057175-0.0024083i,0.00053579-0.0013465i,-0.0022031-5.6378e-05i,-0.0072087+0.00075917i,-0.010527+0.0003747i,-0.0089719-0.0011599i
