-0.003502+0.00050929i,-0.003594+0.001369i,-0.0040181+0.0017092i,-0.0032293+0.001252i,-0.0023483+0.0012833i,-0.0014629+0.0019381i,-0.0012176+0.0016018i,-0.00084285+0.0020807i,0.00025381+0.0022399i,0.0012557+0.0010478i,0.0014798-0.00027507i,0.0010046-0.00080496i,0.00027701-0.00099195i,-0.00079804-0.00034742i,-0.00061703+0.00023821i,0.00010642+0.0001983i,4.222e-05+0.00031406i,-0.00026789+0.00051546i,7.2165e-05+0.00025129i,9.1766e-05-0.00078499i,8.3216e-05-0.0012759i,0.00032167-0.00097429i,0.00055748-0.00060322i
0.13847+0.2097i,0.22573+0.42408i,0.11562+0.38347i,-0.20704+0.022117i,-0.37054-0.20963i,-0.1984-0.080612i,0.054638+0.081011i,0.14412+0.10407i,0.14229+0.042684i,0.13338-0.03817i,0.1388-0.046861i,0.13782-0.035985i,0.076869-0.049872i,0.013504-0.039137i,0.014044-0.0089373i,0.05679+0.0032796i,0.098158-0.012894i,0.11001-0.033814i,0.084406-0.036226i,0.033442-0.020133i,-0.010276-0.009921i,-0.034069-0.019835i,-0.043438-0.02629i
-0.27945-0.1967i,-0.71185-0.40629i,-1.1133-0.32723i,-1.0325+0.18307i,-0.48469+0.53511i,-0.035249+0.35401i,0.042177+0.099848i,0.0048679-0.0022565i,-0.035853-0.097266i,-0.10362-0.1723i,-0.13089-0.18368i,-0.10237-0.14828i,-0.047954-0.084502i,0.0032579-0.033565i,0.02536-0.01851i,0.010806-0.032873i,-0.025752-0.062135i,-0.055055-0.087315i,-0.068447-0.078429i,-0.055722-0.030081i,-0.031109+0.011396i,-0.027966+0.024388i,-0.034859+0.030635i
0.33631+0.12078i,0.92891+0.29822i,1.5865+0.38791i,1.6863+0.15392i,0.99919-0.1657i,0.16714-0.19381i,-0.18274-0.080638i,-0.16466-0.072111i,-0.11251-0.10252i,-0.10112-0.063888i,-0.088511+0.0016203i,-0.070404+0.024147i,-0.069393+0.022926i,-0.066498+0.039001i,-0.051192+0.051433i,-0.04774+0.05731i,-0.051832+0.076125i,-0.042079+0.080299i,-0.010522+0.050876i,0.01806+0.0044976i,0.022484-0.026704i,0.016061-0.028328i,0.014125-0.019844i
-0.28618+0.010543i,-0.68651-0.073179i,-0.99987-0.30811i,-0.893-0.55575i,-0.47254-0.54703i,-0.10629-0.24103i,0.056215+0.056854i,0.034136+0.16207i,-0.021055+0.16838i,0.0039649+0.13327i,0.056586+0.089832i,0.076674+0.06603i,0.071063+0.050619i,0.066574+0.030612i,0.065435+0.0025462i,0.069512-0.024338i,0.078504-0.039102i,0.070204-0.038142i,0.039924-0.035071i,0.011544-0.0351i,-0.0060107-0.033385i,-0.019008-0.036192i,-0.022717-0.04138i
0.17369-0.10741i,0.29486-0.22815i,0.074749-0.24001i,-0.46849-0.02979i,-0.67848+0.12034i,-0.39286-0.062813i,-0.12458-0.25117i,-0.0050271-0.17493i,0.049787-0.073676i,0.028234-0.072219i,0.0062643-0.10213i,-0.0027419-0.12947i,-0.029202-0.12101i,-0.052541-0.088527i,-0.065483-0.053115i,-0.073201-0.027836i,-0.075169-0.027055i,-0.066751-0.020205i,-0.046788+0.0025156i,-0.029583+0.012326i,-0.023909+0.016463i,-0.0247+0.026606i,-0.027427+0.036031i
-0.12849+0.16996i,-0.23218+0.48988i,-0.059576+0.86493i,0.36359+0.93807i,0.41382+0.61954i,0.01641+0.28504i,-0.23273+0.17625i,-0.20214+0.10857i,-0.1584+0.032608i,-0.14788+0.039439i,-0.12298+0.04926i,-0.10245+0.030888i,-0.073511+0.02628i,-0.033677+0.037149i,-6.5293e-05+0.052256i,0.01583+0.062297i,0.013459+0.065236i,0.013719+0.050692i,0.010907+0.02111i,0.00184+0.0010015i,0.0059128-0.011083i,0.015452-0.021633i,0.020209-0.023974i
0.14532-0.19151i,0.40562-0.55531i,0.60185-0.97724i,0.44994-1.0595i,0.08357-0.59929i,-0.11048+0.0035245i,-0.049088+0.21113i,0.013889+0.11784i,0.011695+0.065317i,0.03926+0.067962i,0.047363+0.056283i,0.02365+0.063124i,0.020966+0.079613i,0.042136+0.068815i,0.059179+0.03127i,0.060114+0.0060193i,0.058908+0.012917i,0.059172+0.021389i,0.051767+0.018764i,0.032395+0.0074997i,-0.00064793-0.0066582i,-0.028712-0.0087327i,-0.034966-0.0084693i
-0.11487+0.17424i,-0.36009+0.44448i,-0.64828+0.64595i,-0.67234+0.57565i,-0.30732+0.34715i,0.10607+0.13562i,0.23034+0.00947i,0.14812+0.0017197i,0.085458+0.031513i,0.046538+0.0085519i,0.01313+0.0010349i,0.033534+0.01748i,0.059035-0.0093213i,0.030427-0.049755i,-0.013134-0.054257i,-0.022925-0.037753i,0.001736-0.031271i,0.026755-0.031307i,0.030978-0.025189i,0.023781-0.012278i,0.018741+0.010187i,0.022616+0.029497i,0.017801+0.033458i
0.036257-0.14896i,0.085779-0.37402i,0.1192-0.46452i,0.061656-0.25008i,-0.04672-0.010467i,-0.09891+0.0063826i,-0.11996-0.06078i,-0.093779-0.060907i,-0.036001-0.032352i,-0.0041013-0.0067503i,0.0020721-0.00030242i,-0.01885-0.023185i,-0.051588-0.03108i,-0.06816-0.0092024i,-0.060779+0.022017i,-0.033731+0.028635i,-0.018409-0.00055985i,-0.019935-0.022245i,-0.021037-0.024305i,-0.026023-0.023456i,-0.024001-0.023994i,-0.013023-0.029359i,-0.0040964-0.026018i
0.0017476+0.13451i,0.036037+0.35487i,0.10693+0.54829i,0.23862+0.50238i,0.34242+0.27748i,0.28834+0.13061i,0.17069+0.11392i,0.10739+0.11864i,0.11283+0.097867i,0.13428+0.049548i,0.10896+0.0083745i,0.060559+0.012403i,0.043605+0.039695i,0.057675+0.058284i,0.077308+0.051673i,0.070044+0.02212i,0.033793+0.00043365i,0.0027564-0.012701i,-0.016352-0.023244i,-0.028314-0.015798i,-0.025052-0.00026889i,-0.018406+0.0021295i,-0.016335-0.0038389i
0.012704-0.089181i,0.048178-0.22545i,0.15097-0.36526i,0.23435-0.39113i,0.17314-0.29773i,0.029858-0.20668i,-0.018044-0.15602i,0.049904-0.17017i,0.080817-0.21765i,0.033311-0.19554i,-0.0075869-0.11397i,-0.009095-0.050161i,-9.7493e-05-0.027765i,0.0052633-0.029367i,0.002747-0.040276i,-0.0077107-0.03963i,-0.0064244-0.017217i,0.0021883+0.0027461i,0.0069407+0.017576i,0.018924+0.027854i,0.028999+0.018351i,0.027335+0.0038099i,0.021718+0.0024529i
-0.0008512+0.054709i,-0.0027781+0.090911i,-0.02545+0.021944i,-0.091254-0.19094i,-0.12701-0.30583i,-0.057257-0.18525i,-0.013421-0.052312i,-0.080574-0.003423i,-0.1292+0.0044602i,-0.1088-0.0058757i,-0.06009+0.021316i,0.0036883+0.044827i,0.028513+0.01386i,0.0086731-0.019005i,-0.0095849-0.023503i,-0.013551-0.01907i,-0.0055451-0.025787i,0.00095674-0.033524i,0.0032238-0.028489i,0.011335-0.018878i,0.013668-0.017535i,0.0047586-0.019106i,-0.00017739-0.014938i
-0.027435-0.070432i,-0.14606-0.16057i,-0.38982-0.147i,-0.56391+0.078056i,-0.45707+0.24736i,-0.24886+0.17032i,-0.13568+0.056399i,-0.070066+0.027898i,-0.046387+0.01293i,-0.051132-0.004972i,-0.022463-0.032602i,0.0012626-0.071764i,-0.011639-0.074144i,-0.033265-0.041375i,-0.046279-0.0075266i,-0.053175+0.017808i,-0.066777+0.041102i,-0.065707+0.066442i,-0.036908+0.073726i,-0.012719+0.049733i,-0.0098891+0.020582i,-0.014619+0.007689i,-0.012257+0.0030102i
0.027326+0.094855i,0.15393+0.26711i,0.40832+0.42i,0.60198+0.34807i,0.51378+0.11589i,0.29604-0.043326i,0.15385-0.067379i,0.073774-0.050072i,0.035044-0.027822i,0.018438-0.002605i,-0.0046009+0.0062789i,-0.030481+0.0061246i,-0.035996+0.021369i,-0.0076274+0.046515i,0.028098+0.055777i,0.055176+0.052002i,0.082569+0.045015i,0.096896+0.025454i,0.08319-0.0077315i,0.051784-0.035453i,0.022946-0.042443i,0.0057413-0.037509i,-0.0063114-0.031855i
0.00024395-0.090411i,-0.046241-0.26177i,-0.15176-0.43069i,-0.25438-0.41173i,-0.30458-0.22077i,-0.30266-0.056441i,-0.2225-0.0066337i,-0.10603-0.02352i,-0.053404-0.035677i,-0.02789-0.008019i,0.0020527+0.0050959i,-0.0037657+0.0045418i,-0.012454+0.016001i,-0.0054423+0.0098615i,-0.0022097-0.009434i,-0.0025927-0.030852i,-0.0067728-0.053076i,-0.016856-0.05776i,-0.028934-0.040099i,-0.038656-0.014817i,-0.043966+0.0066735i,-0.039744+0.024285i,-0.026529+0.031787i
-0.017019+0.092107i,-0.0015859+0.24859i,0.07358+0.38931i,0.16447+0.3229i,0.18215+0.13716i,0.13627+0.076439i,0.084+0.11299i,0.020795+0.13738i,-0.010457+0.13407i,-0.0057873+0.069751i,-0.018515+0.018949i,-0.0099235+0.032276i,0.021856+0.029383i,0.020735+0.003802i,-0.00016944-0.001119i,-0.015533+0.013942i,-0.013148+0.029955i,0.01461+0.023937i,0.036501+0.00038336i,0.035551-0.0092533i,0.035741-0.00066309i,0.042208+0.0012415i,0.037538-0.0067055i
0.017657-0.0945i,0.015405-0.29137i,-0.086583-0.52254i,-0.28019-0.51915i,-0.38102-0.2458i,-0.29483-0.021827i,-0.14827-0.0071061i,-0.058328-0.057795i,-0.039159-0.052926i,-0.045154+0.0034283i,-0.022867+0.033093i,0.0055328-0.00033796i,0.001745-0.03089i,-0.005012-0.019623i,0.011699+0.0021216i,0.039616+0.0018641i,0.044869-0.023647i,0.011265-0.051155i,-0.027291-0.056238i,-0.040657-0.040265i,-0.035514-0.027895i,-0.030554-0.027236i,-0.028003-0.022016i
-0.029844+0.076871i,-0.083622+0.25084i,-0.12054+0.50491i,-0.045193+0.65236i,0.14085+0.54912i,0.25741+0.30014i,0.19165+0.12449i,0.084914+0.088595i,0.088844+0.082343i,0.1273+0.028542i,0.093876-0.013634i,0.032069-0.0087885i,0.0037959+0.012745i,0.011018+0.025375i,0.025415+0.0073404i,0.0128-0.026826i,-0.014536-0.030054i,-0.029939+0.0034151i,-0.029485+0.039858i,-0.014054+0.052714i,0.0031959+0.042753i,0.0081491+0.029546i,0.0054654+0.02109i
0.042672-0.028233i,0.14446-0.082534i,0.30947-0.14488i,0.40625-0.18006i,0.28958-0.17736i,0.072996-0.12849i,-0.011419-0.051617i,0.057298-0.020453i,0.091159-0.055482i,0.031238-0.070346i,-0.011047-0.036403i,-0.0078583-0.010706i,-0.0019632-0.015912i,-0.0099517-0.034774i,-0.036983-0.036449i,-0.058852-0.0092209i,-0.052468+0.014025i,-0.027471+0.01704i,-0.00090303+0.015084i,0.018188+0.0075615i,0.023536-0.0097603i,0.018296-0.018452i,0.014562-0.0086026i
-0.038461-0.0062714i,-0.12659-0.034727i,-0.23805-0.080241i,-0.21908-0.11721i,-0.0066553-0.1175i,0.19286-0.095781i,0.19392-0.088681i,0.065798-0.08131i,-0.009397-0.051404i,0.0014242-0.020712i,0.01603+0.00054199i,0.017527+0.023547i,0.014707+0.031758i,-0.0029715+0.029189i,-0.010613+0.039297i,0.0017286+0.053309i,0.0095706+0.06014i,0.013141+0.058801i,0.015493+0.040415i,0.0056043+0.010876i,-0.015416-0.0062328i,-0.028794-0.0095629i,-0.025098-0.015253i
0.028447+0.029761i,0.10029+0.073885i,0.19461+0.086778i,0.17453-0.018438i,-0.03974-0.20562i,-0.28396-0.3139i,-0.32475-0.26164i,-0.20071-0.17073i,-0.12535-0.13389i,-0.1105-0.090426i,-0.060568-0.043828i,-0.0090083-0.038765i,0.0055598-0.037906i,0.013949-0.023424i,0.026402-0.018513i,0.037484-0.022706i,0.05462-0.026077i,0.070235-0.032706i,0.067672-0.039096i,0.045482-0.032464i,0.022453-0.013804i,0.011921+0.0032018i,0.0064437+0.011204i
-0.0043221-0.047907i,-0.032949-0.15274i,-0.10417-0.27879i,-0.20979-0.25321i,-0.236+0.013111i,-0.1062+0.3155i,0.027367+0.38157i,0.043894+0.25825i,0.031218+0.15653i,0.050037+0.08946i,0.049072+0.025217i,0.023031+0.00056475i,0.0055519+0.0085157i,-0.00039835+0.020768i,0.0051234+0.024996i,0.016221+0.011062i,0.013548-0.016423i,-0.0066273-0.035552i,-0.029699-0.035225i,-0.037033-0.022015i,-0.022864-0.0086311i,-0.0059594-0.0095986i,-0.0024951-0.017114i
-0.020754+0.073i,-0.066566+0.2259i,-0.11848+0.44745i,-0.08944+0.52065i,0.0066415+0.28517i,0.063063-0.043984i,0.073217-0.17203i,0.065976-0.12785i,0.036917-0.085557i,-0.014027-0.075577i,-0.049277-0.057122i,-0.046531-0.039693i,-0.029441-0.033328i,-0.015087-0.03056i,-0.0085217-0.038343i,-0.017892-0.051174i,-0.031139-0.051151i,-0.030592-0.035022i,-0.020339-0.0062516i,-0.0076462+0.018907i,0.002107+0.024015i,0.0026206+0.020926i,0.00030734+0.023578i
0.033589-0.07394i,0.12544-0.21339i,0.23991-0.38728i,0.24629-0.39243i,0.11247-0.14739i,-0.034853+0.090012i,-0.12858+0.119i,-0.17719+0.077278i,-0.15419+0.092443i,-0.081502+0.10947i,-0.039623+0.093958i,-0.032205+0.079202i,-0.021617+0.0625i,-0.017839+0.03565i,-0.0378+0.028431i,-0.062539+0.048746i,-0.070742+0.063068i,-0.058263+0.05205i,-0.02882+0.023037i,-0.0012277-0.0078197i,0.0091632-0.027425i,0.0096875-0.031579i,0.01066-0.028918i
-0.044772+0.05629i,-0.16027+0.14826i,-0.29904+0.25135i,-0.28782+0.25588i,-0.08482+0.12338i,0.09045-0.020773i,0.13009-0.042728i,0.13755-0.010588i,0.12364-0.026435i,0.071728-0.036483i,0.05331-0.014857i,0.066359-0.023907i,0.053681-0.040834i,0.038247-0.017915i,0.057469+0.016077i,0.0905+0.02923i,0.10154+0.02986i,0.078843+0.030337i,0.037883+0.02512i,0.0023083+0.014859i,-0.020916+0.0085316i,-0.033682+0.010022i,-0.035246+0.012819i
0.057499-0.042956i,0.19883-0.092652i,0.38476-0.14277i,0.41389-0.14759i,0.22741-0.090611i,0.062162-0.0081297i,0.044713+0.013477i,0.069185-0.019461i,0.068274-0.018408i,0.065627+0.001148i,0.048136-0.0050069i,0.0040441-0.0045622i,-0.021618+0.010634i,-0.016049-0.0019196i,-0.016273-0.042693i,-0.03045-0.07076i,-0.032829-0.068377i,-0.015218-0.041963i,0.0048701-0.010107i,0.014487+0.0083208i,0.019277+0.015252i,0.02841+0.014314i,0.033744+0.0059834i
-0.061454+0.03178i,-0.20471+0.058854i,-0.38334+0.073227i,-0.40001+0.043046i,-0.22236-0.030022i,-0.076654-0.099074i,-0.068969-0.094322i,-0.085245-0.031685i,-0.050006-0.011877i,-0.015722-0.038645i,-0.0056453-0.038021i,0.012207-0.0077312i,0.026585+0.0062623i,0.0082646+0.01425i,-0.016472+0.045298i,-0.014811+0.074254i,-0.00063389+0.069297i,0.012772+0.035958i,0.016903+0.0012517i,0.0063226-0.012887i,-0.0047138-0.013813i,-0.013657-0.019652i,-0.022248-0.022017i
0.049473-0.015727i,0.16819-0.020233i,0.30318-0.0042636i,0.29959+0.02791i,0.13629+0.059364i,-0.015195+0.09787i,-0.052803+0.10622i,-0.04902+0.067167i,-0.055814+0.033524i,-0.051563+0.015855i,-0.04808-0.0094623i,-0.057028-0.023598i,-0.050062-0.016632i,-0.01706-0.012476i,0.02098-0.028745i,0.037957-0.054947i,0.030911-0.063271i,0.013742-0.050587i,0.0016563-0.032756i,0.0025358-0.018571i,0.006752-0.0072918i,0.0069942+0.0052574i,0.0072368+0.013189i
-0.038509-0.0002192i,-0.11979-0.028338i,-0.20828-0.10166i,-0.19975-0.16487i,-0.082805-0.16837i,0.027248-0.1636i,0.063278-0.16486i,0.058374-0.15706i,0.037351-0.1385i,-0.00081043-0.088463i,-0.01011-0.01335i,0.017191+0.025609i,0.02268+0.02083i,-0.00016415+0.019751i,-0.023292+0.030525i,-0.036011+0.037007i,-0.033591+0.029207i,-0.02284+0.010039i,-0.014806-0.0073185i,-0.0083636-0.015456i,4.0432e-05-0.016366i,0.0038012-0.016036i,0.0013355-0.015096i
0.033441+0.010926i,0.094088+0.044902i,0.14415+0.11081i,0.083786+0.15414i,-0.075038+0.15822i,-0.18247+0.18126i,-0.16838+0.2053i,-0.10137+0.19022i,-0.051929+0.14906i,-0.012367+0.098264i,0.021289+0.038172i,0.031136-0.013119i,0.030611-0.02349i,0.046113-0.012259i,0.068126-0.01805i,0.068303-0.032976i,0.041194-0.032489i,0.0020747-0.010385i,-0.026042+0.020744i,-0.029185+0.036804i,-0.021238+0.029661i,-0.015887+0.017546i,-0.011678+0.012077i
-0.027574-0.0026021i,-0.081562-0.01814i,-0.1262-0.030464i,-0.066656+0.00043166i,0.097597+0.050116i,0.24399+0.05197i,0.27661+0.016461i,0.22834-0.001755i,0.16529-0.013777i,0.089866-0.029606i,0.015926-0.01639i,-0.017079+0.010022i,-0.018403-0.00084176i,-0.035011-0.035244i,-0.078442-0.042138i,-0.10785-0.013083i,-0.08797+0.019516i,-0.030385+0.035946i,0.021959+0.03341i,0.036945+0.01545i,0.025261-0.0025325i,0.013295-0.010868i,0.0079115-0.0095548i
0.021914-0.00040173i,0.063431+0.0019532i,0.098037-0.00037051i,0.07684-0.031642i,0.0028451-0.1044i,-0.097276-0.18183i,-0.17078-0.2168i,-0.19886-0.19672i,-0.18929-0.11635i,-0.12108-0.023707i,-0.035194+0.0035711i,-0.0059873-0.011721i,-0.020249-0.0013783i,-0.020033+0.033374i,0.012684+0.067255i,0.055643+0.077545i,0.072046+0.05354i,0.053188+0.012112i,0.024362-0.021871i,0.0013843-0.033023i,-0.015342-0.025478i,-0.024069-0.012285i,-0.021466-0.0015596i
-0.013012+0.00047546i,-0.036927-0.0058847i,-0.052341-0.01772i,-0.033599-0.0082612i,0.003811+0.037132i,0.019603+0.085845i,0.011339+0.11013i,0.024271+0.096432i,0.063692+0.053208i,0.068764+0.0030957i,0.02448-0.013533i,-0.010106+0.0047591i,-0.0078159+0.012313i,0.0061395-0.00028219i,0.017903-0.024528i,0.022971-0.053789i,0.019039-0.062899i,0.013828-0.044821i,0.01081-0.021134i,0.0090324-0.0044059i,0.010284+0.0060232i,0.01391+0.010538i,0.018083+0.0072698i
0.018043+0.0021877i,0.053409+0.0060725i,0.099808+0.0047915i,0.10395-0.033609i,0.041813-0.081738i,-0.004634-0.073308i,0.0033314-0.025111i,0.010385+0.0027168i,-0.0096275-0.0028582i,-0.020245+0.00042698i,0.011368+0.018443i,0.046749+0.02487i,0.043846+0.024902i,0.023504+0.025633i,0.0085809+0.019304i,-0.0070866+0.0067816i,-0.022521-0.0073437i,-0.029629-0.021387i,-0.030651-0.023973i,-0.027231-0.01132i,-0.017692+0.0017751i,-0.010268+0.0029094i,-0.009935-0.0053632i
-0.022011+0.0013325i,-0.071128-0.0049784i,-0.14723-0.01101i,-0.19145+0.0054198i,-0.15802+0.038433i,-0.087611+0.057661i,-0.044031+0.059278i,-0.026065+0.075181i,0.0061889+0.082108i,0.03211+0.034805i,0.0090759-0.02668i,-0.018824-0.046391i,-0.0051173-0.038074i,0.011742-0.032557i,-0.00095422-0.030108i,-0.023815-0.016779i,-0.037351+0.0094356i,-0.038283+0.036524i,-0.024168+0.047066i,-0.0040734+0.037281i,0.0095387+0.02353i,0.015571+0.015131i,0.012612+0.0097528i
0.021206-0.0031503i,0.061486+0.004601i,0.10855+0.026963i,0.11603+0.056186i,0.079418+0.066392i,0.028064+0.046495i,0.0069716+0.015754i,0.014017-0.029074i,-0.0045335-0.072817i,-0.041112-0.064634i,-0.043201-0.012458i,-0.021684+0.012068i,-0.022639-0.0044672i,-0.031354-0.010986i,-0.026664+0.010003i,-0.013465+0.035585i,0.0094004+0.046069i,0.032305+0.035816i,0.037671+0.0092283i,0.02709-0.015107i,0.016336-0.025216i,0.0087366-0.02619i,-0.00085287-0.020716i
-0.016014+0.00054034i,-0.046223-0.015274i,-0.072808-0.044119i,-0.055983-0.057349i,0.012861-0.033059i,0.089494-0.011749i,0.12255-0.026081i,0.10935-0.037769i,0.077045-0.0080248i,0.053399+0.021013i,0.038957+0.0067921i,0.02075-0.017445i,0.00252-0.012532i,-0.0036866+0.0072446i,0.010689+0.018205i,0.036171+0.016232i,0.050403+0.00044592i,0.038821-0.014567i,0.011711-0.013362i,-0.0063778-0.0044391i,-0.010711-0.0034457i,-0.01181-0.0069331i,-0.010323-0.0036143i
0.019592+0.0055872i,0.053484+0.027257i,0.095051+0.072743i,0.1025+0.08597i,0.048793+0.017759i,-0.029081-0.07153i,-0.084585-0.10257i,-0.090099-0.083824i,-0.052928-0.073593i,-0.029042-0.062199i,-0.030468-0.018067i,-0.026274+0.028197i,-0.0095654+0.038041i,0.010122+0.021126i,0.026358-0.0039155i,0.028981-0.032437i,0.017887-0.051346i,0.0097627-0.046815i,0.0096176-0.028994i,0.0077665-0.016158i,-0.0011853-0.011791i,-0.010234-0.0098027i,-0.010891-0.0064468i
-0.011634-0.0027524i,-0.038118-0.028587i,-0.060267-0.083175i,-0.053492-0.1165i,-0.029322-0.067667i,-0.024627+0.040404i,-0.033557+0.11847i,-0.049283+0.13128i,-0.064976+0.12268i,-0.044358+0.10536i,0.0024067+0.061867i,0.027913+0.021775i,0.031215+0.011635i,0.01945+0.0016329i,-0.011616-0.018827i,-0.045432-0.024109i,-0.063583-0.012784i,-0.058959-0.0037444i,-0.040293-0.00094403i,-0.024629+0.0021143i,-0.018681+0.0077011i,-0.01531+0.014815i,-0.0085214+0.018346i
0.0044382-0.0013571i,0.012606+0.019231i,0.0073011+0.049724i,-0.017246+0.054028i,-0.021039+0.0028202i,0.015651-0.073113i,0.047941-0.11384i,0.058449-0.11338i,0.066491-0.099853i,0.060433-0.083293i,0.02971-0.062186i,0.0026522-0.048559i,-0.0072531-0.046092i,-0.0096883-0.029353i,-0.0080172+0.0045347i,0.00070107+0.031547i,0.0089511+0.043529i,0.012153+0.04318i,0.016434+0.031317i,0.019424+0.01685i,0.0191+0.011924i,0.02075+0.012227i,0.021324+0.0061197i
-0.0039342-0.005973i,-0.0043122-0.028435i,0.0039943-0.061615i,0.0035069-0.068857i,-0.044713-0.024498i,-0.1125+0.038419i,-0.12406+0.07598i,-0.087455+0.074155i,-0.066514+0.045914i,-0.058307+0.02655i,-0.033767+0.028008i,-0.012188+0.026905i,-0.016648+0.018409i,-0.022543+0.011489i,-0.011373+0.0053928i,0.0025623-9.7592e-05i,0.013214-0.0040215i,0.017208-0.0077349i,0.0081607-0.012824i,-0.0039802-0.013739i,-0.0037475-0.010573i,0.0013028-0.012825i,-0.0022254-0.016422i
0.0037777+0.0046142i,0.00028623+0.026198i,-0.021633+0.065276i,-0.043807+0.09759i,-0.014275+0.10478i,0.065871+0.10029i,0.12121+0.081544i,0.12059+0.064225i,0.11374+0.057118i,0.10445+0.029833i,0.06834-0.0029412i,0.034855-0.0075133i,0.026976+0.0015774i,0.021305+0.0080947i,0.014522+0.013279i,0.016281+0.010202i,0.017428-0.0037476i,0.012055-0.012068i,0.0020621-0.0045876i,-0.0048437+0.0075741i,-0.0059257+0.010492i,-0.0065681+0.006685i,-0.0069903+0.0052757i
-0.0006883+0.00011328i,0.006095-0.0092353i,0.032447-0.022255i,0.06697-0.028019i,0.065861-0.040954i,0.018365-0.079504i,-0.033849-0.10711i,-0.060145-0.10948i,-0.073539-0.10525i,-0.082213-0.087241i,-0.070401-0.053939i,-0.047803-0.02575i,-0.029401-0.009011i,-0.012088-0.0046134i,-0.0019761-0.017447i,-0.0098265-0.032328i,-0.025123-0.032153i,-0.028201-0.023001i,-0.013504-0.014909i,0.006318-0.013553i,0.01569-0.018197i,0.012754-0.019916i,0.0064089-0.015348i
-0.0016155+0.001253i,-0.013454+0.0025647i,-0.036571+0.0043166i,-0.054942+0.0047798i,-0.045683+0.023874i,-0.019137+0.057951i,-0.00091153+0.064372i,0.00182+0.045705i,-0.0034693+0.048472i,0.0015044+0.064535i,0.01452+0.052823i,0.024129+0.027014i,0.030281+0.010623i,0.023269+0.0036903i,-0.0013292+0.0094912i,-0.019421+0.025371i,-0.018246+0.039389i,-0.0098963+0.042809i,-0.003593+0.031627i,-0.0060538+0.012375i,-0.015104+0.00054595i,-0.020681+0.0019673i,-0.016772+0.0083175i
0.0048199-0.0027901i,0.025209-0.0067538i,0.063347-0.0078128i,0.10374-0.0084132i,0.12213-0.027657i,0.10771-0.062937i,0.069953-0.068303i,0.052077-0.042058i,0.056998-0.04281i,0.039815-0.05969i,0.0070085-0.045426i,-0.0092144-0.028199i,-0.018674-0.031259i,-0.021572-0.022467i,-0.0024761+0.0028613i,0.023654+0.020279i,0.03792+0.020477i,0.039713+0.010605i,0.030794+0.0021764i,0.019192+0.0016842i,0.016246+0.0060181i,0.018988+0.0055564i,0.017795-0.0020916i
0.0012499+0.00023804i,-0.011935-0.0029229i,-0.039548-0.021584i,-0.075709-0.058092i,-0.10759-0.080553i,-0.1235-0.050745i,-0.10499+0.0025786i,-0.078504+0.025774i,-0.069753+0.038831i,-0.055987+0.060324i,-0.030813+0.067076i,-0.016043+0.060435i,-0.013055+0.054364i,-0.0068012+0.039143i,0.0057163+0.013963i,0.017125-0.0074304i,0.021218-0.01889i,0.016246-0.021837i,0.0024296-0.020284i,-0.013127-0.017106i,-0.024152-0.014349i,-0.027344-0.011413i,-0.02566-0.0058945i
-0.000265+0.0052666i,0.0040236+0.016515i,0.013515+0.040048i,0.016562+0.069574i,0.016899+0.083191i,0.030656+0.063422i,0.030444+0.021212i,0.0090861+0.0011277i,0.019891+0.0053305i,0.057139-0.0083371i,0.062009-0.028793i,0.040238-0.030468i,0.024029-0.019582i,0.014703-0.010915i,0.0071086-0.014545i,-0.0012455-0.026187i,-0.0084041-0.033788i,-0.010094-0.0304i,-0.0092135-0.012954i,-0.002744+0.012161i,0.0086289+0.027239i,0.015609+0.025282i,0.018088+0.017597i
-0.00083455-0.0060285i,-0.0068153-0.024985i,-0.017914-0.055942i,-0.02472-0.080732i,-0.028369-0.085094i,-0.039372-0.064226i,-0.02907-0.026127i,0.012164-0.018326i,0.01114-0.046565i,-0.032489-0.052869i,-0.037843-0.032138i,-0.013753-0.017228i,0.0028608-0.01079i,0.0090777-0.0084259i,0.0016048-0.011173i,-0.01196-0.011511i,-0.023204-0.0067955i,-0.0278-0.00032491i,-0.014618+0.0028524i,0.0078114-0.0073971i,0.017081-0.024848i,0.0099441-0.031543i,-0.00025648-0.024737i
-0.001466+0.0087683i,0.0042434+0.027311i,0.0096542+0.056644i,-0.0022179+0.081887i,-0.025073+0.10324i,-0.0098464+0.10641i,0.02919+0.065371i,0.031024+0.021304i,0.018962+0.024921i,0.028077+0.039848i,0.0297+0.023925i,0.021243-0.00017315i,0.015583-0.016326i,0.0019403-0.01925i,-0.015974-0.0026816i,-0.023844+0.016599i,-0.01901+0.027185i,-0.0061231+0.026892i,0.0002231+0.015401i,-0.0066166+0.0061892i,-0.014624+0.0081837i,-0.01418+0.013215i,-0.0076626+0.012911i
0.0031963-0.0064586i,0.0040176-0.019438i,0.0071713-0.032925i,0.025499-0.0252i,0.057235-0.0090036i,0.045378-0.02226i,-0.022287-0.026886i,-0.054565+0.0080925i,-0.024536+0.008766i,-0.011199-0.031685i,-0.03049-0.036424i,-0.038862-0.011675i,-0.031865+0.0042946i,-0.017032+0.012342i,0.0024266+0.020771i,0.01813+0.0263i,0.024377+0.021551i,0.021577+0.0091677i,0.015694-0.0012409i,0.012516-0.0081389i,0.010484-0.013532i,0.0080588-0.014999i,0.0040336-0.013203i
