-0.001926+0.00018019i,-0.0011477-0.00026582i,-0.0018516+0.00064085i,-0.0019465+0.0014999i,-0.0019454+0.0020808i,-0.0016022+0.002289i,-0.0010262+0.0019605i,-0.00057014+0.0020216i,0.00040283+0.001386i,0.00094472+0.00014561i,0.0005396-0.00021091i,0.00013683-0.0013368i,-1.1316e-05-0.0021696i,-0.0004593-0.0016264i,-0.00052773-0.0007206i,2.3124e-05+0.00042598i,0.00016858+0.00083235i,0.00025669-0.000123i,0.00028128-0.0010881i,0.00010195-0.00037386i,-0.00010114+0.00023369i,-0.00029895-0.00019429i,-0.0007806-2.4428e-05i
-1.1743e-05+0.0011911i,-0.00014341+0.00096091i,0.000554+0.0011156i,0.0014931+0.0013425i,0.0018977+0.0013534i,0.0017279+0.00090077i,0.0013315+0.00064512i,0.00053812+0.0011134i,-0.00023339+0.00079027i,-0.00032652-0.00010826i,-0.0002228-0.00046552i,4.1167e-05-0.00037288i,-4.5267e-05+0.00033028i,-0.00038558+0.0007369i,0.00025004+0.00055334i,0.00029912+0.00020011i,0.00024083+0.00052894i,0.00045531+0.00020174i,0.00014297+8.4264e-05i,-1.4666e-05+0.00062993i,0.00024322+0.00013631i,0.00011283+2.9524e-05i,2.6549e-05-0.0002797i
0.0007695-0.0011194i,0.0010225-0.00079025i,0.00097666-0.00084891i,-0.00024349+0.0002886i,-0.00089189+0.00025417i,-0.00085902-1.4457e-06i,-0.00064991+0.00048705i,1.0427e-05+0.0008711i,0.00078862+0.00094326i,0.00022489+0.00054735i,-0.0006609+0.00043292i,-0.0010572+0.00088146i,-0.00076543+0.0013391i,-0.00010291+0.00075094i,0.00045077+8.5418e-05i,3.2747e-05+0.00065869i,-0.00057142+0.00054983i,-8.5022e-05+0.0006743i,0.00031886+0.00094671i,0.00072475+0.00043873i,0.00049773+4.8813e-05i,-0.00012525-2.2502e-05i,-0.00014492-2.1453e-05i
-0.0019401+9.7622e-05i,-0.0016297-0.00015997i,-0.0015413-0.0007159i,-0.00066989-3.0525e-05i,0.00071029+0.00098695i,0.0012968+0.00080602i,0.00037755+0.0004376i,-0.00055036+6.07e-05i,-0.00050317-7.9307e-05i,-8.1748e-05-8.4383e-05i,0.00026612-9.7164e-05i,0.00044665-0.00054748i,0.00024835-0.00084055i,-0.00016204-0.00064813i,-0.0005147-0.000553i,-0.00040122-0.00050406i,0.00011453-0.00057825i,0.00056428-0.00026631i,0.00048294-0.00022901i,0.00046738-0.00063984i,-0.0001812-0.00059499i,-0.00071902+4.4298e-05i,-0.00031283+0.00021197i
-0.00024199-0.0017325i,-0.0016143-0.00094878i,-0.0022963+0.00039808i,-0.0013018+0.00087855i,-0.00027804+0.00065982i,0.00074587+0.00030081i,0.0010772+0.00020222i,0.00046048-0.00037489i,-0.0002673-0.00045193i,-8.5041e-05-0.00029108i,0.00029165-0.00068818i,0.000197-0.00045541i,7.5639e-05-0.00060346i,-0.00035845-0.00068351i,-0.00070363-0.00030337i,-0.00077619-0.00061983i,-0.00074634-0.00036966i,-0.00099009+0.00040237i,-0.0014295+0.00030774i,-0.0013888-0.0001616i,-0.00095222-0.0001997i,-0.00079434-0.0002363i,-0.00076874-0.00047843i
0.0018943-0.00062184i,0.0032326-0.00032475i,0.0036754-0.0011675i,0.0023611-0.0025844i,0.0011026-0.0019545i,-9.5865e-05-0.0014827i,-0.00014428-0.0011278i,0.0008055+1.3085e-05i,0.00056375+0.00071511i,-0.00010134+0.00036328i,0.00022595-0.00039722i,0.00053994-0.00076852i,0.00027531-0.00039282i,0.00086124+0.00061159i,0.0014559+0.00053544i,0.0013925+0.00023407i,0.00085644-0.00028778i,0.00089584-0.00087263i,0.00047503+8.9902e-05i,-0.00013501+0.0009024i,-4.7814e-05+0.00035763i,0.00022809+0.00041283i,2.0432e-05+0.00049705i
-0.00073662-0.0015307i,-0.00091785+0.00013417i,-0.0020303+0.0015766i,-0.0022561+0.0018976i,-0.00067114+0.0022296i,0.00084682+0.0019239i,0.0010403+0.00063505i,-0.00019252+4.1372e-05i,-0.00046698+0.0001203i,0.00021435+0.00045006i,6.6524e-05+0.00031759i,-8.4716e-05-5.4107e-06i,0.0004292+0.00037796i,0.00049334+8.9464e-05i,-2.279e-05-0.00082747i,-0.00038802-0.0011451i,-0.00039655-0.00045292i,-5.8163e-05+0.00025095i,-0.00024627+0.00014442i,-0.00043842-0.00090817i,-0.00058991-0.0010096i,-0.00064705-0.0001591i,-0.00019901+0.000375i
-0.00072425+0.00016674i,-0.00022702-0.0011281i,-0.0011079-0.0017921i,-0.00087132-0.00033203i,-0.00020557+0.001002i,-0.00045967+0.00046856i,-8.1774e-05-0.00042067i,0.0003786+9.4663e-05i,0.00013812+0.00016203i,-0.00025223-0.00060042i,0.00040773-0.00022287i,0.00099063+0.00098503i,0.00058838+0.0014558i,-0.00046841+0.0006613i,-0.0011627-0.00022251i,-0.00092739-0.00013103i,-0.00088841+0.00023675i,-0.00088041+0.00018471i,-0.00051014+0.00025163i,-0.00016593+0.00033387i,0.00040111-0.00024128i,-0.00015698-0.001309i,-0.0004152-0.0015758i
0.00027722-0.00019883i,0.0014112+0.00016394i,0.0021983+0.00095375i,0.0016575+0.00015944i,0.0027683-0.00084002i,0.0026652-0.00081046i,0.00080422-0.00058547i,3.8544e-05+6.7243e-05i,-6.7468e-06+0.00038543i,0.00014599-4.1972e-05i,9.1121e-05+0.00031345i,-0.00035884+0.00040196i,0.00020384-7.8954e-05i,0.0014768-0.00027344i,0.0012635-0.00042165i,3.5083e-06-0.00079742i,-0.00072082-0.00053298i,-0.00059499-0.00084747i,0.00036416-0.0011362i,0.00085879-0.00025355i,0.00094473+0.00058787i,0.00026886+0.0012023i,-0.00023928+0.0013937i
0.0010467-0.00028132i,-0.00016414-0.00042266i,-0.00088553-0.00065832i,-0.00082261-0.00089998i,-0.00093991-0.0008178i,-0.00089531-0.00043403i,-0.0012734+9.1557e-05i,-0.00090473+0.00044197i,-0.00082038+0.00049746i,-0.0011007-0.00033818i,-0.00018009-0.00088556i,0.00074568-0.0002751i,0.0009857-0.00014548i,0.001028-0.00035712i,0.00061388+0.00010649i,0.00039971-7.7255e-07i,0.00075243-0.00043713i,0.00034785-0.00042058i,-0.001055-1.8378e-05i,-0.00077648+0.00035723i,-0.00010583+0.00018557i,-9.8339e-06-0.0001283i,-0.00020443-0.0001767i
0.00065493-0.00068722i,0.0011004-0.0013788i,0.00088692-0.0016467i,0.00026746-0.00099196i,0.00032907-0.00071577i,0.00049857-0.00051418i,-0.00014119+6.4809e-05i,-0.00058739-0.00033483i,-0.00040142-0.00023986i,-0.00075578+0.00053711i,-0.00045811+0.00071501i,-0.00013611+0.00015969i,0.00022635-0.00025843i,-0.0002744+0.00043818i,-0.00073303+0.00031813i,-0.00027701-0.00024199i,-0.00033033-7.4977e-05i,-0.00080652+0.00041051i,-0.00083283+0.00047673i,-0.00056262+0.00040921i,-0.00023674+0.00010529i,-0.00015404-0.00040725i,0.00018141-0.00052283i
0.0003603+0.00020909i,0.00052678+0.00037762i,0.0012565+0.00085605i,0.0013916+0.0015197i,0.00069901+0.00074186i,0.0011118-0.00015618i,0.00095662-5.032e-05i,5.8798e-05-0.0005585i,-0.00026789-0.00041337i,0.00035456+4.3994e-05i,0.0010966+0.00019504i,0.00060282+0.00016128i,-0.00051682-0.00011167i,-0.00048947+3.4839e-06i,-0.00047035+0.00038784i,-0.0013093+0.0012985i,-0.00087393+0.00096188i,0.00025331-0.00052024i,0.00075713-0.00081024i,0.00033008-0.00072832i,0.00028556-0.0005104i,7.2279e-05-0.00034084i,5.3813e-05-0.00039257i
-0.00041498-0.00043425i,3.2939e-05+1.089e-05i,0.00031582-0.00026873i,0.00057531-0.00081893i,0.0004378-0.00035709i,-0.00024322-4.1233e-05i,-0.00014766+0.0003309i,0.00028233+0.00021786i,0.0005643-0.00015551i,0.00011673-0.00057733i,-0.00036664-0.0011459i,-0.00035798-0.00054798i,8.1757e-05+0.00066699i,0.00058927+0.00063284i,0.00048773+0.000395i,-0.00052459-0.00035708i,-0.0003909-0.00054625i,0.00066408+0.00011504i,0.00041768+0.00072865i,0.00028157+0.00087849i,0.00030877+0.00088056i,0.00029532+0.00071058i,0.00078308+0.00023288i
-0.0011424-0.00045546i,-0.0012349+0.00074949i,-0.0014046+0.0017796i,-0.00074745+0.0025018i,9.0415e-05+0.0024443i,0.0016378+0.0018417i,0.0023672+0.00131i,0.00092851+0.00076084i,0.00038693+0.00048125i,0.00078088+0.0009327i,0.00049204+0.0007952i,0.00028569-0.00025587i,0.00024171-0.00098235i,2.84e-05-0.0010961i,-0.00024926-0.00085731i,-0.0003745-0.00061826i,0.0002183-0.00079095i,0.00095011-0.00079982i,0.00028169-4.8028e-05i,-0.00029884+0.00029948i,0.00011695+0.00016821i,0.0005773-0.00049286i,0.00052131-0.00034283i
-0.0015934+0.00043752i,-0.0011778+0.0010267i,-0.0021681+0.0012399i,-0.0025153+0.00093704i,-0.0015636+0.00083566i,-0.00040606+0.00097356i,4.9156e-05+0.00019196i,-0.00018392-0.00038277i,-0.00030506-0.0001245i,-5.0056e-06-0.00040875i,0.00055725-0.00068205i,0.00091236-0.00017022i,0.0012095+0.00022324i,0.00080941+0.00035969i,-0.00025183+9.1267e-06i,-0.00021904-9.8895e-05i,-0.0001398+0.00014473i,0.00014376+0.00016301i,0.00029371+0.00050708i,0.00012841+0.00029409i,0.00019162+0.00036277i,0.00038726+0.00065391i,0.00021557+0.00019217i
0.00066705+0.0002068i,4.9303e-06-0.0012676i,-0.00011598-0.0020909i,-0.00025711-0.0012483i,0.00035352-0.00028419i,0.0013598+0.00039949i,0.0010184+0.00026441i,0.0004581-0.00083294i,0.00019584-0.00079056i,-0.00032785-0.00033845i,-0.00085863-0.0004304i,-0.00024308-0.00032559i,0.00022343-0.00017603i,-0.00028839-0.00053699i,0.00019617-0.00011977i,7.0979e-05+0.00020643i,0.00015305-0.00045799i,0.00025194-0.00053061i,-0.00011129+4.6507e-06i,-0.00021865+6.653e-05i,-0.00010218-0.00051641i,6.1096e-05-0.00095688i,-4.3062e-05-0.00069129i
-0.0013725+0.00024371i,-0.0016424+0.0011926i,-0.00095188+0.002424i,-0.00041882+0.0025482i,0.00048294+0.0018053i,0.00022013+0.00043879i,-0.00010982-4.7474e-05i,0.00013129-1.8017e-05i,-0.00011508-3.62e-05i,-0.00047846+0.00044021i,7.5439e-06+0.00052518i,0.00047908+0.00012993i,-1.5388e-05+0.00068636i,-0.0010801+0.0011862i,-0.0011064+0.00031948i,-0.00015016-0.0001982i,0.00014918+2.8291e-05i,-0.00010301+5.2388e-06i,-0.00016005+8.7724e-05i,6.1398e-05-0.00027879i,0.00027532-0.00065144i,0.00079751-0.00018395i,0.00039953+1.2195e-06i
0.00045025-0.00064461i,0.0001103-0.0016636i,-0.00011936-0.00271i,0.00069576-0.0023347i,0.00060755-0.0016729i,-4.3354e-05-0.00092493i,0.00033429-0.00063051i,0.00040131-0.00076948i,0.00099122-0.00055809i,0.0012287-0.00046113i,0.00046253-0.00073432i,4.1971e-06-0.00048747i,-0.00019826-0.00018042i,-0.00019931-5.5933e-05i,0.00011718+0.00045511i,-0.00040554+0.00010519i,-0.0006749-0.00062719i,-0.00024332-9.8723e-05i,-0.00019676+0.00021496i,0.00013751-0.00013882i,0.00052273-0.00070533i,0.0010651-0.00035336i,0.0015228+0.001061i
0.00058043-0.00087403i,0.00090228-0.0015198i,0.0011606-0.001805i,0.00029361-0.00087414i,-0.00084761+0.00040957i,-0.00090328+0.00071688i,-0.00096007+0.00031935i,-0.00077125-0.00030608i,-0.00064956-4.8934e-05i,-0.00027512-8.4464e-05i,0.00067759-0.00052742i,0.00052259-0.00051718i,-0.00024756-0.00066924i,-0.00027201-0.00015024i,-0.00031826+7.4555e-05i,-0.00087962-0.00082787i,-0.00034143-0.00015786i,0.00058601+0.00058064i,0.00024971+0.0005538i,-0.00018655+0.0007427i,0.00020539+0.00096402i,0.00079723+0.00074489i,0.00063156+0.0001213i
0.00059252-0.00060258i,-0.00091161-0.0009075i,-0.0019222-0.0014632i,-0.0023562-0.00074167i,-0.0016901+0.00047096i,5.884e-05+0.00086934i,0.0011426+0.00026723i,0.00036614+0.00025816i,-0.00057211-0.00010269i,-0.00030146-0.00046635i,0.00028485-0.00042166i,0.00037538-0.00039336i,0.00070059-0.00064646i,0.00092406-0.00080113i,8.4214e-05-0.00066629i,-0.00038667-0.0010679i,-0.00016304-0.00109i,0.00015145-0.0010263i,-5.9897e-05-0.0010622i,-0.0011008-0.00045289i,-0.0011749+4.5012e-06i,-0.00033534+0.00015975i,-0.00030627-2.595e-05i
0.00037457+0.00089471i,0.0012478+0.00022258i,0.0013826-0.00084153i,0.00064178-0.0010752i,0.00024787-0.00052454i,0.000822-0.00038765i,0.00095445-7.3429e-05i,0.00012945+0.00017453i,-0.00075469+8.2978e-05i,-0.00066725-0.00023102i,-0.00026544-0.00049609i,0.00014401-0.00077344i,0.00022288-0.00087139i,-0.00038701-0.0009046i,-0.00072912+5.1769e-05i,-0.00041309+0.00079349i,-0.00026191-0.00020879i,-7.55e-05-0.00013853i,0.00027904-0.00022009i,0.00012488-7.6062e-05i,-0.00038345-6.4634e-06i,-0.00058097-0.00059837i,-0.00060607-0.00065922i
-0.00040251+0.0011549i,0.00010304+0.00081308i,0.0010813-0.00025789i,0.0014828-0.00090047i,0.00058544-0.0013225i,0.00022084-0.0014312i,0.00052206-0.00096551i,0.0003861+6.0277e-05i,-0.00011523+0.00059497i,-0.00043044+0.00025011i,-3.9831e-06+0.00037058i,0.00047273-0.00057129i,0.00044887-0.0015277i,0.00017699-0.0009301i,6.4604e-05-0.00034657i,-0.00020752+0.0001502i,0.00012936+0.00020299i,0.0005219+0.00049257i,0.00049043+0.00044416i,0.0003235-1.3299e-05i,-9.5443e-05-8.4002e-05i,-0.00029381-9.599e-05i,-0.00062959-0.00010724i
-0.00028606-0.00075691i,-0.0015051-0.0012273i,-0.0018661-0.0013637i,-0.0011564-0.00018133i,-0.0004307+0.0014918i,0.00051046+0.0017889i,0.00094176+0.00080125i,0.00096945-0.00024643i,0.00092831-0.00043019i,0.00062652+4.4046e-05i,0.0002265+0.00010847i,0.00032622-7.0085e-05i,0.00068176-0.00015981i,0.00026249+0.00041428i,0.00015964+0.00075782i,3.7219e-05+0.00015595i,-0.00011084-0.000326i,0.00013405-0.00055027i,-0.00027889+9.0481e-05i,-0.001361+0.000381i,-0.00094293-3.5461e-05i,-0.00012302+0.00021768i,2.5718e-05+0.00010221i
0.00062634+0.0019977i,0.00096128+0.0018062i,0.0020202+0.0022177i,0.0024451+0.0022382i,0.0015617+0.00095081i,0.00079072-0.00050691i,0.0008197-0.0010584i,0.00053389-0.00083557i,0.0002217-0.00035673i,9.5051e-05-4.4751e-05i,-0.0003221+0.00019147i,-0.00030978+0.0002096i,0.00036461+5.9991e-05i,0.00081187-3.9829e-05i,0.00025446+0.0001128i,7.4416e-05+0.00017256i,0.00047199+0.00017182i,4.3437e-05+0.0005294i,-7.0808e-05-0.00010337i,0.00058498-0.00083785i,0.00047354-0.00026805i,0.00039884+0.00025776i,-5.214e-05+2.4814e-06i
-7.4884e-05-0.00051245i,-0.000902+0.00033274i,-0.0011926+5.0415e-05i,-0.00074325-0.00074649i,1.0183e-05-0.00096003i,0.00018314-0.0004114i,0.00030494+0.00064327i,0.00057418+0.00048033i,0.00064348-0.00012745i,0.0012225+0.00015856i,0.0011815+0.00034033i,0.0002912+0.00042168i,0.00012105+0.0011584i,-0.0002456+0.0012586i,-0.00026952+0.00023128i,0.00036971-4.6189e-06i,-0.00035214-0.00016155i,-0.00052595-6.2203e-05i,3.8881e-06-5.663e-05i,0.00018312-0.00010185i,-0.00028938-9.1552e-05i,-0.0011154-0.00027494i,-0.00057835-0.00073163i
0.00081882+0.00072942i,0.0016355-0.00014354i,0.0019124-8.4175e-05i,0.0011773+0.0008344i,0.00064165-0.00011775i,0.00043471-0.0009901i,-0.00052252-0.0013164i,-0.00065169-0.00089632i,0.00051229+0.00020511i,0.00065342+0.00034915i,0.00023628+0.00055796i,-0.00022843+0.0011496i,-0.00029573+0.00059465i,0.00024414+0.00010942i,-1.7278e-05+0.00011869i,0.00017702+1.2504e-05i,0.0011851+0.00011396i,0.0014139+6.285e-05i,0.00055557-7.3531e-05i,-0.00020114-0.00034853i,0.00021706-0.00043016i,0.00092819-3.8257e-06i,0.0003604+8.8779e-05i
-0.0012867-7.0493e-05i,-0.0014217+0.0003864i,-0.001622+0.00093684i,-0.0015646+0.00087837i,-0.00054708+0.00051332i,-0.00040713+0.0005561i,-0.0005815+0.00083252i,-6.3888e-05+0.0012203i,5.1313e-06+0.001308i,-0.00080967+0.0010558i,-0.00072824+0.00084073i,-0.00030254+0.00012941i,-0.00056925-0.00040285i,-0.0006488-0.00092985i,-2.6207e-05-0.00094824i,0.00068043-0.00031953i,0.00094765+0.0001838i,0.00059391-0.0001562i,0.00018868-0.00076296i,0.00043612+0.00019966i,0.00073977+0.0010852i,0.00063713+0.0010574i,0.00074724+0.00035573i
0.00052402+0.0015582i,2.1054e-07+0.0012491i,0.00081364+0.00085098i,0.0015203+0.00032831i,0.0012486+0.00034888i,0.0010907-0.0001833i,0.00040166-0.00027208i,5.7149e-06+0.00015148i,0.0001138+0.00040801i,0.00049088+3.4586e-05i,0.00074303-0.00068665i,-0.00054339-0.00029098i,-0.001152-0.00015959i,-0.00049433-0.00044466i,1.6272e-05-0.00049826i,0.00035807-0.00040453i,0.00020469-0.00041208i,0.00032312+0.00016302i,0.00020962+0.00089153i,-1.7338e-05+0.00069263i,0.00036319+0.00035884i,0.00056723-0.00016131i,3.609e-05-0.0002557i
-0.00030298-0.0017341i,-0.0013566-0.0016299i,-0.0012256-0.0014488i,-0.00045416-0.00026975i,0.00015358+0.00094419i,0.0013549+0.0011099i,0.0011998+0.00038864i,0.00075446-0.00010712i,0.0010096-0.00039554i,0.00034589-0.00084403i,-0.00061191-0.00092673i,-0.00073779-0.000735i,-0.00038854-0.00060075i,-0.00010238-0.00094439i,-0.00011512-0.0003288i,-0.0006351+0.0012452i,-0.0011617+0.0011571i,-0.0011017+0.00013566i,-0.0010305-0.00023835i,-0.0001329-3.6074e-05i,0.00026334-0.00015476i,-0.00055219-0.00024583i,-0.00070711+1.3155e-05i
0.00027364-8.1109e-05i,7.1036e-05-0.00062542i,4.1922e-05-0.0012132i,-0.00033726-0.00064786i,-3.1433e-05-7.7952e-05i,0.00091444+0.00032717i,0.00023065+0.00035208i,-0.00084853+0.00028846i,-0.00085383+0.00014916i,-0.00020754+6.5862e-06i,-0.00023369+0.00047059i,-0.0007402+0.00064583i,-0.0009271+7.3359e-05i,-0.00022021-0.00015458i,0.00010886+0.00029472i,0.00020096+0.00021784i,0.00018153+0.00045626i,0.00011361+0.001051i,-0.00058689+0.0010272i,-0.0008133+0.0010131i,-0.00071633+0.000905i,-0.001447+0.00075307i,-0.00045971+0.00086906i
0.00026879-0.00078604i,0.00076681-0.0013554i,-0.00021979-0.000861i,-0.00058746+6.265e-06i,0.00026276-4.2116e-05i,0.00017065+0.00022148i,-0.00016351+9.8972e-05i,-0.00086555-0.00036064i,-0.00085908+0.00011996i,-0.00030277+0.00033112i,-0.00012943+0.00038622i,6.2644e-05+0.00010432i,-0.00012812+0.00012983i,-0.00042348+0.00059002i,-0.00054027+0.0001248i,-0.00022071-0.0005085i,0.00065449-0.00057738i,0.00056767-0.00038873i,0.00052519-0.00019783i,0.00065211+0.00026747i,0.00033521+0.00032916i,0.00051481-3.0349e-06i,0.00023912-0.00022571i
0.00094426+0.00031176i,0.0011189+0.0011975i,0.00049009+0.0012459i,-0.00047725+0.00045023i,0.00022812-0.00025348i,0.0010123+0.00035406i,0.00069231+0.0012737i,0.0004999+0.00090078i,0.0007197+0.00017382i,0.001059-7.9638e-05i,0.00044608-0.00018267i,-0.00023002-0.000484i,-1.6523e-05+6.1019e-05i,0.0006164+0.00071743i,-1.1007e-05+0.0008079i,-0.0010937-9.0241e-05i,-0.00076201-0.0013603i,9.0643e-05-0.00092017i,0.00056099-0.00026619i,0.00050675-0.00030353i,0.00016328-0.00040112i,0.00031205-0.00039156i,0.00045729-0.00044843i
0.00097116-0.00089639i,0.00044659-0.00086944i,-0.00099177-0.00098737i,-0.0021782-0.0002736i,-0.00090498+0.0002928i,7.1331e-05+0.00080324i,0.00017087+4.1468e-05i,0.00076134-0.00028773i,0.0011368+0.00032595i,0.0012199+0.00013352i,0.00054563-8.1556e-07i,-0.00011353+0.0001362i,-0.00032553+0.00021367i,-0.00051321-0.00021212i,-0.00029948+0.00029899i,-0.00051753+0.00094515i,-0.00085911+0.0005067i,-0.00024409-0.00023555i,7.9822e-06-0.00018218i,-0.00020153-0.00010716i,-0.00039782-0.00034098i,-0.00052376-0.0009222i,-0.00026342-0.00093101i
9.7993e-05+0.0025226i,-0.00052466+0.0015941i,-0.00090767+0.0008316i,-0.00084859+0.00021846i,-0.00076439-0.00033409i,-0.00069302-0.00069082i,-0.00067233-0.0008184i,-0.00010941-0.00091177i,0.00055627-0.00052264i,0.00036277+4.2615e-05i,-0.00037984+0.00016842i,-0.0003688+4.8762e-05i,0.00037378+0.00048232i,0.00078359+0.00033158i,-5.9369e-05-0.00069772i,-0.00048205-0.0006802i,-0.00046439-0.00024803i,-0.00038531+0.00010115i,-0.00028936+0.00047628i,-0.00046512+1.2597e-05i,-0.00024651-0.00074142i,0.00015095-0.00076467i,6.7689e-06-0.00013341i
-0.0015905-0.00016329i,-0.0019221-0.00047537i,-0.0019483+0.0006462i,-0.0021746+0.0018981i,-0.0013433+0.0019055i,-3.6522e-05+0.0018427i,0.0004404+0.00046809i,0.0014542-0.00049188i,0.0013864-9.4984e-05i,0.0009065+0.00016086i,0.00073422-0.0003735i,0.00045202-0.00061783i,0.00053975+0.00022529i,0.00055524+0.00075972i,0.00044845+0.00050398i,0.00049294+4.7797e-05i,0.00048765-0.0003565i,0.00044122-0.00063699i,0.00069127-0.0006295i,0.0006476-0.00034319i,0.00091773-0.00047028i,0.00084642-0.00042372i,0.00030732-0.000239i
0.00050761-0.0014563i,0.0011097-0.0010125i,0.00052521-0.0011399i,0.00020253-0.00078637i,0.00020144-3.1422e-05i,0.00091109+0.00040167i,0.001262+0.0001135i,0.00090125-0.00054606i,0.0010166-0.00078859i,0.00053046-0.00071285i,-4.3987e-05-0.00043406i,-2.3651e-05-0.00048274i,0.00057235-0.001069i,0.00019347-0.0010288i,-0.00039085-0.00055865i,-0.00065772-4.7471e-05i,-0.00020742+0.00035566i,-0.00032834+4.1215e-05i,-0.00071729-0.00072013i,-3.7342e-05-0.00079657i,0.00025307-0.00029459i,0.0001123+0.00040849i,-0.00041686+0.00078987i
0.00030991+0.00019047i,0.00048848+0.00048703i,7.3904e-05+0.00030174i,-0.00032836-0.00030352i,-3.0396e-05-0.00038085i,0.00013734-0.00027532i,-0.0011634-0.00043689i,-0.0015015-0.00050778i,-0.00083576-0.00046038i,-0.00047999-0.0010092i,0.0003762-0.00078262i,0.00071144+0.00036807i,0.00046293+0.00012959i,0.00064574-3.0748e-05i,0.00049972+0.0002436i,0.00020952+0.00093562i,0.0008073+0.00045428i,0.00081331-0.00023939i,-0.00018711-0.00030781i,-0.00026767-0.00039663i,-0.00043417-0.00066959i,-0.00030542-0.00084687i,0.0005128-0.00046639i
-0.00059823-0.0015058i,-0.00045648-0.00071113i,-0.00036935-0.00067183i,-0.00040829-0.00048988i,-0.00076517-0.0001191i,-0.00075703+7.62e-05i,2.604e-05-6.2309e-05i,0.00064931-0.00030272i,0.000627-0.00041255i,-7.6548e-05+0.00044552i,-0.00011299+0.0012729i,0.00065607+0.00025562i,0.00064738-0.00090581i,0.00015398-0.00080529i,-0.0002697-0.00013607i,-0.00038832+0.0003378i,-1.1368e-05+0.00052478i,3.2447e-05+0.00041289i,-0.00077923+0.00036708i,-0.000947+0.00011246i,-0.00031227-0.00025693i,0.00025767-0.00043452i,-1.8613e-05-0.00039614i
-0.0005445-0.00077524i,-0.00014219-0.00067553i,0.00026953-0.00083939i,0.0010174-0.0013457i,0.001397-0.0013432i,0.0012162-0.00093184i,0.00043297-0.0013533i,1.2306e-06-0.0014913i,-0.00018541-0.0011427i,1.1142e-05-0.00031465i,-0.0001607+0.0001337i,-0.00032731+0.00046901i,-0.00022472+0.00047285i,-0.00041001+0.00056592i,-0.00054446+0.00026239i,-0.00074555-0.00014454i,-0.00054666+0.00085203i,-0.00053416+0.00050183i,-0.00012014-0.00052165i,0.00034218-0.00027127i,0.00056439+0.00048041i,0.00045128+0.00040097i,0.00079344-1.5718e-05i
8.6625e-05+0.00049718i,0.00028428+0.00037927i,0.00092636-9.4186e-05i,0.00087596-0.00094048i,0.00091556-0.002347i,0.0012274-0.0022414i,0.0009052-0.00065288i,0.00080756+0.00010561i,0.00058496+0.00059788i,0.00035683+0.00053716i,0.00029585-0.00019944i,-0.00022469+1.0331e-05i,5.7937e-05+0.00061166i,0.00030445+0.00090875i,-0.00029532+0.00074569i,-0.0013924+0.00036031i,-0.0012624+0.00012849i,-0.00071391-0.00013849i,-0.00089317-0.00038032i,-0.00077242-0.00026309i,-0.00054609-2.2956e-06i,-0.00062324-0.00017024i,-0.00041478-0.00048669i
0.00057897-0.00056644i,-0.0003511+0.00026091i,-0.00043811+0.00031562i,-2.0133e-05+0.00020823i,-0.00082451+0.00023556i,-0.00094938+0.00074903i,0.00015632+0.00060957i,0.00056279-0.00040731i,0.00038559-0.00040521i,0.00011993+0.00015604i,-0.00038236-0.00013031i,-0.00040215-0.00022165i,0.00020212+0.00044594i,0.00048795+0.00064959i,0.00073109+0.00063892i,0.00028477+0.00068347i,5.298e-05-0.00030693i,0.00082538-0.00063032i,0.00047204-0.00019743i,-0.00020378+0.00026738i,0.00026546+0.00064284i,0.00043725+0.00072532i,6.7659e-05+0.00026558i
0.0001043+0.00025234i,0.0010968-0.00020381i,0.0015718-0.00025807i,0.00073251-0.0001817i,0.00038833+0.0002598i,6.9319e-05+0.0003548i,-0.00028855+0.00016301i,-0.00015874-3.1485e-06i,-0.00022974+5.5478e-07i,-0.00026534-0.00016625i,-0.00035568-0.00018426i,-0.00028319-0.00086314i,-0.00042553-0.0014165i,-0.00067171-0.00055176i,-2.7961e-05+7.0531e-05i,-0.00015394+0.00048494i,-0.00082396+0.00086178i,-0.00049371+0.0002146i,0.00033211-0.00063249i,0.00067917-0.00047513i,-3.0379e-05-0.00069783i,-0.001038-0.0011606i,-0.00052614-0.00056505i
-2.9208e-05+0.00012187i,-0.00078023+0.00049485i,-0.00044742-5.9907e-05i,-0.00048304-0.00098341i,-0.00083957-0.0009483i,-0.00032529-0.00012386i,0.00052716+0.00062637i,0.00083107+0.0015269i,0.00048064+0.0014461i,0.00016889+0.00040835i,0.0003308+0.00050952i,-0.00017042+0.0009409i,-0.00067318+0.00059733i,0.00013222+0.00027846i,0.00044126+8.3154e-05i,-0.00064747-0.00021955i,-0.0010371-0.00043393i,-0.00048175-0.00028571i,-0.00043623-0.00091962i,0.00032187-0.00067862i,0.0019079+0.00033235i,0.0011919+0.0002883i,9.1577e-05+4.9228e-05i
