-0.0053319+0.0014333i,-0.0037188+0.0016154i,-0.0036229+0.0033886i,-0.001893+0.0029083i,-0.00053659+0.0028162i,-0.0012433+0.003001i,-0.0012604+0.0024373i,0.00076432+0.0013523i,0.0015181+0.0010026i,0.0016963+0.0012902i,0.0016905+0.0012399i,0.00050813+0.00034836i,0.0007692-0.0004316i,0.0015188+0.00035862i,0.00079363+0.00086167i,-2.4906e-05+0.0005238i,-0.00055771+0.00055964i,-0.00089712+2.8191e-05i,-0.00067712-0.00017967i,-8.4652e-05+0.00034504i,0.00030325+0.00030226i,0.00093738-0.00024417i,0.00089502-0.00032817i
-0.00066572+0.0024068i,0.00056639+0.0023201i,0.0013483+0.0028301i,0.0023653+0.0022083i,0.0025807+0.00063465i,0.0021909-0.00085055i,0.001408-0.00075576i,0.00044871-7.6668e-05i,-0.0005586-0.00030395i,-0.00041969-0.00019003i,0.00094422+0.00017258i,0.00075723-3.994e-06i,-0.00054153+4.6105e-06i,-0.00031748+0.00013564i,0.00023278+7.4163e-05i,6.2262e-05-0.00016122i,-0.00072789+0.00036311i,-0.00063224+0.00070893i,-0.00042059+0.0002908i,-0.00084417+0.00010893i,-0.00057443+0.00031618i,0.00020184+0.00048172i,0.00073341+0.0002678i
0.00025944-0.0015232i,-0.00052655-0.0015594i,0.00032625-0.0017519i,-0.00011446-0.0019576i,-0.0010025-0.0014147i,-0.00084578-0.00066597i,-0.00059234-0.00013359i,-0.00021384-0.00042964i,-0.00025232-0.0012676i,-0.00052685-0.00080372i,-3.0198e-05+0.00017785i,0.00056515+0.00066175i,5.5676e-05+0.00074457i,-0.00049989+0.00081436i,-0.00030552+0.00047208i,0.00012991+0.00015396i,0.00018974+3.0847e-05i,0.00025193-0.0001889i,1.094e-05-0.00029388i,0.00015261-5.0808e-05i,0.00042647+0.00015989i,0.00014315+0.00059308i,-0.00024991+0.00079051i
-0.00019495-0.00052144i,-0.0002021+0.00056447i,0.00081296+0.0014433i,0.00059282+0.00017766i,-0.00049783-0.00067675i,-0.0010298-6.0698e-05i,3.4891e-05+0.00035457i,0.0013502+0.00065404i,0.00055729+0.00023176i,-0.00085016-0.00018356i,-0.00070983-0.00055083i,0.00020133-0.00066694i,0.0012308-0.00033475i,0.00079646-3.842e-05i,-3.1539e-05+0.00019245i,2.4973e-05+0.00046563i,0.00012394+0.00040452i,0.00015584-8.7739e-05i,-0.00011926-0.00033341i,-0.00022403+0.0004353i,-0.00023606+0.00037902i,5.055e-05+0.0005863i,0.00053585+0.00027958i
0.00066474-0.00096062i,0.00076389-0.0010869i,0.0007403-0.0016049i,0.00040758-0.001544i,-0.00039525-0.0008954i,-0.00041977-0.00030646i,-0.00026805-0.00010563i,0.00028449+0.00027221i,0.0010551+0.00041738i,0.00024842+0.0002723i,-0.00051533+0.00034671i,0.00036377-6.1786e-05i,0.00054287+0.00021017i,-0.00036869+0.00075191i,-0.00058959+0.00055237i,-0.00066102+0.00012705i,-0.00026175+6.2792e-05i,0.00061697+0.00029566i,0.00079709+0.00030282i,-0.00013346+0.00020937i,-0.0010332+0.00061395i,-0.00083025+0.00077013i,-0.000724+0.00070339i
-0.0015021+0.0023088i,-0.0010163+0.0029289i,5.58e-05+0.0034063i,0.00087668+0.0027662i,0.0014149+0.0012519i,0.0010388+0.00023313i,-0.00012614+0.00028813i,1.2456e-05-0.00015231i,0.00049651-0.00046273i,0.00042163-0.0002951i,0.00026102-0.00018178i,0.00056838-0.00037387i,0.00095647-0.00011718i,0.0010183+0.00069905i,0.00092471+0.0008977i,0.00055753+0.00041532i,0.00059792+8.4544e-05i,0.0011225-5.868e-05i,0.00069184-8.5598e-06i,-0.00052495+0.00030104i,-0.00095162+0.00027992i,-0.00038461-0.00036424i,-0.0004194-0.00076318i
0.00029821-0.00083443i,0.00035001-0.001554i,-8.9443e-05-0.00079825i,0.00011384-0.00012504i,0.00073292-0.00032524i,0.00084937-0.00055409i,0.0007742-0.00066644i,0.00087332-0.00096178i,0.0009245-0.0010404i,-0.00012159-0.0010034i,-0.0008276+0.00027965i,-0.00041186+0.00030695i,-0.00066589-7.9987e-05i,-0.00031731-2.2165e-05i,0.00048417+0.0002246i,0.00043706-3.2488e-06i,6.9357e-05+0.00017788i,-0.00011787+0.00060686i,0.00029211+0.00074992i,9.9333e-05+0.00018303i,-0.00027942-0.00063349i,-0.000368-0.00057424i,-0.00055759-0.00033847i
0.0016876-0.00012288i,0.0017481+0.00014611i,0.0028547+0.001073i,0.0017463+0.00027147i,-0.00013599-0.0020659i,-0.0002283-0.0016345i,0.00033627+0.00029949i,0.0010058+0.00052532i,0.0010901-0.00065744i,0.00039137-0.00081695i,-0.00014938-0.00019487i,-0.00022702+0.00033429i,-0.00049595+0.00056742i,-0.000193+4.4768e-05i,0.00059663+8.4884e-05i,0.000236+0.00036156i,-0.00015785+0.00024801i,-6.7674e-05+0.00092532i,-0.00024262+0.00054007i,-0.00039215-5.1914e-05i,-0.00028592-8.7486e-05i,-4.4139e-06+2.7618e-05i,2.3516e-05-7.1947e-05i
0.0022883+0.00051826i,0.0005513+0.00058491i,-0.00022923-0.00050944i,-0.00073766-0.0010979i,-0.00081453-0.00073528i,-0.0010902-4.063e-05i,-0.00066803+0.00057176i,0.00032814+0.00064198i,-0.00036817+7.5873e-05i,-0.0010132-0.00062365i,-1.5432e-06-0.00074813i,0.00020775-0.00029694i,-0.00024752+5.3828e-05i,0.00015176+0.00098022i,0.00049725+0.00093213i,0.00078627+7.3034e-06i,0.00051136-0.00019742i,-0.00015798-0.00029374i,-0.00043186-1.8766e-05i,-0.00047459-0.00022173i,-0.00061868-0.00070153i,-0.0007679-0.00057575i,-0.00067861-0.00063377i
-0.00059462-0.00025987i,1.4164e-05-0.00098887i,-0.00037562-0.0010536i,0.00011516-0.00080447i,0.00044862-0.0017022i,0.00034767-0.0012089i,-0.00014117-1.3769e-06i,-0.00027739-0.00043722i,-0.00059209-0.00037955i,-0.00016705+0.00030918i,0.00044456+0.00068315i,0.0005532+0.0003632i,0.00025616+0.00029672i,-8.875e-05+0.00037277i,-0.00019311-0.0002016i,0.00030092-0.00025339i,0.00067188+2.1764e-05i,0.00048959+8.9748e-05i,0.00026708-0.00042792i,-0.00061536-0.00049154i,-0.0010576+0.00014386i,-0.0004663+0.00036698i,-0.00033276+0.0010533i
0.00042941-0.00027187i,-0.0010101-0.00045005i,-0.0010305-0.00013219i,-0.00057946+0.00046229i,-6.8311e-06+0.00010258i,-1.7608e-05-0.00010329i,-0.00048394+0.00035799i,-0.00063242+6.1162e-05i,-0.00071273-0.00071839i,-0.0002889-0.00069825i,0.00046041-0.00040713i,0.00082936-0.00040325i,0.001091-0.00020476i,0.00078335+0.00019818i,0.00058657+0.00035447i,0.00051224+0.00036942i,9.4311e-05+0.00024894i,0.00066839+0.00042404i,0.00047407+0.00064541i,-0.00038439+0.00023957i,-0.00036531-0.00020787i,-8.2624e-05-0.000524i,-0.00020293-0.00058222i
0.0031121+0.00075667i,0.0028182+3.9258e-05i,0.0037295-0.0010238i,0.003355-0.0014628i,0.0012891-0.0021821i,-4.0361e-05-0.002108i,-0.00025956-0.00047988i,-0.00017061+1.7578e-05i,-0.00037027-0.00076743i,-1.256e-05-0.0010093i,0.00027491+1.0665e-05i,0.00020512+0.00052084i,-6.5036e-05+0.00010189i,-3.0518e-05-2.4755e-05i,-0.00031748-0.00030488i,-2.5159e-05-0.00017682i,0.00037874+7.8246e-06i,0.0007105-0.00032906i,0.00067489+0.00034826i,0.00033252+0.00074095i,0.00025879+0.00038562i,-0.00010501-0.00012744i,0.00014257-0.00073534i
-0.0015687-0.0016179i,-0.0023276-0.0012428i,-0.0019934-0.00029225i,-0.0012524+0.00086446i,-0.0012431+0.0013037i,-0.0014147+0.0013017i,-0.0014085+0.0013031i,-0.00093776+0.00037024i,-0.00081812+0.00019049i,-0.0004183+0.00063372i,0.00028694+0.00089425i,0.00064825+0.0010023i,0.0012513+0.00039308i,0.0010004+0.00025563i,0.00064152+0.00015592i,2.5276e-05+8.9099e-05i,-0.00061481+0.00057043i,-0.0006892+0.00038047i,-0.00047418+5.1125e-05i,0.00019132+0.00021138i,0.00069389+0.00036547i,0.0011272+0.00064149i,0.00068987+0.00067569i
0.00064715+0.00063235i,0.0001683+0.0012075i,-0.00013809+0.00037862i,0.00097225-0.00031773i,0.001511-0.0017097i,0.00095307-0.001843i,0.00057887-0.00074789i,0.000831+8.1504e-06i,0.00092256+0.00020184i,0.00051892-0.00010298i,0.00061997+0.00035976i,0.00062944+0.00035694i,3.9557e-05-0.00011507i,0.00018215+0.00015128i,0.00065634+0.00099815i,0.0001628+0.00025445i,-0.00062807-0.00068106i,-0.00070895-0.00017916i,-0.00044817-7.126e-05i,-0.00033712-7.6152e-05i,-0.00021974+0.00016151i,0.0002341+0.00019598i,0.00037826+0.00035611i
0.0008636+5.1859e-05i,0.00061434+0.00056248i,5.944e-05+7.2048e-05i,-0.00066888-0.001134i,-0.00071719-0.0018441i,-0.00064235-0.00087074i,8.3232e-05-6.2755e-05i,0.00076199-1.5186e-05i,0.00065453+0.00010844i,0.0002085+0.00018395i,0.00039534-6.0863e-06i,0.0013104-0.00024643i,0.00093444-0.00023824i,0.00016669-0.00028278i,-0.00049795-0.00036032i,-0.00084384-0.00061301i,-0.00093734-0.00031641i,-0.00011912+2.5395e-05i,0.00017535-0.00031533i,6.338e-05-0.00079666i,-0.00012364-0.00037039i,-0.00032576-0.00047289i,0.00025044-0.0010225i
-0.00079637-0.00044394i,-0.0010634-0.00024943i,-0.00098066+6.9184e-05i,8.7056e-05+0.00042714i,0.0010399+0.00048399i,0.00055027-0.00017145i,-0.0004681-0.0009132i,-0.00047832-0.00084658i,-0.00017062-0.0003955i,-0.00067309+0.00030069i,-0.0011738+0.00095951i,-0.00035623+0.00097331i,0.00066248+0.00056828i,0.00015263-0.00010423i,-8.3713e-05+8.1977e-05i,0.00022496+0.00050606i,4.4105e-05+6.3361e-05i,0.00016962-9.7861e-05i,0.00054852-0.00016121i,0.0011075-8.6191e-05i,0.00043466+9.7604e-05i,-0.00032946-9.4108e-05i,1.514e-05-0.00014655i
9.1085e-05+0.00095228i,0.00043593+0.0018025i,0.0011604+0.0021752i,0.0014217+0.00062448i,0.0010719-0.0013384i,0.00015291-0.0010997i,-0.00059952+0.00028236i,-0.00030439-0.00010849i,0.00018252-0.00088526i,0.0001353-0.00033987i,-7.3113e-05-8.3193e-05i,0.00013576-0.00067035i,0.0002909-0.00088941i,0.00032105-0.00099929i,0.0011703-0.00093478i,0.0010178-0.0002141i,0.00039414+0.00012268i,-0.00013268+0.00021522i,-0.00031046+7.0089e-05i,7.45e-06-7.5578e-05i,-1.9648e-05+0.00022535i,-9.5819e-05+0.00027002i,-0.00033515+8.9917e-05i
0.0029293+0.0004902i,0.0016445-0.00084799i,0.00074568-0.00095916i,0.0011427+0.00028885i,0.0008381+0.00034006i,-8.5915e-05-0.00073734i,0.00040762-0.00030142i,0.0011207+0.00055104i,0.00037645-5.8477e-06i,-2.3903e-05-0.0010442i,0.00046612-0.0008253i,0.00071466-2.9305e-05i,0.00029604+0.00079671i,-0.0004091+0.00091494i,-0.00061735+0.000513i,-3.9366e-05-2.6662e-05i,0.00039996-0.00017245i,0.00067439+0.00016023i,0.00038383+0.0008975i,-0.00030692+0.00096286i,-0.00010201+0.00028522i,0.00030931-3.4642e-05i,0.00057085+0.00027364i
0.0013607+0.00037601i,0.00082667-0.00027221i,-0.00068948-0.0011291i,-0.00086234-0.0021769i,-9.5429e-05-0.001817i,-0.0003666-0.0014088i,-0.00081157-0.0011793i,-0.00094044-0.00088954i,-0.00041133-0.0011442i,0.00045866-0.00075389i,0.00037568-0.00068342i,-1.7031e-05-0.00080685i,-0.00050465-0.00017845i,-0.00050995+0.00029195i,-0.00035931+0.0007934i,-0.0007656+0.00066918i,-0.00056762-0.000109i,0.00035331-9.1467e-05i,0.0002701-0.00028059i,0.00039661-0.00049262i,0.00048753-9.7117e-05i,0.00029065+0.000505i,0.0001424+0.00081722i
-0.00067689+0.00032198i,-0.00035176+0.00066677i,5.993e-05+0.00097074i,0.00044509+0.0020677i,0.00014855+0.0022121i,-0.00058709+0.001345i,-0.0005502+0.00082204i,6.9228e-05+0.00053178i,0.00010348+0.00016354i,4.6651e-05-9.1987e-05i,0.00050653-0.0004385i,0.00034626-0.00058692i,-0.00021942-0.00024042i,-0.00045833+0.00064547i,-0.00031253+0.00076067i,0.00044302+0.00049789i,0.0005477+0.00012783i,-0.00051947-0.00032211i,-0.00067604+0.00012579i,-0.0004663-3.3669e-05i,-0.0006224-0.00023959i,-0.00030279-0.00017994i,-8.6776e-05-0.00031039i
0.00030519-0.0019121i,0.00097218-0.0011348i,0.0016919-0.00053287i,0.0016024-0.001632i,0.0010362-0.0018698i,0.00043116-0.00059389i,-4.5522e-05+0.00027182i,0.00052019-0.00058036i,0.00072452-0.0014011i,9.8948e-05-0.00092992i,0.00030797-0.0005419i,0.00034636+2.8885e-05i,0.00035572+0.00040095i,0.0006482+0.00019133i,0.00069089-0.00019248i,0.00040349+6.1951e-05i,0.0002124+0.00051743i,-0.00036552-4.4042e-05i,-0.00025381-0.00041276i,-0.00047665-0.00041076i,-0.00099288-0.00052118i,-0.00095049-0.0011403i,-0.00091943-0.0012483i
0.0017133+3.6982e-05i,0.001603+0.0012603i,0.0012677+0.0017852i,0.0015506+0.00068166i,0.00086153+4.2091e-05i,-0.00030764-5.1161e-06i,-0.00050444-5.0462e-05i,-0.0006006+0.00047954i,-0.00090112+0.00019633i,-0.00053928-0.00029855i,-0.00014773+0.00050071i,7.641e-05+0.00064389i,0.0002214+9.7811e-05i,-0.00013783+0.000105i,-0.00050814+4.3309e-05i,-0.00040489-0.00046906i,0.0002514-0.00017208i,-6.3506e-05+0.00035286i,-0.00036982+6.3637e-05i,-7.8985e-05-0.00051491i,-0.00050945-0.00032676i,-0.00074542-0.00022612i,-8.7294e-05-0.00023082i
0.00017754+0.00078168i,0.0010351+0.00084948i,0.0014503+0.00067589i,0.0017454-0.00050848i,0.0020867-0.0016119i,0.00095636-0.0016191i,0.00013918-0.00032779i,0.00091366+0.0013622i,0.0010827+0.0022935i,0.0010475+0.0022961i,0.0012746+0.0013329i,0.0013732-0.00017526i,0.00093647-0.0018472i,0.0012644-0.0021746i,0.0010551-0.0014109i,9.4894e-05+0.00041208i,-0.00082765+0.0017669i,-0.00095349+0.0013659i,-0.00011668+0.0011129i,0.00033631+0.0005224i,0.00026685+0.00051865i,0.00071196+0.00048968i,0.0014247+0.0002307i
-0.0019307-0.0020282i,-0.0014121-0.00061806i,-0.0010085+0.0008225i,-8.5832e-05+0.0010042i,0.00035151+0.00070507i,-0.00025785+0.00058312i,-5.0332e-05+0.00068841i,0.00038385+0.00042177i,0.00042076+0.00017335i,0.00064194-6.2282e-05i,0.00075626-0.00056085i,0.0002377-0.00027524i,6.6467e-05+0.000711i,0.00014123+0.00036582i,-0.00028567-0.00093986i,-0.00031371-0.0012118i,-0.00025449-0.00073463i,0.00042522-0.00033263i,5.768e-05+0.00011193i,-0.0010016-0.00045975i,-0.00074568-0.00056202i,0.00038214-6.4155e-05i,0.00052492+0.00063739i
4.667e-05+0.0018797i,-3.2038e-05+0.0015146i,0.00040633+0.0020955i,0.0018343+0.00050974i,0.0028985-0.0012521i,0.0011749-0.00067359i,-0.00031395-0.00013591i,0.00022265+0.00020035i,0.00067238+0.00014241i,0.00067702-0.00031337i,-1.6277e-05-0.00083531i,-0.0006356-0.00027918i,-0.00067905+0.00055683i,0.00020517+8.906e-05i,0.00051463-3.943e-05i,0.00037618-0.00025957i,0.00035393+0.00014057i,-0.00050793+9.0709e-05i,-0.00034701+0.00027632i,0.00031799+0.00071043i,0.00029686+0.00038256i,0.00027066-0.00016582i,0.00041587-0.00053189i
0.0022985-0.0022567i,0.00074746-0.0018587i,0.00087276-0.0020754i,0.00025287-0.0027421i,-0.00079562-0.0030683i,-0.0014204-0.0017906i,-0.0013307+0.00023258i,-0.00035155+0.0004439i,0.00031197-0.00081734i,-0.00013193-0.0009212i,-0.00014926-0.0004144i,-0.0002186+0.00022406i,-0.00021769+0.00072961i,-0.00046787+0.00063604i,-0.00049293+4.3908e-05i,-0.00030487-0.00046754i,-0.00037629-0.00098968i,-0.00090044-0.00078682i,-0.00091954-0.00072025i,-0.0007045-0.00056347i,-0.00021796+0.00061542i,0.0004658+0.0012736i,0.00073734+0.00021716i
0.00070395+0.0010176i,-0.00018343+0.00058421i,0.00067579-1.5183e-05i,0.0010889-0.00043616i,0.00054517-0.0012684i,0.00022033-0.00074698i,0.00041969+0.00052924i,0.0011037-4.7288e-07i,0.00076232-7.5327e-05i,-0.0002342-0.00032784i,-0.0001978-0.00032609i,0.00014414-0.00018778i,0.00012531-2.2556e-05i,1.9608e-05-0.00011089i,-0.00034791-0.00025858i,-0.00051378-0.00030049i,-0.00064392+0.00017412i,-0.00060757+8.2398e-05i,-0.00030464-0.0003467i,-5.2857e-05-4.9774e-05i,0.00021473+0.00065846i,0.00014949+0.00014746i,-0.0006321-0.00059168i
0.00072934-0.00070786i,3.1684e-05+0.00019752i,-0.0001595+0.0020488i,5.0424e-05+0.0015718i,9.316e-05-0.00049217i,-4.2164e-05-0.00043187i,-0.00015562+0.00049491i,-0.00019634+0.00034749i,-0.0001992-0.00038759i,-0.00072841+0.00015356i,-0.00061254+0.00085899i,0.0010403+0.00077865i,0.00099047+0.0005992i,-0.00023805+0.0009652i,-0.00057704+0.0012037i,-0.00010444+0.00029144i,-0.00033936-9.1441e-05i,-0.00031912-4.2169e-06i,7.5473e-05-9.5004e-05i,0.00022499+0.00037942i,-0.00030272+0.00078492i,-0.00036906+0.00067008i,-4.8682e-05+0.00034279i
9.1215e-05-0.00061211i,0.00019104-0.00014794i,0.0018618+0.00024772i,0.0029799+0.00030562i,0.0013221+7.9712e-05i,0.0004408-0.00055983i,0.00054225-0.00061277i,0.00079811-0.00013057i,0.0013533+0.00010735i,0.00078893-0.00013359i,0.00014875-0.00066664i,0.00032585-0.00089882i,0.0004116-9.1809e-05i,0.00039427+0.00020507i,0.00019824-0.00084116i,-0.00039468-0.0013838i,-0.00087546-0.00040815i,-0.0010045+0.00015466i,-0.00052481+2.2293e-05i,-0.00054855-2.4203e-05i,-0.00066369-0.00051872i,3.8261e-05-0.00063437i,0.00063013-1.3518e-05i
0.0018666-0.00064677i,0.0012989-0.00067i,0.0016027-0.00013338i,0.0016159-0.00027585i,0.0012433-0.00077575i,0.00067666-0.0012889i,0.00033479-9.3766e-05i,0.0012636+0.0010348i,0.0015009+0.0002368i,0.00064488-0.00036537i,0.0001591+0.00010535i,-0.00060504+0.0008944i,-0.000956+0.00086071i,-0.00052966+0.00052092i,-0.00017568+7.5263e-05i,0.00044779-6.2654e-07i,0.00062619+0.00066739i,0.00044702+0.00066276i,0.00053366+0.00071224i,0.00040185+0.00075808i,0.00019083+0.00095896i,5.8103e-05+0.00043145i,-0.00011001+6.1495e-05i
0.00073874-8.3784e-05i,-0.00065886+2.0559e-05i,-0.00081375-0.00049642i,-3.8181e-05-0.0010338i,-0.0006429-0.00086852i,-0.0005568-0.00089368i,0.00030364-0.00033424i,0.0005931-3.7506e-06i,0.00064043-0.00031168i,9.8771e-05-0.00016044i,-0.0006934+0.00036204i,-0.00045148+0.00068357i,0.00025714+0.001011i,-0.00066474+0.0014385i,-0.0011004+0.0011621i,-0.00098722+6.081e-05i,-0.0007878-0.00054697i,-0.00043461-0.00023611i,-0.0004194+8.041e-05i,5.2236e-05+7.1837e-05i,-0.00017059-0.0005755i,-0.00026221-0.00045633i,-0.00058845-9.2629e-05i
-0.00028962+0.0021118i,0.00062017+0.0020912i,0.0014436+0.0022185i,0.0015725+0.00099211i,0.0015392-0.0012369i,0.00082062-0.0020168i,0.00046248-0.0013868i,0.00092324-0.00072978i,0.00036048-0.00012685i,-0.00033313+0.00055938i,-0.00017025+0.0012903i,0.00084774+0.000905i,0.0014203+0.00015524i,0.00032585+0.00050488i,-0.00017446+0.00051144i,0.00049798-0.00022053i,0.00078877+0.00042119i,0.0003904+0.0011723i,0.00031327+0.00095709i,0.0002842+0.00011062i,-0.00011117-0.00096051i,-0.00088194-0.00099919i,-0.00077814-0.00056669i
0.0013602-0.00036764i,0.0010641-0.00033892i,-8.8411e-05-0.00035122i,-0.00065789-0.00029953i,-0.00051987-0.00020992i,-0.00083051-0.00021408i,-0.0017055+0.00077628i,-0.0011066+0.0016234i,-0.00045293+0.00091972i,-0.00072597+4.9177e-05i,-0.00035083-0.00014356i,0.00074991+0.00027002i,0.0013188+0.00055168i,0.0014394+0.00093549i,0.00085142+0.00033176i,0.00023622+3.1834e-05i,-5.7428e-06+0.0001738i,-0.00030545+9.6041e-05i,6.698e-05+0.0004876i,0.00031373+0.00030232i,-0.00045962-0.00024994i,-0.0010314-0.00032113i,-0.00033449+0.00013586i
-0.0009329+0.0017473i,0.00047704+0.0020322i,0.0011247+0.0024131i,0.0018306+0.0013793i,0.0028958-0.00020504i,0.0019927-0.00053806i,0.00065108+3.9399e-05i,0.00096267+0.00074049i,0.0013581+0.00057914i,0.00127+0.00010547i,0.00099159+0.00042762i,0.00064299-4.9197e-05i,-0.00019863-0.00063801i,-0.00086958-0.00020422i,-0.0002999-0.0002393i,0.00041952-0.00038769i,0.00064005+7.0188e-05i,0.00031282-4.1352e-06i,0.00032379+0.00051048i,0.0007404+0.0012585i,0.0002841+0.00078571i,-1.7828e-05-0.00018489i,0.0001878-0.0010603i
-0.0018483+0.00029021i,-0.00033865+0.00094465i,0.0012358+0.0021261i,0.0021033+0.0015884i,0.0019052+0.00018764i,0.00047679-8.4923e-05i,0.00024597-8.9786e-05i,0.00040154-0.00058887i,-0.00038233-0.0010349i,-0.00050962-0.00032557i,2.5575e-05+0.00055376i,0.00051907+0.00036971i,0.00037314-8.0577e-05i,-0.00012641-0.0002779i,0.00037294-0.00033869i,0.0010885-1.9528e-05i,0.00039882+0.00066733i,-0.00022918+0.00063325i,0.00016274-0.00031089i,0.00079276-0.0009464i,0.001014-0.00045692i,0.00087987+6.3297e-05i,0.00092168-9.8951e-05i
-0.00011278-0.0015812i,-0.00027307-0.00060955i,-0.00053058+0.00019617i,9.5253e-05+0.0007813i,-0.00070164+0.00052105i,-0.0015105-0.00049145i,-0.00047239-0.00042661i,0.0003284-2.4355e-05i,5.9503e-05+0.00037934i,3.1247e-05+0.00070418i,7.5833e-05-2.3497e-05i,0.00013276-0.00024416i,-0.00035115+0.00060261i,-0.0010473+0.00084923i,-0.0011636+0.00091555i,-0.001058+0.00094915i,-0.00096366+0.00080473i,-0.00063332+0.00020593i,4.681e-05+0.00015095i,0.00042843+0.0014212i,0.00052884+0.0014323i,0.0005892+0.00034973i,0.00025904+2.5104e-05i
-0.00038672-9.4303e-05i,-5.5653e-05+8.7085e-05i,0.00026531+0.0017315i,0.00070209+0.0011347i,0.0011355-0.00082007i,0.00043489-0.00062443i,-0.00055401+0.00011653i,0.00023346-0.00021458i,0.0010772-0.00025361i,0.00082368+0.00012661i,0.00088907+0.00057655i,0.00025338+0.001075i,-0.00081494+0.00027007i,-0.00023043-0.00029523i,0.0001744-0.0002506i,-7.4514e-05+0.000376i,-0.00036283+0.0010785i,-0.00095057+0.0011593i,-0.00075327+0.00075552i,-0.00020432-0.00017087i,-0.00075844-0.00013064i,-0.00032953-0.00025109i,0.00036964-0.00083894i
-0.0021111+0.00047734i,-0.00028655+0.00069308i,0.00078695+0.00089322i,0.0016754+0.0008418i,0.001306+0.00037004i,0.00037317-6.658e-05i,0.00027726+0.00026145i,0.0013157+0.00083045i,0.00076213+0.00077106i,0.00057627+0.00076108i,0.0012859+0.00082181i,0.00064725+5.4386e-05i,7.856e-05-0.00097056i,0.00023281-0.0010667i,0.00045077-0.00024116i,-0.00037581-1.3404e-05i,-0.00077435+7.6195e-05i,-0.00076565+0.00030133i,-0.00071216-4.4985e-05i,-2.5131e-06+9.2377e-05i,-3.7991e-05-0.00014581i,-0.00095449-0.00063199i,-0.0011466-0.00056178i
-0.00060053+0.00044513i,-0.0010382+3.4167e-05i,-0.00070196+0.00074831i,0.00088135+0.0013948i,0.0013656+0.00061115i,0.0002989+5.7752e-05i,-0.00054126+0.00018914i,-0.00084562+2.8609e-05i,-0.00020489+1.6194e-05i,0.0004635+0.00052679i,0.00037459+0.0010329i,0.00012879+0.00064867i,-0.00010867+0.00035237i,8.8498e-05+0.00065184i,0.00024117+0.00047597i,-0.00041509-0.00062244i,-0.00070309-0.00092327i,-0.00035415-0.00078227i,0.00018562-0.00044091i,0.00023321-0.00015659i,-0.00015299-7.7484e-06i,2.1632e-05+0.00046493i,0.0011744+0.00051472i
-0.00039475+0.0033111i,-8.9836e-05+0.0022649i,-0.00010752+0.0017278i,0.00064126+0.0009083i,0.00041895-0.0014571i,-0.00071366-0.00185i,-0.00060329-0.00065914i,0.000247+0.0004136i,0.00016957+0.0014102i,-0.00069434+0.0011814i,-0.0011532-0.00021591i,-0.00040818-0.0011057i,0.00017164-0.00069491i,-2.2558e-05-0.00029271i,-0.00032491-0.00025085i,-0.00023168-0.00086509i,0.00032079-0.00078886i,0.00068324+0.00014869i,0.00060171+0.00066986i,0.00061426+0.0005734i,0.00096913+0.00075829i,0.00060253+0.00049092i,-0.00062677+0.00060462i
-0.00026675+0.0010901i,0.0002935+0.001116i,0.0011705+0.0011216i,0.00219+0.00015726i,0.0028659-0.001071i,0.0011923-0.00047666i,-0.00037853+0.0004235i,-0.00010621+0.0010181i,-0.00029773+0.0013912i,-0.00017809+0.00095874i,6.9827e-06+0.00037489i,-0.00036929-0.00026688i,-3.4949e-05-0.00083922i,0.00052363-0.00039592i,0.00028247+0.00062629i,0.00027202+0.00078117i,0.0005492+0.0012485i,0.0005644+0.0014082i,0.00039736+0.001263i,5.8221e-05+0.00072569i,-0.00083292+2.59e-05i,-0.00067731-0.00016214i,-0.00026732-0.00035685i
-0.0011782-0.0014236i,-0.0012158-0.0012585i,-0.0010711-0.00056033i,-0.00069189+0.00032273i,-0.00024082+0.00027223i,-3.8062e-05+0.00045945i,0.00024326+0.00096639i,0.00068851+0.0005242i,0.00053546-0.00040525i,-0.00015375-0.00013265i,1.7671e-05+0.00083912i,0.00011687+0.00068808i,-0.00029347-2.7942e-05i,-0.00076055+0.00023657i,-0.00046801-2.4522e-05i,0.00031732+0.0001221i,5.427e-05+0.00052429i,-0.00058526+0.00048848i,-0.00084372+0.0011868i,-0.00084175+0.0012106i,-0.00049765+0.00018538i,-0.00036265-0.00065127i,-0.00010475-0.00055937i
-0.0014971-0.00018789i,-0.001003+0.00031972i,0.00021897+0.0011427i,0.0011601+0.0011724i,0.0010895+0.0002806i,0.00098276+0.00014916i,0.0013118+0.0003135i,0.001414+0.00097523i,0.00077235+0.0011255i,0.00055408+0.0010176i,0.00085731+0.0008623i,0.00041927+0.00056597i,-0.00021284-0.00011381i,-3.3538e-05+9.7862e-05i,-0.00017861+0.00060383i,-0.00086941-0.00013042i,-0.00077652-0.00056921i,-0.00011908-0.00013039i,-9.4299e-05-0.00023312i,-0.00064997-0.00057384i,-0.00062134-0.00031274i,-0.00022214+0.00010332i,9.9346e-05+0.00013301i
