-0.0053319+0.0014333i,-0.0037188+0.0016154i,-0.0036229+0.0033886i,-0.001893+0.0029083i,-0.00053659+0.0028162i,-0.0012433+0.003001i,-0.0012604+0.0024373i,0.00076432+0.0013523i,0.0015181+0.0010026i,0.0016963+0.0012902i,0.0016905+0.0012399i,0.00050813+0.00034836i,0.0007692-0.0004316i,0.0015188+0.00035862i,0.00079363+0.00086167i,-2.4906e-05+0.0005238i,-0.00055771+0.00055964i,-0.00089712+2.8191e-05i,-0.00067712-0.00017967i,-8.4652e-05+0.00034504i,0.00030325+0.00030226i,0.00093738-0.00024417i,0.00089502-0.00032817i
0.006248-0.0079673i,0.031666-0.026209i,0.085263-0.037946i,0.14223-0.023003i,0.15347+0.0060448i,0.1173+0.013271i,0.0646-0.012632i,0.018716-0.03327i,-0.002495-0.02562i,-0.00082919-0.0092356i,0.0041541-0.0047191i,0.0017575-0.0054972i,-0.0019048-0.0044259i,-0.0016783-0.0055074i,-5.9742e-05-0.0049323i,0.0022166-0.0028591i,0.0024108-0.002863i,-0.0018989-0.00070292i,-0.0075615+0.0039593i,-0.0092017+0.0060845i,-0.0069564+0.0053095i,-0.0045824+0.0036963i,-0.0061844+0.0029203i
0.012833+0.006455i,0.037161+0.029995i,0.075059+0.068921i,0.10336+0.087535i,0.10702+0.049837i,0.087111-0.018204i,0.062606-0.048914i,0.050988-0.041551i,0.038201-0.028601i,0.02085-0.015325i,0.010839-0.0063165i,0.0079849-0.0020259i,0.010567+0.0042371i,0.013036+0.0067028i,0.0092912+0.0038183i,0.0035526+0.001683i,0.00067486+0.001442i,-0.0019141+0.00025392i,-0.0048724-0.0016154i,-0.0068181-0.0029846i,-0.0060768-0.0036177i,-0.0034172-0.0048147i,-0.0025681-0.0084099i
-0.0031048+0.014534i,-0.02557+0.040939i,-0.073346+0.076059i,-0.11843+0.076135i,-0.12651+0.023591i,-0.094827-0.013337i,-0.046923+0.002595i,-0.0063246+0.028956i,0.013346+0.026477i,0.0085626+0.010236i,0.0012454+0.006785i,0.0031635+0.0074214i,0.0048741+0.0050002i,0.0035136+0.0055428i,0.0018155+0.0068659i,0.00060325+0.0058259i,0.0015078+0.0041579i,0.0049627+0.0012605i,0.0080899-0.0037115i,0.0080918-0.0072159i,0.0062986-0.0072889i,0.0049272-0.005812i,0.0065067-0.0045533i
-0.016417-0.0056738i,-0.054893-0.021467i,-0.11666-0.058222i,-0.16974-0.081825i,-0.17123-0.048994i,-0.12881+0.0055089i,-0.084602+0.04003i,-0.053544+0.051017i,-0.031775+0.040038i,-0.018979+0.018827i,-0.01332+0.0070089i,-0.010515+0.0024684i,-0.013769-0.0032368i,-0.017417-0.0048001i,-0.012673-0.00077946i,-0.0045498+0.0020735i,0.00064082+0.0017997i,0.0042849-0.00055704i,0.0074609-0.0011499i,0.008904+1.9326e-05i,0.0080823-0.00054002i,0.0053016+0.0015978i,0.004819+0.0069932i
0.0003462-0.020146i,0.014665-0.056907i,0.043708-0.10244i,0.070118-0.11247i,0.06841-0.071053i,0.045153-0.01723i,0.016488-0.0084031i,-0.013747-0.023686i,-0.024081-0.017839i,-0.011005-0.0081126i,-0.0016885-0.0068214i,-0.0016297-0.0045133i,-0.0034723-0.0020113i,-0.0048251-0.0027013i,-0.0039364-0.0038812i,-0.0024801-0.0028309i,-0.0010475-0.00049224i,-0.0021941+0.0021486i,-0.0052904+0.0043563i,-0.007374+0.0060018i,-0.0073966+0.0072016i,-0.0057832+0.0075219i,-0.0058179+0.0080987i
0.017753+0.0014617i,0.062816+0.014308i,0.14094+0.0343i,0.20813+0.04218i,0.21244+0.029585i,0.16115-0.0070166i,0.10049-0.044515i,0.060332-0.058487i,0.033229-0.048355i,0.018738-0.023972i,0.014609-0.0078071i,0.011832+0.00057712i,0.014773+0.0083601i,0.018524+0.0065264i,0.012755-0.0013767i,0.0032509-0.0043908i,-0.002006-0.0020036i,-0.00436+0.0010499i,-0.0072675+0.0031398i,-0.0096856+0.0048099i,-0.0093199+0.0047689i,-0.0067473+0.0025765i,-0.0057772-0.0010285i
0.0018938+0.016833i,-5.1133e-05+0.061001i,-0.0028568+0.12436i,0.012205+0.14742i,0.035401+0.08639i,0.033095+0.02029i,0.029988+0.011209i,0.045474+0.010718i,0.044268-0.002656i,0.021333-0.0033743i,0.0059832+0.0049688i,0.0026719+0.0059889i,0.0047902+0.0055679i,0.0075919+0.0061561i,0.0061722+0.0046306i,0.0024908+0.0028157i,-0.0010358+0.0014891i,-0.0015542+0.0013223i,0.001704-0.00125i,0.0030137-0.0062201i,0.002403-0.0079288i,0.0025219-0.0072478i,0.0029325-0.0067477i
-0.020532+0.00243i,-0.069561+0.0050043i,-0.14647+0.0038913i,-0.20883+0.0060923i,-0.21238+0.023141i,-0.16163+0.040348i,-0.1034+0.058791i,-0.056879+0.07007i,-0.025546+0.050446i,-0.016052+0.023817i,-0.01482+0.011847i,-0.012962+0.0019261i,-0.016373-0.0062062i,-0.019505-0.0045825i,-0.012564+0.0023616i,-0.0023675+0.0044773i,0.001952+0.0023996i,0.0028294+0.00018888i,0.0049052-0.0023139i,0.0081891-0.0049608i,0.0086484-0.0065919i,0.0066229-0.0050868i,0.0062291-0.001194i
-0.0087316-0.018919i,-0.017845-0.061985i,-0.046292-0.1173i,-0.087397-0.12695i,-0.10638-0.071092i,-0.094969-0.0018554i,-0.080332+0.026065i,-0.074797+0.029065i,-0.056395+0.033547i,-0.024387+0.023939i,-0.0046236+0.0051235i,0.0022441-0.0048304i,0.0013651-0.0078642i,-0.0043902-0.0069126i,-0.0058571-0.003403i,-0.0020906-0.0013981i,0.001373-0.0018721i,0.0010598-0.001955i,-0.00064866-2.6692e-05i,0.00021931+0.0014539i,0.00087544+0.0019896i,-0.0002916+0.0022888i,-0.001238+0.0039203i
0.017813-0.0052403i,0.062457-0.017256i,0.13327-0.039681i,0.17634-0.063266i,0.15371-0.063151i,0.11419-0.058117i,0.080396-0.068269i,0.036436-0.061652i,0.01029-0.033354i,0.011608-0.01425i,0.017497-0.0078716i,0.018979-0.001222i,0.019629+0.0042334i,0.017443+0.0031235i,0.009401-0.0021252i,0.00082183-0.0036388i,-0.001538-0.00089271i,-0.00086568-0.00031667i,-0.0048044+0.00014812i,-0.0088333+0.0041349i,-0.0077018+0.0056516i,-0.0042947+0.0029958i,-0.0041296+3.6896e-06i
0.010988+0.019595i,0.03495+0.06021i,0.084733+0.11404i,0.1493+0.11775i,0.177+0.037687i,0.13543-0.046404i,0.089812-0.065032i,0.079771-0.057333i,0.054777-0.051681i,0.014112-0.029794i,-0.0035566-0.0042935i,-0.0029398+0.008631i,0.0018892+0.012333i,0.0051703+0.0096484i,0.0046708+0.0049363i,0.0018877+0.0028412i,-0.00010218+0.0045463i,0.0010193+0.006814i,0.0026187+0.0062854i,0.0010259+0.0028966i,-0.0011821+0.0015701i,-0.00080054+0.0011238i,-3.4454e-05-0.0014258i
-0.017228+0.0055942i,-0.056192+0.032156i,-0.098446+0.074029i,-0.10508+0.097526i,-0.079552+0.074706i,-0.051838+0.04305i,-0.029276+0.042747i,-0.00075757+0.040059i,0.013411+0.014219i,-0.0012111-0.00088759i,-0.015603+0.0041212i,-0.018476+0.0068978i,-0.017237+0.0039104i,-0.012869+0.0035882i,-0.0065139+0.0062048i,-0.00066363+0.0055899i,0.0018743+0.0027874i,0.0029281+0.0019604i,0.0052677-0.00045494i,0.0052816-0.0037257i,0.0039368-0.0034442i,0.0035246+0.00010279i,0.0041125+0.00098212i
-0.013097-0.0118i,-0.046015-0.042079i,-0.11963-0.072575i,-0.19019-0.059912i,-0.17999-0.0021462i,-0.1183+0.050241i,-0.081195+0.061906i,-0.061397+0.052231i,-0.030585+0.036425i,-0.0019575+0.013744i,0.0072843-0.0042872i,0.0061275-0.011049i,0.0044816-0.01226i,0.0010466-0.01001i,-0.00084004-0.0051371i,0.0015134-0.003037i,0.0027156-0.0056604i,-0.0016254-0.0073297i,-0.0057164-0.0049363i,-0.0036455-0.0027883i,-0.0012296-0.0011892i,-0.0012488+0.00076662i,-0.0011393+0.0026004i
0.010022-0.0126i,0.028506-0.04341i,0.043113-0.098088i,0.024604-0.12737i,-0.011329-0.07626i,-0.013325-0.0060878i,-0.0069353+0.0026355i,-0.029766-0.0095253i,-0.034168+0.0042931i,-0.0018467+0.010979i,0.020181+0.00037074i,0.018934-0.0049776i,0.013221-0.0039514i,0.0092623-0.0038911i,0.0046018-0.0064524i,-0.00026697-0.0073797i,-0.0022528-0.0046423i,-0.0025359-0.0024217i,-0.0044543-0.0010146i,-0.0065202+0.0016703i,-0.0054492+0.0028859i,-0.0029145+0.0011512i,-0.0019645+0.0016801i
0.013654+0.013737i,0.054829+0.025949i,0.132+0.030607i,0.20164+0.013113i,0.19195-0.012535i,0.11993-0.024155i,0.072974-0.02163i,0.053399-0.014936i,0.026089-0.0051601i,0.005158+0.0084323i,0.00043138+0.015127i,-0.0025305+0.016838i,-0.0043462+0.017524i,-0.0030027+0.012728i,-0.0021473+0.0060859i,-0.0043092+0.0048202i,-0.0048226+0.0078293i,-0.000456+0.0093757i,0.0036728+0.0072409i,0.0033321+0.0039748i,1.6706e-05+0.00046023i,-0.0016833-0.0024038i,-0.0020093-0.0030823i
-0.0022084+0.0074536i,-0.0047423+0.04308i,0.027727+0.10371i,0.085599+0.12522i,0.096664+0.056922i,0.051124-0.019768i,0.027323-0.018425i,0.047462-0.00031466i,0.043633-0.009194i,0.0037088-0.0083051i,-0.019756+0.0045382i,-0.018049+0.0074768i,-0.012738+0.0050816i,-0.009818+0.0063032i,-0.0074643+0.0089777i,-0.005142+0.010329i,-0.0044256+0.009368i,-0.0024324+0.0088788i,0.0021124+0.0073653i,0.0032225+0.0026722i,0.00034216-0.00060668i,-0.0018806-4.2288e-05i,-0.00078767-0.00048076i
-0.0090937-0.0046721i,-0.043728+0.0042867i,-0.11534+0.042212i,-0.17428+0.081816i,-0.16015+0.058686i,-0.11236+0.0030157i,-0.083305-0.014318i,-0.05187-0.0024929i,-0.019411-0.0051516i,-0.0097328-0.014019i,-0.0040986-0.015236i,0.0058146-0.017741i,0.0079792-0.019248i,0.0047329-0.014394i,0.0027452-0.0075334i,0.0031308-0.0045965i,0.0028595-0.0061001i,5.3657e-05-0.0074812i,-0.0021648-0.0046441i,-0.0011132-0.0003456i,0.00090291+0.0018066i,0.0026357+0.0013989i,0.0039595+2.6759e-05i
0.00069778-0.0045792i,-0.027028-0.027597i,-0.097349-0.074913i,-0.17379-0.097291i,-0.16407-0.045559i,-0.084101+0.0084266i,-0.04677+0.003565i,-0.059528-0.0060797i,-0.046111+0.0047707i,-0.003878+0.002636i,0.02062-0.0085583i,0.019788-0.010994i,0.0097622-0.0082217i,0.003991-0.0050292i,0.0041904-0.0058497i,0.0054207-0.010152i,0.006403-0.013523i,0.0045315-0.01606i,-0.0012194-0.01412i,-0.0026917-0.0080616i,0.00055505-0.0049863i,0.0017368-0.0053764i,0.0019222-0.0034446i
0.0060088+0.0010239i,0.023356-0.031248i,0.059641-0.10079i,0.095124-0.15219i,0.1015-0.11644i,0.08814-0.040339i,0.069375-0.013997i,0.032505-0.018066i,0.0049506-0.010334i,0.0026954-0.0022649i,0.00017188+0.005669i,-0.0060475+0.017096i,-0.0065896+0.021571i,-0.0039589+0.015798i,-0.00051121+0.0083402i,7.0385e-06+0.0055368i,-0.0011939+0.007212i,-0.00027557+0.0072352i,-0.00027736+0.0026665i,-0.0018298-0.00073584i,-0.0026223-0.00093398i,-0.0021437-6.874e-05i,-0.0034214+0.0019219i
0.0026764-0.0020069i,0.046796+0.0064736i,0.15366+0.021821i,0.2445+0.023754i,0.20834+0.0076827i,0.10364+0.00080847i,0.055901+0.018362i,0.057288+0.020698i,0.036914+0.0048513i,-0.0028981+0.0062141i,-0.025285+0.018492i,-0.022158+0.023774i,-0.0079521+0.017392i,-0.0012494+0.0070308i,-0.0034208+0.0042063i,-0.0053241+0.0096859i,-0.0047594+0.016956i,-0.0013711+0.02175i,0.0023002+0.019152i,0.0023862+0.011424i,0.00015739+0.0076034i,-0.0006804+0.0075785i,-0.00093363+0.0053255i
0.012618+0.0084231i,0.019166+0.050697i,0.021409+0.14911i,0.022718+0.21725i,0.017165+0.15927i,-0.0016089+0.080154i,0.0022515+0.068751i,0.036391+0.059894i,0.04826+0.031616i,0.031938+0.014164i,0.018235+0.0018069i,0.012152-0.0087734i,0.008333-0.01116i,0.002515-0.0098266i,-0.0050313-0.0069208i,-0.007305-0.0037165i,-0.0042142-0.0030075i,-0.0014879-0.0015549i,0.0012796+0.0015338i,0.0034509+0.0031534i,0.0015388+0.0033485i,-0.00084536+0.0025208i,0.00050381-0.00080913i
-0.0062228+0.0127i,-0.057765+0.036265i,-0.1675+0.056247i,-0.25637+0.055462i,-0.2146+0.039132i,-0.10128+0.004503i,-0.042367-0.02732i,-0.031757-0.027505i,-0.010861-0.016251i,0.018938-0.015769i,0.035154-0.022428i,0.026717-0.023249i,0.0078469-0.010246i,-0.00026321+0.0022035i,-0.00032548+0.0019973i,-0.0004496-0.005291i,-0.00057582-0.012393i,-0.00038682-0.016819i,-0.0013612-0.015384i,-0.0018717-0.0089389i,-0.001335-0.0052373i,-0.0019538-0.0051793i,-0.0014237-0.0041466i
-0.019703-0.0091041i,-0.058852-0.057062i,-0.11033-0.1506i,-0.12866-0.20528i,-0.10236-0.15835i,-0.074089-0.089836i,-0.075236-0.0716i,-0.086787-0.057435i,-0.077541-0.025376i,-0.047331-0.0031019i,-0.019231+0.0058222i,-0.006241+0.0082883i,-0.0038154+0.0087274i,0.00078946+0.0094963i,0.0084676+0.0061688i,0.010977+0.0012466i,0.0096638-0.00085641i,0.0072462-0.0029231i,0.0028694-0.005476i,-0.002282-0.0061403i,-0.0048059-0.0051693i,-0.0032439-0.0039003i,-0.0023107+0.00097187i
0.0074422-0.022089i,0.055736-0.066297i,0.16303-0.13157i,0.24422-0.15975i,0.20265-0.11481i,0.0961-0.052353i,0.025424-0.012762i,-0.00093484+0.0093184i,-0.011597+0.018605i,-0.026618+0.020661i,-0.037544+0.024095i,-0.028761+0.022211i,-0.011266+0.0063572i,-0.0008696-0.0095846i,0.00061491-0.0087609i,-0.00059523+0.0010694i,-0.0033107+0.0089692i,-0.0061935+0.012469i,-0.0066977+0.010818i,-0.0054556+0.0068677i,-0.0032488+0.0034696i,-0.0013183+0.0036679i,-0.002228+0.003498i
0.033003+0.0045712i,0.091581+0.044482i,0.17408+0.13703i,0.21311+0.19001i,0.16605+0.11701i,0.085784+0.031769i,0.049899+0.028174i,0.064165+0.036354i,0.064261+0.012784i,0.029771-0.0045957i,-0.0016358-0.0030171i,-0.0078211+2.7495e-05i,-0.003832-0.0038077i,-0.0088089-0.008441i,-0.015891-0.0070291i,-0.017293-0.00060384i,-0.016513+0.0051035i,-0.015674+0.0096864i,-0.010024+0.012674i,-0.00013175+0.0099256i,0.0046682+0.0043199i,0.002852+0.00081561i,0.0011984-0.0021907i
-0.001511+0.040566i,-0.037975+0.11399i,-0.12512+0.20732i,-0.19976+0.24473i,-0.17641+0.19881i,-0.091274+0.12815i,-0.019294+0.083757i,0.014188+0.048335i,0.021813+0.013043i,0.027653-0.0071646i,0.035663-0.01375i,0.02889-0.011931i,0.010337+0.0032652i,2.7597e-05+0.018347i,-0.00028924+0.016553i,0.0023713+0.0058386i,0.0060829-0.003116i,0.010642-0.0098125i,0.01221-0.012403i,0.010968-0.0089431i,0.0095615-0.0051252i,0.0068799-0.0059243i,0.0051277-0.0068528i
-0.041902-0.00048915i,-0.12146-0.031502i,-0.22418-0.088891i,-0.24988-0.10961i,-0.15825-0.048435i,-0.033853+0.015727i,0.020308+0.009835i,0.0040791-0.011772i,-0.012526-0.0075854i,0.0014201-0.0041506i,0.019529-0.011095i,0.020426-0.010675i,0.015073+1.2945e-06i,0.016059+0.0070921i,0.020563+0.0051334i,0.020733-0.00039783i,0.018288-0.0058773i,0.016431-0.010544i,0.011054-0.012411i,0.002721-0.0084627i,-0.001572-0.0018129i,-0.00071683+0.0022682i,0.00068921+0.0059191i
-0.0024289-0.040663i,0.020128-0.1248i,0.078674-0.24831i,0.12489-0.31515i,0.11471-0.27053i,0.069939-0.18997i,0.02805-0.13621i,-0.0013671-0.097046i,-0.016642-0.053182i,-0.022438-0.01854i,-0.026744-0.0013524i,-0.021184+0.0032613i,-0.0056767-0.0086747i,0.0016213-0.022859i,-0.0012946-0.020789i,-0.0047348-0.0082706i,-0.0069519+0.0028182i,-0.0080168+0.01025i,-0.0087319+0.013298i,-0.011285+0.011879i,-0.011636+0.010656i,-0.0074691+0.010887i,-0.0039795+0.010134i
0.04658-0.004179i,0.13003+0.0069522i,0.23617+0.046065i,0.26693+0.051629i,0.1613-0.0060781i,0.022582-0.033413i,-0.034822-0.0040101i,-0.021604+0.019962i,-0.005039+0.023145i,-0.0071584+0.029066i,-0.013204+0.03539i,-0.012068+0.032394i,-0.0063601+0.019122i,-0.0090428+0.0041665i,-0.017153+0.0010483i,-0.020338+0.0052661i,-0.018747+0.0092268i,-0.014933+0.011484i,-0.010551+0.0092889i,-0.0090584+0.003961i,-0.010482-0.00078137i,-0.01046-0.0021207i,-0.007995-0.002748i
0.0070015+0.048809i,0.003229+0.14208i,-0.019957+0.25223i,-0.037398+0.29346i,-0.022344+0.23494i,-0.022103+0.14565i,-0.035081+0.10821i,-0.013024+0.096704i,0.023797+0.062984i,0.037936+0.026205i,0.034333+0.0082886i,0.018534+0.0072642i,0.0019046+0.019281i,0.00074367+0.028805i,0.0060025+0.021486i,0.0054311+0.0091969i,0.0021013+0.0010359i,-0.00021302-0.0069729i,0.00041836-0.012319i,0.0024544-0.013662i,0.0015307-0.012505i,-0.0011209-0.0091447i,-0.00037988-0.0054368i
-0.043791+0.0075109i,-0.13291+0.0055485i,-0.22241+0.010929i,-0.22053+0.038715i,-0.13966+0.060435i,-0.068248+0.036589i,-0.043267-0.0025317i,-0.03304-0.018538i,-0.018613-0.029207i,-0.014263-0.037649i,-0.010645-0.033476i,-0.0035959-0.029116i,-0.002905-0.021097i,0.0025707-0.0086768i,0.010706-0.0044829i,0.012516-0.0059004i,0.012256-0.0065386i,0.011586-0.0047056i,0.0097955-0.0023238i,0.0088344-0.00091775i,0.011028-0.00072157i,0.012522-0.0019758i,0.0090428-0.0015785i
-0.0094568-0.050259i,-0.0079232-0.12465i,-0.00062598-0.20227i,0.002105-0.19467i,0.012745-0.097916i,0.032094-0.025915i,0.03599-0.026915i,0.0064808-0.036107i,-0.034649-0.014252i,-0.048087+0.01187i,-0.031256+0.014652i,-0.011641-0.001144i,-0.007036-0.016368i,-0.012105-0.016763i,-0.01438-0.0078074i,-0.0085943-0.0026669i,-0.0015032-0.0001047i,-0.00054089+0.0050501i,-0.0012368+0.011936i,0.0017636+0.015308i,0.0042828+0.011538i,0.002757+0.0049792i,-0.00083059+0.00024577i
0.056794-0.0030119i,0.12416-0.016932i,0.18072-0.038574i,0.17127-0.084729i,0.12501-0.12514i,0.11488-0.096641i,0.11911-0.041269i,0.092595-0.0099916i,0.057627+0.012745i,0.04025+0.0202i,0.023323+0.011409i,0.007953+0.0094337i,0.0034615+0.0082137i,-0.0040771+0.0038737i,-0.01191+0.0041849i,-0.010717+0.0044678i,-0.0089946+0.0024139i,-0.010395+0.00090847i,-0.0082165+0.00036235i,-0.0052354-0.00017623i,-0.0081669+0.0020793i,-0.01156+0.0056486i,-0.0089193+0.0052233i
-0.0046298+0.049132i,-0.0046939+0.11735i,-0.021738+0.15136i,-0.065515+0.092046i,-0.11879-0.012065i,-0.13709-0.061388i,-0.086849-0.034721i,-0.0096879-0.015513i,0.031968-0.036815i,0.027277-0.047599i,0.011263-0.027202i,0.0088841+0.0020327i,0.0198+0.015301i,0.027224+0.0072923i,0.021542-0.0034397i,0.011511-0.006353i,0.0064888-0.0057925i,0.005776-0.0075542i,0.00213-0.011819i,-0.0039892-0.013659i,-0.0066742-0.010518i,-0.0032362-0.0062111i,0.00083702-0.003549i
-0.043468-0.0030754i,-0.096075+0.0039592i,-0.11799+0.040742i,-0.079404+0.11112i,-0.055092+0.17384i,-0.073258+0.17163i,-0.080756+0.11808i,-0.066583+0.062918i,-0.052244+0.025875i,-0.039123+0.013347i,-0.020962+0.016378i,-0.0037446+0.015273i,0.0038893+0.0083194i,0.0070964+0.0028585i,0.0066079-0.0022093i,0.0020611-0.00037246i,0.0027127+0.004606i,0.0068824+0.0028265i,0.0051172-0.0021325i,-0.0002679-0.0038967i,-0.00072654-0.0035183i,0.0023411-0.0041765i,0.0021067-0.0023346i
0.0088147-0.030265i,0.022337-0.063402i,0.069962-0.066816i,0.16552-0.018974i,0.26934+0.018946i,0.26936+0.0054569i,0.15149-0.01157i,0.045557+0.0087643i,0.014919+0.036269i,0.017408+0.031955i,0.013994+0.007418i,-0.0021147-0.010986i,-0.022994-0.010812i,-0.030775+0.0024298i,-0.021764+0.014024i,-0.010977+0.015721i,-0.0080456+0.013905i,-0.0082335+0.014804i,-0.0045265+0.014689i,0.0010981+0.010247i,0.0017141+0.0056229i,-0.0009622+0.0075285i,0.00070226+0.010693i
0.024675+0.00067711i,0.056194+0.00063594i,0.051839-0.0095359i,0.002791-0.075855i,-0.032031-0.17947i,-0.038592-0.20191i,-0.033076-0.12987i,-0.008362-0.065586i,0.010939-0.045498i,0.011481-0.030296i,0.011517-0.016121i,0.0095361-0.010212i,0.0041477-0.0028436i,0.00093208+0.0057066i,0.0031874+0.0062733i,0.0081011-0.0023291i,0.0068886-0.008407i,0.0015671-0.0040013i,-0.00057309+0.0027498i,-0.0010191+0.0048407i,-0.001548+0.0052895i,-0.00073241+0.0053825i,0.0017425+0.0015105i
0.0058619+0.025323i,-0.026119+0.056517i,-0.10349+0.046761i,-0.20566+0.0098048i,-0.26813+0.034357i,-0.23603+0.10044i,-0.13094+0.11646i,-0.055384+0.074847i,-0.04215+0.044982i,-0.029969+0.041437i,-0.0035633+0.035456i,0.012148+0.026411i,0.02106+0.019145i,0.024561+0.0017163i,0.015828-0.015831i,0.0062303-0.019806i,0.0033423-0.018822i,0.0035495-0.017162i,0.0025118-0.012457i,-6.7166e-05-0.0059926i,-0.0005494-0.0029254i,-0.00039451-0.0073357i,-0.0032008-0.01152i
-0.03239+0.02144i,-0.059548+0.0024636i,-0.037732-0.019841i,0.047639+0.019007i,0.11241+0.085351i,0.12105+0.073522i,0.084133+0.014616i,0.040845+0.0073919i,0.039387+0.020714i,0.03404+0.0024508i,0.0002206-0.012178i,-0.015486-0.0097883i,-0.010517-0.015057i,-0.011338-0.020123i,-0.017987-0.010419i,-0.021285+0.0086171i,-0.015225+0.021635i,-0.004045+0.017327i,0.0029291+0.0041378i,0.0037467-0.0057611i,0.0038862-0.0094115i,0.0016227-0.0081224i,-0.0041299-0.002282i
-0.02467-0.05093i,0.0050757-0.065855i,0.1049-0.015364i,0.1968+0.044609i,0.18411+0.0038266i,0.080716-0.090524i,-0.001536-0.11408i,0.0069101-0.094861i,0.026882-0.099467i,0.0016468-0.086394i,-0.019987-0.038318i,-0.012162-0.0055167i,-0.0048907+0.0033863i,-0.0062862+0.012163i,-0.005747+0.020412i,-0.0035679+0.021679i,-0.0016643+0.018378i,-0.00066993+0.012499i,-0.00012332+0.0065375i,-0.00041093+0.0029254i,-0.0020909+0.0034804i,-0.00088386+0.0079856i,0.0028839+0.0093103i
0.080399-0.021056i,0.11539-0.0082426i,0.060566+0.039299i,-0.035763+0.071945i,-0.050981+0.081179i,-0.0039579+0.11175i,0.029533+0.10936i,0.0037969+0.057689i,-0.050186+0.040335i,-0.045255+0.059989i,0.0032984+0.052881i,0.022287+0.031414i,0.013196+0.030034i,0.0098312+0.031191i,0.01467+0.015041i,0.015465-0.0099961i,0.0083633-0.025448i,-0.00069143-0.021669i,-0.0043755-0.0063758i,-0.0028084+0.0060516i,-0.0012179+0.0090778i,-0.00028283+0.0065021i,0.0030442+0.0025052i
-0.0075805+0.085395i,-0.053266+0.1003i,-0.12788-0.0047426i,-0.17804-0.16508i,-0.12351-0.20843i,-0.0010433-0.13838i,0.052885-0.050417i,0.035+0.028585i,0.03618+0.077378i,0.056895+0.059937i,0.049882+0.0073119i,0.020957-0.023091i,0.0048526-0.030703i,0.0026558-0.035143i,0.00043327-0.030591i,-0.0011014-0.017059i,-0.00089607-0.0064448i,0.00032555+0.00071842i,0.0007275+0.0044651i,-0.0011274+0.00044354i,-0.0029923-0.0062781i,-0.0043137-0.008868i,-0.004806-0.0034049i
-0.07228-0.033812i,-0.087545-0.068523i,-0.055394-0.10787i,-0.046949-0.13153i,-0.15114-0.13474i,-0.24665-0.10736i,-0.18864-0.050024i,-0.056853-0.027851i,0.019629-0.060525i,0.0084234-0.07135i,-0.023469-0.031491i,-0.017006+0.0033244i,0.0011624+0.0029329i,0.0018723-0.00097995i,-0.0044675+0.0079102i,-0.0053782+0.01847i,-0.000977+0.021712i,0.0027705+0.013962i,-0.00022551-0.00044238i,-0.0088028-0.0090343i,-0.011992-0.0039894i,-0.0070154+0.0038768i,-0.0026753+0.0028918i
0.074274-0.022452i,0.13876+0.02459i,0.23806+0.15876i,0.32564+0.33171i,0.30464+0.4347i,0.19281+0.39555i,0.088302+0.24447i,0.0098698+0.097401i,-0.054391+0.03149i,-0.071333+0.026645i,-0.049743+0.034574i,-0.031959+0.040224i,-0.026864+0.050681i,-0.017718+0.051688i,-0.0037211+0.030376i,0.0022226+0.0045435i,0.0011782-0.00819i,-0.00089499-0.0098837i,-0.00086009-0.0042318i,0.0036856+0.0063227i,0.0091769+0.011549i,0.011769+0.0080878i,0.010275-0.0003596i
-0.047765+0.068679i,-0.079472+0.096347i,-0.058802+0.12935i,0.091736+0.10828i,0.33631-0.039542i,0.39703-0.18508i,0.20918-0.17311i,0.062399-0.052515i,0.053772+0.022378i,0.069167+0.0098622i,0.057191-0.027289i,0.027709-0.041588i,0.0065134-0.035149i,0.0010247-0.030306i,-0.0036395-0.026364i,-0.0055341-0.016565i,-0.001188-0.0045521i,0.0042643+0.0082234i,0.010479+0.018704i,0.012231+0.014115i,0.0080868-0.00063932i,0.0012757-0.0061587i,-0.00080081+0.0022632i
-0.023881-0.14523i,-0.078034-0.2333i,-0.21373-0.31332i,-0.39091-0.43088i,-0.49274-0.53563i,-0.46177-0.49171i,-0.30792-0.30081i,-0.12025-0.15772i,-0.013626-0.12192i,0.0042258-0.082349i,0.012887-0.024846i,0.035201-0.0061326i,0.043453-0.02264i,0.023411-0.029094i,-0.0044204-0.0080458i,-0.013653+0.016487i,-0.01113+0.021103i,-0.0071719+0.011102i,-0.0052493-0.0055553i,-0.011046-0.017451i,-0.01761-0.011862i,-0.017856-0.00014807i,-0.016288+0.0065755i
0.20714+0.12001i,0.29324+0.17145i,0.23004+0.12374i,0.00013969+0.12375i,-0.25461+0.33252i,-0.26307+0.49847i,-0.065798+0.37698i,0.0025663+0.15752i,-0.066051+0.083454i,-0.083062+0.0997i,-0.053525+0.086333i,-0.033902+0.058892i,-0.021426+0.049443i,-0.010024+0.043238i,0.0022132+0.027573i,0.0060829+0.0083905i,-0.0012243-0.0070547i,-0.010423-0.018165i,-0.014977-0.02053i,-0.011983-0.010517i,-0.0071463+0.00057198i,-0.003873+0.0031699i,-0.003381-0.0046606i
