-0.00060246+0.00039299i,0.00011104-0.0005721i,-0.00086197-0.00029731i,-0.0010896+0.00049031i,-0.00065182+0.00068708i,-0.00033463+0.00078579i,-0.00083063+0.0016145i,-0.00029871+0.0015577i,0.0012201+0.00087421i,0.0017547+0.00074309i,0.0016669+0.00056942i,0.00089168-0.00045183i,1.1447e-05-0.00096752i,-0.00045608-0.00029931i,-0.00024655-0.00012339i,-0.00026141-9.36e-05i,-0.0010279+0.00012328i,-0.0010892+0.00069135i,-0.00036226+0.00090426i,-0.00032589+0.00048087i,-0.00017224-0.00015542i,-0.00017356-0.00016522i,-0.00049319+1.9933e-05i
0.00068675-0.00038131i,0.00089696+9.2532e-05i,0.00015497+0.00049846i,0.00025043-0.00033206i,0.0016906-0.0011505i,0.0016841-0.00063424i,0.00034564-6.3066e-05i,-0.00027535-0.00011254i,0.00032893+5.227e-05i,0.00041624+0.00017117i,-7.6706e-05-5.6935e-05i,0.00033582-0.00012826i,0.00021817-0.0005643i,-0.00039335-0.00074703i,0.00029815-0.0001996i,0.00080419-0.00029882i,0.00042438-0.00096033i,-2.4622e-05-0.00062825i,-0.00037094+0.00023439i,-0.00016173+0.00052577i,-0.00015844+0.00034517i,0.00057683-0.00012821i,0.0012294-0.00018292i
0.0013195+0.00088281i,0.0017163+0.00085005i,0.0018236-4.2335e-05i,0.0022792-0.00085553i,0.0012321-0.0014593i,-0.00045005-0.001576i,-0.0009979-0.00095943i,-0.00071937-0.00056277i,0.00011409-0.00042067i,0.00037174-0.0001804i,-3.5739e-05+0.00016478i,-9.7452e-05+0.00021407i,0.00040236+0.00021189i,0.00069151-0.00010687i,0.00061777-0.0001186i,0.00025238+0.00016448i,0.00051615+0.00040287i,0.00058347+0.0003765i,-0.00010893+0.00062072i,-0.00033389-3.7104e-05i,0.00032791-0.00032438i,2.3652e-05+0.00010354i,-6.3879e-05+0.00039793i
0.0018172-0.00045565i,0.0017772-0.001117i,0.0015127-0.0023201i,0.0016102-0.0016173i,0.0016225-0.0012289i,0.00059257-0.0019042i,0.00014179-0.00086454i,0.00098451+0.00019981i,0.0014782+7.3967e-05i,0.00074193+0.00042062i,0.0004629+0.0005008i,0.00093194+9.9097e-05i,0.00068024+0.00049841i,0.00035943+0.00097343i,0.00023757+0.00095537i,0.00025039+0.00023473i,0.0004202+5.7582e-05i,9.332e-06+0.00044822i,-0.00015334+1.3437e-05i,0.00078509-0.00064949i,0.0014098-0.0007795i,0.0014181-0.00019847i,0.0014637+9.1009e-05i
-0.0010656+0.0015739i,-0.00064558+0.0018287i,0.00035654+0.0017462i,0.0002654+0.0016073i,0.0010436+0.00036458i,0.00090391-0.00043519i,-0.00015571-0.00024207i,-0.00048544+0.00042604i,-5.1361e-05+0.0014533i,-4.4785e-05+0.0017019i,5.7305e-05+0.00097696i,-0.00028202+0.00051952i,-0.0009773+2.9663e-05i,1.7566e-05-0.00050753i,0.00065371-0.00091632i,-2.7041e-05-0.000319i,-0.00041978-0.0002216i,-0.00029082-0.0005949i,-9.0516e-05+0.00030231i,-0.00033611+0.00053491i,-0.00033174-0.00017573i,-0.00024721-0.00049383i,-0.0005064-0.00013452i
-0.0017024-0.00071344i,-0.00085637+0.00044841i,0.00019684-3.8645e-05i,0.00052472-0.001079i,0.00093736-0.00044599i,0.0020327+0.00013065i,0.0020936+0.00034711i,0.00035635+0.00021538i,-0.00053676+0.00020544i,-0.00065278+0.0011079i,-3.3874e-05+0.0014045i,0.00071343+0.00065725i,0.00024644+0.00061008i,-8.1545e-05+0.00023295i,-0.00011074-5.7195e-05i,-8.3073e-05+0.00044874i,-3.8474e-05+0.00047806i,-0.00012158+0.00014704i,2.9012e-05+0.00050793i,-0.00027815+0.00068769i,-0.0001216-3.2854e-05i,6.6483e-05+5.9715e-05i,-0.00026607+0.00032682i
-9.9331e-05-0.0020698i,-0.0013233-0.0013473i,-0.0016882-0.001795i,-0.0020972-0.0019482i,-0.0020197-0.00088571i,-0.0014106-2.6519e-06i,-0.00072059+0.00054338i,-0.00035323+0.0014968i,-0.00024081+0.00078669i,-0.00039163+0.00056849i,-6.4384e-05+0.001083i,0.00033629+0.00064362i,0.00046201+0.00014594i,0.00032124-0.00046968i,-9.2057e-05-0.0011434i,0.00021139-0.00072996i,2.5689e-05+0.00037668i,-0.00066987+0.00084313i,-0.00095369+0.00055308i,-0.00048268+3.2878e-05i,-0.00011166-0.000178i,0.00011738-0.00050719i,-0.00016271-1.8101e-05i
-0.0012807-0.00012342i,-0.0013673-0.00026516i,-0.0001042+0.0005165i,-0.00037699+0.0016227i,-0.00039553+0.0014278i,6.8409e-05+0.00054334i,0.00035079+0.00020724i,0.00013733-0.00011094i,8.0769e-05+0.00022219i,0.00048783+0.00067842i,0.00053797+0.00042576i,0.00019788+9.0022e-05i,-0.00014488+0.00037065i,0.00050895+0.00015116i,0.0010736-0.00036834i,5.9159e-06-0.00016908i,-0.00063017-0.00081355i,-0.00036305-0.00086266i,5.4826e-05-0.00042894i,0.00034551+0.00026776i,0.00050938+0.0009563i,0.00033409+0.00058829i,0.00016948-0.00067752i
0.0011617-0.00028532i,0.00043592-0.00078154i,0.00082645-0.0013356i,0.001633-0.0023368i,0.0016221-0.0030695i,0.001351-0.0025131i,0.0011977-0.0012i,0.00081891-0.000394i,0.00035844-0.00026967i,0.00017665+6.6463e-05i,0.00056964+0.00038191i,0.00049545+0.00012787i,-0.00020522+0.00017204i,-0.00065601+0.00058027i,-0.00039564+0.0008072i,-0.00066684+0.00058972i,-0.00083824-7.3929e-06i,-0.00024247-0.00058054i,0.00019404-0.00016198i,0.00052386+0.0004028i,0.00065045+0.00044127i,0.00059305+5.5574e-06i,-7.3556e-05-0.0001598i
-0.002533-0.0010398i,-0.0029508-0.00014138i,-0.0022563+0.00015524i,-0.0016317+0.0013731i,-0.00076363+0.0017414i,0.00076575+0.00041383i,0.00014596-0.00016967i,-0.00081148+0.00020654i,-0.00080501+0.0012459i,-0.00064941+0.0020394i,8.192e-05+0.0010966i,0.00088446-0.00028259i,0.0008016-0.00050157i,3.8124e-05-0.00025413i,-0.00021895-0.00040527i,4.3644e-05-0.00026227i,-0.00023006-0.00026417i,-0.00039987-0.00025157i,-5.2931e-05+0.00036684i,-0.00067063-0.00019364i,-0.00092695-0.00099682i,-0.00023333-0.00055754i,4.763e-06-0.00043343i
-4.6908e-05-0.00016026i,0.00020083-6.1058e-05i,0.0009676-0.00026983i,0.0020877-0.00044401i,0.0017845-0.00042062i,0.0002276-0.00019492i,0.00027202-0.00051387i,0.00038608-0.00051712i,-0.00026018+0.00032199i,-0.0004057+0.00073923i,-0.00047086+7.1809e-05i,-0.00014295-0.00095021i,-0.00042512-0.00061549i,-0.00036929+0.00026955i,0.00026574+0.00040004i,-8.8398e-05+9.4058e-05i,-1.4948e-05-0.00059367i,0.00020736-0.00074211i,0.00013812-0.00043368i,-0.00063856-5.6235e-05i,-0.00095658+0.0010035i,-0.0010131+0.0014015i,-0.00088234+0.00011363i
0.00041151-0.00064824i,-0.0010062-9.4723e-05i,-0.0024594-0.00053724i,-0.0030946-0.00094053i,-0.002806-0.00057349i,-0.0017195-3.9174e-05i,-0.00035539+0.00076998i,0.00033404+0.00068541i,2.388e-05+0.0004081i,0.00022266+0.00048586i,0.00038798+0.00038484i,8.7775e-06-0.00047228i,-0.00019911-0.00018564i,-0.00016304+0.00056891i,-1.4369e-05-0.00010205i,0.00018177-0.00079321i,3.8624e-05-0.00096522i,0.00031371-0.00094249i,0.0010234+9.4361e-05i,0.00097643+0.0003213i,0.00031004-0.00055738i,5.8293e-05-0.00061137i,-0.00036872-0.00072785i
-0.0025984+8.6097e-05i,-0.00091666+0.0011083i,0.00040464+0.00046196i,0.00069322+0.00083868i,0.00012671+0.0010121i,0.00051388+0.00075376i,0.0010517+0.0003405i,0.0014492-0.00012179i,0.00097855+1.703e-05i,0.00069638+0.00040386i,0.00088123+0.00038113i,0.00054267+0.00034448i,0.00021896+0.0004555i,-5.2174e-05-0.00010726i,-0.00013954-0.00078531i,0.00015269-0.00025094i,0.00071924+0.00039541i,0.00058364+0.00031601i,-5.1429e-05+7.5023e-06i,-0.00011023+0.00059041i,0.00014984+0.00025326i,-8.4146e-05-0.00038008i,-0.00038932+0.00032704i
0.0027888+0.00042226i,0.0030955+6.512e-05i,0.0042533-0.00096102i,0.0036455-0.0021343i,0.0013524-0.0025948i,-0.0002295-0.0025281i,-0.00082732-0.0015842i,-0.000382-0.00020846i,-0.0001569+0.00049582i,-0.00017622+0.00055185i,0.00030171+0.00053392i,-0.00020713+0.00028712i,-0.0007014+4.7287e-06i,1.6883e-05+6.1371e-05i,0.0010086+0.00045122i,0.00082125+0.00057189i,3.3201e-06+0.00021876i,0.00015243+7.8747e-05i,0.00055853+0.00047708i,0.00052198-2.1923e-05i,0.0006357+2.5754e-05i,0.00081638+0.00065252i,0.00064867+0.00064697i
-0.0013327-0.0022787i,-0.0020574-0.00071644i,-0.0033099+0.00065707i,-0.0018355+0.0006668i,0.0015529+0.00037792i,0.0019783+0.00024696i,0.00099704+0.00072393i,0.00021095+0.001136i,2.6839e-05+0.00078412i,0.00080436-2.5967e-05i,0.00027487-0.00040891i,-0.00032628+0.0002263i,-0.00019001-0.00031692i,-0.00056261-0.0011355i,-0.00065559-0.00053939i,0.0001681+0.00024874i,-0.00036412+0.00049898i,-0.0015758+8.362e-05i,-0.0011553-0.00084665i,-0.00040937-0.0010772i,-0.00026205-0.00071539i,-0.00060132-0.0010013i,-0.00088614-0.00091047i
0.0017355+0.0012588i,0.0021272+0.00021242i,0.0027853-0.00078919i,0.0025951-0.0015778i,0.001922-0.0021317i,0.00085673-0.0016838i,-0.00095885-0.0010929i,-0.0010221-0.0001313i,-0.00035959+0.00077587i,-4.7796e-05+0.00069814i,-0.00054406-0.00020017i,-0.0016187-0.00090497i,-0.0012867-0.00034247i,-0.00030618+0.00081025i,0.0001237+0.00097275i,0.00049284+4.3546e-05i,0.0007887-5.1378e-06i,0.00027338+0.00077885i,-0.00019813+0.00062425i,-0.00055594+0.00024829i,-0.00082932+9.9728e-06i,-0.00065304-0.00052674i,-0.00052163-0.00076934i
0.0001328-0.00067769i,4.5922e-05+0.00012276i,-0.00094653+0.0016903i,-0.00024751+0.0014511i,0.00026425+0.00078152i,-0.00026628+9.1011e-05i,-0.00036197-7.9949e-05i,-0.00032995+0.00071347i,-0.00042484+0.0015445i,0.00023597+0.0017364i,0.00063595+0.00096804i,0.00078248-0.00014351i,0.00064896-0.0006147i,0.00019922-7.4802e-05i,0.00013252+8.0218e-05i,0.00066501-0.00025918i,0.00040655-0.00040831i,-0.00079875-0.0010201i,-0.00080626-0.001265i,-0.00027456-0.00092375i,-0.00042343-0.0004136i,-0.00023243-9.7097e-05i,0.00023108+2.206e-05i
0.00020993-0.00026927i,0.00069785+0.00030064i,0.00077903-0.00027965i,0.00045077-0.0006964i,0.00092711-0.0012618i,0.0015734-0.0011256i,0.00071968-0.00074443i,0.00016283-0.00076241i,0.00050894-0.0010115i,0.00060748-0.00045954i,0.0006624+0.00014636i,0.00049275-0.0004825i,0.00088121-0.0006072i,0.00091997+0.00039173i,0.00030617+0.00069004i,-9.4525e-06+0.00046106i,0.00018191+0.00044944i,6.8216e-05+0.00027369i,-0.00042317+1.0297e-05i,-0.00029949-0.00016884i,5.5574e-05+0.00014746i,-0.00026716-4.0697e-06i,-3.1099e-05-0.00056814i
-0.0010921-0.00034116i,-0.0012204+1.1846e-05i,0.00018004-0.0003729i,-0.00011037-0.0010303i,-0.00078834-0.001098i,0.00027283-0.00088603i,0.00043903-0.0010924i,-0.00032472-0.00046746i,-0.0008011+0.00079257i,-0.0004667+0.0012394i,-0.00015775+0.00073649i,0.00013669+8.726e-05i,0.00077558+0.00030468i,0.00086178+0.00046372i,0.00015834+0.00054043i,-0.00074324+0.00040467i,-0.00069431-0.0001243i,-0.00029547+7.1482e-05i,-0.00020687+0.001142i,-0.00013966+0.00094984i,2.2466e-05-0.00037483i,0.00013217-0.00080817i,0.00010951-0.00025034i
-0.00088853+0.00156i,-0.0007819+0.0018976i,0.0001279+0.0018038i,0.00049974+0.00041644i,0.0010625-0.0011068i,0.00032737-0.0017235i,-0.00022515-0.00079331i,0.00042152+9.8067e-05i,0.00039715+0.00022465i,0.0003859+0.00038946i,0.00041045-0.00044274i,-0.00028816-0.0015755i,-0.0003728-0.0013576i,7.046e-06-0.00028551i,-0.00068954+0.00057241i,-0.00035488+0.00011017i,0.000434-0.00083623i,-0.00019259-0.00093123i,-7.9101e-05-0.00025991i,0.00049953+0.00018199i,0.00025263-1.0216e-05i,-0.00023157+0.00010344i,-0.00097893+0.00057802i
-0.00038876+0.00023106i,-0.00040023-0.00026455i,0.00072775+0.00040736i,0.0013268+0.00036861i,0.0015773-0.00016747i,0.0015084-0.00083862i,0.00091904-0.00055061i,0.00020189+0.00070746i,-0.00051837+0.0010636i,-0.00037249+0.00081506i,4.4642e-05+0.0011872i,-0.00035103+0.00067505i,-0.00025886+4.2908e-05i,-0.0003043+0.00043984i,-0.00035087-0.00043619i,0.0001129-0.00079889i,0.00016561-0.00037506i,7.4049e-05-0.00062176i,0.00023331-0.00037982i,0.00053759-0.00026145i,0.00058692-0.00025034i,9.2276e-05-0.00020289i,-0.00019045-0.00022865i
-0.0017249-0.00043381i,-0.0008696-0.00016788i,-0.00037228+0.00010579i,-0.0010498-0.00038064i,-0.0016665-0.00065759i,-0.0011559+1.6147e-05i,-0.00096984+0.00077265i,-0.0004646+0.00098847i,0.00044892+0.0013572i,0.00011714+0.001936i,-0.00024696+0.0013959i,-4.3171e-05+0.00063523i,-0.00026943-0.00027972i,0.00017348-0.00068446i,0.00011188-0.00020464i,-0.00050289+2.1955e-05i,-0.00037169+7.7858e-05i,-0.00054699+0.00049179i,-0.00072074-0.00015248i,-0.00031272-0.00032018i,-9.7866e-05+0.00026435i,-0.00011341+0.00041452i,-0.00028567+0.00025801i
-0.00069345-0.0010493i,-0.00038166-8.0882e-05i,-0.00038368-4.2272e-05i,0.00011466+0.00024312i,0.00049617+0.0005029i,0.00018316-0.00010791i,0.00017579-0.00081321i,-0.00012009-0.00088934i,-0.00045248-0.00062191i,-0.00012634-0.00060322i,0.00049199-0.00068402i,0.00068643+0.00028221i,0.00022045-0.00010464i,0.00015027-0.00059175i,0.00035207-0.00072357i,0.00017243-0.00040162i,-0.00026179-0.00034887i,-0.00059615-0.00092934i,-0.0008097-0.00053882i,-0.00048235-0.00048169i,-0.00021622-0.0007277i,-0.00054327-0.00062954i,-0.00105-0.00050525i
-0.00097831+0.00032932i,0.00043136+0.00041393i,0.001171+0.00018403i,0.0011012-0.00045468i,0.0013413-0.00019553i,0.0012016+0.00091284i,0.00042755+0.0013691i,-0.00014678+0.0012305i,0.00026416+0.00082874i,0.00013342+0.00016676i,-0.00060038-0.00043047i,-0.00030062-0.00049043i,-0.00015966+6.8941e-05i,-0.00018557+0.0009001i,-4.6518e-05+0.00058268i,-6.8113e-05-0.00012719i,-0.00023497+0.00036687i,0.00030379+0.00079557i,0.00091223+0.00026051i,0.00053291-0.00041118i,0.00042208-0.00095625i,0.00069292-0.0008104i,0.0001574+0.00021306i
0.0010777+0.0010065i,0.0017012+0.0008661i,0.0018699+0.000433i,0.00097442-0.00035211i,0.00083953-0.0010104i,5.7074e-05-0.00040782i,-0.00033023-0.00011639i,1.6754e-05-0.00047502i,7.6845e-06-0.00024382i,0.00010456+0.00083414i,4.9967e-05+0.0007279i,3.0379e-05+0.00041177i,0.0001088+0.00075732i,0.00016502+0.00029182i,0.00063706-0.00016643i,0.0009166-0.00048561i,0.00075565-0.00055138i,-0.00044491-0.000758i,-0.0011637-0.00055575i,-0.00040776+0.00010474i,-0.00024186+0.00068947i,-0.00010024+0.00027846i,0.00061702-0.00029117i
-0.001536-0.00040241i,-0.0012121-0.00053386i,-0.0013459-0.00086356i,-0.00075779-0.0016901i,-0.00035591-0.0009803i,-0.00030992-0.00051222i,-0.0002016-0.00010762i,-1.1556e-05+0.00048792i,-3.263e-05-0.00033554i,0.00010361-9.4014e-05i,0.00024209+0.00041916i,0.00030685+6.0235e-05i,0.00020421+0.00019782i,0.0003848+0.00056776i,0.00050398-0.00044207i,0.0002049-0.00089683i,-0.00062471-0.00018075i,-0.0012657-0.00054349i,-0.00032713-0.00073783i,-9.8881e-05+0.00024139i,-0.00040797+0.00044009i,0.0002365+0.00063181i,0.00092763+0.00099993i
0.00032086+0.0007081i,0.00060636-5.3753e-05i,0.0015249+5.5264e-05i,0.0019057-0.00032654i,0.0012169-0.00054353i,0.00032844-3.022e-07i,3.2078e-05+0.0002015i,-0.00020923+0.00013986i,0.00013401+0.00054942i,0.00053215+0.00095i,0.00015096+0.00068301i,5.6608e-05-0.00021934i,-6.1991e-05-0.00048331i,-0.00022616-4.8388e-05i,0.00019092+0.00038362i,0.0011312+5.631e-05i,0.0012085-0.00040835i,-0.00019174-0.00040545i,-0.0007302-0.00051833i,-0.00010597-0.00073986i,0.00028298-0.00075511i,-2.5461e-05-0.00053466i,-0.00024575-0.00081633i
0.00011729+0.00088771i,0.00013834+0.00066784i,-0.00036889-0.00023398i,-0.00038421-0.0005176i,-0.00020979-0.00042918i,0.00017466-0.00043165i,0.0003847-0.00021248i,0.00024761-0.0005446i,-2.5454e-07-0.00033744i,0.00028083+0.00051668i,0.00062236+0.00075179i,0.00026895+0.00050037i,-9.2638e-05-4.7655e-06i,-0.00014076-0.00018901i,-6.8897e-05-0.00020782i,-0.00027678-0.00036191i,-0.00033499+0.00025299i,-0.00031611+0.00049739i,-0.0005643+0.00022917i,-0.00081609+0.00018825i,-0.00061831+5.4025e-05i,-0.00033713-2.9196e-05i,-8.5782e-05-0.00019398i
0.0027501+0.0014687i,0.0028451-0.00077083i,0.0033368-0.0015203i,0.0035128-0.0013414i,0.0019115-0.0017574i,0.00036903-0.0016434i,-3.3247e-05-0.00014255i,-6.2656e-05+0.00078966i,0.00065545+0.00078895i,0.0004695+0.00022116i,-0.00022427-0.00032751i,-0.0006659+0.00016464i,-0.0012963+0.00093086i,-0.001444+0.0012787i,-0.0010083+0.0010523i,-0.00014681+0.0012243i,0.00039866+0.0010544i,0.00039825+0.00011959i,0.00069018+2.6007e-05i,0.00082338+0.00030912i,0.00040538-1.5655e-05i,7.9854e-05-0.00058707i,-0.00044371+2.3729e-05i
0.0011139-0.0014098i,0.0014161-0.00053828i,0.0020132-0.001107i,0.001117-0.002413i,-0.00045627-0.0036025i,-0.00080437-0.0028605i,-5.918e-05-0.00055867i,0.00074962+4.1048e-05i,0.001037-0.00019236i,0.00017771-2.7848e-05i,-0.00085459+0.00017771i,-0.00076023+0.00052021i,-0.00070967+0.00036111i,0.00010435+0.00046425i,0.001111+0.00064936i,0.0014527+0.00043159i,0.00094058-9.2926e-06i,-0.00016071-0.00022147i,4.8839e-05-0.00045075i,0.00087374-0.00060247i,0.0014402-0.00031482i,0.00054077-0.00016331i,-0.00073258-0.00039532i
-0.0025627-0.0018126i,-0.0032111-0.0018804i,-0.0028798-0.00030416i,-0.002038+0.0012251i,-0.0013614+0.001461i,-0.0011815+0.00033817i,-0.0011622-0.00021639i,-0.0010432+0.00069877i,-0.0007104+0.00069698i,-0.00047048+0.00050694i,-0.0003581+0.00041976i,0.00018425+4.3852e-05i,0.00054833-0.00014708i,0.00028947-0.0003942i,0.0006567-0.00061576i,0.0010447-0.00038138i,0.00036005+0.00026821i,0.00020629-0.00024912i,-1.107e-05-0.00047386i,-0.00017882-0.00022829i,-6.8925e-05-0.00071514i,-4.572e-05-0.00050097i,8.1658e-05-0.00011296i
-0.00012051-0.00030926i,0.0012127+0.00097872i,0.0034395+0.0006519i,0.0038637-0.00087578i,0.0029407-0.00076101i,0.0018816+0.00016987i,0.0012245+3.7601e-05i,0.00085319-7.5612e-05i,0.00098756+0.00039556i,0.00072374+0.00098234i,2.0583e-05+0.0011491i,-0.00017376+0.00087859i,-0.0004021+0.00067392i,-0.00027224+0.00015669i,9.8419e-05-3.9164e-06i,-0.00044131+0.00036922i,-0.00076445-0.0002031i,-0.00064526-0.00068702i,-0.00070503-0.00074941i,-0.00081207-0.00054685i,-0.00096425-0.00043099i,-0.00061289-0.00066063i,0.00069268+0.00017627i
0.001661-0.0022721i,0.00058184-0.0020444i,0.00042669-0.0035767i,-0.00088303-0.003522i,-0.0019595-0.0021826i,-0.001078-0.00083095i,-0.00091234-6.547e-05i,-0.00099141-0.00047992i,-0.00022118-0.00043652i,3.4069e-05+3.0358e-05i,-0.00033954+0.00031237i,-0.00039653+0.00077642i,0.0006127+0.0012505i,0.0015875+0.0010322i,0.00081028+0.00038269i,5.2497e-05+0.00057574i,0.00019781+0.0013347i,-0.00048296+0.00086227i,-0.00016058-4.9388e-06i,0.00011548+0.00031402i,-0.00033496+0.00030495i,9.5204e-05+1.2485e-05i,0.00086008+0.00025641i
-0.00028354+0.0017471i,-0.00036904+0.0017797i,-0.0010662+0.0025715i,-0.00081004+0.0018125i,0.001115+0.0010834i,0.0014363+0.00096389i,0.00077835+0.0006864i,0.00043841+0.00020552i,0.00053527+0.00039901i,0.00087418+0.00067049i,0.00060411+0.00033737i,0.00024056-0.00041507i,-0.00012723-9.2483e-05i,-0.00021709+0.00066037i,0.00061747+0.00047922i,0.00089546+0.0005353i,2.8241e-05+0.00035433i,-0.00028752-0.00023611i,2.6438e-05+0.00023581i,-0.00027988+0.00076036i,-0.00036128+0.00088686i,0.00043492+0.00059216i,0.00014865+0.00033935i
0.0024596-0.00023001i,0.0018479-0.00054782i,0.0021104-0.0022765i,0.0018953-0.0038911i,0.0011454-0.0031091i,-0.00014359-0.0010893i,-0.00079036-0.00048577i,-0.0002435+0.00045408i,-0.00020393+0.00095324i,-0.00054488+0.00047226i,-0.00067737-4.1448e-05i,-0.00055442-4.6144e-05i,-4.6715e-05-6.6264e-06i,0.0003661-9.0644e-05i,-0.00027256-0.00026472i,-0.00071068-0.0004093i,-0.00050777-0.00015578i,-0.0003692-0.00024909i,-0.00062093-0.00060954i,-0.0010642-0.001113i,-0.00083065-0.0011417i,-0.00041764-0.00062866i,-2.5771e-05-0.00074365i
-0.00056527+3.4693e-05i,-0.00038866+0.0010369i,-0.00049199+0.0025559i,-0.00092229+0.0018559i,-0.00052727+0.00060867i,-3.1915e-06+0.00048943i,-0.00069205+0.00083567i,-0.00079189+0.00061852i,-0.00025886+0.00042172i,-0.00053098+0.00059803i,-0.00035682+0.00036825i,0.00025877-0.00046779i,0.00034795-0.0010398i,6.5937e-05-0.00055631i,-0.0002805-9.3325e-05i,-0.00021856+0.00064449i,8.6181e-05+0.00088835i,0.00056588+0.00011375i,0.00018866-0.00014728i,-0.0005669+0.00038647i,-0.00037332+0.00031614i,-0.00021035+5.4667e-05i,-0.00042351-0.00021763i
-0.0013996-0.00068652i,-0.00072178+0.00026435i,-0.00055829+0.0010739i,0.00079953+0.00088311i,0.0023038+0.00083431i,0.0019912+0.00032868i,0.00062079-0.00034989i,-0.00011186-0.00037913i,1.1205e-05-1.0318e-05i,-0.00039768+0.00095026i,0.00017888+0.00078594i,0.00087374-0.0007755i,0.0011291-0.0011429i,0.0012741-0.00058214i,0.00057216-0.0004272i,0.00018261-0.00024986i,0.00013841-0.00045065i,-1.9728e-05-0.00045404i,-0.00027471-0.00036414i,-0.00013809+0.00019537i,0.0001039+0.00064881i,0.00022704+0.00061009i,-8.5542e-05-3.7723e-05i
0.00031449+8.8363e-06i,0.0004067+0.00025294i,0.00047792+0.00015231i,0.00065091-0.00028161i,0.00066062-0.00073037i,0.00047462-0.00047584i,0.00046767-0.00050682i,0.0010525-0.00064102i,0.0017007+5.1181e-05i,0.0009924-9.8675e-05i,0.00012291-0.00036127i,0.00038238-6.9812e-05i,0.00082323+0.00033244i,0.00076271+0.00053421i,0.00045147+0.00083687i,0.00022847+0.001186i,0.00033071+0.00097388i,-3.4358e-05+0.00031055i,0.00012534-1.7593e-05i,0.00057212+0.0006629i,0.00059452+0.0011475i,0.00010777+0.0013078i,1.3729e-05+0.00082679i
-0.00030946-0.00038927i,-6.0005e-05+0.00042507i,0.00015439+0.00069508i,0.00063703+0.0011385i,0.00029911+0.0016595i,0.00017957+0.00044398i,0.00046909-0.00053998i,0.00018994+6.1164e-05i,0.00040345+0.00035131i,0.00031371+0.00096504i,3.3326e-05+0.0010453i,0.00023247-3.9015e-05i,0.00041256-0.0004236i,0.00032916-0.00016132i,0.00016469+0.00083157i,-0.00036841+0.00064152i,-0.0003693-8.3347e-05i,0.00016171-9.5306e-05i,-6.0744e-05-0.00025378i,0.00041913-0.00057989i,0.00050853-0.00037366i,-0.00022435+4.7846e-05i,4.3899e-05+0.00014354i
7.8717e-05+0.00021791i,-5.4842e-06+0.0012958i,-0.0002913+3.3985e-06i,-0.00031756-0.0013578i,0.00032704-0.0013404i,0.00074517-0.00077849i,-7.7494e-06-0.0001473i,-0.00056728+0.00071743i,-0.0005535+0.0009953i,-0.00030999+0.00071046i,-5.9378e-05+0.00055941i,-0.00013183+0.00025408i,0.00027823+4.5519e-05i,0.00074222+7.1255e-05i,0.0013725+0.00038485i,0.0013446+0.00073845i,0.00056457+0.00072309i,0.00037202+0.00051383i,0.00011562+0.00025303i,-0.00048497-0.00013169i,-7.794e-06+1.6119e-05i,0.0001021+0.00014738i,-0.00029535+0.0003603i
0.00076478-0.00034791i,0.0010685-0.00096408i,0.0013919-0.00087853i,0.0017908-0.00077851i,0.0010371-0.00027797i,0.00043746+0.00040467i,0.00038573+0.00019245i,1.3883e-05+0.00061749i,-0.00023787+0.00093771i,-0.00027793+0.00068762i,0.00053724+0.0005596i,0.0008361+0.0003762i,0.00020758+7.9345e-05i,7.1143e-05-2.8925e-05i,0.00019283+0.00010497i,0.00024733+0.00021914i,8.3299e-05+0.00038994i,-1.0316e-05+6.0471e-05i,0.00011857-3.8585e-05i,2.0071e-05+0.00024033i,-0.0001832-0.00031156i,-0.00011408-0.00088795i,-9.5724e-06-0.00034477i
0.0009514+0.0015348i,0.001418+0.00040863i,0.0028615-0.000146i,0.0034527+0.00015493i,0.0021132-0.00020227i,0.00040314-0.0012329i,-0.00022893-0.00084028i,-0.0003365-0.00010739i,0.00075481+0.00016251i,0.0012293+0.00013446i,0.00087534-8.0284e-05i,0.00071778-1.5526e-05i,0.00048591+5.5523e-06i,6.4675e-05+0.00021307i,0.00024632+0.00046946i,0.00057167+0.0004408i,0.00024791+0.0001994i,0.00037503+0.00010337i,0.00049052-0.0002074i,0.00040951-0.0012648i,0.00026634-0.0011512i,0.0003185+0.00022169i,-0.00020405+0.00069665i
-0.00050761-0.00086388i,-9.7128e-05-0.0013456i,-0.00051129-0.0010835i,-0.00098374-0.00055294i,-0.00041534-0.000654i,0.00012315-0.0012233i,0.00026139-0.00044291i,-6.7483e-05-8.002e-05i,-0.00013663+5.4738e-05i,-0.00030481+4.6601e-05i,-9.5988e-05-0.0001273i,0.00031688-0.00077663i,0.00042636-0.00089327i,0.00034408+0.00018753i,0.00053086+0.00048895i,0.00011492+0.00032218i,5.9191e-05-9.9385e-07i,-0.00035846+6.4566e-05i,-0.0010694+5.6719e-05i,-0.0012427-0.00023088i,-0.0015033+0.00037956i,-0.0010733+0.0007985i,-0.00020456+0.00035481i
