-0.0035328+0.0006811i,-0.0019195+0.0016301i,-0.0010928+0.0020851i,0.00098994+0.0024306i,0.001226+0.0030135i,0.0010058+0.0023013i,0.0014676+0.0015923i,0.00090661+0.0018188i,0.00045569+0.0017194i,0.00064532+0.00073978i,0.00052911-0.0010096i,0.00027055-0.0011266i,0.00020977-0.00059759i,0.00014083-0.00062661i,3.7418e-05+0.00037388i,-0.00017369+0.00011897i,-3.9812e-05-0.00029996i,0.0004183+0.00018345i,0.00053356-3.351e-05i,0.00032107-0.00059967i,0.00061014-0.00060131i,0.00045242+0.00014304i,0.00023171+0.00060627i
-0.00078119-0.0023572i,0.00077299-0.00093225i,0.0016659+0.00032516i,0.0011782+0.0011641i,0.00064359+0.0018236i,0.0010284+0.0017868i,0.0013547+0.00034443i,0.00035143-0.00029134i,-0.00027204-0.00018943i,6.7706e-05-0.0005613i,2.8505e-05-0.00098859i,0.00024882-0.00064328i,0.000769-0.00064364i,0.00042601-0.00094378i,3.7634e-06-0.0005906i,-0.00012418+0.00010477i,-0.00057625+0.0005915i,-0.00062549+0.0010767i,8.198e-05+0.0010744i,0.00026136+0.00051798i,-0.00053026+0.00049727i,-0.00026518+0.00052575i,0.0007091-0.00021173i
-0.0023603-0.00058757i,-0.0022304+0.00043323i,-0.0017705+0.0015004i,-0.000841+0.0019488i,0.00018219+0.0017727i,0.00087583+0.0012238i,0.00020512+0.00040445i,-0.00056074-0.00016952i,-0.00054858-0.00057339i,-0.00019197-0.00079713i,3.989e-05-0.00072316i,-4.3417e-05-0.00038509i,0.00034336-8.6869e-05i,0.0004723+0.00022971i,2.9007e-05+0.00014044i,0.00033505+0.00011109i,0.00057739+0.00035113i,-0.00014258+0.0003584i,-0.00049431+0.00027188i,-0.00060102+0.00051516i,-0.0010445+0.00029201i,-0.0011268+7.4149e-06i,-0.00041961+0.00019763i
-0.00070472-5.3432e-05i,-0.00053967-0.00032663i,-0.00030223-0.00099228i,-0.00098491-0.00095975i,-0.001636-0.00052549i,-0.0017762+0.00041672i,-0.0014078-0.00043109i,-0.00061503-0.001124i,-0.00047345-0.00033112i,-0.0013575-0.0001643i,-0.0015371-0.00047894i,-0.0010592-0.00064101i,-0.0004027-0.00034006i,0.00035206-2.8335e-05i,0.00029102+0.00033515i,-0.00053047+0.00025633i,-2.6633e-05-0.00039086i,0.00080794-0.00086286i,0.00032856-0.00076036i,0.00035721-0.00069196i,0.00080106-0.0010591i,6.579e-06-0.0010261i,-0.0004299-0.0010186i
0.0024008-0.0023231i,0.0026306-0.0033542i,0.0021721-0.0047922i,0.00065678-0.0047437i,-0.00045075-0.0021679i,-0.00067585-0.00061787i,-0.0012571+0.00036282i,-0.001424+0.00040921i,-0.00099311-0.00047451i,-0.00015307-0.00079542i,-0.00021161+0.00010179i,0.00011017+0.00032175i,0.00090901+0.0001225i,0.00074508+0.00026441i,0.00034026+0.00010691i,0.00080946+0.00036635i,0.00096138+0.00092992i,0.00017626+0.0013166i,-0.00060614+0.0013457i,-0.0005378+0.0005712i,-0.00049889+0.00039142i,-0.00094575+0.00029396i,-0.00067673+0.00028419i
0.00052638+0.0001203i,0.0013707-0.0011591i,0.0012338-0.00085854i,0.00029253-0.00010656i,9.1283e-05-0.00034143i,0.00030919+0.00016233i,-2.4217e-05+0.00016547i,-0.00079222-0.00012073i,-0.0001027-9.6804e-05i,0.0010531-0.00050782i,0.0010207-0.0010719i,0.00021456-0.0012624i,-9.9566e-05-0.001202i,0.00033336-0.00039795i,-5.3678e-05+0.00046229i,-0.00069507+0.00064466i,-0.00090387+5.9367e-05i,-0.00084367-0.00072815i,5.6516e-05-0.00061738i,0.00039997-0.00033102i,0.00026605-0.00027922i,-3.3772e-05-0.00036361i,-6.5382e-05-0.00088135i
0.00026469-0.0013433i,-0.00060224-0.0020741i,-0.0019001-0.0019765i,-0.0023367-0.0014196i,-0.0010925-0.00035944i,0.00017926+0.00016869i,0.00040538+0.00036904i,0.00047851+4.7605e-05i,8.8082e-05-0.00030612i,-0.00056824+0.00035996i,-0.00056622+0.00028589i,-5.845e-05-6.5419e-05i,0.00055222+0.0003372i,0.00065088+0.00049883i,0.00051453+8.5561e-05i,0.00044966+0.00025376i,0.00012696+0.0004045i,-0.00018424-0.00022416i,0.00018212-0.00017199i,0.00080198+0.00073517i,0.00079119+0.00052446i,-6.5748e-05+0.0001731i,-0.00052013-0.00020632i
0.0010776+0.00060457i,0.0026007-0.0017426i,0.0032376-0.0031929i,0.0017667-0.0026143i,0.00019911-0.0011805i,-0.0006154+5.8301e-05i,-0.00070649-0.00019741i,-0.00052283-0.0010056i,-0.00024369-0.0014416i,5.4114e-05-0.00089605i,0.00070165-0.00056357i,0.0007385-0.0003181i,8.9411e-05+0.00064238i,8.811e-05+0.00089652i,-0.00014919+0.00025203i,-0.0001892-0.00033696i,0.00021377-0.00060648i,-3.9577e-05-0.00091799i,-0.00081923-0.00058015i,-0.0014378-0.00061147i,-0.0015478-0.00078998i,-0.0009123-0.00081507i,0.00047922-0.0012658i
0.00040959-0.0016445i,0.00027921-0.0021213i,3.2535e-05-0.0028487i,-0.00070783-0.0023504i,-0.0011826-0.001022i,-0.00059942+0.00090724i,4.8642e-05+0.0008028i,-0.0003581-9.6614e-05i,-0.00067549-0.00028632i,5.4478e-05-0.00054304i,0.00048505-0.00051081i,0.00031581-0.00044822i,0.00062632+0.00076161i,0.00095803+0.0014361i,0.00076712+0.00094304i,0.00045353+0.0010658i,-1.2745e-05+0.00076951i,-0.00013113-0.00029539i,-0.00052688-0.00052387i,-0.0010519-0.00048362i,-9.9637e-05-0.00057962i,0.00031553-0.00044408i,-8.4198e-05-0.00024616i
-0.00076893+0.0014454i,0.00019295+0.00060706i,0.0015577+0.00053321i,0.0015373+0.0012569i,0.00077116+0.0013748i,0.00018891+0.0001271i,-0.00053736-0.00055739i,-0.00077341-0.00072112i,-0.00034963-0.0012628i,-0.00015895-0.0011155i,-0.00034771-0.00062829i,8.9268e-06-0.00046885i,0.00084903-0.00075341i,0.00075428-0.001133i,0.00045058-0.0010459i,-0.00019663-0.00012152i,-0.00029355+0.00049575i,0.00061555+0.00050062i,0.00039071+3.1401e-05i,-0.00060007-1.908e-05i,-0.00031348+0.00038842i,0.00020647+0.00085602i,-0.0002016+0.00063696i
0.0019053+0.0014578i,0.0016751-0.0001404i,0.0020066-0.00032921i,0.0024856-0.00021244i,0.0026093-0.00021623i,0.0019168-0.0011452i,0.00099089-0.0017278i,0.00050775-0.00073536i,0.00029973+0.00037728i,0.00039492+0.00018913i,-0.00010799-0.00042075i,-0.00068033-0.00030106i,-0.00029413+6.1285e-06i,-3.6973e-05-5.5477e-06i,2.305e-06-0.00027627i,0.00034878-0.00011093i,0.00081529+0.00028015i,0.00076045+3.642e-06i,0.0005331-0.00012645i,0.00095778+0.00048943i,0.0014885+0.00088252i,0.001334+0.0010028i,0.00021515+0.0010165i
0.0012612-0.00016301i,0.0016104-0.0015146i,0.0016136-0.0032089i,-0.00027242-0.0028628i,-0.0010209-0.0011533i,-0.00016062-0.00012017i,1.5057e-05-0.00091169i,-0.00045111-0.0015588i,-0.00035484-0.00012944i,0.00014165+0.00096036i,0.00022121+0.00022271i,0.00016619-0.00082784i,-0.00042346-0.00055949i,-0.00085854-0.00048802i,-0.0005093-0.0001907i,-0.00033491+0.00016639i,-0.00078018+0.00068707i,-0.00071312+0.00074669i,0.00013065-0.00084463i,0.00055076-0.0010488i,0.0002425-5.9585e-05i,0.00022997+0.00026729i,0.00063464+0.00090661i
-0.00083196+0.00020633i,-0.00055609-0.00063012i,0.00031706+9.9651e-05i,0.00050842+0.0012509i,0.0006908+0.001494i,0.00092908+0.0010589i,0.00046565-9.056e-05i,-0.00047122-0.00054299i,-0.0007973-0.00032756i,-0.00044464-0.00032172i,-0.00043889+0.00034156i,-0.00042483+0.00083796i,0.00053879-0.0005263i,0.0011413-0.0010728i,0.00023454-0.00085555i,-0.00058717-0.00065546i,-0.00021997-0.00042793i,-0.00016635-0.00070755i,-0.00085159-0.00036666i,-0.00067645-9.3617e-05i,0.00061941-5.6574e-05i,0.00086793-2.179e-05i,0.00055285+0.0002724i
-0.0010561-0.0021032i,3.2243e-05-0.00072197i,-0.00061213-0.00032635i,-0.0019221+0.00025823i,-0.0011895+0.00087607i,-4.4316e-05+0.0012246i,-0.0006965+0.00030326i,-0.00061413-0.00041026i,-0.00054651-0.00098568i,-0.00067984-0.001098i,-0.00037145+0.00035002i,0.00016509+0.00014706i,0.00056357-0.0010998i,0.0010772-0.00062069i,0.0010244-9.7317e-05i,0.00027385+4.4784e-05i,0.00023228+0.00071992i,0.00024887+0.0010247i,-0.00036093+0.00047902i,-0.00041832-0.00051239i,0.00041751-0.00014121i,0.00037776+0.00053637i,0.00042886+0.00011769i
-0.00041235-0.0016373i,-0.0013083-0.0018788i,-0.0023375-0.0026889i,-0.0023886-0.00195i,-0.0016783-0.00014953i,-6.387e-06+0.0010516i,0.0013376+0.00078212i,0.00094335-0.00040779i,0.00039813-0.00080695i,6.5867e-05-0.00035137i,-0.0002949+5.9654e-05i,-9.5685e-05+0.00015773i,-0.00045917+0.00040227i,-0.00051705+0.00060574i,-0.000126-7.2733e-06i,0.00031841-0.00049402i,0.00080934+0.0001597i,0.00025111+0.00038109i,-3.0934e-05-0.00013548i,0.00010767+0.00027705i,0.00039583+0.00053617i,0.00085692+0.00044796i,0.00028343+0.00036809i
-0.00085376-0.00033969i,-0.00052291-0.00077902i,-0.00024311-0.0011574i,0.00047111-0.00027977i,0.00013731+0.0014953i,0.0005919+0.0020709i,5.4672e-05+0.0014463i,-0.00065129+0.00017237i,-0.00056201-0.00041481i,-0.0012659-0.00012397i,-0.0011265-0.00028433i,0.00050167+0.00029104i,0.0012382+0.00062864i,0.00062494+0.00029207i,0.00032699-0.00052053i,0.0001408-0.00060814i,-0.00032954+0.00024714i,-0.00056742+0.00041317i,-0.001195+9.3854e-05i,-0.0012098+2.1076e-05i,-0.00011536+0.00033123i,0.00068101+0.0010472i,0.00035694+0.00055354i
-0.00051405-0.0015584i,0.00024526-0.00034716i,-0.001163+0.0009415i,-0.0018776+0.0010366i,-0.00064034+0.0012891i,7.9485e-05+0.0011923i,-6.0983e-05-3.5166e-05i,-0.00038514-0.00034091i,-0.00063018+0.00023717i,-0.00039789+0.00074009i,-0.00012525+0.00051102i,0.00030589+6.1995e-05i,0.00035335-0.00016465i,-0.00018878+0.00021905i,-0.00036117+0.0006314i,-0.00030899+0.00037903i,-0.00045308-0.00065629i,8.0566e-05-0.00070498i,-0.00024823+0.00039531i,-0.00062477+0.00048889i,-0.00067825-0.00010844i,-0.00051031-0.00063394i,-9.0791e-05-0.00057045i
0.0015627-0.0020986i,-3.9398e-05-0.0030323i,-0.00032591-0.0048186i,-0.00018493-0.0046214i,-0.00064118-0.0019247i,-0.00066269+0.00035426i,-0.00011201+0.00060986i,-0.00053866-0.00054292i,-0.00081626-0.0012105i,-0.00061526-0.00092817i,-0.00076149-0.00022269i,-0.00014221-0.00053495i,0.0010942-0.00075079i,0.0009281-0.00032969i,0.0004775-0.00018103i,7.3217e-05-0.00010949i,-3.9735e-05+0.00039335i,-0.00056821+0.00047084i,-0.0010527+0.00037088i,-0.0010257+0.00029994i,-0.00051626+0.00010269i,7.55e-05+4.1986e-05i,0.00031277+0.00024847i
-0.00062693-0.0014617i,-0.00091569-0.0016953i,-0.00072068-0.001936i,-0.00076494-0.0010282i,-0.00080322-5.2747e-05i,-0.00011731+0.00052729i,-0.00034343-0.00014993i,-0.00020598-0.0011078i,0.00019014-0.00047324i,-0.00033466-0.00053182i,-0.0011388-0.00087995i,-0.0012582-0.00087683i,-0.00094256-0.00093302i,-0.0012719-0.00093943i,-0.00072012-0.00019312i,-0.00059591+0.00025181i,-0.00035274+0.00053967i,0.00024087+0.00039998i,-0.00028666-3.2424e-05i,-0.00023068-9.4576e-06i,0.00073993+0.00034104i,0.00080799+0.00075581i,0.00014322+0.00039603i
0.0011577+0.0010163i,0.00083399+0.00037376i,-1.9937e-05-8.8721e-05i,1.0751e-05+0.0012402i,0.00083121+0.0024097i,0.00086261+0.0023247i,0.00045066+0.00087892i,-0.00083533-0.00034383i,-0.0011754-0.00035981i,-0.00058244-0.0003849i,-0.00010633-0.0009415i,0.00015915-0.00052784i,0.000523+0.00016121i,0.00060638+4.3071e-05i,-1.2342e-05-8.579e-05i,-0.0002414-0.00033562i,7.9676e-05-0.00054883i,-0.00015301-0.0002451i,-0.00047487+0.00050274i,9.3248e-05+0.00075171i,0.00018982-7.4434e-05i,-9.8105e-05-0.00080827i,-0.00049007-0.00078694i
-0.00065152-0.00075972i,-0.00056864-0.00095784i,-0.0012043-0.00059035i,-0.00016929-0.00049521i,0.00088465+0.0002599i,0.00068013+0.00012996i,0.00026488-0.0008889i,-0.00052673-0.0016327i,-0.00071108-0.0016444i,-0.00074433-0.00050782i,-0.00015441+1.0527e-05i,0.00073893-0.00024587i,8.8662e-05-0.0010254i,-0.000126-0.0016857i,3.5731e-05-0.00056207i,-0.00040987+0.00010307i,-0.00067993-0.00025621i,-0.00059884-0.00039815i,0.00034254-0.00013481i,0.00015682-0.00032238i,1.8661e-05-0.00035866i,0.0001166+0.00010441i,-0.00017648-5.9467e-05i
0.0020495+0.0013602i,0.0039428-0.0013561i,0.0056963-0.0039425i,0.0046502-0.0047298i,0.001936-0.0031927i,-0.00017426-0.0017183i,-0.00032975-0.0010066i,0.00025033-0.00017935i,-0.00023234-0.0003362i,-0.00029703-0.00067577i,0.00031087-0.00038466i,0.00019785+0.00026208i,-7.2414e-05+0.00048737i,-6.0295e-05-0.00011082i,-0.00057172+0.00011386i,-0.00092881+0.00069542i,-0.00051511+7.0907e-05i,0.00024148-0.00019466i,0.00051833+8.5782e-05i,-3.2139e-05+0.00040286i,-0.00039977+0.00076951i,-4.1993e-05+0.0009519i,0.00016305+0.00067719i
-0.0015611-0.0013007i,-0.001327-0.00092431i,-0.001124-0.00028361i,-0.0011757+0.001106i,-0.00094695+0.0016654i,0.00027654+0.0010787i,0.00040609+0.00028637i,-4.0609e-05-0.00038935i,0.00032068-0.00097944i,0.00019825-0.00067202i,0.00026772-0.00012756i,0.00035156+0.00014105i,-0.00040797-0.00015081i,-0.00088335-0.00032151i,-0.0001142-0.00064026i,0.00083213-0.0009894i,0.0010067-0.00017703i,0.00099761+0.00079047i,0.00042577+0.00073078i,0.0003551+0.00038667i,0.001229+0.00098844i,0.00063483+0.0010434i,-2.6437e-05+0.00010008i
-0.0005239-0.00082053i,0.00010152-0.00095143i,-0.00049586+0.00075948i,-0.0011545+0.0026255i,-0.00066404+0.0022943i,0.00051153+0.0018861i,0.00050485+0.00091719i,-0.00014359-0.00014241i,-0.00083435-8.5319e-05i,-0.00041092+0.00010544i,0.00022401+0.00050878i,0.00056764+0.00043468i,0.00075186-0.00051472i,0.00076035-0.00082379i,0.0011889-0.0007376i,0.0011835-0.00086926i,0.00051075-0.00049036i,0.00091664+0.00034729i,0.00099465+0.00046024i,0.00053133+0.00040171i,0.0005606-0.00014619i,0.00010325-0.00015807i,-0.00012402+0.00014058i
0.00057112-0.00042181i,0.00047697-0.0014352i,9.4031e-05-0.0029917i,7.1645e-05-0.0033577i,8.6632e-05-0.0012591i,-0.00013847+0.0013801i,-0.00059426+0.0016566i,-0.0010227+0.00026128i,-0.0012189-0.00051475i,-0.00092002-0.00057559i,-0.00047173-0.00029167i,0.00015652+0.00030008i,0.00042308+0.00024993i,0.00016398-0.00026333i,2.6256e-06-0.00074371i,0.000457-0.0011658i,9.7993e-05-0.0010179i,-0.00039506-0.00092767i,-0.00074824-0.00060397i,-0.0010827-0.00031818i,-0.0011917-0.00075086i,-0.00045514-0.00069804i,0.00050715+0.00033083i
-0.00064392-0.0025345i,-0.0011452-0.0018439i,-0.0024855-0.0013542i,-0.0026834-0.00039243i,-0.0013203+0.0015067i,-0.00032177+0.002099i,0.00026887+0.00073391i,0.00028048-0.00044108i,0.00014166-0.0011608i,0.00085636-0.0011696i,0.0013998-0.00034385i,0.00068293+6.4139e-05i,-0.00026054+0.00015426i,-0.00038418-2.217e-05i,-0.00030439+4.4719e-05i,0.00019287-0.00022538i,0.00025152-0.00032898i,-3.7599e-05+0.00033203i,0.00026435+0.0001415i,0.00070032-0.00016975i,0.0007408+1.3493e-05i,0.00070589+0.00041997i,0.00077795+0.00069058i
0.0015319-0.0018747i,0.0013568-0.0012385i,0.0004727-0.0023123i,0.00010054-0.0026201i,-0.00051387-0.0010042i,-0.00069495+7.2941e-05i,-0.0011973-7.9798e-05i,-0.0013478-0.0005091i,-0.00098908-0.0002749i,-0.00086968+0.00027294i,-0.00079656+0.00035231i,-0.00034044-0.00018389i,0.00034836-4.1081e-05i,0.00084422-0.0002686i,0.001057-0.00037383i,0.0010195+3.9741e-05i,0.00062513-0.00049973i,-0.00073179-0.00047386i,-0.0013087-0.00040424i,-0.00067107-0.0001825i,-0.0002613+0.00036125i,0.00018398+0.00039381i,0.00013792+0.00050399i
0.0032614-0.0025622i,0.0017631-0.0032617i,0.00022712-0.0046569i,-0.0017208-0.004738i,-0.0015998-0.0025397i,-0.00067851-0.0003444i,-0.00048758+0.00018011i,-0.00090927-0.00012363i,-0.0012468-0.00029442i,-0.00096181-0.0001336i,-0.00052357-0.00035954i,0.00016503-0.00028834i,0.00046302+0.00024195i,5.3745e-05+0.00091612i,5.5596e-05+0.00057679i,0.00017403-0.00031792i,-0.00032978-0.0006763i,-0.00048216-0.00065759i,-0.00040353-0.00065436i,-0.00023429-0.00012834i,0.00017287+0.00074744i,0.00019208+0.00077808i,-0.00019301+0.00042278i
-0.00089324-0.00065215i,-0.00071577-0.00099166i,-0.0013254-0.001471i,-0.0015255-0.001323i,-0.00095064-0.00060231i,-0.00039965+0.00087573i,-0.00064275+0.0011358i,-0.00045837+4.3525e-05i,-0.00057946-0.00051127i,-0.00076646-0.00039377i,-0.00040874-0.00050612i,-0.00075086-0.0001277i,-0.0011496+0.00017362i,-0.00061027-0.00057277i,3.1715e-06-0.00040238i,-5.9927e-05+0.00016331i,-0.00020897-0.00012049i,0.00013697-0.00034133i,0.00091559-0.00077968i,0.00097747-0.00090899i,0.00016346-0.00011988i,-0.00027596+0.00042444i,-0.00028512+0.00041506i
-2.2715e-05+0.0008116i,0.0020061+0.00021577i,0.0029763-0.00022148i,0.0027579+0.00065708i,0.0026914+0.0013543i,0.0029898+0.0012749i,0.001195-0.00023231i,-0.0004984-0.0014542i,-0.00038631-0.0011318i,-0.00040764-0.00052555i,-0.00030858-0.00086873i,0.00013485-0.0012357i,0.00017774-0.00076488i,5.6557e-07+0.00019033i,-0.00010748+0.00043256i,0.00024742+5.8116e-05i,-0.00012298-0.00015155i,-0.00073325-0.00065863i,-0.00055748-0.00072459i,-0.00027115-3.1332e-05i,0.00049188+0.0002786i,0.00072296-6.8234e-05i,0.00073977-0.00028737i
0.0023641-0.00082771i,0.0023143-0.00068437i,0.0028013-0.00065118i,0.0021868-0.0011793i,0.00054553-0.0004943i,-0.00056881+0.00028885i,-0.00031306+0.00030272i,0.00022411+0.00021563i,0.00021311-0.00029669i,-0.00047473-0.00018805i,-0.0011422+0.00029946i,-0.00011787+0.00089198i,0.00046658+0.0013195i,-8.5598e-05+0.0005528i,-0.00024067+0.00022098i,-0.00042544+0.00072223i,-0.0007707+0.00077113i,-0.00074305+0.00075512i,-0.00059597+6.6442e-06i,-0.00080505-0.00085832i,-0.00065205-0.00079636i,0.00043526+4.7508e-05i,0.0013222+0.00030125i
0.0020797+0.00038466i,0.0020604-0.0014769i,0.0012759-0.0025775i,-0.00040191-0.0027483i,-0.0013768-0.0019783i,-0.0009897-3.1211e-05i,-0.00050883+0.00088121i,-0.00023981+0.00081627i,-0.00020981+0.00068419i,-0.00043081-0.00015241i,-0.00036653-0.00070233i,-0.00054505+0.00043222i,-0.00068796+0.0011777i,-0.00021402+0.0008505i,0.00011353-0.00026483i,-0.00051252-0.00048449i,-0.0005871+0.00017957i,1.9969e-05-6.8456e-05i,-0.00040231-5.9147e-05i,-0.00046361+0.00041834i,-0.00030289+0.00067995i,7.7462e-05+0.00076459i,0.0012707-0.00034136i
0.0014297-0.00049209i,0.0015273-0.001851i,0.0024181-0.0027191i,0.0020335-0.0029686i,0.00068904-0.0015631i,-0.00030297-0.00046662i,-0.00086123-0.00049318i,-0.00033859+0.0001515i,0.00030788-0.00023693i,0.00074532-0.0013256i,0.00064826-0.0006334i,-0.00071199+0.00091975i,-0.0012609+0.0016287i,-0.00042292+0.00090965i,0.00027669+0.00062975i,0.00073955+0.00013552i,0.00056232+0.0004783i,-0.00038699+0.00047222i,-0.00038836-0.00024326i,-0.00013002-0.00058383i,-3.092e-06-0.0012838i,-0.00015267-0.0015617i,1.3633e-05-0.00013729i
-0.00087059-1.3606e-06i,-0.0018012+0.0002958i,-0.00030657-0.00012479i,0.00045627-0.0010873i,-0.00024654-0.0013771i,-0.0011901+0.0003325i,-0.0011799+0.00060663i,-0.00070008-4.4675e-05i,-0.0002325-0.00022377i,0.00047582-0.00044286i,0.00015282-0.00075846i,-0.0004436-0.0012622i,-0.00038055-0.0010706i,2.1938e-05-0.00067492i,-0.00014357-0.00042392i,-0.00025033+0.00040042i,0.00030423+0.00067282i,0.00036949-0.00010059i,7.8327e-05-0.00042882i,-3.167e-05-0.00022312i,0.00033377-0.00018954i,0.00097637+1.8484e-05i,0.0012586+0.00067609i
0.0018897-0.00033168i,-0.00060282-0.0017936i,-0.0025279-0.0022465i,-0.0023241-0.0018053i,-0.0013174-0.00031072i,-0.00068198+0.00032154i,-0.00053553-0.0012753i,-0.00073824-0.0015561i,-0.0005415-0.0014743i,0.00021528-0.0014974i,-0.00034454-0.0003652i,-0.00074966+0.00043846i,-0.00031959+0.00064793i,0.00017876+0.0010461i,0.00094248+0.00080199i,0.00093598+0.00038466i,0.00062852+4.4444e-05i,0.00014108-0.00085789i,-0.00019806-0.00031868i,-0.00018526+0.00053458i,-0.00024735+9.573e-05i,-0.00010115-0.00017531i,-0.00022108-6.2984e-06i
-0.0025562+0.00082018i,-0.0006733+0.0016853i,-0.00034941+0.0028589i,0.00018207+0.0036084i,0.0010181+0.0033355i,0.0014495+0.0016829i,0.0014957-0.0001003i,0.0006599-0.0012098i,0.0005911-0.0011656i,0.0012311-0.00035856i,0.0010563-0.0004563i,0.00071147-0.0016721i,0.00045837-0.0019731i,0.00022004-0.0010234i,0.00025771-0.00034782i,0.00019144-0.00034134i,2.3818e-05-6.9023e-05i,-0.00013328-7.818e-05i,0.00014272-0.00059262i,0.00059101+2.2148e-05i,-9.6217e-05+0.00080587i,-0.00038775+0.00058066i,4.0236e-05+8.0816e-05i
-0.0018999-0.0010256i,-0.00048951-0.00023177i,5.9731e-05+0.00038173i,0.0010604+0.00081582i,0.00094291+0.0010616i,0.0014557+0.0011958i,0.0011735+0.00061084i,-0.00063147+0.00013507i,-0.0013417+0.00026427i,-0.0011362+0.00017106i,-0.00048123-1.1119e-05i,0.00032226-0.00098023i,0.00013847-0.0021923i,-0.00078635-0.0021114i,-0.00070766-0.0013879i,0.0002523-0.00095753i,0.00045628-0.0010385i,-0.00020803-0.00046557i,-0.00039767+0.00036964i,-0.00049724+0.00019048i,-0.00034372-2.0886e-05i,-0.00010826+0.00037726i,-5.3255e-05+0.00029552i
-0.0014078-0.0017311i,-0.0023208-0.00052633i,-0.0023478-0.00029185i,-0.0015132+0.00095121i,-0.00057855+0.0028959i,0.00038371+0.0030075i,0.00041397+0.00077728i,-0.00058188-0.00079505i,-0.00063106-0.00052274i,-0.00035684+7.9266e-05i,-0.00010068+0.00047076i,-0.00017478+0.00026154i,-0.00012553-0.00042547i,0.00042775-0.00054222i,-8.573e-05-0.00033338i,9.5679e-05-0.00040249i,0.00021849-8.1728e-05i,4.0744e-06+0.00044354i,-0.00032211+0.00059489i,4.8216e-05+7.9701e-05i,0.00055287+0.00021881i,0.00044441+0.00037245i,0.00032221+0.00020366i
-0.0016245-0.00016382i,-0.00091362-0.00033054i,-0.0011489+0.00025491i,-0.00081349+0.00085515i,0.00096653+0.0013035i,0.0018382+0.0015901i,0.0007672+0.00048986i,-0.00046689-0.00059391i,-0.0012418-0.00042442i,-0.0014489-0.00023662i,-0.0010052-0.0002674i,-0.00039344-0.00038724i,0.00012384-0.00065994i,0.00026238-0.00071328i,-0.00013015-0.00063345i,0.00010329-0.00058423i,-2.0754e-05-0.00081048i,-0.00013251-0.00018446i,-3.8444e-07+0.0010111i,-0.00010183+0.00085841i,0.00019375-0.00045944i,0.00034495-0.00033879i,0.00021519+0.0003187i
0.00041265-0.0026082i,-0.0004999-0.0019987i,-0.00050811-0.0023091i,-0.00089455-0.0018366i,-0.00058131+0.00025263i,-0.00022797+0.0010277i,3.4857e-05+0.00053278i,-0.00074837+4.6961e-05i,-0.00099535-0.00087758i,-0.000104-0.0010093i,0.00017847+0.00013514i,-0.00021859+0.00019476i,-0.00052661+0.00037639i,-0.00070202+0.0002637i,-0.00048233-0.0002359i,-0.00049793-0.00054137i,-0.00065362-0.00084133i,0.00044695-0.00051645i,0.00081506+6.8877e-05i,0.00035561+0.00010735i,0.00069565+0.00049184i,0.00044364+0.00029619i,-0.00026425+0.00013766i
0.0011658+0.00023763i,0.0005943-0.0002724i,-0.00065121-0.00040714i,-0.00040341+0.00060446i,0.00057988+0.0010578i,0.00041706+0.00080609i,-0.00072097+0.00097963i,-0.0009297+0.001139i,-0.00053767+0.00030511i,-0.00041968-0.00028687i,-0.00017832-0.00038i,-1.3891e-05+4.4772e-05i,-0.00038486-2.9733e-05i,-0.00035751-0.0001822i,-0.00061304-0.0002381i,-0.00012726-0.00086426i,0.00081857-0.00080813i,0.00075381-0.00061404i,0.0001719-0.00070647i,0.00011422-0.0004691i,0.00024535-0.0012241i,0.00024584-0.0016501i,-0.0002975-0.00082448i
-0.00023181+0.00038555i,-0.00072957-0.0007946i,-0.0001377-0.00040711i,-0.00074946-0.00063723i,-0.00062181-0.0011656i,-0.00011938-0.00046375i,-0.00014734+0.00025938i,1.1412e-05-0.00066759i,0.00046541-0.0012468i,0.00047241-0.00080228i,-0.00017909-0.00061314i,-0.00074262-0.00033391i,-0.00067532+1.5419e-05i,-0.0004591-0.00061377i,-0.00022589-0.00055984i,0.00036836-0.0001916i,0.0011155-0.00090553i,0.001264-5.3964e-05i,0.00043786+0.0013238i,0.00023043+0.00083636i,0.00043751-0.00034385i,-0.00010308-0.00071402i,-4.5182e-05-0.00041941i
0.0017169-0.00041006i,0.0018389-0.0018626i,0.0019053-0.003556i,0.00084596-0.0040771i,-0.00024576-0.0028766i,-0.00080939-0.00087143i,-0.00073497-0.00065537i,-0.00075325-0.0012631i,-9.2078e-05-0.0011822i,0.00058906-0.0012983i,0.00059186-0.0012762i,3.5606e-07-0.00036289i,-0.0004772+0.0010882i,-0.00038332+0.0015271i,-0.00028225+0.0013131i,-0.00023694+0.0016667i,-0.00080278+0.0012009i,-0.00035551+0.0003972i,0.00015661+0.00034813i,0.00025438+0.00063186i,-0.00022298+3.759e-05i,-0.0006189-0.00010941i,0.00046886+0.00015286i
