-0.00070001-0.00017177i,0.0010472-0.0015136i,0.0003585-0.00028045i,-0.00072897+0.0017155i,-0.0010567+0.0035083i,-0.00023895+0.0037516i,7.9707e-05+0.0032224i,0.00054753+0.0023901i,0.0011047+0.0012564i,0.0013464+0.00041605i,0.0012038-8.8375e-05i,-8.9491e-06-0.00028758i,-0.00065039-0.00075232i,-0.00096353-0.0014656i,-0.00058877-0.0010796i,3.9812e-05-0.00039467i,-1.0398e-05-5.8628e-05i,0.00028132+0.00035394i,0.00072875+0.00057172i,0.00077407+0.00020471i,0.00059531-0.00031479i,0.00020761-0.00012829i,-0.00021038-6.5155e-06i
0.0011672-0.00018592i,0.00084008+0.00079656i,0.00061076+0.00088318i,-0.00032019+0.00049939i,-0.00076048+0.00020823i,-0.00060912+0.0008708i,-0.00059303+0.00071971i,-0.0010167-6.5672e-05i,-0.00067303-0.00033872i,-0.00012611-0.00047131i,-0.00037726-0.00071522i,-0.00025911-0.00038668i,-3.5012e-05-0.00043712i,0.00048892-0.0010358i,0.00059286-0.00095717i,-3.9629e-05+0.00012805i,9.4836e-05+0.00012395i,0.00028924-0.00026828i,0.00071096-0.00021073i,0.0010531-1.6051e-05i,0.00012889+0.00027934i,-0.0007202-0.00015473i,-0.00059822-0.00076761i
0.0016183-0.00039034i,0.00052534-0.0011328i,-0.00046156-0.0019193i,-0.002164-0.0022726i,-0.0030161-0.0023758i,-0.0021805-0.0011007i,-0.0015652+0.00045811i,-0.00077663+0.0006909i,-0.0002531+0.00044744i,-0.00046346-0.000207i,-0.00049374-0.0007833i,-0.00018042-0.00077044i,0.00086361+0.00047985i,0.0013274+0.00038842i,0.0008121+0.00025402i,0.00041492+0.00088894i,0.00049457+0.00034497i,0.0009069+5.6749e-05i,0.00073985-9.1481e-05i,0.00022027+7.9048e-05i,0.00029407+0.00041341i,4.2678e-05+0.00081296i,-0.00040898+0.00088436i
-0.0011544+0.00090198i,0.00053819+0.00031557i,0.0013002+0.0016614i,8.6844e-05+0.0018875i,-0.00015437+0.0014444i,0.00043726+0.00057127i,0.00018971-0.00023036i,-0.00012503-0.00023571i,0.00016173+0.00095716i,0.00027966+0.0013324i,0.00016231+0.0010587i,0.00042069+0.00086919i,0.00072594+0.00011658i,0.00062772-0.00032525i,0.00053766-3.8166e-05i,0.0005856-0.00016368i,0.00033256-0.00035622i,0.00010967-0.00079638i,0.0001227-0.0012039i,0.00017629-0.0011253i,-2.4242e-06-0.00060699i,0.00031387-6.3414e-05i,0.00061749+0.00097682i
-4.6195e-06+0.00082637i,-0.00068939+0.001032i,-9.3803e-05+0.0015804i,-0.00032011+0.0018987i,-0.0014966+0.0015799i,-0.0015989+0.0010233i,0.00027063+0.0004549i,0.0010775+0.00083305i,0.00054256+0.00089715i,-0.00032009+0.00028298i,-0.0005722-0.0002185i,-0.00020212-0.00093924i,0.00031031-0.00099393i,0.000733-5.396e-05i,0.00055707+0.00056894i,0.00067402+0.00066444i,0.0011373+5.1291e-06i,0.00054244-0.00048183i,-0.00058521+0.00014533i,-0.00086633+0.00074156i,-0.00034887+0.0012693i,4.5997e-05+0.00079041i,0.00034604-0.00064832i
-0.00019608+0.00015181i,0.00073203-0.00054951i,0.00072301-0.0013114i,-0.00025476-0.0018762i,-0.00084147-0.0013158i,-0.00087427-0.00033867i,-0.00039812+2.0392e-05i,0.00060732-0.0002724i,0.0011462+0.00017025i,0.00089258+0.00061353i,0.0001052+0.00069348i,0.00034666+7.1822e-05i,0.00039028-0.00052074i,0.00037259-0.00061929i,0.00014442-0.0010507i,-0.00036305-0.00079974i,-0.00019214+1.534e-05i,-0.00011114+0.00021034i,-0.00053408-5.146e-05i,-0.00051097+0.00019904i,-0.00047059+0.00019697i,-4.1985e-05+0.00026616i,0.00057563+0.000658i
-0.0011958+0.0011553i,-0.0019074+0.0011472i,-0.0011543+0.00164i,-0.00056885+0.0018266i,-0.00021915+0.0010481i,0.00043664+0.00013902i,0.00094195-5.2595e-05i,0.0011939-0.00015258i,0.0014366-1.6066e-05i,0.00079999+0.00015879i,-0.00027271-0.00088655i,-0.000612-0.0012187i,-0.00056554-0.00051052i,-0.00056318-0.00032051i,-0.00056127-0.00080399i,-9.0213e-05-0.00047593i,0.00010515+0.00049638i,-0.00059123+0.00044968i,-0.00058986-0.00021343i,-0.00049535-0.00030661i,-0.00034283-1.9541e-05i,4.6818e-05+0.00056181i,-0.00042758+0.00062517i
0.00017468-0.00096356i,0.0007328-0.0015632i,-0.00037805-0.0014855i,-0.0014771-0.0011695i,-0.0017723-0.00082915i,-0.0010087-0.00068951i,0.00028974-0.00050499i,0.00067625-0.00059971i,0.00068795-0.00046913i,0.00037417-0.00075769i,0.00017459-0.0005692i,0.00044221-9.0806e-05i,0.00016684+0.00011381i,-0.00029704-6.7235e-05i,-0.00045565+0.00067415i,2.822e-05+0.00097578i,0.0010214-0.00033878i,0.001042-0.0013412i,0.00083278-0.0011815i,0.00076457-0.00028266i,-0.00070624+0.00092215i,-0.00092353+0.00050607i,-0.00014254-0.00023793i
0.00058505-0.0015918i,0.00063499-0.00011162i,-0.00012692+0.00046789i,-0.0014125+0.0019068i,-0.0027778+0.0024822i,-0.0021178+0.0018081i,-0.00053177+0.00093475i,-0.00026722+0.00042107i,-0.00082385+0.00070835i,-0.00060364+0.0005719i,0.00011307+0.00038868i,0.00058583-0.00026832i,0.00089861+5.5204e-06i,0.00071097+0.00034039i,0.00041122-0.00047149i,-7.8394e-05-0.00084894i,-0.00036659-0.00050127i,-0.00028009-0.00036162i,0.00015548-0.00046174i,0.00010842-0.00010625i,0.00036591+0.00045616i,0.00098567+0.00049357i,0.00043956+0.00053035i
-2.2111e-05-5.6274e-05i,-0.00059458+0.00034065i,-0.0017814-0.00054742i,-0.0022453-0.00057402i,-0.0017893+0.00011077i,-0.00074598-0.00047172i,-6.4358e-05-0.00066294i,0.00041443+0.00017488i,0.00034992+0.0005845i,0.00041369+0.00019906i,0.0008393-0.000299i,0.00083115-0.00046979i,0.00084096-2.5664e-05i,0.00019783+0.00039472i,-0.00077467+0.00043971i,-0.00073106+0.0010062i,-6.2212e-05+0.00076701i,0.00083786+0.00013731i,0.00063393-0.00062786i,0.00023034-0.00024307i,0.0002204+0.00054798i,4.5821e-05+0.00038654i,-0.000104+0.00051643i
0.0001008-2.122e-05i,0.00098104+0.00086133i,0.0016293+0.0017049i,0.00069003+0.0014776i,0.00016178+0.00041705i,0.00019615-5.2756e-05i,-0.00011679+0.00028092i,0.00035669+0.00058284i,0.00024623+0.00064774i,-0.00053875+0.00057659i,-0.00053225+0.00023984i,-0.00043437-0.00049331i,-0.00023535-0.001052i,0.00012614-0.00075566i,-0.00038992-0.00048155i,-0.00017196-0.00035201i,0.00027558+0.00070958i,-0.00023526+0.0015876i,-0.00014051+0.00083544i,-7.048e-05-0.00063867i,-0.00031926-0.00083391i,0.0003259-0.00032945i,0.00083127-0.00065768i
0.00051968+0.0014159i,-0.00050443+0.00057742i,-0.00050819+0.0003892i,0.00052505-0.00035248i,0.00096095-0.0011285i,0.00030106-0.0012492i,3.8065e-05-0.0002938i,0.00067913+0.00063597i,0.00049243+0.00027929i,0.0008111-0.00087448i,0.0007117-0.0012834i,-0.00047844-0.00028134i,-0.00082011+0.00054907i,-0.0009771+0.0008809i,-0.00088819+0.00076949i,-0.00028842+0.00023129i,-3.2466e-05+0.00024528i,8.0022e-06+1.2934e-05i,-0.00017717-0.0002562i,-0.00025224+1.885e-05i,3.7963e-05+0.00045708i,-5.7985e-05+0.00082209i,-6.7998e-05+0.0010206i
0.00011124+0.00055007i,-0.00019655+0.0004522i,-0.00082598+0.00097915i,-0.0014452+0.00056284i,-0.0013446+1.9087e-05i,-0.00082247+4.6875e-05i,-0.00039207+0.00012285i,0.00057753-0.00017625i,0.00070943-0.00030879i,2.4348e-05+4.3185e-05i,-0.00083864+5.4642e-05i,-0.0011998+0.00035751i,-0.00080018+0.00095012i,-0.00019397+0.0012853i,-0.00020993+0.00098597i,-0.00040599-0.00028963i,-0.00010167-0.00069133i,-0.00030634-0.00014535i,-0.00047061+0.00037757i,-0.0002077+0.00026123i,0.00027036-0.00019636i,0.0010008+0.00020034i,0.0012894+0.00025809i
-0.0011724-0.00086568i,-0.00027534-0.00049703i,-0.0010456+0.0004216i,-0.0024601+0.00027887i,-0.0026597+0.0008774i,-0.0020189+0.00091111i,-0.0012947-3.068e-06i,-0.00048426-0.0005511i,0.00044853-0.00019771i,0.0010761+0.00079763i,0.00093272+0.00078276i,0.00023775+0.00061328i,0.00017497+0.00035887i,0.00064157-0.00013749i,0.00084042+0.00030211i,-8.7977e-05-0.00010012i,-0.00057914-0.00048428i,-5.0642e-05+0.00021012i,3.6581e-05+0.00066214i,-0.00073547+0.00058118i,-0.00071537+0.00053039i,-0.00021706+0.00050463i,-0.00054815+0.00069757i
0.00023205+0.0006444i,-0.00019806-0.00024991i,0.00042888-0.00059547i,0.00046737-0.0002074i,-9.2895e-05+0.00024049i,-0.00069381+4.3157e-05i,-0.00027445+0.00024062i,0.0010171+0.0006792i,0.0016276+0.000472i,0.0015291-6.6009e-05i,0.00046115-0.00064484i,2.7196e-05-0.00060069i,-6.938e-05-0.00019013i,8.0978e-05-0.00021931i,0.00034491-1.0059e-05i,-0.00019144-0.00012456i,0.00018889-0.00048849i,0.00097367-0.00060501i,0.00062973-0.00028587i,-0.00011451+0.0003967i,-0.00039142+0.00024961i,0.00013885+0.00045479i,0.00026955+0.00059255i
0.00086486+0.00076396i,0.0010331+3.6878e-05i,0.00044712-5.7908e-05i,-0.00026023+0.00013955i,-0.00038248+0.00020977i,-0.00027544-0.00012745i,-0.00051163+3.119e-05i,7.2668e-05+0.00020493i,0.00073847+0.00049652i,0.00031982+0.00043168i,4.4944e-05-0.00015314i,0.00024307+1.3204e-05i,0.0003115-0.00023038i,0.00067629+2.4055e-05i,0.0010192-0.00089084i,0.00071146-0.0020644i,0.00085027-0.00085003i,0.00090632+0.00014092i,-0.00025198-4.1727e-05i,-0.00097341-0.00051797i,-0.00089523+0.00016886i,6.4339e-05+0.00092899i,0.00069858+0.00018886i
-0.00075637+0.00042885i,-0.0012876+0.001028i,-0.0016981+9.0098e-05i,-0.0027146+0.00034789i,-0.0025068+0.0011217i,-0.0016743+0.00044727i,-0.0010961+0.00075597i,-0.00088105+0.0013374i,-0.00020794+0.0011012i,9.5541e-08+0.0006584i,-0.00016077-0.00041296i,-0.0004555-0.0010632i,-0.00061495-0.0014045i,8.758e-05-0.00099825i,0.0005433-0.00077331i,0.00040213-0.00070133i,0.00057536-0.00020304i,0.00071801+0.00011745i,0.00062351-0.00019093i,0.00032158-0.00073352i,0.00017617-0.00074341i,0.00040633-9.8328e-05i,0.00024138+0.00092555i
-0.00010152+0.00033761i,-0.00022448-0.00016505i,0.00069669-0.00037821i,0.00030569+5.8878e-05i,-0.00089724+0.00037288i,-0.0012406+0.00092367i,-0.00043128+0.00096052i,0.00047231+0.00026305i,0.00088336+0.00066155i,0.0012251+0.0011479i,0.0011061+0.00050422i,-7.9482e-05-0.00031952i,-0.00083658-0.00039695i,-0.00047593+2.2115e-05i,-0.0003362-0.00019624i,-0.00063327-0.00036216i,-0.0011166-0.00043665i,-0.00061385-0.00077592i,0.00024093-0.00043201i,0.00072875+0.00010263i,0.00026487-0.00019422i,-0.00034509-0.00032203i,-2.7129e-05-0.00062755i
-0.00024627-0.0010358i,0.00047868-0.0012901i,-0.00012578-0.0014002i,-0.00093168-0.00065514i,-0.0016223+0.00065054i,-0.0012875+0.0020477i,0.00055245+0.0023108i,0.00063627+0.0010414i,-0.00030405-0.00038466i,-0.0003141-0.00083478i,0.00020505+8.1603e-05i,0.00064432+0.00079627i,0.00064245+0.00051168i,0.00029234+0.00020045i,-0.00037383+0.00032669i,-0.00033806+0.00057203i,0.00045633+0.00012084i,0.00071782+0.00041784i,0.00094474+0.00075475i,0.0011223-9.8756e-05i,0.00085166-0.00057071i,0.00015058-0.00050063i,4.007e-05-0.00025509i
-0.0021803+0.00067443i,-0.0015879+8.3167e-05i,-0.0019606+0.00088772i,-0.0015826+0.0016497i,-0.00052307+0.0011572i,0.0010278+8.1887e-05i,0.0017902-0.00028056i,0.0016163-0.00014686i,0.00051085-0.00064869i,-0.00049381-0.0011837i,-1.9436e-05-0.00034346i,0.00099184+4.8625e-05i,0.0015631-0.00066279i,0.0016645-0.00070615i,0.00088116+0.00027391i,-9.1929e-06+0.00061974i,9.5506e-05+0.00024641i,3.1215e-05+0.00016483i,-0.0011115+0.00045168i,-0.0017444+0.00073716i,-0.0010795+0.00047585i,-0.00070655+0.00019445i,-0.00032536+9.0529e-06i
-0.00035505-0.00070502i,0.00014448-0.00061672i,0.00018559-0.00062006i,3.1705e-05-0.00014929i,-0.0012027-0.0002476i,-0.0015212-5.5733e-06i,-0.00018838+0.00014243i,6.277e-05-0.00022309i,0.0003553+0.00037929i,0.0011686+0.0010717i,0.00097127+0.00035891i,0.00062723-0.0004026i,0.00085459-0.00048161i,0.00083375-0.00015665i,0.00014943+0.00050676i,-0.00044698+0.00056326i,-0.00050081+0.00031683i,-0.00057613+0.00061958i,-0.00043718+0.00072401i,-1.7384e-05+0.00038737i,1.2686e-05+0.00030616i,-0.00050605+0.0003006i,-0.00075891-3.4481e-06i
-0.00079811-0.0017269i,-0.00075588-0.0012354i,-0.0015808-0.0010624i,-0.0025041-0.00010277i,-0.0032839+0.0011288i,-0.0023515+0.0015302i,-0.00059572+0.0013865i,0.00018104+0.0011217i,0.00048614+0.0012582i,0.00032676+0.001148i,-2.1456e-05-0.00019168i,0.0004743-0.0005859i,0.00013614-0.00029986i,-0.00027167-0.00070127i,-5.6711e-05-0.00078387i,-3.8165e-06-3.6034e-05i,0.00050355+0.00056864i,0.00096654+0.0001998i,0.0013998-0.00012978i,0.0014425+4.8348e-05i,0.00089144+0.00015864i,0.00080747+2.0177e-05i,0.00084033-0.0004026i
0.001192-0.0011321i,0.00050978-0.00036828i,0.00015274+0.00020328i,-0.0010406+0.00077625i,-0.0015888+0.0014995i,-0.00094179+0.0019102i,0.00015895+0.0019354i,0.00030745+0.0017736i,0.00029918+0.0010414i,0.00039264+0.00035965i,-0.00013026+0.00010065i,0.00023217-6.0491e-05i,6.0723e-05-0.00031074i,0.00022184-0.00041377i,0.00072693+0.00022345i,0.0008891+0.0010126i,0.0010942+0.00091628i,0.00011083+0.00059032i,-3.8237e-05+0.0010085i,0.00018717+0.00065677i,0.00050274-0.00079091i,0.0013277-0.0010714i,0.00033967-1.2985e-05i
-0.0006455-5.0375e-05i,3.9357e-05-0.00068185i,-8.8113e-05-0.00054235i,0.00013684-0.00063624i,6.4281e-05-0.00013084i,-0.00030683+6.4776e-05i,-0.00020765+0.00021309i,0.00041847+0.00087032i,0.0006462+0.00086176i,4.5511e-05-0.00026721i,-0.00091213-0.00056703i,-0.00098498-0.0004463i,-0.00017739-0.00028907i,-3.7875e-05+5.1575e-05i,-0.00065116-0.00016615i,-0.0013406-0.00059712i,-0.0010479-0.0012804i,3.3115e-05-0.0011715i,0.00049913-0.00056425i,-0.00016329-0.00020645i,-0.00074316-0.00030856i,-0.0002952-0.00048852i,-0.00015529-0.00028462i
-0.00088658+0.0026118i,-0.00077922+0.0024241i,-0.00012492+0.0014767i,-0.00042696+0.00094895i,-0.0013641+0.00073014i,-0.0013255+0.00033664i,-0.00055919+0.00051136i,0.00016725+0.0015129i,0.00010638+0.0018541i,0.00032867+0.0014625i,0.0010854+0.00044378i,0.0013783+0.00022021i,0.00046355+0.00053612i,-4.0973e-05+0.00022055i,-0.00057276-4.9843e-05i,-0.0012829-7.0126e-05i,-0.0008537+0.00017434i,-3.8786e-05-0.00029606i,0.00030496-0.00059684i,-0.00047519+0.00057037i,-0.0009817+0.00058691i,-0.00058831+0.00016856i,-0.00019255+0.00068428i
0.00016543+0.00024656i,-0.00039503+0.00072692i,0.00010003+2.2469e-05i,0.00011653-0.00017195i,-0.00040902+0.00054742i,-0.00038767-0.00017248i,-6.8086e-05-0.00058243i,0.00066523-0.00033493i,0.0012679-0.00063577i,0.00093786-0.00086537i,0.00026861-0.0011651i,0.00020951-0.0011527i,-0.00018137-0.00039693i,-0.00079461+0.00028731i,-0.00040864-1.6427e-05i,0.00065561-0.00055078i,0.0010576-0.00027251i,0.00046198+0.00016729i,0.00024986+9.8632e-05i,0.00041577-0.00011423i,0.00047114-0.00059206i,0.00069795-0.0010941i,0.0010462-0.0010066i
0.00010498-0.0014056i,-0.00094024-0.0010506i,-0.0016032-0.00029722i,-0.002282+0.0012539i,-0.0027132+0.0026245i,-0.0013651+0.0028797i,-0.00029992+0.0010302i,0.0002589-0.00046185i,-0.00017837-0.000364i,-0.0010703+8.5599e-05i,-0.0009638+0.00032643i,-0.00047453+0.00066332i,0.00044856+0.00042996i,0.00065975-0.00090092i,0.00023604-0.0013634i,-0.00044739-0.0010933i,-0.00026971-0.00080205i,0.00036416-0.00053096i,0.00038788-0.00078982i,0.00013313-0.00038954i,-0.00030532-0.00018786i,-0.00027464-0.0005825i,-0.00026428-7.3611e-05i
0.0001173+0.0012835i,0.00036915+0.0010047i,-0.00016061+0.0012071i,1.8636e-05+0.0013105i,0.00043585+0.0006554i,0.00033993-0.00070086i,-0.00063876-0.00069351i,-0.0011132+0.00038108i,-0.00028525+0.00048429i,0.00048926+0.00066387i,0.00072688+0.00028973i,3.6323e-05-0.00035905i,-0.0003337-3.2659e-05i,-0.00017844+0.00025599i,-0.00021136-0.00010162i,-2.614e-06-0.00061687i,0.00028982+8.2706e-05i,-1.3879e-05+0.00047031i,-3.478e-05+3.0895e-05i,0.00058831-0.00069569i,0.00036953-0.00048831i,1.9648e-05-9.2354e-05i,0.00064074-0.00056305i
-0.0009512-0.00088673i,-0.00019345-0.00037204i,-5.8574e-05-0.00028246i,-0.0012181-0.00077864i,-0.0023562-0.00072395i,-0.0019802+2.386e-05i,-0.00074915+0.00086767i,-8.3116e-05+0.00063787i,-3.1954e-05+0.00034049i,-0.00031381+0.00048775i,-0.00032468+0.0007179i,-3.4267e-05+0.00036838i,-0.00021709-0.00059353i,-0.00015553-0.0010225i,0.00049145-0.00060577i,0.00061619+0.00048719i,0.00024764+0.00062967i,9.3358e-05+0.00045424i,-0.00014538+0.00055142i,-0.00063453+0.00051754i,-0.00075288+0.00043974i,-0.001255-0.00018981i,-0.00072493-0.00052162i
-0.0017253+0.0016296i,-0.0012035+0.00096175i,-0.00050813+0.00037705i,-0.0017117+0.0010386i,-0.0026855+0.0022494i,-0.0012206+0.0027477i,0.00014058+0.00098996i,0.00088554+0.00011506i,0.00011561+0.0005838i,-2.154e-05+0.00066901i,0.00095347+0.00067302i,0.0014557-0.00021713i,0.00099095-0.00079671i,-0.00059535-0.0006788i,-0.001249-0.0004781i,-0.0009252+0.00011925i,-0.00046451+0.00054875i,0.000397+0.00082855i,0.00015532+0.0004741i,-0.0010183-7.5431e-05i,-0.0011333-9.9984e-06i,-0.00025952+0.00041437i,0.00042486+0.00079734i
-0.00036988+0.00013366i,-0.0010601-8.2156e-05i,-0.00090085+0.00019073i,0.00020078+0.00044184i,0.0010133+0.00044503i,0.0009316+4.2493e-05i,0.00069578+0.0001224i,0.00066777+0.00032403i,0.00066184+0.00060952i,0.0001112+0.00099022i,-0.00037112+0.0004995i,-0.00036269-4.0918e-05i,7.1821e-05+0.00037771i,-0.00047258+0.00062891i,-0.0015516+8.994e-05i,-0.00048104+0.00014316i,0.001127+0.00070696i,0.00084545+0.0012808i,0.00014366+0.00066305i,2.4016e-05+0.00016434i,0.00028762-0.00014877i,0.00060508-0.00074078i,0.00036323-0.00086942i
6.7357e-05+0.00041261i,0.001007+0.00095151i,0.001468+0.0012867i,0.0010507+0.00059172i,-0.00030551-0.00062968i,-0.00076727-0.00032471i,-0.00046332+0.0008242i,0.00019176+0.00060596i,0.00098883-0.00041763i,0.0015527-0.0007002i,0.0016603+0.00012437i,0.0011022+0.00067398i,0.0001935+0.00049006i,-0.00024022+0.00019116i,-0.00054636+0.00089963i,-0.00077504+0.0013142i,-0.00049677+0.00040143i,-0.00032699-0.00062707i,-0.00055198+7.7439e-05i,-0.00081626-0.00018756i,-0.00043993-0.0010899i,0.0004783-0.00066122i,0.0003088-0.00033565i
-0.00081781-0.0017551i,-0.0017756-0.00037593i,-0.0035021+0.00031825i,-0.0040936+0.0001639i,-0.0032428+3.4966e-05i,-0.00067151+1.5616e-05i,0.0010984-8.5592e-06i,0.0012418+0.00023781i,0.00054539+0.00078637i,-1.5956e-05+0.00096078i,2.5113e-05+0.0010854i,8.5454e-05+0.0010518i,0.00022699+0.0011398i,0.000448+0.0013423i,-0.00019564+0.00076035i,-0.00073051+0.00015449i,-0.00052272+0.00015962i,-0.00022426+0.00027474i,0.00035804+5.9309e-05i,0.00021943-0.00082535i,-0.0003401-0.00079313i,-0.00017535-0.0002233i,0.00038349+0.00015823i
-0.0022847-0.00099684i,-0.0016399-0.0018651i,-0.00045492-0.0017475i,-0.0010145-0.00010438i,-0.0018643+0.0013664i,-0.00057178+0.00098238i,-6.0862e-05-0.00010082i,0.00035015+0.00015603i,0.0009299+0.0008454i,0.0011647+0.0012894i,0.00039764+0.00094863i,-0.00016386+1.1939e-05i,-5.9012e-05-0.00099193i,0.00025025-0.0010793i,-0.00028902-0.001302i,-0.00048307-0.0015433i,0.00025266-0.00090618i,0.00028425-0.00074515i,0.00089265-0.00067938i,0.0011648-0.00010213i,0.00098078-0.00013542i,0.00064335-0.00017383i,-3.4197e-05-0.00048486i
0.0016338-0.00078954i,0.001752+0.00040669i,0.0010451+0.00056618i,-8.4907e-05+0.00046818i,-0.0015489+0.0009519i,-0.0017128+0.0011112i,-0.00032384+0.0015668i,0.000822+0.0014155i,0.0013771+0.00076204i,0.0013299-0.0002314i,0.00077115-0.00066398i,0.00019875-0.00039098i,0.0003235-0.00010098i,0.00025427+4.2674e-05i,-0.00045204-0.00031734i,5.2558e-05-0.00014338i,0.00021549+0.00074591i,-0.00035728+0.00084978i,0.00012614+0.00055293i,0.00028147+0.00059171i,0.00011408+0.00073847i,0.00024067+0.00024001i,0.00041388-0.00023985i
-0.00023718-0.0013731i,-0.0016768+6.542e-05i,-0.0039441+0.00078934i,-0.0041641+0.0016574i,-0.002597+0.0020321i,-0.0011367+0.0025729i,-0.00024919+0.0025815i,0.00015835+0.0017228i,0.0005455+0.0014316i,0.00065471+0.00099652i,0.00014037+0.00066796i,-0.00020094+0.00027921i,0.00016719-0.000705i,0.00081465-0.0011666i,0.0013119-0.00070508i,0.0004998-0.0001096i,-0.00038516-0.00047206i,-8.614e-05-0.00091277i,0.00028353-0.00041215i,0.00037963+0.00015789i,0.0010889+0.0005722i,0.00085278+0.00047607i,-0.00065346+4.2113e-05i
-0.0022993-0.0010156i,-0.0021267-0.0011924i,-0.0013789-0.00074926i,-0.0015168+0.00012646i,-0.00097005+0.00071577i,0.00042521-7.3316e-05i,0.00077683-0.00075375i,0.0010833-0.00034915i,0.001658+0.00054688i,0.00081357+0.0009286i,-0.0002772+0.00064713i,-0.00069972-7.3075e-05i,5.9161e-05-0.00033963i,0.00036159-0.00057529i,-0.00043689-0.00038529i,-0.0002695+0.000106i,-0.00015279-0.00011211i,-0.0002192+5.0382e-07i,-0.00019377-0.00060921i,3.6532e-05-0.00041462i,0.00025471+0.00079906i,0.0001643+0.00051473i,-2.0524e-05-0.00025629i
0.00092298+0.0010968i,0.0014969+0.0019757i,0.0020084+0.0016034i,0.0012711+8.7284e-05i,-0.0010509-0.00074595i,-0.0015731-0.00028517i,-0.0005699-0.00040595i,-0.00035584-1.1122e-05i,-0.00059805+0.00052006i,3.8181e-05+0.00052357i,0.00060456+0.00012614i,0.000419-0.00032627i,0.00050526-0.00040282i,0.00084761-0.00015733i,0.00053513+0.00026809i,0.00033843+0.0009943i,0.00064121+0.00076057i,0.00045117-0.00014055i,0.00023157-0.00046633i,-4.6669e-05-0.00086043i,-0.00043805-0.00072806i,-0.00094477+9.1285e-05i,-0.00063776+0.00014174i
-0.0021765-0.001434i,-0.0021546-0.0027776i,-0.0041108-0.0020312i,-0.0056312-0.00023777i,-0.0041104+0.0017832i,-0.0014869+0.0025448i,0.00047132+0.0016144i,0.0013325+0.0017548i,0.0012542+0.0017293i,0.001093+0.0007473i,0.0004818-0.000166i,-0.00061077-0.00037781i,-0.00081991-0.00056494i,0.00025731-0.0007393i,0.00027167-0.00053344i,8.8977e-06-0.00046148i,6.5945e-05-7.4012e-05i,0.00012707+0.00030445i,0.00064413+0.00046229i,0.00035131+0.00071043i,-9.6151e-05+0.0010034i,-0.00026449+0.00099146i,0.00010941+0.00035576i
-0.00042285-0.00050549i,-0.0001566-0.00037098i,-0.00094999+0.00039718i,-0.00066667+0.0023094i,-0.00024579+0.0029667i,4.121e-05+0.0029119i,0.0003681+0.0016094i,0.00066031+0.00043108i,0.00092334+0.00014953i,0.00042719-0.0010576i,0.00029811-0.00045362i,0.0010764+0.00038566i,0.0017378-0.00094042i,0.0011619-0.0017924i,0.00043805-0.0016037i,0.00081122-0.001285i,0.00083337-0.00050132i,7.7794e-05+0.00061092i,2.1863e-05+0.00017448i,0.00011157-0.00015288i,-0.00013611+0.00066818i,-0.00036208+0.00035843i,-0.00023344+1.8245e-05i
0.00107-0.00043836i,0.00099831+0.00043761i,0.00083471+0.00014723i,-0.00051346-0.0007749i,-0.0025719-0.0012594i,-0.0025701-0.0006085i,-0.0015047+0.00043069i,0.00017584+0.00051519i,0.001128-0.00016849i,0.00034511-0.00037814i,-0.00010314-0.00036417i,0.00025636-0.00034022i,-4.8191e-05-0.00067041i,-0.0003807-0.00087848i,-0.00045914-0.00018927i,-0.00074825+0.00065298i,-0.00080835+0.0010816i,8.9575e-05+0.00032559i,0.00048756-0.00025824i,0.00033994-0.00029193i,0.00044495-0.00012575i,0.00055764+0.00028921i,0.00035258+0.00034183i
-0.00035066-0.00023555i,-0.00028116-3.6375e-05i,-0.0013963-0.00072446i,-0.0032429-0.00023431i,-0.0042687+0.0020997i,-0.0034105+0.0021998i,-0.0016622+0.00096425i,-0.0012146+0.00074687i,-0.0010791+0.0011816i,1.3903e-05+0.0012139i,0.00087733+0.00089247i,0.00082459+0.00060529i,-0.00011557-0.00010684i,-0.00048804+7.5496e-05i,-0.00039772+0.0001838i,-0.00072567+2.2753e-05i,-0.00043485-2.6833e-05i,0.00028056-0.00070429i,0.00025628-0.00084438i,0.00015111-0.00065023i,-0.00028536-0.00062236i,-0.00088721+6.04e-06i,-0.00086499+0.00020861i
0.00089996+0.00057218i,0.00029043+0.0015116i,0.00033432+0.0025226i,-0.00098907+0.003013i,-0.0012654+0.0018271i,-0.0005538+0.00051974i,-0.00029474+0.00020259i,0.00032902+0.00071076i,-3.8602e-05+0.00070444i,-0.00030599-0.00029191i,-2.7759e-05-0.00076236i,0.00032199-0.00040623i,0.00059129-5.4864e-06i,0.00041711+0.00072316i,-9.9574e-05+0.0011937i,-0.00068308+0.00098977i,-0.00072329+0.0001924i,-0.00057932+0.00026233i,-0.00063095+0.00053446i,-0.0010152+2.2004e-05i,-0.0012667+8.5491e-05i,-0.001547+0.00051036i,-0.0014417-0.00024356i
