0.0012128+2.7112e-05i,0.001505-0.0021649i,-0.00010503-0.0047163i,-0.0032033-0.0041654i,-0.0047831-0.0012653i,-0.0038578+0.00089298i,-0.00074207+0.0020518i,0.00089843+0.0017107i,0.00066241+0.00025459i,0.0010138-0.00081157i,0.0010066-0.00080944i,-7.791e-05-0.00074645i,-0.00050607-0.0003936i,6.315e-05-0.00012214i,8.8428e-05-0.00013964i,-0.00026252+7.0437e-05i,-6.3202e-05+0.00031123i,-0.00028169+0.00073295i,7.0862e-05+0.00060945i,5.3863e-06+3.6182e-05i,-0.00018159-0.00035039i,0.00066076-0.00082851i,0.00060167-0.00027014i
0.0015388-0.0043334i,0.0022584-0.0061759i,0.0020515-0.0092784i,-0.00061063-0.011424i,-0.0040066-0.010058i,-0.00502-0.0069086i,-0.0049462-0.0049364i,-0.0060254-0.0044797i,-0.0052159-0.0041126i,-0.0023238-0.0015405i,-0.00052371+0.0031483i,-0.00071433+0.0071796i,-0.0028679+0.0098976i,-0.0074035+0.011401i,-0.011195+0.012119i,-0.01062+0.011443i,-0.0067405+0.007888i,-0.0025351+0.002958i,0.00074205-0.0010143i,0.002555-0.0040308i,0.0024139-0.0058405i,0.0011176-0.0051673i,-0.00028603-0.0021394i
-0.0031115+0.0013847i,-0.0074076+0.0053021i,-0.013269+0.010307i,-0.015739+0.013867i,-0.014045+0.013278i,-0.0091533+0.0064238i,-0.0051572+0.00096922i,-0.0045089+0.0012907i,-0.0035404+0.0025131i,-0.0015888+0.00096663i,-0.0014699-0.00094195i,-0.0027331-0.0034215i,-0.00068625-0.0078572i,0.0047509-0.012476i,0.009864-0.014273i,0.010735-0.012595i,0.0071162-0.0088846i,0.0040353-0.0055285i,0.0018682-0.0028462i,-0.00093198-0.00071554i,-0.0029045+0.0010147i,-0.0030186+0.0015679i,-0.0012707+0.00098997i
-0.0045619+0.00038358i,-0.0058293+0.0010625i,-0.002692+0.0036612i,0.0028455+0.006593i,0.0056591+0.0062758i,0.0046521+0.0021151i,0.0017283-0.00094174i,0.0010313-0.001526i,0.0030532-0.00083058i,0.0045019+0.00082309i,0.0044946+0.0024548i,0.0044715+0.0044499i,0.0043449+0.0075492i,0.0018041+0.012638i,-0.0022775+0.016193i,-0.0028518+0.014347i,-0.0017007+0.009609i,-0.0019202+0.0047348i,-0.0024981+0.0018808i,-0.0022905+0.00047767i,-0.0010203+5.1655e-05i,0.00056919+0.00027007i,0.0015804+0.00066847i
0.0026349-0.0036906i,0.0039133-0.0027239i,0.0061702+0.001302i,0.0080309+0.0056863i,0.006384+0.0050523i,0.0029528+0.0010261i,0.00085862-0.00065639i,0.0011322-0.0010619i,0.0029538-0.0012688i,0.0020549-7.2958e-05i,-0.0023214+0.00061722i,-0.0065051+0.00012059i,-0.0085562-0.0022836i,-0.0076215-0.007055i,-0.0039959-0.010677i,-0.001269-0.0099608i,-0.0001955-0.0063823i,0.00091223-0.0026969i,0.001935-2.2939e-05i,0.0026906+0.0013175i,0.0026421+0.0010929i,0.0013859+0.0011018i,-0.00066806+0.00039809i
-0.00076648-0.0010983i,-0.004303-0.0010276i,-0.006138-0.0037088i,-0.0049294-0.0070713i,-0.004094-0.0085546i,-0.0031007-0.0069359i,-0.0025655-0.0052412i,-0.0023471-0.0043597i,-0.0013472-0.0023779i,-0.00054856-0.0012829i,0.00089736-0.0013651i,0.0033639-0.0021691i,0.0068745-0.0010436i,0.0093014+0.0056264i,0.0091963+0.012449i,0.0080587+0.01285i,0.0058275+0.0086308i,0.0040645+0.0047755i,0.0033559+0.0021569i,0.0025487+0.00014328i,0.00081651-0.0012329i,-0.0001457-0.0015131i,-0.00022527+1.2411e-05i
0.0011983-0.0028983i,-0.0010255-0.0038298i,-0.0031131-0.00099877i,-0.0043743+0.0025014i,-0.0054101+0.0024889i,-0.0054103+0.0013088i,-0.0051105+0.00042604i,-0.0036514+0.000849i,-0.0012407+0.0030297i,0.00016483+0.0038328i,0.00058292+0.0036974i,-0.00099162+0.0043229i,-0.0046188+0.0030643i,-0.0092564-0.0022513i,-0.010984-0.0072194i,-0.0087007-0.007608i,-0.0050028-0.0065433i,-0.0024128-0.0061906i,-0.002297-0.0050389i,-0.0021328-0.0030381i,-0.0019659-0.00080452i,-0.002121+0.00071179i,-0.0013794+0.0009929i
0.00246+0.00039576i,-0.00088835+0.0028728i,-0.0050943+0.0070089i,-0.0077557+0.011425i,-0.0075115+0.011i,-0.0047145+0.0071444i,-0.0019665+0.0031691i,-0.00065166+0.0012066i,0.00023403+0.0013501i,0.00024282+0.0008858i,-0.00012774-0.0014714i,-0.00029235-0.0038588i,0.0014922-0.0043129i,0.0051119-0.0016886i,0.0069089+0.0016035i,0.0054085+0.0027054i,0.0026333+0.0023122i,0.00037434+0.0016523i,-0.00056104+0.0020149i,-0.00093583+0.0020893i,-0.00022572+0.0011871i,0.001399+0.00035373i,0.002902-0.00075316i
-0.0021519-0.004566i,-0.003877-0.0031679i,-0.0026841+0.0005865i,0.0027165+0.0054665i,0.0076614+0.0056253i,0.0075881+0.0020008i,0.0043863-0.0013734i,0.0028686-0.0025502i,0.0019527-0.0015807i,0.00084572+0.00022518i,0.0022149+0.0013638i,0.0047529+0.0018315i,0.0037244+0.0024105i,-0.0021659+0.0025263i,-0.0073657+0.0019005i,-0.007292+0.0018717i,-0.004865+0.0014396i,-0.0030511+0.00059187i,-0.0018759+0.0010583i,-0.00097287+0.0013715i,-0.0004029+0.00081727i,6.3896e-05+0.00040376i,-0.0011648-0.00040882i
-7.8251e-05-0.001211i,-0.0011591-0.001238i,-0.0026388+0.00063796i,-0.0015355+0.0020812i,0.0001614-0.0001407i,-0.00086998-0.0026985i,-0.0019485-0.003757i,-0.0022138-0.0039754i,-0.0035137-0.0028278i,-0.0044866-0.00030175i,-0.0039774+0.0015844i,-0.0032503+0.00178i,-0.0021451-4.4533e-05i,0.002855-0.0026988i,0.0080996-0.0029567i,0.0082083-0.0013002i,0.0057045-0.00050012i,0.0041584-0.00047281i,0.0036508-0.0018102i,0.002785-0.0028405i,0.0014694-0.0024495i,0.00021217-0.001921i,-0.00014544-0.00090347i
-0.0032369+0.0015273i,-0.0039267+0.0013016i,-0.0043621+0.00023916i,-0.0048502-0.0003703i,-0.0038346-0.00089923i,-0.0011779-0.0020296i,0.00073742-0.00236i,0.00050488-0.0019356i,0.00012571-0.00065167i,0.00074049+0.00051701i,0.0028412-0.00011051i,0.0051829-0.0013002i,0.0049899-0.0018118i,0.002084-0.00063043i,-0.0010218-0.00011371i,-0.0019661-0.0018159i,-0.0011718-0.003258i,-0.00060845-0.0022377i,-0.0013959-9.5343e-05i,-0.0013936+4.5217e-05i,-0.00076338+0.00050287i,-0.00058087+0.0018586i,-0.00017684+0.0024801i
-0.00014751+0.00010216i,-0.002886+0.0026627i,-0.0070823+0.0057562i,-0.0082579+0.0083204i,-0.0054726+0.007627i,-0.0016158+0.0043548i,3.3479e-06+0.00078869i,4.8875e-05-0.0012896i,-9.9435e-05-0.0016886i,3.6787e-05-0.00060466i,0.00077509+0.0021467i,0.00082157+0.0045645i,0.00040857+0.0035443i,4.0513e-05-0.00039703i,-7.0003e-05-0.0039886i,0.00065222-0.0042539i,0.00093095-0.0025683i,-1.1316e-05-0.0015733i,-0.00026961-0.00089296i,0.00042011-0.0016755i,0.00068135-0.0022373i,0.00060832-0.0018754i,0.0016028-0.0022956i
-0.0026939+0.00093181i,-0.0047326+0.0029532i,-0.0053158+0.0065225i,-0.0038745+0.0098684i,-0.0010596+0.0090987i,0.0013552+0.0038788i,0.0029036+5.5667e-06i,0.003573-0.00074826i,0.0023497-0.00063212i,0.0002005-0.00059808i,-0.0014771-0.0016818i,-0.0024159-0.0032944i,-0.0015826-0.0023881i,-0.00015362+0.0011464i,0.00036078+0.0041899i,5.0496e-05+0.004512i,-0.00089418+0.0024181i,-0.00089027+0.00073361i,0.00035395+0.00048118i,0.0013585+0.0016559i,0.0012084+0.0019035i,0.00067769+0.0007198i,0.00033858+8.3497e-05i
-0.0022306-0.0037017i,-0.0017752-0.003915i,0.00067198-0.0029203i,0.0035288-0.00035322i,0.0053421+0.0020907i,0.0052578+0.0019229i,0.004603+0.0011228i,0.0039779+0.00060582i,0.0019996-0.0011637i,0.00072316-0.0019241i,0.0019797+0.00011336i,0.0040495+0.0034453i,0.0046585+0.0048867i,0.0036596+0.0033496i,0.0039331+0.0014485i,0.0047182+0.00050786i,0.0044142-8.6482e-05i,0.0021683-0.0002658i,-0.00013414-0.00020595i,-0.00042699-0.00076191i,-0.00071229-0.00097046i,-0.0013888-0.00055512i,-0.0015666+8.4825e-05i
-0.0031922-0.0001542i,-0.0052368-0.0016374i,-0.0064379-0.0025662i,-0.0069251-0.0040881i,-0.005634-0.0041914i,-0.0036001-0.0030652i,-0.00057747-0.00026822i,0.0027605+0.0018026i,0.0034252+0.0022817i,0.001859+0.0030235i,-0.00080571+0.0028578i,-0.0048337+0.0016153i,-0.0058176+0.00050089i,-0.0020652-0.00033992i,0.0015066-0.00055158i,0.002232-0.00032363i,0.0022283+4.4261e-05i,0.0023895+7.4366e-05i,0.0021303+3.6486e-05i,0.0018298+5.3864e-05i,0.0019162+0.000518i,0.0016643+0.0010435i,0.0015149+0.00093357i
-0.0013145+0.00055255i,-0.0022284+0.00096847i,-0.004783+0.0021799i,-0.0072334+0.0046344i,-0.0073427+0.0068459i,-0.0040763+0.0058445i,-0.00044547+0.0047873i,0.0018834+0.0038412i,0.0034089+0.0016247i,0.0035024-0.00025387i,0.0039068-0.0015968i,0.0049476-0.0025332i,0.0042475-0.0021015i,0.0015285-0.00099693i,-0.00036658-0.001588i,-0.00053344-0.0027137i,-0.0006359-0.0019617i,-0.00051388-0.0010065i,0.00010746-6.7259e-05i,0.00031459+0.0010017i,0.00018413+0.00029987i,0.00032948-0.00097046i,0.00053463-0.0017544i
0.0017907-0.0024639i,0.00079831-0.00014778i,2.2112e-05+0.0040918i,-0.00041897+0.0068161i,-0.00012858+0.0074264i,0.00018321+0.0057784i,-0.00033961+0.0048846i,0.0010854+0.004108i,0.0010877+0.0021335i,-0.00089272+0.0012004i,-0.0012674+0.001982i,-0.0024645+0.0037034i,-0.0042331+0.0051165i,-0.0031666+0.0054474i,-0.0011833+0.0058198i,-0.00049742+0.0063174i,3.9911e-05+0.0051601i,0.00029147+0.0024784i,-3.4309e-05+0.00042143i,0.00048809-0.00027825i,0.0010299-0.00051775i,0.00010988-0.00058925i,-0.00080355-0.00083365i
-0.0037358-0.00016012i,-0.0044106+0.00024655i,-0.0026884+0.0034607i,-0.00071928+0.0062961i,-8.6874e-05+0.0045878i,-0.000611+0.0022341i,-0.0013448+0.0025187i,-0.00078613+0.0033838i,-0.00017594+0.0036398i,-0.00071053+0.002506i,-0.00040962-0.00028997i,0.00014438-0.0038532i,-0.00013054-0.005327i,-0.00029888-0.0036703i,-0.00016548-0.00070972i,0.00073466+0.0012565i,0.0014873+0.0015853i,0.0012943+0.001629i,0.00083034+0.00060946i,-0.00018108-0.00072115i,-0.00059857-0.0004851i,-0.00041877-0.00042963i,-0.00069656+0.00041006i
6.4849e-05-0.00046071i,-0.00052786-0.00059206i,-0.0010135-5.3859e-05i,3.6898e-05+0.00036601i,-0.00049787+0.00056358i,-0.0032694+0.001073i,-0.0043381+0.0029769i,-0.0023832+0.005391i,0.00020611+0.0054286i,0.00097871+0.0035328i,0.0013517+0.0032404i,0.002043+0.0045564i,0.0018493+0.004128i,0.001579+0.0022607i,0.0019812+0.0020493i,0.0022595+0.0025488i,0.0020085+0.0018459i,0.0009039+0.0011908i,-0.00073383+0.0011916i,-0.0018687+0.001809i,-0.0013477+0.0020584i,-0.00017638+0.0012457i,-0.00012437+0.00019497i
-0.0017904-0.00054837i,-0.0052163+0.0022203i,-0.0064237+0.0040578i,-0.0043609+0.0036384i,-0.0030117+0.0026332i,-0.0034727+0.0023561i,-0.0031673+0.0033531i,-0.0011551+0.0043505i,0.00065748+0.0033705i,0.0009808+0.002814i,-0.00047785+0.0015115i,-0.0024884-0.00069995i,-0.0034996-0.0023876i,-0.0031692-0.0027228i,-0.003048-0.001714i,-0.0040981-0.0010167i,-0.0032395-0.00089257i,9.4429e-06-0.00062466i,0.0018292-0.00048522i,0.0012827-0.00061553i,0.0010922-0.001109i,0.0012223-0.00098203i,0.00079728-0.00019845i
-0.0045128+0.00080139i,-0.0056763-0.00027451i,-0.0064811+0.0013297i,-0.0070379+0.0044538i,-0.0065454+0.0050867i,-0.0048259+0.0029181i,-0.0052854+0.0011157i,-0.0054834+0.0005074i,-0.0034543+0.00026175i,-0.00042133-0.00039594i,0.0027032-0.00068782i,0.004376-0.0007599i,0.0033561-0.00099048i,0.0015062-0.00069947i,0.0005631+0.00013082i,-0.00021818+0.00093684i,4.8635e-06+0.0014286i,0.0002551+0.0013267i,0.00019808+0.0011408i,0.00052795+0.00068346i,0.00034209-0.00041902i,0.00014236-0.00033416i,-0.00015492-0.00018678i
-0.00028492-0.0027667i,-0.0021632-0.00087473i,-0.0038044+0.0035404i,-0.0023722+0.0078788i,6.9193e-05+0.0081745i,-0.0011265+0.0051161i,-0.0047388+0.002509i,-0.0059671+0.0018559i,-0.0040491+0.0017328i,-0.002809+0.0013758i,-0.0025427+0.0021842i,-0.0026486+0.0026682i,-0.0022223+0.0016916i,-0.0016323+0.0019647i,-0.0014118+0.0032062i,-0.0017675+0.0029929i,-0.0018756+0.0014385i,-7.3413e-06-0.000447i,0.0010332-0.0018142i,0.00045206-0.0026993i,-0.00083493-0.0027738i,-0.0017211-0.0014146i,-0.00113-0.0005714i
-0.0017354-3.2739e-05i,-0.0025938-0.0010301i,-0.0023776+0.00068152i,0.00087258+0.0024392i,0.003677+0.00095936i,0.0015997-0.0010355i,-0.00319-0.00074272i,-0.0049345+0.00042455i,-0.0027747+0.0010925i,-0.00082546+0.0015896i,-0.00033106+0.00095618i,0.0010939-0.00048793i,0.0027546-0.0021462i,0.0026305-0.0024584i,0.0016833-0.002218i,0.00065528-0.0028977i,-2.6797e-05-0.0022961i,-0.0012621+7.9854e-05i,-0.0012903+0.001752i,-0.00014065+0.0020676i,1.3353e-05+0.0022262i,0.00049438+0.00145i,0.00095201+0.00035465i
-0.001629-0.0011815i,-0.000649-0.0025685i,-0.001852-0.0026646i,-0.004177-0.0024493i,-0.0045546-0.0031486i,-0.0045886-0.0030212i,-0.0057927-0.0022468i,-0.0047939-0.0011458i,-0.0019161+0.00055351i,-0.00079795+0.001443i,0.00034733+0.0017833i,0.0011152+0.0024506i,-0.00022064+0.0023284i,-0.00090977+0.0011729i,-0.00056272+5.9834e-05i,-0.0011938-0.0009009i,-0.0016189-0.001124i,-0.00094423-0.00059081i,-0.00064808-0.00027623i,-0.0012449+4.207e-05i,-0.0010183+0.00068949i,-0.00033672-5.1218e-05i,0.00036086-0.0012195i
0.00024838+0.00067525i,-0.0014908+0.0021243i,-0.0045094+0.0042994i,-0.0063592+0.0064014i,-0.0053772+0.0060295i,-0.0054164+0.0018913i,-0.0059389-0.0020082i,-0.0046461-0.0020664i,-0.0017837-0.0011259i,-7.8848e-05-0.0014638i,-0.0002786-0.0014143i,-0.0013354-0.0012753i,-0.0021854-0.0017703i,-0.0023903-0.0025537i,-0.0024621-0.0027902i,-0.0023745-0.002167i,-0.0020906-0.00042656i,-0.00095162+0.0015474i,0.00056555+0.0021022i,0.0021464+0.00097715i,0.0024309-0.00052097i,0.0012843-0.0017061i,0.0004751-0.0021974i
-0.00015146+3.1274e-05i,-0.00060653-0.00024111i,-0.0014462+0.001232i,-0.0017478+0.0037028i,-0.00069338+0.0030982i,-0.0010908-0.00039943i,-0.0036844-0.0031204i,-0.0049431-0.0031158i,-0.0038928-0.0021148i,-0.0022678-0.00099851i,-0.00085589-0.00020758i,0.0010494-0.00027483i,0.0019628+0.00011918i,0.002339+0.00067746i,0.0029472+0.0013207i,0.0021622+0.0012487i,0.0011649+2.1748e-05i,0.0010643-0.0014525i,0.00030769-0.0016048i,-0.0012643-2.9446e-05i,-0.001503+0.00014726i,-0.00032215+1.5802e-05i,0.0004667+0.0010196i
-0.00078607+0.0016533i,-0.00010698+0.0036691i,0.00067645+0.0061841i,0.0010225+0.0060172i,0.00099867+0.003444i,-0.0008716-0.00038046i,-0.0026055-0.0029354i,-0.0029595-0.001826i,-0.0020458-1.6373e-05i,-0.0010265+0.00026228i,-0.001052+0.00077638i,-0.0016313+0.00091491i,-0.00097274+1.6818e-05i,-0.00074781-0.00018248i,-0.00086787-0.00072511i,0.00024134-0.0016127i,0.00084566-0.0009952i,0.00041032+0.00034603i,1.5478e-05+0.00075375i,-3.0615e-05-0.00025563i,-6.501e-05-0.001108i,-0.00035271-0.0004543i,-0.00042434+3.6076e-05i
0.00070162-0.00014161i,-0.00119-0.0021197i,-0.0017276-0.0026788i,-0.0010022-0.0020368i,-0.00091822-0.0016019i,-0.0011183-0.0024129i,-0.0017165-0.0028878i,-0.0014718-0.0015076i,2.0419e-05-0.00010177i,0.00038947+3.1402e-05i,0.00045414-0.0010636i,0.00092457-0.002465i,0.0015247-0.0022237i,0.0012981-0.0018167i,0.0013367-0.0019753i,0.0014011-0.0012541i,-7.9022e-05-0.00035394i,-0.00069772+0.00038237i,0.0002473+0.0014903i,-6.854e-06+0.0024847i,-1.6104e-06+0.0021954i,0.0012598+0.00056338i,0.0019184-0.00059492i
-0.0012724+0.00048344i,-0.003167+0.0019115i,-0.0048121+0.0028043i,-0.0051613+0.0023132i,-0.0039887+0.00021539i,-0.0030847-0.0015061i,-0.0020135-0.0030293i,-0.00062459-0.0041775i,-0.00033147-0.0031207i,-0.00053337-0.0012119i,0.00035727-0.00013017i,0.0011609-2.0766e-05i,0.0012693-0.00045186i,0.0013061-5.8574e-05i,0.0015993+0.0006852i,0.0014592+0.00083167i,0.0015162+0.00039055i,0.0016953+0.00042305i,0.0013609-0.0001053i,0.00074163-0.0015299i,0.00040687-0.0016693i,0.00050612-0.0010094i,-0.00038453-0.00023595i
2.0907e-05+0.00069199i,-0.0031498+0.0023288i,-0.0057845+0.0051189i,-0.0060389+0.0064002i,-0.0041546+0.005264i,-0.0021977+0.00097083i,-0.0016823-0.0022944i,-0.0010115-0.0021418i,-0.00049721-0.0010662i,-0.00014583-0.00053629i,0.00095681-0.00074076i,0.001413-0.0011825i,0.00061823-0.0014058i,-0.00015175-0.0015821i,0.00059222-0.0011337i,0.0013438+0.00031933i,0.0018194+0.0010343i,0.0019346+0.00046621i,0.0011398+0.000246i,0.00078151+0.00075431i,0.00090803+0.00041333i,0.00037291-0.000571i,-0.00055577-0.00068299i
0.0011916-0.0026499i,0.00025532-0.003268i,9.4986e-05-0.0023752i,0.00089233+0.00037403i,0.0008227+0.0018348i,-0.00056989+4.4125e-05i,-0.00056628-0.0023389i,0.0005775-0.002401i,-0.00022301-0.00097361i,-0.00098883+0.00078909i,9.8714e-05+0.0018796i,0.0017036+0.0014853i,0.0021346+0.0014789i,0.0022445+0.0028477i,0.0018112+0.0036539i,0.0014177+0.0032351i,0.001502+0.0013735i,0.0015538-0.00068164i,0.0010578-0.001037i,-0.00035649-0.00037322i,-0.0013616+0.00066869i,-0.0011667+0.0020672i,-0.00070312+0.0018399i
-0.0047346-0.00032482i,-0.0060583+0.0017337i,-0.0048447+0.0035618i,-0.0016216+0.0028089i,0.0016717+0.0015109i,0.0023222-0.00048342i,0.0019733-0.0015392i,0.002089-0.00032368i,0.001169+0.0007777i,0.00024107+0.0013909i,0.00049824+0.0018801i,0.00047826+0.0024296i,0.0013368+0.0011618i,0.0016718-0.0002092i,0.0010947-0.00075209i,0.0014236-0.00079461i,0.00088654+6.2322e-05i,-0.00078313-0.00019946i,-0.00080781-0.00042676i,-3.5741e-05-0.00018i,0.00068828-0.00014533i,0.0013979+0.00028757i,0.0012329+0.00016467i
-0.0021041-0.0020834i,-0.004095-0.0032743i,-0.005944-0.0038512i,-0.0057469-0.0025258i,-0.0042695-0.00051368i,-0.0019555-0.00099343i,2.3929e-05-0.001989i,0.00082081-0.0014605i,0.00072933-0.00087444i,-0.0007018-0.00083381i,-0.0010529-0.00017696i,0.00050414+9.9966e-05i,0.0009343+0.0005975i,0.00090599+0.00091236i,0.0017049+0.0013786i,0.00072116+0.0016582i,-0.0017198+0.00060668i,-0.0022647+0.0003379i,-0.0015127+0.0012414i,-0.00049331+0.0013962i,0.00045377+0.0010669i,0.00068578+0.00054778i,0.00041423-0.00063537i
0.0016866-0.0003109i,0.0031565-0.00034729i,0.0028316+0.0038292i,0.00047957+0.0074508i,-0.00095767+0.0064502i,6.5235e-05+0.0029511i,0.0013095+5.4004e-05i,0.0020341-0.0007311i,0.0020499-0.00050146i,0.0011987+0.00040581i,0.0010874+0.0018149i,0.0012953+0.0027045i,0.0015072+0.0020396i,0.0010866+0.0013469i,0.00076828+0.00072917i,0.0016616+0.00024945i,0.0026082+0.00036113i,0.0027905+0.00021894i,0.0018157-0.00024357i,0.00050574-0.00052438i,-0.00068507-0.00060519i,-0.0016568-0.00084265i,-0.0011886-0.00061492i
-0.00084494-0.0021507i,-0.0022384-0.0019166i,-0.0054067-0.00024696i,-0.0045996+0.0025866i,-0.0012744+0.0034971i,0.00051417+0.0019467i,0.0015223-0.00010508i,0.0016535-0.00056385i,0.00083358-0.00018661i,-0.00024785-0.00051664i,-0.0011363-0.00089532i,-0.0021068-2.9806e-05i,-0.0020279+0.00078355i,-0.00039633+0.0013342i,0.00048323+0.0019446i,0.00035074+0.0019423i,0.00017668+0.0017521i,0.00037722+0.0014269i,0.0010171+0.00082908i,0.0010308+0.00052293i,0.00054641+0.00052053i,0.0003084+0.00036485i,0.00035404+0.00013681i
0.00031536+0.00050757i,0.0002007+0.0013324i,-0.0010327+0.002762i,-0.00067706+0.0037969i,0.00088817+0.0030256i,0.0020819+0.00042264i,0.0020398-0.00031566i,0.0015048+0.0010454i,0.0011781+0.0017334i,0.00065368+0.0018135i,0.0002985+0.0010111i,0.0007368+0.0008325i,0.0012123+0.00076351i,0.0011473+0.00077464i,0.00097496+0.00046509i,-3.3695e-05-0.0011812i,-0.00060667-0.0031868i,-0.00044163-0.0039345i,-0.00037238-0.0031194i,-0.00085097-0.0019189i,-0.0013013-0.00099066i,-0.0012616-0.00032335i,-0.00070241+0.0004988i
0.00031773+0.0040399i,0.00082086+0.0045415i,-0.00053505+0.0044883i,-0.0017558+0.0033126i,-0.0010473+0.0021922i,0.00099374+0.0020468i,0.0021979+0.0024297i,0.0019878+0.0029616i,0.0017797+0.0020454i,0.0013708+0.00067306i,0.00076883+0.00055937i,-0.00022114+0.0015233i,-0.0011936+0.0025048i,-0.0012828+0.0021081i,-0.00036721+0.0016941i,-0.00064832+0.0021648i,-0.0013818+0.0030499i,-0.00076492+0.0039251i,-0.00067833+0.0033453i,-0.00043563+0.0015327i,0.00036469+0.00032431i,0.0013472-0.00040329i,0.00057834-0.0011122i
-0.0070774-0.0015713i,-0.0091828-0.0020568i,-0.010158-0.00068608i,-0.0072815+0.003386i,-0.002975+0.0044376i,-0.00088599+0.0023726i,0.00047525+0.0013688i,0.0015396+0.0013539i,0.0010358-5.3024e-05i,5.2111e-05-0.00092328i,-0.00067065-0.00037159i,-0.0011089-0.00060416i,-0.00096492-0.00099441i,-0.00039906-0.00042234i,-0.00041066-0.00019962i,-0.00063787-0.00038999i,-0.0012803-0.0011357i,-0.0020223-0.0011769i,-0.002116-3.4844e-05i,-0.0017479+0.0010208i,-0.0012101+0.0010235i,-0.0012582+0.00024106i,-0.00099513+0.00061654i
-0.0035436-0.0014311i,-0.003415+0.0016251i,-0.0024201+0.0063293i,-0.0016466+0.007358i,-0.0010865+0.0056078i,-0.0011291+0.003502i,-0.001156+0.0022674i,-0.0010024+0.0013674i,-0.00066279+0.00065754i,0.00019724+0.00061174i,0.00073032+0.00048227i,-0.00019983+0.00035321i,-0.00099836+0.00061315i,0.00019407+0.00030993i,0.0011703+0.0010305i,0.0016292+0.0017937i,0.0033794+0.0014803i,0.0049256+0.0010913i,0.0042669+0.00062584i,0.0028026-0.00055381i,0.0014493-0.0011604i,0.00097711-0.00090293i,0.00021412-0.00061438i
0.0032043-0.002803i,0.0020517-0.0033046i,-0.00035847-0.0026512i,-0.00094884-0.0004949i,-0.00013052+0.0017862i,-0.00055645+0.0025831i,-0.00073077+0.0025471i,-1.9234e-05+0.0028289i,0.00048061+0.0028181i,0.00016059+0.0022506i,-0.0004025+0.0011904i,-0.00085957-0.00059999i,-0.0011702-0.0014673i,-0.00077292-0.00077677i,-0.00076328+0.00040409i,-0.0017357-0.00034452i,-0.002687-0.0022218i,-0.0025273-0.0023418i,-0.001568-0.0008477i,-0.0004704+0.00073348i,6.6751e-05+0.0011669i,0.0007329+0.00071134i,0.00089893+6.8269e-05i
0.0034979-0.0027814i,0.00042767-0.0035245i,-0.0029647-0.0040106i,-0.0036863-0.00088876i,-0.001698+0.0022707i,-0.0008384+0.0024325i,-0.00099641+0.002352i,0.00021012+0.0028689i,0.0011658+0.0021118i,0.0005413+0.0019969i,0.00013459+0.0019952i,0.00053234+0.00088374i,0.0011683+0.00030463i,0.001127+0.00027715i,0.0015126+0.00027848i,0.0024477+0.00046141i,0.0030888-0.00019783i,0.003227-0.0014083i,0.0018282-0.0016523i,0.00019672-0.0017542i,0.00031429-0.002291i,0.00099908-0.0027296i,0.00085053-0.0020926i
0.00023663+0.0046903i,-0.000399+0.0051256i,-0.0019064+0.0058059i,-0.0026495+0.0040242i,-0.0031233+0.0005964i,-0.004235-0.0011895i,-0.0047445+0.00026439i,-0.002989+0.0021073i,-0.00076334+0.0010361i,0.00023294-0.00076902i,0.00016936-0.0005827i,-0.00090666+8.2557e-05i,-0.00215+0.00076033i,-0.0027415+0.0015232i,-0.002003+0.0018404i,-0.002464+0.0018246i,-0.0035441+0.0022921i,-0.0035518+0.00336i,-0.0017248+0.0042645i,-0.00014951+0.0041832i,0.00045499+0.0024716i,0.00079197+0.00074069i,-3.5052e-05+0.00015346i
-0.003946-0.0023924i,-0.0029988-0.0015004i,-0.0015915+0.00061113i,-0.0008648+0.0026009i,-0.0019012+0.0046852i,-0.0031535+0.0054031i,-0.0026762+0.0046541i,-0.0017924+0.0026749i,-0.0009328+0.0010053i,0.00043563+0.0014123i,0.001264+0.0013526i,0.0016951-0.00014916i,0.001115-0.00071731i,0.00072913+0.00042468i,0.0011664+0.00051939i,0.0018171-0.001007i,0.0033943-0.0021389i,0.0036115-0.0027173i,0.0025219-0.0020711i,0.00073758-0.0010574i,-0.0010727-0.00057549i,-0.00077962-0.00053927i,0.00043223-0.0010555i
-0.00067229-0.0057771i,-0.0028198-0.0047648i,-0.0041591-0.00040886i,-0.0036087+0.0027605i,-0.0018166+0.003305i,-0.00014677+0.0018301i,-5.1976e-05+0.00049268i,-0.00098858+0.00018851i,-0.0015323+0.0005691i,-0.0012055+0.0015531i,-0.00018244+0.001671i,0.00062019+0.001396i,0.0013629+0.0015169i,0.0017862+0.0012847i,0.0017926+0.0012064i,0.0008109+0.0022903i,7.8042e-05+0.0027561i,0.00032596+0.0022019i,0.00073851+0.0019506i,0.001847+0.001262i,0.0029292+0.00088098i,0.0027648+0.0012109i,0.0014508+0.0011295i
