-0.0043132+0.00047388i,-0.0024472-0.00048445i,-0.00091166+0.00013872i,-0.00075572+0.0011582i,-3.4865e-05+0.0020717i,0.0010293+0.002043i,0.00028855+0.0017157i,-0.00020374+0.0012116i,0.000276+0.00085042i,0.00075456+0.00089981i,0.00061468+0.00026032i,0.00035059-0.0010108i,0.00040666-0.0011967i,0.00041839-0.0010226i,0.00023285-0.00061554i,-0.00038108-4.6142e-05i,-0.00040554+0.00032051i,6.3628e-05+0.00019485i,0.00026066-0.00076101i,-9.7218e-05-0.0011584i,-0.00021918-0.00031545i,0.00047413-0.00034193i,0.0012539-5.4187e-05i
-0.0072787+0.007013i,-0.032066+0.013068i,-0.07474+0.003941i,-0.095108-0.03078i,-0.066999-0.054777i,-0.032239-0.038461i,-0.013867-0.0083329i,0.00059094+0.0064985i,0.0080877+0.0040655i,0.0055049-0.0014571i,0.00076956-0.0038281i,-0.0019424-0.0050628i,-0.0038928-0.005285i,-0.0058511-0.0045801i,-0.007053-0.0031635i,-0.0078845-0.001435i,-0.0066518+0.00085951i,-0.003718+0.0016704i,-0.0028788+6.1781e-05i,-0.0041657+8.2819e-05i,-0.0045787+0.0010321i,-0.0038166+0.0006293i,-0.001936+0.00077199i
0.0050098-0.0084963i,0.026531-0.010338i,0.058162+0.0064591i,0.067187+0.038823i,0.037902+0.046984i,0.0080579+0.021795i,-0.0030593-0.0015272i,-0.0068381-0.012004i,-0.0064464-0.015191i,-0.0041508-0.012132i,-0.0035553-0.0051219i,-0.003488+4.2162e-05i,-0.0042131+0.0024175i,-0.0052005+0.004729i,-0.0031958+0.0072314i,0.00050106+0.0076297i,0.0032428+0.0053541i,0.0058148+0.0030912i,0.0072397+0.0019147i,0.00644+0.00010713i,0.0039724-0.00087749i,0.001661-0.00035515i,0.00094046-0.00079418i
-0.0057571+0.0039537i,-0.026549+0.0044148i,-0.054666-0.011677i,-0.057764-0.039972i,-0.03057-0.044853i,-0.010144-0.021286i,-0.0043178+0.0001712i,0.00098835+0.0057796i,0.0032477+0.0024045i,0.00094134-0.0012299i,0.00064571-0.0021313i,0.0027696-0.0021294i,0.0051534-0.0019607i,0.0070132-0.002707i,0.0068121-0.0030152i,0.0053685-0.0035967i,0.0032819-0.006453i,-0.00013438-0.0092941i,-0.0033021-0.0091335i,-0.0044652-0.0062726i,-0.00419-0.0022623i,-0.0029276-0.00016492i,-0.00087292-0.00043052i
0.0058092-0.0043798i,0.021326-0.001752i,0.039421+0.01711i,0.036933+0.04469i,0.015924+0.048523i,0.0078062+0.026921i,0.011894+0.0049166i,0.012229-0.0067547i,0.0074663-0.0067434i,0.0019032+0.00012544i,-0.00039007+0.0050506i,-0.00071782+0.0058293i,-0.0010033+0.0045754i,-0.0007215+0.0044516i,-0.00090888+0.0041778i,-0.0016834+0.0030448i,-0.0017292+0.0017808i,-0.0025977+0.0019391i,-0.0028915+0.0046902i,-0.00071956+0.0058192i,0.0014527+0.0033097i,0.0026229+0.00071742i,0.0023468-0.0012016i
-0.0052363+0.0061859i,-0.016996+0.00067894i,-0.025094-0.015331i,-0.015229-0.034126i,0.0035626-0.029103i,0.0043034-0.0089565i,-0.0060967+0.0071963i,-0.0088197+0.016893i,-0.0079007+0.017087i,-0.0064816+0.011559i,-0.001813+0.005408i,0.0030802+0.00024781i,0.0059398-0.0026513i,0.0071492-0.0037429i,0.0072812-0.0034596i,0.0047889-0.0024089i,0.00049682-0.0015605i,-0.0013808-0.0005363i,-0.0012684-3.4337e-05i,-0.00067061+0.00062908i,-0.00041402+0.0016218i,-0.00033713+0.0017446i,0.00016745+0.0017033i
0.0075788-0.0018633i,0.019368+0.0034568i,0.027335+0.018427i,0.020779+0.030345i,0.008382+0.020895i,0.0057289+0.0050044i,0.0069141-0.00098267i,0.0047407-0.00055932i,0.0024171+0.0011695i,0.00079954+0.0019054i,-0.0014469+0.0020039i,-0.0046722+0.0023942i,-0.0071628+0.00055345i,-0.009157-0.0026717i,-0.010462-0.0033006i,-0.01031-0.001097i,-0.0070325+0.00096143i,-0.0024938+0.0025208i,0.00066042+0.002748i,0.0020172+0.0013249i,0.0022735-0.00012801i,0.0021203-0.00061219i,0.0011823-0.0003376i
-0.00491-0.00018977i,-0.013525-0.0066498i,-0.019201-0.021981i,-0.0096365-0.035043i,0.00036541-0.033426i,-0.0044854-0.024089i,-0.013359-0.014332i,-0.015624-0.0070666i,-0.010619-0.0054761i,-0.0036386-0.0063201i,1.0171e-05-0.0056509i,0.00097217-0.0036706i,0.0020353-0.0012108i,0.0045648+0.001415i,0.0068509+0.0029877i,0.0074583+0.0028943i,0.0057009+0.0014916i,0.0032545-0.001017i,0.0022424-0.0039773i,0.0006795-0.0053167i,-0.0010898-0.0038842i,-0.0014778-0.0017707i,-0.0015977-0.0005198i
0.0057829-0.0026951i,0.011156+0.0019132i,0.011789+0.012797i,0.0017093+0.020593i,-0.0058702+0.013026i,-0.0011742+0.0043964i,0.0077889+0.0023727i,0.014662-0.0019845i,0.014929-0.0062229i,0.0090767-0.0049919i,0.0022594-0.0020836i,-0.0022933+7.7002e-06i,-0.0050585+0.0013157i,-0.0064459+0.00016083i,-0.006387-0.0018351i,-0.0046487-0.0033829i,-0.0013129-0.003295i,0.00049059-0.0022095i,0.00058209-0.001863i,0.00090351-0.0019941i,0.00069137-0.0021483i,0.0010719-0.0020069i,0.0019106-0.0016165i
-0.0053466-0.00062522i,-0.0091337-0.00493i,-0.0099055-0.013562i,-0.0039592-0.01795i,-0.00098703-0.012526i,-0.0054884-0.0083825i,-0.005538-0.0061477i,-0.00039676-0.0033653i,0.0021283-0.0039304i,0.0023861-0.0043443i,0.0041674-0.0028452i,0.0062081-0.0017436i,0.0062675-0.00010939i,0.0059283+0.0027767i,0.0067265+0.0053675i,0.0055343+0.0064977i,0.0020368+0.0049709i,-0.00050164+0.0021464i,-0.0023377+0.0015856i,-0.0042403+0.0030645i,-0.0040639+0.0032446i,-0.0026052+0.0013263i,-0.0016878-0.00055248i
0.0023457+0.00075565i,0.0059747+0.0062316i,0.0051282+0.015614i,-0.0015047+0.022185i,-0.0043808+0.023041i,-0.002928+0.02355i,-0.001658+0.023028i,0.00059156+0.019829i,0.00060088+0.014748i,-0.0025889+0.0096244i,-0.00369+0.005639i,-0.0024411+0.001147i,-0.0010768-0.0018505i,-0.00081843-0.0033022i,-0.0028819-0.0042312i,-0.0038492-0.0038486i,-0.0025353-0.0017525i,-0.0015374+0.0010691i,-0.00062091+0.003104i,0.001284+0.0044412i,0.0029114+0.0045368i,0.0025748+0.003083i,0.00093293+0.0022298i
-0.0064734+0.0019162i,-0.0075472-0.0027433i,-0.0029785-0.0087742i,0.0077288-0.010787i,0.012188-0.0090306i,0.0076465-0.0094756i,-5.4342e-05-0.0092276i,-0.0062207-0.0062515i,-0.007747-0.0033723i,-0.0055423-0.0007442i,-0.0011617+0.00063403i,0.0020955+0.00024557i,0.0026681-0.00047481i,0.0028119-0.00071789i,0.0028488+0.00040185i,0.0019116+0.0018647i,-0.00034517+0.0016053i,-0.0019765+0.00057702i,-0.0028278-0.00017549i,-0.0025287-0.0012311i,-0.0010987-0.0020899i,-0.00096255-0.0019037i,-0.0016399-0.00075402i
0.0031788+0.0022111i,0.0046597+0.0062806i,0.0044606+0.013301i,0.0026366+0.014187i,0.0015519+0.0075624i,-0.00022692+0.0029756i,-0.0032472+0.0011149i,-0.0045341-0.00094832i,-0.0042864-0.00055585i,-0.0041829+0.00099611i,-0.0054938+0.001456i,-0.0058565+0.0021301i,-0.0051328+0.002663i,-0.0037002+0.00070215i,-0.0024792-0.0015742i,-0.0010025-0.001952i,0.0015904-0.0017351i,0.0028326-0.0020641i,0.0035923-0.002638i,0.0041507-0.0025644i,0.0031763-0.0018724i,0.0013398-0.0013924i,-0.00037627-0.0010349i
5.1101e-05-0.003433i,-0.0015778-0.0088513i,0.00054056-0.014285i,0.0072431-0.017566i,0.013151-0.017612i,0.014461-0.016003i,0.012655-0.012762i,0.010737-0.0087369i,0.0095331-0.0066714i,0.0074512-0.0049101i,0.004075-0.0018886i,0.0013106-0.00049717i,0.00037624-0.00019638i,-0.00091034+0.00054291i,-0.0011616+0.00084004i,-0.00079254+0.0012526i,-0.0020178+0.00028058i,-0.0028947-0.0014577i,-0.0032127-0.0026513i,-0.0034632-0.0043499i,-0.0022658-0.0051495i,-0.00011946-0.0037944i,0.0011736-0.0018447i
0.001652+0.00054313i,0.0013052+0.0025571i,-0.0018251+0.004887i,-0.0076778+0.0048687i,-0.011098+0.0022381i,-0.012315+0.0012633i,-0.0089045+0.0034839i,-0.0017241+0.0062037i,0.0017279+0.0042996i,0.00072281-0.0005646i,-0.00091499-0.0022031i,-0.0022662-0.001374i,-0.0022568-0.00054342i,-0.0019854+0.00010955i,-0.0017347+0.00053929i,-0.0006428+0.00090993i,0.00097816+0.0024372i,0.0021863+0.0040011i,0.0022059+0.0044157i,0.00098512+0.0040217i,-0.00037574+0.0034055i,-0.00013841+0.002674i,0.00053962+0.0014747i
0.00022384-0.0056038i,0.00059977-0.0082419i,0.0011804-0.011483i,0.0033112-0.0083451i,0.0038228-0.0015252i,0.0028729+0.0033101i,0.0017574+0.0057262i,0.0022302+0.0055213i,0.003472+0.003129i,0.0034558+0.0024924i,0.0048232+0.0024143i,0.0078581+0.0002209i,0.0090919-0.002492i,0.0071816-0.0017338i,0.0044654-0.00065655i,0.0012824-0.0013594i,-0.0021619-0.0015995i,-0.0033582-0.0011807i,-0.0032754-0.00054908i,-0.0032809-0.00021439i,-0.0016067-2.104e-05i,0.00061716-0.00035926i,0.0012041-0.00043064i
0.00071323+0.00015509i,-4.5027e-05+0.0036986i,-0.0023441+0.0059128i,-0.0065474+0.0055657i,-0.011108+0.0044038i,-0.013819+0.0031917i,-0.012274+0.0025102i,-0.0081096+0.00092048i,-0.006059-0.00083862i,-0.0057081-0.00083045i,-0.0034992-0.00015391i,-0.001161+0.0003437i,-0.0010001+0.0019657i,-0.0014156+0.0028425i,-0.0018654+0.0025007i,-0.0011719+0.0025602i,0.00025984+0.0035775i,0.0015887+0.004319i,0.0010626+0.0039834i,0.00025963+0.0027517i,0.0002433+0.0010447i,2.9557e-05-0.0008606i,-0.0010168-0.0017731i
-0.0032183+0.0019219i,-0.0012418+0.00081305i,0.0044325-0.00015902i,0.012617+0.0018329i,0.01508+0.0048617i,0.010725+0.0051671i,0.00538+0.0043088i,0.002686+0.0025937i,0.00064386+0.0011348i,-0.00072984+0.0012205i,-0.0010918+0.0014587i,-0.00097161+0.0010664i,-0.00057159-0.00013818i,0.00071013-0.0013785i,0.0022209-0.0025345i,0.0023807-0.0034093i,0.0015635-0.0041665i,5.1407e-05-0.004014i,-0.00032406-0.003474i,0.00026493-0.0034312i,-0.00025012-0.003562i,-0.0015329-0.0023533i,-0.0017745-0.00081465i
0.00039837+0.0033669i,-0.0011949+0.0029363i,-0.002603+0.0027192i,-0.0024713-0.00013823i,-0.00079699-0.0053878i,-0.00037492-0.0085859i,-0.00032011-0.0074362i,-0.00026252-0.0047293i,-0.00085535-0.0040939i,-0.0021832-0.0040786i,-0.004292-0.0032275i,-0.0076619-0.0023536i,-0.0094396-0.00089191i,-0.0079573+0.0008504i,-0.0057737+0.001881i,-0.0037096+0.0033102i,-0.0016765+0.0045723i,9.9726e-05+0.0040881i,0.00025429+0.0026038i,-0.00055103+0.00049389i,-0.00040691-0.00036533i,-3.3125e-05-0.00051513i,0.00027847-0.00016804i
0.0046751+0.00012571i,0.0071005-0.0017799i,0.0097329-0.0040211i,0.010754-0.0028794i,0.0097561-0.0012266i,0.0063164-0.00086116i,0.0021422-0.00058386i,-0.00053204+0.00068154i,-0.00086966+0.0014654i,-0.00036423-0.00032907i,0.00054938-0.0015899i,0.0023469-0.0025191i,0.0039421-0.0030602i,0.0040538-0.0028546i,0.0033823-0.0021147i,0.0027615-0.0024826i,0.0030795-0.0044713i,0.002861-0.0050941i,0.0022368-0.0032886i,0.0017156-0.0012378i,0.00085894+0.00055361i,-1.9911e-05+0.0015532i,1.4958e-05+0.0013716i
0.00082874-0.0015233i,-0.0018716-0.00038341i,-0.0044173-0.001746i,-0.0056179-0.0051229i,-0.0041853-0.0081512i,-0.0022689-0.0084188i,-0.00010681-0.0055783i,0.0024777-0.0025526i,0.0032635-0.0011755i,0.0021934-0.00055255i,0.00082723+0.0010982i,0.0011171+0.0022664i,0.0010465+0.0023835i,-4.3662e-05+0.0024497i,-0.00085945+0.0024431i,-0.0014794+0.0019792i,-0.0023281+0.0019973i,-0.00234+0.002659i,-0.0018283+0.0015046i,-0.00060686+0.00010891i,0.0011871+0.00031632i,0.0022171+0.00069632i,0.0013124+0.00092994i
0.00024501-0.0012944i,0.0010695-0.0020813i,0.0027051-0.00035044i,0.0025344+0.0016035i,-7.1819e-05+0.0029794i,-0.0036547+0.0040282i,-0.0039604+0.0045098i,-0.0002296+0.0036573i,0.0026834+0.0022721i,0.0022436+0.0013901i,0.002988+0.0019713i,0.0058142+0.0029733i,0.006664+0.0022569i,0.0059086+0.0011498i,0.0049011-0.0001817i,0.0046317-0.0018545i,0.0037125-0.0023773i,0.0021397-0.001357i,0.00099185-0.00019243i,-0.00038963+0.00061629i,-0.00031086-0.00028373i,0.00031146-0.0021358i,-0.00033743-0.0029954i
-0.0037025+0.0021333i,-0.0050108+0.0023228i,-0.0031119+0.0029993i,0.00054801+0.0017064i,0.0021297-0.0014025i,0.000526-0.0013179i,-0.0016276+0.0024291i,2.2428e-05+0.0058515i,0.0021356+0.0054688i,0.0012312+0.0030311i,-0.0011388+0.00089043i,-0.0034602-0.00024479i,-0.0045618-0.00068652i,-0.0047492-0.00091051i,-0.0047851+0.00013318i,-0.0051471+0.0024458i,-0.0052445+0.0037923i,-0.003843+0.0045393i,-0.0015132+0.0035664i,0.00020706+0.0012238i,0.00077719-0.00078885i,0.00045107-0.0018242i,-0.00047416-0.00097746i
-0.00072356+0.0009175i,0.0015964+0.0010157i,0.0038528+0.0027318i,0.0045991+0.0046544i,0.0020503+0.003752i,-0.0013734+0.00074846i,-0.0032369+8.4118e-05i,-0.003286+0.0013847i,-0.0029853+0.0015216i,-0.0015746-0.00044031i,1.3795e-05-0.003095i,-0.00058623-0.0053514i,-0.00039513-0.0053894i,0.00047828-0.0035734i,0.001109-0.0016604i,0.0011106-0.00025227i,0.0019926+0.0005562i,0.0022096+0.00050247i,0.0006445+0.00068991i,-0.0010856+0.00073064i,-0.002235+0.00051466i,-0.0023297-0.00066826i,-0.0017675-0.0012798i
0.00094379-0.00073203i,-0.0010886-0.0018889i,-0.0015608-0.0021344i,0.00016755-0.0032613i,0.0038038-0.0027004i,0.0044605-0.00093679i,0.0022908-0.0013308i,-0.00028347-0.0025738i,-0.0020453-0.003026i,-0.0022645-0.0024407i,-0.0020439-0.0022493i,-0.0030811-0.0023713i,-0.0042584-0.0010738i,-0.0032234+0.00083912i,-0.0025471+0.0020452i,-0.0024395+0.0018849i,-0.001639+0.00060152i,-0.00093882-0.00075922i,0.00019703-0.00096843i,0.0011154-0.00010184i,0.00069856+0.00040464i,-0.00055627+0.00096673i,-0.0013295+0.0018645i
0.0027121-0.00079404i,0.0039057-0.0015092i,0.0041508-0.0030395i,0.0034406-0.0031334i,0.0021446-0.0025835i,0.0019279-0.0029711i,0.0033078-0.0022214i,0.0033388-0.0026678i,0.0015676-0.0041354i,0.00064774-0.0026948i,0.0016514-0.00043727i,0.0038612+0.0008011i,0.0048653+0.001198i,0.0043598+0.00083786i,0.0037822-1.323e-05i,0.00425-0.0015234i,0.0045177-0.002116i,0.0025236-0.0028028i,0.00056313-0.0034904i,0.00019462-0.0024026i,0.00037882-0.0012085i,0.0010454-2.9833e-05i,0.0011651+0.00034212i
-0.00061346+0.00030094i,-0.00048676-0.00039926i,0.00080089-0.0013193i,0.0029344-0.0022514i,0.0037246-0.0029394i,0.0014434-0.001756i,0.00077723+0.0014655i,0.0027455+0.0034012i,0.0031886+0.0029586i,0.00035333+0.0025174i,-0.0015326+0.0042919i,-0.0016287+0.0050987i,-0.0012505+0.0034366i,-0.00037852+0.0026667i,-0.00036245+0.0028837i,-0.0011292+0.0014829i,-0.0017543-0.00023819i,-0.0020261-0.00012354i,-0.0011985+0.00025929i,0.00070834-0.0010732i,0.0022676-0.0015659i,0.0023034-0.00060318i,0.0014613-0.00021671i
0.0018845-0.0016623i,0.0022809-0.0014737i,0.0029575-0.0014089i,0.0018162-0.0022195i,-0.00070626-0.0031012i,-0.0024038-0.0026796i,-0.0024975+0.00039031i,-0.00043061+0.0041033i,0.0015646+0.0044155i,0.00080474+0.0019833i,0.0004749+0.00078304i,0.0025228+0.00078447i,0.0035816+9.1109e-07i,0.0023978-0.0015024i,0.0014462-0.0021882i,0.0009878-0.0017501i,-0.00028402-0.00046766i,-0.0013396+0.00055103i,-0.001878+0.00052133i,-0.0019658+0.00029891i,-0.00048334-0.00056364i,0.00057714-0.001563i,0.00080558-0.0018761i
-0.0033628+0.002144i,-0.00363+0.00097197i,-0.0031463+0.00076612i,-0.0003965+0.0016718i,0.0013031+0.0011357i,-0.0019366-0.0009582i,-0.0048184-0.00084498i,-0.0037962+0.00060925i,-0.0017127+0.00029849i,0.00044908-0.00070232i,0.0013784-0.0018354i,6.638e-05-0.0021166i,-0.0018694-0.0017076i,-0.0033988-0.0014408i,-0.0044794+0.00039579i,-0.0051593+0.0022024i,-0.0036069+0.0031812i,-0.0012857+0.0035032i,-0.0012798+0.0025571i,-0.0018771+0.0021205i,-0.0015812+0.0015093i,-0.0015829-0.00040864i,-0.0016221-0.0019669i
-0.0016666+0.002227i,-9.3961e-05+0.0026864i,0.0028582+0.0042469i,0.0060129+0.0043061i,0.0064523+0.0015952i,0.0040406-0.0014541i,0.0015857-0.0021515i,0.00020899-0.0019734i,0.0001379-0.0026354i,0.0014527-0.0029462i,0.0036081-0.0039256i,0.0039587-0.004389i,0.0023051-0.0032078i,0.0013127-0.0023412i,0.0010727-0.0021241i,0.0017095-0.001343i,0.0035979-0.0013952i,0.0040478-0.002183i,0.0031664-0.0014335i,0.0014171-0.00036329i,-0.00089122-0.00012099i,-0.002154+0.0007297i,-0.0026626+0.0012443i
0.0018058+0.00039356i,0.0016167-0.00099772i,0.0013368-0.0028593i,0.0012896-0.0029799i,0.001753-0.001755i,0.00094449-5.6869e-05i,0.0010333+0.0010176i,0.0022131+9.4569e-05i,0.00076745-0.001613i,-0.0010939-0.0019223i,-0.00091139-0.00059444i,-0.0016892+0.00052492i,-0.0034244+0.00061456i,-0.003528+0.0014125i,-0.0027816+0.0021692i,-0.0017979+0.0017333i,-0.0018485+0.00066169i,-0.0012998-0.0010094i,-0.00023661-0.0017309i,0.00080396-0.0010937i,0.0020661-9.5787e-05i,0.0015428+0.00033489i,0.00044168+0.00038349i
0.0021785+0.00057079i,0.0023266+0.00056715i,0.0021794+0.00081344i,0.001722-0.00013863i,0.0011912-0.00097535i,0.00022621+0.00024558i,-0.0006498+0.0030176i,-0.00056237+0.0027669i,-0.0006946+0.00080938i,-0.0017843+0.00061791i,-0.0028397+0.0013163i,-0.00098533+0.0019425i,0.0020975+0.0014298i,0.0038716-0.00042602i,0.0059674-0.0020149i,0.0071285-0.0024017i,0.0050322-0.0024737i,0.0011207-0.0021081i,-0.00042686-0.00099931i,0.00031278-0.00061388i,0.00083572-0.0011475i,0.0012275-0.00042806i,0.0016932+0.0011792i
-0.00088683-0.00022831i,-0.0014056-0.00051024i,-0.0020511+0.00022208i,-0.00016054-0.00054426i,0.0017338-0.0021542i,-0.00073761-0.0028513i,-0.0034078-0.0010721i,-0.0029783+0.001396i,-0.0017844+0.0018324i,-0.00078466+0.0017771i,-0.0017843+0.0025618i,-0.0039167+0.0025419i,-0.0038122+0.0017233i,-0.0020753+0.00033636i,-0.0017331+0.00053459i,-0.0021245+0.001728i,-0.0023105+0.0016829i,-0.0018984+0.0017625i,-0.00099055+0.00072617i,-0.00019961-0.0014588i,0.000855-0.00086065i,0.0014368+0.00075052i,0.0010672+0.0010326i
-0.00018808-0.0028424i,-0.00031038-0.0017895i,0.00029048-0.00026458i,0.0010618+0.00026423i,0.0011112-0.00094761i,-0.00014781-0.0019259i,-0.0003165-0.00091447i,0.00063103+0.00023932i,0.00096159+0.0008947i,0.00026554+0.0012545i,0.00028494+0.0011926i,0.0014532+0.00087667i,0.0028692+0.00054724i,0.0039076-6.0989e-05i,0.0030127+0.00011865i,0.0016023+0.00052628i,0.0020996+0.00091589i,0.0027024+0.0013415i,0.0014773+0.0014293i,-0.00059274+0.00093649i,-0.0015949+2.5396e-05i,-0.0018354-0.00073597i,-0.0023109-0.0017186i
-0.0014108-0.0038905i,-0.0011523-0.0061797i,-0.0019078-0.0064506i,-0.0015141-0.004197i,0.00040084-0.0019123i,0.0021951-0.00085816i,0.0027677-4.0696e-05i,0.0029019+0.0013252i,0.0024431+0.00092291i,0.0011385+6.6831e-06i,0.0004894-0.00047565i,-0.00031944-0.0015482i,-0.0026695-0.0016386i,-0.0044608-0.0010801i,-0.005563-0.0007219i,-0.0066713-0.00050147i,-0.0058316-0.00047193i,-0.0031091-0.0010813i,-0.00088722-0.0010539i,-0.00040424+2.3132e-05i,-0.00065341+0.0007794i,-0.00021762+0.00039125i,3.3461e-05+0.00013424i
-0.0020738+0.00092501i,-0.0015937+0.0022044i,-0.00063663+0.0046423i,0.0012676+0.0048188i,0.0019564+0.0029418i,0.00036064+0.0020192i,-0.0013038+0.0028775i,-0.00050237+0.0022282i,0.00055194-5.6709e-05i,0.00098323-0.0010365i,0.0018567-0.00039227i,0.002107-0.0007239i,0.0015392-0.001261i,0.0014761-0.0014623i,0.0026605-0.00090371i,0.0031505-0.00069058i,0.0028584-0.0010318i,0.0016546-0.0018712i,-0.00018077-0.0026504i,-0.00079717-0.0012963i,0.00029204-0.000535i,0.0010864-0.00081462i,0.00069622-0.0005909i
0.0017556-0.0015947i,0.0013794-0.0017216i,0.0014658-0.0023285i,0.0011502-0.0019763i,-0.00011305-0.00063894i,-0.0023756+0.0012729i,-0.0036822+0.0021673i,-0.0029495+0.0011157i,-0.0016166-0.001756i,-0.0012146-0.003064i,-0.0016207-0.0011733i,-0.0013611+0.00030806i,-0.00084874+5.2383e-07i,-0.0011013-0.00046755i,-0.001511-0.00025207i,-0.0017707+0.00019392i,-0.002664-0.0013626i,-0.0028714-0.0021256i,-0.0010473-0.00028973i,0.00090005+0.0010214i,0.00078495+0.00095399i,-0.00011474+0.00079656i,-0.00057736+0.00089145i
0.0028371+0.00196i,0.0017487+0.0012516i,0.001176-7.2528e-05i,0.00013532-0.0010185i,-0.00096798-0.002619i,-0.0024471-0.0024939i,-0.0036545-0.0015339i,-0.0023927-0.002233i,8.2023e-05-0.0025917i,1.5299e-05-0.0019505i,-0.0013797-0.00087186i,-0.0012976+0.00026134i,0.00094494+0.0014975i,0.003457+0.0028514i,0.0051461+0.0031476i,0.0047121+0.0023441i,0.0031542+0.0021077i,0.0018512+0.0023642i,0.00082226+0.0012402i,0.001108-0.00030864i,0.0010907-0.00095638i,0.00062087-0.00043537i,0.0010913+0.00020411i
0.00020772-0.00269i,0.00061041-0.0034081i,-0.00086222-0.0033867i,-0.0015366-0.0022074i,-0.00053116-0.0011156i,0.00037661-0.0017381i,0.001238-0.0019846i,0.0015434-0.00083093i,0.00078766+5.9871e-05i,-0.00085799+0.0010708i,-0.0022468+0.001681i,-0.0025619+0.0011436i,-0.0027635+0.00034769i,-0.003082+2.1585e-05i,-0.0038861-0.00051011i,-0.0043517-0.00048347i,-0.0021266+8.2886e-05i,-0.0001792+0.00059378i,0.00026857+0.00033574i,4.5343e-05+0.00014089i,-0.00063182+0.00065178i,-0.00046787+0.0012429i,0.00015985+0.00069401i
0.0013101-0.00062162i,0.00096228-0.00038565i,0.0013786-0.00087129i,0.0021462-0.0013378i,0.002133-0.0015401i,0.0011344-0.00062691i,0.00096019+0.0020798i,0.0015897+0.0039664i,0.00039278+0.0030974i,-0.00048474+0.001932i,0.00055552+0.0013884i,0.00076583+0.00069165i,0.00031476+0.00043255i,0.00046827+0.00084954i,0.0011982+6.4584e-05i,0.0019564-0.0014585i,0.0018103-0.0011346i,0.0020359-0.00082055i,0.0015594-0.0018619i,-0.00028634-0.0026223i,-0.00085972-0.0016246i,-0.00043044-0.00094031i,-8.1062e-05-0.0011828i
0.0053511-0.0031047i,0.0052234-0.0041051i,0.0034953-0.006472i,0.0011623-0.0061581i,-0.00038853-0.0043838i,-0.001477-0.0018157i,-0.001799+0.0011004i,-0.0007348+0.0016638i,-0.00023543+0.0001401i,-0.0013018-0.00022124i,-0.0013135+0.00085519i,-0.00016529+0.00042391i,-4.8291e-05-0.0012653i,-0.001669-0.0020268i,-0.0025385-0.0023842i,-0.0020772-0.0032346i,-0.001912-0.0033041i,-0.0019024-0.0024437i,-0.0014848-0.0011089i,-0.0010543+0.00034778i,-0.00036729+0.0011461i,-0.00010008+0.00014191i,-0.00032352-0.0012003i
-0.0030966+0.0032954i,-0.0027195+0.0030913i,-0.00039869+0.0045985i,0.0011456+0.0051776i,0.0015623+0.0031705i,-5.1602e-05+0.00083193i,-0.0026437+0.00036753i,-0.0022955+0.00020455i,-0.00041364-0.0013587i,0.00081384-0.0027225i,0.0014644-0.0019475i,0.0016119-0.00076407i,0.001766-0.00015971i,0.0020854+0.0002556i,0.0031573+0.0006134i,0.004243+0.0012869i,0.0031313+0.0003511i,0.0020189-0.00099717i,0.001743-0.00068733i,0.0017645-0.00032484i,0.0019044-0.00040285i,0.0012271-0.00075206i,0.00030277-0.0012757i
-0.0012269+0.0019766i,0.0011628+0.0014637i,0.0033372+0.0010133i,0.0042732-0.00012163i,0.0029637-0.0021714i,0.00067994-0.0032357i,-0.00017759-0.0030495i,0.00080642-0.0018441i,0.0024256-0.0013703i,0.002721-0.0016704i,0.00022631-0.0011251i,-0.0021947-0.00021324i,-0.0027812+0.00045435i,-0.0022911-0.00037803i,-0.0023865-0.0013999i,-0.0029612-0.0005609i,-0.0028294+0.0010553i,-0.0028062+0.001551i,-0.0015921+0.00077988i,-0.00015509+0.00019292i,0.00051502-0.00086731i,0.0005583-0.00064893i,0.0006951+0.000445i
0.0003781-0.00083454i,-0.0019719-0.0012099i,-0.0028886-0.00027858i,-0.0014276+0.00081512i,-0.00042042+0.00055155i,-0.0010687-0.00019562i,-0.0005657+0.00014114i,0.0012589+0.0013962i,0.0010826+0.0019867i,4.7409e-05+0.0018945i,-0.00039282+0.0011928i,0.00031412+0.00032859i,0.00099615+0.00072647i,0.0016522+0.002435i,0.0013558+0.0033607i,0.0012977+0.003468i,0.0015588+0.0035934i,0.001665+0.0027993i,0.0021802+0.0017959i,0.0021976+0.00065136i,0.00090551-0.00047153i,7.7106e-06-0.00046939i,-0.00028333+0.00057074i
0.0043058-0.0037969i,0.0049267-0.0050074i,0.005139-0.0058701i,0.0043401-0.0053025i,0.002799-0.0033446i,0.0013205-0.00066481i,0.00058665+0.0013792i,-6.9095e-05+0.0020608i,-0.0016126+0.0013469i,-0.0031088+0.00089463i,-0.0030355+0.0011195i,-0.0026593+0.00097165i,-0.0028088+7.8257e-05i,-0.0020341-0.0012163i,-0.0013112-0.0021646i,-0.0019262-0.0026281i,-0.0025705-0.0024987i,-0.0021597-0.0018439i,-0.0014095-0.0015141i,-0.0017893-0.0012908i,-0.0018977-0.0003866i,-0.0013906+0.00041917i,-2.2117e-05-3.7077e-05i
