-0.00062708-0.00032934i,-0.00067355-0.001015i,-0.0028153-0.0011776i,-0.0039132-0.00030637i,-0.0033535+0.001493i,-0.0026986+0.0025956i,-0.00058959+0.0024412i,0.0014095+0.0012728i,0.001441-2.2273e-05i,0.00073267-0.00088203i,0.00016115-0.0010043i,0.00010631-0.00093723i,-0.00028585-0.00015143i,-0.00046178+0.00022273i,0.00014124-0.00038996i,0.00051675-0.00039613i,0.000419-0.00032119i,0.00032205-0.00032141i,0.00079996-0.00045291i,0.00061551-0.00046408i,-0.0005017-7.6061e-05i,-0.0011161-0.000489i,-0.00044519-0.00068695i
0.00029781-0.0041736i,0.00011488-0.0017842i,-0.00050111+0.0035418i,-0.00036969+0.0078205i,0.00086285+0.0075533i,0.0032731+0.0041996i,0.0049247+6.776e-05i,0.003281-0.0024254i,-0.00064794-0.0016801i,-0.0023233+0.001294i,-0.0018034+0.0033203i,-0.0016601+0.0032714i,-0.0022176+0.0036268i,-0.0022829+0.0038846i,-0.0019775+0.0025943i,-0.0013959+0.00079417i,-0.00079241+0.0010364i,-0.00020317+0.0029103i,0.0003802+0.0028449i,0.00027021+0.0024723i,-0.0010556+0.0027555i,-0.0018724+0.003042i,-0.0017021+0.0025429i
0.0030005+0.0012412i,0.0024068-0.0010676i,0.0014406-0.0034152i,0.00059879-0.0049533i,0.00053235-0.004555i,0.0014379-0.0022171i,0.0032808-0.0009718i,0.0042779-0.0020278i,0.0025373-0.003346i,-0.00043387-0.0024425i,-0.0017536-0.0011711i,-0.0010547-0.0003577i,-0.00084439+6.1603e-05i,-0.00044551-0.00063072i,0.00037091-0.0017193i,0.00016079-0.0020893i,-0.0007453-0.0022358i,-0.0010336-0.0028792i,-0.0013548-0.0026245i,-0.0019307-0.0023875i,-0.00084171-0.00199i,7.1946e-05-0.00071888i,-0.0002999-0.00037692i
0.0016605+0.0018485i,0.0034828+0.0024252i,0.0059811+0.0027716i,0.0063177+0.0035477i,0.0048176+0.0044403i,0.0044438+0.0041699i,0.0054371+0.0029705i,0.0060321+0.00015239i,0.0048011-0.0017348i,0.0022119-0.00062861i,4.2598e-05+0.00071225i,-1.8482e-05+0.0012327i,0.00089747+0.0013928i,-0.0001041+0.0012269i,-0.0021336+0.0010273i,-0.0024327+0.00076751i,-0.0018007+0.0010519i,-0.0014152+0.0023995i,-0.0010374+0.0031483i,-0.00037213+0.0023384i,-0.00011129+0.00099079i,4.0601e-05+0.00030896i,-1.6926e-05-0.00027097i
0.00084341-0.0011586i,-0.00049919+5.3215e-05i,-0.003026+0.0021997i,-0.0040135+0.0019582i,-0.0015048+0.0016685i,0.0031172+0.0023107i,0.0059574+0.0020335i,0.0064217+0.0019473i,0.0050496+0.0005385i,0.0022833-0.0011255i,0.00040282-0.00023484i,5.4491e-05+0.00095116i,-0.0008885+0.00054324i,-0.0017912-0.0010184i,-0.0020416-0.0013829i,-0.0013892-0.00047685i,-7.9558e-05-0.00045299i,0.00031236-0.0012886i,-0.0010875-0.0013791i,-0.0012345-0.00065749i,-0.00078851-0.0003677i,-0.001587-0.0012293i,-0.0015873-0.0013006i
-0.0023605-0.0014872i,-0.0015566-0.00031121i,-0.00066553+0.00093404i,0.0013714+0.0031043i,0.0032201+0.0058331i,0.0042114+0.0073998i,0.0053121+0.0069373i,0.0060888+0.0046772i,0.0054735+0.0022238i,0.0031321+0.00078011i,0.0010424+0.00016047i,-0.00011153-1.5198e-05i,-0.00045459-0.00015317i,-0.00030722-0.00025234i,0.00018689+0.00061644i,0.00037068+0.0010068i,0.00010159+0.00038896i,0.00034552-0.00048454i,0.0012524-0.00095134i,0.0010972-0.00071143i,0.00067587-3.306e-05i,-0.00010166+0.00022456i,-0.00069669+0.0001689i
0.0040541+0.0007091i,0.0029137-0.00034128i,0.0024334-0.0010773i,0.00067929+0.00010406i,-0.00052124+0.0017766i,0.00047303+0.0038417i,0.0019961+0.0055331i,0.0029681+0.0060468i,0.0039623+0.0054643i,0.0041164+0.003304i,0.0033383+0.0010771i,0.0027059+0.00079553i,0.0012191+0.00099518i,-0.001666+0.00057716i,-0.0031682-0.00060212i,-0.0029007-0.0011846i,-0.001905-0.0016497i,-0.0011303-0.0026885i,-0.0010004-0.002361i,-0.0006932-0.0011487i,-1.7694e-06-0.00093664i,0.00015696-0.00095333i,-4.3485e-05-0.00051639i
0.0010284-0.0032256i,0.0016082-0.0041534i,0.00055315-0.0037077i,-0.0002022-0.0014811i,0.00082989+0.0028193i,0.0017653+0.005882i,0.0023784+0.0051256i,0.0019081+0.0045306i,0.00032528+0.0056131i,0.0001051+0.0057469i,-0.00067832+0.0050331i,-0.0020317+0.0040219i,-0.0021926+0.0013207i,-0.0013948-0.0013789i,-0.00052878-0.0010731i,-0.00011815+0.0010667i,0.00016686+0.002349i,0.00062302+0.0021367i,0.00028975+0.0016178i,-0.00038787+0.0010852i,-0.00013033+0.00040298i,-2.2771e-05-0.00015404i,-0.00082505-0.00041969i
7.5738e-05+3.4153e-05i,0.00095024+0.0010167i,0.0018047+0.0022699i,0.00077875+0.0046295i,-0.0011309+0.0055604i,3.7317e-05+0.0060208i,0.00078258+0.006292i,-0.0014555+0.0057357i,-0.0024932+0.0056596i,-0.0012949+0.0040013i,-1.7147e-05+0.0010736i,-1.6534e-05-0.00088749i,-3.1278e-05-0.0012623i,-0.00018786-0.00086647i,-0.00065708-0.00071674i,-0.00078364-0.00029978i,-0.00017805-0.00012232i,-0.00047749-0.00059184i,-0.0003003-0.0005543i,0.00075097+0.0004541i,0.00091563+0.00025533i,0.00051646-0.00095244i,0.00022685-0.0012049i
0.0020303+0.0056358i,0.0037406+0.006399i,0.0040505+0.0048636i,0.0024323+0.001849i,0.00097543+0.0022944i,0.00071684+0.004902i,-6.9559e-05+0.0049003i,-0.0025967+0.0029746i,-0.004762+0.0033485i,-0.0025204+0.0048638i,0.00026779+0.0054699i,2.8508e-05+0.0050796i,-0.00022072+0.0031144i,0.00050431+0.00073948i,0.0012228-0.0015886i,0.00096231-0.0017988i,0.00093949+0.00016142i,0.0014478+0.0012351i,0.0014527+0.00035299i,0.0013078-0.00020545i,0.0010932+0.00020244i,0.00062517+0.00079844i,0.00014784+1.3454e-05i
-0.00060599-0.0042938i,-0.0019102-0.0044316i,-0.0032263-0.002276i,-0.0033271+0.0014597i,-0.0035094+0.0043759i,-0.0027883+0.0060793i,-0.0013772+0.0045277i,-0.0019904+0.0011372i,-0.0044962+0.00017535i,-0.0058677+0.0013224i,-0.0053927+0.0011453i,-0.0054239+0.00023452i,-0.0043749+0.0010512i,-0.0019596+0.0013698i,-0.00026642+0.001199i,-0.00090572+0.00086838i,-0.0027827+0.00047406i,-0.0028288-4.1798e-06i,-0.0018229-0.00084938i,-0.0013519-0.0011617i,-0.00080478-0.0015204i,-0.00081118-0.0021902i,-0.00061485-0.0019381i
-0.002037-0.0038406i,-0.0026972-0.002319i,-0.0031654+0.00085591i,-0.0037469+0.003233i,-0.0036711+0.0050125i,-0.0025678+0.0056941i,-0.0014858+0.0031971i,-0.0014003-0.0025114i,-0.0032261-0.0055804i,-0.0034834-0.0036394i,-0.0013594-0.00062999i,0.0013879+0.00086254i,0.0029927+0.00017708i,0.0021697-0.0011751i,0.00059654-0.0017564i,-0.00052116-0.0012716i,-0.0004132-0.00026392i,0.00089527-0.00084644i,0.0020873-0.0020029i,0.0015947-0.0013223i,0.00068442-0.00025403i,-0.00041792+0.00052508i,-0.00085722+0.00082808i
0.0042159+0.0012021i,0.0048517+0.0011034i,0.0039809+0.00034869i,0.0018297+0.0020638i,-0.0020459+0.0042243i,-0.0032008+0.005179i,-0.0015751+0.0029368i,-0.00042158-0.0024661i,-0.0014385-0.005781i,-0.004021-0.0029952i,-0.0047682+0.0015437i,-0.0037045+0.0034785i,-0.0032286+0.0046631i,-0.0025629+0.0041185i,-0.00031176+0.0019368i,0.00063484+0.00011175i,-0.00021096-0.00037359i,-0.0011954+0.00030941i,-0.00056801-6.8487e-05i,0.00047709-0.00088609i,4.8321e-05-0.0018277i,-0.00077756-0.0020109i,-0.0016199-0.0011176i
-0.0015943+0.00020441i,-0.0016205+0.0010704i,-0.00069663+0.0028427i,-0.00091494+0.0031072i,-0.0010208+0.0017357i,-0.0012548+0.0010975i,-0.00052351-0.00029966i,0.0018194-0.0032304i,0.0028377-0.0053044i,0.001119-0.00592i,-0.0021324-0.0054584i,-0.003869-0.004101i,-0.0038351-0.0030362i,-0.00366-0.0022928i,-0.0035142-0.0015355i,-0.0023526-0.00099901i,-0.00018187-0.00083419i,0.00097166-0.00055611i,0.00097409-0.0011447i,0.0010786-0.0014699i,0.001665-0.0011856i,0.0014955-0.00064735i,0.00010525+0.00020592i
-0.0016185-0.00075025i,-0.0030724+0.0010442i,-0.0035327+0.0026074i,-0.0025279+0.0020198i,-0.0024046+0.00099279i,-0.002792+0.00088637i,-0.00026966+0.00029624i,0.0036989-0.001854i,0.0053452-0.0039809i,0.0049452-0.0033209i,0.0040808-0.00071094i,0.0040982+0.001295i,0.0039028+0.0019886i,0.0032278+0.00063529i,0.0018426-0.0014071i,0.00010593-0.0027242i,-0.0010245-0.0018519i,-0.001076-0.00035796i,-0.00035211+4.2967e-05i,-2.1898e-06-6.4788e-05i,-0.00045251+2.5394e-05i,-0.00094916-0.00011657i,-0.001139-0.0005805i
0.0013526-0.0026801i,0.00014469-0.0035698i,-0.00097324-0.00243i,-0.0019341+8.9605e-05i,-0.002042+0.0014521i,-0.00082535+0.0024783i,0.001227+0.0027455i,0.0042535+0.0018044i,0.0058784+0.00060018i,0.0037242-4.524e-05i,-0.00053278-0.00011311i,-0.0034365+0.00088291i,-0.0041568+0.0025423i,-0.0034903+0.0028121i,-0.002203+0.0030159i,0.00020828+0.0023536i,0.0023211+0.00053019i,0.0023068-0.00092566i,0.0013375-0.0010126i,0.0013741-0.00092991i,0.0014568-0.0010492i,0.00074511-0.00090413i,-0.00024841-0.00078361i
7.9539e-05-0.0067199i,-0.00089293-0.0065342i,-0.0032557-0.0048521i,-0.0037614-0.0012484i,-0.0030444+0.0020804i,-0.0012048+0.003176i,0.0016968+0.0032459i,0.0040946+0.0035486i,0.0052677+0.0028338i,0.005991+0.00056649i,0.004833-0.0018747i,0.0031183-0.0037377i,0.0026645-0.0037633i,0.0027385-0.0031233i,0.0013455-0.001984i,-0.0010959-0.0016863i,-0.0017764-0.0012851i,-0.0010623+0.00015383i,0.00023389+0.00084503i,0.00050355+0.0008826i,-0.00018364+0.00089801i,-0.0011575+0.0012265i,-0.0012889+0.00082958i
0.0016028+0.0024353i,0.003584+0.0039578i,0.0043001+0.0039367i,0.0034573+0.0017032i,0.0019326+0.001063i,0.0019378+0.0016768i,0.0024223+0.002653i,0.0024788+0.0042353i,0.0023624+0.0053059i,0.0027156+0.0048915i,0.0025568+0.0037839i,0.0017905+0.0026249i,0.00080394+0.0021434i,0.0012365+0.0022488i,0.0022115+0.0012189i,0.0034297-0.00045445i,0.0039347-0.0016485i,0.0022491-0.0018337i,0.00067737-0.00083862i,0.00059389-0.00081253i,0.00039929-0.00083441i,9.0269e-05-0.0011003i,0.00031275-0.0011168i
-0.0015024+0.0021718i,0.00047689+0.0023101i,0.0010485+0.0027875i,-0.0010943+0.0032824i,-0.0028899+0.0024709i,-0.0022551+0.0032503i,-0.00050257+0.0042147i,-0.00051959+0.003925i,-0.0010744+0.004184i,-0.0009819+0.003076i,-0.0012991+0.00049997i,-0.0031909-0.0012914i,-0.0043975-0.0018306i,-0.0041233-0.0019616i,-0.0030858-0.001236i,-0.0028682+0.00098443i,-0.0026445+0.0033075i,-0.00096199+0.0034525i,-0.00011267+0.0015704i,-7.8976e-05-1.9046e-06i,0.00043983-7.6893e-05i,0.00023548+0.00020252i,-0.00020656+0.00032601i
-0.001827+0.00042326i,-0.003618+0.0024131i,-0.0033979+0.0028992i,-0.00070051+0.0023493i,-8.113e-06+0.0023651i,-1.1044e-05+0.0032477i,-0.00045118+0.0042254i,-0.002447+0.0038544i,-0.0027397+0.0033482i,-0.00062318+0.0028887i,0.0017539+0.0011895i,0.0039144-7.8838e-05i,0.0050362-0.00036519i,0.0041783-0.001247i,0.0033005-0.0019176i,0.0024099-0.0023267i,0.00090993-0.0033585i,1.3709e-05-0.0033797i,-0.0005578-0.0021886i,-0.00045645-0.001058i,0.00030213-0.00049475i,3.9646e-05-0.00050363i,-0.00096562-0.0002499i
0.0021036-0.0038713i,-0.00028114-0.0037652i,-0.0023801-0.0025313i,-0.0040528-0.0017679i,-0.0052398-0.0002401i,-0.0047622+0.0021122i,-0.0025482+0.0027584i,-0.0021354+0.00041551i,-0.0037302-0.0021318i,-0.0037572-0.001439i,-0.0023288+0.00089159i,-0.0014629+0.0031669i,-0.0020414+0.0048709i,-0.0023173+0.0051859i,-0.0013188+0.0047802i,-0.00036543+0.0054611i,0.0005117+0.0056835i,0.0015279+0.0037011i,0.0016248+0.0019202i,0.0010707+0.00067058i,0.00064498-0.00078056i,0.00016248-0.0010938i,5.8895e-06-0.00098897i
-0.00032303-0.0025879i,-0.0018946-0.0039511i,-0.0033661-0.0045216i,-0.0025328-0.0012096i,-0.0015466+0.0021908i,-0.0016842+0.003357i,-0.0013934+0.003126i,-0.0019821+0.00092296i,-0.0020358-0.0014434i,-0.00088171-0.0021855i,-6.4517e-05-0.0028359i,-0.00044336-0.0043389i,-0.0011743-0.0045249i,-0.00069398-0.0032984i,-0.00038779-0.0022538i,-0.0018334-0.0027522i,-0.0036805-0.0031309i,-0.0036497-0.0016432i,-0.0015037-0.0010974i,0.00042579-0.0007917i,0.00058622+0.00011878i,-7.0324e-05+0.00048692i,-0.00016997+0.00089852i
0.0011812-0.00093704i,0.0017459-0.0011924i,0.0017795-0.001499i,0.00059631-0.0017822i,-0.0004249-0.0012965i,-0.0013331+0.00012439i,-0.0013338+0.00030515i,-0.00048083-0.0013956i,0.0011956-0.0032228i,0.0027443-0.0019931i,0.0027125+0.00072887i,0.0026184+0.0026827i,0.0023888+0.0032839i,0.00084712+0.0030501i,-0.0001033+0.0027456i,0.0013459+0.0028422i,0.0035333+0.0023865i,0.003567+0.00070171i,0.0020785-0.00028831i,0.001275-0.00062986i,0.0014145-0.00077428i,0.0011934-0.00079512i,0.00071698-0.0014434i
0.0050046-0.00033301i,0.0068589-0.00094214i,0.0060672-0.00064651i,0.0014858-0.00033319i,-0.0032657+9.5508e-05i,-0.0047335+0.0013896i,-0.0021351+0.0017565i,0.0012532+0.00014207i,0.0030317-0.0018794i,0.0031615-0.001906i,0.0007958-0.00056262i,-0.0027467-0.00025789i,-0.0044507-0.00044808i,-0.0041767-0.00060097i,-0.0042642-0.0016139i,-0.0052395-0.0026024i,-0.0049956-0.0016929i,-0.0034494-0.00015632i,-0.0011603-4.2215e-05i,0.00078974-0.00024168i,0.00053731-0.00018173i,-0.00015484-2.2581e-05i,-0.00022623-0.00049849i
-0.00010938-0.00013113i,2.2607e-05+0.00066698i,1.5002e-05-0.0004422i,0.00023153-0.00036075i,-6.5152e-05+0.00097414i,-0.0015181+0.0010487i,-0.0013592+0.0009656i,0.0013096+0.00086526i,0.0039656+0.00053916i,0.0052368+0.00015395i,0.0053729-0.00065838i,0.003896-0.0016201i,0.0026083-0.0023317i,0.0016937-0.0023837i,0.0010352-0.00079764i,0.0024643-0.00041473i,0.0035296-0.0016738i,0.0021221-0.0021107i,0.0012293-0.0024152i,0.0012549-0.0016421i,0.00055787-0.0004695i,-1.2182e-05-0.00062321i,-9.71e-05-0.00067299i
-0.0001696+0.0029704i,0.00030612+0.0054611i,0.00072588+0.0062772i,-0.0009921+0.0030671i,-0.003228-5.7553e-05i,-0.0035883-0.00084128i,-0.0018894-0.00044376i,0.00070838+0.0013954i,0.0024146+0.0032982i,0.0031831+0.0040214i,0.0030454+0.0039158i,0.0010952+0.0040532i,-0.00030403+0.0039594i,-0.00076257+0.0023262i,-0.0020838-1.979e-05i,-0.0035001+0.00047168i,-0.0032488+0.0026478i,-0.0019623+0.0025167i,-0.0010932+0.001124i,-0.00036545+0.0013442i,0.00012563+0.0013774i,-0.00010796+0.00033325i,-0.0005692-0.00018037i
0.0017231+0.00024995i,0.0011987+1.3672e-05i,0.00022984+0.001482i,-0.0001546+0.0018935i,-0.00019984+0.00066578i,-0.00041124+0.00048639i,-0.00035227+0.0013366i,5.7959e-05+0.003333i,0.0012023+0.0055783i,0.0013548+0.0054535i,-0.0001209+0.001865i,-0.0010909-0.002021i,-0.0014789-0.0032382i,-0.0014557-0.0027726i,-4.698e-05-0.0025844i,0.0017682-0.0036331i,0.0019081-0.0039498i,0.00099073-0.0026597i,0.00056947-0.00096235i,0.00104-7.7014e-05i,0.0010485+0.00024052i,0.00068632+0.00020934i,-2.4311e-05+0.00020885i
0.00056233+0.0033878i,-0.00085713+0.0030161i,0.00020632+0.0015583i,-0.00014354-0.0022175i,-0.0010362-0.0038691i,-0.0019289-0.0023198i,-0.00241-1.8467e-06i,-0.0023027+0.0025732i,-0.0018852+0.0047988i,-0.00019648+0.0050246i,0.0015286+0.0039786i,0.0024945+0.0033374i,0.0032849+0.0018852i,0.0020239-7.9537e-05i,-0.00055484-0.00043456i,-0.0010628+0.0013979i,0.00056559+0.0025065i,0.0016723+0.0018503i,0.001161+0.0004674i,0.00034444-2.453e-05i,0.00018026+0.000209i,6.162e-05+0.00027707i,-0.00057896-0.00012427i
-0.0020417+1.2261e-05i,-0.0023929-0.0011943i,-0.0022962-0.00092876i,-0.0021684-0.00044981i,-0.0018299-1.0802e-05i,-7.0377e-05-0.00043608i,0.00027493-0.0015896i,-0.0025633-0.0010477i,-0.0050689+0.0021442i,-0.0048604+0.0041494i,-0.0030795+0.0038713i,-0.0028196+0.0028401i,-0.0029648+0.0015524i,-0.0016573-3.5295e-06i,0.00067288-0.0023174i,0.0022287-0.0036465i,0.0015619-0.0025218i,0.00050248-0.00071122i,-4.6496e-05+0.00072868i,3.1974e-05+0.0012299i,0.00032932+0.00050438i,2.1789e-06-0.00059235i,-0.00032955-0.0010517i
-0.0011808-0.005174i,-0.00076168-0.0063749i,-0.0015867-0.0044538i,-0.001177-0.0017141i,0.00053677-3.5008e-05i,0.001444+2.7885e-05i,0.00083831-0.0012586i,-0.0025499-0.0023173i,-0.0051891-0.0018768i,-0.004447-0.000305i,-0.0016076-0.00030798i,0.0013173-0.0019451i,0.0028364-0.0022803i,0.0020966-0.00062541i,0.00060319+0.0013369i,0.00075251+0.0021589i,0.0015438+0.0014463i,0.0019998-3.4731e-05i,0.0017768-0.00046124i,0.00076523-9.5468e-05i,0.00013312+0.00018353i,-0.00038998+0.00019647i,-0.001186+3.5604e-05i
0.0047495-0.0019569i,0.0050719-0.001352i,0.0040288-0.00096536i,0.0013465-0.0010019i,-0.00094585+0.00021566i,-0.0011173+0.0013472i,-0.00076681+0.00015971i,-0.0020137-0.0029969i,-0.0036259-0.004668i,-0.0036512-0.0028364i,-0.0017405+0.00060526i,-0.00010361+0.0034709i,0.00020189+0.0043566i,0.00036884+0.0027907i,4.9984e-05+0.00014493i,-0.0005523-0.0014713i,-0.0010492-0.0011857i,-0.0011858-0.00054497i,-0.00037327+5.2246e-05i,0.00040216+0.00042787i,0.00048088+0.00012257i,7.6662e-05-0.00054544i,-0.00086169-0.00087875i
0.0027751+0.0014052i,0.0034669+0.0028768i,0.0023681+0.0024782i,-0.00074518+0.0013467i,-0.0016927+0.0017952i,-0.00036666+0.0023601i,-0.00028409-0.00065833i,-4.2601e-05-0.0053695i,-0.00076723-0.0074414i,-0.0019571-0.0054357i,-0.0011207-0.002825i,-0.0010696-0.0018594i,-0.0024191-0.0014202i,-0.0020967+0.00041605i,-0.00041028+0.0031301i,0.0013228+0.0030536i,0.0010746+0.00037099i,-0.00044926-0.0016333i,-0.00053739-0.0014064i,-0.00039104-0.00056514i,-2.5294e-05-0.00017178i,0.00049676+5.9427e-05i,0.000102+0.00022043i
-0.003254+0.0028185i,-0.0035423+0.0034678i,-0.0017231+0.0047798i,-0.00011103+0.0039353i,-0.0010378+0.0010777i,-0.0010216-0.00087693i,0.0018178-0.0022236i,0.0041437-0.0042694i,0.0038827-0.0057951i,0.0028995-0.0047621i,0.002513-0.002249i,0.0024119-0.00031717i,0.0021668+0.00023901i,0.00070508-0.00047907i,-0.0012893-0.0011398i,-0.0022377-0.00087787i,-0.0017126+8.6e-05i,5.1357e-05+0.00063545i,0.00082659+0.00019332i,0.00055005-2.9541e-05i,0.00060917-0.00021417i,0.0003758-0.00091335i,-0.00060976-0.0010072i
-0.0040276-0.0022169i,-0.0058846+0.00067759i,-0.0048241+0.0022158i,-0.0022178+0.0011508i,-0.00098778+0.00065518i,0.00043492+0.00053886i,0.003875-0.0011404i,0.0066767-0.0037278i,0.0069893-0.0044952i,0.0050595-0.0023683i,0.0021929+0.00052556i,-0.00023902+0.0022758i,-0.0019499+0.0030415i,-0.0011574+0.0027856i,0.0017276+0.0023126i,0.0027346+0.0022886i,0.00096238+0.00092072i,-0.00065513-0.00029513i,-0.001223-0.0004259i,-0.0011985-0.00038462i,-0.0011399-0.00021182i,-0.00057261+0.00025696i,-0.00016271+0.00039721i
0.0020107-0.006863i,-0.0010021-0.0083602i,-0.0031475-0.006413i,-0.0026071-0.0021466i,-0.00075024+0.0010174i,0.0018478+0.0019439i,0.0049881+0.0019688i,0.0075592+0.0010557i,0.007631+4.8345e-05i,0.0052963-0.00064602i,0.0032256-0.00096465i,0.002374-0.0015006i,0.0016946-0.0022197i,-8.024e-05-0.0024249i,-0.0028917-0.0013806i,-0.0033-0.00030106i,-0.0010357-0.00018607i,0.00043422-0.00016314i,0.0010363+0.00048415i,5.8293e-05+0.00080262i,-0.00061004-0.00019124i,-0.00022333-0.00076701i,-0.0004599-0.00017335i
0.004072-0.00061146i,0.0034764-0.00329i,0.00068664-0.0037087i,-0.00065181-0.00068941i,-0.00014095+0.0020037i,0.0016543+0.0031526i,0.0049538+0.0036095i,0.0072304+0.0040165i,0.0063263+0.0039884i,0.0048335+0.0041392i,0.0032764+0.0041478i,0.0023636+0.0036979i,0.0028792+0.0032822i,0.0029599+0.0013808i,0.0023387-0.00057665i,0.0020551-0.00084182i,0.00064598-0.00094763i,-0.00065343-0.00099196i,-0.00037064-0.00082985i,0.00062824-0.00029023i,0.0010073-0.00056862i,0.0011456-0.0015359i,0.0013757-0.0011757i
0.0025772+0.0057681i,0.0056665+0.004918i,0.006518+0.0012008i,0.0025461-0.00070066i,-0.0010848+0.00093554i,-0.0013307+0.0033575i,0.00039232+0.0045982i,0.0015906+0.0049309i,0.0015632+0.0054313i,0.0012248+0.0052841i,-5.9112e-06+0.0033837i,-0.0019287+0.00091114i,-0.0029015-0.00023835i,-0.0036693-2.2221e-07i,-0.0036506+0.0013269i,-0.0022469+0.0018135i,-0.00091344+0.00029157i,-2.692e-05-0.00097507i,0.00066165-0.00068758i,0.000366-0.00064797i,6.6101e-05-0.00083362i,-6.3253e-05-0.00071601i,-0.00055585-0.00021976i
-0.0027974-7.1908e-05i,-0.0028914+0.002447i,-0.00031151+0.0038639i,0.00020233+0.0014701i,-0.00067797+0.0004511i,0.00051466+0.002123i,0.0018163+0.003003i,0.0015386+0.0039811i,0.00085384+0.0050166i,0.00078885+0.0047862i,0.00073602+0.0035787i,0.00099844+0.0024592i,0.0024106+0.001119i,0.002505-0.0014466i,0.0014068-0.0032171i,0.00096658-0.0025433i,0.00038979-0.0010355i,-1.5782e-05+0.00013457i,-0.00075758-4.5209e-05i,-0.0011049-0.00082909i,-0.00015078-0.0010848i,0.0006223-0.00023143i,0.00040673+0.0003184i
0.00032655-0.0012895i,-0.0026517+0.00025301i,-0.0038617+0.001796i,-0.0017381+0.0019227i,-0.0020964+0.0012102i,-0.0038328+0.0011038i,-0.0031157+0.00287i,-0.0020436+0.0043753i,-0.002312+0.0046619i,-0.0022897+0.0038052i,-0.0021208+0.0024073i,-0.0028525+0.0016787i,-0.0033181+0.0031397i,-0.0023948+0.004065i,-0.00055235+0.0034506i,0.00030852+0.0030023i,-0.00017251+0.0024137i,-0.00037938+0.00061219i,-0.00049118-0.00070151i,-0.00069361-0.00070448i,-0.00048173-0.00051208i,6.1725e-05-0.00040677i,-0.00022987-6.6417e-05i
0.0031579+0.0013027i,0.0011505-0.0018006i,-3.9933e-05-0.0033298i,0.00028649-0.0015764i,0.0011392+8.351e-06i,0.00073084+0.0015199i,-0.00016354+0.003126i,-0.0010002+0.0024548i,-0.0022509+0.0015263i,-0.002618+0.0016488i,-0.0015865+0.00096016i,0.00012798-0.00073699i,0.00049436-0.0021141i,-0.0012351-0.0033468i,-0.0029703-0.0037173i,-0.0029531-0.0028159i,-0.0015455-0.00067892i,-0.00012687+0.00092969i,5.8237e-05+0.0013588i,-0.0001466+0.0012374i,-0.00039737-0.00013526i,-7.5684e-05-0.0019093i,-0.00010999-0.001027i
0.00066787+0.00070538i,0.0017833+0.0005186i,0.002018-0.00012832i,0.00045554-0.00021382i,-0.00020148+0.00055159i,-0.0007293+0.0015097i,-0.0013647+0.00071966i,-0.0028319-0.00073714i,-0.0047693-0.00039425i,-0.0049907+0.00027595i,-0.0032302+0.0012089i,-0.0020863+0.0020294i,-0.0010219+0.0033431i,-0.00027966+0.0037034i,0.0010411+0.002456i,0.0013444+0.0016126i,-0.00035338+0.0004455i,-0.0012859-0.00021754i,-0.0012607-0.00087073i,-0.00016789-0.0011053i,0.00070464-0.0014022i,0.00037529-0.0011887i,-7.5123e-06-0.0003672i
0.0016232-0.0042571i,0.0031411-0.0029041i,0.0031001-0.0022093i,0.000976-0.0006955i,-0.00059734+0.0017976i,-0.00014309+0.0028441i,0.00071185+0.0011294i,0.00069921-0.0013878i,-0.0014108-0.0023715i,-0.0029523-0.0016105i,-0.0018529-0.0013735i,-0.0016401-0.0017241i,-0.0030841-0.0014557i,-0.0037129-8.3673e-05i,-0.0038248+0.00064889i,-0.0035155+0.00011529i,-0.0015536-0.00021216i,-4.1898e-05+0.00050569i,0.00037008+0.0010932i,0.00075538+0.00090024i,0.00031718+2.8777e-05i,-0.00036464-0.00068946i,-0.00082266-0.00090104i
0.0022573+0.0017885i,0.0013672+0.0016729i,-0.00046652+0.0016001i,-0.0023051+0.0015747i,-0.0039616+0.0013684i,-0.004498+0.0021036i,-0.0026014+0.0020146i,-0.0008592-0.00043258i,-0.00052484-0.0033319i,-0.00081922-0.0038161i,-1.3825e-05-0.001599i,0.0010969+0.00018984i,0.0015601+0.0011591i,0.0016133+0.00062754i,0.0015836-0.0011524i,0.001039-0.0013355i,0.0006142-0.00049476i,0.00026535-0.00070334i,0.00014703-0.00098563i,0.00077724-0.0005212i,0.0007515-0.00012116i,6.2926e-05+0.00027825i,0.00015504+0.00029604i
-9.3549e-05+0.0045665i,-0.00023145+0.0040747i,0.00050148+0.002915i,0.00065632+0.001321i,-0.0006384+0.00062538i,-0.0023316+0.0013066i,-0.0013929+0.0019557i,0.0014762+0.0011512i,0.0020705-0.00036519i,0.0008389-0.00095872i,3.7686e-05+3.0677e-05i,-0.00088438+7.1585e-05i,-0.0022773-0.00022668i,-0.0029602+0.00082229i,-0.0032649+0.0015321i,-0.0026538+0.0012738i,-0.0013094+0.00060584i,-0.00057379-0.00060916i,-0.00011971-0.00027533i,0.00011601+0.00065059i,-0.00017011+0.00080219i,-0.00076318-0.0001105i,-0.00027232-0.00085514i
