-0.0017612-0.002412i,-0.0014418-0.0015366i,-0.0011752-0.00099867i,-0.0016564-0.0010719i,-0.0017369+0.00036823i,-0.00079077+0.0016035i,-0.00064821+0.0012607i,-0.00059033+0.0012971i,0.00017583+0.0016233i,0.00055476+0.0010813i,0.00043913-0.00069878i,-0.00019303-0.00096123i,-0.0012603-0.00019404i,-0.001026-0.0001496i,-0.00036331+0.00033141i,0.00055582+0.00099398i,0.00090929+0.00097842i,-9.2989e-05+0.00076363i,-0.00049271+0.0010638i,-0.00063034+0.0010002i,-0.00077395+0.0006882i,-0.00069218-0.00010798i,-0.00039193-0.00088121i
-0.0044129+0.0077656i,-0.0018556+0.0069453i,0.001125+0.0049936i,0.0034638+0.0043139i,0.005713+0.0049236i,0.005626+0.0045223i,0.0029726+0.0031813i,0.0012272+0.0028957i,0.00090392+0.0032737i,0.00088088+0.0025164i,0.00098409+0.001465i,5.2309e-05+0.00021455i,-0.00044304-0.00038297i,0.00011194-0.00024001i,-0.00021847-0.00054142i,-0.00056001-0.00073479i,-0.0006186-5.42e-05i,0.00018996+0.00020808i,0.0013654-0.00012885i,0.0017393+9.7092e-05i,0.0019187-0.00050843i,0.0014631-0.000506i,0.00083373+4.1462e-05i
-0.0068412-0.00081216i,-0.005385+0.00015225i,-0.0022209+0.0037511i,-0.00040078+0.0070851i,-0.000729+0.008133i,-0.0020577+0.006377i,-0.0039996+0.003281i,-0.0037462+0.0017907i,-0.001062+0.00091779i,0.00079479-0.00048412i,0.0012256-0.0010852i,0.00070455-0.00097147i,0.00036829-0.00023707i,0.00031312+9.6985e-08i,0.00013579+6.7388e-05i,0.00060293+0.00097003i,0.0012944+0.0011461i,0.00083744+0.00025104i,0.00077643+0.00025293i,0.00070779+0.0009909i,0.00065191+0.0013399i,0.00087113+0.0016277i,0.00045742+0.001728i
-0.00054646+0.002752i,-0.00055634+0.0039626i,-0.0038774+0.0050451i,-0.006574+0.0044666i,-0.0074099+0.0030872i,-0.0073427-0.0001686i,-0.0059326-0.0026239i,-0.0034618-0.00039305i,-0.00091435+0.0025731i,0.00098391+0.0032042i,0.0015501+0.0026715i,0.00087849+0.0016224i,0.00029046+0.001038i,-0.00025204+0.00068983i,0.00036586+0.00022659i,0.00095764+0.00050796i,0.00055333+0.0011629i,0.00040438+0.0011037i,0.00041494+5.8169e-05i,-8.6151e-05-0.00075656i,-0.00074815-0.00023297i,-0.00084923+0.00037083i,-0.00085872+0.00053618i
-0.0043373-0.0021372i,-0.0043835-0.0010596i,-0.0051117-0.0016112i,-0.0060997-0.0032457i,-0.0052461-0.0054799i,-0.0019246-0.0069183i,-0.0010317-0.0062456i,-0.002271-0.0036403i,-0.0019196-0.0012259i,-0.00022527+0.00021912i,0.00054286+0.00050324i,0.00063138-0.00012601i,0.001006-0.00043692i,0.0014866-0.00017271i,0.001453+0.00032877i,0.0010897+0.00059811i,0.00013883+0.0017646i,-0.00070316+0.0024165i,-0.00024734+0.0016571i,-6.9836e-05+0.00083309i,-0.00054156-4.2384e-05i,-0.00012044-0.00052376i,0.00012739-0.0010105i
0.0013621+0.0029186i,-0.0005411+0.0016143i,-0.001849-0.0014937i,4.448e-05-0.0031563i,0.0036925-0.0042995i,0.0054922-0.0048704i,0.004273-0.004377i,0.001778-0.002141i,0.00035697+0.00076525i,0.00019925+0.0024954i,0.00043052+0.0025923i,0.00021258+0.0014703i,-0.00020932+0.001204i,-0.00016975+0.0011494i,-0.00015277+0.0014449i,-0.0011201+0.00141i,-0.0019562+0.00067527i,-0.0015324+0.00095861i,-0.000131+0.00090424i,0.00092794+2.807e-05i,0.00038951-0.00029328i,-0.00013909-0.00093665i,-0.00016647-0.00089832i
-0.0004867-0.0003025i,0.00045404-0.0015846i,0.0028857-0.0037654i,0.0047347-0.0035047i,0.0061233-0.00049712i,0.0057224+0.0029641i,0.0028775+0.0035584i,-0.00015258+0.0020081i,-0.0010192+0.00097709i,-0.0020677+0.00015173i,-0.0025112-0.00055404i,-0.0017685+1.6998e-05i,-0.001089+0.00055619i,-0.00029704+0.00061125i,-0.00018308+0.00079348i,-7.09e-05+0.00045348i,6.9664e-05-7.9145e-05i,-3.3158e-05+0.00045725i,1.18e-05+0.00091922i,-0.00014726+0.00024642i,-0.00019011-0.00012473i,0.00050922+0.0004512i,0.0011499+0.00020702i
-0.0022875-0.00011386i,0.00064525+0.0022166i,0.0015782+0.0053999i,-0.00013712+0.0075531i,-0.0018271+0.0088249i,-0.0020494+0.0071981i,-0.0019754+0.0034739i,-0.001327+0.0015894i,0.00068007+0.0014203i,0.0011472+0.0013453i,6.4515e-05+0.00093392i,-0.00020059-0.000202i,-7.1675e-05-0.00074067i,-0.0002377+0.00013087i,0.00010784-9.5701e-05i,0.00027732-0.00064062i,0.00029513-0.00047557i,0.00075537-0.00048366i,0.00079111-0.00076646i,0.00010999-0.00096478i,0.00026736-0.00039191i,0.00021247+0.0010321i,-0.00055678+0.0016777i
-0.0032338+0.0015703i,-0.0035913+0.0041872i,-0.0053542+0.0052617i,-0.0070414+0.0058322i,-0.0081516+0.0047416i,-0.007137+0.0011386i,-0.0054714-0.0014657i,-0.0037256+6.4842e-05i,-0.0023286+0.0019599i,-0.00084578+0.0012586i,5.3176e-05-0.0004928i,-0.00034724-0.00073459i,-0.0003791+0.00051931i,0.00015222+0.00069851i,0.0012759+0.00029124i,0.0021028+0.00057267i,0.0025699+0.00098607i,0.0023885+0.00053708i,0.0013528+0.0001554i,0.00046865-8.2167e-05i,-0.00055657-0.00012246i,-0.0017099+0.00034303i,-0.0016549-0.0001527i
0.0039123+0.0014363i,-3.5521e-05+0.00054772i,-0.0030677-0.00037052i,-0.0060774-0.0017134i,-0.0064176-0.0046879i,-0.0037233-0.0071342i,-0.0017692-0.0057075i,-0.0017611-0.0020118i,-0.00061683+0.00033385i,0.0012103+0.0012955i,0.0012434+0.0017085i,0.00031381+0.0010531i,-0.0006278+0.00013912i,7.5186e-05-0.00029153i,0.0011125+0.00029874i,0.0010994+0.0013059i,0.00096632+0.0013931i,0.00066753+0.00053673i,0.00088303+0.00014425i,0.00094166-0.00081354i,0.00095694-0.002026i,0.00071371-0.0019548i,-0.00025311-0.001293i
-0.0001624+0.0035211i,-0.0021473-0.00059041i,-0.002336-0.0046127i,-0.0011895-0.0058019i,0.002188-0.0054666i,0.0040355-0.0050658i,0.0019336-0.0037005i,-0.00049554-0.0018786i,-0.0014601-0.00063394i,-0.0020222+0.00057171i,-0.0013169+0.0012658i,-5.8044e-05+0.0010091i,0.00021017-1.3854e-05i,0.00067729-0.00011534i,0.00074634+0.00066457i,0.00051325+0.0010611i,0.00035475+0.0012649i,-2.9011e-06+0.0013904i,0.0005793+0.00074493i,0.0016384-0.00053239i,0.0013095-0.0007106i,0.00019898-0.00075906i,-0.00015569-0.0013442i
-0.0031337+0.0010951i,0.00097994-9.6853e-05i,0.0033454+0.0008807i,0.0041527+0.0013354i,0.0062305+0.0019813i,0.0069425+0.0016865i,0.0035874+0.00029164i,0.00061437+7.3019e-06i,0.00057359+0.0011247i,0.0010813+0.0011352i,0.0011037+0.00053839i,0.00073408+0.00048352i,0.00064523+2.1967e-05i,0.00059057+0.00013215i,-0.0002262+0.0014493i,-0.00082991+0.0016538i,-0.0003904+0.00020869i,0.00044308-0.00011663i,0.00091702+0.00087189i,0.00066994+0.00074155i,0.00091267+0.00035822i,0.0011466+0.00053326i,0.00077537+0.00035407i
-0.0027627-0.0015424i,-0.00089245-0.00025511i,-0.00064949+0.0012361i,-0.00054576+0.003855i,-0.00032602+0.0064677i,7.1203e-05+0.0059876i,-0.00057742+0.0040324i,-0.0012917+0.0028833i,-0.0013899+0.0026786i,-0.0010553+0.0015234i,-0.00044264-0.00037528i,0.0009492-0.00081528i,0.0011935-0.00029695i,-0.00037713-0.00077425i,-0.00012297-0.0014521i,0.0010434-0.00084925i,0.00092031-4.0741e-05i,1.9863e-05-0.00023923i,-0.0011642-0.00059155i,-0.001205+0.00085203i,-0.00074388+0.0015563i,-0.0008723+0.0013448i,-0.0008266+0.00058753i
0.0033462-0.0025172i,0.0024301+0.00037074i,-0.00017919+0.0023377i,-0.0045937+0.0034991i,-0.0076664+0.0028759i,-0.0066324+0.00097581i,-0.0040464-0.00020914i,-0.0024039-0.00019217i,-0.00062572+9.5282e-05i,0.00052977+0.00025578i,0.00065117+0.00070283i,0.00031318+0.00050565i,3.9301e-06-0.00067325i,2.5802e-05-0.00060724i,0.00089038+0.00014643i,0.0011251+0.00018072i,0.00063343-0.00052103i,-6.9796e-05-0.00068965i,-0.0012927-0.00049429i,-0.0012764-0.00076272i,-0.00076378-0.00096559i,-0.00064067-0.00050514i,-0.0010548+0.00035099i
0.0021922+0.00305i,-0.00051551+0.0019926i,-0.0034612-0.0010821i,-0.0066637-0.0021917i,-0.0076541-0.0026711i,-0.0051646-0.0038894i,-0.0027223-0.0033482i,-0.0019163-0.00084394i,-0.001648+0.001089i,-0.0011904+0.0016319i,-0.00091097+0.0022838i,-0.0002655+0.0023238i,0.00097915+0.00092277i,0.0013063+0.00046751i,0.0010205+0.00069507i,0.0011505+0.00082818i,0.0013601+0.0011163i,0.0013385+0.0004915i,0.0011774-0.00092345i,0.00014319-0.001227i,-0.00046766-0.00098734i,-0.00050682-0.0007679i,-0.00026263-0.00067401i
-0.0066401+0.003887i,-0.0041386+0.0020589i,-0.0018534+0.00017923i,-0.00049212-0.0028708i,0.0021045-0.0043979i,0.0033763-0.0039248i,0.0016311-0.0027844i,-0.00071602-0.0014176i,-0.0010952-0.00075565i,-0.00047812+0.00029248i,-0.00031583+0.001268i,-0.00052435+0.0010188i,-0.00057095+0.0015335i,-0.00011501+0.0016114i,0.00024371+0.0010669i,8.2373e-05+0.0016307i,0.00036048+0.0019809i,0.0010658+0.0015709i,0.0019959+0.00030878i,0.0016377-0.0011171i,0.0012507-0.0018301i,0.0013041-0.001515i,0.0012113-0.00071638i
-6.214e-05-0.0059285i,-0.00076057-0.0044669i,-0.0016032-0.0022609i,-0.00098899-0.00046929i,0.0021405+0.00070155i,0.0038239+0.0001171i,0.0022226-0.00076188i,0.00022199-0.00086633i,-0.00064577+0.00022601i,-0.0017717+0.0010219i,-0.001819+0.0010816i,-0.00079829+0.0012627i,-0.00039473+0.001033i,-0.00011045+0.00077185i,0.00010059+0.00046734i,-6.3962e-05-0.00028201i,-9.9098e-06-6.9819e-05i,0.00025342+0.0010158i,0.00041224+0.0014503i,0.00036072+0.0011777i,0.00074631+0.0014782i,0.0014319+0.0014182i,0.0010988+0.0012408i
0.0056802+0.0004917i,0.0041038-0.00085487i,0.0020027-0.0010168i,0.00066+0.0014615i,-0.00026713+0.0033518i,-0.00028518+0.0031824i,-8.523e-05+0.0011726i,4.1727e-05+0.00020258i,0.00052031+0.00025664i,0.00064377-0.00078109i,0.00063298-0.0010333i,7.8779e-05-0.00018443i,-0.0011641-0.00023083i,-0.00071813-0.00028526i,-0.00074496+0.00019368i,-0.0012115-0.00018826i,-0.00086081-0.00016401i,-0.0007696+0.00059482i,-0.00052644+0.00091307i,0.0011115+0.0010139i,0.0016145+0.0016169i,0.00013967+0.0020128i,-0.00017072+0.0014559i
-0.0018171+0.0050949i,0.00010982+0.0037039i,-0.0016932+0.0021692i,-0.0051052+0.0039923i,-0.0055681+0.0039738i,-0.0038428+0.0010006i,-0.0024665+0.00057613i,-0.0018028+0.0019757i,-0.00046135+0.0019929i,0.00010856+0.0012206i,0.00010349+0.00047584i,0.00066445+6.9996e-05i,0.00032921+0.00025862i,-0.00028826-8.1749e-05i,7.0182e-05-0.00041829i,0.0010971+0.00017204i,0.0012445-8.4182e-05i,0.0007809-0.00012146i,0.00035382+0.00057358i,-9.6802e-05+0.0012179i,-0.00030516+0.0013757i,-0.00085679+0.00050642i,-0.0013538-0.0012242i
-0.0015431+0.0010414i,-0.0015313+0.0015833i,-0.00088583+0.001458i,-0.0026022-0.0012913i,-0.0032712-0.0037005i,-0.0027307-0.0037191i,-0.0030163-0.0021611i,-0.0024688-0.00010276i,-0.00057206+0.00092394i,0.00077223+0.00089825i,0.00048321+0.00060149i,0.00024647+0.00011895i,0.00081175-0.00062725i,0.00065626-0.00018894i,0.00029368+0.00027901i,0.00044782+0.00033794i,0.00046896+0.00065227i,0.00071125+0.00023851i,6.9655e-05+9.4976e-05i,-0.00042325+0.00045416i,0.00011335-3.1044e-05i,0.00033621-0.00051029i,0.00061675-0.00052397i
-0.001692+0.00037826i,-0.0024628+0.00045139i,-0.0048286-0.00062029i,-0.004821-0.002362i,-0.0019004-0.0030825i,6.538e-05-0.0036222i,-0.00090124-0.0033825i,-0.0028957-0.0016269i,-0.0027289+0.00085053i,-0.0012964+0.002701i,-0.00045774+0.0028148i,0.00040325+0.0020522i,0.0011572+0.0017635i,0.0012917+0.0017228i,0.00087877+0.0012912i,0.00056685+0.00071386i,0.00027343+0.0002355i,0.00044969+0.00015915i,0.0019489+0.00028379i,0.0023971+0.00024657i,0.001435-0.00012154i,0.00080714-0.00037669i,0.0010086+0.0002202i
-0.00034549+0.0013815i,-2.6345e-05-0.00083177i,0.0017487-0.0031514i,0.0031717-0.00311i,0.0044192-0.0020496i,0.0030672-0.0028895i,0.00046844-0.003547i,-0.0010131-0.0025307i,-0.00079272-0.0016875i,-1.3183e-05-0.00088305i,0.00022467-0.00016184i,-0.00022853+0.00021736i,-0.00032629+0.00072213i,-0.00030763+0.00088588i,-0.0010993+0.00067332i,-0.00083726+0.00053837i,0.00011757+0.00072417i,0.00074114+0.00040634i,0.00067004+8.4824e-05i,5.1995e-05-0.00016678i,0.00068423-0.00017535i,0.00072925+0.00041715i,-6.4036e-05+0.00086679i
0.0025078-0.00045392i,0.0017776+0.00085447i,0.0002906+0.001322i,-0.0012147+0.0025568i,-0.001068+0.0030436i,0.00028742+0.0018792i,0.0014202+0.00037573i,0.001176+0.0003191i,0.00022742+0.00022354i,-0.00022803-0.00017835i,-0.00064749+5.8281e-05i,-0.0016037+0.0007208i,-0.001926+0.0010237i,-0.00053183+0.00078262i,-0.00024674+0.00049624i,-0.00030862-9.7167e-05i,-0.00024796-0.00025938i,-0.00076248+0.00025984i,-0.00023992+0.00069267i,0.00062238+0.0012053i,2.9754e-05+0.0012111i,-0.00043026+0.00090969i,-0.000217+0.00062171i
-0.00031714+9.1842e-05i,-0.00066984-0.00035099i,-0.0007649-0.0002331i,-0.0024225+0.00076636i,-0.0036337+0.0022171i,-0.0027908+0.0015963i,-0.00091673+0.00049355i,0.00018247+0.00059786i,0.0011074+0.00059046i,0.0012833+0.00034069i,0.00056834+0.00016461i,0.00013607-3.0466e-06i,5.377e-05-0.00089863i,0.00035965-0.001188i,0.00084052+0.00022606i,0.00041811+0.00036818i,0.0008687-0.00072141i,0.0012874-0.00058627i,0.00052122+0.00049982i,0.00012395+0.00067325i,0.00028052+0.00017874i,-0.00080937+0.00046636i,-0.0015419+0.00035703i
5.027e-06+0.0015499i,-1.9964e-05+0.0017773i,-0.001335+0.00023083i,-0.0036753-0.00078049i,-0.0062803-0.00038061i,-0.0061194-0.00042472i,-0.003665-6.8091e-05i,-0.0023874+0.00058732i,-0.0014847+0.0014411i,-0.00054522+0.0021712i,0.00049936+0.0016917i,0.00080799+0.00087568i,0.00029948-0.00010682i,0.00068404-0.00053094i,0.00081768+0.0004667i,0.00021203+0.00094659i,0.00058614+0.00072i,0.00096732+0.00070568i,6.0383e-05+0.00085253i,-0.00013872+0.00029317i,5.8075e-05-0.00031498i,-0.00053085-0.000463i,-0.00081245-0.00058239i
-0.0019085+0.0015579i,-0.001802+0.0011676i,-0.0015973-9.8844e-05i,-0.0022585-0.0024823i,-0.00083549-0.0042382i,0.00044343-0.0043638i,-0.0012125-0.003601i,-0.0024709-0.0016333i,-0.0010526+0.00022679i,0.00042369+0.00062388i,0.00098241+0.00038258i,0.0016405+0.000927i,0.0015153+0.0010522i,0.00061954+0.00026034i,-0.00051723+0.00032999i,-4.5244e-05+0.00037335i,0.00040798+0.0010132i,0.00034199+0.0011055i,0.00058974+0.00061111i,0.00065717+0.00094376i,0.00057142+0.00039531i,2.5755e-06-0.00088335i,-0.0006042-0.001609i
0.0018343+0.0010715i,0.0021308+0.00072505i,0.0020898+0.00046837i,0.0026192+0.00068747i,0.0030805-0.00011038i,0.0018892-0.0023173i,-0.00061088-0.0038841i,-0.0020931-0.0019149i,-0.0014496+0.00081414i,-0.00036325+0.0018993i,-0.00076153+0.0013871i,-0.0013443+0.00052568i,-0.0010716+0.00093064i,-0.00044243+0.0014343i,0.00018105+0.0013622i,0.00083137+0.00026369i,0.00025283+0.00022962i,-0.00045173+0.00064052i,0.00035467+0.0010239i,0.0004707+0.00096326i,-1.5809e-05+0.00025175i,0.00062881+0.00083642i,0.00065636+0.0015169i
-0.0021296-0.0027259i,-0.0024264-0.0012119i,-0.0023782-0.00028456i,-0.00019794+0.0018233i,0.0018288+0.0036789i,0.0027491+0.0021059i,0.0027735-0.00048516i,0.0016821-0.00121i,-0.00059356-0.0007019i,-0.0016221-0.0001138i,-0.00075084-0.00026127i,-0.00041451-0.00048242i,-0.00053712+0.00015324i,0.00022948+0.00048975i,0.00054894+0.00056548i,0.00057883+0.00074612i,0.00036391+0.00066296i,-0.00062531+0.00067252i,-0.00058921+0.00076497i,-8.2386e-05-0.00011828i,-0.00013149-0.00014946i,0.00011111+0.0010165i,0.00041351+0.0011673i
0.0013416+0.0021976i,0.00026307+0.0016939i,-0.0016846+0.0016469i,-0.0032326+0.0031887i,-0.0028653+0.0040185i,-0.00081077+0.001752i,0.0010972+7.2963e-05i,0.0011166+0.00016918i,0.00064155+0.00013918i,-0.00054421+0.00075072i,-0.0010879+0.0012532i,-0.00033852+0.00065906i,0.00019777-7.9199e-05i,0.00040291+0.00026491i,0.00069046-9.4691e-05i,0.0012468-0.00048573i,0.0014548-6.7883e-05i,0.00083686+0.00023103i,0.00032262-0.00034379i,-3.2964e-05-0.00063865i,-0.00095727-0.00010321i,-0.0012991+0.00051942i,-0.0012346+0.00015925i
-0.0029362+0.0033407i,-0.00079621+0.0015724i,-0.0023727-0.00073586i,-0.0049943-0.0011667i,-0.005012-0.00045547i,-0.0022512-0.0004835i,-0.00074876-0.00012497i,-0.0010855+0.00076903i,-0.00017634+0.0012234i,0.00068911+0.0016781i,0.00063401+0.0012441i,0.0011623+0.00029132i,0.0011819+0.00037363i,0.00050129+0.00036975i,0.00035786+0.00021875i,0.0012959+0.00038031i,0.00086785+0.00056086i,-0.000185-3.9936e-05i,-5.7305e-05-0.0007457i,0.00081541-0.00096421i,0.00090131-0.0008949i,9.395e-05-0.0012534i,-9.2971e-05-0.00038292i
-0.0034564+0.0017585i,-0.0013965+0.0029533i,-0.0010174+0.0017945i,-0.0013568-0.00024667i,-0.0011846-0.0015849i,-0.0014261-0.0028879i,-0.0022953-0.0021629i,-0.0024058+0.00050932i,-0.00057425+0.0021353i,0.0010123+0.0022641i,0.00063295+0.0020385i,0.00022702+0.0021399i,-8.4623e-05+0.001537i,-0.00032144+0.00072962i,-7.6645e-05+0.00072931i,0.00022653+0.001459i,0.00012081+0.001763i,0.00027224+0.0005312i,0.001014-0.00026049i,0.00083402+0.00063437i,8.9375e-05+0.0005983i,0.00023303-0.00019539i,8.4631e-05-0.00023716i
-0.00043779-0.004875i,-0.0022353-0.0035271i,-0.0017264-0.0017642i,-0.0010496-0.0011394i,-0.00031503-0.00154i,2.7678e-05-0.0023532i,-0.00068923-0.0028425i,-0.0013196-0.0015554i,-0.0018219+0.00069561i,-0.0013139+0.0015105i,3.9432e-05+0.0014036i,0.00068037+0.0015494i,0.00026236+0.0017008i,-0.00049548+0.0014368i,-0.00032024+0.00086318i,-0.00038618+0.00048937i,-0.00022191+0.00070976i,0.00011892+0.0016221i,-6.3424e-05+0.0018982i,-0.00030516+0.0010713i,-0.00033494+0.00068341i,6.9968e-06+0.00068555i,-0.00047008+0.00063198i
0.002304+0.0025036i,0.0017548+0.00072039i,-0.00032285+0.0014004i,-0.00027556+0.0034114i,0.0014203+0.0033112i,0.0020259+0.00042603i,0.001043-0.001359i,-0.00053666-0.00099356i,-0.0013386+9.3808e-05i,-0.00068886+0.0016692i,-0.00031547+0.0029452i,-0.00092526+0.0023016i,-0.0011457+0.0012398i,-0.0005597+0.0011669i,0.00033686+0.00080361i,5.918e-05+0.00092015i,-0.00013443+0.0010317i,4.997e-05+0.00045461i,-0.00047541-5.0109e-05i,-0.0014363+7.6399e-05i,-0.0018054+0.00071161i,-0.00099617+0.00091655i,0.0005182+0.00022923i
-0.0036894+0.005717i,-0.0015253+0.0050067i,-7.9331e-05+0.0039299i,-0.00080422+0.0035829i,-0.0010373+0.0031023i,0.00031358+9.8247e-05i,0.00141-0.00099878i,0.001725+0.00021262i,0.00085941-0.0001456i,-0.00024605-0.00091094i,-0.00024346-0.00023947i,-0.00063379+0.00054938i,-0.0014192+0.00048137i,-0.0013078+0.00038806i,-0.00060481-0.00056974i,0.00012799-0.001188i,0.00077504-0.00072682i,0.000455+0.0001015i,0.00072523+0.00029754i,0.0013064-0.00044969i,0.00078791-0.00047556i,9.3118e-05-8.6586e-05i,-0.00055011-0.00027552i
-0.0031358-0.00062589i,-0.0020295-0.00040284i,-0.0034989+0.00034605i,-0.0046359+0.0016338i,-0.0035242+0.0021901i,-0.0016796+0.0014827i,-0.00066262+0.00059632i,-0.00043159+0.0012289i,-0.00020647+0.0023231i,1.7355e-05+0.0029791i,0.00025693+0.0020364i,0.00048438+0.00022919i,0.00083449-0.00057368i,0.0012435-0.00048236i,0.0013305+0.00052133i,0.001247+0.0013898i,0.00077402+0.00060246i,0.00044765-6.7893e-05i,0.00078764-1.7185e-05i,0.00098734-0.00057283i,0.00053699-0.0012646i,0.00092513-0.0016681i,0.0014407-0.00091623i
-0.0029649-0.0037902i,-0.0032769-0.0017587i,-0.0027415-0.0013908i,-0.0031269-0.0023288i,-0.0036648-0.0025275i,-0.0027308-0.0018972i,-0.0017299-0.00092521i,-0.00065414+0.00079267i,0.0002362+0.0014032i,-0.00022776+0.00073626i,-0.00057114+0.00030124i,0.0005704-1.057e-05i,0.0013709-0.00032414i,0.0010927-0.00035471i,0.0002319+4.4669e-05i,-0.0003772+0.00091657i,0.00026441+0.0012965i,0.00075395+0.00042044i,0.00061128-0.00027203i,0.00061437-0.00022647i,0.00057856-1.2051e-05i,0.00055486-0.00026238i,0.00051384-0.00098315i
0.0028279+0.0036476i,0.0019813+0.0017967i,0.0016725-0.00042229i,0.0014454-0.0015312i,0.0019015-0.0019984i,0.0015081-0.0027704i,-0.0010415-0.0024621i,-0.0023419-0.00038055i,-0.0012884+0.0011831i,-0.0006233+0.0018324i,-0.00070391+0.0018401i,-0.00017037+0.0015691i,0.00062408+0.0018615i,0.00070901+0.0016894i,0.00062232+0.0008027i,1.6634e-05+9.064e-05i,0.00013442+0.00048644i,0.0010739+0.0013355i,0.0012371+0.0014719i,0.00097032+0.0010112i,0.00088822+0.00063506i,0.00067625+0.00034865i,0.00046111+0.00022067i
-0.0032804+0.0039583i,-0.0031145+0.0037094i,-0.0017102+0.003211i,-0.00061276+0.0026783i,0.00027258+0.0021638i,0.0016106+0.00034237i,0.00049748-0.0015259i,-0.0019851-0.00068798i,-0.0019617+0.00074751i,-0.00068786+0.00064897i,-0.00011944+0.00060714i,-0.00010161+0.0010573i,-5.9486e-06+0.0011927i,-2.4193e-06+0.00134i,-0.00032726+0.0011597i,0.00021789+0.00047911i,0.00048167+0.00041912i,0.00015417+0.00086024i,0.00033898+0.00084819i,0.00076157+0.00047916i,0.0004353+0.00023758i,-0.00062046+0.0004776i,-0.00072352+0.00052887i
0.0015026-0.0048541i,0.00042687-0.0039943i,-0.00079992-0.0014391i,-0.0019492+0.0019756i,-0.0022268+0.003095i,-0.00028418+0.0016218i,0.0011786-0.00029649i,0.00076689-0.0011344i,0.00015024-0.00073101i,-0.0003334+0.00024303i,-0.0010505+0.001747i,-0.0017336+0.0018301i,-0.001726+0.0011718i,-0.0017925+0.0014186i,-0.0011033+0.0017927i,-0.0001809+0.001018i,-6.2703e-05-0.0003628i,0.00014466-0.00021275i,4.2797e-05+0.00032742i,-0.00015988+6.9678e-05i,0.00023285+0.00036127i,-0.00028585+0.0011787i,-0.00069263+0.00086419i
-0.0042619+0.00013486i,-0.0023314+0.00039832i,-0.0037261+0.00090075i,-0.0054885+0.0015887i,-0.0042779+0.0027567i,-0.0021636+0.0020159i,-0.00021562-1.0634e-05i,0.00052729-0.00061043i,0.00044028-0.00022245i,0.00047795+0.0001825i,0.00019487-0.00026307i,-0.00018224-0.0013038i,-0.00048133-0.0016615i,-0.00060448-0.00096059i,-0.00081398+0.00026496i,-0.00060253+0.0011187i,0.00017035+0.00091285i,-0.00027285+6.2492e-06i,-0.00064781+8.0055e-05i,-2.931e-05+0.00063756i,-0.00030664+0.00024394i,-0.00099481-0.00043545i,-0.0012088-0.00070535i
0.002706-0.0016132i,0.0013097-0.0017889i,-0.00038042-0.0036981i,-0.0025205-0.0038405i,-0.0041613-0.0033782i,-0.0036983-0.0028514i,-0.0016539-0.0015208i,-0.00074299+0.00050838i,-0.00057105+0.0014701i,-0.00037938+0.00096925i,-1.781e-05+0.00095631i,0.00022698+0.00025579i,2.5033e-05-0.00015458i,-3.6021e-05-0.00013183i,-0.00012519+8.8185e-05i,-0.00031525+0.00085369i,-0.00038377+0.00023996i,-0.00042828-0.00081869i,0.00036586-0.00081222i,0.0018473-0.00064941i,0.0017987-0.0013009i,0.0010645-0.0014963i,0.0010957-0.00052327i
-0.0043032+0.0016101i,-0.002945+0.0023574i,-0.0021881+0.0018218i,-0.0019785+0.0013052i,-0.00062372-0.00016704i,0.00082394-0.0016718i,-0.00078509-0.001734i,-0.0019479+0.00014099i,-0.0008486+0.001388i,-0.00014623+0.0014431i,0.00049217+0.0011733i,0.0014112+1.7175e-05i,0.00094673-0.00020365i,-0.00022551+5.897e-05i,0.00043204-7.767e-05i,0.00098368+1.7168e-06i,0.0008758+0.000788i,0.0011692+0.0015793i,0.00083533+0.001436i,0.0005973+0.00035163i,0.00075875+0.00018062i,0.001165+0.00045999i,0.00094267+0.000343i
-0.00091756-0.000362i,-0.00040792-0.00030778i,0.00036589+0.00041053i,0.0013248+0.00075765i,0.0026166-0.00027191i,0.0026364-0.0014615i,8.3297e-05-0.0018043i,-0.0020054-0.00083299i,-0.0020296+0.00025671i,-0.00029225+0.0010633i,0.001131+0.0015879i,0.0012616+0.0014908i,0.0014481+0.0011328i,0.0011252+0.0011153i,0.00039755+0.001591i,0.00071874+0.0012191i,0.0011303+0.00028869i,0.0006458+0.00076863i,0.00022841+0.0014046i,0.0002542+0.001546i,0.0002399+0.0015287i,0.00031426+0.0013492i,0.00041183+0.0011426i
-0.0020874-2.5493e-05i,-0.0027645-0.00015851i,-0.0044083+0.0021126i,-0.0038666+0.0043356i,-0.0015363+0.0044102i,0.0010095+0.0022886i,0.0013363-0.00041834i,8.2434e-05-0.0011417i,-0.00084195-0.0006129i,-0.0011263+0.00023487i,-0.00068784+0.0017033i,-0.00019954+0.0019781i,-0.00022015+0.0011719i,0.00026977+0.00095637i,0.00041807+0.00055311i,0.00022497-0.00017016i,-0.00027238-0.00021607i,-0.00029336+0.00049738i,0.00023132+0.00052254i,0.00013821+0.00039058i,0.00036475+0.00079491i,-0.00035432+0.0013996i,-0.0015159+0.0016248i
