-0.0017612-0.002412i,-0.0014418-0.0015366i,-0.0011752-0.00099867i,-0.0016564-0.0010719i,-0.0017369+0.00036823i,-0.00079077+0.0016035i,-0.00064821+0.0012607i,-0.00059033+0.0012971i,0.00017583+0.0016233i,0.00055476+0.0010813i,0.00043913-0.00069878i,-0.00019303-0.00096123i,-0.0012603-0.00019404i,-0.001026-0.0001496i,-0.00036331+0.00033141i,0.00055582+0.00099398i,0.00090929+0.00097842i,-9.2989e-05+0.00076363i,-0.00049271+0.0010638i,-0.00063034+0.0010002i,-0.00077395+0.0006882i,-0.00069218-0.00010798i,-0.00039193-0.00088121i
-0.5184+0.5627i,-0.21386+0.39101i,-0.13416+0.23224i,-0.093431+0.18483i,-0.031155+0.11019i,-0.022302+0.03634i,-0.022065+0.01819i,-0.015191+0.0087652i,-0.016456+0.0067321i,-0.015008+0.011287i,-0.013427+0.012032i,-0.010736+0.016641i,-0.0090203+0.013681i,-0.018166+0.0061815i,-0.028875+0.010296i,-0.025186+0.020173i,-0.0085313+0.022512i,0.0042026+0.015901i,-0.0012377+0.0079382i,-0.014524+0.0049693i,-0.019361+0.0064907i,-0.015182+0.0087665i,-0.0062822+0.011876i
-0.58028-0.75855i,-0.35448-0.37447i,-0.13834-0.22234i,-0.10732-0.17014i,-0.094242-0.07761i,-0.051978-0.038923i,-0.048173-0.037857i,-0.044671-0.021936i,-0.029269-0.011217i,-0.016963-0.0011047i,-0.0036671+0.010371i,0.0040847+0.014796i,0.012806+0.016268i,0.026689+0.0070574i,0.031981-0.012579i,0.020888-0.023805i,0.0029536-0.017222i,-0.0002113-0.00012593i,0.018101+0.0062845i,0.033479-0.0056015i,0.030141-0.017744i,0.019873-0.019567i,0.0097681-0.015887i
0.75149-0.31482i,0.36189-0.15276i,0.166+0.0082773i,0.12719+0.043229i,0.093106+0.016169i,0.066107-0.0040786i,0.05387-0.015195i,0.044996-0.015149i,0.036675-0.0089391i,0.017435-0.0061105i,-0.0094438-0.0067914i,-0.029115-0.0083697i,-0.037437-0.006684i,-0.035332+0.0012558i,-0.027618+0.013894i,-0.016276+0.023414i,-0.0043318+0.019159i,-0.0074104+0.0059496i,-0.022723+0.0043418i,-0.026448+0.015128i,-0.017831+0.022236i,-0.009894+0.023899i,-0.0030624+0.02188i
0.24959+0.40078i,0.084449+0.14053i,-0.040137+0.031091i,-0.079256+0.018789i,-0.061798+0.025502i,-0.036896+0.024346i,-0.029637+0.020084i,-0.022364+0.01961i,-0.0067302+0.01007i,0.0080458-0.0020404i,0.023753-0.011756i,0.031252-0.021658i,0.026172-0.019105i,0.025283-0.010588i,0.029905-0.015439i,0.023686-0.025621i,0.0080368-0.022511i,0.0024783-0.0092451i,0.011429-0.00098254i,0.018403+0.0003165i,0.018511-0.0026344i,0.014861-0.0089929i,0.0064464-0.013872i
-0.070936+0.60332i,0.11467+0.31052i,0.13196+0.13344i,0.11741+0.073745i,0.067528+0.02622i,0.01279+0.010307i,0.0033094+0.014811i,0.0072913+0.022002i,0.013271+0.034298i,0.016133+0.034838i,0.010118+0.030292i,0.005772+0.025093i,-0.0069233+0.013469i,-0.025345+0.012435i,-0.027348+0.027941i,-0.0091522+0.035354i,0.011556+0.019903i,0.013876-0.0043379i,-0.00591-0.014272i,-0.026323-0.0037223i,-0.030104+0.014133i,-0.020741+0.025448i,-0.0073383+0.024711i
-1.0219-0.21168i,-0.61273+0.012202i,-0.34148+0.027057i,-0.24035+0.015723i,-0.12334+0.0067126i,-0.05328-0.033404i,-0.053204-0.042033i,-0.053973-0.032232i,-0.050554-0.02724i,-0.035626-0.011198i,-0.0081018+0.001699i,0.01259+0.0024602i,0.02728-0.0044104i,0.031975-0.016083i,0.019751-0.026103i,0.0011615-0.024399i,-0.0089316-0.0049738i,0.0019162+0.017211i,0.026357+0.015299i,0.036182-0.0099373i,0.024337-0.032304i,0.0080543-0.038104i,-0.0029518-0.029103i
0.58691-0.95689i,0.31405-0.56726i,0.2415-0.26327i,0.20705-0.14628i,0.11345-0.072702i,0.069249-0.017356i,0.062249-0.0034692i,0.054995+0.0058648i,0.049708+0.012659i,0.025272+0.011745i,-0.0082473+0.018505i,-0.024395+0.029837i,-0.024802+0.033988i,-0.021574+0.030535i,-0.015897+0.028613i,-0.0048536+0.02791i,0.0038516+0.015259i,-0.0012631-0.00177i,-0.011943-0.0055823i,-0.011302+0.0026663i,-0.0020399+0.013419i,0.0050831+0.020615i,0.0083194+0.019817i
0.45891+0.49611i,0.11642+0.28043i,-0.12016+0.19544i,-0.15847+0.16795i,-0.090685+0.11789i,-0.046719+0.06114i,-0.046008+0.028669i,-0.044935+0.013462i,-0.035722-0.0031444i,-0.02247-0.017244i,-0.008667-0.029952i,-0.0041271-0.036923i,0.00046844-0.028753i,0.012983-0.022914i,0.017258-0.030676i,0.006033-0.032161i,-0.0026337-0.013569i,0.0041972+0.01011i,0.018623+0.019205i,0.022973+0.012262i,0.013478-0.0014453i,-0.0013206-0.010925i,-0.013328-0.010908i
0.13298+0.34095i,0.23277+0.024607i,0.22721-0.1244i,0.15571-0.12542i,0.055499-0.066075i,0.0065736-0.016593i,0.0056739-0.0072093i,0.010293+0.0059645i,0.025429+0.026207i,0.033216+0.025865i,0.026824+0.020013i,0.018759+0.014277i,0.0021365+0.0098186i,-0.010009+0.018127i,-0.002754+0.031568i,0.01103+0.029859i,0.014168+0.0080974i,-0.0021682-0.01651i,-0.026393-0.02033i,-0.033589-0.0046776i,-0.021369+0.011958i,-0.0037184+0.017041i,0.0089581+0.008982i
-0.78091+0.53633i,-0.41502+0.47976i,-0.27288+0.32152i,-0.20703+0.20362i,-0.10356+0.071596i,-0.054011-0.024602i,-0.040821-0.035165i,-0.03342-0.030243i,-0.035846-0.027247i,-0.024456-0.014344i,-0.0046424-0.0082854i,0.0075463-0.011922i,0.013071-0.018937i,0.011957-0.023546i,0.0045022-0.026052i,-0.0057044-0.024264i,-0.0080209-0.0092133i,0.0076072+0.0082493i,0.025211+0.0094323i,0.023827-0.0021541i,0.010885-0.013332i,-0.00044465-0.016142i,-0.0066739-0.010355i
-0.24334-1.1249i,-0.10535-0.62564i,0.11006-0.35956i,0.15107-0.25231i,0.093406-0.12072i,0.067742-0.034313i,0.053041-0.0072627i,0.046228+0.01064i,0.045869+0.018871i,0.030067+0.020604i,0.010321+0.026196i,0.0035329+0.030564i,0.0037994+0.0275i,0.0023962+0.022744i,0.0050296+0.024286i,0.012419+0.0239i,0.0093854+0.011072i,-0.0077663-0.0027962i,-0.019109-0.0066256i,-0.012096-0.0032448i,0.0019768+0.0033969i,0.011677+0.0096241i,0.01525+0.0089099i
0.82768+0.087069i,0.28277+0.14353i,-0.033264+0.25558i,-0.06432+0.24299i,-0.018847+0.12i,-0.014748+0.03894i,-0.026424+0.022481i,-0.02509+0.013345i,-0.023917+0.00014535i,-0.021144-0.0053258i,-0.013969-0.0063779i,-0.010112-0.0044435i,-0.0034553-0.0021587i,0.0022158-0.0054113i,-0.0033715-0.011212i,-0.012563-0.011979i,-0.010637-0.0048069i,0.0057367+0.0056118i,0.022854+0.011158i,0.026415+0.0093824i,0.013346+0.003929i,-0.006314+0.0020549i,-0.016475+0.006249i
0.093793+0.29543i,0.086153-0.077975i,0.075502-0.22284i,0.049973-0.16805i,0.019264-0.047492i,0.01348+0.0067541i,0.0018755-0.0018089i,-0.0062446+0.0087274i,0.0059819+0.022466i,0.0091882+0.017041i,0.001088+0.0088052i,-0.0056399+0.0028103i,-0.010658+0.0053278i,-0.0089535+0.01298i,-0.00032814+0.017145i,0.010082+0.016019i,0.011932+0.0070559i,-0.0028516-0.0061091i,-0.021378-0.011327i,-0.025299-0.0062985i,-0.014307-0.00058189i,-0.0019851-0.0020981i,0.0024629-0.0094612i
-0.19487+0.62592i,-0.048434+0.42503i,-0.10241+0.29576i,-0.12249+0.21653i,-0.085713+0.10235i,-0.057408+0.024683i,-0.031334-0.0046175i,-0.025788-0.021836i,-0.029249-0.022442i,-0.018793-0.016011i,-0.0029676-0.012431i,0.009275-0.011583i,0.011463-0.013194i,0.0045526-0.014322i,-0.0044588-0.015095i,-0.0091014-0.012817i,-0.00091711-0.0044619i,0.018894+0.0020618i,0.031148+0.0017069i,0.022859+0.00027992i,0.0062645-0.0011033i,-0.0033473-0.0028195i,-0.0047345-0.0013484i
-0.85857-0.47447i,-0.36902-0.25005i,-0.043381-0.25581i,0.0038666-0.21934i,0.0095018-0.094892i,0.030101-0.030746i,0.027358-0.013493i,0.025481-0.0016191i,0.028653+0.0021296i,0.023529+0.0029974i,0.015333+0.0028815i,0.0085994+0.0027652i,0.0024085+0.0021149i,0.00095916+0.0037223i,0.0098381+0.0078486i,0.01935+0.009758i,0.015064+0.010631i,-0.0013636+0.011354i,-0.012891+0.0057506i,-0.012116-0.0055698i,-0.0038929-0.0092891i,0.0072241-0.0049218i,0.013005-0.0041198i
0.65003-0.59839i,0.24293-0.14728i,0.072999+0.14522i,0.046003+0.14693i,0.0056586+0.052215i,-0.023288+0.016291i,-0.014697+0.019048i,0.003036+0.016848i,0.010373+0.01283i,0.013102+0.014626i,0.015906+0.017276i,0.018428+0.016298i,0.02118+0.0091351i,0.019492+6.7659e-05i,0.0089472-0.0057446i,-0.0067136-0.008681i,-0.015348-0.010082i,-0.0095685-0.0071786i,0.0049044+0.0022817i,0.015527+0.011295i,0.0123+0.013561i,0.00052409+0.015124i,-0.0051661+0.018496i
0.34833+0.37348i,0.11317+0.052772i,0.011896-0.097212i,0.0048606-0.095304i,0.020866-0.047171i,0.013135-0.02647i,-0.019825-0.012117i,-0.029672+0.01521i,-0.021082+0.024576i,-0.022044+0.020351i,-0.026492+0.01577i,-0.029718+0.010765i,-0.027883+0.01145i,-0.018115+0.016291i,-0.0036917+0.020137i,0.010781+0.01673i,0.012408+0.0060489i,-0.0025975-0.0032956i,-0.018391-0.0079344i,-0.021537-0.010466i,-0.014676-0.0099963i,-0.0075727-0.0090334i,-0.005644-0.0093725i
0.037626+0.36852i,0.055958+0.15816i,0.0063629+0.13256i,-0.0014432+0.1194i,-0.0095073+0.058577i,-0.012097+0.020966i,0.0020097-0.0033127i,-0.00072938-0.020686i,-0.0039798-0.019648i,0.001073-0.012068i,0.0078155-0.0052171i,0.015644-0.0020757i,0.014575-0.0032831i,0.004921-0.0047257i,-0.0098341-0.0086192i,-0.021751-0.0095369i,-0.015509-0.0054792i,0.0044413-0.0048846i,0.019645-0.0031554i,0.022267+0.0035231i,0.015881+0.0055915i,0.0063107+0.0015636i,0.00036462+0.00056559i
-0.66975+0.27504i,-0.25267+0.11075i,-0.1045-0.068276i,-0.080055-0.066335i,-0.023216-0.018664i,0.0048328-0.017005i,-0.0087926-0.014975i,-0.014028-0.0016223i,-0.0090315+0.0017028i,-0.011605-0.00459i,-0.020928-0.0072375i,-0.027667-0.0041652i,-0.02802-0.00075458i,-0.020725+0.0013276i,-0.0053149+0.0047649i,0.01313+0.0074316i,0.023609+0.0086445i,0.019179+0.0089329i,0.0046995+0.00077097i,-0.0079215-0.0098642i,-0.0089096-0.010106i,0.00026762-0.0068581i,0.0052507-0.0078765i
-0.14424-0.86856i,-0.076394-0.29995i,0.042773-0.022198i,0.049115+0.011299i,0.0028457+0.022755i,0.00091304+0.030221i,0.021978+0.013939i,0.032013-0.0029421i,0.034025-0.0050074i,0.035966-0.0040702i,0.037777-0.0073919i,0.038724-0.0098195i,0.035817-0.015423i,0.025263-0.019967i,0.0093819-0.019329i,-0.0075196-0.012691i,-0.017356+0.0010295i,-0.010204+0.013932i,0.010064+0.020557i,0.022255+0.020116i,0.017029+0.015379i,0.0072214+0.012752i,0.0030571+0.010701i
0.68163+0.082115i,0.25389+0.047492i,0.022994+0.033503i,-0.025634+0.02252i,-0.010817-0.0066621i,-0.012333-0.027525i,-0.032716-0.010438i,-0.035961+0.021846i,-0.027497+0.032491i,-0.021114+0.027805i,-0.019523+0.02092i,-0.024243+0.013932i,-0.022005+0.013923i,-0.005562+0.018447i,0.014781+0.021354i,0.027069+0.015893i,0.023429+0.0033038i,0.0032254-0.0047867i,-0.018814-0.0062962i,-0.026809-0.0075094i,-0.022593-0.006827i,-0.015572-0.0041935i,-0.0095976-0.0026308i
0.057777+0.29952i,-0.0051024+0.080233i,0.017918+0.01703i,0.043757-0.0073258i,0.020757-0.0049496i,0.012942+0.0083492i,0.022586-0.002998i,0.018598-0.016543i,0.013414-0.015578i,0.013612-0.0061351i,0.020865+0.00040732i,0.031516-0.0016267i,0.03173-0.0062673i,0.017443-0.0067738i,-0.0038333-0.0045882i,-0.019587-0.00045324i,-0.02277+0.0029913i,-0.012086+0.0017988i,0.0061432+0.0017965i,0.016898+0.0034794i,0.013995+0.00056907i,0.0059838-0.0019817i,0.00066139-0.0018239i
-0.1315+0.45293i,0.006355+0.16657i,-0.05459+0.0448i,-0.076076+0.045928i,-0.034633+0.013713i,-0.030467-0.01522i,-0.044289+0.0001104i,-0.039816+0.01516i,-0.028573+0.012772i,-0.025398+0.0095262i,-0.029819+0.013516i,-0.033175+0.019604i,-0.031644+0.023652i,-0.022804+0.022728i,-0.0066633+0.016132i,0.0086034+0.0039849i,0.014711-0.0095146i,0.008298-0.018234i,-0.007735-0.021064i,-0.01618-0.017536i,-0.0085074-0.010155i,0.0027956-0.0054001i,0.0071697-0.0023401i
-0.70927-0.34717i,-0.28243-0.12322i,-0.0068151-0.098456i,0.043061-0.085874i,0.030859-0.019071i,0.033441+0.00707i,0.034472-0.014386i,0.031166-0.028503i,0.032051-0.021867i,0.029993-0.015846i,0.024039-0.014364i,0.022144-0.012753i,0.018865-0.017067i,0.0065426-0.023888i,-0.0098939-0.025452i,-0.020032-0.015i,-0.015734+0.004267i,0.0026443+0.01831i,0.024077+0.02081i,0.03118+0.015865i,0.022116+0.012176i,0.011106+0.012855i,0.0043055+0.01042i
0.51412-0.51194i,0.20117-0.1644i,0.01892+0.049721i,-0.041968+0.088543i,-0.043039+0.04427i,-0.034287+0.0045125i,-0.033598+0.006572i,-0.02689+0.026045i,-0.021038+0.029855i,-0.019081+0.02264i,-0.01881+0.01472i,-0.023506+0.012318i,-0.020814+0.015306i,-0.0040029+0.01469i,0.018556+0.011083i,0.031296+0.002182i,0.025431-0.011701i,0.0055184-0.018506i,-0.016657-0.014134i,-0.025438-0.0050236i,-0.019154+0.0013344i,-0.012209+0.0011448i,-0.0083249+0.00028225i
0.22363+0.28789i,0.04521+0.10488i,0.042894-0.024159i,0.067284-0.072332i,0.053911-0.039736i,0.05034-0.0076086i,0.045711-0.016687i,0.025512-0.025062i,0.013059-0.019416i,0.011708-0.014271i,0.016117-0.014839i,0.021205-0.020865i,0.019555-0.024301i,0.010739-0.017926i,-0.0027282-0.0043125i,-0.010569+0.010832i,-0.0047109+0.023254i,0.010198+0.026434i,0.023508+0.01928i,0.022621+0.0080045i,0.0074803+0.00044059i,-0.0042032-0.0018864i,-0.0075682-0.0017564i
0.13094+0.26718i,0.050511+0.091306i,-0.06408+0.12123i,-0.082611+0.14063i,-0.061507+0.071765i,-0.056383+0.025938i,-0.046968+0.032367i,-0.026564+0.036246i,-0.014529+0.022363i,-0.012522+0.013337i,-0.008461+0.013696i,-0.0061893+0.01321i,-0.0065253+0.014418i,-0.001873+0.01848i,0.0083494+0.019467i,0.013952+0.011671i,0.0071412-0.0026057i,-0.0080128-0.011749i,-0.021705-0.012485i,-0.023371-0.010164i,-0.010901-0.011582i,0.0016241-0.015582i,0.0046493-0.013944i
-0.53067+0.2861i,-0.16154+0.086754i,0.001864-0.1177i,0.035052-0.14153i,0.038635-0.074466i,0.023595-0.033862i,0.0077519-0.028774i,0.002847-0.027355i,0.010461-0.016999i,0.015673-0.0086854i,0.013444-0.003225i,0.017504-0.0013669i,0.018162-0.0053962i,0.0048086-0.0091857i,-0.01495-0.0090415i,-0.025871-0.00030801i,-0.018151+0.014207i,0.0019896+0.02317i,0.022767+0.019786i,0.029645+0.0090998i,0.0203+0.0052521i,0.013053+0.009579i,0.011387+0.0099425i
-0.11755-0.64413i,-0.060251-0.19803i,-0.039001+0.06136i,-0.069033+0.1191i,-0.069523+0.080797i,-0.049121+0.022465i,-0.037336+0.0085265i,-0.020271+0.023858i,-0.0053089+0.027014i,-0.0011727+0.019916i,-0.005008+0.014383i,-0.013177+0.01688i,-0.013265+0.021673i,-0.0036405+0.015528i,0.0089028-0.00013483i,0.013314-0.01737i,-0.00074427-0.030049i,-0.021945-0.031339i,-0.032174-0.019645i,-0.02563-0.0056983i,-0.010761+0.00052225i,-0.0038383+0.0026351i,-0.0030719+0.0046524i
0.43114+0.024505i,0.18643-0.026565i,0.10415-0.12379i,0.086576-0.15787i,0.064717-0.10365i,0.056621-0.047433i,0.041337-0.037526i,0.012902-0.033487i,-0.0027826-0.017596i,-0.005432-0.0058529i,-0.0044461-0.0019256i,-0.0016986-0.0031916i,0.00029899-0.0071429i,0.001001-0.0080922i,-0.0012356-0.0058426i,-0.0002145-0.001252i,0.01215+0.0044082i,0.027283+0.0052526i,0.032452+0.0025899i,0.024487+0.0043169i,0.0085982+0.009186i,-0.0030218+0.011024i,-0.0051461+0.0088931i
0.096454+0.11958i,-0.022848+0.10062i,-0.056168+0.19784i,-0.048433+0.19825i,-0.041448+0.12064i,-0.026433+0.060101i,-0.0089907+0.036921i,0.00054036+0.026872i,0.00092317+0.013161i,-0.0015865+0.0034018i,-0.0025438-0.0036474i,-0.0078619-0.0087688i,-0.012383-0.0044704i,-0.0067313+0.0042566i,0.0084119+0.0092565i,0.01927+0.0068134i,0.013721-0.001392i,-0.0013403-0.0088685i,-0.015085-0.010026i,-0.01936-0.0086415i,-0.012089-0.010776i,-0.0074184-0.015234i,-0.0095813-0.013907i
-0.022246+0.41519i,0.054238+0.071663i,0.019383-0.12823i,0.031473-0.14679i,0.044453-0.099803i,0.021861-0.041169i,0.0031286-0.012093i,-0.0049268-0.0097272i,-0.0047348-0.0079147i,-0.0017648-0.0047118i,0.0049967+0.00039194i,0.018384-0.0015891i,0.022888-0.010589i,0.013991-0.011606i,-0.00094939-0.0011349i,-0.0085519+0.014281i,0.003851+0.027166i,0.025458+0.029631i,0.035892+0.020602i,0.028004+0.010894i,0.014509+0.0076934i,0.010518+0.0063236i,0.010134+0.0011637i
-0.56122-0.17111i,-0.24726+0.053722i,-0.096142+0.15471i,-0.082527+0.18297i,-0.06268+0.13013i,-0.047413+0.043482i,-0.038719+0.012304i,-0.015953+0.014591i,0.0019603+0.011321i,0.0071878+0.0054462i,0.0043541+0.00016382i,-0.0015814+0.0016651i,-0.0039713+0.0075836i,-0.0038926+0.0088431i,-0.0016286+0.0060213i,-0.0037441+0.0013605i,-0.019653+0.00079312i,-0.036947+0.0060109i,-0.038337+0.0086383i,-0.024446+0.0021571i,-0.0084488-0.0061708i,-0.0013595-0.0070368i,-0.0002636-0.0032127i
0.3059-0.39965i,0.13565-0.25265i,0.064847-0.23626i,0.035533-0.225i,0.018537-0.14311i,0.01728-0.068482i,0.0088183-0.037711i,-0.004796-0.020001i,-0.0070388-0.0034784i,-0.0017533+0.0066865i,0.003951+0.013428i,0.010617+0.016953i,0.014877+0.012116i,0.012106+0.0019556i,0.0021145-0.0059485i,-0.0073548-0.0086676i,-0.0056708-0.0083739i,0.0041912-0.0071228i,0.012713-0.0027609i,0.013166+0.005173i,0.0069963+0.012287i,0.0045995+0.015246i,0.0072402+0.012081i
0.12876+0.1376i,0.010278+0.1666i,0.0077478+0.2156i,-0.0066616+0.19909i,-0.016256+0.13235i,-0.0043503+0.055223i,0.0013781+0.013923i,0.0065764+0.0074517i,0.0098359+0.0049857i,0.0064456+0.0032019i,-0.0026082-0.001188i,-0.017307-0.0040002i,-0.026106+0.003329i,-0.019775+0.01043i,-0.0024613+0.0064683i,0.0096234-0.0057552i,0.0034164-0.017354i,-0.013159-0.022133i,-0.023718-0.02009i,-0.020968-0.016658i,-0.013234-0.015759i,-0.012676-0.012399i,-0.013408-0.002579i
0.24998+0.11535i,0.099881-0.12229i,0.0089466-0.16963i,0.032244-0.17262i,0.028149-0.13079i,0.017319-0.047452i,0.017668-0.0090139i,0.0044472-0.0021254i,-0.0046981+0.0030684i,-0.0069834+0.0034263i,-0.0015751+0.0060429i,0.0090096+0.0027228i,0.013594-0.0077364i,0.011659-0.013641i,0.0063195-0.0097667i,0.0078143-0.0021812i,0.022947-0.00010836i,0.040663-0.0034424i,0.044386-0.0049023i,0.031464+0.0013802i,0.016887+0.0082322i,0.0099927+0.0063566i,0.0058122-0.00017139i
-0.39818+0.41664i,-0.086124+0.31566i,-0.015023+0.23119i,-0.02608+0.21739i,-0.0075431+0.14809i,-0.013059+0.051203i,-0.023408+0.013144i,-0.010764+0.0081548i,0.0012159+0.0021511i,0.0018052-0.0048685i,-0.0053033-0.0097267i,-0.013326-0.0082798i,-0.015303-0.001271i,-0.010969+0.0084096i,-0.0019016+0.014867i,0.0056419+0.017277i,0.004543+0.02144i,-0.0034015+0.022396i,-0.011277+0.014733i,-0.012065+0.0018919i,-0.0072342-0.0082483i,-0.0060123-0.010689i,-0.008958-0.0065237i
-0.1772-0.53163i,-0.12242-0.31415i,-0.073114-0.24057i,-0.039429-0.20158i,-0.016675-0.13034i,0.0012948-0.057625i,0.0078926-0.020362i,0.00054377-0.0087344i,-0.0036276-0.0013747i,0.0018994+0.00052032i,0.01181+0.0018801i,0.02435+0.0026824i,0.030064-0.0029892i,0.021779-0.010834i,0.0040766-0.01116i,-0.0097432-0.002804i,-0.010329+0.0055311i,0.00032326+0.010539i,0.013165+0.013463i,0.015965+0.015081i,0.011292+0.016356i,0.012186+0.011888i,0.014124+0.00073672i
0.23996+0.046865i,0.1468+0.16831i,0.10738+0.16854i,0.03631+0.15359i,0.0073574+0.11987i,-0.0018306+0.048202i,-0.016042+0.010438i,-0.0076565+0.005992i,0.0049334+0.0032007i,0.0067977+0.0036524i,-0.0001632+0.003811i,-0.013517+0.0059438i,-0.01983+0.013554i,-0.014616+0.019501i,-0.0043142+0.015534i,-0.00068932+0.0050594i,-0.011413+0.00054166i,-0.026527+0.00085032i,-0.033589-0.0008318i,-0.028492-0.0068564i,-0.018336-0.011907i,-0.011271-0.0080349i,-0.005769+0.0011085i
0.16481-0.17251i,-0.064523-0.20595i,-0.069823-0.14291i,-0.022473-0.1485i,-0.021824-0.11108i,-0.0032077-0.036003i,0.014546-0.0060128i,0.010725+0.0013075i,0.006016+0.0066563i,0.004286+0.010025i,0.0095576+0.011835i,0.018311+0.0047296i,0.019888-0.0075673i,0.013738-0.017597i,0.0046544-0.020947i,-0.001412-0.019369i,-0.00073566-0.021232i,0.0060572-0.022772i,0.01539-0.015932i,0.018807-0.0049699i,0.013905+0.0034153i,0.008579+0.0071858i,0.0052351+0.0050803i
0.15957+0.6032i,0.2092+0.30643i,0.10768+0.20022i,0.05565+0.18692i,0.034539+0.12201i,-0.0015216+0.043971i,-0.025036+0.01061i,-0.0229+0.010731i,-0.01181+0.013483i,-0.0091894+0.010911i,-0.015414+0.0085091i,-0.022548+0.0089277i,-0.023224+0.013755i,-0.013127+0.021006i,0.0041393+0.023078i,0.019032+0.016749i,0.022915+0.0079083i,0.014462+0.0015445i,0.00059077-0.0038551i,-0.0080067-0.0094842i,-0.0091362-0.013869i,-0.011769-0.011318i,-0.01287-0.0014993i
-0.62064-0.17523i,-0.37212-0.11865i,-0.21145-0.10864i,-0.10826-0.11084i,-0.048123-0.087891i,-0.0071304-0.045748i,0.011857-0.026959i,0.0030444-0.018698i,-0.0048683-0.0088355i,-0.0038018-0.0067588i,0.002004-0.0076286i,0.01234-0.011009i,0.017757-0.017257i,0.011646-0.019968i,-0.00023251-0.014299i,-0.0066843-0.0034206i,-0.00056955+0.004008i,0.012569+0.0062978i,0.023585+0.0071305i,0.027157+0.0090537i,0.023044+0.010897i,0.01567+0.0061007i,0.0065314-0.0029397i
0.18557-0.18888i,0.22521-0.02035i,0.13617+0.011218i,0.047015+0.069247i,0.031475+0.075516i,0.012425+0.026096i,-0.0075489+0.0048263i,-0.010453+0.00074583i,-0.0093791-9.4748e-05i,-0.0049818+0.0016444i,-0.0050928+0.00077494i,-0.011181+0.0055228i,-0.01359+0.016174i,-0.008623+0.023333i,0.00055098+0.021455i,0.0056997+0.016714i,0.0032671+0.016097i,-0.0045354+0.017722i,-0.01439+0.014577i,-0.020185+0.0069555i,-0.017954+0.00018424i,-0.011456-0.0021096i,-0.0050988-0.00079638i
-0.063684-0.26409i,-0.20141-0.098486i,-0.10268-0.065325i,-0.049248-0.10358i,-0.035547-0.075511i,0.00016326-0.02599i,0.021809-0.010913i,0.024026-0.011509i,0.019939-0.012186i,0.015516-0.010116i,0.017002-0.0074735i,0.019927-0.010105i,0.017394-0.018268i,0.0074944-0.024767i,-0.0065883-0.02445i,-0.017502-0.018817i,-0.020859-0.011832i,-0.014836-0.0054144i,-0.0022044-0.0010027i,0.0074127+0.002636i,0.01047+0.0065347i,0.012043+0.0068608i,0.01122+0.0030623i
0.65079+0.20419i,0.41951+0.033328i,0.22241+0.044846i,0.11701+0.075446i,0.052772+0.064896i,0.0016253+0.036683i,-0.023728+0.029385i,-0.016301+0.03216i,-0.0027008+0.02817i,0.0011343+0.024643i,-0.00079561+0.022966i,-0.0051493+0.022414i,-0.0056659+0.023652i,0.001372+0.022204i,0.01223+0.01542i,0.018687+0.0046075i,0.014585-0.0050313i,0.0019466-0.0087531i,-0.010298-0.0081596i,-0.016985-0.0089817i,-0.018364-0.010005i,-0.016119-0.0045956i,-0.010077+0.0032877i
-0.48916+0.43207i,-0.33907+0.24739i,-0.19099+0.13048i,-0.089067+0.028841i,-0.048659-0.01582i,-0.017493-0.012311i,-0.00065723-0.013162i,-0.0010684-0.0084702i,0.001776-0.0024912i,0.0009563-0.0023004i,-0.00050204-0.0013225i,0.0039997-0.0051541i,0.0065835-0.012814i,0.0024421-0.016146i,-0.0048955-0.012363i,-0.008665-0.0054176i,-0.0050304-0.0024186i,0.006014-0.0035821i,0.01786-0.0054758i,0.023634-0.0041044i,0.022702-0.0021322i,0.015584-0.0028194i,0.0061457-0.0029721i
-0.034756-0.19594i,0.11917-0.17638i,0.046856-0.092309i,0.012164+0.016211i,0.015775+0.032779i,-0.0040355+0.0055672i,-0.022201-0.0021044i,-0.028984+0.0072713i,-0.025308+0.017705i,-0.017345+0.017916i,-0.012917+0.013899i,-0.010513+0.015491i,-0.0059178+0.021932i,0.0016238+0.025484i,0.0095101+0.021432i,0.016602+0.013998i,0.019652+0.0088792i,0.014519+0.0071743i,0.0039097+0.0069252i,-0.0048443+0.0048087i,-0.0082639+0.0010542i,-0.0091521-0.0013346i,-0.0078144-0.0018081i
-0.34996-0.12529i,-0.26094+0.076417i,-0.13411+0.029099i,-0.081497-0.034387i,-0.03996-0.040295i,0.0022602-0.030744i,0.019139-0.030367i,0.015542-0.035106i,0.0054429-0.034592i,0.00010154-0.029422i,-0.00059425-0.023047i,-0.0011955-0.019466i,-0.0047246-0.019971i,-0.010627-0.019127i,-0.015977-0.012488i,-0.019145-0.0022193i,-0.016457+0.0064593i,-0.0060314+0.010033i,0.0066945+0.0082204i,0.013888+0.0065413i,0.014789+0.0062376i,0.014412+0.0040605i,0.011118+0.0014568i
