-0.0042618+0.0016527i,-0.0028739+0.0014281i,-0.0028945+0.0019259i,-0.0020709+0.0018288i,-0.0010035+0.0019159i,-0.00087694+0.00070019i,-0.0009198+0.0006271i,-0.00086239+0.00068767i,-0.00082483-5.8455e-05i,0.00027996-0.00045149i,0.00087094-0.00048399i,0.00034753-0.0011962i,0.0003604-0.0017438i,0.00017188-0.0022958i,0.00037249-0.0024976i,0.00072136-0.0016528i,0.00022239-9.9544e-05i,-0.00080892+0.00076821i,-0.0010736+0.00014296i,-0.00070375-0.00010685i,-0.00018727+0.00081405i,-2.3696e-05+0.00057396i,-0.00013768-0.0002481i
-0.018894+0.36367i,-0.047424+0.56604i,-0.083867+0.47946i,-0.096562+0.18224i,-0.059559+0.0012811i,0.013439-0.022753i,0.070054-0.0059174i,0.054028+0.0089262i,-0.0080182+0.018865i,-0.04171+0.024188i,-0.026203+0.011961i,-0.0039975-0.010055i,-0.0056788-0.016369i,-0.013018-0.011585i,-0.011848-0.00479i,-0.0014381+0.0074932i,0.016479+0.015576i,0.027509+0.0060594i,0.019748-0.01095i,0.0084296-0.014712i,0.010176-0.0050693i,0.017474+0.0018411i,0.019871-0.0041432i
-0.1474-0.24733i,-0.17146-0.43246i,-0.042135-0.45917i,0.087789-0.31211i,0.04702-0.15719i,-0.062124-0.0489i,-0.084568+0.0024213i,-0.025239-0.0063968i,0.035334-0.026553i,0.057815-0.032077i,0.048782-0.015834i,0.031991+0.0097314i,0.021483+0.019612i,0.016203+0.017278i,0.0091665+0.01222i,-0.0047786+0.0077802i,-0.016852+0.010348i,-0.016378+0.017384i,-0.0054219+0.018342i,-0.0012261+0.011289i,-0.011008+0.0061879i,-0.020733+0.0060748i,-0.020699+0.0063676i
0.17512+0.15044i,0.27959+0.32262i,0.26287+0.43997i,0.15682+0.37429i,0.08141+0.21378i,0.06305+0.082015i,0.038913-0.0043514i,-0.017276-0.046045i,-0.061359-0.044982i,-0.065914-0.016729i,-0.043532+0.0034514i,-0.022566-0.0025871i,-0.017673-0.015601i,-0.016466-0.016337i,-0.0064311-0.0078294i,0.0089791-0.0021289i,0.019586-0.006256i,0.018375-0.017251i,0.00589-0.020908i,-0.0012874-0.013061i,0.0067527-0.0066778i,0.015658-0.0051152i,0.013969-0.0034243i
-0.22454-0.099578i,-0.40059-0.21263i,-0.44567-0.28086i,-0.32513-0.23748i,-0.18102-0.16734i,-0.12987-0.12842i,-0.11648-0.064975i,-0.055088+0.004677i,0.0088433+0.01827i,0.021809-0.0066731i,0.0044501-0.017336i,-0.0085076-0.0044574i,-0.0062185+0.011055i,0.00021945+0.014509i,0.00014519+0.010048i,-0.0050881+0.0058836i,-0.0092867+0.007736i,-0.0057023+0.018087i,0.0056862+0.026004i,0.012403+0.021101i,0.0060549+0.014428i,-0.0051808+0.013701i,-0.010312+0.01272i
0.22741-0.041419i,0.40093-0.015564i,0.43358+0.073522i,0.31261+0.14371i,0.19353+0.14562i,0.12203+0.11781i,0.055662+0.071551i,-0.0082775+0.021867i,-0.035551+0.0034267i,-0.027235+0.0013204i,-0.011871-0.0055225i,-0.0019453-0.01166i,0.0042392-0.01724i,0.0085594-0.022537i,0.010272-0.02344i,0.0055825-0.021097i,-0.0040805-0.01918i,-0.011909-0.021887i,-0.014657-0.025284i,-0.013051-0.022515i,-0.0052959-0.016978i,0.005339-0.013024i,0.010172-0.0092685i
-0.15292+0.11735i,-0.33079+0.16007i,-0.44685+0.11162i,-0.38052+0.016418i,-0.21646-0.059613i,-0.076708-0.10994i,0.0094059-0.09933i,0.049464-0.03673i,0.046528+0.0098115i,0.027559+0.025957i,0.011474+0.02648i,0.00033292+0.029893i,0.0015122+0.037707i,0.0035732+0.035314i,-0.003759+0.028875i,-0.0068462+0.026446i,0.0026571+0.026906i,0.016737+0.026488i,0.0203+0.018905i,0.011036+0.0078833i,-0.0019377+0.0052881i,-0.011555+0.0092921i,-0.015135+0.0097676i
0.10125-0.11339i,0.25388-0.21811i,0.40004-0.26798i,0.39313-0.20566i,0.25575-0.045637i,0.13663+0.10674i,0.078785+0.13179i,0.04406+0.059342i,0.017671-0.0014201i,0.0085721-0.016077i,0.011602-0.010955i,0.011486-0.015528i,0.0029694-0.026856i,-0.0030994-0.028731i,-0.0028871-0.02481i,-0.005603-0.019377i,-0.015475-0.014595i,-0.028551-0.012107i,-0.03422-0.0050828i,-0.025643+0.0036376i,-0.0089326+0.00055469i,0.0038139-0.01167i,0.008415-0.015736i
-0.03317+0.16616i,-0.094232+0.32291i,-0.14984+0.39867i,-0.13619+0.30399i,-0.078012+0.099539i,-0.016394-0.071052i,0.036683-0.1275i,0.039193-0.094982i,0.0064691-0.026512i,-0.005041+0.021799i,4.5005e-05+0.020909i,-0.0092112+0.010118i,-0.019773+0.019413i,-0.019989+0.02845i,-0.013036+0.0286i,0.0036091+0.02041i,0.021681+0.0053781i,0.032906-0.003029i,0.035953-0.0035802i,0.030922-0.0060026i,0.019901-0.0060513i,0.0073414+0.0013231i,-0.0017814+0.0065122i
-0.047936-0.12711i,-0.03938-0.26606i,-0.0068242-0.35288i,-0.0022569-0.27919i,-0.028353-0.081727i,-0.046459+0.10108i,-0.044487+0.15206i,-0.019956+0.0807i,0.007082-0.016203i,0.011254-0.061176i,0.010201-0.050984i,0.016753-0.036029i,0.017968-0.037546i,0.018311-0.04046i,0.016688-0.037102i,0.00057525-0.025261i,-0.021663-0.0074737i,-0.034867+0.0045967i,-0.032107+0.0062902i,-0.021127+0.0065484i,-0.013385+0.0072085i,-0.0065453+0.0042995i,0.0025031+0.00080078i
0.058426+0.075143i,0.097133+0.21238i,0.10282+0.35004i,0.092031+0.33712i,0.073391+0.15651i,0.038484-0.028965i,-0.0077197-0.086386i,-0.051675-0.04109i,-0.067278+0.01992i,-0.050008+0.044243i,-0.031817+0.028488i,-0.031186+0.014432i,-0.027487+0.025225i,-0.013849+0.036434i,-0.0021479+0.031701i,0.0061416+0.016783i,0.013468-1.7113e-05i,0.017786-0.0082444i,0.014682-0.009007i,0.0063556-0.0072536i,0.002012-0.002309i,0.0020263+0.0025961i,-0.0025124+0.0014343i
-0.09528-0.05602i,-0.20805-0.13953i,-0.30717-0.20897i,-0.31523-0.16756i,-0.22835-0.026142i,-0.13227+0.097216i,-0.060879+0.13757i,0.017586+0.094808i,0.060107+0.0091959i,0.04172-0.040686i,0.01877-0.034438i,0.021427-0.021175i,0.025637-0.027505i,0.020337-0.036978i,0.0076808-0.034069i,-0.0047911-0.015979i,-0.0080946+0.0034992i,-0.009286+0.0098232i,-0.014242+0.0098402i,-0.011045+0.012245i,-0.0019915+0.01255i,0.0027944+0.0070659i,0.004984+0.0016195i
0.093757+0.0039826i,0.21185+0.030018i,0.33148+0.047921i,0.36693+0.015831i,0.29735-0.054498i,0.18735-0.10305i,0.088651-0.097302i,0.007652-0.042862i,-0.033578+0.02794i,-0.022686+0.060678i,0.00087471+0.044527i,0.0018185+0.020034i,-0.0073651+0.016715i,-0.0088916+0.024484i,-0.0039957+0.025032i,0.0041153+0.01504i,0.010635+0.00090094i,0.014153-0.0095569i,0.017248-0.013442i,0.014442-0.014139i,0.0063226-0.011777i,-0.00010758-0.0039781i,-0.0051893+0.0036625i
-0.063305+0.036028i,-0.15943+0.049312i,-0.25411+0.053885i,-0.27177+0.060307i,-0.22417+0.068041i,-0.14946+0.076395i,-0.047461+0.056256i,0.044351-0.0024768i,0.077294-0.050816i,0.057939-0.050701i,0.033293-0.01841i,0.030763+0.0043762i,0.033263-0.0011961i,0.020448-0.011781i,0.0036121-0.0087158i,-0.0056028+0.00041488i,-0.0077131+0.0055506i,-0.005499+0.0053464i,-0.0043123+0.0013523i,-0.006246-0.0020599i,-0.0091668-0.00033881i,-0.0076136+0.0037649i,0.00028509+0.0052967i
0.048906-0.042525i,0.13525-0.10173i,0.23125-0.17104i,0.25779-0.19718i,0.2164-0.148i,0.16647-0.08245i,0.085767-0.052581i,-0.022794-0.018725i,-0.07455+0.026126i,-0.055511+0.042172i,-0.026935+0.025927i,-0.023932+0.0086364i,-0.031053+0.014625i,-0.0244+0.027679i,-0.0078059+0.022153i,-0.00034433+0.0045427i,-0.0052967-0.0018184i,-0.0083638+0.0039406i,-0.004543+0.004867i,-0.001346-0.0010986i,-0.0007617-0.0059562i,0.00030008-0.0088768i,-0.00023717-0.0095363i
-0.027652+0.058603i,-0.074457+0.16052i,-0.13101+0.28658i,-0.15982+0.33139i,-0.16469+0.24261i,-0.16097+0.11987i,-0.10024+0.054856i,-0.0029491+0.018251i,0.044601-0.012673i,0.034371-0.022504i,0.01141-0.0069939i,0.012533+0.012829i,0.02854+0.0086628i,0.027911-0.0063808i,0.015922-0.0094739i,0.0084248-0.0057803i,0.0073033-0.0066686i,0.0067005-0.0095384i,0.00241-0.0067771i,-0.0010871-0.00087072i,-0.0012172+0.0019349i,-0.00086802+0.0021114i,-0.00021554+0.0023175i
-0.0097465-0.048654i,-0.021158-0.12268i,-0.042213-0.20099i,-0.04353-0.19822i,0.024575-0.10827i,0.094738-0.024798i,0.066809+0.011265i,-0.012566+0.0217i,-0.059657+0.020224i,-0.060766+0.011176i,-0.039854-0.0062433i,-0.035281-0.020009i,-0.042849-0.0066667i,-0.031883+0.0099734i,-0.014307+0.0079245i,-0.0073614+0.0041329i,-0.0068622+0.0094579i,-0.0069815+0.017841i,-0.0017614+0.019869i,0.0047512+0.013152i,0.0049509+0.0035137i,-0.00021743-0.004192i,-0.0050925-0.0052985i
0.028133+0.037033i,0.06011+0.10633i,0.10631+0.18221i,0.10707+0.17772i,0.003736+0.087699i,-0.10612+0.018556i,-0.086228+0.0050005i,0.0050562+0.00037452i,0.055754-0.0066338i,0.051975-0.0083942i,0.02359-0.00058647i,0.010904+0.010427i,0.01573-0.0014252i,0.0057408-0.01953i,-0.011594-0.016818i,-0.013095-0.0071474i,-0.0042732-0.011481i,-0.00014264-0.022171i,-0.00086254-0.021547i,-0.00067052-0.01176i,0.00059481-0.0025196i,0.0023136+0.0039171i,0.0034375+0.0050977i
-0.028601-0.024429i,-0.093611-0.078778i,-0.17569-0.13747i,-0.18099-0.12275i,-0.052616-0.03178i,0.083811+0.034736i,0.086473+0.035347i,0.007636+0.0064499i,-0.054579-0.018438i,-0.067813-0.021306i,-0.044916-0.023176i,-0.036581-0.030054i,-0.042857-0.01464i,-0.030836+0.0043527i,-0.013514+0.0058776i,-0.0061411+0.0060907i,-0.0030325+0.012742i,-0.0020967+0.01719i,-0.0017327+0.012576i,0.00021344+0.0046253i,0.0033911+0.0023573i,0.005204+0.0017176i,0.0028582-0.001257i
0.040122+0.0015212i,0.1196-0.00052193i,0.22442-0.036116i,0.22834-0.11228i,0.070909-0.15099i,-0.076839-0.10802i,-0.066525-0.047894i,0.013343-0.0070079i,0.067792+0.020545i,0.079609+0.020769i,0.052901+0.013217i,0.03444+0.014281i,0.031249+0.0017974i,0.016283-0.0085698i,0.002767-0.0033985i,-0.0003483-0.0010237i,-0.00034481-0.0084159i,-0.0010498-0.018953i,-0.0047632-0.02145i,-0.0059534-0.011748i,-0.0022445-0.00080196i,0.0019408+0.0049859i,0.0028081+0.0068627i
-0.030969+0.017644i,-0.099006+0.051078i,-0.18062+0.12711i,-0.16386+0.21905i,-0.014327+0.23143i,0.10012+0.15415i,0.0723+0.072166i,-0.00099559+0.0081011i,-0.051772-0.038379i,-0.06425-0.040495i,-0.034111-0.028019i,-0.010734-0.026944i,-0.0033248-0.010201i,0.014648+0.0055004i,0.024177-0.00041983i,0.013771-0.0060861i,0.0031713+0.0026765i,0.0030717+0.01602i,0.0077458+0.021948i,0.0084735+0.016209i,0.0034554+0.0056001i,-0.0024864-0.00071773i,-0.0044463-0.00038698i
0.019059-0.01329i,0.071668-0.054157i,0.12624-0.1457i,0.084521-0.24385i,-0.06293-0.24875i,-0.15067-0.15915i,-0.10129-0.064931i,-0.01357+0.0057282i,0.053408+0.047855i,0.078798+0.042279i,0.057423+0.023793i,0.035376+0.018084i,0.02342+0.0062546i,0.0068167-0.0022888i,8.053e-05-0.0018108i,0.0021922-0.0066621i,0.00065394-0.012622i,-0.0020077-0.015184i,-0.0020782-0.016738i,-0.0023156-0.014412i,-0.0043002-0.0097602i,-0.0037058-0.0045648i,-0.0012986-0.0012717i
-0.0078479+0.03359i,-0.032149+0.11785i,-0.039469+0.27655i,0.040064+0.40089i,0.16189+0.35003i,0.17098+0.18736i,0.070695+0.069397i,-0.012948+0.00013184i,-0.065-0.045695i,-0.079289-0.039066i,-0.042913-0.019849i,-0.012327-0.020785i,-0.0028731-0.013848i,0.0060128-0.0065725i,0.0079129-0.0081782i,0.003275-0.0049911i,0.0013672+0.0017293i,0.003881+0.008299i,0.006322+0.010685i,0.0049882+0.0071944i,0.00222+0.0031423i,0.00058333-0.00066949i,0.0013513-0.0021556i
-0.0024551-0.02628i,-0.01522-0.10646i,-0.070089-0.25736i,-0.19275-0.37687i,-0.28988-0.33104i,-0.2418-0.18244i,-0.10916-0.074072i,-0.014892+0.0010966i,0.045086+0.056292i,0.068782+0.051814i,0.039613+0.029771i,0.007788+0.02913i,-0.008291+0.025857i,-0.022447+0.022438i,-0.021558+0.023127i,-0.0079598+0.0157i,-0.00096492+0.0045295i,-0.0054513-0.0033093i,-0.012921-0.0056417i,-0.012946-0.0019672i,-0.0062033+0.0012303i,-0.0014578-0.00072893i,-0.0024612-0.0040316i
0.010798+0.021149i,0.043113+0.082886i,0.14281+0.19376i,0.29895+0.26829i,0.37765+0.21787i,0.28498+0.10715i,0.13168+0.027102i,0.027098-0.036622i,-0.044216-0.075251i,-0.073231-0.053759i,-0.048789-0.019247i,-0.019811-0.011475i,-0.0048375-0.011183i,0.0043089-0.01089i,0.0016414-0.0071603i,-0.0045696+0.0023765i,-0.0033983+0.0050619i,0.0020251+0.0030917i,0.0060682+0.0052858i,0.0083892+0.0068184i,0.0084457+0.0049684i,0.0030815+0.0034604i,-0.002229+0.0040652i
-0.023203-0.014656i,-0.085591-0.073428i,-0.2324-0.17882i,-0.41084-0.23442i,-0.44543-0.16479i,-0.274-0.064831i,-0.082291-0.020234i,0.0039144+0.022704i,0.048301+0.065043i,0.062195+0.051829i,0.027936+0.025516i,-0.0030692+0.026486i,-0.011018+0.029994i,-0.011655+0.024192i,-0.0058728+0.013415i,5.3375e-06+0.0016812i,-0.0008128-0.002265i,-0.0057739-0.00030245i,-0.0082927-0.00089471i,-0.005579-0.0022457i,-0.001761-0.00020727i,0.00072898+0.0036324i,0.00065325+0.0041261i
0.024269+0.0096885i,0.10634+0.043025i,0.28752+0.099108i,0.49689+0.11563i,0.53491+0.065087i,0.35472+0.016361i,0.15853-0.0035188i,0.057117-0.048264i,-0.014543-0.085899i,-0.048221-0.061244i,-0.024202-0.028887i,0.0020771-0.026705i,0.01046-0.031128i,0.013871-0.031012i,0.010009-0.022633i,0.0027202-0.0098254i,0.00092438-0.0051225i,0.0055815-0.008731i,0.010262-0.013316i,0.0097927-0.013831i,0.0060789-0.0074358i,0.0042585+0.00098547i,0.0064945+0.0051927i
-0.023175+0.0084146i,-0.098971+0.019688i,-0.26847+0.04803i,-0.45404+0.10587i,-0.46993+0.14908i,-0.28672+0.12735i,-0.10109+0.085782i,-0.014845+0.086329i,0.032746+0.092453i,0.050836+0.056479i,0.026643+0.017679i,-6.7518e-05+0.010425i,-0.0069441+0.017759i,-0.0043355+0.019186i,-0.00033844+0.0096636i,-0.00013436+1.9487e-05i,-0.0024678+0.0026395i,-0.0031882+0.011441i,-0.0046332+0.012481i,-0.0066444+0.0081795i,-0.0046699+0.0035622i,-0.00094538-0.0022443i,-0.0010054-0.0066288i
0.020483-0.004762i,0.097771-0.022795i,0.27338-0.073983i,0.4544-0.16279i,0.44663-0.20687i,0.25001-0.13781i,0.084738-0.055029i,0.020897-0.061873i,-0.025768-0.089515i,-0.044759-0.063358i,-0.017333-0.032431i,0.0068878-0.029494i,0.0084878-0.030739i,0.0021302-0.024285i,-0.0034367-0.011357i,-0.0022003-0.0022356i,0.0023423-0.0063377i,0.0041202-0.014133i,0.0038132-0.013941i,0.0013154-0.0091723i,-0.0025599-0.0064572i,-0.0056653-0.005922i,-0.0054673-0.0043312i
-0.014989+0.019683i,-0.081991+0.066066i,-0.23764+0.16759i,-0.40557+0.2972i,-0.41866+0.34073i,-0.26221+0.24966i,-0.11069+0.14971i,-0.036311+0.12993i,0.014974+0.12192i,0.033886+0.072991i,0.01091+0.02985i,-0.010215+0.021431i,-0.010983+0.02469i,-0.0058967+0.020904i,-0.002389+0.010841i,-0.0010479+0.0050514i,-0.00092698+0.010038i,-0.00071048+0.0197i,0.00050805+0.024061i,0.001577+0.019699i,0.00049839+0.010404i,-0.002248+0.0028028i,-0.0061336-0.0011515i
0.0029932-0.017877i,0.036315-0.085019i,0.12325-0.23226i,0.21897-0.40157i,0.2212-0.42942i,0.11465-0.28084i,0.026701-0.13852i,0.00057957-0.11i,-0.022804-0.10832i,-0.03135-0.06615i,-0.0083894-0.027177i,0.01258-0.0196i,0.014115-0.019695i,0.007539-0.01417i,0.0021821-0.0063472i,-0.00016064-0.0036064i,-0.0033836-0.011329i,-0.0082765-0.021259i,-0.0083663-0.022607i,-0.0050704-0.015625i,-0.0043275-0.0050391i,-0.0038829+0.0032969i,-0.00135+0.006778i
-0.0056497+0.016392i,-0.029752+0.082274i,-0.093161+0.23778i,-0.15706+0.42327i,-0.15444+0.45787i,-0.084509+0.30436i,-0.027834+0.15838i,0.00022693+0.12425i,0.032122+0.11282i,0.040099+0.070034i,0.016362+0.034716i,-0.0052718+0.025591i,-0.007508+0.025368i,0.00028915+0.018807i,0.0032676+0.0068606i,0.00074483+0.0034578i,0.00084276+0.011792i,0.0045483+0.02012i,0.0060842+0.019772i,0.0050058+0.012824i,0.0052989+0.0066571i,0.0068997+0.0029667i,0.0055746+9.4269e-05i
-0.0085572-0.017151i,-0.0064805-0.079271i,0.018209-0.23056i,0.054196-0.41681i,0.060292-0.46404i,0.024325-0.32798i,-0.010572-0.18839i,-0.025992-0.14462i,-0.04067-0.12071i,-0.034575-0.069823i,-0.0052776-0.029768i,0.011741-0.020052i,0.0082376-0.018412i,0.0030269-0.012178i,0.00050819-0.0055642i,-0.0025996-0.0047526i,-0.0062077-0.010756i,-0.0096377-0.017189i,-0.012243-0.018793i,-0.012006-0.014163i,-0.0062819-0.0065684i,0.00019428-0.0020006i,0.0032191-0.00055546i
0.014515+0.016987i,0.04494+0.079239i,0.094264+0.22629i,0.13609+0.39749i,0.13069+0.42773i,0.090779+0.28401i,0.051521+0.15146i,0.03426+0.12117i,0.036838+0.10933i,0.029146+0.069428i,0.0073362+0.035095i,-0.0088838+0.023149i,-0.012252+0.020059i,-0.0087979+0.014758i,-0.0024738+0.0059161i,0.0035931+0.0023326i,0.0091753+0.0084385i,0.013689+0.014689i,0.015059+0.013872i,0.01419+0.006841i,0.011108-0.0023494i,0.006826-0.0063834i,0.0021407-0.0058814i
-0.010248-0.0029459i,-0.04355-0.04673i,-0.10569-0.16709i,-0.16883-0.32701i,-0.16955-0.38134i,-0.11489-0.27459i,-0.067385-0.1577i,-0.056435-0.12188i,-0.062617-0.099388i,-0.04909-0.056626i,-0.020745-0.024668i,-0.00073901-0.017503i,0.0019116-0.018457i,-0.0023777-0.011305i,-0.0024287-0.00072791i,-0.0014585-0.00045291i,-0.0046224-0.0076854i,-0.0093422-0.012965i,-0.0098907-0.013619i,-0.0077959-0.0093145i,-0.0075404-0.0042129i,-0.0062537-0.0012822i,-0.0036115-0.00010528i
0.011642+0.0029028i,0.047153+0.034376i,0.12118+0.12828i,0.20147+0.25963i,0.20945+0.31275i,0.1503+0.23881i,0.09933+0.14371i,0.07614+0.10525i,0.059404+0.084291i,0.031745+0.050523i,0.0033312+0.024614i,-0.0086494+0.015326i,-0.0066865+0.010623i,-0.0037996+0.0055867i,-0.0031137+0.0018705i,-0.00089715+0.0012274i,0.0028248+0.0036749i,0.0071224+0.0066441i,0.0085139+0.0066667i,0.0048348+0.0034229i,0.00052382+0.0009191i,-0.0017506+0.00056844i,-0.0025368+0.0012312i
-0.017897+0.0028294i,-0.07272-0.0096768i,-0.18594-0.060952i,-0.30219-0.1432i,-0.30578-0.18207i,-0.19448-0.13624i,-0.097585-0.087257i,-0.067924-0.084811i,-0.058685-0.082764i,-0.037858-0.057297i,-0.016112-0.030824i,-0.0037192-0.019097i,0.00060258-0.016667i,-0.00066379-0.013868i,-0.0032109-0.0071426i,-0.0045031-0.0030847i,-0.0075564-0.004286i,-0.012099-0.0050695i,-0.01441-0.0023219i,-0.012273+0.0025702i,-0.0084461+0.0068576i,-0.0058561+0.0077723i,-0.00312+0.0047887i
0.0057524-0.003295i,0.046531-0.0010637i,0.14462+0.027965i,0.26389+0.094179i,0.28985+0.15343i,0.20196+0.14172i,0.1199+0.095388i,0.094026+0.068576i,0.076267+0.047306i,0.046639+0.022434i,0.019233+0.0050645i,0.0042166+0.0012835i,0.0025238+0.0027935i,0.0049769+0.00035024i,0.0042657-0.0029071i,0.0018373-0.00094844i,0.0021275+0.0034743i,0.0058558+0.0057674i,0.0090946+0.0063251i,0.0087777+0.006326i,0.0072344+0.0058522i,0.0053612+0.0044938i,0.0027194+0.0035928i
-0.0064737+0.0081739i,-0.036133+0.019931i,-0.11479+0.023892i,-0.21403-0.0031886i,-0.23854-0.050209i,-0.17303-0.059145i,-0.10697-0.036384i,-0.079154-0.033193i,-0.058024-0.036662i,-0.027585-0.028099i,-0.0024855-0.017766i,0.0061237-0.010141i,0.0063595-0.0036698i,0.0053462-2.9656e-05i,0.0044764+0.00073697i,0.0039718-0.00044192i,0.0031183-0.0023903i,0.0026107-0.0038416i,0.0040001-0.0041189i,0.0060532-0.0030081i,0.0063464-0.0015611i,0.0048815-0.00052265i,0.0022616-0.0012002i
0.0071847-0.0094137i,0.040039-0.028943i,0.12621-0.057424i,0.23057-0.067415i,0.24546-0.035043i,0.15633+0.0072336i,0.085162+0.025435i,0.071648+0.032511i,0.060815+0.034175i,0.038351+0.027008i,0.019934+0.014489i,0.0073558+0.0058801i,0.00096029+0.0053161i,0.0013586+0.0046432i,0.002526+0.0022161i,0.00053817+0.0023962i,0.00033754+0.0033997i,0.0032937+0.0012098i,0.0041346-0.0042828i,0.0030638-0.0092294i,0.0031762-0.0099413i,0.0039027-0.0072121i,0.0032775-0.0025434i
0.0047365+0.0041178i,-0.017332+0.026699i,-0.081338+0.061725i,-0.17557+0.079042i,-0.21846+0.045608i,-0.16838+0.003526i,-0.10554-0.0040456i,-0.078413+0.00050548i,-0.057204-0.00046111i,-0.029934-0.00046002i,-0.0085911+0.0025253i,0.00070886+0.0030667i,0.0020606+0.0034821i,0.00059413+0.0065487i,-1.6895e-05+0.0065599i,0.00030093+0.0012847i,-0.0016156-0.0028067i,-0.0055584-0.0032459i,-0.0082613-0.0037217i,-0.0080712-0.0059987i,-0.0069364-0.0067017i,-0.0073184-0.0050599i,-0.0083369-0.0026915i
-0.0047352-0.0052073i,0.00017616-0.025463i,0.026917-0.06788i,0.07843-0.10227i,0.11103-0.080425i,0.087973-0.036999i,0.056746-0.02113i,0.049363-0.016554i,0.036596-0.0051523i,0.016373+0.0066071i,0.004997+0.0080379i,-0.00046798+0.0023752i,-0.0053665-0.00062839i,-0.0064797-0.00080028i,-0.0058215+0.0009082i,-0.0051775+0.0036305i,-0.0044834+0.0056252i,-0.005843+0.0079294i,-0.0079846+0.010982i,-0.0089662+0.012672i,-0.0077949+0.0099615i,-0.0049405+0.0057342i,-0.0016495+0.0034201i
0.0019698+0.0066558i,-0.0043506+0.034506i,-0.033162+0.090358i,-0.079323+0.14434i,-0.098974+0.12966i,-0.070047+0.062597i,-0.041938+0.021619i,-0.039783+0.01116i,-0.03679+0.0018333i,-0.024693-0.0042257i,-0.012232-0.00166i,-0.0032502+0.0012447i,0.0017719+3.8485e-05i,0.001871-3.3597e-05i,0.00066932+0.00093247i,0.00026252-0.00149i,-0.001047-0.0039247i,-0.0010373-0.00249i,0.002474+0.0017997i,0.0050754+0.0064363i,0.0032576+0.0085645i,0.00026328+0.0067861i,-0.00064553+0.0032347i
-0.002752-0.0017532i,-0.0071261-0.017824i,0.0038996-0.057703i,0.041108-0.10101i,0.076414-0.096798i,0.073126-0.053418i,0.054847-0.03234i,0.043155-0.033101i,0.026575-0.026546i,0.011166-0.012586i,0.0031584-0.0053348i,-0.0013043-0.0029234i,-0.0038342+0.00016828i,-0.0052433-0.00026602i,-0.0058613-0.001972i,-0.0041918-5.8472e-05i,-0.0019594+0.0018225i,0.00089316+0.0011795i,0.0055273+0.00076487i,0.0094878+0.0032504i,0.011149+0.0053645i,0.0099145+0.0032265i,0.0068973-0.00048739i
0.0094322+0.0020896i,0.020529+0.014131i,0.039468+0.046219i,0.043709+0.085175i,0.022356+0.087432i,0.010351+0.055584i,0.0096218+0.037595i,0.0012653+0.031855i,-0.0041829+0.016807i,-0.0032762+0.0021758i,-0.0013699-0.00039829i,0.00087928+0.0027842i,0.0032089+0.0030309i,0.0038544+0.00011675i,0.0026183-0.0033521i,0.0018102-0.0052041i,0.0020955-0.0057481i,0.0022307-0.0084905i,0.0022971-0.013966i,0.0032558-0.016692i,0.0042219-0.013145i,0.0030913-0.0069362i,0.00068009-0.0017967i
-0.00027151+0.0012356i,-0.0096852-0.012146i,-0.021875-0.048995i,-0.027226-0.093998i,-0.014995-0.093034i,-0.00056652-0.043735i,0.0093214-0.013334i,0.016919-0.014979i,0.015429-0.014655i,0.0093928-0.0066222i,0.0042773-0.0027089i,-4.6759e-05-0.00062558i,-0.0028289+0.0030021i,-0.0034826+0.004933i,-0.0026267+0.0050431i,-0.001168+0.0052012i,0.00024062+0.0043767i,-0.0017071+0.002078i,-0.0069437+0.0012758i,-0.010266+0.00036512i,-0.007957-0.0030501i,-0.0031059-0.0042129i,-0.00027438-0.0023348i
0.0053711-0.00079945i,0.012797+0.004283i,0.025762+0.02637i,0.028961+0.059829i,0.012394+0.071371i,-0.0020534+0.058901i,-0.00077042+0.050422i,0.0044536+0.042289i,0.0066827+0.025117i,0.0028354+0.0089857i,-0.0014313+0.0024688i,-0.0028336+0.0023254i,-0.0036613+0.0026181i,-0.0018422+0.0020696i,0.00086395+0.00034438i,0.0017607-0.00087957i,0.0022088-0.00031385i,0.001369+0.00095358i,-0.0026443+0.0013982i,-0.0081922+0.00078117i,-0.010313-0.00021763i,-0.0073319+0.00066698i,-0.0034079+0.0033074i
-0.002176+0.007607i,-0.015717+0.0082058i,-0.045584+0.0055202i,-0.074701-0.005493i,-0.074188-0.011884i,-0.052804-0.0011306i,-0.032723+0.0024883i,-0.018277-0.0060431i,-0.0088111-0.0078521i,-0.0029781-0.0035934i,-0.00207-0.003761i,-0.0038314-0.00604i,-0.0052109-0.0037807i,-0.0047181+0.00054499i,-0.0029262+0.0021539i,-0.0022144+0.0019422i,-0.0015921+0.0027627i,0.0003336+0.0053484i,0.0028741+0.009608i,0.0032367+0.01246i,6.8302e-05+0.010986i,-0.002929+0.0057203i,-0.0031951+0.00049075i
0.0038094+0.0050369i,0.011326+0.0071397i,0.03182+0.018357i,0.05338+0.037472i,0.047796+0.044834i,0.019902+0.031952i,7.0565e-05+0.022787i,-0.001231+0.022649i,0.0032103+0.016556i,0.002719+0.0066309i,-2.28e-06+0.00016427i,-0.0018708-0.0017576i,-0.0035461-0.002639i,-0.0039168-0.00395i,-0.0037004-0.0041851i,-0.0030723-0.004078i,-0.0021374-0.0042845i,0.00072196-0.0051841i,0.0063014-0.0065194i,0.0094971-0.0054203i,0.0079803-0.00060072i,0.0046775+0.0027375i,0.0027169+0.0024938i
