4.5915e-05-0.00054708i,0.00039732-0.001075i,0.00026215-0.0010874i,-0.0010899-0.00099715i,-0.0018864+0.00053604i,-0.002222+0.0010662i,-0.00078108+0.00048998i,0.0012397+0.0010487i,0.0015943+0.0014634i,0.001183+0.00076306i,-0.00014061+0.00058686i,-4.7951e-05+0.00033315i,0.0004653+9.4265e-05i,-0.00027609+0.00032391i,-0.00023558+0.00036758i,0.0003883+0.00080676i,-0.0005881+0.00084149i,-0.001374+0.00028712i,-0.0004677+0.00040678i,0.00024381+0.00079399i,0.00027129+0.00052739i,-0.00033592+0.00012535i,-0.0010792+0.00029942i
-0.11716+0.26466i,0.14157+0.069299i,0.31688-0.24811i,0.22031-0.3698i,0.055529-0.26439i,-0.050359-0.10832i,-0.16182+0.036351i,-0.19271+0.14156i,-0.098337+0.14045i,0.0021626+0.057302i,0.033701-0.0033713i,0.029438-0.014213i,0.025986-0.014298i,0.019848-0.009653i,0.016499+0.0050934i,0.026534+0.011937i,0.027719-0.00041759i,0.004375-0.016031i,-0.024249-0.015873i,-0.029604-0.0097202i,-0.017731-0.015658i,-0.010461-0.017374i,0.00035931-0.0045821i
-0.34825+0.16413i,-0.15258+0.59506i,0.098252+0.78457i,0.065509+0.61642i,-0.1578+0.45675i,-0.22882+0.3793i,-0.1124+0.1997i,-0.03738+0.01164i,-0.05722-0.049156i,-0.085967-0.016082i,-0.081734+0.027893i,-0.054922+0.057404i,-0.031742+0.0693i,-0.018444+0.061055i,-0.0058489+0.043203i,0.0065932+0.023664i,0.019396+0.0069586i,0.037089-0.0083552i,0.043439-0.026432i,0.025318-0.031091i,0.0088753-0.019942i,0.0014985-0.014477i,-0.013841-0.0058591i
0.083537-0.34393i,-0.16179-0.38806i,-0.32213-0.37975i,-0.23383-0.35685i,-0.05339-0.33066i,0.031279-0.30978i,0.00063391-0.21867i,-0.021988-0.10447i,-0.0049218-0.052431i,0.015165-0.037766i,0.024271-0.043783i,0.00016888-0.061416i,-0.028623-0.055405i,-0.026743-0.035695i,-0.01159-0.015227i,0.0044848+0.0058324i,0.013102+0.022322i,0.010911+0.04046i,0.011221+0.048478i,0.014542+0.035338i,0.01333+0.022182i,0.012482+0.016402i,0.012118+0.0076283i
0.11127+0.087726i,-0.056449-0.0078328i,-0.13989-0.0072243i,-0.035476-0.012286i,-0.017327-0.15314i,-0.16329-0.18143i,-0.20547-0.013088i,-0.085564+0.13631i,0.032288+0.1534i,0.057815+0.099037i,0.034191+0.051443i,0.022081+0.024399i,0.016122-0.00070912i,0.0039523-0.01832i,-0.010873-0.025309i,-0.023382-0.023536i,-0.027301-0.022088i,-0.035787-0.031463i,-0.041693-0.027941i,-0.024403-0.0056041i,-0.0038307+0.012463i,0.0063865+0.022582i,0.01517+0.025848i
-0.33961+0.14392i,-0.25811-0.094006i,-0.12003-0.29682i,0.0043722-0.20343i,0.17863-0.0054981i,0.33742+0.042472i,0.31452-0.027032i,0.15726-0.067934i,0.030131-0.038142i,0.0050336-0.0080955i,0.019447-0.017618i,0.016064-0.031891i,0.011704-0.023283i,0.027535-0.0017203i,0.042959+0.00088728i,0.034368-0.014381i,0.01945-0.015496i,0.028521-0.0044907i,0.037931-0.0047879i,0.017531-0.0062694i,-0.008739+0.0024362i,-0.015098+0.0104i,-0.0062027+0.012536i
-0.001361-0.087725i,0.40743+0.11792i,0.70512+0.15909i,0.48571-0.0017029i,0.036035-3.6028e-06i,-0.19405+0.1745i,-0.16586+0.19965i,-0.1116+0.083044i,-0.095049+0.026359i,-0.046333+0.047406i,0.015588+0.053115i,0.047174+0.036017i,0.056567+0.011111i,0.040233-0.02055i,0.019267-0.027709i,0.027021-0.014391i,0.032068-0.0096298i,0.0052063-0.0079718i,-0.027635+0.0031646i,-0.029171+0.0086407i,-0.010724-0.0057781i,-0.0091627-0.023347i,-0.02391-0.023546i
0.12268-0.15065i,-0.13216+0.048093i,-0.32807+0.25348i,-0.25056+0.20959i,-0.094938+0.0072524i,-0.022657-0.12103i,-0.0036771-0.1167i,0.00063461-0.059559i,0.01241-0.033274i,0.0016149-0.045681i,-0.037833-0.040035i,-0.072008-0.0071601i,-0.073356+0.031464i,-0.037428+0.052248i,-0.0043809+0.042616i,-0.0039588+0.031878i,-0.0081712+0.033829i,0.0023562+0.030635i,0.014737+0.013051i,0.014898+0.00056158i,0.012308+0.0079671i,0.021489+0.016236i,0.030685+0.0082879i
0.048044+0.19594i,-0.11669+0.050573i,-0.24302-0.071475i,-0.1844-0.041122i,-0.092801-0.028147i,-0.13986-0.076634i,-0.18422-0.02999i,-0.089671+0.041441i,0.0026137+0.037588i,0.003074+0.023382i,0.00089981+0.024591i,0.019598+0.0021536i,0.015561-0.021737i,-0.0014325-0.01769i,-0.0065482-0.0020563i,-0.0060511-0.00013418i,-0.011899-0.015371i,-0.021952-0.026359i,-0.028469-0.021387i,-0.03069-0.0089816i,-0.033813+0.003978i,-0.035488+0.016982i,-0.026618+0.025748i
-0.33862+0.014201i,-0.23582-0.12188i,-0.029586-0.23108i,0.10022-0.20243i,0.16289-0.12962i,0.20917-0.068982i,0.2008-0.027991i,0.11153-0.015463i,0.01206-0.0017462i,-0.010971-0.0011477i,0.0016223-0.023565i,0.0025996-0.025934i,0.0088653-0.012363i,0.02026-0.009889i,0.027849-0.016967i,0.032693-0.02434i,0.035067-0.02373i,0.031303-0.020527i,0.02106-0.019515i,0.014173-0.020669i,0.013116-0.028483i,0.0068535-0.035967i,-0.0049179-0.0282i
0.11233-0.30209i,0.38744-0.20431i,0.60159-0.10635i,0.46789-0.10556i,0.16577+0.0033424i,0.043571+0.16899i,0.057009+0.16423i,0.042964+0.063199i,0.022953+0.016249i,0.043833+0.011718i,0.052806-0.0064907i,0.018097-0.019755i,-0.013571-0.0069539i,-0.019795+0.0071609i,-0.017054+0.01847i,-0.011314+0.028843i,-0.0048267+0.034094i,0.0069403+0.033105i,0.021939+0.019725i,0.024998+0.0043247i,0.019621+0.002979i,0.020001+0.0071431i,0.020912+0.00084425i
0.30322+0.16i,0.128+0.40131i,-0.10194+0.58224i,-0.13802+0.45404i,-0.12111+0.12241i,-0.2151-0.10368i,-0.26817-0.11682i,-0.18395-0.047678i,-0.084197-0.028879i,-0.063566-0.025461i,-0.057426+0.013264i,-0.025069+0.037589i,0.0029619+0.032571i,0.021657+0.014575i,0.024169-0.0034831i,0.015643-0.0026646i,0.013037-0.0019904i,0.0070327-0.011537i,-0.0038456-0.0095786i,-0.0050113+0.0017338i,0.0032308+0.0095795i,0.0084869+0.013017i,0.0077239+0.0097899i
-0.219+0.23928i,-0.44011+0.051142i,-0.57571-0.1068i,-0.42012-0.03715i,-0.11311+0.037498i,0.087275+0.017639i,0.14177+0.0026887i,0.13256-0.00427i,0.10177-0.011333i,0.076084-0.01159i,0.057352-0.026231i,0.01924-0.050637i,-0.032705-0.049587i,-0.051115-0.014027i,-0.027057+0.0089044i,-0.013629-0.0029749i,-0.024984-0.006505i,-0.027163+0.012386i,-0.014195+0.022612i,-0.0043138+0.013367i,-0.0088833+3.2391e-05i,-0.022887-0.0020577i,-0.024428+0.009343i
-0.29047-0.16023i,-0.065455-0.22658i,0.25104-0.2792i,0.30778-0.27264i,0.15276-0.20247i,0.009462-0.12202i,-0.042175-0.037475i,-0.034186+0.038868i,-0.035491+0.066213i,-0.04236+0.065669i,-0.024364+0.04925i,0.008113+0.018869i,0.035031-0.01127i,0.033579-0.030175i,0.012697-0.024986i,0.010353-0.013114i,0.022658-0.014972i,0.023538-0.02112i,0.016019-0.019651i,0.010252-0.010153i,0.010405-0.0030861i,0.012463-0.0074526i,0.0047131-0.01274i
0.24808-0.29201i,0.33014-0.17884i,0.32927+0.0084551i,0.25835+0.069555i,0.18453+0.080719i,0.13716+0.13248i,0.092902+0.12171i,0.027596+0.047835i,-0.009331-0.0011178i,-0.010133-0.017389i,-0.015385-0.0084543i,-0.023313+0.021716i,-0.01469+0.046995i,0.0057429+0.045739i,0.01728+0.028785i,0.015137+0.023112i,0.0083655+0.025416i,-0.0022589+0.019658i,-0.012613+0.013327i,-0.010937+0.013802i,0.00022033+0.017121i,0.012832+0.01814i,0.019566+0.0096826i
0.24734+0.33943i,0.13013+0.44437i,-0.095325+0.42347i,-0.21219+0.28168i,-0.22962+0.1015i,-0.22132-0.040548i,-0.16333-0.083026i,-0.059986-0.05419i,0.01562-0.03073i,0.033238-0.025214i,0.036769-0.035095i,0.02824-0.060034i,0.00041438-0.069091i,-0.014944-0.053209i,-0.010367-0.035604i,-0.0066501-0.029584i,-0.013697-0.028159i,-0.01521-0.019695i,-0.0073388-0.0093788i,-0.0063838-0.0048397i,-0.014885-0.00080004i,-0.023474+0.0052038i,-0.021896+0.0087699i
-0.47609+0.14368i,-0.65126+0.078789i,-0.61473-0.010973i,-0.36144-0.0040447i,-0.061741-0.0056275i,0.070559-0.07096i,0.036249-0.07116i,-0.010925-0.015242i,-0.022686+0.0034298i,-0.026998-0.0056945i,-0.025754+0.0072186i,-0.010179+0.029904i,0.0054942+0.038865i,0.011531+0.039122i,0.0088276+0.032878i,0.0073448+0.026022i,0.017464+0.019233i,0.023807+0.008293i,0.016706+8.107e-05i,0.01082-0.0073649i,0.010703-0.017339i,0.0090172-0.022529i,0.0052026-0.01655i
0.015357-0.48075i,0.20991-0.6385i,0.40164-0.60991i,0.37051-0.42297i,0.19424-0.18781i,0.082662+0.017096i,0.062367+0.10496i,0.050928+0.087111i,0.020699+0.057376i,0.0095983+0.050085i,0.012937+0.030087i,-0.0033267-0.0010487i,-0.02361-0.012476i,-0.026552-0.0076091i,-0.014166-0.0029812i,-0.0050585-0.0061866i,-0.012708-0.0079704i,-0.022991-0.0029309i,-0.021563+0.00017065i,-0.014159+0.0041478i,-0.0068422+0.0081382i,-0.003201+0.008519i,-0.0025942+0.0061614i
0.40446+0.15471i,0.46787+0.37112i,0.38901+0.48649i,0.25563+0.33314i,0.12358+0.11858i,0.032538+0.0063695i,-0.015852-0.037068i,-0.034605-0.034419i,-0.015184-0.020404i,0.008716-0.013375i,0.026631-0.0075228i,0.041323-0.015893i,0.035319-0.025828i,0.023702-0.020071i,0.018539-0.0082675i,0.018341-0.00064174i,0.020149-0.0007728i,0.020223-0.001457i,0.018843+0.001115i,0.012896+0.0039152i,0.0074398+0.0084601i,0.0089394+0.011863i,0.010984+0.0083814i
-0.23381+0.29542i,-0.47008+0.26338i,-0.64917+0.15723i,-0.56551+0.12771i,-0.31931+0.094954i,-0.17373+0.005571i,-0.12193-0.036625i,-0.062035-0.022657i,-0.014309-0.0028405i,-0.012128+0.0056323i,-0.034284+0.022485i,-0.038277+0.035941i,-0.028101+0.016765i,-0.030472-0.0079143i,-0.039437-0.012795i,-0.039399-0.0059443i,-0.029587-0.00038753i,-0.021038-0.0023174i,-0.016979-0.0044729i,-0.0094965-0.0057715i,-0.00083737-0.0072824i,0.0020572-0.005634i,0.0013234-4.006e-05i
-0.23341-0.234i,-0.13667-0.35335i,0.057529-0.41418i,0.13919-0.3505i,0.13556-0.21537i,0.15585-0.11582i,0.13689-0.059898i,0.063862-0.019099i,-0.0013726-0.011069i,-0.028159-0.017164i,-0.019019-0.025654i,-0.0053457-0.034337i,0.0085403-0.025988i,0.025748-0.01395i,0.034632-0.012753i,0.033212-0.018055i,0.025-0.022237i,0.013364-0.01816i,0.0062106-0.010079i,0.0024245-0.0035916i,-0.0044709-0.0023838i,-0.011992-0.0051901i,-0.014774-0.0079419i
0.24849-0.2062i,0.30016-0.14094i,0.3226+0.016411i,0.29739+0.080512i,0.16968+0.080723i,0.0082617+0.10582i,-0.071938+0.10575i,-0.064622+0.06298i,-0.021246+0.027747i,0.01223+0.0081638i,0.021063-0.00033669i,0.020129+0.00049411i,0.0099317+0.0082609i,-0.00085538+0.020463i,0.0010496+0.024669i,0.0073974+0.023878i,0.012318+0.025101i,0.015544+0.023044i,0.014338+0.015636i,0.0099115+0.0093673i,0.0098463+0.011135i,0.014546+0.016965i,0.016053+0.018116i
0.17887+0.31045i,0.1702+0.32424i,0.030137+0.23343i,-0.069629+0.13539i,-0.040376+0.033112i,0.015161-0.071642i,0.027838-0.1016i,0.012554-0.054341i,0.00012032-0.00096781i,-0.00090558+0.02085i,-0.00016946+0.021918i,-0.0011704+0.016256i,-0.0055296-0.0014099i,-0.014959-0.018536i,-0.022411-0.018184i,-0.024651-0.011703i,-0.028208-0.01038i,-0.032464-0.012501i,-0.029808-0.0096953i,-0.021311-0.0039446i,-0.01432-0.003277i,-0.010723-0.0062119i,-0.0077251-0.010065i
-0.41926+0.096707i,-0.5028+0.1271i,-0.40806+0.058697i,-0.25488-0.018274i,-0.13711-0.0016887i,-0.051535+0.037862i,-0.0029398+0.02324i,0.020899-0.023927i,0.022074-0.054665i,0.0077097-0.041225i,0.00695-0.011561i,0.010889-0.0045309i,0.0058182-0.0090205i,0.0047672-0.0096036i,0.0050107-0.0099718i,0.0040842-0.0094983i,0.0095585-0.0112i,0.013454-0.01209i,0.0083335-0.0069569i,0.0017582-0.00080174i,-0.0025856+0.0034654i,-0.0024883+0.0063163i,0.0039784+0.0082434i
0.085927-0.47458i,0.096915-0.62374i,0.14331-0.52622i,0.1925-0.31547i,0.1658-0.19989i,0.078166-0.1668i,-0.01272-0.11429i,-0.058573-0.028158i,-0.048634+0.030159i,-0.030612+0.029819i,-0.033942+0.01352i,-0.029326+0.0099766i,-0.01082+0.0059315i,0.0012192+0.00063702i,0.0071633-0.0016172i,0.01026-0.0039854i,0.011021-0.0027743i,0.012412-0.00089553i,0.013289-0.005352i,0.012645-0.011609i,0.010406-0.01221i,0.0040695-0.0054204i,-0.0046761+0.0059448i
0.41825+0.30832i,0.60245+0.40663i,0.55184+0.39169i,0.34572+0.31691i,0.19554+0.27898i,0.14725+0.26249i,0.12309+0.18413i,0.068929+0.067817i,0.0072322+0.0011913i,-0.01222-0.0075997i,0.0017895-0.0074799i,0.011447-0.012358i,0.0074875-0.01653i,-0.0033251-0.015783i,-0.011393-0.0052424i,-0.0091559+0.0055487i,-0.0051524+0.0059113i,-0.0075242+0.0013835i,-0.01089+0.0018492i,-0.010574+0.0053611i,-0.006634+0.0036426i,-0.0012851-0.0058455i,0.0013256-0.018009i
-0.48014+0.22738i,-0.67718+0.33708i,-0.63823+0.28323i,-0.43979+0.098621i,-0.30516-0.076549i,-0.26171-0.16591i,-0.18808-0.14804i,-0.060601-0.077753i,0.027231-0.043449i,0.026859-0.037855i,0.0011387-0.019284i,-0.001225-0.00034183i,0.0067566+0.0029574i,0.01332-0.00010958i,0.012197-0.0072124i,0.0019302-0.011418i,-0.00014618-0.0079353i,0.0074942-0.0040275i,0.010743-0.0038107i,0.0075773-0.00495i,0.00231+0.00040901i,-0.0014076+0.011259i,-0.0008946+0.019128i
0.0299-0.53838i,0.029949-0.78701i,0.051025-0.74191i,0.12318-0.44824i,0.24465-0.18422i,0.32229-0.077597i,0.24827-0.063208i,0.089899-0.048425i,8.2883e-05-0.009328i,0.00023879+0.011316i,0.0081758+0.0059188i,-0.0043379+0.0031702i,-0.014353+0.0074245i,-0.016395+0.0099194i,-0.011218+0.006023i,-0.00053935-0.0016484i,0.0065107-0.0070831i,0.0078191-0.0075025i,0.010023-0.0032278i,0.015687-0.0012304i,0.019275-0.0055276i,0.014847-0.010852i,0.0072692-0.011i
0.45401+0.289i,0.69178+0.41352i,0.68394+0.39932i,0.40758+0.29369i,0.076038+0.24428i,-0.10928+0.25337i,-0.10381+0.20978i,-0.029246+0.10756i,-0.0053638+0.031723i,-0.014963+0.020684i,-0.0075456+0.024581i,0.010439+0.0070407i,0.019907-0.018053i,0.015046-0.033596i,0.0047149-0.0307i,-1.5055e-07-0.013427i,-0.0013468+0.004875i,-0.0048975+0.01334i,-0.012953+0.01291i,-0.019113+0.016058i,-0.017301+0.020315i,-0.0074976+0.015589i,0.0024107+0.0051676i
-0.44197+0.24392i,-0.64535+0.39566i,-0.58897+0.41691i,-0.3234+0.25147i,-0.10993-0.0045381i,-0.038727-0.17485i,-0.036524-0.17457i,-0.033578-0.085334i,-0.013101-0.033436i,-0.012222-0.040808i,-0.025831-0.042211i,-0.022709-0.020417i,-0.0080706-5.5858e-05i,0.0096021+0.011063i,0.021483+0.010673i,0.018052+0.0038136i,0.00931-0.0027402i,0.008592-0.0071432i,0.014343-0.0092911i,0.01451-0.011338i,0.0064958-0.0080064i,-0.0040725+0.0036765i,-0.010064+0.014585i
0.010772-0.4705i,-0.018561-0.72026i,-0.072146-0.70678i,-0.072341-0.41399i,0.025701-0.09493i,0.12617+0.053933i,0.14833+0.045896i,0.1139-0.0028337i,0.07374-0.013643i,0.055175+0.0025437i,0.0391+0.01288i,0.018078+0.013453i,0.00059112+0.0059234i,-0.013742+0.0022961i,-0.016294+0.0062229i,-0.0074126+0.0043736i,0.00066414-0.0045967i,0.0021712-0.0093481i,-0.0012364-0.0048349i,-0.0012913-0.0017384i,0.0016306-0.0065834i,0.0024942-0.012176i,0.0023068-0.0094471i
0.36233+0.21867i,0.59278+0.30597i,0.64289+0.24609i,0.45177+0.11001i,0.18697+0.039148i,0.037063+0.042556i,1.748e-05+0.054162i,-0.01287+0.047076i,-0.035109+0.035061i,-0.046628+0.034222i,-0.032007+0.027635i,-0.011468+0.011862i,0.0075589+0.0028677i,0.02151-0.0060878i,0.018787-0.012707i,0.010971-0.0077736i,0.0076898+0.0034631i,0.0054395+0.0093344i,0.00092883+0.0044609i,-0.0063811+0.0018544i,-0.008773+0.0059201i,-0.0038894+0.0054179i,-0.0017461-0.00086561i
-0.33099+0.1979i,-0.48262+0.3742i,-0.42928+0.48335i,-0.23887+0.40631i,-0.12243+0.21923i,-0.10679+0.084335i,-0.090954+0.021483i,-0.051988-0.013357i,-0.013335-0.039689i,0.0015337-0.05559i,-0.0045882-0.045005i,-0.0069521-0.023856i,-0.0056188-0.011978i,-0.0013797-0.0031096i,0.0046559+0.00093937i,0.00016464+0.0019797i,-0.0041185+0.0054261i,0.0052914+0.00627i,0.017963+0.0035846i,0.021493-0.0011239i,0.014766-0.0038397i,0.0029159-0.0017492i,-0.0040369+0.0001877i
-0.0043419-0.34159i,-0.076995-0.53373i,-0.18813-0.53533i,-0.19797-0.35086i,-0.071347-0.19608i,0.045031-0.14493i,0.083397-0.092962i,0.084527-0.016757i,0.073763+0.034801i,0.057963+0.038229i,0.032026+0.018007i,0.0083229+0.010564i,0.0020138+0.0094826i,-0.0029743+0.0041491i,-0.0035495+0.00098239i,0.0036864-0.0058858i,0.0029975-0.01253i,-0.0049806-0.0080895i,-0.0079964+0.00050872i,-0.0024618+0.0026433i,0.0061511-0.0008672i,0.011369-0.0049488i,0.013253-0.002179i
0.25498+0.13867i,0.44304+0.15398i,0.51785+0.059159i,0.39799+0.0015234i,0.2175+0.10107i,0.14044+0.21211i,0.1062+0.17829i,0.034706+0.070397i,-0.031822+0.005709i,-0.047637+0.0051497i,-0.022124+0.017061i,-0.0017473+0.0078422i,0.0021892-0.00063501i,0.008516-0.0012737i,0.012535-0.00086961i,0.012401+0.0055944i,0.012387+0.0086317i,0.0083905+0.0046487i,1.1914e-05+0.0017872i,-0.0057465+0.0051709i,-0.0063849+0.015642i,-0.0037352+0.023184i,-0.0035242+0.0198i
-0.21481+0.14618i,-0.29338+0.31387i,-0.23287+0.45033i,-0.12029+0.37247i,-0.12016+0.11885i,-0.20105-0.048539i,-0.18601-0.049734i,-0.073287-0.014025i,0.0087153-0.010137i,0.013701-0.0179i,-0.012805-0.0093891i,-0.015598+0.0061215i,-0.0011664+0.0083084i,0.0068477+0.0058498i,0.0083068+0.0023709i,-0.0013165-0.0010786i,-0.0097176+0.0021409i,-0.0022905+0.0058258i,0.0087722+0.0020847i,0.0085776-0.0063195i,-0.0018361-0.012952i,-0.012198-0.014437i,-0.013864-0.013437i
-0.019202-0.2033i,-0.11636-0.31588i,-0.24846-0.30014i,-0.22552-0.16116i,-0.018009-0.053731i,0.15523-0.043605i,0.1533-0.047857i,0.056989-0.015619i,-0.001206+0.024871i,0.007633+0.025937i,0.020627-0.0086486i,0.0063717-0.026044i,-0.006247-0.017884i,-0.0072659-0.011046i,-0.0033733-0.0046887i,0.0059242-0.00064457i,0.0078386-0.0016411i,-0.0011836+0.0013326i,-0.0071291+0.007917i,-0.005035+0.011336i,0.0010595+0.0085111i,0.0063805+0.0036613i,0.0098883+0.004068i
0.15328+0.072585i,0.28195+0.026254i,0.33236-0.10801i,0.19907-0.15545i,-0.01155-0.018008i,-0.09892+0.13913i,-0.047852+0.15596i,0.02409+0.073062i,0.033754-0.0010439i,0.0066662-0.0092995i,0.00024362+0.017163i,0.013845+0.02201i,0.019491+0.010095i,0.016468+0.0058149i,0.0087611+0.0051256i,0.0015675+0.0052499i,0.0021219+0.0041392i,0.0021401-0.0011697i,-0.0021255-0.0052555i,-0.0040384-0.0035259i,-0.0044426+0.0024216i,-0.0059744+0.0071036i,-0.010238+0.007123i
-0.11472+0.084743i,-0.12588+0.21781i,-0.032363+0.35009i,0.090151+0.30705i,0.1217+0.090728i,0.058247-0.059175i,-0.010479-0.049652i,-0.036568+0.012707i,-0.024405+0.040479i,-0.014345+0.021966i,-0.030161-0.00079949i,-0.041647+0.003181i,-0.031963+0.016404i,-0.019608+0.020348i,-0.0091031+0.015607i,-0.0018542+0.0061985i,-0.0028557+0.0016396i,0.00063418+0.0022394i,0.0097214-0.0018457i,0.011048-0.0087372i,0.0073841-0.012685i,0.005488-0.014149i,0.005894-0.015778i
-0.028703-0.093713i,-0.13709-0.12797i,-0.29465-0.075306i,-0.31909+0.042714i,-0.17637+0.12159i,-0.049709+0.10164i,-0.0053973+0.030427i,0.0019216-0.030871i,-0.010644-0.046523i,-0.0061555-0.023526i,0.020676-0.014324i,0.029081-0.027803i,0.017097-0.034202i,0.0096529-0.030297i,0.0049003-0.020319i,0.00029045-0.0054697i,-0.0022577+0.0047333i,-0.0077849+0.010524i,-0.01183+0.014653i,-0.0098133+0.012891i,-0.0059832+0.0085146i,-0.0021404+0.0087641i,0.0026711+0.01351i
0.076735+0.020632i,0.1533-0.071114i,0.19738-0.247i,0.13508-0.34465i,0.023526-0.27826i,-0.013221-0.14136i,0.010686-0.01999i,0.035399+0.052858i,0.046951+0.059761i,0.031583+0.032778i,0.0044763+0.022382i,-0.00084681+0.029131i,0.0081933+0.027848i,0.0093728+0.018611i,0.0057767+0.0075039i,0.0038004-0.0039751i,0.002879-0.010669i,0.00094649-0.012665i,-0.0039456-0.0091383i,-0.0056121-0.00070018i,-0.0015673+0.0044249i,-0.00036382+0.0017907i,-0.0053331-0.0029359i
-0.034378+0.051534i,0.013395+0.14987i,0.11977+0.27371i,0.18399+0.30973i,0.14856+0.2529i,0.055717+0.19219i,-0.020255+0.12112i,-0.059526+0.043463i,-0.068892+0.0065956i,-0.049484-0.00080883i,-0.029911-0.011375i,-0.029575-0.019625i,-0.032256-0.012753i,-0.025603-0.00095008i,-0.01442+0.0097808i,-0.0042118+0.015851i,0.00088022+0.011234i,0.0029849+0.0035801i,0.0056364-0.0021687i,0.0027325-0.0048202i,-0.0037069-0.0014159i,-0.0042363+0.0025322i,0.00032693+0.0024865i
-0.035705-0.03196i,-0.15377-0.011968i,-0.32432+0.048119i,-0.37291+0.085768i,-0.26885+0.026668i,-0.15805-0.070534i,-0.068339-0.085334i,0.016917-0.051333i,0.049844-0.038456i,0.028992-0.027143i,0.012001-0.0091564i,0.016662-0.0031302i,0.021389-0.0050823i,0.016543-0.0032234i,0.0064314-0.0023262i,-0.0054169-0.0026982i,-0.011507+0.0021487i,-0.010902+0.0095639i,-0.0049297+0.012537i,0.0043371+0.005782i,0.007061-0.0052391i,0.0023609-0.0077576i,-0.0013134-0.0018479i
0.027933-0.013425i,0.075664-0.12135i,0.12415-0.28532i,0.14072-0.32632i,0.15695-0.18462i,0.17182-0.032538i,0.1094+0.031136i,0.013854+0.058579i,-0.020844+0.068438i,-0.0015191+0.046249i,0.010761+0.016251i,0.00055038+0.0060112i,-0.0075989+0.0056933i,-0.0072377-0.0011978i,-0.0015745-0.008507i,0.0078314-0.012186i,0.011132-0.014451i,0.0049246-0.014624i,-0.0071153-0.0097863i,-0.014034-3.5509e-05i,-0.0078281+0.0060655i,0.0018663+0.0022595i,0.0035732-0.0036425i
0.0076742+0.031691i,0.089075+0.10759i,0.19934+0.19039i,0.18629+0.18501i,0.010058+0.11978i,-0.14633+0.094467i,-0.13187+0.069456i,-0.051588+0.0017228i,-0.02278-0.042481i,-0.023342-0.028812i,-0.016642-0.0043305i,-0.0059773-0.001019i,-0.00016881-0.0053893i,0.0027929-0.0022597i,0.00048838+0.0047313i,-0.0044106+0.011758i,-0.0033366+0.011381i,0.0014332+0.0015503i,0.0043499-0.0084834i,0.00029036-0.01222i,-0.007858-0.0068189i,-0.009099+0.0020293i,-0.004308+0.0046672i
-0.037537-0.00077325i,-0.15675+0.039889i,-0.30666+0.10545i,-0.29956+0.12895i,-0.11457+0.044269i,0.022912-0.073553i,0.027557-0.072533i,0.016706+0.0089797i,0.030297+0.03903i,0.021897+0.011838i,-0.0025694-0.011627i,-0.0155-0.0089954i,-0.015452+0.0029707i,-0.013132+0.0095668i,-0.0093973+0.0083076i,-0.0076341+0.00083568i,-0.010309+0.00027058i,-0.011829+0.0093445i,-0.0047567+0.018967i,0.0098446+0.018501i,0.018054+0.0065837i,0.012777-0.0025091i,0.0050797-0.0024448i
0.0094329-0.03492i,0.030413-0.13975i,0.041963-0.27873i,0.0052774-0.26472i,-0.027942-0.059829i,-0.0047824+0.091576i,0.0099459+0.067895i,-0.017486+0.0024413i,-0.036606-0.010012i,-0.015869+0.0067404i,0.015992+0.010449i,0.023369-0.0047584i,0.013891-0.017596i,0.0080684-0.022115i,0.0066316-0.02i,0.0092687-0.014554i,0.012431-0.012708i,0.011115-0.013782i,0.0033782-0.014545i,-0.0063-0.011159i,-0.0068052-0.0041199i,-4.8348e-05-0.0024117i,0.0012204-0.0054733i
0.026735+0.025782i,0.12624+0.093074i,0.27623+0.14734i,0.32353+0.069173i,0.17947-0.082138i,0.0040081-0.11346i,-0.033604-0.033735i,0.0083824+0.012084i,0.027534+0.0048337i,0.0091244-0.0030509i,-0.013581+0.0050723i,-0.014119+0.018602i,-0.0013644+0.023968i,0.0078613+0.019753i,0.0071095+0.011065i,-8.6141e-05+0.0080065i,-0.0030044+0.0088749i,-0.0011594+0.002728i,-0.00038985-0.0060638i,-0.0039963-0.010654i,-0.0094744-0.0080136i,-0.0095139+0.0002104i,-0.0034656+0.0049458i
-0.04368+0.016448i,-0.15648+0.061826i,-0.30168+0.14831i,-0.30162+0.2361i,-0.12355+0.23488i,0.0048074+0.12798i,-0.013709+0.036858i,-0.050155+0.020999i,-0.040361+0.024187i,-0.015223+0.0076622i,-0.0037321-0.018876i,-0.013903-0.031491i,-0.026748-0.023499i,-0.027492-0.010529i,-0.019476-0.001465i,-0.012804-0.0002123i,-0.013472-0.0024396i,-0.016385+0.00093407i,-0.013805+0.0091892i,-0.003783+0.013909i,0.0049915+0.0087218i,0.0049931+0.00051124i,0.0011712-0.00013263i
-0.00056961-0.035279i,0.0092036-0.14634i,-0.0064323-0.31522i,-0.099029-0.3758i,-0.18578-0.24186i,-0.13628-0.088223i,-0.024929-0.041693i,0.023766-0.039042i,0.023592-0.026987i,0.016869-0.0048994i,0.020745+0.014202i,0.032239+0.011071i,0.032907-0.0067546i,0.024326-0.018811i,0.015696-0.020538i,0.01509-0.015306i,0.020985-0.0076513i,0.023546-0.0014403i,0.019092+0.0012561i,0.011576+0.0016455i,0.0079655+0.0028986i,0.00825+0.0026972i,0.0062652-0.0029854i
