4.5915e-05-0.00054708i,0.00039732-0.001075i,0.00026215-0.0010874i,-0.0010899-0.00099715i,-0.0018864+0.00053604i,-0.002222+0.0010662i,-0.00078108+0.00048998i,0.0012397+0.0010487i,0.0015943+0.0014634i,0.001183+0.00076306i,-0.00014061+0.00058686i,-4.7951e-05+0.00033315i,0.0004653+9.4265e-05i,-0.00027609+0.00032391i,-0.00023558+0.00036758i,0.0003883+0.00080676i,-0.0005881+0.00084149i,-0.001374+0.00028712i,-0.0004677+0.00040678i,0.00024381+0.00079399i,0.00027129+0.00052739i,-0.00033592+0.00012535i,-0.0010792+0.00029942i
-0.029918-0.034995i,-0.08694-0.079547i,-0.15256-0.11266i,-0.14522-0.117i,-0.050818-0.12787i,0.012066-0.14305i,0.0044185-0.11909i,0.012006-0.090583i,0.031171-0.08189i,0.023975-0.058845i,0.019719-0.023079i,0.024244-0.0065125i,0.021625-0.0072613i,0.013329-0.011237i,0.0033623-0.012584i,-0.0029317-0.0083159i,-0.0020651-0.0010776i,0.0024796+0.0025191i,0.0055924+0.00048237i,0.0049787-0.0019156i,0.0015589+0.00081294i,-0.00020149+0.0070769i,0.0033991+0.0087965i
-0.0023698-0.044234i,-0.027108-0.088224i,-0.076929-0.081493i,-0.15195+0.019853i,-0.22537+0.12113i,-0.23845+0.10989i,-0.19948+0.058861i,-0.14486+0.058893i,-0.081538+0.067511i,-0.028313+0.037938i,-0.011031+0.00023666i,-0.016482-0.012647i,-0.021878-0.0090052i,-0.020734-0.0049687i,-0.016188-0.0052805i,-0.013281-0.0086919i,-0.014338-0.011748i,-0.015643-0.0097841i,-0.012101-0.0037358i,-0.0095173+0.0021427i,-0.010198+0.0053743i,-0.0087507+0.0049986i,-0.0054831+0.00064973i
0.0084401-0.052882i,-0.0037803-0.14393i,-0.023675-0.2245i,0.021196-0.22842i,0.13057-0.18181i,0.16278-0.14099i,0.098411-0.10375i,0.065589-0.063032i,0.066555-0.050166i,0.036047-0.036767i,0.0074115-0.004057i,0.002245+0.014637i,0.00052612+0.015166i,-0.00060851+0.010828i,-0.0024857+0.0047234i,-0.0064975+0.0024396i,-0.0080424+0.0059933i,-0.0067185+0.01011i,-0.00070068+0.010014i,0.0051057+0.0056525i,0.002227+0.001893i,-0.0041763+0.0015906i,-0.0053318+0.0040082i
0.0054937-0.031775i,-0.01859-0.059915i,-0.1346-0.071992i,-0.31411-0.033359i,-0.39976+0.0057948i,-0.32454+0.000136i,-0.20107-0.0066772i,-0.12847+0.012118i,-0.079939+0.043442i,-0.022248+0.043669i,0.0096439+0.010935i,0.0063192-0.009953i,0.0016973-0.01017i,0.0048112-0.0080412i,0.0062342-0.0087188i,0.0044412-0.012347i,-0.00074749-0.015801i,-0.0072066-0.013714i,-0.0085389-0.0080596i,-0.0086989-0.0042949i,-0.012113-0.0017251i,-0.012235-0.00084794i,-0.0064521-0.003546i
0.027779-0.027798i,0.063905-0.058622i,0.12767-0.068595i,0.21864-0.018163i,0.29928+0.042694i,0.29513+0.0014617i,0.19599-0.068083i,0.11959-0.061861i,0.095799-0.047653i,0.052931-0.048555i,0.010159-0.026468i,0.0026151-0.0080153i,0.0027489-0.011479i,-0.0011556-0.015023i,-0.0028214-0.015824i,-0.0051428-0.014933i,-0.0095007-0.008582i,-0.010816-0.00036231i,-0.0065365+0.0061444i,-0.0012503+0.0074257i,-0.00069407+0.0040149i,-0.0039124+0.0014582i,-0.0048667+0.00090052i
0.025183-0.015005i,0.010306-0.082322i,-0.084691-0.1854i,-0.23749-0.27717i,-0.32707-0.29462i,-0.28754-0.21998i,-0.20086-0.12724i,-0.15477-0.051078i,-0.12238+0.015244i,-0.064088+0.046075i,-0.014538+0.028894i,-0.0024408+0.00078473i,-0.0071124-0.0069294i,-0.0072861-0.0039292i,-0.0025073-0.002065i,0.0029132-0.0056435i,0.0033868-0.012975i,-0.0027982-0.015853i,-0.0071539-0.011489i,-0.007655-0.0079942i,-0.0087797-0.009698i,-0.0071512-0.010486i,-0.0016748-0.0085697i
0.021223+0.0061502i,0.040398+0.01237i,0.025065+0.054306i,0.020043+0.17031i,0.10543+0.26517i,0.19518+0.21028i,0.18178+0.10175i,0.13349+0.060997i,0.12005+0.036703i,0.089881-0.0043037i,0.041544-0.013344i,0.019209+0.00051058i,0.012606+0.0051996i,0.0066478+0.0055066i,0.0057035+0.0032984i,0.0048775-0.00184i,-0.00091724-0.0052916i,-0.0071783-0.0039199i,-0.0090741+0.0021133i,-0.0068165+0.0047497i,-0.0034751+0.0017399i,-0.0029275-0.0021827i,-0.0045989-0.0033993i
0.0070857-0.00097291i,0.014673-0.031875i,0.033288-0.14251i,0.026779-0.295i,-0.020676-0.34653i,-0.052373-0.27291i,-0.047969-0.17297i,-0.054012-0.10576i,-0.077276-0.045796i,-0.064473+0.0069633i,-0.023552+0.016092i,-0.00073407+0.0013109i,0.004125-0.0040904i,0.005198-0.0036015i,0.0067161-0.0012919i,0.010841+0.00072306i,0.011528-0.0029886i,0.0065605-0.007906i,0.00036785-0.007751i,-0.0028696-0.0052957i,-0.0033239-0.006696i,-0.0016921-0.0091277i,0.001879-0.0083976i
0.0074992+0.0075191i,-0.014938-0.016071i,-0.086944-0.014951i,-0.16152+0.064139i,-0.12231+0.17625i,0.023526+0.19211i,0.085978+0.10951i,0.051406+0.068305i,0.050216+0.059251i,0.05406+0.023072i,0.023551+0.0069333i,0.00727+0.0098732i,0.0032199-0.0033375i,-0.0045647-0.011363i,-0.005709-0.0068788i,-0.004112-0.0050014i,-0.0026299-0.0058383i,-0.0032893-0.003965i,-0.0063641+0.0010166i,-0.0053821+0.0026188i,-0.00042495-0.00016843i,0.0044283-0.0040892i,0.0057171-0.0088792i
-0.0069428-0.0065429i,0.012507-0.022528i,0.041754-0.068908i,0.081219-0.11606i,0.092162-0.13962i,0.041582-0.12441i,-0.0045014-0.075695i,-0.029943-0.040275i,-0.060589-0.014968i,-0.064255+0.016439i,-0.029966+0.021403i,-0.0052683+0.0069898i,-0.0014198+0.0072026i,-0.00455+0.012794i,-0.008815+0.013937i,-0.0062255+0.012637i,-0.0010908+0.0059997i,-0.0022852-0.0025536i,-0.0067114-0.0049695i,-0.0079854-0.0033466i,-0.0038164-0.004746i,0.0026935-0.0088768i,0.0080157-0.010557i
-0.0054815-0.017436i,-0.038436-0.044659i,-0.061502-0.10808i,-0.088528-0.12098i,-0.079712-0.0032385i,0.0017884+0.1084i,0.052917+0.1031i,0.040118+0.064122i,0.040579+0.048116i,0.044761+0.01769i,0.014477-0.0035539i,-0.0023502+0.0016983i,0.0098737-0.00017173i,0.015392-0.0074937i,0.011221-0.0061626i,0.0094185-0.0033022i,0.0071938-0.0049722i,0.0002149-0.0063333i,-0.0063497-0.0029752i,-0.0044136+0.00013203i,0.0018974+0.00062158i,0.008023+0.0018478i,0.014085+0.0038947i
0.011318-0.0056072i,0.0068438-0.048686i,0.013513-0.082807i,0.025405-0.090061i,0.0084362-0.084592i,-0.0096141-0.06605i,-0.012151-0.04791i,-0.026155-0.041855i,-0.059255-0.039804i,-0.074557-0.018596i,-0.047934+0.0036657i,-0.018168+0.0060173i,-0.011867+0.003868i,-0.01448+0.0028183i,-0.014372+0.0016159i,-0.0089749+0.0022473i,-0.00066134+0.00027677i,0.0035792-0.0038316i,-0.0004145-0.0085234i,-0.0053869-0.0085427i,-0.0018765-0.0046459i,0.007251-0.00050358i,0.013476+0.0032327i
-0.013566-0.0264i,0.0087979-0.091753i,0.016795-0.14702i,-0.021494-0.099427i,-0.048847+0.03335i,-0.013259+0.12819i,0.025348+0.10763i,0.0094097+0.046971i,0.0065526+0.030982i,0.030131+0.012189i,0.025384-0.014874i,0.014892-0.011544i,0.02102+0.0026535i,0.021672+0.0072015i,0.015202+0.0059116i,0.011008+0.0061065i,0.011218+0.0065193i,0.0094357-4.8166e-05i,0.0026205-0.0068655i,0.00010967-0.0059053i,0.0040337-0.00039096i,0.0064804+0.0082639i,0.0054229+0.015614i
-0.036412-0.026556i,-0.042652-0.052724i,0.005585-0.077192i,0.073436-0.071851i,0.084299-0.03663i,0.027754-0.025335i,-0.02747-0.016364i,-0.035106-0.0010134i,-0.038052-0.012177i,-0.048241-0.017777i,-0.035887-0.0064821i,-0.021017+7.5419e-06i,-0.020891+0.0013301i,-0.019886-0.0021859i,-0.018604-0.0032255i,-0.016922+0.0032338i,-0.0097986+0.0081383i,-0.002588+0.0074743i,-0.00090075+0.002065i,-0.0036246-0.0029901i,-0.0039616-0.0011466i,-0.00066888+0.0059089i,0.002131+0.011555i
0.040246-0.050963i,0.10069-0.086436i,0.13926-0.10026i,0.068939-0.10784i,-0.059802-0.084599i,-0.082865+0.0074259i,-0.015952+0.051039i,0.024589+0.011175i,0.034814-0.0056189i,0.04885+0.00024749i,0.04473-0.0024549i,0.025292+0.0057508i,0.016716+0.015915i,0.011612+0.017047i,0.00512+0.015485i,0.00012221+0.014509i,-0.0017509+0.016233i,0.0028559+0.013151i,0.0072302+0.0048922i,0.0077887+0.0021978i,0.0065625+0.0065548i,0.0031315+0.0129i,-0.0013083+0.0142i
0.020409-0.11387i,0.065947-0.17712i,0.10516-0.16589i,0.088624-0.04503i,0.016201+0.0683i,-0.051456+0.067335i,-0.078762+0.015417i,-0.083491-0.007314i,-0.072159-0.016192i,-0.054601-0.019644i,-0.036587-0.011711i,-0.021804-0.0075737i,-0.017132-0.012181i,-0.016083-0.014914i,-0.014888-0.01542i,-0.015189-0.016149i,-0.016633-0.01296i,-0.017348-0.0059664i,-0.013272-0.0028794i,-0.0096573-0.0050041i,-0.012089-0.0056237i,-0.014948-0.0018799i,-0.013459+0.0025957i
0.067608+0.005514i,0.066828+0.030436i,0.043992+0.011957i,0.033845-0.075226i,0.050698-0.1399i,0.052487-0.10499i,0.042399-0.038831i,0.046407-0.0094018i,0.045806+0.0036252i,0.035403+0.011118i,0.01844+0.011082i,-0.00049417+0.012607i,-0.0050377+0.016581i,0.00022006+0.0156i,0.001246+0.0094391i,-0.0018612+0.0061659i,-0.002885+0.0079795i,-0.0013472+0.008748i,-0.0027076+0.0068706i,-0.0041114+0.0073189i,-0.0031891+0.0096601i,-0.0039877+0.010982i,-0.0034964+0.010738i
0.15606+0.032762i,0.23304+0.061369i,0.22858+0.1481i,0.085751+0.2334i,-0.1026+0.19716i,-0.1741+0.07494i,-0.13441-0.0094151i,-0.074595-0.039949i,-0.04201-0.042827i,-0.026973-0.028586i,-0.012663-0.021964i,-0.0049001-0.026526i,-0.0022691-0.024749i,-0.0012508-0.020664i,-0.0010697-0.018545i,0.0023194-0.016245i,0.00076838-0.01939i,-0.0063278-0.023427i,-0.0067671-0.021759i,-0.0039227-0.019228i,-0.0041259-0.019895i,-0.0073095-0.021201i,-0.010737-0.01771i
-0.033537+0.050042i,0.014248-0.033392i,0.16266-0.14202i,0.33759-0.19743i,0.38864-0.165i,0.29892-0.080961i,0.18265-0.028786i,0.10153-0.015814i,0.057761-0.016286i,0.037322-0.021582i,0.020461-0.02608i,0.0074106-0.023139i,0.00078621-0.012968i,-0.0040126+0.0012618i,-0.0045605+0.0097119i,-0.0063013+0.010898i,-0.011003+0.016073i,-0.0052796+0.018028i,0.00301+0.0068358i,0.0016422-0.0024035i,-0.001852+0.00088306i,-0.003695+0.0089308i,-0.005953+0.014367i
-0.11642+0.11723i,-0.17152+0.17121i,-0.33412+0.14402i,-0.54863+0.033086i,-0.56837-0.080972i,-0.38782-0.115i,-0.1971-0.077803i,-0.079662-0.023794i,-0.026305+0.012708i,-0.0038493+0.025748i,0.023733+0.02176i,0.041632+0.0028402i,0.028376-0.011216i,0.010523-0.011104i,0.0052759-0.0060681i,0.0056352-0.0035426i,0.0073298-0.010459i,0.0060616-0.01755i,0.0053514-0.0142i,0.0081263-0.0099646i,0.011271-0.0074823i,0.013363-0.0098324i,0.0096182-0.016942i
-0.010088-0.14266i,0.12688-0.040575i,0.32068+0.257i,0.46196+0.5337i,0.47425+0.54749i,0.35954+0.34162i,0.2188+0.15942i,0.14672+0.066781i,0.12203+0.0054321i,0.091915-0.022777i,0.065049-0.018348i,0.05135-0.0062518i,0.039419+0.0021201i,0.021547+0.0063127i,0.005313+0.0037007i,-0.006836-0.0056527i,-0.018713-0.0069386i,-0.018972+0.0049076i,-0.0035994+0.013171i,0.0057114+0.010416i,-0.0010658+0.0068488i,-0.013119+0.0073979i,-0.019297+0.0055064i
-0.071854-0.24438i,-0.12202-0.36724i,-0.077305-0.53967i,0.018076-0.75074i,0.0035395-0.77103i,-0.078338-0.52486i,-0.10214-0.25583i,-0.097434-0.099049i,-0.10322-0.009529i,-0.086191+0.045908i,-0.04782+0.072107i,-0.0074629+0.066976i,0.014463+0.031247i,0.0082387-0.0045773i,-0.004171-0.013353i,0.00023167-0.011312i,0.012857-0.017882i,0.014307-0.022604i,0.0085746-0.015272i,0.0047765-0.0035474i,-7.1445e-06+0.0042139i,6.3897e-05+0.0034566i,0.0078733-0.0061559i
0.28387+0.037006i,0.19252+0.19924i,-0.19532+0.40295i,-0.54357+0.55983i,-0.48168+0.56115i,-0.18033+0.3839i,-0.014975+0.19503i,0.022677+0.12972i,0.075093+0.10652i,0.088431+0.058946i,0.054736+0.041126i,0.033353+0.047617i,0.019795+0.044574i,0.0064847+0.03613i,0.0060163+0.023465i,0.014465+0.0084982i,0.014506+0.00017489i,0.002012+0.0015339i,-0.0085342+0.012158i,-0.0092149+0.017927i,-0.0059572+0.0095283i,-0.0029093-0.0032296i,0.0013526-0.011293i
0.33943+0.0077878i,0.43688-0.061168i,0.54244-0.03209i,0.70333+0.069366i,0.71794+0.028845i,0.46519-0.11019i,0.20582-0.13548i,0.090161-0.097608i,0.011548-0.072355i,-0.048393-0.033334i,-0.067247+0.0010822i,-0.058699+0.025726i,-0.020784+0.036276i,0.013587+0.014018i,0.018321-0.0047923i,0.019907+0.0051016i,0.032878+0.014327i,0.035973+0.0077207i,0.019967-0.00020889i,0.0038615-0.0025754i,-0.0016872-0.0085123i,0.0029775-0.01672i,0.013571-0.017011i
-0.16661+0.44246i,-0.31128+0.36933i,-0.39844-0.01799i,-0.42925-0.38084i,-0.37162-0.37401i,-0.17423-0.15137i,-0.022936-0.049609i,-0.025661-0.030931i,-0.036831+0.013154i,-0.0081521+0.02047i,-0.0088856+0.010849i,-0.020056+0.022686i,-0.0223+0.025265i,-0.022019+0.019325i,-0.018535+0.019103i,-0.015396+0.027643i,-0.011895+0.035303i,-0.0088802+0.026442i,-0.010622+0.010929i,-0.012659+0.0041475i,-0.0047528+0.0066183i,0.012009+0.014676i,0.026229+0.023064i
-0.2337+0.31634i,-0.15828+0.36301i,-0.1311+0.37871i,-0.20352+0.49909i,-0.15338+0.58362i,0.015539+0.44767i,0.094819+0.24928i,0.086272+0.15284i,0.047036+0.095859i,-0.0048994+0.050461i,-0.03133+0.017967i,-0.048008-0.0032587i,-0.052343+0.0088696i,-0.027566+0.022927i,-0.010048+0.015408i,-0.015358+0.010205i,-0.017462+0.014875i,-0.0074842+0.017613i,0.001417+0.0094933i,0.001766+0.0012693i,0.0042936+0.00053593i,0.015296+0.0013081i,0.020208+0.00020453i
-0.5192-0.4435i,-0.46231-0.53377i,-0.10093-0.40643i,0.25735-0.26124i,0.35429-0.21239i,0.24576-0.12934i,0.14705-0.049271i,0.092759-0.055302i,0.053525-0.07547i,0.028557-0.062465i,-0.0065893-0.027686i,-0.025107+0.011161i,-0.013177+0.019013i,-0.0057902+0.010166i,-0.010513+0.0034926i,-0.022752-0.0019985i,-0.033722+0.00055281i,-0.030329+0.00616i,-0.017312+0.0091835i,-0.0073887+0.0069237i,-0.0077233+0.012476i,-0.014223+0.037781i,-0.016761+0.061128i
-0.2228-0.48192i,-0.31362-0.40483i,-0.29628-0.26526i,-0.32603-0.23105i,-0.43046-0.13212i,-0.40169+0.056783i,-0.237+0.15057i,-0.1161+0.12704i,-0.070009+0.074959i,-0.050654+0.023476i,-0.033032-0.017564i,-0.024643-0.046469i,-0.03277-0.045508i,-0.027332-0.016953i,-0.0052219-0.0015172i,0.011243-0.0067919i,0.016822-0.011094i,0.014957-0.0081511i,0.011252-0.0043949i,0.0045165-0.0027369i,-0.0027338-0.0023796i,-0.0011371-0.003458i,0.005444-0.0081681i
0.79712-0.41346i,0.92834-0.36503i,0.68848-0.068134i,0.39881+0.18043i,0.30062+0.20251i,0.25083+0.066124i,0.14319-0.03641i,0.079835-0.027595i,0.092187-0.0051787i,0.085861-0.02688i,0.020379-0.050716i,-0.040284-0.039801i,-0.046014-0.012466i,-0.026129-0.0027666i,-0.013809-0.0096788i,-0.015635-0.011626i,-0.018755-0.0051811i,-0.018414-0.00095082i,-0.020455+0.0035713i,-0.016911+0.0058908i,-0.019126+0.00048898i,-0.040358-0.00046055i,-0.057682+0.0042404i
0.52359-0.066739i,0.37469-0.25802i,0.069207-0.27953i,-0.050013-0.17448i,-0.063659-0.17406i,-0.11392-0.17543i,-0.10974-0.090175i,-0.05976-0.025765i,-0.023417+0.011001i,0.022576+0.019437i,0.051119-0.016187i,0.041158-0.042817i,0.017132-0.037395i,-0.010084-0.012196i,-0.019826+0.015881i,-0.0099349+0.029197i,0.0011992+0.029614i,0.0094277+0.021126i,0.011288+0.0070997i,0.0076834-0.0028187i,0.0068958-0.0076734i,0.012202-0.011545i,0.018693-0.012347i
0.19182+1.1259i,0.27122+1.4761i,0.22453+1.2816i,0.14387+0.77092i,0.1337+0.39075i,0.20485+0.18526i,0.23109+0.023997i,0.13386-0.042597i,0.045066+0.0040869i,0.036636+0.032797i,0.042587-0.0022326i,0.028954-0.041856i,0.0092662-0.044575i,0.011369-0.02407i,0.025755-0.016904i,0.014084-0.021594i,-0.0099937-0.015592i,-0.015868-0.0086961i,-0.012838-0.0092803i,-0.008223-0.0071125i,-0.00093165-0.010371i,-0.0041278-0.021735i,-0.007451-0.026294i
-0.17378+0.28396i,0.014864+0.014769i,0.07248-0.41502i,-0.061927-0.51828i,-0.093299-0.30345i,-0.026628-0.10486i,0.0014049-0.014401i,0.0050095+0.00031836i,-0.025062+0.013506i,-0.017657+0.073425i,0.056495+0.082384i,0.088327+0.02955i,0.056077-0.003113i,0.0096469-0.012729i,-0.023857-0.0072474i,-0.029607+0.0011074i,-0.021235+0.0032143i,-0.0091969+0.0077401i,0.0073705+0.0064306i,0.018624+0.0023292i,0.024914+0.003319i,0.030344+0.0016373i,0.024191-0.00043095i
-1.0611+0.052495i,-1.5347+0.42411i,-1.4186+0.71141i,-0.79306+0.63886i,-0.22921+0.36212i,0.058202+0.1764i,0.18571+0.096617i,0.17296+0.01919i,0.06397-0.025142i,-0.014406-0.020183i,-0.021341-0.0016637i,0.004949+0.0057444i,0.015027-0.0034359i,0.012718+0.0048147i,0.017966+0.017473i,0.016334+0.0068773i,0.0027646-0.0038383i,-0.0022477+0.0019897i,0.0045668+0.01312i,0.010449+0.016098i,0.01352+0.011027i,0.012491+0.001969i,0.008983-0.0034334i
0.048365-0.31673i,0.32255-0.29136i,0.69173-0.29332i,0.72633-0.32544i,0.39439-0.21998i,0.081344-0.053718i,-0.033315+0.017243i,-0.009765+0.021391i,0.0093863-0.0047813i,-0.045999+0.019264i,-0.063228+0.096273i,-0.010823+0.11774i,0.02337+0.064795i,0.0079342+0.00081438i,-0.018028-0.017551i,-0.0075084-0.0033884i,0.016401-0.0054366i,0.014553-0.014054i,0.0016919-0.0084978i,-0.0067994+0.0074536i,-0.0056579+0.025252i,0.0091768+0.0281i,0.019278+0.012167i
-0.025058-0.42171i,-0.5224-0.68833i,-0.90135-0.64336i,-0.70724-0.28754i,-0.16498+0.035794i,0.24112+0.13795i,0.32688+0.079986i,0.18797-0.0081201i,0.052785-0.049625i,0.0099638-0.091373i,-0.023839-0.096422i,-0.041946-0.029521i,-0.015977+0.028063i,0.0096344+0.047851i,0.016536+0.047108i,0.0072669+0.037422i,-0.0080232+0.034489i,-0.015813+0.034885i,-0.016599+0.033875i,-0.013803+0.026984i,-0.0099095+0.017902i,0.00016461+0.011353i,0.012803-0.00044712i
0.17052+0.31078i,0.36583+0.34408i,0.46295+0.38212i,0.27467+0.41777i,-0.082864+0.39099i,-0.29218+0.31446i,-0.26538+0.22341i,-0.13987+0.16646i,-0.034737+0.11774i,-0.019508+0.051893i,-0.061948+0.019678i,-0.073344+0.027556i,-0.036411+0.026023i,-0.0078588-0.0092105i,-0.025164-0.032515i,-0.047728-0.0082974i,-0.030632+0.018218i,-0.0042327+0.011743i,-0.0014953-0.0076993i,-0.013179-0.012871i,-0.021747+0.0007915i,-0.012529+0.02076i,0.0078805+0.030929i
-0.46643-0.13336i,-0.5243-0.32489i,-0.41297-0.41982i,-0.22898-0.3i,-0.047181-0.093368i,0.12917+0.043144i,0.24733+0.0074698i,0.18377-0.15549i,0.032115-0.20223i,0.0067725-0.13789i,0.011661-0.11972i,-0.056307-0.089979i,-0.096422-0.022998i,-0.082891+0.014258i,-0.067358+0.016679i,-0.067403+0.0049287i,-0.074166-0.0032428i,-0.063529-0.0021272i,-0.033429+0.0019808i,-0.0070144-0.00089968i,0.00039813-0.0068609i,-0.0021352+0.007448i,0.0069545+0.028398i
-0.030975-0.32417i,0.20882-0.25175i,0.42015-0.15334i,0.26687-0.19302i,-0.1078-0.1924i,-0.28367-0.058008i,-0.22874+0.020526i,-0.13483+0.042991i,-0.056016+0.062781i,-0.010381+0.035181i,-0.0049226-0.0086259i,0.00037831-0.027118i,0.01717-0.02526i,0.036236-0.02507i,0.041234-0.046529i,0.026855-0.063123i,0.022421-0.056275i,0.025339-0.047635i,0.012055-0.043288i,-0.006051-0.031091i,-0.018321-0.011518i,-0.035124+0.0080265i,-0.049606+0.024448i
0.3102-0.67937i,0.14377-0.78883i,-0.15339-0.54745i,-0.22375-0.24135i,-0.022867-0.16839i,0.14992-0.18157i,0.23352-0.10014i,0.27827-0.0917i,0.19972-0.17952i,0.068938-0.18179i,0.02277-0.14059i,-0.0027729-0.12329i,-0.039378-0.086744i,-0.046221-0.045015i,-0.034106-0.023317i,-0.02426-0.019992i,-0.028815-0.024743i,-0.034471-0.014622i,-0.018635+0.0061219i,-0.00099526+0.0097617i,-0.0063922-0.0018566i,-0.032338-0.012935i,-0.063087-0.014621i
0.81423+0.20361i,1.0423+0.27672i,1.0642+0.37954i,1.0111+0.34547i,0.94041+0.19984i,0.81026+0.092042i,0.5667-0.016757i,0.27444-0.059905i,0.1076+0.0079763i,0.086722+0.037195i,0.070663+0.014861i,0.04064+0.019026i,0.030378+0.037822i,0.019382+0.044056i,-0.0030992+0.041839i,-0.019473+0.053123i,4.7483e-05+0.070365i,0.038139+0.060773i,0.04558+0.027815i,0.02146+0.00032711i,-0.011033-0.012703i,-0.033619-0.024747i,-0.034299-0.039441i
0.24479+0.62196i,0.22731+0.52868i,-0.14277+0.25756i,-0.40933+0.34763i,-0.15246+0.7539i,0.29192+0.92275i,0.45325+0.70019i,0.28798+0.36758i,0.062558+0.1727i,-0.024762+0.07121i,-0.031269-0.016991i,-0.045565-0.056272i,-0.050359-0.042345i,-0.034088-0.018233i,-0.018098-0.0088201i,-0.017718-0.023192i,-0.033426-0.044798i,-0.048589-0.044523i,-0.05-0.018145i,-0.038047+0.002471i,-0.020933-0.0082475i,-0.0099804-0.0367i,-0.0049082-0.048405i
-0.22134+0.32288i,0.021134+0.47939i,0.25563+0.36317i,0.082554+0.20369i,-0.37273+0.37446i,-0.64115+0.71674i,-0.50192+0.80658i,-0.17598+0.52385i,-0.0072027+0.16682i,0.030142+0.029843i,0.083425+0.00020409i,0.10312-0.055637i,0.067644-0.086403i,0.020848-0.10151i,-0.031099-0.12024i,-0.074386-0.10382i,-0.076169-0.046764i,-0.041111-0.005943i,-0.012936-0.016732i,-0.0084325-0.037651i,-0.0064064-0.041138i,0.010997-0.041366i,0.025603-0.039474i
-0.38225-0.50631i,-0.65644-0.49142i,-0.80414-0.38803i,-0.66039-0.29489i,-0.3508-0.3422i,-0.15597-0.50246i,-0.15621-0.51896i,-0.18842-0.3345i,-0.15817-0.15079i,-0.13621-0.056563i,-0.12759+0.018779i,-0.076919+0.087316i,-0.0070785+0.085331i,0.015443+0.018089i,-0.0088517-0.054795i,-0.027681-0.098559i,-0.024292-0.10079i,-0.016542-0.070997i,0.00025189-0.040785i,0.018179-0.034677i,0.018033-0.034103i,0.015382-0.023686i,0.0070751-0.020704i
-0.53405+6.8142i,1.8405+6.0894i,4.5041+4.8766i,5.2575+1.8355i,4.2096-1.2716i,1.8544-2.8998i,-0.28609-2.1983i,-0.98067-0.57157i,-0.2249+0.41036i,0.8023+0.070708i,0.86012-0.7499i,0.26216-1.197i,-0.52895-1.6582i,-1.4359-2.2286i,-1.7149-2.2314i,-1.0858-1.3608i,-0.37244-0.42281i,-0.29892+0.036178i,-0.6486+0.32456i,-0.64006+0.61518i,-0.11918+0.69574i,0.40764+0.41177i,0.49591-0.059687i
0.29274+0.30254i,0.20238+0.0031982i,-0.21773-0.15793i,-0.33127+0.074545i,0.10338+0.24624i,0.45658+0.099267i,0.34827-0.052037i,0.090959+0.013444i,-0.0085607+0.13524i,-0.035154+0.13413i,-0.074497+0.10295i,-0.057512+0.093945i,-0.017412+0.060811i,-0.0055562+0.043847i,-0.0021779+0.040836i,-0.0064566+0.02021i,-0.014485+0.0080447i,-0.013003+0.018551i,-0.013758+0.018872i,-0.034465+0.0041502i,-0.052929+0.0086533i,-0.043095+0.018203i,-0.024894+0.0055082i
-0.088337+0.47079i,0.28231+0.48872i,0.51357+0.31359i,0.36926+0.22956i,0.14411+0.34049i,0.070111+0.44562i,0.098973+0.42861i,0.13878+0.29221i,0.11567+0.13746i,0.09613+0.071255i,0.11368+0.025472i,0.11202-0.036373i,0.081759-0.060674i,0.047079-0.031492i,0.038493+0.016486i,0.051313+0.032929i,0.045016+0.017256i,0.016195+0.008544i,-0.010293+0.013593i,-0.014669+0.017746i,-0.0052973+0.016535i,-0.0052742+0.019871i,-0.010777+0.032538i
-0.57086-0.073655i,-0.79204+0.24957i,-0.65914+0.4052i,-0.32996+0.12642i,-0.22666-0.33179i,-0.42449-0.60876i,-0.56205-0.53061i,-0.44654-0.23744i,-0.24904-0.035806i,-0.14386+0.031719i,-0.0982+0.065411i,-0.045034+0.067496i,-0.0038552+0.034629i,0.016908+0.025861i,0.039185+0.052742i,0.05437+0.071508i,0.062072+0.067092i,0.073169+0.040737i,0.078162+0.0041758i,0.069796-0.017891i,0.055351-0.020596i,0.037442-0.012623i,0.014603+0.0012525i
0.15987-0.19727i,0.1779-0.26544i,0.24784-0.39198i,0.12017-0.49232i,-0.26499-0.32038i,-0.45116+0.044684i,-0.24867+0.27004i,0.058208+0.21088i,0.19977+0.023777i,0.1865-0.06653i,0.15725-0.066673i,0.11924-0.061895i,0.059835-0.037859i,0.016457-0.0031608i,-0.0089677+0.015749i,-0.016224+0.016524i,-0.014644+0.0016731i,-0.02725-0.003229i,-0.043794+0.016849i,-0.038948+0.031347i,-0.023277+0.015924i,-0.019893-0.0060906i,-0.022438-0.016754i
0.24557+0.27575i,0.099721+0.19726i,-0.11884+0.17655i,-0.10302+0.2306i,0.15109+0.23044i,0.40102+0.16929i,0.43458+0.040829i,0.2363-0.041165i,0.052086+0.0073861i,0.0070854+0.031924i,-0.016543-0.0036233i,-0.039761-0.0046646i,-0.024467+0.012504i,0.0051265+0.0033431i,0.016321-0.021544i,-0.00094453-0.036252i,-0.018991-0.028434i,-0.015446-0.014467i,-0.0049801-0.013099i,-0.0030371-0.010166i,-0.0063694+0.011297i,-0.002054+0.026544i,0.013863+0.015255i
