-0.0027358+0.00051062i,-0.0014783-0.00030608i,-0.0026861+0.00044088i,-0.0021642+0.00074245i,-0.00092802+0.0011782i,0.00085374+0.00076594i,0.0014095-8.6159e-06i,0.00031865+0.00024987i,-0.00053049+0.00032592i,0.00061463+0.00056154i,0.0017713+0.0003617i,0.0013944-0.0010542i,0.0012693-0.0015772i,0.00092307-0.00092504i,0.00017277-0.00050981i,0.00047748+0.00025548i,0.00053254+0.00054315i,0.00065359+0.00048885i,0.00051896+0.00028306i,-0.00067359+8.3163e-05i,-0.0011793+0.00059618i,-0.00058865+0.0010165i,-5.7497e-05-0.00012238i
0.0010513+0.0010455i,0.00025947-8.6625e-05i,0.00059599-0.00069802i,0.00070193-0.0007873i,-0.00021215-0.00067788i,-0.0011333-0.00022913i,-0.0009343+0.00020581i,-0.00020098+0.00025271i,0.00024591+0.00019735i,0.00022799-0.00055801i,0.00016842-0.00086053i,0.00043264-0.00029647i,0.00061952-0.00033238i,0.00016673-0.00074218i,-0.00036455-0.00057266i,-0.00042183-8.9299e-05i,-0.0006371+0.0001341i,-0.00026371+0.00036375i,0.00067366+7.4704e-05i,0.0011486+0.00024041i,0.00049385+0.0010324i,-0.00089687+0.00023205i,-0.00086045-0.0001887i
0.0003254-0.00088043i,-5.6416e-05-0.0010355i,-0.00034212-0.0009228i,-0.00034318-0.0005708i,-0.00086026-0.00080351i,-0.00028754-0.0010728i,-8.9147e-05-0.00042166i,-0.00040231-0.00015981i,-0.000383-0.00014743i,-4.7665e-05-0.00029642i,0.00057968+0.00011537i,0.0010995-0.00020103i,0.001265-0.00063071i,0.0010139-0.00068196i,0.0012028-0.00036917i,0.0016692+0.00015416i,0.00072062-0.0002212i,2.8867e-05-0.00037673i,0.00016282-0.00033116i,0.00035268+0.00017346i,8.2492e-05+0.00077156i,-0.00023129+0.00065864i,-0.00046622+0.00027366i
-0.00038275+0.0016531i,0.00099319+0.00098726i,0.0018911-1.8684e-05i,0.0014425-0.0012869i,0.00025039-0.0022364i,-0.00090405-0.0020114i,-0.00078339-0.00088658i,-0.00031129+0.00044029i,7.1991e-05+0.00082035i,0.00025338+0.00047727i,-0.00026916+0.00027369i,-0.0015354+0.00030196i,-0.0016759+0.00018254i,-0.00043063+0.00015543i,-0.00032728+0.0001243i,-0.00027369+0.00045908i,0.00049502+0.00067189i,0.00042139+1.2976e-05i,1.492e-05-0.00046388i,-0.00061712-0.00082988i,-0.00023705-0.00077367i,0.00055109-0.00021073i,0.00059116-3.2258e-05i
-0.0015251-0.00057632i,-0.00090343-0.00053734i,-0.0010482-0.00055813i,-0.0011599-0.00079813i,-0.00064768-0.0011901i,-0.00016237-0.0013801i,-0.0004317-0.0014127i,-0.00040752-0.0011488i,0.00053216-0.00058214i,0.0010751-0.00054319i,0.00079282-0.00040358i,0.00030411-0.00019224i,7.1054e-05-0.0014771i,0.00050629-0.0023761i,0.00035448-0.0017912i,-0.00051395-0.00093497i,-0.0013899-0.00069395i,-0.0012187-0.0012914i,-0.00079919-0.00064874i,-0.00080992+0.00014102i,-0.00031284-0.00012394i,0.00030534-0.00013441i,0.00067645-0.00028513i
0.00085338+0.00021068i,0.0015341+0.00050779i,0.0016217+5.7989e-05i,0.00043177-0.0005873i,-0.00096941-0.00092i,-0.0010663-0.0005867i,-0.000344+0.00039074i,-0.00044338+0.00026848i,-0.00069261-0.00018138i,-0.0010615-0.00018787i,-0.00072914-0.00038612i,-0.00028803-0.00061149i,-0.00065046-0.00036736i,-3.6245e-05+2.1526e-05i,0.0004622-0.00061154i,-0.00011292-0.00088771i,-0.00022774-5.2601e-05i,-0.00021412+0.00025833i,-0.0005954+0.00016672i,-0.00069228+0.00012752i,0.00024074+0.00011998i,0.00073767-0.00014132i,0.00050763-9.1923e-05i
-0.00063937-0.001677i,-0.0011463-0.0011578i,-0.0012944-0.00060001i,-0.0013265-0.00026527i,-0.0017174+7.2245e-06i,-0.0015986-0.00036456i,-0.00073878-0.00066028i,-0.00015568+0.00024385i,-0.0004563+0.00021643i,-0.00020082-0.00056775i,0.0005086-0.00018664i,0.00068629+0.00051376i,0.00043683+0.00054361i,0.00075716-0.00010363i,0.00095979-0.00072203i,0.00056079-0.00071314i,0.00070261-0.0009133i,0.00092914-0.00040702i,0.00076926-0.00014934i,-8.8834e-05+5.5328e-05i,-0.00099651+0.00029683i,-0.00017142+0.00038897i,0.00067734+0.00056826i
0.00039773-0.0015457i,-8.7023e-05-0.0011776i,-0.00024673-0.0014041i,-0.00044563-0.0015556i,-0.0011856-0.0012589i,-0.00066903+5.8641e-05i,0.00052335+0.0002684i,0.00080677-0.00072197i,-0.00021676-0.00069094i,-0.0011195-0.00037218i,-0.00097863+0.00045861i,-0.00040956+0.00071529i,-0.00021486+1.582e-05i,0.00024082-0.00032712i,0.00035903-0.00046106i,0.00046659-0.00080993i,0.00069144-0.00076047i,0.00014398-0.00033009i,-0.00069587-9.1288e-05i,-0.0010132-0.00017267i,-0.00065759-0.00074652i,-0.00012712-0.00075546i,0.00011592-0.00069882i
0.0016239+0.0011836i,0.0012738+0.0013877i,0.0011541+0.00081398i,0.00058406-0.00088566i,-0.00027695-0.001526i,-0.00085231-0.0010209i,-0.00046991+1.0092e-05i,0.00083176+0.00044979i,0.0010667+6.4058e-05i,0.00048647+0.00025266i,0.00012354+0.00052534i,-0.00026919+0.00040928i,-0.00014399+0.00025836i,-0.00010095+0.00069116i,9.3246e-05+0.00031502i,0.00063574-0.00016995i,0.0011751+0.00044729i,0.00018028+0.00069318i,-0.00055527+7.465e-05i,3.6195e-05-0.00058378i,0.00065253-0.00076146i,0.00039908-0.00091865i,0.0001958-0.0014168i
0.00078185-0.0021149i,0.00060864-0.0032038i,0.00015024-0.0032256i,4.6024e-05-0.0021581i,0.00048173-0.0016964i,0.00081721-0.0013506i,0.0005044-0.00069939i,-0.00024514-0.00018854i,-0.00086362-0.00024799i,-0.00094882-8.5432e-05i,-0.00026006-0.00046312i,0.00053776-0.0008637i,0.00014092+0.00064136i,4.8158e-05+0.0016154i,0.00085871+0.0013648i,0.00081176+0.00044884i,0.00029139+0.00032487i,-0.00015196+0.00093983i,-0.00026825+0.00062457i,0.00028833+0.00021422i,0.00060087+0.0004259i,0.00028362+0.0005685i,-0.00027967+8.3835e-05i
-0.00074204+0.0011365i,0.00077144+0.0013031i,0.0017598+0.00035649i,0.0024686-0.0010475i,0.0012829-0.0014147i,-0.00023643-0.0015588i,-0.00062666-0.00054778i,-0.00091363+0.00037395i,-0.00038711+0.0010345i,0.00049412+0.0011508i,0.0011258+0.00032511i,0.0010788+0.00051116i,0.0008954+0.00024643i,0.0007254-0.0011055i,6.8051e-05-0.0015351i,-5.8007e-06-0.0009164i,0.00057446-0.00031487i,0.00098383-0.00023045i,0.00075659-0.00067328i,0.00034414-0.00062135i,0.0002467+0.00060223i,0.00037812+0.00057842i,0.00042611-0.00010791i
0.0019002+0.00095874i,0.0018478+0.00089423i,0.0015042-0.00018857i,7.7874e-06-0.00061113i,-0.00043708-0.00095537i,-9.5354e-05-0.00099717i,0.00035814-0.00060923i,0.00051638-9.2715e-05i,0.00048411-4.5868e-05i,0.00054042-0.00018683i,0.0010431-0.00017949i,0.0012274+1.2709e-05i,0.00047328+0.00034992i,2.858e-05+0.00048406i,9.4521e-05-0.00024242i,0.00042557-0.0012263i,0.00059966-0.00067501i,0.00071824-0.00027187i,0.00047556-0.00028426i,0.00026118+0.00021148i,0.00010861+0.00054298i,0.00036732+0.00046097i,0.00084847+0.00055376i
-7.4006e-05+0.0002364i,0.00064456-7.9258e-06i,0.002102-0.00049492i,0.0014322-0.0012799i,0.00058119-0.0017889i,0.00051272-0.0016311i,0.0001403-0.00083274i,-4.764e-06-0.00011326i,0.00060409-0.00055873i,0.00058982-0.00064794i,0.00015791+0.00024695i,9.3395e-05-0.00018197i,-0.00022401-0.00088385i,-0.00035519+0.00018341i,5.1707e-05+0.00061367i,0.00014308+0.00018926i,0.00017068-0.0004118i,0.00049711-0.00016814i,0.00070592+0.0002282i,0.00056549+0.00050948i,0.0001249+0.00092244i,-0.00079396+0.00089808i,-0.00057575-0.00045823i
0.00016388-0.00016822i,5.4395e-06-0.00028384i,4.9693e-06+7.1231e-05i,-0.00068306-0.00037995i,-0.00092495-0.0014082i,-0.00061247-0.0017041i,-0.00039179-0.00098581i,-2.8152e-05-0.0004959i,0.00023532-0.00015091i,-0.00038735+0.00062443i,-0.00026885+0.00032022i,-0.00014353-0.00042312i,-0.00073282-0.00011514i,-0.00027767-0.00019171i,0.00014059-0.00037716i,-0.00015367-7.6065e-05i,-0.00013793-0.00085252i,0.00039507-0.0011935i,-0.00025254-0.00075904i,-0.00090243+0.00042245i,-8.8741e-05+0.00073834i,9.3391e-05-0.00018429i,0.00015285-0.00024381i
0.00080015+0.00020483i,0.00060776-0.00057813i,0.0014564-0.0013914i,0.0013719-0.0022806i,0.00035164-0.0023201i,-0.00033598-0.0016544i,-0.00095132-9.7538e-05i,-0.00054068+0.00030911i,-7.1913e-05-0.00026782i,0.00011809-0.00024646i,4.7011e-05-0.00011551i,-0.00034264+0.00035436i,-0.00024753+0.0006017i,-0.00027244+0.00025043i,-0.00039812+0.00019017i,-0.00038419+0.0004251i,-0.00018193+0.00071264i,0.00059613+0.00043125i,0.00082999+3.2136e-06i,1.1185e-05+1.0051e-05i,-0.00036478+0.00032136i,-0.00051709+0.00063602i,-0.00038295+0.00053021i
0.0010281-0.0015739i,0.00080502-0.0016626i,0.00097254-0.0018476i,0.0004668-0.0017587i,-0.00065473-0.0012429i,-0.0010696-0.00092087i,-0.00016354-0.00077646i,0.00081192-9.7949e-05i,0.0010588-0.00033636i,0.00027329-0.00072112i,-0.00031126-0.00038665i,0.00014173-0.00022856i,-0.00029883+0.00041903i,-0.00076297+0.0012837i,-0.00092596+0.00074941i,-0.00053845-8.9388e-06i,-0.0003185+4.4303e-05i,-0.00075354-5.746e-05i,-0.00076101-0.00036593i,-0.0012819-0.00014499i,-0.0011908-0.0001058i,-0.00040832+0.00019944i,0.00010421+0.00011765i
-0.00048462-0.00018083i,0.00046083+0.00099708i,0.00079579+0.0014764i,0.00061775-0.00016612i,-0.00040575-0.0019074i,-0.0012423-0.0018527i,-0.00083346-0.0012999i,0.00021474-0.00054882i,1.8884e-05-0.0001081i,-5.1158e-05+0.00024938i,6.3278e-05+0.00085726i,0.00014024+0.0008569i,0.00039802+0.00034883i,0.0004159-0.00014832i,0.00030377+3.6768e-05i,0.00027875-0.00018969i,9.9713e-05-0.00066478i,-0.00080154-0.00098251i,-0.00064982-0.00050035i,-0.00021167+0.00017169i,-0.0001907+5.9255e-05i,-4.0914e-05-0.0006176i,-1.6988e-05-0.00055719i
-0.0011966-0.0013652i,-0.00098988-0.0015504i,-0.00077763-0.0011886i,-0.00053991-0.0015723i,-0.00066811-0.0011453i,-0.00087663-0.00023279i,0.00012074+3.3497e-05i,0.0011456+0.00011205i,0.00065296+0.00029554i,-0.00043178+0.0003661i,-0.00050545+0.00023634i,-0.00017135-0.00015162i,0.00066966-7.8369e-05i,0.001524+0.00044928i,0.0021568+0.00024659i,0.0021582-0.00040554i,0.0013749-0.00090482i,0.00079701+3.9012e-05i,0.00053363+0.00074896i,0.00028381+0.00025462i,0.00077717-1.43e-05i,0.00049962+0.00035396i,-0.00022427+0.0011411i
-0.0017577-0.002393i,-0.0017717-0.001279i,-0.0013227-0.00010724i,-0.00049679-0.00012318i,-0.00015544-0.00048815i,-0.00029574-0.0003497i,-0.00052337-0.00056304i,-0.00027403-0.00059553i,-0.00024981-0.00059072i,-0.00017341-0.00023737i,3.4766e-05-7.0308e-05i,0.00014443-0.00038177i,-5.3827e-05-0.00074185i,-3.6233e-05+9.6539e-05i,4.4032e-05+0.0016815i,-0.00026268+0.00098842i,-0.00026043-0.00035064i,-0.00016233-0.00078914i,0.0003892-0.00064911i,0.00018867-0.0004904i,-0.0002417-0.0001134i,0.00019482+0.00010672i,0.00068767+0.00024414i
0.00093444-0.0012494i,0.00029765-0.00094373i,-0.00029265-0.00066227i,-0.00046112-0.00085798i,-2.6843e-05-0.0011708i,-0.00016663-0.00098121i,-0.00035944-0.00097617i,0.00013714-0.00086473i,-0.00033396+0.00037955i,-0.0010528+0.00080071i,-0.00013693+0.00019764i,0.00079755-0.00018336i,0.00095709-0.00011784i,0.0011433-0.00070525i,0.00014263-0.00079512i,-0.00034809-6.0884e-05i,7.0812e-05+1.1533e-05i,0.00049775-0.00016953i,0.00059697-0.00038863i,0.00059825-0.00026052i,0.00017255+0.0004313i,-0.00030246+0.0010422i,1.4467e-05+0.00085957i
0.0013739+0.00073502i,0.0024216+0.00019536i,0.0023934-4.1375e-05i,0.0017983-0.00044346i,0.00051905-0.0014155i,-0.00071639-0.0011112i,-0.0010682+0.00013481i,-0.00031668-0.00020526i,0.00045401-0.0009171i,0.0010028-0.00036575i,0.00085842+3.2457e-05i,0.00026646-0.0001551i,-0.00018024-0.00047644i,-0.0003095-0.00025398i,-0.00041446+0.00028315i,-0.00056399+0.0004038i,-0.00040256+0.00015786i,4.0441e-05-0.00039143i,-0.00016474-4.2706e-05i,-0.0004427+0.00012643i,-7.8621e-05-9.1973e-05i,-0.00024489+0.00010286i,-0.00054454-6.2752e-05i
0.00094661-0.0019736i,0.00090861-0.0026586i,3.8316e-05-0.0034865i,-0.00086569-0.0034307i,-0.0012868-0.0022111i,-0.0010977-0.00039216i,-0.00029253+0.00040692i,-0.00020443+0.00028836i,-0.00081596-5.1624e-06i,-0.00039158-0.00023702i,0.0006364-0.00010565i,0.00039661+0.00047716i,-0.00021621+0.00073604i,6.5154e-05+0.00028383i,0.00071606+3.8878e-05i,0.00040443+0.00037197i,8.4335e-05+0.00051184i,0.00057734+0.00085907i,0.0010248+0.0012055i,0.00077195+0.00059704i,-1.9992e-05+0.00018769i,-0.00069496+0.00025358i,-0.00015559+0.00054005i
0.00089052+8.8291e-05i,0.001201-6.4453e-05i,0.00087659-7.3641e-05i,2.9807e-05+0.00045309i,-0.00069377-0.00031909i,-0.00054666-0.0012143i,-0.00029169-0.00037414i,-0.00077134-0.00015255i,-0.00058377-0.00086142i,-0.00016961-0.00082231i,-8.9602e-05+1.876e-05i,-8.9747e-05+0.00034634i,-0.00068397+0.00080328i,-0.00047563+0.0011068i,0.00052978+0.00014773i,0.0008517+0.00044695i,0.00054245+0.0010634i,0.00021072+8.0339e-05i,-0.00037002-0.00066204i,-0.00044963-0.00066742i,0.00011296-0.00090452i,1.5395e-05-0.00089596i,7.2612e-05-0.00023183i
0.00071963-0.00035667i,5.1275e-05-0.0010914i,4.2607e-05-0.0022721i,-0.00017771-0.0023162i,-0.00041919-0.001685i,-0.00060608-0.00094035i,-0.00066752-0.00014771i,-0.00032181-9.4108e-05i,-0.00020342+0.00013302i,0.00012107+0.00045827i,0.00055091+0.00020398i,0.00015843-0.00048986i,-0.00012566-0.00056975i,-0.00042001-0.00038055i,-0.00076859-0.00022334i,-0.00073554+0.00043257i,-0.000122+0.00046517i,0.00016567+0.0010916i,0.0003967+0.001229i,0.00085761+0.00080662i,0.0010397+0.0011032i,0.00091702+0.0012373i,0.00049542+0.00081594i
0.0015731-0.0001153i,0.0016645-0.0009214i,0.0017168-0.0026466i,0.001525-0.0033483i,0.00026074-0.0023955i,-0.00016162-0.0010618i,7.8475e-05-0.00012281i,0.00032541-0.00059941i,0.0006021-0.00099341i,3.8575e-05-0.00038701i,5.7142e-05-0.00038249i,0.00025671-0.00048495i,-0.0002984+0.00022251i,-0.00051539+0.00050266i,0.00017189+0.00059892i,0.00061831+0.0008739i,0.00060825+0.00058818i,0.00092001+0.00027728i,0.00067508+0.00011437i,0.00052782-0.00018716i,0.00053175+0.00014171i,6.3067e-05+0.00024055i,4.0652e-05-0.00040818i
0.00060271+0.0011938i,0.0011289-0.00042202i,0.0015257-0.0014639i,0.0015451-0.0014133i,0.00034947-0.00093092i,-0.0011524-0.00105i,-0.00069283-0.00097148i,-0.00013468-0.0002836i,0.00034161+0.0006288i,0.00057384+0.0011153i,0.00048175+0.00096161i,0.00052029-8.948e-05i,0.00033417-0.0008996i,-2.4316e-05-0.00098543i,-0.0002183-0.00070332i,-1.6244e-05-0.00034404i,-0.000484-0.00029208i,-0.00043664-0.0002831i,0.00017521+0.00048168i,1.3375e-05+0.00065378i,0.00023102+3.5058e-05i,6.7329e-05-0.00014584i,-0.0003199+0.00020284i
-0.00020278-0.0011442i,-0.00010972-0.0010497i,0.00037944-0.00057641i,0.00017872-0.00078086i,-9.5329e-05-0.0011122i,-0.00050438-0.0014979i,-0.0010811-0.0014154i,-0.00077952-0.00036766i,-2.1833e-05+0.00060975i,2.2676e-05+0.0010435i,-3.3685e-05+0.00069497i,0.00020326-0.00021431i,0.00022668-0.00083132i,0.00014159-0.00083217i,-0.00061028-0.00022839i,-0.0012837-0.00021678i,-0.00080399-0.00054853i,-0.00079459-0.00032546i,-0.00097865-0.00024602i,-0.00046887-0.00060428i,0.00038218+0.00017197i,0.0011258+0.0013688i,0.0012717+0.00080918i
0.0016615+0.00042151i,0.0021246-0.00062348i,0.0027088-0.0017098i,0.0022123-0.0020687i,0.00063068-0.0020103i,-0.00068617-0.0011781i,-0.00048451+0.0001912i,-0.00049641+0.0011827i,-0.00036534+0.00060659i,0.00036961-0.00050514i,0.00031607-0.00086726i,-5.1834e-05+0.00037035i,-2.1331e-05+0.0017036i,-0.00023808+0.0019392i,-0.00080212+0.0019472i,-0.00067486+0.0011329i,7.8312e-06+0.00019161i,0.00074284+0.00015227i,0.00064597+0.00051961i,0.00024996-2.802e-05i,0.00031324-0.00031394i,0.00092468-0.00050958i,0.0012232-0.00087084i
0.0010648-0.0026529i,0.0003152-0.0016124i,-0.00068952-0.0014687i,-0.0020067-0.0015304i,-0.0017967-0.0016309i,-0.00080332-0.0010429i,-0.00065426-0.00055944i,-0.00059915-0.00047325i,-0.00072452-0.00022631i,-0.00077049-0.00024028i,-0.00072999+0.00051257i,-0.00020508+0.0012088i,0.00013238+0.0010978i,-0.00017966+0.001014i,-0.00087102+0.0007869i,-0.0010787-0.0002682i,-0.00061536-0.001185i,-0.00014877-0.0011627i,0.00036532-0.00097736i,0.00093943-0.00099885i,0.00025115-0.00072919i,-0.00010756-0.00056909i,0.00075073-0.00071403i
-5.3886e-05-0.00096234i,-4.4558e-05-0.0013631i,0.00075289-0.0017775i,0.00099223-0.0022839i,0.00016168-0.0022424i,-0.00014534-0.0010054i,-0.00052305-4.6558e-05i,3.8289e-05-0.0002433i,0.00047759-4.3064e-05i,0.00030169-0.00064224i,0.00036719-0.0014337i,0.00087862-0.001488i,0.00093587-0.00079779i,0.00030808-0.00063816i,-0.00034366-0.00063696i,-0.000391+3.3497e-05i,-5.3365e-05+0.00029318i,-7.8909e-05-0.00025257i,-6.359e-05-0.00071165i,-0.00038671-7.5809e-05i,-0.00057812+0.00036921i,0.00017495-0.00064136i,0.0003322-0.0012948i
-0.0011686+0.00066853i,-0.00053436+0.0014443i,-0.00092369+0.0020172i,-0.00061519+0.0018236i,0.00021427+0.00096222i,0.00080614+0.00030534i,0.00060562-0.00018056i,-0.00023027-0.00046808i,1.9298e-06-0.00049257i,0.00053295+0.00043049i,0.00053174+0.00064488i,0.00046764+4.6436e-05i,-0.00042711+2.0895e-06i,-0.0014338-0.00062614i,-0.00026271-0.0018932i,0.00084506-0.0015183i,0.00065547-0.0005409i,0.00050846+4.2396e-05i,-0.00034001-0.00055853i,-0.00067689-0.0010374i,-0.00043547-0.00018553i,6.2934e-05+0.0003183i,0.00066424+0.00041259i
0.0028531-0.0016026i,0.0034301-0.0015828i,0.0036896-0.0020043i,0.001825-0.0025538i,-0.0010071-0.0023742i,-0.0011846-0.0015784i,-6.2331e-06-8.6754e-05i,0.00071771+0.00082692i,0.0013262+0.0007018i,0.0011493-4.7573e-05i,0.00043722-0.00013166i,-0.0001999+0.00020939i,-0.00073012+5.7229e-05i,-0.00094093+3.492e-05i,-0.00062803+0.00057989i,-0.00054137+0.0006255i,4.6732e-05+6.1239e-05i,0.00061757+0.00036694i,9.2108e-05+0.00010444i,-8.4835e-05+0.00010344i,-0.0007051-0.00025607i,-0.00078471-0.00087048i,-0.00029083-0.00047511i
-0.00064329+0.00067288i,-0.000121+0.00053071i,0.00061075+9.9807e-05i,0.0013992+3.5427e-05i,0.00093146-0.00028772i,0.0001905-0.00017026i,0.00045928+0.00050449i,-4.3232e-05-4.6734e-05i,-0.00033946-0.00024045i,0.00056971+0.00071047i,0.00046982+0.00027003i,5.9485e-05-0.00084094i,-9.3461e-05-0.00015601i,-9.9593e-05-0.00050679i,0.00014616-0.00092266i,5.5542e-05-9.9445e-05i,0.0002073+0.00013722i,5.2062e-05+0.00021594i,-0.00043462+0.0005392i,-0.00072487+5.4917e-06i,-0.00054844-0.00028503i,-0.00060874-8.4527e-05i,-0.00032437-0.00025363i
0.0032409+0.0015503i,0.0028852+0.00082808i,0.00328+0.00047923i,0.0024162-0.0010807i,0.0003579-0.0025363i,-0.0012143-0.0020835i,-0.0012976-4.2045e-05i,-0.00055608+0.00048055i,0.00026018-0.00028119i,0.00011029-0.00031734i,-0.00026867-0.00020602i,-0.00017416-0.0002292i,-0.00012241+0.00024796i,-0.00020401+0.00050662i,0.00053873-8.167e-05i,0.00073354-0.00036441i,-0.00025066+0.00013905i,-0.00070505+0.00050724i,-0.0012525+0.00044436i,-0.0009326+0.00025323i,4.7415e-06-0.00037214i,-0.00028655-0.00097615i,-0.00042424-0.00094959i
0.0010876+0.0002046i,0.00098519-0.00033086i,0.0011148-0.0010516i,0.00086383-0.0021931i,0.00038338-0.0025277i,0.00018779-0.0016351i,8.6312e-05-0.00036841i,0.00023945+0.00045927i,0.00021953+0.00088708i,-0.00047217+0.00030666i,-0.00057918-0.0003096i,-0.00022437+0.00027174i,3.9037e-05+0.00038919i,-0.00018815+0.00040271i,-0.0005114+0.0007173i,-6.6457e-05+0.00010664i,0.00023524-0.0002235i,-0.00048051-1.5408e-05i,-9.2081e-05+0.00029394i,0.00066998+0.0009747i,0.00071284+0.00058959i,0.00058658-7.1976e-05i,-0.00015925-0.00046619i
-0.0027103-0.002878i,-0.0030436-0.0019246i,-0.0034513-0.00070402i,-0.0023652-0.00053181i,-8.3005e-05+0.00012494i,0.0014856+0.00023707i,0.0014211-0.00065481i,0.00059583-0.001012i,6.6944e-05-0.00058463i,0.00011055+0.00028941i,0.00035234+0.00051718i,0.00061828+0.0002926i,0.0014023+7.1351e-05i,0.0023119-0.00052006i,0.0014845-0.0003691i,0.00033985-0.00032375i,9.4583e-05-0.0010592i,3.9278e-05-0.0015143i,-0.0010264-0.0016617i,-0.0012035-0.00092026i,0.00016341+0.00038858i,0.00022393+0.00072377i,-0.00015542-0.00030874i
-0.00039785-0.00020455i,0.00050444+7.3998e-05i,0.00038104-0.00021081i,-0.0008106-0.0014289i,-0.0012046-0.0014482i,-0.0012363-0.00084057i,-0.0011174-0.00073576i,-0.00031571-0.00040124i,-0.00057621+0.00012433i,-0.00046163-0.00036432i,0.00022698-0.00034017i,0.00012664+0.00037453i,-0.0002716+6.1673e-05i,-9.2639e-05-0.00095435i,0.00026598-0.0011757i,0.00066595-0.0010836i,0.00099027-0.00058803i,0.00028857+0.00028188i,-0.00066836+0.00016485i,-0.0006997-0.00023998i,-0.00063169+3.9438e-05i,-0.00038797+0.00036255i,-0.00013468+0.00022197i
0.0010213-0.00061314i,0.0011853-0.0012824i,0.0011098-0.0020709i,0.0004577-0.0025649i,-6.6319e-05-0.0023449i,-0.0004582-0.0017413i,-0.00047794-0.0010512i,-0.00012651-0.00066335i,0.00069944+5.8851e-05i,0.0009781+4.981e-05i,0.00034133-0.00028233i,-7.5445e-05-0.00024434i,-0.0005778+2.9998e-05i,-0.00072464+0.00039712i,-0.00045416+0.00078592i,-0.00023849+0.00026069i,0.00011063-0.00033916i,-5.1246e-06+0.00023751i,-1.8527e-05+0.00065397i,0.00051269+0.00089368i,0.00086641+0.00054332i,0.0012448-0.0003449i,0.00035172-0.00078553i
0.0013644-0.00047255i,0.00058978-0.00036335i,-7.411e-05+0.00025796i,7.3195e-05-0.00045823i,0.00045973-0.0025401i,0.00046405-0.0028572i,6.3262e-05-0.00051596i,-0.00040416+0.00075155i,0.00023831+0.00036825i,0.00071921+0.00011098i,-5.9133e-05-0.00064868i,-0.00062468-0.00021188i,-0.00029744+0.0011511i,-0.00017702+0.00094411i,-0.0008735-0.00044182i,-0.00085466-0.00080764i,6.5375e-05-0.0010421i,0.00088486-0.0004504i,0.00094577+0.00043275i,0.00016898+0.00084334i,-0.00062376+0.0012138i,1.8891e-06+0.000586i,0.0013707+0.00014371i
0.002445-0.0012264i,0.0022499-0.0016234i,0.0015645-0.0015388i,0.0006392-0.0017429i,-0.0010677-0.0018455i,-0.0015554-0.00093896i,-0.00067811-1.4196e-05i,0.00061102+3.2251e-05i,0.0011038+0.00034272i,0.00032067+0.00047701i,0.0003533+0.00032094i,0.00037736+0.00052915i,-0.00035483+0.00068873i,-0.00016286+0.00041533i,-0.00028455-0.00011452i,-0.00050896-3.5055e-06i,-0.00051311+0.00043494i,-0.00022842+0.00058683i,0.00019749+0.00039752i,0.00035228-7.3365e-05i,0.00083269-0.00021408i,0.00057476+7.5959e-05i,0.00043277+1.2344e-06i
0.00019222-0.00013554i,-0.00032776+8.6785e-06i,-0.00023308-0.00075701i,0.0003259-0.0020528i,-0.00025571-0.0020612i,-0.0021886-0.0014014i,-0.0017092-0.00022136i,0.00017968-0.00018297i,0.00022411-0.0012373i,-0.00032232-0.0005234i,-0.00074072+0.00049443i,-0.00062264+0.0008514i,-0.00089593+0.00035873i,-0.00022792-3.2308e-05i,0.00032089-0.00016438i,0.00017172-0.00033396i,0.00055554-0.00064678i,0.00064197-0.00062687i,0.00052958-0.00018i,0.00024612-0.00045449i,-0.00028522-0.00033119i,-0.00055812+0.00077661i,-0.00018343+0.00034303i
0.0007363-0.00023743i,0.0005005-0.00024636i,0.001556-0.00095187i,0.0023277-0.0014324i,0.00093017-0.0013719i,-0.00023496-0.0011755i,9.6034e-05-0.00089575i,0.00080869+9.2055e-05i,0.00055766+0.00070931i,0.00012678+5.4936e-05i,0.00051933-0.00040976i,0.0005216-0.00038347i,-0.00013299-0.00031943i,-5.7305e-06+2.1596e-05i,0.00014702+0.00020594i,-0.00072252-0.00024006i,-0.0010473-0.00092572i,-0.00029553-0.0010408i,-0.00011801-0.00027527i,1.8692e-05+0.00025052i,0.0002149+0.00062077i,-0.00025485+0.00058257i,-0.00022637+0.00022976i
0.0012799-0.0015523i,0.0006317-0.0014686i,6.4422e-05-0.00058543i,0.00014814-0.00011225i,0.00041749-0.00025519i,-0.00082986+0.00013278i,-0.0012173+0.00030658i,0.00020446-0.00012577i,0.00082496-0.00071324i,0.0011078-0.00079754i,0.00045709-0.00015366i,-0.00081568+0.00041576i,-0.00089355+0.00067324i,-0.00065375+0.00021211i,0.0002195-1.5605e-05i,0.00069074-0.00010049i,0.00037659+0.00030086i,-0.00021015+0.0010857i,0.0004176+0.00071768i,0.00063001-7.3011e-05i,-0.00067248-0.00025935i,-0.0012694+0.00016731i,-0.00027213-0.00021408i
