-0.0027358+0.00051062i,-0.0014783-0.00030608i,-0.0026861+0.00044088i,-0.0021642+0.00074245i,-0.00092802+0.0011782i,0.00085374+0.00076594i,0.0014095-8.6159e-06i,0.00031865+0.00024987i,-0.00053049+0.00032592i,0.00061463+0.00056154i,0.0017713+0.0003617i,0.0013944-0.0010542i,0.0012693-0.0015772i,0.00092307-0.00092504i,0.00017277-0.00050981i,0.00047748+0.00025548i,0.00053254+0.00054315i,0.00065359+0.00048885i,0.00051896+0.00028306i,-0.00067359+8.3163e-05i,-0.0011793+0.00059618i,-0.00058865+0.0010165i,-5.7497e-05-0.00012238i
-0.00089695-0.0030505i,0.0063133-0.016426i,0.026388-0.035679i,0.047786-0.040659i,0.047684-0.020681i,0.039046+0.0035947i,0.042979+0.020995i,0.047174+0.025591i,0.038514+0.015259i,0.024414+0.0044865i,0.014512+0.0012127i,0.007798+0.00050312i,0.0013618-0.0018262i,-0.0042173-0.0064775i,-0.0079009-0.009848i,-0.0081868-0.0080703i,-0.0049387-0.0051192i,-0.0012655-0.0054855i,0.001284-0.0071874i,0.0048443-0.0064106i,0.0082799-0.0021413i,0.0073988+0.0010555i,0.0036747+0.002036i
0.0020164+0.0031714i,-0.0027135+0.016539i,-0.023489+0.042677i,-0.055038+0.06296i,-0.065262+0.051291i,-0.051826+0.021745i,-0.045049+0.0010312i,-0.044862-0.0022673i,-0.033981+0.004347i,-0.015765+0.0062215i,-0.005468+0.0023279i,-0.0021277-8.9479e-05i,0.0024269+0.0004788i,0.0065405+0.0028457i,0.0082458+0.0033852i,0.006914+0.00087125i,0.0030423+0.001064i,-0.00094502+0.0031969i,-0.0038147+0.0023274i,-0.0055037-0.0020477i,-0.005073-0.0048818i,-0.0031061-0.00413i,-0.0016172-0.0037299i
-0.0019619-0.0055031i,-0.0043114-0.016757i,0.0017035-0.041116i,0.021358-0.062643i,0.038265-0.056152i,0.044243-0.031569i,0.048566-0.015399i,0.044374-0.0099148i,0.028321-0.0047905i,0.01391-0.00068687i,0.0073635-0.00066541i,0.0033802-0.0016309i,0.00048516-0.00070465i,-0.002569+0.001145i,-0.0065909+0.0034775i,-0.0080288+0.0053747i,-0.0058321+0.0042318i,-0.0027351+0.0011881i,-0.00046598+0.0015222i,0.00041427+0.0034397i,0.0011047+0.0029124i,0.0015428+0.0011062i,0.00105+0.000587i
0.0030202-0.0014585i,0.013657+0.00055369i,0.027715+0.012954i,0.02913+0.03196i,0.0084804+0.039787i,-0.013307+0.034789i,-0.023497+0.032609i,-0.022986+0.032132i,-0.015436+0.026034i,-0.0076139+0.017756i,-0.0029927+0.012229i,-0.0014196+0.007945i,-0.00056468+0.0019784i,0.0015884-0.0049821i,0.0041754-0.010068i,0.0042876-0.012345i,0.0024687-0.0092748i,0.0022765-0.0034815i,0.0033411+9.2128e-05i,0.0028238+0.0027506i,0.00016524+0.004421i,-0.0019265+0.0038417i,-0.0015793+0.0019389i
-0.0010658+0.0013781i,-0.010574+1.8368e-05i,-0.032166-0.0096922i,-0.050776-0.029794i,-0.040932-0.042802i,-0.016094-0.037243i,-0.00018103-0.032612i,0.00099952-0.03628i,-0.0063808-0.032206i,-0.0087969-0.0181i,-0.0049157-0.008351i,-0.0015928-0.0039273i,-0.0017564+0.00092181i,-0.0020295+0.0046501i,-0.00075984+0.0075491i,0.00027552+0.0079857i,-0.00084625+0.0044843i,-0.0027456-0.00022435i,-0.0024274-0.0036754i,8.0304e-05-0.0048018i,0.0012594-0.0031505i,0.00050558-0.0010574i,0.00025261-0.0003243i
0.003321-0.0012273i,0.010026-0.0029282i,0.026072+0.0012302i,0.041126+0.017524i,0.035819+0.035658i,0.018225+0.040691i,0.010456+0.039155i,0.0096907+0.033552i,0.0060287+0.020913i,0.0013538+0.0096006i,0.001339+0.0046172i,0.0030312+0.001825i,0.0009349-0.0011487i,-0.0025801-0.0043141i,-0.0044918-0.0069485i,-0.0055899-0.0063785i,-0.0047948-0.0044357i,-0.0029596-0.0019013i,-0.0021351-5.9073e-05i,-0.001715+0.0004029i,0.00047132+0.00042433i,0.0027675+0.00038125i,0.0024066+0.0009844i
-0.0041764+0.00039723i,-0.00574+0.0060509i,-0.015166+0.015771i,-0.030161+0.015927i,-0.035894+0.000301i,-0.028499-0.014316i,-0.022517-0.017737i,-0.019004-0.016314i,-0.013877-0.012842i,-0.0091767-0.0080906i,-0.0064188-0.0042087i,-0.004402-0.0013425i,-0.00026343-4.4383e-06i,0.005468+2.423e-05i,0.0088511+0.00021038i,0.009253-0.00017532i,0.0070239-0.0011367i,0.0019948-0.00096368i,-0.001468+0.00023996i,-0.0023154+0.00022388i,-0.0036091-0.0015712i,-0.0040816-0.0020721i,-0.0036192-0.00091099i
-0.0011829-0.0040977i,-0.0020227-0.011075i,0.0018781-0.025907i,0.013998-0.036448i,0.024023-0.024795i,0.020952-0.0032626i,0.019789+0.0061509i,0.025586+0.003038i,0.026118-0.0032975i,0.017797-0.0067565i,0.0087568-0.0052442i,0.0037199-0.001674i,7.1643e-05+0.00080318i,-0.003881+0.0024687i,-0.006897+0.0030698i,-0.0072381+0.0028529i,-0.0045159+0.0018657i,-0.00011566+0.00074668i,0.0037918-4.7217e-05i,0.0045487-0.00031951i,0.0020042-0.0010877i,-0.00055001-0.0023222i,-0.0011439-0.0022114i
-0.0014277-0.0011698i,-0.0014675+0.0032082i,-0.0057218+0.014991i,-0.018346+0.028224i,-0.033075+0.026812i,-0.033655+0.013893i,-0.027198+0.0068825i,-0.022563+0.0067624i,-0.014275+0.0057248i,-0.0061797+0.0032418i,-0.0029688+0.0026495i,-0.0015207+0.0030486i,-0.00015323+0.0013631i,0.0015731-0.0015418i,0.0038893-0.0026306i,0.0043478-0.0029585i,0.002165-0.0029726i,-0.00018039-0.0016214i,-0.00087614-0.001001i,-0.00014735-0.00057515i,0.00056087+0.0018216i,0.00031865+0.0031866i,6.2892e-05+0.0029756i
-0.0016183-0.0060342i,-0.005455-0.0072074i,-0.01129-0.014966i,-0.0098052-0.024365i,0.0015211-0.023111i,0.011302-0.013642i,0.012392-0.010361i,0.0098065-0.010842i,0.0070605-0.0069798i,0.0045025-0.0018992i,0.0026012-0.0011827i,0.0010059-0.0020643i,0.00086641+0.00018779i,0.0022172+0.0042202i,0.0024048+0.0067937i,0.0033551+0.006121i,0.0046936+0.0028869i,0.0034273-0.00088532i,0.0010946-0.0023723i,9.6263e-05-0.0025931i,0.00083786-0.0036659i,0.0015077-0.0045734i,0.001615-0.0036991i
-0.0027045-0.0003215i,0.0028672+0.00026152i,0.013043+0.0032657i,0.018647+0.011879i,0.0090679+0.019965i,-0.0060086+0.016599i,-0.010802+0.01319i,-0.006647+0.016633i,-0.0018488+0.018318i,0.0016364+0.013733i,0.0024863+0.007075i,-0.000248+0.0030407i,-0.0030649+2.6564e-05i,-0.004929-0.0030295i,-0.0062273-0.0051499i,-0.0047336-0.0049926i,-0.0033193-0.0033357i,-0.0025341-0.00049315i,-0.00053723+0.0020006i,0.00066643+0.002578i,0.00016204+0.0013094i,0.00017306+0.00025635i,0.0012221-0.00021365i
0.0004301-0.001782i,-0.001785-0.002498i,-0.0098057-0.0052597i,-0.019574-0.012681i,-0.019973-0.021562i,-0.011031-0.021334i,-0.0057369-0.017783i,-0.0059407-0.017042i,-0.0060285-0.013394i,-0.0041774-0.0069875i,-0.0042009-0.0033448i,-0.0033797-0.0029794i,-0.00051188-0.0020781i,0.0021166-0.0011346i,0.0029127-0.00053623i,0.0011872+0.00068934i,-1.929e-05+0.0011108i,8.1313e-05+0.00029018i,4.3887e-06-0.0010212i,-0.00085162+4.4449e-05i,-0.0019952+0.0024563i,-0.0024849+0.0029148i,-0.0024066+0.0012277i
0.0021322-0.0013924i,0.0026118-0.0034143i,0.0057319-0.0055397i,0.010686-0.00076749i,0.0095717+0.010377i,0.0033911+0.013808i,0.0023131+0.0080568i,0.0037924+0.0031683i,0.0019518+0.0016916i,-0.00063697+0.001664i,0.00046965+0.0013052i,0.0019501+0.0014756i,0.00085289+0.0016772i,-0.0012652+0.0022759i,-0.0029212+0.0022088i,-0.001674+0.0016895i,0.001289+0.0023341i,0.0026486+0.0020475i,0.0021926+0.00069526i,0.002308-0.00099996i,0.0026661-0.0015897i,0.0024636-0.00053975i,0.0020231+0.00034596i
0.00026648+0.00079958i,-0.0014861+0.0021434i,-0.0047634+0.0062209i,-0.012322+0.0072696i,-0.017999-0.00030263i,-0.014177-0.0081736i,-0.0092995-0.0095058i,-0.010665-0.0081169i,-0.01271-0.0047487i,-0.0092712-0.00076263i,-0.0041775+0.00032307i,-0.0021803-0.0012803i,-0.00080512-0.0041376i,0.0009044-0.0074064i,0.0010482-0.0073297i,0.00049261-0.0045207i,-0.0003915-0.0028521i,-0.0024965-0.0024691i,-0.0030797-0.0010385i,-0.0022312+0.00047246i,-0.0014369+0.00040152i,-0.0011357+0.00049019i,-0.00048888+0.00040477i
2.2406e-05-0.0010755i,-9.613e-05-0.0033801i,-0.00057655-0.0097843i,0.0023201-0.015215i,0.0071777-0.011704i,0.0081826-0.0032395i,0.0085232-0.00064878i,0.011223-0.0016992i,0.011615-0.0022675i,0.0082209-0.0028961i,0.0043959-0.0030208i,0.0025163-0.0013364i,0.0030101+0.0012114i,0.0039472+0.0037096i,0.0022682+0.0034452i,-0.00065495+0.00039837i,-0.0020651-0.0013713i,-0.00080304-0.00089312i,0.0010089-0.00044452i,5.2727e-05-0.0010474i,-0.0016371-0.0019607i,-0.0020659-0.0019132i,-0.0017463-0.0014972i
0.001732-0.0038565i,0.00089647-0.004201i,-0.00043018-0.0028017i,-0.0061105+0.0022748i,-0.013008+0.0051589i,-0.011601+0.0025599i,-0.0041652+0.00036761i,6.7792e-05+0.00022493i,0.00015886-0.0009332i,-0.0010255-0.0015444i,-0.0019413+0.00062951i,-0.0024052+0.0024563i,-0.0026523+0.0019511i,-0.0025818+0.001544i,-0.00089606+0.0020867i,0.00075456+0.0028704i,0.00020941+0.0036652i,-6.4128e-05+0.0029835i,0.0011803+0.0014519i,0.001868+0.00050958i,0.0009962+0.00014177i,-6.0948e-06-5.7576e-05i,-0.00020737+0.00027437i
0.0002455-0.00018259i,-0.00099185-0.0021256i,-0.0034734-0.0069305i,-0.0046811-0.012016i,-4.6538e-05-0.012041i,0.0051694-0.0050045i,0.0065259-0.0019202i,0.0054425-0.0051898i,0.0028937-0.006332i,0.001161-0.0038702i,0.0015705-0.0019065i,0.0036092-0.0023146i,0.0058759-0.0016126i,0.0070024+7.9435e-05i,0.0061916+0.0006135i,0.0032751+0.00015221i,0.0014811-0.0015843i,0.0013304-0.003054i,0.00095833-0.002244i,0.00072676-0.00059632i,0.00030307-7.852e-05i,0.00012253-7.2653e-07i,0.00026373-0.0001203i
0.0015145-0.00054246i,0.0035759-0.0020149i,0.0056167-0.0035176i,0.0056199-0.0015218i,0.0002462+0.0034261i,-0.0057205+0.0049804i,-0.0049946+0.0049274i,-0.0030899+0.007505i,-0.0024322+0.0086481i,-0.001019+0.0059181i,0.00059624+0.0029487i,-2.5487e-05+0.0029095i,-0.0027044+0.0042417i,-0.0055405+0.0052787i,-0.0047853+0.0049535i,-0.0011724+0.00088595i,0.00059662-0.0030759i,0.0013637-0.0023298i,0.0018226+2.586e-06i,0.0025081-0.00098081i,0.002998-0.0019575i,0.0020689-0.0012438i,0.0013683-0.00027025i
4.8643e-05-0.00063405i,0.000391+0.00019167i,-0.00060111+0.00068914i,-0.0044818-0.0024553i,-0.0063641-0.0053373i,-0.0020707-0.0036826i,0.0012627-0.0010764i,0.0012363-0.000539i,0.00097869-0.00063348i,0.001315-0.0014248i,0.00025832-0.0021262i,-0.0012172-0.0034089i,-0.0015926-0.0047677i,-0.0026305-0.0046744i,-0.0030985-0.0023801i,-0.0026608+0.00026245i,-0.0024013+0.0018869i,-0.0023589+0.0026709i,-0.0020592+0.0030881i,-0.0012497+0.0024973i,-0.00051496+0.00083058i,0.00037166-0.00061429i,0.0006605-0.0013601i
-0.00046218-0.0022637i,-0.00041006-0.0041634i,-0.00029749-0.0052356i,0.00091578-0.0023626i,0.0015594+0.0038801i,-0.00048049+0.0078067i,-0.00024316+0.0059245i,0.0031929+0.0022668i,0.0039164+0.00019986i,0.0014835-0.00010589i,0.00096513+0.0014547i,0.0030202+0.0033113i,0.0034243+0.004318i,0.0023621+0.0043999i,0.0019961+0.0028493i,0.0013444+0.0015172i,-5.4266e-05+0.00066064i,-0.00093522+0.00042844i,-0.00088551-6.3974e-05i,-0.0015232-0.00056282i,-0.0032468-7.072e-05i,-0.0036012+0.00041883i,-0.0022932+0.00081914i
-0.0018323-0.00098109i,-0.0019479-0.00024975i,-0.002404+0.0024962i,-0.0041291+0.0042222i,-0.0060994+0.0011637i,-0.0048268-0.002542i,-0.0033251-0.0031976i,-0.0041619-0.0050826i,-0.0053438-0.0052109i,-0.0035466-0.0014966i,-0.0012774+0.0013538i,-0.0020948+0.00031962i,-0.0040009-0.0024077i,-0.004669-0.0045854i,-0.0046189-0.0045699i,-0.0026858-0.0024011i,-0.00010728-0.0008445i,0.00047895-0.00027445i,0.00025514+0.00070939i,9.5122e-06+0.0015376i,0.00021076+0.0017216i,0.0010405+0.001857i,0.0015356+0.0016547i
0.0025932-0.00068155i,0.0024668-0.0019602i,0.0010589-0.0046947i,-0.0017205-0.0069144i,-0.0037895-0.0041373i,-0.005024+0.001255i,-0.0032007+0.0028999i,-0.00053779+0.00271i,0.0010103+0.0025908i,0.0021467+0.0018987i,0.0023425+0.00052123i,0.0019238-0.0011041i,0.002421-0.0021155i,0.0027222-0.0026757i,0.00088753-0.0034303i,-0.0015168-0.002532i,-0.0031149-0.0016757i,-0.0034174-0.0018465i,-0.0030474-0.001142i,-0.0014848-0.00048211i,0.00059101-3.98e-05i,0.0011883+0.00024184i,0.0010775-7.7133e-05i
-0.0012904-0.0019773i,-0.001981-0.0011812i,-0.0028175-0.00080989i,-0.0050974+0.0001457i,-0.0073804+0.0014264i,-0.0070932-0.0010237i,-0.0048048-0.0026271i,-0.0019791-0.00066686i,0.00032718+0.00012909i,0.00063131-0.00024598i,-0.0012681+0.00088737i,-0.0032965+0.0028998i,-0.0033756+0.0033642i,-0.0019848+0.0023905i,-0.00029934+0.0015135i,-0.00021574+0.00093478i,2.6613e-05+0.00071411i,0.0002218+0.00071435i,0.00026672+0.00010507i,-0.00021227-0.0010271i,-0.0010515-0.0021792i,-0.00067975-0.0029329i,-0.0010259-0.0036197i
-0.00060516+0.00067232i,-0.00094458-0.00060882i,-0.0016613-0.0011723i,-0.0026804-0.0026731i,-0.0025053-0.0041703i,-0.00043707-0.0036971i,0.0018421-0.0030172i,0.0030779-0.0033386i,0.0029715-0.003046i,0.0019376-0.0018381i,0.00037003-0.00067973i,0.00017335-0.0014411i,0.00092591-0.0044238i,0.0023293-0.0065935i,0.0029532-0.0065436i,0.0019821-0.0051114i,0.00092736-0.0033864i,5.8325e-05-0.0021723i,-0.0016504-0.0010115i,-0.0021228+0.00068681i,-0.00146+0.0011004i,-0.001607+0.0012695i,-0.0016154+0.0022105i
0.0010678+0.0039663i,0.0032587+0.0012151i,0.0046461-0.00082791i,0.0041905-0.0027524i,0.0011983-0.0023643i,-0.0033886-0.0024319i,-0.0045676-0.0038771i,-0.0033094-0.0027252i,-0.0017674-0.00013594i,-0.00063582+0.001511i,0.00017795+0.0012181i,0.0009422+0.00090245i,0.00020407+0.0009906i,-0.00098324+0.002012i,0.00020805+0.0023553i,0.0014394+6.9657e-05i,0.0011042-0.0021133i,0.0013523-0.0019039i,0.0021598-0.0014601i,0.0022671-0.00078313i,0.0020508+0.00051357i,0.0020742+0.00036778i,0.0012935-0.00078284i
-0.0014791-0.00081474i,-0.00056467-0.0026499i,-0.00070691-0.003882i,-0.0031319-0.0049702i,-0.0043491-0.0056402i,-0.0016533-0.0041685i,0.00083677-0.0020799i,0.00070603-0.0011658i,5.8091e-05+0.00014878i,0.00060722-0.00028266i,0.00054793-0.0028144i,-0.0016992-0.0038354i,-0.0031903-0.0031288i,-0.0042025-0.0017177i,-0.0040311-0.00040901i,-0.002426-2.4774e-05i,-0.0011321+0.00015907i,-0.000545-0.00017307i,0.00011463-0.00075017i,0.00063862-0.00057094i,0.0010679-0.0007204i,0.0010977-0.0015018i,0.0011719-0.0020533i
-0.00014282-0.0014937i,0.00086111-0.0010504i,4.0551e-06-0.00053837i,-0.0016251+0.00022436i,-0.0030578+0.0018683i,-0.0040402+0.0024806i,-0.0012686+0.0025505i,0.0024957+0.00231i,0.002745+0.0021875i,0.0016712+0.00154i,0.0016854+0.0003678i,0.002076-0.00023916i,0.0021894+0.00038736i,0.0027152+0.00099037i,0.003792+0.00090473i,0.0043896+0.0010185i,0.0045905+0.00083099i,0.0034511+0.00025902i,0.0011919-0.0010374i,0.00023364-0.0014864i,3.961e-05-0.0011202i,-0.00070842-0.0015087i,-0.0014166-0.001114i
0.00058381+0.00031517i,0.0010759-0.00050115i,0.0013446-0.00031577i,0.00073181+0.00034093i,-0.00045374+0.0014673i,0.00018044+0.0017234i,0.0019011+0.00041635i,0.0025682-0.0021934i,0.0014761-0.002409i,0.00059273+0.00022171i,0.001648+0.0019011i,0.0015817+0.0010978i,0.00044068+0.00072593i,-0.0012285+0.0014457i,-0.0033471+0.0017334i,-0.0034359+0.0011116i,-0.0024272+0.0010195i,-0.0015795+0.0018028i,0.00045968+0.0024719i,0.0019833+0.0020664i,0.0005719+0.0018351i,-0.00082103+0.0018051i,-0.0002088+0.0013153i
0.00077057-0.0043803i,-0.00016039-0.0055117i,-0.0018596-0.0058118i,-0.0039224-0.0051535i,-0.0042097-0.0033598i,-0.0029877+0.0007634i,-0.0012552+0.0034474i,0.00071525+0.003476i,-5.1821e-05+0.0028927i,-0.0007978+0.0027875i,0.00093707+0.0018936i,0.0025241-0.00034151i,0.001868-0.001691i,-0.00028397-0.0017706i,-0.002724-0.0018595i,-0.0035724-0.0017936i,-0.0022967-0.0011287i,-0.00050815-0.00053013i,0.00079786-0.00043609i,0.00067554-7.1245e-05i,0.00057603+0.00044752i,0.00036794-0.00013443i,-0.00010112-0.001224i
-0.00044005+0.0020451i,-0.0010587+0.0017828i,-0.0024164+0.00088912i,-0.0040605-0.00039319i,-0.0061547-0.0011699i,-0.0067977-0.00031958i,-0.0048854+0.0017196i,-0.0030043+0.002839i,-0.0029041+0.0029i,-0.0030091+0.0026291i,-0.0010079+0.0025209i,0.00048278+0.0024412i,0.00033852+0.002557i,6.9221e-05+0.0021819i,-0.00075036+0.0023204i,-0.0015207+0.0037351i,-0.00098688+0.0041998i,0.00016922+0.0032064i,0.00059623+0.0018319i,0.00061989+0.00096514i,0.0009224+0.00022257i,0.00045505-0.00058291i,-0.00011113-0.0017068i
-0.0018033-0.0028686i,-0.0021365-0.002452i,-0.0037503-0.0017761i,-0.0048708-0.00056456i,-0.0052471+0.00080805i,-0.0034442+0.0028922i,-0.00095242+0.0036841i,-8.3652e-05+0.0029849i,-0.00043516+0.00096225i,-0.0021092+0.00035605i,-0.0030821+0.0016085i,-0.0013305+0.0022003i,-6.6518e-05+0.0014067i,-0.000781-0.0010558i,-0.0013672-0.0033447i,-0.0018012-0.0040271i,-0.0012293-0.0036611i,-0.0012747-0.0029101i,-0.0021588-0.0015923i,-0.0021466-0.00064172i,-0.0022609-0.0009453i,-0.0023597-0.00069755i,-0.0021436-0.00023796i
0.00097131-0.00067514i,0.0008691-0.0018248i,0.0015202-0.0036102i,0.0008306-0.0042752i,-0.0016209-0.0036145i,-0.0032471-0.0028882i,-0.0044794-0.0030273i,-0.005559-0.0028218i,-0.0048774-0.0021875i,-0.0038482-0.00097657i,-0.002645+0.00096152i,-0.00074316+0.0016326i,0.00060756-0.00083906i,0.00062988-0.0028084i,0.00011473-0.0027587i,0.00015224-0.002747i,0.00021448-0.0018169i,0.00045355+0.00039234i,-0.00012098+0.0012018i,-0.00051115+0.00014533i,0.00016092-0.00074773i,0.0008857-0.00042525i,0.0010316-3.5943e-05i
5.6047e-05-0.0014372i,-0.00074671-0.0035313i,-0.0016562-0.0044365i,-0.0039697-0.005062i,-0.0056973-0.0054611i,-0.0053932-0.005273i,-0.0040445-0.0053428i,-0.0034104-0.0048161i,-0.0031081-0.0037617i,-0.0024531-0.0027827i,-0.0025214-0.0022066i,-0.0025354-0.00074807i,-0.0025411+0.0015341i,-0.0026824+0.0022876i,-0.0024048+0.0019537i,-0.0025592+0.0010487i,-0.0029809+0.00012005i,-0.0015422+0.00043266i,0.00048653+0.00072554i,0.00094317+0.00085687i,0.00079618+0.0011685i,0.0010095+0.001182i,0.00083107+0.00014111i
0.0013107-0.00064059i,0.0016529-0.0011009i,0.0027577-0.0015982i,0.0012707-0.001798i,-0.0020959-0.0014999i,-0.0035914-0.001013i,-0.0019587-0.0011346i,0.00052617-0.0026029i,0.0019076-0.0030226i,0.0017442-0.0034148i,0.00015745-0.0038674i,-0.0024131-0.0023395i,-0.0021428-0.0019423i,-0.00040066-0.0026714i,0.0010847-0.002462i,0.0027562-0.0018531i,0.0033769-0.0010733i,0.0027115-0.0015544i,0.0011559-0.0021355i,0.00034594-0.0013719i,0.00073256-0.0007855i,0.00062163-0.00076939i,-0.00013048+3.6449e-05i
0.0032442-0.0013574i,0.0025324-0.0017512i,0.00091799-0.0031082i,-0.00083287-0.0033274i,-0.0028246-0.0024191i,-0.0019724-0.0023296i,0.001815-0.0040152i,0.0033775-0.0056548i,0.0025573-0.0056201i,0.0020982-0.0044138i,0.0014773-0.0031033i,0.00011361-0.0020142i,-0.00015936-0.00070544i,0.001019+0.0010258i,0.0022154+0.002423i,0.0024144+0.0020047i,0.00073819+0.00066918i,-0.00019744+0.0003977i,0.00012108+0.00033379i,0.00042347-0.00078929i,0.00033862-0.0013208i,0.00085269-0.00064425i,0.00079119-0.00039718i
0.0007627-0.0024721i,0.00098633-0.0031026i,0.0011353-0.0026168i,-0.0015544-0.0013293i,-0.0034329+0.00063241i,-0.0018263+0.00091954i,0.0018314-0.00039409i,0.0053885-0.0015698i,0.0056329-0.0019773i,0.0047037-0.0010603i,0.0039084-0.0011931i,0.0013735-0.0017517i,-0.00092983-0.00069346i,-0.0022924+0.00034586i,-0.0032367-0.00015689i,-0.003146-0.00061773i,-0.0020135-9.4742e-05i,-0.001767+0.00069806i,-0.0012723+0.0019166i,-0.00064264+0.0023963i,-0.00085361+0.0011983i,-0.00068708-0.00018058i,-0.00073841-0.00039434i
-0.00042714-0.00070404i,6.6536e-05-0.00052027i,-0.00016988-0.00016732i,-0.00072598-0.0010573i,-0.00028293-0.001775i,0.00026237-0.00042467i,0.001984+0.0013682i,0.0034774+0.0015435i,0.0042756+0.00032962i,0.0046221+9.1668e-05i,0.0043036-0.00044586i,0.0032051-0.001677i,0.0021844-0.0020013i,0.0020526-0.0014671i,0.0018263-0.00024569i,0.00083578+0.0012333i,-0.00013585+0.0017669i,-3.7055e-05+0.00040454i,0.00013984-0.00072643i,0.00034341-0.00067559i,0.00057332-0.00052061i,0.00072455-0.0001799i,0.00062451-0.00053565i
0.0022771-0.0013964i,8.8231e-05-0.0022666i,-0.0022626-0.0045449i,-0.0041977-0.0052756i,-0.0057131-0.0030644i,-0.003367+0.0013848i,0.0014408+0.0049983i,0.0041817+0.0055468i,0.0042798+0.0050854i,0.0034491+0.0035251i,0.0026534+0.002738i,0.0026432+0.0023683i,0.0016188+0.001982i,-9.4838e-05+0.0029235i,-0.00094452+0.0039986i,-0.00037518+0.0032266i,0.00080181+0.00055356i,0.00082993-0.0006237i,0.00056314-0.00052887i,0.0011829-0.0007687i,0.00088152-0.0005182i,0.00062587-0.00051224i,0.0010858-0.00086737i
0.0015776-0.0021957i,0.0019687-0.0030897i,0.00033676-0.0043352i,-0.0019817-0.0036554i,-0.0037074-0.00071272i,-0.0035785+0.0015729i,-0.0022301+0.002495i,-0.0013187+0.0036337i,-0.00094165+0.0038172i,-0.00081976+0.0037837i,0.00023962+0.0041046i,0.00072664+0.0036634i,-0.001337+0.0015221i,-0.0025273-0.00073632i,-0.0021685-0.0021557i,-0.0021382-0.0034091i,-0.0017286-0.0036363i,-0.0022242-0.0019108i,-0.0025291-3.5741e-05i,-0.0020605+0.0002047i,-0.0012697-0.00039674i,-0.00014634-0.00080081i,0.0011993-0.00011542i
-0.0016552-0.00109i,-0.00026532-0.00056849i,0.00057274+0.00073936i,0.0010651+0.0011468i,0.0009416+0.0012244i,-0.0010054+0.00043064i,-0.0033634+0.00063369i,-0.004018+0.002953i,-0.002721+0.0041741i,-0.0015695+0.0041173i,-0.0012547+0.0035168i,-0.00066628+0.0019562i,0.00050737+0.00089141i,0.0011806+0.00073468i,0.00056908+0.00038236i,-0.00023571-0.00047463i,-0.00055892-0.00091282i,0.00015606-0.00043315i,0.0015279-0.00024022i,0.0015625-0.00063224i,0.00063965+0.00026045i,0.00024178+0.00015904i,0.00082124-0.0014588i
0.0026491-0.0017505i,0.003448-0.0038706i,0.0034299-0.0050995i,0.0009401-0.0049815i,-0.0034793-0.003618i,-0.0053006-0.00073081i,-0.003935+0.0015124i,-0.0032827+0.001597i,-0.0033766+0.0018948i,-0.0024325+0.0024306i,-0.001778+0.0023237i,-0.0014372+0.0022663i,-0.001647+0.0016724i,-0.0032277+0.00070738i,-0.0035704-7.3486e-05i,-0.0018919+0.00093604i,-0.00051624+0.0022161i,0.00039759+0.0023581i,0.00091621+0.0019998i,0.00016666+0.00068576i,-0.00025292+0.00027262i,-3.2825e-05+0.00023179i,1.8942e-06+0.00010909i
-0.00033876-0.0016981i,-0.00029687-0.00062317i,-3.0798e-05-0.00041916i,-0.0020729+4.5662e-05i,-0.0049879-7.1008e-07i,-0.0050677-0.00082626i,-0.0041451-0.0024115i,-0.0047837-0.0040475i,-0.0051796-0.0030418i,-0.0046057-0.0012655i,-0.0039637-0.00051348i,-0.0027579-0.00014762i,-0.00068927-0.0008132i,0.0013392-0.0024185i,0.0023111-0.003269i,0.0020785-0.0033348i,0.0012603-0.0029656i,0.00047693-0.0024202i,-4.9756e-05-0.0024608i,-0.00049242-0.002587i,-0.0002103-0.0026976i,-0.00017487-0.001402i,-0.0013082+0.00032724i
-0.0015135-0.00078865i,-0.0026683-0.0005588i,-0.0037605+0.0016907i,-0.0034026+0.0033367i,-0.0028373+0.0032683i,-0.0020522+0.0020847i,-0.0013185-0.0013904i,-0.0012122-0.0042768i,-0.0026667-0.0036705i,-0.0035279-0.0022822i,-0.0025803-0.0013499i,-0.0013473-0.00092293i,0.00044405+0.00085312i,0.0010741+0.0025692i,0.00063005+0.0022619i,7.2265e-05+0.0014637i,0.00035625+0.00096953i,0.0014797+0.0021067i,0.0018684+0.002784i,0.0018078+0.0018942i,0.0012625+0.0008032i,0.0011781-0.00016583i,0.0011925-0.0006974i
0.00035972+0.00018204i,1.7204e-05-0.00042348i,-0.00061368-0.00090012i,-0.001839-0.0020822i,-0.0030253-0.003506i,-0.0020134-0.0039118i,-4.4134e-05-0.0033683i,0.00040278-0.0037719i,-0.00072325-0.0038447i,-0.0011941-0.002502i,-0.00045009-0.0011647i,-2.8758e-06-0.00062822i,-0.0007786-0.0007436i,-0.0022799-0.0016423i,-0.0027633-0.0023369i,-0.0024965-0.0015538i,-0.0023862+3.4487e-05i,-0.0024307+0.00035411i,-0.0023081+0.00020719i,-0.0012965+0.00063493i,-0.00038527+0.00068111i,-0.00034426-5.4524e-05i,-0.0010236-0.0010795i
