0.00050618+0.0007497i,0.00080333-0.00056732i,-0.00032266-0.00071976i,-0.0014858-0.0015729i,-0.0014534-0.0011808i,-5.8164e-05+9.8042e-05i,0.00081496+0.00078099i,0.00072789+0.0015462i,0.00051458+0.001833i,0.00048161+0.00053595i,0.00042466-0.00098913i,-0.00041274-0.0010026i,-0.0011553-0.00024638i,-0.00079693-0.0006251i,-0.00030894-0.00080876i,-4.4027e-05-0.00028299i,7.8787e-05-0.00083267i,-0.00017164-0.0014017i,-0.00046606-0.00085864i,-0.00067978-0.00045363i,-0.00039646+6.2683e-05i,0.00034315+0.00018705i,0.00027084+0.00050925i
0.0002537+0.00049653i,-0.0002951+0.00016168i,-0.0012444-0.00046682i,-0.0012557-0.0014565i,-0.00058444-0.0012169i,6.6884e-05-0.00062348i,-8.686e-05-0.00042917i,-0.00050708+0.00024891i,-0.00075408+0.0013546i,-0.00052409+0.0014412i,-8.8987e-05+0.00056941i,8.0578e-06+2.718e-05i,-0.0005914-0.00081237i,-0.00075827-0.0014786i,-0.00071394-0.00058147i,-0.00080638-0.00053747i,-0.00071749-0.0011297i,-0.00071317-4.7006e-05i,-0.00040445+0.00047758i,0.00042747+0.00036603i,0.00021204+0.00063446i,-0.00026112+0.00029845i,-0.00013422+0.00024301i
-0.00015632+0.0011122i,0.00037022+0.00059624i,0.0023822+0.00036586i,0.0029416-0.00018728i,0.0022132-0.0018073i,0.0015703-0.0023498i,0.00050309-0.0011708i,0.00040333-0.00019289i,0.00030277+0.00051954i,0.00026533+0.00028929i,0.00074292-2.7985e-05i,0.00040256-0.00012052i,-0.0011809-0.0006403i,-0.001604-0.0012204i,-0.0011659-0.00081702i,-0.0014359-0.0004852i,-0.00053697-0.00070785i,-1.5506e-05-9.2502e-06i,-0.00038446+0.00015807i,0.00030105-0.00031206i,-7.6108e-05-0.00041134i,-0.00075709-8.1804e-05i,-0.00059825+0.00050334i
-0.00046102-0.00070152i,-0.00066756+0.00031117i,-0.001872+0.0011609i,-0.0020907+0.0012517i,-0.00062716+0.00085589i,0.0011648+3.6376e-05i,0.0015338-0.00035141i,0.0012185+0.00023212i,0.00091334+0.00058648i,-0.00010464+0.00028038i,-0.0010315-0.00010844i,-5.5771e-05-0.00049831i,0.00059724-0.00066219i,0.00091999-0.00039602i,0.0011064+0.00012894i,0.00042673+0.00034439i,0.00048176+0.00015567i,0.0011103-0.00041997i,0.00085863-0.00069025i,0.00066938-0.00038593i,0.00093259-0.00067767i,0.00014005-0.00044225i,3.3405e-06-5.5946e-05i
-0.00045865-0.0025496i,-0.0018566-0.0027976i,-0.0020017-0.0030913i,-0.0004916-0.0028614i,0.00026314-0.0017033i,0.00039262+1.7755e-05i,0.000158-9.4362e-05i,0.00015498-0.00044467i,0.00022743-0.00033536i,0.00028111-0.00069033i,6.3991e-05-0.00029495i,-0.00011175+2.1309e-05i,9.5273e-05-0.00027529i,7.0605e-05-0.00043098i,-0.00033937+0.00027683i,-0.00055811+0.00042108i,-0.00041467-0.00042664i,0.00019808-0.00066455i,0.00067707-0.00039506i,3.3522e-05-0.00045017i,-0.00046694-0.00042969i,-0.0005757+0.00019485i,-0.0004126+0.00055412i
0.0016162+0.000743i,0.0019551+0.00023618i,0.0030326+0.00025605i,0.0020201-2.5288e-05i,0.0003602-0.0010432i,0.00017502-0.0014453i,8.5707e-05-0.00057352i,-0.00072708+0.00057303i,-0.0004433+0.0010885i,-0.00065204+0.00073671i,-0.00093623+0.00017868i,-0.00033681-1.7159e-05i,-0.00047054-0.00029239i,-0.0013456-0.00040133i,-0.0014619+0.00012624i,-0.0010147+0.00034039i,-1.5004e-05+8.7898e-05i,0.0009645+0.0003509i,0.00091632+0.00039653i,4.5123e-05+8.744e-05i,-0.0003177-0.00074442i,-0.0003418-0.00092244i,-0.00046296-0.00037704i
0.0010355-0.0016288i,0.001143-0.001404i,-6.1734e-05-0.0025774i,-0.0012799-0.0030334i,-0.00095108-0.0017993i,0.00021621-0.00024704i,0.00048881-0.00042144i,0.00027805-0.0011305i,-0.00010906-0.00068411i,-0.00013305-0.00053675i,0.00063198-0.00075567i,0.00021681-0.0005i,-0.0011144-0.00021302i,-0.00069738+8.9962e-05i,-0.00032191+0.0001478i,-0.00066936-0.00045096i,0.00014984-0.0005135i,0.00051075+0.00017114i,0.00045309+0.00036908i,0.00033733+0.00029825i,0.00069616+0.0010896i,0.0012196+0.00097151i,0.00052209-0.00027318i
0.0021191+0.00051341i,0.0024116+0.0001187i,0.0031321+8.7592e-05i,0.0029665+0.0011519i,0.0017381+0.00091267i,9.6622e-05-0.00040583i,3.543e-06-0.0008607i,0.0012197-0.00036714i,0.00083348+5.9038e-05i,0.00042881-0.00036976i,0.00015809-0.0013505i,-0.00077625-0.001251i,-0.00082583-0.0002815i,-0.00077278-1.5607e-05i,-0.0005631+9.6736e-05i,-0.00027887+0.000172i,1.3229e-05+0.00059508i,0.00091353+0.00061764i,0.00097587+0.00037014i,0.00025179+0.00074342i,0.00044937+0.00057668i,0.0010673+0.0005148i,0.0010596+0.0005577i
0.00039723+0.00090163i,0.00081658+0.00081546i,0.00073475-0.00017981i,-0.00014172-0.0012594i,-0.00050171-0.0014829i,-0.00056847-0.0015797i,-0.00047498-0.0015601i,-0.00076167-0.00074085i,-0.00070627-3.3541e-05i,0.00025902-0.0002841i,0.00068998-0.00032437i,0.00053053-0.00025681i,-4.6402e-05-0.00051534i,-0.00063484-0.00035912i,-0.00038097-0.00014875i,0.00019454+0.00019362i,-8.3031e-05+0.00044351i,0.00012614+0.00044759i,0.00081562+0.00089305i,0.00083339+0.0011408i,0.00023184+0.00094439i,-0.00018826+0.00065303i,-1.9945e-05+0.0002372i
-0.0024887-0.00082334i,-0.0030494-0.00014041i,-0.0023486+0.00032777i,-0.00062627+5.7118e-05i,0.00072245-0.00050961i,0.0010753-0.00087383i,0.0007435-0.0010496i,0.00044784-0.00075981i,0.00026612-0.00027972i,0.0002737-0.00021479i,0.00040559-0.00020526i,-8.6055e-06-0.00038002i,-0.00068281-0.0010193i,-0.00047456-0.0014285i,0.00046625-0.00044428i,0.00095993+0.00020089i,0.00096264+0.00014965i,0.00087062+0.00081414i,0.001148+0.00086554i,0.0011328-0.0001194i,0.00084652-0.00028343i,0.00039944-0.00018589i,-0.00026424-0.0002645i
0.00053106-0.00021606i,0.00061323-0.0013688i,1.0158e-05-0.0016568i,-0.0011265-0.0008185i,-0.00056326-0.00019528i,0.00053615-0.00068255i,0.0003276-0.00064719i,-0.00042185+2.8636e-05i,-0.00069716+0.00023785i,-0.00036276-4.9048e-05i,-0.00016207+0.00016469i,0.00012976+0.00054423i,0.00062725+0.00012637i,0.00018268-0.00013681i,-0.00057314-0.00078962i,-0.00016597-0.00030164i,0.00024702+0.00049415i,-0.00014369-6.8791e-05i,-3.4824e-05+7.8746e-05i,0.00022749+0.0010906i,0.00018687+0.00086397i,0.00040703+0.00042467i,0.00053956+0.00012467i
-0.00056393+0.0012638i,0.0003318+0.00070225i,0.00089209+0.00084942i,0.0014124+0.0005783i,0.0014693-0.00037075i,0.00082525-0.0013124i,0.00019035-0.0011877i,0.00023977-0.0004636i,0.00088945+0.00049414i,0.00051494+0.00098856i,-0.00020868+0.000693i,2.9636e-05+0.00072302i,0.00029049+0.00022947i,-0.000159-0.00087896i,-0.00074154-0.0014231i,-0.00047449-0.00078695i,0.00011226-7.2229e-05i,0.00032053-0.00044201i,0.00036164-0.00016313i,0.00075991+0.00012244i,0.0010008-0.000402i,0.00056731-7.1831e-05i,0.00014187+0.00018289i
-0.00021149+0.00037644i,-6.871e-06-0.00013116i,-0.00070451-0.00098973i,-0.0006848-0.00063724i,0.00019674+0.00014601i,0.00067874+0.00062758i,0.00072212+0.00087539i,4.0528e-05+0.0008617i,0.00018915+0.00068099i,0.00030711+0.00012305i,-0.00016237-0.0010628i,4.2704e-05-0.0014056i,0.00011187-0.00086718i,-0.0011478-0.00077485i,-0.0014305-0.00071062i,-0.00054421-0.00029899i,-8.8818e-05-0.00034325i,0.00011184-0.000571i,0.00052502+0.00044026i,0.00068283+0.00053377i,-6.1378e-05+0.00028441i,5.8051e-05+0.00074333i,0.00048869+0.0005856i
-0.001001+0.00046435i,0.00016699+0.00020642i,0.00033946-0.0006022i,0.00028839-0.0016476i,0.00041812-0.0017464i,0.00035555-0.0019363i,0.00039155-0.0010202i,3.8571e-06+0.00039518i,3.2397e-05+0.00033416i,0.00048086-0.00066862i,0.00029118-0.0007251i,-0.00098711-0.00092561i,-0.0013528-0.00060587i,-0.00063718-0.00031973i,-0.00057498-0.00088181i,-0.00040731-0.00030599i,-0.00021124+0.00039854i,-0.00071088-0.00048538i,-0.0015128-0.001244i,-0.0013202-0.0013716i,-0.0002381-0.00066152i,0.00047056-0.00010408i,7.8962e-05-0.00012862i
0.00082404-0.0020556i,-0.0012336-0.0025773i,-0.0023347-0.0009255i,-0.0018973+0.00064891i,-0.00050284+0.00027365i,0.00080299-0.0005579i,0.0010839-0.00076759i,0.00036398-0.00071541i,-0.00022749-0.00013634i,0.00032535+0.00062327i,0.00047928+0.0003072i,0.00039461-0.00051399i,0.00094746-0.00023508i,0.00072382+0.00057567i,4.7423e-06+0.00061836i,-0.00024631+2.5699e-05i,-0.00027289-0.00067234i,0.00029184-0.00076742i,0.00052857-0.00081731i,0.00029243-0.0010613i,-0.0005322-0.0007681i,-0.0011706-0.00042903i,-0.00084872+0.00021807i
0.003957+0.0004582i,0.0026716-0.0011537i,0.0023056-0.0027847i,0.000439-0.0029904i,-0.0010158-0.0024167i,-0.00059917-0.0013672i,0.0004139-0.00048263i,0.00095809+0.00041608i,0.0016879+0.00032677i,0.0015514-0.00060833i,0.00021953-0.00091159i,-0.0004459-0.00056277i,-0.00026668-0.00058495i,2.6009e-06-0.00018959i,6.49e-05+0.00036151i,0.00020255+4.7999e-05i,-9.8386e-05-0.00023562i,-0.00017236+6.0908e-06i,0.00022073+0.00051542i,0.00078717+0.00049163i,0.0017796+0.00035342i,0.0014969+3.7741e-05i,0.00033283-0.00064867i
-0.00053299+0.00060755i,0.00085413+0.00053584i,0.001423+0.0013205i,0.0015741+0.0013749i,0.0013711+0.00085271i,0.0012448-0.00018237i,0.0012204-0.00073679i,0.00060994+4.1817e-05i,0.0001486+0.00069651i,3.6636e-05+0.00080958i,1.7057e-05+0.00079254i,0.00034881+0.00088687i,0.00061784+0.00055443i,0.00028202-0.00010668i,-3.3713e-06-0.00074025i,-0.00025096-0.00098497i,-0.00042332-0.0011679i,-0.0010354-0.0016071i,-0.00093792-0.00096578i,0.00019663-3.3396e-05i,0.00042172-4.5975e-06i,-2.016e-07-0.00028966i,-0.00020713-0.00025446i
0.00087365+0.000172i,0.00030023+0.00018234i,-0.00020749+0.00049364i,-0.000572+4.0729e-05i,-0.00076776-0.00064633i,9.9575e-05-0.0010171i,0.00017236-0.0011262i,0.00016663-0.00055726i,0.00094519-3.9554e-05i,0.00084088-0.00049581i,0.00040146-0.00077246i,1.9138e-05+0.00051294i,6.6287e-05+0.0012046i,-6.8002e-05+0.0017194i,-0.00040453+0.0014448i,-0.00064709+6.9754e-05i,-0.00033034-0.00037125i,-0.00011879+1.7965e-05i,-1.1192e-05+7.242e-05i,-0.00045692-0.00033108i,-0.00016674-0.00027967i,0.00056624+0.0001139i,0.00072691+5.0303e-05i
0.0011967+0.0016862i,0.0016748+0.00097749i,0.0017504+0.00038698i,0.0011918-0.00054818i,0.00089591-0.001509i,0.00074194-0.0014001i,0.00018647-0.00041211i,0.00025508+0.0009855i,0.00043841+0.001502i,2.224e-06+0.00089504i,-0.00045213+0.00024108i,-0.0013692+0.00013921i,-0.0016672+2.2127e-05i,-0.0019213-0.00050665i,-0.0017216-0.0010154i,-0.0015107-0.0010265i,-0.001243-0.00030441i,-0.00060544+0.00035056i,-0.00019645+0.0007881i,0.00020076+0.0007865i,0.0010181+0.00041932i,0.00097338+1.1454e-05i,0.0003129-0.0003725i
0.00028067-0.0022002i,-0.001051-0.0014893i,-0.002529-0.00078492i,-0.0019674-0.00028221i,-0.0006243+0.00029257i,0.00078796+0.00022307i,0.00060293+0.00030413i,-0.00061146+0.00025998i,-0.00057666-0.00035352i,-0.00014024-0.0004861i,-0.00059041-0.00030479i,-0.0010201+0.0001793i,-0.00045562+0.00047682i,0.00094252+0.00035375i,0.0016592+0.0007867i,0.0015153+0.00080095i,0.0008877-0.00041463i,5.0446e-05-0.00061504i,0.0004216-0.00063509i,0.00022546-0.00088717i,-0.00033764-0.00069765i,-0.00025326-0.00083691i,-0.00020562-0.00080343i
0.0015883+0.00072902i,0.0016912+0.0010143i,0.0023994-0.00075141i,0.0012464-0.0026305i,0.00045269-0.0027769i,0.00020873-0.0022028i,-0.00061524-0.0015905i,-0.00067628-0.00039092i,-0.00017857+0.00065126i,-0.00050364+0.00059615i,-0.00048822+0.00049717i,-3.0602e-06+0.0011551i,-0.00046209+0.0010294i,-0.00097782+0.00066125i,-0.00064408+0.00015096i,-0.00039015+0.000323i,-0.0010153+0.00048436i,-0.0004468+0.00053063i,3.7628e-05+0.00071348i,-0.00049302+0.00045359i,-0.00042433-7.631e-05i,-0.00064514-0.00099099i,-0.00071623-0.0010473i
-0.00039277-0.00039697i,-0.00084191+0.00061286i,-0.00096832+0.0023125i,-0.00079894+0.0024076i,0.001031+0.0013448i,0.001897+0.00021045i,0.0010327-0.00083106i,0.00050861-0.0011492i,-0.0001905-0.00049204i,-0.00087182+0.00017761i,-0.00041941+0.00029111i,0.00030852+0.001349i,0.00017316+0.00087439i,-0.00029142-0.00098733i,-0.0006618-0.0013614i,-0.00058967-0.0011958i,6.3276e-05-0.00098864i,0.00067856-0.00064837i,0.0004414-0.00027044i,0.00024784-0.0003392i,0.00033814+3.6093e-05i,0.00022914+0.00020225i,0.00022951+0.00026447i
0.0023912-0.0016802i,0.0020976-0.0024862i,0.0011414-0.0035407i,-0.00053065-0.0027918i,-0.0017751-0.0015945i,-0.0013019-0.00067298i,-6.7819e-05+0.00020911i,0.00027274+0.00047731i,0.0004669+0.00048823i,0.00015818+0.00026523i,-0.00066304+2.7526e-05i,-0.00087481+0.00042943i,-0.0010033+0.00080091i,-0.0010947+0.0011588i,-0.00091856+0.00092242i,-0.00056534-0.00018289i,2.4091e-06-0.00050396i,0.00034389-0.00037144i,0.00011109-3.784e-05i,-0.00011992+0.00030146i,0.00040697+0.00047556i,0.00089281+5.4925e-05i,0.0008456-0.00063363i
-0.0003902+0.0030729i,0.00072792+0.0038904i,0.002249+0.0036711i,0.0021854+0.0020346i,0.0014483+0.00021033i,0.00088005-0.0011736i,-0.00024408-0.0024661i,-0.00026749-0.0011405i,2.5465e-05+0.00022942i,0.0001145-8.2943e-05i,-2.6088e-05+0.00025222i,-0.00047752+0.0003311i,-0.0012617-0.00025503i,-0.0014534+0.00012677i,-0.0010688+0.00043889i,-0.00032941+5.3853e-05i,0.00016798-1.4129e-05i,-0.00017834-0.00015022i,-0.00060473+0.00019745i,3.1123e-05+0.00057594i,0.0003888-1.7379e-05i,0.00024563-0.00039284i,-2.4883e-05-0.00042333i
-0.00058687-0.0033014i,-0.0016566-0.0024936i,-0.0031365-0.0029091i,-0.0026287-0.0022317i,-0.00047093+0.00018702i,0.0017199+0.0005843i,0.002395-0.00040909i,0.0017425+0.00015575i,0.00058858+0.00071602i,2.2152e-05+0.00063729i,0.00068023-3.7242e-05i,0.00092177-0.00032309i,0.00051193+0.000491i,0.00056827+0.00075617i,0.00075813-8.3732e-05i,0.0005561-0.00062694i,0.00054931-0.00030142i,0.001198-0.0003708i,0.0012748-0.00092239i,6.1071e-05-0.00073106i,-0.00067875+5.6112e-06i,-0.00066401-0.00024506i,-0.00034871-0.00046185i
0.0009198+0.0017218i,0.0011213+0.00035734i,0.0019574+0.0013164i,0.0020603+0.00079151i,0.0012828-0.0012962i,0.00055672-0.0016938i,2.6226e-05-0.00096834i,-0.00034731+0.00016359i,-0.00019073+0.00027989i,-0.00029166-0.00040278i,-0.00055199-0.00090147i,-0.00044438-0.0011566i,-0.0011698-0.00072919i,-0.0014369+0.0003422i,-0.00092697-2.4399e-05i,-0.00037937-0.0005957i,0.00070116-0.00029239i,0.00082893+0.00015162i,0.00025249+0.00047852i,0.00042536+0.00041538i,0.00071985+3.9283e-05i,0.00081252-0.00084345i,0.00059103-0.0015137i
0.00019998+0.00041707i,0.00010956+0.00036442i,-0.00072832+0.0011368i,-0.0013923+0.0012944i,-0.00047009+0.0013509i,0.00085528+0.00089216i,0.00039237+0.00042275i,-0.00019103+0.00043266i,0.00038295+0.00047657i,0.0007234+0.00024504i,0.00059703-0.00034258i,0.0008032-0.00033013i,0.00077452-0.00041694i,0.00033379-0.00023063i,0.00061465+0.00013354i,2.8978e-05-0.00034408i,-0.00072436-0.00038976i,-0.00046848+0.00030535i,0.00017898+0.00050037i,0.00080088+0.00099382i,0.0011497+0.00099328i,0.0014822+7.8267e-05i,0.0010286+0.00015557i
-0.0006745-0.0018876i,-0.0014739-0.0022886i,-0.0011598-0.002713i,-0.00038324-0.0021393i,-0.00051798-0.0010907i,-7.3762e-05-0.00089099i,0.00055715-0.00092483i,0.00049455-0.00054739i,-0.00013803-7.1768e-06i,-0.00055457-0.00028059i,0.00016486+0.00016932i,0.00068251+0.00074331i,-0.00024495+0.00046341i,8.9659e-06+8.1307e-05i,0.0013992+7.4818e-05i,0.0012712+0.00032025i,0.00063585+9.4249e-06i,0.00047962-9.0432e-06i,0.00015592-0.00039382i,-0.0001123-0.0011064i,-0.00040068-0.00015522i,-0.00044538+0.00086916i,6.2695e-05+0.0009337i
-0.0021589+0.00011777i,-0.0013853+0.001428i,-0.0015651+0.0028373i,-0.0019747+0.0028251i,-0.00078991+0.0018672i,0.00072655+0.00027459i,0.0001504-0.00064982i,-0.00076516-2.1876e-06i,-0.00019592+0.0001936i,0.00027627-0.00012336i,0.00018277-7.3662e-05i,0.00053965-0.00033936i,0.00054118-0.0013063i,-0.0002213-0.0017654i,-0.0004784-0.0012031i,-0.00048718-0.00061449i,-0.00028238-0.00025654i,0.00010213+0.0002279i,0.00064366+0.00013015i,0.00068494-0.00017712i,2.9539e-05+0.00049728i,0.0002096+0.00086399i,0.00038965+0.00043266i
0.00044534-0.00086849i,1.0496e-05-0.0010461i,-0.00083823-0.00087601i,-0.00083398-0.0010296i,0.00036964-0.00095184i,0.0017709-0.00090829i,0.0016419-0.00095288i,0.00018454-0.00037192i,-0.00051502+0.00028718i,-0.00025017+0.00055933i,0.0005027+0.00052085i,0.00042066+5.2111e-06i,-3.6452e-05-0.0008534i,0.0004465-0.00034948i,0.00058413+0.0010745i,0.00021021+0.00044631i,0.00059172-0.00097817i,0.00093505-0.00074784i,0.00055221+0.00032404i,-0.00057011+0.00033227i,-0.00058649+0.00010267i,-8.1786e-05+0.00024871i,4.3589e-05+0.00037971i
0.0035535+0.0017606i,0.0049274+0.0005392i,0.005174-9.4697e-05i,0.0034047-0.0011186i,0.0015267-0.0019413i,0.00019941-0.0022777i,-0.00069082-0.0011564i,-0.00050995-3.9407e-05i,0.0005904-5.6414e-05i,0.00085805+0.00043055i,-5.8317e-05+0.00013879i,-0.00063467-0.00039786i,-0.00084025+0.0002507i,-0.0013912+0.00082784i,-0.0018242-0.00062485i,-0.0010267-0.0011575i,-0.00046387-0.00038153i,-0.00095893+0.00039451i,-0.0010645+0.00072822i,-0.00057287+0.00098347i,-0.00042136+0.00070399i,-0.00012815-0.0002856i,0.00024824-0.00012862i
-0.0004477-0.0013313i,-0.00085024-0.00052566i,-0.0027066-0.00040193i,-0.0033959+5.3874e-06i,-0.0011658+0.00053168i,0.0011692-5.0843e-05i,0.0020258-0.00066469i,0.00098115+2.6104e-05i,-0.00064636+0.0003087i,-0.0010945-0.00027822i,-0.00052912-0.00075646i,-0.00040962-0.00017951i,0.0005004+0.00015706i,0.0019963-0.00049776i,0.0021078+0.0001309i,0.00054892+0.00099268i,-0.00076909+0.00068401i,-0.00026874+0.00011581i,0.00077765-0.00019176i,0.0006725-7.4214e-05i,-0.00016586-0.00010744i,-0.00081562-0.00028852i,-0.001116+0.00010516i
-0.0012544+0.00099362i,-0.00059218-4.3457e-05i,0.00061365-0.0011129i,0.0014053-0.0009332i,0.0013284-0.0013473i,0.0011766-0.0019016i,0.00091096-0.0018235i,0.00012704-0.0012131i,-0.0003898-0.00012407i,0.00024203+0.00035498i,0.00083139-9.6686e-05i,0.00073971-0.0010073i,-1.517e-05-0.00071928i,-0.00059157+0.00012156i,-0.00026032-0.00019559i,-0.00018855-0.00073024i,-0.00077558-0.0005365i,-0.001011-5.9067e-05i,0.00016274+0.00035819i,0.00034175+0.00047489i,-0.00043334+0.00066446i,0.00018904+0.00046198i,0.00038572+6.0291e-05i
-0.00098042-0.00017874i,-0.00021271+0.00053673i,0.0014939+0.0015194i,0.0022373+0.00089706i,0.0012907+6.1101e-05i,0.00076282-0.00033156i,0.0010974-0.00077125i,0.00064059-0.00048016i,0.00013711+0.00010881i,0.00045473+4.7284e-06i,0.00052132-0.00068244i,0.00044274-0.00086418i,0.00062856-0.00087658i,0.00057754-0.0016595i,1.1524e-05-0.00096268i,-0.00029961-0.00015925i,-0.000678-0.0006641i,-0.00020456-0.00036729i,0.0001233-0.00082547i,-4.6444e-05-0.00074884i,-0.00013902-6.6803e-06i,-0.00044857-0.00031608i,-2.483e-05-0.0011879i
0.0020792-0.0011017i,0.0022398-0.0010555i,0.0017987-0.00055058i,0.0011375-0.00025741i,0.0016662-0.00041705i,0.0024146-0.0018735i,0.0015721-0.0025847i,0.00081292-0.0010216i,-0.0002653+3.2782e-05i,-0.0011048-0.00079935i,-0.001051-0.0017197i,0.00043931-0.0012715i,0.00062849-8.6391e-05i,-0.00028496-0.00035453i,-0.00068699-3.7842e-05i,-0.0001695+0.00052532i,0.0005963-0.00041453i,8.7258e-06-0.00099757i,-0.00047263-0.00081593i,0.00013618-9.1223e-05i,0.00047992+0.00037332i,0.00020422+0.0010791i,-0.00015727+0.0016601i
-0.0003533-0.00018933i,1.7637e-05-8.5866e-05i,0.00046736-0.00070704i,0.00096726+9.6639e-05i,0.00094638+0.00031232i,0.00069917+0.00011669i,0.00037965+0.00015759i,0.00050794+0.0005848i,0.00072499+0.00061861i,3.6419e-05+0.00032119i,-0.00016904+0.00013581i,0.00032514+4.5648e-05i,0.00058257+0.00014616i,0.00044423-0.00041849i,-0.00036477-0.00016886i,-0.00057173+0.0005359i,0.00051946-9.4502e-05i,0.0010682-0.00054831i,0.00034802-0.00063631i,-0.00057551-0.00082111i,-0.0006499-0.0002541i,-0.00023841-0.00012847i,-8.8187e-05-0.00091653i
-0.0031247-0.001163i,-0.0032213-0.0008424i,-0.0032872-0.001187i,-0.003255-0.0010045i,-0.0013809-0.00071469i,0.00061544-0.00044595i,0.00076323-0.00096117i,-0.00018366-0.00081438i,-0.00019779-2.5096e-05i,-2.523e-05+0.00015981i,-0.00037911-9.0293e-05i,-3.4303e-05-0.00021732i,-0.00011982-0.00040017i,0.00012877-0.00077142i,0.00072543-0.00020253i,0.00083002+0.00038909i,0.00061202+0.00064939i,-7.5235e-05+0.0002157i,-0.00069454-0.00078888i,-3.8653e-05-0.00088924i,0.00061434-0.00065857i,0.00015639-0.00038892i,0.00028696-0.00024324i
-0.0015778-0.0010154i,-0.0011838-0.00049904i,-6.3613e-05-4.8082e-05i,0.00015581+0.00087022i,-0.00025453+0.00088256i,-0.00050971-0.00045457i,-0.00033221-0.0010326i,-6.9954e-05-0.00072872i,-0.00010733-0.00010708i,0.00010948+0.00016272i,0.00033339-0.00017537i,0.00010759-0.00036703i,0.00020217+8.1788e-05i,0.00024654+9.1535e-05i,-0.00083095-0.00053645i,-0.0014348-0.00029758i,-0.0015337-5.8739e-05i,-0.0013178+0.00031678i,-0.00058439+0.00091699i,-0.00072431+0.00052984i,-0.0011049-8.0201e-05i,-0.00027701-0.00059699i,0.00050579+2.4768e-05i
0.0026937-0.0012873i,0.0028067-0.0018652i,0.0023164-0.0026083i,0.0009716-0.0022912i,-0.00027194-0.0016509i,4.5288e-05-0.00056851i,0.00076639+0.00067525i,0.00016531+0.0010821i,0.00010223+0.00087191i,-0.0003369+0.00062864i,-0.00080478-0.00042354i,-0.00062182-0.0002943i,-0.00080822+0.00091086i,-0.0012469+0.0009369i,-0.00087092-9.3254e-05i,-0.00075537-0.00022779i,6.2801e-05+0.00045993i,0.0008574+0.00085347i,0.00083907+0.00042056i,0.00075502+4.712e-05i,0.00069305-0.00025955i,0.00055301-0.00062416i,0.00012733+0.00030668i
0.00049795-0.00083475i,0.00020575-0.00071412i,-0.00061594-0.0015466i,-0.0014644-0.0015428i,-0.00089687-0.00057303i,0.00082925+0.0002788i,0.00054513-1.7137e-05i,-0.00012197-0.0010138i,-0.00014309-0.00038964i,-0.00068799+0.0002217i,-0.0012788-5.9363e-05i,-0.0003407+9.2863e-05i,0.0010852+0.00065846i,0.0013474+0.0010128i,0.00089672+8.0264e-05i,2.9931e-05-0.00048907i,-0.00042344+0.000451i,-5.3291e-05+0.0011592i,6.9816e-05+0.00088947i,0.00026752+0.00024132i,0.00039317+0.0002819i,-0.00014292+0.00051809i,-0.00054513+0.0010573i
-0.00056436+0.00019968i,0.0009865+0.0008831i,0.0017879+0.0013629i,0.00156+0.0021769i,0.00095256+0.0019743i,0.00053006+0.0012214i,0.00039685+0.00042316i,0.0004147+2.9893e-05i,0.00031835-0.00034563i,0.00013341-0.00041778i,-0.00016871+0.00011866i,-0.00017814+0.00035757i,-0.00049723+0.00036454i,-0.00047136-0.00027418i,-0.00012315+0.00022832i,-0.00057886+0.0014662i,-0.00060953+0.0012777i,-0.00011123+0.00015245i,0.00021199-0.00037053i,-1.2956e-05-0.00059746i,-0.00037737-0.0013008i,-6.7561e-05-0.0011691i,0.0003187-0.00051732i
-0.00059285-0.000436i,-0.00030152-0.00062768i,0.00042822-0.00048475i,0.00096528-0.00029664i,0.0012072-0.00056461i,0.0012088-0.0014317i,0.00071574-0.0017299i,0.00038997-0.00082586i,9.2718e-05-8.3383e-05i,-0.00027679-0.0002722i,-0.00036926-0.00078747i,0.00010222-0.00044843i,0.00060916+0.00031341i,0.0004807+4.2682e-07i,0.00022066-0.00065126i,-0.00032991-0.00010946i,-0.00023385+6.3864e-07i,0.00070812-0.00057441i,0.00083882-0.00057095i,0.00071709-0.00019029i,0.001019+0.0002528i,0.00054956+0.00036776i,0.00018191+0.00060977i
0.00095101+6.4276e-06i,-0.00012036+0.00039012i,-0.0011714-0.00025751i,-0.0013561-0.00091042i,-0.0012671-0.00048281i,-0.00060817+0.0001791i,9.965e-05+0.00027373i,-0.00030671+0.00020092i,-0.00064544+0.00026948i,3.8254e-05+0.00066296i,0.00044482-6.5563e-05i,0.00079443-0.00074036i,0.001058-0.00032899i,0.00061987+0.0005627i,8.9044e-05+0.00030132i,-0.00035247-0.00058839i,-8.2224e-05+0.00038872i,-0.00012753+0.0008012i,2.0183e-05-0.0002725i,0.00056982-0.00071355i,0.00078772-0.00075101i,0.00083854-3.3499e-05i,0.00059953+0.0012713i
0.00035242-0.001912i,0.00068179-0.00025396i,0.00010398+4.2833e-05i,-4.5747e-05+0.00044355i,0.00030297+0.0012847i,0.00093684+0.00098909i,0.00091065+0.0001887i,6.2267e-05-2.2727e-05i,-0.00026444+0.00033445i,-0.00031072+0.00031165i,-0.00017687+0.00031997i,0.0002851+0.00082194i,0.00075276+0.0005698i,0.00059658+0.00041496i,-9.1554e-05+0.00027986i,-0.00048202-0.0002992i,-0.00013585-0.0006033i,6.2798e-05-0.00070301i,0.00026904-0.0001462i,-1.9594e-05+0.00012114i,-0.00053193-0.00043421i,-0.0003229-0.0002074i,-0.00035199+0.00033746i
