0.00050618+0.0007497i,0.00080333-0.00056732i,-0.00032266-0.00071976i,-0.0014858-0.0015729i,-0.0014534-0.0011808i,-5.8164e-05+9.8042e-05i,0.00081496+0.00078099i,0.00072789+0.0015462i,0.00051458+0.001833i,0.00048161+0.00053595i,0.00042466-0.00098913i,-0.00041274-0.0010026i,-0.0011553-0.00024638i,-0.00079693-0.0006251i,-0.00030894-0.00080876i,-4.4027e-05-0.00028299i,7.8787e-05-0.00083267i,-0.00017164-0.0014017i,-0.00046606-0.00085864i,-0.00067978-0.00045363i,-0.00039646+6.2683e-05i,0.00034315+0.00018705i,0.00027084+0.00050925i
0.00042795+0.00060386i,0.00052891+3.4871e-05i,0.00081196-0.0015802i,0.00039601-0.0013982i,0.00020296+0.0001556i,0.0010994+0.0007006i,0.0016821+0.00040839i,0.0012553+0.00033215i,0.0002123+0.00059733i,-5.0393e-05+0.00024945i,0.0003919+0.00023469i,0.00060571+0.00036517i,-7.0913e-05-0.00020693i,-0.0008574-0.00029644i,-0.00087378+0.00025442i,-0.00040892+0.00011962i,0.00057308-0.00051437i,0.00080228+0.00016844i,0.00069565+0.00032279i,0.0006626-0.00053061i,0.00036463-0.00050664i,0.00045703+0.00040713i,0.00038733+0.00043795i
-0.00020408+0.003249i,-0.0011404+0.0025769i,-0.00024+0.0014473i,8.8931e-05+0.00025961i,-0.00088869-0.0011259i,-0.0012263-0.0016881i,-0.00050387-0.00075164i,-0.00028818+0.00059079i,-0.00013849+0.00062025i,0.00014313-0.00051239i,0.0003516-0.0011334i,-0.00023446-0.0011243i,-0.00016662-0.0006816i,-0.0004818-0.00026957i,-0.0011212+3.8775e-05i,-0.0011868+0.00046893i,-0.00058856+0.00024662i,0.00046775-9.4145e-05i,0.00060283+3.336e-05i,9.5517e-05+0.0006329i,8.2157e-05+0.00073744i,0.00047764+4.9337e-05i,0.00089078-0.00041462i
-0.0022675-0.0010279i,-0.0005111-0.00052385i,0.0013082+0.00065534i,0.001905+0.0018682i,0.0019223+0.0018921i,0.0021501+0.00090854i,0.0015431-0.00031231i,0.00087085-0.00082392i,0.00072896-0.0011082i,0.00045037-0.000347i,0.00036663+0.00036177i,0.00032557-0.00029835i,0.00030076-0.00046293i,-9.5217e-05-2.0516e-05i,-0.00068829-0.00027887i,-0.0011991-0.0004094i,-0.00073474-0.00023033i,0.00062319+0.0004642i,0.00063482+0.0011867i,0.00040189+0.0010235i,-9.9968e-06+0.00060227i,-0.00062242+0.00027727i,-7.2136e-05-0.00041178i
0.0013257-0.0014495i,0.00026216-0.0013294i,-0.00026196-0.0027101i,-0.00061569-0.0033852i,-0.0008101-0.0032257i,-0.0012547-0.0015847i,-0.0011366-0.00049918i,-0.00047168-2.3062e-05i,0.00018277+0.00061763i,0.00043846+0.00016546i,0.00065422-0.0002477i,0.00094534+0.0001143i,0.00057925+0.00075798i,0.00042009+0.0014131i,2.1004e-05+0.0011552i,-0.00037722+0.00021713i,0.00010738+0.00025627i,0.00014263+0.0011387i,5.0444e-05+0.00071057i,0.00036942-0.00089192i,0.00044967-0.0013143i,2.237e-05-0.00090266i,-0.00038683-0.00024966i
-0.00095318-0.00092424i,-0.0019484-0.00061325i,-0.0027195-0.00035808i,-0.0023473-5.5477e-05i,-0.0014742+0.00027746i,-0.00033624+0.00033049i,0.00064383-3.5183e-05i,0.00089297-0.00052347i,0.0010518-0.00037028i,0.00083987-7.9985e-05i,6.0063e-05+0.00059697i,-0.00030917+0.00055732i,-0.00014034-9.9432e-05i,0.00014209+3.7467e-05i,0.00050006+0.00050073i,9.4874e-05+0.00056458i,-0.00064915+0.00082925i,-0.00027806+0.00071079i,0.00043433-9.1078e-05i,0.00084746-0.0001198i,0.00028734-0.0005983i,0.00011296-0.00063361i,0.00067272+0.00030454i
0.0013581+0.00026767i,0.0020699-0.0013513i,0.002218-0.00097309i,0.0017055+0.00035437i,0.0020012-7.0481e-05i,0.0020671-0.000994i,0.00048144-0.00025457i,-0.00042505+0.00069889i,0.00027165+0.0010217i,0.0011653+0.00079019i,0.0012555-0.00016921i,2.3958e-05-0.00036994i,-0.00057951-0.00068104i,-0.00054861-0.0011152i,-0.00068531-0.00087241i,-0.00060046-0.0006025i,6.3277e-05-0.00015719i,4.4628e-05+1.8326e-05i,9.519e-05-0.00016666i,0.00058052+0.00046839i,-0.00012583+0.00049105i,-0.001035+4.3806e-05i,-0.0012223-0.00039412i
-0.0010303+0.0017235i,-0.0001136+0.0022396i,0.0008798+0.0021219i,0.0019167+0.00035675i,0.0015562-0.0010629i,0.00070402-0.0013583i,0.00036087-0.0012918i,-0.00020803-0.000959i,-0.00015735-0.0002731i,6.7752e-05+0.00038172i,-7.8746e-05-0.00027335i,0.00030566-0.00052158i,0.00032181-0.00025395i,-0.00088869-0.0007274i,-0.001607-0.0014097i,-0.00098535-0.00087i,-0.00052588+9.6383e-06i,-0.00013848+0.00034633i,0.00053191+0.00010794i,0.000608-0.00010165i,0.00060849+0.00012709i,0.00051162+0.00025901i,0.00059987+0.00013557i
-0.00087958-0.0018053i,-0.0030692-0.0008479i,-0.0038689-0.0007941i,-0.00314-6.8893e-05i,-0.0014055+0.0012483i,0.00040821+0.0015569i,0.0011436+0.0013332i,0.00028018+1.2206e-06i,-0.00033831-0.00065299i,-0.00058304+0.00042258i,-0.00065893+0.00071518i,-0.00031649+3.7486e-05i,9.2478e-05+0.00026433i,0.0002709+0.00080037i,4.4516e-05+0.00063197i,6.6006e-05+0.00032402i,0.00023864-2.4434e-05i,-0.00031912-0.00010646i,-0.00013869-0.00043407i,0.0006809-0.00060176i,0.000814+0.00013879i,0.00023312+0.00071287i,-7.5493e-05+0.00036407i
0.00040112+5.4268e-05i,0.00085117-0.00060913i,0.0005474-0.001264i,-0.00060107-0.0013286i,-6.8184e-05-0.0013412i,0.00016209-0.00081837i,-3.2897e-05-0.00048144i,-0.00020791-0.00063718i,-0.0006593-0.00059527i,-0.00042079-0.00087833i,-0.0004873-0.00063336i,-0.00077851-0.00048355i,-0.00065044+5.9253e-05i,-0.00066132+0.00033752i,6.7282e-05+0.00050031i,0.00036238+0.00066088i,-9.3195e-05+0.0008823i,-0.00059471+0.00078703i,-0.0003686-0.00043087i,0.00029557-0.00094995i,0.00028209-0.00071024i,-0.00019842-0.001128i,-0.00057598-0.0011937i
-0.00097275+0.00071i,-0.00081528+0.00065935i,0.00082799+0.0015054i,0.0027593+0.0016336i,0.0022978+0.0013999i,0.0016265+0.00037852i,0.0014452-0.00029106i,0.00043128-0.00011791i,-0.00013303+0.00010532i,1.091e-05+0.00056779i,0.0003263+6.1804e-05i,0.00036829-0.0005988i,0.00032571-0.00073738i,0.00041722-0.00065212i,0.00022008-0.0005776i,-4.9662e-05-0.0011461i,-0.00074953-0.0010801i,-0.0010175-0.00028029i,-0.00088878-1.9126e-05i,-0.0010604-0.00016383i,-0.00078239-0.00024438i,0.00043419+0.00054668i,0.00064091+0.00036522i
0.0013294+0.0013623i,0.001511+0.0015927i,0.00097431-0.00026886i,0.00060286-0.0011273i,0.00060235-0.00069171i,0.00088009-0.00081618i,0.00054421-0.00082906i,-0.0002153-6.5702e-05i,0.00039668+0.0011496i,0.00015069+0.0018321i,-0.0010023+0.0012872i,-0.00089687+0.0001354i,0.00014193-0.00010663i,8.1007e-05+0.00061331i,-0.00025026+0.00066406i,0.00029792-0.000292i,8.2032e-05-0.0013503i,-0.00051089-0.00076836i,-0.00084055+0.00014004i,-0.0005608+0.00015545i,2.9706e-05+6.2619e-05i,0.00027237+0.00029914i,-0.00027523-0.00017141i
0.00017607+0.0016903i,0.0015774+0.0018186i,0.0017503+0.0013834i,0.00017919+3.4222e-06i,-0.0010654-0.0012647i,-0.00093845-0.00066151i,-0.00068684+0.0004434i,-0.00073458+0.00081504i,-0.00032796-0.00021089i,0.00010781-0.0009139i,0.00019651-5.8933e-05i,-7.7039e-05+0.0010717i,-0.00038106+0.0012778i,-0.00084373-0.00013357i,-0.00092644-0.0010994i,-0.00090782-0.00094433i,-0.00059768-0.00051333i,-0.00015129+0.00056661i,-0.0001276+0.0013219i,-7.0981e-05+0.0014977i,0.00030749+0.0012466i,0.00035048-8.3946e-05i,0.00026502-0.0004977i
-0.0014166-0.0045004i,-0.0031572-0.003437i,-0.004322-0.0020086i,-0.0030917-0.0002333i,-0.00098432+0.0011837i,0.00063279+0.0012106i,0.0010204+0.00015362i,0.00067348-0.00040534i,0.00070645-0.00025056i,0.00042109+7.4008e-05i,-9.6579e-05-6.668e-05i,0.00038331-0.00056354i,0.0002657-0.00059625i,0.00042768-0.00020168i,0.001124+0.00048939i,0.0010244+0.00020493i,0.0005918-0.00062029i,0.0004877-0.00027014i,0.00033475-0.00013223i,-0.00051942-0.00068912i,-0.00097318-0.00078624i,-0.0003118-0.00044984i,-4.0402e-05+0.00011626i
0.0022305-0.0010363i,0.0030139+0.00040881i,0.0017231+0.0010654i,0.0015502-0.00042802i,0.0020583-0.0011919i,0.0012686-0.00046805i,-2.9228e-05-0.0010155i,2.2533e-05-0.00099044i,0.00090292-0.00035376i,0.0012157-0.00013634i,0.00066507-0.00020242i,0.00051669-0.0010041i,0.00034244-0.0012581i,1.4036e-05-0.00065716i,-6.8603e-05+1.0463e-05i,-0.00051322+3.5805e-05i,-0.00071486+0.00032638i,-0.00072873+0.00083684i,-0.00085008+0.00045444i,0.0002836-0.00050615i,0.0011172-0.0014188i,0.00041133-0.00093296i,-4.6797e-05+0.00049649i
0.0021314+0.0018151i,0.0017068+0.0010143i,0.0015396+0.00047128i,0.00065659+0.00019169i,-0.0009216-0.00063794i,-0.0010632-0.0015769i,0.00010312-0.0013511i,0.00033367-0.00019064i,4.1849e-05+0.00026907i,8.3755e-05-0.00050204i,4.2847e-05-0.00084647i,-0.00012623-0.00080912i,-0.00081882-0.00029021i,-0.00097766+2.8034e-05i,-0.00058683+1.377e-05i,-0.00025517+0.00043764i,-0.00019971+0.00027737i,0.00042938-0.00029443i,0.0010367-0.00042962i,0.0008779-0.00025598i,0.00054876-0.00014253i,0.00012396+0.00017646i,0.00059236+0.00072338i
0.00083661-0.0021471i,-0.00029886-0.0018957i,-0.0019834-0.00241i,-0.0020563-0.0026348i,-0.00065962-0.0007674i,0.00064637+0.00069358i,0.00054931-0.00012389i,5.5825e-05-4.3691e-05i,-0.00036923+0.00023i,0.00012794-0.0001468i,0.00095182-0.00017369i,0.00011057-0.0001267i,-0.00028921-0.00030045i,9.0623e-05+8.9301e-06i,-5.2091e-05+0.00033226i,-6.7173e-05-0.00020584i,6.0829e-05-0.00071979i,6.4554e-05-0.00036339i,0.00030632+0.00049876i,0.00049261+0.0010733i,0.0010815+0.00046369i,0.0012855+0.00023816i,0.00077831+0.00054973i
-0.0016183+0.0017545i,-0.0013914+0.0021898i,8.2149e-05+0.0021921i,0.0010768+0.00092934i,0.00080718-0.00013271i,0.0012221-0.00057375i,0.0011863-0.00019873i,0.00051388+0.0002886i,-0.00013535-0.00021486i,-0.00021949+0.00017093i,-0.00056291+0.00095463i,-0.00033826+0.00046574i,0.00010009-0.00037195i,-0.00027396-0.00067197i,-0.00011431+0.00036524i,0.00024198+0.00083774i,0.00020664+0.00010022i,-0.00036414+3.4873e-05i,-0.0005211+3.5556e-06i,-0.00030063-8.1745e-05i,-0.00077305-6.2442e-05i,-0.00073918-0.00028811i,-0.00055808+6.6115e-05i
-0.00052458-0.0013493i,0.0003443-0.0038439i,0.00060519-0.0040843i,-0.00033725-0.0031892i,-0.00020685-0.0017582i,0.0011802-0.00051819i,0.0010274-0.00062109i,3.762e-05-0.0002001i,0.0003527+0.00043537i,0.00057877-0.00032082i,0.00050796-0.00090467i,0.00054388-0.00095213i,0.00034262-8.3186e-05i,0.00033222+0.00049535i,3.7811e-05-0.00070161i,-0.00042965-0.0012585i,-0.00075973-0.00071988i,-0.00021415-0.00027454i,0.00021843-0.00047521i,8.6558e-05-0.00056089i,4.7926e-05-0.00042664i,0.00044834-0.00055157i,0.00080673-0.00075554i
0.0002561+0.0010882i,0.0011014+0.00073144i,0.00093994+0.0014979i,0.0014809+0.0021041i,0.0016124+0.00126i,0.0014193-0.00044603i,0.0014825-0.0013003i,0.0010151-0.0004425i,0.00028958+0.00035904i,0.00024856+0.00040244i,7.9429e-05-0.00012654i,-0.00032624-0.00084596i,3.0884e-05-0.0012975i,0.00050543-0.00069633i,0.00069681-0.00027424i,0.00064356+0.00031597i,-0.00064604+0.00051997i,-0.00053816-6.2994e-05i,6.3394e-05+0.00024219i,-5.702e-05+0.00050837i,0.0002354-6.3155e-05i,0.00011683-0.00055389i,-2.4844e-06-0.00060784i
0.0021781+0.00025351i,0.0020304+0.0013865i,0.00075566+0.0012473i,-0.00019253+0.00029261i,-0.00017766-1.3397e-06i,0.00023064-0.00016312i,0.00052209-8.0028e-05i,0.00040856+0.00089108i,0.00042149+0.00090239i,0.00080717-0.00030049i,0.00039546-0.0003302i,-0.00025797-0.00079323i,-0.00032507-0.0010672i,-0.00036683+0.00038535i,-0.00076521+0.00066247i,-0.00018893+9.1953e-05i,0.00091777+0.0004135i,0.00027757+0.00069423i,0.00013049+0.00041569i,0.00056581+4.7608e-05i,0.00050448-0.00024575i,0.00054784-0.00067813i,0.00088134+0.00013385i
0.00010037+0.00023988i,-5.3449e-05-0.0015847i,-0.00028461-0.0032194i,-0.0012086-0.0026931i,-0.0022237-0.00096576i,-0.0010931-0.00055461i,0.00048681-0.00040791i,0.00070621+0.00026029i,7.8362e-05+0.00060515i,-0.00051166+0.00036165i,-0.00050623+0.0001548i,-0.001079-0.00015819i,-0.00075873-0.00048005i,0.00037441-0.00058171i,0.00053421-0.0002619i,0.00013073+0.00066206i,0.00046139+0.00065187i,0.00051918+0.00045053i,0.00018136-3.9696e-05i,-6.191e-05-0.00042367i,-0.00083017-0.0006327i,-0.00063846-0.00093852i,3.4917e-05-0.0010937i
-0.0027247-0.0020528i,-0.0026042-0.0018185i,-0.0021686-0.00062821i,-0.0012408+0.00052539i,-0.00044167+0.00019804i,-0.00078012-0.0011134i,-0.00068847-0.0020667i,-0.00052185-0.0015133i,-0.00022907-0.00051111i,9.2144e-05+0.00031502i,0.00059469+0.00050184i,0.00087266+0.00039782i,0.00074284-0.00018998i,0.00085305-0.00057283i,0.0012545-0.00040413i,0.00092572+0.00044002i,0.00032386+0.00095267i,0.00027997+0.00087714i,0.00024924+0.00088326i,0.00020014-0.00015055i,7.0155e-05-0.00061462i,0.00041672-1.6886e-05i,0.00065771+0.00063596i
0.0022412-0.0025987i,0.0031437-0.0032516i,0.0025545-0.0030306i,0.0012107-0.0020487i,-6.214e-05-0.00081254i,-0.00028452+4.6588e-05i,-0.00021398+0.0002364i,0.00016883+0.00069518i,0.00032255+0.00051474i,-0.00012947+0.0001605i,-0.00054554+0.00060389i,0.00010109+0.00041154i,0.00036238-0.00013658i,-0.00015308+0.00025028i,-9.4815e-05+0.0005058i,0.00025267+0.00020623i,0.00020995+0.00022959i,0.00060255+0.00061179i,0.00056056+0.00011504i,0.0003095-0.00045866i,3.1858e-06-0.00072598i,0.00010676-0.00035683i,0.00015869-0.00014886i
0.0033484+0.0025367i,0.0028852+0.001721i,0.0019121-0.0011134i,0.0014609-0.0019698i,0.00082003-0.0010672i,0.00048002-0.00040111i,0.00025152-0.00017097i,0.00012273+0.00030423i,0.00016236+0.00027883i,0.00021682-0.0002241i,-1.7937e-05+8.2255e-05i,0.00041697+0.00050503i,0.00010419+0.00051295i,-0.00076239+0.00033713i,-0.00062751-0.00025602i,-0.00027759-0.0004328i,-0.00028348+0.00029423i,-0.00057001+0.0011548i,9.4928e-05+0.00087435i,0.00049421+0.00046783i,0.00032714+0.00039361i,0.00074516-0.00023969i,0.00015676-0.00099974i
-0.0011622+0.0013207i,-0.00060025+0.0014396i,2.9503e-05+0.0011948i,-0.00075372+0.00019295i,-0.00083083-0.00088682i,-0.00010091-0.0017779i,-1.1061e-05-0.0017229i,-0.00030977-0.00033487i,-0.00023756-0.00052155i,-0.00040839-0.000207i,-0.00038223+0.00033746i,0.00025171-0.00021922i,0.00041042+6.3413e-05i,-9.6124e-05-8.2582e-05i,-0.00057497-0.0011428i,-0.00082324-0.0010647i,-0.0011478-0.0010087i,-0.00046107-0.00079337i,0.00037709-0.00046293i,0.00015166-0.0005701i,0.00035368-0.0007597i,0.00014158-0.00042596i,-0.00041057-0.00016764i
0.0009495-0.00089894i,0.00014702-0.00079311i,-0.00076879-0.00091484i,2.2145e-05-0.0012761i,0.00068565-0.00074576i,0.0012216-0.00019832i,0.0014027-0.0014077i,0.00071784-0.0014038i,0.00023754+0.00012291i,0.00033743+0.00065373i,0.00033384+0.00016382i,0.00049238-0.0006155i,0.0010076-0.00040056i,0.00061224-5.9531e-05i,-0.00046536+1.4496e-05i,-0.00047412-0.00029493i,0.00028516-0.00030606i,0.00022235-5.4021e-05i,0.0003556-1.5715e-05i,0.0006787+0.00045067i,0.00044531+0.00064091i,0.0004911+0.00013742i,0.00053802-0.00046344i
-1.1383e-05-0.00070567i,-0.00087885-0.00072654i,-0.0012598-0.00064383i,-0.00089924-0.00036955i,-0.00021793-0.00042648i,0.00091567+8.5603e-06i,0.0011769+0.00012309i,7.6396e-05-0.00041237i,-0.00095449-0.00025966i,-0.00093746-4.5392e-05i,-0.00052656-0.00043402i,-0.00017969-0.00024891i,7.1689e-05+0.00017513i,-0.00019922-0.00012969i,0.00040724+2.7792e-05i,0.0016566+0.00060487i,0.0019479+0.00047498i,0.0010277+0.0002878i,0.00024615-0.0012296i,0.00027239-0.0025132i,0.00045621-0.00099909i,0.00047145+0.00027696i,0.00059816+0.00061287i
-0.0017074-0.0012168i,-0.0020616-0.0033461i,-0.0014031-0.004725i,-0.00073764-0.0033647i,-0.00066524-0.00024318i,-9.3055e-05+0.0011384i,0.00098974+0.00053908i,0.0013585+0.0001017i,0.0011232+6.3688e-05i,0.0005078-0.00032217i,0.00018485-0.00012864i,0.00021251+0.00012559i,0.00060693-0.00014603i,0.00048454-3.9264e-05i,0.0001803-0.00012198i,-0.00035314+0.00020212i,-0.00038707+0.00054068i,0.00011423-0.00014945i,0.00074823-0.00038537i,0.00090751+2.8652e-05i,0.00060497+0.00010287i,2.0098e-05+0.00041833i,-0.0006314+0.00055018i
0.0002124-0.001772i,0.0010663-0.001661i,0.00067884-0.00079396i,0.000471+0.00036731i,0.0010215-0.00044195i,0.0012576-0.0010733i,0.0013466-0.0011855i,0.00053262-0.00058206i,0.00014982+0.00018919i,8.9562e-06-6.7884e-05i,-0.00030886+2.3898e-05i,-0.00069633+0.00013297i,-0.00056586-0.00012636i,0.00014575+0.00057434i,0.00051507+0.00083686i,-0.00052082+0.00079964i,-0.00083731+0.00080883i,-8.6958e-05+0.00026988i,0.00036535-0.00042902i,4.2944e-07-0.00061425i,-0.0002315-0.00016374i,0.00011817+0.00025401i,0.00034222+0.00017314i
0.0013213-0.00028363i,0.0012224-4.3758e-05i,-0.00059236+0.00053247i,-0.001153+0.00026889i,-0.00027913+0.0003183i,0.00024336+0.00083526i,0.00038353+0.001231i,0.00011537+0.001354i,-0.00042896+0.0004928i,-5.2827e-05-0.00014711i,0.00029042+0.0001519i,-7.0182e-05+0.00049289i,6.2055e-05+0.00077859i,-4.2483e-05+0.00059828i,-0.00052233-7.8223e-05i,-0.00072205-0.00065895i,-0.00077543-0.00036096i,-0.00016395-0.00029098i,-0.00023922-9.1563e-05i,-0.00045997-0.00016887i,0.00034175+0.00024903i,0.00093948-0.00011237i,0.00065368-0.00094905i
0.0014392+0.00024934i,0.00063016-8.2128e-05i,-0.0009065-0.0011996i,-0.0015472-0.0018576i,-0.0025258-0.002062i,-0.0029965-0.0013378i,-0.0016181-0.00012739i,-0.00073782+0.00027843i,-0.00022858-0.0001604i,0.00072729-0.00049284i,0.0004563-0.00032534i,0.00010841+9.3944e-05i,-0.00024891+0.00061266i,-0.00034467+0.00070936i,5.1808e-05+0.00073818i,0.00032277+0.00063164i,0.00014856+0.0007304i,0.00051797+0.00023349i,0.00070064-1.176e-06i,0.00049447-0.00010625i,0.00010995-0.00016849i,-0.00021127+0.00060219i,-0.0005839+0.000674i
0.00064667-0.0051369i,0.0013705-0.0044568i,0.0015158-0.0051179i,0.00014298-0.0044107i,-0.0014482-0.0024971i,-0.00089297-0.00077032i,0.00078087-0.00030165i,0.0013949-0.00048142i,0.0011414-0.00019771i,0.00019857+0.00019776i,-0.00043296+0.00047214i,-5.1876e-05+0.00093126i,0.00063684+0.0014555i,0.0010456+0.0013217i,0.00099789+0.0014094i,0.00053679+0.0015906i,0.00038327+0.00088629i,0.00046009+0.00032213i,0.00053019+0.0010423i,8.7722e-05+0.0010136i,-0.00040607+5.6319e-05i,-0.00022026-0.00011483i,-0.00023555+5.1502e-05i
0.0031391-0.0075009i,-0.0008886-0.0079885i,-0.0058812-0.0076507i,-0.0072805-0.004306i,-0.0058238+0.00074683i,-0.0019884+0.0040268i,0.00078689+0.0029207i,0.001362+0.0012187i,0.00019958-0.00023004i,-0.0015788-0.00088428i,-0.0017433+0.00020453i,-0.00072636+0.0013567i,8.5277e-05+0.001957i,0.00042389+0.0030932i,0.00014308+0.0033887i,0.00044062+0.0022555i,0.00017081+0.0013969i,0.0002271+0.0011022i,0.0016262+0.00024608i,0.0017638-0.00085497i,0.00029805-0.0014992i,-0.00072005-0.0011582i,-0.0009833-0.00021302i
-0.0021785+0.0088881i,0.00077747+0.0077146i,0.0053864+0.0074797i,0.006848+0.0041279i,0.006379-0.00096434i,0.0034372-0.004273i,-0.00038447-0.0034638i,-0.0020157-0.00095601i,-0.0014239+0.00086645i,0.00052372+0.0011509i,0.0015655-0.00088206i,0.00096491-0.0016958i,-0.00048965-0.0014229i,-0.0015532-0.0034788i,-0.0015139-0.0050503i,-0.00075316-0.003521i,-0.00014539-0.00084387i,-0.00054941-0.00016399i,-0.0016336-5.02e-05i,-0.0019842+0.00066051i,-0.00059195+0.00096439i,0.0010565+0.0010775i,0.0014611+0.00050181i
-0.0013232+0.0020552i,0.00033493+0.002377i,0.0028636+0.0020985i,0.0033545+4.263e-05i,0.002699-0.0010453i,0.0011425-0.0012455i,-0.00043463-0.00051059i,-0.00064587-2.2027e-05i,-0.00075607-0.00027965i,-0.00032861-0.00086626i,6.4767e-05-0.0014532i,6.1686e-05-0.0011438i,-0.00052024-0.00094174i,-0.00083711-0.0011329i,-0.00097105-0.00078075i,-0.00026292-0.00047103i,0.00074018-7.7938e-05i,0.00026123-0.00028786i,0.00036309-0.00085595i,0.00071765-0.00021724i,0.00046232+0.00052587i,0.00020457+0.00047214i,-0.00023268+0.0006719i
0.0011612+0.00096967i,0.001147+0.0021692i,0.00030271+0.0021616i,7.269e-05+0.00063707i,0.00091453-0.00098042i,0.0017173-0.0011009i,0.0012297-0.00040431i,0.00063822+0.00019678i,0.00055779+0.00017328i,-0.00035402-0.00044593i,-0.0006306-0.00054607i,0.00025799-0.00030472i,0.00051512-0.00043463i,-8.0084e-05-0.00068381i,4.7587e-05-0.00030725i,0.00054063+0.00021115i,5.2057e-05+0.00025676i,-0.00031116-0.00010093i,-0.00011125-0.00044394i,0.00030306-0.00010201i,0.00049555+0.00058442i,0.00064322+0.00062126i,0.00052027+7.5214e-05i
-0.00045894+0.0030091i,-0.0015982+0.0004102i,-0.0020253-0.00096153i,-0.0003656-0.00073291i,0.00096882-0.00070275i,0.00095875-0.0014944i,0.00090137-0.001829i,0.00041126-0.00081596i,0.00014861-0.00011255i,0.00046541-0.00038911i,0.00041682-0.0010227i,-0.00054334-0.0013848i,-0.0012698-0.0012678i,-0.0013103-0.0014222i,-0.0011442-0.0012523i,-0.00051762-0.00019116i,0.0001001+0.00021289i,3.7679e-05+0.00051414i,-0.00047405+0.00047673i,0.0001381-0.00010836i,0.00097079+0.00012995i,0.00083527+0.00014822i,0.00063717-0.0010148i
-7.4987e-05-8.1892e-05i,0.0014089-2.6401e-05i,0.0023366+0.00050518i,0.0012198+0.00032736i,0.00037043-0.00094859i,0.00038786-0.0014145i,-0.0001364-0.00086242i,0.00056364-0.00058915i,0.00075979-0.00049725i,7.8867e-05-0.00058003i,-0.00020673-0.00052654i,-8.3965e-05+1.7475e-05i,-0.00038509-0.00011143i,-0.00088969-0.00055036i,-0.00067973-0.0001433i,-0.00042297+0.00029615i,-0.00042397+0.00080505i,-0.00014044+0.00072854i,0.00029036-0.00020505i,-2.7543e-06+0.00020238i,-0.00032321+0.00041284i,0.00034931+2.2212e-05i,0.00045671-0.00014029i
0.00050048+0.00022196i,0.0011153+0.0008546i,0.001061+0.00071363i,0.00044267-0.00017572i,0.00023036-0.00043528i,0.00079297-0.0010686i,0.00037794-0.0016544i,-0.00024011-0.0015636i,0.00014097-0.00076716i,0.00083305+0.00016789i,0.0010631+0.00056647i,0.00041034+0.00045376i,-0.00035831-0.0006607i,-0.00087508-0.0017356i,-0.00046829-0.0010747i,-6.6419e-05-0.00046036i,-0.0001093-0.00071326i,9.9415e-05-0.00030327i,-0.00080503-0.00028756i,-0.00080724-0.00047611i,0.00041856-3.2687e-05i,0.00107+0.00056502i,0.00081035+0.000652i
0.00071645-0.00019792i,-4.301e-05+0.00025626i,-0.0014442+0.0014283i,-0.00093425+0.0016793i,0.00082102+0.00064477i,0.0015413-0.00033413i,0.0021622-0.00095219i,0.001554-0.00057969i,0.00028543+5.4778e-05i,-0.00089054+6.4658e-05i,-0.0010144+7.6032e-05i,-0.00051557-0.00014943i,0.00010419-0.00028194i,9.1531e-05-0.00053955i,-7.0899e-05-0.00068644i,0.00041256-0.00086311i,0.00063962-0.0013962i,0.00024674-0.0013592i,0.0002907-0.00066574i,0.00056698+2.4256e-05i,0.00099012+2.584e-05i,0.0008731+2.6178e-05i,-0.0002735-3.4729e-05i
0.00022246+0.0013762i,0.00093719-0.00030872i,0.0010339-0.0010829i,0.0010894-0.00082021i,0.00070028-0.00051742i,1.7836e-05-0.001382i,-5.6816e-05-0.0018023i,-2.804e-05-0.00099935i,-8.1895e-05-0.0005417i,0.00011981-0.00084875i,0.00049831-0.00052527i,0.00033497-0.00047519i,-0.001129-0.00066026i,-0.0012878-0.00041466i,-0.00060134-0.00017266i,-0.00049741+3.1199e-05i,-1.4382e-05+0.00014322i,0.00058988-3.4924e-05i,0.00017329+9.3803e-07i,-0.00055143-0.00019818i,-0.00013509-8.1407e-05i,0.00026019+0.0004933i,-0.00048905+0.0005252i
0.00025741+0.00066i,0.0012317+0.0018672i,0.0020175+0.0021351i,0.0014243+0.0015875i,0.00051526+0.00033191i,-0.00019189+0.00015335i,-0.00026662+0.00059749i,0.00069084+0.0002386i,0.00068949+0.00013901i,0.00047434+2.6734e-05i,0.00050006-0.00066607i,-0.00017909-0.00022614i,-0.00072253-8.1267e-05i,-0.0010255-0.00074922i,-0.00094345-0.00068746i,-0.00017668+0.00012301i,0.00056874+0.00086187i,0.00071533+0.00072287i,0.00031155+0.00094561i,-0.00033423+0.0006738i,2.8119e-05+1.4795e-05i,0.00044687-0.00034188i,-8.739e-05+0.00022475i
0.00073058-0.0010227i,0.0012792-0.0004101i,0.00016011+0.00012194i,-0.00024433+0.00033109i,0.00044637+0.00034722i,0.00026998+3.5115e-06i,-0.0003268-0.0009547i,-0.00087696-0.0001555i,-0.00050939+0.00032186i,0.00010025-2.496e-05i,0.00014594-0.00028279i,0.0002475-8.864e-05i,0.00055355+0.00064204i,0.00058377+0.0010066i,0.00020343+0.0011476i,-2.0508e-05+0.00019719i,0.00037514-0.00041365i,0.00035333+2.952e-05i,0.00021203+8.72e-05i,-0.00014463+0.00040505i,-0.00035384+0.00053155i,-0.00025978-0.00032131i,-0.00017069-0.00035435i
