0.0016343+0.00079218i,0.0011897+0.0001883i,-0.00023921-0.00056571i,-0.0022712-0.00014506i,-0.0033952+8.3931e-05i,-0.0035287+0.00081262i,-0.0029507+0.0016336i,-0.00056755+0.0012073i,0.0012745+0.00049337i,0.0021117-0.00042779i,0.0020663-0.0010453i,0.0011844-0.00055823i,0.00053539-0.00029393i,-0.0001371-0.00042445i,-0.0010164-0.00061637i,-0.0011582-0.00036989i,-0.0013492+1.992e-05i,-0.0014938+0.00043179i,-0.0006577+0.00024986i,3.9386e-05-0.0003262i,0.00048492-0.0003681i,0.0010411-0.00044738i,0.00086658-0.00020795i
0.00041859-0.00033586i,-0.00032889-0.00073678i,-0.0014787-0.0011017i,-0.0028784-0.00077005i,-0.0045728-0.00018432i,-0.0043619-0.00015512i,-0.0023695+0.000344i,-8.3199e-05+0.00096474i,0.00069763+0.00080778i,-2.3935e-05+0.00041318i,-0.0010841+5.8518e-05i,-0.0013448-0.00011474i,-7.0519e-05-0.0002977i,-1.1338e-05-0.00018578i,-0.00056128-0.00023055i,-0.00036329-0.00064564i,-0.00061804-0.00046824i,-0.00058907-5.5588e-05i,-0.0006172-0.00060008i,-0.00053118-0.00050146i,-0.0004873+0.00035274i,-0.00052409+0.00052051i,-0.00021019+0.00029716i
0.00078663+0.00093078i,0.00036903+0.00091793i,0.0016681+0.0005775i,0.0016973+0.00049776i,0.0005739+0.00032345i,-0.00044822-0.00039879i,-0.00044037+9.1777e-05i,0.00079228+0.00066941i,0.0011446+0.00086492i,0.0010584+0.00078111i,0.0009406-0.00038702i,0.00044997-0.0002498i,0.00043153+0.00073045i,0.00018899+0.0002019i,-0.00039373-0.00039298i,-0.00056528-0.00047294i,-0.00049598-0.00023855i,-0.00032749+0.00042593i,0.00014369+0.00022139i,0.00076799-0.00043119i,0.0018126-0.00036621i,0.0010414-0.00014059i,0.00045389-0.00046647i
-0.0010802+0.00036515i,0.00020824+0.00023454i,0.00029056+0.00075451i,0.00077414+0.00058916i,0.00082359-3.974e-05i,4.6448e-05+3.2622e-05i,-0.00017882+0.00036472i,-0.00024051+0.00088086i,-0.00015944+0.0010416i,0.00045244+0.00052753i,0.00038106-4.5557e-05i,-0.00071457-0.00038371i,-0.0020302+0.00018874i,-0.0023873-2.1726e-05i,-0.0018626-0.0001958i,-0.0010874+6.3788e-05i,-0.00042949+0.00012682i,0.00032017-0.00016521i,0.00046237-0.00049114i,-0.00030232-0.00049316i,-0.00080625-0.00042751i,-0.0004439-0.00041323i,9.8833e-05+6.0676e-05i
-0.00030485-0.001358i,-0.00042648+0.00026042i,-0.0015108+0.00019427i,-0.0030347+0.00058205i,-0.0035845+0.00089744i,-0.0019915+0.001397i,-3.2437e-05+0.0010794i,0.0001561+0.00083162i,4.3886e-05+0.00060768i,0.00099285-0.0005187i,0.0010063-0.0013153i,0.00057195-0.00086576i,0.00023662-0.00054883i,-0.0002319-0.00070325i,-0.00025837-0.00031746i,6.8902e-05+0.00038228i,1.2981e-05+0.00011494i,-0.0001859-0.00013838i,-0.00036633+0.00038332i,-0.00083683+0.00039415i,-0.0012113+7.8023e-05i,-0.0012635+0.0001598i,-0.0011047+0.00045294i
-0.0001263-0.0003368i,-5.8877e-05-1.8963e-06i,-0.0012362-7.2035e-05i,-0.0024824-0.00052714i,-0.0029179-0.00071067i,-0.0025336-0.00065347i,-0.00108-0.00035197i,3.0409e-05+0.00067124i,-0.00046808+0.00062934i,-0.00053786-8.7461e-05i,-0.00024514-0.00024867i,-2.5029e-05+0.00024609i,0.00024437+0.00042796i,0.000207+0.00035453i,5.3786e-06-0.00023134i,0.00013523-0.00028302i,0.00054385+0.00058369i,3.3857e-05+0.00051546i,0.00025082-0.00043652i,0.00071555-0.00016639i,4.1976e-05+0.00034467i,0.00054862-0.00014297i,0.00091913-0.0004281i
0.002088-6.4132e-05i,0.0015731+0.00038205i,0.00083533+0.0008002i,0.00043573+0.00076206i,-0.00012063+0.00053984i,-0.0013096+0.0011456i,-0.0011343+0.001856i,-0.00035616+0.0012262i,0.00017724+0.00024766i,0.00024676-0.00011503i,0.00080998-0.00019266i,0.0015906+7.8139e-05i,0.0014179+0.00058183i,0.00071418+0.00030283i,-0.00021365-0.00014399i,-0.00082231-5.1615e-05i,-0.0010882-0.00032217i,-0.00038724-0.00062173i,-0.00032732-0.00059853i,-0.0010432-0.000801i,-0.00087141-0.00097182i,-0.00067137-0.00048531i,-0.00044669-0.00012613i
0.0002062-0.0002283i,0.0010855+0.00038732i,0.0012777-1.7294e-05i,0.00057104-0.0010913i,-0.00062175-0.00096167i,-0.00021053-0.00073111i,-0.00021641-0.00013146i,-0.00046908+0.00035473i,-0.000598-2.7865e-05i,-0.00055891-0.00016056i,-4.7934e-05-0.00029231i,0.00022308-0.00023293i,-0.00019286+4.8871e-05i,-0.00085935-0.00036244i,-0.00040616-0.0005876i,-0.00033084-0.00062841i,-0.00020153-0.00020536i,0.00060347-3.7703e-05i,0.00049817-0.00021618i,4.5885e-05+7.6349e-05i,0.00086162+0.00056092i,0.0013588+0.00047854i,0.00096346-0.00018774i
0.00088026+0.0010185i,6.4725e-05+0.00098903i,6.5124e-05+0.00088127i,-0.0014843+3.5388e-05i,-0.0021122-0.00066563i,-0.0014054-0.00043531i,-0.00077812+0.0007073i,-0.00037548+0.0013548i,4.6293e-05+0.00088058i,0.00018232+0.00045923i,-0.00047037+8.7919e-05i,-0.00039832-0.00030577i,-2.04e-05+0.00027134i,-0.0011085+0.00094748i,-0.0013818+8.6545e-05i,-0.00045717-4.7325e-05i,3.2007e-05+0.0010063i,0.00049771+0.0010725i,0.00054046+0.00020239i,0.00039372-0.00060514i,0.00046549-0.00092244i,0.00019918-7.7488e-05i,0.00029601+0.00031527i
-0.00036928+0.00051915i,-0.0014525+0.00073595i,-0.0017593+0.0015055i,-0.0018061+0.0010743i,-0.0023134+2.9681e-05i,-0.0019675-0.00060471i,-0.00092854-0.00032499i,0.00065242+0.00082901i,0.0014951+0.00088107i,0.0011057-1.7107e-05i,0.00051825-0.00081049i,0.00029197-0.0010117i,-0.00030733-0.00059386i,-0.00011704-0.00063136i,0.00078967-0.00061954i,0.00025551+0.00041454i,-0.00048179+0.00099607i,0.00024329+0.00050799i,0.00087505+0.00024034i,1.0959e-05+0.00030166i,-0.00068604+0.00022178i,-0.00064959+0.00043975i,-0.00033873+0.00075953i
-0.00035708-0.00091248i,0.00040387-0.00080425i,0.000579-0.0013756i,0.00067187-0.0015056i,0.00030219-0.0010649i,-0.00040646-0.00012525i,-0.00021418+0.00037561i,0.00060328+0.00037076i,0.00072245+0.00038491i,0.00079659+1.179e-05i,0.0011428-0.00018965i,0.0011689+0.0005286i,0.00050378+0.00075003i,4.0082e-05+0.0002847i,0.00031206-0.00026946i,0.00038956+2.2984e-05i,0.00092216+0.00023103i,0.00084532+0.00030195i,0.00031503+0.00041891i,0.00013959-9.82e-06i,0.00016605-0.00023017i,0.00063535-0.00061234i,0.00045237-0.00064497i
0.00037153-0.00026379i,0.00043982+0.00065122i,0.0012785+0.00091541i,1.6547e-05+0.00044799i,-0.0012588+0.00019701i,-0.0012364+0.0004159i,-0.00092784+0.0011171i,-0.00013105+0.00045009i,0.00089617-0.00015301i,0.00023358+0.00035777i,-0.00035481+0.00063398i,0.00070371+0.00055192i,0.0004086-0.00017797i,-0.00053919-0.0011277i,-0.0002737-0.0011306i,0.00032695-0.00042524i,7.0915e-05+5.3229e-05i,-0.00017229-0.00040806i,0.00060029-0.0001654i,0.00096954-0.00048049i,0.00048404-0.00088435i,0.00043709-0.00028234i,0.00048978-8.4694e-05i
0.00035597-0.00033485i,0.0010228+0.00065162i,0.00012459+0.0012307i,-0.0014185+0.0010073i,-0.0019523+0.00072444i,-0.0013064+0.00032915i,-0.00031095+0.00085915i,-0.00017106+0.0013249i,-0.00059399+0.00064148i,-0.00019813-0.00039944i,0.00045854-0.00042346i,0.00049358-0.000267i,5.2777e-05-0.00067305i,7.7131e-05-0.00036563i,0.00032182-0.00034732i,0.00018031-0.00063445i,0.00022387-0.00028357i,-0.00031172+0.00012721i,-0.00074268+6.9672e-05i,0.00014948+0.00039468i,0.00055953+5.6051e-05i,0.00012273+0.00020756i,-0.00059159+0.00050721i
0.00071025+0.00022515i,-0.00061264+0.00024727i,3.7098e-05-0.00076033i,-4.3807e-05-0.0015972i,-0.0011962-0.0018007i,-0.0022105-0.0011304i,-0.0024259+0.00029817i,-0.0012842+0.001195i,-0.00031228+0.00090257i,-5.8785e-05+0.00016955i,-0.00028464+4.1395e-05i,-0.00010195-0.00046308i,-0.00017865-0.00044447i,-0.00053909+0.00039869i,-0.00048175+0.00049596i,-0.00021557+1.1596e-05i,-0.00013388-0.00025106i,-0.00035368-0.00047245i,0.00045861-0.00030738i,0.00088538+0.00027045i,0.00032128+0.00029964i,-0.00036943+0.0003091i,-0.00069845+4.8168e-06i
0.0015039-0.00078592i,0.0014398-0.00030459i,-0.00044409+0.0004142i,-0.0016722+0.00045411i,-0.0020586-0.00014048i,-0.0021033+0.00046399i,-0.0013994+0.0010097i,-0.00041318+0.0012148i,-0.00011959+0.00034236i,0.00030389-0.0010514i,0.00022179-0.0012313i,-0.00016754-0.00065315i,-0.00017639-0.00078373i,-0.00022986-0.0014267i,-0.00021244-0.0017639i,8.6155e-05-0.0010023i,0.00052309-0.00032919i,0.00038636-0.00034229i,-0.00065865+0.00013605i,-0.00062538-4.357e-05i,-0.00017916-0.00040897i,-0.00074765-0.000561i,-0.0013621-0.0007371i
-0.0034063+0.0013711i,-0.001837-0.0001259i,-0.0016547-0.00049527i,-0.0010151+0.00091773i,-0.0009143+0.002356i,-0.00016445+0.00044627i,9.2023e-05-0.00052233i,-0.00095344+0.00037082i,-0.0010653+0.00014786i,-0.00012843+0.00053511i,0.00025594+0.0013286i,-0.00021793+0.00050171i,-0.00060208-0.00012494i,-0.00043179-0.00053068i,-0.00047526+0.00023961i,-0.00077855+0.00060702i,-0.00064332+0.00027709i,-0.00062448+3.4458e-05i,-0.00034552-0.00052316i,-0.00047303-0.0011596i,-0.00078995-0.0013612i,-0.00019073-0.00050973i,0.00065811+0.00029938i
-0.00010332+3.978e-05i,0.00018035-0.00065193i,-0.00046103-0.00082328i,-0.0010259-0.00065129i,-0.00077848+4.2897e-05i,-0.00011696+0.00016266i,-2.6847e-05+3.1277e-05i,-0.00036987+0.0005631i,0.0004882+0.00057449i,0.00091315+0.00030269i,0.00052193+3.8104e-05i,2.9086e-05-0.00020818i,-0.00031178-0.00028838i,-3.5339e-06-0.00051338i,0.00016892-0.00014146i,0.00011558+0.00093838i,0.00020376+0.0014636i,0.00010415+0.0013943i,-0.00023685+0.00087986i,-0.00045877-3.0418e-05i,-0.00037455-0.00022705i,-0.00054271+0.0002095i,-4.3682e-05+0.00051045i
0.00068962-0.0010121i,0.0012014-0.00014729i,0.0006467+0.0004792i,-0.00048259-5.4201e-07i,-0.0016069-0.00095539i,-0.0019511-0.00071328i,-0.0019421+0.00017157i,-0.0017794+0.00020305i,-0.0010021+0.00025405i,-8.003e-05-0.00024607i,0.00063549-0.00060424i,0.00041542-0.00036598i,-0.00019789-0.00045722i,-0.00057248-0.00031934i,-0.00094538-0.00017916i,-0.00089514+0.00013163i,-0.00017701+7.4198e-05i,0.00023901-7.7581e-05i,0.00091972+0.00036456i,0.00060524+0.00040446i,0.00032993-0.0001681i,0.00069334-0.00037575i,0.00080153-0.00039083i
0.00091996+0.00093689i,-7.7989e-05+0.0014382i,-0.00080675+0.00099183i,-0.0018093+0.00046726i,-0.0022547-5.7889e-05i,-0.0021138-4.7298e-05i,-0.00067135+0.0010916i,0.00031245+0.0013547i,0.00074018+0.0010472i,0.0013008+0.00014711i,0.00086689-7.2251e-06i,-0.00033777+0.00023326i,-0.00031822+8.2054e-05i,-7.2444e-06+0.00017496i,1.403e-05+7.1008e-05i,0.00080335-0.00022812i,0.0006296-4.4582e-05i,-0.0001812+0.00044385i,-0.00080612+0.00055146i,-0.0010676+0.00026773i,-0.00057089+0.00015394i,-0.00033155+0.0002124i,1.66e-05-0.00037542i
0.0025619-0.0010488i,0.0020959-0.0016308i,0.0019912-0.0020471i,0.00192-0.0018051i,0.00031633-0.00060133i,-0.0010143+0.00019637i,-0.0011636+0.00052431i,-0.00062883+0.00056252i,0.00030138+0.00038904i,0.00052241-0.0001724i,-0.00046908-0.0010579i,-0.0010249-5.5928e-05i,-0.00076081+0.0011188i,-0.00072526+0.00018893i,-0.00051139-0.00085684i,-0.00024702-0.0011722i,-0.00058937-0.0010314i,-2.926e-05-0.00086666i,0.00046454-0.00072496i,0.00041928-1.0209e-05i,0.00027491+0.0011249i,-0.00082811+0.0010422i,-0.00099248+0.00056381i
7.9198e-05+0.0010271i,0.00066374+0.0014158i,0.00083532+0.00031715i,-0.00076021-0.00090186i,-0.0011526-0.00028649i,-0.00065572-3.9374e-05i,-0.00045614+0.00011998i,-5.895e-05+0.00074679i,0.00068135+0.00040585i,0.00081269-0.00070951i,0.00071921-0.00048824i,0.00031952+0.00035521i,3.4149e-05+0.00026086i,0.00060608-5.7161e-05i,0.00091024-6.1126e-05i,0.00087224+0.00013475i,0.0003567+2.7665e-05i,0.00033879-0.00042712i,0.00080028-0.00052681i,0.00021715-0.000198i,-8.0468e-05+0.00033371i,-0.00022043-0.0004646i,-0.00060177-0.00048213i
-0.0006533+0.00010661i,-0.00026377+0.00067622i,-0.0011668+0.0014599i,-0.0023765+0.0012736i,-0.0027779+0.00070327i,-0.0026753+0.0015866i,-0.0018539+0.0018385i,-0.00030044+0.0014433i,0.00049648+0.0012168i,8.383e-05+0.00059265i,-0.00057528-0.00049503i,-0.00012787-0.0005566i,0.00017228-0.00022615i,-0.00044459-0.00067556i,-0.0014162-0.00088651i,-0.0010323-0.00012476i,-8.5497e-05+0.00027871i,0.00064678-0.00038582i,0.00098587-0.0011153i,0.0002675+7.8463e-05i,-0.0001269+0.00084527i,-0.00036264+0.00032072i,-0.00042828+7.5422e-05i
0.00032388+0.00067076i,-0.00029486+0.00047113i,-0.00025832-0.00052829i,-0.0008986-0.0015781i,-0.0018933-0.00064864i,-0.0011026+0.00085333i,-0.00051375+0.0011411i,-0.0003357-0.00013888i,3.1159e-05+7.45e-05i,0.00018771+0.00025315i,-0.00051599-0.00013826i,-0.0012116-8.5787e-05i,-0.00074432-5.9443e-05i,-0.00044141+3.401e-05i,-0.00089832-0.00084253i,-0.0006171-0.0012707i,0.00074091-0.00079928i,0.0013116-0.00010992i,0.00048301+7.4389e-05i,0.00037287-0.00040228i,0.0011036-0.00062684i,0.00058462+0.00020102i,-0.00046012+0.0011289i
-0.00075641+0.00047262i,-0.00024457+0.00079216i,0.00064609+0.0016447i,0.0010327+0.0023321i,-0.00029238+0.0011545i,-0.0015867-0.00036938i,-0.0012492+6.8343e-05i,-0.00083841+0.00087078i,7.0547e-05+0.00073045i,0.00055116+2.5728e-05i,0.00024092-0.0001514i,-2.1563e-05+0.00014048i,9.9857e-06+0.00032329i,-0.00060997+3.2778e-05i,-0.0010557-0.0002977i,-0.00024966-0.0001491i,0.00074115+0.00038661i,0.00067072+0.00023707i,9.773e-05-0.00027576i,-0.00011694-0.00098518i,0.00040468-0.001354i,0.00089272-0.00077017i,0.00042889-4.3889e-05i
-0.00057214-0.00073069i,-0.00069755-0.00058782i,-0.0015291+0.00011441i,-0.001092+0.0008787i,-0.00017391+0.0012368i,-0.0001503+0.00042556i,-0.00098292-0.00041659i,-0.00080644-0.00024604i,0.0002053+0.00029154i,9.6912e-05+0.00016739i,-0.00022015-0.00015887i,-0.00012565-0.00030275i,-0.00020292-0.00048948i,-0.00022231-0.00087935i,0.00010409-0.0006006i,-6.1587e-05-0.00019436i,-0.00034436-0.00020622i,0.00022253+1.1207e-05i,0.00025867+0.00033272i,-2.9339e-05-0.00071205i,-0.0001872-0.0013199i,-0.00019625-9.1017e-05i,-7.3856e-05+0.00015486i
0.0019559-0.00083026i,0.0010072-0.00039945i,0.0010798-0.0006583i,0.00083209+6.0644e-05i,-0.00038831+0.00027537i,-0.0010647+0.0010299i,-0.0011284+0.0013786i,-0.0011552+0.00050287i,-0.00087181-0.00028746i,0.0006565-0.00059512i,0.00080153-0.00048583i,-0.00013704-0.00012939i,-0.0003401-0.00022884i,-0.00063369-0.00049025i,-6.7161e-05-0.00042075i,-5.5172e-05-0.00029659i,-5.6536e-05+6.2906e-05i,0.0009859+0.00063997i,0.0008999+0.00041236i,6.4677e-05-0.00068395i,0.00028577-0.001369i,0.00088602-0.00076037i,0.00056202+2.4453e-05i
0.0016537+0.00032448i,0.00017835+0.00040847i,-0.0009425+0.00093827i,-0.0022561+0.00070631i,-0.0029279+0.00070918i,-0.0026516+0.00062434i,-0.0015021+0.00031848i,-0.00033938+0.00094021i,-0.00071258+0.0011558i,-0.00056147+0.00039036i,0.00054817-0.0002164i,0.0010937-0.00025631i,0.00042965-0.00016676i,-0.00067253-0.00050235i,-0.0008098-0.00052098i,8.489e-05+0.00053496i,0.00046133+0.00098113i,0.00035289+0.000394i,3.3911e-05+0.00015615i,0.00016554+0.00030988i,0.00031977+0.00084777i,0.00014202+0.00082935i,0.00037586-0.00022101i
0.0012414-0.00045326i,0.00073811-0.00027461i,-0.00038992-0.00093695i,-0.002453-0.00064752i,-0.0032385-0.00022895i,-0.0024475+1.7738e-05i,-0.00078984+0.00021818i,0.00064305+0.00028111i,0.00057136+0.00068028i,-0.00040072+0.00070788i,-0.00042649+0.00024462i,0.00017566+0.00021017i,0.00012034+7.953e-05i,-4.8092e-05+0.00017192i,-0.00011795+6.6093e-05i,-0.00018057-0.00017969i,-0.00018331+0.00036441i,-0.00081581+0.00017558i,-0.00055715-0.0010852i,0.00025086-0.0011071i,0.00084723-0.00025667i,0.00049614+0.0003141i,-0.00020544+0.00055442i
-0.00031645+3.7339e-05i,0.00026163+0.00010273i,0.00080247-0.00067077i,-1.2823e-05-0.0013451i,-0.0010419-0.00094011i,-0.0021732-0.00070064i,-0.0021383-0.00019441i,-0.0011381+0.00074842i,-0.00065796+0.00071612i,9.8434e-05+0.00024187i,0.00043265-0.00037152i,0.0002252-0.001027i,0.0002391-0.00062199i,-0.0002435-0.00021697i,-0.00010051-0.00043848i,0.00059433-0.00061089i,0.00058406-0.00076921i,0.00082351-0.00066878i,0.00053869-0.00036714i,0.00010182-0.00037549i,0.00016234-0.0001404i,9.1784e-05+0.00028004i,-0.00047316+0.00054221i
0.00071564+0.00053459i,0.00084351+0.0015577i,0.0013126+0.0023693i,0.0018299+0.0022031i,7.4578e-08+0.0017271i,-0.0013579+0.0013136i,-0.00084508+0.00082083i,-2.7984e-05+0.00089532i,0.00042421+0.00084722i,0.0006525+7.5964e-05i,0.0001266-0.00064853i,-0.00028281-0.00083425i,0.00019935-0.0012575i,0.00011702-0.00027317i,0.00039283+0.00038024i,0.00059106+0.00013864i,-0.00014065+0.00037437i,-0.00049467+0.00059803i,9.4535e-07+0.00043722i,0.00026093-0.00032909i,0.00013411-0.00070856i,0.00025584-0.00032033i,9.5937e-05-8.0846e-05i
-0.0010034+0.0011028i,-0.0015346-5.2795e-05i,-0.0011903-0.00023606i,-0.001085-0.00039598i,-0.00089043-0.0013383i,-0.0009562-0.0018706i,-0.00092981-0.0010937i,-0.00039598+6.4156e-05i,0.00060818+0.000625i,0.00060044-9.9561e-05i,-7.9183e-05-0.00078506i,2.7673e-05-0.00048063i,9.7833e-05-0.00016522i,0.00019328-0.00048011i,0.00025261-7.1714e-05i,-3.4573e-05+0.00032929i,-0.00022625+6.8359e-05i,9.9393e-05-0.00015286i,0.00060181-0.00012417i,0.00011227-0.0002752i,-0.00032412-0.00086059i,-0.00017-0.0008475i,0.00017055-0.00031474i
0.0024499+0.00078716i,0.001853+0.00057732i,0.0014123-0.00029056i,-7.3076e-05-0.00018275i,-0.0023392-4.9486e-05i,-0.0024172+0.00025121i,-0.0008932+0.00085305i,-0.00014819+0.001379i,0.00016348+0.00090686i,0.000404-0.00040409i,-0.00024005-0.00098131i,-0.00052565-0.001559i,-0.00056891-0.0010548i,-0.00092777-0.00014416i,-0.0010455+7.6395e-05i,-0.00071592-0.00025709i,-0.00024417-0.0010611i,-0.00038285-0.00084649i,8.0169e-05-8.6606e-05i,0.00065552-0.00051218i,0.00097684-0.0010152i,0.0007081-0.00069281i,-0.00013018+6.7442e-05i
-0.0011435+9.0304e-05i,0.0003559+0.00029924i,0.00058037+0.0014887i,0.0003139+0.0020405i,-6.0036e-05+0.0022079i,-0.00074918+0.0013683i,-0.00061211+0.00065249i,-0.00036466+0.00081302i,-0.00039262+0.00080239i,-0.00040035+0.00034079i,-0.00043969-0.00012904i,8.773e-05+6.7574e-05i,0.00023796+0.00089552i,-8.0096e-05+0.00074048i,-0.00062821-0.00016037i,-0.00098375-0.00064155i,-0.00086173-0.0004146i,-0.00055233-0.00034336i,-0.00090587-0.00064879i,-0.00055215-0.00048509i,0.00042383+0.0002259i,0.00029059+0.00042456i,-0.00035435-0.00029022i
-0.00036433+0.00048763i,-0.0010571-0.00030912i,-0.0016684-0.0010841i,-0.001977-0.001506i,-0.0017408-0.0010349i,-0.00043262-0.00062262i,0.00073333-0.00054032i,0.001089-0.00023503i,0.0013448+0.00013175i,0.0012868+0.00050461i,0.00043321+0.00071435i,-0.0010826+0.00013123i,-0.00098549-4.4709e-05i,-0.0004485+2.0289e-05i,-0.00049684+8.013e-05i,-0.00049969+0.00040003i,0.00031797-0.00016866i,0.0010507-5.6952e-05i,0.00097474+0.00010021i,0.00043364-0.00010233i,1.5933e-05-0.00072551i,0.0001642-0.0011869i,-0.00044899+6.0469e-05i
-0.00039562+0.000815i,-0.00054748+0.0013978i,-8.0691e-05+0.0012055i,0.00017887+0.00026793i,-0.001485-0.0003787i,-0.0025253+8.77e-05i,-0.0017906+0.00098884i,-0.00082832+0.0009693i,0.00037241+0.00023579i,0.00063288-0.00012328i,-0.000598-5.321e-05i,-0.00081705-0.00010112i,7.2979e-05-0.00017578i,0.00043714-0.00018722i,0.0003206-0.00036533i,-7.4071e-05-0.00061393i,-8.748e-05-1.1214e-05i,0.00028094+0.00092652i,6.8467e-06+0.00073829i,-0.00013042+0.00024038i,0.00010273-7.5045e-05i,0.00044431-3.3409e-05i,-0.00010676+0.00012304i
-0.00045156+0.0012273i,-0.0014954+0.00088966i,-0.0011041+9.3342e-05i,-0.00085737-0.00015451i,-0.0010133-6.334e-05i,-0.0010395-0.00035737i,-0.0011429+0.00034225i,-0.00068847+0.0010809i,0.00041835+0.0010739i,0.00083279+0.00030338i,0.00076274-0.00076942i,0.00034698-0.00082879i,-0.00061543-0.00023399i,-0.0011285-3.4487e-05i,-0.00057479-3.2977e-05i,-0.00036966+0.00077727i,-0.00032632+0.0010574i,0.00015166+0.00060408i,-0.0001844+0.00060627i,-1.4651e-05+0.00046752i,0.00017875+9.901e-05i,7.9269e-05+0.00023282i,0.00022696+0.0001567i
-0.00031945+0.00013995i,-0.00016779+0.001008i,-0.00045264+0.0024625i,-0.00063876+0.0025083i,-0.0017114+0.0015259i,-0.0022696+0.00047207i,-0.0013354-0.00013046i,-0.00061069+0.00076885i,3.1141e-05+0.00047973i,0.00018864-0.00010424i,-0.00024868+0.00039997i,-0.00024923+2.0089e-05i,-0.00024932-0.00068006i,9.3913e-05-0.0011146i,-6.3899e-05-0.0008051i,-0.00077049-0.00032813i,-0.00062559-9.4778e-05i,-0.00015392+0.00016478i,-0.00011975+0.00036643i,-0.001178-0.00070913i,-0.00088542-0.0010033i,0.00054821-0.0004116i,-2.3556e-05-6.4664e-05i
-0.00052405-3.8499e-05i,-0.00028609-0.00095252i,0.00012844-0.0011468i,0.00029617-0.0010283i,-0.00011425+1.6752e-06i,-0.00047331-0.00025458i,-0.0010724-0.0005312i,-0.00094148+0.00025843i,2.5452e-05+0.0005721i,0.00014557+0.00029981i,0.00022609+4.8281e-05i,0.00076029-0.00045085i,0.00027973-0.001492i,-0.00032262-0.0014308i,9.5053e-05-0.00056257i,-0.00012424-9.9875e-05i,-0.00061534+0.00019151i,-0.00072292+0.00085566i,-3.6085e-05+0.00042792i,4.6547e-05-0.00023472i,-0.00033757-0.00041617i,0.00056603-0.00092249i,0.001084-0.00091255i
-0.001091+0.0013658i,-0.0016616+0.00018447i,-0.0021106+0.0011036i,-0.0014917+0.0022659i,-0.0017504+0.0014228i,-0.0017295+0.0003005i,-0.000195+0.0005111i,0.0007391+0.00089954i,8.1725e-05+0.0013936i,-0.00013072+0.00073037i,0.00020088+1.5669e-05i,0.00042051-1.2036e-05i,0.00016419-7.1631e-05i,-0.0011202-0.00069891i,-0.0012866-0.000957i,-0.00049782-0.00015541i,0.00024597+0.00065014i,0.00043432+0.00048921i,-0.00022017-0.00053564i,-0.0010481-0.0012061i,-0.0014374-0.00087283i,-0.0010593-0.00089461i,9.4018e-06-0.00022919i
0.00062821-0.0021279i,0.00013083-0.0008928i,-0.00079267-0.00047011i,-0.0013242+0.00013121i,-0.0017035+0.00092182i,-0.0012612+0.0010321i,-0.00093471+0.00082512i,0.00071608+0.000333i,0.0014706+0.00016971i,0.00032361+5.7736e-05i,-6.6906e-05-0.00012757i,-0.00032061-3.9731e-05i,-0.00088483+0.00052961i,-0.0011323+2.3664e-05i,-0.00072409-0.00037213i,-0.00049319+4.0028e-05i,-5.2826e-05-0.00036919i,0.00038248-0.00016526i,0.00076061+0.00053416i,0.00036712+0.00066833i,9.3264e-05+0.00036039i,0.00033102+0.00030156i,0.00089525+0.00068081i
0.00046565-0.00092822i,0.00055469+7.1913e-05i,0.00044898+0.00093178i,-0.0003201+0.0012907i,-0.0017738+0.0016371i,-0.0019338+0.0018651i,-0.0012694+0.0016531i,-0.0005836+0.0015956i,0.0002693+0.00065869i,0.00034562-0.0006673i,0.00044829-0.00047076i,-0.000172+0.00048127i,-0.00024482+0.00059143i,0.00066349+1.7874e-05i,0.00076512-0.00012189i,0.00090138-0.00023078i,0.00043893-0.00034816i,-5.6524e-05+0.0001335i,-1.0252e-05-0.00030435i,-6.3011e-05-0.0008421i,1.7706e-07-0.00063699i,0.00040167-0.00030223i,0.00047117+5.2067e-05i
-0.00079297+0.00071829i,-0.0022965-0.00050911i,-0.0030333-0.0015597i,-0.0019723-0.0022386i,-0.001136-0.001561i,-0.00096535-0.00063447i,-0.00085793-0.00036477i,-0.00074793+0.00036258i,-0.00012345+0.0016362i,0.0004337+0.0011483i,0.00052859-0.00013283i,0.00019018-0.00016619i,-0.00047415+0.00034927i,-0.00051121+0.00028518i,-8.8002e-05-0.00031275i,0.00030788-0.00048201i,0.00048141-0.0004513i,0.00030534-0.00092518i,0.00030302-0.0011109i,-0.00027822-0.00087089i,8.9805e-05-0.00069502i,0.00049825+0.00031976i,-0.00043763+0.0014766i
0.0013802-0.00030537i,0.00064575+0.00082558i,0.00048591+0.00090925i,-0.00085985-0.00042269i,-0.0018899-0.00098498i,-0.0022789-0.0011987i,-0.0018572-0.00012891i,-0.00064201+0.00042618i,0.00012136+0.00039377i,0.00051111+0.00028693i,0.00024248-0.00057273i,1.9663e-05-0.00080962i,0.00040166-0.00034283i,0.000187+0.00014141i,-0.00024247-0.00012589i,4.6276e-05-0.00054132i,0.00091249-0.00081417i,0.00093197-0.00060729i,0.00041137-0.0012905i,0.00019255-0.001224i,0.00064974-0.0003428i,0.00063565-0.00026638i,0.00010038-0.00038916i
