0.0016343+0.00079218i,0.0011897+0.0001883i,-0.00023921-0.00056571i,-0.0022712-0.00014506i,-0.0033952+8.3931e-05i,-0.0035287+0.00081262i,-0.0029507+0.0016336i,-0.00056755+0.0012073i,0.0012745+0.00049337i,0.0021117-0.00042779i,0.0020663-0.0010453i,0.0011844-0.00055823i,0.00053539-0.00029393i,-0.0001371-0.00042445i,-0.0010164-0.00061637i,-0.0011582-0.00036989i,-0.0013492+1.992e-05i,-0.0014938+0.00043179i,-0.0006577+0.00024986i,3.9386e-05-0.0003262i,0.00048492-0.0003681i,0.0010411-0.00044738i,0.00086658-0.00020795i
0.00097151+0.00069402i,0.00124+0.0013269i,0.0014687+0.00074261i,0.0012922+0.00011369i,0.00025675+0.00013024i,-0.00037589+0.00074351i,-0.00045908+0.0014672i,0.0002552+0.00099151i,0.001377+0.00023609i,0.00072965-0.00017763i,9.4189e-05-0.00050513i,0.00030376-0.00044708i,2.1331e-07+8.4759e-06i,-3.5942e-05+0.00010663i,-0.00018502-7.8075e-06i,-0.00021868+0.00020251i,0.00050433-0.00029722i,0.00070008-0.0010969i,0.00025689-0.00096042i,5.2754e-05-0.00019846i,-0.00015583+0.00046641i,-0.00024435+0.0001204i,-0.0004415-0.00010215i
-0.001644-0.00067048i,-0.0015635-2.3712e-05i,-0.0015646+0.00075802i,-0.001836+0.00097452i,-0.0026439+0.0001531i,-0.0024184-0.0002577i,-0.001005-0.00019707i,-0.00032446-0.00054617i,-0.0004673-0.00071735i,-0.00032681-0.00099747i,0.00059725-0.00071044i,0.00071236-6.6119e-06i,0.0005585+0.00010913i,-9.9522e-05+0.00028041i,-0.0008729+0.00031094i,-0.00048957-2.566e-05i,-0.00021546-1.5374e-05i,-0.00054275+0.00034557i,-0.00082788-0.00080725i,-0.00030275-0.0015534i,-0.00030878-0.00040325i,-0.00066114+0.00017595i,-0.00076343+4.5028e-06i
3.4282e-05-0.00041535i,0.00068226-0.0010753i,0.00032591-0.0016437i,-0.00065981-0.0014311i,-0.0012236-0.00031975i,-0.0013892+0.00061178i,-0.0015165+0.00058999i,-0.0011626+0.001265i,-0.00021506+0.0016143i,9.1274e-05+0.00028115i,0.00035996-8.6828e-05i,0.00042055+0.00030165i,0.00027147-0.00065321i,0.00037095-0.0011485i,0.0001411-0.0011992i,2.726e-05-0.0011978i,0.00027272-0.00013968i,6.486e-05+0.0001816i,7.677e-05-0.00035136i,0.00094763-0.00033838i,0.0010498-0.00020723i,0.00095927-0.00010703i,0.0011521-9.241e-07i
-0.0009808-0.00017046i,-0.00088354+9.2721e-05i,-0.0010473+0.0011257i,-0.0017597+0.0016637i,-0.0022208+0.0015626i,-0.0020928+0.00059956i,-0.0013398+0.00034571i,-0.0001396+0.00066736i,0.00032957+0.00065493i,-0.00014637+7.6816e-06i,-0.00018663-0.00016558i,-3.443e-05-0.00038486i,-6.0187e-05-0.00096107i,0.00021358-0.0012607i,0.00027052-0.00095484i,-8.2116e-05-0.00062284i,-0.0002644-0.00056247i,-1.59e-05-4.2845e-05i,-0.00019291+3.8904e-05i,-0.00085542-3.2079e-05i,-0.0014867-0.00029464i,-0.0011007-0.00072825i,-0.00045815-0.00087825i
0.00020477-6.6367e-05i,0.00011651-0.00046813i,0.00063454-0.0021508i,0.00079864-0.0016082i,-0.0010122+0.00012119i,-0.0024692+0.0012848i,-0.001629+0.0013388i,-0.00067954+0.00047846i,-0.00046146-9.1567e-05i,-0.00013788+4.5785e-05i,0.00012612-0.00025447i,-0.00010128-7.3758e-05i,-0.00030073-0.00035682i,0.0001812-0.00055784i,7.8044e-05+0.00019548i,-0.00058272+0.00035646i,-0.00072795+0.0001767i,-0.0007084+0.00027819i,-0.00057156+0.0001054i,-0.00032037-0.00044861i,-0.00051354-0.00064738i,-0.00051476-0.00047044i,0.00023096+9.9617e-05i
0.0011337+0.00058977i,0.0013682+0.001526i,0.0015381+0.0016226i,0.00086777+0.0012272i,-0.00050959+0.00071379i,-0.0016655-8.2218e-05i,-0.0018126+0.00043245i,-0.001266+0.0011728i,0.00012828+0.0011336i,0.00083731+0.00012835i,0.00062875-0.00031741i,1.2383e-05-0.00021816i,-0.0007608-0.00070591i,-0.00097405-0.00057583i,-0.00099444+0.00013553i,-0.0007951-0.0001104i,-0.00090368-0.00017347i,-0.001027+0.00036456i,-0.001015+0.00035265i,-0.00055584+0.00076908i,0.00021493+0.00092366i,0.00032091+0.00062672i,0.00034433+5.3295e-06i
0.0007264-0.00010479i,-0.00098986+0.00074334i,-0.0009372+0.00083612i,-0.0010238+0.00073902i,-0.0020331+0.00063017i,-0.0014907+0.00073062i,-0.00030395+0.00058824i,0.00014882+5.2417e-05i,0.00053009-0.00016671i,0.0012443-0.00084123i,0.0011299-0.0008934i,0.00020858-0.00019266i,0.00029143-0.0005447i,0.00066672-0.0011812i,0.00051158-0.00095804i,-8.2975e-05-0.00063774i,-0.00054191-0.00097942i,-0.00016037-0.0008466i,1.0228e-05-0.00048955i,-0.00079987-0.0007457i,-0.0012369-0.00053529i,-0.00076849-0.00027948i,0.00013512-2.5644e-05i
-0.00052334+0.001119i,-0.00065048-4.3597e-05i,-7.1049e-05+0.00037594i,0.00027847+0.00044684i,-0.0001107-0.00081232i,-0.00084052-0.0013759i,-0.0016345-0.00038213i,-0.0013039+0.00063429i,0.00012492+0.00062007i,0.00078679-6.2345e-05i,0.00062268-0.00019073i,8.9311e-05-0.00067388i,-0.00036769-0.0012818i,-0.00089634-0.00058325i,-0.0010647+0.00038248i,-0.00043646+0.00050261i,0.00026905-9.3178e-06i,0.00046417-0.00014456i,0.00020218+0.00019198i,-0.00038592+0.00041098i,-0.00066721+0.00062309i,-0.00051665+0.00039735i,-0.00036427+0.00019492i
0.0008709-0.00035498i,0.0012751-0.000205i,0.0013535-0.00051022i,0.00065857-0.00083475i,-0.00071074-0.00043022i,-0.00079758+0.0001481i,0.00015957+0.00053304i,-3.7588e-05+0.00027816i,-0.00045379-0.00024895i,-0.00020745-0.00026308i,4.5878e-05+0.00026714i,-0.00010177+0.0007786i,3.8531e-05+9.6173e-06i,0.00027401-0.0014601i,-0.00037125-0.0014656i,-0.0010697-0.00059419i,-0.00070786+0.00010752i,-0.00090639+0.00086445i,-0.00050432+0.00096406i,-0.00014586+0.00067423i,1.3914e-05-0.00029208i,-0.00010236-0.00033244i,-0.00076996-3.0492e-05i
-0.00073911+0.00068119i,-0.0015226+0.0005209i,-0.00087888+0.0013084i,-0.00069331+0.0014037i,-0.0018641+0.0005038i,-0.0026332+7.9233e-05i,-0.001792-0.00051004i,-0.00080787-0.00031895i,-0.00044504-9.0977e-05i,0.00069992-0.00080906i,0.0015068-0.00090847i,0.00080492-0.00050873i,-8.9509e-05-0.00025421i,-0.00091595-0.00044213i,-0.00076442-0.00013475i,-6.1067e-05+1.223e-05i,1.1299e-05+0.00024842i,-4.0843e-05+1.6995e-05i,-0.00011865-0.00051023i,-0.00058245-0.0004219i,-0.00068081-0.00029932i,-0.00041616-0.00052542i,-0.00037966-0.00063529i
0.00022996+0.0005735i,2.4473e-05+0.00034484i,8.5632e-05-0.00056864i,-0.00037108-0.0011854i,-0.00085188-0.0011364i,-0.00056224-0.0010914i,4.886e-05-0.00097269i,0.00021159-4.2707e-05i,0.00051862+0.00013678i,0.00078938-0.00056832i,0.00051202+0.00018094i,0.00044353+0.00035922i,0.00072179-0.00026856i,0.00060986-8.4087e-05i,0.00022292-4.365e-05i,0.00032684+0.00011619i,0.00044091-1.0365e-05i,0.00021247-6.4941e-05i,8.0293e-05+0.00025297i,-0.00026468+0.00030794i,0.0004925-2.5936e-05i,0.00092074-0.00066971i,0.0001464-0.00029865i
0.00071048+0.00079559i,0.0014301+0.0010464i,0.002109+0.00017231i,0.0012484+0.00018251i,9.5973e-05-7.4153e-05i,-0.0011973-0.0002765i,-0.0015591+0.00060833i,-0.00016456+0.0011967i,0.00084918+0.001138i,0.00081854+1.8433e-05i,0.00059536-0.00061046i,0.0006266-0.00039897i,0.00022049-0.00033785i,0.00021426-0.00019916i,0.00035029-0.00034141i,-5.4536e-05-0.00033792i,-0.00053961-0.00018551i,-9.5979e-05-0.00033132i,0.0001518-0.00019326i,-0.00097003-9.8644e-06i,-0.00090607-0.00055011i,-0.00035196-0.00073164i,-0.00057314-0.00021073i
-0.0009363-0.00050763i,-0.00083063-4.9655e-05i,-0.0011386+0.00028522i,-0.0018786-0.00019205i,-0.0018451-0.00014073i,-0.0010153+0.00042314i,5.7204e-05+0.00029601i,0.00029953+0.0002746i,8.5626e-05+0.00035371i,-7.5571e-05+0.00065774i,-0.00028559+0.0003495i,-0.0001648-0.0007063i,6.4628e-06-0.001228i,8.1744e-05-0.0013506i,-0.00020766-0.00070543i,-0.00012705-0.00040093i,-0.0003772-0.00043033i,-0.0012414-7.6907e-05i,-0.00075913-0.00049535i,0.00030751-0.00048699i,0.0001421+0.00014264i,-0.00077935+6.2062e-05i,-0.0013532-0.00012597i
-0.0021537-0.00054133i,-0.0015518-0.00037093i,-0.001273-0.00015435i,-0.0014077+0.00082789i,-0.0016544+0.0021882i,-0.0016112+0.0018308i,-0.0013154+0.0012174i,-0.00085658+0.0013433i,-0.00016381+0.00098417i,-8.2323e-05+0.00065269i,-0.00015854+0.0011885i,-1.8928e-05+0.00058942i,0.00015472-0.0010624i,0.0007155-0.0017583i,0.00095804-0.00092557i,0.00076357+0.00025212i,0.00020601+0.0002269i,-0.000486-0.0002435i,-0.00056238+9.8569e-05i,-0.00036224+1.1809e-05i,-0.00012132-0.00070823i,0.00029935-0.00082758i,0.00018675-0.0003674i
0.00051069+0.00011554i,3.198e-05+0.00053364i,0.00064206+0.00039433i,0.0010171+3.6882e-05i,-0.00045303+5.1324e-05i,-0.001889+7.6727e-05i,-0.0010329+0.00025176i,0.00041886+0.00060183i,0.00077089+0.00074059i,0.0011604+0.00021417i,0.00063666+0.00018418i,0.00031026-3.92e-06i,0.00069213-0.00046229i,0.00016809+0.00018612i,0.00019377+0.00036896i,0.00029398+6.1379e-05i,0.00011907-0.00026778i,0.00010722-0.00013471i,0.00012931+0.00031382i,2.0275e-05+0.00029545i,0.00029921-8.375e-05i,0.00065677+0.00012315i,0.00058333+0.00034506i
-0.0014198-9.6167e-05i,-0.00074963+0.000327i,-0.00097179+0.00064322i,-0.0012273+0.00083502i,-0.0011821+0.0009944i,-0.0016115+0.00076792i,-0.0014479+0.0011553i,-0.00062904+0.0012963i,-8.5516e-05+0.0013651i,-0.00015675+0.0008066i,-9.6376e-05+1.2689e-05i,-0.00046988-0.00011623i,-0.00066422-0.00043514i,-0.00047381-0.00086765i,-0.00086424-0.00049029i,-0.00064381-0.00055475i,0.00033686-0.00061294i,2.6154e-05+2.35e-05i,-0.00066299-0.0002041i,-0.00078376-0.00019971i,-0.00061765+0.00018532i,-0.00077107-0.00014904i,-0.00072829-0.00027432i
0.001273+0.00035928i,6.6292e-05+0.00042573i,-0.0013005+0.00058312i,-0.0019318-0.0003384i,-0.0020976-0.0010118i,-0.0020366-0.00017699i,-0.0021168+0.00055437i,-0.0011467+0.0003656i,0.00032367+6.4551e-05i,0.00071599-0.00040861i,0.00048824-0.00064005i,-5.9427e-05-0.00043444i,-0.00052245-0.00049714i,-0.00080744-0.00048332i,-0.00063252-0.0006024i,-0.00041713-0.00065949i,4.369e-05+0.00010164i,0.00041919+0.00048266i,-0.00076402-0.00038366i,-0.0010996-0.00069198i,-0.00056802-0.00010777i,-0.00063249+0.00034268i,-0.00042105+0.0003705i
0.0004352+0.0013781i,0.00061954+0.0011515i,0.002244+0.0017253i,0.0026498+0.0017109i,0.00085259+0.00082861i,-0.0012972+0.00052194i,-0.0022125+0.00078639i,-0.00099071+0.0014481i,0.00061494+0.00098814i,0.00082392+0.0003239i,0.0010241+0.00023774i,0.00046506+0.00014148i,-9.614e-05-0.00019696i,-0.00065631-0.00035206i,-0.0011316-3.3833e-05i,-0.00046511+0.00020344i,-0.00018081+0.00074253i,-5.9984e-05+0.0007756i,3.0448e-05-1.4031e-05i,-6.0734e-05+0.00033143i,0.00014119+0.0005126i,-9.7847e-05+0.00014185i,-0.0003477+0.00035249i
0.0006226-0.00011803i,0.00069829-0.00017729i,-0.00076118-0.00015577i,-0.0025111-0.00045216i,-0.0027349-7.2877e-05i,-0.0020935+0.00061804i,-0.0014695+0.00039779i,-0.00059201+0.00011221i,0.00053348+0.0003405i,0.00078131-0.00044844i,-5.4612e-05-0.00069536i,-0.0009564+0.00010724i,-0.0009032-6.1504e-05i,-0.00070551-0.00040211i,-0.00043479-0.00040339i,-2.5195e-06+0.00011661i,-0.00034958+0.00032416i,-0.00049348+0.00022354i,6.1746e-05-0.00015439i,0.00016245-0.0010067i,7.4379e-05-0.00093942i,0.00018223+0.00050597i,0.00056364+0.0010856i
0.0014768-0.00074606i,0.00075271+0.00037494i,-0.00023494+0.0003332i,-0.00087218+0.00019061i,-0.0021204+0.0011853i,-0.0030315+0.0020133i,-0.0020686+0.001405i,-6.1723e-05+7.8483e-05i,0.00063707-0.00017141i,0.00035113+0.00038864i,0.00028074+0.00024069i,-0.00041822+0.00013627i,-0.0011213-0.000528i,-0.00111-0.00093874i,-0.001357-0.0011306i,-0.0010411-0.0010875i,-0.00041232-0.00035032i,0.00010998+0.00013371i,0.00060284+0.00032781i,0.00075685-0.00040769i,0.00021631-0.00074107i,0.00012137-0.00039416i,0.00072159-0.00043989i
0.00068632+0.00069855i,-0.00055095+0.00053031i,-0.00080421+0.00091345i,-0.00064865+0.00015198i,-0.00075505-0.0010063i,-0.001104-0.001548i,-0.00074811-0.001101i,1.159e-05-0.00038641i,0.0011263-0.00036366i,0.0015647-0.00034983i,9.6588e-05-0.00054525i,-0.00075418-0.00036288i,-0.00050028-0.00012876i,-0.00045433-0.00067245i,-0.00036082-0.00075963i,-0.00030204+0.00019898i,-0.00022808+0.00079933i,-0.00019078+0.00079458i,-0.00025195+0.00021284i,-0.00058755-0.00050049i,-0.00085468-0.00047747i,-0.00098085+0.00033718i,-0.000207+0.0014094i
-0.00034418-9.0154e-05i,5.5801e-05-0.00045527i,0.001039-0.00067499i,0.0011328-0.0010222i,0.00032601-0.00072242i,-5.7527e-05+9.9952e-05i,-0.00020648+0.00091504i,0.00042725+0.0010767i,0.0005391+0.0009507i,-0.000461+0.00046091i,-0.00056899-0.00036368i,-0.00026058-0.00062924i,-1.326e-05-0.00048128i,-0.00052898-0.00020459i,-0.00063789+9.6197e-05i,-0.0003881+0.00037451i,0.00028202+0.00025731i,0.00068942+0.00014019i,0.00037524+0.00013061i,-8.2655e-05-0.00030781i,-0.00021377-0.00071951i,7.0578e-05-0.00037925i,0.00048552-0.00024221i
-0.00076676+0.00099537i,-1.7994e-05+0.00087335i,7.683e-05+0.00038742i,-0.0010485+4.2926e-05i,-0.0013977-5.1831e-05i,-0.0016747-0.00030752i,-0.0018854-0.00018642i,-0.0010312-0.00018338i,-0.00038543+8.3645e-05i,-2.0562e-06+0.00067465i,0.00046785+0.00067519i,0.00041426+0.00043021i,-0.00098569+0.00011363i,-0.0015027+0.00017245i,-0.0010819-0.00047079i,-0.00014016-0.00077116i,0.0010228-0.00096993i,0.00093726-0.0014173i,0.00072689-0.00094666i,0.00060033-0.00020002i,0.00047211-0.00053882i,0.0005603-0.00060827i,-0.00011668+7.0404e-05i
-0.0010576+0.0010796i,-0.0012788+0.00086772i,-0.00058551+0.0021343i,-0.00056774+0.0029947i,-0.0015772+0.00258i,-0.0015661+0.0021679i,-0.0010538+0.0019679i,-0.00052869+0.0012228i,-0.0003808+0.0006657i,-0.00049638+0.00044212i,-0.00078575-0.00019689i,-0.00076316-0.00072942i,-0.00010734-0.00075901i,-0.00043138-0.00058107i,-0.00073899-0.0002418i,0.00038358+0.00043364i,0.00055396+0.00077344i,-3.0691e-05+0.00025066i,-0.00012594+4.6383e-05i,-0.00020013+0.00014103i,-0.00048579-0.00068452i,6.6873e-05-4.2475e-05i,0.00026323+0.0010009i
-3.5103e-05-0.00044932i,-0.0011334-0.0005958i,-0.0011159-0.00074454i,-0.00079603-0.00042272i,-0.0011487+0.00022045i,-0.0011916+0.00065589i,-0.00017864+0.00073492i,0.00010317+0.00071963i,-0.00021998+0.0007664i,-0.00013463+0.0006929i,0.00013663+0.00026416i,0.00014349-0.00028621i,0.00046207-0.00045407i,0.00067113-4.8655e-05i,0.00024239+0.00024553i,0.00013895+0.00022163i,0.00031217+0.00016296i,-0.00055631+0.00030837i,-0.00086337+8.3581e-05i,-0.00013279-0.00018324i,0.00043529-0.00016741i,0.00048463+0.00025545i,7.5365e-05+0.00017889i
0.0011535-9.0309e-05i,0.0025888+0.00073001i,0.0021521+0.00048824i,0.0001031-0.00019024i,-0.0013987-0.00058574i,-0.0018005-0.00034184i,-0.00091008+0.00039926i,0.00011894+0.00047732i,0.00063403+0.00017949i,0.00057732+0.00061503i,3.5549e-05+0.00039305i,-0.00017506-2.3225e-05i,6.5028e-06-0.0002333i,-0.00020567+0.00013207i,-0.0006709+0.00048844i,-0.00031425+1.1253e-05i,-3.6358e-05-0.00060226i,0.00012522-0.0005568i,0.00048283-5.7984e-06i,-0.00023842-0.00060997i,-0.00029886-0.0010133i,0.00043412-0.00019357i,-0.00020014+0.00021984i
0.00010213-0.00040043i,-0.00050675+0.00071818i,-0.00027312+0.0013433i,-0.00048841+0.0002609i,-0.0010094-0.0004076i,-0.0013947-6.4908e-05i,-0.0006059+0.00085203i,7.5093e-05+0.0012104i,1.0712e-06+0.0010521i,0.00043338+0.00096877i,0.00044343+0.00061788i,0.00044073-6.2971e-05i,0.00068716-0.00056908i,0.00014573-0.00049246i,0.00027492-0.0001294i,0.0004231-0.00040524i,0.00030673-0.00097388i,4.8609e-05-0.0010988i,-0.00047727-0.00049926i,0.00011005+2.874e-05i,0.00068487-0.00075903i,-0.00050322-0.00093887i,-0.0014198-0.00089555i
0.00060114-0.0012421i,0.0011545-0.00042231i,0.00036713+1.431e-05i,-0.00083603+0.00024636i,-0.00098321-0.00030786i,-0.00050747-0.0004337i,0.00072643+0.00075468i,0.0011221+0.00068903i,0.00090222+0.00023187i,0.00057945+0.00020483i,0.00013821+4.6608e-05i,-1.4567e-06-0.00020324i,-6.2556e-05-0.0008946i,0.00028713-0.0010545i,0.00019098-0.0010519i,-0.00032334-0.00067683i,-6.6614e-05+0.00014209i,0.00069975+0.0003529i,0.0011526+0.00043522i,0.00032843+0.00031909i,-8.7937e-05-0.00034014i,3.4291e-05+0.00019709i,-3.3792e-05+0.00081029i
0.0007493+0.00017756i,5.905e-05+0.00024429i,-0.00031609-0.00028113i,-0.00074065-0.00051039i,-0.00090335-0.00051747i,-0.0010151-0.00024186i,-0.00065299+0.00068703i,-0.00018933+0.001107i,0.00013234+0.00033779i,-0.00022928-0.00028921i,-0.00063174+3.4849e-05i,-0.00040892+0.00039509i,-0.00047427-1.064e-05i,-0.00082149-0.00056174i,-0.00062151-0.00078058i,-0.00053188-0.00023837i,-8.5938e-05+0.00037519i,6.6995e-05+1.8573e-05i,-0.00018611-0.00016395i,-9.4644e-06-0.00025354i,0.00027256-0.00040597i,-0.000521+0.00041945i,-0.0013047+0.00099467i
-0.00043353-0.0010378i,0.00012834-0.0015113i,-0.00042002-0.00071531i,-0.0015654-0.0005888i,-0.0017258-0.0010057i,-0.00081097-0.00035924i,-0.00044714+0.00086777i,0.00020537+0.0010606i,0.00074113+0.00013181i,0.00041136-0.00054941i,-3.4799e-05+0.00016305i,0.00012772+0.00082064i,9.6095e-05+0.00043707i,-9.4588e-05+3.9291e-05i,-0.00016609-0.00023609i,0.00014969-0.0001716i,0.00067195+4.0885e-05i,0.00043832-0.00027322i,-0.00012697-0.00077193i,-0.00079775-0.00027208i,-0.00089606+0.0003199i,0.00038138+0.00052169i,0.00071602+0.00035177i
0.00023001+0.0014253i,0.0014744+0.0011056i,0.0016252+0.0013816i,0.0012845+0.0017673i,0.00075301+0.0005592i,0.00016815-0.0011531i,-0.00087623-0.00053563i,-0.0016473+0.00060773i,-0.0005994+0.00060098i,0.0002993-0.00025463i,-0.00019635-0.0010205i,-0.0011709-0.00077925i,-0.00060322-0.00032147i,-0.00014695+0.00014399i,-0.00045576+0.00060331i,-0.00034772+0.00043714i,-0.00075296+0.00056652i,-0.00095072+0.00071489i,-0.00056845-0.00010117i,-0.00024611+0.00017802i,-0.00061375+0.00070924i,-0.00082377-9.5454e-05i,-0.00033245-0.00033273i
0.00059343+0.0015106i,-0.00064064+0.002505i,-0.00051671+0.0012559i,-0.00034929-0.00078385i,-0.0010488-0.0011459i,-0.002012-0.00096578i,-0.0014887+6.9667e-05i,0.00018707+0.0014213i,0.0014532+0.0017539i,0.00095455+0.00053027i,-2.8517e-05-0.00040544i,-0.00035321-0.0004791i,-0.00089364-0.00033116i,-0.00081224-0.00029885i,-0.00034718-0.0005859i,-0.00050432+3.4036e-05i,-0.0009064+0.00058765i,-0.00081443+0.00051209i,-0.00019124-2.7437e-05i,0.00047158-0.00026832i,0.00036499+0.00013018i,7.9613e-05+0.00055487i,0.00013732+0.0001423i
0.00042226-0.001164i,0.00060022-0.0010206i,-0.00025509+0.00096587i,-0.0015628+0.0022583i,-0.0020297+0.0015673i,-0.0022181+0.0018777i,-0.0015086+0.0025702i,0.0003082+0.0017598i,0.0011144+1.2252e-06i,0.00067575-0.0011218i,0.00019249-0.00085991i,-0.00011913-0.00037016i,-0.00039327-0.00039228i,0.00015298-2.6546e-05i,4.5354e-05+0.00041172i,-0.00056586+0.00028523i,-0.00046582+5.3194e-05i,0.00010761-0.00025133i,0.00011541-0.00091455i,-0.00015908-0.00091533i,-0.00013599-0.00016149i,-0.00043236-0.00046185i,-0.00072192-0.00088794i
4.154e-05-0.00017633i,0.00045872-0.0019241i,0.00051386-0.0025628i,0.00087031-0.0024543i,0.0009229-0.0014229i,5.1997e-06-0.0012558i,-0.00060349-0.00061694i,-0.0001016+6.0283e-05i,0.00042511+0.00040132i,0.00086478+0.00010122i,0.00088705-0.00016641i,5.3333e-05-5.8711e-05i,-0.00085029-0.00023969i,-0.00084611-0.00078403i,4.907e-05-0.00047849i,0.0002572+0.00021567i,-0.00049719+0.00080765i,-0.0010073+0.00098764i,-0.00070079+0.00052173i,-0.00013737+0.00049457i,-0.00029095+0.0009614i,-0.000834+0.0011503i,-0.00082258+0.00040765i
-0.00019218+0.0013182i,0.00011913+0.0019007i,-0.00040524+0.0022927i,-0.0017716+0.0023311i,-0.0028525+0.0011974i,-0.0032747+0.0006732i,-0.0016381+0.0020796i,-0.00052333+0.0025119i,5.0525e-05+0.00094858i,0.00047796-0.00012464i,-0.00018598+0.00012398i,-0.00089613-0.00011004i,-0.0010386-0.001522i,-0.00014442-0.0019153i,0.00019514-0.00071213i,-5.2501e-05-0.00040596i,-0.00041214-0.00064836i,-0.0011142-0.00038065i,-0.00092972+0.00040083i,-0.00062151+0.00020363i,-0.00080191-0.00073677i,-0.00090301-0.0011485i,-0.0007433-0.00039243i
-0.00088195-0.00087042i,-0.0005131-0.00096838i,-0.00026582+0.00050398i,-0.00071175+0.00069414i,-0.0013946+0.00034432i,-0.00044131+0.00030043i,0.00058144-4.0085e-05i,0.00046947+0.00021452i,-1.9745e-05+0.00131i,-0.00033442+0.0010195i,-0.00027539+0.00011271i,-0.00050726-6.9811e-05i,-0.00016405-0.00062769i,-2.3671e-05-0.00079796i,3.1135e-05-0.00036865i,-5.5508e-05-0.00055493i,-0.00029518-0.00044075i,0.00013727-0.00075689i,0.00025639-0.00097695i,-0.00027993-0.00069065i,-0.0005207-0.00048591i,-2.4327e-05+0.00060673i,-0.00015153+0.00059846i
-5.8578e-05-0.00095998i,0.00030727-0.00062417i,-0.00055271-0.00040663i,-0.001096+0.00091076i,-0.0010928+0.002108i,-0.0016768+0.0019975i,-0.0011151+0.0015844i,0.00032932+0.0016823i,0.0012866+0.00091258i,0.0012502+0.00034947i,0.00029927+0.00012169i,-8.8487e-05-0.0001213i,0.00031203+0.00012596i,0.00016086-0.00042574i,-0.00070139-0.00031686i,-0.00092122+0.00036379i,-0.00025265+0.00053786i,0.00039763+0.00068591i,0.0001066+0.00028762i,-7.4986e-05-6.2384e-05i,0.00062885+0.00010844i,0.00038283+0.00031282i,0.00022103+0.00054363i
-0.0014773-0.00012518i,-0.0011616-0.00078266i,-0.00032051-0.0012481i,-0.0003027-0.0014894i,-0.00053704-0.0013178i,-0.00041008-0.0011582i,-0.0002178-0.00073921i,-9.0551e-05-0.00031997i,-0.00021717-0.0001923i,0.00015044-0.00032485i,0.00015567-0.00031557i,-0.00015889-0.00010838i,-0.00066259-1.0486e-05i,-0.00090032-0.00049456i,3.0193e-06-0.00069353i,4.9784e-05-0.00056133i,-0.00067244-0.00010789i,-0.0013323+0.00077248i,-0.00079179+0.00049353i,0.00060307+0.00051449i,0.00067227+0.0011309i,0.00029498+0.00049941i,0.00026092-0.00010555i
0.00048641-6.3866e-05i,0.00049723+0.00084899i,0.00071597+0.001858i,-6.4482e-05+0.0020048i,-0.0012896+0.00073782i,-0.0019232-0.00024273i,-0.0014981+0.00016351i,-0.00090324+0.00097646i,-0.0007774+0.0011858i,-0.00048034+0.00037471i,-0.00012239-0.0008974i,0.00024994-0.0010512i,0.00028285-0.00043549i,3.9421e-05-0.00049962i,-5.1056e-06-0.00075846i,0.00064764-0.00085209i,0.00074354-0.00058881i,-7.829e-05-2.2886e-05i,-0.00049465+0.00024787i,-0.00095299-0.00027709i,-0.00095214-0.00047675i,-0.00078222+0.00039758i,-0.00075635+0.0010162i
4.2962e-06+0.00068588i,-0.0016073+0.0010281i,-0.0019067+0.0012744i,-0.0011899+0.0018507i,-0.00088193+0.0017114i,-0.00079673+0.0011327i,-0.00059467+0.0018072i,-0.00065386+0.0020679i,-0.00045106+0.0012194i,-0.0007049+0.00039217i,-0.00066662-0.00035309i,7.019e-05-0.00061853i,-0.00037754-0.00085326i,-0.00086508-0.001105i,-0.0007442-0.0017312i,-0.00038276-0.0015673i,0.0002156-0.00022896i,1.608e-05+0.00052476i,-0.000564+0.0003721i,-0.00042062-0.00030318i,-1.3164e-05-0.00083284i,-0.00044211-0.0011739i,-0.00098737-0.00066506i
-0.00049985-0.0010365i,-0.00031391-0.0010915i,-0.00059694-0.001134i,-0.001335-0.00076992i,-0.0011867+0.00042539i,-0.00093979+0.00042155i,-0.00054092+0.00010173i,-4.95e-05+0.0005327i,4.8631e-05+0.00054332i,-0.00019581+0.00031479i,-0.00031643+0.00015928i,0.00013991-0.00075282i,0.00059605-0.0016574i,0.00055578-0.0017466i,-0.0003931-0.00116i,-0.0010677-0.00066563i,-0.00047632-5.6235e-05i,-0.0003331-0.0003781i,-0.00086303-0.00061683i,-0.00069454-0.00036556i,-0.00035326+0.00014005i,-0.00052449+5.6376e-06i,-0.00028866-0.00077905i
0.0018207+0.00020854i,0.00078108+0.00087027i,0.00024591+0.00052127i,-0.00080974-0.0015417i,-0.0022797-0.0023769i,-0.0021513-0.00038543i,-0.0016862+0.0016749i,-0.00076138+0.0019431i,-6.3417e-05+0.00098585i,0.00028344-0.00042483i,0.00027086-0.00071661i,7.1132e-05-0.00022639i,0.0002978-0.00017165i,0.00023267-0.00081533i,-0.00017872-0.0011231i,-0.00055936-0.0008003i,-0.00062977-0.00033268i,-0.00026564+3.9573e-06i,-0.00014378+0.00010745i,-0.00064802+0.00025605i,-0.0012976-0.00013887i,-0.0012598-0.00071624i,-0.00045042-0.0010448i
